L.007.M1	L.033.M1	L.005.M1	CS.245	CS.019	CS.021	L.011.M1	CS.277	CS.086	L.001.M1	CS.003	L.004.M1	CS.001	CS.217	CS.099	CS.077	CS.066	CS.287	CS.365	CS.118	CS.377	CS.360	CS.076	CS.171	CS.154	CS.072	CS.040	CS.269	CS.229	CS.062	CS.128	CS.292	CS.224	CS.126	CS.213	CS.380	CS.232	CS.125	CS.282	CS.378	CS.136	CS.302	CS.041	CS.375	CS.376	CS.181	CS.166	CS.214	CS.372	CS.385	CS.395	CS.129	CS.389	CS.386	CS.369	CS.183	CS.256	CS.348	CS.268	CS.177	T.CS.022	T.CS.048	T.CS.024	T.CS.079	T.CS.003	T.CS.058	T.CS.041	T.CS.072	T.CS.023	T.CS.028	T.CS.035	TFS.023	T.CS.020	T.CS.029	T.CS.050	T.CS.161	T.CS.144	T.CS.132	T.CS.114	T.CS.123	T.CS.092	T.CS.153	T.CS.126	T.CS.119	T.CS.117	T.CS.125	T.CS.134	T.CS.091	T.CS.129	T.CS.167	CS.246	CS.087	L.034.M1	CS.237	CS.242	CS.015	CS.238	CS.006	CS.082	CS.356	CS.085	L.024.M1	CS.088	CS.103	CS.110	CS.191	CS.364	CS.387	CS.336	CS.189	CS.274	CS.330	CS.358	CS.234	CS.363	CS.347.0	CS.113	CS.078	CS.150	CS.187	CS.339	CS.202	CS.112	CS.080	CS.322	CS.285	CS.194	CS.163	CS.318	CS.319	CS.158	CS.152	CS.331	CS.320	CS.223	CS.262	CS.393	CS.145	CS.326	CS.270	CS.390	CS.255	CS.253	CS.370	T.CS.045	T.CS.043	T.CS.036	T.CS.049	TFS.020	TFS.022	T.CS.064	TFS.027	TFS.021	T.CS.031	T.CS.055	TFS.025	T.CS.008	T.CS.061	T.CS.066	T.CS.141	T.CS.157	T.CS.109	T.CS.095	T.CS.142	T.CS.152	T.CS.151	T.CS.166	T.CS.158
CS.126	0.526303007971	0.59137361446	0.557980950747	0.5483570838	0.538408620813	0.571149258636	0.552947392621	0.5177324461	0.583906224696	0.58534919516	0.583071653433	0.525953846496	0.587164375064	0.57363188255	0.615095492067	0.537432424973	0.601871581483	0.541744191226	0.512545303631	0.589442696904	0.573873582825	0.559258595565	0.622936176741	0.602581326655	0.726534240323	0.476585201656	0.580966101017	0.715399399155	0.558414879062	0.530055444907	0.496087078046	0.55645259045	0.713095141561	0	0.616184067755	0.458232284469	0.518560978016	0.545790698674	0.58981461193	0.662741357554	0.57262501379	0.650770726708	0.596199889422	0.539055275194	0.553441590319	0.554247800749	0.594184299798	0.534347284908	0.538477690209	0.549090606434	0.551852840886	0.560786466984	0.543577613157	0.66651615454	0.679279627982	0.660727288477	0.56491629721	0.51850057953	0.623983178501	0.590256859298	0.544349034911	0.51926381064	0.472262712023	0.596670412062	0.494900702891	0.528644794978	0.502594803182	0.504001074381	0.677332547927	0.483307131013	0.482726753938	0.507539962271	0.582789226021	0.576611609415	0.574037884238	0.568098240917	0.537143081562	0.536291057611	0.601893766491	0.497677439109	0.581982770988	0.563619659713	0.448730900135	0.615177226398	0.516988089846	0.482206901911	0.514018059889	0.520319182154	0.526634561666	0.519999156312	0.51169015511	0.594501792626	0.580134864072	0.615190787875	0.480954954756	0.624035865601	0.575365034883	0.543559822921	0.552050696708	0.640630256903	0.551469531556	0.593563572355	0.676424227253	0.570833244366	0.607719398354	0.475290633742	0.653116803697	0.47236106826	0.497874053429	0.59762934111	0.580435122274	0.542229347467	0.695416959321	0.607973628814	0.546677045296	0.633177856427	0.543328295999	0.571370490195	0.537158032934	0.525908593652	0.584557029029	0.583140845341	0.613218184447	0.564286565927	0.60335952873	0.680258606378	0.671321621697	0.609283521587	0.560276583102	0.556233224994	0.625857575505	0.429396577442	0.499813478737	0.493218106219	0.536617707392	0.589224053919	0.596498929366	0.445022937173	0.538313315108	0.560792903505	0.556424365574	0.515626644049	0.673851172643	0.556825053337	0.528391171788	0.500815008865	0.579540252095	0.585985892422	0.497566094858	0.497998883193	0.485245070097	0.495308838313	0.538269243182	0.524513726527	0.551704065838	0.491136714605	0.502327013271	0.504417974845	0.533472640129	0.580515290104	0.552943480427	0.532452418289	0.570927809947	0.563593872479	0.459577333462	0.509144878701	0.494565530605	0.483904215352
CS.213	0.707530274403	0.65548503029	0.702125453944	0.660241379628	0.648284775743	0.586011405221	0.652469410487	0.618335122012	0.69236314118	0.693895290837	0.685118265743	0.705640737992	0.698115576217	0.707980770977	0.701791088695	0.650347161568	0.667659315568	0.56772675961	0.636220544094	0.661415877829	0.581193506679	0.538457238992	0.595643443875	0.64975587362	0.611641408678	0.663284330937	0.682071885322	0.608786531359	0.576754293222	0.656592591231	0.571031985913	0.588926118401	0.618319945822	0.616184067755	0	0.657939848759	0.644660067352	0.535376679329	0.537330417283	0.5914918817	0.572938520851	0.580427020277	0.619514429785	0.578695061451	0.50392704903	0.592779707635	0.59473476237	0.589934760754	0.527116968101	0.571417392074	0.572443672045	0.60854307873	0.545328685507	0.584045002813	0.593378764052	0.59381656703	0.536071597367	0.628656606352	0.612882172906	0.562827136979	0.636628039902	0.630423506996	0.629814424322	0.562761174982	0.687650126605	0.640198114255	0.645444938864	0.682077285344	0.712919077383	0.616249546609	0.644992091872	0.652428857329	0.731459696529	0.625303370091	0.625927567372	0.672062657545	0.692354130458	0.722853217515	0.697419876545	0.633301408894	0.708218005244	0.700474087845	0.658681112187	0.707220673955	0.670461464675	0.649861184621	0.654991056832	0.722946979121	0.683217542053	0.693349885053	0.64111058785	0.667762103952	0.625210290831	0.593134191004	0.665674242475	0.714342681697	0.665224858994	0.661161928436	0.688490225891	0.636442598537	0.678357937431	0.711266086961	0.688973041059	0.642051821393	0.600558335626	0.681135460457	0.58074198803	0.558419036179	0.591537332357	0.605187329813	0.557147227302	0.526566723096	0.552149620225	0.584286393707	0.506609941511	0.595639027667	0.661619148941	0.657492497842	0.589644274018	0.549785705716	0.580989627766	0.624748835641	0.554260882744	0.616542134244	0.514616395468	0.58285275868	0.547701740918	0.60649410174	0.475984179887	0.498478468097	0.578489912428	0.650437532097	0.570259689367	0.544851230864	0.554936619685	0.557415791384	0.638815256296	0.613368573361	0.566911793833	0.54767136691	0.587766081763	0.56826503468	0.593927140635	0.553050894876	0.652363083948	0.680486172011	0.6834204301	0.55057493289	0.70132164546	0.70083438888	0.666169636617	0.671665454895	0.67209769417	0.654948581218	0.672085448651	0.610384029333	0.616141728541	0.60361440634	0.705914356537	0.675685174346	0.682942089355	0.69932918368	0.720651228138	0.681167188888	0.651231470474	0.679222285189	0.657914962187	0.680920912899
CS.380	0.53259396906	0.616129696245	0.535622026526	0.561645893278	0.527708415614	0.608564359007	0.538804515019	0.514135323666	0.576354573881	0.568072988554	0.57283586546	0.51532176234	0.57414757783	0.573661134545	0.604077217103	0.542710573146	0.613642876748	0.599657450392	0.50408605644	0.626739830212	0.626069695165	0.567596936111	0.654288000976	0.629814871408	0.771869414436	0.49528960438	0.602933281729	0.751048268741	0.604502102641	0.53967933782	0.528954784129	0.600672118167	0.735368172264	0.458232284469	0.657939848759	0	0.574680653591	0.60470766082	0.638486202017	0.68864177977	0.628661421361	0.68650756263	0.645338186319	0.585484510056	0.61313647718	0.58301376751	0.628816867673	0.605753690794	0.567074447401	0.593335542773	0.594544013193	0.595755747305	0.598933124081	0.690731148987	0.732394708254	0.703215204467	0.623555280969	0.55953704083	0.656908137403	0.654252412521	0.539084576774	0.512291556621	0.513353577061	0.656826554912	0.494944617543	0.520407200624	0.507229840497	0.484969889856	0.749429737276	0.482645007266	0.504392565138	0.529412861389	0.572111041736	0.623618463813	0.606331254209	0.567346430004	0.52111911938	0.538931373717	0.591512776527	0.522631257972	0.558983358639	0.564779396822	0.46481734303	0.596399209403	0.532676105516	0.511247611187	0.517606129386	0.508370051313	0.539185192206	0.50761840867	0.51134595102	0.629940823967	0.582090372337	0.65140750255	0.512135095227	0.617798014299	0.58056782995	0.563598625217	0.557018130811	0.689749233768	0.564858684549	0.58346321789	0.664723493312	0.591458316626	0.656541238971	0.478366825159	0.683665876504	0.524837561009	0.531972764494	0.638365506521	0.620919356911	0.594369070344	0.746601373141	0.656993776544	0.601945321148	0.682385882429	0.558420511003	0.578893924532	0.57464640368	0.587692453879	0.596395517932	0.627341296056	0.642188461049	0.586765633552	0.648819477104	0.71920597428	0.726303939213	0.658308705623	0.603159342984	0.587438195641	0.65655871785	0.463253023987	0.547168111547	0.541575620912	0.610889084433	0.604927633085	0.653692030119	0.508882390126	0.589187695188	0.619631955826	0.585795870227	0.553093760689	0.734456038434	0.573639616994	0.527805159494	0.51358514462	0.586104465599	0.608321463851	0.470749128977	0.483751958994	0.474730195394	0.499738741928	0.525814281081	0.540242043721	0.555505904587	0.5034390939	0.520021987083	0.522956576619	0.528769181033	0.556264430069	0.571381979737	0.521427369934	0.551208341397	0.557847896683	0.495496488331	0.51793518909	0.514654577232	0.478601043642
CS.232	0.581787033122	0.632688183318	0.59519432061	0.600315040808	0.560698537932	0.610797576035	0.575735591339	0.559586474176	0.526232234492	0.544775225116	0.518075282784	0.564201773036	0.508482965645	0.506249135085	0.551244960605	0.56161011554	0.584197349016	0.567397502809	0.553442611655	0.571425647678	0.565452160077	0.586812505074	0.568703316905	0.554568074945	0.732551056197	0.479872335203	0.564367049302	0.729749342173	0.608945198505	0.523233930186	0.55665271544	0.46353620181	0.72352069749	0.518560978016	0.644660067352	0.574680653591	0	0.619193726865	0.632317360419	0.649901265159	0.507194667933	0.691525692572	0.581881457388	0.601287663724	0.613648675992	0.571305940509	0.608472178976	0.601323200639	0.583664019298	0.56973227786	0.570923874149	0.559150737885	0.608333551423	0.683334088373	0.656383692532	0.67868692002	0.597439978301	0.56117935961	0.600699779359	0.644376584511	0.587007502911	0.588321609582	0.554201121021	0.657102144384	0.577674200556	0.571916895754	0.56139659693	0.544036712787	0.723931692034	0.586343891261	0.561044566589	0.617432774736	0.562982053694	0.525112656077	0.583157051508	0.529242365919	0.589354741657	0.559360343176	0.565043887132	0.562083545656	0.584327365591	0.49947391973	0.520259618085	0.559025492128	0.553411307652	0.558908963306	0.570598230272	0.560401842302	0.543229492743	0.57088125064	0.521258210533	0.597868191615	0.603212624168	0.533609731545	0.532360095045	0.605971642246	0.543392973099	0.533356395516	0.470414494279	0.668336268861	0.492216875338	0.629063951179	0.678548504512	0.497321363545	0.576547549132	0.545913440368	0.684199706537	0.578091345306	0.562973560402	0.595758764234	0.653994169653	0.612480636623	0.743638245547	0.611421230764	0.590549153135	0.651115953175	0.591435111875	0.613293062065	0.505244315414	0.567123142497	0.641959304141	0.634657668838	0.562722125921	0.549015359309	0.632526443548	0.659671890571	0.724333449168	0.547164237833	0.601669380598	0.618520257819	0.570960990965	0.514871867178	0.530866423754	0.555067241711	0.584802239543	0.659888418954	0.605993989678	0.56438302526	0.58463791583	0.584449945761	0.574624149433	0.574606756187	0.675007964409	0.588393752175	0.597746946741	0.575432190469	0.540741363303	0.63129272381	0.545784097942	0.546441635433	0.560206804114	0.590185869993	0.618854371098	0.581461040516	0.588586762687	0.604484658005	0.644261935255	0.601147101527	0.57055657336	0.631713222011	0.587082113513	0.552961186384	0.570492314016	0.639953201613	0.541267428649	0.582992606466	0.538875653697	0.53907845103
CS.125	0.681689476281	0.647463072828	0.686516945681	0.628261297061	0.624229417227	0.532094176665	0.608048133486	0.603718134947	0.666894454359	0.674023452252	0.687922129063	0.685730206942	0.674030764903	0.686763767164	0.71067518382	0.644091807106	0.685388265519	0.553927785118	0.613629164812	0.658979258739	0.517196139338	0.547412861647	0.593394434518	0.674187457836	0.667332717949	0.636875069852	0.691017654151	0.60410482251	0.548011003198	0.641389374022	0.514613082084	0.57421712527	0.625553837121	0.545790698674	0.535376679329	0.60470766082	0.619193726865	0	0.480710552285	0.614279151326	0.560640953503	0.56225060856	0.58001110795	0.553239488034	0.481226515523	0.514223849193	0.559767759655	0.551430151619	0.49709921419	0.51995755405	0.582942890373	0.58837707282	0.469515069868	0.582539859757	0.595887364137	0.566036622524	0.501264324366	0.557840130136	0.586723976197	0.559106297063	0.601035269264	0.609540786297	0.595701004276	0.530828514095	0.666985381404	0.605589397778	0.604338015047	0.622608568276	0.690462760927	0.568176419413	0.628657766127	0.599429032733	0.700983848144	0.6091223119	0.605784984814	0.619707439242	0.664194086682	0.660918127915	0.681752537781	0.608720135908	0.681398165416	0.669916497697	0.589072390674	0.684210830964	0.62052846534	0.592071479384	0.632258078015	0.680630206366	0.648715344594	0.642796661662	0.595776240129	0.637977589019	0.605611658364	0.590004212973	0.620265452101	0.706726057736	0.647272918358	0.626284627999	0.651133370675	0.619183804733	0.645624403038	0.666811211022	0.686756594805	0.645579229177	0.605529145214	0.653087778886	0.557541417542	0.499413364189	0.550501029882	0.578905720644	0.525465466997	0.491788355463	0.569320415499	0.58666375872	0.507100792131	0.581992607958	0.651769325944	0.619885624128	0.575889436324	0.470528456343	0.579454384232	0.629955988092	0.589463221021	0.59674567588	0.514226924329	0.567358022807	0.5570387202	0.592245890882	0.484210757331	0.480528869595	0.594521078065	0.573301710483	0.551245534235	0.483239488178	0.466959863723	0.556041014662	0.607107783433	0.534400521629	0.479541553959	0.511365003599	0.528384055961	0.530768442891	0.591854153281	0.524145759981	0.639382617196	0.644043084877	0.649350008573	0.563548741085	0.651239325303	0.662031324512	0.633147525914	0.629659584155	0.652947276198	0.630021379171	0.622652508218	0.561347149103	0.590255116188	0.595647678093	0.669888857093	0.662745226126	0.66437528335	0.660105778302	0.696327388725	0.651722558928	0.615399426534	0.645534377275	0.596173311138	0.623048811231
CS.282	0.706105937859	0.6694046672	0.712623033209	0.661754938583	0.659407357316	0.581361826243	0.644474272758	0.623499069442	0.692420589965	0.692350143051	0.705566331492	0.698656828873	0.678343654841	0.714869415948	0.72308628535	0.655426285317	0.702628405563	0.571461863508	0.626081368285	0.669853448816	0.53960428185	0.549022154747	0.610038841454	0.665543694434	0.673583763981	0.657800400507	0.696018188445	0.611363529619	0.567140144104	0.647484663193	0.557665046343	0.576911081107	0.621174658827	0.58981461193	0.537330417283	0.638486202017	0.632317360419	0.480710552285	0	0.648580839035	0.571965792018	0.594194008325	0.619172616312	0.575724851908	0.519002151678	0.531011030339	0.542786184878	0.550643154067	0.53338972458	0.537679167174	0.589911004514	0.623947337214	0.523762015913	0.616242354413	0.593833055882	0.55149993204	0.531858564394	0.587984595732	0.605175400455	0.59432252775	0.629750689972	0.648181009346	0.625232917656	0.556724204093	0.684973015756	0.650759633631	0.643448807136	0.664661394626	0.72586369921	0.608696613833	0.647913624252	0.612321486454	0.740361125532	0.61689056181	0.647981692898	0.670063442138	0.695821005917	0.692778137611	0.713139580313	0.628614800221	0.702491518287	0.702588178809	0.627177300082	0.699706696899	0.662523453554	0.623051535179	0.663751751083	0.722730686464	0.681150426023	0.683062159636	0.626927644945	0.672186963613	0.641279994235	0.573929006044	0.663703871175	0.712032124175	0.670059421554	0.649635314488	0.65570333583	0.668354664946	0.67583855954	0.712425527257	0.716795282139	0.654156436549	0.612554061255	0.66673928314	0.570597272058	0.554805440657	0.5693906188	0.584895183541	0.535246184828	0.541469347354	0.580863027014	0.614180502706	0.512780033099	0.58549711848	0.668802450201	0.648968529078	0.599223336242	0.497531537942	0.593900450856	0.64833750998	0.587402726693	0.612756478426	0.504767368351	0.579959932729	0.567595599204	0.606385493289	0.443730217451	0.482596634283	0.605764582329	0.621731221584	0.561097830486	0.521097714822	0.498626489992	0.601867235635	0.605864058451	0.583254806946	0.521720031764	0.536506763429	0.51836550048	0.537766360658	0.642595171729	0.560833385565	0.659324965824	0.649929099991	0.679738613948	0.546912200467	0.682695512526	0.684721397444	0.6745029621	0.662307415887	0.664764188388	0.66883205128	0.66733922471	0.599138523088	0.618494833656	0.60374488639	0.698982421727	0.700809553911	0.686146790911	0.688527179229	0.725741216468	0.670315075129	0.653175014114	0.679102251474	0.634728331064	0.652437603456
CS.378	0.716479311647	0.652510946328	0.708192684742	0.651906385477	0.671629680456	0.647843704744	0.663222928449	0.648543060377	0.681239134827	0.658037549506	0.695550293509	0.715705065848	0.706983464557	0.696663314325	0.678788547863	0.653245002782	0.64192829797	0.663088874889	0.665964006251	0.644812719205	0.652606864758	0.6388909487	0.603759974047	0.660843329627	0.645379495836	0.699513410817	0.677652712571	0.65631475406	0.668920631184	0.64759393356	0.645114199821	0.629828534639	0.643010901638	0.662741357554	0.5914918817	0.68864177977	0.649901265159	0.614279151326	0.648580839035	0	0.626516132753	0.63344394177	0.638220654991	0.611350610664	0.604797653711	0.635134960915	0.661415747549	0.611210651875	0.642111696549	0.661734183527	0.642763117029	0.642469314924	0.604371564004	0.615123864711	0.618795490006	0.611905245732	0.624294471614	0.683072913975	0.640698413223	0.601026893063	0.662081014234	0.658667163647	0.676108339939	0.631428884225	0.706908913245	0.655384108188	0.675619352838	0.681825058803	0.715678613957	0.680402735273	0.677147013543	0.670837662283	0.724471235204	0.623545710761	0.621055406146	0.670706055598	0.710659356592	0.739222612	0.682631579913	0.675221949306	0.723307360285	0.696672999507	0.698270284235	0.725814479291	0.679702165218	0.656278047775	0.686689805833	0.72734086283	0.711221768722	0.686827328364	0.662219992538	0.64785790325	0.663078617522	0.60265345383	0.667418755751	0.69912312318	0.670714537062	0.651962485447	0.670803511121	0.646561001727	0.667474627777	0.681847729119	0.659267759821	0.644850302759	0.635822751993	0.68718342876	0.612167196431	0.620137650066	0.643633602454	0.634723962825	0.627026549156	0.619807361783	0.664323220112	0.629097873444	0.604279307388	0.621471945307	0.66563875273	0.670438231979	0.618320342007	0.61826109278	0.618560314429	0.631785460831	0.583448174296	0.61091863452	0.622961469496	0.616866170739	0.656431325666	0.589537489956	0.616230008739	0.63878953225	0.603111810097	0.678896000163	0.650475135353	0.620949225525	0.629549520518	0.619752591543	0.643984076462	0.67103232461	0.609051332234	0.621300259198	0.636840500413	0.628781090926	0.511180193812	0.650667515088	0.675698106272	0.683325401867	0.64504869069	0.661108002457	0.710897239102	0.707741106323	0.684054719092	0.702671971568	0.674798769864	0.655883364406	0.694981154016	0.667279417054	0.673698410203	0.688061389291	0.699367540171	0.675027226461	0.666034351298	0.711517231602	0.725185964899	0.694991866464	0.664948491803	0.694781824144	0.685539564965	0.695801311311
CS.136	0.676522108846	0.629414744247	0.675692280642	0.627187731737	0.593889143253	0.556096056637	0.603243593865	0.584919355006	0.604184764086	0.60560327603	0.604585725591	0.670903107513	0.60570911331	0.601588634576	0.629563827483	0.583377437468	0.618977337124	0.550234778003	0.590616796909	0.571165158595	0.548000518817	0.557759282211	0.536500245289	0.572968416316	0.656996091765	0.582603557139	0.61266252069	0.658735904936	0.525403283988	0.566726926467	0.557311963128	0.501729828511	0.689980687344	0.57262501379	0.572938520851	0.628661421361	0.507194667933	0.560640953503	0.571965792018	0.626516132753	0	0.630298473582	0.521955719768	0.565400595896	0.555571850293	0.552410901412	0.584969019676	0.567382175378	0.570089403649	0.535536646105	0.558185043407	0.585640880141	0.560250558267	0.6600464945	0.59681921216	0.612961871298	0.572940959002	0.580313141888	0.569108695332	0.623138958101	0.593350058041	0.607067542037	0.570813734377	0.598598485312	0.641238100397	0.614022180408	0.60156140631	0.598659622147	0.705730590691	0.610943925327	0.60171603746	0.620216536019	0.663794170762	0.542855702577	0.609920987311	0.615643371349	0.653691197402	0.659062878238	0.63950146647	0.617317354609	0.666459007703	0.634429758118	0.611973683143	0.659409050303	0.628012553482	0.610094764421	0.631140597486	0.671858897394	0.64193837017	0.644823935396	0.600626040197	0.59537892913	0.617508006549	0.521341002975	0.607632868862	0.662766056719	0.596155055685	0.570763700771	0.554307492627	0.663624897769	0.548744127779	0.666964326214	0.653466017512	0.567237858169	0.552692623271	0.614566463732	0.607327660512	0.539183918998	0.55329261667	0.588441415862	0.601757588437	0.571931759583	0.670080247678	0.617634010591	0.525913351688	0.587618665632	0.587031032209	0.608907771152	0.53659282847	0.550077987223	0.606997584566	0.63522076944	0.479463896812	0.5245003337	0.579163358197	0.578307623964	0.651941644713	0.491538272483	0.538739572018	0.541853940003	0.533538777731	0.566950364357	0.549760057745	0.531461808393	0.537717782775	0.620695945012	0.589209244262	0.569221803178	0.566630269217	0.543567752205	0.567639609512	0.566880008733	0.636080106271	0.575824701674	0.617517460764	0.617721549504	0.607232738005	0.608459710618	0.630634935643	0.642960925131	0.621150988828	0.628867813785	0.628779967913	0.615591315968	0.60961338009	0.597726893226	0.638813943981	0.606699391963	0.652144960285	0.679238434093	0.642505302596	0.658514815083	0.665175484608	0.668564657823	0.609474144617	0.657972974293	0.606519449858	0.634689913165
CS.302	0.7339052004	0.669290652885	0.74041744101	0.667010957624	0.694883075206	0.582362653268	0.706200452729	0.645876981014	0.745879994627	0.740557986723	0.73057940855	0.743324787793	0.751380382352	0.724282935123	0.759870738748	0.682573074526	0.7268486535	0.642550927406	0.677098046351	0.717930982631	0.626699854244	0.600900618827	0.61358586393	0.711390006576	0.612643334094	0.694958558639	0.724163005362	0.587816531173	0.621297908783	0.692212550996	0.665886393882	0.653123102105	0.60736028735	0.650770726708	0.580427020277	0.68650756263	0.691525692572	0.56225060856	0.594194008325	0.63344394177	0.630298473582	0	0.648992369575	0.609879796036	0.582128866663	0.636218016544	0.649055062402	0.605600213306	0.620900344835	0.63721434104	0.668443193061	0.682610993412	0.558518834466	0.642888753144	0.630097853748	0.630080825607	0.633387847725	0.66243410154	0.686634643901	0.637443693282	0.683392833214	0.673704952779	0.654555841971	0.568147977464	0.702574889394	0.721843982317	0.678921565059	0.6955550661	0.617784082399	0.664066016743	0.686076200877	0.655143067163	0.742689018911	0.667890228752	0.673572368054	0.71149027361	0.731344640055	0.754656469419	0.75116310027	0.682955531384	0.740289956676	0.749162310725	0.695172997091	0.758437880847	0.713171796838	0.65232724008	0.689360725811	0.753799492961	0.731062886899	0.713482389961	0.69432900757	0.666883248589	0.715150469358	0.613614255574	0.697152709101	0.755930016965	0.70478737705	0.678270762194	0.729666286707	0.593518290961	0.715327021046	0.727419756573	0.704471703115	0.693951024126	0.638148875452	0.700635075904	0.567775229317	0.597809567374	0.633652053237	0.60528818782	0.550120361773	0.595429101978	0.556108684445	0.617147176725	0.600428176006	0.645162075028	0.674846471085	0.697708560883	0.655373541558	0.616617258273	0.596329134478	0.623571219617	0.62868295802	0.650894127814	0.626042393746	0.57782264925	0.608149620478	0.627054541431	0.582544067095	0.57536322616	0.641738688481	0.696092250407	0.666272941963	0.609845481331	0.604838287235	0.594616940778	0.683245408337	0.671897441319	0.624573274502	0.617984222298	0.635983287617	0.648381073294	0.615200676259	0.659840410044	0.66393059478	0.681495417226	0.71609836957	0.598800910907	0.733435376521	0.737674874869	0.710780234667	0.702215949542	0.692870740742	0.69423634677	0.707423099434	0.611965814648	0.629721980459	0.652813342283	0.735669114305	0.724232510874	0.698235226129	0.75862070849	0.758695164856	0.70387647265	0.670474985291	0.728269275205	0.703121228516	0.715248805754
CS.041	0.706629850308	0.648548149516	0.692308028819	0.619370614737	0.606276820194	0.577495815264	0.637035745726	0.630658886471	0.638026144543	0.60688189381	0.647059012151	0.703971019308	0.648006178704	0.64348543488	0.666792671398	0.625284353695	0.634658206279	0.61294236171	0.631159216721	0.555383648541	0.603718943137	0.606775416596	0.574128773898	0.58707508686	0.660981883291	0.634616415817	0.624143923554	0.689238234938	0.569167592642	0.59361934676	0.603553875829	0.561872597642	0.706364224622	0.596199889422	0.619514429785	0.645338186319	0.581881457388	0.58001110795	0.619172616312	0.638220654991	0.521955719768	0.648992369575	0	0.605359350596	0.599226164422	0.603990596792	0.611348030752	0.625792626503	0.589116644994	0.60900501775	0.601133643426	0.613745431038	0.610253955472	0.677588102435	0.605841429958	0.628044505139	0.618684957859	0.603044691221	0.605064450454	0.66179328362	0.629455945507	0.619030731047	0.602246155445	0.606365112184	0.681550521388	0.640563143423	0.612884164536	0.621045187102	0.687217213047	0.628576627918	0.629704344109	0.6536159318	0.701348039261	0.582808150832	0.595933287705	0.654812636709	0.690187024388	0.69472532864	0.668780913245	0.654665037789	0.683594233523	0.674585028941	0.654028342006	0.686247609989	0.67888989674	0.631285270943	0.656923171807	0.709892852785	0.674942036059	0.685156247412	0.637106535563	0.616999088479	0.649599859789	0.562754570555	0.63741111212	0.66266264534	0.642824442452	0.61775155275	0.618838871234	0.672741354252	0.593123932038	0.702713766563	0.663473409257	0.598428396377	0.57455849971	0.644080648742	0.634834554436	0.597124220458	0.58101743804	0.635465195265	0.637060127556	0.58897365736	0.678836244842	0.642693877027	0.575672015857	0.615530826895	0.623056024561	0.640097229244	0.586761290325	0.604005547741	0.645553880494	0.651187026157	0.522271536782	0.519354458071	0.616793695597	0.609034790506	0.662191380162	0.570525047478	0.607394388372	0.607680920997	0.546385288337	0.616110214667	0.609000337228	0.570595446922	0.585399340128	0.613356499374	0.584933261826	0.616708215117	0.6077738079	0.578749034065	0.617618533822	0.621288844374	0.672798571039	0.583966888651	0.627237881936	0.645576235397	0.639991681544	0.627620636318	0.67321024191	0.681564772195	0.646518130396	0.650405818827	0.657365024192	0.630461820086	0.631431634839	0.637743221315	0.621965249892	0.650166468377	0.692707680854	0.687582988523	0.661510652036	0.706540521465	0.700621919729	0.685407479275	0.637714140452	0.692639838279	0.654480825287	0.659847567304
CS.375	0.640909509367	0.588219030847	0.650391110156	0.569575557489	0.568930223115	0.572991464209	0.594840166903	0.562904852679	0.63865644663	0.639977047506	0.650135534011	0.638507791875	0.677881237474	0.64008531949	0.659370161235	0.571118937592	0.603802107769	0.592598899708	0.569764310464	0.59437476243	0.585818762364	0.585257269777	0.599379239975	0.627540934888	0.664981955982	0.593723223267	0.61779012388	0.65451757326	0.547011845152	0.569549327066	0.543704505615	0.590023300148	0.661303083911	0.539055275194	0.578695061451	0.585484510056	0.601287663724	0.553239488034	0.575724851908	0.611350610664	0.565400595896	0.609879796036	0.605359350596	0	0.542375451794	0.5776475367	0.613206436576	0.506653209633	0.580148427837	0.572754158318	0.580881595719	0.576887938453	0.555245527361	0.626367339294	0.650659132788	0.612578362002	0.588722371339	0.611770889177	0.584721462171	0.564928476358	0.548563552503	0.56686790208	0.558036410848	0.562966568478	0.597164947693	0.572535902239	0.557951885774	0.591796583967	0.65148143775	0.579736361292	0.562261451932	0.522411212059	0.671419706262	0.581160676953	0.568833193516	0.640407019001	0.636632409449	0.67092844511	0.66852273134	0.554647058891	0.658345798025	0.662116657273	0.571226203585	0.689681074632	0.604265828223	0.564890368462	0.608934528772	0.658549769595	0.64921774535	0.614433150802	0.578646997414	0.594249217049	0.608003040055	0.577805187579	0.558019005349	0.661787013019	0.62025015189	0.58521731296	0.629812649509	0.58932123333	0.622706199944	0.628475841521	0.631769319607	0.617498907712	0.604818232659	0.603445385717	0.607283158611	0.502247341005	0.544802360076	0.603154365178	0.516263908336	0.542337318958	0.643077508264	0.621281665874	0.572072614706	0.597386026257	0.580439110726	0.604254807642	0.582205642085	0.550992544885	0.542272474317	0.546807631242	0.583203573717	0.586209600685	0.581582010259	0.624526930683	0.642576494741	0.58861685022	0.574777686571	0.558872824952	0.58930392303	0.556646683438	0.582416160091	0.555585527619	0.555169446541	0.578950686924	0.584231391469	0.535919778381	0.563484075258	0.576474639288	0.575827344923	0.567773467392	0.638312183684	0.581225320959	0.579586365911	0.572378356867	0.636698765993	0.591745972304	0.632105757091	0.628097131269	0.586632471504	0.598147892099	0.586613239642	0.557053612067	0.608407455792	0.540867179242	0.555931211427	0.542086088196	0.631990888267	0.613556642915	0.607280744048	0.649789604126	0.664691178432	0.621957587728	0.590669338846	0.629820646246	0.573853682771	0.594850832552
