CS.002	CS.280	L.002.M1	CS.263	CS.092	CS.007	CS.245	CS.176	CS.011	L.004.M1	CS.028	L.008.M1	L.001.M1	CS.296	CS.036	CS.127	CS.153	CS.056	CS.040	CS.248	CS.301	CS.117	CS.066	CS.382	CS.154	CS.077	CS.155	CS.269	CS.122	CS.381	CS.232	CS.224	CS.375	CS.205	CS.236	CS.302	CS.378	CS.128	CS.213	CS.292	CS.041	CS.203	CS.282	CS.125	CS.126	CS.178	CS.254	CS.147	CS.386	CS.183	CS.148	CS.369	CS.166	CS.256	CS.348	CS.181	CS.129	CS.323	CS.359	CS.214	T.CS.067	T.CS.001	T.CS.020	T.CS.072	T.CS.007	T.CS.038	T.CS.023	T.CS.024	T.CS.014	T.CS.057	T.CS.076	T.CS.034	T.CS.048	T.CS.058	T.CS.080	T.CS.104	T.CS.177	T.CS.159	T.CS.098	T.CS.115	T.CS.126	T.CS.134	T.CS.132	T.CS.118	T.CS.180	T.CS.153	T.CS.092	T.CS.105	T.CS.144	T.CS.119	CS.015	CS.088	CS.242	L.034.M1	CS.246	CS.103	CS.006	CS.356	CS.087	CS.082	CS.085	CS.110	CS.237	CS.238	L.024.M1	CS.387	CS.191	CS.330	CS.345.0	CS.274	CS.325	CS.311	CS.188	CS.228	CS.234	CS.338	CS.165	CS.308.0	CS.189	CS.346	CS.158	CS.152	CS.319	CS.343	CS.331	CS.339	CS.361	CS.320	CS.318	CS.227	CS.080	CS.321	CS.163	CS.285	CS.223	CS.390	CS.326	CS.270	CS.253	CS.393	CS.255	CS.370	CS.145	CS.262	TFS.025	T.CS.036	T.CS.031	TFS.027	TFS.022	T.CS.043	T.CS.026	T.CS.049	TFS.020	T.CS.061	TFS.021	T.CS.045	T.CS.064	T.CS.055	T.CS.066	T.CS.142	T.CS.152	T.CS.095	T.CS.109	T.CS.166	T.CS.141	T.CS.158	T.CS.157	T.CS.151
CS.077	0.595342363259	0.573165029148	0.644152248707	0.549824131614	0.543284293896	0.531347451399	0.57416757326	0.534879610009	0.578256599078	0.586056260984	0.568098052653	0.628257902168	0.589180777173	0.575658659854	0.575879253144	0.547112143749	0.542760521034	0.620789770246	0.52420248135	0.565107754082	0.583196753726	0.549414055732	0.55368994959	0.555012316155	0.733864558271	0	0.573992285782	0.712526145974	0.540748632821	0.55469710514	0.56161011554	0.73495583899	0.571118937592	0.671025894968	0.654914756478	0.682573074526	0.653245002782	0.590480388281	0.650347161568	0.590719917302	0.625284353695	0.537154089117	0.655426285317	0.644091807106	0.537432424973	0.611923914571	0.626034719667	0.639593693846	0.689905867313	0.699257115362	0.675820923034	0.691039706993	0.645783511597	0.652309199501	0.608532878169	0.624650749028	0.596208978309	0.613954395887	0.687077602096	0.598755051635	0.561128567081	0.698268420098	0.602632294247	0.546751804229	0.63490591836	0.613268929266	0.707030467594	0.543895049148	0.586418769021	0.675802383114	0.574519456843	0.559740926321	0.598128164092	0.566391204442	0.605613438475	0.584925520853	0.589295433085	0.624336826962	0.610161949612	0.59722914705	0.545947592061	0.571301094713	0.621840582544	0.58233513098	0.592144776796	0.573294646558	0.594609371448	0.628813430819	0.596810500662	0.619152374382	0.605602226432	0.646712377356	0.534771042729	0.598908340639	0.565247736657	0.570822259999	0.537128759106	0.658779162919	0.567346230927	0.53392729734	0.575032615088	0.627092368801	0.606835003866	0.544011698891	0.615236651734	0.565094948707	0.560410333833	0.620547629049	0.703650905618	0.64723291396	0.745780796839	0.566277474584	0.612608785092	0.57036127505	0.669523512537	0.612164252811	0.627732545829	0.633756402091	0.645041663339	0.684468231499	0.616784515724	0.547965919242	0.6042091177	0.632064211539	0.585919390692	0.626497051679	0.630564035075	0.590504690471	0.629505135311	0.732521640058	0.56934637717	0.53468106132	0.588849485591	0.672605938371	0.625070811898	0.615673038106	0.602251217698	0.655415790151	0.701335130849	0.639633938457	0.615117993101	0.609021618298	0.558230483237	0.621330388148	0.569834437429	0.585226272052	0.564181097912	0.563252397161	0.576411913373	0.581791142381	0.689189133328	0.644129434301	0.582391508374	0.573632005917	0.587534340072	0.568083799706	0.544120432825	0.597131837332	0.57931804583	0.624307160399	0.543882571456	0.6051542913	0.567044184269	0.578894373646	0.623483455967	0.540552691611	0.597770423482	0.593186188287
CS.155	0.616999018768	0.573505975909	0.611268791404	0.573416987519	0.584236971779	0.571356670362	0.606222619792	0.579336913105	0.539839716843	0.568922727297	0.56651307135	0.582071668787	0.591845377509	0.568085230826	0.560185270864	0.509591172299	0.592772336163	0.619801441093	0.624654412436	0.576145127069	0.4646106327	0.608129915107	0.664890176837	0.52659280776	0.745003727493	0.573992285782	0	0.693236375719	0.634167648104	0.501609819228	0.554068477451	0.712898408816	0.613349882121	0.624803625679	0.664609553771	0.656080367085	0.685493216822	0.563349692722	0.605451448109	0.570700588748	0.625268438465	0.578921142302	0.602692479682	0.577129705412	0.49453401939	0.565740064759	0.567248746933	0.601780677076	0.662047682883	0.68076371044	0.641880598125	0.694851504934	0.614588059843	0.595445547843	0.505671714355	0.571273960567	0.613670964071	0.541101677914	0.675997791758	0.623348324927	0.549898628065	0.649168166965	0.577203935802	0.519012209727	0.55873707507	0.531656732231	0.719648631333	0.540572248994	0.5221516083	0.653889636324	0.487700423022	0.556699636143	0.519180122789	0.587894718244	0.596576196562	0.556583586213	0.560288496817	0.586879901508	0.568659993052	0.51867844354	0.513055000901	0.562051219371	0.536197745839	0.481037463644	0.595528228675	0.557738588955	0.589869349131	0.600016794741	0.582748538301	0.565091698075	0.645472650783	0.702712384269	0.553437010162	0.60351659223	0.560939933665	0.59848512508	0.605425053065	0.669096020227	0.669100092953	0.582956767862	0.560468523508	0.642437092856	0.632275273771	0.596852259864	0.635782596105	0.563956120246	0.547379784055	0.58808036589	0.733156535782	0.594808889159	0.697231625541	0.634995564521	0.604400734206	0.632447400105	0.601830128876	0.59609321679	0.68819940944	0.662000204918	0.623073684397	0.702860269685	0.616550467812	0.504873180712	0.539202090327	0.600459101059	0.508334852524	0.648985784769	0.649966584117	0.545138198989	0.548791298947	0.741252247586	0.59746678503	0.570303847937	0.644688986815	0.671041481431	0.578843406674	0.582514896476	0.57991669174	0.610357510416	0.704792570256	0.65092126126	0.53573365392	0.562486347325	0.534014716351	0.588427899319	0.550280479811	0.580047926866	0.574683588817	0.551780957108	0.527757421614	0.574488466766	0.670979024792	0.571724169345	0.524956715648	0.549162879434	0.584084463926	0.557593205998	0.541579786701	0.577305908648	0.566511586984	0.619265240796	0.53525311179	0.583317460889	0.565677230678	0.528734304464	0.628603878768	0.530632432326	0.613077406342	0.586836241734
CS.269	0.717865894023	0.776318826047	0.717288294514	0.727925414965	0.746235099758	0.750441071711	0.705678192905	0.700349315485	0.730450991187	0.781325969909	0.754560871519	0.634756112753	0.757738410331	0.742334006052	0.665183896578	0.687853636875	0.693399134062	0.666140364925	0.735932547309	0.679728187875	0.714705975973	0.708371959245	0.719375717179	0.699507836379	0.601567087355	0.712526145974	0.693236375719	0	0.737012879915	0.720775137022	0.729749342173	0.618909490567	0.65451757326	0.629018819967	0.693219329883	0.587816531173	0.65631475406	0.710384861249	0.608786531359	0.708533226248	0.689238234938	0.736454261191	0.611363529619	0.60410482251	0.715399399155	0.71891049932	0.671569565075	0.616177287768	0.649215568507	0.663501575152	0.677949856561	0.648958537141	0.682987391665	0.697999159199	0.695053613731	0.657840424348	0.700251014263	0.676566932887	0.578748695546	0.648101133099	0.718325103193	0.646230851364	0.763091484424	0.723971704103	0.638894464371	0.772190554381	0.677937011276	0.7139555916	0.717492907524	0.626499002977	0.719306171611	0.735178881406	0.710535767112	0.739091692445	0.708914041027	0.789890256476	0.789373713581	0.791555254303	0.786845606148	0.770912934175	0.732169044057	0.741229644476	0.789180215954	0.699559769434	0.715630491189	0.762986550693	0.78044996735	0.770859064222	0.777240231495	0.768092027726	0.751805226104	0.678470785643	0.745673651724	0.717922997865	0.73815557695	0.731171151773	0.70039498185	0.622867002446	0.676667226172	0.745623266582	0.729666873827	0.695766148092	0.667533213688	0.729487534763	0.737243729586	0.649721934371	0.756393192619	0.640918613921	0.587533686383	0.607731411085	0.639384820405	0.701661794479	0.630763073157	0.690612145407	0.606925123811	0.707038987425	0.654143263163	0.605490259066	0.6590248787	0.573575339986	0.659227604107	0.741267722784	0.615584864229	0.603287334209	0.723130375955	0.624515500655	0.647618477034	0.68540062006	0.630299401115	0.654834791889	0.67023135376	0.721202830282	0.630293654275	0.589846226222	0.616919572978	0.670843128835	0.639264440974	0.686076737792	0.624587140151	0.703220469701	0.681025899207	0.678472549439	0.716187644822	0.649965237334	0.689920933261	0.73668130944	0.734882778615	0.752137079068	0.772282711925	0.721187549506	0.682624272824	0.644534754849	0.765312052564	0.685091507322	0.723364760494	0.712739363184	0.748864926617	0.719827516184	0.75556906395	0.730659372375	0.715986500544	0.79665228326	0.781213361145	0.738767736462	0.749730646091	0.763638643967	0.730601777521	0.764507488876
CS.122	0.534106414925	0.550046268526	0.66857034212	0.53087141028	0.507615889355	0.536542933147	0.588956737289	0.621371532466	0.552070684089	0.55261370751	0.506369638921	0.682388502183	0.551539183712	0.542704698043	0.61551086841	0.607498334598	0.534034729651	0.664604148623	0.513457249563	0.630104806982	0.630920491266	0.514760467393	0.50559793904	0.614834617106	0.734231645647	0.540748632821	0.634167648104	0.737012879915	0	0.586361649918	0.521035028836	0.758725139084	0.636465341952	0.725234382082	0.66050672726	0.729181581316	0.639612181045	0.619755153223	0.675795508177	0.578256929429	0.628503071174	0.554854924262	0.698012805739	0.683993451536	0.593405623307	0.623305536783	0.674459686959	0.673447563983	0.701461073313	0.737095186534	0.698559175422	0.729725284104	0.688881937962	0.672059241361	0.646442641491	0.661519829164	0.600614541557	0.669229760575	0.722965733558	0.65810419251	0.576604777557	0.70945570637	0.568848652041	0.584986200845	0.673828519138	0.580845485058	0.740711846924	0.591332685221	0.581412357699	0.717651364733	0.635660990987	0.5791671308	0.58280513013	0.56368776936	0.63830234397	0.55872177151	0.545974350986	0.579288457339	0.542587982957	0.562608186292	0.554192704472	0.571922925682	0.5978750291	0.614431218504	0.55085677531	0.532398366375	0.589950958719	0.580949745244	0.561610217362	0.577475926513	0.533105326216	0.608179353435	0.550026311086	0.586063406522	0.541396067129	0.532525216949	0.494387581955	0.689818126683	0.545053964545	0.514839307331	0.500691711953	0.608208531367	0.609451720036	0.527080074537	0.558644550317	0.640351616772	0.54276686336	0.667880744215	0.735176335739	0.701536980484	0.758216634576	0.567864685336	0.691038412613	0.565370069368	0.669988727649	0.626253606215	0.676514456938	0.65887491136	0.642515064466	0.733109724992	0.59452238076	0.570558892535	0.696359645074	0.683211034794	0.597252196489	0.639875965648	0.663330053386	0.62291421271	0.675601289663	0.772071273534	0.569640772624	0.525503243142	0.591341350758	0.713961761777	0.676898147165	0.671744021446	0.629479838064	0.664115085517	0.706397568955	0.651857808892	0.634776646783	0.667251349714	0.613279713466	0.68455850874	0.616912921171	0.536966295849	0.569599682554	0.569469818281	0.559814979935	0.585087577251	0.721643696752	0.675487035841	0.551224600949	0.634583548605	0.593727582639	0.590150318517	0.533240493061	0.566790806705	0.53932362514	0.597878876382	0.554023907586	0.541034294191	0.542554087503	0.566838340293	0.570974951928	0.54029013827	0.527221867124	0.565119086233
CS.381	0.571539139587	0.57062765614	0.635664164691	0.515627972597	0.575743743194	0.542057041227	0.600192408031	0.534077239942	0.569468059777	0.570116360525	0.562850829596	0.637763044448	0.556781440363	0.537326615706	0.573985151635	0.452480285165	0.530869229478	0.597487456112	0.563665688048	0.549990526125	0.501551902791	0.586484949592	0.612492797729	0.501247071011	0.735386879435	0.55469710514	0.501609819228	0.720775137022	0.586361649918	0	0.521235241195	0.724121855022	0.562945604816	0.645561910333	0.656346428217	0.673643912582	0.645006041839	0.517334889036	0.625485616231	0.540967553834	0.609045754332	0.4937169537	0.594249645097	0.57595526561	0.460709891499	0.525202190222	0.543025295524	0.584782552529	0.668559342469	0.656991382574	0.611747563772	0.654785305184	0.573219225511	0.583874059097	0.508319100539	0.529414255242	0.567914180709	0.515483739959	0.675500150702	0.575155933791	0.527090309085	0.660448308294	0.58895106524	0.494344349303	0.621766647091	0.56940241989	0.734787692543	0.523918167874	0.541893961507	0.676604882382	0.52589850119	0.519690954923	0.554038264757	0.517775112765	0.548946098393	0.542394556332	0.53490517063	0.572927091201	0.591241825497	0.551982592735	0.50569501835	0.541404704178	0.549815150137	0.526187246718	0.567459833404	0.563308200413	0.56092108426	0.622175584437	0.549923033657	0.587309870959	0.64106392291	0.679453492876	0.516893991208	0.567610467213	0.520249511886	0.568919758133	0.565804929507	0.688804365356	0.620272913097	0.552473907217	0.555545872929	0.625979525373	0.626227299057	0.598435308086	0.621979078856	0.513044517533	0.510045324539	0.576361029153	0.727896333972	0.615566439853	0.734839874057	0.599254441413	0.590628119808	0.59503574085	0.653159816601	0.542083473494	0.662011228744	0.658426243093	0.629062331567	0.728039035678	0.62408418142	0.468237594817	0.566295372772	0.610983748037	0.505733046532	0.61808538729	0.621554694398	0.514025528267	0.571555460508	0.746722068956	0.551600304174	0.536292408998	0.605336683381	0.671997481888	0.562015328136	0.543262233441	0.566722005618	0.569476519946	0.682704150943	0.595366703476	0.548516157881	0.533644397354	0.478919032057	0.624895345188	0.550173455421	0.571874518316	0.545904030461	0.540092232247	0.505194829455	0.547467044031	0.682920086167	0.644977365634	0.514358353698	0.548045103073	0.58077583731	0.564889288989	0.515142027487	0.56491986077	0.551964838373	0.61517036863	0.527306120552	0.558933091729	0.536803791928	0.537650273819	0.61874840518	0.525959394533	0.585752081923	0.56685320918
CS.232	0.528161440537	0.554528129687	0.660060469605	0.53444520069	0.49515727799	0.542848365897	0.600315040808	0.577509430928	0.512767536019	0.564201773036	0.493182710793	0.645000802593	0.544775225116	0.551060992625	0.567272697514	0.540169407356	0.487598359882	0.611418639619	0.564367049302	0.540541220962	0.557998905664	0.525490750825	0.584197349016	0.599283971809	0.732551056197	0.56161011554	0.554068477451	0.729749342173	0.521035028836	0.521235241195	0	0.72352069749	0.601287663724	0.674268245314	0.643015914916	0.691525692572	0.649901265159	0.55665271544	0.644660067352	0.46353620181	0.581881457388	0.590248898557	0.632317360419	0.619193726865	0.518560978016	0.550788693783	0.590784754742	0.617103788518	0.683334088373	0.67868692002	0.619892525385	0.656383692532	0.608472178976	0.597439978301	0.56117935961	0.571305940509	0.559150737885	0.550079904992	0.684949538619	0.601323200639	0.576280162113	0.685438753592	0.562982053694	0.544036712787	0.631058091276	0.544009980194	0.723931692034	0.554201121021	0.548652686546	0.685043985987	0.555225801879	0.575553241908	0.588321609582	0.571916895754	0.626741984901	0.545990497581	0.567595872062	0.552037430904	0.542536823112	0.542928217369	0.520259618085	0.570598230272	0.559360343176	0.577269655217	0.564736163702	0.49947391973	0.584327365591	0.567785608951	0.589354741657	0.559025492128	0.605971642246	0.678548504512	0.532360095045	0.603212624168	0.521258210533	0.497321363545	0.533356395516	0.668336268861	0.597868191615	0.470414494279	0.492216875338	0.576547549132	0.533609731545	0.543392973099	0.629063951179	0.578091345306	0.545913440368	0.612480636623	0.709105009029	0.653994169653	0.740640147362	0.590214235864	0.652680295099	0.552886397744	0.611421230764	0.562433871778	0.666420445631	0.625013327415	0.595758764234	0.702281737647	0.570960990965	0.514871867178	0.618520257819	0.626202825007	0.530866423754	0.641959304141	0.643003821219	0.555067241711	0.601669380598	0.746091958688	0.549015359309	0.569558084957	0.547164237833	0.659671890571	0.584802239543	0.574624149433	0.58463791583	0.584449945761	0.675007964409	0.605993989678	0.574606756187	0.588393752175	0.56438302526	0.659888418954	0.604484658005	0.540741363303	0.581461040516	0.590185869993	0.546441635433	0.575432190469	0.703623644252	0.63129272381	0.545784097942	0.601147101527	0.618854371098	0.597746946741	0.560206804114	0.588586762687	0.57055657336	0.639953201613	0.541267428649	0.570492314016	0.552961186384	0.538875653697	0.631713222011	0.53907845103	0.587082113513	0.582992606466
CS.224	0.727870456301	0.755003291566	0.681312303302	0.745907321067	0.770399667719	0.741322953341	0.694076220416	0.69910548119	0.759118151709	0.758063232117	0.7406917472	0.620704510759	0.775295119672	0.765736604442	0.717081899592	0.699785338887	0.723944323117	0.683459947759	0.756508863586	0.676784442916	0.707219219386	0.723758407824	0.723656844748	0.701379273178	0.627088434404	0.73495583899	0.712898408816	0.618909490567	0.758725139084	0.724121855022	0.72352069749	0	0.661303083911	0.579395264151	0.720606416614	0.60736028735	0.643010901638	0.685451178809	0.618319945822	0.690536607928	0.706364224622	0.737466442463	0.621174658827	0.625553837121	0.713095141561	0.722257285337	0.664688608091	0.637367086596	0.587195940878	0.618758549649	0.606820246476	0.661026182424	0.659127316305	0.619532150696	0.715155645704	0.646441016666	0.682117592216	0.676101339965	0.595986127376	0.64280315834	0.733753857512	0.667335521972	0.767822318949	0.755654700988	0.658905718657	0.762643603253	0.723699998671	0.725460840992	0.729429057664	0.629125635432	0.727382509212	0.773273193773	0.706723786983	0.731200604393	0.684212492526	0.77321246398	0.781289162209	0.791130521547	0.7739015687	0.771366287941	0.737462648518	0.747913096764	0.779444084433	0.703006233952	0.760499964055	0.758517601	0.779178497278	0.786220316174	0.765479048186	0.76632743559	0.756621347958	0.735115573726	0.755119080333	0.726567744248	0.732083897088	0.729104958783	0.721713764458	0.671113819034	0.710426757832	0.758992614812	0.749412057838	0.650691098176	0.621272735249	0.707397314565	0.747854424525	0.66334847547	0.766027488832	0.62981924014	0.636238614162	0.605109875032	0.576143794819	0.722548463518	0.685638315425	0.688631405484	0.639263816486	0.694331902842	0.656922927491	0.681250283053	0.671131294282	0.608022588225	0.670966060946	0.737415432909	0.636700601089	0.555298489428	0.710292089637	0.68136143269	0.659432988997	0.649397738489	0.620767676361	0.576155658621	0.666415230256	0.733533236736	0.666124364968	0.60979418928	0.609967713298	0.623313359694	0.648461528025	0.649328334164	0.648255909349	0.693440955654	0.66270322833	0.683566171127	0.701975262436	0.653320271412	0.693021069317	0.745385720093	0.73296485776	0.755787045486	0.77415938034	0.740495440691	0.66233268889	0.640452258841	0.782569612627	0.709014639772	0.710830730395	0.723628770729	0.757265160945	0.735955329739	0.765511926228	0.730353722531	0.733945917797	0.776785138885	0.780047215074	0.722184186904	0.735598810251	0.74068392715	0.736422090129	0.742949155101
CS.375	0.641772848935	0.647176941288	0.605227990404	0.563438372903	0.660263885471	0.588339421429	0.569575557489	0.541682909639	0.651903447445	0.638507791875	0.64149443726	0.60350184504	0.639977047506	0.60407534593	0.625844939116	0.507860168618	0.594680816587	0.600218582033	0.61779012388	0.562412379427	0.605096075051	0.599530967591	0.603802107769	0.5256247465	0.664981955982	0.571118937592	0.613349882121	0.65451757326	0.636465341952	0.562945604816	0.601287663724	0.661303083911	0	0.590948393799	0.645277265612	0.609879796036	0.611350610664	0.543704505615	0.578695061451	0.590023300148	0.605359350596	0.57635404046	0.575724851908	0.553239488034	0.539055275194	0.572830834834	0.564666180182	0.559798016002	0.626367339294	0.612578362002	0.620883177242	0.650659132788	0.613206436576	0.588722371339	0.611770889177	0.5776475367	0.576887938453	0.545000596261	0.648291927414	0.506653209633	0.556918935653	0.628373164501	0.671419706262	0.591796583967	0.582798437448	0.669122727999	0.65148143775	0.558036410848	0.612832615535	0.60506941907	0.595478857722	0.559172471368	0.56686790208	0.572535902239	0.555390815458	0.643498219262	0.644417705899	0.689046165967	0.654064492365	0.651304618187	0.571226203585	0.608934528772	0.67092844511	0.599786775056	0.621969579325	0.662116657273	0.658345798025	0.709638584052	0.636632409449	0.689681074632	0.661787013019	0.631769319607	0.558019005349	0.608003040055	0.578646997414	0.617498907712	0.58521731296	0.58932123333	0.594249217049	0.629812649509	0.622706199944	0.604818232659	0.577805187579	0.62025015189	0.628475841521	0.502247341005	0.603445385717	0.542337318958	0.637121300356	0.516263908336	0.669021280162	0.575840537226	0.5399136397	0.597043721875	0.621281665874	0.579413605278	0.565282605777	0.60352918281	0.603154365178	0.633871937341	0.58930392303	0.556646683438	0.558872824952	0.538961593012	0.582416160091	0.542272474317	0.522847654842	0.555585527619	0.574777686571	0.654566758408	0.586209600685	0.568276590564	0.58861685022	0.624526930683	0.555169446541	0.575827344923	0.563484075258	0.576474639288	0.638312183684	0.584231391469	0.567773467392	0.581225320959	0.535919778381	0.578950686924	0.540867179242	0.636698765993	0.557053612067	0.598147892099	0.628097131269	0.572378356867	0.641095529343	0.591745972304	0.632105757091	0.542086088196	0.586613239642	0.579586365911	0.586632471504	0.608407455792	0.631990888267	0.621957587728	0.590669338846	0.664691178432	0.649789604126	0.573853682771	0.613556642915	0.594850832552	0.607280744048	0.629820646246
CS.205	0.705665213974	0.712662869223	0.667111228695	0.67091315383	0.736464834272	0.684155510239	0.666950968129	0.616374698028	0.709301101682	0.703017860617	0.694094389771	0.570435984341	0.727744139296	0.673695745352	0.659595168266	0.592904752641	0.699745420289	0.617730060889	0.729409757084	0.620863476293	0.594443963602	0.691356359942	0.713872672795	0.579626383793	0.665616068083	0.671025894968	0.624803625679	0.629018819967	0.725234382082	0.645561910333	0.674268245314	0.579395264151	0.590948393799	0	0.699705501156	0.584706201822	0.634356453207	0.600983627204	0.543388014563	0.630707274045	0.665747177533	0.653127333818	0.523298972232	0.512243308606	0.628550895092	0.66061599636	0.582192972507	0.528469150911	0.61442279234	0.591258773491	0.589159732981	0.626278784381	0.605172611144	0.546723656898	0.646658446815	0.559411996193	0.630350209605	0.536318532739	0.585566959666	0.578185145775	0.654034230973	0.579845343049	0.749345708808	0.669989036981	0.584433150637	0.740267937573	0.71968605296	0.639323237354	0.679073845915	0.626551324701	0.626951799	0.696862060115	0.636897322215	0.664944642541	0.626122543426	0.735342997659	0.713243215092	0.748569110998	0.722312534387	0.724247881257	0.65476577512	0.68267114549	0.714645747565	0.591051852355	0.722722470321	0.724748811809	0.738457955037	0.755356047253	0.699781121888	0.743904563561	0.739698130858	0.686882474082	0.685778643075	0.641731283791	0.655324317956	0.679975549346	0.668878410664	0.622337549079	0.689572844122	0.707365565279	0.701813797554	0.623370114274	0.617120467228	0.681128908936	0.714107515548	0.566297758411	0.709349114333	0.536639431001	0.646940569152	0.518836801424	0.598510671018	0.665878997208	0.596346379052	0.668393950832	0.629922530722	0.637424503819	0.638145944688	0.665858790734	0.619279282829	0.626493604869	0.631488596466	0.646552285945	0.532529397739	0.517393129484	0.600003882605	0.611747500548	0.596728556432	0.573926626493	0.488963710088	0.596728787082	0.652316304351	0.666798634374	0.638072943171	0.570753021918	0.551733487482	0.585367315984	0.577714192053	0.573930889421	0.605419171078	0.667782941991	0.583800090098	0.598910777087	0.608411231535	0.604831565215	0.59678274544	0.715262898703	0.663276839507	0.670768641962	0.711748798252	0.674539607268	0.622977392142	0.568698592535	0.702385164949	0.624474041156	0.66810667145	0.675327529858	0.672956164083	0.658106998764	0.717920826878	0.683326874632	0.664473484453	0.730440845146	0.711993039235	0.67185356603	0.699527870899	0.672268845771	0.703473977394	0.678068647796
CS.236	0.601158777781	0.719511470885	0.663653035767	0.661609748401	0.663355643246	0.695452690664	0.694730253024	0.646137465088	0.68497653622	0.745364008902	0.664703161289	0.687543516867	0.648849286425	0.711227821402	0.579883838562	0.656428630015	0.630305082697	0.627892342935	0.649575747277	0.601493874704	0.680108751697	0.652178831008	0.660430382811	0.687885100643	0.68538824336	0.654914756478	0.664609553771	0.693219329883	0.66050672726	0.656346428217	0.643015914916	0.720606416614	0.645277265612	0.699705501156	0	0.69780087107	0.656506725747	0.631278775808	0.623607453373	0.611278348595	0.608768780582	0.68576473775	0.630821767852	0.647980104185	0.695612850944	0.680177088844	0.651295789287	0.65332186354	0.677243119256	0.667640299913	0.670038976209	0.643340187216	0.671090560276	0.656246889406	0.655553885137	0.654724620059	0.664610101541	0.645203113426	0.690745458632	0.671079577249	0.711298908549	0.674891829634	0.719278344549	0.681754126928	0.711942053602	0.69387116816	0.759088519973	0.684025555934	0.67145561144	0.688918585559	0.675235563502	0.687538243648	0.668387606465	0.682262873426	0.689969745845	0.722291922856	0.718639177434	0.722424708766	0.728184096583	0.738969094065	0.706684656641	0.699174648612	0.739987082298	0.696252575668	0.658597693949	0.704388746068	0.731089138294	0.681222105717	0.718882441013	0.694941360275	0.685270186063	0.703834570222	0.698415473817	0.635627658566	0.677324515182	0.634207785925	0.6874318974	0.721134265581	0.681069383459	0.664042864909	0.641704017695	0.639893617205	0.58950580228	0.673680805373	0.738452174346	0.665451156765	0.706086244032	0.669324022557	0.671962052406	0.717967123295	0.738197307306	0.661258864402	0.709098999259	0.594190525472	0.698929439064	0.625834536189	0.689424046652	0.635768994825	0.682452029449	0.685419261651	0.581866874234	0.674006925198	0.646009901315	0.644404105624	0.637622231109	0.681561047746	0.671175554193	0.645014939249	0.638715037717	0.719061696391	0.627507558801	0.679890010623	0.585121529404	0.648818366769	0.659884034791	0.650920489478	0.652217949218	0.662389345033	0.684389533247	0.637071305668	0.679376773704	0.640230550474	0.684031876375	0.6799206684	0.703745382089	0.670238774415	0.709307369169	0.718751677433	0.719379199355	0.699093928922	0.718247892002	0.714886546872	0.721002066575	0.698922273935	0.702478474116	0.7013286885	0.699792704779	0.688118988138	0.720344089142	0.75572108026	0.689636422588	0.747544540665	0.73208911258	0.691060377963	0.739990690001	0.712755492725	0.722522532001	0.742491668344
CS.302	0.722092693838	0.731263231311	0.692543865418	0.723217358117	0.741403456914	0.721672300385	0.667010957624	0.656333489588	0.720058327484	0.743324787793	0.709135206552	0.642064406068	0.740557986723	0.736378614684	0.677441127908	0.637314668209	0.663142669351	0.636337809887	0.724163005362	0.639173458588	0.62557297045	0.691859802339	0.7268486535	0.635885016112	0.612643334094	0.682573074526	0.656080367085	0.587816531173	0.729181581316	0.673643912582	0.691525692572	0.60736028735	0.609879796036	0.584706201822	0.69780087107	0	0.63344394177	0.665886393882	0.580427020277	0.653123102105	0.648992369575	0.717841518434	0.594194008325	0.56225060856	0.650770726708	0.68409677339	0.619699189448	0.583494043193	0.642888753144	0.630080825607	0.658412389417	0.630097853748	0.649055062402	0.633387847725	0.66243410154	0.636218016544	0.682610993412	0.623644216146	0.590842142808	0.605600213306	0.667883036748	0.646495503928	0.742689018911	0.6955550661	0.566362290871	0.738195056249	0.617784082399	0.654555841971	0.686769680357	0.585861895529	0.655115798084	0.693183125935	0.673704952779	0.721843982317	0.642158300932	0.752604221078	0.745781721824	0.764588918604	0.743114847261	0.74957764415	0.695172997091	0.689360725811	0.754656469419	0.635833032453	0.723245950758	0.749162310725	0.740289956676	0.762101350742	0.731344640055	0.758437880847	0.755930016965	0.704471703115	0.697152709101	0.715150469358	0.69432900757	0.693951024126	0.678270762194	0.593518290961	0.666883248589	0.729666286707	0.715327021046	0.638148875452	0.613614255574	0.70478737705	0.727419756573	0.597809567374	0.700635075904	0.595429101978	0.593459186652	0.550120361773	0.665192112074	0.702368263986	0.587112492516	0.668208205001	0.617147176725	0.661029098017	0.590875180421	0.604131784036	0.60528818782	0.639328026501	0.641738688481	0.696092250407	0.57536322616	0.589905751887	0.666272941963	0.596329134478	0.598815499028	0.609845481331	0.582544067095	0.621165757808	0.650894127814	0.704763016223	0.627054541431	0.57782264925	0.604838287235	0.635983287617	0.624573274502	0.617984222298	0.615200676259	0.683245408337	0.648381073294	0.659840410044	0.671897441319	0.594616940778	0.611965814648	0.71609836957	0.69423634677	0.702215949542	0.737674874869	0.681495417226	0.574252020008	0.598800910907	0.733435376521	0.652813342283	0.692870740742	0.66393059478	0.710780234667	0.707423099434	0.735669114305	0.70387647265	0.670474985291	0.758695164856	0.75862070849	0.703121228516	0.724232510874	0.715248805754	0.698235226129	0.728269275205
