CS.280	CS.021	L.033.M1	CS.265	CS.098	L.035.M1	CS.296	L.002.M1	CS.174	CS.039	CS.005	L.031.M1	CS.016	L.025.M1	CS.245	CS.290	CS.248	CS.065	CS.154	CS.067	CS.388	CS.301	CS.360	CS.269	CS.063	CS.040	CS.115	CS.229	CS.060	CS.137	CS.378	CS.205	CS.203	CS.213	CS.232	CS.236	CS.041	CS.282	CS.136	CS.126	CS.224	CS.302	CS.125	CS.374	CS.128	CS.148	CS.177	CS.268	CS.147	CS.323	CS.181	CS.183	CS.254	CS.256	CS.386	CS.348	CS.166	CS.129	CS.372	CS.389	T.CS.048	T.CS.050	T.CS.058	T.CS.007	T.CS.038	T.CS.069	T.CS.040	T.CS.079	T.CS.082	T.CS.085	T.CS.022	T.CS.041	T.CS.029	T.CS.023	T.CS.042	T.CS.092	T.CS.108	T.CS.112	T.CS.160	T.CS.107	T.CS.180	T.CS.110	T.CS.167	T.CS.144	T.CS.125	T.CS.124	T.CS.098	T.CS.120	T.CS.153	T.CS.100	CS.238	CS.088	CS.242	CS.015	CS.246	CS.103	CS.085	CS.082	CS.237	CS.356	CS.110	L.024.M1	CS.241	L.034.M1	CS.006	CS.234	CS.191	CS.330	CS.164	CS.387	CS.274	CS.188	CS.325	CS.150	CS.044	CS.151	CS.345.0	CS.212	CS.228	CS.338	CS.080	CS.112	CS.163	CS.321	CS.331	CS.361	CS.285	CS.158	CS.202	CS.319	CS.194	CS.152	CS.320	CS.227	CS.339	CS.390	CS.255	CS.370	CS.253	CS.145	CS.270	CS.393	CS.262	CS.326	T.CS.061	T.CS.064	TFS.022	T.CS.008	TFS.027	T.CS.055	T.CS.049	T.CS.036	T.CS.031	TFS.021	T.CS.026	TFS.020	T.CS.066	T.CS.043	T.CS.045	T.CS.109	T.CS.152	T.CS.157	T.CS.166	T.CS.158	T.CS.142	T.CS.151	T.CS.095	T.CS.141
CS.115	0.694486762642	0.60641779954	0.649141997596	0.680436433414	0.686051673718	0.663233003432	0.685834304558	0.654950938403	0.711307791467	0.597382107506	0.661293452448	0.629241118449	0.641161433029	0.685827499698	0.655517357517	0.631207863817	0.614286234327	0.63565722509	0.617323136556	0.586615585707	0.650566225758	0.656292539174	0.632234783292	0.663369514492	0.566448370613	0.669553530224	0	0.602977473794	0.567354721819	0.679094132589	0.613638980297	0.677243208082	0.677375977182	0.618545282036	0.613038420048	0.615024304418	0.579824048455	0.643977820596	0.577355833479	0.645044549224	0.690109891534	0.622933559487	0.608206028406	0.609359985093	0.637956741842	0.633970126894	0.649037739618	0.631714094561	0.62734952079	0.644269688442	0.631203036434	0.619393871735	0.621809472948	0.631752677482	0.649244974985	0.633938653738	0.656573539446	0.631649329603	0.645739799961	0.623219705938	0.639903040968	0.639473780399	0.650547766223	0.649608809004	0.671425104218	0.686240634389	0.661067836472	0.602651789894	0.681264102311	0.669213025625	0.665530842523	0.646598470202	0.603517218784	0.66851227181	0.688038937947	0.690331674649	0.714821580173	0.675078642338	0.709250357012	0.713476193365	0.654038317839	0.677478734034	0.702319327998	0.704161682666	0.663516639528	0.667579941121	0.68299275979	0.663030562125	0.667666327108	0.679743478353	0.633332782357	0.691958812023	0.662703168654	0.685599234804	0.661605955916	0.618026767743	0.605063898089	0.609275702737	0.550123220518	0.643336513439	0.561740113562	0.714191729179	0.685003782223	0.634730237807	0.6273409241	0.597535918284	0.671398245596	0.635221773286	0.579566167637	0.597814615756	0.645729645608	0.676992342859	0.649686106734	0.584742982587	0.615682812588	0.644205978154	0.615196912685	0.644344545781	0.568199330114	0.601472959268	0.58962500281	0.554495595307	0.548630094397	0.678302325325	0.623578904887	0.616329453375	0.593791729912	0.558339834109	0.652085200723	0.623643319857	0.665633817004	0.651072161957	0.629192660224	0.674138895745	0.663235623909	0.634746794905	0.638843307836	0.601438980952	0.619341453584	0.657855364936	0.634097045345	0.63283197978	0.637724717439	0.600455704994	0.678610284509	0.676575811102	0.694391679498	0.685692343893	0.690891303214	0.664135016037	0.650091877671	0.63373751502	0.674163869891	0.678728469469	0.619415803003	0.68862370895	0.70013691584	0.678583958024	0.6788458133	0.706349813095	0.660298533534	0.694742769008	0.675338975224	0.693317271025	0.718862773336	0.699961818449	0.710872484786	0.697791449903
CS.229	0.675135677279	0.538404917526	0.628816255509	0.703933355198	0.660964417777	0.571362556574	0.656054291224	0.628181412337	0.677955757961	0.631810224548	0.675095557213	0.629770789434	0.592573502945	0.690180260331	0.616945024156	0.535637606915	0.523178847165	0.531571408551	0.645236143517	0.629057052784	0.649400564148	0.573339361072	0.560040966293	0.656315829586	0.585220555626	0.646580601711	0.602977473794	0	0.613811629436	0.586230959219	0.668920631184	0.602268636534	0.615412319854	0.576754293222	0.608945198505	0.633749077905	0.569167592642	0.567140144104	0.525403283988	0.558414879062	0.676746815329	0.621297908783	0.548011003198	0.583983685143	0.557265249773	0.611661582489	0.591106968658	0.605134994872	0.572518912057	0.542892216599	0.547808990415	0.596413374108	0.54261964908	0.577444935115	0.643699751195	0.574391201309	0.579409084393	0.60697084198	0.544022420548	0.546518997256	0.59914354097	0.623673192183	0.608507778823	0.60385993602	0.679123127367	0.583700894271	0.631227285602	0.550550644265	0.628946653058	0.61195427649	0.600721996033	0.594348066245	0.597361888793	0.666197956616	0.652496056062	0.687538883601	0.700189309672	0.597428368869	0.679740624157	0.662035306589	0.65645618125	0.65452066659	0.650055620659	0.669040598612	0.606592529288	0.673996847603	0.68669084762	0.6147774675	0.686732824818	0.679800354521	0.606110747736	0.655422486951	0.617947993822	0.676985712734	0.633208032831	0.638407360779	0.622960894396	0.642099009861	0.572352424369	0.640236732604	0.5899421099	0.697311846753	0.659045143528	0.624391529982	0.611950861092	0.610296524218	0.649515335538	0.561174006328	0.675623952289	0.53357869635	0.567155136427	0.601489272405	0.682543478166	0.584053492072	0.588064755778	0.594259536263	0.621719974431	0.612362490416	0.578628992293	0.585826740442	0.576095227206	0.555451141045	0.56857390516	0.626610562133	0.575848177569	0.560073238	0.58637447876	0.573925028606	0.617784225213	0.540432567287	0.627232609867	0.590244209504	0.535413235521	0.649810844268	0.591267523188	0.573207582134	0.568038163271	0.537794838495	0.665105352025	0.545425218823	0.54956911872	0.597893836993	0.583820300931	0.581671170548	0.562271531149	0.613327131621	0.650944609096	0.577155931414	0.606542654606	0.620315354938	0.597516107932	0.653178319499	0.624577926322	0.59274367139	0.638146358983	0.654159600148	0.683107806312	0.629156471201	0.605870606047	0.683193695242	0.599811169607	0.65479514909	0.616587285388	0.63377855345	0.669853778128	0.666129908653	0.69488491234	0.677692331371
CS.060	0.632023679109	0.608947688213	0.597974392496	0.660692661836	0.636423592045	0.597752425452	0.631938380869	0.626985078395	0.643786269902	0.558292230488	0.607855740059	0.629459926806	0.591229951306	0.647690085752	0.603003006346	0.634705836035	0.598896437501	0.594976150647	0.647441292316	0.61510492714	0.646817055113	0.636811226586	0.610716727246	0.669290036245	0.58763129417	0.61421743755	0.567354721819	0.613811629436	0	0.634516684107	0.596189796187	0.658971842097	0.634257977862	0.595813536135	0.545910495744	0.65060601746	0.593910836617	0.633330328725	0.558403951608	0.594701823172	0.686624282033	0.65318671595	0.611755962463	0.610295235101	0.608877493042	0.631647824072	0.615215931599	0.619911099399	0.58204764777	0.614409744911	0.60216049676	0.637428361577	0.615440384659	0.604941359213	0.627210596551	0.639309957242	0.621723194892	0.564923451812	0.622579548129	0.611338829807	0.598386662216	0.586263387696	0.595882603481	0.617491223587	0.65076741391	0.640322115442	0.60375751113	0.606209608851	0.632222415954	0.612415116486	0.603696470316	0.611406616445	0.576175786601	0.684421143419	0.632998813891	0.663773034452	0.645207231529	0.628653906834	0.64420475703	0.654673245417	0.609615140024	0.627494480678	0.62489926778	0.652158942939	0.604005550766	0.57353974759	0.63645946901	0.617697421564	0.622111119418	0.639332696528	0.591133034107	0.645256256442	0.605586599803	0.629079887279	0.596748746082	0.556144218594	0.561815648852	0.579112312038	0.561460034303	0.621441284189	0.569632995567	0.621204938349	0.609064580376	0.613291660475	0.528771794391	0.594543019369	0.611025095912	0.592916300427	0.605950687105	0.5691356829	0.599435516319	0.631556262381	0.680858730517	0.545602970491	0.580339847419	0.649579003804	0.620215436771	0.626307867335	0.565932680896	0.612780223555	0.533485493844	0.530175143088	0.552383526151	0.61143066118	0.597112226885	0.612539160801	0.621216590172	0.564421063526	0.615761617023	0.597318242568	0.664455160637	0.613251573848	0.588390029312	0.684632742139	0.595164136887	0.630791927523	0.599457112352	0.608244043807	0.624371130632	0.619200674734	0.577625388264	0.634836952646	0.576568080178	0.564480832277	0.613692071806	0.591041274153	0.647714196238	0.651284714247	0.619049813679	0.619226459436	0.608203254593	0.604152503607	0.626439646042	0.603947785651	0.64566353637	0.635124006915	0.624251016764	0.626670805571	0.621415063527	0.629870466632	0.613613881969	0.597579374604	0.630231533074	0.628375678959	0.634312897746	0.622795709755	0.643725641088	0.628689165162
CS.137	0.561293073161	0.565069274833	0.650585161993	0.601158910069	0.557082448116	0.530739858068	0.521338513209	0.652392703079	0.508724676719	0.641826359956	0.576077630242	0.563852348726	0.595748962388	0.669668263516	0.567702031402	0.59950070045	0.595444425586	0.52228681936	0.751867021818	0.724039480681	0.629115697377	0.487364406252	0.568174539338	0.725041756781	0.681897301013	0.583916997196	0.679094132589	0.586230959219	0.634516684107	0	0.696209529153	0.629868038818	0.514852776955	0.636343820829	0.558762561046	0.675716980648	0.62324782182	0.601366727335	0.591451139596	0.435596733403	0.729177952384	0.675924670379	0.581842276683	0.63344945187	0.549898598801	0.642327049807	0.663201040876	0.664213896539	0.607804533407	0.559667428858	0.584872795584	0.673926253212	0.583632223664	0.607411866006	0.685556956224	0.550529500476	0.613486330846	0.634041530976	0.553668948377	0.57376469613	0.499256950669	0.619986547332	0.544622245866	0.585525302635	0.587728083654	0.440217349829	0.541600865116	0.632296234627	0.509190660481	0.473221535735	0.567226094744	0.528626909795	0.606355122747	0.718793699077	0.498176637948	0.599142715959	0.575912956056	0.550438566084	0.547601440599	0.51959187827	0.610240442916	0.560431717312	0.519126899749	0.509881904093	0.53189648032	0.564381356161	0.569907823043	0.526699030327	0.590563375993	0.580404011519	0.587709199646	0.68072581559	0.53479037941	0.621934382207	0.550283223358	0.582618485618	0.57111386071	0.575895314901	0.638991077906	0.66254094889	0.647855947583	0.599761054379	0.555839221887	0.596293722282	0.575597358381	0.642281401172	0.454024569759	0.573982401546	0.756850238764	0.513717897138	0.613100559274	0.524998038421	0.715458629147	0.599056973368	0.52337796472	0.553296415167	0.740935591677	0.60755213861	0.645167608968	0.625905080987	0.595797292119	0.632514424115	0.634931848848	0.529440363632	0.539685579198	0.63944348752	0.679358386441	0.648268997717	0.626746279533	0.565520750341	0.693573864999	0.475036117385	0.518497885287	0.73812513946	0.618394652466	0.581105383215	0.56786601333	0.573119591269	0.716452594994	0.520624788159	0.589275714575	0.648841668165	0.618945903225	0.572375451577	0.513244450741	0.502837697047	0.472383666318	0.53298585658	0.488904144261	0.560768609504	0.600034801574	0.606875161866	0.555055695301	0.56868886153	0.693273204037	0.464539897134	0.536862140803	0.489984028532	0.54227623284	0.525426436371	0.500978816691	0.589680329839	0.493355800735	0.499096108883	0.563931316191	0.532740514412	0.561600862495	0.591118215896
CS.378	0.706029949544	0.647843704744	0.652510946328	0.724382770384	0.729605400163	0.633154145091	0.697974136534	0.668649384503	0.700516648932	0.626306254851	0.702298640674	0.688207217129	0.6516505002	0.65863660477	0.651906385477	0.635645164263	0.646479440523	0.648705734763	0.645379495836	0.622354597008	0.663161117043	0.699756235743	0.6388909487	0.65631475406	0.6227083978	0.677652712571	0.613638980297	0.668920631184	0.596189796187	0.696209529153	0	0.634356453207	0.6858486823	0.5914918817	0.649901265159	0.656506725747	0.638220654991	0.648580839035	0.626516132753	0.662741357554	0.643010901638	0.63344394177	0.614279151326	0.610232820205	0.645114199821	0.634111470816	0.601026893063	0.640698413223	0.607048047375	0.651638624631	0.635134960915	0.611905245732	0.638565050877	0.624294471614	0.615123864711	0.683072913975	0.661415747549	0.642469314924	0.642111696549	0.604371564004	0.658667163647	0.621055406146	0.655384108188	0.65687793964	0.70873846599	0.690306868227	0.675596812502	0.631428884225	0.666599103996	0.6749595864	0.662081014234	0.675619352838	0.623545710761	0.715678613957	0.691028944671	0.723307360285	0.731780241785	0.679064586742	0.725553840392	0.711993659081	0.660688960469	0.707047133256	0.686827328364	0.710659356592	0.656278047775	0.658978795714	0.71189961773	0.685209834863	0.696672999507	0.714517802293	0.670714537062	0.659267759821	0.667418755751	0.69912312318	0.662219992538	0.644850302759	0.667474627777	0.670803511121	0.60265345383	0.646561001727	0.635822751993	0.681847729119	0.705114222158	0.663078617522	0.651962485447	0.629097873444	0.68718342876	0.619807361783	0.65795951347	0.620137650066	0.627026549156	0.655704521882	0.670301669259	0.618320342007	0.659397259889	0.659455855984	0.623047324067	0.644030261612	0.622749439721	0.636275670558	0.61091863452	0.583448174296	0.589537489956	0.643486654301	0.650475135353	0.613331990916	0.616866170739	0.603111810097	0.631785460831	0.63878953225	0.656431325666	0.678896000163	0.620949225525	0.645587286975	0.618560314429	0.636840500413	0.628781090926	0.650667515088	0.511180193812	0.67103232461	0.621300259198	0.643984076462	0.619752591543	0.609051332234	0.688061389291	0.684054719092	0.707741106323	0.673698410203	0.702671971568	0.694981154016	0.661108002457	0.64504869069	0.655883364406	0.674798769864	0.660847537252	0.710897239102	0.699367540171	0.683325401867	0.675698106272	0.711517231602	0.664948491803	0.666034351298	0.685539564965	0.695801311311	0.694991866464	0.694781824144	0.725185964899	0.675027226461
CS.205	0.712662869223	0.587033114654	0.692555840571	0.730830094843	0.734275780706	0.576072135376	0.673695745352	0.667111228695	0.688377068182	0.682372128268	0.729427919259	0.669743250299	0.664083259894	0.710186739435	0.666950968129	0.510342224811	0.620863476293	0.607317299707	0.665616068083	0.634210577967	0.631110673535	0.594443963602	0.56303770169	0.629018819967	0.668449995203	0.729409757084	0.677243208082	0.602268636534	0.658971842097	0.629868038818	0.634356453207	0	0.653127333818	0.543388014563	0.674268245314	0.699705501156	0.665747177533	0.523298972232	0.610503083907	0.628550895092	0.579395264151	0.584706201822	0.512243308606	0.559066578851	0.600983627204	0.589159732981	0.580381452257	0.65288474936	0.528469150911	0.536318532739	0.559411996193	0.591258773491	0.582192972507	0.546723656898	0.61442279234	0.646658446815	0.605172611144	0.630350209605	0.583188711583	0.559620972746	0.636897322215	0.667727220573	0.664944642541	0.584433150637	0.740267937573	0.61009129469	0.687566464066	0.553817492074	0.678269174589	0.658761401006	0.641668540975	0.668019619528	0.686903493166	0.71968605296	0.683218736695	0.738457955037	0.73325369424	0.644340249566	0.713521310127	0.684014385797	0.722722470321	0.713999476962	0.695481340326	0.699781121888	0.640090505898	0.725225460818	0.722312534387	0.650149154887	0.724748811809	0.735362815251	0.681128908936	0.686882474082	0.685778643075	0.739698130858	0.655324317956	0.679975549346	0.701813797554	0.707365565279	0.617120467228	0.622337549079	0.623370114274	0.714107515548	0.712103837966	0.641731283791	0.668878410664	0.629922530722	0.709349114333	0.536639431001	0.72437404525	0.566297758411	0.518836801424	0.596346379052	0.598510671018	0.635822384446	0.662616257236	0.6410058035	0.646940569152	0.59595770113	0.668393950832	0.637424503819	0.652316304351	0.630305417872	0.638072943171	0.666798634374	0.600003882605	0.596728556432	0.570753021918	0.631488596466	0.664727299884	0.532529397739	0.507861384942	0.646552285945	0.573926626493	0.596728787082	0.611747500548	0.585367315984	0.583800090098	0.598910777087	0.605419171078	0.608411231535	0.573930889421	0.667782941991	0.604831565215	0.577714192053	0.624474041156	0.672956164083	0.711748798252	0.616164894054	0.670768641962	0.658106998764	0.568698592535	0.715262898703	0.663276839507	0.66810667145	0.622977392142	0.702385164949	0.717920826878	0.674539607268	0.675327529858	0.711993039235	0.664473484453	0.703473977394	0.67185356603	0.672268845771	0.683326874632	0.678068647796	0.730440845146	0.699527870899
CS.203	0.547864394752	0.618335848782	0.589596588117	0.590726276457	0.571418340397	0.572457475105	0.490109531602	0.649426479408	0.50685441976	0.603994284766	0.583422313539	0.598919146166	0.565320826132	0.623582855263	0.57649850057	0.627880256186	0.613634439393	0.583565035244	0.751121597918	0.738469689781	0.66723237938	0.564201807327	0.594103378007	0.736454261191	0.70014836168	0.585543445748	0.677375977182	0.615412319854	0.634257977862	0.514852776955	0.6858486823	0.653127333818	0	0.643820129374	0.590248898557	0.68576473775	0.640044360063	0.628589054668	0.625762623595	0.494174155348	0.737466442463	0.717841518434	0.619286834698	0.622615939	0.531090890876	0.668713160201	0.669125188853	0.666338394329	0.647323029438	0.606102001107	0.627329057247	0.705048992714	0.626569420211	0.633012846267	0.702550309116	0.612779551241	0.658533872987	0.615187925265	0.629636514073	0.636840667907	0.562582780608	0.594753286604	0.504127303727	0.650908559803	0.621981969578	0.546841037473	0.540051950663	0.654493232261	0.511311431406	0.489226054937	0.547553452788	0.531484072955	0.624568442473	0.753497414551	0.474362808896	0.573336800522	0.582152540593	0.536982594677	0.55186897766	0.489096285421	0.582122606622	0.56467131243	0.537752101419	0.538652715767	0.556744671093	0.557493757978	0.553478267825	0.512505325726	0.58735913795	0.555535026797	0.560712535835	0.620113953478	0.525298235446	0.586246069381	0.498285767323	0.60045573192	0.604266209817	0.586067600197	0.656107750406	0.690243237698	0.639605463634	0.590622800259	0.545474378067	0.537681779282	0.552270072725	0.673714865353	0.49048960525	0.593222860585	0.736004695847	0.548163780185	0.641158072344	0.586447007947	0.725121392679	0.601388810337	0.513005152396	0.555391328641	0.744375309378	0.636920735304	0.606182187705	0.60344346777	0.597430355328	0.639985081015	0.626909659225	0.459157026584	0.560149151991	0.621010579325	0.70407065831	0.639222467363	0.622554810142	0.593757383647	0.70976567526	0.483648868721	0.573008167699	0.751595793352	0.590743343481	0.635673537529	0.594728005059	0.599433745443	0.731569968358	0.500501921695	0.635867422229	0.632000531467	0.642061675658	0.610862283881	0.539975573735	0.510195632578	0.518657551029	0.519069414935	0.47393048381	0.556806910013	0.636169609181	0.599380701557	0.531883609299	0.569814842061	0.723699474518	0.527809134163	0.544580747317	0.509069493887	0.552975149766	0.531006166175	0.543890762208	0.579413913645	0.532230780462	0.478214952559	0.545879098609	0.526399430299	0.567180644096	0.573711263319
CS.213	0.704310659898	0.586011405221	0.65548503029	0.712957457918	0.713373783195	0.571131686727	0.693319628628	0.624279493696	0.686828375183	0.631309818651	0.690160639771	0.663859799681	0.652221308205	0.671816743241	0.660241379628	0.51678909838	0.601594331298	0.595723650913	0.611641408678	0.586687560541	0.66974039288	0.595223382417	0.538457238992	0.608786531359	0.630411783419	0.682071885322	0.618545282036	0.576754293222	0.595813536135	0.636343820829	0.5914918817	0.543388014563	0.643820129374	0	0.644660067352	0.623607453373	0.619514429785	0.537330417283	0.572938520851	0.616184067755	0.618319945822	0.580427020277	0.535376679329	0.54124605561	0.571031985913	0.584689260228	0.562827136979	0.612882172906	0.5008025496	0.544239766909	0.592779707635	0.59381656703	0.556005613868	0.536071597367	0.584045002813	0.628656606352	0.59473476237	0.60854307873	0.527116968101	0.545328685507	0.630423506996	0.625927567372	0.640198114255	0.615711877328	0.692240074702	0.623543818457	0.679967701391	0.562761174982	0.659100930584	0.647685487346	0.636628039902	0.645444938864	0.625303370091	0.712919077383	0.677956158886	0.708218005244	0.729164212524	0.657338340649	0.707912675449	0.694611929007	0.665832747281	0.695439010419	0.693349885053	0.692354130458	0.649861184621	0.672618347118	0.703728759841	0.657911168688	0.700474087845	0.705585116903	0.665224858994	0.688973041059	0.665674242475	0.714342681697	0.64111058785	0.642051821393	0.678357937431	0.688490225891	0.593134191004	0.636442598537	0.600558335626	0.711266086961	0.685010158113	0.625210290831	0.661161928436	0.584286393707	0.681135460457	0.526566723096	0.679123283229	0.558419036179	0.557147227302	0.611048092145	0.640916250162	0.589644274018	0.618974972936	0.613307543461	0.610232319237	0.622476227476	0.620544753831	0.579686004606	0.616542134244	0.554260882744	0.60649410174	0.631256722556	0.570259689367	0.568606326649	0.58285275868	0.578489912428	0.624748835641	0.498478468097	0.547701740918	0.650437532097	0.544851230864	0.631227559769	0.580989627766	0.587766081763	0.56826503468	0.553050894876	0.593927140635	0.613368573361	0.54767136691	0.638815256296	0.557415791384	0.566911793833	0.60361440634	0.666169636617	0.70083438888	0.616141728541	0.671665454895	0.672085448651	0.55057493289	0.6834204301	0.654948581218	0.67209769417	0.641531200306	0.70132164546	0.705914356537	0.680486172011	0.652363083948	0.69932918368	0.651231470474	0.682942089355	0.657914962187	0.680920912899	0.681167188888	0.679222285189	0.720651228138	0.675685174346
CS.232	0.554528129687	0.610797576035	0.632688183318	0.552531139558	0.535049733571	0.600063632215	0.551060992625	0.660060469605	0.559756856733	0.567852318584	0.482129584987	0.541004993304	0.577683630944	0.644645692565	0.600315040808	0.61395867453	0.540541220962	0.580109283975	0.732551056197	0.698600933711	0.695398894961	0.557998905664	0.586812505074	0.729749342173	0.602832058494	0.564367049302	0.613038420048	0.608945198505	0.545910495744	0.558762561046	0.649901265159	0.674268245314	0.590248898557	0.644660067352	0	0.643015914916	0.581881457388	0.632317360419	0.507194667933	0.518560978016	0.72352069749	0.691525692572	0.619193726865	0.618801210315	0.55665271544	0.619892525385	0.644376584511	0.600699779359	0.617103788518	0.550079904992	0.571305940509	0.67868692002	0.590784754742	0.597439978301	0.683334088373	0.56117935961	0.608472178976	0.559150737885	0.583664019298	0.608333551423	0.588321609582	0.583157051508	0.571916895754	0.631058091276	0.544009980194	0.568311622519	0.541261134074	0.657102144384	0.571186104028	0.565927524706	0.587007502911	0.56139659693	0.525112656077	0.723931692034	0.544484979164	0.584327365591	0.56564582261	0.597878366142	0.554381557693	0.571339412144	0.564736163702	0.538985074013	0.57088125064	0.589354741657	0.558908963306	0.511914559471	0.542536823112	0.579273691497	0.49947391973	0.581364516589	0.543392973099	0.678548504512	0.532360095045	0.605971642246	0.521258210533	0.497321363545	0.492216875338	0.470414494279	0.533609731545	0.668336268861	0.576547549132	0.629063951179	0.517100637959	0.603212624168	0.533356395516	0.611421230764	0.545913440368	0.612480636623	0.654979535138	0.578091345306	0.653994169653	0.652680295099	0.740640147362	0.505244315414	0.555420445352	0.54860980843	0.709105009029	0.649716338821	0.552886397744	0.562433871778	0.549015359309	0.562722125921	0.547164237833	0.569558084957	0.530866423754	0.643003821219	0.659671890571	0.570960990965	0.634657668838	0.618520257819	0.724333449168	0.514871867178	0.555067241711	0.746091958688	0.641959304141	0.574624149433	0.574606756187	0.588393752175	0.675007964409	0.56438302526	0.584449945761	0.605993989678	0.659888418954	0.58463791583	0.601147101527	0.560206804114	0.546441635433	0.644261935255	0.590185869993	0.588586762687	0.63129272381	0.540741363303	0.581461040516	0.618854371098	0.703623644252	0.545784097942	0.57055657336	0.575432190469	0.597746946741	0.552961186384	0.541267428649	0.587082113513	0.538875653697	0.53907845103	0.639953201613	0.582992606466	0.570492314016	0.631713222011
CS.236	0.719511470885	0.642304140867	0.677925971436	0.716739709643	0.698631898389	0.673899166384	0.711227821402	0.663653035767	0.731071357909	0.637429939829	0.696682025911	0.660309836803	0.654540626713	0.720213638588	0.694730253024	0.66293271717	0.601493874704	0.643624826534	0.68538824336	0.667518452703	0.744092257985	0.680108751697	0.623484458986	0.693219329883	0.592500234069	0.649575747277	0.615024304418	0.633749077905	0.65060601746	0.675716980648	0.656506725747	0.699705501156	0.68576473775	0.623607453373	0.643015914916	0	0.608768780582	0.630821767852	0.58708327939	0.695612850944	0.720606416614	0.69780087107	0.647980104185	0.629039892232	0.631278775808	0.670038976209	0.679777298141	0.61539522933	0.65332186354	0.645203113426	0.654724620059	0.667640299913	0.651295789287	0.656246889406	0.677243119256	0.655553885137	0.671090560276	0.664610101541	0.629298614597	0.65697860528	0.668387606465	0.653580756399	0.682262873426	0.711942053602	0.69387116816	0.714059641858	0.687154654721	0.684029650744	0.675437608702	0.678625276797	0.678546199633	0.681422808934	0.613710085826	0.759088519973	0.707784137228	0.731089138294	0.753018162497	0.694177697925	0.734688351722	0.7250777396	0.658597693949	0.704508683153	0.713839820222	0.718882441013	0.719454526982	0.675307636487	0.728184096583	0.703329393088	0.704388746068	0.706040095585	0.673680805373	0.703834570222	0.698415473817	0.685270186063	0.677324515182	0.634207785925	0.641704017695	0.664042864909	0.58950580228	0.721134265581	0.639893617205	0.738452174346	0.689210778227	0.635627658566	0.6874318974	0.698929439064	0.706086244032	0.669324022557	0.655974894728	0.665451156765	0.717967123295	0.709098999259	0.738197307306	0.651943197265	0.648704892997	0.666924975014	0.671962052406	0.735605559466	0.594190525472	0.625834536189	0.627507558801	0.593547016318	0.585121529404	0.679890010623	0.637622231109	0.671175554193	0.648818366769	0.581866874234	0.67547206228	0.646009901315	0.734205337118	0.674006925198	0.645014939249	0.719061696391	0.681561047746	0.650920489478	0.679376773704	0.640230550474	0.684389533247	0.684031876375	0.662389345033	0.637071305668	0.6799206684	0.652217949218	0.698922273935	0.699792704779	0.719379199355	0.717149569777	0.718751677433	0.688118988138	0.714886546872	0.670238774415	0.709307369169	0.702478474116	0.718247892002	0.721002066575	0.720344089142	0.699093928922	0.7013286885	0.73208911258	0.689636422588	0.722522532001	0.691060377963	0.712755492725	0.75572108026	0.742491668344	0.747544540665	0.739990690001
CS.041	0.688477680879	0.577495815264	0.648548149516	0.688949008475	0.642084985517	0.643512469659	0.676382344598	0.677281846309	0.692858682342	0.609054806358	0.653921671385	0.645668080201	0.61207063463	0.688003574134	0.619370614737	0.611365080852	0.577229493872	0.580110841162	0.660981883291	0.639322963286	0.671140702275	0.61808175745	0.606775416596	0.689238234938	0.584725746107	0.624143923554	0.579824048455	0.569167592642	0.593910836617	0.62324782182	0.638220654991	0.665747177533	0.640044360063	0.619514429785	0.581881457388	0.608768780582	0	0.619172616312	0.521955719768	0.596199889422	0.706364224622	0.648992369575	0.58001110795	0.620893417434	0.603553875829	0.593718602722	0.66179328362	0.605064450454	0.598004296234	0.608752806452	0.603990596792	0.628044505139	0.591023174039	0.618684957859	0.677588102435	0.603044691221	0.611348030752	0.613745431038	0.589116644994	0.610253955472	0.619030731047	0.595933287705	0.640563143423	0.6356219955	0.658106048944	0.619161245563	0.646494131133	0.606365112184	0.652076292463	0.631246416293	0.629455945507	0.612884164536	0.582808150832	0.687217213047	0.666378104285	0.683594233523	0.722289687309	0.624915150916	0.701816992981	0.688720612816	0.654248021998	0.665618161108	0.685156247412	0.690187024388	0.631285270943	0.662148788613	0.672460779023	0.641285742046	0.674585028941	0.678218457972	0.642824442452	0.663473409257	0.63741111212	0.66266264534	0.637106535563	0.598428396377	0.593123932038	0.618838871234	0.562754570555	0.672741354252	0.57455849971	0.702713766563	0.67480094951	0.649599859789	0.61775155275	0.642693877027	0.644080648742	0.58897365736	0.614625591151	0.597124220458	0.637060127556	0.657194061466	0.687706335482	0.586761290325	0.605888936804	0.593858302031	0.654919247015	0.636604914865	0.572119608545	0.600840488243	0.519354458071	0.522271536782	0.570525047478	0.649466346531	0.609000337228	0.604448835678	0.609034790506	0.546385288337	0.651187026157	0.607680920997	0.662191380162	0.616110214667	0.570595446922	0.698180342819	0.645553880494	0.617618533822	0.621288844374	0.583966888651	0.672798571039	0.616708215117	0.578749034065	0.584933261826	0.613356499374	0.6077738079	0.650166468377	0.646518130396	0.681564772195	0.621965249892	0.650405818827	0.631431634839	0.627620636318	0.639991681544	0.630461820086	0.657365024192	0.632310207852	0.67321024191	0.692707680854	0.645576235397	0.627237881936	0.706540521465	0.637714140452	0.661510652036	0.654480825287	0.659847567304	0.685407479275	0.692639838279	0.700621919729	0.687582988523
