p__Euryarchaeota	k__Bacteria	p__Actinobacteria	p__Bacteroidetes	p__Cyanobacteria	p__Elusimicrobia	p__Firmicutes	p__Fusobacteria	p__Lentisphaerae	p__Proteobacteria	p__Tenericutes	p__Verrucomicrobia
TFS.020	0.00119539601762355	0.00741999385224905	0.134464974896684	0.363861470678643	0	0.00363741931076881	0.35767102701595	0.00516581850473035	0.000947778271115817	0.119573755934287	1.70770859660508e-05	0.00476450698452816
T.CS.026	2.07129393732265e-05	0.000124277636239359	0.00669027941755215	0.423206777273763	0	0	0.484019967273556	0.0146440481368711	4.14258787464529e-05	0.0706725491414487	0	0.000559249363077114
T.CS.066	0.00375348719249303	0.00388029419223941	0.106568602586863	0.297717474004565	0.00147096119705808	0	0.489145320821709	0.000405782399188435	0.000253613999492772	0.0964747654070505	0.000329698199340604	0
T.CS.031	0.000972721505603722	0.00160710509621484	0.0315077183336858	0.385705223091563	0	0.00203002748995559	0.525734827659125	0.00401776274053711	0.000465214633114823	0.0479171072108268	0	4.22922393740749e-05
TFS.025	0	0	0.0871288468041934	0.299113966858302	0	0	0.55197835644234	0.000886033141697667	6.76361176868448e-06	0.0607981061887048	3.38180588434224e-05	5.41088941494758e-05
TFS.022	0.0127036623979284	0.00561473676114295	0.0547757310053968	0.343511646092118	0	0	0.46856131984771	0.0233306413362561	0.00111525593200785	0.0891051032573165	0.00033329487623223	0.000615313617659501
T.CS.043	0	0.0298893591369761	0.0415562560438042	0.276514247679807	0	0.032727592399563	0.49671593806121	0.00970776244238763	0.000150702651110804	0.112725583030881	0	0
T.CS.049	0	0.0011072077859945	0.0255477944694288	0.191587954672827	0	1.36692319258581e-05	0.617958636904192	0.0502891042552319	2.73384638517162e-05	0.113440955752696	0	0
T.CS.166	0.0226500566251416	0.000992687666904352	0.134669966304545	0.193070760454679	0	0.00457195587433413	0.473749702892776	0.00183157865302071	0.00373306488821778	0.163471890161207	0	0.0011744473805629
T.CS.151	0	0.0259181455994205	0.0409416877942774	0.333618254255704	2.89750090546903e-05	1.44875045273452e-05	0.537805143064107	2.89750090546903e-05	7.24375226367258e-05	0.0608764940239044	0.000695400217312568	0
T.CS.158	0.0153415728955297	0.00216749677181332	0.062565332349505	0.270952468794195	0	0.0409825985365554	0.448548853225112	0.00192153969132386	0.010898973129189	0.143946381356453	0.00262866629773105	0
T.CS.141	0	0	0.031035795887281	0.365841584158416	0	0	0.537585681645088	5.71210967250571e-05	7.61614623000762e-05	0.0653846153846154	0	0
T.CS.109	0.00235523897058824	0.0227768841911765	0.085693359375	0.281436695772059	0	0.004638671875	0.476864085477941	0	1.43612132352941e-05	0.119729434742647	0.00168026194852941	7.18060661764706e-05
T.CS.152	0.00272697833756583	5.11308438293593e-05	0.0903311574318681	0.291190155608201	0	0	0.385833347536346	0.0181003187155932	0.010294343224311	0.177645595077804	0	0.0234349700884564
T.CS.095	0.00533470023161332	0.0123590386148764	0.03466605915632	0.349470326916505	0	0	0.475908417815241	3.7969396666287e-05	0.00112009720165547	0.120704712002126	0.000398678664996013	0
T.CS.142	0	0.0422435308025745	0.026310258767897	0.355392092473401	1.31354262445816e-05	0	0.49592801786418	0.00411138841455405	0	0.0759884408249048	1.31354262445816e-05	0
T.CS.157	0.000184764820778124	0.000290344718365623	0.0945731932640025	0.306181703003748	0	0.000105579897587499	0.474528849707016	0.00746977775431558	5.27899487937497e-05	0.116612996885393	0	0
