CS.028	L.036.M1	CS.037	CS.172	L.002.M1	CS.263	CS.022	CS.357	L.008.M1	CS.002	CS.176	CS.007	CS.277	CS.009	CS.017	CS.073	CS.360	CS.287	CS.371.1	CS.335	CS.064	CS.065	CS.341	CS.063	CS.373	CS.077	CS.062	CS.186	CS.058	CS.115	CS.224	CS.236	CS.375	CS.126	CS.041	CS.376	CS.378	CS.302	CS.213	CS.374	CS.205	CS.380	CS.125	CS.203	CS.282	CS.386	CS.268	CS.178	CS.385	CS.129	CS.254	CS.372	CS.323	CS.182	CS.369	CS.166	CS.181	CS.256	CS.349	CS.148	T.CS.056	TFS.024	T.CS.035	T.CS.012	T.CS.041	T.CS.048	T.CS.050	T.CS.040	T.CS.024	T.CS.029	T.CS.071	T.CS.004	T.CS.019	T.CS.052	T.CS.042	T.CS.167	T.CS.104	T.CS.160	T.CS.097	T.CS.125	T.CS.091	T.CS.180	T.CS.131	T.CS.144	T.CS.105	T.CS.117	T.CS.102	T.CS.122	T.CS.118	T.CS.116	CS.241	CS.246	CS.088	CS.085	L.034.M1	CS.242	CS.237	CS.356	CS.103	CS.006	CS.087	CS.082	CS.238	CS.015	L.024.M1	CS.078	CS.228	CS.304	CS.347.0	CS.151	CS.363	CS.164	CS.330	CS.191	CS.187	CS.150	CS.358	CS.364	CS.044	CS.189	CS.285	CS.223	CS.319	CS.080	CS.322	CS.158	CS.112	CS.152	CS.318	CS.339	CS.202	CS.320	CS.343	CS.227	CS.163	CS.262	CS.270	CS.255	CS.326	CS.370	CS.145	CS.253	CS.390	CS.393	TFS.025	T.CS.045	T.CS.064	T.CS.049	TFS.022	T.CS.036	T.CS.008	T.CS.055	T.CS.061	TFS.021	T.CS.026	T.CS.043	T.CS.066	T.CS.031	TFS.020	T.CS.141	T.CS.166	T.CS.158	T.CS.152	T.CS.095	T.CS.157	T.CS.109	T.CS.151	T.CS.142
CS.380	0.572436537746	0.542272417082	0.661246333348	0.610496698577	0.632347201719	0.539378136231	0.648821049531	0.521280414668	0.630723296672	0.622422281919	0.580833019238	0.514745281083	0.514135323666	0.652639667241	0.60753043162	0.664308621651	0.567596936111	0.599657450392	0.550993220059	0.723291283537	0.579863521994	0.563860873604	0.613378344648	0.698935249061	0.574964475379	0.542710573146	0.53967933782	0.620070029582	0.589651648971	0.67238095084	0.735368172264	0.697833156602	0.585484510056	0.458232284469	0.645338186319	0.61313647718	0.68864177977	0.68650756263	0.657939848759	0.654523208906	0.642859469101	0	0.60470766082	0.490043743676	0.638486202017	0.690731148987	0.656908137403	0.553773105495	0.593335542773	0.595755747305	0.600108389375	0.567074447401	0.571051144272	0.542743767256	0.732394708254	0.628816867673	0.58301376751	0.623555280969	0.54640552672	0.65470159722	0.642503187915	0.504323594461	0.504392565138	0.668704431723	0.507229840497	0.512291556621	0.606331254209	0.528011543474	0.513353577061	0.623618463813	0.461311040843	0.500026460669	0.614875100352	0.578751354505	0.459145018075	0.50761840867	0.523936734652	0.523457318803	0.500905537574	0.511247611187	0.508370051313	0.588296358491	0.484383127768	0.52111911938	0.630798671619	0.532676105516	0.572037102205	0.487114979676	0.504501833034	0.619473092272	0.544644489164	0.51134595102	0.664723493312	0.564858684549	0.582090372337	0.512135095227	0.65140750255	0.689749233768	0.591458316626	0.563598625217	0.629940823967	0.557018130811	0.58056782995	0.617798014299	0.58346321789	0.578893924532	0.641005589996	0.68780734088	0.682385882429	0.545281206232	0.601945321148	0.764366209496	0.594369070344	0.478366825159	0.587692453879	0.57464640368	0.746601373141	0.683665876504	0.522285794519	0.638365506521	0.71920597428	0.610889084433	0.587438195641	0.586765633552	0.648819477104	0.65655871785	0.642188461049	0.463253023987	0.603159342984	0.596395517932	0.627341296056	0.541575620912	0.619218365474	0.76276167436	0.658308705623	0.604927633085	0.619631955826	0.553093760689	0.589187695188	0.573639616994	0.508882390126	0.734456038434	0.585795870227	0.653692030119	0.5034390939	0.527805159494	0.474730195394	0.608321463851	0.483751958994	0.586104465599	0.520021987083	0.555505904587	0.522956576619	0.525814281081	0.665888448033	0.51358514462	0.528769181033	0.540242043721	0.470749128977	0.556264430069	0.514654577232	0.478601043642	0.495496488331	0.551208341397	0.571381979737	0.521427369934	0.51793518909	0.557847896683
CS.125	0.656613767377	0.654566318707	0.643943756719	0.65004367078	0.625286933451	0.624679585992	0.585984533724	0.634496135053	0.551915954246	0.645011148731	0.576773681589	0.625691803084	0.603718134947	0.531801221913	0.697719758912	0.683977809211	0.547412861647	0.553927785118	0.587043167725	0.598099481637	0.645927467912	0.541926152755	0.496664869198	0.618334543664	0.496970475596	0.644091807106	0.641389374022	0.672121944786	0.578539509975	0.608206028406	0.625553837121	0.647980104185	0.553239488034	0.545790698674	0.58001110795	0.481226515523	0.614279151326	0.56225060856	0.535376679329	0.537983379342	0.512243308606	0.60470766082	0	0.619286834698	0.480710552285	0.582539859757	0.586723976197	0.589095630821	0.51995755405	0.58837707282	0.482853098764	0.49709921419	0.50040051622	0.490262326011	0.595887364137	0.559767759655	0.514223849193	0.501264324366	0.541710097131	0.562932869782	0.67207378552	0.604834349538	0.628657766127	0.637386611617	0.604338015047	0.609540786297	0.605784984814	0.655152730492	0.595701004276	0.6091223119	0.617489140114	0.570589862074	0.6175376305	0.551062202779	0.629353965149	0.642796661662	0.673372501003	0.65866620059	0.6887801966	0.592071479384	0.680630206366	0.651251552107	0.618813357661	0.664194086682	0.709860610274	0.62052846534	0.669286774112	0.618633582687	0.527050653253	0.650532420552	0.686050848466	0.595776240129	0.686756594805	0.645624403038	0.605611658364	0.620265452101	0.590004212973	0.619183804733	0.645579229177	0.626284627999	0.637977589019	0.651133370675	0.647272918358	0.706726057736	0.666811211022	0.619885624128	0.638545288126	0.645224365713	0.581992607958	0.583081210066	0.507100792131	0.69827820425	0.491788355463	0.653087778886	0.470528456343	0.575889436324	0.569320415499	0.557541417542	0.631216155617	0.578905720644	0.567358022807	0.466959863723	0.480528869595	0.59674567588	0.514226924329	0.594521078065	0.589463221021	0.573301710483	0.484210757331	0.579454384232	0.629955988092	0.483239488178	0.507250710087	0.656287035296	0.592245890882	0.556041014662	0.511365003599	0.530768442891	0.479541553959	0.524145759981	0.534400521629	0.591854153281	0.528384055961	0.607107783433	0.561347149103	0.639382617196	0.633147525914	0.563548741085	0.662031324512	0.649350008573	0.590255116188	0.622652508218	0.595647678093	0.652947276198	0.590018516385	0.644043084877	0.669888857093	0.630021379171	0.651239325303	0.662745226126	0.596173311138	0.623048811231	0.615399426534	0.696327388725	0.66437528335	0.660105778302	0.645534377275	0.651722558928
CS.203	0.594541879312	0.526742286572	0.65303853785	0.578339723152	0.649426479408	0.534186019973	0.646848674873	0.478438606729	0.650113486891	0.621352394916	0.552781902517	0.505717753422	0.558074300614	0.639078787786	0.556617545876	0.662764203073	0.594103378007	0.628880418768	0.544670769516	0.712911933893	0.589026010882	0.583565035244	0.639255276458	0.70014836168	0.596039654249	0.537154089117	0.524055704088	0.624617332221	0.611615735109	0.677375977182	0.737466442463	0.68576473775	0.57635404046	0.494174155348	0.640044360063	0.621151562607	0.6858486823	0.717841518434	0.643820129374	0.622615939	0.653127333818	0.490043743676	0.619286834698	0	0.628589054668	0.702550309116	0.666338394329	0.597700976364	0.623487815807	0.615187925265	0.626569420211	0.629636514073	0.606102001107	0.610886345803	0.721063318991	0.658533872987	0.627329057247	0.633012846267	0.594951815008	0.668713160201	0.624918288469	0.515971375957	0.522259208512	0.657611946585	0.531484072955	0.562582780608	0.594753286604	0.540051950663	0.548260568811	0.624568442473	0.506135681499	0.5321025139	0.602335714702	0.623978852954	0.474362808896	0.537752101419	0.545950146318	0.55186897766	0.542655982973	0.556744671093	0.551475544984	0.582122606622	0.521514993531	0.538652715767	0.661316217193	0.528148108147	0.543937831749	0.501208586677	0.594437221586	0.605681867858	0.545474378067	0.498285767323	0.620113953478	0.604266209817	0.537681779282	0.525298235446	0.656107750406	0.690243237698	0.60045573192	0.552270072725	0.580036418081	0.586067600197	0.560712535835	0.586246069381	0.590622800259	0.553632099985	0.606182187705	0.701489912285	0.665157052076	0.555391328641	0.62132699163	0.736004695847	0.593222860585	0.49048960525	0.608031509147	0.601388810337	0.725755072116	0.688893501097	0.513005152396	0.674499070139	0.70407065831	0.627361426905	0.593757383647	0.597430355328	0.633008636918	0.639222467363	0.639985081015	0.483648868721	0.597573750913	0.590743343481	0.622554810142	0.573008167699	0.61437403687	0.751595793352	0.626909659225	0.642061675658	0.635867422229	0.594728005059	0.610862283881	0.599433745443	0.500501921695	0.731569968358	0.635673537529	0.632000531467	0.516866928229	0.552975149766	0.510195632578	0.636169609181	0.518657551029	0.599380701557	0.519069414935	0.556806910013	0.539975573735	0.569814842061	0.723699474518	0.509069493887	0.544580747317	0.531883609299	0.527809134163	0.573711263319	0.532230780462	0.478214952559	0.543890762208	0.567180644096	0.579413913645	0.531006166175	0.526399430299	0.545879098609
CS.282	0.671024243559	0.67817595589	0.651809627143	0.656421076861	0.645048195323	0.653831279922	0.61239570935	0.662647240439	0.569179921925	0.648965770303	0.593846086623	0.655647334921	0.623499069442	0.581994844945	0.698515197329	0.689223181195	0.549022154747	0.571461863508	0.605722599521	0.605304866324	0.650005750901	0.578397422176	0.523022369857	0.603270944158	0.549062181267	0.655426285317	0.647484663193	0.696678339644	0.60335031563	0.643977820596	0.621174658827	0.630821767852	0.575724851908	0.58981461193	0.619172616312	0.519002151678	0.648580839035	0.594194008325	0.537330417283	0.550817982949	0.523298972232	0.638486202017	0.480710552285	0.628589054668	0	0.616242354413	0.605175400455	0.634257580558	0.537679167174	0.623947337214	0.524299280625	0.53338972458	0.514641308279	0.536379851773	0.593833055882	0.542786184878	0.531011030339	0.531858564394	0.555229118132	0.56412892861	0.713083937265	0.633952554335	0.647913624252	0.679572673274	0.643448807136	0.648181009346	0.647981692898	0.67843858551	0.625232917656	0.61689056181	0.640861455445	0.58438098802	0.626072415992	0.580238852903	0.676091634775	0.683062159636	0.704535627895	0.689586643561	0.714239615732	0.623051535179	0.722730686464	0.681932731604	0.659820865982	0.695821005917	0.722310391537	0.662523453554	0.711572622826	0.654629054136	0.593651677225	0.670078019541	0.709418809854	0.626927644945	0.716795282139	0.67583855954	0.641279994235	0.663703871175	0.573929006044	0.668354664946	0.654156436549	0.649635314488	0.672186963613	0.65570333583	0.670059421554	0.712032124175	0.712425527257	0.648968529078	0.63985208919	0.623329454208	0.58549711848	0.580870997733	0.512780033099	0.709964413153	0.541469347354	0.66673928314	0.497531537942	0.599223336242	0.580863027014	0.570597272058	0.62757651043	0.584895183541	0.579959932729	0.498626489992	0.482596634283	0.612756478426	0.504767368351	0.605764582329	0.587402726693	0.621731221584	0.443730217451	0.593900450856	0.64833750998	0.521097714822	0.495633828635	0.64548075673	0.606385493289	0.601867235635	0.536506763429	0.537766360658	0.521720031764	0.560833385565	0.583254806946	0.642595171729	0.51836550048	0.605864058451	0.599138523088	0.659324965824	0.6745029621	0.546912200467	0.684721397444	0.679738613948	0.618494833656	0.66733922471	0.60374488639	0.664764188388	0.660732081784	0.649929099991	0.698982421727	0.66883205128	0.682695512526	0.700809553911	0.634728331064	0.652437603456	0.653175014114	0.725741216468	0.686146790911	0.688527179229	0.679102251474	0.670315075129
CS.386	0.700870477755	0.716895847591	0.660087780377	0.689077820687	0.56330761894	0.665053400095	0.652178583577	0.715736094873	0.616783456589	0.663280897818	0.682685991432	0.680693140355	0.668144137609	0.635584782437	0.711584821749	0.676793582821	0.644661967258	0.5983459976	0.632096958467	0.620230434441	0.696495304511	0.635050527033	0.57236925924	0.663212414251	0.629353939796	0.689905867313	0.686182890782	0.705749658834	0.630077778183	0.649244974985	0.587195940878	0.677243119256	0.626367339294	0.66651615454	0.677588102435	0.608893772806	0.615123864711	0.642888753144	0.584045002813	0.597054136789	0.61442279234	0.690731148987	0.582539859757	0.702550309116	0.616242354413	0	0.583992627835	0.657666545269	0.642978367607	0.602361261912	0.598483206934	0.598761767475	0.610990480616	0.625471001307	0.623626066649	0.599929518381	0.615546457028	0.578650796305	0.617405340822	0.565348699365	0.679942022057	0.685471909868	0.700062808138	0.642599685531	0.696879475334	0.660137798845	0.653354472449	0.682740658528	0.675059096044	0.649171643349	0.706104768015	0.6684867289	0.652637253402	0.650292577412	0.71411242312	0.697681479338	0.735966279457	0.723397704898	0.731754454327	0.665480747043	0.724877842339	0.693981375985	0.677965465691	0.705442787343	0.716792024729	0.684270381875	0.717849377182	0.703818646921	0.649500635555	0.65008816669	0.715837000216	0.673327773324	0.695223265525	0.686829558388	0.666225959532	0.682440547578	0.620883618562	0.658327928519	0.669883521379	0.694203702849	0.684480208398	0.719282237996	0.680207429731	0.738060734526	0.703819036298	0.673407978558	0.637586456785	0.65121709534	0.640124793798	0.678986451032	0.594381448434	0.659262009895	0.5771134339	0.699352124665	0.592608086219	0.589838539978	0.613097481632	0.622071348964	0.664722221321	0.638914593117	0.61223965331	0.602717345716	0.604762268029	0.636901356075	0.606374745721	0.634058998716	0.634627468564	0.692575636311	0.604691729908	0.641546396582	0.649862394692	0.609301683158	0.567309055271	0.641041402303	0.652283985477	0.580239494061	0.593806806199	0.594047451552	0.589024764891	0.609374961235	0.658435569875	0.587154953572	0.560387776971	0.659386247596	0.654504591198	0.697638385481	0.679024578074	0.628879847093	0.714668244198	0.68416934252	0.681121822273	0.682752401541	0.651766664444	0.682626476499	0.632903761322	0.706129230722	0.707343559427	0.661934864943	0.72319263122	0.688864268194	0.679320659954	0.699183229136	0.68373968252	0.732915056744	0.69169554834	0.717780601851	0.709498623536	0.700527117326
CS.268	0.636903419521	0.670865763127	0.665365031239	0.64985509166	0.642334312856	0.610484105809	0.61894292415	0.706333363497	0.639320428904	0.578060427261	0.606030589114	0.649469552683	0.640756017852	0.639776321855	0.688385507463	0.662628678406	0.598313401456	0.586016852517	0.64959648152	0.681294020506	0.59029013682	0.582289937114	0.626852783426	0.574370544911	0.589281853797	0.633531149285	0.642461206201	0.660624897371	0.56907039035	0.631714094561	0.690748197721	0.61539522933	0.584721462171	0.623983178501	0.605064450454	0.609888414848	0.640698413223	0.686634643901	0.612882172906	0.605067393673	0.65288474936	0.656908137403	0.586723976197	0.666338394329	0.605175400455	0.583992627835	0	0.594123040411	0.514268876833	0.556420811031	0.53051952325	0.518550526358	0.538846520155	0.546566888312	0.579157095608	0.540270983943	0.549163581459	0.532253370121	0.537430677542	0.53826239539	0.672811546277	0.653392482577	0.651749503393	0.669882699558	0.639648351525	0.661818829692	0.616328508322	0.671089526221	0.633388203169	0.559654831615	0.670822326877	0.652613980687	0.610208897642	0.643550806967	0.652932834764	0.66933554685	0.688089590929	0.675872703023	0.695387205018	0.662469276726	0.703829443986	0.643774396325	0.661225269763	0.689912818529	0.673173470344	0.673311930078	0.702635789697	0.659705088255	0.631552770121	0.641369162859	0.717292207592	0.62062423742	0.72123739121	0.622177503554	0.643421363362	0.650276809028	0.570984206063	0.719373293731	0.614048990819	0.657764459985	0.669078124424	0.643956066115	0.656041112225	0.725203793517	0.701015641304	0.694338317393	0.589735544199	0.648517831817	0.62619986711	0.628528621315	0.547939793522	0.654493659351	0.589061651835	0.676699581333	0.575176721886	0.574474236859	0.67109507317	0.640530729087	0.651488319905	0.631377643635	0.621345441959	0.56838320734	0.601375608485	0.593642361431	0.580350588417	0.607948343578	0.589624910505	0.609392887643	0.591997082262	0.675760296512	0.670183948213	0.560885254562	0.590307889386	0.699495562951	0.61521400144	0.628355202624	0.531902404614	0.556684633892	0.595643651086	0.543072070911	0.594600435529	0.643208505064	0.528166467934	0.602714629878	0.675169000696	0.686051902677	0.636645483577	0.662823114674	0.690317970177	0.639634406706	0.703427143586	0.649340947735	0.650368608901	0.670096991273	0.665928323571	0.68512824296	0.6705432146	0.656017790212	0.691096289738	0.714857477688	0.66864803397	0.674153639716	0.679526922064	0.708223112912	0.675800168772	0.682358064789	0.701130679036	0.731278299254
CS.178	0.608621418545	0.560034780815	0.665498074191	0.62358034509	0.650942795455	0.577974872943	0.639337676124	0.603521524985	0.665741369557	0.614545221616	0.596783770111	0.578600881523	0.552574152741	0.632850117688	0.657107098251	0.664995531023	0.602265199661	0.552483838223	0.564034211181	0.681462497213	0.605506507401	0.550378700287	0.593261798708	0.667202656324	0.566360833955	0.611923914571	0.593036059107	0.639592285956	0.577955291563	0.630440272056	0.722257285337	0.680177088844	0.572830834834	0.519239036614	0.615849662194	0.606650125312	0.651433007911	0.68409677339	0.630673489176	0.636567852215	0.66061599636	0.553773105495	0.589095630821	0.597700976364	0.634257580558	0.657666545269	0.594123040411	0	0.573812582405	0.582926479303	0.543470174608	0.562449307443	0.545436191996	0.529089627077	0.630238051502	0.586083119371	0.55023023754	0.586981581786	0.559914759193	0.615567110684	0.634450808983	0.58533206218	0.554592100087	0.600426839168	0.573045020656	0.558585136171	0.607609999993	0.587993445291	0.547630090808	0.57082960855	0.571126204554	0.551142493056	0.575738976481	0.572060019153	0.578271247452	0.576696142417	0.586526377004	0.598927900429	0.596880226315	0.561586528544	0.588991020115	0.619016739212	0.579845851404	0.596336803852	0.660271596994	0.597022155918	0.63934651283	0.556126446042	0.579948614876	0.633195589944	0.624359700957	0.576825898438	0.664583042989	0.603968532857	0.612185705129	0.55668892506	0.627044449391	0.660602501262	0.598245644537	0.592082001936	0.65412840304	0.595198194447	0.614838798668	0.661299957364	0.624773978473	0.619119134119	0.630455362478	0.655448970719	0.658371709809	0.56369755131	0.577139287272	0.70871735993	0.582509696451	0.560990474403	0.562590380461	0.539108089094	0.704642965496	0.662014896066	0.596013537353	0.61736349293	0.671104583792	0.569138773424	0.613582778838	0.603835675232	0.586283247779	0.644301086141	0.603317341339	0.524919691926	0.607802789819	0.634400462887	0.624025318666	0.567697885001	0.635985084335	0.725119987793	0.626419486413	0.61715827937	0.555863202099	0.587761537009	0.598255121358	0.559854253811	0.540625712951	0.679420683777	0.581621731429	0.603208747792	0.576882249167	0.606741756962	0.588060201685	0.647037206293	0.553659639595	0.604468514238	0.591639241377	0.592816547322	0.557705874071	0.600757147389	0.637234851958	0.582778434137	0.594511221316	0.583190168804	0.577978282719	0.613463357612	0.560134820633	0.567379228267	0.54366864396	0.613252178301	0.60615590421	0.598522601423	0.597048490941	0.615623318103
CS.385	0.623910233016	0.654519561402	0.645836923691	0.654398048907	0.665053998903	0.581643135433	0.612116136341	0.661692639237	0.611240634702	0.628321441104	0.520005757187	0.636710964559	0.5995731916	0.602422238962	0.683758924307	0.665742549011	0.544066405327	0.530753685658	0.608103510646	0.665343853063	0.595492250248	0.547003524742	0.589225635115	0.622332966833	0.520305276729	0.61322368588	0.632025577293	0.66205563043	0.539880557125	0.629455023874	0.690920371217	0.639656001078	0.572754158318	0.549090606434	0.60900501775	0.559992381416	0.661734183527	0.63721434104	0.571417392074	0.554429763801	0.580831065539	0.593335542773	0.51995755405	0.623487815807	0.537679167174	0.642978367607	0.514268876833	0.573812582405	0	0.573715400965	0.473548324751	0.440364194985	0.385125453301	0.472508747524	0.5776813438	0.504584653374	0.49213280632	0.516367452567	0.446706479079	0.59771962413	0.689007049614	0.631894581345	0.569539060541	0.655510712444	0.605696839383	0.634672569392	0.634117253536	0.641748905968	0.579003733827	0.560158480673	0.610513702886	0.582165141913	0.601881479186	0.578166402807	0.618833846166	0.653363835076	0.658499916787	0.637344266095	0.675345359384	0.621561636054	0.663197806636	0.619177670396	0.615013526169	0.664539456719	0.654731107912	0.629428744022	0.672214816488	0.592894653071	0.555760959788	0.645424352959	0.671986334738	0.589980277762	0.72247856248	0.62777146602	0.626412041289	0.620774969255	0.587829756	0.6780944441	0.622194092548	0.642708925342	0.669303166442	0.615464960884	0.636406456081	0.709287525016	0.697603419	0.668104217512	0.619783823177	0.632265325975	0.611930163954	0.551088187356	0.507262951351	0.706276140253	0.526858819307	0.645736833185	0.487699568699	0.579417383586	0.647828609669	0.56437492933	0.633027488082	0.608116504761	0.610003346956	0.500395612468	0.487500252952	0.585931551837	0.53588714877	0.625231401596	0.602130647501	0.522628136148	0.504809819393	0.628379792188	0.661000583357	0.517530969357	0.564655885719	0.686264256152	0.60093981914	0.584326476583	0.50530254807	0.510999399254	0.534810250252	0.471719041576	0.501059846312	0.654321541616	0.493858406596	0.589533356503	0.614271084668	0.660665430647	0.621284545961	0.595296915414	0.636115533733	0.637613446695	0.635897919645	0.635998378147	0.598793353559	0.659272852987	0.651903914551	0.655964690521	0.649458397297	0.638468857005	0.646138223829	0.713782905394	0.61579713254	0.621848319753	0.63127148673	0.683551572102	0.68404420977	0.649359195165	0.677146127039	0.706918645207
CS.129	0.595815477922	0.6079734458	0.644195330111	0.590176008943	0.594674643484	0.554901123592	0.611096617092	0.622556332995	0.604424211844	0.581788581239	0.606336378299	0.605629544268	0.590995120681	0.612401384492	0.618640819644	0.629784589826	0.589766249668	0.557752538235	0.578083241809	0.678443340059	0.613707562147	0.614192643331	0.607876113428	0.631580270579	0.583659691536	0.596208978309	0.577952940353	0.585122327106	0.548105443817	0.631649329603	0.682117592216	0.664610101541	0.576887938453	0.560786466984	0.613745431038	0.586733567552	0.642469314924	0.682610993412	0.60854307873	0.592107650892	0.630350209605	0.595755747305	0.58837707282	0.615187925265	0.623947337214	0.602361261912	0.556420811031	0.582926479303	0.573715400965	0	0.531484614695	0.566031808121	0.555262221413	0.538399109503	0.637505646212	0.56927849945	0.553016706158	0.533309923036	0.552374079817	0.561797320764	0.615007812445	0.60821385715	0.591587700972	0.646270654327	0.5786896864	0.613249831089	0.581381893117	0.600147325988	0.577593062181	0.574061565912	0.603453878033	0.6007294995	0.564110354001	0.645497963566	0.603893608893	0.607962327129	0.603498047707	0.605159033979	0.615075452524	0.576416229609	0.608783424983	0.599692922402	0.589980198771	0.613416321164	0.633124066314	0.584061278632	0.614768883831	0.597596940879	0.565369278259	0.57633437232	0.635032846655	0.570662547212	0.661396451102	0.552656058036	0.578169536356	0.566897975567	0.582666313826	0.680402121899	0.579567062544	0.566046980153	0.587139400195	0.579841356432	0.587235897614	0.663977145921	0.631104961579	0.650160181399	0.562174641078	0.643283963225	0.62549822296	0.624005979363	0.584981859415	0.664940978019	0.574040822761	0.617765559979	0.559459326412	0.519131343271	0.662186236238	0.653997733222	0.596217597161	0.580245306164	0.665263371145	0.56084349541	0.600426553692	0.574131493621	0.582125726185	0.588810218779	0.590667891314	0.571110846081	0.591681047035	0.633804182661	0.640462471979	0.538402250294	0.589592740711	0.722363045174	0.606069803025	0.577421908054	0.572067232604	0.538772709999	0.57859774893	0.578287942615	0.556528435199	0.645947991899	0.577351491587	0.612526790626	0.626768893423	0.609005267942	0.559493267795	0.618683635711	0.623142704413	0.595261658176	0.628791100215	0.588827370231	0.603895478219	0.604840952745	0.653755442023	0.630217071127	0.602152716757	0.584551584254	0.623313961124	0.610375993576	0.608431098536	0.599825374479	0.594386008583	0.612253881704	0.596265052085	0.602997152332	0.586083342438	0.617785284488
CS.254	0.640704209906	0.652646005796	0.637032775928	0.658736921109	0.620066901835	0.621559531315	0.604253019289	0.659832294968	0.605361189111	0.615882358761	0.540245943934	0.626027096836	0.598675691834	0.592226084426	0.681957413265	0.671760059553	0.542779621121	0.493631685923	0.58466864476	0.612025908405	0.639977892728	0.55523842636	0.546463700222	0.631465465549	0.530577916195	0.626034719667	0.640240365028	0.673874772802	0.553711489417	0.621809472948	0.664688608091	0.651295789287	0.564666180182	0.53228749643	0.591023174039	0.512665318812	0.638565050877	0.619699189448	0.556005613868	0.540963196312	0.582192972507	0.600108389375	0.482853098764	0.626569420211	0.524299280625	0.598483206934	0.53051952325	0.543470174608	0.473548324751	0.531484614695	0	0.456566323725	0.44315447379	0.478461918211	0.573898814778	0.493156337636	0.475511763276	0.4878907985	0.475837075502	0.55020220141	0.685490072111	0.606111050567	0.623534439383	0.617672392946	0.616871471287	0.635743529688	0.649680156913	0.630764232451	0.565064190181	0.568255166524	0.614686986881	0.58828381629	0.598092541198	0.596829010464	0.629675759816	0.659178108258	0.666415930415	0.656636757088	0.687426416841	0.584652509779	0.667795777013	0.659104331008	0.601903490145	0.679075894288	0.693328681498	0.643768201952	0.68517569183	0.602908536487	0.545073128244	0.665541133117	0.686856313931	0.603994185352	0.708066463909	0.628918280108	0.6133474534	0.609134752369	0.583327803439	0.65572157365	0.623665725939	0.639012116758	0.666520739588	0.625384112282	0.631842733164	0.727764312317	0.686220150958	0.657131649972	0.613611172246	0.632868797379	0.592750221947	0.570650365467	0.49889148231	0.698313777581	0.512468933123	0.642444952299	0.497944284057	0.56305353352	0.608724661985	0.606459456024	0.634803098765	0.571393265331	0.614881568138	0.474907510038	0.512834481736	0.602678292159	0.498252180146	0.614747716765	0.584395408073	0.540793666086	0.499013299466	0.621238756343	0.668168078637	0.505988594788	0.537414136833	0.659765245672	0.624858894758	0.528231306156	0.481828575693	0.503060266544	0.526706137363	0.462152640021	0.493763076709	0.622540610998	0.503816612274	0.562772724129	0.607227999478	0.660127659772	0.612294356781	0.579815680791	0.640877773634	0.645179198521	0.617809014315	0.642048531493	0.591828304351	0.643193284871	0.619203683594	0.6598256459	0.677266287438	0.617998376008	0.653937261092	0.678007641873	0.606158172293	0.629669913078	0.608429664265	0.689816138755	0.67085174825	0.666293378394	0.662591822641	0.676190418016
CS.372	0.629001881737	0.62828910804	0.62272724815	0.660132319064	0.600187268633	0.611208985765	0.602758052962	0.656272202911	0.586014842902	0.593534434549	0.550113030436	0.607717177821	0.587438667243	0.606754307319	0.663404901101	0.667915553574	0.534105586086	0.530974415244	0.566980005819	0.646117257197	0.618335155789	0.541839002188	0.554382643139	0.633746774064	0.528806978685	0.615401420206	0.618359969605	0.668224789222	0.550050702447	0.645739799961	0.661462696934	0.629298614597	0.580148427837	0.538477690209	0.589116644994	0.499226032499	0.642111696549	0.620900344835	0.527116968101	0.556102924514	0.583188711583	0.567074447401	0.49709921419	0.629636514073	0.53338972458	0.598761767475	0.518550526358	0.562449307443	0.440364194985	0.566031808121	0.456566323725	0	0.429270003644	0.450068026346	0.577762851903	0.494379372383	0.470801383221	0.489638988277	0.457512272489	0.538188988436	0.670832469607	0.610648042348	0.592398410483	0.662255424271	0.612292293067	0.609427906246	0.632895614254	0.635134706477	0.554392596992	0.565026902763	0.603622388575	0.597456769329	0.636106941643	0.582850963642	0.62141106489	0.650456546209	0.655754133249	0.643584759052	0.663464978569	0.602856438671	0.645456389078	0.648630174834	0.610296779454	0.638783315323	0.678624867871	0.621826771392	0.681908894559	0.59502718115	0.543384764256	0.64641823019	0.656278051574	0.605675837031	0.717093175144	0.633141961481	0.61921417593	0.598267709104	0.591950864904	0.696527735957	0.618271557872	0.650841558098	0.666297039455	0.63268770288	0.626210056593	0.681248941876	0.690323932197	0.667336643654	0.620430065287	0.626879639113	0.619388139272	0.543071008354	0.47834554075	0.732648621383	0.522409691804	0.627031311879	0.51878044386	0.57006733374	0.641592422456	0.59882666316	0.621594110019	0.627586142458	0.610961025179	0.476599524337	0.486716450708	0.591937423024	0.524564921218	0.603613104229	0.585340822557	0.536786461778	0.509211126583	0.634737484518	0.654861232569	0.487700566294	0.532358061111	0.673440063072	0.631208542831	0.546074047157	0.46856897816	0.479032194551	0.530436678053	0.444749209866	0.516577611455	0.640802779645	0.484251901936	0.590869672415	0.602902883296	0.657464583074	0.59789650604	0.586827087519	0.636683479865	0.651525730165	0.62546251145	0.611489048495	0.578141547982	0.656349673312	0.646246518832	0.628626687768	0.644419379215	0.620512378296	0.639740761316	0.678499074336	0.608283710876	0.622762669578	0.629624874306	0.679180638299	0.670283806344	0.65479648907	0.642597175341	0.6725491951
