CS.101	CS.084	CS.293	CS.010	CS.245	CS.260	CS.002	CS.104	CS.143	CS.035	CS.313	CS.108	CS.021	CS.003	CS.019	CS.064	CS.118	CS.287	CS.056	CS.067	CS.381	CS.137	CS.360	CS.341	CS.063	CS.301	CS.327	CS.122	CS.367	CS.040	CS.302	CS.374	CS.125	CS.203	CS.292	CS.380	CS.232	CS.136	CS.376	CS.213	CS.378	CS.041	CS.128	CS.375	CS.126	CS.323	CS.386	CS.395	CS.389	CS.348	CS.349	CS.177	CS.369	CS.214	CS.254	CS.129	CS.148	CS.359	CS.256	CS.181	T.CS.048	T.CS.069	T.CS.019	T.CS.062	T.CS.072	T.CS.004	TFS.024	T.CS.029	T.CS.067	T.CS.035	T.CS.052	T.CS.012	T.CS.050	T.CS.041	T.CS.034	T.CS.104	T.CS.114	T.CS.132	T.CS.098	T.CS.147	T.CS.167	T.CS.134	T.CS.123	T.CS.124	T.CS.106	T.CS.121	T.CS.117	T.CS.180	T.CS.105	T.CS.119	CS.082	CS.110	CS.356	CS.088	CS.246	L.034.M1	L.024.M1	CS.242	CS.241	CS.006	CS.237	CS.238	CS.103	CS.087	CS.085	CS.228	CS.191	CS.188	CS.338	CS.233	CS.234	CS.358	CS.187	CS.387	CS.150	CS.078	CS.336	CS.363	CS.274	CS.346	CS.112	CS.163	CS.320	CS.321	CS.223	CS.158	CS.227	CS.343	CS.339	CS.319	CS.318	CS.194	CS.080	CS.285	CS.152	CS.390	CS.253	CS.270	CS.370	CS.326	CS.262	CS.393	CS.145	CS.255	T.CS.031	TFS.022	T.CS.064	T.CS.049	TFS.027	T.CS.066	T.CS.043	T.CS.055	T.CS.008	T.CS.026	T.CS.045	T.CS.061	TFS.021	TFS.025	TFS.020	T.CS.109	T.CS.151	T.CS.142	T.CS.095	T.CS.158	T.CS.166	T.CS.157	T.CS.141	T.CS.152
CS.063	0.706988816884	0.630126111894	0.735238415822	0.636050864591	0.659040987771	0.63172811031	0.60046926467	0.619935898372	0.624155650841	0.635343092729	0.703650562897	0.639549509142	0.586354522807	0.647009756887	0.641847786951	0.548825748097	0.608074997778	0.635194205489	0.575769250206	0.63706128532	0.640532169969	0.681897301013	0.619620998635	0.648669521874	0	0.648343045959	0.673331419227	0.638763110909	0.667945774241	0.633083711001	0.639061916466	0.634345921481	0.618334543664	0.70014836168	0.590757224488	0.698935249061	0.602832058494	0.572866126734	0.599725006695	0.630411783419	0.6227083978	0.584725746107	0.653230657871	0.606134427479	0.655772417545	0.610187398846	0.663212414251	0.624973117707	0.600293602736	0.62318066196	0.636737817178	0.664469635664	0.60594739735	0.613520311855	0.631465465549	0.631580270579	0.657474011433	0.643425685596	0.639398962189	0.623545557211	0.666642585687	0.6766571167	0.635790111807	0.676457582214	0.65951750327	0.668832348393	0.674420708929	0.587330790028	0.665518731561	0.674412304655	0.618469920762	0.706963262207	0.606301581048	0.659918268445	0.688447108497	0.715486187028	0.700696522451	0.728345332351	0.720329313417	0.753040142653	0.696223274553	0.701161495907	0.683953946864	0.676694333319	0.753036089077	0.696990718537	0.696910366075	0.643623865127	0.677880730387	0.681428292076	0.62453801286	0.602027859078	0.667112394506	0.6838814909	0.669535032476	0.665024626877	0.71581251097	0.678792303765	0.70372356074	0.619005589345	0.535762165029	0.646609169546	0.615408739138	0.617931159236	0.624085883002	0.5887131847	0.696949648723	0.679011141104	0.601165871151	0.615105606809	0.643992268107	0.676170006443	0.612602696893	0.629283502778	0.626116199727	0.667441743412	0.640423812301	0.590888314176	0.639024533519	0.592579450966	0.556575669764	0.550272320708	0.627648769217	0.667253720895	0.609175975038	0.540276107249	0.68202667129	0.622680630726	0.654086650837	0.634213896708	0.602393560323	0.714060632525	0.583078100694	0.581725275689	0.651013313651	0.60093637566	0.670168754336	0.649732622547	0.634166195537	0.628664711832	0.658255178271	0.629084544757	0.657562397574	0.630967903538	0.672513367292	0.72408811853	0.670209091919	0.667198302365	0.703658383009	0.7092739657	0.701645736344	0.665217396142	0.691825215679	0.684337800289	0.665480894338	0.671894784788	0.68075961666	0.665215907121	0.723244356174	0.729479126788	0.733442415427	0.730642718841	0.747109723392	0.708845017001	0.671889917391	0.67358023752	0.71677445483	0.681069066134
CS.301	0.637263567523	0.595314580587	0.617652008577	0.741776020503	0.626320919409	0.530641656249	0.614240861474	0.589936701484	0.588263975392	0.61777191343	0.596983117306	0.620809228827	0.535190153846	0.625917824982	0.588321635071	0.568303012505	0.65473796695	0.558005365852	0.583987991243	0.717952359401	0.501551902791	0.487364406252	0.500043531345	0.579778825977	0.648343045959	0	0.655668836877	0.630920491266	0.667069331711	0.646184499943	0.62557297045	0.59266907332	0.556660643877	0.564201807327	0.560833462841	0.501731413718	0.557998905664	0.58290018057	0.561900819041	0.595223382417	0.699756235743	0.61808175745	0.546461505228	0.605096075051	0.502150138655	0.51093258292	0.687820902378	0.556413447861	0.566082557296	0.523384926819	0.538190868576	0.639845029611	0.688268233761	0.60439138971	0.528203502067	0.60377491155	0.644188126296	0.656340028902	0.583393481467	0.571344138455	0.561234008991	0.501289030399	0.615381764315	0.564125741461	0.542384509756	0.524299015327	0.569462011276	0.594951390796	0.550468064739	0.547861276228	0.552590380397	0.683562642831	0.64195115002	0.569708464201	0.5654915943	0.596788887378	0.635739012386	0.586731868129	0.59890343551	0.595279542345	0.590940414973	0.567559456125	0.555484180271	0.574430903099	0.611405356713	0.581860966752	0.596873964459	0.597815106328	0.622225809162	0.617731355496	0.58261197066	0.623505719988	0.682903116836	0.730178405414	0.567190457233	0.616080329668	0.659202706929	0.547120878807	0.619324276426	0.606663218359	0.618224682974	0.594645814197	0.607512122513	0.660918190094	0.575618259495	0.620652249132	0.567948315559	0.595588785125	0.540212274704	0.647031847481	0.618530354741	0.680684391747	0.533739900092	0.527235071419	0.582102625817	0.647742091555	0.539393832837	0.551356654445	0.580323651388	0.70300704684	0.612927723032	0.623291299641	0.517344975399	0.575526295719	0.561193536612	0.622469991632	0.715271069295	0.573698498456	0.628224589735	0.51545521367	0.520456931775	0.664791372623	0.597084191168	0.6577731203	0.504041078326	0.56367834601	0.709346631479	0.583953888648	0.540330815867	0.556638041065	0.589695902504	0.644409276581	0.519012618095	0.513491305122	0.586485083879	0.558151452219	0.562944544927	0.56793670736	0.559245753954	0.605868365677	0.577901909131	0.616545148376	0.570367422077	0.658404599522	0.577715162111	0.557587826971	0.610653252852	0.55945900938	0.573223578768	0.596674267372	0.619959364685	0.659230724499	0.607376597318	0.551536158913	0.544538476248	0.639613492441	0.666872406169	0.558429835762
CS.327	0.59079638001	0.634150745311	0.584587579039	0.640519153662	0.552425818237	0.637943724038	0.624672563973	0.568103315446	0.611885346186	0.573959469693	0.565673292186	0.627692268364	0.613702055592	0.61682749863	0.583913002448	0.620449950601	0.594094034191	0.666778375925	0.673459456891	0.721704396224	0.615523641174	0.599086897419	0.654636710855	0.673832868324	0.673331419227	0.655668836877	0	0.551825558879	0.696595013468	0.606173542415	0.709936474841	0.646633819218	0.648757825876	0.598417736736	0.618725604731	0.600919224601	0.607025697629	0.630958380693	0.645193334702	0.655906740264	0.652300597181	0.644002357503	0.611033814591	0.619457435201	0.595718548627	0.683960133182	0.696440368372	0.67605422096	0.653813061156	0.675178015194	0.669496373576	0.680907140875	0.741104515059	0.653295761854	0.687957796566	0.623903456192	0.675915243671	0.72877711963	0.672296539189	0.669382263984	0.558508374531	0.63713915333	0.63119000748	0.56080894265	0.624687199127	0.597421064591	0.594890039843	0.640550251655	0.580827810283	0.61522481361	0.639195340265	0.69230979003	0.58776369829	0.582031790071	0.600958721344	0.60198541608	0.58715909483	0.640611153664	0.615791705516	0.583325727738	0.562074492882	0.606274565091	0.570533385348	0.569204075847	0.606650876578	0.647923445113	0.577690470781	0.609237938998	0.650142241315	0.651002886517	0.643399662197	0.64126713069	0.677353694575	0.606794057815	0.606658625463	0.582024455142	0.565398921345	0.567762830169	0.575179121823	0.555109299093	0.632602524501	0.587424788176	0.605509105911	0.581874434504	0.607909846953	0.625206983731	0.573362785993	0.64330059694	0.670699277671	0.621576794461	0.67351624974	0.752154184436	0.636036897719	0.604322553246	0.608605618199	0.549498181342	0.607677453134	0.652188203001	0.684168643777	0.721385586717	0.593502606121	0.621519612511	0.611292345047	0.553388675023	0.656984540216	0.61341648071	0.740520957292	0.644873311961	0.616197342551	0.67489767239	0.645655317605	0.731769735053	0.58539865534	0.686152889395	0.606528211237	0.659984403509	0.720873266716	0.659705564199	0.677024079261	0.639945961881	0.669105315435	0.641612956879	0.641530389985	0.643762841251	0.551605778068	0.606356622714	0.564272054449	0.648310310037	0.575285251021	0.582956092012	0.576828296589	0.552483904736	0.611577381655	0.703327306355	0.58085615823	0.618012002629	0.559949230571	0.581670884041	0.575881002657	0.605645311712	0.560731984389	0.580594177301	0.580168439611	0.589692200674	0.589803640664	0.556375130655	0.527053266374	0.575414908566
CS.122	0.513976030353	0.515385555905	0.519373221979	0.634122551362	0.588956737289	0.64413670315	0.534106414925	0.529120735251	0.583814897069	0.513006254106	0.533221577005	0.566834721484	0.630638088596	0.512595349563	0.517875891762	0.566044204128	0.524078787238	0.657442460121	0.664604148623	0.722730284359	0.586361649918	0.604705969496	0.660844562453	0.691304048421	0.638763110909	0.630920491266	0.551825558879	0	0.729587137786	0.513457249563	0.729181581316	0.677425898772	0.683993451536	0.554854924262	0.578256929429	0.591618746084	0.521035028836	0.598381072372	0.684844538379	0.675795508177	0.639612181045	0.628503071174	0.619755153223	0.636465341952	0.593405623307	0.669229760575	0.701461073313	0.654522179972	0.668750902765	0.646442641491	0.667255368789	0.703935322714	0.729725284104	0.65810419251	0.674459686959	0.600614541557	0.698559175422	0.722965733558	0.672059241361	0.661519829164	0.58280513013	0.616236451662	0.620827860243	0.520449018244	0.584986200845	0.615259077834	0.58406453337	0.597872093232	0.576604777557	0.580227644123	0.671128900474	0.705709273293	0.582121627325	0.576741249473	0.5791671308	0.55872177151	0.529360319788	0.5978750291	0.542587982957	0.55109602615	0.541784483394	0.571922925682	0.572831007439	0.49513641013	0.570919315546	0.603475591886	0.54184212793	0.55085677531	0.580949745244	0.577475926513	0.514839307331	0.608208531367	0.689818126683	0.608179353435	0.541396067129	0.586063406522	0.558644550317	0.550026311086	0.509502810135	0.494387581955	0.609451720036	0.527080074537	0.532525216949	0.545053964545	0.500691711953	0.565370069368	0.54276686336	0.691038412613	0.626253606215	0.51743894968	0.669988727649	0.76834500561	0.639245987326	0.640351616772	0.584950118282	0.579880654589	0.610775147889	0.672252136432	0.701536980484	0.733109724992	0.57376034738	0.591341350758	0.62291421271	0.525503243142	0.676898147165	0.59452238076	0.772071273534	0.683211034794	0.639875965648	0.696359645074	0.675601289663	0.759201872277	0.569640772624	0.713961761777	0.570558892535	0.671744021446	0.706397568955	0.664115085517	0.667251349714	0.629479838064	0.68455850874	0.651857808892	0.613279713466	0.634776646783	0.569599682554	0.559814979935	0.533240493061	0.675487035841	0.569469818281	0.53932362514	0.585087577251	0.566790806705	0.640398573561	0.721643696752	0.590150318517	0.634583548605	0.593727582639	0.616912921171	0.551224600949	0.542554087503	0.565119086233	0.597878876382	0.541034294191	0.54029013827	0.566838340293	0.527221867124	0.570974951928	0.554023907586
CS.367	0.774653954044	0.732633031378	0.768269028247	0.721630686662	0.683820438533	0.632318131271	0.71073820709	0.702079429582	0.685582437149	0.728329646749	0.746037654194	0.751160025686	0.61523710139	0.744798607407	0.704612179752	0.722924992129	0.700843154739	0.627344275332	0.643444409387	0.584081678567	0.701356905558	0.703583245453	0.629891600336	0.616203071984	0.667945774241	0.667069331711	0.696595013468	0.729587137786	0	0.727116806962	0.578242179785	0.587488891894	0.573159301455	0.72076244357	0.622811184764	0.725361353888	0.702721737015	0.636082409248	0.566323118835	0.558304034498	0.611054121591	0.657671159802	0.682026412576	0.624136420468	0.67462350171	0.635369478451	0.604901486691	0.638616311727	0.580639545507	0.686040928422	0.641867214172	0.575858508697	0.605751535296	0.632735430355	0.612904755551	0.664584052474	0.626261774272	0.564971581214	0.62604998593	0.628392200954	0.690218569864	0.701142903259	0.670123949543	0.719954660737	0.727820031154	0.689369876168	0.712942950623	0.683427816829	0.709053939141	0.70701184483	0.643792013434	0.616701105576	0.69468814965	0.707883346287	0.722126525457	0.775391985702	0.744746355735	0.774225641851	0.770439256417	0.777977470449	0.750948692846	0.731130727415	0.700509355986	0.737307760314	0.791085625909	0.72319943596	0.728308395784	0.729454968806	0.754863048526	0.772198319988	0.731665884749	0.636712152739	0.603009522893	0.708837471237	0.694552051274	0.689116244586	0.715951270169	0.725987333942	0.761020933507	0.704781894666	0.612583443189	0.705299139676	0.705976039332	0.685891847697	0.717072489043	0.66741523315	0.729881838043	0.617064835543	0.652267357277	0.706116088741	0.584647429263	0.573354139524	0.603627209624	0.59424904972	0.653380834105	0.71588560886	0.650308766369	0.58691289197	0.571244977528	0.584509522179	0.609269337374	0.612262092052	0.638155761372	0.723056349816	0.595648656654	0.632271502039	0.558788566525	0.590469358942	0.641154435238	0.59091405695	0.593306494666	0.582217316438	0.656236691288	0.551007510156	0.723103576914	0.672506417943	0.562612193975	0.60102771885	0.633086115103	0.612324152867	0.590332230301	0.666774866076	0.674060929813	0.618753150884	0.722104017494	0.759267087585	0.711465984485	0.602335542527	0.736191610226	0.734184798157	0.723833076493	0.726402080623	0.687990400791	0.604241889791	0.712804303823	0.691057530021	0.716331587382	0.685676939092	0.760134952186	0.769370482774	0.738376049034	0.724103245736	0.775701517923	0.738549782397	0.720756427531	0.714263622837	0.725781458576	0.709418361217
CS.040	0.538000286545	0.57141463395	0.569778356856	0.663796825723	0.592567442178	0.649834337467	0.566943411252	0.53965278847	0.590775449114	0.56108463287	0.605395689474	0.58087556987	0.627391748006	0.54248501396	0.551311849348	0.560878946559	0.538146212279	0.641808199819	0.663540821964	0.708906710618	0.563665688048	0.583916997196	0.642553139991	0.688980719874	0.633083711001	0.646184499943	0.606173542415	0.513457249563	0.727116806962	0	0.724163005362	0.692635509609	0.691017654151	0.585543445748	0.603699318201	0.602933281729	0.564367049302	0.61266252069	0.676422383978	0.682071885322	0.677652712571	0.624143923554	0.622440139881	0.61779012388	0.580966101017	0.666163485001	0.709016918126	0.656014642175	0.663423362545	0.6245222107	0.650620571318	0.698822878557	0.708573156847	0.636437348267	0.668238023497	0.636903156734	0.696388929712	0.701478428976	0.690406155184	0.673089168912	0.610231378826	0.609824151514	0.612104877753	0.554988422837	0.56702224338	0.63721765655	0.60815156058	0.594807551128	0.583266550792	0.589647076866	0.651144440784	0.692164428553	0.591163347734	0.585621154176	0.598161777744	0.590974713015	0.598391565426	0.628062667144	0.601677403217	0.60691962023	0.595672684992	0.572476476383	0.601270772577	0.561226466471	0.611127965286	0.584158471407	0.583395213951	0.574578853805	0.623077084695	0.600237372835	0.56625936549	0.647680272615	0.686326239255	0.617188799308	0.567664390865	0.604278477089	0.623825124674	0.555725189289	0.530278641734	0.560013953013	0.648179666094	0.55503676062	0.559736547948	0.570383673186	0.574698848657	0.583232222402	0.56263320743	0.679479192526	0.63970978899	0.567758577901	0.668937945061	0.769405994653	0.652040193338	0.622077784663	0.630898932789	0.612387639846	0.639858931837	0.687095584611	0.6909573965	0.717529718192	0.617189058531	0.617061643193	0.643982702358	0.574803208591	0.669103208884	0.619193775435	0.773365905435	0.699181853071	0.655429903996	0.676075287194	0.690128889754	0.76279202434	0.578785195998	0.712872320127	0.598311649186	0.667330400362	0.726770807954	0.669137922055	0.660273476769	0.654566486039	0.680785110439	0.67087758512	0.627121689663	0.659663335743	0.586039744882	0.593293439851	0.571659749917	0.685056580116	0.602407608937	0.597358695981	0.607170948394	0.620861137356	0.633388696321	0.736387537947	0.600981683501	0.609905487484	0.625628831911	0.626229709213	0.586151875327	0.598461153575	0.614555619477	0.643723612868	0.613765479881	0.59778754012	0.620655190456	0.57494385	0.615313623737	0.580057461811
CS.302	0.762619452482	0.731043991296	0.727808032698	0.746068113904	0.667010957624	0.619158937072	0.722092693838	0.690383114291	0.685035377224	0.702336543017	0.739901133994	0.74413600824	0.582362653268	0.73057940855	0.694883075206	0.679533156879	0.717930982631	0.642550927406	0.636337809887	0.615875228499	0.673643912582	0.675924670379	0.600900618827	0.562823999262	0.639061916466	0.62557297045	0.709936474841	0.729181581316	0.578242179785	0.724163005362	0	0.599297026999	0.56225060856	0.717841518434	0.653123102105	0.68650756263	0.691525692572	0.630298473582	0.582128866663	0.580427020277	0.63344394177	0.648992369575	0.665886393882	0.609879796036	0.650770726708	0.623644216146	0.642888753144	0.668443193061	0.558518834466	0.66243410154	0.660601599926	0.637443693282	0.630097853748	0.605600213306	0.619699189448	0.682610993412	0.658412389417	0.590842142808	0.633387847725	0.636218016544	0.673704952779	0.653674318183	0.648145462246	0.702262129495	0.6955550661	0.632899684432	0.685246348429	0.667890228752	0.667883036748	0.686076200877	0.642786660365	0.648029625325	0.673572368054	0.678921565059	0.693183125935	0.752604221078	0.75116310027	0.754656469419	0.743114847261	0.760822002568	0.713482389961	0.689360725811	0.682955531384	0.728690839951	0.767242112869	0.704216333362	0.713171796838	0.723245950758	0.762101350742	0.758437880847	0.729666286707	0.638148875452	0.593518290961	0.704471703115	0.69432900757	0.715150469358	0.727419756573	0.697152709101	0.747129954757	0.678270762194	0.613614255574	0.70478737705	0.693951024126	0.666883248589	0.715327021046	0.668208205001	0.700635075904	0.587112492516	0.661029098017	0.708209864065	0.617147176725	0.556108684445	0.616617258273	0.597809567374	0.655373541558	0.697708560883	0.633652053237	0.600428176006	0.550120361773	0.639328026501	0.62868295802	0.627054541431	0.609845481331	0.704763016223	0.604838287235	0.641738688481	0.621165757808	0.589905751887	0.596329134478	0.57536322616	0.582544067095	0.608149620478	0.650894127814	0.57782264925	0.696092250407	0.635983287617	0.615200676259	0.617984222298	0.659840410044	0.624573274502	0.594616940778	0.683245408337	0.671897441319	0.648381073294	0.69423634677	0.737674874869	0.710780234667	0.598800910907	0.702215949542	0.735669114305	0.681495417226	0.707423099434	0.629721980459	0.574252020008	0.66393059478	0.652813342283	0.692870740742	0.611965814648	0.733435376521	0.75862070849	0.728269275205	0.70387647265	0.758695164856	0.715248805754	0.703121228516	0.698235226129	0.724232510874	0.670474985291
CS.374	0.691646010133	0.659568335551	0.695408294733	0.704026580518	0.626572589731	0.563997530404	0.647874842138	0.619643560331	0.626716135258	0.632917191837	0.670260835993	0.688588316297	0.574881927048	0.672526981856	0.6311921865	0.648526595678	0.655805448784	0.556920043629	0.617129925921	0.624534285062	0.605058121766	0.63344945187	0.546512794697	0.568892999314	0.634345921481	0.59266907332	0.646633819218	0.677425898772	0.587488891894	0.692635509609	0.599297026999	0	0.537983379342	0.622615939	0.573888754549	0.654523208906	0.618801210315	0.573437206374	0.518802998396	0.54124605561	0.610232820205	0.620893417434	0.594397084023	0.553424926435	0.612111975816	0.537793994684	0.597054136789	0.576316693716	0.555785231034	0.623122669166	0.568774206525	0.570015683022	0.609330291392	0.603830227935	0.540963196312	0.592107650892	0.589561521555	0.616323269965	0.54631413856	0.565688938563	0.617161266837	0.627474193714	0.617290308094	0.654840412069	0.642480310232	0.612176882264	0.639098504015	0.614693362517	0.629888339584	0.644855335522	0.616647687568	0.645513347119	0.626337878984	0.634100020704	0.654217744026	0.694019835978	0.677327535613	0.68484386406	0.689793773781	0.69488763144	0.675786019949	0.656615700444	0.632750677321	0.655155359838	0.713363431462	0.671615287245	0.651167063493	0.669588567505	0.699952110976	0.691741051198	0.656926382701	0.586603191766	0.658601987328	0.696605233474	0.642074689029	0.624184791281	0.668226650756	0.635308887769	0.678434053414	0.648716889893	0.581999097278	0.650899631363	0.630715759843	0.650249046262	0.644630813152	0.603214065405	0.660418113593	0.629857426148	0.559316070979	0.645923689083	0.627573534289	0.601266903891	0.551162367545	0.553499084398	0.588309152627	0.635963597212	0.613610052719	0.551074008072	0.564059538961	0.664943944118	0.575283462832	0.605204452473	0.550675970199	0.638919692215	0.564628756424	0.587635618477	0.630768362427	0.545321760268	0.616797209377	0.542498044322	0.517881888762	0.605476935323	0.607189833184	0.576604315411	0.611281329928	0.584119813534	0.608035662525	0.567088970053	0.571147483263	0.549970112145	0.577648468128	0.600852116359	0.571923866224	0.541737842007	0.631565752637	0.677997853247	0.65050833589	0.572004532834	0.661080419796	0.685724567718	0.666364997592	0.651380562117	0.633315165068	0.646444186776	0.658964308933	0.62943118816	0.647068128834	0.619007387332	0.674922919026	0.68799866434	0.680498360125	0.678973496801	0.693205079182	0.647163788363	0.623820486434	0.674644701724	0.6691847178	0.646469085614
CS.125	0.714385370652	0.683980655451	0.681994156767	0.722539153965	0.628261297061	0.510997819574	0.645011148731	0.614296060449	0.624732721354	0.660620534074	0.658722126859	0.700308803771	0.532094176665	0.687922129063	0.624229417227	0.645927467912	0.658979258739	0.553927785118	0.585349124471	0.644701193798	0.57595526561	0.581842276683	0.547412861647	0.496664869198	0.618334543664	0.556660643877	0.648757825876	0.683993451536	0.573159301455	0.691017654151	0.56225060856	0.537983379342	0	0.619286834698	0.57421712527	0.60470766082	0.619193726865	0.560640953503	0.481226515523	0.535376679329	0.614279151326	0.58001110795	0.514613082084	0.553239488034	0.545790698674	0.50040051622	0.582539859757	0.582942890373	0.469515069868	0.557840130136	0.541710097131	0.559106297063	0.595887364137	0.551430151619	0.482853098764	0.58837707282	0.562932869782	0.545144058493	0.501264324366	0.514223849193	0.609540786297	0.578452421335	0.6175376305	0.638175710635	0.622608568276	0.570589862074	0.604834349538	0.6091223119	0.620841444169	0.628657766127	0.551062202779	0.637386611617	0.605784984814	0.604338015047	0.620571171539	0.673372501003	0.681752537781	0.660918127915	0.684050848296	0.686508937982	0.642796661662	0.632258078015	0.608720135908	0.66495117297	0.6786296667	0.623111795808	0.62052846534	0.651251552107	0.709860610274	0.684210830964	0.651133370675	0.605529145214	0.619183804733	0.686756594805	0.595776240129	0.605611658364	0.666811211022	0.620265452101	0.686050848466	0.626284627999	0.590004212973	0.647272918358	0.645579229177	0.637977589019	0.645624403038	0.638545288126	0.653087778886	0.564799378529	0.574054379842	0.68103745541	0.58666375872	0.569320415499	0.470528456343	0.499413364189	0.575889436324	0.619885624128	0.550501029882	0.507100792131	0.525465466997	0.613682072664	0.589463221021	0.592245890882	0.483239488178	0.626694323907	0.466959863723	0.594521078065	0.656287035296	0.507250710087	0.579454384232	0.480528869595	0.484210757331	0.5570387202	0.59674567588	0.567358022807	0.573301710483	0.528384055961	0.591854153281	0.511365003599	0.524145759981	0.479541553959	0.556041014662	0.607107783433	0.534400521629	0.530768442891	0.630021379171	0.662031324512	0.633147525914	0.563548741085	0.629659584155	0.669888857093	0.644043084877	0.622652508218	0.590255116188	0.590018516385	0.639382617196	0.595647678093	0.652947276198	0.561347149103	0.651239325303	0.660105778302	0.645534377275	0.651722558928	0.696327388725	0.623048811231	0.596173311138	0.66437528335	0.662745226126	0.615399426534
CS.203	0.554241327428	0.622969362187	0.536220793655	0.738782518573	0.57649850057	0.611274157219	0.621352394916	0.533854423721	0.600707330073	0.583941770649	0.564630661321	0.650741300102	0.618335848782	0.59045157219	0.508095834608	0.589026010882	0.580765595544	0.628880418768	0.660264712324	0.738469689781	0.4937169537	0.514852776955	0.594103378007	0.639255276458	0.70014836168	0.564201807327	0.598417736736	0.554854924262	0.72076244357	0.585543445748	0.717841518434	0.622615939	0.619286834698	0	0.602352593664	0.490043743676	0.590248898557	0.625762623595	0.621151562607	0.643820129374	0.6858486823	0.640044360063	0.531090890876	0.57635404046	0.494174155348	0.606102001107	0.702550309116	0.642977017328	0.636840667907	0.612779551241	0.594951815008	0.669125188853	0.721063318991	0.612577187382	0.626569420211	0.615187925265	0.668713160201	0.719171455256	0.633012846267	0.627329057247	0.562582780608	0.546841037473	0.602335714702	0.49098432187	0.527234418091	0.5321025139	0.515971375957	0.624568442473	0.498746334412	0.522259208512	0.623978852954	0.657611946585	0.594753286604	0.531484072955	0.524255740413	0.545950146318	0.602649423221	0.587287514191	0.553478267825	0.556297421217	0.537752101419	0.536485947945	0.526759397502	0.557493757978	0.561554860358	0.553121656928	0.528148108147	0.582122606622	0.661316217193	0.631108081027	0.586067600197	0.639605463634	0.690243237698	0.620113953478	0.498285767323	0.537681779282	0.590622800259	0.525298235446	0.545474378067	0.552270072725	0.656107750406	0.560712535835	0.60045573192	0.580036418081	0.604266209817	0.606182187705	0.49048960525	0.586447007947	0.60344346777	0.64028298314	0.673714865353	0.725755072116	0.608031509147	0.548163780185	0.601388810337	0.553632099985	0.564516836599	0.62132699163	0.641158072344	0.746512569146	0.639985081015	0.626909659225	0.573008167699	0.459157026584	0.627361426905	0.639222467363	0.751595793352	0.61437403687	0.590743343481	0.593757383647	0.597573750913	0.70976567526	0.597430355328	0.70407065831	0.483648868721	0.635673537529	0.731569968358	0.635867422229	0.599433745443	0.610862283881	0.642061675658	0.632000531467	0.500501921695	0.594728005059	0.531883609299	0.518657551029	0.510195632578	0.636169609181	0.47393048381	0.544580747317	0.509069493887	0.556806910013	0.519069414935	0.723699474518	0.552975149766	0.539975573735	0.569814842061	0.516866928229	0.527809134163	0.531006166175	0.526399430299	0.545879098609	0.567180644096	0.478214952559	0.532230780462	0.579413913645	0.573711263319	0.543890762208
CS.292	0.609327893625	0.569490160431	0.627946491226	0.672898946199	0.64035849383	0.568868383081	0.537537188135	0.542254403395	0.562790278278	0.548314762985	0.591694676492	0.601060523443	0.575977297541	0.610552632096	0.577216785506	0.56515956221	0.595986672512	0.533390529903	0.569621023777	0.643106560693	0.540967553834	0.577652997938	0.558480193285	0.587077689892	0.590757224488	0.560833462841	0.618725604731	0.578256929429	0.622811184764	0.603699318201	0.653123102105	0.573888754549	0.57421712527	0.602352593664	0	0.600672118167	0.46353620181	0.501729828511	0.567310218989	0.588926118401	0.629828534639	0.561872597642	0.544560693042	0.590023300148	0.55645259045	0.534544402675	0.646100592838	0.545637900652	0.57056433975	0.559124208934	0.555876273075	0.599351178466	0.6088558002	0.578591541338	0.534843443638	0.576651183771	0.617165324479	0.643169188257	0.539093745794	0.537724431742	0.59802971049	0.594879174964	0.599153258916	0.586604412262	0.603142326745	0.605168189753	0.606242450865	0.555545591024	0.623998210092	0.604672197365	0.610549759893	0.645868295271	0.626126637851	0.606716032407	0.610040241607	0.635137874797	0.616538782136	0.619666581153	0.611797827018	0.624626869916	0.619865587789	0.638275597429	0.600936745463	0.602182309832	0.648372590523	0.619356006699	0.611867897682	0.615694827823	0.6267436654	0.627028202256	0.556790519357	0.540452519851	0.649695889195	0.69128547591	0.580669870239	0.608849792305	0.660700199518	0.587336247994	0.561228879212	0.585512396762	0.525762021784	0.582714082372	0.538965381906	0.630259332074	0.557223544097	0.571677187007	0.59509537551	0.632831656679	0.545033242504	0.511301781892	0.606215603989	0.667152428834	0.528770474821	0.556842802969	0.526553971971	0.623577922118	0.570720112794	0.547201276086	0.612000106691	0.674150885756	0.515246683125	0.561792092003	0.508432781901	0.615867625792	0.559238026743	0.569900032079	0.67178138156	0.58966707686	0.636451429731	0.569934119689	0.544100367129	0.645699243688	0.542665935584	0.575489890561	0.558114992486	0.562766314111	0.648592736037	0.522327798823	0.546128983121	0.547706320025	0.584746589647	0.590982669237	0.553953850192	0.544850763623	0.616789291402	0.609458904666	0.579026663304	0.614403438875	0.621565663321	0.619448338933	0.635842646045	0.607240864108	0.639712222671	0.657414153685	0.622213421468	0.630151044598	0.622258125817	0.624370189504	0.615570581119	0.615819690121	0.639619530884	0.680196581984	0.635265937183	0.61183506128	0.598703293402	0.636053140578	0.658190849865	0.602742200485
