CS.106	CS.265	CS.009	CS.091	CS.038	CS.098	CS.280	CS.017	CS.021	CS.005	CS.092	L.002.M1	CS.101	CS.011	CS.019	CS.335	CS.365	CS.077	CS.066	CS.073	CS.117	CS.122	CS.161	CS.381	CS.058	CS.290	CS.118	CS.341	CS.287	CS.063	CS.375	CS.236	CS.128	CS.213	CS.380	CS.203	CS.374	CS.232	CS.205	CS.125	CS.376	CS.282	CS.292	CS.041	CS.224	CS.166	CS.348	CS.182	CS.183	CS.147	CS.359	CS.178	CS.268	CS.129	CS.256	CS.395	CS.389	CS.349	CS.369	CS.323	T.CS.004	T.CS.089	T.CS.048	T.CS.067	T.CS.024	T.CS.071	T.CS.016	T.CS.085	T.CS.014	T.CS.040	T.CS.020	T.CS.019	T.CS.080	T.CS.072	T.CS.058	T.CS.111	T.CS.117	T.CS.124	T.CS.097	T.CS.108	T.CS.177	T.CS.091	T.CS.100	T.CS.105	T.CS.092	T.CS.120	T.CS.106	T.CS.112	T.CS.178	T.CS.131	CS.088	CS.015	CS.103	L.024.M1	CS.087	CS.246	L.034.M1	CS.241	CS.356	CS.006	CS.238	CS.242	CS.085	CS.237	CS.082	CS.044	CS.188	CS.234	CS.191	CS.189	CS.151	CS.345.0	CS.207	CS.363	CS.212	CS.308.0	CS.304	CS.311	CS.338	CS.228	CS.319	CS.163	CS.152	CS.227	CS.080	CS.112	CS.322	CS.343	CS.321	CS.331	CS.285	CS.318	CS.223	CS.339	CS.361	CS.270	CS.145	CS.255	CS.393	CS.326	CS.370	CS.262	CS.390	CS.253	T.CS.031	T.CS.043	T.CS.045	TFS.027	T.CS.036	T.CS.008	T.CS.055	TFS.025	TFS.021	T.CS.049	T.CS.061	T.CS.066	TFS.022	T.CS.064	T.CS.026	T.CS.142	T.CS.141	T.CS.166	T.CS.158	T.CS.152	T.CS.109	T.CS.095	T.CS.151	T.CS.157
CS.376	0.629988470765	0.696822014035	0.541918766906	0.575236441227	0.644378016819	0.68774603669	0.686518119572	0.678211234635	0.525609261062	0.687984403573	0.685802576893	0.595402019799	0.697425432545	0.664330776277	0.622621867051	0.600392235151	0.64061489568	0.619752876011	0.679421622167	0.654826474834	0.64860925697	0.684844538379	0.520531465483	0.580311703718	0.57830751163	0.500174038407	0.659043876022	0.53702144693	0.533217257688	0.599725006695	0.542375451794	0.639025250538	0.546117187558	0.50392704903	0.61313647718	0.621151562607	0.518802998396	0.613648675992	0.543462679948	0.481226515523	0	0.519002151678	0.567310218989	0.599226164422	0.623918310103	0.574632578737	0.569916846269	0.537857100053	0.548175079804	0.473771774746	0.585235149916	0.606650125312	0.609888414848	0.586733567552	0.537631198048	0.585255203686	0.494583165903	0.544363629892	0.583191203692	0.513982706488	0.569211688091	0.594090731114	0.601786901474	0.619456836248	0.580075406197	0.638373817906	0.566038795781	0.59936099142	0.615468124612	0.641141021668	0.699296710771	0.623484584622	0.578413078619	0.633807970257	0.61936582078	0.641202209687	0.647692602658	0.672987522155	0.697209043521	0.693969075166	0.681159110049	0.686613760755	0.697783100457	0.704017813547	0.689323969862	0.62274305427	0.70801401951	0.609956168771	0.67917016208	0.647443687943	0.67073585828	0.697109494702	0.632231703167	0.683449572889	0.621439091513	0.632717093659	0.624467535754	0.679263436708	0.620667069642	0.629743842688	0.633541336762	0.630290771033	0.647831730152	0.592645973556	0.662275420941	0.599676812977	0.602507257251	0.588040998948	0.656376144207	0.592951095734	0.59095853377	0.601429022025	0.580930444411	0.477571767701	0.5685434233	0.577613485607	0.623783547401	0.632569334778	0.586097094775	0.630549401057	0.473592180107	0.580676253435	0.596128255034	0.63039015962	0.585989583956	0.56858087459	0.505884470171	0.502693152609	0.635791527404	0.56878009585	0.55620877554	0.487000541547	0.502468855322	0.573214717324	0.575210392154	0.515464649221	0.563996941432	0.508852315564	0.597870307891	0.52270433209	0.529042644829	0.53222310164	0.537593227679	0.606527081536	0.623544438063	0.637029129015	0.622699913812	0.627991737251	0.641295332598	0.586382744478	0.633767823919	0.577024847723	0.639571602516	0.536855338111	0.586483997055	0.681337483771	0.656256360482	0.626604949418	0.633141673591	0.653000293029	0.662645899991	0.618677193342	0.641497783378	0.624732749806	0.687659031599	0.705642378323	0.659824632285	0.654894508668
CS.282	0.646956862494	0.702566775255	0.581994844945	0.602440802764	0.709110439488	0.713393169076	0.702110579932	0.698515197329	0.581361826243	0.695782217174	0.697221577942	0.645048195323	0.73336312711	0.683194899289	0.659407357316	0.605304866324	0.626081368285	0.655426285317	0.702628405563	0.689223181195	0.655164253653	0.698012805739	0.560645976568	0.594249645097	0.60335031563	0.501712916693	0.669853448816	0.523022369857	0.571461863508	0.603270944158	0.575724851908	0.630821767852	0.557665046343	0.537330417283	0.638486202017	0.628589054668	0.550817982949	0.632317360419	0.523298972232	0.480710552285	0.519002151678	0	0.576911081107	0.619172616312	0.621174658827	0.542786184878	0.587984595732	0.536379851773	0.55149993204	0.509210889594	0.597616099466	0.634257580558	0.605175400455	0.623947337214	0.531858564394	0.589911004514	0.523762015913	0.555229118132	0.593833055882	0.514641308279	0.58438098802	0.601303168751	0.648181009346	0.635450908609	0.625232917656	0.640861455445	0.599157674844	0.634960526698	0.626329043217	0.67843858551	0.740361125532	0.626072415992	0.626540800732	0.664661394626	0.650759633631	0.687416662333	0.662523453554	0.69088488009	0.714239615732	0.716899549047	0.69473287809	0.722730686464	0.716050114796	0.722310391537	0.702491518287	0.648665994503	0.716752445154	0.640309948988	0.670901655589	0.659820865982	0.716795282139	0.712032124175	0.654156436549	0.712425527257	0.672186963613	0.626927644945	0.641279994235	0.709418809854	0.668354664946	0.649635314488	0.670059421554	0.663703871175	0.67583855954	0.573929006044	0.65570333583	0.62757651043	0.589796982939	0.614180502706	0.66673928314	0.584895183541	0.580870997733	0.620818465965	0.596855454461	0.512780033099	0.618390719376	0.604265627051	0.623329454208	0.639406111349	0.57749390911	0.63985208919	0.482596634283	0.606385493289	0.621731221584	0.64548075673	0.612756478426	0.587402726693	0.504767368351	0.495633828635	0.650991959602	0.561097830486	0.579959932729	0.443730217451	0.498626489992	0.593900450856	0.560362887215	0.536506763429	0.583254806946	0.537766360658	0.605864058451	0.521720031764	0.560833385565	0.601867235635	0.51836550048	0.642595171729	0.66883205128	0.649929099991	0.659324965824	0.662307415887	0.679738613948	0.618494833656	0.66733922471	0.599138523088	0.664764188388	0.546912200467	0.60374488639	0.698982421727	0.684721397444	0.6745029621	0.660732081784	0.670315075129	0.700809553911	0.634728331064	0.652437603456	0.653175014114	0.688527179229	0.725741216468	0.679102251474	0.686146790911
CS.292	0.542051934943	0.623203923948	0.578433419139	0.573454641443	0.647880252351	0.582706999288	0.629496186629	0.616265031303	0.575977297541	0.587546139732	0.584947725009	0.631015426765	0.609327893625	0.581317207233	0.577216785506	0.657871323564	0.587970212286	0.590719917302	0.59516618724	0.631358112029	0.580931742101	0.578256929429	0.580003635292	0.540967553834	0.511169375414	0.583978054916	0.595986672512	0.587077689892	0.533390529903	0.590757224488	0.590023300148	0.611278348595	0.544560693042	0.588926118401	0.600672118167	0.602352593664	0.573888754549	0.46353620181	0.630707274045	0.57421712527	0.567310218989	0.576911081107	0	0.561872597642	0.690536607928	0.566938711309	0.559124208934	0.53167679057	0.600979940479	0.568380242013	0.643169188257	0.570762707039	0.562597236873	0.576651183771	0.539093745794	0.545637900652	0.57056433975	0.555876273075	0.6088558002	0.534544402675	0.605168189753	0.602984244115	0.59802971049	0.623998210092	0.577104174845	0.618337443629	0.56573350912	0.618436420147	0.593510805152	0.58781738702	0.631415555785	0.599153258916	0.62304036698	0.603142326745	0.601698872091	0.620518631758	0.611867897682	0.602182309832	0.648496393272	0.630001207106	0.620022908674	0.634544854597	0.638526208786	0.6267436654	0.647021630548	0.61130604508	0.648372590523	0.624261036218	0.605562019588	0.624601100699	0.69128547591	0.642204438533	0.538965381906	0.660700199518	0.630259332074	0.580669870239	0.608849792305	0.561228879212	0.649695889195	0.585512396762	0.582714082372	0.587336247994	0.557223544097	0.525762021784	0.556790519357	0.599209197538	0.632831656679	0.606215603989	0.59509537551	0.568748039954	0.555085160723	0.649566340642	0.600978506984	0.547201276086	0.643702342996	0.568704560632	0.63932531157	0.571143051772	0.545033242504	0.571677187007	0.569934119689	0.561792092003	0.558114992486	0.67178138156	0.542665935584	0.515246683125	0.56419129984	0.58966707686	0.615867625792	0.494860640821	0.575489890561	0.544100367129	0.559238026743	0.636451429731	0.601377705096	0.522327798823	0.553953850192	0.544850763623	0.590982669237	0.547706320025	0.546128983121	0.584746589647	0.562766314111	0.648592736037	0.616789291402	0.635842646045	0.622213421468	0.621565663321	0.579614922297	0.639712222671	0.607240864108	0.624370189504	0.622258125817	0.614403438875	0.630151044598	0.619448338933	0.609458904666	0.579026663304	0.657414153685	0.680196581984	0.658190849865	0.598703293402	0.61183506128	0.602742200485	0.615819690121	0.635265937183	0.639619530884	0.636053140578
CS.041	0.573420283191	0.688949008475	0.595514291737	0.635168402225	0.621293085833	0.642084985517	0.688477680879	0.638533562216	0.577495815264	0.653921671385	0.64321252036	0.677281846309	0.669028435861	0.656082249126	0.606276820194	0.672929956953	0.631159216721	0.625284353695	0.634658206279	0.603085430092	0.587416665912	0.628503071174	0.58822832581	0.609045754332	0.548406630579	0.611365080852	0.555383648541	0.59588877994	0.61294236171	0.584725746107	0.605359350596	0.608768780582	0.603553875829	0.619514429785	0.645338186319	0.640044360063	0.620893417434	0.581881457388	0.665747177533	0.58001110795	0.599226164422	0.619172616312	0.561872597642	0	0.706364224622	0.611348030752	0.603044691221	0.601314267677	0.628044505139	0.598004296234	0.678355143092	0.615849662194	0.605064450454	0.613745431038	0.618684957859	0.601133643426	0.610253955472	0.603293235785	0.605841429958	0.608752806452	0.638448675458	0.624260401577	0.619030731047	0.627560843759	0.602246155445	0.638419033049	0.620186691195	0.631246416293	0.621794232292	0.646494131133	0.701348039261	0.58461539311	0.641851008643	0.621045187102	0.640563143423	0.662231312345	0.67888989674	0.662148788613	0.686739719009	0.722289687309	0.678629039463	0.709892852785	0.678218457972	0.686983959113	0.683594233523	0.641285742046	0.727241561786	0.624915150916	0.670930811052	0.674140689781	0.663473409257	0.66266264534	0.598428396377	0.702713766563	0.616999088479	0.637106535563	0.649599859789	0.67480094951	0.672741354252	0.61775155275	0.642824442452	0.63741111212	0.593123932038	0.562754570555	0.618838871234	0.605888936804	0.657194061466	0.642693877027	0.644080648742	0.635465195265	0.593858302031	0.654919247015	0.631516827299	0.575672015857	0.636604914865	0.581114289451	0.623766645324	0.593124453381	0.600840488243	0.572119608545	0.607680920997	0.570525047478	0.616110214667	0.698180342819	0.519354458071	0.522271536782	0.616793695597	0.633129679963	0.649466346531	0.609000337228	0.609034790506	0.607394388372	0.585399340128	0.645553880494	0.604448835678	0.578749034065	0.616708215117	0.621288844374	0.584933261826	0.6077738079	0.583966888651	0.613356499374	0.617618533822	0.672798571039	0.630461820086	0.645576235397	0.627237881936	0.650405818827	0.639991681544	0.621965249892	0.631431634839	0.637743221315	0.657365024192	0.627620636318	0.650166468377	0.692707680854	0.681564772195	0.646518130396	0.632310207852	0.685407479275	0.687582988523	0.654480825287	0.659847567304	0.637714140452	0.706540521465	0.700621919729	0.692639838279	0.661510652036
CS.224	0.738411882398	0.782217770551	0.642796401354	0.657047273827	0.727361790971	0.782481103133	0.755003291566	0.747324431172	0.672671517811	0.764691881125	0.770399667719	0.681312303302	0.785651514839	0.759118151709	0.73758629409	0.613327469163	0.721121212034	0.73495583899	0.723656844748	0.713147578538	0.723758407824	0.758725139084	0.635973163467	0.724121855022	0.696473276015	0.603700602592	0.712509904136	0.628062608858	0.662054283607	0.6948106171	0.661303083911	0.720606416614	0.685451178809	0.618319945822	0.735368172264	0.737466442463	0.624012694137	0.72352069749	0.579395264151	0.625553837121	0.623918310103	0.621174658827	0.690536607928	0.706364224622	0	0.659127316305	0.715155645704	0.678217905404	0.618758549649	0.637367086596	0.595986127376	0.722257285337	0.690748197721	0.682117592216	0.619532150696	0.691279776903	0.657880494591	0.684892934282	0.661026182424	0.676101339965	0.712959093211	0.713803852962	0.706723786983	0.733753857512	0.725460840992	0.74793140248	0.712200654898	0.745751260841	0.729429057664	0.744695713465	0.767822318949	0.691275525732	0.684212492526	0.755654700988	0.731200604393	0.751338910195	0.73062311565	0.76935562008	0.78885143587	0.780729407788	0.781289162209	0.776335012062	0.780552892153	0.786220316174	0.779178497278	0.732002068475	0.78514558245	0.713703835548	0.768433036537	0.740567080829	0.735115573726	0.756621347958	0.729104958783	0.747854424525	0.710426757832	0.732083897088	0.726567744248	0.758455643178	0.671113819034	0.721713764458	0.707397314565	0.755119080333	0.749412057838	0.621272735249	0.758992614812	0.728919779906	0.685638315425	0.639263816486	0.766027488832	0.671131294282	0.70900926691	0.636238614162	0.618465760103	0.641703011226	0.642862879742	0.681250283053	0.6663969428	0.722548463518	0.694331902842	0.688631405484	0.636700601089	0.666124364968	0.737415432909	0.576155658621	0.666415230256	0.682527847485	0.606035645886	0.555298489428	0.733533236736	0.710292089637	0.60979418928	0.620767676361	0.609967713298	0.68136143269	0.659432988997	0.649328334164	0.701975262436	0.66270322833	0.693440955654	0.648461528025	0.683566171127	0.653320271412	0.623313359694	0.648255909349	0.73296485776	0.740495440691	0.723628770729	0.755787045486	0.745385720093	0.706861373072	0.735955329739	0.693021069317	0.710830730395	0.640452258841	0.709014639772	0.765511926228	0.77415938034	0.757265160945	0.66233268889	0.730353722531	0.735598810251	0.722184186904	0.74068392715	0.733945917797	0.780047215074	0.776785138885	0.742949155101	0.736422090129
CS.166	0.657891613626	0.67993284431	0.618463534988	0.616915953548	0.699967761264	0.692169160514	0.706826340424	0.695507232658	0.629425717061	0.696405418836	0.677152690038	0.63502583263	0.709112391928	0.680903363471	0.663900503698	0.632695505162	0.661018782091	0.645783511597	0.688360726391	0.689100891522	0.653489879441	0.688881937962	0.620655516661	0.573219225511	0.556133594764	0.544401746243	0.685878508936	0.55626846902	0.528386001435	0.650531832795	0.613206436576	0.671090560276	0.566239238749	0.59473476237	0.628816867673	0.658533872987	0.603702550131	0.608472178976	0.605172611144	0.559767759655	0.574632578737	0.542786184878	0.566938711309	0.611348030752	0.659127316305	0	0.552616082911	0.521188021696	0.544413524128	0.5535937385	0.649060374141	0.586083119371	0.540270983943	0.56927849945	0.531115737678	0.500099467383	0.546691522932	0.446812259239	0.562648361493	0.487411233827	0.61445292506	0.602287843904	0.67088124987	0.669514572454	0.612777945804	0.656303212179	0.596565149472	0.65855207563	0.658406629711	0.685899978719	0.732518254731	0.626987624325	0.607330350395	0.636027274546	0.620881169198	0.678333929626	0.679488456872	0.668027162629	0.708668496117	0.707466616123	0.677682366471	0.704428750446	0.697995184917	0.704010671334	0.683983748183	0.668007423256	0.715444685971	0.648984351746	0.659145973553	0.668583540645	0.733640437671	0.73088318461	0.642532235157	0.718356900459	0.691512244926	0.640544866472	0.659899161077	0.701494711344	0.71671248093	0.681501857173	0.67542873369	0.657045535672	0.659908417471	0.621206382819	0.649740361916	0.654234144026	0.633789204177	0.66748923825	0.669062875787	0.635380499873	0.604379260076	0.685712927836	0.609802187764	0.506495040355	0.6618462897	0.651554293749	0.643046514224	0.652094458455	0.561480657573	0.62951035229	0.538810595249	0.652778658026	0.608909515251	0.690465822532	0.621367373627	0.604450805568	0.537927203324	0.595085955567	0.685508697002	0.548239717003	0.624458197751	0.540577861267	0.5190476826	0.645173338367	0.625245080341	0.503320525275	0.564693146165	0.558995745217	0.606937238439	0.568247029743	0.495039186838	0.575393524827	0.482673391972	0.620087428749	0.665653668136	0.677617335377	0.672566931398	0.68494115742	0.682202813514	0.662376054352	0.676124640548	0.656090446741	0.685684259796	0.627609153964	0.624333441643	0.695712681242	0.681466694626	0.645780739077	0.629481817861	0.712993358477	0.724841533041	0.671722930058	0.67733478346	0.681110751494	0.699996078441	0.709204314921	0.684720655456	0.706681034766
CS.348	0.593645540642	0.591512541078	0.607911464799	0.617058050893	0.681694081424	0.594419956199	0.621268593738	0.644520790178	0.573260596917	0.604827915448	0.591738472776	0.653036746794	0.636670472026	0.574562058113	0.627606690368	0.677670377276	0.600873877704	0.608532878169	0.676514949539	0.677719825537	0.648469994624	0.646442641491	0.599445877445	0.508319100539	0.563637503698	0.571828542445	0.647306322215	0.592153645781	0.528615182425	0.62318066196	0.611770889177	0.655553885137	0.554103426249	0.628656606352	0.55953704083	0.612779551241	0.623122669166	0.56117935961	0.646658446815	0.557840130136	0.569916846269	0.587984595732	0.559124208934	0.603044691221	0.715155645704	0.552616082911	0	0.463012859883	0.6400865525	0.55952056759	0.653730303789	0.566464846508	0.574140768835	0.589003985503	0.563477414658	0.532394976746	0.534539372106	0.490888678618	0.605328962834	0.483907546391	0.595132294061	0.572704079991	0.587337483424	0.623994632008	0.565348643588	0.590527252049	0.520379967706	0.615902113791	0.585687130334	0.593877191467	0.615764637435	0.630464666062	0.643742863097	0.558883207292	0.618436214514	0.629009170929	0.629180036845	0.603545466018	0.623380622694	0.624607291217	0.614774148156	0.611630526489	0.618832927686	0.621111852251	0.625679667689	0.602956737433	0.625367801141	0.600586467939	0.570194863412	0.596614534192	0.725450082757	0.66480691354	0.604293944958	0.686631349795	0.679567810426	0.58960033373	0.617453123746	0.623235917098	0.706556446768	0.620867466392	0.624129043147	0.591761546499	0.578501842509	0.602913623146	0.586056504836	0.636071468649	0.638070430235	0.615535230703	0.612583758546	0.617965473549	0.524824471492	0.698518632484	0.621033943615	0.555616926759	0.65841460535	0.657429705455	0.657594535469	0.641454159326	0.54241149201	0.615559182796	0.548912244392	0.631311395788	0.527450617936	0.722920994617	0.592931177155	0.610648919013	0.604174480422	0.622788692082	0.633713747981	0.505682543755	0.653409858063	0.574228143864	0.553789510139	0.658994901184	0.64349711297	0.549440726036	0.515354164266	0.51067671212	0.623780158185	0.549428123055	0.505388450306	0.595028562107	0.550841667576	0.693342383409	0.622976820471	0.634553468068	0.646781364915	0.626411312271	0.593189163544	0.626563127267	0.609814490652	0.629254526841	0.668515052003	0.61858620813	0.600040884286	0.618864686976	0.61003353215	0.589441235189	0.662629687853	0.689980226209	0.694834731935	0.605414430725	0.602774233074	0.620007420884	0.630791318572	0.650773413927	0.647033175043	0.639737490046
CS.182	0.594057387406	0.601330962779	0.595569404944	0.583622127646	0.666298486257	0.60339492013	0.610717754627	0.646849261636	0.54540483404	0.603862358106	0.593766486815	0.626083861953	0.64738175218	0.560189068913	0.594311639273	0.66686978894	0.582937152503	0.582770324211	0.659368625561	0.664262720673	0.606350831452	0.621759714694	0.588084224416	0.499357998065	0.523083562433	0.532719992056	0.646976873859	0.548068184026	0.506855336625	0.603842579771	0.56822215083	0.649329958272	0.495975608191	0.570059882042	0.542743767256	0.610886345803	0.576709983524	0.518044528195	0.581237845562	0.490262326011	0.537857100053	0.536379851773	0.53167679057	0.601314267677	0.678217905404	0.521188021696	0.463012859883	0	0.619944494796	0.505430285294	0.605818780436	0.529089627077	0.546566888312	0.538399109503	0.492712809159	0.493239296226	0.486753775543	0.454152092503	0.595568366411	0.422433776752	0.53471936072	0.516075511213	0.578141257092	0.563612017959	0.527405789565	0.555651838468	0.518431216994	0.567006061577	0.558590753126	0.576349693398	0.634766121424	0.588583389034	0.570497385145	0.537654540834	0.568027895538	0.590580392977	0.577804406844	0.586478915914	0.610750797527	0.595508207214	0.59514850551	0.590899099869	0.62098234792	0.629940215729	0.619226144357	0.58182673121	0.609312873443	0.576597536548	0.564727536869	0.566582885311	0.706710387461	0.675649610617	0.599129970373	0.654604875475	0.652314146881	0.546470165252	0.612005775442	0.617623643221	0.664093510399	0.600340713359	0.590930783352	0.558559283244	0.577539277151	0.573533517306	0.567964279675	0.591877968973	0.589772569296	0.61073443547	0.590572180482	0.578536604534	0.533767376402	0.700088817556	0.603718120711	0.513340822418	0.616446972365	0.624330882288	0.637448787863	0.618628791592	0.532306532768	0.620603782812	0.49902937907	0.608093214058	0.488537428718	0.711973887659	0.576183324903	0.598013943022	0.545694755159	0.552343889806	0.603369191038	0.490512011009	0.628924832419	0.502840449056	0.472929495732	0.623248874457	0.599260945459	0.501994129154	0.476348358042	0.495087556571	0.611972662166	0.486753281391	0.494701424197	0.56107538419	0.491042028508	0.664345000576	0.592563665464	0.605825545649	0.602331792136	0.596452161087	0.586190592917	0.584518356949	0.586350414981	0.55539073572	0.616827932463	0.579206688983	0.540722781662	0.608299248651	0.590320942768	0.541089280975	0.622184384256	0.629734837333	0.649562880249	0.541689205299	0.553509620577	0.548079399393	0.58648652143	0.628010461394	0.604357077227	0.613320819998
CS.183	0.688436639849	0.746438636878	0.609839805315	0.642720142074	0.716447156377	0.757410251188	0.762900913484	0.73670031594	0.637184569475	0.745878871215	0.735375067333	0.642472842789	0.769111583243	0.729391799538	0.697482935671	0.580122872564	0.703963565386	0.699257115362	0.725595326098	0.692599488219	0.711404734858	0.737095186534	0.589375623471	0.656991382574	0.60991718063	0.567167462354	0.714795350136	0.588340965504	0.569657327204	0.635779111727	0.612578362002	0.667640299913	0.61709477676	0.59381656703	0.703215204467	0.705048992714	0.579335016591	0.67868692002	0.591258773491	0.566036622524	0.548175079804	0.55149993204	0.600979940479	0.628044505139	0.618758549649	0.544413524128	0.6400865525	0.619944494796	0	0.567204582222	0.615928187566	0.61868299801	0.580572479267	0.635881359639	0.563277787937	0.574332652262	0.546305010637	0.591853823491	0.520523466048	0.583685120451	0.682084745571	0.670581100209	0.677125012416	0.711880595103	0.663926201888	0.715008489681	0.663970534624	0.706304286748	0.681973667627	0.732142467049	0.769764013678	0.650318400893	0.641292112721	0.709741040564	0.671187473974	0.734451795741	0.736772886102	0.72577891715	0.772301653482	0.771768768585	0.745000936059	0.76766384153	0.754263349789	0.75745525859	0.737507364212	0.70686201744	0.779026360263	0.697333566765	0.743628244035	0.733362604548	0.717333760771	0.768738122096	0.677945643681	0.749716628547	0.698258931188	0.682373057046	0.685426892674	0.758470836284	0.689305861277	0.709675634634	0.701909866746	0.709965056868	0.705958829858	0.572321787377	0.706559254392	0.704168410192	0.623928014789	0.627829402315	0.729467153899	0.632518511148	0.637238375719	0.62281739994	0.583652330662	0.539978396432	0.657311170602	0.617244534893	0.652924795175	0.684201097327	0.611859006052	0.642471982611	0.572910996171	0.637174370625	0.673387486327	0.563378279114	0.63737684609	0.589453655615	0.508273359135	0.582381565239	0.719547285301	0.613030780276	0.539765612627	0.546844060706	0.541073809012	0.677269223189	0.596564574642	0.560974164664	0.645193205634	0.561585737174	0.630856458135	0.607485272742	0.55134318734	0.602697243166	0.573072906784	0.577001367933	0.700013671418	0.709702206891	0.72884181732	0.721715427775	0.705405738207	0.682380641943	0.72058519023	0.679701515668	0.71404396268	0.633284029545	0.67953443513	0.750632153822	0.734730607931	0.712128218034	0.635614537929	0.752905049991	0.739026423726	0.7189869363	0.731526270762	0.721768853308	0.763421609475	0.781420574871	0.756658020101	0.735704357451
CS.147	0.646193131268	0.696249868933	0.55730589417	0.573978393442	0.648355647868	0.687775605937	0.66990029022	0.684138392878	0.55770158467	0.673768849526	0.694576948337	0.625095818803	0.696471874484	0.654480367107	0.635693635669	0.594119927913	0.646654284273	0.639593693846	0.675829247534	0.651009729519	0.65482115591	0.673447563983	0.548071658145	0.584782552529	0.555736156909	0.504695286308	0.670190920188	0.529694918796	0.540085925012	0.627793964761	0.559798016002	0.65332186354	0.543038749535	0.5008025496	0.632651911689	0.647323029438	0.548799639965	0.617103788518	0.528469150911	0.480804526923	0.473771774746	0.509210889594	0.568380242013	0.598004296234	0.637367086596	0.5535937385	0.55952056759	0.505430285294	0.567204582222	0	0.55671423917	0.620418617401	0.584666822445	0.572373942419	0.501800145764	0.545223786546	0.482800841268	0.533288497343	0.559447134903	0.499126420735	0.578329770192	0.583990370634	0.622819852022	0.618873599525	0.595697772666	0.641520559728	0.564692484862	0.612824413049	0.644193863588	0.648294203458	0.7080412966	0.611838571375	0.57114359941	0.633937685376	0.616567602882	0.652362220881	0.629138576286	0.677084927913	0.683526727898	0.69806236579	0.667965930417	0.681156747977	0.704219586883	0.700803182994	0.690982965932	0.628975995474	0.693513072752	0.617449264353	0.649634130316	0.633202301783	0.682122983643	0.711998392985	0.621009156561	0.684310283641	0.643961460503	0.623127495627	0.62699417533	0.66872262707	0.632901701622	0.616018630169	0.621796942873	0.641455948217	0.644762405872	0.586602788624	0.663308498599	0.618110217571	0.603542935017	0.592840811971	0.654418359546	0.582030553106	0.607668244088	0.624543078677	0.571681078319	0.505719552259	0.567157944203	0.593971967035	0.657320739191	0.620275220237	0.580477964785	0.614190210768	0.504378723901	0.592936268801	0.614802883291	0.636738056466	0.577667675045	0.583211319913	0.496228949835	0.513891172051	0.642782123558	0.564199515591	0.573622239636	0.493751645263	0.506508306733	0.574235411692	0.540712302734	0.513433041631	0.558182633471	0.509681908413	0.638590083775	0.48010724909	0.526378668899	0.529489176708	0.531410143949	0.572667181189	0.625863009605	0.655447385521	0.642726328599	0.641931234573	0.657241628873	0.611061162198	0.632883843538	0.597372959226	0.63804320367	0.55342687253	0.603510135993	0.673463877077	0.664879671673	0.624333817932	0.607627903188	0.680410066725	0.684026037714	0.62615798276	0.634872795163	0.63633443912	0.668229417845	0.690998264036	0.654185198682	0.639320152769
CS.359	0.692003738294	0.753218472844	0.634202952391	0.6263235182	0.709503628504	0.766046729035	0.726781112277	0.75004574791	0.631083565988	0.729568170471	0.716917786465	0.694253640304	0.739516144242	0.694941837711	0.707890881947	0.637767321684	0.70269132071	0.687077602096	0.709000290243	0.711063915398	0.713710369395	0.722965733558	0.602381741437	0.675500150702	0.632454858132	0.622547219405	0.710774180536	0.616156126511	0.647010505568	0.643425685596	0.648291927414	0.690745458632	0.66078764075	0.583665798247	0.718452936834	0.719171455256	0.616323269965	0.684949538619	0.585566959666	0.545144058493	0.585235149916	0.597616099466	0.643169188257	0.678355143092	0.595986127376	0.649060374141	0.653730303789	0.605818780436	0.615928187566	0.55671423917	0	0.691360674793	0.667344821757	0.624371114082	0.6080061751	0.645520728794	0.55016207043	0.633533785551	0.590029600213	0.60791116768	0.678344292187	0.68474200828	0.689753859352	0.700706015945	0.689071676977	0.723779981691	0.651375232076	0.709296775507	0.694067182647	0.723051651295	0.728509131099	0.659424535808	0.69455027358	0.699825344487	0.700124232112	0.723204902499	0.697392791616	0.724182504753	0.753447269079	0.752305101026	0.758051261952	0.734199413792	0.751706896156	0.744165879874	0.751873649418	0.705209091449	0.754010755644	0.706095342295	0.723890859759	0.716402858718	0.708328894844	0.760426662596	0.693432673242	0.713072255453	0.683405704127	0.671604538546	0.716562350564	0.732936637364	0.648251852844	0.680561864455	0.664310579136	0.719969932103	0.70291112798	0.624678554169	0.723172734093	0.693819012314	0.649348184061	0.597021186006	0.730175579438	0.615774069235	0.669147083879	0.608842706059	0.591294799239	0.623279466064	0.615652975081	0.625286847386	0.669405735173	0.700963577494	0.653307902022	0.674784298616	0.584761875524	0.615249091757	0.696148241857	0.628222264953	0.648853025252	0.656728265714	0.609358332331	0.604620966066	0.694832057692	0.656434465938	0.602973903939	0.593850805702	0.572638672514	0.63352645553	0.649448075357	0.613555999765	0.645779927277	0.616379609626	0.718272900734	0.573624785381	0.649866197059	0.622523563623	0.60379332986	0.567936156412	0.726382911055	0.726302281938	0.703498672923	0.734732114594	0.704304469015	0.699937463981	0.710540112392	0.677348341226	0.731367106538	0.629973702372	0.68847569578	0.719835873418	0.74091560637	0.705617493358	0.639382821259	0.724052400227	0.749821624599	0.709451466676	0.724800982651	0.693291157777	0.732748033794	0.750644227189	0.711849351063	0.708835581795
