CS.261	CS.059	L.011.M1	CS.017	CS.035	CS.093	CS.280	CS.039	CS.357	L.008.M1	CS.257	CS.354	CS.105	CS.037	CS.022	CS.335	CS.122	CS.301	CS.062	CS.073	CS.056	CS.373	CS.382	CS.161	CS.229	CS.115	CS.137	CS.248	CS.064	CS.153	CS.282	CS.213	CS.126	CS.292	CS.203	CS.236	CS.224	CS.128	CS.376	CS.232	CS.380	CS.374	CS.136	CS.378	CS.375	CS.214	CS.372	CS.183	CS.395	CS.385	CS.148	CS.181	CS.323	CS.129	CS.147	CS.348	CS.349	CS.177	CS.359	CS.178	T.CS.014	T.CS.058	T.CS.048	T.CS.046	T.CS.080	T.CS.041	T.CS.025	TFS.023	T.CS.012	T.CS.062	T.CS.042	T.CS.071	T.CS.004	T.CS.034	T.CS.040	T.CS.092	T.CS.177	T.CS.122	T.CS.153	T.CS.159	T.CS.147	T.CS.156	T.CS.110	T.CS.180	T.CS.129	T.CS.098	T.CS.117	T.CS.161	T.CS.134	T.CS.104	CS.246	L.034.M1	CS.088	CS.110	CS.241	CS.082	CS.242	CS.103	L.024.M1	CS.356	CS.085	CS.015	CS.087	CS.237	CS.006	CS.325	CS.347.0	CS.308.0	CS.044	CS.150	CS.364	CS.151	CS.165	CS.191	CS.363	CS.338	CS.387	CS.336	CS.358	CS.207	CS.361	CS.319	CS.318	CS.320	CS.080	CS.152	CS.112	CS.158	CS.223	CS.202	CS.339	CS.331	CS.343	CS.227	CS.163	CS.326	CS.393	CS.370	CS.262	CS.270	CS.253	CS.255	CS.145	CS.390	T.CS.066	T.CS.045	T.CS.043	T.CS.026	TFS.020	T.CS.008	T.CS.036	TFS.021	T.CS.064	T.CS.055	T.CS.049	TFS.022	TFS.027	T.CS.061	TFS.025	T.CS.166	T.CS.157	T.CS.152	T.CS.109	T.CS.095	T.CS.142	T.CS.141	T.CS.151	T.CS.158
CS.229	0.640073786525	0.619303040352	0.605570981756	0.651165520654	0.611693290647	0.674132803211	0.675135677279	0.631810224548	0.642818600447	0.612270484436	0.654570497458	0.661203844694	0.610299226022	0.574986703909	0.572675593806	0.62466383652	0.653721172391	0.573339361072	0.613322717946	0.636389861755	0.537569245569	0.535989956474	0.584579401921	0.548617447102	0	0.602977473794	0.586230959219	0.523178847165	0.606062748812	0.582934903192	0.567140144104	0.576754293222	0.558414879062	0.558246543062	0.615412319854	0.633749077905	0.676746815329	0.557265249773	0.513568134137	0.608945198505	0.604502102641	0.583983685143	0.525403283988	0.668920631184	0.547011845152	0.572920268024	0.544022420548	0.596413374108	0.574884993575	0.559898066959	0.611661582489	0.547808990415	0.542892216599	0.60697084198	0.572518912057	0.574391201309	0.538582372413	0.591106968658	0.665817525031	0.585373954275	0.613449394542	0.608507778823	0.59914354097	0.551285647235	0.578034134113	0.594348066245	0.592552169952	0.617863451094	0.647274351989	0.62691106463	0.652496056062	0.614694572339	0.582635997818	0.611786731155	0.631227285602	0.687538883601	0.667450968324	0.616619191594	0.686732824818	0.706595572869	0.699270123332	0.638721396671	0.65452066659	0.65645618125	0.669370208342	0.68669084762	0.653045455333	0.660874873931	0.650017441329	0.670771403032	0.633208032831	0.624391529982	0.655422486951	0.5899421099	0.659045143528	0.642099009861	0.617947993822	0.638407360779	0.697311846753	0.640236732604	0.622960894396	0.676985712734	0.612067799076	0.572352424369	0.611950861092	0.682543478166	0.558894014266	0.571175033019	0.588064755778	0.584053492072	0.574566168732	0.594259536263	0.58600787059	0.649515335538	0.515852997114	0.585826740442	0.53357869635	0.541249976858	0.624859281652	0.608305788369	0.560073238	0.540432567287	0.525718133875	0.535413235521	0.576095227206	0.590244209504	0.555451141045	0.573925028606	0.527605202875	0.617784225213	0.591267523188	0.575848177569	0.580688336181	0.649810844268	0.56857390516	0.581671170548	0.597893836993	0.537794838495	0.583820300931	0.54956911872	0.665105352025	0.568038163271	0.545425218823	0.573207582134	0.683107806312	0.605870606047	0.629156471201	0.638146358983	0.654159600148	0.577155931414	0.653178319499	0.59274367139	0.613327131621	0.620315354938	0.597516107932	0.650944609096	0.606542654606	0.562271531149	0.579312763363	0.616587285388	0.65479514909	0.599811169607	0.683193695242	0.69488491234	0.669853778128	0.677692331371	0.666129908653	0.63377855345
CS.115	0.688005332111	0.646196178648	0.677673319175	0.658167404885	0.617025019348	0.622581535729	0.694486762642	0.597382107506	0.687754161788	0.670669956119	0.642346556916	0.648545335138	0.650020325538	0.624800647792	0.601455603129	0.650780927234	0.635538346783	0.656292539174	0.638355551078	0.607127142809	0.632413841015	0.621943490348	0.670511208234	0.589078560867	0.602977473794	0	0.679094132589	0.614286234327	0.589486333401	0.577222284088	0.643977820596	0.618545282036	0.645044549224	0.574199785055	0.677375977182	0.615024304418	0.690109891534	0.637956741842	0.602429334204	0.613038420048	0.67238095084	0.609359985093	0.577355833479	0.613638980297	0.647417553636	0.639746066758	0.645739799961	0.619393871735	0.613750667857	0.629455023874	0.633970126894	0.631203036434	0.644269688442	0.631649329603	0.62734952079	0.633938653738	0.629615960947	0.649037739618	0.638045202412	0.630440272056	0.651814865877	0.650547766223	0.639903040968	0.593501056072	0.658970337838	0.646598470202	0.680811890715	0.698664631764	0.656492877698	0.679966134096	0.688038937947	0.677982449005	0.658717147055	0.686417886871	0.661067836472	0.690331674649	0.704755791878	0.678157038207	0.667666327108	0.700562768921	0.721818510051	0.676476960707	0.677478734034	0.654038317839	0.691312283756	0.68299275979	0.692469684056	0.635651499487	0.702739205854	0.705263916283	0.661605955916	0.634730237807	0.691958812023	0.561740113562	0.685003782223	0.609275702737	0.662703168654	0.618026767743	0.714191729179	0.643336513439	0.605063898089	0.685599234804	0.63128872166	0.550123220518	0.6273409241	0.649686106734	0.636761920238	0.549578117472	0.615682812588	0.584742982587	0.591792018142	0.644205978154	0.642213708599	0.671398245596	0.604649103904	0.601472959268	0.597814615756	0.637195683082	0.63276007634	0.607756901184	0.616329453375	0.623643319857	0.62310871969	0.629192660224	0.58962500281	0.651072161957	0.554495595307	0.558339834109	0.622102467245	0.652085200723	0.663235623909	0.623578904887	0.652914074386	0.674138895745	0.548630094397	0.600455704994	0.63283197978	0.601438980952	0.637724717439	0.634097045345	0.619341453584	0.638843307836	0.657855364936	0.634746794905	0.70013691584	0.6788458133	0.678583958024	0.619415803003	0.68862370895	0.685692343893	0.63373751502	0.678728469469	0.676575811102	0.664135016037	0.650091877671	0.694391679498	0.690891303214	0.678610284509	0.674371880008	0.675338975224	0.694742769008	0.660298533534	0.706349813095	0.710872484786	0.718862773336	0.697791449903	0.699961818449	0.693317271025
CS.137	0.494286004589	0.528534243249	0.562833572727	0.615219909218	0.578240492211	0.598968216918	0.561293073161	0.641826359956	0.512621451512	0.630136314399	0.667700648089	0.662584416178	0.481812176273	0.678041497298	0.64979784853	0.703213787808	0.604705969496	0.487364406252	0.564651806309	0.685342064386	0.639897945068	0.541011766104	0.464110232324	0.646221328954	0.586230959219	0.679094132589	0	0.595444425586	0.566275662657	0.57198729013	0.601366727335	0.636343820829	0.435596733403	0.577652997938	0.514852776955	0.675716980648	0.729177952384	0.549898598801	0.580751868039	0.558762561046	0.452449614289	0.63344945187	0.591451139596	0.696209529153	0.57902296398	0.575025352362	0.553668948377	0.673926253212	0.606098566314	0.588430716838	0.642327049807	0.584872795584	0.559667428858	0.634041530976	0.607804533407	0.550529500476	0.562098902571	0.663201040876	0.684641085033	0.537020436251	0.512915120087	0.544622245866	0.499256950669	0.572640146144	0.568267920375	0.528626909795	0.510649216954	0.517357928045	0.651641117288	0.505616096094	0.498176637948	0.484026775588	0.501907047205	0.52174599214	0.541600865116	0.599142715959	0.557021215123	0.472833476591	0.590563375993	0.606201472014	0.546742500168	0.530518069022	0.560431717312	0.610240442916	0.512954028397	0.569907823043	0.552428524728	0.599915494771	0.519374937868	0.543974693218	0.550283223358	0.596293722282	0.68072581559	0.647855947583	0.555839221887	0.575895314901	0.53479037941	0.582618485618	0.599761054379	0.66254094889	0.57111386071	0.621934382207	0.617055922766	0.638991077906	0.575597358381	0.715458629147	0.663962947564	0.669241892946	0.52337796472	0.599056973368	0.671168950347	0.553296415167	0.640744634315	0.454024569759	0.571328327652	0.625905080987	0.513717897138	0.528511712238	0.732702614846	0.651313723814	0.63944348752	0.565520750341	0.563228468375	0.518497885287	0.595797292119	0.475036117385	0.632514424115	0.648268997717	0.574875484144	0.626746279533	0.618394652466	0.539685579198	0.596388530063	0.73812513946	0.634931848848	0.572375451577	0.648841668165	0.573119591269	0.618945903225	0.589275714575	0.716452594994	0.56786601333	0.520624788159	0.581105383215	0.536862140803	0.54227623284	0.489984028532	0.693273204037	0.464539897134	0.53298585658	0.606875161866	0.56868886153	0.502837697047	0.560768609504	0.600034801574	0.472383666318	0.488904144261	0.513244450741	0.498430919624	0.493355800735	0.589680329839	0.500978816691	0.525426436371	0.561600862495	0.563931316191	0.591118215896	0.532740514412	0.499096108883
CS.248	0.632495694661	0.599641286541	0.589828698197	0.656345986549	0.596739027949	0.640897125364	0.665013691033	0.621760096887	0.650300485069	0.610568582527	0.65711234594	0.658243576409	0.584305413308	0.595947654706	0.566524474711	0.653233899763	0.630104806982	0.51963045488	0.576973613187	0.629526261896	0.545939701154	0.552400184062	0.582990306196	0.542493175148	0.523178847165	0.614286234327	0.595444425586	0	0.573648765165	0.566840057794	0.537690292578	0.601594331298	0.544022825912	0.520105523045	0.613634439393	0.601493874704	0.676784442916	0.528341232936	0.546392931925	0.540541220962	0.600301834312	0.554414413715	0.52914599501	0.646479440523	0.562412379427	0.57812698651	0.490804290052	0.602296016296	0.525789905734	0.477178890582	0.59902896965	0.520713421301	0.486450751842	0.574214693943	0.561564962007	0.51863334715	0.48587481987	0.582581452883	0.644466832601	0.57481649834	0.586389709204	0.604392289777	0.615132504735	0.579179807177	0.610820464931	0.611140079684	0.594398739051	0.624122887304	0.665462989625	0.619543593872	0.618560822795	0.620102466088	0.593350002864	0.614002275306	0.616071429003	0.64324323711	0.643635419607	0.602799695988	0.644215562481	0.667185359693	0.67825520727	0.638144012829	0.637396166732	0.624264457264	0.649095957727	0.663884067312	0.639157168533	0.619467275606	0.644083742134	0.652303827576	0.590260714466	0.628650744822	0.681974424269	0.58263842321	0.655454251749	0.586317023582	0.596941873616	0.588302922993	0.6810735458	0.666870228518	0.579921874268	0.673125249866	0.635368153851	0.535263438308	0.60497995947	0.694954647904	0.56898824934	0.544746995034	0.591492324764	0.556545131798	0.604500783739	0.559133711083	0.632564721908	0.614846313622	0.533610901252	0.53182826464	0.526914177461	0.565881701693	0.662625851277	0.608172107714	0.603041731986	0.528840907298	0.522801207594	0.53528970013	0.539004192828	0.530244141486	0.569423969779	0.565399417873	0.531597712269	0.646909027674	0.615323234593	0.517310741258	0.561642927999	0.66994715292	0.576691676891	0.546159487763	0.584805771073	0.512765605598	0.58942354364	0.53714798629	0.661210658794	0.519546021547	0.529670087436	0.504021064111	0.65495859379	0.638178890183	0.637685302814	0.659106671011	0.6404201093	0.638154139437	0.617419207161	0.639512699324	0.609417024109	0.63908080967	0.601703234542	0.634769078563	0.637181308627	0.596019353095	0.613110837433	0.602156519205	0.659528721877	0.617510573493	0.654709302942	0.686243443085	0.685566509291	0.688180453724	0.67278493379	0.618165450765
CS.064	0.571915753306	0.555093167452	0.599045123473	0.585991121312	0.546378791906	0.562615258822	0.612856101669	0.598959908595	0.603101285384	0.678919696093	0.608284368104	0.639674768387	0.533882256535	0.651639107498	0.604184550968	0.751736020422	0.566044204128	0.568303012505	0.551119989106	0.581088846774	0.616596304473	0.596687240606	0.605851309743	0.616221892868	0.606062748812	0.589486333401	0.566275662657	0.573648765165	0	0.527961371628	0.650005750901	0.667795488839	0.575367435172	0.56515956221	0.589026010882	0.603663514579	0.739132142234	0.600416822091	0.652455815007	0.542456183957	0.579863521994	0.648526595678	0.53677597954	0.663001182079	0.610017125036	0.617754764406	0.618335155789	0.701045435163	0.596993746517	0.595492250248	0.674045365634	0.614315662505	0.618864447883	0.613707562147	0.669044780418	0.564784943886	0.610558892605	0.70392833213	0.705195937991	0.605506507401	0.561995616754	0.619856820225	0.596333274901	0.630155046342	0.642438025221	0.57072301341	0.573046687126	0.61424935908	0.69954679809	0.577934981634	0.584259969216	0.604978404277	0.618025397107	0.588045463387	0.586262526505	0.627830256458	0.610149045429	0.575339504071	0.58119999552	0.628251253193	0.632574308748	0.601658398997	0.584723969897	0.584833411061	0.61002251342	0.613984400899	0.612230215363	0.600512445538	0.609153349145	0.587946671716	0.590602431085	0.617226004459	0.660393217657	0.607679726977	0.592915396203	0.509535733892	0.57963571849	0.571603293821	0.655430817016	0.685334495677	0.538483494913	0.628909440068	0.603617706025	0.581680206371	0.586524644104	0.747171221047	0.65578757825	0.617036472314	0.564059007062	0.591406386954	0.667080706641	0.570076856866	0.663281897095	0.573987003999	0.616056381833	0.586952425508	0.604500649236	0.598841498433	0.744722128705	0.655565797744	0.65745743846	0.635838005878	0.634048119374	0.594393882846	0.545967777079	0.570595235812	0.588532991176	0.572575883663	0.623686252549	0.651173229794	0.679088332401	0.571749795595	0.653600037459	0.751072752689	0.565554226451	0.636374005768	0.626837620264	0.637413522619	0.67448263991	0.648718246777	0.721881421172	0.608010861873	0.601221991657	0.606372989171	0.61004581416	0.589511944348	0.593907476188	0.716000547749	0.606502233862	0.632819882349	0.574258109547	0.636975516498	0.595203022186	0.605192556712	0.666390916286	0.601857972023	0.626621951337	0.613944459901	0.631035874277	0.584545170341	0.608403176354	0.58179972127	0.632911477592	0.621434036228	0.678151683899	0.659716838167	0.642072879622	0.587027368684
CS.153	0.579466250806	0.574471551887	0.598589539716	0.589610218181	0.543358070289	0.542204567082	0.592919050064	0.550577020546	0.589315860192	0.657775283832	0.57124372198	0.614301759171	0.535379735617	0.641412649146	0.590191558529	0.722649705476	0.534034729651	0.594501326736	0.530182313921	0.5989418225	0.602784054401	0.581607478034	0.599592285767	0.607634690321	0.582934903192	0.577222284088	0.57198729013	0.566840057794	0.527961371628	0	0.629414497645	0.637032536322	0.551327489386	0.534478312811	0.580612144208	0.630305082697	0.723944323117	0.582359778856	0.619198298256	0.487598359882	0.580466087704	0.632108143393	0.476951211098	0.646147334843	0.594680816587	0.603711021221	0.607284705011	0.669641213659	0.583690912531	0.600059240655	0.656260835253	0.595590283139	0.610085586799	0.577169521496	0.637262519608	0.589550806477	0.596483058095	0.660514205525	0.686090368166	0.57786181773	0.564956806061	0.58197542233	0.602896085517	0.606252857606	0.630189242377	0.568674334743	0.566473693713	0.624566604229	0.675439440519	0.568743403602	0.569626627979	0.584708434713	0.589274973016	0.591401779661	0.565202221611	0.600738901138	0.602235047159	0.575217250734	0.566775720112	0.602768796748	0.627948833075	0.609745621184	0.602832304898	0.561785154418	0.596238562935	0.593873782664	0.605393948537	0.564871212157	0.586434285673	0.590281372979	0.558297686216	0.616614292545	0.662204009746	0.574468692055	0.600860224187	0.490581583021	0.565463832061	0.524319860575	0.646016621086	0.671203280486	0.48028459293	0.636262895029	0.567558599974	0.53747985	0.54508308513	0.745869214924	0.650035658094	0.589623579974	0.538632771389	0.542975217751	0.668075542344	0.564575604168	0.642954646457	0.555337791422	0.609292948594	0.57998967271	0.58329837598	0.585865573823	0.728466396434	0.63216376687	0.628985627787	0.624267522119	0.627740586268	0.582782524403	0.533172979292	0.550874233503	0.512000593734	0.537637271962	0.596531729929	0.629724994364	0.633945673597	0.555670170267	0.646902097527	0.730534340096	0.52943858281	0.587078413243	0.601563918848	0.608836008619	0.642247376096	0.628666406712	0.674086543167	0.609541917194	0.593153463408	0.607697773186	0.591280964321	0.601972865968	0.590465023516	0.699896020295	0.591271062078	0.634113817102	0.562687321644	0.637677286434	0.573034802831	0.607347092146	0.665502840133	0.587711433661	0.602599015551	0.58519475739	0.609334016221	0.586415017046	0.614489614489	0.570997243783	0.601953999797	0.623764900546	0.645982607753	0.647631528973	0.622881631778	0.593433583244
CS.282	0.681815818634	0.685856399774	0.644474272758	0.698515197329	0.67212839535	0.707297243978	0.702110579932	0.676308127227	0.662647240439	0.569179921925	0.707886251963	0.689055024178	0.665825426797	0.651809627143	0.61239570935	0.605304866324	0.698012805739	0.566145276791	0.647484663193	0.689223181195	0.592580383477	0.549062181267	0.578875166054	0.560645976568	0.567140144104	0.643977820596	0.601366727335	0.537690292578	0.650005750901	0.629414497645	0	0.537330417283	0.58981461193	0.576911081107	0.628589054668	0.630821767852	0.621174658827	0.557665046343	0.519002151678	0.632317360419	0.638486202017	0.550817982949	0.571965792018	0.648580839035	0.575724851908	0.550643154067	0.53338972458	0.55149993204	0.589911004514	0.537679167174	0.56412892861	0.531011030339	0.514641308279	0.623947337214	0.509210889594	0.587984595732	0.555229118132	0.59432252775	0.597616099466	0.634257580558	0.626329043217	0.650759633631	0.648181009346	0.588825752416	0.626540800732	0.643448807136	0.624987092684	0.612321486454	0.679572673274	0.675230462941	0.676091634775	0.640861455445	0.58438098802	0.667676575389	0.67843858551	0.702491518287	0.69473287809	0.654629054136	0.702588178809	0.705027991669	0.718342512023	0.664242825299	0.67675950648	0.681932731604	0.681150426023	0.694755789189	0.662523453554	0.670063442138	0.663751751083	0.704535627895	0.626927644945	0.641279994235	0.716795282139	0.612554061255	0.709418809854	0.65570333583	0.663703871175	0.654156436549	0.712425527257	0.668354664946	0.67583855954	0.712032124175	0.672186963613	0.573929006044	0.649635314488	0.646881727563	0.58549711848	0.604265627051	0.62757651043	0.599223336242	0.570597272058	0.580870997733	0.622640810974	0.66673928314	0.512780033099	0.57749390911	0.554805440657	0.5693906188	0.580863027014	0.596855454461	0.560362887215	0.482596634283	0.443730217451	0.521097714822	0.612756478426	0.621731221584	0.587402726693	0.605764582329	0.498626489992	0.64833750998	0.593900450856	0.561097830486	0.495633828635	0.64548075673	0.606385493289	0.521720031764	0.605864058451	0.560833385565	0.601867235635	0.536506763429	0.642595171729	0.537766360658	0.583254806946	0.51836550048	0.698982421727	0.659324965824	0.649929099991	0.660732081784	0.682695512526	0.618494833656	0.679738613948	0.664764188388	0.6745029621	0.66733922471	0.546912200467	0.684721397444	0.662307415887	0.60374488639	0.599138523088	0.634728331064	0.686146790911	0.653175014114	0.688527179229	0.725741216468	0.670315075129	0.700809553911	0.679102251474	0.652437603456
CS.213	0.686882116975	0.665160990297	0.652469410487	0.667324729668	0.670800575675	0.701923083898	0.704310659898	0.631309818651	0.667491730369	0.55984756321	0.653234439105	0.646175577875	0.670449632269	0.595857018938	0.616018801584	0.570346214483	0.675795508177	0.595223382417	0.656592591231	0.64005038426	0.587483885863	0.558771938812	0.566705304693	0.569422443469	0.576754293222	0.618545282036	0.636343820829	0.601594331298	0.667795488839	0.637032536322	0.537330417283	0	0.616184067755	0.588926118401	0.643820129374	0.623607453373	0.618319945822	0.571031985913	0.50392704903	0.644660067352	0.657939848759	0.54124605561	0.572938520851	0.5914918817	0.578695061451	0.589934760754	0.527116968101	0.59381656703	0.572443672045	0.571417392074	0.584689260228	0.592779707635	0.544239766909	0.60854307873	0.5008025496	0.628656606352	0.600366563216	0.562827136979	0.583665798247	0.630673489176	0.659537240926	0.640198114255	0.630423506996	0.570519117825	0.609233198385	0.645444938864	0.613784579709	0.652428857329	0.647426971056	0.668573732418	0.677956158886	0.66225225614	0.613972532164	0.67328160345	0.679967701391	0.708218005244	0.697668583372	0.659358968267	0.700474087845	0.724276269319	0.720718128556	0.666548620254	0.695439010419	0.665832747281	0.683217542053	0.703728759841	0.670461464675	0.672062657545	0.654991056832	0.720192367389	0.64111058785	0.625210290831	0.688973041059	0.600558335626	0.685010158113	0.688490225891	0.665674242475	0.642051821393	0.711266086961	0.636442598537	0.678357937431	0.714342681697	0.667762103952	0.593134191004	0.661161928436	0.640916250162	0.595639027667	0.575681376123	0.618974972936	0.589644274018	0.58074198803	0.613307543461	0.619845992923	0.681135460457	0.506609941511	0.579686004606	0.558419036179	0.591537332357	0.552149620225	0.578628277092	0.568606326649	0.498478468097	0.475984179887	0.544851230864	0.616542134244	0.650437532097	0.554260882744	0.578489912428	0.554936619685	0.624748835641	0.580989627766	0.570259689367	0.524332726757	0.631227559769	0.60649410174	0.566911793833	0.638815256296	0.553050894876	0.557415791384	0.54767136691	0.593927140635	0.56826503468	0.613368573361	0.587766081763	0.705914356537	0.652363083948	0.680486172011	0.641531200306	0.70132164546	0.616141728541	0.6834204301	0.67209769417	0.666169636617	0.672085448651	0.55057493289	0.70083438888	0.671665454895	0.60361440634	0.610384029333	0.657914962187	0.682942089355	0.651231470474	0.69932918368	0.720651228138	0.681167188888	0.675685174346	0.679222285189	0.680920912899
CS.126	0.497575250761	0.512427333946	0.552947392621	0.616688159801	0.556682074529	0.573819721176	0.550837177249	0.615131780952	0.500182727453	0.616701998963	0.622596766941	0.62123519222	0.490116273839	0.653132313713	0.632593215212	0.691910766391	0.593405623307	0.502150138655	0.530055444907	0.657367304979	0.620272079224	0.541698643028	0.461425012325	0.623067305483	0.558414879062	0.645044549224	0.435596733403	0.544022825912	0.575367435172	0.551327489386	0.58981461193	0.616184067755	0	0.55645259045	0.494174155348	0.695612850944	0.713095141561	0.496087078046	0.553441590319	0.518560978016	0.458232284469	0.612111975816	0.57262501379	0.662741357554	0.539055275194	0.534347284908	0.538477690209	0.660727288477	0.551852840886	0.549090606434	0.618085651977	0.554247800749	0.520021364912	0.560786466984	0.580386179182	0.51850057953	0.527383212978	0.590256859298	0.667617626856	0.519239036614	0.523764867324	0.528644794978	0.51926381064	0.540144230515	0.551425133929	0.502594803182	0.481737418071	0.507539962271	0.60875231582	0.496097599132	0.501689806046	0.463295700811	0.464682979035	0.482320446236	0.516274723156	0.581982770988	0.531469057882	0.467074838112	0.563619659713	0.59710262618	0.559331150482	0.520907049874	0.543586990576	0.578943936258	0.526634561666	0.569853525297	0.516988089846	0.568098240917	0.514018059889	0.530756803306	0.51169015511	0.580134864072	0.676424227253	0.607719398354	0.559699088986	0.552050696708	0.480954954756	0.570833244366	0.593563572355	0.640630256903	0.551469531556	0.624035865601	0.594501792626	0.615190787875	0.543559822921	0.706505804371	0.633177856427	0.646895017306	0.512564725431	0.537158032934	0.653116803697	0.537952507638	0.621359793485	0.475290633742	0.546677045296	0.56484781846	0.47236106826	0.497874053429	0.695416959321	0.604324676052	0.591385691215	0.556233224994	0.560276583102	0.493218106219	0.564286565927	0.429396577442	0.613218184447	0.625857575505	0.536617707392	0.583140845341	0.584557029029	0.499813478737	0.570490603616	0.731034888173	0.609283521587	0.538313315108	0.596498929366	0.556825053337	0.589224053919	0.560792903505	0.673851172643	0.515626644049	0.445022937173	0.556424365574	0.533472640129	0.528391171788	0.500815008865	0.650369835198	0.497566094858	0.502327013271	0.579540252095	0.538269243182	0.485245070097	0.551704065838	0.585985892422	0.497998883193	0.495308838313	0.504417974845	0.491136714605	0.494565530605	0.552943480427	0.459577333462	0.532452418289	0.570927809947	0.563593872479	0.580515290104	0.509144878701	0.483904215352
CS.292	0.594010887952	0.564795347437	0.599678016148	0.616265031303	0.548314762985	0.600523112729	0.629496186629	0.583116799241	0.617908544388	0.644542283772	0.635133373254	0.629601118785	0.596703614987	0.630194124679	0.574163264533	0.657871323564	0.578256929429	0.560833462841	0.56320031161	0.631358112029	0.569621023777	0.535881480431	0.601761873559	0.580003635292	0.558246543062	0.574199785055	0.577652997938	0.520105523045	0.56515956221	0.534478312811	0.576911081107	0.588926118401	0.55645259045	0	0.602352593664	0.611278348595	0.690536607928	0.544560693042	0.567310218989	0.46353620181	0.600672118167	0.573888754549	0.501729828511	0.629828534639	0.590023300148	0.578591541338	0.567810699943	0.600979940479	0.545637900652	0.540593748726	0.617165324479	0.537724431742	0.534544402675	0.576651183771	0.568380242013	0.559124208934	0.555876273075	0.599351178466	0.643169188257	0.570762707039	0.593510805152	0.601698872091	0.59802971049	0.580961552991	0.62304036698	0.606716032407	0.607135452765	0.641519605742	0.645868295271	0.586604412262	0.625631637475	0.618337443629	0.605168189753	0.610040241607	0.58781738702	0.647021630548	0.620022908674	0.593332214054	0.606803601341	0.633231850926	0.624626869916	0.610700960234	0.604064127355	0.615694827823	0.605003760789	0.611797827018	0.611867897682	0.57698107316	0.638275597429	0.635137874797	0.580669870239	0.608849792305	0.69128547591	0.540452519851	0.561228879212	0.556790519357	0.587336247994	0.538965381906	0.660700199518	0.649695889195	0.557223544097	0.642204438533	0.630259332074	0.525762021784	0.585512396762	0.689299807633	0.571012350328	0.568704560632	0.599209197538	0.526553971971	0.622996524221	0.555085160723	0.640291054788	0.59509537551	0.547201276086	0.545033242504	0.556842802969	0.570720112794	0.667152428834	0.600978506984	0.601377705096	0.569934119689	0.544100367129	0.508432781901	0.542665935584	0.558114992486	0.515246683125	0.569900032079	0.559238026743	0.633114668279	0.636451429731	0.494860640821	0.58966707686	0.67178138156	0.561792092003	0.547706320025	0.590982669237	0.546128983121	0.584746589647	0.522327798823	0.648592736037	0.544850763623	0.553953850192	0.562766314111	0.619448338933	0.622213421468	0.635842646045	0.657414153685	0.615570581119	0.639712222671	0.579614922297	0.622258125817	0.579026663304	0.607240864108	0.614403438875	0.609458904666	0.621565663321	0.630151044598	0.624370189504	0.598703293402	0.636053140578	0.602742200485	0.615819690121	0.635265937183	0.680196581984	0.658190849865	0.639619530884	0.61183506128
CS.203	0.524849026376	0.561697409661	0.540297958463	0.556617545876	0.583941770649	0.580154498079	0.547864394752	0.603994284766	0.478438606729	0.650113486891	0.603010392888	0.607500225536	0.502218768351	0.65303853785	0.646848674873	0.712911933893	0.554854924262	0.564201807327	0.524055704088	0.662764203073	0.660264712324	0.596039654249	0.46676813679	0.658610244411	0.615412319854	0.677375977182	0.514852776955	0.613634439393	0.589026010882	0.580612144208	0.628589054668	0.643820129374	0.494174155348	0.602352593664	0	0.68576473775	0.737466442463	0.531090890876	0.621151562607	0.590248898557	0.490043743676	0.622615939	0.625762623595	0.6858486823	0.57635404046	0.612577187382	0.629636514073	0.705048992714	0.642977017328	0.623487815807	0.668713160201	0.627329057247	0.606102001107	0.615187925265	0.647323029438	0.612779551241	0.594951815008	0.669125188853	0.719171455256	0.597700976364	0.595176564967	0.504127303727	0.562582780608	0.563146921588	0.577875970322	0.531484072955	0.51778487731	0.52991465985	0.657611946585	0.49098432187	0.474362808896	0.506135681499	0.5321025139	0.524255740413	0.540051950663	0.573336800522	0.545891146874	0.501208586677	0.58735913795	0.610836411054	0.556297421217	0.503734238167	0.56467131243	0.582122606622	0.550635258556	0.553478267825	0.528148108147	0.610775686839	0.536485947945	0.545950146318	0.498285767323	0.537681779282	0.620113953478	0.639605463634	0.545474378067	0.586067600197	0.525298235446	0.60045573192	0.590622800259	0.690243237698	0.604266209817	0.586246069381	0.580036418081	0.656107750406	0.552270072725	0.725121392679	0.665157052076	0.6715194243	0.513005152396	0.601388810337	0.688893501097	0.555391328641	0.650600000043	0.49048960525	0.62132699163	0.60344346777	0.548163780185	0.564516836599	0.725755072116	0.676486480634	0.621010579325	0.593757383647	0.597573750913	0.573008167699	0.597430355328	0.483648868721	0.639985081015	0.639222467363	0.627361426905	0.622554810142	0.590743343481	0.560149151991	0.61437403687	0.751595793352	0.626909659225	0.610862283881	0.632000531467	0.599433745443	0.642061675658	0.635867422229	0.731569968358	0.594728005059	0.500501921695	0.635673537529	0.544580747317	0.552975149766	0.509069493887	0.723699474518	0.527809134163	0.519069414935	0.599380701557	0.569814842061	0.510195632578	0.556806910013	0.636169609181	0.518657551029	0.47393048381	0.539975573735	0.516866928229	0.532230780462	0.579413913645	0.543890762208	0.531006166175	0.567180644096	0.545879098609	0.573711263319	0.526399430299	0.478214952559
