CS.297	CS.263	CS.093	CS.108	CS.293	CS.003	CS.260	CS.265	L.005.M1	CS.035	CS.028	CS.037	CS.021	CS.019	CS.016	CS.382	CS.072	CS.367	CS.064	CS.388	CS.067	CS.115	CS.301	CS.155	CS.065	CS.365	CS.186	CS.248	CS.334	CS.077	CS.374	CS.232	CS.292	CS.282	CS.041	CS.375	CS.125	CS.376	CS.224	CS.302	CS.213	CS.380	CS.378	CS.205	CS.128	CS.385	CS.372	CS.183	CS.256	CS.349	CS.147	CS.359	CS.214	CS.182	CS.369	CS.129	CS.166	CS.177	CS.254	CS.178	T.CS.076	T.CS.089	T.CS.062	T.CS.082	T.CS.034	T.CS.029	T.CS.016	T.CS.072	TFS.023	TFS.024	T.CS.023	T.CS.041	T.CS.019	T.CS.007	T.CS.071	T.CS.111	T.CS.115	T.CS.117	T.CS.124	T.CS.180	T.CS.122	T.CS.130	T.CS.092	T.CS.131	T.CS.128	T.CS.100	T.CS.147	T.CS.108	T.CS.156	T.CS.153	CS.237	L.024.M1	CS.103	CS.238	CS.082	CS.241	CS.246	CS.006	CS.110	CS.356	L.034.M1	CS.085	CS.088	CS.242	CS.015	CS.234	CS.345.0	CS.188	CS.189	CS.151	CS.330	CS.078	CS.274	CS.363	CS.358	CS.346	CS.311	CS.336	CS.308.0	CS.187	CS.321	CS.163	CS.285	CS.343	CS.080	CS.331	CS.158	CS.223	CS.194	CS.112	CS.339	CS.320	CS.152	CS.361	CS.319	CS.255	CS.390	CS.370	CS.253	CS.145	CS.262	CS.326	CS.393	CS.270	T.CS.064	TFS.027	TFS.025	TFS.021	TFS.022	T.CS.026	T.CS.066	T.CS.031	T.CS.055	T.CS.036	T.CS.043	T.CS.049	T.CS.045	T.CS.061	T.CS.008	T.CS.109	T.CS.141	T.CS.158	T.CS.157	T.CS.142	T.CS.095	T.CS.166	T.CS.151	T.CS.152
CS.334	0.685688578975	0.684016472956	0.727147288131	0.73475526413	0.728550990414	0.726262743155	0.572438200492	0.715944887678	0.731511898345	0.681266387447	0.668920355695	0.639798209796	0.597803566676	0.666958710392	0.659683002178	0.601330345306	0.673965016349	0.593833387676	0.667459981174	0.653949256981	0.622083590566	0.621261123575	0.581915832074	0.618199067987	0.598592982739	0.648669133321	0.722068525819	0.568863485382	0	0.650810259459	0.550337311463	0.64322724276	0.566549396993	0.562091893031	0.617711158541	0.59528039339	0.52113245619	0.522519276711	0.62126324691	0.616859179813	0.539145361491	0.660057037516	0.630443911774	0.574086944668	0.578353306272	0.556853466354	0.520136350223	0.523447864375	0.506719146806	0.556807956028	0.554581280788	0.608504538964	0.591686725529	0.570395977807	0.56644092493	0.600331055727	0.553051608397	0.555292611505	0.507364547575	0.623162487694	0.62403060902	0.617876659116	0.676475993519	0.693552383669	0.687522765096	0.625422780112	0.612957970118	0.669115049958	0.679777664353	0.656722373873	0.675556150703	0.665451562639	0.635956051785	0.626851363671	0.666369684815	0.702365046054	0.725997957305	0.697845615797	0.704277057973	0.710515654152	0.690578222807	0.680710953764	0.72000982555	0.685248182297	0.671720296482	0.710065438979	0.726562740964	0.738556172308	0.701346881314	0.728140762505	0.597744180135	0.730915652369	0.657170217949	0.650093690791	0.68378577127	0.704725834532	0.666830382514	0.687610034155	0.599978782502	0.657585249684	0.65861858692	0.675730453583	0.696379186355	0.688152864927	0.752269834582	0.634144552985	0.647476551217	0.625365051826	0.63310838958	0.618005757246	0.544588875162	0.672665464119	0.563924667374	0.516289084104	0.575461592276	0.626511152709	0.666829454247	0.611576630984	0.63236535468	0.528367930249	0.672046560605	0.639519911238	0.559297884993	0.568168743222	0.632563292515	0.582072085566	0.617215928533	0.527674309141	0.584939677727	0.577770904102	0.654019061561	0.542451441196	0.633100106411	0.604574192785	0.510133917142	0.564870444526	0.584519548498	0.516157323839	0.59845549627	0.598547020181	0.567740562232	0.583470150146	0.643657748345	0.543672047872	0.664705695452	0.669778330127	0.639948576755	0.667472367016	0.700736246815	0.637712303443	0.722357990004	0.688992112455	0.673617036589	0.697158647789	0.700323434512	0.577046123245	0.680336621328	0.612541968162	0.649844867742	0.716673027115	0.71244760549	0.702613496819	0.72238451801	0.696955767133	0.724930426461	0.681029588193	0.699559883423	0.678621009697
CS.077	0.561458609144	0.549824131614	0.570363846304	0.594323134776	0.581247701803	0.57107837312	0.6270229512	0.6224552866	0.602266551671	0.552972814612	0.568098052653	0.631071059801	0.584974126865	0.540795230917	0.537239442458	0.555012316155	0.544622342035	0.700124843118	0.539040586625	0.66809887437	0.700281094654	0.640269145063	0.583196753726	0.573992285782	0.548933282088	0.555615220564	0.607258749611	0.565107754082	0.650810259459	0	0.632644021149	0.56161011554	0.590719917302	0.655426285317	0.625284353695	0.571118937592	0.644091807106	0.619752876011	0.73495583899	0.682573074526	0.650347161568	0.542710573146	0.653245002782	0.671025894968	0.590480388281	0.61322368588	0.615401420206	0.699257115362	0.652309199501	0.600187444815	0.639593693846	0.687077602096	0.598755051635	0.582770324211	0.691039706993	0.596208978309	0.645783511597	0.654810923428	0.626034719667	0.611923914571	0.574519456843	0.569495324873	0.546346537567	0.560581398187	0.559740926321	0.584124581238	0.570048815077	0.546751804229	0.581358874249	0.582621364617	0.707030467594	0.536536835097	0.605779573901	0.63490591836	0.582643652161	0.557744296462	0.59722914705	0.592012693423	0.55258292545	0.592144776796	0.530960422502	0.558283980321	0.594609371448	0.559715801699	0.595136870927	0.582506679012	0.609085391267	0.616570131763	0.57542996825	0.573294646558	0.606835003866	0.615236651734	0.570822259999	0.544011698891	0.53392729734	0.551629289328	0.565247736657	0.537128759106	0.627092368801	0.658779162919	0.598908340639	0.575032615088	0.646712377356	0.534771042729	0.605602226432	0.669523512537	0.703650905618	0.612608785092	0.645041663339	0.582398719496	0.620547629049	0.602713209396	0.64723291396	0.633080711217	0.720249349705	0.684468231499	0.566277474584	0.609295143053	0.633756402091	0.611970052968	0.53468106132	0.588849485591	0.672605938371	0.632064211539	0.56934637717	0.585919390692	0.616784515724	0.625070811898	0.735704083808	0.607203682674	0.626497051679	0.590504690471	0.547965919242	0.630564035075	0.6042091177	0.615117993101	0.615673038106	0.609021618298	0.701335130849	0.558230483237	0.621330388148	0.602251217698	0.639633938457	0.655415790151	0.544120432825	0.563252397161	0.569834437429	0.587534340072	0.576411913373	0.689189133328	0.57931804583	0.564181097912	0.597131837332	0.585226272052	0.581791142381	0.644129434301	0.568083799706	0.573632005917	0.591919653901	0.567044184269	0.623483455967	0.540552691611	0.597770423482	0.624307160399	0.6051542913	0.578894373646	0.593186188287	0.543882571456
CS.374	0.653187831722	0.613523596452	0.684294348461	0.688588316297	0.695408294733	0.672526981856	0.563997530404	0.685554477987	0.681641501422	0.632917191837	0.640737055671	0.644844505024	0.574881927048	0.6311921865	0.66210547502	0.608683781426	0.650558693635	0.587488891894	0.648526595678	0.679171967809	0.624534285062	0.609359985093	0.59266907332	0.613740582774	0.586626488268	0.636958342993	0.680557877271	0.554414413715	0.550337311463	0.632644021149	0	0.618801210315	0.573888754549	0.550817982949	0.620893417434	0.553424926435	0.537983379342	0.518802998396	0.624012694137	0.599297026999	0.54124605561	0.654523208906	0.610232820205	0.559066578851	0.594397084023	0.554429763801	0.556102924514	0.579335016591	0.54631413856	0.568774206525	0.548799639965	0.616323269965	0.603830227935	0.576709983524	0.609330291392	0.592107650892	0.603702550131	0.570015683022	0.540963196312	0.636567852215	0.595470458302	0.625637106693	0.654840412069	0.64319596225	0.654217744026	0.614693362517	0.60750420784	0.642480310232	0.623609341311	0.639098504015	0.727035067093	0.634100020704	0.617290308094	0.613488127091	0.657952954927	0.665909141666	0.677776911167	0.651167063493	0.655155359838	0.669588567505	0.625358778664	0.653990982871	0.701338053216	0.653371141383	0.644268282876	0.695233826937	0.69488763144	0.697379032681	0.645743093941	0.683057356607	0.581999097278	0.668226650756	0.630715759843	0.650899631363	0.656926382701	0.678434053414	0.642074689029	0.648716889893	0.586603191766	0.658601987328	0.624184791281	0.644630813152	0.696605233474	0.635308887769	0.699406971199	0.627573534289	0.640452654469	0.629857426148	0.601008981211	0.604909968437	0.545409482597	0.635963597212	0.564059538961	0.551074008072	0.601266903891	0.664943944118	0.630097657898	0.613610052719	0.610707277	0.551162367545	0.638919692215	0.605204452473	0.576604315411	0.545321760268	0.607189833184	0.565130131674	0.587635618477	0.564628756424	0.605476935323	0.575283462832	0.616797209377	0.550675970199	0.611281329928	0.596910062016	0.542498044322	0.541737842007	0.584119813534	0.571147483263	0.608035662525	0.571923866224	0.577648468128	0.549970112145	0.600852116359	0.567088970053	0.65050833589	0.661080419796	0.619007387332	0.647068128834	0.677997853247	0.646444186776	0.685724567718	0.631565752637	0.651380562117	0.64068919635	0.666364997592	0.572004532834	0.658964308933	0.62943118816	0.633315165068	0.68799866434	0.6691847178	0.647163788363	0.674644701724	0.678973496801	0.693205079182	0.623820486434	0.680498360125	0.646469085614
CS.232	0.562559175912	0.53444520069	0.529728813711	0.563858788711	0.561170218122	0.518075282784	0.590410870465	0.552531139558	0.59519432061	0.502843517644	0.493182710793	0.648191639415	0.610797576035	0.560698537932	0.577683630944	0.599283971809	0.479872335203	0.702721737015	0.542456183957	0.695398894961	0.698600933711	0.613038420048	0.557998905664	0.554068477451	0.580109283975	0.553442611655	0.555521989185	0.540541220962	0.64322724276	0.56161011554	0.618801210315	0	0.46353620181	0.632317360419	0.581881457388	0.601287663724	0.619193726865	0.613648675992	0.72352069749	0.691525692572	0.644660067352	0.574680653591	0.649901265159	0.674268245314	0.55665271544	0.56973227786	0.583664019298	0.67868692002	0.597439978301	0.561085319011	0.617103788518	0.684949538619	0.601323200639	0.518044528195	0.656383692532	0.559150737885	0.608472178976	0.644376584511	0.590784754742	0.550788693783	0.555225801879	0.584306835842	0.537015860593	0.571186104028	0.575553241908	0.525112656077	0.557266453087	0.544036712787	0.617432774736	0.602447140568	0.723931692034	0.56139659693	0.59273246832	0.631058091276	0.572137273184	0.581636080684	0.542928217369	0.553411307652	0.511914559471	0.564736163702	0.544433734414	0.550922138754	0.584327365591	0.55688427336	0.545134847097	0.581364516589	0.567881963433	0.56564582261	0.566818372976	0.49947391973	0.533609731545	0.629063951179	0.497321363545	0.543392973099	0.470414494279	0.517100637959	0.521258210533	0.533356395516	0.576547549132	0.668336268861	0.603212624168	0.492216875338	0.678548504512	0.532360095045	0.605971642246	0.611421230764	0.709105009029	0.652680295099	0.595758764234	0.54860980843	0.612480636623	0.613293062065	0.653994169653	0.590549153135	0.743638245547	0.702281737647	0.590214235864	0.562973560402	0.625013327415	0.567123142497	0.569558084957	0.547164237833	0.659671890571	0.626202825007	0.549015359309	0.530866423754	0.570960990965	0.584802239543	0.724333449168	0.562722125921	0.641959304141	0.555067241711	0.514871867178	0.643003821219	0.618520257819	0.574606756187	0.574624149433	0.588393752175	0.675007964409	0.56438302526	0.659888418954	0.58463791583	0.605993989678	0.584449945761	0.560206804114	0.590185869993	0.604484658005	0.618854371098	0.546441635433	0.703623644252	0.57055657336	0.581461040516	0.588586762687	0.540741363303	0.575432190469	0.63129272381	0.597746946741	0.601147101527	0.644261935255	0.552961186384	0.631713222011	0.53907845103	0.587082113513	0.639953201613	0.570492314016	0.538875653697	0.582992606466	0.541267428649
CS.292	0.621687327516	0.571918975596	0.600523112729	0.601060523443	0.627946491226	0.610552632096	0.568868383081	0.623203923948	0.651307222477	0.548314762985	0.537114088451	0.630194124679	0.575977297541	0.577216785506	0.600109296004	0.601761873559	0.564403451052	0.622811184764	0.56515956221	0.673526818597	0.643106560693	0.574199785055	0.560833462841	0.570700588748	0.560507992956	0.587970212286	0.612345661765	0.520105523045	0.566549396993	0.590719917302	0.573888754549	0.46353620181	0	0.576911081107	0.561872597642	0.590023300148	0.57421712527	0.567310218989	0.690536607928	0.653123102105	0.588926118401	0.600672118167	0.629828534639	0.630707274045	0.544560693042	0.540593748726	0.567810699943	0.600979940479	0.539093745794	0.555876273075	0.568380242013	0.643169188257	0.578591541338	0.53167679057	0.6088558002	0.576651183771	0.566938711309	0.599351178466	0.534843443638	0.570762707039	0.586245206859	0.602984244115	0.586604412262	0.620645058164	0.610040241607	0.555545591024	0.56573350912	0.603142326745	0.641519605742	0.606242450865	0.715104592193	0.606716032407	0.599153258916	0.636223144375	0.618337443629	0.620518631758	0.62488808876	0.611867897682	0.602182309832	0.615694827823	0.593332214054	0.590335512149	0.647021630548	0.624601100699	0.582963600332	0.638526208786	0.624626869916	0.630001207106	0.610700960234	0.606803601341	0.525762021784	0.660700199518	0.538965381906	0.582714082372	0.556790519357	0.561228879212	0.580669870239	0.585512396762	0.540452519851	0.649695889195	0.608849792305	0.557223544097	0.69128547591	0.587336247994	0.642204438533	0.606215603989	0.649566340642	0.632831656679	0.568748039954	0.555085160723	0.560790765252	0.623577922118	0.612000106691	0.547201276086	0.667152428834	0.674150885756	0.571143051772	0.570720112794	0.568704560632	0.528770474821	0.615867625792	0.561792092003	0.575489890561	0.58966707686	0.542665935584	0.494860640821	0.569900032079	0.559238026743	0.645699243688	0.515246683125	0.636451429731	0.508432781901	0.558114992486	0.601377705096	0.569934119689	0.544850763623	0.562766314111	0.546128983121	0.648592736037	0.553953850192	0.584746589647	0.547706320025	0.590982669237	0.522327798823	0.579026663304	0.621565663321	0.624370189504	0.622258125817	0.609458904666	0.657414153685	0.619448338933	0.616789291402	0.607240864108	0.579614922297	0.635842646045	0.614403438875	0.622213421468	0.630151044598	0.639712222671	0.615819690121	0.658190849865	0.61183506128	0.636053140578	0.680196581984	0.635265937183	0.598703293402	0.639619530884	0.602742200485
CS.282	0.658341846185	0.653831279922	0.707297243978	0.706344858219	0.704621458648	0.705566331492	0.54621365826	0.702566775255	0.712623033209	0.67212839535	0.671024243559	0.651809627143	0.581361826243	0.659407357316	0.649316419356	0.578875166054	0.657800400507	0.615359714945	0.650005750901	0.62059088166	0.64797941603	0.643977820596	0.566145276791	0.602692479682	0.578397422176	0.626081368285	0.696678339644	0.537690292578	0.562091893031	0.655426285317	0.550817982949	0.632317360419	0.576911081107	0	0.619172616312	0.575724851908	0.480710552285	0.519002151678	0.621174658827	0.594194008325	0.537330417283	0.638486202017	0.648580839035	0.523298972232	0.557665046343	0.537679167174	0.53338972458	0.55149993204	0.531858564394	0.555229118132	0.509210889594	0.597616099466	0.550643154067	0.536379851773	0.593833055882	0.623947337214	0.542786184878	0.59432252775	0.524299280625	0.634257580558	0.623734627036	0.601303168751	0.675230462941	0.665127447402	0.667676575389	0.61689056181	0.599157674844	0.664661394626	0.612321486454	0.633952554335	0.72586369921	0.643448807136	0.626072415992	0.587510659439	0.640861455445	0.687416662333	0.711803128406	0.662523453554	0.69088488009	0.681932731604	0.654629054136	0.661066673041	0.702491518287	0.659820865982	0.639057271653	0.716050114796	0.718342512023	0.716899549047	0.664242825299	0.702588178809	0.573929006044	0.712425527257	0.654156436549	0.670059421554	0.65570333583	0.709418809854	0.626927644945	0.649635314488	0.612554061255	0.668354664946	0.641279994235	0.67583855954	0.716795282139	0.663703871175	0.712032124175	0.614180502706	0.620818465965	0.589796982939	0.584895183541	0.580870997733	0.541469347354	0.648968529078	0.535246184828	0.512780033099	0.580863027014	0.617398399483	0.639406111349	0.5693906188	0.604265627051	0.497531537942	0.650991959602	0.606385493289	0.579959932729	0.495633828635	0.612756478426	0.561097830486	0.605764582329	0.498626489992	0.567595599204	0.587402726693	0.593900450856	0.521097714822	0.621731221584	0.560362887215	0.482596634283	0.537766360658	0.51836550048	0.560833385565	0.642595171729	0.583254806946	0.601867235635	0.521720031764	0.605864058451	0.536506763429	0.6745029621	0.662307415887	0.599138523088	0.664764188388	0.684721397444	0.660732081784	0.698982421727	0.66883205128	0.66733922471	0.679738613948	0.649929099991	0.546912200467	0.659324965824	0.60374488639	0.618494833656	0.688527179229	0.700809553911	0.652437603456	0.686146790911	0.670315075129	0.725741216468	0.634728331064	0.679102251474	0.653175014114
CS.041	0.643421220126	0.638526783832	0.649397786755	0.657123710078	0.694388759264	0.647059012151	0.568762011586	0.688949008475	0.692308028819	0.590388477158	0.598103721576	0.619985975007	0.577495815264	0.606276820194	0.61207063463	0.626732632927	0.634616415817	0.657671159802	0.577965045553	0.671140702275	0.639322963286	0.579824048455	0.61808175745	0.625268438465	0.580110841162	0.631159216721	0.678705706299	0.577229493872	0.617711158541	0.625284353695	0.620893417434	0.581881457388	0.561872597642	0.619172616312	0	0.605359350596	0.58001110795	0.599226164422	0.706364224622	0.648992369575	0.619514429785	0.645338186319	0.638220654991	0.665747177533	0.603553875829	0.60900501775	0.589116644994	0.628044505139	0.618684957859	0.603293235785	0.598004296234	0.678355143092	0.625792626503	0.601314267677	0.605841429958	0.613745431038	0.611348030752	0.66179328362	0.591023174039	0.615849662194	0.611946560812	0.624260401577	0.639210306729	0.652076292463	0.64087588504	0.582808150832	0.620186691195	0.621045187102	0.6536159318	0.617378098144	0.687217213047	0.612884164536	0.58461539311	0.6356219955	0.638419033049	0.662231312345	0.692827651578	0.67888989674	0.662148788613	0.654248021998	0.655409231843	0.67041072724	0.683594233523	0.674140689781	0.655448617689	0.678218457972	0.714372536552	0.722289687309	0.674376072528	0.674585028941	0.562754570555	0.702713766563	0.598428396377	0.642824442452	0.618838871234	0.67480094951	0.637106535563	0.61775155275	0.57455849971	0.672741354252	0.649599859789	0.593123932038	0.663473409257	0.63741111212	0.66266264534	0.642693877027	0.654919247015	0.657194061466	0.635465195265	0.593858302031	0.58897365736	0.640097229244	0.637060127556	0.575672015857	0.678836244842	0.670431324698	0.593124453381	0.58101743804	0.581114289451	0.604005547741	0.649466346531	0.570525047478	0.609034790506	0.633129679963	0.519354458071	0.609000337228	0.546385288337	0.585399340128	0.662191380162	0.522271536782	0.645553880494	0.570595446922	0.616110214667	0.604448835678	0.607680920997	0.621288844374	0.617618533822	0.583966888651	0.672798571039	0.616708215117	0.613356499374	0.6077738079	0.584933261826	0.578749034065	0.646518130396	0.650405818827	0.637743221315	0.657365024192	0.681564772195	0.632310207852	0.692707680854	0.630461820086	0.631431634839	0.639991681544	0.645576235397	0.627620636318	0.627237881936	0.650166468377	0.621965249892	0.706540521465	0.687582988523	0.659847567304	0.661510652036	0.685407479275	0.700621919729	0.654480825287	0.692639838279	0.637714140452
CS.375	0.588200608711	0.563438372903	0.654534461801	0.69575735881	0.64506101373	0.650135534011	0.57966629134	0.684532601052	0.650391110156	0.58971409722	0.64149443726	0.654685881972	0.572991464209	0.568930223115	0.568667405311	0.5256247465	0.593723223267	0.624136420468	0.610017125036	0.614445442358	0.655125830897	0.647417553636	0.605096075051	0.613349882121	0.546825701825	0.569764310464	0.676915244599	0.562412379427	0.59528039339	0.571118937592	0.553424926435	0.601287663724	0.590023300148	0.575724851908	0.605359350596	0	0.553239488034	0.542375451794	0.661303083911	0.609879796036	0.578695061451	0.585484510056	0.611350610664	0.590948393799	0.543704505615	0.572754158318	0.580148427837	0.612578362002	0.588722371339	0.576949281329	0.559798016002	0.648291927414	0.506653209633	0.56822215083	0.650659132788	0.576887938453	0.613206436576	0.564928476358	0.564666180182	0.572830834834	0.595478857722	0.553517570372	0.591646373001	0.576473225749	0.559172471368	0.581160676953	0.567155297589	0.591796583967	0.522411212059	0.57167029038	0.65148143775	0.557951885774	0.553978400262	0.582798437448	0.58376077335	0.587926652622	0.651304618187	0.604265828223	0.629420797449	0.621969579325	0.571634533873	0.59651577177	0.658345798025	0.606622849873	0.640411191911	0.673457852618	0.675563387218	0.665248377255	0.583877560641	0.662116657273	0.577805187579	0.628475841521	0.617498907712	0.62025015189	0.629812649509	0.650305449928	0.578646997414	0.58521731296	0.604818232659	0.58932123333	0.608003040055	0.622706199944	0.631769319607	0.558019005349	0.661787013019	0.621281665874	0.637121300356	0.5399136397	0.603154365178	0.566421220738	0.542337318958	0.604254807642	0.516263908336	0.572072614706	0.643077508264	0.633871937341	0.575840537226	0.544802360076	0.60352918281	0.550992544885	0.568276590564	0.58861685022	0.624526930683	0.538961593012	0.586209600685	0.582416160091	0.58930392303	0.555169446541	0.642576494741	0.583203573717	0.542272474317	0.555585527619	0.556646683438	0.522847654842	0.558872824952	0.567773467392	0.575827344923	0.581225320959	0.638312183684	0.535919778381	0.578950686924	0.563484075258	0.584231391469	0.576474639288	0.586632471504	0.598147892099	0.540867179242	0.586613239642	0.628097131269	0.641095529343	0.631990888267	0.557053612067	0.608407455792	0.636698765993	0.572378356867	0.591745972304	0.579586365911	0.542086088196	0.555931211427	0.649789604126	0.613556642915	0.594850832552	0.607280744048	0.621957587728	0.664691178432	0.573853682771	0.629820646246	0.590669338846
CS.125	0.629382453734	0.624679585992	0.704236536191	0.700308803771	0.681994156767	0.687922129063	0.510997819574	0.678653483704	0.686516945681	0.660620534074	0.656613767377	0.643943756719	0.532094176665	0.624229417227	0.642208843528	0.53366096451	0.636875069852	0.573159301455	0.645927467912	0.626791291162	0.644701193798	0.608206028406	0.556660643877	0.577129705412	0.541926152755	0.613629164812	0.672121944786	0.55708148634	0.52113245619	0.644091807106	0.537983379342	0.619193726865	0.57421712527	0.480710552285	0.58001110795	0.553239488034	0	0.481226515523	0.625553837121	0.56225060856	0.535376679329	0.60470766082	0.614279151326	0.512243308606	0.514613082084	0.51995755405	0.49709921419	0.566036622524	0.501264324366	0.541710097131	0.480804526923	0.545144058493	0.551430151619	0.490262326011	0.595887364137	0.58837707282	0.559767759655	0.559106297063	0.482853098764	0.589095630821	0.599829552834	0.595499023605	0.638175710635	0.6416070012	0.620571171539	0.6091223119	0.565753820029	0.622608568276	0.599429032733	0.604834349538	0.690462760927	0.604338015047	0.6175376305	0.539787562103	0.617489140114	0.625547144325	0.672976243588	0.62052846534	0.66495117297	0.651251552107	0.618633582687	0.614315558583	0.681398165416	0.618813357661	0.616899897793	0.69236688865	0.686508937982	0.690332195747	0.619497661529	0.669916497697	0.590004212973	0.666811211022	0.645579229177	0.647272918358	0.651133370675	0.686050848466	0.595776240129	0.626284627999	0.605529145214	0.619183804733	0.605611658364	0.645624403038	0.686756594805	0.620265452101	0.706726057736	0.58666375872	0.625794530285	0.564799378529	0.578905720644	0.583081210066	0.491788355463	0.619885624128	0.525465466997	0.507100792131	0.569320415499	0.613682072664	0.623979869504	0.550501029882	0.604561607703	0.470528456343	0.626694323907	0.592245890882	0.567358022807	0.507250710087	0.59674567588	0.551245534235	0.594521078065	0.466959863723	0.5570387202	0.589463221021	0.579454384232	0.483239488178	0.573301710483	0.554211557342	0.480528869595	0.530768442891	0.528384055961	0.524145759981	0.591854153281	0.534400521629	0.556041014662	0.479541553959	0.607107783433	0.511365003599	0.633147525914	0.629659584155	0.561347149103	0.652947276198	0.662031324512	0.590018516385	0.669888857093	0.630021379171	0.622652508218	0.649350008573	0.644043084877	0.563548741085	0.639382617196	0.595647678093	0.590255116188	0.660105778302	0.662745226126	0.623048811231	0.66437528335	0.651722558928	0.696327388725	0.596173311138	0.645534377275	0.615399426534
CS.376	0.638206780558	0.653532894964	0.689218273257	0.689459800679	0.694797301816	0.691124247433	0.506692760779	0.696822014035	0.685877483267	0.648086914977	0.655877670264	0.60454176879	0.525609261062	0.622621867051	0.615957443602	0.562980367331	0.636533346428	0.566323118835	0.652455815007	0.635081256714	0.607069968438	0.602429334204	0.561900819041	0.57349278218	0.566670877446	0.64061489568	0.693169992664	0.546392931925	0.522519276711	0.619752876011	0.518802998396	0.613648675992	0.567310218989	0.519002151678	0.599226164422	0.542375451794	0.481226515523	0	0.623918310103	0.582128866663	0.50392704903	0.61313647718	0.604797653711	0.543462679948	0.546117187558	0.559992381416	0.499226032499	0.548175079804	0.537631198048	0.544363629892	0.473771774746	0.585235149916	0.563115906541	0.537857100053	0.583191203692	0.586733567552	0.574632578737	0.553778038941	0.512665318812	0.606650125312	0.582028272156	0.594090731114	0.633705564867	0.640426174589	0.650795179968	0.610644687109	0.566038795781	0.633807970257	0.603910731606	0.591260882702	0.688537696208	0.604512381298	0.623484584622	0.577249298091	0.638373817906	0.641202209687	0.685829612399	0.647692602658	0.672987522155	0.674455132722	0.626560750363	0.637917941666	0.689323969862	0.647443687943	0.624089542556	0.697783100457	0.699938790183	0.693969075166	0.635351132024	0.682268396531	0.592645973556	0.683449572889	0.632231703167	0.633541336762	0.662275420941	0.679263436708	0.632717093659	0.629743842688	0.603185399006	0.620667069642	0.624467535754	0.647831730152	0.67073585828	0.630290771033	0.697109494702	0.588040998948	0.601429022025	0.602507257251	0.592951095734	0.59095853377	0.531521113682	0.599205773819	0.545939880214	0.477571767701	0.602645750957	0.584483086488	0.632569334778	0.547991588063	0.577613485607	0.513370296682	0.635791527404	0.580676253435	0.55620877554	0.502693152609	0.585989583956	0.56878009585	0.571022453657	0.502468855322	0.601312390504	0.56858087459	0.573214717324	0.504555068911	0.596128255034	0.575210392154	0.473592180107	0.508852315564	0.537593227679	0.529042644829	0.606527081536	0.563996941432	0.53222310164	0.52270433209	0.597870307891	0.515464649221	0.626604949418	0.627991737251	0.577024847723	0.639571602516	0.656256360482	0.633141673591	0.681337483771	0.623544438063	0.633767823919	0.641295332598	0.637029129015	0.536855338111	0.622699913812	0.586483997055	0.586382744478	0.687659031599	0.662645899991	0.641497783378	0.654894508668	0.653000293029	0.705642378323	0.618677193342	0.659824632285	0.624732749806
CS.224	0.748484020419	0.745907321067	0.775823503213	0.780521028466	0.774371641856	0.767998083607	0.660942984601	0.782217770551	0.763750922127	0.747877366478	0.7406917472	0.71284078844	0.672671517811	0.73758629409	0.733857599994	0.701379273178	0.746871531621	0.58747558569	0.739132142234	0.646472318136	0.590521842899	0.690109891534	0.707219219386	0.712898408816	0.669811318435	0.721121212034	0.761633897933	0.676784442916	0.62126324691	0.73495583899	0.624012694137	0.72352069749	0.690536607928	0.621174658827	0.706364224622	0.661303083911	0.625553837121	0.623918310103	0	0.60736028735	0.618319945822	0.735368172264	0.643010901638	0.579395264151	0.685451178809	0.690920371217	0.661462696934	0.618758549649	0.619532150696	0.684892934282	0.637367086596	0.595986127376	0.64280315834	0.678217905404	0.661026182424	0.682117592216	0.659127316305	0.595639021725	0.664688608091	0.722257285337	0.727382509212	0.713803852962	0.753850160814	0.744031591153	0.773273193773	0.714937433976	0.712200654898	0.755654700988	0.725691937126	0.725648676328	0.723699998671	0.74224691047	0.691275525732	0.658905718657	0.74793140248	0.751338910195	0.771366287941	0.73062311565	0.76935562008	0.760499964055	0.751745691602	0.747578544288	0.779178497278	0.740567080829	0.739888993504	0.780552892153	0.794907538927	0.780729407788	0.741349538126	0.758517601	0.621272735249	0.747854424525	0.729104958783	0.707397314565	0.758992614812	0.758455643178	0.732083897088	0.721713764458	0.650691098176	0.671113819034	0.726567744248	0.749412057838	0.735115573726	0.755119080333	0.756621347958	0.639263816486	0.636238614162	0.685638315425	0.671131294282	0.70900926691	0.62981924014	0.714414279093	0.605109875032	0.641703011226	0.591716010408	0.608022588225	0.722548463518	0.693429485432	0.681250283053	0.641433573876	0.733533236736	0.666124364968	0.60979418928	0.555298489428	0.666415230256	0.710292089637	0.670966060946	0.609967713298	0.576944841641	0.682527847485	0.68136143269	0.649397738489	0.737415432909	0.659432988997	0.636700601089	0.66270322833	0.623313359694	0.683566171127	0.648255909349	0.701975262436	0.653320271412	0.648461528025	0.693440955654	0.649328334164	0.757265160945	0.755787045486	0.693021069317	0.710830730395	0.77415938034	0.66233268889	0.765511926228	0.73296485776	0.735955329739	0.745385720093	0.740495440691	0.640452258841	0.723628770729	0.709014639772	0.706861373072	0.780047215074	0.735598810251	0.74068392715	0.736422090129	0.730353722531	0.776785138885	0.722184186904	0.742949155101	0.733945917797
