g__Methanobrevibacter	k__Bacteria	g__Actinomyces	g__Bifidobacterium	g__Corynebacterium	g__Olsenella	f__Coriobacteriaceae	g__Collinsella	g__Senegalimassilia	f__Eggerthellaceae	g__Eggerthella	g__Enterorhabdus	g__Gordonibacter	g__Slackia	o__Thermoleophilales	f__Bacteroidaceae	g__Bacteroides	f__Barnesiellaceae	g__Barnesiella	f__Muribaculaceae	g__Butyricimonas	g__Odoribacter	f__Prevotellaceae	g__Massiliprevotella	g__Paraprevotella	g__Prevotella	g__Prevotellamassilia	f__Rikenellaceae	g__Alistipes	f__Tannerellaceae	g__Parabacteroides	f__Sphingobacteriaceae	g__Elusimicrobium	p__Firmicutes	f__Bacillaceae	f__Thermoactinomycetaceae	g__Granulicatella	g__Enterococcus	g__Lactobacillus	g__Weissella	g__Lactococcus	g__Streptococcus	o__Clostridiales	g__Colidextribacter	g__Flavonifractor	g__Flintibacter	g__Intestinimonas	g__Pseudoflavonifractor	f__Clostridiaceae	g__Butyricicoccus	g__Clostridium	g__Hungatella	f__Clostridiales.Family.XIII..Incertae.Sedis	g__Ihubacter	g__Mogibacterium	f__Defluviitaleaceae	f__Eubacteriaceae	g__Eubacterium	f__Gracilibacteraceae	f__Lachnospiraceae	g__Anaerosporobacter	g__Anaerostipes	g__Blautia	g__Butyrivibrio	g__Coprococcus	g__Cuneatibacter	g__Dorea	g__Eisenbergiella	g__Faecalicatena	g__Fusicatenibacter	g__Hespellia	g__Lachnobacterium	g__Lachnoclostridium	g__Lachnospira	g__Muricomes	g__Parasporobacterium	g__Pseudobutyrivibrio	g__Robinsoniella	g__Roseburia	g__Tyzzerella	f__Oscillospiraceae	g__Oscillibacter	f__Peptococcaceae	f__Peptostreptococcaceae	g__Intestinibacter	g__Paeniclostridium	g__Romboutsia	g__Terrisporobacter	f__Ruminococcaceae	g__Acutalibacter	g__Anaeromassilibacillus	g__Caproiciproducens	g__Drancourtella	g__Faecalibacterium	g__Gemmiger	g__Negativibacillus	g__Ruminiclostridium	g__Ruminococcus	g__Sporobacter	g__Subdoligranulum	f__Erysipelotrichaceae	g__Catenibacterium	g__Erysipelatoclostridium	g__Holdemanella	g__Holdemania	g__Longibaculum	g__Turicibacter	g__Phascolarctobacterium	g__Megamonas	g__Mitsuokella	g__Propionispira	g__Allisonella	g__Dialister	g__Megasphaera	g__Veillonella	g__Fusobacterium	o__Victivallales	f__Victivallaceae	g__Victivallis	c__Alphaproteobacteria	f__Kiloniellaceae	g__Delftia	g__Duodenibacillus	g__Parasutterella	g__Sutterella	f__Desulfovibrionaceae	g__Desulfovibrio	f__Succinivibrionaceae	g__Ruminobacter	g__Succinivibrio	o__Enterobacterales	f__Enterobacteriaceae	g__Haemophilus	f__Spiroplasmataceae	g__Akkermansia
CS.073	0.000235460324935248	0.000117730162467624	0.000588650812338121	0.05450906522251	0.000117730162467624	0.000470920649870497	0.000941841299740994	0.0713444784553803	0.00211914292441724	0.000235460324935248	0.000117730162467624	0	0	0	0	0.00117730162467624	0.043560160113021	0	0	0.000588650812338121	0.000235460324935248	0.00553331763597834	0.000117730162467624	0	0.000117730162467624	0.174829291264422	0.00247233341182011	0	0.00659288909818696	0	0.00211914292441724	0.000117730162467624	0	0	0	0.00117730162467624	0.000470920649870497	0.000470920649870497	0.000824111137273369	0.000353190487402873	0	0.00164822227454674	0.0181304450200141	0	0.000941841299740994	0.00164822227454674	0.00105957146220862	0.000353190487402873	0	0.00105957146220862	0.00200141276194961	0.00765246056039557	0.000235460324935248	0.00400282552389922	0	0	0.00141276194961149	0.0366140805274311	0	0.0738168118672004	0.000117730162467624	0.000706380974805745	0.0482693666117259	0	0.0105957146220862	0.000117730162467624	0.0362608900400283	0	0.000353190487402873	0.00918295267247469	0.00164822227454674	0	0.0208382387567695	0.00294325406169061	0	0.000235460324935248	0	0	0.0177772545326113	0.000353190487402873	0.00129503178714387	0.0281375088297622	0	0.000117730162467624	0.000588650812338121	0	0.0233105721685896	0.000235460324935248	0.0180127148575465	0.000117730162467624	0	0	0	0.0759359547916176	0.00317871438662585	0	0.000353190487402873	0.0268424770426183	0.00930068283494231	0.00223687308688486	0.000824111137273369	0.00576877796091359	0	0.0240169531433953	0	0	0.000353190487402873	0.0158935719331293	0.0124793972215682	0.000117730162467624	0	0	0.0259006357428773	0.00412055568636685	0.000824111137273369	0	0.000706380974805745	0.000117730162467624	0	0	0.000117730162467624	0	0	0.00105957146220862	0.00977160348481281	0	0.00235460324935248	0	0	0.000824111137273369	0	0.0291970802919708	0.000117730162467624	0	0
CS.161	0	0	0.000567063611194503	0.129423930084392	6.67133660228827e-05	0	0	0.0588078321491711	0	0	0.00803896060575736	0	0.00103405717335468	0	0	0.000100070049034324	0.171353280629774	0	0.000466993562160179	0	0.00103405717335468	0.000266853464091531	3.33566830114413e-05	0	0	0.000433636879148737	6.67133660228827e-05	0	0.00283531805597251	0	0.00677140665132259	0	0	0	0	3.33566830114413e-05	0.000166783415057207	0.000200140098068648	0.00567063611194503	0	3.33566830114413e-05	0.00757196704359718	0.00426965542546449	0	0.000366923513125855	0.00133426732045765	0.00160112078454918	0.000333566830114413	3.33566830114413e-05	0.00300210147102972	0.0937989926281731	0.00293538810500684	0.000300210147102972	0.00160112078454918	0	0	0.000700490343240268	0.0332899696454185	0	0.00303545815404116	6.67133660228827e-05	0.0123419727142333	0.10137095967177	0	0.00450315220654458	0.00073384702625171	0.00507021581773908	0.000100070049034324	0.000200140098068648	0.0194469461956703	0.000400280196137296	0	0.00883952099803196	0.0325561226191668	0	0	0	0	0.0300877280763201	0.000466993562160179	0.000233496781080089	0.00330231161813269	0	0	0.000100070049034324	0	0.016778411554755	0	0.00543713933086494	0.00173454751659495	0.000133426732045765	0	0	0.0802561793255279	0.00183461756562927	0.00050035024517162	0.00186797424864072	0.011641482370993	0.000833917075286034	0.00310217152006404	0.0119750492011074	0	0.00283531805597251	0.0351913005770706	0.000366923513125855	6.67133660228827e-05	0.000133426732045765	0.00260182127489242	0	0	0	0	0.0286533907068281	6.67133660228827e-05	0.00520364254978485	0.00073384702625171	0	0	0	0	0	0	0.00316888488608693	0.000466993562160179	0.000266853464091531	3.33566830114413e-05	0.000100070049034324	0	0	0.000166783415057207	0.000100070049034324	0.000233496781080089	0.00430301210847593	0	0.00517028586677341
CS.067	0	0	0.000798951775270845	0.000862867917292512	0	0	3.19580710108338e-05	0.000543287207184174	0	0	0.00274839410693171	0	0	0	0	6.39161420216676e-05	0.326803234156786	0	0.00383496852130005	0	0	0	9.58742130325014e-05	0	0	0.0022690230417692	0.000287622639097504	0	0.00316384903007254	0	0.034227094052603	0	0	0	0	0	0.000447412994151673	0.00162986162155252	0.00706273369339427	0	0	0.0737911859640152	0.00204531654469336	0	0.00252468760985587	0.000575245278195008	0	0	0	0.0025566456808667	0.0050174171487009	0.00517720750375507	3.19580710108338e-05	0	0	0	0	0.0182480585471861	0	0.00316384903007254	0	9.58742130325014e-05	0.0746540538813077	0	0.00517720750375507	0	3.19580710108338e-05	0.000223706497075836	0.000543287207184174	0.0503978779840849	0	0	0.0104822472915535	6.39161420216676e-05	0	0	0	3.19580710108338e-05	0.0379661883608705	0	3.19580710108338e-05	0	0	0	0.0023648972548017	0	0.0108018280016618	0	0.000127832284043335	0	0	0.000862867917292512	0	0.031926112939823	0.0020772746157042	3.19580710108338e-05	0.00441021379949506	0.0145089642389185	0	0.00134223898245502	0	9.58742130325014e-05	0.00655140455722093	9.58742130325014e-05	0	0	3.19580710108338e-05	0.0328209389281263	0.000191748426065003	0	0	0	9.58742130325014e-05	0.00182161004761753	0.010002876226391	6.39161420216676e-05	0	0	0	0	0	3.19580710108338e-05	0	3.19580710108338e-05	0.000223706497075836	9.58742130325014e-05	0.00287622639097504	0	0	0	0	0.00262056182288837	0.00131028091144419	0	0.159854271196191
CS.040	0.000431649898728293	0.000664076767274297	0.000863299797456586	0.000730484444001727	0	3.32038383637148e-05	6.64076767274297e-05	0.0430653783577382	0.00494737191619351	0.000365242222000863	3.32038383637148e-05	0	0.000431649898728293	3.32038383637148e-05	0	0	0.0193910416044095	0	0	0.0040176644420095	0	0.000398446060364578	3.32038383637148e-05	0	0	0.302619782846897	0.0509678918883023	0	0.000996115150911445	0	0.00730484444001727	0	0	3.32038383637148e-05	0.000199223030182289	0.00328717999800777	0.000132815353454859	0	0.00212504565527775	0	0.00139456121127602	0.00229106484709632	0.0196566723113192	0	3.32038383637148e-05	0.00391805292691835	0.000265630706909719	6.64076767274297e-05	0.00209184181691404	0.00215824949364147	0.0186937609987715	0.00767008666201813	0.000298834545273434	0.000597669090546867	6.64076767274297e-05	0.000232426868546004	0.00411727595710064	0.0288209316997045	3.32038383637148e-05	0.0155726001925823	9.96115150911445e-05	0.000597669090546867	0.0394461599760932	0	0.0392469369459109	0	0.00637513696583325	0	0.00202543414018661	0.00667397151110668	0.00142776504963974	6.64076767274297e-05	0.0107580436298436	3.32038383637148e-05	0.000332038383637148	0.000664076767274297	0	0.00222465717036889	0.00647474848092439	0.000763688282365441	0.00232426868546004	0.00627552545074211	0.0011289305043663	6.64076767274297e-05	0.000365242222000863	0	0.0289537470531593	0.00252349171564233	0.0361257761397218	0.000929707474184016	0	0	0	0.0258657900853339	0.00962911312547731	0.0011289305043663	0.00185941494836803	0.110369558720988	0.00524620646146695	0.000962911312547731	0.00152737656473088	0.00614271009728725	3.32038383637148e-05	0.0053790218149218	6.64076767274297e-05	0	0.000431649898728293	0.0656107846067005	0	0	0	0	3.32038383637148e-05	0	3.32038383637148e-05	0	0	0	0	0	0	0	9.96115150911445e-05	0.0110900820134808	3.32038383637148e-05	0.00142776504963974	0.000531261413819437	0	0	0	0.00159378424145831	0.000332038383637148	0.000166019191818574	0.00132815353454859	0
CS.367	0	0	0.000828148986022461	0.0463763432172578	0	0	0	0.0105841480164822	2.01987557566454e-05	6.05962672699362e-05	0.00115132907812879	0	0	0.0392865799466753	0	0.000323180092106326	0.287347499394037	2.01987557566454e-05	0	0	0	0	0	0	0	0.000242385069079745	0	0	0	0	0	0	0	0	0	2.01987557566454e-05	0.000100993778783227	0	0.0622121677304678	0	0	0.00201987557566454	0.00715035953785247	0	0.000484770138159489	2.01987557566454e-05	0	0.000100993778783227	0	0.0226630039589561	4.03975115132908e-05	0.00228245940050093	0	0	0	0	0	0.00610002423850691	0	0.00816029732568474	2.01987557566454e-05	0.00826129110446796	0.0895814817807223	2.01987557566454e-05	0.000181788801809809	0	0.000222186313323099	0	2.01987557566454e-05	0.0171487436373919	2.01987557566454e-05	4.03975115132908e-05	0.065504564918801	0	0	0	2.01987557566454e-05	0	0.067039670356306	0.0333481457542215	8.07950230265816e-05	0.000908944009049043	0	0	0.00256524198109396	2.01987557566454e-05	0.000222186313323099	0	0.018057687646441	0.000100993778783227	0	0.000646360184212653	0.000605962672699362	0.0289650157550295	0.000403975115132908	0	4.03975115132908e-05	0.0011109315666155	0	0.000949341520562333	0.000464571382402844	4.03975115132908e-05	0.0358527914680456	2.01987557566454e-05	2.01987557566454e-05	0	2.01987557566454e-05	0.035771996445019	0	0	0	0	0.000767552718752525	2.01987557566454e-05	0.00321160216530662	0	0	2.01987557566454e-05	0	0.0341964934960006	0	0	0	0.00026258382483639	2.01987557566454e-05	0	8.07950230265816e-05	0	2.01987557566454e-05	0.000121192534539872	0.000929142764805688	0.00644340308636988	0.00403975115132908	0	0
CS.366	0	4.97030244290365e-05	0.000124257561072591	0.0113571410820348	4.97030244290365e-05	0	0	0.0712741370312383	2.48515122145183e-05	0.000596436293148438	0.000298218146574219	0	0	0	0	0.00042247570764681	0.438057605805313	0	0	0	0	0	0	0	0	0.00042247570764681	0	0	0.00330525112453093	0	0.0134695196202689	0	0	0	0	0	0.000124257561072591	0	0.0105370411789557	0.00303188449017123	0	0.00248515122145183	0.0248018091900892	0	0.00335495414895996	0.00206267551380501	0.00183901190387435	0.000497030244290365	0	0.000223663609930664	2.48515122145183e-05	0.010213971520167	2.48515122145183e-05	0	0	0	0	0.0254230969954522	0	0.0077536718109297	7.45545366435548e-05	0.0225154700663535	0.0294241904619896	0	0.00236089366037923	0.0010934665374388	0.00479634185740202	7.45545366435548e-05	0	0.0186883371853177	0	0	0.00981634732473471	0.0468948035487959	0	0	0	0	0.00352891473446159	0.00534307512612142	0.00499515395511817	0.0235840850915778	0	0	0.000124257561072591	4.97030244290365e-05	0.000248515122145183	0	0.00437386614975521	0.000372772683217774	0	0.000323069658788737	2.48515122145183e-05	0.112627053356197	0.0065359477124183	0	0.000820099903079102	0.020427943040334	0.00166505131837272	0.000447327219861329	0	0	0.0020378240015905	0	0.000273366634359701	0	2.48515122145183e-05	2.48515122145183e-05	7.45545366435548e-05	0	2.48515122145183e-05	0.000472178732075847	0.0186386341608887	0	0.000447327219861329	4.97030244290365e-05	0	0	0	0	0	0	0	0	0.0158552647928626	7.45545366435548e-05	0.00248515122145183	0	0	2.48515122145183e-05	0	0.000521881756504883	0.000621287805362956	0	0
CS.149	3.29804425975397e-05	0	0.000593647966755714	0.052801688598661	0	0	0	0.0678077899805415	3.29804425975397e-05	0	0.00131921770390159	0.00135219814649913	6.59608851950793e-05	3.29804425975397e-05	0	9.8941327792619e-05	0.187065070413245	0	0.0206457570660598	0	0.0039906335543023	0.00204478744104746	0	0	0	0.00699185383067841	3.29804425975397e-05	0	0.0414893967877049	0	0.0114112331387487	0	0	0	0	0.00234161142442532	0.000131921770390159	0	3.29804425975397e-05	0	6.59608851950793e-05	0.00352890735793674	0.0164902212987698	0	0.00102239372052373	0.00178094390026714	0.0017479634576696	0.000758550179743412	0.000131921770390159	0.00131921770390159	0.00181392434286468	0.00656310807691039	3.29804425975397e-05	0.00336400514494905	0	0	0.000131921770390159	0.0104218198608225	6.59608851950793e-05	0.0204478744104746	0.000197882655585238	0.00310016160416873	0.0645757066059826	0	0.000890471950133571	0.00098941327792619	0.0092345239273111	0.000164902212987698	0	0.00359486824313182	0.000230863098182778	0	0.00867385640315293	0.00784934533821444	0.000197882655585238	0.00181392434286468	0	0	0.00728867781405626	0.00507898816002111	0.00217670921143762	0.0168859866099403	0.000263843540780317	0	0.000263843540780317	3.29804425975397e-05	0.000461726196365555	0	0.0325187164011741	0.00385871178391214	0.00098941327792619	0.000362784868572936	0	0.0412255532469246	0.00369380957092444	0.00290227894858349	0.00626628409353254	0.0938953200751954	0.00303420071897365	0.0017479634576696	0.0165561821839649	3.29804425975397e-05	0.00128623726130405	0.000197882655585238	0.000461726196365555	6.59608851950793e-05	9.8941327792619e-05	0.037828567659378	0	0	0	3.29804425975397e-05	0	0	0	0.0599914250849246	0	0	0	0.000626628409353254	0	0	0.0137198641205765	0.00702483427327595	9.8941327792619e-05	0.00184690478546222	0.0138188054483691	0	3.29804425975397e-05	9.8941327792619e-05	6.59608851950793e-05	0.000527687081560635	0	0	0.0492068203555292
CS.127	0.000153932000538762	0	0.00188566700659983	0.0372900271305151	0.00119297300417541	3.84830001346905e-05	0	0.0591483712070193	1.92415000673453e-05	9.62075003367263e-05	0.00827384502895846	7.6966000269381e-05	0.000654211002289739	1.92415000673453e-05	1.92415000673453e-05	0.000288622501010179	0.146081468511285	5.77245002020357e-05	1.92415000673453e-05	0	0.00359816051259356	0.0224548305785919	0.000288622501010179	1.92415000673453e-05	0	0.0726366627542283	0.000153932000538762	0	0.0330376556156318	1.92415000673453e-05	0.00848550152969926	3.84830001346905e-05	0	0	0.000384830001346905	0.00327105501144869	0.000134690500471417	0	7.6966000269381e-05	0	0.000192415000673453	0.00554155201939543	0.023070558580747	5.77245002020357e-05	0.000846626002963191	0.00113524850397337	0.00157780300552231	0.000327105501144869	0.00109676550383868	0.0020395990071386	0.00117373150410806	0.00413692251447923	0.000827384502895846	0.00230898000808143	9.62075003367263e-05	5.77245002020357e-05	0.0228011775798041	0.0769275172692463	0.000538762001885667	0.00808143002828501	0.000288622501010179	0.0104288930365011	0.0500856246752997	0	0.00875488253064209	0	0.0136422235477478	3.84830001346905e-05	9.62075003367263e-05	0.00361740201266091	0.000250139500875488	1.92415000673453e-05	0.00561851801966481	0	0	0	0	0.000192415000673453	0.021511997075292	0.00384830001346905	0.00342498701198745	0.0314021281099074	0.000346347001212215	0	0	0	0.000423313001481596	0	0.00825460352889111	0.00100055800350195	0.000153932000538762	0.000538762001885667	0	0.0932827923264898	0.0613996267148987	0.000481037501683631	0.00107752400377133	0.0427546131496411	0.0060803140212811	0.0014046295049162	0.0252256065882896	7.6966000269381e-05	0.00230898000808143	0.000153932000538762	0.000250139500875488	0.00036558850127956	0	0.0240518750841816	0	0	0	0	9.62075003367263e-05	0	3.84830001346905e-05	0.000269381000942833	0	0	1.92415000673453e-05	0	9.62075003367263e-05	0	0.00584941602047296	0	0.00540686151892402	0.000115449000404071	0.0100633045352216	0	0	0	9.62075003367263e-05	0.000192415000673453	1.92415000673453e-05	0	0.000442554501548941
CS.232	0.00204841077464067	0.00204841077464067	0.000238981257041412	0.00631593322180875	6.82803591546891e-05	0.000682803591546891	0.00112662592605237	0.0610767812638695	0.00331159741900242	0.000204841077464067	0	0.000512102693660169	0.000204841077464067	0.00228739203168209	0.000170700897886723	0.000273121436618757	0.0932709706053054	0.0110614181830596	0.00184356969717661	0.000614523232392202	0.00081936430985627	0.00256051346830084	0.00624765286265406	0.00805708238025332	0.00105834556689768	0.116247311460858	0.0136902120105152	0.000341401795773446	0.0179918746372606	0.000682803591546891	0.0118125021337612	0.000170700897886723	0.000307261616196101	0.000238981257041412	6.82803591546891e-05	0.00310675634153836	0.000102420538732034	0.000238981257041412	0.00242395274999146	0.000102420538732034	0.000204841077464067	0.0101396333344713	0.0241029667816053	0	0.00109248574647503	0.00242395274999146	0.00157044826055785	0.000443822334505479	0.00208255095421802	0.00259465364787819	0.00884230651053225	0.00433580280632276	0.00146802772182582	0.00215083131337271	6.82803591546891e-05	0.0131098289577003	0.00355057867604384	0.0318527875456625	0.000170700897886723	0.0517565122392544	6.82803591546891e-05	0.00843262435560411	0.0498788023625004	0.000512102693660169	0.0201427059506333	6.82803591546891e-05	0.00983237171827524	6.82803591546891e-05	0.00037554197535079	0.0145095763203714	0.00143388754224847	0.000136560718309378	0.00952511010207914	0.00225325185210474	0.000102420538732034	0.00249223310914615	0.000170700897886723	6.82803591546891e-05	0.0242395274999146	0.00276535454576491	0.00208255095421802	0.016045884401352	0.00198013041548599	0	0.000887644669010959	0	0.00358471885562118	0.000136560718309378	0.0153289406302277	0.00177528933802192	0.000102420538732034	0.000102420538732034	0	0.0730258441159401	0.0199720050527466	0.00109248574647503	0.00081936430985627	0.0758594790208597	0.0056672698098392	0.00187770987675395	0.0019118500563313	0.0187088184083848	0.000102420538732034	0.00419924208801338	0.000170700897886723	6.82803591546891e-05	0.000204841077464067	0.0145437164999488	0	0	0.00368713939435321	0	0.0107882967464409	0.000136560718309378	0.000307261616196101	0.00300433580280632	0	6.82803591546891e-05	0.000136560718309378	0.00508688675702434	0.00215083131337271	0	0.00450650370420948	0.00119490628520706	0.00184356969717661	0.000102420538732034	0.00501860639786965	0	0	0.00146802772182582	0.00102420538732034	0.0047454849612509	0.000136560718309378	0.00180942951759926	0.00290191526407429
CS.380	0	0.000287538098798091	9.2012191615389e-05	4.60060958076945e-05	8.05106676634654e-05	0	0.00025303352694232	0.0323997929725689	0.00631433664960607	0.00172522859278854	0	0.000782103628730807	1.15015239519236e-05	0.00312841451492323	0	2.30030479038473e-05	0.00978779688308701	0	0.0022888032664328	0	0.00131117373051929	0.000977629535913508	0.0102133532693082	0	0.000552073149692334	0.219863131864972	1.15015239519236e-05	0	0.00698142503881764	1.15015239519236e-05	0.000989131059865432	0	0	2.30030479038473e-05	0	0.00530220254183679	5.75076197596181e-05	0	0.0118235666225775	0	0	0.0010236356317212	0.0521364080740698	0	1.15015239519236e-05	0.00271435965265398	0.000368048766461556	0.000103513715567313	0.00943124964057738	0.00277186727241359	0.0122721260567025	0.00411754557478866	0.000862614296394272	0.0006325838173558	0.00079360515268273	0.000218528955086549	0.00279487032031744	0.0383000747599057	0.00012651676347116	0.0178618666973374	0.000391051814365403	0.00463511415262522	0.0363563172120306	0.0421760883317039	0.00898269020645235	0.000437057910173098	0.00557823911668296	0.000161021335326931	6.90091437115418e-05	0.00230030479038473	0.000333544194605785	0.00194375754787509	0.0149634826614526	0.00531370406578872	0.000241532002990396	0.000839611248490425	0.000184024383230778	0.000195525907182702	0.0245902582092127	0.00079360515268273	0.00190925297601932	0.00943124964057738	0.000149519811375007	2.30030479038473e-05	2.30030479038473e-05	0	0.00725746161366381	0	0.0376329863706941	0.000678589913163494	0	0.000851112772442349	0	0.0872965667951004	0.00707343723043303	3.45045718557709e-05	0.00277186727241359	0.0377365000862614	0.010397377652539	0.00215078497900972	0.0134797860716545	0.0196561044338375	0.000172522859278854	0.0198976364368279	0	8.05106676634654e-05	5.75076197596181e-05	0.0707113692564265	0	0	0	0	0	0	0.000230030479038473	0	0.000287538098798091	0	0.000517568577836563	0	0	0	0	0.00075910058082696	0.0211743055954914	0.000586577721548105	0.0103743746046351	0	1.15015239519236e-05	1.15015239519236e-05	1.15015239519236e-05	0.000425556386221174	0.000989131059865432	0.0056932543562022	0.00955776640404854
CS.374	0	6.83480281593876e-05	0.000546784225275101	0.0716970815391976	6.83480281593876e-05	0	0	0.0231699815460324	0	6.83480281593876e-05	0.00170870070398469	0.0010935684505502	0	0	0	0.000341740140796938	0.140523545895701	0.000341740140796938	0.00744993506937325	0	0	0.00191374478846285	0.000205044084478163	0	0	0.0027339211263755	0.000205044084478163	0.000136696056318775	0.00519445014011346	0.0348574943612877	0.000205044084478163	0	0	0	0	0.000136696056318775	0.000341740140796938	6.83480281593876e-05	0.000478436197115713	6.83480281593876e-05	6.83480281593876e-05	0.015515002392181	0.0157883945048185	6.83480281593876e-05	0.000205044084478163	0.00027339211263755	0.000888524366072039	0.000205044084478163	0.000136696056318775	0.0010935684505502	0.00300731323901305	0.00929533182967671	6.83480281593876e-05	0.000136696056318775	0.0010935684505502	0.00027339211263755	6.83480281593876e-05	0.0402569885858793	0	0.0615815733716082	0.000683480281593876	0.0166085708427312	0.126922288291983	0	0.000888524366072039	0	0.0177704873214408	0.000341740140796938	0	0.0336955778825781	0.000410088168956326	0	0.0117558608434147	0.00915863577335794	0	0.000136696056318775	0	0	0.0632219260474335	6.83480281593876e-05	0.00150365661950653	0.00423757774588203	0	0	0.00492105802747591	0	6.83480281593876e-05	6.83480281593876e-05	0.00266557309821612	0.00799671929464835	0.000205044084478163	0	0.000820176337912651	0.133688743079762	0.0162668307019342	0.00239218098557857	0.00136696056318775	0.027680951404552	0.00116191647870959	0.000615132253434488	0.00027339211263755	0	0.00287061718269428	0	0.000136696056318775	0	0.000888524366072039	0	0	0	0	0	0.0119609049278928	0.0114824687307771	0.000478436197115713	0	0	0	6.83480281593876e-05	6.83480281593876e-05	0	0	0	0	0.000136696056318775	0	0.000205044084478163	0	0	0.000205044084478163	0.000820176337912651	0.000136696056318775	0.000136696056318775	0	0
CS.203	0	0.000780704959968107	0.000265771901265739	0.0110461446463573	3.32214876582173e-05	0.00146174545696156	3.32214876582173e-05	0.0181223215175576	0.00187701405268928	0.000431879339556825	0	0.000697651240822564	0	0.00137869173781602	0	0	0.0306634331085346	0	0.000730872728480781	0	0.000415268595727717	0.00159463140759443	0.0386532008903359	0	0	0.25605461612571	0.0804126108767151	0.000132885950632869	0.000681040496993455	0	0.00798976778180127	0	0	0.000265771901265739	6.64429753164347e-05	0.00285704793860669	0.000116275206803761	0	0.000348825620411282	0	0.000564765290189695	0.00355469917942926	0.0129231586990465	9.9664462974652e-05	4.9832231487326e-05	0.000614597521677021	0.000182718182120195	0.000166107438291087	0.000531543802531477	0.00139530248164513	3.32214876582173e-05	0.00588020331550447	0.000448490083385934	0.000830537191455433	0	0.00181057107737284	0.000265771901265739	0.0271917876482509	8.30537191455433e-05	0.0130062124181921	0.000265771901265739	0.015896481844457	0.0511610909936547	0	0.00553137769509319	4.9832231487326e-05	0.0111458091093319	6.64429753164347e-05	1.66107438291087e-05	0.0196671206936647	0.000315604132753065	6.64429753164347e-05	0.00858775455964918	0	0.00107969834889206	0.000382047108069499	0	0.00196006777183482	0.010398325637022	0.000813926447626325	0.000780704959968107	0.00207634297863858	0.000182718182120195	0	0	0	4.9832231487326e-05	0	0.0174578917643932	0.000880369422942759	0	0.000332214876582173	0	0.0755456629347862	0.017424670276735	4.9832231487326e-05	0.00926879505664264	0.0565761934819441	0.00049832231487326	0.00151157768844889	0.00390352479984054	0.0558619314972924	6.64429753164347e-05	0.00933523803195907	0	1.66107438291087e-05	1.66107438291087e-05	1.66107438291087e-05	0	0.00627886116740308	0	0.000581376034018803	0.062373343078303	0	0.00024916115743663	0	0	0	0	0	0	0	1.66107438291087e-05	0.000298993388923956	0.0190691339158168	3.32214876582173e-05	0.00174412810205641	0	0	0	0.000116275206803761	6.64429753164347e-05	0.00124580578718315	0.000166107438291087	0
CS.125	0	2.70146149066645e-05	0.000459248453413297	0.0695491260772078	0	0	0	0.0562714428505822	2.70146149066645e-05	0	0.00160736958694654	0	0.000337682686333306	0	1.35073074533323e-05	0.00029716076397331	0.298511494718643	0	0.012237620552719	0	1.35073074533323e-05	0.0070778291055461	0	0	0.00802334062727936	0.000364697301239971	1.35073074533323e-05	0	0.0301618175432909	1.35073074533323e-05	0.0210308777048383	0	0	0	0	0	8.10438447199935e-05	0	0.00325526109625307	0	0	0.0012561795931599	0.00756409217386606	0	0.00108058459626658	0.00114812113353324	0.00109409190371991	0.000432233838506632	0.000175594996893319	0.00148580381986655	0.00952265175459924	0.00537590836642624	0.000486263068319961	0.000108058459626658	0	0	1.35073074533323e-05	0.0139530485992922	0	0.0614852635275684	4.05219223599968e-05	0.0274873706675311	0.0483966826052895	1.35073074533323e-05	0.00341734878569306	0	0.00491665991301294	1.35073074533323e-05	4.05219223599968e-05	0.0123862009347057	0.000850960369559932	1.35073074533323e-05	0.00832050139125267	1.35073074533323e-05	0.000729394602479942	0	0	0	0.00268795418321312	0.00360645109003971	0.00168841343166653	0.00324175378879974	0	0	0.000783423832293271	0	0.00499770375773293	1.35073074533323e-05	0.00314720263662641	0.00710484372045276	0.000162087689439987	0.000877974984466596	0.000675365372666613	0.0842720912013399	0.0283518383445444	5.4029229813329e-05	0.000972526136639922	0.0340924440122106	2.70146149066645e-05	0.00176945727638653	0.00029716076397331	2.70146149066645e-05	0.00160736958694654	9.45511521733258e-05	0.000310668071426642	0	5.4029229813329e-05	5.4029229813329e-05	0	0	0	0	0.0177891239160386	0.0117108355620391	4.05219223599968e-05	0.012278142475079	0	0	1.35073074533323e-05	0	0	1.35073074533323e-05	1.35073074533323e-05	0	0.0390226112326769	0.000283653456519977	0.00302563686954642	0	1.35073074533323e-05	8.10438447199935e-05	6.75365372666613e-05	0.00175594996893319	0	0	1.35073074533323e-05
