CS.035	CS.313	L.008.M1	CS.106	CS.244	CS.260	CS.101	CS.245	CS.028	CS.038	CS.007	CS.281	CS.295	CS.265	CS.086	CS.301	CS.368	CS.171	CS.062	CS.064	CS.050	CS.230	CS.073	CS.161	CS.067	CS.040	CS.367	CS.366	CS.149	CS.127	CS.232	CS.380	CS.374	CS.203	CS.125	CS.136	CS.128	CS.282	CS.126	CS.236	CS.376	CS.378	CS.292	CS.041	CS.224	CS.372	CS.256	CS.359	CS.389	CS.395	CS.129	CS.182	CS.254	CS.369	CS.181	CS.268	CS.148	CS.348	CS.183	CS.177	T.CS.079	T.CS.014	T.CS.059	T.CS.024	T.CS.001	TFS.024	T.CS.042	T.CS.038	T.CS.016	T.CS.080	T.CS.072	T.CS.035	TFS.023	T.CS.050	T.CS.048	T.CS.120	T.CS.167	T.CS.117	T.CS.121	T.CS.104	T.CS.129	T.CS.091	T.CS.116	T.CS.106	T.CS.125	T.CS.131	T.CS.159	T.CS.100	T.CS.126	T.CS.153	CS.237	CS.110	CS.103	CS.242	CS.006	CS.238	CS.087	CS.082	CS.246	CS.085	CS.088	L.034.M1	L.024.M1	CS.015	CS.241	CS.358	CS.304	CS.347.0	CS.189	CS.346	CS.274	CS.228	CS.325	CS.338	CS.187	CS.164	CS.345.0	CS.233	CS.234	CS.336	CS.080	CS.227	CS.194	CS.319	CS.163	CS.331	CS.321	CS.152	CS.285	CS.223	CS.320	CS.158	CS.318	CS.112	CS.202	CS.255	CS.270	CS.145	CS.370	CS.393	CS.262	CS.326	CS.253	CS.390	T.CS.045	T.CS.008	T.CS.031	TFS.025	T.CS.049	T.CS.064	T.CS.043	T.CS.066	TFS.027	T.CS.026	TFS.022	T.CS.061	T.CS.055	T.CS.036	TFS.021	T.CS.166	T.CS.152	T.CS.151	T.CS.095	T.CS.142	T.CS.157	T.CS.141	T.CS.109	T.CS.158
CS.282	0.67212839535	0.691718754956	0.569179921925	0.646956862494	0.759624060601	0.54621365826	0.73336312711	0.661754938583	0.671024243559	0.709110439488	0.655647334921	0.635356799366	0.594314322536	0.702566775255	0.692420589965	0.566145276791	0.587784566369	0.665543694434	0.647484663193	0.650005750901	0.683777311671	0.554951443533	0.689223181195	0.560645976568	0.64797941603	0.696018188445	0.615359714945	0.535215222518	0.517091543636	0.545424959013	0.632317360419	0.638486202017	0.550817982949	0.628589054668	0.480710552285	0.571965792018	0.557665046343	0	0.58981461193	0.630821767852	0.519002151678	0.648580839035	0.576911081107	0.619172616312	0.621174658827	0.53338972458	0.531858564394	0.597616099466	0.523762015913	0.589911004514	0.623947337214	0.536379851773	0.524299280625	0.593833055882	0.531011030339	0.605175400455	0.56412892861	0.587984595732	0.55149993204	0.59432252775	0.556724204093	0.626329043217	0.694620077437	0.625232917656	0.620007724827	0.633952554335	0.676091634775	0.688315572884	0.599157674844	0.626540800732	0.664661394626	0.647913624252	0.612321486454	0.647981692898	0.648181009346	0.648665994503	0.683062159636	0.662523453554	0.660128867968	0.704535627895	0.681150426023	0.722730686464	0.670078019541	0.716752445154	0.623051535179	0.659820865982	0.705027991669	0.716050114796	0.627177300082	0.702588178809	0.573929006044	0.612554061255	0.654156436549	0.663703871175	0.649635314488	0.670059421554	0.672186963613	0.65570333583	0.626927644945	0.67583855954	0.716795282139	0.641279994235	0.712425527257	0.712032124175	0.709418809854	0.580863027014	0.623329454208	0.58549711848	0.584895183541	0.617398399483	0.535246184828	0.63985208919	0.646881727563	0.57749390911	0.497531537942	0.709964413153	0.620818465965	0.693625384923	0.614180502706	0.5693906188	0.612756478426	0.64548075673	0.567595599204	0.482596634283	0.606385493289	0.561097830486	0.650991959602	0.621731221584	0.579959932729	0.498626489992	0.521097714822	0.605764582329	0.443730217451	0.587402726693	0.64833750998	0.537766360658	0.536506763429	0.583254806946	0.560833385565	0.605864058451	0.601867235635	0.521720031764	0.642595171729	0.51836550048	0.659324965824	0.618494833656	0.66883205128	0.599138523088	0.546912200467	0.6745029621	0.649929099991	0.698982421727	0.662307415887	0.660732081784	0.684721397444	0.60374488639	0.66733922471	0.679738613948	0.664764188388	0.634728331064	0.653175014114	0.679102251474	0.725741216468	0.670315075129	0.686146790911	0.700809553911	0.688527179229	0.652437603456
CS.126	0.556682074529	0.544803411308	0.616701998963	0.589881933367	0.69899188571	0.574418924756	0.573459996245	0.5483570838	0.56823303491	0.604022038325	0.501016001939	0.479982742081	0.53101001999	0.577610978374	0.583906224696	0.502150138655	0.456080181187	0.602581326655	0.530055444907	0.575367435172	0.659188306966	0.634474451487	0.657367304979	0.623067305483	0.707439444621	0.580966101017	0.67462350171	0.645932144789	0.53687090538	0.42363138952	0.518560978016	0.458232284469	0.612111975816	0.494174155348	0.545790698674	0.57262501379	0.496087078046	0.58981461193	0	0.695612850944	0.553441590319	0.662741357554	0.55645259045	0.596199889422	0.713095141561	0.538477690209	0.56491629721	0.667617626856	0.543577613157	0.551852840886	0.560786466984	0.47176658191	0.53228749643	0.679279627982	0.554247800749	0.623983178501	0.618085651977	0.51850057953	0.660727288477	0.590256859298	0.596670412062	0.523764867324	0.635327120547	0.472262712023	0.661083245947	0.51894241731	0.501689806046	0.582689289531	0.470142026501	0.551425133929	0.504001074381	0.482726753938	0.507539962271	0.574037884238	0.51926381064	0.501654370382	0.519999156312	0.516988089846	0.524718421619	0.530756803306	0.526634561666	0.520319182154	0.587748137574	0.53562965925	0.482206901911	0.494633245388	0.59710262618	0.565633393362	0.448730900135	0.563619659713	0.615190787875	0.607719398354	0.570833244366	0.480954954756	0.543559822921	0.575365034883	0.594501792626	0.552050696708	0.51169015511	0.551469531556	0.676424227253	0.580134864072	0.593563572355	0.624035865601	0.559699088986	0.695416959321	0.651568243604	0.633177856427	0.59762934111	0.716347257842	0.580435122274	0.615886697678	0.706505804371	0.56484781846	0.525908593652	0.726782088089	0.726293163117	0.597237178565	0.607973628814	0.497874053429	0.564286565927	0.731034888173	0.671321621697	0.556233224994	0.609283521587	0.499813478737	0.505710698232	0.429396577442	0.680258606378	0.536617707392	0.493218106219	0.625857575505	0.560276583102	0.613218184447	0.583140845341	0.515626644049	0.560792903505	0.445022937173	0.556825053337	0.596498929366	0.589224053919	0.538313315108	0.673851172643	0.556424365574	0.528391171788	0.502327013271	0.524513726527	0.491136714605	0.585985892422	0.485245070097	0.500815008865	0.533472640129	0.495308838313	0.650369835198	0.497998883193	0.504417974845	0.551704065838	0.579540252095	0.538269243182	0.494565530605	0.459577333462	0.509144878701	0.570927809947	0.563593872479	0.552943480427	0.580515290104	0.532452418289	0.483904215352
CS.236	0.653546985017	0.700617456038	0.687543516867	0.617961158334	0.715727968228	0.642787042628	0.697160563556	0.694730253024	0.664703161289	0.692224244828	0.695452690664	0.674562239773	0.664083751142	0.716739709643	0.664294053687	0.680108751697	0.670346489677	0.620287958736	0.656597451848	0.603663514579	0.643446933763	0.660855585718	0.609576186191	0.597924322948	0.667518452703	0.649575747277	0.695157518947	0.686459047938	0.620333868091	0.656428630015	0.643015914916	0.697833156602	0.629039892232	0.68576473775	0.647980104185	0.58708327939	0.631278775808	0.630821767852	0.695612850944	0	0.639025250538	0.656506725747	0.611278348595	0.608768780582	0.720606416614	0.629298614597	0.656246889406	0.690745458632	0.65697860528	0.640491492647	0.664610101541	0.649329958272	0.651295789287	0.643340187216	0.654724620059	0.61539522933	0.670038976209	0.655553885137	0.667640299913	0.679777298141	0.684029650744	0.67145561144	0.647841938049	0.684025555934	0.674891829634	0.680083712197	0.707784137228	0.69387116816	0.686636767822	0.689969745845	0.681754126928	0.69217684385	0.708832678809	0.653580756399	0.668387606465	0.703329393088	0.713839820222	0.708785302567	0.709888019955	0.722291922856	0.718978771981	0.750593499653	0.653292955289	0.759684031996	0.719454526982	0.717965399716	0.722424708766	0.706040095585	0.706684656641	0.704388746068	0.58950580228	0.639893617205	0.634207785925	0.698415473817	0.6874318974	0.673680805373	0.681069383459	0.664042864909	0.677324515182	0.641704017695	0.703834570222	0.635627658566	0.738452174346	0.685270186063	0.689210778227	0.70271873383	0.670044237586	0.662312901441	0.682452029449	0.685419261651	0.717967123295	0.594190525472	0.738197307306	0.625834536189	0.643964644425	0.655974894728	0.671962052406	0.658685538645	0.698929439064	0.682962244041	0.627507558801	0.719061696391	0.734205337118	0.646009901315	0.585121529404	0.637622231109	0.679890010623	0.674006925198	0.648818366769	0.659884034791	0.645014939249	0.581866874234	0.638715037717	0.593547016318	0.67547206228	0.679376773704	0.662389345033	0.684031876375	0.640230550474	0.637071305668	0.6799206684	0.652217949218	0.684389533247	0.650920489478	0.7013286885	0.717149569777	0.709307369169	0.703745382089	0.714886546872	0.699792704779	0.699093928922	0.720344089142	0.718751677433	0.718247892002	0.719379199355	0.698922273935	0.688118988138	0.670238774415	0.702478474116	0.691060377963	0.689636422588	0.742491668344	0.747544540665	0.75572108026	0.722522532001	0.739990690001	0.73208911258	0.712755492725
CS.376	0.648086914977	0.681835677209	0.569605284867	0.629988470765	0.730426513043	0.506692760779	0.697425432545	0.608776393383	0.655877670264	0.644378016819	0.640608598568	0.62917641436	0.60116671583	0.696822014035	0.679198388644	0.561900819041	0.58885591084	0.655943216744	0.64248030119	0.652455815007	0.678580775223	0.55366374254	0.654826474834	0.520531465483	0.607069968438	0.676422383978	0.566323118835	0.539726686215	0.500356350626	0.536283581152	0.613648675992	0.61313647718	0.518802998396	0.621151562607	0.481226515523	0.555571850293	0.546117187558	0.519002151678	0.553441590319	0.639025250538	0	0.604797653711	0.567310218989	0.599226164422	0.623918310103	0.499226032499	0.537631198048	0.585235149916	0.494583165903	0.585255203686	0.586733567552	0.537857100053	0.512665318812	0.583191203692	0.534425271689	0.609888414848	0.571739003243	0.569916846269	0.548175079804	0.553778038941	0.519158183089	0.615468124612	0.681536462176	0.580075406197	0.576291688048	0.591260882702	0.659478210011	0.685637220892	0.566038795781	0.578413078619	0.633807970257	0.630934748934	0.603910731606	0.620891240063	0.601786901474	0.62274305427	0.65018173423	0.647692602658	0.629046858615	0.681764408867	0.657379146532	0.686613760755	0.654124747377	0.70801401951	0.59426176736	0.647443687943	0.705103886247	0.697783100457	0.625927601837	0.682268396531	0.592645973556	0.603185399006	0.632231703167	0.630290771033	0.629743842688	0.633541336762	0.621439091513	0.662275420941	0.632717093659	0.647831730152	0.67073585828	0.624467535754	0.683449572889	0.697109494702	0.679263436708	0.602645750957	0.623783547401	0.57507384018	0.592951095734	0.584483086488	0.545939880214	0.630549401057	0.662613567945	0.586097094775	0.513370296682	0.684359718375	0.601429022025	0.679714650563	0.588040998948	0.547991588063	0.585989583956	0.63039015962	0.601312390504	0.473592180107	0.580676253435	0.56878009585	0.635791527404	0.596128255034	0.55620877554	0.502468855322	0.504555068911	0.571022453657	0.487000541547	0.56858087459	0.619736600328	0.508852315564	0.515464649221	0.563996941432	0.529042644829	0.597870307891	0.53222310164	0.52270433209	0.606527081536	0.537593227679	0.622699913812	0.586382744478	0.623544438063	0.577024847723	0.536855338111	0.626604949418	0.637029129015	0.681337483771	0.627991737251	0.633141673591	0.656256360482	0.586483997055	0.633767823919	0.641295332598	0.639571602516	0.618677193342	0.624732749806	0.659824632285	0.705642378323	0.653000293029	0.654894508668	0.662645899991	0.687659031599	0.641497783378
CS.378	0.658141725416	0.701442878598	0.652918958652	0.646528834044	0.648783586055	0.632727743391	0.718858641745	0.651906385477	0.663006186937	0.649792805929	0.690087169011	0.647887617619	0.684516399067	0.724382770384	0.681239134827	0.699756235743	0.654247454916	0.660843329627	0.64759393356	0.663001182079	0.611943487384	0.60335819608	0.614394057039	0.621050399251	0.622354597008	0.677652712571	0.611054121591	0.629231269895	0.611629782693	0.642625760426	0.649901265159	0.68864177977	0.610232820205	0.6858486823	0.614279151326	0.626516132753	0.645114199821	0.648580839035	0.662741357554	0.656506725747	0.604797653711	0	0.629828534639	0.638220654991	0.643010901638	0.642111696549	0.624294471614	0.608404301006	0.604371564004	0.642763117029	0.642469314924	0.659789183647	0.638565050877	0.618795490006	0.635134960915	0.640698413223	0.634111470816	0.683072913975	0.611905245732	0.601026893063	0.631428884225	0.67544983739	0.660283897183	0.676108339939	0.636205491658	0.672211214426	0.691028944671	0.70873846599	0.65075131651	0.642131649065	0.681825058803	0.677147013543	0.670837662283	0.621055406146	0.658667163647	0.685209834863	0.686827328364	0.679702165218	0.708051393461	0.719926459177	0.711221768722	0.72734086283	0.625035049658	0.734700584967	0.656278047775	0.696349998719	0.72743137956	0.714517802293	0.698270284235	0.696672999507	0.60265345383	0.635822751993	0.644850302759	0.667418755751	0.651962485447	0.670714537062	0.64785790325	0.670803511121	0.662219992538	0.667474627777	0.659267759821	0.663078617522	0.681847729119	0.69912312318	0.705114222158	0.664323220112	0.659978924838	0.621471945307	0.634723962825	0.641379649906	0.627026549156	0.622749439721	0.670301669259	0.636275670558	0.61826109278	0.65795951347	0.623047324067	0.655686452975	0.629097873444	0.643633602454	0.61091863452	0.645587286975	0.656431325666	0.63878953225	0.589537489956	0.650475135353	0.643486654301	0.678896000163	0.616866170739	0.629549520518	0.620949225525	0.603111810097	0.616230008739	0.583448174296	0.631785460831	0.628781090926	0.621300259198	0.67103232461	0.650667515088	0.643984076462	0.619752591543	0.609051332234	0.511180193812	0.636840500413	0.675698106272	0.673698410203	0.655883364406	0.667279417054	0.661108002457	0.684054719092	0.683325401867	0.699367540171	0.702671971568	0.660847537252	0.707741106323	0.688061389291	0.694981154016	0.64504869069	0.674798769864	0.685539564965	0.664948491803	0.694781824144	0.725185964899	0.694991866464	0.666034351298	0.675027226461	0.711517231602	0.695801311311
CS.292	0.548314762985	0.591694676492	0.644542283772	0.542051934943	0.673513343789	0.568868383081	0.609327893625	0.64035849383	0.537114088451	0.647880252351	0.571505744732	0.559597073809	0.603941553121	0.623203923948	0.594976128901	0.560833462841	0.540325675014	0.598438455594	0.56320031161	0.56515956221	0.597006756733	0.620109655754	0.631358112029	0.580003635292	0.643106560693	0.603699318201	0.622811184764	0.618362989469	0.532524561846	0.530375120559	0.46353620181	0.600672118167	0.573888754549	0.602352593664	0.57421712527	0.501729828511	0.544560693042	0.576911081107	0.55645259045	0.611278348595	0.567310218989	0.629828534639	0	0.561872597642	0.690536607928	0.567810699943	0.539093745794	0.643169188257	0.57056433975	0.545637900652	0.576651183771	0.53167679057	0.534843443638	0.6088558002	0.537724431742	0.562597236873	0.617165324479	0.559124208934	0.600979940479	0.599351178466	0.602211901315	0.593510805152	0.605261008175	0.577104174845	0.626983137329	0.606242450865	0.625631637475	0.614713326424	0.56573350912	0.62304036698	0.603142326745	0.604672197365	0.641519605742	0.626126637851	0.59802971049	0.61130604508	0.619865587789	0.611867897682	0.619356006699	0.635137874797	0.605003760789	0.634544854597	0.619941983301	0.648372590523	0.589937910753	0.624601100699	0.633231850926	0.638526208786	0.591345514261	0.606803601341	0.525762021784	0.540452519851	0.538965381906	0.587336247994	0.585512396762	0.582714082372	0.630259332074	0.556790519357	0.580669870239	0.557223544097	0.69128547591	0.608849792305	0.660700199518	0.642204438533	0.561228879212	0.667152428834	0.63932531157	0.571012350328	0.568748039954	0.674150885756	0.612000106691	0.571677187007	0.689299807633	0.545033242504	0.528770474821	0.64367506677	0.649566340642	0.511301781892	0.606215603989	0.570720112794	0.542665935584	0.67178138156	0.645699243688	0.569934119689	0.561792092003	0.494860640821	0.615867625792	0.558114992486	0.575489890561	0.559238026743	0.508432781901	0.569900032079	0.544100367129	0.515246683125	0.633114668279	0.544850763623	0.522327798823	0.553953850192	0.546128983121	0.590982669237	0.584746589647	0.547706320025	0.648592736037	0.562766314111	0.622213421468	0.639712222671	0.616789291402	0.624370189504	0.614403438875	0.579026663304	0.635842646045	0.619448338933	0.621565663321	0.657414153685	0.609458904666	0.630151044598	0.607240864108	0.579614922297	0.622258125817	0.598703293402	0.602742200485	0.639619530884	0.635265937183	0.680196581984	0.636053140578	0.658190849865	0.615819690121	0.61183506128
CS.041	0.590388477158	0.6674995311	0.638854507251	0.573420283191	0.676026025416	0.568762011586	0.669028435861	0.619370614737	0.598103721576	0.621293085833	0.648220091819	0.607197101563	0.631179978609	0.688949008475	0.638026144543	0.61808175745	0.61565896097	0.58707508686	0.59361934676	0.577965045553	0.608444310221	0.594715793137	0.603085430092	0.58822832581	0.639322963286	0.624143923554	0.657671159802	0.638196498928	0.582986838482	0.579237885779	0.581881457388	0.645338186319	0.620893417434	0.640044360063	0.58001110795	0.521955719768	0.603553875829	0.619172616312	0.596199889422	0.608768780582	0.599226164422	0.638220654991	0.561872597642	0	0.706364224622	0.589116644994	0.618684957859	0.678355143092	0.610253955472	0.601133643426	0.613745431038	0.601314267677	0.591023174039	0.605841429958	0.603990596792	0.605064450454	0.593718602722	0.603044691221	0.628044505139	0.66179328362	0.606365112184	0.621794232292	0.626508275694	0.602246155445	0.62966440009	0.617378098144	0.666378104285	0.658106048944	0.620186691195	0.641851008643	0.621045187102	0.629704344109	0.6536159318	0.595933287705	0.619030731047	0.641285742046	0.685156247412	0.67888989674	0.65715456958	0.692575767885	0.674942036059	0.709892852785	0.631462079251	0.727241561786	0.631285270943	0.674140689781	0.690710556541	0.678218457972	0.654028342006	0.674585028941	0.562754570555	0.57455849971	0.598428396377	0.63741111212	0.61775155275	0.642824442452	0.616999088479	0.618838871234	0.637106535563	0.593123932038	0.663473409257	0.649599859789	0.702713766563	0.66266264534	0.67480094951	0.678836244842	0.623766645324	0.615530826895	0.635465195265	0.670431324698	0.637060127556	0.572119608545	0.687706335482	0.600840488243	0.604005547741	0.614625591151	0.654919247015	0.611119048575	0.642693877027	0.58101743804	0.519354458071	0.698180342819	0.662191380162	0.607680920997	0.570525047478	0.609000337228	0.649466346531	0.616110214667	0.609034790506	0.585399340128	0.570595446922	0.546385288337	0.607394388372	0.522271536782	0.651187026157	0.621288844374	0.578749034065	0.616708215117	0.583966888651	0.584933261826	0.613356499374	0.6077738079	0.672798571039	0.617618533822	0.627237881936	0.621965249892	0.630461820086	0.637743221315	0.627620636318	0.646518130396	0.645576235397	0.692707680854	0.650405818827	0.632310207852	0.681564772195	0.650166468377	0.631431634839	0.639991681544	0.657365024192	0.654480825287	0.637714140452	0.692639838279	0.700621919729	0.685407479275	0.661510652036	0.687582988523	0.706540521465	0.659847567304
CS.224	0.747877366478	0.76374399537	0.620704510759	0.738411882398	0.772240088393	0.660942984601	0.785651514839	0.694076220416	0.7406917472	0.727361790971	0.741322953341	0.736381478482	0.702596463453	0.782217770551	0.76369204768	0.707219219386	0.71791296223	0.721990742639	0.724917524687	0.739132142234	0.695304986834	0.638647187781	0.713147578538	0.635973163467	0.590521842899	0.756508863586	0.58747558569	0.578012187692	0.631215798428	0.699785338887	0.72352069749	0.735368172264	0.624012694137	0.737466442463	0.625553837121	0.689980687344	0.685451178809	0.621174658827	0.713095141561	0.720606416614	0.623918310103	0.643010901638	0.690536607928	0.706364224622	0	0.661462696934	0.619532150696	0.595986127376	0.657880494591	0.691279776903	0.682117592216	0.678217905404	0.664688608091	0.661026182424	0.646441016666	0.690748197721	0.606820246476	0.715155645704	0.618758549649	0.595639021725	0.619439569194	0.729429057664	0.752865365514	0.725460840992	0.667335521972	0.725648676328	0.767584599161	0.762643603253	0.712200654898	0.684212492526	0.755654700988	0.733908472868	0.725691937126	0.712656963576	0.706723786983	0.732002068475	0.754713907108	0.73062311565	0.74977780786	0.77321246398	0.763216065427	0.776335012062	0.70660840918	0.78514558245	0.705452804649	0.740567080829	0.791130521547	0.780552892153	0.737462648518	0.758517601	0.621272735249	0.650691098176	0.729104958783	0.755119080333	0.721713764458	0.707397314565	0.710426757832	0.758992614812	0.732083897088	0.749412057838	0.735115573726	0.726567744248	0.747854424525	0.756621347958	0.758455643178	0.591716010408	0.6663969428	0.649921140148	0.671131294282	0.608022588225	0.605109875032	0.688631405484	0.576143794819	0.694331902842	0.641433573876	0.678502711974	0.636238614162	0.735864833397	0.639263816486	0.693429485432	0.666415230256	0.576155658621	0.576944841641	0.636700601089	0.666124364968	0.710292089637	0.733533236736	0.737415432909	0.60979418928	0.609967713298	0.649397738489	0.670966060946	0.620767676361	0.682527847485	0.692734048434	0.66270322833	0.649328334164	0.701975262436	0.683566171127	0.693440955654	0.653320271412	0.648461528025	0.648255909349	0.623313359694	0.723628770729	0.706861373072	0.73296485776	0.693021069317	0.640452258841	0.757265160945	0.740495440691	0.765511926228	0.755787045486	0.66233268889	0.77415938034	0.709014639772	0.735955329739	0.745385720093	0.710830730395	0.722184186904	0.733945917797	0.742949155101	0.776785138885	0.730353722531	0.736422090129	0.735598810251	0.780047215074	0.74068392715
CS.372	0.658861086245	0.664464781426	0.586014842902	0.639010098602	0.724484239374	0.554434292844	0.675221876152	0.643079798851	0.629001881737	0.684632899832	0.607717177821	0.597386227616	0.552720753817	0.65386619247	0.670021003699	0.534936013122	0.549134223171	0.64375803084	0.618359969605	0.618335155789	0.683593667461	0.634934373846	0.667915553574	0.578582019587	0.65944475913	0.66199544811	0.636236384108	0.587104855443	0.512098206205	0.523401630572	0.583664019298	0.567074447401	0.556102924514	0.629636514073	0.49709921419	0.570089403649	0.484023929146	0.53338972458	0.538477690209	0.629298614597	0.499226032499	0.642111696549	0.567810699943	0.589116644994	0.661462696934	0	0.489638988277	0.621624384711	0.501203901483	0.482664966445	0.566031808121	0.450068026346	0.456566323725	0.577762851903	0.470801383221	0.518550526358	0.538188988436	0.490099279497	0.570125610092	0.547913353803	0.567056919923	0.611740386689	0.656721736133	0.554392596992	0.608012776796	0.610648042348	0.62141106489	0.633838895105	0.566953123375	0.6014469856	0.600352462675	0.592398410483	0.630103968352	0.632895614254	0.609427906246	0.608726114776	0.650456546209	0.621826771392	0.577249007062	0.655754133249	0.636072075141	0.645456389078	0.64641823019	0.668788015718	0.602856438671	0.610296779454	0.665557711011	0.655146773144	0.579562604967	0.661800893755	0.591950864904	0.591910983334	0.618271557872	0.598267709104	0.650841558098	0.626210056593	0.666297039455	0.63268770288	0.605675837031	0.633141961481	0.717093175144	0.61921417593	0.690323932197	0.681248941876	0.656278051574	0.641592422456	0.626879639113	0.619388139272	0.627586142458	0.66706308158	0.581775179959	0.620430065287	0.69861238154	0.539223608622	0.51878044386	0.732648621383	0.679782676884	0.666965045691	0.618044158908	0.562258809319	0.591937423024	0.673440063072	0.638146594418	0.486716450708	0.631208542831	0.513484225204	0.634146343788	0.536786461778	0.610961025179	0.476599524337	0.487700566294	0.603613104229	0.509211126583	0.585340822557	0.654861232569	0.479032194551	0.46856897816	0.516577611455	0.444749209866	0.590869672415	0.546074047157	0.530436678053	0.640802779645	0.484251901936	0.657464583074	0.62546251145	0.620512378296	0.602902883296	0.586827087519	0.59789650604	0.628626687768	0.644419379215	0.643355422572	0.646246518832	0.636683479865	0.578141547982	0.611489048495	0.651525730165	0.656349673312	0.608283710876	0.629624874306	0.642597175341	0.679180638299	0.6725491951	0.670283806344	0.678499074336	0.65479648907	0.622762669578
CS.256	0.669685900364	0.673698137899	0.570520298129	0.653339359169	0.700802910591	0.569378131911	0.705883421278	0.669284034588	0.643485380717	0.677616082149	0.623020847051	0.612336284681	0.602161084736	0.658709843652	0.692097305275	0.583393481467	0.578731536971	0.672747875027	0.64848894477	0.658711943148	0.662248213891	0.624412876971	0.692756921282	0.582921150407	0.610475830094	0.690406155184	0.62604998593	0.572199915936	0.562177092745	0.526929528577	0.597439978301	0.623555280969	0.54631413856	0.633012846267	0.501264324366	0.572940959002	0.504281452287	0.531858564394	0.56491629721	0.656246889406	0.537631198048	0.624294471614	0.539093745794	0.618684957859	0.619532150696	0.489638988277	0	0.6080061751	0.544004004676	0.548958826232	0.533309923036	0.492712809159	0.4878907985	0.576477376661	0.500925314374	0.532253370121	0.509916447606	0.563477414658	0.563277787937	0.506403181559	0.566473957433	0.640740116466	0.668187556445	0.580331880345	0.562470826638	0.629431765377	0.656297230423	0.669711429241	0.591414965966	0.603271502284	0.645292690144	0.640087546727	0.642424957319	0.622629675355	0.614989037772	0.617453038602	0.662849844687	0.622206130367	0.631627703955	0.679802223072	0.654811026679	0.663573545391	0.637135764873	0.671596787226	0.605769365026	0.629215760507	0.678103169203	0.66987354621	0.612181962249	0.657691994216	0.570379649544	0.560621828121	0.636211057967	0.641055556699	0.639143118872	0.628519970833	0.676044545438	0.665207069435	0.617508877496	0.635167175188	0.717674914849	0.624077035494	0.687032333876	0.700840811511	0.674305606931	0.598673790624	0.677595220666	0.597008128407	0.584849137189	0.661231127623	0.563967523572	0.620889457641	0.637038500177	0.553296269689	0.509062251729	0.714675895408	0.668934695659	0.663884132228	0.652171320156	0.574793419086	0.611688200109	0.650323386338	0.556146359455	0.50701495131	0.630204285918	0.533441375096	0.668376148306	0.582093323795	0.616092135689	0.512317909698	0.460873556658	0.605960774678	0.492973570269	0.587736730593	0.651125265264	0.499586824418	0.487194664725	0.554888579114	0.481626556839	0.606388400648	0.551717882608	0.545218833357	0.619387853315	0.528125027212	0.665031946951	0.633149846571	0.639357241798	0.624817603437	0.55047699425	0.617945564273	0.665304487273	0.679731666656	0.63809994805	0.635339948386	0.657754624821	0.613625705443	0.631531781029	0.655451481125	0.646896926423	0.624181145998	0.65374406502	0.643079055144	0.686680126073	0.681035197519	0.676616861884	0.67288801982	0.657639259291	0.639673475539
CS.359	0.715514519971	0.737695658436	0.618810269056	0.692003738294	0.742606319994	0.631398362065	0.739516144242	0.70469353603	0.711969740445	0.709503628504	0.718356702364	0.722814564498	0.672786403915	0.753218472844	0.734178778299	0.656340028902	0.666457824864	0.703174406554	0.702210405555	0.705195937991	0.707684095418	0.59854423786	0.711063915398	0.602381741437	0.634018390519	0.701478428976	0.564971581214	0.590858875683	0.599273235029	0.645920943723	0.684949538619	0.718452936834	0.616323269965	0.719171455256	0.545144058493	0.655794664639	0.66078764075	0.597616099466	0.667617626856	0.690745458632	0.585235149916	0.608404301006	0.643169188257	0.678355143092	0.595986127376	0.621624384711	0.6080061751	0	0.55016207043	0.645520728794	0.624371114082	0.605818780436	0.620375864154	0.590029600213	0.616253231128	0.667344821757	0.627669590367	0.653730303789	0.615928187566	0.591544605754	0.620885134441	0.694067182647	0.72405001965	0.689071676977	0.641205523313	0.716344354164	0.724335048926	0.74073162998	0.651375232076	0.69455027358	0.699825344487	0.697010924826	0.689471370063	0.669043029821	0.689753859352	0.705209091449	0.734152799267	0.697392791616	0.713307304001	0.741833382471	0.722760195586	0.734199413792	0.670396831527	0.754010755644	0.672334687295	0.716402858718	0.763123679489	0.751706896156	0.688656877681	0.727998314519	0.624678554169	0.662885424893	0.693432673242	0.719969932103	0.680561864455	0.664310579136	0.683405704127	0.723172734093	0.671604538546	0.70291112798	0.708328894844	0.716562350564	0.713072255453	0.760426662596	0.732936637364	0.597262720574	0.669405735173	0.614375939987	0.615774069235	0.599954907934	0.57623270474	0.674784298616	0.667249285798	0.653307902022	0.583741823145	0.690967218381	0.608842706059	0.704674754477	0.597021186006	0.66017018533	0.648853025252	0.628222264953	0.61729896801	0.584761875524	0.615249091757	0.656434465938	0.694832057692	0.696148241857	0.602973903939	0.572638672514	0.599975734482	0.651075234053	0.593850805702	0.656728265714	0.657895008819	0.616379609626	0.613555999765	0.645779927277	0.649866197059	0.718272900734	0.622523563623	0.573624785381	0.567936156412	0.60379332986	0.703498672923	0.699937463981	0.726382911055	0.677348341226	0.629973702372	0.705617493358	0.726302281938	0.719835873418	0.734732114594	0.639382821259	0.74091560637	0.68847569578	0.710540112392	0.704304469015	0.731367106538	0.709451466676	0.693291157777	0.711849351063	0.750644227189	0.724052400227	0.708835581795	0.749821624599	0.732748033794	0.724800982651
