CS.245	CS.007	CS.084	CS.313	L.005.M1	CS.101	L.012.M1	CS.022	L.036.M1	CS.259	CS.172	CS.059	L.035.M1	CS.281	CS.260	CS.367	CS.137	CS.382	CS.248	CS.230	CS.335	CS.117	CS.229	CS.122	CS.341	CS.040	CS.371.1	CS.365	CS.056	CS.161	CS.203	CS.374	CS.282	CS.041	CS.292	CS.205	CS.128	CS.136	CS.380	CS.232	CS.378	CS.213	CS.376	CS.126	CS.302	CS.181	CS.256	CS.369	CS.359	CS.268	CS.385	CS.147	CS.386	CS.372	CS.323	CS.389	CS.348	CS.214	CS.177	CS.166	T.CS.035	T.CS.071	T.CS.024	T.CS.059	TFS.024	T.CS.069	T.CS.019	T.CS.056	T.CS.025	T.CS.023	T.CS.058	T.CS.041	T.CS.079	T.CS.042	T.CS.038	T.CS.144	T.CS.132	T.CS.124	T.CS.128	T.CS.108	T.CS.117	T.CS.123	T.CS.180	T.CS.167	T.CS.159	T.CS.116	T.CS.100	T.CS.091	T.CS.156	T.CS.120	CS.246	L.024.M1	CS.241	CS.242	CS.085	CS.238	CS.237	CS.110	L.034.M1	CS.087	CS.088	CS.103	CS.082	CS.006	CS.015	CS.387	CS.308.0	CS.274	CS.325	CS.338	CS.345.0	CS.363	CS.336	CS.311	CS.233	CS.150	CS.189	CS.165	CS.044	CS.191	CS.112	CS.194	CS.361	CS.163	CS.331	CS.223	CS.152	CS.227	CS.202	CS.158	CS.285	CS.320	CS.321	CS.322	CS.318	CS.390	CS.262	CS.370	CS.270	CS.326	CS.145	CS.393	CS.253	CS.255	T.CS.055	T.CS.043	TFS.021	T.CS.066	T.CS.036	T.CS.026	TFS.025	T.CS.008	TFS.022	T.CS.064	T.CS.061	TFS.020	TFS.027	T.CS.049	T.CS.031	T.CS.152	T.CS.095	T.CS.151	T.CS.141	T.CS.142	T.CS.109	T.CS.157	T.CS.158	T.CS.166
CS.041	0.619370614737	0.648220091819	0.589116664715	0.6674995311	0.692308028819	0.669028435861	0.669456719364	0.568220709184	0.626612369036	0.663641789472	0.594283866927	0.602267845615	0.643512469659	0.607197101563	0.568762011586	0.657671159802	0.62324782182	0.626732632927	0.577229493872	0.594715793137	0.672929956953	0.587416665912	0.569167592642	0.628503071174	0.59588877994	0.624143923554	0.605389521429	0.631159216721	0.579121073558	0.58822832581	0.640044360063	0.620893417434	0.619172616312	0	0.561872597642	0.665747177533	0.603553875829	0.521955719768	0.645338186319	0.581881457388	0.638220654991	0.619514429785	0.599226164422	0.596199889422	0.648992369575	0.603990596792	0.618684957859	0.605841429958	0.678355143092	0.605064450454	0.60900501775	0.598004296234	0.677588102435	0.589116644994	0.608752806452	0.610253955472	0.603044691221	0.625792626503	0.66179328362	0.611348030752	0.629704344109	0.638419033049	0.602246155445	0.626508275694	0.617378098144	0.619161245563	0.58461539311	0.639070345643	0.622937504305	0.687217213047	0.640563143423	0.612884164536	0.606365112184	0.666378104285	0.658106048944	0.690187024388	0.69472532864	0.662148788613	0.655448617689	0.722289687309	0.67888989674	0.654665037789	0.654248021998	0.685156247412	0.690710556541	0.631462079251	0.678218457972	0.709892852785	0.674376072528	0.641285742046	0.637106535563	0.702713766563	0.67480094951	0.63741111212	0.593123932038	0.642824442452	0.562754570555	0.57455849971	0.649599859789	0.616999088479	0.663473409257	0.598428396377	0.618838871234	0.61775155275	0.66266264534	0.597124220458	0.581114289451	0.637060127556	0.687706335482	0.600840488243	0.654919247015	0.575672015857	0.58101743804	0.593124453381	0.611119048575	0.586761290325	0.635465195265	0.598475578565	0.605888936804	0.644080648742	0.522271536782	0.662191380162	0.604448835678	0.570525047478	0.609000337228	0.585399340128	0.616110214667	0.698180342819	0.651187026157	0.546385288337	0.609034790506	0.570595446922	0.649466346531	0.616793695597	0.607394388372	0.617618533822	0.613356499374	0.583966888651	0.578749034065	0.6077738079	0.616708215117	0.584933261826	0.672798571039	0.621288844374	0.631431634839	0.645576235397	0.657365024192	0.692707680854	0.639991681544	0.632310207852	0.637743221315	0.621965249892	0.681564772195	0.646518130396	0.650166468377	0.67321024191	0.650405818827	0.627620636318	0.630461820086	0.637714140452	0.700621919729	0.692639838279	0.687582988523	0.685407479275	0.706540521465	0.661510652036	0.659847567304	0.654480825287
CS.292	0.64035849383	0.571505744732	0.569490160431	0.591694676492	0.651307222477	0.609327893625	0.629999375361	0.574163264533	0.609312522558	0.626083822604	0.589162328956	0.564795347437	0.60300470821	0.559597073809	0.568868383081	0.622811184764	0.577652997938	0.601761873559	0.520105523045	0.620109655754	0.657871323564	0.580931742101	0.558246543062	0.578256929429	0.587077689892	0.603699318201	0.603339922953	0.587970212286	0.569621023777	0.580003635292	0.602352593664	0.573888754549	0.576911081107	0.561872597642	0	0.630707274045	0.544560693042	0.501729828511	0.600672118167	0.46353620181	0.629828534639	0.588926118401	0.567310218989	0.55645259045	0.653123102105	0.537724431742	0.539093745794	0.6088558002	0.643169188257	0.562597236873	0.540593748726	0.568380242013	0.646100592838	0.567810699943	0.534544402675	0.57056433975	0.559124208934	0.578591541338	0.599351178466	0.566938711309	0.604672197365	0.618337443629	0.577104174845	0.605261008175	0.606242450865	0.594879174964	0.599153258916	0.642475366543	0.607135452765	0.715104592193	0.601698872091	0.606716032407	0.602211901315	0.625631637475	0.614713326424	0.649509793762	0.619666581153	0.602182309832	0.582963600332	0.630001207106	0.611867897682	0.600936745463	0.615694827823	0.619865587789	0.633231850926	0.619941983301	0.638526208786	0.634544854597	0.610700960234	0.61130604508	0.580669870239	0.660700199518	0.561228879212	0.587336247994	0.557223544097	0.582714082372	0.525762021784	0.540452519851	0.608849792305	0.630259332074	0.69128547591	0.538965381906	0.556790519357	0.585512396762	0.642204438533	0.556842802969	0.568704560632	0.612000106691	0.689299807633	0.545033242504	0.649566340642	0.547201276086	0.570720112794	0.571143051772	0.511301781892	0.526553971971	0.568748039954	0.640291054788	0.599209197538	0.59509537551	0.515246683125	0.645699243688	0.601377705096	0.561792092003	0.494860640821	0.559238026743	0.558114992486	0.67178138156	0.633114668279	0.569900032079	0.575489890561	0.508432781901	0.615867625792	0.56419129984	0.544100367129	0.562766314111	0.584746589647	0.546128983121	0.522327798823	0.547706320025	0.553953850192	0.590982669237	0.648592736037	0.544850763623	0.607240864108	0.635842646045	0.622258125817	0.619448338933	0.579614922297	0.657414153685	0.624370189504	0.639712222671	0.609458904666	0.579026663304	0.630151044598	0.615570581119	0.621565663321	0.614403438875	0.616789291402	0.602742200485	0.635265937183	0.639619530884	0.658190849865	0.680196581984	0.615819690121	0.636053140578	0.61183506128	0.598703293402
CS.205	0.666950968129	0.684155510239	0.724500135555	0.71358531448	0.702912691442	0.729099038913	0.715071532924	0.628336306744	0.702895557865	0.678307828306	0.68016731229	0.69595500564	0.576072135376	0.670071021415	0.548901749385	0.598890842999	0.629868038818	0.579626383793	0.620863476293	0.615503325472	0.565288646662	0.691356359942	0.602268636534	0.725234382082	0.509170678306	0.729409757084	0.610646423089	0.645036900279	0.617730060889	0.577815403871	0.653127333818	0.559066578851	0.523298972232	0.665747177533	0.630707274045	0	0.600983627204	0.610503083907	0.642859469101	0.674268245314	0.634356453207	0.543388014563	0.543462679948	0.628550895092	0.584706201822	0.559411996193	0.546723656898	0.626278784381	0.585566959666	0.65288474936	0.580831065539	0.528469150911	0.61442279234	0.583188711583	0.536318532739	0.559620972746	0.646658446815	0.578185145775	0.580381452257	0.605172611144	0.649630460867	0.661206638352	0.639323237354	0.731442323696	0.663985210906	0.61009129469	0.647413331542	0.694370424065	0.654276957013	0.71968605296	0.664944642541	0.668019619528	0.553817492074	0.683218736695	0.740267937573	0.699781121888	0.714645747565	0.725225460818	0.663506255813	0.73325369424	0.677995292195	0.634325000082	0.722722470321	0.695481340326	0.748569110998	0.684363404205	0.735362815251	0.723705641127	0.681477650681	0.650149154887	0.655324317956	0.714107515548	0.712103837966	0.685778643075	0.701813797554	0.681128908936	0.617120467228	0.623370114274	0.641731283791	0.689572844122	0.686882474082	0.679975549346	0.707365565279	0.668878410664	0.739698130858	0.566297758411	0.665858790734	0.518836801424	0.598510671018	0.637424503819	0.646940569152	0.550205732556	0.624582111947	0.665878997208	0.72903886606	0.635822384446	0.619279282829	0.638145944688	0.662616257236	0.709349114333	0.630305417872	0.507861384942	0.596728556432	0.638072943171	0.600003882605	0.551733487482	0.646552285945	0.596728787082	0.664727299884	0.631488596466	0.570753021918	0.573926626493	0.666798634374	0.534328929119	0.488963710088	0.585367315984	0.604831565215	0.598910777087	0.573930889421	0.577714192053	0.608411231535	0.667782941991	0.605419171078	0.583800090098	0.658106998764	0.674539607268	0.66810667145	0.717920826878	0.715262898703	0.622977392142	0.59678274544	0.616164894054	0.711748798252	0.672956164083	0.624474041156	0.702385164949	0.670768641962	0.568698592535	0.663276839507	0.664473484453	0.730440845146	0.678068647796	0.699527870899	0.683326874632	0.711993039235	0.703473977394	0.672268845771	0.67185356603
CS.128	0.613068254643	0.55587296215	0.637486230106	0.592316118378	0.625487975842	0.626433665755	0.630736770805	0.612907595362	0.572094633948	0.584768262467	0.632935224972	0.572651544857	0.587932013467	0.539483538976	0.580398814682	0.682026412576	0.549898598801	0.498392917003	0.528341232936	0.622999562437	0.700625259274	0.619082249503	0.557265249773	0.619755153223	0.601733824745	0.622440139881	0.548931204357	0.548906362748	0.562247353867	0.596444476616	0.531090890876	0.594397084023	0.557665046343	0.603553875829	0.544560693042	0.600983627204	0	0.557311963128	0.528954784129	0.55665271544	0.645114199821	0.571031985913	0.546117187558	0.496087078046	0.665886393882	0.520335181702	0.504281452287	0.638097019305	0.66078764075	0.584211921668	0.504704617311	0.543038749535	0.648402509459	0.484023929146	0.481526501415	0.57251179249	0.554103426249	0.536790074039	0.572454696387	0.566239238749	0.541388853104	0.550633640928	0.553902892796	0.649151664132	0.561629178666	0.547752181719	0.575660636549	0.638216031758	0.550133666266	0.744288332733	0.527896185949	0.555201024893	0.605726780511	0.547426373779	0.622912136572	0.577287623742	0.590558891268	0.598841780678	0.571021504376	0.606187739096	0.53705601731	0.54320993797	0.602205284066	0.593836742905	0.625134542617	0.597582631706	0.616988278788	0.598000223736	0.562483850513	0.539314537712	0.530306888816	0.634243966115	0.586886350464	0.554542104043	0.608528214246	0.576879932509	0.595004371882	0.601465402133	0.564360710327	0.623386345117	0.645946203088	0.59615355505	0.603329774379	0.581846257293	0.631235962446	0.515337241969	0.634627214107	0.594412261476	0.718555049921	0.541817103028	0.716215831736	0.534373432744	0.518288651691	0.576452102649	0.631181518484	0.538704418211	0.612514964376	0.661333444909	0.583900029359	0.593973392311	0.5966408501	0.67424967731	0.573334762342	0.621515016322	0.493776909133	0.510716140163	0.474914961047	0.715143575141	0.62108448035	0.600594569429	0.647432890988	0.483041203	0.542467190135	0.550594415454	0.531414230607	0.543501973896	0.577270264598	0.511870138529	0.547295261466	0.556120031797	0.4956959608	0.576362961832	0.690567547829	0.534977764558	0.575300975819	0.590296169524	0.597493942136	0.606301091884	0.596122397035	0.693964761265	0.564270509341	0.581576016325	0.582610666787	0.54740850556	0.548994696545	0.594296082461	0.573561161107	0.616036890474	0.583621726925	0.584677902759	0.61895866944	0.578532102686	0.62151397826	0.626119622196	0.582361556301	0.632741223678	0.548142935025	0.544143731217
CS.136	0.627187731737	0.60652465219	0.567376407168	0.634855015627	0.675692280642	0.638520945649	0.647370139801	0.558689448035	0.627883314343	0.627198358804	0.574044507665	0.594918465402	0.600963934988	0.590983259179	0.548223909469	0.636082409248	0.591451139596	0.605195616082	0.52914599501	0.582523764153	0.660405328063	0.553704966528	0.525403283988	0.598381072372	0.598856179973	0.61266252069	0.602679985824	0.590616796909	0.563441458125	0.516953955343	0.625762623595	0.573437206374	0.571965792018	0.521955719768	0.501729828511	0.610503083907	0.557311963128	0	0.628661421361	0.507194667933	0.626516132753	0.572938520851	0.555571850293	0.57262501379	0.630298473582	0.552410901412	0.572940959002	0.59681921216	0.655794664639	0.569108695332	0.535536646105	0.563600094838	0.6600464945	0.570089403649	0.546325581568	0.560250558267	0.580313141888	0.567382175378	0.623138958101	0.584969019676	0.60171603746	0.611332932756	0.570813734377	0.614197607564	0.597964566027	0.587627837368	0.596032970972	0.627437757342	0.596842751445	0.705730590691	0.614022180408	0.60156140631	0.598598485312	0.633395322809	0.64334129562	0.653691197402	0.659062878238	0.612911340419	0.61662659933	0.675717055054	0.628012553482	0.617317354609	0.626932988553	0.644823935396	0.673077267065	0.587222730322	0.654146833415	0.671858897394	0.639953417342	0.623538981036	0.600626040197	0.666964326214	0.657476488346	0.607632868862	0.548744127779	0.596155055685	0.521341002975	0.552692623271	0.617508006549	0.59537892913	0.653466017512	0.567237858169	0.554307492627	0.570763700771	0.662766056719	0.539183918998	0.551270382295	0.601757588437	0.700619605552	0.559865504183	0.635308548989	0.525913351688	0.55329261667	0.5679940898	0.580926814717	0.53659282847	0.588441415862	0.599637891165	0.573767880192	0.614566463732	0.479463896812	0.651941644713	0.576694640801	0.491538272483	0.549760057745	0.537717782775	0.566950364357	0.685345321599	0.63522076944	0.533538777731	0.578307623964	0.531461808393	0.622672532184	0.579163358197	0.538739572018	0.567639609512	0.620695945012	0.575824701674	0.543567752205	0.566630269217	0.569221803178	0.589209244262	0.636080106271	0.566880008733	0.60961338009	0.617721549504	0.628779967913	0.652144960285	0.607232738005	0.662219063443	0.597726893226	0.638813943981	0.642960925131	0.621150988828	0.606699391963	0.630634935643	0.628867813785	0.608459710618	0.615591315968	0.609474144617	0.665175484608	0.657972974293	0.679238434093	0.668564657823	0.658514815083	0.642505302596	0.634689913165	0.606519449858
CS.380	0.561645893278	0.514745281083	0.572055118949	0.546801281114	0.535622026526	0.554366974215	0.54181943658	0.648821049531	0.542272417082	0.469753210673	0.610496698577	0.529057161288	0.546531355146	0.511323394503	0.59841714433	0.725361353888	0.452449614289	0.477708667245	0.600301834312	0.682814778134	0.723291283537	0.586630506447	0.604502102641	0.591618746084	0.613378344648	0.602933281729	0.550993220059	0.50408605644	0.648303356617	0.66569228528	0.490043743676	0.654523208906	0.638486202017	0.645338186319	0.600672118167	0.642859469101	0.528954784129	0.628661421361	0	0.574680653591	0.68864177977	0.657939848759	0.61313647718	0.458232284469	0.68650756263	0.58301376751	0.623555280969	0.732394708254	0.718452936834	0.656908137403	0.593335542773	0.632651911689	0.690731148987	0.567074447401	0.571051144272	0.598933124081	0.55953704083	0.605753690794	0.654252412521	0.628816867673	0.504392565138	0.461311040843	0.513353577061	0.617626938526	0.504323594461	0.487495463657	0.614875100352	0.642503187915	0.50490993588	0.749429737276	0.520407200624	0.507229840497	0.656826554912	0.459145018075	0.572005400721	0.52111911938	0.538931373717	0.524306780625	0.544849971715	0.524369293851	0.532676105516	0.522631257972	0.588296358491	0.50761840867	0.575916889861	0.619473092272	0.547227525205	0.508370051313	0.526904492607	0.517329878729	0.51134595102	0.58346321789	0.544644489164	0.512135095227	0.564858684549	0.58056782995	0.65140750255	0.656541238971	0.582090372337	0.629940823967	0.664723493312	0.591458316626	0.557018130811	0.563598625217	0.617798014299	0.524837561009	0.687401312348	0.620919356911	0.739905229403	0.602155135224	0.768523255322	0.601945321148	0.531972764494	0.602071558459	0.638910898138	0.57464640368	0.638365506521	0.68514950516	0.522285794519	0.478366825159	0.642188461049	0.726303939213	0.649779695906	0.658308705623	0.547168111547	0.610889084433	0.463253023987	0.76276167436	0.627341296056	0.65655871785	0.71920597428	0.541575620912	0.523026884411	0.648819477104	0.603159342984	0.585795870227	0.604927633085	0.573639616994	0.619631955826	0.589187695188	0.508882390126	0.653692030119	0.734456038434	0.553093760689	0.555505904587	0.51358514462	0.525814281081	0.528769181033	0.586104465599	0.665888448033	0.5034390939	0.520021987083	0.483751958994	0.474730195394	0.522956576619	0.470749128977	0.499738741928	0.608321463851	0.540242043721	0.495496488331	0.551208341397	0.51793518909	0.556264430069	0.557847896683	0.521427369934	0.571381979737	0.478601043642	0.514654577232
CS.232	0.600315040808	0.542848365897	0.506160480301	0.533426395635	0.59519432061	0.543968919264	0.604515817185	0.594864098165	0.583512629802	0.562125351538	0.541456334083	0.5284020539	0.600063632215	0.488704147231	0.590410870465	0.702721737015	0.558762561046	0.599283971809	0.540541220962	0.663847138238	0.725178615099	0.525490750825	0.608945198505	0.521035028836	0.626918950583	0.564367049302	0.610621626019	0.553442611655	0.611418639619	0.613123987482	0.590248898557	0.618801210315	0.632317360419	0.581881457388	0.46353620181	0.674268245314	0.55665271544	0.507194667933	0.574680653591	0	0.649901265159	0.644660067352	0.613648675992	0.518560978016	0.691525692572	0.571305940509	0.597439978301	0.656383692532	0.684949538619	0.600699779359	0.56973227786	0.617103788518	0.683334088373	0.583664019298	0.550079904992	0.608333551423	0.56117935961	0.601323200639	0.644376584511	0.608472178976	0.561044566589	0.572137273184	0.554201121021	0.580569944718	0.602447140568	0.568311622519	0.59273246832	0.639840089232	0.553740590742	0.723931692034	0.571916895754	0.56139659693	0.657102144384	0.544484979164	0.544009980194	0.589354741657	0.559360343176	0.511914559471	0.545134847097	0.56564582261	0.553411307652	0.562083545656	0.564736163702	0.57088125064	0.552037430904	0.556747277949	0.581364516589	0.560401842302	0.566818372976	0.579273691497	0.521258210533	0.629063951179	0.517100637959	0.532360095045	0.492216875338	0.543392973099	0.533609731545	0.576547549132	0.603212624168	0.597868191615	0.678548504512	0.497321363545	0.470414494279	0.533356395516	0.605971642246	0.578091345306	0.625013327415	0.653994169653	0.740640147362	0.562433871778	0.709105009029	0.590549153135	0.562973560402	0.590214235864	0.466943378104	0.505244315414	0.595758764234	0.666420445631	0.555420445352	0.545913440368	0.562722125921	0.724333449168	0.643003821219	0.547164237833	0.530866423754	0.584802239543	0.514871867178	0.746091958688	0.634657668838	0.570960990965	0.659671890571	0.555067241711	0.569558084957	0.632526443548	0.601669380598	0.574624149433	0.659888418954	0.588393752175	0.584449945761	0.58463791583	0.56438302526	0.605993989678	0.675007964409	0.574606756187	0.588586762687	0.575432190469	0.618854371098	0.57055657336	0.540741363303	0.703623644252	0.604484658005	0.644261935255	0.546441635433	0.560206804114	0.601147101527	0.545784097942	0.590185869993	0.63129272381	0.581461040516	0.541267428649	0.570492314016	0.582992606466	0.631713222011	0.639953201613	0.552961186384	0.587082113513	0.53907845103	0.538875653697
CS.378	0.651906385477	0.690087169011	0.672961459278	0.701442878598	0.708192684742	0.718858641745	0.708666244291	0.614159088793	0.693782967234	0.689656095462	0.617991478876	0.689326524847	0.633154145091	0.647887617619	0.632727743391	0.611054121591	0.696209529153	0.654357925082	0.646479440523	0.60335819608	0.656228412007	0.644938244284	0.668920631184	0.639612181045	0.631939932139	0.677652712571	0.627649879644	0.665964006251	0.67296319904	0.621050399251	0.6858486823	0.610232820205	0.648580839035	0.638220654991	0.629828534639	0.634356453207	0.645114199821	0.626516132753	0.68864177977	0.649901265159	0	0.5914918817	0.604797653711	0.662741357554	0.63344394177	0.635134960915	0.624294471614	0.618795490006	0.608404301006	0.640698413223	0.661734183527	0.607048047375	0.615123864711	0.642111696549	0.651638624631	0.604371564004	0.683072913975	0.611210651875	0.601026893063	0.661415747549	0.677147013543	0.718206018173	0.676108339939	0.660283897183	0.672211214426	0.690306868227	0.63337147981	0.642111048155	0.65646207554	0.715678613957	0.655384108188	0.675619352838	0.631428884225	0.691028944671	0.70873846599	0.710659356592	0.739222612	0.658978795714	0.690988243084	0.731780241785	0.679702165218	0.675221949306	0.660688960469	0.686827328364	0.72743137956	0.625035049658	0.714517802293	0.72734086283	0.663439497039	0.685209834863	0.662219992538	0.681847729119	0.705114222158	0.667418755751	0.667474627777	0.670714537062	0.60265345383	0.635822751993	0.663078617522	0.64785790325	0.659267759821	0.644850302759	0.670803511121	0.651962485447	0.69912312318	0.620137650066	0.619153679176	0.627026549156	0.670301669259	0.636275670558	0.623047324067	0.604279307388	0.643633602454	0.656535345822	0.655686452975	0.618320342007	0.634723962825	0.635193456962	0.659397259889	0.68718342876	0.583448174296	0.656431325666	0.613331990916	0.589537489956	0.650475135353	0.629549520518	0.678896000163	0.645587286975	0.631785460831	0.603111810097	0.616866170739	0.620949225525	0.643486654301	0.622961469496	0.616230008739	0.636840500413	0.619752591543	0.650667515088	0.621300259198	0.609051332234	0.67103232461	0.643984076462	0.511180193812	0.628781090926	0.694981154016	0.683325401867	0.674798769864	0.699367540171	0.64504869069	0.660847537252	0.667279417054	0.673698410203	0.707741106323	0.684054719092	0.688061389291	0.710897239102	0.702671971568	0.661108002457	0.655883364406	0.664948491803	0.725185964899	0.694781824144	0.675027226461	0.694991866464	0.711517231602	0.666034351298	0.695801311311	0.685539564965
CS.213	0.660241379628	0.65136526046	0.67952526059	0.687466091374	0.702125453944	0.70443874085	0.690136103182	0.616018801584	0.674439475343	0.670624302113	0.643934073198	0.665160990297	0.571131686727	0.672728066674	0.566759811386	0.558304034498	0.636343820829	0.566705304693	0.601594331298	0.550593699252	0.570346214483	0.639971243894	0.576754293222	0.675795508177	0.51951402741	0.682071885322	0.600117609238	0.636220544094	0.587483885863	0.569422443469	0.643820129374	0.54124605561	0.537330417283	0.619514429785	0.588926118401	0.543388014563	0.571031985913	0.572938520851	0.657939848759	0.644660067352	0.5914918817	0	0.50392704903	0.616184067755	0.580427020277	0.592779707635	0.536071597367	0.593378764052	0.583665798247	0.612882172906	0.571417392074	0.5008025496	0.584045002813	0.527116968101	0.544239766909	0.545328685507	0.628656606352	0.589934760754	0.562827136979	0.59473476237	0.644992091872	0.66225225614	0.629814424322	0.674634866441	0.646420530945	0.623543818457	0.628844801751	0.68249991472	0.613784579709	0.712919077383	0.640198114255	0.645444938864	0.562761174982	0.677956158886	0.692240074702	0.692354130458	0.722853217515	0.672618347118	0.638517199876	0.729164212524	0.670461464675	0.633301408894	0.665832747281	0.693349885053	0.724276269319	0.622843265436	0.705585116903	0.722946979121	0.666548620254	0.657911168688	0.64111058785	0.711266086961	0.685010158113	0.665674242475	0.678357937431	0.665224858994	0.593134191004	0.600558335626	0.625210290831	0.667762103952	0.688973041059	0.642051821393	0.688490225891	0.661161928436	0.714342681697	0.558419036179	0.575681376123	0.557147227302	0.640916250162	0.579686004606	0.610232319237	0.506609941511	0.591537332357	0.631326500182	0.679860125953	0.589644274018	0.605187329813	0.619845992923	0.618974972936	0.681135460457	0.554260882744	0.547701740918	0.568606326649	0.60649410174	0.570259689367	0.554936619685	0.650437532097	0.631227559769	0.624748835641	0.578489912428	0.58285275868	0.544851230864	0.631256722556	0.514616395468	0.475984179887	0.587766081763	0.557415791384	0.553050894876	0.54767136691	0.566911793833	0.613368573361	0.638815256296	0.593927140635	0.56826503468	0.672085448651	0.680486172011	0.67209769417	0.705914356537	0.6834204301	0.641531200306	0.610384029333	0.616141728541	0.70083438888	0.666169636617	0.60361440634	0.70132164546	0.671665454895	0.55057493289	0.654948581218	0.651231470474	0.720651228138	0.679222285189	0.675685174346	0.681167188888	0.69932918368	0.682942089355	0.680920912899	0.657914962187
CS.376	0.608776393383	0.640608598568	0.669425020405	0.681835677209	0.685877483267	0.697425432545	0.657953432205	0.577091005504	0.644682723371	0.646007030729	0.624908303212	0.643968645144	0.548752156055	0.62917641436	0.506692760779	0.566323118835	0.580751868039	0.562980367331	0.546392931925	0.55366374254	0.600392235151	0.64860925697	0.513568134137	0.684844538379	0.53702144693	0.676422383978	0.600081097945	0.64061489568	0.557017688514	0.520531465483	0.621151562607	0.518802998396	0.519002151678	0.599226164422	0.567310218989	0.543462679948	0.546117187558	0.555571850293	0.61313647718	0.613648675992	0.604797653711	0.50392704903	0	0.553441590319	0.582128866663	0.534425271689	0.537631198048	0.583191203692	0.585235149916	0.609888414848	0.559992381416	0.473771774746	0.608893772806	0.499226032499	0.513982706488	0.494583165903	0.569916846269	0.563115906541	0.553778038941	0.574632578737	0.630934748934	0.638373817906	0.580075406197	0.681536462176	0.591260882702	0.583569096289	0.623484584622	0.66030541946	0.616458496636	0.688537696208	0.61936582078	0.604512381298	0.519158183089	0.659478210011	0.685637220892	0.672820463217	0.683454996665	0.672987522155	0.624089542556	0.693969075166	0.647692602658	0.594332032855	0.674455132722	0.65018173423	0.705103886247	0.654124747377	0.697783100457	0.686613760755	0.635351132024	0.62274305427	0.632717093659	0.683449572889	0.679263436708	0.630290771033	0.647831730152	0.633541336762	0.592645973556	0.603185399006	0.624467535754	0.621439091513	0.67073585828	0.632231703167	0.662275420941	0.629743842688	0.697109494702	0.512483333257	0.577613485607	0.545939880214	0.662613567945	0.586097094775	0.601429022025	0.477571767701	0.547991588063	0.632569334778	0.679714650563	0.574330237014	0.592951095734	0.575434445897	0.599676812977	0.656376144207	0.56858087459	0.601312390504	0.575210392154	0.580676253435	0.56878009585	0.502468855322	0.596128255034	0.63039015962	0.619736600328	0.571022453657	0.55620877554	0.504555068911	0.635791527404	0.505884470171	0.487000541547	0.537593227679	0.53222310164	0.529042644829	0.515464649221	0.52270433209	0.563996941432	0.597870307891	0.606527081536	0.508852315564	0.633767823919	0.637029129015	0.639571602516	0.681337483771	0.641295332598	0.633141673591	0.577024847723	0.586382744478	0.656256360482	0.626604949418	0.586483997055	0.656359874919	0.627991737251	0.536855338111	0.623544438063	0.624732749806	0.705642378323	0.659824632285	0.662645899991	0.653000293029	0.687659031599	0.654894508668	0.641497783378	0.618677193342
CS.126	0.5483570838	0.501016001939	0.595129125479	0.544803411308	0.557980950747	0.573459996245	0.567923830373	0.632593215212	0.524758275464	0.495321590566	0.581237651854	0.512427333946	0.510404723745	0.479982742081	0.574418924756	0.67462350171	0.435596733403	0.461425012325	0.544022825912	0.634474451487	0.691910766391	0.585243594683	0.558414879062	0.593405623307	0.574935053016	0.580966101017	0.529782732428	0.512545303631	0.620272079224	0.623067305483	0.494174155348	0.612111975816	0.58981461193	0.596199889422	0.55645259045	0.628550895092	0.496087078046	0.57262501379	0.458232284469	0.518560978016	0.662741357554	0.616184067755	0.553441590319	0	0.650770726708	0.554247800749	0.56491629721	0.679279627982	0.667617626856	0.623983178501	0.549090606434	0.580386179182	0.66651615454	0.538477690209	0.520021364912	0.543577613157	0.51850057953	0.534347284908	0.590256859298	0.594184299798	0.482726753938	0.463295700811	0.472262712023	0.635327120547	0.51894241731	0.451578826683	0.565278746618	0.632867021886	0.481737418071	0.677332547927	0.528644794978	0.502594803182	0.596670412062	0.501689806046	0.582689289531	0.537143081562	0.536291057611	0.536847106627	0.551104107574	0.541381271047	0.516988089846	0.497677439109	0.578943936258	0.519999156312	0.59710262618	0.587748137574	0.565633393362	0.520319182154	0.520907049874	0.501654370382	0.51169015511	0.593563572355	0.559699088986	0.480954954756	0.551469531556	0.575365034883	0.615190787875	0.607719398354	0.580134864072	0.594501792626	0.676424227253	0.570833244366	0.552050696708	0.543559822921	0.624035865601	0.47236106826	0.646895017306	0.580435122274	0.706505804371	0.56484781846	0.726293163117	0.546677045296	0.497874053429	0.582822049463	0.597237178565	0.537158032934	0.59762934111	0.621359793485	0.512564725431	0.475290633742	0.613218184447	0.671321621697	0.591385691215	0.609283521587	0.499813478737	0.536617707392	0.429396577442	0.731034888173	0.583140845341	0.625857575505	0.680258606378	0.493218106219	0.505710698232	0.60335952873	0.560276583102	0.556424365574	0.589224053919	0.556825053337	0.560792903505	0.538313315108	0.445022937173	0.596498929366	0.673851172643	0.515626644049	0.551704065838	0.500815008865	0.538269243182	0.533472640129	0.579540252095	0.650369835198	0.491136714605	0.502327013271	0.497998883193	0.485245070097	0.504417974845	0.497566094858	0.495308838313	0.585985892422	0.524513726527	0.459577333462	0.570927809947	0.509144878701	0.580515290104	0.563593872479	0.532452418289	0.552943480427	0.483904215352	0.494565530605
