CS.105	CS.295	CS.011	CS.244	CS.017	CS.002	CS.005	CS.261	L.033.M1	L.025.M1	L.031.M1	L.012.M1	CS.039	CS.172	CS.010	CS.056	CS.073	CS.127	CS.360	CS.365	CS.058	CS.371.1	CS.042	CS.290	CS.072	CS.161	CS.335	CS.040	CS.341	CS.067	CS.213	CS.205	CS.041	CS.125	CS.126	CS.203	CS.136	CS.282	CS.292	CS.375	CS.236	CS.374	CS.302	CS.224	CS.376	CS.182	CS.147	CS.148	CS.395	CS.129	CS.372	CS.256	CS.369	CS.183	CS.323	CS.349	CS.268	CS.181	CS.348	CS.385	TFS.023	T.CS.020	T.CS.035	T.CS.040	T.CS.042	T.CS.028	T.CS.071	T.CS.016	T.CS.046	T.CS.022	T.CS.062	T.CS.007	T.CS.085	T.CS.079	T.CS.004	T.CS.132	T.CS.129	T.CS.177	T.CS.118	T.CS.104	T.CS.102	T.CS.120	T.CS.116	T.CS.121	T.CS.097	T.CS.114	T.CS.180	T.CS.144	T.CS.092	T.CS.134	CS.246	CS.237	CS.085	CS.241	CS.087	CS.238	CS.356	CS.015	CS.103	CS.242	CS.088	CS.082	CS.110	L.024.M1	L.034.M1	CS.078	CS.150	CS.364	CS.165	CS.189	CS.387	CS.347.0	CS.338	CS.233	CS.164	CS.044	CS.330	CS.207	CS.187	CS.336	CS.319	CS.202	CS.152	CS.112	CS.321	CS.223	CS.318	CS.343	CS.080	CS.285	CS.331	CS.339	CS.194	CS.322	CS.320	CS.145	CS.255	CS.390	CS.393	CS.270	CS.326	CS.262	CS.253	CS.370	T.CS.008	T.CS.061	T.CS.045	T.CS.026	TFS.022	T.CS.031	T.CS.049	TFS.025	T.CS.066	TFS.027	TFS.020	TFS.021	T.CS.043	T.CS.055	T.CS.064	T.CS.158	T.CS.141	T.CS.166	T.CS.142	T.CS.152	T.CS.095	T.CS.157	T.CS.151	T.CS.109
CS.374	0.658925628615	0.610209560479	0.656348249939	0.706308103449	0.664223398401	0.647874842138	0.682768859504	0.666914643421	0.642255709305	0.69205272226	0.62429646539	0.68712316321	0.629844703051	0.639101897075	0.704026580518	0.617129925921	0.658316040173	0.569575215396	0.546512794697	0.636958342993	0.59277525266	0.622908734305	0.587974975568	0.545378439306	0.650558693635	0.527245667795	0.60058526663	0.692635509609	0.568892999314	0.624534285062	0.54124605561	0.559066578851	0.620893417434	0.537983379342	0.612111975816	0.622615939	0.573437206374	0.550817982949	0.573888754549	0.553424926435	0.629039892232	0	0.599297026999	0.624012694137	0.518802998396	0.576709983524	0.548799639965	0.589561521555	0.576316693716	0.592107650892	0.556102924514	0.54631413856	0.609330291392	0.579335016591	0.537793994684	0.568774206525	0.605067393673	0.565688938563	0.623122669166	0.554429763801	0.623609341311	0.708342607624	0.644855335522	0.643165590083	0.660949295253	0.620312461343	0.657952954927	0.60750420784	0.581277552058	0.627171602664	0.654840412069	0.613488127091	0.621916750802	0.56103499417	0.612176882264	0.68484386406	0.664190259245	0.68985602765	0.587110326355	0.694019835978	0.680656337171	0.641563575475	0.649358060389	0.671615287245	0.70381097162	0.677327535613	0.669588567505	0.677983202867	0.701338053216	0.656615700444	0.642074689029	0.581999097278	0.644630813152	0.678434053414	0.650249046262	0.650899631363	0.658601987328	0.699406971199	0.630715759843	0.635308887769	0.696605233474	0.656926382701	0.586603191766	0.668226650756	0.624184791281	0.635963597212	0.588309152627	0.576001147655	0.621472547566	0.601008981211	0.553499084398	0.602264853436	0.559316070979	0.645923689083	0.661305263508	0.628855461238	0.545409482597	0.571899347875	0.551162367545	0.613610052719	0.542498044322	0.641061772404	0.611281329928	0.575283462832	0.638919692215	0.564628756424	0.517881888762	0.545321760268	0.607189833184	0.576604315411	0.565130131674	0.616797209377	0.605476935323	0.543494405572	0.550675970199	0.571923866224	0.541737842007	0.584119813534	0.600852116359	0.567088970053	0.549970112145	0.577648468128	0.608035662525	0.571147483263	0.633315165068	0.62943118816	0.658964308933	0.646444186776	0.677997853247	0.631565752637	0.572004532834	0.619007387332	0.685724567718	0.661080419796	0.674922919026	0.647068128834	0.666364997592	0.651380562117	0.65050833589	0.647163788363	0.6691847178	0.623820486434	0.678973496801	0.646469085614	0.693205079182	0.674644701724	0.680498360125	0.68799866434
CS.302	0.697522992174	0.645882705834	0.720058327484	0.769219025338	0.722477341979	0.722092693838	0.737061096974	0.731915718775	0.669290652885	0.718463124693	0.695477706579	0.730883906043	0.685251946767	0.696327207378	0.746068113904	0.636337809887	0.685431495501	0.637314668209	0.600900618827	0.677098046351	0.650962761179	0.663673388418	0.627533805549	0.581151804625	0.694958558639	0.578726599809	0.60451172402	0.724163005362	0.562823999262	0.615875228499	0.580427020277	0.584706201822	0.648992369575	0.56225060856	0.650770726708	0.717841518434	0.630298473582	0.594194008325	0.653123102105	0.609879796036	0.69780087107	0.599297026999	0	0.60736028735	0.582128866663	0.632223022704	0.583494043193	0.658412389417	0.668443193061	0.682610993412	0.620900344835	0.633387847725	0.630097853748	0.630080825607	0.623644216146	0.660601599926	0.686634643901	0.636218016544	0.66243410154	0.63721434104	0.655143067163	0.742689018911	0.686076200877	0.705433378242	0.736166223857	0.664066016743	0.698409439296	0.647986301891	0.611044136833	0.683392833214	0.702262129495	0.566362290871	0.698787552021	0.568147977464	0.632899684432	0.754656469419	0.731062886899	0.745781721824	0.635833032453	0.752604221078	0.746190464362	0.691619604783	0.708148820272	0.704216333362	0.737515435153	0.75116310027	0.723245950758	0.731344640055	0.740289956676	0.689360725811	0.69432900757	0.613614255574	0.715327021046	0.747129954757	0.666883248589	0.70478737705	0.593518290961	0.755930016965	0.693951024126	0.697152709101	0.704471703115	0.729666286707	0.638148875452	0.727419756573	0.715150469358	0.697708560883	0.655373541558	0.567775229317	0.590875180421	0.60528818782	0.597809567374	0.645162075028	0.661029098017	0.708209864065	0.678924047862	0.679201058875	0.595429101978	0.60666291383	0.616617258273	0.633652053237	0.57536322616	0.623571219617	0.696092250407	0.62868295802	0.704763016223	0.604838287235	0.582544067095	0.589905751887	0.650894127814	0.57782264925	0.666272941963	0.596329134478	0.608149620478	0.626042393746	0.609845481331	0.671897441319	0.648381073294	0.635983287617	0.683245408337	0.617984222298	0.624573274502	0.594616940778	0.615200676259	0.659840410044	0.629721980459	0.652813342283	0.66393059478	0.574252020008	0.737674874869	0.69423634677	0.598800910907	0.611965814648	0.735669114305	0.702215949542	0.733435376521	0.692870740742	0.681495417226	0.707423099434	0.710780234667	0.715248805754	0.724232510874	0.703121228516	0.70387647265	0.670474985291	0.758695164856	0.698235226129	0.728269275205	0.75862070849
CS.224	0.743887713028	0.702596463453	0.759118151709	0.772240088393	0.747324431172	0.727870456301	0.764691881125	0.75095069792	0.725434829208	0.711613821306	0.7340797471	0.756203149985	0.729092615695	0.723646079202	0.763915162819	0.683459947759	0.713147578538	0.699785338887	0.682550688922	0.721121212034	0.696473276015	0.67535922052	0.68369189736	0.603700602592	0.746871531621	0.635973163467	0.613327469163	0.756508863586	0.628062608858	0.590521842899	0.618319945822	0.579395264151	0.706364224622	0.625553837121	0.713095141561	0.737466442463	0.689980687344	0.621174658827	0.690536607928	0.661303083911	0.720606416614	0.624012694137	0.60736028735	0	0.623918310103	0.678217905404	0.637367086596	0.606820246476	0.691279776903	0.682117592216	0.661462696934	0.619532150696	0.661026182424	0.618758549649	0.676101339965	0.684892934282	0.690748197721	0.646441016666	0.715155645704	0.690920371217	0.725691937126	0.767822318949	0.733908472868	0.744695713465	0.767584599161	0.720015346524	0.74793140248	0.712200654898	0.686318886311	0.731032595783	0.753850160814	0.658905718657	0.745751260841	0.619439569194	0.712959093211	0.779444084433	0.763216065427	0.781289162209	0.703006233952	0.77321246398	0.757429468741	0.732002068475	0.70660840918	0.74977780786	0.78885143587	0.772994758269	0.760499964055	0.765479048186	0.779178497278	0.747913096764	0.732083897088	0.621272735249	0.749412057838	0.758455643178	0.710426757832	0.707397314565	0.671113819034	0.756621347958	0.729104958783	0.755119080333	0.735115573726	0.758992614812	0.650691098176	0.747854424525	0.726567744248	0.714414279093	0.66082938566	0.623672167093	0.656922927491	0.671131294282	0.66334847547	0.649921140148	0.694331902842	0.735864833397	0.678502711974	0.728919779906	0.62981924014	0.618465760103	0.641433573876	0.693429485432	0.636700601089	0.692734048434	0.737415432909	0.682527847485	0.733533236736	0.609967713298	0.620767676361	0.555298489428	0.666415230256	0.60979418928	0.710292089637	0.68136143269	0.576944841641	0.606035645886	0.649397738489	0.701975262436	0.66270322833	0.623313359694	0.693440955654	0.649328334164	0.648461528025	0.653320271412	0.648255909349	0.683566171127	0.706861373072	0.709014639772	0.723628770729	0.66233268889	0.77415938034	0.73296485776	0.640452258841	0.693021069317	0.765511926228	0.755787045486	0.782569612627	0.710830730395	0.740495440691	0.735955329739	0.757265160945	0.74068392715	0.735598810251	0.722184186904	0.730353722531	0.733945917797	0.776785138885	0.736422090129	0.742949155101	0.780047215074
CS.376	0.624025718539	0.60116671583	0.664330776277	0.730426513043	0.678211234635	0.638443965427	0.687984403573	0.641578027766	0.636801906248	0.681863656974	0.612397676664	0.657953432205	0.627333912961	0.624908303212	0.715322726509	0.557017688514	0.654826474834	0.536283581152	0.50819209394	0.64061489568	0.57830751163	0.600081097945	0.579514996647	0.500174038407	0.636533346428	0.520531465483	0.600392235151	0.676422383978	0.53702144693	0.607069968438	0.50392704903	0.543462679948	0.599226164422	0.481226515523	0.553441590319	0.621151562607	0.555571850293	0.519002151678	0.567310218989	0.542375451794	0.639025250538	0.518802998396	0.582128866663	0.623918310103	0	0.537857100053	0.473771774746	0.571739003243	0.585255203686	0.586733567552	0.499226032499	0.537631198048	0.583191203692	0.548175079804	0.513982706488	0.544363629892	0.609888414848	0.534425271689	0.569916846269	0.559992381416	0.603910731606	0.699296710771	0.630934748934	0.641141021668	0.659478210011	0.584371995461	0.638373817906	0.566038795781	0.54316847091	0.611024399139	0.633705564867	0.577249298091	0.59936099142	0.519158183089	0.569211688091	0.683454996665	0.657379146532	0.681159110049	0.53560738665	0.681764408867	0.687053509342	0.62274305427	0.654124747377	0.629046858615	0.697209043521	0.68584091394	0.674455132722	0.672820463217	0.689323969862	0.653761865639	0.632717093659	0.592645973556	0.647831730152	0.679263436708	0.621439091513	0.633541336762	0.620667069642	0.697109494702	0.632231703167	0.630290771033	0.67073585828	0.662275420941	0.603185399006	0.683449572889	0.624467535754	0.599205773819	0.574330237014	0.573466363973	0.575434445897	0.592951095734	0.512483333257	0.57507384018	0.586097094775	0.679714650563	0.684359718375	0.599676812977	0.531521113682	0.580930444411	0.513370296682	0.547991588063	0.473592180107	0.619736600328	0.596128255034	0.56858087459	0.635791527404	0.502468855322	0.487000541547	0.502693152609	0.585989583956	0.55620877554	0.56878009585	0.573214717324	0.601312390504	0.505884470171	0.504555068911	0.563996941432	0.508852315564	0.537593227679	0.597870307891	0.515464649221	0.52270433209	0.53222310164	0.606527081536	0.529042644829	0.586382744478	0.586483997055	0.622699913812	0.633141673591	0.656256360482	0.623544438063	0.536855338111	0.577024847723	0.681337483771	0.627991737251	0.656359874919	0.639571602516	0.637029129015	0.633767823919	0.626604949418	0.641497783378	0.662645899991	0.618677193342	0.653000293029	0.624732749806	0.705642378323	0.654894508668	0.659824632285	0.687659031599
CS.182	0.559336519399	0.535641243652	0.560189068913	0.710325323932	0.646849261636	0.589028554386	0.603862358106	0.569290490125	0.653453970284	0.666695501127	0.539240374613	0.628050768899	0.615402173002	0.633013533673	0.725391906132	0.577041456713	0.664262720673	0.48152109801	0.518411460794	0.582937152503	0.523083562433	0.583077119561	0.609355397286	0.532719992056	0.519384429766	0.588084224416	0.66686978894	0.628523895305	0.548068184026	0.684469786089	0.570059882042	0.581237845562	0.601314267677	0.490262326011	0.47176658191	0.610886345803	0.545912854191	0.536379851773	0.53167679057	0.56822215083	0.649329958272	0.576709983524	0.632223022704	0.678217905404	0.537857100053	0	0.505430285294	0.567979325431	0.493239296226	0.538399109503	0.450068026346	0.492712809159	0.595568366411	0.619944494796	0.422433776752	0.454152092503	0.546566888312	0.477199449058	0.463012859883	0.472508747524	0.58141774001	0.634766121424	0.543406159484	0.576349693398	0.570698764202	0.512213694728	0.555651838468	0.518431216994	0.53990497033	0.561456107076	0.572257628583	0.561599485972	0.567006061577	0.582105396857	0.53471936072	0.578023736672	0.58178847087	0.59514850551	0.449156319727	0.596303141657	0.629381731929	0.58182673121	0.605958596562	0.559554854543	0.610750797527	0.625620333011	0.607753568522	0.60911536464	0.619226144357	0.574847063378	0.546470165252	0.573533517306	0.577539277151	0.617623643221	0.652314146881	0.590930783352	0.664093510399	0.675649610617	0.599129970373	0.558559283244	0.706710387461	0.567964279675	0.593703624139	0.654604875475	0.612005775442	0.638934560014	0.531295429135	0.618510096818	0.662810158535	0.578536604534	0.482405295217	0.619194549143	0.532306532768	0.627737847386	0.717592913598	0.591877968973	0.530598411647	0.603718120711	0.479561807897	0.522288634938	0.49902937907	0.620971826045	0.488537428718	0.598013943022	0.603369191038	0.472929495732	0.502840449056	0.552343889806	0.576183324903	0.628924832419	0.490512011009	0.623248874457	0.656484715534	0.545694755159	0.464852144859	0.476348358042	0.495087556571	0.491042028508	0.611972662166	0.501994129154	0.486753281391	0.56107538419	0.664345000576	0.494701424197	0.584518356949	0.540722781662	0.602331792136	0.622184384256	0.590320942768	0.592563665464	0.579206688983	0.55539073572	0.608299248651	0.596452161087	0.585499046059	0.616827932463	0.605825545649	0.586350414981	0.541089280975	0.553509620577	0.649562880249	0.541689205299	0.629734837333	0.548079399393	0.628010461394	0.613320819998	0.604357077227	0.58648652143
CS.147	0.635293174066	0.604779341388	0.654480367107	0.7161954895	0.684138392878	0.643536248104	0.673768849526	0.643900155678	0.639105889803	0.6952480923	0.637054233001	0.677666807978	0.638657428699	0.640799625297	0.721932519848	0.570692672028	0.651009729519	0.547215999815	0.527359504037	0.646654284273	0.555736156909	0.598744384827	0.615078325605	0.504695286308	0.626208692778	0.548071658145	0.594119927913	0.662244623089	0.529694918796	0.624313380286	0.5008025496	0.528469150911	0.598004296234	0.480804526923	0.580386179182	0.647323029438	0.563600094838	0.509210889594	0.568380242013	0.559798016002	0.65332186354	0.548799639965	0.583494043193	0.637367086596	0.473771774746	0.505430285294	0	0.559586918182	0.545223786546	0.572373942419	0.510892384458	0.501800145764	0.559447134903	0.567204582222	0.499126420735	0.533288497343	0.584666822445	0.520863577653	0.55952056759	0.517274828275	0.606377675636	0.7080412966	0.606803935843	0.648294203458	0.652528268627	0.588460744288	0.641520559728	0.564692484862	0.540432142213	0.602529159945	0.63682193114	0.573890519672	0.612824413049	0.544938295167	0.578329770192	0.673134135537	0.658941501708	0.667965930417	0.545349779157	0.694817906016	0.673036470107	0.628975995474	0.623541648267	0.634503387393	0.683526727898	0.681098034681	0.667211981816	0.66773736887	0.690982965932	0.652887227646	0.623127495627	0.586602788624	0.644762405872	0.66872262707	0.643961460503	0.621796942873	0.632901701622	0.711998392985	0.621009156561	0.641455948217	0.682122983643	0.663308498599	0.587039855712	0.684310283641	0.62699417533	0.645041835283	0.568160285187	0.569469004009	0.602924646184	0.582030553106	0.526268137587	0.581134158187	0.580477964785	0.662443692383	0.678922911603	0.618110217571	0.50629572087	0.571681078319	0.513810262703	0.567432127218	0.504378723901	0.625070373314	0.614802883291	0.583211319913	0.642782123558	0.506508306733	0.493751645263	0.513891172051	0.577667675045	0.573622239636	0.564199515591	0.574235411692	0.552774161102	0.496228949835	0.508268321765	0.558182633471	0.509681908413	0.531410143949	0.638590083775	0.513433041631	0.48010724909	0.529489176708	0.572667181189	0.526378668899	0.611061162198	0.603510135993	0.642726328599	0.607627903188	0.664879671673	0.625863009605	0.55342687253	0.597372959226	0.673463877077	0.641931234573	0.661100795084	0.63804320367	0.655447385521	0.632883843538	0.624333817932	0.634872795163	0.684026037714	0.62615798276	0.680410066725	0.63633443912	0.690998264036	0.639320152769	0.654185198682	0.668229417845
CS.148	0.676496471105	0.629231346891	0.698810181438	0.702634830703	0.695893617351	0.595539913685	0.6952763602	0.67130549369	0.684927872572	0.671458164944	0.693009489853	0.713551846023	0.653304043009	0.658815536076	0.720188347202	0.620428945932	0.68892601642	0.599036725542	0.59276620229	0.672744490008	0.600456611039	0.614080673038	0.648071316546	0.545550668686	0.673766855526	0.587449895908	0.609317955406	0.696388929712	0.539902415083	0.615706010636	0.584689260228	0.589159732981	0.593718602722	0.562932869782	0.618085651977	0.668713160201	0.592085585589	0.56412892861	0.617165324479	0.620883177242	0.670038976209	0.589561521555	0.658412389417	0.606820246476	0.571739003243	0.567979325431	0.559586918182	0	0.584492383255	0.561797320764	0.538188988436	0.509916447606	0.560089743196	0.54103755722	0.561963807027	0.543171808225	0.53826239539	0.549051174917	0.619067179691	0.59771962413	0.639612761195	0.719498085559	0.675281409132	0.691956108752	0.695930989435	0.647847137576	0.662823296023	0.626700114032	0.619847175542	0.627992667916	0.67121788727	0.615750286411	0.657266932837	0.583180658307	0.638192298732	0.698734487975	0.691810351001	0.690150039584	0.620970585927	0.700594437771	0.715440207934	0.653193205075	0.662908480029	0.681879466297	0.730609713228	0.699465244487	0.696581994406	0.682451612694	0.712601503344	0.674970599256	0.652403963684	0.584190822838	0.657871486619	0.719060302101	0.668916296876	0.671789215073	0.699552501493	0.719717613439	0.653046730328	0.660609200004	0.69915209345	0.686746201144	0.584788903086	0.711825631663	0.631825537067	0.666525190722	0.582188938318	0.619952931219	0.644861195437	0.651892393636	0.577031640325	0.62959578042	0.59201540967	0.682095673008	0.663746841932	0.653943637695	0.551029778468	0.604544566733	0.565174895518	0.609006646151	0.575998943614	0.668942745088	0.647134537528	0.582560436059	0.684377045871	0.536327854099	0.551299793096	0.559550571557	0.602991972145	0.614983316605	0.611513187259	0.657737083728	0.592181980468	0.511074782824	0.546146331298	0.613846724917	0.562462867158	0.499924027704	0.614825467157	0.489362909456	0.561421973193	0.5873290645	0.621631902038	0.560477099752	0.662403028019	0.645171412471	0.677226540985	0.620587535438	0.686650288213	0.656433876791	0.607543841739	0.646424448262	0.702673626913	0.680193782199	0.695571744235	0.663664272034	0.66748587544	0.649520991457	0.657745506629	0.677349216424	0.679351568816	0.668434440862	0.687694807327	0.673151811994	0.707415499069	0.678500469861	0.671372976879	0.698014487844
CS.395	0.626672445265	0.597186741489	0.610973070636	0.700022428467	0.666953199544	0.576960609249	0.651058558233	0.62938406921	0.680670355602	0.711761457097	0.581639957505	0.673333550888	0.637743037642	0.654624396648	0.716687102438	0.559192167986	0.658423543131	0.566271504326	0.557146782388	0.622513886361	0.537553426263	0.600720486016	0.647143411628	0.546497904138	0.595020201644	0.60611449723	0.665480123601	0.656014642175	0.591992255168	0.670338644629	0.572443672045	0.638565133657	0.601133643426	0.582942890373	0.551852840886	0.642977017328	0.558185043407	0.589911004514	0.545637900652	0.580881595719	0.640491492647	0.576316693716	0.668443193061	0.691279776903	0.585255203686	0.493239296226	0.545223786546	0.584492383255	0	0.565299715985	0.482664966445	0.548958826232	0.574021469073	0.574332652262	0.459154304747	0.481484235148	0.542702070432	0.522393191527	0.532394976746	0.467507750513	0.632013882477	0.691792188638	0.592763267145	0.626907897615	0.630078810099	0.599259056887	0.625106892423	0.580484100489	0.591795586709	0.587248354657	0.628906989119	0.649977401409	0.637657290373	0.592891473713	0.608935845694	0.647653104353	0.631779213066	0.634692169037	0.575509853397	0.657593346275	0.692093885777	0.62811694449	0.628285990495	0.625313392732	0.671637880899	0.65947790903	0.617065137119	0.667120841716	0.644493136373	0.6465685293	0.598564541417	0.587143058393	0.608684945513	0.658933797992	0.684166906891	0.64678639951	0.688356563904	0.700717804991	0.599287310641	0.603556101904	0.72209360855	0.608027956731	0.613871335183	0.711818482634	0.639193640335	0.689926032195	0.563214981886	0.601726784689	0.691376395498	0.594284000185	0.576946322599	0.636840864018	0.51895610307	0.647658569649	0.684926403517	0.634689753619	0.549353887946	0.600413066518	0.533581290895	0.578067675796	0.539006652597	0.663210199527	0.557604034206	0.580761872955	0.651451180268	0.512002225836	0.555953481677	0.575457274977	0.593618585237	0.654744353207	0.502517213267	0.644444846133	0.658826023758	0.553376112034	0.537235813435	0.538535670263	0.520106574349	0.531098443486	0.574730713229	0.530598628826	0.55142258372	0.578589561595	0.644548091794	0.495582747062	0.654761319813	0.614896824934	0.656161105064	0.650240597961	0.627373931964	0.630228522802	0.616498188215	0.643162702455	0.66365957439	0.661067521667	0.645803656992	0.656894197356	0.642419059215	0.649328288984	0.620958244843	0.639109799103	0.698926569169	0.614366575927	0.709636789197	0.623600466438	0.683398673359	0.669051868924	0.665797002835	0.655139588394
CS.129	0.61371469936	0.589701518383	0.59792519751	0.621132156758	0.618640819644	0.581788581239	0.590098344385	0.58826191901	0.636806592139	0.635859639263	0.596273978887	0.638974595769	0.574808835396	0.590176008943	0.662997581418	0.620185407643	0.629784589826	0.564656228461	0.589766249668	0.607781325901	0.548105443817	0.578083241809	0.62607273728	0.591047220185	0.575330065927	0.620236830693	0.678443340059	0.636903156734	0.607876113428	0.67964896626	0.60854307873	0.630350209605	0.613745431038	0.58837707282	0.560786466984	0.615187925265	0.585640880141	0.623947337214	0.576651183771	0.576887938453	0.664610101541	0.592107650892	0.682610993412	0.682117592216	0.586733567552	0.538399109503	0.572373942419	0.561797320764	0.565299715985	0	0.566031808121	0.533309923036	0.637505646212	0.635881359639	0.555262221413	0.552374079817	0.556420811031	0.553016706158	0.589003985503	0.573715400965	0.604543152936	0.636435924056	0.591587700972	0.600147325988	0.603893608893	0.58856458359	0.603453878033	0.60353297126	0.593972109057	0.574049872244	0.583158357147	0.619822196404	0.617167302095	0.612825354521	0.6007294995	0.615069825152	0.637885218748	0.608229393069	0.565369278259	0.603498047707	0.614768883831	0.577584478805	0.57633437232	0.611677715529	0.615075452524	0.576481381635	0.599692922402	0.613416321164	0.633170195968	0.595534690853	0.570662547212	0.582666313826	0.552656058036	0.635032846655	0.587139400195	0.587235897614	0.680402121899	0.663977145921	0.579567062544	0.566897975567	0.661396451102	0.579841356432	0.558004728867	0.631104961579	0.578169536356	0.650160181399	0.519131343271	0.653997733222	0.661746703297	0.580245306164	0.539304894993	0.62549822296	0.528323668395	0.572194378127	0.664940978019	0.596217597161	0.574040822761	0.596272444026	0.559459326412	0.596264066083	0.600426553692	0.640462471979	0.571110846081	0.590667891314	0.60896012544	0.56084349541	0.591681047035	0.589592740711	0.574131493621	0.665263371145	0.543815870711	0.633804182661	0.654044773223	0.582125726185	0.538402250294	0.556528435199	0.538772709999	0.577351491587	0.612526790626	0.572067232604	0.57859774893	0.577421908054	0.645947991899	0.578287942615	0.628791100215	0.603895478219	0.609005267942	0.653755442023	0.623142704413	0.584551584254	0.618683635711	0.626768893423	0.602152716757	0.612051880079	0.623313961124	0.604840952745	0.630217071127	0.588827370231	0.559493267795	0.599825374479	0.610375993576	0.608431098536	0.617785284488	0.594386008583	0.612253881704	0.596265052085	0.586083342438	0.602997152332
CS.372	0.617045353459	0.552720753817	0.623477852145	0.724484239374	0.663404901101	0.593534434549	0.67070362158	0.623175470803	0.67479643343	0.705609808856	0.606951183011	0.675414447663	0.64476316859	0.660132319064	0.727837120321	0.533552064325	0.667915553574	0.523401630572	0.534105586086	0.623182229261	0.550050702447	0.566980005819	0.615804223891	0.520259271249	0.604899624184	0.578582019587	0.646117257197	0.66199544811	0.554382643139	0.65944475913	0.527116968101	0.583188711583	0.589116644994	0.49709921419	0.538477690209	0.629636514073	0.570089403649	0.53338972458	0.567810699943	0.580148427837	0.629298614597	0.556102924514	0.620900344835	0.661462696934	0.499226032499	0.450068026346	0.510892384458	0.538188988436	0.482664966445	0.566031808121	0	0.489638988277	0.577762851903	0.570125610092	0.429270003644	0.457512272489	0.518550526358	0.470801383221	0.490099279497	0.440364194985	0.630103968352	0.677154920654	0.592398410483	0.635134706477	0.62141106489	0.549104049843	0.603622388575	0.566953123375	0.586475719742	0.577996363783	0.614558460326	0.598500666757	0.60859024171	0.567056919923	0.597456769329	0.645523087806	0.636072075141	0.645080831533	0.543384764256	0.655754133249	0.681908894559	0.608726114776	0.64641823019	0.577249007062	0.663464978569	0.677223744646	0.648630174834	0.638783315323	0.655114941848	0.628378250535	0.605675837031	0.591950864904	0.633141961481	0.656278051574	0.666297039455	0.626210056593	0.696527735957	0.681248941876	0.618271557872	0.598267709104	0.717093175144	0.63268770288	0.591910983334	0.690323932197	0.61921417593	0.667336643654	0.57006733374	0.59882666316	0.652554248529	0.627586142458	0.522807864158	0.619388139272	0.539223608622	0.666965045691	0.732648621383	0.621594110019	0.522409691804	0.603321628706	0.51878044386	0.562258809319	0.486716450708	0.654861232569	0.536786461778	0.585340822557	0.634146343788	0.476599524337	0.509211126583	0.532358061111	0.591937423024	0.610961025179	0.513484225204	0.634737484518	0.638146594418	0.524564921218	0.487700566294	0.516577611455	0.479032194551	0.484251901936	0.590869672415	0.46856897816	0.530436678053	0.546074047157	0.640802779645	0.444749209866	0.62546251145	0.578141547982	0.657464583074	0.646246518832	0.636683479865	0.620512378296	0.586827087519	0.602902883296	0.644419379215	0.643355422572	0.639740761316	0.656349673312	0.628626687768	0.611489048495	0.59789650604	0.622762669578	0.678499074336	0.608283710876	0.6725491951	0.629624874306	0.679180638299	0.670283806344	0.642597175341	0.65479648907
CS.256	0.653240683498	0.602161084736	0.659763714033	0.700802910591	0.672887166235	0.612335028066	0.665334664415	0.637339265557	0.671116166293	0.668799671609	0.628997490388	0.676477553977	0.645972699052	0.673713364983	0.735538454313	0.5863709819	0.692756921282	0.526929528577	0.52696146144	0.624807935949	0.577732391046	0.590308022119	0.634621306483	0.525860052644	0.623629309724	0.582921150407	0.596230821638	0.690406155184	0.504735701075	0.610475830094	0.536071597367	0.546723656898	0.618684957859	0.501264324366	0.56491629721	0.633012846267	0.572940959002	0.531858564394	0.539093745794	0.588722371339	0.656246889406	0.54631413856	0.633387847725	0.619532150696	0.537631198048	0.492712809159	0.501800145764	0.509916447606	0.548958826232	0.533309923036	0.489638988277	0	0.576477376661	0.563277787937	0.480466985683	0.528828161146	0.532253370121	0.500925314374	0.563477414658	0.516367452567	0.642424957319	0.695595874755	0.640087546727	0.660192480697	0.656297230423	0.590878740541	0.61406846559	0.591414965966	0.569385737614	0.58434957469	0.644481537812	0.608224763345	0.63043555815	0.566473957433	0.593791423657	0.65697130426	0.654811026679	0.653538217056	0.559424159048	0.679802223072	0.674837710213	0.617453038602	0.637135764873	0.631627703955	0.698871049414	0.680125272484	0.688237314631	0.651498288513	0.695029323468	0.664992020491	0.617508877496	0.570379649544	0.635167175188	0.674305606931	0.676044545438	0.628519970833	0.674609981047	0.700840811511	0.636211057967	0.641055556699	0.717674914849	0.665207069435	0.560621828121	0.687032333876	0.624077035494	0.666219984327	0.538469406109	0.613607413962	0.647717934827	0.584849137189	0.539036256247	0.597008128407	0.553296269689	0.663884132228	0.714675895408	0.635141098601	0.514521481768	0.576457627311	0.509062251729	0.574793419086	0.50701495131	0.651125265264	0.582093323795	0.587736730593	0.668376148306	0.512317909698	0.492973570269	0.520422889526	0.611688200109	0.616092135689	0.533441375096	0.636757561399	0.556146359455	0.460703540422	0.460873556658	0.554888579114	0.499586824418	0.528125027212	0.606388400648	0.487194664725	0.545218833357	0.551717882608	0.619387853315	0.481626556839	0.633149846571	0.613625705443	0.665031946951	0.635339948386	0.657754624821	0.639357241798	0.55047699425	0.624817603437	0.679731666656	0.63809994805	0.677241951296	0.646896926423	0.665304487273	0.631531781029	0.617945564273	0.639673475539	0.67288801982	0.624181145998	0.681035197519	0.65374406502	0.686680126073	0.676616861884	0.643079055144	0.657639259291
