CS.059	CS.001	CS.021	CS.002	L.035.M1	L.033.M1	CS.043	L.007.M1	CS.354	CS.108	CS.022	CS.245	CS.313	L.001.M1	CS.244	CS.066	CS.064	CS.072	CS.062	CS.366	CS.153	CS.334	CS.161	CS.056	CS.065	CS.230	CS.365	CS.335	CS.305	CS.287	CS.376	CS.126	CS.378	CS.128	CS.236	CS.282	CS.374	CS.224	CS.205	CS.203	CS.302	CS.041	CS.213	CS.232	CS.125	CS.256	CS.183	CS.395	CS.389	CS.268	CS.385	CS.214	CS.372	CS.166	CS.349	CS.369	CS.323	CS.147	CS.148	CS.177	T.CS.038	T.CS.004	T.CS.080	T.CS.062	T.CS.052	T.CS.072	T.CS.069	TFS.024	T.CS.046	T.CS.034	T.CS.024	T.CS.059	T.CS.071	T.CS.042	T.CS.067	T.CS.098	T.CS.108	T.CS.114	T.CS.104	T.CS.128	T.CS.116	T.CS.091	T.CS.177	T.CS.147	T.CS.125	T.CS.159	T.CS.156	T.CS.102	T.CS.161	T.CS.092	L.034.M1	CS.356	CS.103	CS.241	CS.087	CS.006	CS.082	CS.237	CS.238	L.024.M1	CS.015	CS.242	CS.246	CS.088	CS.085	CS.311	CS.188	CS.078	CS.336	CS.304	CS.113	CS.150	CS.363	CS.233	CS.044	CS.151	CS.387	CS.308.0	CS.234	CS.345.0	CS.158	CS.227	CS.318	CS.223	CS.285	CS.202	CS.339	CS.343	CS.194	CS.112	CS.321	CS.361	CS.080	CS.320	CS.322	CS.370	CS.390	CS.262	CS.270	CS.326	CS.253	CS.145	CS.393	CS.255	T.CS.055	TFS.025	TFS.020	T.CS.064	T.CS.061	T.CS.049	T.CS.008	T.CS.026	T.CS.031	T.CS.036	T.CS.043	TFS.021	TFS.022	T.CS.066	T.CS.045	T.CS.152	T.CS.095	T.CS.109	T.CS.151	T.CS.166	T.CS.141	T.CS.158	T.CS.157	T.CS.142
CS.230	0.697807211391	0.71830078916	0.594556260694	0.656115478134	0.610221788012	0.647614521952	0.630900511082	0.738225195942	0.675089784184	0.706351735433	0.608726742535	0.670300260135	0.716545608369	0.70727731203	0.726263604722	0.682589192563	0.646061842954	0.686923226412	0.66310542783	0.583645825973	0.63530954147	0.593586965861	0.55753899814	0.618655323113	0.596353708456	0	0.653195991865	0.621676200314	0.691703595258	0.624506636615	0.55366374254	0.634474451487	0.60335819608	0.622999562437	0.660855585718	0.554951443533	0.619391226179	0.638647187781	0.615503325472	0.659998958041	0.565426555817	0.594715793137	0.550593699252	0.663847138238	0.540868859867	0.624412876971	0.605241562847	0.633868242198	0.571635065344	0.64100259433	0.620314329864	0.582586413629	0.634934373846	0.641473842593	0.639889528299	0.608272038016	0.611344473701	0.578013922475	0.648019816957	0.65467201628	0.716262674591	0.607224072052	0.642285007149	0.690200961956	0.6025891714	0.686469203955	0.653530635269	0.668586660101	0.575540891179	0.67605686481	0.638807367078	0.690880279329	0.683001457827	0.700557246487	0.658182030257	0.733365264251	0.759759701375	0.727702009509	0.731297722357	0.673695552887	0.64003469861	0.755624499587	0.737038836286	0.754716521534	0.657995758473	0.757667581813	0.684296856065	0.748102087204	0.692230368548	0.711757389605	0.677652517098	0.624753771173	0.682258598466	0.724058430931	0.634445802816	0.64176466652	0.672257967161	0.580002720853	0.667434283283	0.727000881372	0.723139440324	0.687985554954	0.674112688612	0.661147523324	0.672668635758	0.644179294467	0.602666116374	0.652999422274	0.577893870499	0.631598244914	0.682159876052	0.614907659973	0.563850738548	0.683722738691	0.657512558563	0.613985687296	0.576543534406	0.55261208458	0.584412413233	0.576851659022	0.596822460267	0.625711324143	0.534205259098	0.563420739818	0.531052488121	0.610988343497	0.583122993294	0.590617950666	0.651970641515	0.584339376173	0.642231195951	0.557402921064	0.603494490928	0.604469100525	0.587025219906	0.619456115674	0.626634724326	0.627942181228	0.620380168804	0.583472589237	0.630869334569	0.631761150092	0.637485394754	0.633632103871	0.685125082235	0.630256385062	0.713326095121	0.692421862327	0.62441246454	0.594135683291	0.613903865157	0.67383647171	0.69311852185	0.685363173126	0.676321954602	0.680697419132	0.718620384037	0.717464726462	0.65021955803	0.647767433812	0.747155265885	0.727502015919	0.716838370524	0.671488228587	0.716667849328	0.683889386817	0.689110471356	0.698793613538
CS.365	0.550931853578	0.590860133225	0.610037542965	0.598286882492	0.569887666921	0.604878372497	0.573341747688	0.518568200355	0.59545404682	0.624784724268	0.607101893886	0.552390183409	0.533549622821	0.586941254001	0.661756478343	0.567075754743	0.58309547516	0.530254470453	0.51966940779	0.671934978694	0.563766774932	0.648669133321	0.637746862076	0.65488664227	0.568984123623	0.653195991865	0	0.723145001463	0.473059286241	0.613394614016	0.64061489568	0.512545303631	0.665964006251	0.548906362748	0.66510506015	0.626081368285	0.636958342993	0.721121212034	0.645036900279	0.471972113297	0.677098046351	0.631159216721	0.636220544094	0.553442611655	0.613629164812	0.624807935949	0.703963565386	0.622513886361	0.625670711361	0.663036642139	0.604153213443	0.606795560388	0.623182229261	0.661018782091	0.621469635853	0.714505904957	0.599105142457	0.646654284273	0.672744490008	0.654398270644	0.584250801463	0.529173831357	0.602324839896	0.490148076967	0.629465762395	0.535357076478	0.535274807768	0.52719600596	0.54447191	0.502222961895	0.521241371402	0.627141142186	0.495873306944	0.481989926426	0.515200545618	0.525887500596	0.568444014813	0.58451950643	0.532702923518	0.581324906833	0.566912637662	0.530718028504	0.537459578127	0.527106772465	0.548781769307	0.603497011101	0.486725601441	0.562567978233	0.591506549217	0.565358620673	0.545797530328	0.658056321765	0.577186516187	0.541361122263	0.564481726707	0.531689146331	0.55379768051	0.617884918207	0.53775163207	0.562606146392	0.588902044028	0.497435387834	0.480784703279	0.611246015047	0.564270394276	0.556744476121	0.579846899204	0.56147659906	0.576705553453	0.679186194974	0.530156176539	0.587885690213	0.633898645656	0.612705603674	0.518380255688	0.553528313031	0.566283905795	0.674794407109	0.660971393092	0.729958485651	0.621729654572	0.740281003582	0.590639425408	0.61194706198	0.697141970355	0.635666433149	0.583335876934	0.627664011969	0.708650820151	0.600260546985	0.466223894346	0.630872506396	0.584695410617	0.58113512436	0.636627015743	0.624026776303	0.628182888899	0.646890744634	0.642335814464	0.610972301172	0.72901545927	0.535679514072	0.648448416011	0.595726158178	0.539163267345	0.530722058755	0.517922724077	0.505784347442	0.522800205619	0.614324898991	0.539726270014	0.704824251719	0.548269816588	0.56675153472	0.511144721805	0.568393158053	0.5176056473	0.527051528802	0.556929353578	0.53732500279	0.553734081076	0.519185994347	0.514983069369	0.507802997606	0.556011547982	0.481930820199	0.556167499599	0.529558922681
CS.335	0.734199065416	0.784665109198	0.617433427164	0.727897974678	0.635155678051	0.708070685801	0.694552162377	0.765861442267	0.714554416531	0.807270117436	0.673848436652	0.701166480232	0.75749157889	0.753820904069	0.775569938561	0.737050502061	0.751736020422	0.739859219674	0.732930855795	0.565374201766	0.722649705476	0.574920425359	0.618390709501	0.661697829136	0.675490513941	0.621676200314	0.723145001463	0	0.751861530135	0.610182239522	0.600392235151	0.691910766391	0.656228412007	0.700625259274	0.736532214045	0.605304866324	0.60058526663	0.613327469163	0.565288646662	0.712911933893	0.60451172402	0.672929956953	0.570346214483	0.725178615099	0.598099481637	0.596230821638	0.580122872564	0.665480123601	0.612456847062	0.681294020506	0.665343853063	0.643511652339	0.646117257197	0.632695505162	0.641986972762	0.611739520499	0.63696000443	0.594119927913	0.609317955406	0.622180298893	0.783905216752	0.666413140539	0.631402355146	0.74360247122	0.637643867017	0.739086285435	0.699194315779	0.703265632896	0.609460243985	0.726165583649	0.683216752467	0.727612757573	0.727673065226	0.759053805651	0.709913569818	0.771186187931	0.794943742882	0.780412640561	0.799205619917	0.743090052808	0.739774407347	0.785806820902	0.768238804973	0.790862631169	0.706640063711	0.791728563614	0.745674118677	0.778189778856	0.741016979735	0.777267483094	0.704893999373	0.618844109228	0.735283641165	0.785837359994	0.717266722828	0.720760075306	0.747513857053	0.634077982581	0.723922299945	0.75380451111	0.774595241974	0.733729890785	0.734278187512	0.731835845814	0.732736934667	0.69680205195	0.63407726297	0.709779729647	0.649721220477	0.71422717182	0.730590450634	0.652699364438	0.603205666228	0.728756689349	0.71002798728	0.699171181502	0.608232034327	0.633274216182	0.620033662968	0.588484890655	0.659478392665	0.562152531269	0.580478000566	0.61526416931	0.604114143984	0.693239604315	0.64385770321	0.598347943308	0.536601603393	0.628584988987	0.750091979295	0.613472806846	0.692614325801	0.650428404339	0.526853783239	0.628489623547	0.665273412343	0.594813515394	0.594977545306	0.618697500839	0.604353424719	0.675124370317	0.706052520805	0.632422533194	0.744763971115	0.649443798923	0.767058903013	0.727281371076	0.664699725895	0.574088952046	0.677469115834	0.583745843144	0.713821936542	0.75730896165	0.730446752212	0.710999618196	0.77173591605	0.767523806725	0.734456520449	0.731663675014	0.78397572575	0.780204789569	0.739181361533	0.730382595209	0.736795850019	0.749634793466	0.730995252487	0.722275196338
CS.305	0.532921547813	0.528748697732	0.627049860512	0.613929686441	0.568601809144	0.6193579801	0.612654580765	0.500399416407	0.625942515871	0.587708848908	0.644858358213	0.581782027325	0.524206214005	0.553805430578	0.671627284253	0.608097839795	0.578170918143	0.48054048794	0.512347831929	0.697453474112	0.564756984405	0.684323691577	0.671920767949	0.679630316454	0.587217677612	0.691703595258	0.473059286241	0.751861530135	0	0.614554535278	0.629182244018	0.484046455758	0.691659127691	0.5452060418	0.687164145162	0.628641643738	0.654784088672	0.75329949838	0.677659284649	0.493958964763	0.714047930206	0.65929865178	0.665664014253	0.537071418819	0.61085409469	0.637952448526	0.715235431879	0.611886924102	0.623031985432	0.652726346407	0.605408098754	0.612086546599	0.604756629959	0.653039628594	0.586930807211	0.736295197185	0.579870495677	0.64513081315	0.677712621207	0.653465696795	0.514826469376	0.521928942721	0.590808477408	0.484692591334	0.630948193279	0.505824857755	0.521234476355	0.525166456502	0.600301642154	0.489464623412	0.523712654551	0.619252150972	0.475814513842	0.413712970316	0.500361339044	0.485869545231	0.489911341917	0.564757204005	0.462629820065	0.533282767043	0.590268295575	0.481393261237	0.466401086398	0.476789010472	0.549691959812	0.538200980994	0.46883741316	0.541568111323	0.551098824849	0.507564810304	0.589623845025	0.682496656734	0.592313938027	0.532632382494	0.612815559534	0.55278936455	0.521397139751	0.667221769229	0.573019617865	0.57240088373	0.602739432874	0.467701538591	0.463288164931	0.654495733089	0.549337822666	0.59011861661	0.609795295378	0.570830127031	0.575376922032	0.684844962716	0.569803622475	0.578022274487	0.626463770167	0.617074438633	0.524349530533	0.551772655822	0.579712690119	0.696113973348	0.679008194922	0.768896553268	0.649212925774	0.787013914649	0.613467991425	0.622568425122	0.730129285964	0.651519562947	0.60271552264	0.628672289376	0.733600162496	0.650250754849	0.467699313569	0.643006246321	0.582633528639	0.577206620204	0.670701123776	0.615162995333	0.621016378511	0.672904184499	0.632932891728	0.599771172764	0.739927878295	0.516254927699	0.654218593171	0.57737484348	0.541059070671	0.544556957309	0.446789513548	0.518635330352	0.53141753344	0.638718162019	0.562391788077	0.722138865284	0.540762654761	0.560799720068	0.519243004668	0.585822953364	0.45068591652	0.522694704926	0.548426340067	0.505922840676	0.517633293841	0.484740034562	0.489413729431	0.457728563656	0.558196263586	0.437930992679	0.561031397217	0.549976085685
CS.287	0.610846768283	0.621475927753	0.582335652608	0.587349269427	0.574346688881	0.664414563893	0.586445500283	0.655941072209	0.658239894245	0.653922179676	0.616196073846	0.638070413449	0.61927074808	0.621482139617	0.704298505452	0.670647852405	0.619902849651	0.591628274919	0.626967412763	0.602732010167	0.589551112203	0.512956863354	0.587286118886	0.558853874223	0.575607885195	0.624506636615	0.613394614016	0.610182239522	0.614554535278	0	0.533217257688	0.541744191226	0.663088874889	0.556070113703	0.652147755782	0.571461863508	0.556920043629	0.662054283607	0.59845373714	0.628880418768	0.642550927406	0.61294236171	0.56772675961	0.567397502809	0.553927785118	0.509966368394	0.569657327204	0.523000493559	0.533163230686	0.586016852517	0.530753685658	0.580598003598	0.530974415244	0.528386001435	0.511802436377	0.564829122721	0.508252283122	0.540085925012	0.557000636806	0.561146405523	0.615716927888	0.570232397523	0.588155612767	0.606327719544	0.570072551986	0.591435494522	0.563444515052	0.614283998525	0.554586456646	0.627537378011	0.557495428698	0.632550604401	0.60779719391	0.61730090847	0.618290752503	0.648496916761	0.640055412441	0.644582927088	0.645400313008	0.580068848026	0.624522280357	0.653799957653	0.624975793256	0.653640438918	0.589927401664	0.62547324512	0.631777232152	0.674353425496	0.597772821146	0.649720375687	0.617327924229	0.648924717058	0.586249674663	0.650789103459	0.666391924255	0.626383022605	0.607824261028	0.589199188499	0.631861731338	0.679356515555	0.703523300461	0.603167159207	0.602788399202	0.714564678208	0.599998667054	0.641747080517	0.613733035758	0.651842768814	0.535528800616	0.644329429005	0.65865310122	0.513164483467	0.52212894474	0.642798499251	0.622503629618	0.55852450856	0.548351672027	0.628157565565	0.609688027313	0.677788689325	0.59236704225	0.692474651605	0.51944082657	0.51479819505	0.626266367037	0.646777793856	0.631872906312	0.567832514382	0.615083941546	0.565283804061	0.64138512848	0.607650676561	0.590227205594	0.519055968245	0.518715552752	0.503742917486	0.531098437602	0.550281885774	0.501055298089	0.53907573131	0.623385502006	0.555058098912	0.613954036058	0.510803111008	0.625926548877	0.617199691459	0.62744860783	0.608256684119	0.596185530397	0.565911733234	0.624255490034	0.619290425447	0.626769797928	0.615144260611	0.63102968857	0.634317602656	0.619461375973	0.650087789587	0.64007057745	0.601970131457	0.650710194047	0.63735917376	0.648635283809	0.601244965587	0.675149507207	0.612713222245	0.645212533182	0.671144839042
CS.376	0.643968645144	0.681829427634	0.525609261062	0.638443965427	0.548752156055	0.636801906248	0.583858847292	0.6925308795	0.638991386262	0.689459800679	0.577091005504	0.608776393383	0.681835677209	0.670727978769	0.730426513043	0.679421622167	0.652455815007	0.636533346428	0.64248030119	0.539726686215	0.619198298256	0.522519276711	0.520531465483	0.557017688514	0.566670877446	0.55366374254	0.64061489568	0.600392235151	0.629182244018	0.533217257688	0	0.553441590319	0.604797653711	0.546117187558	0.639025250538	0.519002151678	0.518802998396	0.623918310103	0.543462679948	0.621151562607	0.582128866663	0.599226164422	0.50392704903	0.613648675992	0.481226515523	0.537631198048	0.548175079804	0.585255203686	0.494583165903	0.609888414848	0.559992381416	0.563115906541	0.499226032499	0.574632578737	0.544363629892	0.583191203692	0.513982706488	0.473771774746	0.571739003243	0.553778038941	0.685637220892	0.569211688091	0.578413078619	0.633705564867	0.551662090019	0.633807970257	0.583569096289	0.591260882702	0.54316847091	0.650795179968	0.580075406197	0.681536462176	0.638373817906	0.659478210011	0.619456836248	0.700290708767	0.693969075166	0.68584091394	0.681764408867	0.624089542556	0.654124747377	0.686613760755	0.681159110049	0.699938790183	0.59426176736	0.705103886247	0.635351132024	0.687053509342	0.625810669839	0.689323969862	0.624467535754	0.620667069642	0.632231703167	0.679263436708	0.621439091513	0.629743842688	0.662275420941	0.592645973556	0.633541336762	0.683449572889	0.697109494702	0.630290771033	0.632717093659	0.67073585828	0.647831730152	0.632569334778	0.602507257251	0.599205773819	0.547991588063	0.623783547401	0.643290320937	0.574330237014	0.477571767701	0.679714650563	0.599676812977	0.59095853377	0.512483333257	0.577613485607	0.588040998948	0.601429022025	0.571022453657	0.63039015962	0.487000541547	0.502468855322	0.55620877554	0.619736600328	0.573214717324	0.502693152609	0.601312390504	0.56858087459	0.635791527404	0.575210392154	0.585989583956	0.504555068911	0.505884470171	0.529042644829	0.537593227679	0.53222310164	0.515464649221	0.52270433209	0.606527081536	0.563996941432	0.597870307891	0.508852315564	0.633767823919	0.577024847723	0.656359874919	0.626604949418	0.586483997055	0.536855338111	0.586382744478	0.633141673591	0.623544438063	0.641295332598	0.637029129015	0.639571602516	0.656256360482	0.681337483771	0.622699913812	0.624732749806	0.705642378323	0.687659031599	0.659824632285	0.618677193342	0.662645899991	0.641497783378	0.654894508668	0.653000293029
CS.126	0.512427333946	0.587164375064	0.571149258636	0.597019873426	0.510404723745	0.59137361446	0.553991775959	0.526303007971	0.62123519222	0.621742091082	0.632593215212	0.5483570838	0.544803411308	0.58534919516	0.69899188571	0.601871581483	0.575367435172	0.476585201656	0.530055444907	0.645932144789	0.551327489386	0.612669861115	0.623067305483	0.620272079224	0.525766294368	0.634474451487	0.512545303631	0.691910766391	0.484046455758	0.541744191226	0.553441590319	0	0.662741357554	0.496087078046	0.695612850944	0.58981461193	0.612111975816	0.713095141561	0.628550895092	0.494174155348	0.650770726708	0.596199889422	0.616184067755	0.518560978016	0.545790698674	0.56491629721	0.660727288477	0.551852840886	0.543577613157	0.623983178501	0.549090606434	0.534347284908	0.538477690209	0.594184299798	0.527383212978	0.679279627982	0.520021364912	0.580386179182	0.618085651977	0.590256859298	0.582689289531	0.464682979035	0.551425133929	0.496097599132	0.545918133722	0.504001074381	0.451578826683	0.51894241731	0.540144230515	0.482320446236	0.472262712023	0.635327120547	0.463295700811	0.501689806046	0.477196444766	0.569853525297	0.541381271047	0.601893766491	0.530756803306	0.551104107574	0.587748137574	0.520319182154	0.531469057882	0.559331150482	0.482206901911	0.59710262618	0.520907049874	0.561076596796	0.568098240917	0.581982770988	0.580134864072	0.640630256903	0.570833244366	0.559699088986	0.594501792626	0.543559822921	0.552050696708	0.615190787875	0.575365034883	0.593563572355	0.624035865601	0.480954954756	0.51169015511	0.676424227253	0.551469531556	0.582822049463	0.516892436368	0.571370490195	0.497874053429	0.651568243604	0.543328295999	0.537158032934	0.546677045296	0.597237178565	0.512564725431	0.537952507638	0.47236106826	0.646895017306	0.607973628814	0.726293163117	0.625857575505	0.731034888173	0.560276583102	0.536617707392	0.680258606378	0.583140845341	0.584557029029	0.570490603616	0.671321621697	0.613218184447	0.505710698232	0.591385691215	0.564286565927	0.493218106219	0.60335952873	0.556825053337	0.556424365574	0.589224053919	0.560792903505	0.538313315108	0.673851172643	0.445022937173	0.596498929366	0.515626644049	0.551704065838	0.491136714605	0.497566094858	0.485245070097	0.504417974845	0.585985892422	0.502327013271	0.650369835198	0.524513726527	0.579540252095	0.500815008865	0.538269243182	0.497998883193	0.533472640129	0.528391171788	0.459577333462	0.570927809947	0.532452418289	0.509144878701	0.494565530605	0.580515290104	0.483904215352	0.552943480427	0.563593872479
CS.378	0.689326524847	0.706983464557	0.647843704744	0.653121324605	0.633154145091	0.652510946328	0.626122699477	0.716479311647	0.62513711069	0.69643164077	0.614159088793	0.651906385477	0.701442878598	0.658037549506	0.648783586055	0.64192829797	0.663001182079	0.699513410817	0.64759393356	0.629231269895	0.646147334843	0.630443911774	0.621050399251	0.67296319904	0.648705734763	0.60335819608	0.665964006251	0.656228412007	0.691659127691	0.663088874889	0.604797653711	0.662741357554	0	0.645114199821	0.656506725747	0.648580839035	0.610232820205	0.643010901638	0.634356453207	0.6858486823	0.63344394177	0.638220654991	0.5914918817	0.649901265159	0.614279151326	0.624294471614	0.611905245732	0.642763117029	0.604371564004	0.640698413223	0.661734183527	0.611210651875	0.642111696549	0.661415747549	0.657767967742	0.618795490006	0.651638624631	0.607048047375	0.634111470816	0.601026893063	0.70873846599	0.665546839046	0.642131649065	0.682039260286	0.673037703262	0.681825058803	0.690306868227	0.672211214426	0.643958264397	0.683464975997	0.676108339939	0.660283897183	0.718206018173	0.691028944671	0.677935696228	0.71189961773	0.731780241785	0.682631579913	0.719926459177	0.690988243084	0.625035049658	0.72734086283	0.699592033084	0.718853436933	0.656278047775	0.72743137956	0.663439497039	0.707918506617	0.670706055598	0.723307360285	0.663078617522	0.646561001727	0.644850302759	0.705114222158	0.64785790325	0.651962485447	0.670803511121	0.60265345383	0.670714537062	0.681847729119	0.69912312318	0.667418755751	0.662219992538	0.659267759821	0.667474627777	0.656535345822	0.655704521882	0.670438231979	0.643633602454	0.659978924838	0.66563875273	0.618320342007	0.604279307388	0.655686452975	0.659397259889	0.659455855984	0.620137650066	0.619153679176	0.629097873444	0.623047324067	0.603111810097	0.645587286975	0.616230008739	0.629549520518	0.616866170739	0.631785460831	0.618560314429	0.611660340002	0.656431325666	0.583448174296	0.643486654301	0.613331990916	0.61091863452	0.620949225525	0.622961469496	0.650667515088	0.636840500413	0.619752591543	0.621300259198	0.609051332234	0.511180193812	0.67103232461	0.643984076462	0.628781090926	0.694981154016	0.667279417054	0.710897239102	0.684054719092	0.688061389291	0.661108002457	0.673698410203	0.660847537252	0.655883364406	0.64504869069	0.683325401867	0.674798769864	0.707741106323	0.699367540171	0.675698106272	0.664948491803	0.725185964899	0.711517231602	0.694781824144	0.685539564965	0.675027226461	0.695801311311	0.666034351298	0.694991866464
CS.128	0.572651544857	0.603789707674	0.586573116714	0.587967992893	0.587932013467	0.611394005727	0.580309996593	0.607480373744	0.613314520906	0.636381270632	0.612907595362	0.613068254643	0.592316118378	0.623262286791	0.697668670977	0.6334518853	0.600416822091	0.562993444329	0.560011043077	0.624857864643	0.582359778856	0.578353306272	0.596444476616	0.562247353867	0.524273801955	0.622999562437	0.548906362748	0.700625259274	0.5452060418	0.556070113703	0.546117187558	0.496087078046	0.645114199821	0	0.631278775808	0.557665046343	0.594397084023	0.685451178809	0.600983627204	0.531090890876	0.665886393882	0.603553875829	0.571031985913	0.55665271544	0.514613082084	0.504281452287	0.61709477676	0.538458231544	0.57251179249	0.584211921668	0.504704617311	0.536790074039	0.484023929146	0.566239238749	0.521904131311	0.638097019305	0.481526501415	0.543038749535	0.589749610294	0.572454696387	0.622912136572	0.55524870347	0.570846864553	0.567787132933	0.58569677704	0.5564543706	0.547752181719	0.561629178666	0.563662035071	0.566909804977	0.553902892796	0.649151664132	0.550633640928	0.547426373779	0.586877974081	0.618743599985	0.606187739096	0.636901706755	0.595067812534	0.571021504376	0.597582631706	0.598000223736	0.585452145564	0.601585357098	0.539010494208	0.625134542617	0.562483850513	0.601555406823	0.606101144591	0.613183039511	0.564360710327	0.681761128946	0.59615355505	0.586886350464	0.623386345117	0.581846257293	0.603329774379	0.595004371882	0.576879932509	0.634243966115	0.631235962446	0.554542104043	0.530306888816	0.645946203088	0.608528214246	0.576452102649	0.599421625419	0.607286596563	0.518288651691	0.646181633275	0.59828594637	0.538704418211	0.534373432744	0.631181518484	0.583900029359	0.529475095879	0.515337241969	0.634627214107	0.635500760833	0.716215831736	0.600594569429	0.715143575141	0.531414230607	0.510716140163	0.647432890988	0.62108448035	0.595484269387	0.562995487235	0.67424967731	0.5966408501	0.542467190135	0.573334762342	0.582581636193	0.483041203	0.550594415454	0.511870138529	0.543501973896	0.577270264598	0.547295261466	0.556120031797	0.690567547829	0.4956959608	0.576362961832	0.534977764558	0.575300975819	0.564270509341	0.594296082461	0.54740850556	0.548994696545	0.616036890474	0.581576016325	0.693964761265	0.583621726925	0.596122397035	0.590296169524	0.597493942136	0.582610666787	0.606301091884	0.611165067621	0.584677902759	0.61895866944	0.582361556301	0.578532102686	0.544143731217	0.62151397826	0.548142935025	0.632741223678	0.626119622196
CS.236	0.673941669486	0.65908129977	0.642304140867	0.601158777781	0.673899166384	0.677925971436	0.642120672698	0.758395818396	0.683876270398	0.615258462161	0.619273867248	0.694730253024	0.700617456038	0.648849286425	0.715727968228	0.660430382811	0.603663514579	0.695361898783	0.656597451848	0.686459047938	0.630305082697	0.673772322799	0.597924322948	0.627892342935	0.643624826534	0.660855585718	0.66510506015	0.736532214045	0.687164145162	0.652147755782	0.639025250538	0.695612850944	0.656506725747	0.631278775808	0	0.630821767852	0.629039892232	0.720606416614	0.699705501156	0.68576473775	0.69780087107	0.608768780582	0.623607453373	0.643015914916	0.647980104185	0.656246889406	0.667640299913	0.640491492647	0.65697860528	0.61539522933	0.639656001078	0.671079577249	0.629298614597	0.671090560276	0.666017701358	0.643340187216	0.645203113426	0.65332186354	0.670038976209	0.679777298141	0.69387116816	0.705843006872	0.689969745845	0.69617018976	0.663222026153	0.681754126928	0.714059641858	0.680083712197	0.677878781425	0.687538243648	0.684025555934	0.647841938049	0.719197430773	0.707784137228	0.711298908549	0.728184096583	0.753018162497	0.701215477929	0.722291922856	0.677767558216	0.653292955289	0.750593499653	0.718639177434	0.744026116307	0.719454526982	0.722424708766	0.695649784228	0.743098557676	0.690620624729	0.731089138294	0.635627658566	0.721134265581	0.634207785925	0.689210778227	0.681069383459	0.6874318974	0.664042864909	0.58950580228	0.673680805373	0.738452174346	0.685270186063	0.698415473817	0.677324515182	0.703834570222	0.641704017695	0.661258864402	0.709098999259	0.683616234622	0.682962244041	0.670044237586	0.665998952364	0.651943197265	0.651141996743	0.658685538645	0.648704892997	0.666924975014	0.665451156765	0.635768994825	0.698929439064	0.671962052406	0.581866874234	0.719061696391	0.638715037717	0.659884034791	0.648818366769	0.67547206228	0.681561047746	0.644404105624	0.734205337118	0.593547016318	0.679890010623	0.671175554193	0.627507558801	0.645014939249	0.668661411259	0.640230550474	0.650920489478	0.6799206684	0.662389345033	0.652217949218	0.684389533247	0.684031876375	0.637071305668	0.679376773704	0.688118988138	0.703745382089	0.721002066575	0.699792704779	0.698922273935	0.714886546872	0.717149569777	0.718247892002	0.709307369169	0.670238774415	0.699093928922	0.702478474116	0.719379199355	0.720344089142	0.7013286885	0.689636422588	0.747544540665	0.73208911258	0.742491668344	0.691060377963	0.739990690001	0.712755492725	0.722522532001	0.75572108026
CS.282	0.685856399774	0.678343654841	0.581361826243	0.648965770303	0.560857579334	0.6694046672	0.625010414174	0.706105937859	0.689055024178	0.706344858219	0.61239570935	0.661754938583	0.691718754956	0.692350143051	0.759624060601	0.702628405563	0.650005750901	0.657800400507	0.647484663193	0.535215222518	0.629414497645	0.562091893031	0.560645976568	0.592580383477	0.578397422176	0.554951443533	0.626081368285	0.605304866324	0.628641643738	0.571461863508	0.519002151678	0.58981461193	0.648580839035	0.557665046343	0.630821767852	0	0.550817982949	0.621174658827	0.523298972232	0.628589054668	0.594194008325	0.619172616312	0.537330417283	0.632317360419	0.480710552285	0.531858564394	0.55149993204	0.589911004514	0.523762015913	0.605175400455	0.537679167174	0.550643154067	0.53338972458	0.542786184878	0.555229118132	0.593833055882	0.514641308279	0.509210889594	0.56412892861	0.59432252775	0.688315572884	0.58438098802	0.626540800732	0.675230462941	0.580238852903	0.664661394626	0.581950630483	0.633952554335	0.588825752416	0.667676575389	0.625232917656	0.694620077437	0.640861455445	0.676091634775	0.635450908609	0.694755789189	0.716899549047	0.713139580313	0.704535627895	0.639057271653	0.670078019541	0.722730686464	0.69473287809	0.718342512023	0.623051535179	0.705027991669	0.664242825299	0.711572622826	0.670063442138	0.702491518287	0.641279994235	0.668354664946	0.654156436549	0.709418809854	0.672186963613	0.649635314488	0.65570333583	0.573929006044	0.670059421554	0.712425527257	0.712032124175	0.663703871175	0.626927644945	0.716795282139	0.67583855954	0.639406111349	0.589796982939	0.648968529078	0.5693906188	0.623329454208	0.668802450201	0.599223336242	0.512780033099	0.693625384923	0.62757651043	0.580870997733	0.554805440657	0.604265627051	0.614180502706	0.620818465965	0.605764582329	0.64548075673	0.443730217451	0.498626489992	0.579959932729	0.64833750998	0.593900450856	0.495633828635	0.567595599204	0.587402726693	0.650991959602	0.560362887215	0.612756478426	0.521097714822	0.504767368351	0.560833385565	0.51836550048	0.601867235635	0.536506763429	0.521720031764	0.642595171729	0.583254806946	0.605864058451	0.537766360658	0.66733922471	0.599138523088	0.682695512526	0.6745029621	0.60374488639	0.546912200467	0.618494833656	0.660732081784	0.66883205128	0.679738613948	0.649929099991	0.664764188388	0.684721397444	0.698982421727	0.659324965824	0.653175014114	0.725741216468	0.688527179229	0.679102251474	0.634728331064	0.700809553911	0.652437603456	0.686146790911	0.670315075129
