CS.036	L.007.M1	CS.265	CS.104	L.005.M1	L.025.M1	CS.028	CS.098	CS.038	CS.281	CS.245	CS.297	CS.043	CS.264	CS.092	CS.077	CS.118	CS.154	CS.335	CS.371.1	CS.155	CS.186	CS.365	CS.290	CS.248	CS.388	CS.073	CS.301	CS.287	CS.149	CS.128	CS.041	CS.224	CS.213	CS.292	CS.376	CS.126	CS.236	CS.302	CS.374	CS.232	CS.136	CS.203	CS.125	CS.378	CS.386	CS.349	CS.268	CS.181	CS.254	CS.182	CS.372	CS.166	CS.148	CS.129	CS.256	CS.395	CS.177	CS.348	CS.389	TFS.024	T.CS.035	T.CS.079	T.CS.003	T.CS.007	T.CS.062	T.CS.085	T.CS.020	T.CS.050	T.CS.038	T.CS.056	T.CS.024	TFS.023	T.CS.014	T.CS.028	T.CS.108	T.CS.107	T.CS.177	T.CS.139	T.CS.117	T.CS.178	T.CS.180	T.CS.161	T.CS.104	T.CS.122	T.CS.110	T.CS.123	T.CS.100	T.CS.120	T.CS.167	CS.241	CS.088	CS.015	CS.082	CS.085	CS.103	CS.356	CS.006	CS.238	CS.237	L.034.M1	CS.242	CS.246	L.024.M1	CS.110	CS.387	CS.345.0	CS.189	CS.336	CS.164	CS.187	CS.311	CS.363	CS.358	CS.274	CS.212	CS.228	CS.338	CS.165	CS.330	CS.112	CS.322	CS.361	CS.163	CS.202	CS.343	CS.080	CS.321	CS.194	CS.158	CS.339	CS.320	CS.223	CS.319	CS.331	CS.253	CS.370	CS.270	CS.145	CS.393	CS.255	CS.326	CS.262	CS.390	TFS.022	T.CS.055	T.CS.061	T.CS.049	TFS.020	T.CS.026	TFS.027	T.CS.066	T.CS.031	T.CS.045	TFS.021	T.CS.008	T.CS.043	TFS.025	T.CS.064	T.CS.158	T.CS.109	T.CS.095	T.CS.141	T.CS.142	T.CS.152	T.CS.157	T.CS.166	T.CS.151
CS.155	0.560185270864	0.56640158175	0.560364302225	0.570436036956	0.591619459299	0.666863652251	0.56651307135	0.550251053505	0.680981366874	0.550653009447	0.606222619792	0.512788184423	0.584915140885	0.633295232319	0.584236971779	0.573992285782	0.63971792538	0.745003727493	0.673390424931	0.615558014741	0	0.611649340876	0.546564384749	0.57755217127	0.576145127069	0.692904664554	0.667985467223	0.4646106327	0.551047760025	0.570914842691	0.563349692722	0.625268438465	0.712898408816	0.605451448109	0.570700588748	0.57349278218	0.49453401939	0.664609553771	0.656080367085	0.613740582774	0.554068477451	0.604904810682	0.578921142302	0.577129705412	0.685493216822	0.662047682883	0.546592806022	0.646688120101	0.571273960567	0.567248746933	0.493873359637	0.54683390114	0.614588059843	0.641880598125	0.613670964071	0.595445547843	0.591191235904	0.629447696951	0.505671714355	0.563476912643	0.554148443101	0.557486798265	0.606168234302	0.525300357017	0.55873707507	0.528890642857	0.559739919051	0.577203935802	0.611947690741	0.531656732231	0.681669384084	0.540572248994	0.569725481153	0.5221516083	0.514359275231	0.567886047257	0.546181076171	0.560288496817	0.538355281607	0.575213572791	0.530714409521	0.595528228675	0.557580281742	0.556583586213	0.513025091083	0.55636696482	0.550185426276	0.583863624488	0.562184772731	0.565008393109	0.576401043712	0.702712384269	0.645472650783	0.582956767862	0.560468523508	0.59848512508	0.669096020227	0.605425053065	0.596852259864	0.632275273771	0.60351659223	0.553437010162	0.560939933665	0.635782596105	0.642437092856	0.563956120246	0.733156535782	0.623073684397	0.561742579921	0.74068013138	0.558273907603	0.634995564521	0.563048249884	0.722474698215	0.594808889159	0.65639709127	0.632447400105	0.59609321679	0.68819940944	0.58808036589	0.624506450066	0.615979614475	0.649966584117	0.644688986815	0.672523571274	0.600459101059	0.59746678503	0.570303847937	0.686228126574	0.616550467812	0.648985784769	0.545138198989	0.578843406674	0.539202090327	0.508334852524	0.704792570256	0.562486347325	0.610357510416	0.534014716351	0.65092126126	0.53573365392	0.57991669174	0.588427899319	0.582514896476	0.527757421614	0.577305908648	0.549162879434	0.571724169345	0.524956715648	0.670979024792	0.551780957108	0.566511586984	0.574683588817	0.557593205998	0.584084463926	0.566907096676	0.574488466766	0.550280479811	0.541579786701	0.530632432326	0.565677230678	0.583317460889	0.628603878768	0.619265240796	0.53525311179	0.613077406342	0.528734304464	0.586836241734
CS.186	0.67116359508	0.53352258103	0.512949208832	0.597676720513	0.564913264677	0.627742399563	0.541111004116	0.562953901797	0.654861419637	0.559708678139	0.612576343296	0.58071572056	0.627281891005	0.593446030601	0.537451388149	0.607258749611	0.612661080568	0.77565222696	0.764118477431	0.664338863794	0.611649340876	0	0.58542624609	0.704732776259	0.650143349089	0.737474231123	0.654072071835	0.636744137045	0.642263237314	0.647752411273	0.625659786073	0.678705706299	0.761633897933	0.693904753538	0.612345661765	0.693169992664	0.600659821491	0.70396489381	0.748512822421	0.680557877271	0.555521989185	0.643778768202	0.624617332221	0.672121944786	0.675393194017	0.705749658834	0.652588198782	0.660624897371	0.641629595362	0.673874772802	0.626588937477	0.668224789222	0.69002321001	0.697673427585	0.585122327106	0.658599729925	0.652653535385	0.694657784238	0.625070791695	0.676813076137	0.637221416236	0.612782538202	0.69694549774	0.587181073482	0.689055276527	0.555401811025	0.612428998906	0.503519349863	0.606102948656	0.554447276673	0.636520979843	0.618996058187	0.665789188342	0.61992968492	0.610045659437	0.503216473541	0.552030785947	0.548890218422	0.534148565334	0.536585762771	0.533356977964	0.536311891069	0.495345214835	0.536749606292	0.582702007857	0.511759910516	0.575924256159	0.578233240465	0.577881402186	0.537335909103	0.567070963956	0.69877543203	0.593943990538	0.559383877146	0.535668258488	0.559931296995	0.708490235715	0.563622667184	0.582390272392	0.634079471932	0.607757173556	0.54198059551	0.539257171735	0.563585351358	0.632810020299	0.648002126281	0.763574033744	0.595535615256	0.640203105018	0.706979477823	0.640720238646	0.654286481711	0.676418220055	0.754833669172	0.706591769739	0.705786080822	0.612442785363	0.610222118592	0.730168287375	0.672870294869	0.640204544661	0.702505180235	0.697832101391	0.653636152176	0.673888088775	0.676268835593	0.626167098238	0.609533586844	0.752039760551	0.644473605956	0.671589118633	0.604218410217	0.664589812165	0.683569869266	0.574012426582	0.7303018322	0.681188611484	0.654469230987	0.636049901335	0.679159291417	0.618043094874	0.617956416457	0.68358802509	0.673598754615	0.571025028528	0.588627631841	0.665620858148	0.672401900613	0.555830311151	0.715233645346	0.624172032673	0.522150883366	0.590897098645	0.639663834866	0.638646632202	0.684348207127	0.617105300188	0.660561763749	0.565682261184	0.552961159712	0.517681572188	0.52764905764	0.60836039355	0.626937978259	0.585895175349	0.57501327392	0.576500939561	0.573639694794
CS.365	0.616491931651	0.518568200355	0.587032802012	0.505688295193	0.496287795191	0.604157178462	0.567808092096	0.575216556397	0.560419711603	0.498513944924	0.552390183409	0.454462954129	0.573341747688	0.584040018959	0.573241666718	0.555615220564	0.574153814984	0.745492675253	0.723145001463	0.554536279095	0.546564384749	0.58542624609	0	0.617797168773	0.610595465325	0.647855599104	0.629339292524	0.559785053113	0.613394614016	0.61687172568	0.548906362748	0.631159216721	0.721121212034	0.636220544094	0.587970212286	0.64061489568	0.512545303631	0.66510506015	0.677098046351	0.636958342993	0.553442611655	0.590616796909	0.471972113297	0.613629164812	0.665964006251	0.684632982547	0.621469635853	0.663036642139	0.611795319642	0.61845161006	0.582937152503	0.623182229261	0.661018782091	0.672744490008	0.607781325901	0.624807935949	0.622513886361	0.654398270644	0.600873877704	0.625670711361	0.52719600596	0.533102327042	0.630426149495	0.493601300817	0.607458197819	0.490148076967	0.490084863941	0.595881160197	0.586125470501	0.584250801463	0.623544168083	0.521241371402	0.542865176121	0.560759538409	0.523297670885	0.568444014813	0.484549706547	0.537459578127	0.516708491812	0.52630407941	0.528762133302	0.543590215637	0.591506549217	0.532702923518	0.481900524239	0.550094019997	0.505749357435	0.547348821737	0.469801156193	0.509908096986	0.541361122263	0.611246015047	0.588902044028	0.55379768051	0.564270394276	0.577186516187	0.658056321765	0.531689146331	0.53775163207	0.617884918207	0.545797530328	0.497435387834	0.480784703279	0.562606146392	0.616089997289	0.566283905795	0.729958485651	0.641629980503	0.576705553453	0.70904250234	0.579189411179	0.556744476121	0.633898645656	0.73263592391	0.619250105931	0.632805525592	0.592029879385	0.611179968518	0.647635293787	0.596306549308	0.600260546985	0.636627015743	0.630872506396	0.610023787569	0.635666433149	0.627664011969	0.584695410617	0.466223894346	0.708650820151	0.621729654572	0.583335876934	0.58113512436	0.61194706198	0.593515482833	0.551213667052	0.72901545927	0.624026776303	0.642335814464	0.535679514072	0.648448416011	0.595726158178	0.610972301172	0.646890744634	0.628182888899	0.5176056473	0.539163267345	0.522800205619	0.614324898991	0.517922724077	0.704824251719	0.496676465541	0.527051528802	0.548269816588	0.556929353578	0.568393158053	0.539726270014	0.511144721805	0.530722058755	0.505784347442	0.481930820199	0.519185994347	0.553734081076	0.556011547982	0.529558922681	0.53732500279	0.556167499599	0.507802997606	0.514983069369
CS.290	0.605423025026	0.688284031189	0.702101866738	0.619714140606	0.696426182491	0.668856993091	0.668600871198	0.690122629769	0.668624869656	0.646715061545	0.643084296491	0.646148179571	0.600977330848	0.665661464738	0.696847669514	0.633462555059	0.671047175819	0.66662574461	0.58086056098	0.594089501304	0.57755217127	0.704732776259	0.617797168773	0	0.547495382279	0.641751978969	0.678137182546	0.556096040834	0.535489770707	0.506585256446	0.55879757639	0.611365080852	0.603700602592	0.51678909838	0.583978054916	0.500174038407	0.571679640353	0.66293271717	0.581151804625	0.545378439306	0.61395867453	0.560493054527	0.627880256186	0.503292262744	0.635645164263	0.585776348449	0.526111344638	0.592294358897	0.519771818125	0.520632635769	0.532719992056	0.520259271249	0.544401746243	0.545550668686	0.591047220185	0.525860052644	0.546497904138	0.554826873891	0.571828542445	0.505509063668	0.597965910168	0.632580764329	0.531174583915	0.658038074227	0.575495294461	0.647804528958	0.622470289969	0.713492924541	0.631286508901	0.678779131413	0.673958386635	0.57988924733	0.594640969823	0.630764906064	0.592539994993	0.702783685173	0.665907709397	0.691400992637	0.694410157921	0.670152627018	0.674989147805	0.679694879233	0.666219765186	0.701206718238	0.628151583247	0.676610044628	0.621649470633	0.697029379234	0.628146757666	0.676634948511	0.686492486159	0.687849320782	0.709420917542	0.669362061463	0.660278139456	0.648656789426	0.64968634004	0.641517996123	0.644079668819	0.574308488474	0.644855106167	0.637741752553	0.642533617584	0.703129396585	0.590962398988	0.519762686254	0.651321885194	0.589331482171	0.576957068059	0.693186371057	0.532861724751	0.62400490311	0.50302000297	0.606566225021	0.511190927668	0.606177709181	0.600622424311	0.576763489797	0.636197808851	0.525492893613	0.589262714752	0.507924931933	0.584904424413	0.617294775363	0.640181884704	0.465655877372	0.566411199097	0.630904127087	0.585511467908	0.600838838654	0.590839537935	0.534502797959	0.484054151546	0.494339785059	0.583699668085	0.635024495964	0.512427578078	0.542426427529	0.555581089201	0.612287919486	0.529481098491	0.536203528267	0.555992337165	0.50086947915	0.664706446454	0.648532915215	0.553531700219	0.535894145012	0.654617644586	0.631313950607	0.637738931176	0.700701684322	0.640292000874	0.623351138644	0.63772839223	0.594062445047	0.641284053115	0.578220552631	0.63699377192	0.663199359175	0.69095848825	0.711188490497	0.681714755976	0.667354978333	0.628456610827	0.677414120912	0.629461972752	0.665754077394
CS.248	0.552559967294	0.676783920749	0.639812603859	0.542659485342	0.691460113468	0.695352045111	0.591174379968	0.641167776874	0.661030143115	0.594618746966	0.640354737198	0.644703289191	0.565043157121	0.615530533587	0.593047606755	0.565107754082	0.602004120589	0.686996191798	0.653233899763	0.611499860421	0.576145127069	0.650143349089	0.610595465325	0.547495382279	0	0.683955921889	0.629526261896	0.51963045488	0.543195473737	0.519327759648	0.528341232936	0.577229493872	0.676784442916	0.601594331298	0.520105523045	0.546392931925	0.544022825912	0.601493874704	0.639173458588	0.554414413715	0.540541220962	0.52914599501	0.613634439393	0.55708148634	0.646479440523	0.625785381501	0.48587481987	0.540564177268	0.520713421301	0.48892166709	0.510045813713	0.490804290052	0.526535001955	0.59902896965	0.574214693943	0.542925521471	0.525789905734	0.582581452883	0.51863334715	0.535170594046	0.607621191228	0.597037824528	0.588514824822	0.653785957966	0.626755936076	0.619543593872	0.609585037855	0.681708592076	0.624025245818	0.632207739091	0.667537213734	0.564418632829	0.624122887304	0.586389709204	0.599390461414	0.671825528065	0.638471072523	0.643635419607	0.65388442333	0.639157168533	0.628950504928	0.624264457264	0.619467275606	0.652303827576	0.602799695988	0.637396166732	0.608918277009	0.646450912268	0.609023985017	0.644262798696	0.655454251749	0.681974424269	0.673125249866	0.586317023582	0.579921874268	0.588302922993	0.666870228518	0.60497995947	0.597091959884	0.535263438308	0.628650744822	0.596941873616	0.590260714466	0.6810735458	0.58263842321	0.526914177461	0.640147797021	0.589763156654	0.565881701693	0.667493050043	0.541222550137	0.589523633179	0.533610901252	0.662625851277	0.584108609986	0.639121248464	0.546089641767	0.53182826464	0.632564721908	0.564350404421	0.569423969779	0.570323958111	0.603041731986	0.576691676891	0.646909027674	0.561642927999	0.539004192828	0.612474950813	0.671517875828	0.565399417873	0.615323234593	0.53528970013	0.531597712269	0.528840907298	0.517310741258	0.661210658794	0.512765605598	0.53714798629	0.529670087436	0.584805771073	0.519546021547	0.546159487763	0.58942354364	0.504021064111	0.634769078563	0.63908080967	0.596019353095	0.601703234542	0.6404201093	0.659106671011	0.637181308627	0.65495859379	0.610477853535	0.638178890183	0.639512699324	0.638154139437	0.637685302814	0.613110837433	0.609417024109	0.618165450765	0.654709302942	0.686243443085	0.688180453724	0.685566509291	0.617510573493	0.659528721877	0.602156519205	0.67278493379
CS.388	0.713642696645	0.685356076024	0.767801682004	0.669583758292	0.703353026357	0.693684338661	0.710512863351	0.746820608866	0.652275917518	0.664073276525	0.628548047223	0.642049386827	0.692368817805	0.695255081724	0.747945386731	0.66809887437	0.675230528565	0.696276951698	0.640063556958	0.612026276053	0.692904664554	0.737474231123	0.647855599104	0.641751978969	0.683955921889	0	0.712053036912	0.653179558545	0.681186948756	0.645885098904	0.686724053646	0.671140702275	0.646472318136	0.66974039288	0.673526818597	0.635081256714	0.632943303835	0.744092257985	0.59474857486	0.679171967809	0.695398894961	0.659186477961	0.66723237938	0.626791291162	0.663161117043	0.705327925037	0.706702994433	0.721169184011	0.688173822439	0.67635944602	0.670600546451	0.690769620632	0.687796736914	0.677344120899	0.694152730475	0.698811730978	0.709306813446	0.701304241161	0.711379781187	0.658287983947	0.659379674034	0.641393817788	0.60755976254	0.664577342312	0.597806660953	0.679348012305	0.670463235618	0.724010124902	0.650763888392	0.745114984316	0.665986683776	0.642379514048	0.632743085366	0.656773679694	0.628429780093	0.742072735939	0.714847705611	0.730255978666	0.723918318993	0.694208352611	0.729225305143	0.720885550891	0.723279752375	0.732245444932	0.671262274576	0.727994821905	0.649399080205	0.739598872193	0.657744216142	0.682820778445	0.717236679846	0.682628680931	0.71222493685	0.696574360797	0.706298461476	0.705887341073	0.560933479069	0.644129980083	0.700205499652	0.649652679789	0.716256999537	0.68056878071	0.666357610058	0.698933216678	0.670598755864	0.583423231128	0.633931632777	0.634386156773	0.601143408968	0.705757156307	0.642173357618	0.657369477867	0.65052807987	0.619245297614	0.563273419012	0.54018957636	0.685312965233	0.709741873858	0.587729057698	0.647119111109	0.650594397846	0.676289586001	0.598149580705	0.643448495199	0.597519007782	0.64997724924	0.655596557225	0.650089360887	0.638881015727	0.680890972937	0.615424826286	0.662701869264	0.631376447435	0.643226254919	0.710863429744	0.688543022068	0.700627520331	0.662858418355	0.671415025554	0.671994371825	0.695192561232	0.649006111352	0.664937249823	0.670789081148	0.699282468615	0.684146621935	0.614171908603	0.642794916581	0.705597103446	0.625564498213	0.659161540678	0.692967943671	0.664737073584	0.630013818816	0.675182360802	0.603311096549	0.631202049615	0.594018859309	0.675271162028	0.682922187242	0.719683391402	0.724053201802	0.670036404566	0.647104377645	0.642675587236	0.660230640874	0.671243206051	0.682152219008
CS.073	0.618821072932	0.680658673526	0.682082907472	0.601528348002	0.675895389471	0.647821138803	0.595350282915	0.651338893221	0.586890749728	0.63425455926	0.609175093823	0.648018997467	0.605621307005	0.619381390109	0.61428925207	0.605506366672	0.552513176492	0.678489363286	0.737892241057	0.636963256647	0.667985467223	0.654072071835	0.629339292524	0.678137182546	0.629526261896	0.712053036912	0	0.663743630795	0.662847143156	0.637049008715	0.643913183682	0.603085430092	0.713147578538	0.64005038426	0.631358112029	0.654826474834	0.657367304979	0.609576186191	0.685431495501	0.658316040173	0.622305722387	0.606402625761	0.662764203073	0.683977809211	0.614394057039	0.676793582821	0.668720658825	0.662628678406	0.671115268523	0.671760059553	0.664262720673	0.667915553574	0.689100891522	0.68892601642	0.629784589826	0.692756921282	0.658423543131	0.67560888146	0.677719825537	0.664991035522	0.636319583845	0.638502728017	0.658867076359	0.659643321716	0.69360822405	0.645614685407	0.633512543567	0.681902460954	0.586674276193	0.661611989587	0.578910634301	0.643415342136	0.665027325135	0.633336975047	0.675574854376	0.689125184898	0.673142264517	0.663537911782	0.692499216227	0.639076364197	0.649368271095	0.597915581366	0.649996692439	0.668667431862	0.664921469127	0.656953088301	0.63855932256	0.6557599284	0.636941672929	0.64817788741	0.61384812436	0.56948900753	0.620262672158	0.623086122957	0.591948581229	0.601159562952	0.667711647267	0.57502478332	0.597568230072	0.599799051716	0.622599029133	0.623449637651	0.635513675193	0.646695303507	0.611167246987	0.644545614635	0.667292706845	0.654074098239	0.633486213188	0.608301911056	0.64856519744	0.591517375953	0.644378513252	0.731045762085	0.688502947732	0.704982102199	0.574647593634	0.642883717531	0.664742055073	0.675380682949	0.567921857311	0.69837806357	0.630415161954	0.595648209941	0.658065667841	0.665846728388	0.561716424271	0.598488399245	0.745212646708	0.563254951222	0.624209022992	0.667241671555	0.679018865269	0.66823436773	0.637670169068	0.677475414215	0.679326725133	0.680530120726	0.665383074195	0.658864516585	0.667941487387	0.667607019905	0.647603388493	0.667483486141	0.681308195322	0.644311530747	0.661318801602	0.669829100093	0.671859296158	0.705546082176	0.669453494999	0.661049457264	0.626683918233	0.637730659829	0.629046300688	0.654186800772	0.65002171051	0.668574754662	0.624503284702	0.654892774094	0.67548315697	0.677235365541	0.649078316748	0.675435309798	0.631218222577	0.607790284703	0.663082847709	0.669267121411
CS.301	0.579645231428	0.620414165495	0.598706389719	0.589936701484	0.608924561251	0.691415534301	0.579818690938	0.603444580534	0.688915056836	0.56001833347	0.626320919409	0.549542896589	0.573959620421	0.634345431497	0.61371402321	0.583196753726	0.65473796695	0.736191641714	0.666395968786	0.618106064234	0.4646106327	0.636744137045	0.559785053113	0.556096040834	0.51963045488	0.653179558545	0.663743630795	0	0.558005365852	0.565089115083	0.546461505228	0.61808175745	0.707219219386	0.595223382417	0.560833462841	0.561900819041	0.502150138655	0.680108751697	0.62557297045	0.59266907332	0.557998905664	0.58290018057	0.564201807327	0.556660643877	0.699756235743	0.687820902378	0.538190868576	0.623516022361	0.571344138455	0.528203502067	0.505787990997	0.534936013122	0.579732484547	0.644188126296	0.60377491155	0.583393481467	0.556413447861	0.639845029611	0.523384926819	0.566082557296	0.569462011276	0.547861276228	0.606397839222	0.569723318608	0.597705352572	0.564125741461	0.570000123539	0.620825605816	0.64195115002	0.596976719592	0.689945910777	0.535239865047	0.581503192757	0.545057046995	0.535408175494	0.610109966681	0.57287597127	0.573327012495	0.601945498451	0.596873964459	0.572256227313	0.597815106328	0.585296019597	0.596788887378	0.514375084697	0.597132097198	0.555484180271	0.595849638191	0.555926775766	0.590940414973	0.619324276426	0.730178405414	0.680718089792	0.58261197066	0.575618259495	0.607512122513	0.682903116836	0.606663218359	0.594645814197	0.618224682974	0.616080329668	0.547120878807	0.567190457233	0.659202706929	0.623505719988	0.527235071419	0.71042475416	0.614966577898	0.539393832837	0.718580120765	0.533739900092	0.642656545474	0.551356654445	0.680684391747	0.580323651388	0.637771642511	0.620652249132	0.540212274704	0.667199591196	0.570410392026	0.612927723032	0.58452798939	0.6472422668	0.623291299641	0.679928520316	0.573698498456	0.597084191168	0.575526295719	0.664791372623	0.622469991632	0.628224589735	0.517344975399	0.561193536612	0.51545521367	0.491303333099	0.709346631479	0.540330815867	0.583953888648	0.519012618095	0.644409276581	0.513491305122	0.556638041065	0.589695902504	0.56367834601	0.558151452219	0.616545148376	0.557587826971	0.56793670736	0.573223578768	0.658404599522	0.559245753954	0.605868365677	0.586485083879	0.577715162111	0.610653252852	0.570367422077	0.577901909131	0.55945900938	0.562944544927	0.551536158913	0.596674267372	0.607376597318	0.666872406169	0.659230724499	0.558429835762	0.639613492441	0.544538476248	0.619959364685
CS.287	0.602986725986	0.655941072209	0.61780145226	0.602273683531	0.676238914972	0.693294778115	0.612415518567	0.632273174417	0.693763540024	0.581208262235	0.638070413449	0.623274788896	0.586445500283	0.596424681509	0.625246407707	0.62269383466	0.651413262482	0.669777008686	0.610182239522	0.605340442548	0.551047760025	0.642263237314	0.613394614016	0.535489770707	0.543195473737	0.681186948756	0.662847143156	0.558005365852	0	0.518869598315	0.556070113703	0.61294236171	0.662054283607	0.56772675961	0.533390529903	0.533217257688	0.541744191226	0.652147755782	0.642550927406	0.556920043629	0.567397502809	0.550234778003	0.628880418768	0.553927785118	0.663088874889	0.5983459976	0.511802436377	0.586016852517	0.518344322344	0.493631685923	0.506855336625	0.530974415244	0.528386001435	0.557000636806	0.557752538235	0.509966368394	0.523000493559	0.561146405523	0.528615182425	0.533163230686	0.614283998525	0.591693573567	0.561936853701	0.628624170596	0.611062030267	0.606327719544	0.60172820261	0.66451619403	0.621109337508	0.615716927888	0.645574413147	0.557495428698	0.616150372421	0.578129554476	0.584685085962	0.640055412441	0.649210114854	0.624975793256	0.642969777711	0.6190418782	0.618761242749	0.641925264327	0.597772821146	0.645400313008	0.597905422045	0.60602290271	0.595093298075	0.650651281655	0.609302721073	0.632849218688	0.650789103459	0.714564678208	0.703523300461	0.607824261028	0.599998667054	0.586249674663	0.648924717058	0.626383022605	0.631861731338	0.589199188499	0.617327924229	0.603167159207	0.602788399202	0.679356515555	0.573502514725	0.548351672027	0.677788689325	0.588441835922	0.535528800616	0.679175481029	0.494944816347	0.641747080517	0.52212894474	0.630587936297	0.570166671994	0.652495303614	0.587068497297	0.531809867046	0.64988170402	0.535661566868	0.565283804061	0.518715552752	0.607650676561	0.612073065106	0.646777793856	0.567832514382	0.590227205594	0.64138512848	0.615083941546	0.59236704225	0.631872906312	0.519055968245	0.51479819505	0.542754134661	0.503585309936	0.623385502006	0.503742917486	0.501055298089	0.555058098912	0.613954036058	0.510803111008	0.53907573131	0.550281885774	0.531098437602	0.619461375973	0.625926548877	0.596185530397	0.565911733234	0.62744860783	0.619290425447	0.627378822119	0.650087789587	0.626769797928	0.64007057745	0.634317602656	0.624255490034	0.63102968857	0.617199691459	0.608256684119	0.612713222245	0.63735917376	0.650710194047	0.675149507207	0.671144839042	0.601970131457	0.645212533182	0.601244965587	0.648635283809
CS.149	0.584839382962	0.681224855804	0.672303570208	0.582352709345	0.69218873989	0.675474758733	0.620120320347	0.652265232373	0.654051633302	0.585697435989	0.613866854305	0.638888431405	0.572355840728	0.602431013411	0.637188018093	0.601271025432	0.629414833959	0.636642673852	0.631691324651	0.585464414077	0.570914842691	0.647752411273	0.61687172568	0.506585256446	0.519327759648	0.645885098904	0.637049008715	0.565089115083	0.518869598315	0	0.529945868524	0.582986838482	0.631215798428	0.562902021348	0.532524561846	0.500356350626	0.53687090538	0.620333868091	0.598377406787	0.550359145314	0.579509001182	0.526198479504	0.610982473248	0.484441016595	0.611629782693	0.611194669051	0.509123060536	0.574156675806	0.510677615646	0.5165898651	0.518016685656	0.512098206205	0.538431112838	0.564109031855	0.558845346053	0.562177092745	0.542844545929	0.568014505496	0.543256781886	0.507842629928	0.599846703811	0.578154303249	0.560432927191	0.651130209032	0.581562905813	0.612768530804	0.608884694575	0.681012197928	0.588971932718	0.648718781763	0.643567704074	0.563797013639	0.609033338038	0.599197018871	0.58840389476	0.675598019663	0.633810474987	0.671903971206	0.683397467867	0.614150429475	0.641180409493	0.6238007008	0.621843342943	0.660689670394	0.605510843649	0.630832882209	0.593836949242	0.671005617224	0.608812732762	0.650933140824	0.656683162509	0.689850646546	0.678852848767	0.617963267228	0.595443978233	0.603603096194	0.642063178101	0.599521317026	0.614460727847	0.553665702787	0.601715186881	0.610034286587	0.606373632684	0.676484416326	0.581921565611	0.501194597235	0.61686008151	0.599035582669	0.528462647129	0.661342915044	0.489638498701	0.579959872378	0.488285377132	0.617597822847	0.562526574714	0.620813728837	0.602264363905	0.546115300085	0.61796683602	0.548172328121	0.568421038987	0.563274089992	0.565243988907	0.571687475955	0.621128719255	0.537422861428	0.550735531568	0.609972142999	0.649310907106	0.587444714079	0.579034070765	0.519817979916	0.486168768516	0.519910411496	0.551650716195	0.607677069741	0.515839654903	0.538900905771	0.52481194196	0.566143551142	0.534566816337	0.523344616792	0.550899736978	0.517152387213	0.652546878431	0.61835794251	0.578702701775	0.596017636051	0.635410821138	0.651456065771	0.628504812002	0.649474142698	0.606669475674	0.620934770758	0.630845677238	0.618311176437	0.630196471337	0.597205070459	0.604423899161	0.611468520389	0.65293964062	0.683717692413	0.690882974009	0.67257874819	0.597816864087	0.644721487988	0.605017430208	0.657800086352
CS.128	0.594675481344	0.607480373744	0.602932965594	0.536969229524	0.625487975842	0.671894737144	0.606927981114	0.612406692772	0.623604274623	0.539483538976	0.613068254643	0.556055804079	0.580309996593	0.623081143549	0.623567617984	0.590480388281	0.623906203892	0.71177995807	0.700625259274	0.548931204357	0.563349692722	0.625659786073	0.548906362748	0.55879757639	0.528341232936	0.686724053646	0.643913183682	0.546461505228	0.556070113703	0.529945868524	0	0.603553875829	0.685451178809	0.571031985913	0.544560693042	0.546117187558	0.496087078046	0.631278775808	0.665886393882	0.594397084023	0.55665271544	0.557311963128	0.531090890876	0.514613082084	0.645114199821	0.648402509459	0.521904131311	0.584211921668	0.520335181702	0.511052630505	0.495975608191	0.484023929146	0.566239238749	0.589749610294	0.562248678543	0.504281452287	0.538458231544	0.572454696387	0.554103426249	0.57251179249	0.561629178666	0.541388853104	0.605726780511	0.581941245353	0.622783617507	0.567787132933	0.550752948256	0.645117750254	0.595652931001	0.622912136572	0.638216031758	0.553902892796	0.587818541171	0.585655366359	0.537170665829	0.606187739096	0.550367707611	0.585452145564	0.613654295151	0.53705601731	0.568318984914	0.602205284066	0.606101144591	0.595067812534	0.547515417246	0.606819214999	0.54320993797	0.616988278788	0.539314537712	0.593836742905	0.586886350464	0.645946203088	0.631235962446	0.603329774379	0.608528214246	0.59615355505	0.681761128946	0.581846257293	0.576879932509	0.595004371882	0.564360710327	0.554542104043	0.530306888816	0.634243966115	0.601465402133	0.515337241969	0.716215831736	0.612514964376	0.518288651691	0.72950350745	0.507706441609	0.576452102649	0.534373432744	0.673996556695	0.594412261476	0.625995765763	0.6169308579	0.541817103028	0.661333444909	0.531760897426	0.5966408501	0.550594415454	0.573334762342	0.621515016322	0.62108448035	0.562995487235	0.582581636193	0.542467190135	0.67424967731	0.600594569429	0.595484269387	0.483041203	0.510716140163	0.503227974299	0.493776909133	0.690567547829	0.511870138529	0.547295261466	0.4956959608	0.576362961832	0.534977764558	0.556120031797	0.577270264598	0.543501973896	0.582610666787	0.575300975819	0.548994696545	0.616036890474	0.594296082461	0.693964761265	0.573561161107	0.606301091884	0.583621726925	0.611165067621	0.597493942136	0.581576016325	0.590296169524	0.564270509341	0.54740850556	0.548142935025	0.582361556301	0.61895866944	0.62151397826	0.626119622196	0.584677902759	0.632741223678	0.544143731217	0.578532102686
