CS.086	L.011.M1	CS.059	CS.011	L.008.M1	CS.265	L.001.M1	CS.176	L.035.M1	CS.016	L.012.M1	CS.243	CS.313	L.004.M1	CS.199	CS.058	CS.248	CS.073	CS.186	CS.060	CS.118	CS.154	CS.269	CS.305	CS.373	CS.360	CS.149	CS.377	CS.063	CS.382	CS.236	CS.302	CS.232	CS.374	CS.213	CS.378	CS.128	CS.203	CS.380	CS.282	CS.126	CS.136	CS.376	CS.205	CS.041	CS.268	CS.348	CS.148	CS.385	CS.147	CS.214	CS.386	CS.129	CS.369	CS.178	CS.349	CS.177	CS.183	CS.182	CS.389	T.CS.046	T.CS.023	TFS.023	T.CS.040	T.CS.050	T.CS.042	T.CS.028	T.CS.029	T.CS.035	T.CS.058	T.CS.019	T.CS.089	T.CS.085	T.CS.041	T.CS.052	T.CS.112	T.CS.167	T.CS.119	T.CS.123	T.CS.125	T.CS.114	T.CS.117	T.CS.120	T.CS.124	T.CS.128	T.CS.105	T.CS.115	T.CS.108	T.CS.147	T.CS.134	L.024.M1	CS.085	CS.238	CS.110	CS.082	CS.237	CS.015	L.034.M1	CS.088	CS.103	CS.006	CS.246	CS.356	CS.242	CS.241	CS.113	CS.165	CS.346	CS.212	CS.304	CS.325	CS.189	CS.207	CS.044	CS.191	CS.330	CS.187	CS.078	CS.308.0	CS.336	CS.112	CS.361	CS.321	CS.318	CS.343	CS.331	CS.158	CS.163	CS.152	CS.227	CS.320	CS.080	CS.285	CS.202	CS.322	CS.145	CS.253	CS.390	CS.326	CS.393	CS.255	CS.270	CS.370	CS.262	T.CS.049	T.CS.043	TFS.022	T.CS.031	TFS.027	T.CS.064	T.CS.061	T.CS.036	TFS.020	T.CS.026	T.CS.045	TFS.021	T.CS.008	T.CS.055	TFS.025	T.CS.166	T.CS.095	T.CS.109	T.CS.152	T.CS.141	T.CS.151	T.CS.142	T.CS.157	T.CS.158
CS.282	0.692420589965	0.644474272758	0.685856399774	0.683194899289	0.569179921925	0.702566775255	0.692350143051	0.593846086623	0.560857579334	0.649316419356	0.680431249574	0.654454650526	0.691718754956	0.698656828873	0.63845574302	0.60335031563	0.537690292578	0.689223181195	0.696678339644	0.633330328725	0.669853448816	0.673583763981	0.611363529619	0.628641643738	0.549062181267	0.549022154747	0.517091543636	0.53960428185	0.603270944158	0.578875166054	0.630821767852	0.594194008325	0.632317360419	0.550817982949	0.537330417283	0.648580839035	0.557665046343	0.628589054668	0.638486202017	0	0.58981461193	0.571965792018	0.519002151678	0.523298972232	0.619172616312	0.605175400455	0.587984595732	0.56412892861	0.537679167174	0.509210889594	0.550643154067	0.616242354413	0.623947337214	0.593833055882	0.634257580558	0.555229118132	0.59432252775	0.55149993204	0.536379851773	0.523762015913	0.588825752416	0.72586369921	0.612321486454	0.67843858551	0.647981692898	0.676091634775	0.608696613833	0.61689056181	0.647913624252	0.650759633631	0.626072415992	0.601303168751	0.634960526698	0.643448807136	0.580238852903	0.640309948988	0.683062159636	0.699706696899	0.628614800221	0.623051535179	0.713139580313	0.662523453554	0.648665994503	0.69088488009	0.639057271653	0.722310391537	0.711803128406	0.716899549047	0.718342512023	0.663751751083	0.712425527257	0.67583855954	0.670059421554	0.612554061255	0.65570333583	0.573929006044	0.712032124175	0.641279994235	0.716795282139	0.654156436549	0.649635314488	0.626927644945	0.668354664946	0.663703871175	0.709418809854	0.668802450201	0.622640810974	0.617398399483	0.618390719376	0.623329454208	0.646881727563	0.584895183541	0.596855454461	0.62757651043	0.66673928314	0.541469347354	0.497531537942	0.648968529078	0.604265627051	0.5693906188	0.587402726693	0.560362887215	0.650991959602	0.443730217451	0.495633828635	0.561097830486	0.605764582329	0.606385493289	0.621731221584	0.64548075673	0.521097714822	0.612756478426	0.579959932729	0.64833750998	0.504767368351	0.583254806946	0.642595171729	0.51836550048	0.521720031764	0.605864058451	0.537766360658	0.536506763429	0.560833385565	0.601867235635	0.546912200467	0.649929099991	0.684721397444	0.66883205128	0.662307415887	0.6745029621	0.60374488639	0.679738613948	0.682695512526	0.660732081784	0.659324965824	0.664764188388	0.618494833656	0.66733922471	0.599138523088	0.634728331064	0.725741216468	0.688527179229	0.653175014114	0.700809553911	0.679102251474	0.670315075129	0.686146790911	0.652437603456
CS.126	0.583906224696	0.552947392621	0.512427333946	0.551796439241	0.616701998963	0.577610978374	0.58534919516	0.52032531896	0.510404723745	0.586985625194	0.567923830373	0.559629640345	0.544803411308	0.525953846496	0.601961414352	0.538841107201	0.544022825912	0.657367304979	0.600659821491	0.594701823172	0.589442696904	0.726534240323	0.715399399155	0.484046455758	0.541698643028	0.559258595565	0.53687090538	0.573873582825	0.655772417545	0.461425012325	0.695612850944	0.650770726708	0.518560978016	0.612111975816	0.616184067755	0.662741357554	0.496087078046	0.494174155348	0.458232284469	0.58981461193	0	0.57262501379	0.553441590319	0.628550895092	0.596199889422	0.623983178501	0.51850057953	0.618085651977	0.549090606434	0.580386179182	0.534347284908	0.66651615454	0.560786466984	0.679279627982	0.519239036614	0.527383212978	0.590256859298	0.660727288477	0.47176658191	0.543577613157	0.540144230515	0.677332547927	0.507539962271	0.516274723156	0.574037884238	0.501689806046	0.483307131013	0.576611609415	0.482726753938	0.528644794978	0.565278746618	0.523369487581	0.488532540099	0.502594803182	0.545918133722	0.52029233803	0.519999156312	0.615177226398	0.497677439109	0.482206901911	0.601893766491	0.516988089846	0.501654370382	0.536847106627	0.551104107574	0.6349518106	0.532489329462	0.541381271047	0.559331150482	0.514018059889	0.593563572355	0.551469531556	0.575365034883	0.607719398354	0.552050696708	0.615190787875	0.624035865601	0.580134864072	0.676424227253	0.570833244366	0.543559822921	0.51169015511	0.640630256903	0.480954954756	0.559699088986	0.543328295999	0.621359793485	0.716347257842	0.567688684961	0.651568243604	0.706505804371	0.59762934111	0.604324676052	0.512564725431	0.475290633742	0.542229347467	0.525908593652	0.571370490195	0.646895017306	0.497874053429	0.613218184447	0.591385691215	0.505710698232	0.560276583102	0.570490603616	0.499813478737	0.625857575505	0.609283521587	0.429396577442	0.731034888173	0.493218106219	0.564286565927	0.680258606378	0.583140845341	0.60335952873	0.445022937173	0.673851172643	0.556424365574	0.538313315108	0.596498929366	0.515626644049	0.560792903505	0.556825053337	0.589224053919	0.585985892422	0.500815008865	0.497998883193	0.524513726527	0.495308838313	0.485245070097	0.504417974845	0.579540252095	0.497566094858	0.650369835198	0.528391171788	0.538269243182	0.502327013271	0.551704065838	0.491136714605	0.494565530605	0.570927809947	0.532452418289	0.459577333462	0.580515290104	0.509144878701	0.563593872479	0.552943480427	0.483904215352
CS.136	0.604184764086	0.603243593865	0.594918465402	0.613846851211	0.604283617383	0.656820731655	0.60560327603	0.561879331367	0.600963934988	0.601637426861	0.647370139801	0.623401262137	0.634855015627	0.670903107513	0.548026383757	0.501320882001	0.52914599501	0.606402625761	0.643778768202	0.558403951608	0.571165158595	0.656996091765	0.658735904936	0.621967572881	0.54241001328	0.557759282211	0.526198479504	0.548000518817	0.572866126734	0.605195616082	0.58708327939	0.630298473582	0.507194667933	0.573437206374	0.572938520851	0.626516132753	0.557311963128	0.625762623595	0.628661421361	0.571965792018	0.57262501379	0	0.555571850293	0.610503083907	0.521955719768	0.569108695332	0.580313141888	0.592085585589	0.535536646105	0.563600094838	0.567382175378	0.6600464945	0.585640880141	0.59681921216	0.597028158913	0.564050367011	0.623138958101	0.612961871298	0.545912854191	0.560250558267	0.569592192048	0.705730590691	0.620216536019	0.614236621254	0.609920987311	0.633395322809	0.610943925327	0.542855702577	0.60171603746	0.614022180408	0.596032970972	0.602667526511	0.60618798591	0.60156140631	0.57821204992	0.611821899203	0.644823935396	0.659409050303	0.617317354609	0.610094764421	0.63950146647	0.628012553482	0.623538981036	0.612911340419	0.61662659933	0.653920477836	0.661220302627	0.675717055054	0.672635940595	0.631140597486	0.666964326214	0.548744127779	0.596155055685	0.552692623271	0.554307492627	0.521341002975	0.662766056719	0.617508006549	0.653466017512	0.567237858169	0.570763700771	0.600626040197	0.663624897769	0.607632868862	0.657476488346	0.587031032209	0.599637891165	0.624964287366	0.609513672581	0.607258823807	0.700619605552	0.588441415862	0.594199930161	0.573767880192	0.614566463732	0.571931759583	0.550077987223	0.608907771152	0.551270382295	0.55329261667	0.479463896812	0.576694640801	0.622672532184	0.538739572018	0.590549458364	0.549760057745	0.533538777731	0.491538272483	0.566950364357	0.685345321599	0.531461808393	0.5245003337	0.578307623964	0.63522076944	0.579163358197	0.569221803178	0.636080106271	0.567639609512	0.566630269217	0.589209244262	0.566880008733	0.543567752205	0.575824701674	0.620695945012	0.608459710618	0.617721549504	0.642960925131	0.615591315968	0.628867813785	0.621150988828	0.606699391963	0.607232738005	0.630634935643	0.662219063443	0.617517460764	0.628779967913	0.638813943981	0.60961338009	0.597726893226	0.606519449858	0.665175484608	0.658514815083	0.609474144617	0.679238434093	0.657972974293	0.668564657823	0.642505302596	0.634689913165
CS.376	0.679198388644	0.632732732812	0.643968645144	0.664330776277	0.569605284867	0.696822014035	0.670727978769	0.575577352324	0.548752156055	0.615957443602	0.657953432205	0.640106784552	0.681835677209	0.689321270151	0.603099621673	0.57830751163	0.546392931925	0.654826474834	0.693169992664	0.596249466487	0.659043876022	0.614735205962	0.603778080035	0.629182244018	0.534818098148	0.50819209394	0.500356350626	0.544429335685	0.599725006695	0.562980367331	0.639025250538	0.582128866663	0.613648675992	0.518802998396	0.50392704903	0.604797653711	0.546117187558	0.621151562607	0.61313647718	0.519002151678	0.553441590319	0.555571850293	0	0.543462679948	0.599226164422	0.609888414848	0.569916846269	0.571739003243	0.559992381416	0.473771774746	0.563115906541	0.608893772806	0.586733567552	0.583191203692	0.606650125312	0.544363629892	0.553778038941	0.548175079804	0.537857100053	0.494583165903	0.54316847091	0.688537696208	0.603910731606	0.641141021668	0.620891240063	0.659478210011	0.584371995461	0.610644687109	0.630934748934	0.61936582078	0.623484584622	0.594090731114	0.59936099142	0.604512381298	0.551662090019	0.609956168771	0.65018173423	0.688065197862	0.594332032855	0.59426176736	0.68584091394	0.647692602658	0.62274305427	0.672987522155	0.624089542556	0.704017813547	0.685829612399	0.693969075166	0.699938790183	0.653761865639	0.683449572889	0.647831730152	0.633541336762	0.603185399006	0.662275420941	0.592645973556	0.697109494702	0.624467535754	0.67073585828	0.632231703167	0.629743842688	0.632717093659	0.620667069642	0.630290771033	0.679263436708	0.643290320937	0.575434445897	0.584483086488	0.5685434233	0.623783547401	0.662613567945	0.592951095734	0.580930444411	0.599676812977	0.656376144207	0.531521113682	0.513370296682	0.599205773819	0.577613485607	0.547991588063	0.56858087459	0.575210392154	0.635791527404	0.487000541547	0.502693152609	0.56878009585	0.571022453657	0.580676253435	0.596128255034	0.63039015962	0.504555068911	0.585989583956	0.55620877554	0.619736600328	0.505884470171	0.563996941432	0.606527081536	0.537593227679	0.52270433209	0.597870307891	0.508852315564	0.515464649221	0.529042644829	0.53222310164	0.536855338111	0.637029129015	0.656256360482	0.623544438063	0.627991737251	0.626604949418	0.586483997055	0.641295332598	0.656359874919	0.633141673591	0.622699913812	0.639571602516	0.586382744478	0.633767823919	0.577024847723	0.618677193342	0.705642378323	0.687659031599	0.624732749806	0.662645899991	0.659824632285	0.653000293029	0.654894508668	0.641497783378
CS.205	0.735397539445	0.661169181163	0.69595500564	0.709301101682	0.570435984341	0.730830094843	0.727744139296	0.616374698028	0.576072135376	0.664083259894	0.715071532924	0.684600143918	0.71358531448	0.703017860617	0.68486160329	0.624193267917	0.620863476293	0.71018982329	0.729064835414	0.658971842097	0.707297830986	0.665616068083	0.629018819967	0.677659284649	0.560312592306	0.56303770169	0.583704322151	0.599799352095	0.668449995203	0.579626383793	0.699705501156	0.584706201822	0.674268245314	0.559066578851	0.543388014563	0.634356453207	0.600983627204	0.653127333818	0.642859469101	0.523298972232	0.628550895092	0.610503083907	0.543462679948	0	0.665747177533	0.65288474936	0.646658446815	0.589159732981	0.580831065539	0.528469150911	0.578185145775	0.61442279234	0.630350209605	0.626278784381	0.66061599636	0.598581825474	0.580381452257	0.591258773491	0.581237845562	0.559620972746	0.592474635956	0.71968605296	0.648785547939	0.687566464066	0.667727220573	0.683218736695	0.632522322783	0.686903493166	0.649630460867	0.664944642541	0.647413331542	0.63298673204	0.658761401006	0.668019619528	0.590013915136	0.644340249566	0.695481340326	0.743904563561	0.634325000082	0.640090505898	0.736007044345	0.677995292195	0.650149154887	0.725225460818	0.663506255813	0.755356047253	0.724247881257	0.73325369424	0.726210207023	0.68267114549	0.714107515548	0.701813797554	0.681128908936	0.623370114274	0.707365565279	0.617120467228	0.739698130858	0.641731283791	0.686882474082	0.679975549346	0.668878410664	0.655324317956	0.622337549079	0.685778643075	0.712103837966	0.660536109816	0.638145944688	0.626493604869	0.59595770113	0.677739532908	0.598510671018	0.619279282829	0.58416691761	0.662616257236	0.709349114333	0.536639431001	0.536967700344	0.677057459427	0.665858790734	0.624582111947	0.630305417872	0.596728556432	0.666798634374	0.488963710088	0.517393129484	0.600003882605	0.631488596466	0.638072943171	0.646552285945	0.596728787082	0.573926626493	0.652316304351	0.570753021918	0.664727299884	0.534328929119	0.608411231535	0.605419171078	0.585367315984	0.577714192053	0.667782941991	0.583800090098	0.573930889421	0.598910777087	0.604831565215	0.568698592535	0.674539607268	0.711748798252	0.663276839507	0.670768641962	0.672956164083	0.624474041156	0.715262898703	0.702385164949	0.622977392142	0.675327529858	0.66810667145	0.616164894054	0.658106998764	0.59678274544	0.67185356603	0.730440845146	0.711993039235	0.664473484453	0.699527870899	0.678068647796	0.683326874632	0.703473977394	0.672268845771
CS.041	0.638026144543	0.637035745726	0.602267845615	0.656082249126	0.638854507251	0.688949008475	0.60688189381	0.616182395763	0.643512469659	0.61207063463	0.669456719364	0.646952916119	0.6674995311	0.703971019308	0.597177208217	0.548406630579	0.577229493872	0.603085430092	0.678705706299	0.593910836617	0.555383648541	0.660981883291	0.689238234938	0.65929865178	0.577679549805	0.606775416596	0.582986838482	0.603718943137	0.584725746107	0.626732632927	0.608768780582	0.648992369575	0.581881457388	0.620893417434	0.619514429785	0.638220654991	0.603553875829	0.640044360063	0.645338186319	0.619172616312	0.596199889422	0.521955719768	0.599226164422	0.665747177533	0	0.605064450454	0.603044691221	0.593718602722	0.60900501775	0.598004296234	0.625792626503	0.677588102435	0.613745431038	0.605841429958	0.615849662194	0.603293235785	0.66179328362	0.628044505139	0.601314267677	0.610253955472	0.597411926599	0.687217213047	0.6536159318	0.646494131133	0.595933287705	0.666378104285	0.628576627918	0.582808150832	0.629704344109	0.640563143423	0.58461539311	0.624260401577	0.631246416293	0.612884164536	0.587413935979	0.624915150916	0.685156247412	0.686247609989	0.654665037789	0.631285270943	0.668780913245	0.67888989674	0.641285742046	0.662148788613	0.655448617689	0.686983959113	0.692827651578	0.722289687309	0.714372536552	0.656923171807	0.702713766563	0.593123932038	0.642824442452	0.57455849971	0.618838871234	0.562754570555	0.66266264534	0.649599859789	0.663473409257	0.598428396377	0.61775155275	0.637106535563	0.672741354252	0.63741111212	0.67480094951	0.623056024561	0.598475578565	0.670431324698	0.636604914865	0.623766645324	0.687706335482	0.635465195265	0.631516827299	0.605888936804	0.644080648742	0.58897365736	0.604005547741	0.640097229244	0.581114289451	0.58101743804	0.522271536782	0.604448835678	0.649466346531	0.607394388372	0.633129679963	0.609000337228	0.546385288337	0.570525047478	0.616110214667	0.698180342819	0.570595446922	0.519354458071	0.609034790506	0.651187026157	0.616793695597	0.616708215117	0.672798571039	0.617618533822	0.6077738079	0.584933261826	0.621288844374	0.578749034065	0.583966888651	0.613356499374	0.627620636318	0.645576235397	0.681564772195	0.630461820086	0.650405818827	0.646518130396	0.650166468377	0.639991681544	0.67321024191	0.632310207852	0.627237881936	0.657365024192	0.621965249892	0.631431634839	0.637743221315	0.654480825287	0.700621919729	0.706540521465	0.637714140452	0.687582988523	0.692639838279	0.685407479275	0.661510652036	0.659847567304
CS.268	0.665578584082	0.638470373929	0.661242580445	0.660099216216	0.639320428904	0.670226445199	0.644374323124	0.606030589114	0.612691259242	0.651666289374	0.706124296621	0.643254573517	0.683537881184	0.708247323802	0.644155031069	0.56907039035	0.540564177268	0.662628678406	0.660624897371	0.619911099399	0.637193436906	0.698805335153	0.700356821669	0.652726346407	0.589281853797	0.598313401456	0.574156675806	0.540688561395	0.574370544911	0.655931965723	0.61539522933	0.686634643901	0.600699779359	0.605067393673	0.612882172906	0.640698413223	0.584211921668	0.666338394329	0.656908137403	0.605175400455	0.623983178501	0.569108695332	0.609888414848	0.65288474936	0.605064450454	0	0.574140768835	0.53826239539	0.514268876833	0.584666822445	0.5712428579	0.583992627835	0.556420811031	0.579157095608	0.594123040411	0.537430677542	0.581421915558	0.580572479267	0.546566888312	0.591870507596	0.634332140281	0.718859196686	0.659838992088	0.671089526221	0.616328508322	0.652932834764	0.656730482628	0.559654831615	0.651749503393	0.623000173974	0.610208897642	0.620382514528	0.670290369677	0.639648351525	0.643550806967	0.64596990027	0.66933554685	0.66488715582	0.641409938519	0.662469276726	0.679621519093	0.673311930078	0.658394060738	0.658464064818	0.636864652275	0.673173470344	0.693369599481	0.700155033689	0.709837480914	0.686587684892	0.701015641304	0.622177503554	0.656041112225	0.587187474925	0.643956066115	0.570984206063	0.725203793517	0.643421363362	0.72123739121	0.614048990819	0.657764459985	0.62062423742	0.719373293731	0.650276809028	0.717292207592	0.692631401409	0.668641363442	0.669342539631	0.692118863457	0.648517831817	0.692783841737	0.631377643635	0.604984541456	0.651488319905	0.676699581333	0.589061651835	0.575176721886	0.694338317393	0.663410292415	0.615917223252	0.589624910505	0.635766086074	0.672311123766	0.591997082262	0.590307889386	0.58025738361	0.607948343578	0.61521400144	0.609392887643	0.699495562951	0.560885254562	0.593642361431	0.621345441959	0.670183948213	0.580350588417	0.594600435529	0.643208505064	0.528166467934	0.595643651086	0.602714629878	0.556684633892	0.531902404614	0.543072070911	0.628355202624	0.662823114674	0.68512824296	0.690317970177	0.656017790212	0.69780242655	0.636645483577	0.650368608901	0.639634406706	0.691096289738	0.665928323571	0.686051902677	0.670096991273	0.703427143586	0.649340947735	0.675169000696	0.66864803397	0.708223112912	0.682358064789	0.679526922064	0.714857477688	0.701130679036	0.731278299254	0.675800168772	0.674153639716
CS.348	0.621399171679	0.614177459155	0.594023631552	0.574562058113	0.607634834239	0.591512541078	0.61053251134	0.564248488174	0.593973063542	0.625327046494	0.61295453849	0.642391016926	0.616887834408	0.627743590886	0.624872416681	0.563637503698	0.51863334715	0.677719825537	0.625070791695	0.639309957242	0.647306322215	0.741045102432	0.695053613731	0.582776935554	0.515095524592	0.553197462554	0.543256781886	0.530849681722	0.62318066196	0.595694503486	0.655553885137	0.66243410154	0.56117935961	0.623122669166	0.628656606352	0.683072913975	0.554103426249	0.612779551241	0.55953704083	0.587984595732	0.51850057953	0.580313141888	0.569916846269	0.646658446815	0.603044691221	0.574140768835	0	0.619067179691	0.500765205238	0.55952056759	0.58467676924	0.683121081242	0.589003985503	0.605328962834	0.566464846508	0.490888678618	0.643282809732	0.6400865525	0.463012859883	0.534539372106	0.577281115214	0.71965285382	0.643222379801	0.593877191467	0.619422579429	0.577211417262	0.549875354965	0.599834484526	0.591448434817	0.618436214514	0.630464666062	0.572704079991	0.615902113791	0.582103771199	0.546530455835	0.600586467939	0.612372610252	0.588553161002	0.620687810477	0.614256707707	0.6597189597	0.629180036845	0.602956737433	0.603545466018	0.537401048917	0.621111852251	0.600968426082	0.624607291217	0.633789129943	0.625379810193	0.686631349795	0.578501842509	0.624129043147	0.608331110182	0.586056504836	0.602913623146	0.66480691354	0.617453123746	0.725450082757	0.604293944958	0.620867466392	0.58960033373	0.706556446768	0.591761546499	0.623235917098	0.658287539309	0.702017551952	0.679115742508	0.65841460535	0.657594535469	0.7193521999	0.617965473549	0.621033943615	0.636071468649	0.612583758546	0.584624627765	0.551920692322	0.655614367675	0.657429705455	0.574006844184	0.610648919013	0.64349711297	0.633713747981	0.574228143864	0.622788692082	0.505682543755	0.617341388797	0.631311395788	0.527450617936	0.722920994617	0.552655784028	0.592931177155	0.653409858063	0.653770926421	0.604174480422	0.515354164266	0.693342383409	0.550841667576	0.549428123055	0.623780158185	0.51067671212	0.549440726036	0.505388450306	0.595028562107	0.61858620813	0.634553468068	0.61003353215	0.622976820471	0.626411312271	0.589441235189	0.600040884286	0.593189163544	0.591108156731	0.662629687853	0.646781364915	0.668515052003	0.626563127267	0.609814490652	0.629254526841	0.605414430725	0.650773413927	0.630791318572	0.620007420884	0.694834731935	0.647033175043	0.689980226209	0.639737490046	0.602774233074
CS.148	0.690338994949	0.671120911291	0.665822154865	0.698810181438	0.599907759035	0.68499099083	0.673505448084	0.658042634182	0.569468066911	0.679243907277	0.713551846023	0.675194154338	0.697910802931	0.69825748898	0.65526818774	0.600456611039	0.59902896965	0.68892601642	0.697673427585	0.631647824072	0.660248300378	0.654320005681	0.677949856561	0.677712621207	0.600849741621	0.59276620229	0.564109031855	0.576389695298	0.657474011433	0.628438278689	0.670038976209	0.658412389417	0.619892525385	0.589561521555	0.584689260228	0.634111470816	0.589749610294	0.668713160201	0.65470159722	0.56412892861	0.618085651977	0.592085585589	0.571739003243	0.589159732981	0.593718602722	0.53826239539	0.619067179691	0	0.59771962413	0.559586918182	0.569056538753	0.565348699365	0.561797320764	0.560089743196	0.615567110684	0.543171808225	0.548442519518	0.54103755722	0.567979325431	0.569830433497	0.619847175542	0.736201050241	0.639612761195	0.691956108752	0.636058077245	0.695930989435	0.647847137576	0.599561291959	0.675281409132	0.638872530667	0.621093211128	0.627883978274	0.657266932837	0.660916060122	0.596962117032	0.646057840494	0.68295267022	0.714635028417	0.641968407223	0.636859053234	0.699465244487	0.667491332003	0.653193205075	0.682445041646	0.670647743886	0.732673586845	0.714201266989	0.71190693439	0.71899388148	0.674970599256	0.711825631663	0.657871486619	0.671789215073	0.584788903086	0.686746201144	0.584190822838	0.719717613439	0.631825537067	0.69915209345	0.653046730328	0.675199618472	0.652403963684	0.699552501493	0.660609200004	0.719060302101	0.672051014407	0.644861195437	0.66845085912	0.639715028685	0.632760493864	0.618254027784	0.651892393636	0.604544566733	0.653943637695	0.687434927191	0.551029778468	0.565174895518	0.666525190722	0.655346620002	0.609006646151	0.582560436059	0.615287887603	0.684377045871	0.551299793096	0.559550571557	0.611513187259	0.603853394435	0.637211105431	0.647134537528	0.650303353638	0.546146331298	0.602991972145	0.614983316605	0.668942745088	0.511074782824	0.613846724917	0.621631902038	0.499924027704	0.561421973193	0.614825467157	0.562462867158	0.489362909456	0.560477099752	0.5873290645	0.607543841739	0.66748587544	0.686650288213	0.656433876791	0.680193782199	0.657745506629	0.645171412471	0.684280198341	0.695571744235	0.620587535438	0.677226540985	0.663664272034	0.662403028019	0.649520991457	0.646424448262	0.668434440862	0.707415499069	0.698014487844	0.673151811994	0.679351568816	0.671372976879	0.687694807327	0.678500469861	0.677349216424
CS.385	0.667501983125	0.605058088593	0.622994555675	0.623579011925	0.611240634702	0.642104824938	0.651190721145	0.520005757187	0.585213986376	0.637387693809	0.685594781499	0.633418741287	0.661040140784	0.681599440148	0.647924099401	0.539880557125	0.477178890582	0.665742549011	0.66205563043	0.619566464601	0.667690649662	0.70452665	0.673058473595	0.605408098754	0.520305276729	0.544066405327	0.52863083005	0.481464513315	0.622332966833	0.580735773478	0.639656001078	0.63721434104	0.56973227786	0.554429763801	0.571417392074	0.661734183527	0.504704617311	0.623487815807	0.593335542773	0.537679167174	0.549090606434	0.535536646105	0.559992381416	0.580831065539	0.60900501775	0.514268876833	0.500765205238	0.59771962413	0	0.517274828275	0.538650424367	0.642978367607	0.573715400965	0.5776813438	0.573812582405	0.446706479079	0.580528940837	0.593259782298	0.472508747524	0.508401953947	0.546345375472	0.718092261011	0.618412285554	0.641748905968	0.634117253536	0.618833846166	0.582822570682	0.560158480673	0.569539060541	0.615079339344	0.601881479186	0.560837201037	0.603509925165	0.605696839383	0.578166402807	0.618573197637	0.653363835076	0.652123826574	0.597694608919	0.621561636054	0.670275622633	0.629428744022	0.6193941926	0.646715727919	0.588072165046	0.654731107912	0.657072334055	0.671641506021	0.667605825346	0.649257729515	0.697603419	0.62777146602	0.636406456081	0.60607554362	0.615464960884	0.587829756	0.709287525016	0.626412041289	0.72247856248	0.622194092548	0.642708925342	0.589980277762	0.6780944441	0.620774969255	0.671986334738	0.66277539033	0.6643049069	0.685142625894	0.63782790122	0.632265325975	0.694384888577	0.608116504761	0.585874457345	0.633027488082	0.645736833185	0.526858819307	0.487699568699	0.668104217512	0.62324315048	0.552684465441	0.602130647501	0.589231225851	0.624064451012	0.504809819393	0.564655885719	0.470134441557	0.625231401596	0.60093981914	0.522628136148	0.686264256152	0.517530969357	0.585931551837	0.610003346956	0.661000583357	0.53588714877	0.501059846312	0.654321541616	0.493858406596	0.534810250252	0.589533356503	0.510999399254	0.50530254807	0.471719041576	0.584326476583	0.595296915414	0.655964690521	0.636115533733	0.638468857005	0.653873071311	0.621284545961	0.598793353559	0.637613446695	0.646138223829	0.651903914551	0.660665430647	0.659272852987	0.635897919645	0.635998378147	0.614271084668	0.61579713254	0.683551572102	0.649359195165	0.63127148673	0.713782905394	0.677146127039	0.706918645207	0.68404420977	0.621848319753
CS.147	0.692337098908	0.614106937009	0.644885668862	0.654480367107	0.554508453971	0.696249868933	0.69210209431	0.601183682989	0.549221613689	0.634296081767	0.677666807978	0.623884766507	0.67403022959	0.676516988169	0.63536701579	0.555736156909	0.561564962007	0.651009729519	0.680292800856	0.58204764777	0.670190920188	0.649739816121	0.616177287768	0.64513081315	0.500548385173	0.527359504037	0.515559068752	0.539200805758	0.627793964761	0.565419967724	0.65332186354	0.583494043193	0.617103788518	0.548799639965	0.5008025496	0.607048047375	0.543038749535	0.647323029438	0.632651911689	0.509210889594	0.580386179182	0.563600094838	0.473771774746	0.528469150911	0.598004296234	0.584666822445	0.55952056759	0.559586918182	0.517274828275	0	0.543194822952	0.56694934439	0.572373942419	0.559447134903	0.620418617401	0.533288497343	0.51465109525	0.567204582222	0.505430285294	0.482800841268	0.540432142213	0.690304834631	0.606377675636	0.648294203458	0.615860542934	0.652528268627	0.588460744288	0.607804844868	0.606803935843	0.616567602882	0.611838571375	0.583990370634	0.612824413049	0.620418057158	0.598051634972	0.617449264353	0.651010928512	0.687231387045	0.59349294489	0.596726702625	0.681098034681	0.629138576286	0.628975995474	0.677084927913	0.594862783652	0.700803182994	0.681974802208	0.69806236579	0.688091407787	0.652887227646	0.684310283641	0.644762405872	0.621796942873	0.587039855712	0.663308498599	0.586602788624	0.711998392985	0.62699417533	0.682122983643	0.621009156561	0.616018630169	0.623127495627	0.632901701622	0.641455948217	0.66872262707	0.654959176045	0.602924646184	0.614822540472	0.567157944203	0.657320739191	0.653541674604	0.582030553106	0.571681078319	0.618110217571	0.654418359546	0.50629572087	0.513810262703	0.645041835283	0.593971967035	0.567432127218	0.583211319913	0.540712302734	0.642782123558	0.493751645263	0.513891172051	0.564199515591	0.603612548331	0.592936268801	0.614802883291	0.636738056466	0.508268321765	0.577667675045	0.573622239636	0.625070373314	0.496228949835	0.558182633471	0.572667181189	0.531410143949	0.48010724909	0.638590083775	0.509681908413	0.513433041631	0.526378668899	0.529489176708	0.55342687253	0.655447385521	0.664879671673	0.625863009605	0.641931234573	0.624333817932	0.603510135993	0.657241628873	0.661100795084	0.607627903188	0.642726328599	0.63804320367	0.611061162198	0.632883843538	0.597372959226	0.62615798276	0.690998264036	0.668229417845	0.63633443912	0.684026037714	0.654185198682	0.680410066725	0.639320152769	0.634872795163
