CS.016	CS.280	CS.108	L.004.M1	CS.143	CS.059	L.006.M1	L.008.M1	CS.261	L.033.M1	CS.245	CS.037	CS.039	CS.172	CS.264	CS.161	CS.072	CS.229	CS.040	CS.334	CS.154	CS.290	CS.366	CS.269	CS.058	CS.381	CS.287	CS.060	CS.327	CS.230	CS.125	CS.205	CS.213	CS.126	CS.136	CS.128	CS.375	CS.376	CS.292	CS.232	CS.224	CS.236	CS.374	CS.041	CS.282	CS.177	CS.166	CS.129	CS.389	CS.372	CS.395	CS.323	CS.254	CS.359	CS.148	CS.147	CS.181	CS.256	CS.178	CS.349	T.CS.085	T.CS.050	T.CS.040	T.CS.025	T.CS.004	T.CS.012	T.CS.069	T.CS.034	T.CS.080	T.CS.019	T.CS.072	TFS.024	T.CS.048	T.CS.020	T.CS.079	T.CS.134	T.CS.177	T.CS.106	T.CS.178	T.CS.116	T.CS.122	T.CS.108	T.CS.128	T.CS.132	T.CS.100	T.CS.161	T.CS.115	T.CS.153	T.CS.110	T.CS.097	CS.103	CS.082	CS.238	CS.237	CS.015	L.034.M1	CS.085	CS.088	L.024.M1	CS.006	CS.241	CS.242	CS.246	CS.087	CS.356	CS.338	CS.234	CS.304	CS.346	CS.336	CS.274	CS.228	CS.308.0	CS.364	CS.212	CS.345.0	CS.358	CS.164	CS.207	CS.363	CS.194	CS.202	CS.227	CS.285	CS.320	CS.152	CS.339	CS.158	CS.319	CS.321	CS.343	CS.331	CS.112	CS.361	CS.223	CS.262	CS.326	CS.145	CS.255	CS.393	CS.253	CS.270	CS.390	CS.370	T.CS.043	T.CS.066	T.CS.064	T.CS.045	T.CS.036	T.CS.031	TFS.027	TFS.022	T.CS.026	TFS.021	TFS.020	T.CS.055	T.CS.049	T.CS.008	TFS.025	T.CS.152	T.CS.166	T.CS.109	T.CS.158	T.CS.157	T.CS.095	T.CS.142	T.CS.151	T.CS.141
CS.060	0.591229951306	0.632023679109	0.639042146969	0.64006990887	0.603973351596	0.613714957219	0.63631687802	0.625026736461	0.615095107133	0.597974392496	0.603003006346	0.641240459337	0.558292230488	0.551272710446	0.604618617164	0.618638735686	0.578687563318	0.613811629436	0.61421743755	0.620610456011	0.647441292316	0.634705836035	0.63625454683	0.669290036245	0.503869099263	0.604151082661	0.608126878699	0	0.614649207116	0.624913278063	0.611755962463	0.658971842097	0.595813536135	0.594701823172	0.558403951608	0.608877493042	0.581630319649	0.596249466487	0.526411394407	0.545910495744	0.686624282033	0.65060601746	0.610295235101	0.593910836617	0.633330328725	0.615215931599	0.621723194892	0.564923451812	0.611338829807	0.622579548129	0.606698202185	0.614409744911	0.615440384659	0.632899134575	0.631647824072	0.58204764777	0.60216049676	0.604941359213	0.60424232827	0.613256149039	0.612415116486	0.586263387696	0.60375751113	0.586860731256	0.591681300352	0.625997109617	0.640322115442	0.629103325333	0.587410453042	0.596416426069	0.625849428747	0.600711328114	0.598386662216	0.659392794617	0.606209608851	0.635657913892	0.628657871979	0.660695151269	0.630778435817	0.577205054215	0.623403370729	0.645207231529	0.618489543494	0.660261558362	0.639332696528	0.586806474435	0.656594873162	0.622111119418	0.627494480678	0.651377259912	0.556144218594	0.579112312038	0.591133034107	0.561460034303	0.629079887279	0.613291660475	0.561815648852	0.645256256442	0.621204938349	0.528771794391	0.609064580376	0.605586599803	0.596748746082	0.578073036086	0.621441284189	0.612780223555	0.594543019369	0.630779244761	0.647899304011	0.577531239927	0.599435516319	0.565932680896	0.561001257827	0.596438686315	0.626307867335	0.620215436771	0.674535856483	0.605950687105	0.57755293182	0.600874284343	0.664455160637	0.615761617023	0.684632742139	0.621216590172	0.588390029312	0.613251573848	0.595164136887	0.564421063526	0.597318242568	0.61143066118	0.604076919122	0.597112226885	0.530175143088	0.612539160801	0.605946755206	0.576568080178	0.564480832277	0.619200674734	0.599457112352	0.634836952646	0.624371130632	0.577625388264	0.630791927523	0.608244043807	0.626670805571	0.624251016764	0.591041274153	0.621415063527	0.604152503607	0.626439646042	0.619049813679	0.647714196238	0.64566353637	0.603947785651	0.635124006915	0.619226459436	0.608203254593	0.651284714247	0.603915504997	0.613613881969	0.630231533074	0.629870466632	0.628375678959	0.597579374604	0.643725641088	0.634312897746	0.622795709755	0.628689165162
CS.327	0.613296605206	0.598410144367	0.627692268364	0.579381392328	0.611885346186	0.592882758685	0.591345755418	0.644846820808	0.578290793189	0.592672992289	0.552425818237	0.650611944267	0.605724868538	0.561418917109	0.646530770544	0.635073070475	0.60655555978	0.639948341527	0.606173542415	0.706108447933	0.726077755256	0.654706514753	0.695764587079	0.729521284369	0.617065225206	0.615523641174	0.666778375925	0.614649207116	0	0.668582299346	0.648757825876	0.695483055178	0.655906740264	0.595718548627	0.630958380693	0.611033814591	0.619457435201	0.645193334702	0.618725604731	0.607025697629	0.726665673955	0.680971773962	0.646633819218	0.644002357503	0.69464345578	0.680907140875	0.697028112363	0.623903456192	0.653813061156	0.666262662814	0.67605422096	0.683960133182	0.687957796566	0.72877711963	0.675915243671	0.668620224608	0.669382263984	0.672296539189	0.628287234054	0.669496373576	0.575187416617	0.58776369829	0.569584838939	0.593634439707	0.597421064591	0.69230979003	0.63713915333	0.600958721344	0.61737896925	0.63119000748	0.624687199127	0.594890039843	0.558508374531	0.607798673509	0.655151535297	0.606274565091	0.619841117462	0.606650876578	0.61126842429	0.585436749049	0.591822710425	0.606978530319	0.654800753973	0.640611153664	0.6247005828	0.598857011055	0.618618021826	0.613183481631	0.589022816035	0.594198992404	0.605509105911	0.643399662197	0.587424788176	0.632602524501	0.55025431339	0.582024455142	0.607909846953	0.606794057815	0.565398921345	0.555109299093	0.575179121823	0.567762830169	0.606658625463	0.581874434504	0.677353694575	0.670699277671	0.67351624974	0.677147628142	0.721385586717	0.607677453134	0.684168643777	0.625206983731	0.658346653166	0.697418634025	0.669894456115	0.720966103414	0.752154184436	0.684784306833	0.641813385181	0.652188203001	0.731769735053	0.613531468992	0.740520957292	0.686152889395	0.611292345047	0.606528211237	0.616197342551	0.61341648071	0.67489767239	0.553388675023	0.644873311961	0.626039776262	0.593502606121	0.670330199212	0.656984540216	0.669105315435	0.639945961881	0.641530389985	0.643762841251	0.641612956879	0.720873266716	0.659705564199	0.659984403509	0.677024079261	0.576828296589	0.582956092012	0.564272054449	0.58085615823	0.580642072915	0.551605778068	0.575285251021	0.606356622714	0.703327306355	0.559949230571	0.575881002657	0.552483904736	0.648310310037	0.611577381655	0.581670884041	0.575414908566	0.589803640664	0.605645311712	0.589692200674	0.556375130655	0.580168439611	0.580594177301	0.560731984389	0.527053266374
CS.230	0.662497520148	0.734686598563	0.706351735433	0.738223255301	0.657566132675	0.697807211391	0.688364270763	0.622896959912	0.722408904058	0.647614521952	0.670300260135	0.632153670889	0.651145943389	0.652211109774	0.643274878374	0.55753899814	0.686923226412	0.568072354879	0.698953834792	0.593586965861	0.627420886806	0.570562295788	0.583645825973	0.570114593088	0.597864799938	0.643909797454	0.624506636615	0.624913278063	0.668582299346	0	0.540868859867	0.615503325472	0.550593699252	0.634474451487	0.582523764153	0.622999562437	0.60145248238	0.55366374254	0.620109655754	0.663847138238	0.638647187781	0.660855585718	0.619391226179	0.594715793137	0.554951443533	0.65467201628	0.641473842593	0.655085779383	0.571635065344	0.634934373846	0.633868242198	0.611344473701	0.625758494543	0.59854423786	0.648019816957	0.578013922475	0.628135011991	0.624412876971	0.664360220572	0.639889528299	0.673600714658	0.637346467219	0.700142287495	0.647048835588	0.607224072052	0.664253095358	0.653530635269	0.67605686481	0.642285007149	0.644183691401	0.686469203955	0.668586660101	0.638246403405	0.741007472	0.56369520626	0.695104676985	0.737038836286	0.767769630251	0.718637370748	0.64003469861	0.688800598093	0.759759701375	0.673695552887	0.729559642241	0.718807311531	0.692230368548	0.737459787347	0.715207738988	0.706056432047	0.740221200084	0.682258598466	0.672257967161	0.667434283283	0.580002720853	0.723139440324	0.677652517098	0.672668635758	0.661147523324	0.727000881372	0.64176466652	0.724058430931	0.687985554954	0.674112688612	0.634445802816	0.624753771173	0.632821103178	0.584412413233	0.631598244914	0.609281291458	0.577893870499	0.569831733447	0.633690197885	0.55261208458	0.519048997952	0.620649366279	0.576851659022	0.601491123863	0.643765572462	0.58840029874	0.563850738548	0.651970641515	0.610988343497	0.625711324143	0.531052488121	0.604469100525	0.663170647696	0.583122993294	0.596822460267	0.546061367253	0.642231195951	0.590617950666	0.647677371134	0.584339376173	0.557402921064	0.563420739818	0.627942181228	0.583472589237	0.631761150092	0.633632103871	0.637485394754	0.630869334569	0.620380168804	0.626634724326	0.619456115674	0.676321954602	0.717464726462	0.692421862327	0.65021955803	0.685363173126	0.69311852185	0.689047935175	0.718620384037	0.67383647171	0.680697419132	0.713326095121	0.685125082235	0.594135683291	0.613903865157	0.630256385062	0.647767433812	0.671488228587	0.727502015919	0.683889386817	0.689110471356	0.747155265885	0.698793613538	0.716838370524	0.716667849328
CS.125	0.642208843528	0.668315097551	0.700308803771	0.685730206942	0.624732721354	0.644097621319	0.667537762002	0.551915954246	0.650026751358	0.647463072828	0.628261297061	0.643943756719	0.664345325942	0.65004367078	0.639306627776	0.531019220614	0.636875069852	0.548011003198	0.691017654151	0.52113245619	0.667332717949	0.503292262744	0.529476739541	0.60410482251	0.578539509975	0.57595526561	0.553927785118	0.611755962463	0.648757825876	0.540868859867	0	0.512243308606	0.535376679329	0.545790698674	0.560640953503	0.514613082084	0.553239488034	0.481226515523	0.57421712527	0.619193726865	0.625553837121	0.647980104185	0.537983379342	0.58001110795	0.480710552285	0.559106297063	0.559767759655	0.58837707282	0.469515069868	0.49709921419	0.582942890373	0.50040051622	0.482853098764	0.545144058493	0.562932869782	0.480804526923	0.514223849193	0.501264324366	0.589095630821	0.541710097131	0.593987048248	0.605784984814	0.655152730492	0.594257027129	0.570589862074	0.637386611617	0.578452421335	0.620571171539	0.586783959082	0.6175376305	0.622608568276	0.604834349538	0.609540786297	0.700983848144	0.530828514095	0.632258078015	0.665527981233	0.6786296667	0.649913735953	0.650532420552	0.618633582687	0.690332195747	0.616899897793	0.660918127915	0.69236688865	0.619707439242	0.672976243588	0.669916497697	0.65560803527	0.6887801966	0.645579229177	0.651133370675	0.647272918358	0.590004212973	0.706726057736	0.605611658364	0.645624403038	0.686756594805	0.666811211022	0.626284627999	0.686050848466	0.620265452101	0.595776240129	0.637977589019	0.619183804733	0.574054379842	0.58666375872	0.645224365713	0.613682072664	0.550501029882	0.525465466997	0.638545288126	0.604561607703	0.557541417542	0.568346604187	0.625794530285	0.569320415499	0.69827820425	0.554671895459	0.507100792131	0.5570387202	0.629955988092	0.656287035296	0.567358022807	0.483239488178	0.573301710483	0.579454384232	0.594521078065	0.480528869595	0.626694323907	0.507250710087	0.551245534235	0.589463221021	0.554211557342	0.466959863723	0.556041014662	0.479541553959	0.534400521629	0.530768442891	0.607107783433	0.591854153281	0.511365003599	0.528384055961	0.524145759981	0.644043084877	0.669888857093	0.633147525914	0.639382617196	0.649350008573	0.630021379171	0.629659584155	0.662031324512	0.590018516385	0.652947276198	0.651239325303	0.622652508218	0.563548741085	0.590255116188	0.561347149103	0.615399426534	0.596173311138	0.660105778302	0.623048811231	0.66437528335	0.696327388725	0.651722558928	0.645534377275	0.662745226126
CS.205	0.664083259894	0.712662869223	0.754435078122	0.703017860617	0.670342992597	0.69595500564	0.707022680686	0.570435984341	0.681142434172	0.692555840571	0.666950968129	0.670679276752	0.682372128268	0.68016731229	0.690864016917	0.577815403871	0.689664102256	0.602268636534	0.729409757084	0.574086944668	0.665616068083	0.510342224811	0.527027755876	0.629018819967	0.624193267917	0.645561910333	0.59845373714	0.658971842097	0.695483055178	0.615503325472	0.512243308606	0	0.543388014563	0.628550895092	0.610503083907	0.600983627204	0.590948393799	0.543462679948	0.630707274045	0.674268245314	0.579395264151	0.699705501156	0.559066578851	0.665747177533	0.523298972232	0.580381452257	0.605172611144	0.630350209605	0.559620972746	0.583188711583	0.638565133657	0.536318532739	0.582192972507	0.585566959666	0.589159732981	0.528469150911	0.559411996193	0.546723656898	0.66061599636	0.598581825474	0.658761401006	0.667727220573	0.687566464066	0.654276957013	0.617919771124	0.633967798749	0.61009129469	0.696862060115	0.626122543426	0.647413331542	0.669989036981	0.663985210906	0.636897322215	0.749345708808	0.553817492074	0.68267114549	0.713243215092	0.72507924539	0.696974254317	0.684363404205	0.661323414167	0.73325369424	0.663506255813	0.714645747565	0.735362815251	0.687601116023	0.724247881257	0.724748811809	0.713999476962	0.727993730048	0.679975549346	0.707365565279	0.681128908936	0.617120467228	0.739698130858	0.641731283791	0.701813797554	0.686882474082	0.714107515548	0.668878410664	0.712103837966	0.685778643075	0.655324317956	0.689572844122	0.622337549079	0.637424503819	0.629922530722	0.677739532908	0.626493604869	0.624582111947	0.518836801424	0.668393950832	0.665858790734	0.554817972209	0.59595770113	0.646940569152	0.548590145619	0.72437404525	0.58416691761	0.550205732556	0.507861384942	0.664727299884	0.596728787082	0.570753021918	0.573926626493	0.646552285945	0.611747500548	0.631488596466	0.532529397739	0.666798634374	0.517393129484	0.600003882605	0.630305417872	0.596728556432	0.551733487482	0.604831565215	0.577714192053	0.608411231535	0.583800090098	0.667782941991	0.605419171078	0.573930889421	0.585367315984	0.598910777087	0.674539607268	0.717920826878	0.672956164083	0.675327529858	0.715262898703	0.663276839507	0.670768641962	0.711748798252	0.622977392142	0.66810667145	0.702385164949	0.658106998764	0.568698592535	0.616164894054	0.59678274544	0.664473484453	0.67185356603	0.711993039235	0.672268845771	0.703473977394	0.730440845146	0.683326874632	0.678068647796	0.699527870899
CS.213	0.652221308205	0.704310659898	0.7034105504	0.705640737992	0.643759330851	0.665160990297	0.675333799009	0.55984756321	0.686882116975	0.65548503029	0.660241379628	0.595857018938	0.631309818651	0.643934073198	0.652483074253	0.569422443469	0.663284330937	0.576754293222	0.682071885322	0.539145361491	0.611641408678	0.51678909838	0.544601868254	0.608786531359	0.592922348278	0.625485616231	0.56772675961	0.595813536135	0.655906740264	0.550593699252	0.535376679329	0.543388014563	0	0.616184067755	0.572938520851	0.571031985913	0.578695061451	0.50392704903	0.588926118401	0.644660067352	0.618319945822	0.623607453373	0.54124605561	0.619514429785	0.537330417283	0.562827136979	0.59473476237	0.60854307873	0.545328685507	0.527116968101	0.572443672045	0.544239766909	0.556005613868	0.583665798247	0.584689260228	0.5008025496	0.592779707635	0.536071597367	0.630673489176	0.600366563216	0.647685487346	0.625927567372	0.679967701391	0.613784579709	0.613972532164	0.647426971056	0.623543818457	0.67328160345	0.609233198385	0.628844801751	0.682077285344	0.646420530945	0.630423506996	0.731459696529	0.562761174982	0.654991056832	0.697668583372	0.734049210429	0.676635902094	0.622843265436	0.659358968267	0.729164212524	0.638517199876	0.722853217515	0.705585116903	0.672062657545	0.720285783204	0.700474087845	0.695439010419	0.717298826337	0.642051821393	0.688490225891	0.665224858994	0.593134191004	0.714342681697	0.625210290831	0.678357937431	0.688973041059	0.711266086961	0.661161928436	0.685010158113	0.665674242475	0.64111058785	0.667762103952	0.636442598537	0.579686004606	0.584286393707	0.662798358051	0.622283382953	0.591537332357	0.557147227302	0.620544753831	0.575681376123	0.58074198803	0.622476227476	0.610232319237	0.552149620225	0.679123283229	0.578628277092	0.506609941511	0.547701740918	0.624748835641	0.631227559769	0.58285275868	0.544851230864	0.650437532097	0.580989627766	0.578489912428	0.498478468097	0.631256722556	0.524332726757	0.570259689367	0.554260882744	0.568606326649	0.554936619685	0.557415791384	0.566911793833	0.613368573361	0.56826503468	0.638815256296	0.593927140635	0.54767136691	0.587766081763	0.553050894876	0.680486172011	0.705914356537	0.666169636617	0.652363083948	0.6834204301	0.654948581218	0.671665454895	0.70083438888	0.641531200306	0.67209769417	0.70132164546	0.672085448651	0.55057493289	0.616141728541	0.610384029333	0.651231470474	0.657914962187	0.69932918368	0.680920912899	0.682942089355	0.720651228138	0.681167188888	0.679222285189	0.675685174346
CS.126	0.586985625194	0.550837177249	0.621742091082	0.525953846496	0.572440922412	0.512427333946	0.581686930655	0.616701998963	0.497575250761	0.59137361446	0.5483570838	0.653132313713	0.615131780952	0.581237651854	0.602906285471	0.623067305483	0.476585201656	0.558414879062	0.580966101017	0.612669861115	0.726534240323	0.571679640353	0.645932144789	0.715399399155	0.538841107201	0.460709891499	0.541744191226	0.594701823172	0.595718548627	0.634474451487	0.545790698674	0.628550895092	0.616184067755	0	0.57262501379	0.496087078046	0.539055275194	0.553441590319	0.55645259045	0.518560978016	0.713095141561	0.695612850944	0.612111975816	0.596199889422	0.58981461193	0.590256859298	0.594184299798	0.560786466984	0.543577613157	0.538477690209	0.551852840886	0.520021364912	0.53228749643	0.667617626856	0.618085651977	0.580386179182	0.554247800749	0.56491629721	0.519239036614	0.527383212978	0.488532540099	0.574037884238	0.516274723156	0.481737418071	0.464682979035	0.60875231582	0.451578826683	0.482320446236	0.551425133929	0.565278746618	0.504001074381	0.51894241731	0.51926381064	0.582789226021	0.596670412062	0.514018059889	0.531469057882	0.53562965925	0.533502105925	0.587748137574	0.467074838112	0.541381271047	0.551104107574	0.536291057611	0.565633393362	0.568098240917	0.532489329462	0.563619659713	0.543586990576	0.558199978793	0.570833244366	0.552050696708	0.575365034883	0.615190787875	0.624035865601	0.580134864072	0.551469531556	0.676424227253	0.593563572355	0.543559822921	0.559699088986	0.480954954756	0.51169015511	0.594501792626	0.640630256903	0.56484781846	0.607973628814	0.651568243604	0.716347257842	0.497874053429	0.580435122274	0.615886697678	0.646895017306	0.653116803697	0.567688684961	0.726293163117	0.695416959321	0.726782088089	0.604324676052	0.546677045296	0.671321621697	0.583140845341	0.731034888173	0.680258606378	0.493218106219	0.429396577442	0.584557029029	0.625857575505	0.556233224994	0.505710698232	0.570490603616	0.499813478737	0.613218184447	0.591385691215	0.536617707392	0.589224053919	0.538313315108	0.445022937173	0.515626644049	0.596498929366	0.673851172643	0.560792903505	0.556424365574	0.556825053337	0.500815008865	0.533472640129	0.485245070097	0.528391171788	0.579540252095	0.524513726527	0.495308838313	0.497998883193	0.650369835198	0.538269243182	0.497566094858	0.551704065838	0.585985892422	0.502327013271	0.491136714605	0.459577333462	0.494565530605	0.532452418289	0.483904215352	0.552943480427	0.570927809947	0.563593872479	0.509144878701	0.580515290104
CS.136	0.601637426861	0.670300121084	0.61955417632	0.670903107513	0.585470116585	0.594918465402	0.644963014206	0.604283617383	0.626186940475	0.629414744247	0.627187731737	0.616369035924	0.580193697938	0.574044507665	0.601444024053	0.516953955343	0.582603557139	0.525403283988	0.61266252069	0.574559366502	0.656996091765	0.560493054527	0.627701272867	0.658735904936	0.501320882001	0.559042890291	0.550234778003	0.558403951608	0.630958380693	0.582523764153	0.560640953503	0.610503083907	0.572938520851	0.57262501379	0	0.557311963128	0.565400595896	0.555571850293	0.501729828511	0.507194667933	0.689980687344	0.58708327939	0.573437206374	0.521955719768	0.571965792018	0.623138958101	0.584969019676	0.585640880141	0.560250558267	0.570089403649	0.558185043407	0.546325581568	0.569933587274	0.655794664639	0.592085585589	0.563600094838	0.552410901412	0.572940959002	0.597028158913	0.564050367011	0.60618798591	0.609920987311	0.614236621254	0.596842751445	0.585997802615	0.662331195151	0.587627837368	0.622525443938	0.61848533194	0.596032970972	0.598659622147	0.597964566027	0.607067542037	0.663794170762	0.598598485312	0.631140597486	0.666512008927	0.693539854488	0.633643525253	0.587222730322	0.613927526377	0.675717055054	0.61662659933	0.659062878238	0.654146833415	0.615643371349	0.661220302627	0.634429758118	0.634098133773	0.659640322552	0.567237858169	0.554307492627	0.596155055685	0.521341002975	0.662766056719	0.617508006549	0.548744127779	0.653466017512	0.666964326214	0.570763700771	0.657476488346	0.607632868862	0.600626040197	0.59537892913	0.663624897769	0.559865504183	0.617634010591	0.607258823807	0.624964287366	0.55329261667	0.601757588437	0.53206855853	0.551270382295	0.607327660512	0.609513672581	0.635308548989	0.670080247678	0.598369166904	0.594199930161	0.525913351688	0.651941644713	0.63522076944	0.685345321599	0.578307623964	0.531461808393	0.566950364357	0.606997584566	0.533538777731	0.541853940003	0.622672532184	0.590549458364	0.549760057745	0.479463896812	0.576694640801	0.537717782775	0.620695945012	0.566630269217	0.569221803178	0.566880008733	0.589209244262	0.636080106271	0.543567752205	0.567639609512	0.575824701674	0.617721549504	0.652144960285	0.621150988828	0.617517460764	0.607232738005	0.615591315968	0.628867813785	0.642960925131	0.662219063443	0.628779967913	0.630634935643	0.60961338009	0.608459710618	0.638813943981	0.597726893226	0.609474144617	0.606519449858	0.658514815083	0.634689913165	0.642505302596	0.665175484608	0.668564657823	0.657972974293	0.679238434093
CS.128	0.578482592248	0.599817325163	0.636381270632	0.611436691604	0.578152075919	0.572651544857	0.601187966795	0.622719339351	0.567020928698	0.611394005727	0.613068254643	0.638965258772	0.622162500569	0.632935224972	0.623081143549	0.596444476616	0.562993444329	0.557265249773	0.622440139881	0.578353306272	0.71177995807	0.55879757639	0.624857864643	0.710384861249	0.564587215239	0.517334889036	0.556070113703	0.608877493042	0.611033814591	0.622999562437	0.514613082084	0.600983627204	0.571031985913	0.496087078046	0.557311963128	0	0.543704505615	0.546117187558	0.544560693042	0.55665271544	0.685451178809	0.631278775808	0.594397084023	0.603553875829	0.557665046343	0.572454696387	0.566239238749	0.562248678543	0.57251179249	0.484023929146	0.538458231544	0.481526501415	0.511052630505	0.66078764075	0.589749610294	0.543038749535	0.520335181702	0.504281452287	0.537694807986	0.521904131311	0.550752948256	0.595652931001	0.565386242714	0.550133666266	0.55524870347	0.634178776143	0.547752181719	0.566909804977	0.570846864553	0.575660636549	0.5564543706	0.561629178666	0.577417140606	0.645117750254	0.605726780511	0.590454480229	0.585452145564	0.596820387924	0.568318984914	0.597582631706	0.547515417246	0.606187739096	0.571021504376	0.590558891268	0.616988278788	0.606101144591	0.607624598584	0.621668079992	0.606819214999	0.601141433462	0.59615355505	0.603329774379	0.576879932509	0.595004371882	0.631235962446	0.564360710327	0.608528214246	0.645946203088	0.634243966115	0.581846257293	0.586886350464	0.554542104043	0.530306888816	0.623386345117	0.681761128946	0.541817103028	0.635500760833	0.646181633275	0.707956473318	0.518288651691	0.594412261476	0.6169308579	0.634627214107	0.643803775568	0.625995765763	0.716215831736	0.673996556695	0.72950350745	0.630450441823	0.534373432744	0.67424967731	0.62108448035	0.715143575141	0.647432890988	0.483041203	0.474914961047	0.595484269387	0.600594569429	0.503227974299	0.542467190135	0.562995487235	0.493776909133	0.5966408501	0.573334762342	0.510716140163	0.577270264598	0.556120031797	0.4956959608	0.534977764558	0.576362961832	0.690567547829	0.547295261466	0.543501973896	0.511870138529	0.590296169524	0.606301091884	0.54740850556	0.611165067621	0.596122397035	0.583621726925	0.573561161107	0.582610666787	0.693964761265	0.597493942136	0.594296082461	0.575300975819	0.616036890474	0.581576016325	0.564270509341	0.584677902759	0.544143731217	0.582361556301	0.548142935025	0.632741223678	0.61895866944	0.626119622196	0.578532102686	0.62151397826
CS.375	0.568667405311	0.647176941288	0.69575735881	0.638507791875	0.608652726269	0.603599606579	0.6369345802	0.60350184504	0.62281200844	0.588219030847	0.569575557489	0.654685881972	0.624627004369	0.579211249222	0.608672978971	0.574411826705	0.593723223267	0.547011845152	0.61779012388	0.59528039339	0.664981955982	0.557797323216	0.591367449858	0.65451757326	0.562156901208	0.562945604816	0.592598899708	0.581630319649	0.619457435201	0.60145248238	0.553239488034	0.590948393799	0.578695061451	0.539055275194	0.565400595896	0.543704505615	0	0.542375451794	0.590023300148	0.601287663724	0.661303083911	0.645277265612	0.553424926435	0.605359350596	0.575724851908	0.564928476358	0.613206436576	0.576887938453	0.555245527361	0.580148427837	0.580881595719	0.545000596261	0.564666180182	0.648291927414	0.620883177242	0.559798016002	0.5776475367	0.588722371339	0.572830834834	0.576949281329	0.574022083591	0.568833193516	0.597707172215	0.54591307726	0.541193208394	0.5670656085	0.585106494699	0.559172471368	0.555390815458	0.553978400262	0.591796583967	0.57167029038	0.56686790208	0.671419706262	0.562966568478	0.608934528772	0.644417705899	0.675831612646	0.623985466978	0.599417417435	0.571634533873	0.665248377255	0.640411191911	0.67092844511	0.673457852618	0.640407019001	0.651304618187	0.662116657273	0.641599140091	0.651251788741	0.617498907712	0.629812649509	0.62025015189	0.577805187579	0.661787013019	0.608003040055	0.622706199944	0.631769319607	0.628475841521	0.58521731296	0.650305449928	0.558019005349	0.578646997414	0.594249217049	0.58932123333	0.579413605278	0.621281665874	0.620608873113	0.633871937341	0.544802360076	0.516263908336	0.597043721875	0.60352918281	0.607283158611	0.565845536269	0.637121300356	0.643077508264	0.679785119334	0.579311993937	0.572072614706	0.642576494741	0.546807631242	0.654566758408	0.624526930683	0.555585527619	0.556646683438	0.542272474317	0.58930392303	0.558872824952	0.568276590564	0.538961593012	0.582416160091	0.583203573717	0.522847654842	0.555169446541	0.578950686924	0.563484075258	0.535919778381	0.567773467392	0.584231391469	0.638312183684	0.576474639288	0.575827344923	0.581225320959	0.572378356867	0.631990888267	0.586632471504	0.579586365911	0.636698765993	0.557053612067	0.598147892099	0.628097131269	0.641095529343	0.586613239642	0.632105757091	0.608407455792	0.591745972304	0.555931211427	0.540867179242	0.590669338846	0.573853682771	0.649789604126	0.594850832552	0.607280744048	0.664691178432	0.621957587728	0.629820646246	0.613556642915
CS.376	0.615957443602	0.686518119572	0.689459800679	0.689321270151	0.609236318858	0.643968645144	0.66034033129	0.569605284867	0.641578027766	0.636801906248	0.608776393383	0.60454176879	0.627333912961	0.624908303212	0.661114322536	0.520531465483	0.636533346428	0.513568134137	0.676422383978	0.522519276711	0.614735205962	0.500174038407	0.539726686215	0.603778080035	0.57830751163	0.580311703718	0.533217257688	0.596249466487	0.645193334702	0.55366374254	0.481226515523	0.543462679948	0.50392704903	0.553441590319	0.555571850293	0.546117187558	0.542375451794	0	0.567310218989	0.613648675992	0.623918310103	0.639025250538	0.518802998396	0.599226164422	0.519002151678	0.553778038941	0.574632578737	0.586733567552	0.494583165903	0.499226032499	0.585255203686	0.513982706488	0.512665318812	0.585235149916	0.571739003243	0.473771774746	0.534425271689	0.537631198048	0.606650125312	0.544363629892	0.59936099142	0.620891240063	0.641141021668	0.616458496636	0.569211688091	0.659907964434	0.583569096289	0.650795179968	0.578413078619	0.623484584622	0.633807970257	0.591260882702	0.601786901474	0.699296710771	0.519158183089	0.653761865639	0.681159110049	0.70801401951	0.67917016208	0.654124747377	0.626560750363	0.693969075166	0.624089542556	0.683454996665	0.697783100457	0.625810669839	0.685829612399	0.682268396531	0.655453858017	0.697209043521	0.632231703167	0.662275420941	0.633541336762	0.592645973556	0.697109494702	0.624467535754	0.647831730152	0.67073585828	0.683449572889	0.629743842688	0.679263436708	0.630290771033	0.632717093659	0.621439091513	0.620667069642	0.586097094775	0.588040998948	0.623783547401	0.584483086488	0.547991588063	0.545939880214	0.630549401057	0.577613485607	0.573466363973	0.5685434233	0.601429022025	0.602645750957	0.684359718375	0.580930444411	0.477571767701	0.601312390504	0.619736600328	0.63039015962	0.55620877554	0.504555068911	0.596128255034	0.573214717324	0.571022453657	0.473592180107	0.635791527404	0.502693152609	0.56878009585	0.56858087459	0.575210392154	0.502468855322	0.53222310164	0.52270433209	0.563996941432	0.508852315564	0.597870307891	0.606527081536	0.515464649221	0.537593227679	0.529042644829	0.637029129015	0.681337483771	0.626604949418	0.622699913812	0.641295332598	0.623544438063	0.627991737251	0.656256360482	0.633141673591	0.639571602516	0.656359874919	0.633767823919	0.536855338111	0.586382744478	0.577024847723	0.624732749806	0.618677193342	0.687659031599	0.641497783378	0.654894508668	0.705642378323	0.653000293029	0.659824632285	0.662645899991
