L.005.M1	CS.098	L.012.M1	CS.313	CS.293	CS.280	CS.297	CS.039	CS.105	L.008.M1	CS.002	CS.099	CS.101	CS.017	CS.086	CS.269	CS.335	CS.067	CS.305	CS.042	CS.060	CS.360	CS.058	CS.327	CS.118	CS.040	CS.248	CS.186	CS.137	CS.371.1	CS.232	CS.205	CS.136	CS.282	CS.213	CS.302	CS.224	CS.126	CS.203	CS.125	CS.128	CS.236	CS.292	CS.041	CS.376	CS.359	CS.386	CS.183	CS.256	CS.254	CS.178	CS.166	CS.181	CS.385	CS.129	CS.349	CS.268	CS.177	CS.372	CS.395	T.CS.062	T.CS.022	T.CS.004	T.CS.038	T.CS.007	T.CS.014	T.CS.003	T.CS.082	T.CS.071	T.CS.069	T.CS.052	TFS.024	T.CS.079	T.CS.046	T.CS.041	T.CS.177	T.CS.092	T.CS.125	T.CS.116	T.CS.100	T.CS.114	T.CS.134	T.CS.132	T.CS.117	T.CS.119	T.CS.111	T.CS.107	T.CS.167	T.CS.147	T.CS.131	CS.237	L.034.M1	CS.088	CS.085	CS.087	CS.241	CS.110	CS.246	L.024.M1	CS.356	CS.082	CS.242	CS.103	CS.006	CS.015	CS.364	CS.338	CS.363	CS.189	CS.233	CS.228	CS.078	CS.207	CS.113	CS.346	CS.188	CS.191	CS.274	CS.212	CS.345.0	CS.202	CS.320	CS.285	CS.331	CS.223	CS.080	CS.227	CS.194	CS.322	CS.321	CS.163	CS.158	CS.339	CS.361	CS.319	CS.262	CS.145	CS.390	CS.255	CS.326	CS.370	CS.393	CS.270	CS.253	TFS.027	T.CS.043	T.CS.036	TFS.020	TFS.022	T.CS.055	TFS.025	T.CS.064	T.CS.008	T.CS.026	T.CS.031	T.CS.045	T.CS.049	T.CS.066	T.CS.061	T.CS.158	T.CS.157	T.CS.095	T.CS.142	T.CS.151	T.CS.166	T.CS.141	T.CS.152	T.CS.109
CS.256	0.685941102076	0.680038941345	0.676477553977	0.673698137899	0.682515451505	0.661719424046	0.644057282619	0.645972699052	0.653240683498	0.570520298129	0.612335028066	0.697967297007	0.705883421278	0.672887166235	0.692097305275	0.697999159199	0.596230821638	0.610475830094	0.637952448526	0.634621306483	0.604941359213	0.52696146144	0.577732391046	0.672296539189	0.6656930415	0.690406155184	0.542925521471	0.658599729925	0.607411866006	0.590308022119	0.597439978301	0.546723656898	0.572940959002	0.531858564394	0.536071597367	0.633387847725	0.619532150696	0.56491629721	0.633012846267	0.501264324366	0.504281452287	0.656246889406	0.539093745794	0.618684957859	0.537631198048	0.6080061751	0.578650796305	0.563277787937	0	0.4878907985	0.586981581786	0.531115737678	0.500925314374	0.516367452567	0.533309923036	0.528828161146	0.532253370121	0.506403181559	0.489638988277	0.548958826232	0.644481537812	0.58434957469	0.593791423657	0.669711429241	0.608224763345	0.640740116466	0.668586904598	0.674452448859	0.61406846559	0.573853134192	0.612792777351	0.629431765377	0.566473957433	0.569385737614	0.624402385475	0.653538217056	0.695029323468	0.605769365026	0.637135764873	0.66987354621	0.680125272484	0.664992020491	0.65697130426	0.622206130367	0.680092356511	0.659272647886	0.662358799209	0.662849844687	0.682486929736	0.629215760507	0.570379649544	0.624077035494	0.717674914849	0.635167175188	0.676044545438	0.674305606931	0.560621828121	0.617508877496	0.687032333876	0.674609981047	0.665207069435	0.641055556699	0.636211057967	0.639143118872	0.700840811511	0.613607413962	0.553296269689	0.497268159759	0.584849137189	0.663884132228	0.620889457641	0.666219984327	0.576457627311	0.665458481661	0.661231127623	0.631010580475	0.669887129686	0.563967523572	0.625776147243	0.668934695659	0.651125265264	0.460873556658	0.616092135689	0.533441375096	0.512317909698	0.611688200109	0.650323386338	0.556146359455	0.460703540422	0.668376148306	0.630204285918	0.605960774678	0.636757561399	0.60591594499	0.50701495131	0.551717882608	0.554888579114	0.528125027212	0.499586824418	0.545218833357	0.481626556839	0.606388400648	0.487194664725	0.619387853315	0.63809994805	0.665304487273	0.655451481125	0.677241951296	0.657754624821	0.631531781029	0.624817603437	0.617945564273	0.633149846571	0.635339948386	0.639357241798	0.665031946951	0.55047699425	0.679731666656	0.613625705443	0.639673475539	0.676616861884	0.686680126073	0.681035197519	0.643079055144	0.624181145998	0.67288801982	0.65374406502	0.657639259291
CS.254	0.701113207025	0.672919000575	0.675894668075	0.66133099871	0.679487215908	0.671656590594	0.646650388618	0.642941447647	0.630670605182	0.605361189111	0.615882358761	0.702583847813	0.694591050041	0.681957413265	0.670567084692	0.671569565075	0.612025908405	0.65431327858	0.593234378539	0.638166476438	0.615440384659	0.542779621121	0.553711489417	0.687957796566	0.671947651436	0.668238023497	0.48892166709	0.673874772802	0.583632223664	0.58466864476	0.590784754742	0.582192972507	0.569933587274	0.524299280625	0.556005613868	0.619699189448	0.664688608091	0.53228749643	0.626569420211	0.482853098764	0.511052630505	0.651295789287	0.534843443638	0.591023174039	0.512665318812	0.620375864154	0.598483206934	0.525404579031	0.4878907985	0	0.543470174608	0.493156337636	0.475511763276	0.473548324751	0.531484614695	0.475837075502	0.53051952325	0.524959148271	0.456566323725	0.469168967491	0.632854007747	0.579096758442	0.58828381629	0.668974732704	0.607219911396	0.623503179976	0.656727360408	0.653867518497	0.614686986881	0.583979201497	0.596829010464	0.606111050567	0.55170213228	0.566596728311	0.616871471287	0.645101400463	0.662789571949	0.584652509779	0.665541133117	0.665780661495	0.676973000659	0.647297211349	0.646904903658	0.643768201952	0.671056318664	0.636250450757	0.635717378151	0.659178108258	0.693099268144	0.601903490145	0.583327803439	0.6133474534	0.708066463909	0.628918280108	0.666520739588	0.686856313931	0.577801125026	0.603994185352	0.686220150958	0.65572157365	0.625384112282	0.609134752369	0.623665725939	0.639012116758	0.727764312317	0.606459456024	0.527516423249	0.49889148231	0.571393265331	0.655915858148	0.613611172246	0.657131649972	0.596588255397	0.66168316734	0.661322208275	0.59598789981	0.642444952299	0.547326845213	0.602477197395	0.66288266991	0.668168078637	0.505988594788	0.614881568138	0.493632465879	0.474907510038	0.602678292159	0.659765245672	0.584609486984	0.498252180146	0.647965653628	0.624858894758	0.614747716765	0.621238756343	0.584614868049	0.512834481736	0.528231306156	0.493763076709	0.503816612274	0.503060266544	0.526706137363	0.462152640021	0.562772724129	0.481828575693	0.622540610998	0.644353209197	0.6598256459	0.645179198521	0.653937261092	0.640877773634	0.642048531493	0.607227999478	0.612294356781	0.617809014315	0.619203683594	0.617998376008	0.660127659772	0.579815680791	0.677266287438	0.591828304351	0.629669913078	0.67085174825	0.689816138755	0.676190418016	0.662591822641	0.606158172293	0.678007641873	0.608429664265	0.666293378394
CS.178	0.622157450099	0.603463154071	0.606615248205	0.605056525768	0.601030902145	0.605482957557	0.56466320359	0.640711301753	0.586582147524	0.665741369557	0.614545221616	0.640340622355	0.617541395681	0.657107098251	0.614101965222	0.71891049932	0.681462497213	0.693261043798	0.563968243403	0.615735672407	0.60424232827	0.602265199661	0.577955291563	0.628287234054	0.630709233746	0.633700248493	0.57481649834	0.639592285956	0.537020436251	0.564034211181	0.550788693783	0.66061599636	0.597028158913	0.634257580558	0.630673489176	0.68409677339	0.722257285337	0.519239036614	0.597700976364	0.589095630821	0.537694807986	0.680177088844	0.570762707039	0.615849662194	0.606650125312	0.691360674793	0.657666545269	0.61868299801	0.586981581786	0.543470174608	0	0.586083119371	0.55023023754	0.573812582405	0.582926479303	0.559914759193	0.594123040411	0.59894560125	0.562449307443	0.561939581343	0.557754705515	0.57273958314	0.551142493056	0.617029466369	0.617452022961	0.555380520767	0.589888190586	0.590024181545	0.571126204554	0.545054751696	0.572060019153	0.58533206218	0.616625919041	0.576361169861	0.573045020656	0.590628705413	0.608577803756	0.561586528544	0.633195589944	0.618192611847	0.626521393384	0.601936413833	0.601792271751	0.597022155918	0.638939473929	0.573695371049	0.581846074287	0.576696142417	0.620535582807	0.579845851404	0.627044449391	0.612185705129	0.664583042989	0.603968532857	0.65412840304	0.624359700957	0.623136219053	0.576825898438	0.624773978473	0.660602501262	0.595198194447	0.55668892506	0.598245644537	0.592082001936	0.661299957364	0.662014896066	0.595246824377	0.577139287272	0.61736349293	0.625633070643	0.630455362478	0.619119134119	0.64801497681	0.602613981301	0.721741056635	0.57875648702	0.560990474403	0.613505208277	0.627438337222	0.722187694354	0.624025318666	0.567697885001	0.671104583792	0.555653214322	0.569138773424	0.603835675232	0.725119987793	0.70332192715	0.586283247779	0.585834170226	0.626419486413	0.644301086141	0.634400462887	0.612356560628	0.613582778838	0.61715827937	0.540625712951	0.581621731429	0.587761537009	0.598255121358	0.559854253811	0.603208747792	0.555863202099	0.679420683777	0.580842245171	0.582778434137	0.604468514238	0.577978282719	0.553659639595	0.592816547322	0.576882249167	0.588060201685	0.591639241377	0.637234851958	0.583190168804	0.606741756962	0.647037206293	0.594511221316	0.557705874071	0.567379228267	0.60615590421	0.613252178301	0.615623318103	0.597048490941	0.560134820633	0.613463357612	0.54366864396	0.598522601423
CS.166	0.735598026088	0.692169160514	0.69969629107	0.691307777702	0.711846386881	0.706826340424	0.676125901031	0.66786986496	0.659179706552	0.633432704616	0.612230742465	0.720075173445	0.709112391928	0.695507232658	0.702784163104	0.682987391665	0.632695505162	0.667755743896	0.653039628594	0.675327314228	0.621723194892	0.530417460612	0.556133594764	0.697028112363	0.685878508936	0.683494828284	0.526535001955	0.69002321001	0.613486330846	0.596422596464	0.608472178976	0.605172611144	0.584969019676	0.542786184878	0.59473476237	0.649055062402	0.659127316305	0.594184299798	0.658533872987	0.559767759655	0.566239238749	0.671090560276	0.566938711309	0.611348030752	0.574632578737	0.649060374141	0.599929518381	0.544413524128	0.531115737678	0.493156337636	0.586083119371	0	0.49912136736	0.504584653374	0.56927849945	0.446812259239	0.540270983943	0.578934080075	0.494379372383	0.500099467383	0.672294864419	0.619178013968	0.61445292506	0.681043218585	0.632759193806	0.658406629711	0.699296140765	0.695031855848	0.656303212179	0.614436932701	0.583939917164	0.659588274971	0.587958779883	0.612231083725	0.63215851696	0.677682366471	0.683983748183	0.650457440419	0.682360549464	0.697995184917	0.682476744519	0.671799130649	0.683456030618	0.679488456872	0.69110296613	0.678333929626	0.696397892896	0.69662662879	0.710790714499	0.668583540645	0.621206382819	0.659899161077	0.733640437671	0.659908417471	0.691512244926	0.701494711344	0.605281955064	0.640544866472	0.718356900459	0.71671248093	0.649740361916	0.657045535672	0.642532235157	0.681501857173	0.73088318461	0.599310636136	0.561480657573	0.506495040355	0.635380499873	0.687761531114	0.62951035229	0.689193142565	0.609802187764	0.687620087083	0.690448726316	0.633789204177	0.669062875787	0.578549873086	0.6618462897	0.685712927836	0.665291486462	0.544984211365	0.624458197751	0.548239717003	0.5190476826	0.621367373627	0.690465822532	0.622756593941	0.537927203324	0.685508697002	0.652778658026	0.637605325549	0.645173338367	0.625245080341	0.538810595249	0.575393524827	0.564693146165	0.482673391972	0.558995745217	0.568247029743	0.495039186838	0.606937238439	0.503320525275	0.620087428749	0.68494115742	0.677617335377	0.682202813514	0.686029506051	0.681466694626	0.676124640548	0.656090446741	0.645780739077	0.662376054352	0.629481817861	0.665653668136	0.672566931398	0.627609153964	0.695712681242	0.624333441643	0.67733478346	0.706681034766	0.709204314921	0.712993358477	0.684720655456	0.671722930058	0.724841533041	0.681110751494	0.699996078441
CS.181	0.680689374552	0.65083577459	0.652076936578	0.63559195288	0.658846560033	0.643882235798	0.62522144178	0.634320092019	0.619187578188	0.592438685239	0.599912939757	0.674331396128	0.663431543493	0.666733727468	0.660836880239	0.657840424348	0.646853866613	0.667499428825	0.606618357633	0.631653400962	0.60216049676	0.542022973744	0.558371629073	0.669382263984	0.655022884572	0.673089168912	0.520713421301	0.641629595362	0.584872795584	0.546531773288	0.571305940509	0.559411996193	0.552410901412	0.531011030339	0.592779707635	0.636218016544	0.646441016666	0.554247800749	0.627329057247	0.514223849193	0.520335181702	0.654724620059	0.537724431742	0.603990596792	0.534425271689	0.616253231128	0.615546457028	0.58003460881	0.500925314374	0.475511763276	0.55023023754	0.49912136736	0	0.49213280632	0.553016706158	0.465733216242	0.549163581459	0.538908166086	0.470801383221	0.522393191527	0.6236737038	0.590639485661	0.591344535579	0.644636941243	0.592976347073	0.607697933711	0.634424513163	0.630846065076	0.606474953841	0.571338140136	0.571243086777	0.615950109432	0.575955620866	0.579009523907	0.615111892917	0.638076532881	0.664090318861	0.591853138266	0.632981593832	0.673380954489	0.653148844122	0.642333267239	0.635280891893	0.609453079064	0.659023073889	0.632467212236	0.628731285537	0.63649658619	0.653422562492	0.61505449134	0.579683125058	0.633952176208	0.699227839152	0.608664266669	0.648229051703	0.653463463508	0.581047360745	0.603911072572	0.656128817872	0.675345161657	0.599574231859	0.616935127028	0.600103359872	0.62157459477	0.686828793857	0.61790894333	0.545538827235	0.52814922624	0.583614965776	0.646864836561	0.613890262426	0.644976941057	0.604881073434	0.651760712086	0.672459202542	0.610494193058	0.614693838158	0.566962267811	0.629744787204	0.681376464089	0.681169318872	0.500878028876	0.608306596432	0.52020280033	0.494638339656	0.573823195481	0.68003224931	0.617682854665	0.52793599338	0.624640110435	0.593108891978	0.606001291567	0.639570929532	0.592274580056	0.516156343001	0.574790836638	0.521634321104	0.483986518414	0.521636610817	0.5396925943	0.511390288569	0.593418712635	0.505277095534	0.644884281628	0.639717717028	0.638062460292	0.611901418657	0.629592903697	0.634614346638	0.597371305818	0.617287708626	0.604091374301	0.624634697919	0.64024133935	0.614663123843	0.62920382979	0.603497465653	0.648757012336	0.594989559273	0.609830054332	0.648503601553	0.670233869924	0.663422824912	0.63895637594	0.602047301129	0.678210182492	0.620884958704	0.627086390727
CS.385	0.704842100459	0.656857172632	0.685594781499	0.661040140784	0.695199702888	0.676175358319	0.65675932153	0.661695952784	0.613102536457	0.611240634702	0.628321441104	0.680232585306	0.686313771305	0.683758924307	0.667501983125	0.673058473595	0.665343853063	0.689456828548	0.605408098754	0.626210965374	0.619566464601	0.544066405327	0.539880557125	0.69357251042	0.667690649662	0.657153166694	0.477178890582	0.66205563043	0.588430716838	0.608103510646	0.56973227786	0.580831065539	0.535536646105	0.537679167174	0.571417392074	0.63721434104	0.690920371217	0.549090606434	0.623487815807	0.51995755405	0.504704617311	0.639656001078	0.540593748726	0.60900501775	0.559992381416	0.618469486509	0.642978367607	0.593259782298	0.516367452567	0.473548324751	0.573812582405	0.504584653374	0.49213280632	0	0.573715400965	0.446706479079	0.514268876833	0.580528940837	0.440364194985	0.467507750513	0.626879421204	0.578085915009	0.582165141913	0.642834677866	0.631367661558	0.603027115521	0.667010075915	0.64047155	0.610513702886	0.573652230716	0.578166402807	0.631894581345	0.599206826938	0.546345375472	0.605696839383	0.654620227357	0.639330210672	0.621561636054	0.645424352959	0.667667421371	0.670275622633	0.649257729515	0.634879510909	0.629428744022	0.652123826574	0.652495340637	0.636542297496	0.653363835076	0.667605825346	0.615013526169	0.587829756	0.626412041289	0.72247856248	0.62777146602	0.669303166442	0.671986334738	0.60607554362	0.589980277762	0.697603419	0.6780944441	0.615464960884	0.620774969255	0.622194092548	0.642708925342	0.709287525016	0.56437492933	0.519210797875	0.507262951351	0.608116504761	0.665045664646	0.619783823177	0.668104217512	0.585874457345	0.66277539033	0.685142625894	0.614831197123	0.645736833185	0.570621578199	0.63782790122	0.662696890185	0.661000583357	0.517530969357	0.610003346956	0.470134441557	0.500395612468	0.585931551837	0.686264256152	0.640803345225	0.53588714877	0.624064451012	0.60093981914	0.625231401596	0.628379792188	0.589231225851	0.487500252952	0.584326476583	0.501059846312	0.493858406596	0.510999399254	0.534810250252	0.471719041576	0.589533356503	0.50530254807	0.654321541616	0.653873071311	0.655964690521	0.637613446695	0.646138223829	0.636115533733	0.635998378147	0.614271084668	0.621284545961	0.635897919645	0.651903914551	0.638468857005	0.660665430647	0.595296915414	0.649458397297	0.598793353559	0.621848319753	0.68404420977	0.683551572102	0.706918645207	0.677146127039	0.61579713254	0.713782905394	0.63127148673	0.649359195165
CS.129	0.638789429835	0.6090026056	0.638974595769	0.59627028041	0.613538956846	0.600981538607	0.591095744111	0.574808835396	0.61371469936	0.604424211844	0.581788581239	0.606380860117	0.615304426852	0.618640819644	0.602492048767	0.700251014263	0.678443340059	0.67964896626	0.598907157119	0.62607273728	0.564923451812	0.589766249668	0.548105443817	0.623903456192	0.595972255257	0.636903156734	0.574214693943	0.585122327106	0.634041530976	0.578083241809	0.559150737885	0.630350209605	0.585640880141	0.623947337214	0.60854307873	0.682610993412	0.682117592216	0.560786466984	0.615187925265	0.58837707282	0.562248678543	0.664610101541	0.576651183771	0.613745431038	0.586733567552	0.624371114082	0.602361261912	0.635881359639	0.533309923036	0.531484614695	0.582926479303	0.56927849945	0.553016706158	0.573715400965	0	0.552374079817	0.556420811031	0.560642218464	0.566031808121	0.565299715985	0.583158357147	0.574049872244	0.6007294995	0.619551675635	0.619822196404	0.629492270016	0.619244913766	0.62000487807	0.603453878033	0.616043930868	0.645497963566	0.60821385715	0.612825354521	0.593972109057	0.5786896864	0.608229393069	0.633170195968	0.576416229609	0.57633437232	0.600598537032	0.576481381635	0.595534690853	0.615069825152	0.584061278632	0.598372134124	0.590245742531	0.608278469635	0.607962327129	0.622665125961	0.589980198771	0.582666313826	0.578169536356	0.661396451102	0.552656058036	0.587139400195	0.635032846655	0.558004728867	0.570662547212	0.631104961579	0.680402121899	0.579841356432	0.566897975567	0.579567062544	0.566046980153	0.663977145921	0.653997733222	0.528323668395	0.584981859415	0.580245306164	0.572194378127	0.562174641078	0.650160181399	0.596272444026	0.612157863064	0.68372484952	0.644706173092	0.617765559979	0.605078903794	0.63353772931	0.70691574416	0.640462471979	0.538402250294	0.665263371145	0.543815870711	0.56084349541	0.574131493621	0.722363045174	0.654044773223	0.582125726185	0.60896012544	0.606069803025	0.588810218779	0.633804182661	0.620561978658	0.600426553692	0.577421908054	0.556528435199	0.577351491587	0.538772709999	0.57859774893	0.578287942615	0.612526790626	0.572067232604	0.645947991899	0.612051880079	0.630217071127	0.595261658176	0.623313961124	0.623142704413	0.588827370231	0.626768893423	0.559493267795	0.628791100215	0.653755442023	0.584551584254	0.609005267942	0.618683635711	0.602152716757	0.603895478219	0.599825374479	0.596265052085	0.612253881704	0.617785284488	0.586083342438	0.608431098536	0.610375993576	0.594386008583	0.602997152332
CS.349	0.673476808581	0.633741244986	0.642884052742	0.643098722494	0.673628871517	0.661795399528	0.628250178467	0.638233978466	0.586749475471	0.595297912668	0.608468339246	0.669834755977	0.667428603494	0.66574605727	0.653002263742	0.686509359433	0.641986972762	0.683442809818	0.586930807211	0.656467568245	0.613256149039	0.515606917933	0.534261088222	0.669496373576	0.650593387502	0.650620571318	0.48587481987	0.652588198782	0.562098902571	0.571302828056	0.561085319011	0.598581825474	0.564050367011	0.555229118132	0.600366563216	0.660601599926	0.684892934282	0.527383212978	0.594951815008	0.541710097131	0.521904131311	0.666017701358	0.555876273075	0.603293235785	0.544363629892	0.633533785551	0.617405340822	0.591853823491	0.528828161146	0.475837075502	0.559914759193	0.446812259239	0.465733216242	0.446706479079	0.552374079817	0	0.537430677542	0.55803559528	0.457512272489	0.481484235148	0.60543111526	0.546226988807	0.550560808172	0.637631486199	0.607662908593	0.602468461059	0.635579662023	0.629140762199	0.579460037966	0.552809801102	0.536749693471	0.606679028733	0.579761512266	0.545559801429	0.576808227518	0.621496934457	0.636757653917	0.582837652227	0.640775272967	0.636782433299	0.660662581733	0.633803862689	0.618784696986	0.635947785207	0.639601782124	0.636261226253	0.632358675178	0.633867281452	0.658605258525	0.591591022662	0.601320073618	0.621137093855	0.715883439471	0.610266740254	0.671993830117	0.664188636155	0.602267218363	0.594994773666	0.686500844496	0.695877067227	0.612533308511	0.597270123632	0.614842581734	0.639744692092	0.699959033277	0.6013603042	0.52080838193	0.501135127614	0.607624627735	0.650952749061	0.599957187193	0.642184778247	0.603308254028	0.650186667445	0.700875814195	0.602798016056	0.618613750696	0.574329951317	0.651883049835	0.699179672434	0.659433818936	0.501095913675	0.633965909301	0.503967011196	0.496859728011	0.571530635889	0.700489664087	0.642244432016	0.542859707029	0.628818073644	0.618901195218	0.620855757114	0.624165048638	0.616246886555	0.489014263044	0.545079640115	0.48938233888	0.471916737426	0.489862803435	0.52869293421	0.462065228699	0.590358402437	0.49744317128	0.653541813663	0.625805491087	0.627486221081	0.621808910997	0.621781402892	0.606197031661	0.625324480499	0.607314887068	0.570716132052	0.61894296031	0.635754196888	0.610548892943	0.63933938517	0.583831098247	0.647088039166	0.583117682653	0.610865038763	0.668241460377	0.665947954969	0.674105874307	0.649338771917	0.622237062479	0.685290887458	0.62548336296	0.633971031646
CS.268	0.722754640557	0.699111730981	0.706124296621	0.683537881184	0.718009291363	0.706978549682	0.695241598701	0.645727980622	0.651441931233	0.639320428904	0.578060427261	0.676716606242	0.70976606474	0.688385507463	0.665578584082	0.700356821669	0.681294020506	0.671806029173	0.652726346407	0.64204920813	0.619911099399	0.598313401456	0.56907039035	0.688242035363	0.637193436906	0.661007167809	0.540564177268	0.660624897371	0.664213896539	0.64959648152	0.600699779359	0.65288474936	0.569108695332	0.605175400455	0.612882172906	0.686634643901	0.690748197721	0.623983178501	0.666338394329	0.586723976197	0.584211921668	0.61539522933	0.562597236873	0.605064450454	0.609888414848	0.667344821757	0.583992627835	0.580572479267	0.532253370121	0.53051952325	0.594123040411	0.540270983943	0.549163581459	0.514268876833	0.556420811031	0.537430677542	0	0.581421915558	0.518550526358	0.542702070432	0.641864192352	0.620499344439	0.652613980687	0.669395016509	0.674345096641	0.651369709959	0.697190343586	0.654771397673	0.670822326877	0.656458971674	0.643550806967	0.653392482577	0.644579068884	0.634332140281	0.639648351525	0.68657377044	0.679305950155	0.662469276726	0.641369162859	0.670943308785	0.679621519093	0.686587684892	0.683577551371	0.673311930078	0.66488715582	0.673580583305	0.684835080547	0.66933554685	0.709837480914	0.661225269763	0.570984206063	0.643421363362	0.72123739121	0.622177503554	0.669078124424	0.717292207592	0.587187474925	0.62062423742	0.701015641304	0.719373293731	0.643956066115	0.650276809028	0.614048990819	0.657764459985	0.725203793517	0.640530729087	0.548007099855	0.547939793522	0.631377643635	0.644829395588	0.589735544199	0.694338317393	0.604984541456	0.692631401409	0.669342539631	0.646730874531	0.676699581333	0.616348264366	0.692118863457	0.664613067063	0.670183948213	0.560885254562	0.621345441959	0.58025738361	0.56838320734	0.593642361431	0.699495562951	0.680329761679	0.580350588417	0.672311123766	0.61521400144	0.607948343578	0.675760296512	0.635766086074	0.601375608485	0.628355202624	0.594600435529	0.528166467934	0.556684633892	0.595643651086	0.543072070911	0.602714629878	0.531902404614	0.643208505064	0.69780242655	0.68512824296	0.639634406706	0.691096289738	0.690317970177	0.649340947735	0.675169000696	0.636645483577	0.703427143586	0.665928323571	0.656017790212	0.686051902677	0.662823114674	0.6705432146	0.650368608901	0.674153639716	0.675800168772	0.708223112912	0.731278299254	0.701130679036	0.66864803397	0.714857477688	0.679526922064	0.682358064789
CS.177	0.713724501397	0.701027179807	0.704461534636	0.698594557715	0.694041559128	0.689051650517	0.670290809276	0.657567015485	0.682129503878	0.601066107341	0.667717057486	0.708954902525	0.70323142394	0.701796249829	0.709435207391	0.64797776865	0.622180298893	0.615428888485	0.653465696795	0.630640415061	0.615215931599	0.596284053935	0.590578580184	0.680907140875	0.678864645978	0.698822878557	0.582581452883	0.694657784238	0.663201040876	0.611762029144	0.644376584511	0.580381452257	0.623138958101	0.59432252775	0.562827136979	0.637443693282	0.595639021725	0.590256859298	0.669125188853	0.559106297063	0.572454696387	0.679777298141	0.599351178466	0.66179328362	0.553778038941	0.591544605754	0.513624556036	0.549074154508	0.506403181559	0.524959148271	0.59894560125	0.578934080075	0.538908166086	0.580528940837	0.560642218464	0.55803559528	0.581421915558	0	0.547913353803	0.556979570765	0.663594387784	0.638244405305	0.627158049709	0.690716223138	0.611741976132	0.670529392545	0.664674803657	0.677087779866	0.670351628348	0.628445978717	0.635672241817	0.647827625285	0.535861379355	0.60096698902	0.667729530915	0.680609133748	0.707131759277	0.627165643629	0.67522390186	0.700084270177	0.697814151732	0.676061654308	0.691197775873	0.653922944231	0.711073672006	0.652599132494	0.681379724877	0.676119724596	0.712962596528	0.639010186542	0.604293371901	0.6589614003	0.688391248391	0.678899280616	0.673650329334	0.699492061821	0.605129498307	0.641227529992	0.688275233489	0.641322347666	0.689312962018	0.65336497326	0.653781703862	0.662868476298	0.71865193205	0.609691083754	0.606807575492	0.545462730077	0.617260598171	0.683322895192	0.632551677486	0.665045705301	0.595109892894	0.671898797397	0.657640060856	0.598371410351	0.690899924708	0.553511543042	0.628218837877	0.671285221123	0.645292066606	0.533688770799	0.630123681768	0.59144043228	0.538813723194	0.616917906119	0.636332244751	0.586834669443	0.511472121713	0.652935854986	0.639854543668	0.646934570786	0.613938891063	0.604661190074	0.574188444395	0.541882208481	0.59831029963	0.553057404656	0.536521705478	0.57344039907	0.56092351759	0.634145907832	0.55011875957	0.578778643093	0.670612141599	0.670562209735	0.684428238091	0.693980787372	0.67599148453	0.656973713465	0.618708757914	0.64740533283	0.641682690538	0.646310694586	0.653433076428	0.66002674299	0.60529699958	0.690214456635	0.632676897778	0.668559392051	0.671250060342	0.713869477581	0.683203641088	0.672583918838	0.645242596956	0.684705601143	0.655477688148	0.705391638248
CS.372	0.682837467657	0.656219396809	0.675414447663	0.664464781426	0.669756511644	0.655362750828	0.63589330088	0.64476316859	0.617045353459	0.586014842902	0.593534434549	0.691862272234	0.675221876152	0.663404901101	0.670021003699	0.67892989635	0.646117257197	0.65944475913	0.604756629959	0.615804223891	0.622579548129	0.534105586086	0.550050702447	0.666262662814	0.668956775065	0.66199544811	0.490804290052	0.668224789222	0.553668948377	0.566980005819	0.583664019298	0.583188711583	0.570089403649	0.53338972458	0.527116968101	0.620900344835	0.661462696934	0.538477690209	0.629636514073	0.49709921419	0.484023929146	0.629298614597	0.567810699943	0.589116644994	0.499226032499	0.621624384711	0.598761767475	0.570125610092	0.489638988277	0.456566323725	0.562449307443	0.494379372383	0.470801383221	0.440364194985	0.566031808121	0.457512272489	0.518550526358	0.547913353803	0	0.482664966445	0.614558460326	0.577996363783	0.597456769329	0.633838895105	0.598500666757	0.611740386689	0.658537909299	0.650204176453	0.603622388575	0.560265646183	0.582850963642	0.610648042348	0.567056919923	0.586475719742	0.612292293067	0.645080831533	0.655114941848	0.602856438671	0.64641823019	0.655146773144	0.677223744646	0.628378250535	0.645523087806	0.621826771392	0.653942702396	0.628412033331	0.631842554377	0.650456546209	0.6690556165	0.610296779454	0.591950864904	0.61921417593	0.717093175144	0.633141961481	0.666297039455	0.656278051574	0.591910983334	0.605675837031	0.690323932197	0.696527735957	0.63268770288	0.598267709104	0.618271557872	0.650841558098	0.681248941876	0.59882666316	0.539223608622	0.47834554075	0.627586142458	0.666965045691	0.620430065287	0.667336643654	0.603321628706	0.64037826615	0.66706308158	0.599985841374	0.627031311879	0.581775179959	0.633602924352	0.679782676884	0.654861232569	0.487700566294	0.610961025179	0.513484225204	0.476599524337	0.591937423024	0.673440063072	0.638146594418	0.524564921218	0.634146343788	0.631208542831	0.603613104229	0.634737484518	0.60689669303	0.486716450708	0.546074047157	0.516577611455	0.484251901936	0.479032194551	0.530436678053	0.444749209866	0.590869672415	0.46856897816	0.640802779645	0.643355422572	0.628626687768	0.651525730165	0.639740761316	0.636683479865	0.611489048495	0.602902883296	0.59789650604	0.62546251145	0.646246518832	0.620512378296	0.657464583074	0.586827087519	0.644419379215	0.578141547982	0.622762669578	0.670283806344	0.679180638299	0.6725491951	0.642597175341	0.608283710876	0.678499074336	0.629624874306	0.65479648907
