CS.099	CS.244	L.006.M1	CS.005	CS.019	CS.035	CS.011	L.007.M1	CS.105	CS.296	CS.086	L.002.M1	CS.010	L.005.M1	CS.314	CS.368	CS.127	CS.058	CS.371.1	CS.230	CS.040	CS.388	CS.056	CS.060	CS.367	CS.076	CS.248	CS.335	CS.301	CS.153	CS.375	CS.128	CS.136	CS.282	CS.292	CS.125	CS.205	CS.302	CS.380	CS.203	CS.213	CS.374	CS.041	CS.126	CS.232	CS.323	CS.372	CS.395	CS.268	CS.182	CS.369	CS.166	CS.178	CS.214	CS.147	CS.389	CS.129	CS.181	CS.148	CS.177	T.CS.029	T.CS.057	T.CS.020	T.CS.012	T.CS.024	T.CS.082	T.CS.052	T.CS.072	T.CS.023	T.CS.067	T.CS.059	TFS.023	T.CS.004	T.CS.062	T.CS.050	T.CS.180	T.CS.160	T.CS.121	T.CS.161	T.CS.092	T.CS.147	T.CS.117	T.CS.097	T.CS.116	T.CS.114	T.CS.091	T.CS.159	T.CS.130	T.CS.100	T.CS.115	CS.088	CS.015	CS.085	CS.087	L.024.M1	CS.103	CS.110	CS.237	L.034.M1	CS.356	CS.082	CS.006	CS.246	CS.238	CS.242	CS.346	CS.187	CS.188	CS.364	CS.113	CS.304	CS.164	CS.228	CS.358	CS.308.0	CS.207	CS.189	CS.150	CS.325	CS.078	CS.080	CS.227	CS.223	CS.285	CS.158	CS.202	CS.361	CS.331	CS.339	CS.343	CS.112	CS.321	CS.318	CS.319	CS.194	CS.253	CS.255	CS.393	CS.370	CS.390	CS.145	CS.262	CS.270	CS.326	T.CS.066	T.CS.036	TFS.022	T.CS.031	T.CS.049	T.CS.026	T.CS.064	T.CS.045	TFS.021	T.CS.008	T.CS.055	T.CS.061	TFS.027	T.CS.043	TFS.025	T.CS.152	T.CS.095	T.CS.158	T.CS.109	T.CS.166	T.CS.142	T.CS.151	T.CS.157	T.CS.141
CS.372	0.691862272234	0.724484239374	0.647517760145	0.67070362158	0.627664414334	0.658861086245	0.623477852145	0.671431711264	0.617045353459	0.649202558137	0.670021003699	0.600187268633	0.727837120321	0.682837467657	0.642723990589	0.549134223171	0.523401630572	0.550050702447	0.566980005819	0.634934373846	0.66199544811	0.690769620632	0.533552064325	0.622579548129	0.636236384108	0.604572046571	0.490804290052	0.646117257197	0.534936013122	0.607284705011	0.580148427837	0.484023929146	0.570089403649	0.53338972458	0.567810699943	0.49709921419	0.583188711583	0.620900344835	0.567074447401	0.629636514073	0.527116968101	0.556102924514	0.589116644994	0.538477690209	0.583664019298	0.429270003644	0	0.482664966445	0.518550526358	0.450068026346	0.577762851903	0.494379372383	0.562449307443	0.530389217369	0.510892384458	0.501203901483	0.566031808121	0.470801383221	0.538188988436	0.547913353803	0.565026902763	0.631527428499	0.677154920654	0.662255424271	0.554392596992	0.650204176453	0.582850963642	0.600352462675	0.728421118161	0.628945290563	0.656721736133	0.630103968352	0.597456769329	0.614558460326	0.632895614254	0.648630174834	0.643584759052	0.577249007062	0.624696409194	0.655114941848	0.6690556165	0.621826771392	0.663464978569	0.64641823019	0.677223744646	0.645456389078	0.665557711011	0.59771007045	0.655146773144	0.651235628342	0.717093175144	0.681248941876	0.633141961481	0.666297039455	0.690323932197	0.618271557872	0.591910983334	0.591950864904	0.61921417593	0.696527735957	0.63268770288	0.650841558098	0.605675837031	0.626210056593	0.598267709104	0.66706308158	0.51878044386	0.599985841374	0.59882666316	0.64037826615	0.626879639113	0.732648621383	0.620430065287	0.641592422456	0.630341418441	0.603321628706	0.627586142458	0.57006733374	0.69861238154	0.667336643654	0.591937423024	0.673440063072	0.476599524337	0.610961025179	0.603613104229	0.654861232569	0.60689669303	0.513484225204	0.634737484518	0.532358061111	0.585340822557	0.634146343788	0.509211126583	0.486716450708	0.638146594418	0.640802779645	0.479032194551	0.590869672415	0.444749209866	0.484251901936	0.516577611455	0.546074047157	0.46856897816	0.530436678053	0.644419379215	0.651525730165	0.636683479865	0.620512378296	0.586827087519	0.646246518832	0.59789650604	0.657464583074	0.656349673312	0.62546251145	0.611489048495	0.578141547982	0.643355422572	0.628626687768	0.602902883296	0.629624874306	0.679180638299	0.622762669578	0.65479648907	0.608283710876	0.6725491951	0.642597175341	0.670283806344	0.678499074336
CS.395	0.663010394213	0.700022428467	0.660076927683	0.651058558233	0.617049616236	0.630690437957	0.610973070636	0.684878234455	0.626672445265	0.635115993103	0.656357623891	0.628542007396	0.716687102438	0.6989052353	0.619846227271	0.55567659204	0.566271504326	0.537553426263	0.600720486016	0.633868242198	0.656014642175	0.709306813446	0.559192167986	0.606698202185	0.638616311727	0.614419391459	0.525789905734	0.665480123601	0.556413447861	0.583690912531	0.580881595719	0.538458231544	0.558185043407	0.589911004514	0.545637900652	0.582942890373	0.638565133657	0.668443193061	0.594544013193	0.642977017328	0.572443672045	0.576316693716	0.601133643426	0.551852840886	0.570923874149	0.459154304747	0.482664966445	0	0.542702070432	0.493239296226	0.574021469073	0.500099467383	0.561939581343	0.558217422823	0.545223786546	0.539239744297	0.565299715985	0.522393191527	0.584492383255	0.556979570765	0.545466994987	0.647505822071	0.691792188638	0.646807901386	0.580199968119	0.65120633381	0.606920115709	0.610958951894	0.713052886508	0.632797262511	0.62655536954	0.632013882477	0.608935845694	0.628906989119	0.626008098376	0.617065137119	0.651448096038	0.625313392732	0.621964194652	0.644493136373	0.677418983	0.653193558298	0.671637880899	0.628285990495	0.65947790903	0.671626418877	0.66436523675	0.619410552843	0.667669525627	0.651523537169	0.72209360855	0.700717804991	0.608684945513	0.684166906891	0.711818482634	0.599287310641	0.613871335183	0.587143058393	0.639193640335	0.688356563904	0.608027956731	0.642831643993	0.598564541417	0.64678639951	0.603556101904	0.684066038143	0.533581290895	0.61090668214	0.601726784689	0.661570476975	0.631030588517	0.684926403517	0.59831033629	0.66574529432	0.60775249815	0.600413066518	0.594284000185	0.563214981886	0.701037954631	0.689926032195	0.593618585237	0.704730926395	0.512002225836	0.654744353207	0.617335405702	0.663210199527	0.605868953348	0.502517213267	0.644444846133	0.575457274977	0.580761872955	0.651451180268	0.555953481677	0.539006652597	0.658826023758	0.644548091794	0.520106574349	0.574730713229	0.495582747062	0.531098443486	0.538535670263	0.578589561595	0.530598628826	0.55142258372	0.66365957439	0.63701256944	0.627373931964	0.630228522802	0.616498188215	0.650240597961	0.620958244843	0.656161105064	0.656894197356	0.654761319813	0.649328288984	0.614896824934	0.661067521667	0.642419059215	0.643162702455	0.623600466438	0.683398673359	0.639109799103	0.655139588394	0.614366575927	0.709636789197	0.665797002835	0.669051868924	0.698926569169
CS.268	0.676716606242	0.683021974465	0.664145190294	0.665860806574	0.642516200606	0.648435722599	0.660099216216	0.716186373389	0.651441931233	0.68716050226	0.665578584082	0.642334312856	0.66253997807	0.722754640557	0.640877427579	0.619913057784	0.573254912731	0.56907039035	0.64959648152	0.64100259433	0.661007167809	0.721169184011	0.567640828755	0.619911099399	0.663719420402	0.600992206454	0.540564177268	0.681294020506	0.623516022361	0.608178673557	0.584721462171	0.584211921668	0.569108695332	0.605175400455	0.562597236873	0.586723976197	0.65288474936	0.686634643901	0.656908137403	0.666338394329	0.612882172906	0.605067393673	0.605064450454	0.623983178501	0.600699779359	0.538846520155	0.518550526358	0.542702070432	0	0.546566888312	0.579157095608	0.540270983943	0.594123040411	0.5712428579	0.584666822445	0.591870507596	0.556420811031	0.549163581459	0.53826239539	0.581421915558	0.559654831615	0.666379338994	0.692660186796	0.669882699558	0.633388203169	0.654771397673	0.643550806967	0.633993539468	0.718859196686	0.651687117597	0.630518890692	0.659838992088	0.652613980687	0.641864192352	0.616328508322	0.643774396325	0.675872703023	0.66706527008	0.650011065376	0.679305950155	0.709837480914	0.673311930078	0.695387205018	0.641369162859	0.679621519093	0.703829443986	0.693493974434	0.652525628639	0.670943308785	0.693369599481	0.72123739121	0.725203793517	0.622177503554	0.669078124424	0.701015641304	0.614048990819	0.587187474925	0.570984206063	0.643421363362	0.719373293731	0.643956066115	0.657764459985	0.62062423742	0.656041112225	0.650276809028	0.669342539631	0.575176721886	0.646730874531	0.640530729087	0.692631401409	0.648517831817	0.654493659351	0.589735544199	0.67109507317	0.663410292415	0.604984541456	0.631377643635	0.574474236859	0.692783841737	0.694338317393	0.593642361431	0.699495562951	0.56838320734	0.621345441959	0.607948343578	0.670183948213	0.635766086074	0.58025738361	0.675760296512	0.590307889386	0.589624910505	0.672311123766	0.591997082262	0.601375608485	0.680329761679	0.643208505064	0.556684633892	0.602714629878	0.543072070911	0.528166467934	0.594600435529	0.628355202624	0.531902404614	0.595643651086	0.6705432146	0.639634406706	0.690317970177	0.656017790212	0.662823114674	0.665928323571	0.636645483577	0.686051902677	0.670096991273	0.703427143586	0.649340947735	0.650368608901	0.69780242655	0.68512824296	0.675169000696	0.679526922064	0.708223112912	0.674153639716	0.682358064789	0.66864803397	0.731278299254	0.701130679036	0.675800168772	0.714857477688
CS.182	0.644927917677	0.710325323932	0.633829214253	0.603862358106	0.594311639273	0.612805299468	0.560189068913	0.619972490419	0.559336519399	0.605471260599	0.631877999222	0.626083861953	0.725391906132	0.641920162799	0.592994645394	0.480294957782	0.48152109801	0.523083562433	0.583077119561	0.609220930065	0.628523895305	0.670600546451	0.577041456713	0.607726947279	0.652288225342	0.600627813002	0.510045813713	0.66686978894	0.505787990997	0.56533790786	0.56822215083	0.495975608191	0.545912854191	0.536379851773	0.53167679057	0.490262326011	0.581237845562	0.632223022704	0.542743767256	0.610886345803	0.570059882042	0.576709983524	0.601314267677	0.47176658191	0.518044528195	0.422433776752	0.450068026346	0.493239296226	0.546566888312	0	0.595568366411	0.521188021696	0.529089627077	0.532802079836	0.505430285294	0.486753775543	0.538399109503	0.477199449058	0.567979325431	0.56075553385	0.541807720627	0.616795036813	0.634766121424	0.650794431165	0.527405789565	0.599018275002	0.531323175422	0.537654540834	0.702187970461	0.563612017959	0.636879133024	0.58141774001	0.53471936072	0.572257628583	0.5881355434	0.607753568522	0.581641526873	0.559554854543	0.566019024341	0.619226144357	0.623714082785	0.577804406844	0.610750797527	0.605958596562	0.625620333011	0.590899099869	0.61864591827	0.546213889873	0.62098234792	0.583910334947	0.706710387461	0.675649610617	0.577539277151	0.652314146881	0.654604875475	0.599129970373	0.593703624139	0.573533517306	0.612005775442	0.664093510399	0.567964279675	0.600340713359	0.546470165252	0.590930783352	0.558559283244	0.666638720829	0.479561807897	0.589772569296	0.618510096818	0.616940157018	0.637448787863	0.717592913598	0.620603782812	0.675546886428	0.624330882288	0.603718120711	0.578536604534	0.531295429135	0.694966115195	0.638934560014	0.576183324903	0.711973887659	0.472929495732	0.628924832419	0.603041500824	0.620971826045	0.599260945459	0.490512011009	0.623248874457	0.552343889806	0.598013943022	0.603369191038	0.502840449056	0.49902937907	0.656484715534	0.664345000576	0.495087556571	0.611972662166	0.494701424197	0.491042028508	0.476348358042	0.56107538419	0.501994129154	0.486753281391	0.608299248651	0.586190592917	0.590320942768	0.592563665464	0.579206688983	0.622184384256	0.541089280975	0.602331792136	0.616827932463	0.584518356949	0.586350414981	0.540722781662	0.596452161087	0.605825545649	0.55539073572	0.548079399393	0.628010461394	0.553509620577	0.58648652143	0.541689205299	0.629734837333	0.604357077227	0.613320819998	0.649562880249
CS.369	0.744142086301	0.73956133813	0.723038236337	0.736426032152	0.714343191545	0.70783091667	0.723195333768	0.78246085794	0.719397390628	0.745557608691	0.730577168744	0.689448663976	0.700698312755	0.785473788529	0.690361953636	0.670767021802	0.642211533939	0.604036998423	0.653409997959	0.608272038016	0.708573156847	0.676290586207	0.610192381733	0.628417592505	0.605751535296	0.582004889982	0.611988007192	0.611739520499	0.688268233761	0.656190750973	0.650659132788	0.638097019305	0.59681921216	0.593833055882	0.6088558002	0.595887364137	0.626278784381	0.630097853748	0.732394708254	0.721063318991	0.593378764052	0.609330291392	0.605841429958	0.679279627982	0.656383692532	0.563594221137	0.577762851903	0.574021469073	0.579157095608	0.595568366411	0	0.562648361493	0.630238051502	0.574256401535	0.559447134903	0.588850775236	0.637505646212	0.566826862797	0.560089743196	0.607102827481	0.609028366337	0.638310692144	0.764287200666	0.657542607962	0.677924145092	0.744321355947	0.628523585811	0.71010962404	0.682597990721	0.717349799574	0.696443421435	0.72424358308	0.700175382642	0.726237232901	0.675200527428	0.720623160977	0.757931802277	0.70632639325	0.710450708727	0.740529325302	0.774816279612	0.744061507884	0.768830254807	0.688260485223	0.747682949815	0.772381964257	0.757770538876	0.717876053846	0.751332955369	0.766081319786	0.735277836749	0.776221584017	0.687982550193	0.712255289447	0.768793951057	0.66159540126	0.615978161296	0.58792330511	0.678289201289	0.666082546049	0.700231972969	0.704657893614	0.699408674984	0.704440940648	0.725814949462	0.643961900725	0.599992392413	0.648901542801	0.566294150546	0.724590928515	0.621998389453	0.663824927512	0.633605474738	0.612154421285	0.623864991516	0.614379011349	0.634420755565	0.624018983183	0.691493770019	0.728806516339	0.641869395079	0.652897077732	0.555872123114	0.569175576774	0.626207418926	0.679843656613	0.609028116138	0.628329942315	0.665536812033	0.65229982255	0.579149439339	0.741076804526	0.578907300966	0.613091992725	0.619661288706	0.577576525754	0.613282784398	0.630352041252	0.584384029472	0.589762532084	0.656371528152	0.619425265067	0.516691492543	0.612995178475	0.754681043319	0.703618046909	0.74780874948	0.717447352188	0.671075387242	0.622428476551	0.725222163461	0.735312447895	0.739750877484	0.724854738975	0.726948126932	0.683566629565	0.74601462812	0.749679567255	0.721889223262	0.727728318939	0.764741489328	0.74295016787	0.755841743175	0.738414138849	0.767625315392	0.760384429037	0.73579254385	0.774530357296
CS.166	0.720075173445	0.735963649771	0.68290827518	0.696405418836	0.663900503698	0.668420545878	0.680903363471	0.715190320654	0.659179706552	0.693561176088	0.702784163104	0.63502583263	0.732534269775	0.735598026088	0.656317935652	0.593775073949	0.571181840117	0.556133594764	0.596422596464	0.641473842593	0.683494828284	0.687796736914	0.581761177243	0.621723194892	0.646168659864	0.620978873867	0.526535001955	0.632695505162	0.579732484547	0.630459653262	0.613206436576	0.566239238749	0.584969019676	0.542786184878	0.566938711309	0.559767759655	0.605172611144	0.649055062402	0.628816867673	0.658533872987	0.59473476237	0.603702550131	0.611348030752	0.594184299798	0.608472178976	0.487411233827	0.494379372383	0.500099467383	0.540270983943	0.521188021696	0.562648361493	0	0.586083119371	0.560562926655	0.5535937385	0.546691522932	0.56927849945	0.49912136736	0.531715555994	0.578934080075	0.592312525334	0.648940527494	0.732518254731	0.660859493177	0.612777945804	0.695031855848	0.583939917164	0.636027274546	0.709745700017	0.669514572454	0.661451607194	0.654047894153	0.61445292506	0.672294864419	0.634713644559	0.684820093258	0.67955475084	0.657368508116	0.64907771439	0.683983748183	0.710790714499	0.679488456872	0.708668496117	0.682360549464	0.682476744519	0.704428750446	0.695711084471	0.650874389531	0.697995184917	0.708881078067	0.733640437671	0.73088318461	0.659908417471	0.691512244926	0.718356900459	0.642532235157	0.605281955064	0.621206382819	0.659899161077	0.71671248093	0.649740361916	0.681501857173	0.640544866472	0.67542873369	0.657045535672	0.690448726316	0.538745317013	0.633789204177	0.599310636136	0.687620087083	0.643046514224	0.70666610992	0.62951035229	0.627835780511	0.651554293749	0.609802187764	0.635380499873	0.589420745199	0.66675367543	0.689193142565	0.621367373627	0.690465822532	0.5190476826	0.624458197751	0.637605325549	0.665291486462	0.625245080341	0.548239717003	0.645173338367	0.595085955567	0.604450805568	0.685508697002	0.540577861267	0.538810595249	0.622756593941	0.620087428749	0.558995745217	0.606937238439	0.495039186838	0.482673391972	0.564693146165	0.575393524827	0.503320525275	0.568247029743	0.695712681242	0.682202813514	0.681466694626	0.665653668136	0.627609153964	0.629481817861	0.645780739077	0.672566931398	0.685684259796	0.662376054352	0.676124640548	0.624333441643	0.68494115742	0.677617335377	0.656090446741	0.681110751494	0.709204314921	0.67733478346	0.699996078441	0.671722930058	0.712993358477	0.684720655456	0.706681034766	0.724841533041
CS.178	0.640340622355	0.67785430545	0.596263760443	0.612543719661	0.574115143506	0.60101961533	0.606796344443	0.5989373127	0.586582147524	0.590014667499	0.614101965222	0.650942795455	0.720892957108	0.622157450099	0.57454829993	0.489295832455	0.514780583427	0.577955291563	0.564034211181	0.664360220572	0.633700248493	0.659581785855	0.6222309642	0.60424232827	0.691261915422	0.623548774622	0.57481649834	0.681462497213	0.586403529799	0.57786181773	0.572830834834	0.537694807986	0.597028158913	0.634257580558	0.570762707039	0.589095630821	0.66061599636	0.68409677339	0.553773105495	0.597700976364	0.630673489176	0.636567852215	0.615849662194	0.519239036614	0.550788693783	0.545436191996	0.562449307443	0.561939581343	0.594123040411	0.529089627077	0.630238051502	0.586083119371	0	0.560063496078	0.620418617401	0.568218551563	0.582926479303	0.55023023754	0.615567110684	0.59894560125	0.57082960855	0.612777455212	0.629988423444	0.600426839168	0.547630090808	0.590024181545	0.572060019153	0.564082157961	0.680413609669	0.560940388685	0.619459424461	0.577682597323	0.551142493056	0.557754705515	0.607609999993	0.619016739212	0.598927900429	0.561683036348	0.609972485803	0.608577803756	0.620535582807	0.597022155918	0.596880226315	0.633195589944	0.626521393384	0.588991020115	0.632581213576	0.564181793648	0.618192611847	0.581133000831	0.664583042989	0.661299957364	0.603968532857	0.65412840304	0.624773978473	0.598245644537	0.623136219053	0.627044449391	0.612185705129	0.660602501262	0.595198194447	0.592082001936	0.576825898438	0.614838798668	0.55668892506	0.721741056635	0.562590380461	0.57875648702	0.662014896066	0.602613981301	0.655448970719	0.70871735993	0.630455362478	0.704642965496	0.655215838557	0.64801497681	0.61736349293	0.539108089094	0.706006761109	0.619119134119	0.603835675232	0.725119987793	0.569138773424	0.671104583792	0.644301086141	0.624025318666	0.612356560628	0.555653214322	0.634400462887	0.635985084335	0.603317341339	0.585834170226	0.607802789819	0.613582778838	0.70332192715	0.679420683777	0.587761537009	0.603208747792	0.559854253811	0.581621731429	0.540625712951	0.61715827937	0.555863202099	0.598255121358	0.594511221316	0.604468514238	0.553659639595	0.583190168804	0.647037206293	0.637234851958	0.588060201685	0.606741756962	0.600757147389	0.591639241377	0.592816547322	0.557705874071	0.580842245171	0.582778434137	0.576882249167	0.54366864396	0.613252178301	0.567379228267	0.598522601423	0.560134820633	0.615623318103	0.597048490941	0.60615590421	0.613463357612
CS.214	0.670786719856	0.717829569437	0.665461904375	0.650399281317	0.628048608948	0.61811548853	0.638498785118	0.657750584023	0.617321092077	0.625953205621	0.674023396434	0.641463448744	0.727064223982	0.685344732182	0.597346975169	0.559879665555	0.51677384095	0.569727740163	0.543470561381	0.582586413629	0.636437348267	0.577398790203	0.586751320045	0.575443329665	0.632735430355	0.591515503157	0.57812698651	0.643511652339	0.60439138971	0.603711021221	0.506653209633	0.536790074039	0.567382175378	0.550643154067	0.578591541338	0.551430151619	0.578185145775	0.605600213306	0.605753690794	0.612577187382	0.589934760754	0.603830227935	0.625792626503	0.534347284908	0.601323200639	0.535668614079	0.530389217369	0.558217422823	0.5712428579	0.532802079836	0.574256401535	0.560562926655	0.560063496078	0	0.543194822952	0.535394776943	0.578597437648	0.549772263423	0.569056538753	0.579131830813	0.57384847667	0.630442883735	0.688740387921	0.555460045646	0.594441175916	0.616456755059	0.60369917995	0.613060635823	0.64808793038	0.590010711583	0.664709546161	0.590698395735	0.579484465163	0.622059790372	0.600944854735	0.637798434792	0.657922575584	0.604855722311	0.659181619244	0.660472858157	0.680106642407	0.622554744648	0.662036376197	0.621142561608	0.685554766901	0.65244747446	0.695644056403	0.616169909781	0.676612320665	0.67380605674	0.6576115145	0.681552095912	0.640272316373	0.618963328591	0.662287420321	0.618925012726	0.620624606307	0.572318994149	0.640173189499	0.600465545397	0.623392305374	0.593248801158	0.589161639162	0.634639263552	0.607262555728	0.634537957756	0.531035603907	0.524478053433	0.582176259958	0.625737901734	0.593365093183	0.713969883656	0.626484653667	0.647213905519	0.603055316665	0.562245162766	0.592652499449	0.58024629668	0.679086086221	0.64345864262	0.598408263104	0.649315341126	0.509424192278	0.596038986375	0.629797672724	0.563670891137	0.522832010573	0.568047658786	0.568145312025	0.558793472228	0.604902121065	0.606025041017	0.547088382094	0.535589405594	0.64421104819	0.613637582726	0.54527890318	0.594771618846	0.562875086478	0.554991238351	0.545959097382	0.588975877879	0.513103294413	0.535580725061	0.633253820489	0.648855615316	0.645797108706	0.599611245014	0.611764069652	0.653461635718	0.619188434605	0.633753515654	0.6450430131	0.605154199497	0.625630599244	0.571889395326	0.647906649419	0.61726793605	0.578383041491	0.603646491726	0.682150603547	0.612214062847	0.65172480256	0.597041834836	0.654537885504	0.641024518516	0.633937161048	0.664973790177
CS.147	0.686072827458	0.7161954895	0.676163186791	0.673768849526	0.635693635669	0.662580882956	0.654480367107	0.683251690489	0.635293174066	0.670851462792	0.692337098908	0.625095818803	0.721932519848	0.690471711933	0.616939527822	0.58128051573	0.547215999815	0.555736156909	0.598744384827	0.578013922475	0.662244623089	0.668983254762	0.570692672028	0.58204764777	0.594207393738	0.589429585432	0.561564962007	0.594119927913	0.586613014816	0.637262519608	0.559798016002	0.543038749535	0.563600094838	0.509210889594	0.568380242013	0.480804526923	0.528469150911	0.583494043193	0.632651911689	0.647323029438	0.5008025496	0.548799639965	0.598004296234	0.580386179182	0.617103788518	0.499126420735	0.510892384458	0.545223786546	0.584666822445	0.505430285294	0.559447134903	0.5535937385	0.620418617401	0.543194822952	0	0.482800841268	0.572373942419	0.520863577653	0.559586918182	0.51465109525	0.607804844868	0.578541287905	0.7080412966	0.648543796135	0.595697772666	0.654419619565	0.598051634972	0.633937685376	0.690304834631	0.618873599525	0.66673707219	0.606377675636	0.578329770192	0.63682193114	0.615860542934	0.667211981816	0.671790145075	0.634503387393	0.639557944873	0.690982965932	0.688091407787	0.629138576286	0.683526727898	0.623541648267	0.681098034681	0.681156747977	0.688460552913	0.63412007271	0.704219586883	0.681974802208	0.682122983643	0.711998392985	0.644762405872	0.643961460503	0.684310283641	0.621009156561	0.587039855712	0.586602788624	0.62699417533	0.632901701622	0.663308498599	0.616018630169	0.623127495627	0.621796942873	0.641455948217	0.614822540472	0.513810262703	0.603542935017	0.569469004009	0.654959176045	0.657320739191	0.678922911603	0.614190210768	0.589072944317	0.593971967035	0.571681078319	0.582030553106	0.568160285187	0.653541674604	0.645041835283	0.577667675045	0.636738056466	0.506508306733	0.573622239636	0.603612548331	0.625070373314	0.540712302734	0.564199515591	0.574235411692	0.513891172051	0.583211319913	0.642782123558	0.493751645263	0.504378723901	0.552774161102	0.572667181189	0.509681908413	0.638590083775	0.526378668899	0.531410143949	0.558182633471	0.529489176708	0.513433041631	0.48010724909	0.673463877077	0.657241628873	0.664879671673	0.625863009605	0.55342687253	0.607627903188	0.624333817932	0.642726328599	0.63804320367	0.611061162198	0.632883843538	0.603510135993	0.641931234573	0.655447385521	0.597372959226	0.63633443912	0.690998264036	0.634872795163	0.668229417845	0.62615798276	0.680410066725	0.654185198682	0.639320152769	0.684026037714
CS.389	0.689425005634	0.718952928286	0.667265070164	0.654562436581	0.634979612204	0.651865461186	0.617634447155	0.68475543604	0.616161706884	0.647574739311	0.6655109071	0.627674558807	0.718776334957	0.704104460495	0.610583756793	0.554374028647	0.518796890473	0.554009283002	0.598160261411	0.571635065344	0.663423362545	0.658287983947	0.588595926188	0.611338829807	0.580639545507	0.58879859773	0.535170594046	0.612456847062	0.566082557296	0.605459762587	0.555245527361	0.57251179249	0.560250558267	0.523762015913	0.57056433975	0.469515069868	0.559620972746	0.558518834466	0.598933124081	0.636840667907	0.545328685507	0.555785231034	0.610253955472	0.543577613157	0.608333551423	0.493141283641	0.501203901483	0.539239744297	0.591870507596	0.486753775543	0.588850775236	0.546691522932	0.568218551563	0.535394776943	0.482800841268	0	0.586999605077	0.520219322183	0.569830433497	0.544526696574	0.594763545417	0.596280970363	0.689730278714	0.629920399321	0.605525230353	0.641636557327	0.572383050126	0.578639036367	0.692300304633	0.606541167549	0.657615973114	0.604257508046	0.590311827822	0.615809018325	0.614365071396	0.639528924397	0.673098009076	0.61332948861	0.640853755016	0.681957826385	0.69210426577	0.652955119801	0.686714075923	0.631535359826	0.680819390556	0.670505300795	0.693334879717	0.620466217946	0.686997606764	0.655021650273	0.699608412557	0.702669869927	0.63320794841	0.63063419263	0.664475364011	0.618364454478	0.58906728224	0.578804861984	0.645345915235	0.633739530959	0.635796254197	0.634182082649	0.620209948001	0.617237790649	0.621701559883	0.60892349612	0.515593723847	0.575847064353	0.571671002692	0.635002302037	0.628152519178	0.701355019109	0.626981388242	0.627689508835	0.585274362771	0.559613929395	0.591809177783	0.565096207015	0.655569752955	0.639521361826	0.585464095484	0.648776219054	0.495123984982	0.577167797969	0.606631869272	0.621927844789	0.582973615046	0.544319856219	0.596993049552	0.544239494025	0.583490582497	0.630260053534	0.508706422064	0.523978989084	0.614428005382	0.581222305507	0.513306965749	0.638966246268	0.531843922003	0.516118760385	0.547306699602	0.559272475109	0.526114038089	0.525907542085	0.663785877177	0.634543087109	0.657835986369	0.623020819627	0.576957842678	0.587406322585	0.631068710284	0.634594295042	0.646210659465	0.615993218	0.641454962145	0.580769270863	0.659944358457	0.644680632484	0.590339447444	0.59347158441	0.706777233314	0.626204419623	0.666023061397	0.612599291105	0.666593940017	0.680093808352	0.663098826875	0.681426866568
CS.129	0.606380860117	0.621132156758	0.602366658293	0.590098344385	0.594786419393	0.586452975456	0.59792519751	0.616119744053	0.61371469936	0.60693829903	0.602492048767	0.594674643484	0.662997581418	0.638789429835	0.563237873154	0.573406003524	0.564656228461	0.548105443817	0.578083241809	0.655085779383	0.636903156734	0.694152730475	0.620185407643	0.564923451812	0.664584052474	0.584105443242	0.574214693943	0.678443340059	0.60377491155	0.577169521496	0.576887938453	0.562248678543	0.585640880141	0.623947337214	0.576651183771	0.58837707282	0.630350209605	0.682610993412	0.595755747305	0.615187925265	0.60854307873	0.592107650892	0.613745431038	0.560786466984	0.559150737885	0.555262221413	0.566031808121	0.565299715985	0.556420811031	0.538399109503	0.637505646212	0.56927849945	0.582926479303	0.578597437648	0.572373942419	0.586999605077	0	0.553016706158	0.561797320764	0.560642218464	0.574061565912	0.662627536914	0.636435924056	0.646270654327	0.577593062181	0.62000487807	0.645497963566	0.594002865592	0.700126527154	0.593936631487	0.597058068818	0.604543152936	0.6007294995	0.583158357147	0.581381893117	0.599692922402	0.605159033979	0.611677715529	0.541164451262	0.633170195968	0.622665125961	0.584061278632	0.615075452524	0.57633437232	0.576481381635	0.608783424983	0.62628639848	0.562081929861	0.600598537032	0.606186633392	0.661396451102	0.663977145921	0.552656058036	0.587139400195	0.631104961579	0.579567062544	0.558004728867	0.582666313826	0.578169536356	0.680402121899	0.579841356432	0.566046980153	0.570662547212	0.587235897614	0.566897975567	0.68372484952	0.559459326412	0.644706173092	0.653997733222	0.612157863064	0.643283963225	0.664940978019	0.562174641078	0.662186236238	0.648198175416	0.596272444026	0.580245306164	0.519131343271	0.701413649553	0.650160181399	0.574131493621	0.722363045174	0.56084349541	0.665263371145	0.588810218779	0.640462471979	0.620561978658	0.543815870711	0.633804182661	0.589592740711	0.590667891314	0.60896012544	0.591681047035	0.600426553692	0.654044773223	0.645947991899	0.538772709999	0.612526790626	0.578287942615	0.577351491587	0.556528435199	0.577421908054	0.572067232604	0.57859774893	0.602152716757	0.595261658176	0.623142704413	0.584551584254	0.618683635711	0.653755442023	0.559493267795	0.609005267942	0.604840952745	0.628791100215	0.588827370231	0.603895478219	0.612051880079	0.630217071127	0.626768893423	0.594386008583	0.612253881704	0.599825374479	0.602997152332	0.608431098536	0.617785284488	0.586083342438	0.596265052085	0.610375993576
