CS.002	CS.036	CS.019	CS.104	CS.091	CS.059	CS.017	CS.296	L.001.M1	L.008.M1	CS.086	CS.037	L.007.M1	CS.039	L.036.M1	CS.155	CS.371.1	CS.067	CS.366	CS.117	CS.305	CS.077	CS.367	CS.056	CS.327	CS.063	CS.058	CS.050	CS.153	CS.042	CS.128	CS.125	CS.232	CS.213	CS.376	CS.236	CS.126	CS.224	CS.302	CS.380	CS.378	CS.205	CS.203	CS.374	CS.282	CS.386	CS.147	CS.348	CS.214	CS.177	CS.166	CS.129	CS.268	CS.148	CS.372	CS.369	CS.182	CS.178	CS.323	CS.349	T.CS.067	T.CS.079	T.CS.025	T.CS.076	T.CS.012	T.CS.028	T.CS.080	T.CS.052	T.CS.001	T.CS.007	TFS.023	T.CS.057	T.CS.089	T.CS.016	T.CS.024	T.CS.159	T.CS.107	T.CS.122	T.CS.144	T.CS.106	T.CS.120	T.CS.126	T.CS.156	T.CS.124	T.CS.128	T.CS.129	T.CS.139	T.CS.132	T.CS.118	T.CS.114	CS.241	CS.006	CS.087	CS.356	CS.085	CS.082	CS.110	CS.246	L.024.M1	CS.103	CS.242	CS.237	CS.088	CS.015	CS.238	CS.151	CS.336	CS.330	CS.187	CS.233	CS.358	CS.363	CS.150	CS.207	CS.164	CS.308.0	CS.346	CS.189	CS.044	CS.347.0	CS.223	CS.319	CS.285	CS.158	CS.080	CS.227	CS.194	CS.318	CS.152	CS.320	CS.202	CS.331	CS.361	CS.112	CS.343	CS.262	CS.326	CS.393	CS.390	CS.255	CS.270	CS.253	CS.145	CS.370	T.CS.043	TFS.022	T.CS.026	T.CS.061	T.CS.008	T.CS.064	TFS.027	T.CS.066	T.CS.049	T.CS.055	TFS.025	T.CS.045	T.CS.036	T.CS.031	TFS.021	T.CS.095	T.CS.141	T.CS.158	T.CS.152	T.CS.109	T.CS.166	T.CS.157	T.CS.151	T.CS.142
CS.177	0.667717057486	0.684114111759	0.653075747613	0.656798362649	0.585747745273	0.661872707331	0.701796249829	0.682351011111	0.691014450357	0.601066107341	0.709435207391	0.65424558697	0.702814232151	0.657567015485	0.683468579879	0.629447696951	0.611762029144	0.615428888485	0.57761007242	0.685802768812	0.653465696795	0.654810923428	0.575858508697	0.627963852896	0.680907140875	0.664469635664	0.590578580184	0.641085710476	0.660514205525	0.630640415061	0.572454696387	0.559106297063	0.644376584511	0.562827136979	0.553778038941	0.679777298141	0.590256859298	0.595639021725	0.637443693282	0.654252412521	0.601026893063	0.580381452257	0.669125188853	0.570015683022	0.59432252775	0.513624556036	0.51465109525	0.643282809732	0.579131830813	0	0.578934080075	0.560642218464	0.581421915558	0.548442519518	0.547913353803	0.607102827481	0.56075553385	0.59894560125	0.543129046582	0.55803559528	0.646911415087	0.535861379355	0.621507155087	0.615390914729	0.607102428698	0.638435181651	0.596445590244	0.635672241817	0.613895861439	0.611741976132	0.621888953597	0.579108262324	0.612348330617	0.625177775075	0.634134110736	0.724215434912	0.681379724877	0.660839739599	0.692711918367	0.712514932459	0.643797245522	0.640891089322	0.660471358898	0.691705577585	0.653175344721	0.686358992214	0.696232183604	0.691197775873	0.614359579924	0.697814151732	0.699492061821	0.662868476298	0.673650329334	0.641322347666	0.678899280616	0.689312962018	0.605129498307	0.641227529992	0.688275233489	0.653781703862	0.65336497326	0.604293371901	0.688391248391	0.71865193205	0.644153459254	0.654555623094	0.615387959515	0.527684280409	0.531659748943	0.683322895192	0.596981880018	0.545462730077	0.594861011409	0.595109892894	0.701290073176	0.640119538324	0.657640060856	0.617260598171	0.653865809668	0.606057239306	0.538813723194	0.574188444395	0.630123681768	0.646934570786	0.616917906119	0.636332244751	0.586834669443	0.553226906232	0.634789381051	0.533688770799	0.645292066606	0.59144043228	0.604661190074	0.630620411545	0.526856002195	0.541882208481	0.57344039907	0.634145907832	0.553057404656	0.536521705478	0.55011875957	0.578778643093	0.59831029963	0.56092351759	0.670562209735	0.67599148453	0.646310694586	0.632676897778	0.641682690538	0.64740533283	0.670612141599	0.690214456635	0.60529699958	0.656973713465	0.618708757914	0.66002674299	0.684428238091	0.653433076428	0.640530591739	0.713869477581	0.684705601143	0.668559392051	0.655477688148	0.705391638248	0.645242596956	0.671250060342	0.672583918838	0.683203641088
CS.166	0.612230742465	0.641438642448	0.663900503698	0.659665713556	0.616915953548	0.65535170189	0.695507232658	0.693561176088	0.67375132527	0.633432704616	0.702784163104	0.634641851176	0.715190320654	0.66786986496	0.6606462127	0.614588059843	0.596422596464	0.667755743896	0.623206743142	0.653489879441	0.653039628594	0.645783511597	0.646168659864	0.581761177243	0.697028112363	0.650531832795	0.556133594764	0.671431439501	0.630459653262	0.675327314228	0.566239238749	0.559767759655	0.608472178976	0.59473476237	0.574632578737	0.671090560276	0.594184299798	0.659127316305	0.649055062402	0.628816867673	0.661415747549	0.605172611144	0.658533872987	0.603702550131	0.542786184878	0.599929518381	0.5535937385	0.552616082911	0.560562926655	0.578934080075	0	0.56927849945	0.540270983943	0.531715555994	0.494379372383	0.562648361493	0.521188021696	0.586083119371	0.487411233827	0.446812259239	0.669514572454	0.587958779883	0.613968917662	0.608277355536	0.660859493177	0.618713835036	0.607330350395	0.583939917164	0.624022954982	0.632759193806	0.654047894153	0.648940527494	0.602287843904	0.596565149472	0.612777945804	0.695711084471	0.696397892896	0.663440895204	0.692887341528	0.715444685971	0.668007423256	0.63907013745	0.69144743254	0.668027162629	0.644212145967	0.664835637317	0.69551952873	0.683456030618	0.585310628098	0.682476744519	0.701494711344	0.681501857173	0.691512244926	0.71671248093	0.659908417471	0.649740361916	0.605281955064	0.640544866472	0.718356900459	0.642532235157	0.657045535672	0.621206382819	0.733640437671	0.73088318461	0.67542873369	0.604379260076	0.588922699462	0.572271394369	0.538745317013	0.687761531114	0.627835780511	0.506495040355	0.589420745199	0.609802187764	0.70666610992	0.651554293749	0.690448726316	0.635380499873	0.654234144026	0.634870698375	0.5190476826	0.538810595249	0.624458197751	0.637605325549	0.621367373627	0.690465822532	0.622756593941	0.540577861267	0.608909515251	0.544984211365	0.665291486462	0.548239717003	0.625245080341	0.604450805568	0.595085955567	0.575393524827	0.568247029743	0.606937238439	0.482673391972	0.558995745217	0.503320525275	0.620087428749	0.564693146165	0.495039186838	0.677617335377	0.681466694626	0.629481817861	0.624333441643	0.662376054352	0.645780739077	0.68494115742	0.695712681242	0.627609153964	0.676124640548	0.656090446741	0.672566931398	0.682202813514	0.665653668136	0.685684259796	0.709204314921	0.724841533041	0.67733478346	0.681110751494	0.699996078441	0.671722930058	0.706681034766	0.684720655456	0.712993358477
CS.129	0.581788581239	0.627636566035	0.594786419393	0.588491391829	0.621799753081	0.599875445983	0.618640819644	0.60693829903	0.603158351577	0.604424211844	0.602492048767	0.644195330111	0.616119744053	0.574808835396	0.6079734458	0.613670964071	0.578083241809	0.67964896626	0.661803473988	0.56960054679	0.598907157119	0.596208978309	0.664584052474	0.620185407643	0.623903456192	0.631580270579	0.548105443817	0.611417682125	0.577169521496	0.62607273728	0.562248678543	0.58837707282	0.559150737885	0.60854307873	0.586733567552	0.664610101541	0.560786466984	0.682117592216	0.682610993412	0.595755747305	0.642469314924	0.630350209605	0.615187925265	0.592107650892	0.623947337214	0.602361261912	0.572373942419	0.589003985503	0.578597437648	0.560642218464	0.56927849945	0	0.556420811031	0.561797320764	0.566031808121	0.637505646212	0.538399109503	0.582926479303	0.555262221413	0.552374079817	0.593936631487	0.612825354521	0.573056821138	0.585444591446	0.646270654327	0.58856458359	0.594342894478	0.645497963566	0.637633014429	0.619822196404	0.604543152936	0.662627536914	0.582051368742	0.60353297126	0.577593062181	0.62628639848	0.608278469635	0.597596940879	0.613416321164	0.61989997834	0.577584478805	0.567478846657	0.591545778724	0.580936334795	0.597049237835	0.637885218748	0.610684741507	0.615069825152	0.565369278259	0.576481381635	0.635032846655	0.566046980153	0.587139400195	0.680402121899	0.552656058036	0.579841356432	0.558004728867	0.570662547212	0.631104961579	0.579567062544	0.566897975567	0.582666313826	0.661396451102	0.663977145921	0.587235897614	0.624005979363	0.596264066083	0.574040822761	0.559459326412	0.572194378127	0.662186236238	0.584981859415	0.519131343271	0.596272444026	0.664940978019	0.648198175416	0.68372484952	0.580245306164	0.596217597161	0.62549822296	0.56084349541	0.600426553692	0.665263371145	0.588810218779	0.574131493621	0.722363045174	0.654044773223	0.591681047035	0.571110846081	0.538402250294	0.640462471979	0.543815870711	0.620561978658	0.590667891314	0.589592740711	0.577421908054	0.57859774893	0.612526790626	0.577351491587	0.538772709999	0.572067232604	0.645947991899	0.556528435199	0.578287942615	0.630217071127	0.623142704413	0.653755442023	0.603895478219	0.628791100215	0.559493267795	0.612051880079	0.602152716757	0.618683635711	0.588827370231	0.626768893423	0.609005267942	0.595261658176	0.584551584254	0.604840952745	0.612253881704	0.610375993576	0.599825374479	0.594386008583	0.602997152332	0.608431098536	0.596265052085	0.586083342438	0.617785284488
CS.268	0.578060427261	0.604256286281	0.642516200606	0.619770942561	0.602979199517	0.661242580445	0.688385507463	0.68716050226	0.644374323124	0.639320428904	0.665578584082	0.665365031239	0.716186373389	0.645727980622	0.670865763127	0.646688120101	0.64959648152	0.671806029173	0.638752068275	0.648575144033	0.652726346407	0.633531149285	0.663719420402	0.567640828755	0.688242035363	0.574370544911	0.56907039035	0.618071956522	0.608178673557	0.64204920813	0.584211921668	0.586723976197	0.600699779359	0.612882172906	0.609888414848	0.61539522933	0.623983178501	0.690748197721	0.686634643901	0.656908137403	0.640698413223	0.65288474936	0.666338394329	0.605067393673	0.605175400455	0.583992627835	0.584666822445	0.574140768835	0.5712428579	0.581421915558	0.540270983943	0.556420811031	0	0.53826239539	0.518550526358	0.579157095608	0.546566888312	0.594123040411	0.538846520155	0.537430677542	0.651687117597	0.644579068884	0.634130921105	0.622233680686	0.669882699558	0.656730482628	0.630497127836	0.643550806967	0.653671619644	0.674345096641	0.659838992088	0.666379338994	0.620382514528	0.633856101215	0.633388203169	0.693493974434	0.684835080547	0.659705088255	0.689912818529	0.703400388208	0.658394060738	0.637919639203	0.664930032716	0.658464064818	0.636864652275	0.701258199333	0.69355082739	0.683577551371	0.631552770121	0.679621519093	0.717292207592	0.657764459985	0.669078124424	0.719373293731	0.622177503554	0.643956066115	0.587187474925	0.62062423742	0.701015641304	0.614048990819	0.650276809028	0.570984206063	0.72123739121	0.725203793517	0.656041112225	0.628528621315	0.615917223252	0.589061651835	0.575176721886	0.644829395588	0.67109507317	0.547939793522	0.574474236859	0.604984541456	0.654493659351	0.663410292415	0.669342539631	0.631377643635	0.651488319905	0.62619986711	0.56838320734	0.601375608485	0.621345441959	0.607948343578	0.593642361431	0.699495562951	0.680329761679	0.591997082262	0.609392887643	0.560885254562	0.670183948213	0.58025738361	0.635766086074	0.589624910505	0.590307889386	0.628355202624	0.595643651086	0.602714629878	0.528166467934	0.556684633892	0.531902404614	0.643208505064	0.594600435529	0.543072070911	0.68512824296	0.690317970177	0.665928323571	0.650368608901	0.703427143586	0.636645483577	0.69780242655	0.6705432146	0.662823114674	0.649340947735	0.675169000696	0.686051902677	0.639634406706	0.656017790212	0.670096991273	0.708223112912	0.714857477688	0.674153639716	0.679526922064	0.682358064789	0.66864803397	0.675800168772	0.701130679036	0.731278299254
CS.148	0.595539913685	0.6631213016	0.675402041392	0.646039279783	0.607796997719	0.665822154865	0.695893617351	0.696192870551	0.673505448084	0.599907759035	0.690338994949	0.636254447384	0.709334201393	0.653304043009	0.671562910401	0.641880598125	0.614080673038	0.615706010636	0.60642418315	0.660331355845	0.677712621207	0.675820923034	0.626261774272	0.620428945932	0.675915243671	0.657474011433	0.600456611039	0.655903033591	0.656260835253	0.648071316546	0.589749610294	0.562932869782	0.619892525385	0.584689260228	0.571739003243	0.670038976209	0.618085651977	0.606820246476	0.658412389417	0.65470159722	0.634111470816	0.589159732981	0.668713160201	0.589561521555	0.56412892861	0.565348699365	0.559586918182	0.619067179691	0.569056538753	0.548442519518	0.531715555994	0.561797320764	0.53826239539	0	0.538188988436	0.560089743196	0.567979325431	0.615567110684	0.561963807027	0.543171808225	0.663850254539	0.583180658307	0.645892765935	0.625992515211	0.651756204519	0.647847137576	0.599953451301	0.596962117032	0.591924710918	0.615750286411	0.639612761195	0.611104336936	0.627883978274	0.626700114032	0.637652878627	0.70737172987	0.702862056925	0.679041884569	0.682451612694	0.721468278888	0.653193205075	0.659492802694	0.675030197507	0.682445041646	0.670647743886	0.691810351001	0.7065525833	0.698734487975	0.620970585927	0.699465244487	0.719060302101	0.675199618472	0.668916296876	0.699552501493	0.657871486619	0.686746201144	0.584788903086	0.652403963684	0.711825631663	0.653046730328	0.660609200004	0.584190822838	0.69915209345	0.719717613439	0.671789215073	0.661136333612	0.609006646151	0.551029778468	0.565174895518	0.682095673008	0.642198796431	0.511706053035	0.582188938318	0.604544566733	0.663746841932	0.655346620002	0.66845085912	0.651892393636	0.653943637695	0.62959578042	0.536327854099	0.575998943614	0.614983316605	0.603853394435	0.602991972145	0.650303353638	0.592181980468	0.551299793096	0.647134537528	0.546146331298	0.668942745088	0.611513187259	0.615287887603	0.582560436059	0.559550571557	0.5873290645	0.561421973193	0.614825467157	0.499924027704	0.562462867158	0.489362909456	0.621631902038	0.613846724917	0.560477099752	0.66748587544	0.686650288213	0.620587535438	0.645171412471	0.662403028019	0.657745506629	0.680193782199	0.702673626913	0.607543841739	0.649520991457	0.646424448262	0.677226540985	0.684280198341	0.656433876791	0.663664272034	0.707415499069	0.679351568816	0.677349216424	0.673151811994	0.698014487844	0.668434440862	0.678500469861	0.671372976879	0.687694807327
CS.372	0.593534434549	0.583988982424	0.627664414334	0.607561542662	0.576248226142	0.614034609298	0.663404901101	0.649202558137	0.664871236273	0.586014842902	0.670021003699	0.62272724815	0.671431711264	0.64476316859	0.62828910804	0.54683390114	0.566980005819	0.65944475913	0.587104855443	0.641072466944	0.604756629959	0.615401420206	0.636236384108	0.533552064325	0.666262662814	0.633746774064	0.550050702447	0.683593667461	0.607284705011	0.615804223891	0.484023929146	0.49709921419	0.583664019298	0.527116968101	0.499226032499	0.629298614597	0.538477690209	0.661462696934	0.620900344835	0.567074447401	0.642111696549	0.583188711583	0.629636514073	0.556102924514	0.53338972458	0.598761767475	0.510892384458	0.490099279497	0.530389217369	0.547913353803	0.494379372383	0.566031808121	0.518550526358	0.538188988436	0	0.577762851903	0.450068026346	0.562449307443	0.429270003644	0.457512272489	0.628945290563	0.567056919923	0.587681431082	0.559275254239	0.662255424271	0.549104049843	0.6014469856	0.582850963642	0.608012776796	0.598500666757	0.630103968352	0.631527428499	0.575513233665	0.566953123375	0.554392596992	0.665557711011	0.631842554377	0.59502718115	0.638783315323	0.668788015718	0.608726114776	0.579562604967	0.636232484251	0.652580742966	0.574218349592	0.636072075141	0.652465039303	0.645523087806	0.543384764256	0.677223744646	0.656278051574	0.650841558098	0.666297039455	0.696527735957	0.633141961481	0.63268770288	0.591910983334	0.605675837031	0.690323932197	0.618271557872	0.598267709104	0.591950864904	0.717093175144	0.681248941876	0.626210056593	0.543071008354	0.562258809319	0.522409691804	0.51878044386	0.666965045691	0.641592422456	0.47834554075	0.57006733374	0.603321628706	0.732648621383	0.630341418441	0.66706308158	0.627586142458	0.621594110019	0.619388139272	0.476599524337	0.486716450708	0.610961025179	0.603613104229	0.591937423024	0.673440063072	0.638146594418	0.509211126583	0.536786461778	0.487700566294	0.654861232569	0.513484225204	0.60689669303	0.585340822557	0.532358061111	0.546074047157	0.530436678053	0.590869672415	0.484251901936	0.479032194551	0.46856897816	0.640802779645	0.516577611455	0.444749209866	0.628626687768	0.636683479865	0.646246518832	0.578141547982	0.62546251145	0.59789650604	0.643355422572	0.644419379215	0.586827087519	0.611489048495	0.602902883296	0.657464583074	0.651525730165	0.620512378296	0.656349673312	0.679180638299	0.678499074336	0.622762669578	0.629624874306	0.65479648907	0.608283710876	0.670283806344	0.642597175341	0.6725491951
CS.369	0.657017674837	0.647724530175	0.714343191545	0.704303854667	0.622624559083	0.711289355814	0.730640882304	0.745557608691	0.711287149179	0.666565747061	0.730577168744	0.674115135316	0.78246085794	0.669519061732	0.709493831982	0.694851504934	0.653409997959	0.617323555826	0.621903569577	0.711733752225	0.736295197185	0.691039706993	0.605751535296	0.610192381733	0.741104515059	0.60594739735	0.604036998423	0.659256331444	0.656190750973	0.673492685764	0.638097019305	0.595887364137	0.656383692532	0.593378764052	0.583191203692	0.643340187216	0.679279627982	0.661026182424	0.630097853748	0.732394708254	0.618795490006	0.626278784381	0.721063318991	0.609330291392	0.593833055882	0.623626066649	0.559447134903	0.605328962834	0.574256401535	0.607102827481	0.562648361493	0.637505646212	0.579157095608	0.560089743196	0.577762851903	0	0.595568366411	0.630238051502	0.563594221137	0.575884106209	0.717349799574	0.610945204287	0.708003936195	0.665039769291	0.657542607962	0.687992527607	0.672903297547	0.628523585811	0.611982577611	0.674913336259	0.72424358308	0.638310692144	0.679265422388	0.663682061884	0.677924145092	0.757770538876	0.763447139063	0.732242901425	0.759232181763	0.775502208953	0.718222296523	0.725156042012	0.744372559059	0.735547784974	0.686623816319	0.7290453493	0.762548354466	0.75026675984	0.664868454792	0.747682949815	0.753994072594	0.704657893614	0.712255289447	0.666082546049	0.687982550193	0.700231972969	0.615978161296	0.699408674984	0.768793951057	0.66159540126	0.725814949462	0.58792330511	0.735277836749	0.776221584017	0.704440940648	0.635702102744	0.622979049894	0.613072750772	0.599992392413	0.691300177579	0.612154421285	0.580119254373	0.624018983183	0.614379011349	0.663824927512	0.623864991516	0.643961900725	0.634420755565	0.717714675221	0.630568926038	0.555872123114	0.613091992725	0.569175576774	0.626207418926	0.641869395079	0.652897077732	0.619661288706	0.578907300966	0.687351435448	0.612377859161	0.679843656613	0.628329942315	0.609028116138	0.579149439339	0.65229982255	0.619425265067	0.612995178475	0.630352041252	0.589762532084	0.613282784398	0.516691492543	0.577576525754	0.656371528152	0.584384029472	0.749679567255	0.74780874948	0.622428476551	0.683566629565	0.724854738975	0.725222163461	0.74601462812	0.754681043319	0.671075387242	0.726948126932	0.721889223262	0.735312447895	0.703618046909	0.717447352188	0.739750877484	0.764741489328	0.774530357296	0.74295016787	0.727728318939	0.755841743175	0.738414138849	0.73579254385	0.760384429037	0.767625315392
CS.182	0.589028554386	0.581110895801	0.594311639273	0.591763468241	0.583622127646	0.551525284306	0.646849261636	0.605471260599	0.613699777935	0.575817550027	0.631877999222	0.631935637434	0.619972490419	0.615402173002	0.599266858837	0.493873359637	0.583077119561	0.684469786089	0.62440782181	0.606350831452	0.568213588929	0.582770324211	0.652288225342	0.577041456713	0.646653404359	0.603842579771	0.523083562433	0.670172464551	0.56533790786	0.609355397286	0.495975608191	0.490262326011	0.518044528195	0.570059882042	0.537857100053	0.649329958272	0.47176658191	0.678217905404	0.632223022704	0.542743767256	0.659789183647	0.581237845562	0.610886345803	0.576709983524	0.536379851773	0.625471001307	0.505430285294	0.463012859883	0.532802079836	0.56075553385	0.521188021696	0.538399109503	0.546566888312	0.567979325431	0.450068026346	0.595568366411	0	0.529089627077	0.422433776752	0.454152092503	0.563612017959	0.582105396857	0.546345932669	0.500619057633	0.650794431165	0.512213694728	0.570497385145	0.531323175422	0.637033234703	0.561599485972	0.58141774001	0.616795036813	0.516075511213	0.518431216994	0.527405789565	0.61864591827	0.576231068055	0.533725212076	0.60911536464	0.609312873443	0.58182673121	0.511236020142	0.589022635669	0.586478915914	0.519237802417	0.58178847087	0.596868372488	0.578023736672	0.449156319727	0.625620333011	0.617623643221	0.600340713359	0.652314146881	0.664093510399	0.577539277151	0.567964279675	0.593703624139	0.546470165252	0.654604875475	0.599129970373	0.558559283244	0.573533517306	0.706710387461	0.675649610617	0.590930783352	0.533767376402	0.522288634938	0.530598411647	0.479561807897	0.627737847386	0.675546886428	0.513340822418	0.531295429135	0.603718120711	0.717592913598	0.624330882288	0.666638720829	0.578536604534	0.591877968973	0.619194549143	0.472929495732	0.49902937907	0.628924832419	0.603041500824	0.576183324903	0.711973887659	0.656484715534	0.502840449056	0.488537428718	0.464852144859	0.620971826045	0.490512011009	0.599260945459	0.598013943022	0.552343889806	0.56107538419	0.486753281391	0.611972662166	0.491042028508	0.495087556571	0.501994129154	0.664345000576	0.476348358042	0.494701424197	0.605825545649	0.590320942768	0.622184384256	0.540722781662	0.584518356949	0.541089280975	0.596452161087	0.608299248651	0.579206688983	0.586350414981	0.55539073572	0.602331792136	0.586190592917	0.592563665464	0.616827932463	0.628010461394	0.649562880249	0.553509620577	0.548079399393	0.58648652143	0.541689205299	0.613320819998	0.604357077227	0.629734837333
CS.178	0.614545221616	0.625654982553	0.574115143506	0.577282873479	0.633870978415	0.576885990475	0.657107098251	0.590014667499	0.590020555672	0.665741369557	0.614101965222	0.665498074191	0.5989373127	0.640711301753	0.560034780815	0.565740064759	0.564034211181	0.693261043798	0.670690775417	0.615487615156	0.563968243403	0.611923914571	0.691261915422	0.6222309642	0.628287234054	0.667202656324	0.577955291563	0.662510130642	0.57786181773	0.615735672407	0.537694807986	0.589095630821	0.550788693783	0.630673489176	0.606650125312	0.680177088844	0.519239036614	0.722257285337	0.68409677339	0.553773105495	0.651433007911	0.66061599636	0.597700976364	0.636567852215	0.634257580558	0.657666545269	0.620418617401	0.566464846508	0.560063496078	0.59894560125	0.586083119371	0.582926479303	0.594123040411	0.615567110684	0.562449307443	0.630238051502	0.529089627077	0	0.545436191996	0.559914759193	0.560940388685	0.616625919041	0.542654415118	0.57922782338	0.600426839168	0.559754942597	0.564957899167	0.572060019153	0.660078436025	0.617452022961	0.577682597323	0.612777455212	0.565452602294	0.527041633688	0.547630090808	0.632581213576	0.581846074287	0.556126446042	0.596336803852	0.601118007153	0.570422697736	0.557294599532	0.576537371663	0.598354868697	0.589040760746	0.572519917611	0.618687110178	0.601792271751	0.579948614876	0.626521393384	0.624359700957	0.592082001936	0.65412840304	0.660602501262	0.603968532857	0.595198194447	0.623136219053	0.576825898438	0.624773978473	0.598245644537	0.55668892506	0.627044449391	0.664583042989	0.661299957364	0.614838798668	0.56369755131	0.526613293283	0.582509696451	0.562590380461	0.625633070643	0.704642965496	0.577139287272	0.539108089094	0.64801497681	0.70871735993	0.655215838557	0.721741056635	0.61736349293	0.596013537353	0.658371709809	0.569138773424	0.613582778838	0.671104583792	0.644301086141	0.603835675232	0.725119987793	0.70332192715	0.607802789819	0.524919691926	0.567697885001	0.624025318666	0.555653214322	0.612356560628	0.603317341339	0.635985084335	0.61715827937	0.598255121358	0.603208747792	0.581621731429	0.587761537009	0.555863202099	0.679420683777	0.540625712951	0.559854253811	0.582778434137	0.553659639595	0.637234851958	0.557705874071	0.591639241377	0.588060201685	0.580842245171	0.594511221316	0.647037206293	0.592816547322	0.576882249167	0.606741756962	0.604468514238	0.583190168804	0.600757147389	0.613252178301	0.613463357612	0.567379228267	0.54366864396	0.598522601423	0.560134820633	0.60615590421	0.597048490941	0.615623318103
CS.323	0.619650916204	0.590115011143	0.625662808847	0.601399267084	0.566864684007	0.612370472843	0.669255165928	0.618534591585	0.657975131905	0.593163239928	0.676099969792	0.634716420851	0.667302810532	0.652399435472	0.635974230062	0.541101677914	0.574570547823	0.684929864273	0.592888940365	0.65845979437	0.579870495677	0.613954395887	0.635369478451	0.547251860158	0.683960133182	0.610187398846	0.529392472329	0.679794395686	0.610085586799	0.625268114977	0.481526501415	0.50040051622	0.550079904992	0.544239766909	0.513982706488	0.645203113426	0.520021364912	0.676101339965	0.623644216146	0.571051144272	0.651638624631	0.536318532739	0.606102001107	0.537793994684	0.514641308279	0.610990480616	0.499126420735	0.483907546391	0.535668614079	0.543129046582	0.487411233827	0.555262221413	0.538846520155	0.561963807027	0.429270003644	0.563594221137	0.422433776752	0.545436191996	0	0.407877006861	0.601631776892	0.558160642534	0.562776771149	0.514560319823	0.635377165398	0.543541845599	0.59639700458	0.551347853016	0.609403858647	0.597992529528	0.590042991314	0.627533754381	0.531110539498	0.536197664664	0.543911412978	0.664629515325	0.612023039469	0.562683058589	0.649690220589	0.656813218418	0.590833129254	0.532599440335	0.619795370139	0.631065552919	0.557032967447	0.613123292471	0.639300664351	0.620876602643	0.51131006603	0.66741502414	0.658772828643	0.627724532416	0.671608697234	0.679992111063	0.630841432915	0.614794843612	0.595824729886	0.568762162683	0.689549343534	0.620769108958	0.597047865132	0.586575632611	0.719418264525	0.713205582659	0.628384598131	0.544364864598	0.537403324941	0.513549584173	0.485318065782	0.673560897463	0.632878114183	0.496033496933	0.57126846486	0.581174834976	0.712456001817	0.646240691661	0.670488429001	0.593623719963	0.612945744948	0.623450968946	0.467356280031	0.458512542355	0.615729157491	0.614494959468	0.583873445806	0.680744741963	0.617992528519	0.47376824118	0.50846958023	0.488268199236	0.653450791529	0.466175105027	0.582907763515	0.610531135056	0.522684054679	0.560841243221	0.518722478041	0.59416325946	0.483431428835	0.465209545333	0.482655681273	0.647450541808	0.473894699235	0.455206122149	0.63093612478	0.610566244563	0.629210410906	0.568926874384	0.613590523136	0.588316748783	0.622773425963	0.649141590314	0.551386795329	0.618043342545	0.582895771358	0.633282332932	0.632706589365	0.608924501696	0.637729117662	0.667990771191	0.686256772866	0.597612262824	0.610347842897	0.629444800511	0.573797788047	0.656835430223	0.643593569629	0.682339370494
CS.349	0.608468339246	0.590221591554	0.621254737354	0.602797307168	0.577915825452	0.608603159493	0.66574605727	0.632881655005	0.629254031008	0.595297912668	0.653002263742	0.597935201422	0.668661341423	0.638233978466	0.608172623394	0.546592806022	0.571302828056	0.683442809818	0.618201409764	0.638175347672	0.586930807211	0.600187444815	0.641867214172	0.568841850939	0.669496373576	0.636737817178	0.534261088222	0.668600700609	0.596483058095	0.656467568245	0.521904131311	0.541710097131	0.561085319011	0.600366563216	0.544363629892	0.666017701358	0.527383212978	0.684892934282	0.660601599926	0.54640552672	0.657767967742	0.598581825474	0.594951815008	0.568774206525	0.555229118132	0.617405340822	0.533288497343	0.490888678618	0.560470515262	0.55803559528	0.446812259239	0.552374079817	0.537430677542	0.543171808225	0.457512272489	0.575884106209	0.454152092503	0.559914759193	0.407877006861	0	0.603963493412	0.579761512266	0.554368115189	0.523748038121	0.660966692425	0.552233971482	0.58459881627	0.536749693471	0.620180758011	0.607662908593	0.599124696121	0.633506426082	0.518370890291	0.533508255384	0.548897237829	0.647408956605	0.632358675178	0.58709402089	0.641156935332	0.64800901575	0.601382527407	0.567250837864	0.636405246484	0.618202244116	0.587799302937	0.615192419671	0.637933655368	0.618784696986	0.529019476554	0.660662581733	0.664188636155	0.639744692092	0.671993830117	0.695877067227	0.610266740254	0.612533308511	0.602267218363	0.594994773666	0.686500844496	0.614842581734	0.597270123632	0.601320073618	0.715883439471	0.699959033277	0.629825886301	0.561665549943	0.541650060407	0.533323130663	0.516336574197	0.650952749061	0.656978178665	0.501135127614	0.562753365007	0.603308254028	0.713803120369	0.63767952416	0.700875814195	0.607624627735	0.596282206087	0.623794193485	0.496859728011	0.489014263044	0.633965909301	0.620855757114	0.571530635889	0.700489664087	0.642244432016	0.510922458672	0.528606388654	0.501095913675	0.659433818936	0.503967011196	0.616246886555	0.613795991525	0.564063633054	0.545079640115	0.52869293421	0.590358402437	0.471916737426	0.489862803435	0.49744317128	0.653541813663	0.48938233888	0.462065228699	0.627486221081	0.606197031661	0.635754196888	0.583117682653	0.61894296031	0.570716132052	0.625805491087	0.647088039166	0.583831098247	0.625324480499	0.607314887068	0.63933938517	0.621808910997	0.610548892943	0.629209896771	0.665947954969	0.685290887458	0.610865038763	0.62548336296	0.633971031646	0.622237062479	0.668241460377	0.649338771917	0.674105874307
