CS.019	CS.091	CS.037	CS.280	CS.099	CS.354	CS.009	L.031.M1	CS.257	CS.093	CS.217	CS.277	CS.293	CS.038	CS.007	CS.161	CS.073	CS.118	CS.335	CS.060	CS.050	CS.066	CS.064	CS.137	CS.067	CS.373	CS.040	CS.388	CS.154	CS.301	CS.374	CS.205	CS.136	CS.376	CS.375	CS.125	CS.236	CS.224	CS.041	CS.380	CS.232	CS.213	CS.378	CS.292	CS.302	CS.129	CS.214	CS.147	CS.349	CS.256	CS.369	CS.181	CS.182	CS.348	CS.254	CS.177	CS.148	CS.372	CS.395	CS.166	T.CS.023	T.CS.071	T.CS.059	T.CS.067	T.CS.079	T.CS.025	T.CS.014	T.CS.076	T.CS.024	T.CS.016	T.CS.035	T.CS.040	T.CS.001	T.CS.007	T.CS.089	T.CS.134	T.CS.121	T.CS.139	T.CS.178	T.CS.097	T.CS.117	T.CS.129	T.CS.180	T.CS.120	T.CS.106	T.CS.114	T.CS.104	T.CS.160	T.CS.111	T.CS.144	CS.246	CS.110	CS.088	CS.082	CS.085	CS.087	L.034.M1	CS.237	CS.242	CS.241	L.024.M1	CS.006	CS.238	CS.103	CS.356	CS.187	CS.363	CS.346	CS.311	CS.191	CS.325	CS.212	CS.164	CS.188	CS.336	CS.364	CS.358	CS.233	CS.234	CS.387	CS.112	CS.331	CS.361	CS.223	CS.321	CS.202	CS.227	CS.158	CS.163	CS.194	CS.318	CS.319	CS.322	CS.339	CS.285	CS.253	CS.370	CS.145	CS.255	CS.326	CS.393	CS.262	CS.270	CS.390	T.CS.008	T.CS.026	TFS.025	T.CS.031	TFS.020	T.CS.064	TFS.021	T.CS.036	T.CS.061	T.CS.045	TFS.022	T.CS.043	T.CS.066	T.CS.049	T.CS.055	T.CS.158	T.CS.095	T.CS.141	T.CS.157	T.CS.151	T.CS.152	T.CS.166	T.CS.142	T.CS.109
CS.378	0.671629680456	0.633935496544	0.669173180076	0.706029949544	0.678788547863	0.62513711069	0.613109928489	0.688207217129	0.646542925896	0.695866983798	0.696663314325	0.648543060377	0.712689115433	0.649792805929	0.690087169011	0.621050399251	0.614394057039	0.644812719205	0.656228412007	0.596189796187	0.611943487384	0.64192829797	0.663001182079	0.696209529153	0.622354597008	0.631181176993	0.677652712571	0.663161117043	0.645379495836	0.699756235743	0.610232820205	0.634356453207	0.626516132753	0.604797653711	0.611350610664	0.614279151326	0.656506725747	0.643010901638	0.638220654991	0.68864177977	0.649901265159	0.5914918817	0	0.629828534639	0.63344394177	0.642469314924	0.611210651875	0.607048047375	0.657767967742	0.624294471614	0.618795490006	0.635134960915	0.659789183647	0.683072913975	0.638565050877	0.601026893063	0.634111470816	0.642111696549	0.642763117029	0.661415747549	0.715678613957	0.718206018173	0.660283897183	0.677935696228	0.631428884225	0.65646207554	0.67544983739	0.680786245708	0.676108339939	0.65075131651	0.677147013543	0.675596812502	0.636205491658	0.65687793964	0.683887536649	0.686689805833	0.708051393461	0.733512472526	0.698268512055	0.709422013139	0.679702165218	0.711221768722	0.660688960469	0.685209834863	0.734700584967	0.682631579913	0.719926459177	0.725553840392	0.682295551307	0.710659356592	0.662219992538	0.635822751993	0.659267759821	0.670803511121	0.667474627777	0.64785790325	0.663078617522	0.60265345383	0.667418755751	0.705114222158	0.681847729119	0.651962485447	0.670714537062	0.644850302759	0.646561001727	0.61826109278	0.604279307388	0.641379649906	0.656535345822	0.68718342876	0.670301669259	0.644030261612	0.65795951347	0.655704521882	0.643633602454	0.612167196431	0.664323220112	0.655686452975	0.629097873444	0.620137650066	0.583448174296	0.650475135353	0.613331990916	0.629549520518	0.643486654301	0.631785460831	0.645587286975	0.603111810097	0.589537489956	0.656431325666	0.616230008739	0.63878953225	0.622961469496	0.618560314429	0.616866170739	0.511180193812	0.650667515088	0.67103232461	0.628781090926	0.609051332234	0.643984076462	0.619752591543	0.621300259198	0.636840500413	0.673698410203	0.660847537252	0.667279417054	0.655883364406	0.710897239102	0.684054719092	0.674798769864	0.64504869069	0.688061389291	0.675698106272	0.707741106323	0.683325401867	0.699367540171	0.661108002457	0.694981154016	0.695801311311	0.725185964899	0.675027226461	0.666034351298	0.694781824144	0.664948491803	0.685539564965	0.694991866464	0.711517231602
CS.292	0.577216785506	0.573454641443	0.630194124679	0.629496186629	0.615669406604	0.629601118785	0.578433419139	0.575577031336	0.635133373254	0.600523112729	0.598256097982	0.563574360849	0.627946491226	0.647880252351	0.571505744732	0.580003635292	0.631358112029	0.595986672512	0.657871323564	0.526411394407	0.597006756733	0.59516618724	0.56515956221	0.577652997938	0.643106560693	0.535881480431	0.603699318201	0.673526818597	0.672403042415	0.560833462841	0.573888754549	0.630707274045	0.501729828511	0.567310218989	0.590023300148	0.57421712527	0.611278348595	0.690536607928	0.561872597642	0.600672118167	0.46353620181	0.588926118401	0.629828534639	0	0.653123102105	0.576651183771	0.578591541338	0.568380242013	0.555876273075	0.539093745794	0.6088558002	0.537724431742	0.53167679057	0.559124208934	0.534843443638	0.599351178466	0.617165324479	0.567810699943	0.545637900652	0.566938711309	0.715104592193	0.618337443629	0.605261008175	0.623998210092	0.602211901315	0.607135452765	0.593510805152	0.586245206859	0.577104174845	0.56573350912	0.604672197365	0.58781738702	0.626983137329	0.636223144375	0.602984244115	0.638275597429	0.619356006699	0.639827163543	0.605562019588	0.648496393272	0.611867897682	0.605003760789	0.615694827823	0.61130604508	0.648372590523	0.616538782136	0.635137874797	0.622756125503	0.620518631758	0.649509793762	0.580669870239	0.540452519851	0.69128547591	0.556790519357	0.557223544097	0.630259332074	0.608849792305	0.525762021784	0.587336247994	0.561228879212	0.660700199518	0.585512396762	0.582714082372	0.538965381906	0.649695889195	0.528770474821	0.547201276086	0.674150885756	0.571143051772	0.59509537551	0.689299807633	0.643702342996	0.64367506677	0.632831656679	0.570720112794	0.622996524221	0.667152428834	0.511301781892	0.606215603989	0.556842802969	0.515246683125	0.494860640821	0.601377705096	0.559238026743	0.615867625792	0.633114668279	0.67178138156	0.569900032079	0.561792092003	0.645699243688	0.544100367129	0.569934119689	0.56419129984	0.636451429731	0.575489890561	0.648592736037	0.546128983121	0.553953850192	0.544850763623	0.547706320025	0.590982669237	0.584746589647	0.522327798823	0.562766314111	0.639712222671	0.657414153685	0.624370189504	0.616789291402	0.615570581119	0.579026663304	0.622258125817	0.579614922297	0.630151044598	0.622213421468	0.609458904666	0.635842646045	0.619448338933	0.614403438875	0.607240864108	0.61183506128	0.635265937183	0.658190849865	0.636053140578	0.639619530884	0.602742200485	0.598703293402	0.680196581984	0.615819690121
CS.302	0.694883075206	0.624189956138	0.686083084576	0.731263231311	0.759870738748	0.700476670249	0.603493442011	0.695477706579	0.721614533808	0.75042288077	0.724282935123	0.645876981014	0.727808032698	0.699804608311	0.721672300385	0.578726599809	0.685431495501	0.717930982631	0.60451172402	0.65318671595	0.680637712311	0.7268486535	0.679533156879	0.675924670379	0.615875228499	0.610417324258	0.724163005362	0.59474857486	0.612643334094	0.62557297045	0.599297026999	0.584706201822	0.630298473582	0.582128866663	0.609879796036	0.56225060856	0.69780087107	0.60736028735	0.648992369575	0.68650756263	0.691525692572	0.580427020277	0.63344394177	0.653123102105	0	0.682610993412	0.605600213306	0.583494043193	0.660601599926	0.633387847725	0.630097853748	0.636218016544	0.632223022704	0.66243410154	0.619699189448	0.637443693282	0.658412389417	0.620900344835	0.668443193061	0.649055062402	0.617784082399	0.698409439296	0.740434865253	0.667883036748	0.568147977464	0.67651484377	0.686769680357	0.655115798084	0.654555841971	0.647986301891	0.686076200877	0.705433378242	0.646495503928	0.566362290871	0.681291394853	0.689360725811	0.704216333362	0.75113024791	0.741037072461	0.737515435153	0.713171796838	0.731062886899	0.723245950758	0.691619604783	0.767242112869	0.75116310027	0.752604221078	0.762360407768	0.697852889165	0.731344640055	0.69432900757	0.638148875452	0.704471703115	0.729666286707	0.715327021046	0.666883248589	0.715150469358	0.613614255574	0.697152709101	0.747129954757	0.727419756573	0.678270762194	0.70478737705	0.693951024126	0.593518290961	0.616617258273	0.600428176006	0.639328026501	0.702368263986	0.700635075904	0.665192112074	0.562687625067	0.678924047862	0.587112492516	0.633652053237	0.567775229317	0.556108684445	0.708209864065	0.617147176725	0.597809567374	0.62868295802	0.666272941963	0.598815499028	0.604838287235	0.704763016223	0.623571219617	0.621165757808	0.641738688481	0.627054541431	0.608149620478	0.582544067095	0.57536322616	0.626042393746	0.596329134478	0.57782264925	0.615200676259	0.659840410044	0.671897441319	0.648381073294	0.624573274502	0.683245408337	0.594616940778	0.617984222298	0.635983287617	0.629721980459	0.574252020008	0.611965814648	0.69423634677	0.733435376521	0.710780234667	0.692870740742	0.71609836957	0.652813342283	0.66393059478	0.737674874869	0.681495417226	0.735669114305	0.598800910907	0.707423099434	0.715248805754	0.758695164856	0.724232510874	0.698235226129	0.728269275205	0.670474985291	0.703121228516	0.70387647265	0.75862070849
CS.129	0.594786419393	0.621799753081	0.644195330111	0.600981538607	0.606380860117	0.596876547525	0.612401384492	0.596273978887	0.579842546963	0.601125002863	0.591195156831	0.590995120681	0.613538956846	0.621706734676	0.605629544268	0.620236830693	0.629784589826	0.595972255257	0.678443340059	0.564923451812	0.611417682125	0.611233463928	0.613707562147	0.634041530976	0.67964896626	0.583659691536	0.636903156734	0.694152730475	0.7204180314	0.60377491155	0.592107650892	0.630350209605	0.585640880141	0.586733567552	0.576887938453	0.58837707282	0.664610101541	0.682117592216	0.613745431038	0.595755747305	0.559150737885	0.60854307873	0.642469314924	0.576651183771	0.682610993412	0	0.578597437648	0.572373942419	0.552374079817	0.533309923036	0.637505646212	0.553016706158	0.538399109503	0.589003985503	0.531484614695	0.560642218464	0.561797320764	0.566031808121	0.565299715985	0.56927849945	0.700126527154	0.603453878033	0.597058068818	0.593936631487	0.612825354521	0.573056821138	0.629492270016	0.585444591446	0.577593062181	0.60353297126	0.591587700972	0.600147325988	0.637633014429	0.619822196404	0.582051368742	0.595534690853	0.611677715529	0.610684741507	0.594689120374	0.615075452524	0.584061278632	0.637885218748	0.599692922402	0.577584478805	0.61989997834	0.576481381635	0.603498047707	0.605159033979	0.590245742531	0.613416321164	0.570662547212	0.558004728867	0.661396451102	0.579841356432	0.552656058036	0.587139400195	0.578169536356	0.582666313826	0.566897975567	0.635032846655	0.631104961579	0.566046980153	0.587235897614	0.579567062544	0.680402121899	0.559459326412	0.584981859415	0.68372484952	0.603426809332	0.617765559979	0.701413649553	0.63353772931	0.664940978019	0.644706173092	0.596264066083	0.653997733222	0.662186236238	0.572194378127	0.647435036253	0.539304894993	0.590667891314	0.543815870711	0.620561978658	0.56084349541	0.60896012544	0.640462471979	0.722363045174	0.588810218779	0.606069803025	0.654044773223	0.591681047035	0.600426553692	0.582125726185	0.633804182661	0.665263371145	0.645947991899	0.578287942615	0.556528435199	0.538772709999	0.57859774893	0.612526790626	0.577421908054	0.572067232604	0.577351491587	0.628791100215	0.653755442023	0.626768893423	0.584551584254	0.623313961124	0.559493267795	0.604840952745	0.595261658176	0.603895478219	0.609005267942	0.623142704413	0.630217071127	0.602152716757	0.618683635711	0.588827370231	0.599825374479	0.612253881704	0.610375993576	0.596265052085	0.586083342438	0.594386008583	0.608431098536	0.617785284488	0.602997152332
CS.214	0.628048608948	0.584976202141	0.690158274116	0.650775460045	0.670786719856	0.639859464406	0.628315894859	0.628128140792	0.673171045756	0.668551179526	0.657769126386	0.584108381947	0.65950388959	0.641379084465	0.604911810605	0.573287272073	0.650440763118	0.643796946922	0.643511652339	0.575443329665	0.655856326824	0.65578394896	0.617754764406	0.575025352362	0.646617396533	0.573547873057	0.636437348267	0.577398790203	0.671959717131	0.60439138971	0.603830227935	0.578185145775	0.567382175378	0.563115906541	0.506653209633	0.551430151619	0.671079577249	0.64280315834	0.625792626503	0.605753690794	0.601323200639	0.589934760754	0.611210651875	0.578591541338	0.605600213306	0.578597437648	0	0.543194822952	0.560470515262	0.568025055059	0.574256401535	0.549772263423	0.532802079836	0.58467676924	0.53959537623	0.579131830813	0.569056538753	0.530389217369	0.558217422823	0.560562926655	0.64808793038	0.618724731853	0.664709546161	0.590010711583	0.5883550481	0.60335261147	0.604859989533	0.625559206846	0.594441175916	0.575828367155	0.583506504621	0.62240838211	0.645524852459	0.605250638552	0.601282838425	0.62362486188	0.604855722311	0.664699369532	0.628053490982	0.662036376197	0.622554744648	0.637548213209	0.637798434792	0.62521121373	0.675155993759	0.685554766901	0.664075166862	0.657922575584	0.631437782736	0.654273068267	0.589161639162	0.620624606307	0.6576115145	0.623392305374	0.640272316373	0.618963328591	0.640173189499	0.572318994149	0.607262555728	0.663286903773	0.662287420321	0.593248801158	0.634639263552	0.618925012726	0.600465545397	0.531035603907	0.561428031825	0.634537957756	0.592480870778	0.625857924861	0.679086086221	0.549544476617	0.713969883656	0.524478053433	0.537964464409	0.582176259958	0.647213905519	0.647216133751	0.575319009345	0.504926253292	0.604902121065	0.568047658786	0.522832010573	0.509424192278	0.606025041017	0.563670891137	0.649315341126	0.629797672724	0.589416765886	0.64421104819	0.547088382094	0.535589405594	0.573007425234	0.568145312025	0.596038986375	0.613637582726	0.562875086478	0.545959097382	0.54527890318	0.535580725061	0.594771618846	0.588975877879	0.513103294413	0.554991238351	0.605154199497	0.653461635718	0.578383041491	0.599611245014	0.647484880053	0.619188434605	0.6450430131	0.648855615316	0.571889395326	0.633753515654	0.645797108706	0.61726793605	0.633253820489	0.611764069652	0.625630599244	0.612214062847	0.682150603547	0.664973790177	0.633937161048	0.641024518516	0.603646491726	0.597041834836	0.654537885504	0.65172480256
CS.147	0.635693635669	0.573978393442	0.65915554456	0.66990029022	0.686072827458	0.652611312132	0.55730589417	0.637054233001	0.677120753673	0.6926439805	0.686398358235	0.596222944799	0.688781028526	0.648355647868	0.626326783596	0.548071658145	0.651009729519	0.670190920188	0.594119927913	0.58204764777	0.656579910898	0.675829247534	0.669044780418	0.607804533407	0.624313380286	0.500548385173	0.662244623089	0.668983254762	0.649739816121	0.586613014816	0.548799639965	0.528469150911	0.563600094838	0.473771774746	0.559798016002	0.480804526923	0.65332186354	0.637367086596	0.598004296234	0.632651911689	0.617103788518	0.5008025496	0.607048047375	0.568380242013	0.583494043193	0.572373942419	0.543194822952	0	0.533288497343	0.501800145764	0.559447134903	0.520863577653	0.505430285294	0.55952056759	0.487955571469	0.51465109525	0.559586918182	0.510892384458	0.545223786546	0.5535937385	0.690304834631	0.641520559728	0.66673707219	0.618873599525	0.544938295167	0.610729266909	0.644193863588	0.587677412587	0.595697772666	0.564692484862	0.606803935843	0.648294203458	0.579810631366	0.573890519672	0.583990370634	0.652887227646	0.634503387393	0.686329404278	0.649634130316	0.683526727898	0.629138576286	0.658941501708	0.667211981816	0.628975995474	0.693513072752	0.681098034681	0.694817906016	0.671790145075	0.652362220881	0.66773736887	0.623127495627	0.587039855712	0.682122983643	0.663308498599	0.644762405872	0.643961460503	0.62699417533	0.586602788624	0.641455948217	0.66872262707	0.684310283641	0.616018630169	0.621796942873	0.621009156561	0.632901701622	0.513810262703	0.505719552259	0.614822540472	0.620275220237	0.654418359546	0.653541674604	0.567157944203	0.678922911603	0.603542935017	0.567432127218	0.569469004009	0.589072944317	0.662443692383	0.592840811971	0.526268137587	0.583211319913	0.564199515591	0.540712302734	0.506508306733	0.642782123558	0.625070373314	0.636738056466	0.603612548331	0.592936268801	0.552774161102	0.493751645263	0.504378723901	0.496228949835	0.574235411692	0.573622239636	0.572667181189	0.526378668899	0.558182633471	0.509681908413	0.48010724909	0.638590083775	0.529489176708	0.513433041631	0.531410143949	0.611061162198	0.607627903188	0.597372959226	0.625863009605	0.661100795084	0.624333817932	0.63804320367	0.657241628873	0.603510135993	0.642726328599	0.664879671673	0.655447385521	0.673463877077	0.55342687253	0.632883843538	0.634872795163	0.690998264036	0.684026037714	0.639320152769	0.654185198682	0.63633443912	0.62615798276	0.680410066725	0.668229417845
CS.349	0.621254737354	0.577915825452	0.597935201422	0.661795399528	0.669834755977	0.679260123098	0.60544370226	0.583324663164	0.67746793757	0.654263379857	0.646738163349	0.559475619519	0.673628871517	0.6830024052	0.617114720103	0.614951033508	0.668720658825	0.650593387502	0.641986972762	0.613256149039	0.668600700609	0.66435187443	0.610558892605	0.562098902571	0.683442809818	0.540497371763	0.650620571318	0.706702994433	0.71315402802	0.538190868576	0.568774206525	0.598581825474	0.564050367011	0.544363629892	0.576949281329	0.541710097131	0.666017701358	0.684892934282	0.603293235785	0.54640552672	0.561085319011	0.600366563216	0.657767967742	0.555876273075	0.660601599926	0.552374079817	0.560470515262	0.533288497343	0	0.528828161146	0.575884106209	0.465733216242	0.454152092503	0.490888678618	0.475837075502	0.55803559528	0.543171808225	0.457512272489	0.481484235148	0.446812259239	0.715341705891	0.579460037966	0.636221574128	0.603963493412	0.579761512266	0.554368115189	0.602468461059	0.523748038121	0.548897237829	0.533508255384	0.587510870664	0.628832706584	0.620180758011	0.607662908593	0.518370890291	0.633803862689	0.597320589342	0.637933655368	0.610925010686	0.643920060661	0.635947785207	0.615192419671	0.650472727991	0.601382527407	0.64800901575	0.660662581733	0.640645918243	0.618446817255	0.636261226253	0.641156935332	0.594994773666	0.602267218363	0.715883439471	0.612533308511	0.610266740254	0.671993830117	0.621137093855	0.601320073618	0.597270123632	0.664188636155	0.686500844496	0.639744692092	0.629825886301	0.614842581734	0.695877067227	0.516336574197	0.501135127614	0.700875814195	0.629193043634	0.618613750696	0.677998520766	0.651883049835	0.713803120369	0.602798016056	0.541650060407	0.6013603042	0.656978178665	0.650952749061	0.62587035628	0.504050429508	0.613795991525	0.503967011196	0.616246886555	0.496859728011	0.628818073644	0.659433818936	0.700489664087	0.620855757114	0.618901195218	0.642244432016	0.510922458672	0.489014263044	0.542859707029	0.624165048638	0.633965909301	0.653541813663	0.462065228699	0.48938233888	0.489862803435	0.52869293421	0.590358402437	0.545079640115	0.49744317128	0.471916737426	0.61894296031	0.635754196888	0.607314887068	0.610548892943	0.621781402892	0.570716132052	0.629209896771	0.621808910997	0.583117682653	0.63933938517	0.606197031661	0.627486221081	0.647088039166	0.583831098247	0.625324480499	0.610865038763	0.665947954969	0.685290887458	0.668241460377	0.649338771917	0.62548336296	0.622237062479	0.674105874307	0.633971031646
CS.256	0.644260017945	0.580880283901	0.655626671446	0.661719424046	0.697967297007	0.662934318616	0.581864939788	0.628997490388	0.668875486062	0.692719441078	0.686794268237	0.593016911055	0.682515451505	0.677616082149	0.623020847051	0.582921150407	0.692756921282	0.6656930415	0.596230821638	0.604941359213	0.662248213891	0.672804059034	0.658711943148	0.607411866006	0.610475830094	0.531025946562	0.690406155184	0.698811730978	0.683232655893	0.583393481467	0.54631413856	0.546723656898	0.572940959002	0.537631198048	0.588722371339	0.501264324366	0.656246889406	0.619532150696	0.618684957859	0.623555280969	0.597439978301	0.536071597367	0.624294471614	0.539093745794	0.633387847725	0.533309923036	0.568025055059	0.501800145764	0.528828161146	0	0.576477376661	0.500925314374	0.492712809159	0.563477414658	0.4878907985	0.506403181559	0.509916447606	0.489638988277	0.548958826232	0.531115737678	0.72902715219	0.61406846559	0.668187556445	0.64820619101	0.566473957433	0.611917518599	0.640740116466	0.58611005054	0.580331880345	0.591414965966	0.640087546727	0.660192480697	0.562470826638	0.608224763345	0.597571757867	0.664992020491	0.631627703955	0.672403355409	0.646073379072	0.698871049414	0.622206130367	0.654811026679	0.688237314631	0.617453038602	0.671596787226	0.680125272484	0.679802223072	0.659434931328	0.659272647886	0.651498288513	0.617508877496	0.560621828121	0.717674914849	0.665207069435	0.635167175188	0.676044545438	0.624077035494	0.570379649544	0.641055556699	0.674305606931	0.687032333876	0.639143118872	0.628519970833	0.636211057967	0.674609981047	0.509062251729	0.497268159759	0.661231127623	0.641703003598	0.669887129686	0.637038500177	0.625776147243	0.714675895408	0.631010580475	0.574793419086	0.613607413962	0.598673790624	0.663884132228	0.652171320156	0.539036256247	0.587736730593	0.533441375096	0.60591594499	0.512317909698	0.668376148306	0.651125265264	0.650323386338	0.605960774678	0.630204285918	0.556146359455	0.492973570269	0.50701495131	0.460703540422	0.636757561399	0.616092135689	0.619387853315	0.481626556839	0.554888579114	0.499586824418	0.545218833357	0.606388400648	0.551717882608	0.487194664725	0.528125027212	0.633149846571	0.635339948386	0.624817603437	0.639357241798	0.677241951296	0.617945564273	0.646896926423	0.655451481125	0.613625705443	0.665031946951	0.657754624821	0.665304487273	0.679731666656	0.55047699425	0.631531781029	0.639673475539	0.686680126073	0.67288801982	0.676616861884	0.643079055144	0.65374406502	0.624181145998	0.681035197519	0.657639259291
CS.369	0.714343191545	0.622624559083	0.674115135316	0.769965886015	0.744142086301	0.693456193813	0.627277305063	0.700718599015	0.705579161521	0.731970680842	0.738382034251	0.677792776556	0.773653437685	0.718540965444	0.727971421239	0.592310945524	0.674291992569	0.703895193731	0.611739520499	0.628417592505	0.659256331444	0.709682459922	0.671495986168	0.694068885198	0.617323555826	0.611522136226	0.708573156847	0.676290586207	0.645403042077	0.688268233761	0.609330291392	0.626278784381	0.59681921216	0.583191203692	0.650659132788	0.595887364137	0.643340187216	0.661026182424	0.605841429958	0.732394708254	0.656383692532	0.593378764052	0.618795490006	0.6088558002	0.630097853748	0.637505646212	0.574256401535	0.559447134903	0.575884106209	0.576477376661	0	0.566826862797	0.595568366411	0.605328962834	0.573898814778	0.607102827481	0.560089743196	0.577762851903	0.574021469073	0.562648361493	0.682597990721	0.733029512229	0.696443421435	0.717349799574	0.610945204287	0.708003936195	0.701005577382	0.665039769291	0.677924145092	0.663682061884	0.705738348185	0.730993609337	0.611982577611	0.674913336259	0.679265422388	0.734825567902	0.70632639325	0.762548354466	0.739856547769	0.768830254807	0.744061507884	0.7290453493	0.720623160977	0.718222296523	0.775502208953	0.747682949815	0.752792988145	0.757931802277	0.76026486207	0.759232181763	0.699408674984	0.615978161296	0.735277836749	0.700231972969	0.687982550193	0.712255289447	0.678289201289	0.58792330511	0.725814949462	0.753994072594	0.768793951057	0.704657893614	0.704440940648	0.66159540126	0.666082546049	0.599992392413	0.580119254373	0.643961900725	0.695262185899	0.741714816391	0.691493770019	0.657448805333	0.663824927512	0.648901542801	0.622979049894	0.566294150546	0.612154421285	0.691300177579	0.626036418248	0.619260166644	0.579149439339	0.628329942315	0.609028116138	0.555872123114	0.741076804526	0.679843656613	0.652897077732	0.626207418926	0.613779496597	0.619661288706	0.578907300966	0.613091992725	0.552631301905	0.665536812033	0.569175576774	0.577576525754	0.584384029472	0.656371528152	0.613282784398	0.612995178475	0.630352041252	0.619425265067	0.516691492543	0.589762532084	0.724854738975	0.622428476551	0.721889223262	0.717447352188	0.755994059843	0.725222163461	0.739750877484	0.703618046909	0.683566629565	0.735312447895	0.74780874948	0.749679567255	0.754681043319	0.671075387242	0.726948126932	0.74295016787	0.764741489328	0.774530357296	0.73579254385	0.760384429037	0.727728318939	0.738414138849	0.767625315392	0.755841743175
CS.181	0.624051116915	0.573622849655	0.645512648651	0.643882235798	0.674331396128	0.649691031141	0.583153933491	0.599497505674	0.674182741062	0.662520082547	0.653620727223	0.578035281378	0.658846560033	0.679910419302	0.616703352446	0.588253770365	0.671115268523	0.655022884572	0.646853866613	0.60216049676	0.668102233665	0.666596916753	0.614315662505	0.584872795584	0.667499428825	0.53192733533	0.673089168912	0.688173822439	0.69740234103	0.571344138455	0.565688938563	0.559411996193	0.552410901412	0.534425271689	0.5776475367	0.514223849193	0.654724620059	0.646441016666	0.603990596792	0.58301376751	0.571305940509	0.592779707635	0.635134960915	0.537724431742	0.636218016544	0.553016706158	0.549772263423	0.520863577653	0.465733216242	0.500925314374	0.566826862797	0	0.477199449058	0.528930844935	0.475511763276	0.538908166086	0.549051174917	0.470801383221	0.522393191527	0.49912136736	0.723529655271	0.606474953841	0.643329001429	0.60627973024	0.575955620866	0.608415444893	0.607697933711	0.570028156353	0.56678217865	0.583912888609	0.595624221042	0.62399114664	0.626628086605	0.592976347073	0.569240861486	0.642333267239	0.613107732638	0.649528080747	0.618729131605	0.66842782986	0.609453079064	0.638002374839	0.654859637879	0.615784874798	0.648215053612	0.653148844122	0.665733861367	0.619845388741	0.632467212236	0.656819550844	0.603911072572	0.581047360745	0.699227839152	0.599574231859	0.608664266669	0.648229051703	0.633952176208	0.579683125058	0.616935127028	0.653463463508	0.656128817872	0.62157459477	0.614468039013	0.600103359872	0.675345161657	0.502300487134	0.52814922624	0.672459202542	0.6082294965	0.614693838158	0.652846857454	0.629744787204	0.702226766051	0.610494193058	0.547794584398	0.61790894333	0.629925001931	0.646864836561	0.630387338725	0.533578039545	0.584056059237	0.52020280033	0.592274580056	0.494638339656	0.624640110435	0.681169318872	0.68003224931	0.606001291567	0.593108891978	0.617682854665	0.514205490984	0.516156343001	0.52793599338	0.639570929532	0.608306596432	0.644884281628	0.511390288569	0.521634321104	0.521636610817	0.5396925943	0.593418712635	0.574790836638	0.505277095534	0.483986518414	0.624634697919	0.64024133935	0.617287708626	0.614663123843	0.629592903697	0.604091374301	0.646677755827	0.611901418657	0.594989559273	0.62920382979	0.634614346638	0.638062460292	0.648757012336	0.603497465653	0.597371305818	0.609830054332	0.670233869924	0.678210182492	0.648503601553	0.63895637594	0.620884958704	0.602047301129	0.663422824912	0.627086390727
CS.182	0.594311639273	0.583622127646	0.631935637434	0.610717754627	0.644927917677	0.653053773984	0.595569404944	0.539240374613	0.646066424678	0.632497366088	0.619775586139	0.546562678686	0.625841423718	0.666298486257	0.573350389788	0.588084224416	0.664262720673	0.646976873859	0.66686978894	0.607726947279	0.670172464551	0.659368625561	0.586357117275	0.520440121001	0.684469786089	0.447264122493	0.628523895305	0.670600546451	0.717775040965	0.505787990997	0.576709983524	0.581237845562	0.545912854191	0.537857100053	0.56822215083	0.490262326011	0.649329958272	0.678217905404	0.601314267677	0.542743767256	0.518044528195	0.570059882042	0.659789183647	0.53167679057	0.632223022704	0.538399109503	0.532802079836	0.505430285294	0.454152092503	0.492712809159	0.595568366411	0.477199449058	0	0.463012859883	0.478461918211	0.56075553385	0.567979325431	0.450068026346	0.493239296226	0.521188021696	0.702187970461	0.555651838468	0.636879133024	0.563612017959	0.582105396857	0.546345932669	0.558590753126	0.500619057633	0.527405789565	0.518431216994	0.543406159484	0.576349693398	0.637033234703	0.561599485972	0.516075511213	0.574847063378	0.559554854543	0.596868372488	0.564727536869	0.610750797527	0.577804406844	0.58178847087	0.607753568522	0.58182673121	0.609312873443	0.625620333011	0.596303141657	0.581641526873	0.590580392977	0.60911536464	0.546470165252	0.593703624139	0.706710387461	0.567964279675	0.577539277151	0.652314146881	0.612005775442	0.573533517306	0.558559283244	0.617623643221	0.654604875475	0.600340713359	0.590930783352	0.599129970373	0.664093510399	0.479561807897	0.513340822418	0.666638720829	0.618628791592	0.590572180482	0.694966115195	0.616446972365	0.717592913598	0.589772569296	0.522288634938	0.618510096818	0.675546886428	0.627737847386	0.61073443547	0.482405295217	0.598013943022	0.490512011009	0.599260945459	0.472929495732	0.603369191038	0.620971826045	0.711973887659	0.603041500824	0.608093214058	0.656484715534	0.502840449056	0.49902937907	0.545694755159	0.623248874457	0.628924832419	0.664345000576	0.494701424197	0.476348358042	0.495087556571	0.486753281391	0.611972662166	0.56107538419	0.501994129154	0.491042028508	0.584518356949	0.622184384256	0.55539073572	0.592563665464	0.585499046059	0.541089280975	0.616827932463	0.586190592917	0.540722781662	0.602331792136	0.590320942768	0.605825545649	0.608299248651	0.579206688983	0.586350414981	0.553509620577	0.628010461394	0.649562880249	0.613320819998	0.604357077227	0.548079399393	0.541689205299	0.629734837333	0.58648652143
