CS.297	L.011.M1	L.005.M1	CS.172	CS.259	CS.098	CS.313	CS.174	CS.002	CS.017	L.022.M1	CS.257	CS.059	CS.280	L.036.M1	CS.371.1	CS.161	CS.269	CS.155	CS.334	CS.305	CS.229	CS.062	CS.171	CS.377	CS.076	CS.290	CS.050	CS.381	CS.366	CS.136	CS.232	CS.282	CS.374	CS.126	CS.213	CS.236	CS.292	CS.376	CS.378	CS.128	CS.380	CS.041	CS.375	CS.205	CS.359	CS.182	CS.385	CS.323	CS.178	CS.372	CS.395	CS.181	CS.254	CS.256	CS.148	CS.183	CS.177	CS.166	CS.389	T.CS.082	T.CS.007	T.CS.089	T.CS.080	T.CS.076	T.CS.069	T.CS.035	T.CS.085	TFS.024	T.CS.071	T.CS.041	T.CS.023	T.CS.012	T.CS.056	T.CS.052	T.CS.160	T.CS.147	T.CS.139	T.CS.178	T.CS.180	T.CS.129	T.CS.097	T.CS.124	T.CS.153	T.CS.118	T.CS.144	T.CS.121	T.CS.100	T.CS.119	T.CS.114	CS.088	CS.242	CS.087	CS.082	CS.356	CS.015	CS.006	CS.238	CS.246	L.034.M1	CS.103	CS.085	CS.110	CS.241	L.024.M1	CS.044	CS.151	CS.330	CS.113	CS.189	CS.358	CS.311	CS.304	CS.207	CS.338	CS.325	CS.078	CS.150	CS.336	CS.234	CS.320	CS.339	CS.318	CS.361	CS.223	CS.227	CS.163	CS.080	CS.331	CS.194	CS.321	CS.319	CS.343	CS.112	CS.158	CS.370	CS.270	CS.145	CS.262	CS.390	CS.253	CS.393	CS.326	CS.255	T.CS.055	TFS.022	TFS.025	T.CS.031	T.CS.049	T.CS.045	T.CS.061	TFS.020	T.CS.064	T.CS.036	T.CS.026	TFS.021	T.CS.066	TFS.027	T.CS.008	T.CS.142	T.CS.141	T.CS.157	T.CS.095	T.CS.158	T.CS.109	T.CS.151	T.CS.166	T.CS.152
CS.205	0.667130920372	0.661169181163	0.702912691442	0.68016731229	0.678307828306	0.734275780706	0.71358531448	0.688377068182	0.705665213974	0.706554622154	0.748240360492	0.706015462615	0.69595500564	0.712662869223	0.702895557865	0.610646423089	0.577815403871	0.629018819967	0.624803625679	0.574086944668	0.677659284649	0.602268636534	0.674619543727	0.706029742644	0.599799352095	0.637714484645	0.510342224811	0.709691466233	0.645561910333	0.527027755876	0.610503083907	0.674268245314	0.523298972232	0.559066578851	0.628550895092	0.543388014563	0.699705501156	0.630707274045	0.543462679948	0.634356453207	0.600983627204	0.642859469101	0.665747177533	0.590948393799	0	0.585566959666	0.581237845562	0.580831065539	0.536318532739	0.66061599636	0.583188711583	0.638565133657	0.559411996193	0.582192972507	0.546723656898	0.589159732981	0.591258773491	0.580381452257	0.605172611144	0.559620972746	0.678269174589	0.584433150637	0.63298673204	0.626122543426	0.626951799	0.61009129469	0.649630460867	0.658761401006	0.663985210906	0.661206638352	0.668019619528	0.71968605296	0.633967798749	0.694370424065	0.590013915136	0.713521310127	0.726210207023	0.724920564007	0.696974254317	0.722722470321	0.693919929405	0.727993730048	0.725225460818	0.724748811809	0.591051852355	0.699781121888	0.680693806343	0.735362815251	0.743904563561	0.736007044345	0.686882474082	0.685778643075	0.689572844122	0.707365565279	0.622337549079	0.739698130858	0.668878410664	0.681128908936	0.655324317956	0.641731283791	0.679975549346	0.701813797554	0.623370114274	0.712103837966	0.714107515548	0.662616257236	0.6410058035	0.536639431001	0.660536109816	0.619279282829	0.548590145619	0.665878997208	0.677739532908	0.58416691761	0.637424503819	0.598510671018	0.677057459427	0.635822384446	0.624582111947	0.629922530722	0.573926626493	0.611747500548	0.488963710088	0.596728556432	0.551733487482	0.596728787082	0.638072943171	0.652316304351	0.600003882605	0.507861384942	0.666798634374	0.532529397739	0.517393129484	0.630305417872	0.631488596466	0.598910777087	0.573930889421	0.608411231535	0.604831565215	0.585367315984	0.605419171078	0.667782941991	0.577714192053	0.583800090098	0.658106998764	0.711748798252	0.59678274544	0.663276839507	0.568698592535	0.675327529858	0.624474041156	0.702385164949	0.672956164083	0.715262898703	0.622977392142	0.66810667145	0.717920826878	0.670768641962	0.616164894054	0.683326874632	0.699527870899	0.703473977394	0.730440845146	0.672268845771	0.711993039235	0.678068647796	0.67185356603	0.664473484453
CS.359	0.71983861198	0.711875116877	0.755347404345	0.685982030547	0.718882293262	0.766046729035	0.737695658436	0.738167456983	0.707150051703	0.75004574791	0.750431867268	0.726438231947	0.724027699755	0.726781112277	0.74517673575	0.667952744659	0.602381741437	0.578748695546	0.675997791758	0.608504538964	0.722003748653	0.665817525031	0.702210405555	0.703174406554	0.614688669015	0.626970135065	0.622547219405	0.707684095418	0.675500150702	0.590858875683	0.655794664639	0.684949538619	0.597616099466	0.616323269965	0.667617626856	0.583665798247	0.690745458632	0.643169188257	0.585235149916	0.608404301006	0.66078764075	0.718452936834	0.678355143092	0.648291927414	0.585566959666	0	0.605818780436	0.618469486509	0.60791116768	0.691360674793	0.621624384711	0.645520728794	0.616253231128	0.620375864154	0.6080061751	0.627669590367	0.615928187566	0.591544605754	0.649060374141	0.55016207043	0.724324010711	0.625488442957	0.68474200828	0.69455027358	0.672694369086	0.681374443452	0.697010924826	0.709296775507	0.716344354164	0.723779981691	0.71931083279	0.695103484432	0.682155867137	0.71245210619	0.658869761618	0.747429693649	0.75165803222	0.754299867687	0.723890859759	0.698247843222	0.722760195586	0.753447269079	0.724182504753	0.727998314519	0.646870392332	0.761491903769	0.713307304001	0.751706896156	0.7351148916	0.741731881601	0.708328894844	0.719969932103	0.683405704127	0.723172734093	0.648251852844	0.760426662596	0.680561864455	0.664310579136	0.671604538546	0.716562350564	0.693432673242	0.70291112798	0.662885424893	0.732936637364	0.713072255453	0.693819012314	0.669147083879	0.590549263471	0.710188676139	0.615774069235	0.597262720574	0.700963577494	0.669405735173	0.591294799239	0.653307902022	0.667249285798	0.711010619027	0.646991123114	0.66017018533	0.597021186006	0.599975734482	0.63352645553	0.593850805702	0.649448075357	0.572638672514	0.628222264953	0.615249091757	0.648853025252	0.656434465938	0.61729896801	0.694832057692	0.584761875524	0.604620966066	0.656728265714	0.651075234053	0.649866197059	0.613555999765	0.645779927277	0.622523563623	0.60379332986	0.567936156412	0.718272900734	0.573624785381	0.616379609626	0.710540112392	0.74091560637	0.677348341226	0.726382911055	0.629973702372	0.703498672923	0.68847569578	0.739816347179	0.705617493358	0.704304469015	0.639382821259	0.731367106538	0.719835873418	0.734732114594	0.699937463981	0.724052400227	0.749821624599	0.708835581795	0.750644227189	0.724800982651	0.732748033794	0.711849351063	0.709451466676	0.693291157777
CS.182	0.57780999529	0.57604000829	0.641920162799	0.633013533673	0.589094822333	0.60339492013	0.582671170378	0.594428052272	0.589028554386	0.646849261636	0.63024437966	0.646066424678	0.551525284306	0.610717754627	0.599266858837	0.583077119561	0.588084224416	0.680298411073	0.493873359637	0.570395977807	0.568213588929	0.546499497613	0.59236406174	0.623417409623	0.502467493519	0.600627813002	0.532719992056	0.670172464551	0.499357998065	0.62440782181	0.545912854191	0.518044528195	0.536379851773	0.576709983524	0.47176658191	0.570059882042	0.649329958272	0.53167679057	0.537857100053	0.659789183647	0.495975608191	0.542743767256	0.601314267677	0.56822215083	0.581237845562	0.605818780436	0	0.472508747524	0.422433776752	0.529089627077	0.450068026346	0.493239296226	0.477199449058	0.478461918211	0.492712809159	0.567979325431	0.619944494796	0.56075553385	0.521188021696	0.486753775543	0.599018275002	0.561599485972	0.516075511213	0.570497385145	0.500619057633	0.4931926759	0.543406159484	0.567006061577	0.583066208064	0.555651838468	0.570243907803	0.702187970461	0.650794431165	0.680993722175	0.531323175422	0.581641526873	0.623714082785	0.596868372488	0.564727536869	0.607753568522	0.58178847087	0.610750797527	0.586478915914	0.595390316815	0.449156319727	0.60911536464	0.559554854543	0.62098234792	0.599413195051	0.625620333011	0.706710387461	0.558559283244	0.652314146881	0.567964279675	0.664093510399	0.675649610617	0.600340713359	0.590930783352	0.546470165252	0.612005775442	0.599129970373	0.577539277151	0.593703624139	0.617623643221	0.654604875475	0.591877968973	0.533767376402	0.530598411647	0.616940157018	0.578536604534	0.675546886428	0.618628791592	0.637448787863	0.603718120711	0.532306532768	0.694966115195	0.638934560014	0.531295429135	0.522288634938	0.61073443547	0.464852144859	0.623248874457	0.502840449056	0.599260945459	0.472929495732	0.711973887659	0.608093214058	0.576183324903	0.490512011009	0.656484715534	0.603369191038	0.49902937907	0.552343889806	0.598013943022	0.603041500824	0.494701424197	0.501994129154	0.476348358042	0.56107538419	0.491042028508	0.664345000576	0.611972662166	0.486753281391	0.495087556571	0.586350414981	0.590320942768	0.55539073572	0.592563665464	0.579206688983	0.602331792136	0.540722781662	0.585499046059	0.541089280975	0.586190592917	0.622184384256	0.616827932463	0.608299248651	0.596452161087	0.584518356949	0.629734837333	0.649562880249	0.613320819998	0.628010461394	0.553509620577	0.58648652143	0.604357077227	0.541689205299	0.548079399393
CS.385	0.65675932153	0.605058088593	0.704842100459	0.654398048907	0.660916616498	0.656857172632	0.661040140784	0.65619451293	0.628321441104	0.683758924307	0.678645479325	0.675779308509	0.622994555675	0.676175358319	0.654519561402	0.608103510646	0.586687511037	0.673058473595	0.568286855094	0.556853466354	0.605408098754	0.559898066959	0.632025577293	0.658098185305	0.481464513315	0.602461637411	0.544695029504	0.672748272891	0.527859297113	0.596136910849	0.535536646105	0.56973227786	0.537679167174	0.554429763801	0.549090606434	0.571417392074	0.639656001078	0.540593748726	0.559992381416	0.661734183527	0.504704617311	0.593335542773	0.60900501775	0.572754158318	0.580831065539	0.618469486509	0.472508747524	0	0.385125453301	0.573812582405	0.440364194985	0.467507750513	0.49213280632	0.473548324751	0.516367452567	0.59771962413	0.593259782298	0.580528940837	0.504584653374	0.508401953947	0.64047155	0.631367661558	0.560837201037	0.629118337683	0.554151485775	0.573652230716	0.569539060541	0.603509925165	0.631894581345	0.610513702886	0.605696839383	0.718092261011	0.655510712444	0.689007049614	0.578166402807	0.637344266095	0.667605825346	0.662441105825	0.612224068543	0.619177670396	0.63823468604	0.675345359384	0.646715727919	0.660857323517	0.555760959788	0.664539456719	0.61133058926	0.667667421371	0.652123826574	0.670275622633	0.72247856248	0.620774969255	0.669303166442	0.615464960884	0.6780944441	0.709287525016	0.642708925342	0.636406456081	0.589980277762	0.626412041289	0.622194092548	0.62777146602	0.60607554362	0.671986334738	0.697603419	0.633027488082	0.551088187356	0.526858819307	0.66277539033	0.608116504761	0.647828609669	0.643858756532	0.632265325975	0.585874457345	0.519210797875	0.694384888577	0.668104217512	0.579417383586	0.552684465441	0.634891616134	0.517530969357	0.628379792188	0.504809819393	0.589231225851	0.500395612468	0.686264256152	0.60093981914	0.585931551837	0.470134441557	0.640803345225	0.624064451012	0.487500252952	0.564655885719	0.602130647501	0.625231401596	0.471719041576	0.50530254807	0.501059846312	0.584326476583	0.493858406596	0.654321541616	0.589533356503	0.534810250252	0.510999399254	0.635998378147	0.636115533733	0.614271084668	0.638468857005	0.595296915414	0.660665430647	0.598793353559	0.646138223829	0.621284545961	0.637613446695	0.651903914551	0.659272852987	0.649458397297	0.653873071311	0.635897919645	0.706918645207	0.713782905394	0.68404420977	0.683551572102	0.621848319753	0.649359195165	0.677146127039	0.61579713254	0.63127148673
CS.323	0.624108407223	0.598803870453	0.67689599835	0.661528944187	0.637075714638	0.656699719792	0.654950268911	0.62139209323	0.619650916204	0.669255165928	0.669787203695	0.681686086323	0.612370472843	0.646941198934	0.635974230062	0.574570547823	0.581120980087	0.676566932887	0.541101677914	0.547674178766	0.579870495677	0.542892216599	0.628030321654	0.665865524382	0.467712239868	0.605860906731	0.512629569754	0.679794395686	0.515483739959	0.592888940365	0.546325581568	0.550079904992	0.514641308279	0.537793994684	0.520021364912	0.544239766909	0.645203113426	0.534544402675	0.513982706488	0.651638624631	0.481526501415	0.571051144272	0.608752806452	0.545000596261	0.536318532739	0.60791116768	0.422433776752	0.385125453301	0	0.545436191996	0.429270003644	0.459154304747	0.465055323569	0.44315447379	0.480466985683	0.561963807027	0.583685120451	0.543129046582	0.487411233827	0.493141283641	0.629686688699	0.597992529528	0.531110539498	0.59639700458	0.514560319823	0.530781228709	0.556499552589	0.593464327243	0.606348250117	0.577006831881	0.593701752377	0.722737561468	0.635377165398	0.681373603862	0.551347853016	0.618882578913	0.653081126904	0.639300664351	0.600431511703	0.651538580966	0.613123292471	0.661503366316	0.631065552919	0.644348737566	0.51131006603	0.649690220589	0.584583557855	0.661109409517	0.637185473032	0.66741502414	0.719418264525	0.597047865132	0.671608697234	0.614794843612	0.679992111063	0.713205582659	0.627724532416	0.628384598131	0.568762162683	0.621542559864	0.620769108958	0.630841432915	0.595824729886	0.658772828643	0.689549343534	0.612945744948	0.544364864598	0.513549584173	0.648289878366	0.593623719963	0.632878114183	0.638556786275	0.642798181165	0.581174834976	0.523952827565	0.692393160277	0.672521890929	0.57126846486	0.537403324941	0.617462494761	0.488268199236	0.601163426993	0.47376824118	0.582907763515	0.467356280031	0.680744741963	0.617996216531	0.583873445806	0.466175105027	0.617992528519	0.616996617433	0.458512542355	0.522684054679	0.610531135056	0.614494959468	0.455206122149	0.482655681273	0.473894699235	0.560841243221	0.483431428835	0.647450541808	0.59416325946	0.518722478041	0.465209545333	0.618043342545	0.610566244563	0.582895771358	0.608924501696	0.551386795329	0.633282332932	0.568926874384	0.618244578785	0.588316748783	0.632706589365	0.629210410906	0.637729117662	0.649141590314	0.622773425963	0.613590523136	0.682339370494	0.686256772866	0.656835430223	0.667990771191	0.597612262824	0.629444800511	0.643593569629	0.573797788047	0.610347842897
CS.178	0.56466320359	0.607194354674	0.622157450099	0.62358034509	0.569829563382	0.603463154071	0.605056525768	0.582689748439	0.614545221616	0.657107098251	0.626547133371	0.64246961159	0.576885990475	0.605482957557	0.560034780815	0.564034211181	0.64122844591	0.71891049932	0.565740064759	0.623162487694	0.563968243403	0.585373954275	0.593036059107	0.633567675679	0.578703940942	0.623548774622	0.603662702179	0.662510130642	0.525202190222	0.670690775417	0.597028158913	0.550788693783	0.634257580558	0.636567852215	0.519239036614	0.630673489176	0.680177088844	0.570762707039	0.606650125312	0.651433007911	0.537694807986	0.553773105495	0.615849662194	0.572830834834	0.66061599636	0.691360674793	0.529089627077	0.573812582405	0.545436191996	0	0.562449307443	0.561939581343	0.55023023754	0.543470174608	0.586981581786	0.615567110684	0.61868299801	0.59894560125	0.586083119371	0.568218551563	0.590024181545	0.617452022961	0.565452602294	0.564957899167	0.57922782338	0.545054751696	0.554592100087	0.58140843596	0.58533206218	0.571126204554	0.573045020656	0.680413609669	0.600426839168	0.634450808983	0.572060019153	0.598927900429	0.620535582807	0.618687110178	0.579313699118	0.619016739212	0.572519917611	0.596880226315	0.598354868697	0.595786840938	0.579948614876	0.596336803852	0.561683036348	0.618192611847	0.638939473929	0.626521393384	0.664583042989	0.55668892506	0.65412840304	0.595198194447	0.660602501262	0.661299957364	0.592082001936	0.614838798668	0.576825898438	0.612185705129	0.598245644537	0.603968532857	0.623136219053	0.624359700957	0.624773978473	0.596013537353	0.56369755131	0.582509696451	0.602613981301	0.61736349293	0.704642965496	0.595339311167	0.655448970719	0.64801497681	0.595246824377	0.706006761109	0.619119134119	0.539108089094	0.526613293283	0.633241494552	0.567697885001	0.634400462887	0.607802789819	0.612356560628	0.569138773424	0.725119987793	0.626419486413	0.603835675232	0.555653214322	0.70332192715	0.585834170226	0.613582778838	0.635985084335	0.603317341339	0.644301086141	0.559854253811	0.555863202099	0.540625712951	0.61715827937	0.581621731429	0.679420683777	0.603208747792	0.598255121358	0.587761537009	0.592816547322	0.553659639595	0.576882249167	0.583190168804	0.647037206293	0.606741756962	0.557705874071	0.577978282719	0.588060201685	0.604468514238	0.637234851958	0.600757147389	0.594511221316	0.580842245171	0.591639241377	0.615623318103	0.613463357612	0.60615590421	0.613252178301	0.567379228267	0.598522601423	0.597048490941	0.560134820633	0.54366864396
CS.372	0.63589330088	0.613464924256	0.682837467657	0.660132319064	0.63963334045	0.656219396809	0.664464781426	0.644969825908	0.593534434549	0.663404901101	0.676445651943	0.66732338331	0.614034609298	0.655362750828	0.62828910804	0.566980005819	0.578582019587	0.67892989635	0.54683390114	0.520136350223	0.604756629959	0.544022420548	0.618359969605	0.64375803084	0.497107799613	0.604572046571	0.520259271249	0.683593667461	0.534420667508	0.587104855443	0.570089403649	0.583664019298	0.53338972458	0.556102924514	0.538477690209	0.527116968101	0.629298614597	0.567810699943	0.499226032499	0.642111696549	0.484023929146	0.567074447401	0.589116644994	0.580148427837	0.583188711583	0.621624384711	0.450068026346	0.440364194985	0.429270003644	0.562449307443	0	0.482664966445	0.470801383221	0.456566323725	0.489638988277	0.538188988436	0.570125610092	0.547913353803	0.494379372383	0.501203901483	0.650204176453	0.598500666757	0.575513233665	0.6014469856	0.559275254239	0.560265646183	0.592398410483	0.60859024171	0.610648042348	0.603622388575	0.612292293067	0.728421118161	0.662255424271	0.670832469607	0.582850963642	0.643584759052	0.6690556165	0.652465039303	0.633846591461	0.648630174834	0.636072075141	0.663464978569	0.652580742966	0.661800893755	0.543384764256	0.638783315323	0.577249007062	0.655146773144	0.653942702396	0.677223744646	0.717093175144	0.598267709104	0.666297039455	0.63268770288	0.696527735957	0.681248941876	0.650841558098	0.626210056593	0.605675837031	0.61921417593	0.618271557872	0.633141961481	0.591910983334	0.656278051574	0.690323932197	0.621594110019	0.543071008354	0.522409691804	0.64037826615	0.627586142458	0.641592422456	0.636921274103	0.626879639113	0.603321628706	0.539223608622	0.69861238154	0.667336643654	0.57006733374	0.562258809319	0.618044158908	0.487700566294	0.634737484518	0.509211126583	0.60689669303	0.476599524337	0.673440063072	0.631208542831	0.591937423024	0.513484225204	0.638146594418	0.634146343788	0.486716450708	0.532358061111	0.585340822557	0.603613104229	0.444749209866	0.46856897816	0.516577611455	0.546074047157	0.484251901936	0.640802779645	0.590869672415	0.530436678053	0.479032194551	0.611489048495	0.636683479865	0.602902883296	0.620512378296	0.586827087519	0.657464583074	0.578141547982	0.639740761316	0.59789650604	0.651525730165	0.646246518832	0.656349673312	0.644419379215	0.643355422572	0.62546251145	0.6725491951	0.678499074336	0.670283806344	0.679180638299	0.622762669578	0.65479648907	0.642597175341	0.608283710876	0.629624874306
CS.395	0.647474767446	0.640414010088	0.6989052353	0.654624396648	0.640587610573	0.647579101368	0.663915555852	0.658507250444	0.576960609249	0.666953199544	0.669852657864	0.657689536875	0.609119911478	0.661849988245	0.624507443707	0.600720486016	0.60611449723	0.68748050733	0.591191235904	0.586890818051	0.611886924102	0.574884993575	0.617848872337	0.654022805414	0.514470716716	0.614419391459	0.546497904138	0.635715911742	0.547994800745	0.64375057385	0.558185043407	0.570923874149	0.589911004514	0.576316693716	0.551852840886	0.572443672045	0.640491492647	0.545637900652	0.585255203686	0.642763117029	0.538458231544	0.594544013193	0.601133643426	0.580881595719	0.638565133657	0.645520728794	0.493239296226	0.467507750513	0.459154304747	0.561939581343	0.482664966445	0	0.522393191527	0.469168967491	0.548958826232	0.584492383255	0.574332652262	0.556979570765	0.500099467383	0.539239744297	0.65120633381	0.649977401409	0.597119096225	0.617323334656	0.566835242781	0.604557099722	0.592763267145	0.637657290373	0.642977735933	0.625106892423	0.626239341347	0.713052886508	0.646807901386	0.672193613556	0.606920115709	0.651448096038	0.677418983	0.663735283759	0.625932616424	0.617065137119	0.631779213066	0.671637880899	0.638055118675	0.648008876551	0.575509853397	0.667120841716	0.625313392732	0.667669525627	0.639200623535	0.65947790903	0.72209360855	0.603556101904	0.684166906891	0.608027956731	0.688356563904	0.700717804991	0.642831643993	0.64678639951	0.598564541417	0.639193640335	0.599287310641	0.608684945513	0.613871335183	0.658933797992	0.711818482634	0.634689753619	0.567011718869	0.549353887946	0.661570476975	0.594284000185	0.66574529432	0.627815129947	0.631030588517	0.600413066518	0.51895610307	0.701037954631	0.689926032195	0.563214981886	0.578067675796	0.616209265469	0.537235813435	0.644444846133	0.555953481677	0.605868953348	0.512002225836	0.704730926395	0.614585024132	0.593618585237	0.502517213267	0.658826023758	0.651451180268	0.539006652597	0.575457274977	0.580761872955	0.617335405702	0.495582747062	0.530598628826	0.538535670263	0.578589561595	0.531098443486	0.644548091794	0.574730713229	0.55142258372	0.520106574349	0.649328288984	0.627373931964	0.643162702455	0.630228522802	0.616498188215	0.656161105064	0.614896824934	0.645803656992	0.620958244843	0.63701256944	0.650240597961	0.656894197356	0.66365957439	0.661067521667	0.654761319813	0.709636789197	0.698926569169	0.669051868924	0.683398673359	0.639109799103	0.655139588394	0.665797002835	0.614366575927	0.623600466438
CS.181	0.62522144178	0.604757228526	0.680689374552	0.639959050731	0.631133769864	0.65083577459	0.63559195288	0.622410202247	0.599912939757	0.666733727468	0.664021036002	0.674182741062	0.627266434298	0.643882235798	0.636153404088	0.546531773288	0.588253770365	0.657840424348	0.571273960567	0.557408474699	0.606618357633	0.547808990415	0.618997956216	0.659501300342	0.517502305798	0.576921667524	0.519771818125	0.668102233665	0.529414255242	0.594358455278	0.552410901412	0.571305940509	0.531011030339	0.565688938563	0.554247800749	0.592779707635	0.654724620059	0.537724431742	0.534425271689	0.635134960915	0.520335181702	0.58301376751	0.603990596792	0.5776475367	0.559411996193	0.616253231128	0.477199449058	0.49213280632	0.465055323569	0.55023023754	0.470801383221	0.522393191527	0	0.475511763276	0.500925314374	0.549051174917	0.58003460881	0.538908166086	0.49912136736	0.520219322183	0.630846065076	0.592976347073	0.569240861486	0.611771591916	0.570028156353	0.571338140136	0.595624221042	0.61234367421	0.615950109432	0.606474953841	0.615111892917	0.723529655271	0.656489568003	0.662295529607	0.571243086777	0.619845388741	0.653422562492	0.649528080747	0.618729131605	0.654859637879	0.638002374839	0.66842782986	0.642514403077	0.648226110495	0.547071020783	0.656819550844	0.613107732638	0.673380954489	0.659023073889	0.653148844122	0.699227839152	0.616935127028	0.648229051703	0.599574231859	0.675345161657	0.686828793857	0.62157459477	0.614468039013	0.603911072572	0.633952176208	0.600103359872	0.608664266669	0.581047360745	0.653463463508	0.656128817872	0.643555000407	0.56568972317	0.546381125882	0.651760712086	0.583614965776	0.629925001931	0.6082294965	0.629095351396	0.604881073434	0.545538827235	0.652846857454	0.644976941057	0.570385408666	0.547794584398	0.630387338725	0.500878028876	0.639570929532	0.514205490984	0.592274580056	0.494638339656	0.68003224931	0.593108891978	0.573823195481	0.52020280033	0.617682854665	0.624640110435	0.516156343001	0.561413932053	0.584056059237	0.606001291567	0.511390288569	0.505277095534	0.521634321104	0.574790836638	0.483986518414	0.644884281628	0.593418712635	0.5396925943	0.521636610817	0.597371305818	0.634614346638	0.617287708626	0.614663123843	0.603497465653	0.62920382979	0.594989559273	0.629592903697	0.604091374301	0.611901418657	0.64024133935	0.646677755827	0.648757012336	0.639717717028	0.624634697919	0.663422824912	0.678210182492	0.648503601553	0.670233869924	0.609830054332	0.627086390727	0.63895637594	0.602047301129	0.620884958704
CS.254	0.646650388618	0.612791627984	0.701113207025	0.658736921109	0.642491771328	0.672919000575	0.66133099871	0.648522793972	0.615882358761	0.681957413265	0.690353049928	0.667803169244	0.62828319214	0.671656590594	0.652646005796	0.58466864476	0.568574565124	0.671569565075	0.567248746933	0.507364547575	0.593234378539	0.54261964908	0.640240365028	0.677439728566	0.513907070777	0.598971976535	0.520632635769	0.676607872986	0.543025295524	0.592710769105	0.569933587274	0.590784754742	0.524299280625	0.540963196312	0.53228749643	0.556005613868	0.651295789287	0.534843443638	0.512665318812	0.638565050877	0.511052630505	0.600108389375	0.591023174039	0.564666180182	0.582192972507	0.620375864154	0.478461918211	0.473548324751	0.44315447379	0.543470174608	0.456566323725	0.469168967491	0.475511763276	0	0.4878907985	0.55020220141	0.525404579031	0.524959148271	0.493156337636	0.489518608783	0.653867518497	0.607219911396	0.572225675959	0.581902332705	0.553134120308	0.583979201497	0.623534439383	0.611844803493	0.606111050567	0.614686986881	0.616871471287	0.682933711201	0.617672392946	0.685490072111	0.596829010464	0.656636757088	0.693099268144	0.662897209343	0.651562074913	0.659104331008	0.646524486928	0.687426416841	0.659462024519	0.673285228167	0.545073128244	0.679075894288	0.618106330601	0.665780661495	0.671056318664	0.676973000659	0.708066463909	0.609134752369	0.666520739588	0.625384112282	0.65572157365	0.727764312317	0.639012116758	0.631842733164	0.603994185352	0.6133474534	0.623665725939	0.628918280108	0.577801125026	0.686856313931	0.686220150958	0.634803098765	0.570650365467	0.512468933123	0.66168316734	0.571393265331	0.608724661985	0.617796852946	0.632868797379	0.596588255397	0.527516423249	0.674096470732	0.657131649972	0.56305353352	0.567945067046	0.607189209394	0.505988594788	0.621238756343	0.499013299466	0.584614868049	0.474907510038	0.659765245672	0.624858894758	0.602678292159	0.493632465879	0.584609486984	0.647965653628	0.512834481736	0.537414136833	0.584395408073	0.614747716765	0.462152640021	0.481828575693	0.493763076709	0.528231306156	0.503816612274	0.622540610998	0.562772724129	0.526706137363	0.503060266544	0.642048531493	0.640877773634	0.607227999478	0.617998376008	0.579815680791	0.660127659772	0.591828304351	0.653937261092	0.612294356781	0.645179198521	0.619203683594	0.643193284871	0.677266287438	0.644353209197	0.617809014315	0.676190418016	0.678007641873	0.67085174825	0.689816138755	0.629669913078	0.666293378394	0.662591822641	0.606158172293	0.608429664265
CS.256	0.644057282619	0.621505076648	0.685941102076	0.673713364983	0.664769469104	0.680038941345	0.673698137899	0.659248922344	0.612335028066	0.672887166235	0.67913656023	0.668875486062	0.636536019337	0.661719424046	0.658677161535	0.590308022119	0.582921150407	0.697999159199	0.595445547843	0.506719146806	0.637952448526	0.577444935115	0.64848894477	0.672747875027	0.526096049503	0.609640658825	0.525860052644	0.662248213891	0.583874059097	0.572199915936	0.572940959002	0.597439978301	0.531858564394	0.54631413856	0.56491629721	0.536071597367	0.656246889406	0.539093745794	0.537631198048	0.624294471614	0.504281452287	0.623555280969	0.618684957859	0.588722371339	0.546723656898	0.6080061751	0.492712809159	0.516367452567	0.480466985683	0.586981581786	0.489638988277	0.548958826232	0.500925314374	0.4878907985	0	0.509916447606	0.563277787937	0.506403181559	0.531115737678	0.544004004676	0.674452448859	0.608224763345	0.597571757867	0.603271502284	0.58611005054	0.573853134192	0.640087546727	0.63043555815	0.629431765377	0.61406846559	0.624402385475	0.72902715219	0.643475296281	0.663203668127	0.612792777351	0.659434931328	0.682486929736	0.672403355409	0.646073379072	0.688237314631	0.654811026679	0.698871049414	0.67016614981	0.657691994216	0.559424159048	0.651498288513	0.631627703955	0.66987354621	0.680092356511	0.680125272484	0.717674914849	0.641055556699	0.676044545438	0.665207069435	0.674609981047	0.700840811511	0.639143118872	0.628519970833	0.617508877496	0.624077035494	0.636211057967	0.635167175188	0.560621828121	0.674305606931	0.687032333876	0.635141098601	0.614877482354	0.514521481768	0.665458481661	0.584849137189	0.598673790624	0.641703003598	0.677595220666	0.576457627311	0.553296269689	0.637038500177	0.666219984327	0.538469406109	0.574793419086	0.652171320156	0.460873556658	0.636757561399	0.492973570269	0.60591594499	0.512317909698	0.650323386338	0.630204285918	0.611688200109	0.533441375096	0.556146359455	0.668376148306	0.50701495131	0.520422889526	0.587736730593	0.605960774678	0.481626556839	0.487194664725	0.554888579114	0.551717882608	0.528125027212	0.619387853315	0.606388400648	0.545218833357	0.499586824418	0.631531781029	0.657754624821	0.624817603437	0.639357241798	0.55047699425	0.665031946951	0.613625705443	0.677241951296	0.617945564273	0.655451481125	0.635339948386	0.646896926423	0.679731666656	0.63809994805	0.633149846571	0.681035197519	0.67288801982	0.676616861884	0.686680126073	0.639673475539	0.657639259291	0.643079055144	0.624181145998	0.65374406502
