L.022.M1	CS.280	CS.257	CS.354	L.025.M1	CS.264	CS.245	CS.039	CS.091	CS.101	CS.011	CS.094	CS.092	CS.277	CS.172	CS.063	CS.305	CS.371.1	CS.301	CS.062	CS.248	CS.368	CS.229	CS.118	CS.373	CS.127	CS.040	CS.064	CS.388	CS.065	CS.282	CS.041	CS.380	CS.203	CS.232	CS.292	CS.375	CS.236	CS.125	CS.205	CS.213	CS.376	CS.374	CS.128	CS.136	CS.256	CS.395	CS.348	CS.183	CS.372	CS.386	CS.323	CS.178	CS.182	CS.359	CS.369	CS.214	CS.181	CS.385	CS.129	T.CS.028	T.CS.023	T.CS.085	T.CS.025	T.CS.001	T.CS.019	T.CS.050	T.CS.024	T.CS.038	T.CS.062	T.CS.048	T.CS.016	T.CS.020	T.CS.071	TFS.023	T.CS.105	T.CS.106	T.CS.091	T.CS.123	T.CS.092	T.CS.147	T.CS.114	T.CS.180	T.CS.107	T.CS.144	T.CS.130	T.CS.156	T.CS.097	T.CS.117	T.CS.111	CS.006	CS.242	CS.241	CS.082	CS.110	CS.088	CS.238	CS.015	L.024.M1	CS.085	L.034.M1	CS.246	CS.356	CS.237	CS.087	CS.304	CS.165	CS.347.0	CS.274	CS.151	CS.113	CS.044	CS.311	CS.228	CS.233	CS.387	CS.325	CS.336	CS.338	CS.189	CS.321	CS.339	CS.322	CS.152	CS.331	CS.194	CS.223	CS.361	CS.318	CS.285	CS.112	CS.163	CS.320	CS.158	CS.319	CS.255	CS.262	CS.393	CS.326	CS.390	CS.370	CS.270	CS.253	CS.145	T.CS.066	T.CS.055	T.CS.036	T.CS.064	T.CS.049	T.CS.045	T.CS.031	T.CS.043	TFS.027	TFS.022	T.CS.008	T.CS.026	TFS.021	TFS.025	T.CS.061	T.CS.109	T.CS.095	T.CS.152	T.CS.157	T.CS.166	T.CS.141	T.CS.142	T.CS.158	T.CS.151
CS.040	0.613833280802	0.578393000681	0.598501231434	0.605505123885	0.630259385218	0.58744107571	0.592567442178	0.596691750534	0.663885490476	0.538000286545	0.576795956458	0.65266131177	0.572090985393	0.584609430767	0.557718309993	0.633083711001	0.569037518801	0.62655649611	0.646184499943	0.527617589813	0.631108538129	0.579460866551	0.646580601711	0.538146212279	0.631970012516	0.600609982657	0	0.560878946559	0.695429490261	0.596195019101	0.696018188445	0.624143923554	0.602933281729	0.585543445748	0.564367049302	0.603699318201	0.61779012388	0.649575747277	0.691017654151	0.729409757084	0.682071885322	0.676422383978	0.692635509609	0.622440139881	0.61266252069	0.690406155184	0.656014642175	0.6245222107	0.726193005176	0.66199544811	0.709016918126	0.666163485001	0.633700248493	0.628523895305	0.701478428976	0.708573156847	0.636437348267	0.673089168912	0.657153166694	0.636903156734	0.605667604234	0.715843999984	0.588102094467	0.605322340818	0.722032120442	0.612104877753	0.591163347734	0.602890829277	0.582908500858	0.554988422837	0.610231378826	0.596328869273	0.582456357843	0.599495976717	0.63418450509	0.623077084695	0.611127965286	0.581676738497	0.601270772577	0.615612237553	0.60691962023	0.598391565426	0.574578853805	0.587983067478	0.57315981463	0.561877033485	0.592967537423	0.566892149161	0.583395213951	0.597676762602	0.560013953013	0.555725189289	0.530278641734	0.56625936549	0.647680272615	0.617188799308	0.55503676062	0.588233026277	0.623825124674	0.574698848657	0.604278477089	0.567664390865	0.686326239255	0.648179666094	0.570383673186	0.678752366496	0.671612466689	0.668549871225	0.6909573965	0.605415386373	0.534681142989	0.538883263661	0.594525990256	0.583232222402	0.567758577901	0.622077784663	0.771591621832	0.639858931837	0.63970978899	0.682479989862	0.574803208591	0.655429903996	0.712442717885	0.598311649186	0.618895361224	0.76279202434	0.669103208884	0.679128710401	0.690128889754	0.712872320127	0.617189058531	0.617061643193	0.643982702358	0.619193775435	0.676075287194	0.659663335743	0.680785110439	0.67087758512	0.654566486039	0.667330400362	0.660273476769	0.669137922055	0.726770807954	0.627121689663	0.597358695981	0.620861137356	0.587339859375	0.571659749917	0.685056580116	0.600981683501	0.586039744882	0.607170948394	0.602407608937	0.593293439851	0.633388696321	0.736387537947	0.625628831911	0.626229709213	0.609905487484	0.598461153575	0.613765479881	0.580057461811	0.57494385	0.620655190456	0.615313623737	0.643723612868	0.59778754012	0.614555619477
CS.064	0.600379333192	0.612856101669	0.608284368104	0.639674768387	0.650888189283	0.578320855354	0.614152275295	0.598959908595	0.623769544503	0.595435834726	0.577283567757	0.663912035691	0.547733328605	0.583678682624	0.568936217449	0.548825748097	0.578170918143	0.629703007545	0.568303012505	0.551119989106	0.573648765165	0.561955305522	0.606062748812	0.536615833433	0.596687240606	0.551521959229	0.560878946559	0	0.698624254759	0.588715591858	0.650005750901	0.577965045553	0.579863521994	0.589026010882	0.542456183957	0.56515956221	0.610017125036	0.603663514579	0.645927467912	0.70715250778	0.667795488839	0.652455815007	0.648526595678	0.600416822091	0.53677597954	0.658711943148	0.596993746517	0.564784943886	0.701045435163	0.618335155789	0.696495304511	0.618864447883	0.605506507401	0.586357117275	0.705195937991	0.671495986168	0.617754764406	0.614315662505	0.595492250248	0.613707562147	0.611776153929	0.718661474339	0.606001856388	0.573046687126	0.693464035778	0.603283021888	0.597110100858	0.597299526631	0.586467688507	0.577934981634	0.596333274901	0.580636266033	0.598561555257	0.604978404277	0.61424935908	0.596613046795	0.647596724368	0.617009828058	0.607049299178	0.627830256458	0.632574308748	0.621584644483	0.584833411061	0.611562719661	0.616507533445	0.589367397789	0.601658398997	0.61181423389	0.612230215363	0.603618522169	0.586524644104	0.57963571849	0.592915396203	0.509535733892	0.607679726977	0.660393217657	0.605884819808	0.628909440068	0.655430817016	0.538483494913	0.617226004459	0.590602431085	0.685334495677	0.581680206371	0.603617706025	0.636395958326	0.663281897095	0.65578757825	0.671494688733	0.570076856866	0.588029298897	0.564059007062	0.597930211562	0.586154793548	0.583824814303	0.604500649236	0.747171221047	0.598841498433	0.586952425508	0.648238630775	0.575704720687	0.679088332401	0.67685222391	0.570595235812	0.571749795595	0.752853780199	0.623686252549	0.65745743846	0.634048119374	0.652137182513	0.588532991176	0.565554226451	0.594393882846	0.572575883663	0.635838005878	0.608010861873	0.67448263991	0.626837620264	0.636374005768	0.606372989171	0.637413522619	0.648718246777	0.721881421172	0.601221991657	0.61004581416	0.605192556712	0.574258109547	0.595203022186	0.666390916286	0.589511944348	0.598654077168	0.593907476188	0.626621951337	0.601857972023	0.632819882349	0.716000547749	0.636975516498	0.631035874277	0.613944459901	0.632911477592	0.621434036228	0.58179972127	0.608403176354	0.584545170341	0.659716838167	0.678151683899	0.587027368684	0.642072879622
CS.388	0.756457025076	0.709420148344	0.723092920652	0.672865888139	0.693684338661	0.695255081724	0.628548047223	0.69957120396	0.684613027263	0.734402889984	0.721212807026	0.636845113345	0.747945386731	0.661201491137	0.654907255086	0.686252958287	0.692885324711	0.612026276053	0.653179558545	0.660203543289	0.683955921889	0.659792313928	0.649400564148	0.675230528565	0.654596253229	0.605468691292	0.695429490261	0.698624254759	0	0.628468258171	0.62059088166	0.671140702275	0.672566833159	0.66723237938	0.695398894961	0.673526818597	0.614445442358	0.744092257985	0.626791291162	0.631110673535	0.66974039288	0.635081256714	0.679171967809	0.686724053646	0.659186477961	0.698811730978	0.709306813446	0.711379781187	0.656082234812	0.690769620632	0.705327925037	0.687527096291	0.659581785855	0.670600546451	0.649732138305	0.676290586207	0.577398790203	0.688173822439	0.683344083408	0.694152730475	0.628429780093	0.570994591036	0.670463235618	0.674098535234	0.67240494192	0.60941303533	0.650763888392	0.642379514048	0.745114984316	0.679348012305	0.645675836683	0.644998276833	0.724010124902	0.662712676238	0.632743085366	0.775063827654	0.734295062146	0.712504234567	0.649399080205	0.715186739471	0.734162106693	0.74451734013	0.720885550891	0.714847705611	0.700002690081	0.708322921448	0.669762463097	0.695929359547	0.694208352611	0.679700712912	0.644129980083	0.68056878071	0.717236679846	0.696574360797	0.670598755864	0.682628680931	0.700205499652	0.71222493685	0.698933216678	0.706298461476	0.716256999537	0.666357610058	0.560933479069	0.649652679789	0.646913891348	0.645850678548	0.587729057698	0.655590440505	0.563273419012	0.659017569917	0.635423892622	0.655553113488	0.657369477867	0.685312965233	0.722926889634	0.583423231128	0.675114987438	0.601143408968	0.709741873858	0.634386156773	0.650089360887	0.615424826286	0.676289586001	0.668036101277	0.710863429744	0.638881015727	0.631376447435	0.598149580705	0.635648286402	0.625534978755	0.650594397846	0.643448495199	0.662701869264	0.680890972937	0.643226254919	0.695192561232	0.664937249823	0.671994371825	0.649006111352	0.670789081148	0.700627520331	0.662858418355	0.688543022068	0.671415025554	0.692967943671	0.684146621935	0.712402097429	0.675271162028	0.642794916581	0.630013818816	0.664737073584	0.631202049615	0.659161540678	0.699282468615	0.603311096549	0.625564498213	0.675182360802	0.594018859309	0.614171908603	0.719683391402	0.724053201802	0.642675587236	0.660230640874	0.671243206051	0.670036404566	0.647104377645	0.682922187242	0.682152219008
CS.065	0.672434510164	0.631427432885	0.658084786386	0.655815954825	0.672258697759	0.609104175043	0.595422780466	0.607945654695	0.596350893336	0.645973105237	0.605393210918	0.610145718928	0.642427520242	0.572109365042	0.614794464174	0.610853544943	0.587217677612	0.55604471892	0.545479409943	0.573707535608	0.531298365232	0.557016941724	0.531571408551	0.608676713065	0.572640179818	0.492132295622	0.596195019101	0.588715591858	0.628468258171	0	0.578397422176	0.580110841162	0.563860873604	0.583565035244	0.580109283975	0.560507992956	0.546825701825	0.643624826534	0.541926152755	0.607317299707	0.595723650913	0.566670877446	0.586626488268	0.524273801955	0.571288610454	0.592664679966	0.573796615667	0.574821813918	0.618016498138	0.541839002188	0.635050527033	0.527725331823	0.550378700287	0.53187504161	0.654606465015	0.637861944764	0.512429195134	0.569820529615	0.547003524742	0.614192643331	0.532176023911	0.691918311047	0.577176640565	0.558971490223	0.661029860683	0.58761698452	0.591726938865	0.560289459906	0.631433488547	0.577419607772	0.556100064357	0.535837683216	0.669870859318	0.572139499116	0.575907977327	0.690626963948	0.651741800316	0.64976256281	0.570798492944	0.644605065795	0.66030390907	0.672087031139	0.618320541776	0.599335464936	0.612530716765	0.586109135199	0.593405171216	0.623327949747	0.614606763219	0.580501548425	0.574501453609	0.573942769904	0.615070952041	0.603610133835	0.598355648845	0.643689607363	0.608380301857	0.643167033504	0.671679745699	0.621398789077	0.606788572397	0.583968193604	0.641078244848	0.582536933373	0.615722832826	0.609999483438	0.599372067939	0.654596213623	0.575908410782	0.573716200784	0.56867993058	0.549580515344	0.563520804984	0.609774054157	0.658084954525	0.509239661475	0.714746008026	0.548490281025	0.594830671923	0.62341097378	0.569760516351	0.603103481362	0.58671061911	0.54125923322	0.571023593981	0.685296361199	0.533614430504	0.57528564002	0.559994816745	0.586991012135	0.586594464779	0.582553115494	0.531702807303	0.612178569927	0.545382489834	0.564824226695	0.603274351184	0.586949034115	0.587662188282	0.558874118992	0.536352734557	0.578017052367	0.678729276626	0.524030241375	0.632724818993	0.596887085855	0.628210217889	0.576022129679	0.618452013743	0.575117690225	0.593641802404	0.608602604401	0.590731100287	0.601220430983	0.579415704696	0.668940895112	0.61620219024	0.552616411688	0.542670632213	0.627660716065	0.664067675713	0.56363830222	0.639192107367	0.58269678063	0.646369296187	0.630796952035	0.601211914818	0.623068805321
CS.282	0.7154756578	0.702110579932	0.707886251963	0.689055024178	0.695150186062	0.669192016515	0.661754938583	0.676308127227	0.602440802764	0.73336312711	0.683194899289	0.663474742632	0.697221577942	0.623499069442	0.656421076861	0.603270944158	0.628641643738	0.605722599521	0.566145276791	0.647484663193	0.537690292578	0.587784566369	0.567140144104	0.669853448816	0.549062181267	0.545424959013	0.696018188445	0.650005750901	0.62059088166	0.578397422176	0	0.619172616312	0.638486202017	0.628589054668	0.632317360419	0.576911081107	0.575724851908	0.630821767852	0.480710552285	0.523298972232	0.537330417283	0.519002151678	0.550817982949	0.557665046343	0.571965792018	0.531858564394	0.589911004514	0.587984595732	0.55149993204	0.53338972458	0.616242354413	0.514641308279	0.634257580558	0.536379851773	0.597616099466	0.593833055882	0.550643154067	0.531011030339	0.537679167174	0.623947337214	0.608696613833	0.72586369921	0.634960526698	0.624987092684	0.620007724827	0.626072415992	0.647981692898	0.625232917656	0.688315572884	0.675230462941	0.648181009346	0.599157674844	0.740361125532	0.640861455445	0.612321486454	0.722310391537	0.716752445154	0.722730686464	0.628614800221	0.702491518287	0.718342512023	0.713139580313	0.681932731604	0.677367716917	0.695821005917	0.661066673041	0.664242825299	0.714239615732	0.662523453554	0.687416662333	0.649635314488	0.663703871175	0.709418809854	0.65570333583	0.612554061255	0.716795282139	0.670059421554	0.712032124175	0.712425527257	0.67583855954	0.641279994235	0.626927644945	0.668354664946	0.573929006044	0.672186963613	0.623329454208	0.622640810974	0.58549711848	0.535246184828	0.580870997733	0.668802450201	0.62757651043	0.639406111349	0.63985208919	0.693625384923	0.554805440657	0.646881727563	0.5693906188	0.57749390911	0.584895183541	0.650991959602	0.593900450856	0.504767368351	0.621731221584	0.561097830486	0.567595599204	0.498626489992	0.560362887215	0.443730217451	0.579959932729	0.587402726693	0.606385493289	0.521097714822	0.605764582329	0.482596634283	0.537766360658	0.601867235635	0.605864058451	0.521720031764	0.51836550048	0.560833385565	0.536506763429	0.642595171729	0.583254806946	0.698982421727	0.66733922471	0.679738613948	0.6745029621	0.546912200467	0.659324965824	0.66883205128	0.649929099991	0.662307415887	0.684721397444	0.618494833656	0.660732081784	0.664764188388	0.599138523088	0.60374488639	0.688527179229	0.725741216468	0.653175014114	0.686146790911	0.634728331064	0.700809553911	0.670315075129	0.652437603456	0.679102251474
CS.041	0.684532123568	0.688477680879	0.635337991789	0.622548580848	0.688003574134	0.612992922025	0.619370614737	0.609054806358	0.635168402225	0.669028435861	0.656082249126	0.638433081308	0.64321252036	0.630658886471	0.594283866927	0.584725746107	0.65929865178	0.605389521429	0.61808175745	0.59361934676	0.577229493872	0.61565896097	0.569167592642	0.555383648541	0.577679549805	0.579237885779	0.624143923554	0.577965045553	0.671140702275	0.580110841162	0.619172616312	0	0.645338186319	0.640044360063	0.581881457388	0.561872597642	0.605359350596	0.608768780582	0.58001110795	0.665747177533	0.619514429785	0.599226164422	0.620893417434	0.603553875829	0.521955719768	0.618684957859	0.601133643426	0.603044691221	0.628044505139	0.589116644994	0.677588102435	0.608752806452	0.615849662194	0.601314267677	0.678355143092	0.605841429958	0.625792626503	0.603990596792	0.60900501775	0.613745431038	0.628576627918	0.687217213047	0.631246416293	0.622937504305	0.62966440009	0.58461539311	0.595933287705	0.602246155445	0.658106048944	0.639210306729	0.619030731047	0.620186691195	0.701348039261	0.638419033049	0.6536159318	0.686983959113	0.727241561786	0.709892852785	0.654665037789	0.683594233523	0.714372536552	0.668780913245	0.654248021998	0.688720612816	0.690187024388	0.67041072724	0.674376072528	0.686739719009	0.67888989674	0.662231312345	0.61775155275	0.63741111212	0.67480094951	0.618838871234	0.57455849971	0.663473409257	0.642824442452	0.66266264534	0.702713766563	0.593123932038	0.649599859789	0.637106535563	0.672741354252	0.562754570555	0.616999088479	0.623766645324	0.598475578565	0.615530826895	0.637060127556	0.593858302031	0.623056024561	0.605888936804	0.593124453381	0.572119608545	0.611119048575	0.597124220458	0.687706335482	0.58101743804	0.600840488243	0.635465195265	0.649466346531	0.645553880494	0.616793695597	0.616110214667	0.609000337228	0.662191380162	0.585399340128	0.604448835678	0.607394388372	0.609034790506	0.522271536782	0.570525047478	0.570595446922	0.546385288337	0.607680920997	0.621288844374	0.613356499374	0.584933261826	0.6077738079	0.617618533822	0.583966888651	0.578749034065	0.672798571039	0.616708215117	0.692707680854	0.631431634839	0.639991681544	0.646518130396	0.627620636318	0.627237881936	0.630461820086	0.645576235397	0.650405818827	0.681564772195	0.621965249892	0.632310207852	0.657365024192	0.637743221315	0.650166468377	0.706540521465	0.700621919729	0.637714140452	0.661510652036	0.654480825287	0.687582988523	0.685407479275	0.659847567304	0.692639838279
CS.380	0.553601719171	0.545480431433	0.62933262169	0.645404485702	0.655892705497	0.639497792752	0.561645893278	0.633268673928	0.649368997943	0.554366974215	0.568157150496	0.66126224301	0.578036983713	0.514135323666	0.610496698577	0.698935249061	0.462858374461	0.550993220059	0.501731413718	0.53967933782	0.600301834312	0.503495274526	0.604502102641	0.626739830212	0.574964475379	0.504389667609	0.602933281729	0.579863521994	0.672566833159	0.563860873604	0.638486202017	0.645338186319	0	0.490043743676	0.574680653591	0.600672118167	0.585484510056	0.697833156602	0.60470766082	0.642859469101	0.657939848759	0.61313647718	0.654523208906	0.528954784129	0.628661421361	0.623555280969	0.594544013193	0.55953704083	0.703215204467	0.567074447401	0.690731148987	0.571051144272	0.553773105495	0.542743767256	0.718452936834	0.732394708254	0.605753690794	0.58301376751	0.593335542773	0.595755747305	0.482645007266	0.749429737276	0.499738410688	0.50490993588	0.694074699503	0.614875100352	0.606331254209	0.513353577061	0.572005400721	0.476190727453	0.512291556621	0.512347414508	0.572111041736	0.461311040843	0.529412861389	0.630798671619	0.524754022231	0.508370051313	0.522631257972	0.558983358639	0.505230629965	0.591512776527	0.588296358491	0.474126733073	0.52111911938	0.485371314263	0.526904492607	0.500905537574	0.532676105516	0.510789029654	0.563598625217	0.512135095227	0.544644489164	0.557018130811	0.656541238971	0.664723493312	0.58056782995	0.617798014299	0.58346321789	0.564858684549	0.582090372337	0.51134595102	0.689749233768	0.65140750255	0.629940823967	0.68780734088	0.68514950516	0.682385882429	0.620919356911	0.545281206232	0.558420511003	0.522285794519	0.602071558459	0.641005589996	0.638910898138	0.524837561009	0.739905229403	0.531972764494	0.602155135224	0.638365506521	0.523026884411	0.596395517932	0.648819477104	0.463253023987	0.547168111547	0.726303939213	0.610889084433	0.649779695906	0.603159342984	0.71920597428	0.642188461049	0.658308705623	0.541575620912	0.65655871785	0.587438195641	0.553093760689	0.604927633085	0.653692030119	0.589187695188	0.585795870227	0.573639616994	0.619631955826	0.734456038434	0.508882390126	0.528769181033	0.555505904587	0.586104465599	0.474730195394	0.608321463851	0.527805159494	0.540242043721	0.51358514462	0.499738741928	0.483751958994	0.520021987083	0.665888448033	0.525814281081	0.5034390939	0.522956576619	0.521427369934	0.551208341397	0.495496488331	0.571381979737	0.514654577232	0.556264430069	0.557847896683	0.478601043642	0.51793518909
CS.203	0.604826102011	0.547864394752	0.603010392888	0.607500225536	0.623582855263	0.631911497406	0.57649850057	0.603994284766	0.65398002027	0.554241327428	0.609800747563	0.600366891436	0.606322550755	0.558074300614	0.578339723152	0.70014836168	0.493958964763	0.544670769516	0.564201807327	0.524055704088	0.613634439393	0.499834060479	0.615412319854	0.580765595544	0.596039654249	0.514023925439	0.585543445748	0.589026010882	0.66723237938	0.583565035244	0.628589054668	0.640044360063	0.490043743676	0	0.590248898557	0.602352593664	0.57635404046	0.68576473775	0.619286834698	0.653127333818	0.643820129374	0.621151562607	0.622615939	0.531090890876	0.625762623595	0.633012846267	0.642977017328	0.612779551241	0.705048992714	0.629636514073	0.702550309116	0.606102001107	0.597700976364	0.610886345803	0.719171455256	0.721063318991	0.612577187382	0.627329057247	0.623487815807	0.615187925265	0.54272769624	0.753497414551	0.489226054937	0.51778487731	0.686949183515	0.602335714702	0.594753286604	0.548260568811	0.621981969578	0.49098432187	0.562582780608	0.541593000771	0.612375254563	0.506135681499	0.52991465985	0.661316217193	0.561554860358	0.551475544984	0.526759397502	0.573336800522	0.556297421217	0.602649423221	0.582122606622	0.489096285421	0.538652715767	0.498023343055	0.503734238167	0.542655982973	0.528148108147	0.530436709971	0.552270072725	0.525298235446	0.545474378067	0.586067600197	0.639605463634	0.620113953478	0.560712535835	0.586246069381	0.590622800259	0.604266209817	0.537681779282	0.498285767323	0.690243237698	0.656107750406	0.580036418081	0.701489912285	0.650600000043	0.665157052076	0.641158072344	0.555391328641	0.549000654425	0.513005152396	0.568386017936	0.606182187705	0.64028298314	0.548163780185	0.725121392679	0.564516836599	0.60344346777	0.674499070139	0.459157026584	0.590743343481	0.633008636918	0.483648868721	0.560149151991	0.70976567526	0.627361426905	0.621010579325	0.597573750913	0.70407065831	0.639985081015	0.626909659225	0.573008167699	0.639222467363	0.593757383647	0.594728005059	0.642061675658	0.632000531467	0.610862283881	0.635673537529	0.599433745443	0.635867422229	0.731569968358	0.500501921695	0.544580747317	0.556806910013	0.599380701557	0.510195632578	0.636169609181	0.552975149766	0.531883609299	0.509069493887	0.47393048381	0.518657551029	0.519069414935	0.723699474518	0.569814842061	0.516866928229	0.539975573735	0.531006166175	0.567180644096	0.543890762208	0.579413913645	0.532230780462	0.573711263319	0.545879098609	0.478214952559	0.526399430299
CS.232	0.554591784444	0.554528129687	0.597625536921	0.631419655243	0.644645692565	0.563393546149	0.600315040808	0.567852318584	0.615556587281	0.543968919264	0.512767536019	0.689577563285	0.49515727799	0.559586474176	0.541456334083	0.602832058494	0.537071418819	0.610621626019	0.557998905664	0.523233930186	0.540541220962	0.507094972997	0.608945198505	0.571425647678	0.559560650909	0.540169407356	0.564367049302	0.542456183957	0.695398894961	0.580109283975	0.632317360419	0.581881457388	0.574680653591	0.590248898557	0	0.46353620181	0.601287663724	0.643015914916	0.619193726865	0.674268245314	0.644660067352	0.613648675992	0.618801210315	0.55665271544	0.507194667933	0.597439978301	0.570923874149	0.56117935961	0.67868692002	0.583664019298	0.683334088373	0.550079904992	0.550788693783	0.518044528195	0.684949538619	0.656383692532	0.601323200639	0.571305940509	0.56973227786	0.559150737885	0.586343891261	0.723931692034	0.565927524706	0.553740590742	0.685438753592	0.59273246832	0.583157051508	0.554201121021	0.544009980194	0.537015860593	0.588321609582	0.557266453087	0.562982053694	0.572137273184	0.617432774736	0.567785608951	0.567272514124	0.560401842302	0.562083545656	0.584327365591	0.567881963433	0.565043887132	0.564736163702	0.571339412144	0.589354741657	0.550922138754	0.566818372976	0.583565607705	0.553411307652	0.581636080684	0.533356395516	0.532360095045	0.517100637959	0.470414494279	0.576547549132	0.678548504512	0.543392973099	0.605971642246	0.629063951179	0.492216875338	0.603212624168	0.521258210533	0.668336268861	0.533609731545	0.597868191615	0.627387624472	0.666420445631	0.651115953175	0.653994169653	0.54860980843	0.591435111875	0.555420445352	0.590214235864	0.552886397744	0.466943378104	0.578091345306	0.740640147362	0.562973560402	0.562433871778	0.595758764234	0.569558084957	0.641959304141	0.632526443548	0.514871867178	0.530866423754	0.724333449168	0.584802239543	0.643003821219	0.601669380598	0.659671890571	0.562722125921	0.547164237833	0.555067241711	0.570960990965	0.618520257819	0.574606756187	0.659888418954	0.605993989678	0.58463791583	0.574624149433	0.588393752175	0.584449945761	0.675007964409	0.56438302526	0.57055657336	0.588586762687	0.540741363303	0.560206804114	0.63129272381	0.597746946741	0.581461040516	0.575432190469	0.590185869993	0.546441635433	0.644261935255	0.703623644252	0.618854371098	0.604484658005	0.601147101527	0.552961186384	0.570492314016	0.541267428649	0.587082113513	0.538875653697	0.631713222011	0.639953201613	0.53907845103	0.582992606466
CS.292	0.618668667759	0.629496186629	0.635133373254	0.629601118785	0.679147219062	0.585213868789	0.64035849383	0.583116799241	0.573454641443	0.609327893625	0.581317207233	0.673059660911	0.584947725009	0.563574360849	0.589162328956	0.590757224488	0.601192212776	0.603339922953	0.560833462841	0.56320031161	0.520105523045	0.540325675014	0.558246543062	0.595986672512	0.535881480431	0.530375120559	0.603699318201	0.56515956221	0.673526818597	0.560507992956	0.576911081107	0.561872597642	0.600672118167	0.602352593664	0.46353620181	0	0.590023300148	0.611278348595	0.57421712527	0.630707274045	0.588926118401	0.567310218989	0.573888754549	0.544560693042	0.501729828511	0.539093745794	0.545637900652	0.559124208934	0.600979940479	0.567810699943	0.646100592838	0.534544402675	0.570762707039	0.53167679057	0.643169188257	0.6088558002	0.578591541338	0.537724431742	0.540593748726	0.576651183771	0.613337999927	0.715104592193	0.618436420147	0.607135452765	0.626983137329	0.599153258916	0.626126637851	0.577104174845	0.614713326424	0.586604412262	0.59802971049	0.56573350912	0.631415555785	0.618337443629	0.641519605742	0.6267436654	0.648372590523	0.634544854597	0.600936745463	0.647021630548	0.624626869916	0.616538782136	0.615694827823	0.634384456129	0.649509793762	0.590335512149	0.610700960234	0.648496393272	0.611867897682	0.620518631758	0.585512396762	0.587336247994	0.561228879212	0.556790519357	0.540452519851	0.69128547591	0.582714082372	0.642204438533	0.660700199518	0.557223544097	0.608849792305	0.580669870239	0.649695889195	0.525762021784	0.630259332074	0.63932531157	0.640291054788	0.571012350328	0.612000106691	0.555085160723	0.616071958585	0.599209197538	0.571143051772	0.571677187007	0.511301781892	0.556842802969	0.689299807633	0.570720112794	0.545033242504	0.568748039954	0.615867625792	0.636451429731	0.56419129984	0.558114992486	0.494860640821	0.645699243688	0.559238026743	0.601377705096	0.544100367129	0.575489890561	0.515246683125	0.561792092003	0.508432781901	0.569900032079	0.569934119689	0.544850763623	0.584746589647	0.590982669237	0.547706320025	0.562766314111	0.546128983121	0.522327798823	0.648592736037	0.553953850192	0.619448338933	0.607240864108	0.579614922297	0.579026663304	0.614403438875	0.622213421468	0.616789291402	0.635842646045	0.621565663321	0.609458904666	0.639712222671	0.657414153685	0.622258125817	0.624370189504	0.630151044598	0.615819690121	0.635265937183	0.602742200485	0.636053140578	0.598703293402	0.658190849865	0.680196581984	0.61183506128	0.639619530884
CS.375	0.688172906775	0.647176941288	0.629748446717	0.610969599277	0.646116000131	0.608672978971	0.569575557489	0.624627004369	0.587707166895	0.652486169432	0.651903447445	0.595992968479	0.660263885471	0.562904852679	0.579211249222	0.606134427479	0.589653912558	0.541034475607	0.605096075051	0.569549327066	0.562412379427	0.561426163899	0.547011845152	0.59437476243	0.566689402682	0.507860168618	0.61779012388	0.610017125036	0.614445442358	0.546825701825	0.575724851908	0.605359350596	0.585484510056	0.57635404046	0.601287663724	0.590023300148	0	0.645277265612	0.553239488034	0.590948393799	0.578695061451	0.542375451794	0.553424926435	0.543704505615	0.565400595896	0.588722371339	0.580881595719	0.611770889177	0.612578362002	0.580148427837	0.626367339294	0.545000596261	0.572830834834	0.56822215083	0.648291927414	0.650659132788	0.506653209633	0.5776475367	0.572754158318	0.576887938453	0.579736361292	0.65148143775	0.574022083591	0.54591307726	0.628373164501	0.553978400262	0.568833193516	0.558036410848	0.669122727999	0.591646373001	0.56686790208	0.567155297589	0.671419706262	0.58376077335	0.522411212059	0.709638584052	0.675831612646	0.658549769595	0.554647058891	0.658345798025	0.675563387218	0.66852273134	0.621969579325	0.615826406458	0.636632409449	0.59651577177	0.583877560641	0.651251788741	0.604265828223	0.587926652622	0.58521731296	0.558019005349	0.650305449928	0.629812649509	0.604818232659	0.631769319607	0.62025015189	0.661787013019	0.628475841521	0.622706199944	0.608003040055	0.578646997414	0.58932123333	0.577805187579	0.594249217049	0.620608873113	0.565282605777	0.597386026257	0.516263908336	0.566421220738	0.580439110726	0.562703128968	0.575840537226	0.597043721875	0.631300389614	0.502247341005	0.669021280162	0.544802360076	0.579413605278	0.603154365178	0.568276590564	0.542272474317	0.581582010259	0.556646683438	0.582416160091	0.642576494741	0.555169446541	0.522847654842	0.574777686571	0.624526930683	0.583203573717	0.58861685022	0.555585527619	0.58930392303	0.558872824952	0.567773467392	0.578950686924	0.584231391469	0.563484075258	0.575827344923	0.581225320959	0.576474639288	0.638312183684	0.535919778381	0.631990888267	0.608407455792	0.636698765993	0.586632471504	0.591745972304	0.579586365911	0.557053612067	0.572378356867	0.598147892099	0.628097131269	0.555931211427	0.641095529343	0.586613239642	0.540867179242	0.542086088196	0.649789604126	0.664691178432	0.590669338846	0.607280744048	0.573853682771	0.613556642915	0.621957587728	0.594850832552	0.629820646246
