L.008.M1	CS.172	CS.174	L.002.M1	CS.357	L.006.M1	CS.016	CS.199	CS.259	CS.093	CS.001	CS.280	CS.084	L.007.M1	L.005.M1	CS.229	CS.377	CS.060	CS.287	CS.154	CS.360	CS.161	CS.056	CS.381	CS.072	CS.153	CS.063	CS.327	CS.064	CS.115	CS.205	CS.376	CS.125	CS.224	CS.041	CS.378	CS.282	CS.236	CS.232	CS.374	CS.292	CS.136	CS.128	CS.213	CS.203	CS.177	CS.178	CS.268	CS.369	CS.183	CS.181	CS.129	CS.348	CS.256	CS.359	CS.372	CS.166	CS.214	CS.395	CS.254	T.CS.041	T.CS.076	T.CS.052	T.CS.089	T.CS.001	T.CS.080	T.CS.023	T.CS.007	T.CS.042	T.CS.019	T.CS.058	T.CS.085	T.CS.038	TFS.023	T.CS.020	T.CS.161	T.CS.092	T.CS.091	T.CS.156	T.CS.104	T.CS.097	T.CS.098	T.CS.167	T.CS.100	T.CS.134	T.CS.106	T.CS.126	T.CS.153	T.CS.180	T.CS.120	CS.246	CS.087	L.034.M1	CS.082	L.024.M1	CS.242	CS.241	CS.103	CS.088	CS.085	CS.237	CS.238	CS.015	CS.356	CS.110	CS.338	CS.347.0	CS.358	CS.304	CS.188	CS.113	CS.207	CS.212	CS.387	CS.363	CS.311	CS.308.0	CS.189	CS.274	CS.330	CS.339	CS.158	CS.321	CS.227	CS.080	CS.331	CS.343	CS.361	CS.322	CS.285	CS.112	CS.163	CS.202	CS.319	CS.223	CS.145	CS.393	CS.270	CS.255	CS.390	CS.262	CS.253	CS.370	CS.326	T.CS.045	T.CS.049	T.CS.036	T.CS.031	TFS.022	T.CS.064	T.CS.008	TFS.025	T.CS.055	TFS.027	T.CS.066	T.CS.043	TFS.020	T.CS.026	TFS.021	T.CS.151	T.CS.109	T.CS.142	T.CS.152	T.CS.157	T.CS.141	T.CS.095	T.CS.166	T.CS.158
CS.154	0.694195756114	0.706164220759	0.794396825846	0.684254889278	0.761909136903	0.753867611314	0.721375838548	0.719713808913	0.769871626146	0.778957279203	0.789456474057	0.794228071276	0.754981467959	0.801854886093	0.799315225555	0.645236143517	0.687539358	0.647441292316	0.669777008686	0	0.701336304575	0.630513933209	0.651226490427	0.735386879435	0.76787275982	0.682564324164	0.666533718086	0.726077755256	0.734529004488	0.617323136556	0.665616068083	0.614735205962	0.667332717949	0.627088434404	0.660981883291	0.645379495836	0.673583763981	0.68538824336	0.732551056197	0.645518656861	0.672403042415	0.656996091765	0.71177995807	0.611641408678	0.751121597918	0.651672703469	0.717582139165	0.698805335153	0.645403042077	0.620297101787	0.69740234103	0.7204180314	0.741045102432	0.683232655893	0.659426738071	0.677663605529	0.70434818931	0.671959717131	0.689704103798	0.674841371203	0.744422257617	0.74607478682	0.705645081289	0.747982416712	0.633566841083	0.667839286595	0.695935552023	0.690818271037	0.794233288141	0.699021553038	0.74990593314	0.764273652711	0.789275515693	0.752930682408	0.796385021682	0.751145186783	0.785496018297	0.806778937704	0.755611620632	0.799288342327	0.800441649856	0.779550242936	0.785186092107	0.781113405597	0.770430486322	0.824295683633	0.773528472094	0.786489732487	0.748018304052	0.749542589869	0.745814145938	0.705478776551	0.700751337807	0.765155187021	0.778766201505	0.756653944193	0.765650509795	0.730854330184	0.700295916348	0.741707246216	0.656396419959	0.744896386506	0.757597749971	0.635912164054	0.656007940302	0.703149075356	0.649940958713	0.605295452835	0.686620205254	0.69472318422	0.725289310966	0.647635677345	0.635846357155	0.677402637427	0.656376307335	0.712292591356	0.592438632602	0.654569975398	0.655095067385	0.65932172701	0.688581004855	0.644707266957	0.747240320691	0.595886123506	0.666267053902	0.720877516144	0.645954845482	0.669103803784	0.641784681072	0.598257078217	0.602763348083	0.652499583988	0.714561485672	0.651900413171	0.665041488131	0.742186089646	0.706791065593	0.656147242509	0.709913715447	0.682582192564	0.651802170395	0.615933690032	0.678259326591	0.669520009591	0.732156986357	0.67968967356	0.753553530757	0.746564515007	0.793388928127	0.764052877897	0.716164860568	0.708010075258	0.737523586773	0.764196281772	0.784820912169	0.745692499276	0.791467617004	0.653361562508	0.73669325493	0.776042262853	0.80516935794	0.761676726006	0.746365933399	0.742024956857	0.745853489836	0.80381468842	0.766656067464	0.776353570316
CS.360	0.577514852221	0.641731051207	0.622061667306	0.633659092764	0.632066888015	0.616621392052	0.627251509872	0.626367654049	0.590478134385	0.663474901429	0.629830092925	0.658207138582	0.627192188489	0.650077744742	0.654216537025	0.560040966293	0.542438455516	0.610716727246	0.516228063916	0.701336304575	0	0.5784107647	0.541418372026	0.535118905597	0.604376440739	0.605541611897	0.619620998635	0.654636710855	0.604921471085	0.632234783292	0.56303770169	0.50819209394	0.547412861647	0.682550688922	0.606775416596	0.6388909487	0.549022154747	0.623484458986	0.586812505074	0.546512794697	0.558480193285	0.557759282211	0.529616588614	0.538457238992	0.594103378007	0.596284053935	0.602265199661	0.598313401456	0.613781221869	0.596490216805	0.542022973744	0.589766249668	0.553197462554	0.52696146144	0.658097375399	0.534105586086	0.530417460612	0.613793630526	0.557146782388	0.542779621121	0.559491517313	0.536329146757	0.546987633765	0.534531040401	0.584186083298	0.576635412325	0.711444108136	0.566490841544	0.612504754811	0.630091901073	0.584639060775	0.582341208685	0.650780521429	0.603110632053	0.675870123391	0.613648729492	0.670534035988	0.655841891269	0.633431120622	0.666257736877	0.64090108134	0.657378773099	0.630074981736	0.652502923659	0.597887239785	0.664236155226	0.613088628134	0.651127768562	0.652953095518	0.597493865998	0.602270877407	0.650209923431	0.606110595199	0.634026866817	0.684322541502	0.613194079795	0.645552224484	0.611894823697	0.677130257884	0.611695791436	0.59630131139	0.625249561648	0.695843101935	0.675301896272	0.592961767324	0.545385485011	0.619288599475	0.612739132283	0.66807405626	0.597039694807	0.624320431951	0.634964887392	0.641403026347	0.512932024703	0.492828926572	0.604997364309	0.622602742626	0.616064874443	0.55856997875	0.560979619115	0.608120315388	0.599808629432	0.596747814439	0.698859658214	0.598002303222	0.535215621065	0.573060353275	0.60617757651	0.53373113513	0.59111356923	0.573572167972	0.608711504116	0.653196010556	0.505161047447	0.53848584296	0.548318028873	0.612016196268	0.566625638002	0.52040139545	0.569163751206	0.551791702988	0.642222172921	0.503356439585	0.566122498485	0.588776717635	0.540233111119	0.616351955606	0.609940115572	0.625409995855	0.587027063267	0.571870553168	0.581334681934	0.606478700008	0.596120915693	0.659675576575	0.609552351686	0.625405467647	0.630628733016	0.605784134259	0.613791050993	0.641120432113	0.658222489477	0.602965754064	0.65642521304	0.669755647762	0.655919408298	0.617316057448	0.624961346881
CS.161	0.596471571127	0.618969198409	0.702034855925	0.619990570069	0.674449950846	0.670333805595	0.631213633954	0.606757958202	0.694395577888	0.678728926677	0.675707596107	0.705525928084	0.634756824735	0.721818495638	0.715861790922	0.548617447102	0.577115966734	0.618638735686	0.587286118886	0.630513933209	0.5784107647	0	0.567219490135	0.640547867279	0.652870781843	0.607634690321	0.569052750917	0.635073070475	0.616221892868	0.589078560867	0.577815403871	0.520531465483	0.531019220614	0.635973163467	0.58822832581	0.621050399251	0.560645976568	0.597924322948	0.613123987482	0.527245667795	0.580003635292	0.516953955343	0.596444476616	0.569422443469	0.658610244411	0.594912210795	0.64122844591	0.620661006465	0.592310945524	0.589375623471	0.588253770365	0.620236830693	0.599445877445	0.582921150407	0.602381741437	0.578582019587	0.620655516661	0.573287272073	0.60611449723	0.568574565124	0.651542597066	0.623236997251	0.599696427712	0.639235417389	0.608128278379	0.639284767124	0.683850749329	0.612937878438	0.694237129277	0.619187121215	0.666565626527	0.651426195633	0.690638465942	0.652898073381	0.717832059496	0.67055593822	0.707120944544	0.733338774859	0.660762037296	0.714830088563	0.721862993854	0.707036938793	0.69507747264	0.702335955842	0.681359024814	0.73728119081	0.674018212974	0.692282900258	0.658816473316	0.656407317687	0.670370963477	0.624995288829	0.631625165361	0.647500332013	0.691864214784	0.655701875992	0.696108171521	0.627686628107	0.650771920675	0.631286720058	0.533449602374	0.62454577868	0.678990824266	0.638343948839	0.580662149196	0.579317846531	0.574479588692	0.612494905653	0.61405935952	0.626389423521	0.637959749374	0.587170644715	0.610391528055	0.57727500245	0.55732730664	0.605462148372	0.567499188734	0.620813934361	0.586013172151	0.56267102562	0.594537433481	0.544513868587	0.657360378088	0.618638131421	0.575922713567	0.591315364268	0.569335636889	0.564964743824	0.56178177805	0.550135459522	0.497349767336	0.530422863571	0.638072108736	0.550651335307	0.551750254929	0.597210579822	0.601866758815	0.586449599411	0.583454610503	0.584574247099	0.587764327489	0.62567600862	0.594636832083	0.56684841204	0.66602484956	0.586635317036	0.656342506171	0.656132657377	0.69964761094	0.670713703732	0.641075115855	0.624968749282	0.65990986131	0.66662085453	0.706952267335	0.676739659507	0.693802905174	0.644510568845	0.65508820787	0.694714713968	0.709106216818	0.695379694363	0.651359797899	0.683460244035	0.697501169694	0.725864931362	0.653521511324	0.676755139666
CS.056	0.611557245481	0.6545723806	0.702524429737	0.648894021081	0.713265099847	0.677080745179	0.607080250796	0.637774142415	0.690365287483	0.693711308474	0.653889655734	0.703310935782	0.653787631037	0.726163561593	0.732480407004	0.537569245569	0.567774320483	0.607807899987	0.558853874223	0.651226490427	0.541418372026	0.567219490135	0	0.597487456112	0.640427570823	0.602784054401	0.575769250206	0.673459456891	0.616596304473	0.632413841015	0.617730060889	0.557017688514	0.585349124471	0.683459947759	0.579121073558	0.67296319904	0.592580383477	0.627892342935	0.611418639619	0.617129925921	0.569621023777	0.563441458125	0.562247353867	0.587483885863	0.660264712324	0.627963852896	0.6222309642	0.567640828755	0.610192381733	0.58083191581	0.570679162065	0.620185407643	0.580896688246	0.5863709819	0.665332911156	0.533552064325	0.581761177243	0.586751320045	0.559192167986	0.55853523449	0.632891365191	0.610945950663	0.601628233998	0.620707487761	0.646388056695	0.654856841895	0.712266132063	0.655995729483	0.677884300885	0.64287359311	0.645007002155	0.673900616584	0.682898504549	0.686827802123	0.721260846	0.668689505747	0.699384506943	0.724750454129	0.695453784748	0.714530379133	0.702307508737	0.716424063737	0.693970701887	0.689825334437	0.698248697627	0.725742256685	0.665614319422	0.705161745102	0.659862079682	0.671729813454	0.660615754839	0.648815220553	0.638111235593	0.662891769548	0.730721268239	0.663161793629	0.682545767581	0.625634402912	0.695232622667	0.632467314551	0.570333856197	0.650208961149	0.701690701455	0.688182265762	0.58495314469	0.598270911452	0.621990641399	0.664538652716	0.625399932397	0.626657919961	0.661275147075	0.604494301651	0.679274144806	0.591991174804	0.536148514712	0.625045244398	0.602251783034	0.633411599824	0.613947782017	0.56920871185	0.651591018374	0.580196553426	0.662600016828	0.663265614681	0.608558956159	0.585091673358	0.595505497487	0.624198814407	0.586511324371	0.584658506989	0.561197555801	0.581883184005	0.676709408754	0.546371064309	0.567180926257	0.606713807008	0.631356217549	0.581307361842	0.582302867757	0.555240655422	0.600332175631	0.682641351114	0.547329002655	0.62000446939	0.671944071469	0.61706218046	0.660107002764	0.660188354708	0.698216458158	0.652301766462	0.661262357618	0.647120222383	0.655823546644	0.665052688153	0.707224504292	0.69302007329	0.702023111353	0.670156605153	0.669647397276	0.703830572116	0.703080977605	0.719357432158	0.676152125959	0.691302016563	0.72171970944	0.719847074745	0.694211706343	0.690039198716
CS.381	0.637763044448	0.593614528076	0.527612768878	0.635664164691	0.556935111856	0.553572581136	0.585026777045	0.596823434315	0.529598350887	0.580608735303	0.540626482308	0.57062765614	0.570084223197	0.579643209473	0.593210868607	0.591311372511	0.550436864433	0.604151082661	0.547522601267	0.735386879435	0.535118905597	0.640547867279	0.597487456112	0	0.516203418779	0.530869229478	0.640532169969	0.615523641174	0.537942202376	0.638011253307	0.645561910333	0.580311703718	0.57595526561	0.724121855022	0.609045754332	0.645006041839	0.594249645097	0.656346428217	0.521235241195	0.605058121766	0.540967553834	0.559042890291	0.517334889036	0.625485616231	0.4937169537	0.627225795074	0.525202190222	0.58428101777	0.654785305184	0.656991382574	0.529414255242	0.567914180709	0.508319100539	0.583874059097	0.675500150702	0.534420667508	0.573219225511	0.575155933791	0.547994800745	0.543025295524	0.532920518542	0.52589850119	0.558949932347	0.525114538809	0.660448308294	0.548946098393	0.734787692543	0.621766647091	0.492894188002	0.576567503889	0.517775112765	0.505893133429	0.56940241989	0.538133532754	0.58895106524	0.556102945607	0.56092108426	0.540029686537	0.529367620283	0.542394556332	0.55572112846	0.591241825497	0.551633493922	0.58253621763	0.541404704178	0.560088367165	0.50569501835	0.563308200413	0.567459833404	0.546966570227	0.520249511886	0.620272913097	0.567610467213	0.552473907217	0.621979078856	0.516893991208	0.566136011648	0.568919758133	0.679453492876	0.555545872929	0.626227299057	0.598435308086	0.64106392291	0.688804365356	0.625979525373	0.542083473494	0.659137679539	0.720126475809	0.653846753771	0.590628119808	0.576531624628	0.638186891562	0.649228898275	0.513044517533	0.564899701873	0.599254441413	0.658426243093	0.629062331567	0.615566439853	0.576361029153	0.61808538729	0.62408418142	0.536292408998	0.746722068956	0.551600304174	0.505733046532	0.610983748037	0.621554694398	0.609611324999	0.671997481888	0.602255127674	0.605336683381	0.624025149324	0.566295372772	0.562015328136	0.478919032057	0.595366703476	0.569476519946	0.548516157881	0.543262233441	0.624895345188	0.682704150943	0.533644397354	0.566722005618	0.564889288989	0.644977365634	0.571874518316	0.545904030461	0.505194829455	0.515142027487	0.564735389718	0.550173455421	0.56491986077	0.540092232247	0.551964838373	0.547467044031	0.514358353698	0.682920086167	0.58077583731	0.56685320918	0.536803791928	0.61517036863	0.527306120552	0.585752081923	0.61874840518	0.558933091729	0.537650273819	0.525959394533
CS.072	0.655193318617	0.55520303548	0.470546321405	0.665981547684	0.497064400887	0.563693555179	0.572053646588	0.602675054218	0.494303638569	0.503877172987	0.540151228936	0.489466549522	0.517139635591	0.496782234109	0.540971575522	0.609114551282	0.613815353445	0.578687563318	0.591628274919	0.76787275982	0.604376440739	0.652870781843	0.640427570823	0.516203418779	0	0.500168043741	0.66133418533	0.60655555978	0.571952597189	0.656388837811	0.689664102256	0.636533346428	0.636875069852	0.746871531621	0.634616415817	0.699513410817	0.657800400507	0.695361898783	0.479872335203	0.650558693635	0.564403451052	0.582603557139	0.562993444329	0.663284330937	0.543835363031	0.654192762913	0.557206807453	0.651037012312	0.721360572208	0.721069207153	0.598381068739	0.575330065927	0.589476134049	0.623629309724	0.691845413099	0.604899624184	0.643285100082	0.597468109059	0.595020201644	0.608378141258	0.53057877348	0.540186441052	0.616963060867	0.553853771206	0.702371105216	0.586089285289	0.709568462032	0.617161674689	0.480949796227	0.618529774406	0.537471333427	0.504246250985	0.530600525353	0.559929697455	0.525349765442	0.523304519726	0.552625061453	0.465841353177	0.509282428559	0.49631549805	0.515503842693	0.516461977066	0.499685456909	0.535059835052	0.492031478288	0.498035432465	0.458145622907	0.500938077196	0.568936271645	0.534833269781	0.509166603045	0.552084251978	0.591664895903	0.47302679045	0.561627179187	0.478243815532	0.514581999628	0.535229761167	0.660831734979	0.498814636065	0.609206781019	0.525854174716	0.598161022585	0.68677135078	0.606051177883	0.605264881026	0.664743425853	0.746974650268	0.679480282627	0.626571067848	0.546226136091	0.658394942376	0.633598694241	0.556647787201	0.616669270062	0.576148896089	0.654613965797	0.620181086515	0.639721478219	0.603461594479	0.632135167627	0.618701090978	0.540474489059	0.768142962766	0.582544603767	0.556553804257	0.641256849996	0.64850752113	0.66230324844	0.722089709555	0.6233693634	0.618094924691	0.615100905568	0.634943765426	0.610383352765	0.54400561161	0.656612951583	0.63433119737	0.583803649222	0.626348458504	0.639270870426	0.715790764506	0.611737820122	0.581193731727	0.553564834972	0.628326772958	0.543090132196	0.522747021304	0.474941035211	0.498782779158	0.585177707269	0.538349762539	0.541880763911	0.516738222056	0.497328715822	0.526306424899	0.476109308752	0.691113910403	0.558898237352	0.510394568382	0.469402914169	0.569752613613	0.482379602726	0.547081244945	0.580850756465	0.512821547978	0.482185293206	0.462247265587
CS.153	0.657775283832	0.548857057135	0.61593989038	0.676412372978	0.589315860192	0.597371359828	0.578446320929	0.568680128705	0.585692047632	0.542204567082	0.57680782936	0.592919050064	0.506401210238	0.626669446118	0.64320099336	0.582934903192	0.583009510131	0.540313006165	0.589551112203	0.682564324164	0.605541611897	0.607634690321	0.602784054401	0.530869229478	0.500168043741	0	0.594789395129	0.621222767673	0.527961371628	0.577222284088	0.699745420289	0.619198298256	0.634809642003	0.723944323117	0.578270164491	0.646147334843	0.629414497645	0.630305082697	0.487598359882	0.632108143393	0.534478312811	0.476951211098	0.582359778856	0.637032536322	0.580612144208	0.660514205525	0.57786181773	0.608178673557	0.656190750973	0.669641213659	0.595590283139	0.577169521496	0.589550806477	0.633432180886	0.686090368166	0.607284705011	0.630459653262	0.603711021221	0.583690912531	0.616626630719	0.568674334743	0.60196053839	0.615470088539	0.603088504675	0.688832893014	0.630189242377	0.704472587854	0.635815629617	0.569626627979	0.598215519051	0.58197542233	0.583107084479	0.576667547726	0.624566604229	0.600906493538	0.564871212157	0.600738901138	0.618002642902	0.609745621184	0.590281372979	0.599410317234	0.593873782664	0.600671454099	0.581402181483	0.586434285673	0.643942740346	0.554746893447	0.566775720112	0.561785154418	0.600409327915	0.558297686216	0.567558599974	0.616614292545	0.490581583021	0.646016621086	0.565463832061	0.600860224187	0.524319860575	0.662204009746	0.48028459293	0.53747985	0.571681596208	0.636262895029	0.671203280486	0.574468692055	0.57998967271	0.650035658094	0.728466396434	0.634992074787	0.639748424331	0.582014448941	0.63216376687	0.654178795489	0.58329837598	0.609292948594	0.56682852869	0.589623579974	0.608057697446	0.650401997855	0.620388822257	0.633945673597	0.537637271962	0.570303540651	0.730534340096	0.533172979292	0.555670170267	0.646902097527	0.628985627787	0.654498297489	0.664948434251	0.512000593734	0.52943858281	0.629724994364	0.624267522119	0.596531729929	0.593153463408	0.601563918848	0.628666406712	0.609541917194	0.607697773186	0.642247376096	0.674086543167	0.608836008619	0.587078413243	0.601972865968	0.665502840133	0.562687321644	0.598042812159	0.587711433661	0.573034802831	0.634113817102	0.609334016221	0.607347092146	0.602599015551	0.591280964321	0.590465023516	0.591271062078	0.699896020295	0.637677286434	0.622881631778	0.601953999797	0.645982607753	0.570997243783	0.614489614489	0.647631528973	0.623764900546	0.586415017046	0.593433583244
CS.063	0.653829533965	0.605355367294	0.727411890766	0.650837667082	0.695954614561	0.685679408667	0.598955758413	0.601005621724	0.70597175228	0.672054673619	0.666218414243	0.727907026435	0.630126111894	0.728753888614	0.748852909573	0.585220555626	0.60225030967	0.58763129417	0.635194205489	0.666533718086	0.619620998635	0.569052750917	0.575769250206	0.640532169969	0.66133418533	0.594789395129	0	0.673331419227	0.548825748097	0.566448370613	0.668449995203	0.599725006695	0.618334543664	0.6948106171	0.584725746107	0.6227083978	0.603270944158	0.592500234069	0.602832058494	0.634345921481	0.590757224488	0.572866126734	0.653230657871	0.630411783419	0.70014836168	0.664469635664	0.667202656324	0.574370544911	0.60594739735	0.635779111727	0.623545557211	0.631580270579	0.62318066196	0.639398962189	0.643425685596	0.633746774064	0.650531832795	0.613520311855	0.624973117707	0.631465465549	0.659918268445	0.652082647282	0.618469920762	0.655572503823	0.672716742616	0.661440344709	0.680206853178	0.661725437333	0.698443071868	0.635790111807	0.671987659466	0.685862523797	0.695576132221	0.677896768797	0.717150277467	0.666329574579	0.714494001322	0.741696193094	0.678347291606	0.715486187028	0.728243317967	0.720329313417	0.696223274553	0.713884270825	0.701161495907	0.753036089077	0.690518962382	0.693351344789	0.643623865127	0.699137810588	0.669535032476	0.617931159236	0.665024626877	0.62453801286	0.71581251097	0.678792303765	0.70372356074	0.615408739138	0.6838814909	0.624085883002	0.535762165029	0.646609169546	0.69260313907	0.667112394506	0.602027859078	0.601165871151	0.613574828037	0.676170006443	0.615582458553	0.679011141104	0.665617646726	0.61462117095	0.678659317561	0.629283502778	0.590888314176	0.628162579902	0.572112063139	0.641450677821	0.639024533519	0.650472241826	0.654086650837	0.540276107249	0.667253720895	0.68202667129	0.583078100694	0.648017046934	0.622680630726	0.623652165401	0.660396963135	0.581725275689	0.556575669764	0.550272320708	0.636782234472	0.634213896708	0.609175975038	0.657562397574	0.629084544757	0.649732622547	0.630967903538	0.60093637566	0.658255178271	0.670168754336	0.634166195537	0.628664711832	0.665480894338	0.667198302365	0.644926107505	0.672513367292	0.72408811853	0.670209091919	0.691825215679	0.665215907121	0.665217396142	0.703658383009	0.7092739657	0.701645736344	0.723244356174	0.684337800289	0.68075961666	0.733442415427	0.729479126788	0.730642718841	0.681069066134	0.67358023752	0.71677445483	0.747109723392	0.671889917391	0.708845017001
CS.327	0.644846820808	0.561418917109	0.575440969245	0.660604688885	0.539799595341	0.591345755418	0.613296605206	0.581629972425	0.582723463892	0.592037163045	0.627088821596	0.598410144367	0.634150745311	0.575757314909	0.568041051563	0.639948341527	0.696187791506	0.614649207116	0.666778375925	0.726077755256	0.654636710855	0.635073070475	0.673459456891	0.615523641174	0.60655555978	0.621222767673	0.673331419227	0	0.620449950601	0.662663332275	0.695483055178	0.645193334702	0.648757825876	0.726665673955	0.644002357503	0.652300597181	0.69464345578	0.680971773962	0.607025697629	0.646633819218	0.618725604731	0.630958380693	0.611033814591	0.655906740264	0.598417736736	0.680907140875	0.628287234054	0.688242035363	0.741104515059	0.732718104167	0.669382263984	0.623903456192	0.675178015194	0.672296539189	0.72877711963	0.666262662814	0.697028112363	0.653295761854	0.67605422096	0.687957796566	0.582031790071	0.645709478225	0.639195340265	0.645784929629	0.667535441039	0.61737896925	0.766820927524	0.62653637907	0.605152894166	0.63119000748	0.607207292296	0.575187416617	0.641411932126	0.598474389058	0.607798673509	0.598857011055	0.663327215387	0.597799284293	0.539206255091	0.60198541608	0.594198992404	0.615791705516	0.562074492882	0.6247005828	0.606274565091	0.606650876578	0.607617998752	0.613183481631	0.609237938998	0.600505531458	0.606658625463	0.581874434504	0.582024455142	0.643399662197	0.565398921345	0.567762830169	0.575179121823	0.605509105911	0.606794057815	0.607909846953	0.632602524501	0.587424788176	0.55025431339	0.677353694575	0.64126713069	0.670699277671	0.664470123642	0.752154184436	0.677147628142	0.64330059694	0.542309316812	0.641813385181	0.669894456115	0.604322553246	0.652188203001	0.586179345872	0.658346653166	0.648260604997	0.684168643777	0.647346841842	0.616197342551	0.61341648071	0.553388675023	0.740520957292	0.58539865534	0.626039776262	0.644873311961	0.670330199212	0.696944809269	0.686152889395	0.593502606121	0.621519612511	0.613531468992	0.67489767239	0.656984540216	0.641530389985	0.641612956879	0.659705564199	0.643762841251	0.659984403509	0.669105315435	0.720873266716	0.677024079261	0.639945961881	0.58085615823	0.648310310037	0.580642072915	0.551605778068	0.606356622714	0.564272054449	0.611577381655	0.581670884041	0.552483904736	0.575285251021	0.582956092012	0.576828296589	0.575881002657	0.703327306355	0.559949230571	0.560731984389	0.605645311712	0.580594177301	0.575414908566	0.556375130655	0.527053266374	0.580168439611	0.589803640664	0.589692200674
CS.064	0.678919696093	0.568936217449	0.61243626951	0.657720455612	0.603101285384	0.576719487932	0.59145049721	0.561442488836	0.59814547041	0.562615258822	0.560523708453	0.612856101669	0.55013870904	0.642685754562	0.640934617072	0.606062748812	0.60200024461	0.611893898759	0.619902849651	0.734529004488	0.604921471085	0.616221892868	0.616596304473	0.537942202376	0.571952597189	0.527961371628	0.548825748097	0.620449950601	0	0.589486333401	0.70715250778	0.652455815007	0.645927467912	0.739132142234	0.577965045553	0.663001182079	0.650005750901	0.603663514579	0.542456183957	0.648526595678	0.56515956221	0.53677597954	0.600416822091	0.667795488839	0.589026010882	0.70392833213	0.605506507401	0.59029013682	0.671495986168	0.701045435163	0.614315662505	0.613707562147	0.564784943886	0.658711943148	0.705195937991	0.618335155789	0.644592262957	0.617754764406	0.596993746517	0.639977892728	0.57072301341	0.583239092593	0.599313530534	0.615688412588	0.693464035778	0.642438025221	0.718661474339	0.66308756543	0.584259969216	0.603283021888	0.619856820225	0.606001856388	0.586467688507	0.61424935908	0.598561555257	0.600512445538	0.627830256458	0.617009828058	0.601658398997	0.587946671716	0.61181423389	0.613984400899	0.603078372209	0.595842697229	0.609153349145	0.647596724368	0.584232759771	0.58119999552	0.584833411061	0.614318417518	0.590602431085	0.603617706025	0.617226004459	0.509535733892	0.655430817016	0.57963571849	0.592915396203	0.571603293821	0.660393217657	0.538483494913	0.581680206371	0.605884819808	0.628909440068	0.685334495677	0.607679726977	0.586952425508	0.65578757825	0.744722128705	0.636395958326	0.646345334038	0.588029298897	0.655565797744	0.674886444163	0.604500649236	0.616056381833	0.597930211562	0.617036472314	0.648238630775	0.671494688733	0.640591540241	0.679088332401	0.572575883663	0.575704720687	0.751072752689	0.545967777079	0.571749795595	0.653600037459	0.65745743846	0.67685222391	0.652137182513	0.588532991176	0.565554226451	0.651173229794	0.635838005878	0.623686252549	0.601221991657	0.626837620264	0.648718246777	0.608010861873	0.606372989171	0.67448263991	0.721881421172	0.637413522619	0.636374005768	0.589511944348	0.666390916286	0.574258109547	0.598654077168	0.601857972023	0.595203022186	0.632819882349	0.631035874277	0.605192556712	0.626621951337	0.61004581416	0.593907476188	0.606502233862	0.716000547749	0.636975516498	0.642072879622	0.632911477592	0.678151683899	0.58179972127	0.608403176354	0.659716838167	0.621434036228	0.584545170341	0.587027368684
CS.115	0.670669956119	0.626443045992	0.711307791467	0.654950938403	0.687754161788	0.653880382989	0.641161433029	0.629362702551	0.682485534719	0.622581535729	0.664034325642	0.694486762642	0.610684639184	0.716231260971	0.711977476905	0.602977473794	0.599279061805	0.567354721819	0.60102244088	0.617323136556	0.632234783292	0.589078560867	0.632413841015	0.638011253307	0.656388837811	0.577222284088	0.566448370613	0.662663332275	0.589486333401	0	0.677243208082	0.602429334204	0.608206028406	0.690109891534	0.579824048455	0.613638980297	0.643977820596	0.615024304418	0.613038420048	0.609359985093	0.574199785055	0.577355833479	0.637956741842	0.618545282036	0.677375977182	0.649037739618	0.630440272056	0.631714094561	0.599718589122	0.619393871735	0.631203036434	0.631649329603	0.633938653738	0.631752677482	0.638045202412	0.645739799961	0.656573539446	0.639746066758	0.613750667857	0.621809472948	0.646598470202	0.650591389452	0.628812001353	0.680950470367	0.612110400076	0.658970337838	0.66851227181	0.649608809004	0.688038937947	0.633074010625	0.650547766223	0.669213025625	0.671425104218	0.698664631764	0.700878640249	0.635651499487	0.690331674649	0.725934233078	0.676476960707	0.705263916283	0.710814973268	0.68299275979	0.702319327998	0.679743478353	0.702739205854	0.733699033083	0.687998851139	0.667666327108	0.654038317839	0.663030562125	0.661605955916	0.63128872166	0.634730237807	0.609275702737	0.714191729179	0.662703168654	0.685003782223	0.618026767743	0.691958812023	0.605063898089	0.550123220518	0.633332782357	0.685599234804	0.643336513439	0.561740113562	0.601472959268	0.636761920238	0.63276007634	0.655981857279	0.676992342859	0.648476177994	0.607756901184	0.644344545781	0.597814615756	0.604649103904	0.63754057123	0.549578117472	0.59549186889	0.645729645608	0.635221773286	0.663235623909	0.558339834109	0.678302325325	0.674138895745	0.58962500281	0.623578904887	0.652914074386	0.616329453375	0.634192187427	0.593791729912	0.554495595307	0.548630094397	0.652085200723	0.623643319857	0.622102467245	0.657855364936	0.63283197978	0.634097045345	0.638843307836	0.634746794905	0.637724717439	0.619341453584	0.601438980952	0.600455704994	0.6788458133	0.650091877671	0.63373751502	0.674163869891	0.694391679498	0.676575811102	0.685692343893	0.674371880008	0.664135016037	0.690891303214	0.70013691584	0.678583958024	0.68862370895	0.619415803003	0.678728469469	0.699961818449	0.706349813095	0.718862773336	0.660298533534	0.694742769008	0.697791449903	0.710872484786	0.675338975224	0.693317271025
