CS.293	CS.043	CS.281	L.005.M1	CS.035	CS.260	CS.104	CS.084	CS.101	CS.314	CS.199	CS.313	CS.028	L.011.M1	CS.059	CS.367	CS.115	CS.060	CS.301	CS.149	CS.073	CS.305	CS.360	CS.341	CS.072	CS.366	CS.382	CS.137	CS.229	CS.122	CS.378	CS.292	CS.236	CS.282	CS.041	CS.224	CS.136	CS.126	CS.125	CS.205	CS.374	CS.375	CS.203	CS.213	CS.380	CS.268	CS.395	CS.389	CS.369	CS.166	CS.214	CS.129	CS.323	CS.256	CS.386	CS.181	CS.177	CS.348	CS.148	CS.183	T.CS.040	T.CS.007	T.CS.046	T.CS.014	T.CS.057	T.CS.067	T.CS.028	TFS.024	T.CS.052	T.CS.079	T.CS.059	T.CS.056	T.CS.082	T.CS.071	T.CS.050	T.CS.156	T.CS.177	T.CS.123	T.CS.091	T.CS.128	T.CS.130	T.CS.125	T.CS.110	T.CS.119	T.CS.180	T.CS.124	T.CS.104	T.CS.126	T.CS.100	T.CS.144	CS.082	CS.103	L.024.M1	CS.241	CS.088	CS.242	L.034.M1	CS.015	CS.110	CS.087	CS.237	CS.356	CS.085	CS.246	CS.006	CS.346	CS.325	CS.347.0	CS.233	CS.150	CS.345.0	CS.330	CS.113	CS.187	CS.363	CS.044	CS.311	CS.387	CS.338	CS.189	CS.322	CS.321	CS.080	CS.158	CS.331	CS.343	CS.227	CS.361	CS.223	CS.112	CS.163	CS.285	CS.152	CS.194	CS.202	CS.390	CS.255	CS.393	CS.370	CS.145	CS.253	CS.326	CS.262	CS.270	T.CS.064	T.CS.055	T.CS.045	TFS.021	T.CS.036	T.CS.008	T.CS.049	T.CS.026	T.CS.061	TFS.025	TFS.027	T.CS.066	TFS.022	T.CS.031	T.CS.043	T.CS.157	T.CS.158	T.CS.109	T.CS.151	T.CS.095	T.CS.166	T.CS.152	T.CS.141	T.CS.142
CS.229	0.697028145609	0.569501442807	0.61559979763	0.688985122409	0.611693290647	0.56640799129	0.576903474962	0.64835289112	0.68005506354	0.630008449803	0.573391991455	0.663555582928	0.633187923795	0.605570981756	0.619303040352	0.623698288732	0.602977473794	0.613811629436	0.573339361072	0.513217921704	0.636389861755	0.634582818027	0.560040966293	0.567979627447	0.609114551282	0.587282651335	0.584579401921	0.586230959219	0	0.653721172391	0.668920631184	0.558246543062	0.633749077905	0.567140144104	0.569167592642	0.676746815329	0.525403283988	0.558414879062	0.548011003198	0.602268636534	0.583983685143	0.547011845152	0.615412319854	0.576754293222	0.604502102641	0.605134994872	0.574884993575	0.546518997256	0.607953696205	0.579409084393	0.572920268024	0.60697084198	0.542892216599	0.577444935115	0.643699751195	0.547808990415	0.591106968658	0.574391201309	0.611661582489	0.596413374108	0.631227285602	0.60385993602	0.551285647235	0.613449394542	0.621026367072	0.607263012759	0.583489017993	0.592584045131	0.543435824059	0.550550644265	0.64820937475	0.657843603561	0.628946653058	0.614694572339	0.623673192183	0.638721396671	0.667450968324	0.602776326765	0.69927145164	0.645073073775	0.632775267308	0.606592529288	0.65452066659	0.691643052326	0.65645618125	0.673996847603	0.670771403032	0.617745326533	0.679800354521	0.669040598612	0.642099009861	0.638407360779	0.697311846753	0.659045143528	0.655422486951	0.617947993822	0.624391529982	0.676985712734	0.5899421099	0.612067799076	0.572352424369	0.640236732604	0.622960894396	0.633208032831	0.611950861092	0.625998719693	0.682543478166	0.558894014266	0.660866874888	0.584053492072	0.621719974431	0.561174006328	0.621536305318	0.528329706419	0.515852997114	0.588064755778	0.574480812053	0.53357869635	0.585826740442	0.599227101299	0.565607439645	0.626610562133	0.576095227206	0.573925028606	0.575848177569	0.580688336181	0.649810844268	0.560073238	0.527605202875	0.555451141045	0.56857390516	0.58637447876	0.590244209504	0.627232609867	0.617784225213	0.573207582134	0.568038163271	0.597893836993	0.537794838495	0.545425218823	0.665105352025	0.581671170548	0.583820300931	0.54956911872	0.613327131621	0.620315354938	0.605870606047	0.59274367139	0.653178319499	0.577155931414	0.597516107932	0.638146358983	0.562271531149	0.579312763363	0.606542654606	0.683107806312	0.650944609096	0.624577926322	0.629156471201	0.65479514909	0.63377855345	0.683193695242	0.666129908653	0.69488491234	0.616587285388	0.599811169607	0.677692331371	0.669853778128
CS.122	0.519373221979	0.570389455199	0.530063953425	0.554344263493	0.513006254106	0.64413670315	0.529120735251	0.515385555905	0.513976030353	0.554727572552	0.586895924037	0.533221577005	0.506369638921	0.555148304421	0.559642898497	0.729587137786	0.635538346783	0.580406357286	0.630920491266	0.636675676017	0.549686519798	0.553653399406	0.660844562453	0.691304048421	0.531308074286	0.736139513288	0.614834617106	0.604705969496	0.653721172391	0	0.639612181045	0.578256929429	0.66050672726	0.698012805739	0.628503071174	0.758725139084	0.598381072372	0.593405623307	0.683993451536	0.725234382082	0.677425898772	0.636465341952	0.554854924262	0.675795508177	0.591618746084	0.656860358405	0.654522179972	0.668750902765	0.729725284104	0.688881937962	0.65810419251	0.600614541557	0.669229760575	0.672059241361	0.701461073313	0.661519829164	0.703935322714	0.646442641491	0.698559175422	0.737095186534	0.512585416464	0.673828519138	0.625918391479	0.581412357699	0.717651364733	0.576604777557	0.61039994435	0.58406453337	0.671128900474	0.706325618071	0.555278403769	0.59224266318	0.546002866847	0.597089473876	0.582121627325	0.535531518795	0.545974350986	0.572831007439	0.560622379464	0.590436368414	0.53740975463	0.590351022031	0.558024502878	0.577475926513	0.55085677531	0.49513641013	0.55872177151	0.554192704472	0.576570688363	0.561610217362	0.514839307331	0.532525216949	0.558644550317	0.509502810135	0.608179353435	0.550026311086	0.586063406522	0.533105326216	0.608208531367	0.545053964545	0.609451720036	0.689818126683	0.500691711953	0.541396067129	0.494387581955	0.733109724992	0.758216634576	0.680499354293	0.51743894968	0.584950118282	0.735176335739	0.667880744215	0.534821033906	0.639245987326	0.672252136432	0.542788952348	0.567864685336	0.640351616772	0.626253606215	0.642515064466	0.713069641686	0.525503243142	0.569640772624	0.59452238076	0.597252196489	0.683211034794	0.772071273534	0.663330053386	0.676898147165	0.57376034738	0.591341350758	0.713961761777	0.570558892535	0.759201872277	0.647629385399	0.671744021446	0.634776646783	0.651857808892	0.667251349714	0.613279713466	0.706397568955	0.629479838064	0.68455850874	0.664115085517	0.533240493061	0.566790806705	0.590150318517	0.593727582639	0.536966295849	0.640398573561	0.675487035841	0.721643696752	0.634583548605	0.616912921171	0.569469818281	0.53932362514	0.559814979935	0.569599682554	0.585087577251	0.527221867124	0.54029013827	0.542554087503	0.565119086233	0.541034294191	0.566838340293	0.554023907586	0.570974951928	0.597878876382
CS.378	0.712689115433	0.626122699477	0.647887617619	0.708192684742	0.658141725416	0.632727743391	0.653514594952	0.672961459278	0.718858641745	0.626201996876	0.654730102182	0.701442878598	0.663006186937	0.663222928449	0.689326524847	0.611054121591	0.613638980297	0.596189796187	0.699756235743	0.611629782693	0.614394057039	0.691659127691	0.6388909487	0.631939932139	0.699513410817	0.629231269895	0.654357925082	0.696209529153	0.668920631184	0.639612181045	0	0.629828534639	0.656506725747	0.648580839035	0.638220654991	0.643010901638	0.626516132753	0.662741357554	0.614279151326	0.634356453207	0.610232820205	0.611350610664	0.6858486823	0.5914918817	0.68864177977	0.640698413223	0.642763117029	0.604371564004	0.618795490006	0.661415747549	0.611210651875	0.642469314924	0.651638624631	0.624294471614	0.615123864711	0.635134960915	0.601026893063	0.683072913975	0.634111470816	0.611905245732	0.675596812502	0.65687793964	0.643958264397	0.67544983739	0.643490630281	0.677935696228	0.680402735273	0.672211214426	0.673037703262	0.631428884225	0.660283897183	0.642111048155	0.666599103996	0.718206018173	0.621055406146	0.663439497039	0.699592033084	0.675221949306	0.72734086283	0.690988243084	0.697731871911	0.656278047775	0.707047133256	0.725814479291	0.660688960469	0.658978795714	0.719926459177	0.698270284235	0.714517802293	0.710659356592	0.670803511121	0.644850302759	0.681847729119	0.705114222158	0.659267759821	0.667418755751	0.663078617522	0.69912312318	0.635822751993	0.64785790325	0.60265345383	0.646561001727	0.667474627777	0.662219992538	0.651962485447	0.641379649906	0.670301669259	0.621471945307	0.655686452975	0.618320342007	0.623047324067	0.619807361783	0.66563875273	0.61826109278	0.604279307388	0.659397259889	0.656535345822	0.620137650066	0.636275670558	0.634723962825	0.622961469496	0.643486654301	0.61091863452	0.603111810097	0.650475135353	0.611660340002	0.645587286975	0.613331990916	0.629549520518	0.583448174296	0.589537489956	0.616866170739	0.678896000163	0.656431325666	0.631785460831	0.636840500413	0.628781090926	0.643984076462	0.650667515088	0.67103232461	0.511180193812	0.609051332234	0.619752591543	0.621300259198	0.684054719092	0.694981154016	0.675698106272	0.674798769864	0.64504869069	0.673698410203	0.661108002457	0.660847537252	0.688061389291	0.667279417054	0.702671971568	0.699367540171	0.707741106323	0.655883364406	0.683325401867	0.666034351298	0.695801311311	0.711517231602	0.694781824144	0.725185964899	0.685539564965	0.664948491803	0.675027226461	0.694991866464
CS.292	0.627946491226	0.552590362402	0.559597073809	0.651307222477	0.548314762985	0.568868383081	0.542254403395	0.569490160431	0.609327893625	0.591654630023	0.603720052991	0.591694676492	0.537114088451	0.599678016148	0.564795347437	0.622811184764	0.574199785055	0.526411394407	0.560833462841	0.532524561846	0.631358112029	0.601192212776	0.558480193285	0.587077689892	0.564403451052	0.618362989469	0.601761873559	0.577652997938	0.558246543062	0.578256929429	0.629828534639	0	0.611278348595	0.576911081107	0.561872597642	0.690536607928	0.501729828511	0.55645259045	0.57421712527	0.630707274045	0.573888754549	0.590023300148	0.602352593664	0.588926118401	0.600672118167	0.562597236873	0.545637900652	0.57056433975	0.6088558002	0.566938711309	0.578591541338	0.576651183771	0.534544402675	0.539093745794	0.646100592838	0.537724431742	0.599351178466	0.559124208934	0.617165324479	0.600979940479	0.58781738702	0.636223144375	0.580961552991	0.593510805152	0.658623817056	0.623998210092	0.613337999927	0.606242450865	0.610549759893	0.602211901315	0.605261008175	0.642475366543	0.620645058164	0.618337443629	0.626126637851	0.610700960234	0.620022908674	0.600936745463	0.634544854597	0.582963600332	0.590335512149	0.589937910753	0.604064127355	0.627028202256	0.615694827823	0.602182309832	0.635137874797	0.591345514261	0.638526208786	0.649509793762	0.556790519357	0.538965381906	0.660700199518	0.561228879212	0.69128547591	0.587336247994	0.608849792305	0.642204438533	0.540452519851	0.630259332074	0.525762021784	0.649695889195	0.557223544097	0.580669870239	0.585512396762	0.674150885756	0.689299807633	0.571012350328	0.511301781892	0.526553971971	0.649566340642	0.560790765252	0.616071958585	0.528770474821	0.547201276086	0.599209197538	0.571143051772	0.556842802969	0.545033242504	0.568748039954	0.56419129984	0.615867625792	0.542665935584	0.569900032079	0.494860640821	0.58966707686	0.67178138156	0.601377705096	0.559238026743	0.515246683125	0.561792092003	0.575489890561	0.558114992486	0.645699243688	0.633114668279	0.562766314111	0.544850763623	0.590982669237	0.546128983121	0.553953850192	0.648592736037	0.547706320025	0.584746589647	0.522327798823	0.579026663304	0.607240864108	0.622213421468	0.622258125817	0.579614922297	0.639712222671	0.614403438875	0.657414153685	0.630151044598	0.624370189504	0.621565663321	0.619448338933	0.609458904666	0.616789291402	0.635842646045	0.636053140578	0.61183506128	0.615819690121	0.639619530884	0.635265937183	0.598703293402	0.602742200485	0.658190849865	0.680196581984
CS.236	0.733108551949	0.642120672698	0.674562239773	0.744792293265	0.653546985017	0.642787042628	0.619315323724	0.647880881614	0.697160563556	0.693864464333	0.62449768669	0.700617456038	0.664703161289	0.662444703589	0.673941669486	0.695157518947	0.615024304418	0.65060601746	0.680108751697	0.620333868091	0.609576186191	0.687164145162	0.623484458986	0.661404342043	0.695361898783	0.686459047938	0.687885100643	0.675716980648	0.633749077905	0.66050672726	0.656506725747	0.611278348595	0	0.630821767852	0.608768780582	0.720606416614	0.58708327939	0.695612850944	0.647980104185	0.699705501156	0.629039892232	0.645277265612	0.68576473775	0.623607453373	0.697833156602	0.61539522933	0.640491492647	0.65697860528	0.643340187216	0.671090560276	0.671079577249	0.664610101541	0.645203113426	0.656246889406	0.677243119256	0.654724620059	0.679777298141	0.655553885137	0.670038976209	0.667640299913	0.687154654721	0.711942053602	0.677878781425	0.67145561144	0.688918585559	0.711298908549	0.709231114578	0.680083712197	0.663222026153	0.684029650744	0.647841938049	0.671737246163	0.675437608702	0.719197430773	0.653580756399	0.695649784228	0.718639177434	0.691264016914	0.750593499653	0.677767558216	0.702728554759	0.719454526982	0.704508683153	0.694941360275	0.658597693949	0.675307636487	0.722291922856	0.706684656641	0.706040095585	0.718882441013	0.664042864909	0.634207785925	0.738452174346	0.689210778227	0.703834570222	0.698415473817	0.635627658566	0.685270186063	0.639893617205	0.681069383459	0.58950580228	0.721134265581	0.641704017695	0.677324515182	0.6874318974	0.685419261651	0.738197307306	0.662312901441	0.658685538645	0.651943197265	0.671962052406	0.669324022557	0.665998952364	0.643964644425	0.651141996743	0.648704892997	0.661258864402	0.665451156765	0.625834536189	0.682452029449	0.668661411259	0.679890010623	0.627507558801	0.581866874234	0.637622231109	0.644404105624	0.719061696391	0.671175554193	0.659884034791	0.593547016318	0.585121529404	0.648818366769	0.674006925198	0.734205337118	0.67547206228	0.650920489478	0.679376773704	0.637071305668	0.640230550474	0.684031876375	0.684389533247	0.652217949218	0.6799206684	0.662389345033	0.699792704779	0.688118988138	0.7013286885	0.702478474116	0.670238774415	0.717149569777	0.714886546872	0.718247892002	0.698922273935	0.703745382089	0.718751677433	0.720344089142	0.719379199355	0.709307369169	0.699093928922	0.722522532001	0.712755492725	0.73208911258	0.742491668344	0.747544540665	0.691060377963	0.689636422588	0.739990690001	0.75572108026
CS.282	0.704621458648	0.625010414174	0.635356799366	0.712623033209	0.67212839535	0.54621365826	0.640699516128	0.6902974964	0.73336312711	0.645107078805	0.63845574302	0.691718754956	0.671024243559	0.644474272758	0.685856399774	0.615359714945	0.643977820596	0.633330328725	0.566145276791	0.517091543636	0.689223181195	0.628641643738	0.549022154747	0.523022369857	0.657800400507	0.535215222518	0.578875166054	0.601366727335	0.567140144104	0.698012805739	0.648580839035	0.576911081107	0.630821767852	0	0.619172616312	0.621174658827	0.571965792018	0.58981461193	0.480710552285	0.523298972232	0.550817982949	0.575724851908	0.628589054668	0.537330417283	0.638486202017	0.605175400455	0.589911004514	0.523762015913	0.593833055882	0.542786184878	0.550643154067	0.623947337214	0.514641308279	0.531858564394	0.616242354413	0.531011030339	0.59432252775	0.587984595732	0.56412892861	0.55149993204	0.67843858551	0.587510659439	0.588825752416	0.626329043217	0.630977543433	0.635450908609	0.608696613833	0.633952554335	0.580238852903	0.556724204093	0.694620077437	0.713083937265	0.665127447402	0.640861455445	0.647981692898	0.664242825299	0.69473287809	0.628614800221	0.722730686464	0.639057271653	0.661066673041	0.623051535179	0.67675950648	0.699706696899	0.681932731604	0.69088488009	0.704535627895	0.627177300082	0.716050114796	0.695821005917	0.65570333583	0.654156436549	0.712425527257	0.709418809854	0.716795282139	0.663703871175	0.641279994235	0.712032124175	0.612554061255	0.672186963613	0.573929006044	0.668354664946	0.67583855954	0.626927644945	0.649635314488	0.617398399483	0.646881727563	0.58549711848	0.693625384923	0.599223336242	0.620818465965	0.541469347354	0.668802450201	0.497531537942	0.512780033099	0.62757651043	0.639406111349	0.554805440657	0.57749390911	0.584895183541	0.504767368351	0.650991959602	0.612756478426	0.605764582329	0.561097830486	0.495633828635	0.64548075673	0.560362887215	0.498626489992	0.587402726693	0.606385493289	0.579959932729	0.621731221584	0.567595599204	0.64833750998	0.51836550048	0.537766360658	0.605864058451	0.560833385565	0.583254806946	0.642595171729	0.521720031764	0.601867235635	0.536506763429	0.6745029621	0.66733922471	0.659324965824	0.664764188388	0.679738613948	0.618494833656	0.546912200467	0.660732081784	0.60374488639	0.599138523088	0.662307415887	0.698982421727	0.684721397444	0.66883205128	0.649929099991	0.686146790911	0.652437603456	0.688527179229	0.679102251474	0.725741216468	0.634728331064	0.653175014114	0.700809553911	0.670315075129
CS.041	0.694388759264	0.559246824153	0.607197101563	0.692308028819	0.590388477158	0.568762011586	0.607712261333	0.589116664715	0.669028435861	0.641494597214	0.597177208217	0.6674995311	0.598103721576	0.637035745726	0.602267845615	0.657671159802	0.579824048455	0.593910836617	0.61808175745	0.582986838482	0.603085430092	0.65929865178	0.606775416596	0.59588877994	0.634616415817	0.638196498928	0.626732632927	0.62324782182	0.569167592642	0.628503071174	0.638220654991	0.561872597642	0.608768780582	0.619172616312	0	0.706364224622	0.521955719768	0.596199889422	0.58001110795	0.665747177533	0.620893417434	0.605359350596	0.640044360063	0.619514429785	0.645338186319	0.605064450454	0.601133643426	0.610253955472	0.605841429958	0.611348030752	0.625792626503	0.613745431038	0.608752806452	0.618684957859	0.677588102435	0.603990596792	0.66179328362	0.603044691221	0.593718602722	0.628044505139	0.646494131133	0.6356219955	0.597411926599	0.621794232292	0.627163930806	0.627560843759	0.628576627918	0.617378098144	0.587413935979	0.606365112184	0.626508275694	0.639070345643	0.652076292463	0.638419033049	0.595933287705	0.674376072528	0.678629039463	0.654665037789	0.709892852785	0.655448617689	0.67041072724	0.631285270943	0.665618161108	0.686247609989	0.654248021998	0.662148788613	0.692575767885	0.654028342006	0.678218457972	0.690187024388	0.618838871234	0.598428396377	0.702713766563	0.67480094951	0.663473409257	0.63741111212	0.649599859789	0.66266264534	0.57455849971	0.616999088479	0.562754570555	0.672741354252	0.593123932038	0.637106535563	0.61775155275	0.670431324698	0.687706335482	0.615530826895	0.611119048575	0.586761290325	0.654919247015	0.58897365736	0.623056024561	0.604005547741	0.575672015857	0.605888936804	0.593124453381	0.597124220458	0.600840488243	0.635465195265	0.616793695597	0.649466346531	0.519354458071	0.546385288337	0.609000337228	0.633129679963	0.698180342819	0.604448835678	0.585399340128	0.522271536782	0.570525047478	0.609034790506	0.616110214667	0.662191380162	0.651187026157	0.617618533822	0.621288844374	0.584933261826	0.583966888651	0.616708215117	0.672798571039	0.6077738079	0.613356499374	0.578749034065	0.646518130396	0.631431634839	0.627237881936	0.657365024192	0.639991681544	0.621965249892	0.627620636318	0.632310207852	0.650166468377	0.637743221315	0.650405818827	0.692707680854	0.681564772195	0.630461820086	0.645576235397	0.661510652036	0.659847567304	0.706540521465	0.692639838279	0.700621919729	0.654480825287	0.637714140452	0.687582988523	0.685407479275
CS.224	0.774371641856	0.694162157051	0.736381478482	0.763750922127	0.747877366478	0.660942984601	0.729451726192	0.763697357741	0.785651514839	0.720701382528	0.706760278706	0.76374399537	0.7406917472	0.743057912451	0.762361002302	0.58747558569	0.690109891534	0.686624282033	0.707219219386	0.631215798428	0.713147578538	0.75329949838	0.682550688922	0.628062608858	0.746871531621	0.578012187692	0.701379273178	0.729177952384	0.676746815329	0.758725139084	0.643010901638	0.690536607928	0.720606416614	0.621174658827	0.706364224622	0	0.689980687344	0.713095141561	0.625553837121	0.579395264151	0.624012694137	0.661303083911	0.737466442463	0.618319945822	0.735368172264	0.690748197721	0.691279776903	0.657880494591	0.661026182424	0.659127316305	0.64280315834	0.682117592216	0.676101339965	0.619532150696	0.587195940878	0.646441016666	0.595639021725	0.715155645704	0.606820246476	0.618758549649	0.744695713465	0.658905718657	0.686318886311	0.729429057664	0.629125635432	0.733753857512	0.720015346524	0.725648676328	0.69772935817	0.619439569194	0.752865365514	0.726309385425	0.744031591153	0.74793140248	0.712656963576	0.741349538126	0.781289162209	0.725613400344	0.776335012062	0.739888993504	0.747578544288	0.705452804649	0.758253036279	0.76632743559	0.760499964055	0.76935562008	0.77321246398	0.737462648518	0.780552892153	0.765479048186	0.758992614812	0.729104958783	0.747854424525	0.758455643178	0.735115573726	0.755119080333	0.726567744248	0.756621347958	0.650691098176	0.710426757832	0.621272735249	0.671113819034	0.749412057838	0.732083897088	0.721713764458	0.608022588225	0.576143794819	0.649921140148	0.735864833397	0.66082938566	0.636238614162	0.62981924014	0.739457204627	0.641433573876	0.641703011226	0.728919779906	0.722548463518	0.66334847547	0.694331902842	0.671131294282	0.606035645886	0.733533236736	0.666415230256	0.670966060946	0.710292089637	0.555298489428	0.576155658621	0.659432988997	0.609967713298	0.682527847485	0.666124364968	0.60979418928	0.737415432909	0.576944841641	0.692734048434	0.623313359694	0.66270322833	0.693440955654	0.683566171127	0.701975262436	0.648255909349	0.648461528025	0.653320271412	0.649328334164	0.757265160945	0.735955329739	0.723628770729	0.710830730395	0.745385720093	0.706861373072	0.640452258841	0.66233268889	0.709014639772	0.693021069317	0.755787045486	0.765511926228	0.77415938034	0.73296485776	0.740495440691	0.736422090129	0.74068392715	0.780047215074	0.742949155101	0.776785138885	0.722184186904	0.733945917797	0.735598810251	0.730353722531
CS.136	0.671477744636	0.562038652241	0.590983259179	0.675692280642	0.548350623564	0.548223909469	0.546277378539	0.567376407168	0.638520945649	0.583686613651	0.548026383757	0.634855015627	0.56990554659	0.603243593865	0.594918465402	0.636082409248	0.577355833479	0.558403951608	0.58290018057	0.526198479504	0.606402625761	0.621967572881	0.557759282211	0.598856179973	0.582603557139	0.627701272867	0.605195616082	0.591451139596	0.525403283988	0.598381072372	0.626516132753	0.501729828511	0.58708327939	0.571965792018	0.521955719768	0.689980687344	0	0.57262501379	0.560640953503	0.610503083907	0.573437206374	0.565400595896	0.625762623595	0.572938520851	0.628661421361	0.569108695332	0.558185043407	0.560250558267	0.59681921216	0.584969019676	0.567382175378	0.585640880141	0.546325581568	0.572940959002	0.6600464945	0.552410901412	0.623138958101	0.580313141888	0.592085585589	0.612961871298	0.614236621254	0.591470564422	0.569592192048	0.594426879987	0.648638359816	0.603091400354	0.610943925327	0.597964566027	0.57821204992	0.598598485312	0.614197607564	0.627437757342	0.628273254209	0.611332932756	0.609920987311	0.639953417342	0.666512008927	0.617317354609	0.671858897394	0.61662659933	0.63491478068	0.610094764421	0.634098133773	0.659409050303	0.626932988553	0.612911340419	0.661749538147	0.611973683143	0.654146833415	0.653691197402	0.554307492627	0.567237858169	0.666964326214	0.657476488346	0.653466017512	0.607632868862	0.617508006549	0.662766056719	0.552692623271	0.59537892913	0.521341002975	0.663624897769	0.548744127779	0.600626040197	0.570763700771	0.624964287366	0.700619605552	0.587618665632	0.580926814717	0.53659282847	0.635308548989	0.571931759583	0.587031032209	0.550077987223	0.525913351688	0.573767880192	0.5679940898	0.539183918998	0.559865504183	0.588441415862	0.579163358197	0.622672532184	0.5245003337	0.533538777731	0.549760057745	0.590549458364	0.685345321599	0.576694640801	0.537717782775	0.479463896812	0.491538272483	0.578307623964	0.566950364357	0.651941644713	0.63522076944	0.567639609512	0.566880008733	0.589209244262	0.575824701674	0.569221803178	0.636080106271	0.566630269217	0.620695945012	0.543567752205	0.621150988828	0.60961338009	0.617517460764	0.628779967913	0.607232738005	0.638813943981	0.608459710618	0.662219063443	0.606699391963	0.597726893226	0.628867813785	0.652144960285	0.642960925131	0.615591315968	0.617721549504	0.642505302596	0.634689913165	0.658514815083	0.657972974293	0.665175484608	0.606519449858	0.609474144617	0.679238434093	0.668564657823
CS.126	0.5382606355	0.553991775959	0.479982742081	0.557980950747	0.556682074529	0.574418924756	0.534794219745	0.595129125479	0.573459996245	0.554591531005	0.601961414352	0.544803411308	0.56823303491	0.552947392621	0.512427333946	0.67462350171	0.645044549224	0.594701823172	0.502150138655	0.53687090538	0.657367304979	0.484046455758	0.559258595565	0.574935053016	0.476585201656	0.645932144789	0.461425012325	0.435596733403	0.558414879062	0.593405623307	0.662741357554	0.55645259045	0.695612850944	0.58981461193	0.596199889422	0.713095141561	0.57262501379	0	0.545790698674	0.628550895092	0.612111975816	0.539055275194	0.494174155348	0.616184067755	0.458232284469	0.623983178501	0.551852840886	0.543577613157	0.679279627982	0.594184299798	0.534347284908	0.560786466984	0.520021364912	0.56491629721	0.66651615454	0.554247800749	0.590256859298	0.51850057953	0.618085651977	0.660727288477	0.516274723156	0.575998154076	0.540144230515	0.523764867324	0.635147739081	0.477196444766	0.483307131013	0.51894241731	0.545918133722	0.596670412062	0.635327120547	0.632867021886	0.512526065609	0.463295700811	0.574037884238	0.520907049874	0.531469057882	0.497677439109	0.520319182154	0.551104107574	0.487709355652	0.482206901911	0.543586990576	0.615177226398	0.578943936258	0.536847106627	0.530756803306	0.448730900135	0.565633393362	0.537143081562	0.552050696708	0.570833244366	0.593563572355	0.559699088986	0.676424227253	0.480954954756	0.580134864072	0.624035865601	0.607719398354	0.594501792626	0.615190787875	0.640630256903	0.551469531556	0.51169015511	0.543559822921	0.716347257842	0.706505804371	0.633177856427	0.597237178565	0.537158032934	0.726293163117	0.542229347467	0.543328295999	0.525908593652	0.546677045296	0.512564725431	0.582822049463	0.47236106826	0.56484781846	0.59762934111	0.60335952873	0.505710698232	0.564286565927	0.625857575505	0.499813478737	0.570490603616	0.731034888173	0.591385691215	0.536617707392	0.613218184447	0.609283521587	0.680258606378	0.429396577442	0.671321621697	0.583140845341	0.556424365574	0.515626644049	0.596498929366	0.556825053337	0.445022937173	0.673851172643	0.538313315108	0.589224053919	0.560792903505	0.485245070097	0.551704065838	0.528391171788	0.538269243182	0.579540252095	0.502327013271	0.585985892422	0.650369835198	0.504417974845	0.491136714605	0.495308838313	0.533472640129	0.497998883193	0.524513726527	0.500815008865	0.552943480427	0.483904215352	0.532452418289	0.509144878701	0.570927809947	0.494565530605	0.459577333462	0.580515290104	0.563593872479
CS.125	0.681994156767	0.604635058214	0.614844178843	0.686516945681	0.660620534074	0.510997819574	0.614296060449	0.683980655451	0.714385370652	0.613337360599	0.639988632638	0.658722126859	0.656613767377	0.608048133486	0.644097621319	0.573159301455	0.608206028406	0.611755962463	0.556660643877	0.484441016595	0.683977809211	0.61085409469	0.547412861647	0.496664869198	0.636875069852	0.529476739541	0.53366096451	0.581842276683	0.548011003198	0.683993451536	0.614279151326	0.57421712527	0.647980104185	0.480710552285	0.58001110795	0.625553837121	0.560640953503	0.545790698674	0	0.512243308606	0.537983379342	0.553239488034	0.619286834698	0.535376679329	0.60470766082	0.586723976197	0.582942890373	0.469515069868	0.595887364137	0.559767759655	0.551430151619	0.58837707282	0.50040051622	0.501264324366	0.582539859757	0.514223849193	0.559106297063	0.557840130136	0.562932869782	0.566036622524	0.655152730492	0.539787562103	0.506180500684	0.624357130082	0.585868360777	0.620841444169	0.568176419413	0.604834349538	0.551062202779	0.530828514095	0.678809560132	0.67207378552	0.6416070012	0.617489140114	0.605784984814	0.619497661529	0.665527981233	0.608720135908	0.680630206366	0.616899897793	0.614315558583	0.592071479384	0.65560803527	0.684210830964	0.651251552107	0.66495117297	0.673372501003	0.589072390674	0.69236688865	0.664194086682	0.651133370675	0.645579229177	0.666811211022	0.686050848466	0.686756594805	0.620265452101	0.605611658364	0.706726057736	0.605529145214	0.637977589019	0.590004212973	0.619183804733	0.645624403038	0.595776240129	0.626284627999	0.613682072664	0.639360118396	0.581992607958	0.68103745541	0.575889436324	0.625794530285	0.491788355463	0.651769325944	0.470528456343	0.507100792131	0.631216155617	0.623979869504	0.499413364189	0.574054379842	0.578905720644	0.514226924329	0.626694323907	0.59674567588	0.594521078065	0.551245534235	0.507250710087	0.656287035296	0.554211557342	0.466959863723	0.589463221021	0.592245890882	0.567358022807	0.573301710483	0.5570387202	0.629955988092	0.528384055961	0.530768442891	0.607107783433	0.524145759981	0.534400521629	0.591854153281	0.479541553959	0.556041014662	0.511365003599	0.633147525914	0.622652508218	0.639382617196	0.652947276198	0.649350008573	0.590255116188	0.563548741085	0.590018516385	0.595647678093	0.561347149103	0.629659584155	0.669888857093	0.662031324512	0.630021379171	0.644043084877	0.66437528335	0.623048811231	0.660105778302	0.645534377275	0.696327388725	0.596173311138	0.615399426534	0.662745226126	0.651722558928
