L.012.M1	CS.176	CS.313	CS.022	CS.280	CS.105	CS.043	CS.094	CS.038	L.031.M1	CS.019	CS.093	CS.009	L.001.M1	CS.199	CS.155	CS.118	CS.171	CS.060	CS.290	CS.153	CS.382	CS.062	CS.058	CS.076	CS.077	CS.137	CS.341	CS.366	CS.269	CS.125	CS.136	CS.282	CS.380	CS.375	CS.374	CS.224	CS.041	CS.302	CS.236	CS.232	CS.378	CS.203	CS.126	CS.213	CS.147	CS.181	CS.177	CS.129	CS.389	CS.372	CS.348	CS.182	CS.183	CS.369	CS.166	CS.359	CS.386	CS.256	CS.214	T.CS.007	T.CS.069	T.CS.041	T.CS.072	T.CS.059	T.CS.022	T.CS.062	T.CS.085	T.CS.076	T.CS.014	T.CS.029	T.CS.038	T.CS.012	T.CS.067	T.CS.025	T.CS.092	T.CS.161	T.CS.124	T.CS.156	T.CS.178	T.CS.100	T.CS.147	T.CS.130	T.CS.167	T.CS.118	T.CS.098	T.CS.121	T.CS.125	T.CS.160	T.CS.159	CS.088	CS.356	CS.087	CS.085	L.034.M1	CS.241	L.024.M1	CS.103	CS.238	CS.006	CS.242	CS.082	CS.015	CS.110	CS.246	CS.304	CS.308.0	CS.358	CS.347.0	CS.164	CS.078	CS.346	CS.363	CS.345.0	CS.207	CS.187	CS.233	CS.234	CS.325	CS.338	CS.319	CS.361	CS.320	CS.227	CS.331	CS.339	CS.194	CS.152	CS.285	CS.112	CS.163	CS.343	CS.080	CS.223	CS.321	CS.255	CS.390	CS.270	CS.326	CS.262	CS.370	CS.253	CS.393	CS.145	T.CS.055	TFS.022	TFS.020	T.CS.043	T.CS.045	T.CS.064	T.CS.049	T.CS.031	T.CS.036	TFS.021	T.CS.008	T.CS.026	T.CS.066	TFS.027	T.CS.061	T.CS.158	T.CS.142	T.CS.095	T.CS.109	T.CS.152	T.CS.141	T.CS.151	T.CS.157	T.CS.166
CS.077	0.589180192599	0.534879610009	0.58441308908	0.611046807119	0.573165029148	0.524034615599	0.583031507963	0.635305565789	0.591366515965	0.587787925078	0.540795230917	0.570363846304	0.637331460242	0.589180777173	0.578588466699	0.573992285782	0.574834050438	0.559592823662	0.585566691239	0.633462555059	0.542760521034	0.555012316155	0.509462767817	0.567229576002	0.571460355021	0	0.559094634935	0.659922223517	0.700255849642	0.712526145974	0.644091807106	0.583377437468	0.655426285317	0.542710573146	0.571118937592	0.632644021149	0.73495583899	0.625284353695	0.682573074526	0.654914756478	0.56161011554	0.653245002782	0.537154089117	0.537432424973	0.650347161568	0.639593693846	0.624650749028	0.654810923428	0.596208978309	0.605821590761	0.615401420206	0.608532878169	0.582770324211	0.699257115362	0.691039706993	0.645783511597	0.687077602096	0.689905867313	0.652309199501	0.598755051635	0.63490591836	0.580403934539	0.536536835097	0.546751804229	0.607675532917	0.576535750431	0.546346537567	0.550889281503	0.574519456843	0.586418769021	0.584124581238	0.613268929266	0.660843369191	0.561128567081	0.561647715137	0.594609371448	0.604892245132	0.55258292545	0.57542996825	0.578194073219	0.582506679012	0.609085391267	0.558283980321	0.584340161817	0.58233513098	0.610161949612	0.583945617003	0.576377668589	0.604997112902	0.624336826962	0.646712377356	0.658779162919	0.567346230927	0.575032615088	0.598908340639	0.551629289328	0.615236651734	0.570822259999	0.544011698891	0.537128759106	0.534771042729	0.53392729734	0.605602226432	0.627092368801	0.565247736657	0.658213085076	0.633756402091	0.720249349705	0.645524000187	0.679627484919	0.602713209396	0.684468231499	0.633080711217	0.703650905618	0.666507622832	0.611970052968	0.580653905134	0.669523512537	0.745780796839	0.612164252811	0.6042091177	0.630564035075	0.590504690471	0.732521640058	0.585919390692	0.626497051679	0.735704083808	0.547965919242	0.672605938371	0.607203682674	0.588849485591	0.632064211539	0.56934637717	0.625070811898	0.53468106132	0.615117993101	0.615673038106	0.655415790151	0.602251217698	0.621330388148	0.609021618298	0.701335130849	0.639633938457	0.558230483237	0.597131837332	0.576411913373	0.582391508374	0.581791142381	0.568083799706	0.544120432825	0.644129434301	0.564181097912	0.585226272052	0.587534340072	0.591919653901	0.689189133328	0.57931804583	0.563252397161	0.573632005917	0.540552691611	0.624307160399	0.6051542913	0.567044184269	0.543882571456	0.623483455967	0.593186188287	0.597770423482	0.578894373646
CS.137	0.564282780754	0.539266594178	0.560486156908	0.64979784853	0.561293073161	0.481812176273	0.561287267275	0.630772940692	0.636136088519	0.563852348726	0.53555878418	0.598968216918	0.638617038703	0.609106043718	0.610161844426	0.46286956896	0.634369390737	0.603541096831	0.634516684107	0.59950070045	0.57198729013	0.464110232324	0.564651806309	0.589294904144	0.654895174194	0.559094634935	0	0.582833290777	0.652744567231	0.725041756781	0.581842276683	0.591451139596	0.601366727335	0.452449614289	0.57902296398	0.63344945187	0.729177952384	0.62324782182	0.675924670379	0.675716980648	0.558762561046	0.696209529153	0.514852776955	0.435596733403	0.636343820829	0.607804533407	0.584872795584	0.663201040876	0.634041530976	0.57376469613	0.553668948377	0.550529500476	0.520440121001	0.673926253212	0.694068885198	0.613486330846	0.684641085033	0.685556956224	0.607411866006	0.575025352362	0.585525302635	0.440217349829	0.528626909795	0.510601685091	0.675277743171	0.567226094744	0.505616096094	0.473221535735	0.53866541841	0.512915120087	0.606355122747	0.587728083654	0.651641117288	0.503358635256	0.510649216954	0.599142715959	0.599915494771	0.564381356161	0.530518069022	0.534268212271	0.580404011519	0.546742500168	0.525391987144	0.519126899749	0.512296391838	0.569907823043	0.512826626118	0.53189648032	0.547601440599	0.606201472014	0.68072581559	0.66254094889	0.617055922766	0.57111386071	0.596293722282	0.555839221887	0.599761054379	0.582618485618	0.587709199646	0.575597358381	0.53479037941	0.575895314901	0.621934382207	0.647855947583	0.550283223358	0.681106796628	0.669241892946	0.732702614846	0.663962947564	0.756850238764	0.559731147419	0.71840837581	0.571328327652	0.740935591677	0.651313723814	0.585592180011	0.650584914129	0.642281401172	0.715458629147	0.625905080987	0.565520750341	0.63944348752	0.518497885287	0.73812513946	0.539685579198	0.618394652466	0.693573864999	0.475036117385	0.679358386441	0.632514424115	0.634931848848	0.596388530063	0.595797292119	0.574875484144	0.529440363632	0.56786601333	0.581105383215	0.589275714575	0.572375451577	0.618945903225	0.573119591269	0.716452594994	0.648841668165	0.520624788159	0.560768609504	0.472383666318	0.464539897134	0.489984028532	0.54227623284	0.502837697047	0.600034801574	0.555055695301	0.606875161866	0.56868886153	0.53298585658	0.693273204037	0.536862140803	0.488904144261	0.513244450741	0.499096108883	0.563931316191	0.561600862495	0.525426436371	0.500978816691	0.591118215896	0.532740514412	0.589680329839	0.493355800735
CS.341	0.673049530055	0.648867794487	0.696445030162	0.617303828237	0.686932901756	0.637177848472	0.615816205581	0.696450610562	0.689102616205	0.641900967871	0.656845100795	0.715543960275	0.562301010677	0.677339953185	0.64919803148	0.570791279077	0.656054897383	0.690431330382	0.596711088667	0.544228974606	0.632346237882	0.564112364697	0.657935119683	0.600621394998	0.598672678413	0.659922223517	0.582833290777	0	0.546627956644	0.650300984205	0.496664869198	0.598856179973	0.523022369857	0.613378344648	0.57649906098	0.568892999314	0.628062608858	0.59588877994	0.562823999262	0.661404342043	0.626918950583	0.631939932139	0.639255276458	0.574935053016	0.51951402741	0.529694918796	0.571415831963	0.53338730753	0.607876113428	0.54639308682	0.554382643139	0.592153645781	0.548068184026	0.588340965504	0.614139097962	0.55626846902	0.616156126511	0.57236925924	0.504735701075	0.588343767522	0.553562255054	0.552802230655	0.621165481929	0.64200505064	0.682524924534	0.629462801035	0.643169954961	0.622951967966	0.591648242696	0.640552732442	0.62542396614	0.684264463461	0.600118414556	0.610121087874	0.605636234739	0.703149156705	0.638361396967	0.686877215087	0.651072685233	0.65913992411	0.69680177251	0.699053869826	0.649044088933	0.6491819488	0.523107564047	0.6861094444	0.659654706741	0.596360649807	0.683216886696	0.712198558895	0.704157544518	0.612889174609	0.671002730695	0.657864244247	0.632355309631	0.686797775669	0.698245132544	0.650437721005	0.669138996073	0.651074068575	0.643795136806	0.663975012336	0.715207637498	0.579207150013	0.650223315923	0.667208856447	0.607229562436	0.558603534985	0.592204800039	0.695348203349	0.646370867776	0.636085537991	0.513612093236	0.635685098224	0.587449074781	0.547526996192	0.684674855905	0.59988543279	0.554646231724	0.609819741888	0.535655172702	0.604484711739	0.512349588996	0.647454126255	0.585838889504	0.612661218631	0.524827085176	0.625936031406	0.605834569074	0.582810095979	0.647454991281	0.506390987054	0.619020586735	0.506509584287	0.671028523061	0.581543363054	0.578448382166	0.537374896831	0.533856854515	0.532315883048	0.555476591098	0.609292914105	0.655781664106	0.608198019442	0.634980362189	0.668302548182	0.670488301966	0.605015867977	0.607830330758	0.628789963546	0.520762790343	0.628138413845	0.683089172775	0.63015808736	0.573500425375	0.548790002205	0.686637252668	0.634137293049	0.597736617323	0.664139403334	0.658430567114	0.694002894585	0.698470322859	0.616875308587	0.655039920822	0.651032981103	0.667059996237	0.6196347923
CS.366	0.725659107817	0.644696489084	0.732303612089	0.623764551062	0.736494095672	0.704395070815	0.654094619178	0.663054804889	0.692658365488	0.695076648183	0.688963451222	0.744881521192	0.586532065326	0.724203241647	0.665343882247	0.646300515576	0.695077119649	0.705845620786	0.63625454683	0.536932361454	0.695297835086	0.627861133272	0.706444965413	0.654011929915	0.641434285949	0.700255849642	0.652744567231	0.546627956644	0	0.582902185892	0.529476739541	0.627701272867	0.535215222518	0.685126436225	0.591367449858	0.590263649865	0.578012187692	0.638196498928	0.587387981798	0.686459047938	0.703353923425	0.629231269895	0.68370273463	0.645932144789	0.544601868254	0.563328352866	0.594358455278	0.57761007242	0.661803473988	0.571627031408	0.587104855443	0.619912452602	0.62440782181	0.566498042756	0.621903569577	0.623206743142	0.590858875683	0.620436376607	0.572199915936	0.610788071247	0.625728866916	0.644666251603	0.679698814649	0.694012668686	0.721693613041	0.673357699976	0.710381084071	0.68772789792	0.659839833747	0.663099236237	0.678069934801	0.728951451032	0.64948387703	0.676061166506	0.659413845453	0.736170864618	0.704613896234	0.73809277436	0.702788894069	0.716295150887	0.756236680838	0.752490125145	0.707851089431	0.71300659287	0.628185742737	0.737984427248	0.691756160515	0.671909911534	0.748073931236	0.757625695675	0.696944575421	0.622726526967	0.674782343917	0.717870626539	0.67939188185	0.735569548764	0.735879131134	0.699069416018	0.695467535479	0.684558631395	0.697646239463	0.727342754171	0.721946075451	0.627750387803	0.693049289592	0.651480856633	0.622558828498	0.563403311201	0.58481581528	0.693110052833	0.67511532073	0.602710292955	0.539270448588	0.578972357566	0.57234847523	0.573151277185	0.731802582202	0.617950241322	0.582650490081	0.643811701869	0.537755834715	0.59445662326	0.5688458142	0.585476074205	0.627973153323	0.617558882482	0.540398964661	0.666422579678	0.534527740216	0.62775193361	0.632082647337	0.534309256999	0.636030588098	0.554854046177	0.688456945632	0.588781572618	0.582131282863	0.588593667944	0.589361733191	0.60775626765	0.599275881537	0.624021659986	0.667502071262	0.653121370594	0.67464664771	0.737006615054	0.73189295614	0.677483489042	0.689528573889	0.686991843715	0.585630500392	0.696527478817	0.708353779326	0.683054352525	0.639374811553	0.616427612199	0.729020465663	0.70173966607	0.654106470791	0.721171768863	0.70472087812	0.754156676911	0.741854562021	0.695776781032	0.717456189395	0.707203086392	0.701720076539	0.698732053577
CS.269	0.75073973746	0.700349315485	0.766016764489	0.642368742862	0.776318826047	0.738669579257	0.702814682197	0.686233842672	0.716077794656	0.719743583383	0.721435795529	0.76519539718	0.625821657868	0.757738410331	0.706358998697	0.693236375719	0.701967824238	0.724949150525	0.669290036245	0.584790570222	0.693399134062	0.699507836379	0.734366558882	0.680149453475	0.66258467388	0.712526145974	0.725041756781	0.650300984205	0.582902185892	0	0.60410482251	0.658735904936	0.611363529619	0.751048268741	0.65451757326	0.655188426592	0.618909490567	0.689238234938	0.587816531173	0.693219329883	0.729749342173	0.65631475406	0.736454261191	0.715399399155	0.608786531359	0.616177287768	0.657840424348	0.64797776865	0.700251014263	0.594678225324	0.67892989635	0.695053613731	0.680298411073	0.663501575152	0.648958537141	0.682987391665	0.578748695546	0.649215568507	0.697999159199	0.648101133099	0.638894464371	0.71469209102	0.724723287775	0.723971704103	0.738043987086	0.736713617946	0.745630019632	0.737098366535	0.719306171611	0.717492907524	0.697108795992	0.772190554381	0.686364419049	0.718325103193	0.717747629414	0.78044996735	0.738161825283	0.750474651267	0.738886638656	0.756205975033	0.778908640794	0.801552340302	0.758027904666	0.761846649939	0.699559769434	0.786845606148	0.739934495299	0.717407046235	0.782682018591	0.791555254303	0.678470785643	0.622867002446	0.676667226172	0.729666873827	0.717922997865	0.779135819225	0.737243729586	0.731171151773	0.729487534763	0.70039498185	0.745673651724	0.745623266582	0.751805226104	0.695766148092	0.73815557695	0.668772654757	0.605490259066	0.626353780702	0.668148684694	0.672790982319	0.710963757188	0.573575339986	0.649835791008	0.587533686383	0.602589052632	0.642225569469	0.725954333738	0.606925123811	0.639384820405	0.707038987425	0.615584864229	0.647618477034	0.68540062006	0.654834791889	0.723130375955	0.624515500655	0.678041686071	0.741267722784	0.589846226222	0.66772277381	0.630293654275	0.603287334209	0.67023135376	0.616919572978	0.721202830282	0.681025899207	0.670843128835	0.686076737792	0.639264440974	0.649965237334	0.678472549439	0.624587140151	0.703220469701	0.716187644822	0.719827516184	0.772282711925	0.765312052564	0.721187549506	0.712739363184	0.748864926617	0.644534754849	0.734882778615	0.73668130944	0.723364760494	0.701784407692	0.682624272824	0.75556906395	0.752137079068	0.685091507322	0.763638643967	0.730659372375	0.79665228326	0.781213361145	0.715986500544	0.749730646091	0.764507488876	0.730601777521	0.738767736462
CS.125	0.672771753537	0.576773681589	0.658722126859	0.585984533724	0.668315097551	0.636985678069	0.604635058214	0.648964509812	0.664624441451	0.617950487844	0.624229417227	0.704236536191	0.531801221913	0.674023452252	0.639988632638	0.577129705412	0.658979258739	0.674187457836	0.611755962463	0.503292262744	0.634809642003	0.53366096451	0.641389374022	0.578539509975	0.593394434518	0.644091807106	0.581842276683	0.496664869198	0.529476739541	0.60410482251	0	0.560640953503	0.480710552285	0.60470766082	0.553239488034	0.537983379342	0.625553837121	0.58001110795	0.56225060856	0.647980104185	0.619193726865	0.614279151326	0.619286834698	0.545790698674	0.535376679329	0.480804526923	0.514223849193	0.559106297063	0.58837707282	0.469515069868	0.49709921419	0.557840130136	0.490262326011	0.566036622524	0.595887364137	0.559767759655	0.545144058493	0.582539859757	0.501264324366	0.551430151619	0.539787562103	0.578452421335	0.604338015047	0.622608568276	0.678809560132	0.601035269264	0.638175710635	0.593987048248	0.599829552834	0.624357130082	0.6091223119	0.676687745084	0.637386611617	0.620841444169	0.594257027129	0.681398165416	0.619707439242	0.66495117297	0.619497661529	0.649913735953	0.69236688865	0.686508937982	0.614315558583	0.642796661662	0.527050653253	0.684050848296	0.623111795808	0.592071479384	0.65866620059	0.69353218238	0.686756594805	0.619183804733	0.637977589019	0.645624403038	0.605611658364	0.686050848466	0.666811211022	0.645579229177	0.647272918358	0.626284627999	0.620265452101	0.651133370675	0.706726057736	0.605529145214	0.595776240129	0.645224365713	0.604561607703	0.569320415499	0.581992607958	0.69827820425	0.619885624128	0.613682072664	0.507100792131	0.625794530285	0.554671895459	0.470528456343	0.68103745541	0.58666375872	0.639360118396	0.574054379842	0.480528869595	0.554211557342	0.483239488178	0.656287035296	0.551245534235	0.579454384232	0.5570387202	0.573301710483	0.567358022807	0.589463221021	0.592245890882	0.507250710087	0.59674567588	0.466959863723	0.626694323907	0.530768442891	0.528384055961	0.511365003599	0.479541553959	0.556041014662	0.524145759981	0.591854153281	0.607107783433	0.534400521629	0.622652508218	0.662031324512	0.651239325303	0.644043084877	0.639382617196	0.633147525914	0.563548741085	0.630021379171	0.649350008573	0.652947276198	0.590255116188	0.590018516385	0.669888857093	0.629659584155	0.595647678093	0.623048811231	0.651722558928	0.696327388725	0.660105778302	0.615399426534	0.662745226126	0.645534377275	0.66437528335	0.596173311138
CS.136	0.647370139801	0.561879331367	0.634855015627	0.558689448035	0.670300121084	0.575927281996	0.562038652241	0.65153170828	0.635921181515	0.598119056498	0.593889143253	0.614503560526	0.560559363159	0.60560327603	0.548026383757	0.604904810682	0.571165158595	0.572968416316	0.558403951608	0.560493054527	0.476951211098	0.605195616082	0.566726926467	0.501320882001	0.536500245289	0.583377437468	0.591451139596	0.598856179973	0.627701272867	0.658735904936	0.560640953503	0	0.571965792018	0.628661421361	0.565400595896	0.573437206374	0.689980687344	0.521955719768	0.630298473582	0.58708327939	0.507194667933	0.626516132753	0.625762623595	0.57262501379	0.572938520851	0.563600094838	0.552410901412	0.623138958101	0.585640880141	0.560250558267	0.570089403649	0.580313141888	0.545912854191	0.612961871298	0.59681921216	0.584969019676	0.655794664639	0.6600464945	0.572940959002	0.567382175378	0.591470564422	0.587627837368	0.60156140631	0.598659622147	0.614197607564	0.593350058041	0.619266868737	0.60618798591	0.601736196714	0.594426879987	0.542855702577	0.64334129562	0.662331195151	0.603091400354	0.596842751445	0.666459007703	0.615643371349	0.612911340419	0.639953417342	0.633643525253	0.654146833415	0.672635940595	0.63491478068	0.644823935396	0.589947696256	0.645797004465	0.643284461164	0.610094764421	0.662964138155	0.673077267065	0.653466017512	0.663624897769	0.59537892913	0.548744127779	0.617508006549	0.657476488346	0.666964326214	0.567237858169	0.596155055685	0.570763700771	0.607632868862	0.554307492627	0.662766056719	0.552692623271	0.600626040197	0.607258823807	0.551270382295	0.670080247678	0.587618665632	0.598369166904	0.608907771152	0.624964287366	0.525913351688	0.635308548989	0.594199930161	0.550077987223	0.580926814717	0.617634010591	0.700619605552	0.559865504183	0.541853940003	0.576694640801	0.531461808393	0.685345321599	0.549760057745	0.606997584566	0.651941644713	0.566950364357	0.578307623964	0.479463896812	0.491538272483	0.590549458364	0.5245003337	0.537717782775	0.622672532184	0.566880008733	0.567639609512	0.543567752205	0.566630269217	0.620695945012	0.575824701674	0.636080106271	0.589209244262	0.569221803178	0.60961338009	0.642960925131	0.630634935643	0.617721549504	0.617517460764	0.621150988828	0.608459710618	0.615591315968	0.607232738005	0.628779967913	0.638813943981	0.662219063443	0.652144960285	0.628867813785	0.606699391963	0.634689913165	0.668564657823	0.665175484608	0.658514815083	0.609474144617	0.679238434093	0.657972974293	0.642505302596	0.606519449858
CS.282	0.680431249574	0.593846086623	0.691718754956	0.61239570935	0.702110579932	0.665825426797	0.625010414174	0.663474742632	0.709110439488	0.634178709882	0.659407357316	0.707297243978	0.581994844945	0.692350143051	0.63845574302	0.602692479682	0.669853448816	0.665543694434	0.633330328725	0.501712916693	0.629414497645	0.578875166054	0.647484663193	0.60335031563	0.610038841454	0.655426285317	0.601366727335	0.523022369857	0.535215222518	0.611363529619	0.480710552285	0.571965792018	0	0.638486202017	0.575724851908	0.550817982949	0.621174658827	0.619172616312	0.594194008325	0.630821767852	0.632317360419	0.648580839035	0.628589054668	0.58981461193	0.537330417283	0.509210889594	0.531011030339	0.59432252775	0.623947337214	0.523762015913	0.53338972458	0.587984595732	0.536379851773	0.55149993204	0.593833055882	0.542786184878	0.597616099466	0.616242354413	0.531858564394	0.550643154067	0.587510659439	0.581950630483	0.643448807136	0.664661394626	0.694620077437	0.629750689972	0.675230462941	0.634960526698	0.623734627036	0.626329043217	0.61689056181	0.688315572884	0.679572673274	0.635450908609	0.624987092684	0.702491518287	0.670063442138	0.69088488009	0.664242825299	0.670901655589	0.716050114796	0.718342512023	0.661066673041	0.683062159636	0.593651677225	0.694755789189	0.660128867968	0.623051535179	0.689586643561	0.705027991669	0.716795282139	0.668354664946	0.672186963613	0.67583855954	0.641279994235	0.709418809854	0.712425527257	0.654156436549	0.670059421554	0.649635314488	0.663703871175	0.65570333583	0.712032124175	0.612554061255	0.626927644945	0.623329454208	0.604265627051	0.580863027014	0.58549711848	0.709964413153	0.648968529078	0.617398399483	0.512780033099	0.620818465965	0.596855454461	0.497531537942	0.693625384923	0.614180502706	0.646881727563	0.57749390911	0.482596634283	0.560362887215	0.521097714822	0.64548075673	0.561097830486	0.593900450856	0.567595599204	0.621731221584	0.579959932729	0.587402726693	0.606385493289	0.495633828635	0.612756478426	0.498626489992	0.650991959602	0.537766360658	0.51836550048	0.536506763429	0.521720031764	0.601867235635	0.560833385565	0.642595171729	0.605864058451	0.583254806946	0.66733922471	0.684721397444	0.682695512526	0.649929099991	0.659324965824	0.6745029621	0.546912200467	0.66883205128	0.679738613948	0.664764188388	0.618494833656	0.660732081784	0.698982421727	0.662307415887	0.60374488639	0.652437603456	0.670315075129	0.725741216468	0.688527179229	0.653175014114	0.700809553911	0.679102251474	0.686146790911	0.634728331064
CS.380	0.54181943658	0.580833019238	0.546801281114	0.648821049531	0.545480431433	0.504287495929	0.59134288251	0.66126224301	0.625560050723	0.574044049544	0.527708415614	0.572061102222	0.652639667241	0.568072988554	0.625631375424	0.473677689423	0.626739830212	0.629814871408	0.627147327351	0.599225387089	0.580466087704	0.477708667245	0.53967933782	0.589651648971	0.654288000976	0.542710573146	0.452449614289	0.613378344648	0.685126436225	0.751048268741	0.60470766082	0.628661421361	0.638486202017	0	0.585484510056	0.654523208906	0.735368172264	0.645338186319	0.68650756263	0.697833156602	0.574680653591	0.68864177977	0.490043743676	0.458232284469	0.657939848759	0.632651911689	0.58301376751	0.654252412521	0.595755747305	0.598933124081	0.567074447401	0.55953704083	0.542743767256	0.703215204467	0.732394708254	0.628816867673	0.718452936834	0.690731148987	0.623555280969	0.605753690794	0.579515898322	0.487495463657	0.507229840497	0.484969889856	0.617626938526	0.539084576774	0.476190727453	0.499738410688	0.527832633336	0.530264563234	0.623618463813	0.572005400721	0.668704431723	0.49189466528	0.50490993588	0.558983358639	0.567346430004	0.524306780625	0.526904492607	0.523695913284	0.547227525205	0.505230629965	0.485371314263	0.50761840867	0.504501833034	0.561397994115	0.521699383798	0.511247611187	0.523457318803	0.575916889861	0.664723493312	0.689749233768	0.629940823967	0.564858684549	0.582090372337	0.544644489164	0.58346321789	0.591458316626	0.58056782995	0.563598625217	0.512135095227	0.557018130811	0.617798014299	0.656541238971	0.51134595102	0.68780734088	0.687401312348	0.746601373141	0.682385882429	0.764366209496	0.578893924532	0.739264464807	0.601945321148	0.768523255322	0.671190184873	0.587692453879	0.638910898138	0.656993776544	0.739905229403	0.602155135224	0.587438195641	0.649779695906	0.541575620912	0.76276167436	0.547168111547	0.596395517932	0.726303939213	0.463253023987	0.71920597428	0.642188461049	0.658308705623	0.619218365474	0.586765633552	0.610889084433	0.523026884411	0.553093760689	0.585795870227	0.619631955826	0.589187695188	0.604927633085	0.573639616994	0.734456038434	0.653692030119	0.508882390126	0.555505904587	0.483751958994	0.470749128977	0.51358514462	0.527805159494	0.474730195394	0.608321463851	0.540242043721	0.586104465599	0.525814281081	0.520021987083	0.665888448033	0.528769181033	0.499738741928	0.522956576619	0.478601043642	0.557847896683	0.551208341397	0.521427369934	0.495496488331	0.556264430069	0.51793518909	0.571381979737	0.514654577232
CS.375	0.647230063727	0.541682909639	0.64597125113	0.609839890046	0.647176941288	0.592921740662	0.587734119702	0.595992968479	0.58717103376	0.627759379439	0.568930223115	0.654534461801	0.602487294767	0.639977047506	0.58593048548	0.613349882121	0.59437476243	0.627540934888	0.581630319649	0.557797323216	0.594680816587	0.5256247465	0.569549327066	0.562156901208	0.599379239975	0.571118937592	0.57902296398	0.57649906098	0.591367449858	0.65451757326	0.553239488034	0.565400595896	0.575724851908	0.585484510056	0	0.553424926435	0.661303083911	0.605359350596	0.609879796036	0.645277265612	0.601287663724	0.611350610664	0.57635404046	0.539055275194	0.578695061451	0.559798016002	0.5776475367	0.564928476358	0.576887938453	0.555245527361	0.580148427837	0.611770889177	0.56822215083	0.612578362002	0.650659132788	0.613206436576	0.648291927414	0.626367339294	0.588722371339	0.506653209633	0.582798437448	0.585106494699	0.557951885774	0.591796583967	0.642237769717	0.548563552503	0.591646373001	0.574022083591	0.595478857722	0.612832615535	0.581160676953	0.669122727999	0.5670656085	0.556918935653	0.54591307726	0.658345798025	0.640407019001	0.629420797449	0.583877560641	0.623985466978	0.673457852618	0.675563387218	0.59651577177	0.614433150802	0.599786775056	0.654064492365	0.610739358966	0.564890368462	0.665239042004	0.689046165967	0.631769319607	0.58932123333	0.594249217049	0.622706199944	0.608003040055	0.650305449928	0.628475841521	0.617498907712	0.62025015189	0.58521731296	0.558019005349	0.629812649509	0.661787013019	0.604818232659	0.578646997414	0.620608873113	0.60352918281	0.643077508264	0.597386026257	0.679785119334	0.604254807642	0.633871937341	0.572072614706	0.637121300356	0.579311993937	0.550992544885	0.631300389614	0.621281665874	0.669021280162	0.579413605278	0.558872824952	0.522847654842	0.555585527619	0.654566758408	0.582416160091	0.542272474317	0.642576494741	0.556646683438	0.624526930683	0.583203573717	0.58861685022	0.538961593012	0.586209600685	0.555169446541	0.568276590564	0.567773467392	0.575827344923	0.576474639288	0.563484075258	0.578950686924	0.581225320959	0.638312183684	0.584231391469	0.535919778381	0.608407455792	0.628097131269	0.632105757091	0.572378356867	0.579586365911	0.586632471504	0.591745972304	0.557053612067	0.636698765993	0.586613239642	0.555931211427	0.641095529343	0.631990888267	0.598147892099	0.542086088196	0.594850832552	0.621957587728	0.664691178432	0.649789604126	0.590669338846	0.613556642915	0.629820646246	0.607280744048	0.573853682771
CS.374	0.68712316321	0.591092001491	0.670260835993	0.613983948731	0.677191558095	0.658925628615	0.603671577464	0.671919182107	0.667886428206	0.62429646539	0.6311921865	0.684294348461	0.56145435054	0.660939171832	0.6350638884	0.613740582774	0.655805448784	0.645573627813	0.610295235101	0.545378439306	0.632108143393	0.608683781426	0.638269118635	0.59277525266	0.612896741677	0.632644021149	0.63344945187	0.568892999314	0.590263649865	0.655188426592	0.537983379342	0.573437206374	0.550817982949	0.654523208906	0.553424926435	0	0.624012694137	0.620893417434	0.599297026999	0.629039892232	0.618801210315	0.610232820205	0.622615939	0.612111975816	0.54124605561	0.548799639965	0.565688938563	0.570015683022	0.592107650892	0.555785231034	0.556102924514	0.623122669166	0.576709983524	0.579335016591	0.609330291392	0.603702550131	0.616323269965	0.597054136789	0.54631413856	0.603830227935	0.613488127091	0.627474193714	0.634100020704	0.642480310232	0.677978071255	0.627171602664	0.654840412069	0.621916750802	0.595470458302	0.64250645812	0.614693362517	0.68340185599	0.645513347119	0.629888339584	0.628889212961	0.701338053216	0.649040872204	0.655155359838	0.645743093941	0.663961838608	0.695233826937	0.69488763144	0.653990982871	0.675786019949	0.587110326355	0.689793773781	0.671615287245	0.623360486483	0.680169797954	0.696763800642	0.696605233474	0.658601987328	0.650249046262	0.644630813152	0.624184791281	0.678434053414	0.668226650756	0.630715759843	0.650899631363	0.648716889893	0.635308887769	0.656926382701	0.699406971199	0.586603191766	0.642074689029	0.653420037258	0.610707277	0.601266903891	0.602264853436	0.661305263508	0.635963597212	0.664943944118	0.551074008072	0.640452654469	0.571899347875	0.551162367545	0.645923689083	0.627573534289	0.627062248738	0.559316070979	0.542498044322	0.596910062016	0.550675970199	0.630768362427	0.565130131674	0.616797209377	0.605476935323	0.611281329928	0.576604315411	0.575283462832	0.605204452473	0.545321760268	0.607189833184	0.564628756424	0.638919692215	0.541737842007	0.584119813534	0.567088970053	0.549970112145	0.577648468128	0.571147483263	0.608035662525	0.600852116359	0.571923866224	0.651380562117	0.677997853247	0.674922919026	0.666364997592	0.658964308933	0.65050833589	0.572004532834	0.631565752637	0.64068919635	0.647068128834	0.633315165068	0.646444186776	0.685724567718	0.661080419796	0.62943118816	0.647163788363	0.678973496801	0.693205079182	0.68799866434	0.646469085614	0.6691847178	0.680498360125	0.674644701724	0.623820486434
