g__Methanobrevibacter	k__Bacteria	g__Actinomyces	g__Bifidobacterium	g__Corynebacterium	g__Olsenella	f__Coriobacteriaceae	g__Collinsella	g__Senegalimassilia	f__Eggerthellaceae	g__Eggerthella	g__Enterorhabdus	g__Gordonibacter	g__Slackia	o__Thermoleophilales	f__Bacteroidaceae	g__Bacteroides	f__Barnesiellaceae	g__Barnesiella	f__Muribaculaceae	g__Butyricimonas	g__Odoribacter	f__Prevotellaceae	g__Massiliprevotella	g__Paraprevotella	g__Prevotella	g__Prevotellamassilia	f__Rikenellaceae	g__Alistipes	g__Parabacteroides	f__Sphingobacteriaceae	g__Elusimicrobium	p__Firmicutes	f__Bacillaceae	f__Thermoactinomycetaceae	g__Granulicatella	g__Enterococcus	g__Lactobacillus	g__Weissella	g__Lactococcus	g__Streptococcus	o__Clostridiales	g__Colidextribacter	g__Flavonifractor	g__Flintibacter	g__Howardella	g__Intestinimonas	g__Pseudoflavonifractor	f__Clostridiaceae	g__Butyricicoccus	g__Clostridium	g__Hungatella	f__Clostridiales.Family.XIII..Incertae.Sedis	g__Ihubacter	g__Mogibacterium	f__Defluviitaleaceae	f__Eubacteriaceae	g__Eubacterium	f__Gracilibacteraceae	f__Lachnospiraceae	g__Anaerosporobacter	g__Anaerostipes	g__Blautia	g__Butyrivibrio	g__Coprococcus	g__Cuneatibacter	g__Dorea	g__Eisenbergiella	g__Faecalicatena	g__Fusicatenibacter	g__Hespellia	g__Lachnobacterium	g__Lachnoclostridium	g__Lachnospira	g__Muricomes	g__Parasporobacterium	g__Pseudobutyrivibrio	g__Robinsoniella	g__Roseburia	g__Tyzzerella	f__Oscillospiraceae	g__Oscillibacter	f__Peptococcaceae	f__Peptostreptococcaceae	g__Intestinibacter	g__Paeniclostridium	g__Romboutsia	g__Terrisporobacter	f__Ruminococcaceae	g__Acutalibacter	g__Caproiciproducens	g__Drancourtella	g__Faecalibacterium	g__Gemmiger	g__Negativibacillus	g__Ruminiclostridium	g__Ruminococcus	g__Sporobacter	g__Subdoligranulum	f__Erysipelotrichaceae	g__Catenibacterium	g__Erysipelatoclostridium	g__Holdemanella	g__Holdemania	g__Longibaculum	g__Turicibacter	g__Phascolarctobacterium	g__Megamonas	g__Mitsuokella	g__Propionispira	g__Allisonella	g__Dialister	g__Megasphaera	g__Veillonella	g__Fusobacterium	o__Victivallales	f__Victivallaceae	g__Victivallis	c__Alphaproteobacteria	f__Kiloniellaceae	g__Delftia	g__Duodenibacillus	g__Parasutterella	g__Sutterella	f__Desulfovibrionaceae	g__Desulfovibrio	f__Succinivibrionaceae	g__Succinivibrio	o__Enterobacterales	f__Enterobacteriaceae	g__Haemophilus	f__Spiroplasmataceae	g__Akkermansia
T.CS.126	0.0155635822798258	0.0105173695952406	0.000451503240199724	0.0410867948581749	0	0.00849888452140657	0.000318708169552746	0.0678184425794115	0.00310740465313928	0.00508605120577924	0	0	1.32795070646978e-05	0.000610857324976097	0.043716137256985	2.65590141293955e-05	0.013970041432062	0	0.00136778922766387	1.32795070646978e-05	0.000571018803782004	0.00253638584935727	0.000305428662488048	1.32795070646978e-05	0.000491341761393817	0.243652395623074	0	0	0.00211144162328694	0.00224423669393392	1.32795070646978e-05	0.000199192605970466	0.000717093381493679	9.29565494528843e-05	0.00199192605970466	1.32795070646978e-05	0	0.00572346754488473	0	1.32795070646978e-05	0.00270901944119834	0.0152847126314671	0.000371826197811537	0	0.00220439817273983	0	0.00151386380537554	0.000106236056517582	0.000730372888558377	0.00231063422925741	0.00241687028577499	0.00334643578030384	0.000597577817911399	0.00124827366408159	3.98385211940933e-05	0.000756931902687772	0.00115531711462871	0.0117523637522575	0.000398385211940933	0.0660257091256772	0.000398385211940933	0.000292149155423351	0.0231461808137682	0	0.0188701795389355	7.96770423881866e-05	0.00644056092637841	0	3.98385211940933e-05	0.00220439817273983	0.000703813874428981	0.00011951556358228	0.00370498247105067	0.000345267183682142	0.000225751620099862	0	1.32795070646978e-05	1.32795070646978e-05	0.0197466270052056	0.000132795070646978	0.00131467119940508	0.00806066078827154	0.000292149155423351	0.000159354084776373	0.0240093487729735	1.32795070646978e-05	0.0105704876234994	0.00191224901731648	0.0138638053755445	0.000292149155423351	0.000810049930946563	0	0.0895569956443217	0.00171305641134601	0.000982683522787634	0.000478062254329119	0.0188170615106767	0.0029746095824923	0.00165993838308722	0.00281525549771592	1.32795070646978e-05	0.000199192605970466	0.0252443429299904	1.32795070646978e-05	2.65590141293955e-05	0.000212472113035164	3.98385211940933e-05	0	0.0163072346754488	0	0.000610857324976097	0.0379926697121003	1.32795070646978e-05	0.000398385211940933	2.65590141293955e-05	9.29565494528843e-05	1.32795070646978e-05	0.000637416339105492	0	1.32795070646978e-05	0	0.00808721980240094	0.00041166471900563	0.00483374057154998	0.00114203760756401	0.000464782747264422	1.32795070646978e-05	7.96770423881866e-05	0.0292680335705939	0.0140895569956443	0.000597577817911399	0.000571018803782004	0.00123499415701689
T.CS.114	0.00103492198280437	0.00658104235219191	2.6536461097548e-05	0.00161872412695043	0	0.000716484449633797	0.00188408873792591	0.0158688037363337	0.00283940133743764	0.000902239677316633	0	0.00111453136609702	0	0.00180447935463327	0	0.000212291688780384	0.0120740897993844	0.000769557371828893	5.30729221950961e-05	0.00623606835792379	7.96093832926441e-05	0.000504192760853413	0.0112249230442628	2.6536461097548e-05	0.00013268230548774	0.0702420125252096	0.00528075575841206	0.00156565120475533	0.000424583377560768	0.000159218766585288	0.00525421929731451	0.00427237023670523	0.00440505254219297	0.000371510455365672	0.000796093832926441	5.30729221950961e-05	0	0.00772211017938648	2.6536461097548e-05	0	0.000344973994268124	0.0227948200827938	0.00177794289353572	7.96093832926441e-05	0.000796093832926441	0.00013268230548774	0.000477656299755865	0	0.00650143296889927	0.002759791954145	0.0252627109648657	0.0066871881965821	0.000530729221950961	0.00169833351024307	2.6536461097548e-05	0.00804054771255705	0.0127905742490182	0.0173017726356013	0.000424583377560768	0.180129497930156	0.000451119838658317	0.00318437533170576	0.0279428935357181	0.00148604182146269	0.0139051056151152	0	0.0103757562891413	0	0	0.00427237023670523	0.000451119838658317	0	0.0182305487740155	0.000238828149877932	0.00153911474365779	0.000769557371828893	7.96093832926441e-05	0.00114106782719457	0.0146746629869441	0.000185755227682836	0.00546651098609489	0.00658104235219191	0.000451119838658317	0	0.00411315147011994	0.000159218766585288	0.023776669143403	0.000849166755121537	0.0356119307929095	0.000238828149877932	0	0	0.062997558645579	0.00758942787389874	0.000106145844390192	0.000344973994268124	0.0994851926547076	0.00628914128011888	0.00236174503768177	0.0123925273325549	0.0176202101687719	7.96093832926441e-05	0.0163464600360896	0	7.96093832926441e-05	0.00180447935463327	0.0205126844284046	0	0	2.6536461097548e-05	0.00013268230548774	0.00796093832926441	0	0.000238828149877932	0	0	0.00697908926865513	0.00233520857658423	0	0.029535081201571	0.000557265683048509	0.00488270884194884	2.6536461097548e-05	0.00334359409829105	5.30729221950961e-05	0.00039804691646322	0	0.0113841418108481	0.00313130240951067	0.000743020910731345	0.000106145844390192	0.0320029720836429	0
T.CS.118	1.53865091088134e-05	0.0190638847858198	0.000369276218611521	0.00076932545544067	6.15460364352536e-05	0	7.6932545544067e-05	0.0272495076317085	0.00556991629739045	0.00327732644017725	0.000123092072870507	0.0019540866568193	0	0	0	0.000246184145741014	0.181806991629739	0.0311269079271295	0.000969350073855244	0.0177560315115707	0.00121553421959626	0.00316962087641556	3.07730182176268e-05	0	0.00224643032988676	0.0803021910388971	3.07730182176268e-05	0	0.00913958641063515	0.00544682422451994	0.0128323485967504	0	3.07730182176268e-05	0	0.00175406203840473	4.61595273264402e-05	0.000153865091088134	0.00767786804529788	0.000107705563761694	0	0.000969350073855244	0.0123092072870507	0	1.53865091088134e-05	0.00166174298375185	0.000338503200393895	0.000246184145741014	6.15460364352536e-05	9.23190546528804e-05	0.00196947316592811	0.00810869030034466	0.00230797636632201	0.000523141309699655	0.00101550960118168	0.000415435745937962	0.000646233382570162	0.000476981782373215	0.0165097242737568	0.000184638109305761	0.0332964057114722	0.000492368291482029	0.00181560807483998	0.0256800837026096	0.00578532742491384	0.0205409896602659	0.000415435745937962	0.0046005662235352	6.15460364352536e-05	0	0.00316962087641556	0.000153865091088134	0	0.0194639340226489	0.00567762186115214	0.000123092072870507	0.00132323978335795	0	0	0.0208025603151157	0.0017232890201871	0.00158481043820778	0.00475443131462334	1.53865091088134e-05	1.53865091088134e-05	0.00407742491383555	0	0.0218642294436238	7.6932545544067e-05	0.00496984244214673	0.000646233382570162	0	0	0.112259970457903	0.00830871491875923	9.23190546528804e-05	0.000677006400787789	0.0793790004923683	0.0021848842934515	0.000800098473658296	0.0249415312653865	0.0166635893648449	0.000215411127523387	0.0254338995568685	1.53865091088134e-05	7.6932545544067e-05	0.00136939931068439	0.0228951255539143	0	0	0	0	0.000123092072870507	0	0.000184638109305761	0.00750861644510094	0	0	0.00124630723781388	1.53865091088134e-05	0	3.07730182176268e-05	0.00489290989660266	0	0.0121553421959626	0.000384662727720335	0.000446208764155588	0	0.001153988183161	0.00706240768094535	0.0115244953225012	0.00335425898572132	0.00127708025603151	0.00164635647464303
T.CS.110	0	0.0050993117712085	0.000142638091502336	0.000213957137253504	0	0.000570552366009343	0.00470705701957708	0.0481760154049139	0.0117319830260671	0.00285276183004671	0	0.0139428734443533	0	0.00235352850978854	3.56595228755839e-05	0.00320935705880255	0.0665763292087152	0.00752415932674821	0.000106978568626752	0.00231786898691296	0.000213957137253504	0.000142638091502336	0.00713190457511678	0.00431480226794565	0	0.0707841529080341	0.00755981884962379	0	0.000962807117640766	0.00167599757515244	0.00977070926791	0.00770245694112613	3.56595228755839e-05	0.000213957137253504	0.00702492600649003	0	0.00295974039867347	0.000534892843133759	3.56595228755839e-05	0.00017829761437792	0.00438612131369682	0.0317726348821453	0.00552722604571551	0	0.00253182612416646	0.000499233320258175	0.00146204043789894	0.000356595228755839	0.00335199515030489	0.00303105944442463	0.000392254751631423	0.00128374282352102	0.00114110473201869	0.00349463324180722	0	0.000106978568626752	0.000927147594765182	0.033341653888671	0.000285276183004671	0.022108904182862	0.000142638091502336	0.00228220946403737	0.116677958848911	0.0183646542809257	0.013800235352851	7.13190457511679e-05	0.0079877331241308	0	0.000106978568626752	0.00231786898691296	0.000213957137253504	0.000463573797382591	0.00581250222872018	0.000106978568626752	0.000570552366009343	0.000356595228755839	0	0	0.0413650465356774	0.00121242377776985	0.00217523089541062	0.0172948685946582	0.000427914274507007	0	0.00135506186927219	0	0.000285276183004671	0.000748849980387262	0.0274934921370752	0.000249616660129087	0.000213957137253504	0	0.0768819313197589	0.00927147594765182	0.00017829761437792	0.000570552366009343	0.0338765467318047	0.00873658310451806	0.00181863566665478	0.00905751881039832	0.000927147594765182	0.0099846664051635	0.0174731662090361	0	3.56595228755839e-05	7.13190457511679e-05	0.0126234710979567	0	3.56595228755839e-05	0	0	0.00410084513069215	0	0.000499233320258175	0	0	0	0.000142638091502336	3.56595228755839e-05	0	0.000142638091502336	0.00427914274507007	0	0.00360161181043398	7.13190457511679e-05	0.00206825232678387	0.0138358948757266	0.0278144278429555	0.00117676425489427	0.0326284634311593	0.00099846664051635	0.00099846664051635	7.13190457511679e-05
T.CS.120	0	0.00653559900765599	0.000266759143169632	0.0144049937311601	5.33518286339264e-05	0.00248086003147758	0	0.0150185397604503	0.010136847440446	0.00120041614426334	0	0.000346786886120522	0	0.00453490543388375	0.007976098380772	8.00277429508896e-05	0.0233681009416598	2.66759143169632e-05	0.000453490543388375	0	0.000640221943607117	0.00157387894470083	0.0236081841705124	0	0.00168058260196868	0.235761730733321	0	0	0.000906981086776749	0.00298770240349988	2.66759143169632e-05	0	0	2.66759143169632e-05	0.0018139621735535	0.000133379571584816	2.66759143169632e-05	0.00586870114973191	0	0	0.00104036065836157	0.00971003281137461	0.000586870114973191	0	0.00256088777442847	0	0.000613546029290154	0.000133379571584816	0.00309440606076773	0.00216074905967402	0.0176327793635127	0.00424147037639715	0.000240083228852669	0.00160055485901779	0.000373462800437485	0.000373462800437485	0.000106703657267853	0.0351055032411236	0.000240083228852669	0.0229146103982714	0.000266759143169632	0.000213407314535706	0.0208338890815483	0.0344119294688825	0.031904393523088	2.66759143169632e-05	0.00613546029290154	2.66759143169632e-05	8.00277429508896e-05	0.00317443380371862	0.000320110971803559	0	0.00650892309333902	0.00248086003147758	5.33518286339264e-05	0.000213407314535706	2.66759143169632e-05	0	0.0227545549123696	0.000426814629071411	0.00184063808787046	0.00866967215301304	0	0.000106703657267853	0.00640221943607117	5.33518286339264e-05	0.0241417024568517	0.00256088777442847	0.0267292661455971	0.00125376797289727	0.000106703657267853	0	0.120441753141089	0.00496172006295516	0.000160055485901779	0.000106703657267853	0.0595939925840958	0.0020273694880892	0.00320110971803559	0.000426814629071411	0.00557526609224531	5.33518286339264e-05	0.0134713367300664	2.66759143169632e-05	0	0.0112305599274415	8.00277429508896e-05	5.33518286339264e-05	0	2.66759143169632e-05	5.33518286339264e-05	0.0444687491663777	0	0.000506842372022301	0.00285432283191506	0	2.66759143169632e-05	0	2.66759143169632e-05	2.66759143169632e-05	0	0.0186731400218743	2.66759143169632e-05	2.66759143169632e-05	8.00277429508896e-05	0.000373462800437485	0	5.33518286339264e-05	0.0336916797823245	0.00688238589377651	0.000266759143169632	0.00224077680262491	0
T.CS.117	0.000167739500555637	0.000503218501666911	0.000146772062986182	0.0500912083534271	2.09674375694546e-05	0.000922567253056004	2.09674375694546e-05	0.0984840542637284	0.0167949174931332	0.000398381313819638	2.09674375694546e-05	0.00385800851277965	4.19348751389093e-05	0.00142578575472292	0.0165852431174386	0.000796762627639276	0.00614345920785021	4.19348751389093e-05	2.09674375694546e-05	0.0011112741911811	0	8.38697502778185e-05	0.0106304908477135	0	2.09674375694546e-05	0.217327490407397	0.0296479567232089	2.09674375694546e-05	0.000293544125972365	4.19348751389093e-05	0	0.000209674375694546	0.00031451156354182	2.09674375694546e-05	0.00400478057576584	2.09674375694546e-05	0.000482251064097457	0.00121611137902837	0	0.000985469565764368	0.00136288344201455	0.00530476170507202	0.000104837187847273	0	0.00138385087958401	0.000104837187847273	0.000293544125972365	0.000146772062986182	0.000251609250833456	0.00285157150944583	0.00599668714486403	0.00169836244312583	0.000125804625416728	0.00104837187847273	0	4.19348751389093e-05	0.000461283626528002	0.0205480888180655	0	0.0430671167676598	0.000188706938125092	0.00121611137902837	0.0276979850292496	0	0.0227077348877194	0	0.00524185939236366	2.09674375694546e-05	4.19348751389093e-05	0.00385800851277965	0.000377413876250183	0	0.00396284570062693	0.000670958002222548	0.000104837187847273	2.09674375694546e-05	6.29023127083639e-05	2.09674375694546e-05	0.00844987734049022	0.000230641813264001	0.000503218501666911	0.00199190656909819	8.38697502778185e-05	2.09674375694546e-05	0.000943534690625459	0	0.00371123644979347	0.000482251064097457	0.00509508732937748	0.000251609250833456	0	0	0.108590359172206	0.0114691883504917	2.09674375694546e-05	4.19348751389093e-05	0.0676619210366301	0.00115320906632001	0.000880632377917095	0.00348059463652947	0.0165433082422997	0	0.00855471452833749	0	0	0.000503218501666911	0.000335479001111274	0	0	0.0206529260059128	0.000146772062986182	0.0892583817331684	4.19348751389093e-05	2.09674375694546e-05	4.19348751389093e-05	0	0.000629023127083639	4.19348751389093e-05	0.000146772062986182	2.09674375694546e-05	0	0.00239028788291783	0	0.014572369110771	0	0.000293544125972365	0	8.38697502778185e-05	0.00167739500555637	0.00689828696035058	0.000167739500555637	0	0
T.CS.180	6.09180347841979e-05	0.000517803295665682	0	0.195821022813804	0	0.00533032804361731	0.00112698364350766	0.0991136425938899	0.0057872133044988	0.00551308214796991	0	0	0.000152295086960495	0.0028326886174652	0.00883311504370869	0	0.00916816423502178	0	0	0.00746245926106424	0.00027413115652889	0.00027413115652889	0.00773659041759313	0.00027413115652889	0.000121836069568396	0.0992963966982425	0.000243672139136791	0	0.00210167220005483	0.00237580335658372	0	0	0	0.00115744266089976	0.002771770582681	0	0	0.0273521976181048	0	0.000182754104352594	0.000761475434802473	0.0221132466266638	0.000913770521762968	0.000335049191313088	0.00179708202613384	0	0.00225396728701532	0.000152295086960495	0.0120313118698791	0.00426426243489385	0.00691419694800646	0.00258901647832841	0.000670098382626176	0.00551308214796991	0	0.000335049191313088	0.00517803295665682	0.0531814443666047	0	0.0133410496177393	0.00210167220005483	0.00536078706100941	0.0317687551399592	0	0.0129146233742499	0	0.00980780360025586	3.04590173920989e-05	0.000335049191313088	0.00207121318266273	0.000609180347841979	0	0.00554354116536201	6.09180347841979e-05	0.000426426243489385	0	0.000548262313057781	6.09180347841979e-05	0.012610033200329	0.00057872133044988	0.00179708202613384	0.0162651152873808	0.0103256068959215	0	0.00636593463494868	0	0.0202552465657458	0.00137065578264445	0.00977734458286376	0.00124881971307606	0.000426426243489385	0	0.0303371813225305	0.00968596753068746	0.000426426243489385	0.00164478693917334	0.0159300660960677	0.00986872163504005	0.000944229539155067	0.000456885260881484	0.0159300660960677	9.13770521762968e-05	0.0178794432091621	9.13770521762968e-05	0	0.00167524595656544	0.00085285248697877	0	0	0	0.000791934452194572	0.0219304925223112	3.04590173920989e-05	0.000121836069568396	0	0	0.00481252474795163	0.00103560659133136	0	0	0.00027413115652889	0.000791934452194572	6.09180347841979e-05	0.00213213121744693	6.09180347841979e-05	0.00258901647832841	0	0.000182754104352594	0.002771770582681	0.00645731168712497	0.000121836069568396	0.0307636075660199	0.013249672565563
T.CS.122	0.0110520341716948	0.000881175697472967	0.000298703626262023	0.01993846705299	5.97407252524046e-05	0.00112013859848259	0.000119481450504809	0.0704940557978374	0.00109026823585638	0.000328573988888225	0	0.000328573988888225	0	0	0	1.49351813131011e-05	0.0361282035963917	0	0.000209092538383416	0.00507796164645439	0.000866240516159866	0.0039727582292849	0.048584144811518	1.49351813131011e-05	0.000851305334846765	0.197039847063743	5.97407252524046e-05	0.00318119361969054	0.000687018340402653	0.00312145289443814	0	0.0323794730868033	0.000179222175757214	5.97407252524046e-05	0.00122468486767429	7.46759065655057e-05	1.49351813131011e-05	0.00870721070553796	1.49351813131011e-05	0	0.000403249895453731	0.0145468665989605	0.00013441663181791	1.49351813131011e-05	0.000552601708584742	0	0.00207599020252106	0.000149351813131011	0.00100065714797778	0.00231495310353068	0.00361431387777048	0.00350976760857877	0.000836370153533664	0.00101559232929088	1.49351813131011e-05	0.00079156460959436	0.00183702730151144	0.0151741442141108	0.000179222175757214	0.0310651771312504	0.000149351813131011	0.000298703626262023	0.0136358205388613	4.48055439393034e-05	0.0268534560009559	0	0.00961825676563714	0	5.97407252524046e-05	0.00504809128382819	0.00013441663181791	7.46759065655057e-05	0.00458510066312205	0.00052273134595854	0.000403249895453731	0	5.97407252524046e-05	1.49351813131011e-05	0.0114552840671486	0.000477925802019237	0.00313638807575124	0.00621303542625007	1.49351813131011e-05	0.000253898082322719	0.00482406356413167	1.49351813131011e-05	0.0103799510126053	0.000149351813131011	0.00597407252524046	0.000164286994444113	8.96110878786069e-05	0	0.0939572256407193	0.00380847123484079	0.00116494414242189	0.000328573988888225	0.0216261425413705	0.00192663838939005	0.000179222175757214	0.00104546269191708	0.0114851544297748	2.98703626262023e-05	0.0396529063862835	0	1.49351813131011e-05	0.000821434972220563	0.0514516996236334	0	0.000701953521715754	0	0.00117987932373499	0	0	8.96110878786069e-05	1.49351813131011e-05	0	0.000433120258079933	0.000164286994444113	0	4.48055439393034e-05	0	0.0115000896110879	1.49351813131011e-05	0.0131280243742159	4.48055439393034e-05	0.00436107294342553	0.000672083159089551	0.0702102873528885	0.028645677758528	0.002658462273732	0.00109026823585638	0.000224027719696517	0
T.CS.107	0.0116639010994343	0.00154289540333615	0.000174667404151262	0.0240264718154736	0	0.005812543060367	0.000640447148554627	0.0772612151029082	0.00623950782607008	0.00201837889241458	0	0.00290141965784596	0	0.00140704297788517	0	0	0.00785032944213172	0	0.000320223574277314	0	0.000106741191425771	0.000116444936100841	0.0131679815240701	0	9.70374467507011e-06	0.253452107168156	0.0466264931637119	0	0.00175637778618769	0.000756892084655469	0	9.70374467507011e-06	0.0010383006802325	0.000359038552977594	0.00222215753059106	0	9.70374467507011e-06	0.0166516258624203	0	0	0.000417261021028015	0.0107808603340029	0.000659854637904768	0	0.000543409701803926	0.000194074893501402	0.000426964765703085	6.79262127254908e-05	0.000688965871929978	0.00154289540333615	0.00550202323076475	0.00228037999864148	0.000397853531677875	0.000824818297380959	0	0.00199897140306444	0.00087333702075631	0.0120229396524119	4.85187233753505e-05	0.0761549882099502	0.000126148680775911	0.000475483489078435	0.0137599099492494	0	0.00960670722831941	0	0.00857811029276198	1.94074893501402e-05	4.85187233753505e-05	0.000359038552977594	0.000203778638176472	0	0.00287230842382075	3.88149787002804e-05	0.000184371148826332	0	0	0	0.0085392953140617	0.000155259914801122	0.000786003318680679	0.00447342629520732	0.000116444936100841	0.000262001106226893	0.0151766566718097	0.000106741191425771	0.0211347559023027	0.00419201769963029	0.0122558295246135	0.000203778638176472	0.000232889872201683	0	0.0827826458230231	0.00866544399483761	4.85187233753505e-05	0.000203778638176472	0.0320999873851319	0.0043181663804062	0.00163993285008685	0.0051623921671373	0.0262001106226893	8.7333702075631e-05	0.0294993838122131	0	2.91112340252103e-05	0.000388149787002804	0	0	9.70374467507011e-06	0	0	0.0477909425247203	0	9.70374467507011e-06	0	0	8.7333702075631e-05	8.7333702075631e-05	0	9.70374467507011e-06	0	0.0133329451835463	1.94074893501402e-05	0.00570580186894122	0.000232889872201683	0.00122267182905883	0.000310519829602243	0.0310325754708742	0.000213482382851542	0.00267823353031935	0.000271704850901963	0.000417261021028015	2.91112340252103e-05
T.CS.100	0	0.0307978463044542	0.000411160058737151	0.00156632403328439	3.91581008321096e-05	0.00430739109153206	0.00319138521781694	0.00683308859520313	0.00140969162995595	0.00052863436123348	0	0.00436612824278023	0	0.00199706314243759	0.0065002447381302	0.00859520313264807	0.00616740088105727	0	0.00131179637787567	0.00655898188937837	0.00052863436123348	0.00056779246206559	0.00411160058737151	0.00187958883994126	0	0.118433675966716	0.00520802741067058	0	0.00342633382280959	0.00162506118453255	0.0297601566324033	0	0.00493392070484582	0.000744003915810083	0.00152716593245228	3.91581008321096e-05	3.91581008321096e-05	0.00140969162995595	0	1.95790504160548e-05	0.00603034752814488	0.067508565834557	0.0040724424865394	0	0.00373959862946647	0	0.00238864415075869	0.000665687714145864	0.0155457660303475	0.00559960841899168	0.00659813999021047	0.0056779246206559	0.00330885952031326	0.00368086147821831	0.000430739109153206	0.00109642682329907	0.00403328438570729	0.0563093489965737	5.87371512481645e-05	0.0307978463044542	0.000744003915810083	0.00297601566324033	0.0247283406754772	0.00246696035242291	0.0276651982378855	7.83162016642193e-05	0.0240822320117474	0	0.000372001957905042	0.00152716593245228	0.000744003915810083	0.000156632403328439	0.0132745961820852	0.000665687714145864	0.000489476260401371	1.95790504160548e-05	3.91581008321096e-05	0.000156632403328439	0.0140381791483113	0.0016054821341165	0.0117474302496329	0.0307782672540382	0.00231032794909447	0	0.00920215369554577	1.95790504160548e-05	0.00497307880567792	0.000391581008321096	0.0391385217816936	0.0020362212432697	0.000469897209985316	0	0.0584043073910915	0.00162506118453255	0.000783162016642193	0.00129221732745962	0.0265491923641703	0.0145863925599608	0.000783162016642193	0.0344199706314244	0.0120019579050416	1.95790504160548e-05	0.00448360254527655	0	1.95790504160548e-05	1.95790504160548e-05	0.00657856093979442	0	0.00213411649534998	0	0.000822320117474303	0.0154282917278512	5.87371512481645e-05	0.00745961820851689	0	0	0.0129221732745962	0	0	0	0	0.0131767009300049	5.87371512481645e-05	0.00281938325991189	0.00509055310817425	0.000156632403328439	3.91581008321096e-05	0.0638277043563387	0.00215369554576603	0.00438570729319628	0.00186000978952521	0.00366128242780225	0
T.CS.092	0.000133074282064248	0.0479067415431294	5.32297128256993e-05	0.00942165917014878	0	0.000492374843637719	0.000266148564128497	0.011777073962686	0.00183642509248663	0.000479067415431294	0	0.000279455992334921	0	0.000425837702605594	0.00388576903627605	0	0.034173475634099	0	0.0185904772043755	0	0.00468421472866154	0.00274133021052351	0.00493705586458361	0	0.00514997471588641	0.0798844915231682	0.0120166076704016	0.000146381710270673	0.000399222846192745	0.00672025124424454	0.000172996566683523	0	0.0235541479253719	2.66148564128497e-05	0.000545604556463418	0	0	0.016820589252921	0	1.33074282064248e-05	3.99222846192745e-05	0.0659649216192479	0.000811753120591914	1.33074282064248e-05	0.00138397253346818	0.000146381710270673	0.000851675405211189	0.000172996566683523	0.0092220477470524	0.00251510393101429	0.0021424959412344	0.0040188433183403	0.00150373938732601	0.00133074282064248	0	0.0223165571021744	0.0111117025523647	0.0154100018630399	0.000266148564128497	0.0402150480398158	0.000106459425651399	0.014345407606526	0.01265536422431	0.00424506959784952	0.00773161578793282	7.9844569238549e-05	0.00725254837250153	0	5.32297128256993e-05	0.00287440449258776	9.31519974449738e-05	0.000585526841082692	0.0077715380725521	0.000518989700050568	0.00041253027439917	3.99222846192745e-05	0.000558911984669843	0.00254171878742714	0.00645410268011604	0.000958134830862588	0.00308732334389056	0.00747877465201075	0.000758523407766215	0	0.000452452559018444	0	0.000718601123146941	0.000133074282064248	0.0152103904399436	9.31519974449738e-05	2.66148564128497e-05	0	0.0246187421818859	0.00074521597955979	0.000958134830862588	0.000904905118036888	0.0400819737577516	0.0016634285258031	9.31519974449738e-05	0.0294626460490246	0.0097543448753094	0	0.0134538099166955	0	1.33074282064248e-05	9.31519974449738e-05	0.00441806616453304	0.00614803183136827	0	0	0	0.0188699331967104	0	0.000159689138477098	1.33074282064248e-05	0.000532297128256993	0.00910228089319458	0.0097543448753094	0	0.00461767758762941	0	0	0.000212918851302797	0.0128682830756128	9.31519974449738e-05	0.00307401591568413	0.000465759987224869	0.18160647273308	0.00633433582625822	0.0077715380725521	9.31519974449738e-05	0.0138796476193011	0
