CS.007	CS.265	L.007.M1	CS.176	CS.038	CS.217	CS.086	L.022.M1	CS.261	CS.043	CS.010	CS.259	CS.039	CS.101	CS.219	CS.153	CS.360	CS.076	CS.377	CS.366	CS.127	CS.248	CS.229	CS.287	CS.064	CS.117	CS.367	CS.155	CS.230	CS.341	CS.136	CS.302	CS.126	CS.292	CS.128	CS.203	CS.213	CS.224	CS.375	CS.376	CS.232	CS.205	CS.041	CS.374	CS.236	CS.147	CS.372	CS.182	CS.214	CS.369	CS.166	CS.349	CS.323	CS.389	CS.148	CS.348	CS.359	CS.183	CS.386	CS.254	T.CS.050	T.CS.072	T.CS.028	T.CS.022	T.CS.034	T.CS.085	T.CS.038	T.CS.080	T.CS.020	T.CS.069	T.CS.040	TFS.024	T.CS.082	T.CS.016	T.CS.012	T.CS.126	T.CS.114	T.CS.118	T.CS.110	T.CS.120	T.CS.117	T.CS.180	T.CS.122	T.CS.107	T.CS.100	T.CS.092	T.CS.134	T.CS.132	T.CS.129	T.CS.116	CS.242	CS.087	L.034.M1	CS.082	CS.103	CS.241	CS.088	CS.015	CS.085	L.024.M1	CS.246	CS.356	CS.006	CS.237	CS.110	CS.345.0	CS.228	CS.304	CS.187	CS.044	CS.311	CS.325	CS.338	CS.234	CS.330	CS.274	CS.347.0	CS.364	CS.233	CS.363	CS.285	CS.227	CS.331	CS.202	CS.321	CS.223	CS.319	CS.152	CS.163	CS.080	CS.112	CS.194	CS.343	CS.158	CS.339	CS.145	CS.270	CS.370	CS.393	CS.253	CS.262	CS.390	CS.326	CS.255	TFS.020	TFS.022	TFS.021	T.CS.064	T.CS.008	T.CS.026	T.CS.049	T.CS.055	T.CS.036	T.CS.061	T.CS.043	T.CS.066	T.CS.045	TFS.027	TFS.025	T.CS.141	T.CS.157	T.CS.158	T.CS.109	T.CS.095	T.CS.142	T.CS.152	T.CS.166	T.CS.151
CS.236	0.695452690664	0.716739709643	0.758395818396	0.646137465088	0.692224244828	0.691478160348	0.664294053687	0.71885599733	0.692364716699	0.642120672698	0.650635568788	0.715249928418	0.637429939829	0.697160563556	0.599137235861	0.630305082697	0.623484458986	0.618165280388	0.631868599253	0.686459047938	0.656428630015	0.601493874704	0.633749077905	0.652147755782	0.603663514579	0.652178831008	0.695157518947	0.664609553771	0.660855585718	0.661404342043	0.58708327939	0.69780087107	0.695612850944	0.611278348595	0.631278775808	0.68576473775	0.623607453373	0.720606416614	0.645277265612	0.639025250538	0.643015914916	0.699705501156	0.608768780582	0.629039892232	0	0.65332186354	0.629298614597	0.649329958272	0.671079577249	0.643340187216	0.671090560276	0.666017701358	0.645203113426	0.65697860528	0.670038976209	0.655553885137	0.690745458632	0.667640299913	0.677243119256	0.651295789287	0.653580756399	0.681754126928	0.709231114578	0.678546199633	0.687538243648	0.678625276797	0.69387116816	0.689969745845	0.719278344549	0.714059641858	0.687154654721	0.680083712197	0.675437608702	0.686636767822	0.743918581615	0.706684656641	0.701215477929	0.696252575668	0.704508683153	0.703329393088	0.708785302567	0.658597693949	0.704159737486	0.7250777396	0.706040095585	0.731089138294	0.699174648612	0.739987082298	0.718978771981	0.653292955289	0.698415473817	0.681069383459	0.635627658566	0.664042864909	0.634207785925	0.689210778227	0.703834570222	0.685270186063	0.641704017695	0.738452174346	0.677324515182	0.721134265581	0.6874318974	0.58950580228	0.639893617205	0.671962052406	0.594190525472	0.670044237586	0.643964644425	0.648704892997	0.661258864402	0.738197307306	0.625834536189	0.698929439064	0.669324022557	0.717967123295	0.662312901441	0.660174682268	0.658685538645	0.651141996743	0.648818366769	0.719061696391	0.637622231109	0.67547206228	0.679890010623	0.659884034791	0.646009901315	0.674006925198	0.585121529404	0.627507558801	0.593547016318	0.734205337118	0.644404105624	0.581866874234	0.681561047746	0.684031876375	0.662389345033	0.640230550474	0.637071305668	0.684389533247	0.6799206684	0.650920489478	0.652217949218	0.679376773704	0.721002066575	0.719379199355	0.702478474116	0.699792704779	0.717149569777	0.718247892002	0.714886546872	0.688118988138	0.670238774415	0.698922273935	0.699093928922	0.720344089142	0.7013286885	0.718751677433	0.703745382089	0.739990690001	0.722522532001	0.712755492725	0.73208911258	0.747544540665	0.75572108026	0.689636422588	0.691060377963	0.742491668344
CS.147	0.626326783596	0.696249868933	0.683251690489	0.601183682989	0.648355647868	0.686398358235	0.692337098908	0.696976847786	0.643900155678	0.595570659062	0.721932519848	0.657005277021	0.638657428699	0.696471874484	0.618768816598	0.637262519608	0.527359504037	0.589429585432	0.539200805758	0.563328352866	0.547215999815	0.561564962007	0.572518912057	0.540085925012	0.669044780418	0.65482115591	0.594207393738	0.601780677076	0.578013922475	0.529694918796	0.563600094838	0.583494043193	0.580386179182	0.568380242013	0.543038749535	0.647323029438	0.5008025496	0.637367086596	0.559798016002	0.473771774746	0.617103788518	0.528469150911	0.598004296234	0.548799639965	0.65332186354	0	0.510892384458	0.505430285294	0.543194822952	0.559447134903	0.5535937385	0.533288497343	0.499126420735	0.482800841268	0.559586918182	0.55952056759	0.55671423917	0.567204582222	0.56694934439	0.487955571469	0.615860542934	0.633937685376	0.588460744288	0.602529159945	0.653861447243	0.612824413049	0.681539163081	0.57114359941	0.7080412966	0.59146630611	0.648294203458	0.609329139995	0.654419619565	0.564692484862	0.648543796135	0.622757524464	0.681098034681	0.545349779157	0.671171892511	0.628975995474	0.629138576286	0.667211981816	0.623605420621	0.660249760713	0.704219586883	0.690982965932	0.652887227646	0.673134135537	0.658941501708	0.623541648267	0.641455948217	0.643961460503	0.62699417533	0.663308498599	0.621009156561	0.66872262707	0.682122983643	0.711998392985	0.644762405872	0.684310283641	0.623127495627	0.632901701622	0.616018630169	0.586602788624	0.587039855712	0.624543078677	0.614190210768	0.657320739191	0.513810262703	0.618110217571	0.620275220237	0.653541674604	0.580477964785	0.592840811971	0.50629572087	0.508499954732	0.581134158187	0.569469004009	0.662443692383	0.505719552259	0.573622239636	0.636738056466	0.564199515591	0.625070373314	0.642782123558	0.506508306733	0.504378723901	0.614802883291	0.592936268801	0.577667675045	0.583211319913	0.552774161102	0.513891172051	0.603612548331	0.574235411692	0.558182633471	0.513433041631	0.526378668899	0.638590083775	0.572667181189	0.529489176708	0.531410143949	0.48010724909	0.509681908413	0.661100795084	0.664879671673	0.63804320367	0.624333817932	0.611061162198	0.607627903188	0.55342687253	0.632883843538	0.657241628873	0.603510135993	0.655447385521	0.673463877077	0.642726328599	0.641931234573	0.597372959226	0.684026037714	0.639320152769	0.634872795163	0.668229417845	0.690998264036	0.680410066725	0.63633443912	0.62615798276	0.654185198682
CS.372	0.607717177821	0.65386619247	0.671431711264	0.550113030436	0.684632899832	0.676139185879	0.670021003699	0.676445651943	0.623175470803	0.592993216834	0.727837120321	0.63963334045	0.64476316859	0.675221876152	0.585312612572	0.607284705011	0.534105586086	0.604572046571	0.497107799613	0.587104855443	0.523401630572	0.490804290052	0.544022420548	0.530974415244	0.618335155789	0.641072466944	0.636236384108	0.54683390114	0.634934373846	0.554382643139	0.570089403649	0.620900344835	0.538477690209	0.567810699943	0.484023929146	0.629636514073	0.527116968101	0.661462696934	0.580148427837	0.499226032499	0.583664019298	0.583188711583	0.589116644994	0.556102924514	0.629298614597	0.510892384458	0	0.450068026346	0.530389217369	0.577762851903	0.494379372383	0.457512272489	0.429270003644	0.501203901483	0.538188988436	0.490099279497	0.621624384711	0.570125610092	0.598761767475	0.456566323725	0.632895614254	0.600352462675	0.549104049843	0.577996363783	0.621741120779	0.60859024171	0.633838895105	0.6014469856	0.677154920654	0.560265646183	0.635134706477	0.610648042348	0.650204176453	0.566953123375	0.662255424271	0.579562604967	0.677223744646	0.543384764256	0.646720958798	0.608726114776	0.621826771392	0.648630174834	0.59502718115	0.631842554377	0.655146773144	0.655114941848	0.628378250535	0.645523087806	0.636072075141	0.64641823019	0.598267709104	0.666297039455	0.61921417593	0.63268770288	0.618271557872	0.656278051574	0.717093175144	0.681248941876	0.633141961481	0.690323932197	0.605675837031	0.696527735957	0.650841558098	0.591950864904	0.591910983334	0.679782676884	0.620430065287	0.626879639113	0.51878044386	0.621594110019	0.636921274103	0.69861238154	0.539223608622	0.618044158908	0.522409691804	0.581775179959	0.619388139272	0.59882666316	0.666965045691	0.47834554075	0.610961025179	0.673440063072	0.513484225204	0.654861232569	0.634146343788	0.476599524337	0.486716450708	0.536786461778	0.631208542831	0.591937423024	0.585340822557	0.638146594418	0.532358061111	0.603613104229	0.634737484518	0.516577611455	0.46856897816	0.444749209866	0.590869672415	0.640802779645	0.546074047157	0.484251901936	0.530436678053	0.479032194551	0.639740761316	0.636683479865	0.656349673312	0.59789650604	0.62546251145	0.646246518832	0.586827087519	0.611489048495	0.651525730165	0.578141547982	0.628626687768	0.644419379215	0.657464583074	0.643355422572	0.602902883296	0.678499074336	0.670283806344	0.622762669578	0.65479648907	0.679180638299	0.6725491951	0.629624874306	0.608283710876	0.642597175341
CS.182	0.573350389788	0.601330962779	0.619972490419	0.548651688859	0.666298486257	0.619775586139	0.631877999222	0.63024437966	0.569290490125	0.563538026936	0.725391906132	0.589094822333	0.615402173002	0.64738175218	0.550047791073	0.56533790786	0.518411460794	0.600627813002	0.502467493519	0.62440782181	0.48152109801	0.510045813713	0.546499497613	0.506855336625	0.586357117275	0.606350831452	0.652288225342	0.493873359637	0.609220930065	0.548068184026	0.545912854191	0.632223022704	0.47176658191	0.53167679057	0.495975608191	0.610886345803	0.570059882042	0.678217905404	0.56822215083	0.537857100053	0.518044528195	0.581237845562	0.601314267677	0.576709983524	0.649329958272	0.505430285294	0.450068026346	0	0.532802079836	0.595568366411	0.521188021696	0.454152092503	0.422433776752	0.486753775543	0.567979325431	0.463012859883	0.605818780436	0.619944494796	0.625471001307	0.478461918211	0.5881355434	0.537654540834	0.512213694728	0.561456107076	0.582029102896	0.567006061577	0.59719099819	0.570497385145	0.634766121424	0.4931926759	0.576349693398	0.583066208064	0.599018275002	0.518431216994	0.650794431165	0.511236020142	0.625620333011	0.449156319727	0.590881227545	0.58182673121	0.577804406844	0.607753568522	0.533725212076	0.576231068055	0.62098234792	0.619226144357	0.574847063378	0.578023736672	0.58178847087	0.605958596562	0.558559283244	0.652314146881	0.612005775442	0.567964279675	0.599129970373	0.617623643221	0.706710387461	0.675649610617	0.577539277151	0.654604875475	0.546470165252	0.664093510399	0.600340713359	0.573533517306	0.593703624139	0.700088817556	0.620603782812	0.637448787863	0.479561807897	0.591877968973	0.618628791592	0.694966115195	0.532306532768	0.61073443547	0.530598411647	0.563533922907	0.619194549143	0.618510096818	0.627737847386	0.513340822418	0.628924832419	0.711973887659	0.490512011009	0.620971826045	0.603369191038	0.472929495732	0.49902937907	0.488537428718	0.608093214058	0.576183324903	0.598013943022	0.656484715534	0.552343889806	0.603041500824	0.623248874457	0.476348358042	0.501994129154	0.494701424197	0.611972662166	0.664345000576	0.56107538419	0.491042028508	0.486753281391	0.495087556571	0.585499046059	0.590320942768	0.616827932463	0.541089280975	0.584518356949	0.622184384256	0.579206688983	0.586350414981	0.586190592917	0.540722781662	0.605825545649	0.608299248651	0.602331792136	0.596452161087	0.55539073572	0.649562880249	0.613320819998	0.553509620577	0.58648652143	0.628010461394	0.629734837333	0.548079399393	0.541689205299	0.604357077227
CS.214	0.604911810605	0.692197656827	0.657750584023	0.563848325139	0.641379084465	0.657769126386	0.674023396434	0.68807195703	0.625290439736	0.62476684859	0.727064223982	0.635472988688	0.648537695595	0.677523127744	0.637324829799	0.603711021221	0.613793630526	0.591515503157	0.550745142191	0.610788071247	0.51677384095	0.57812698651	0.572920268024	0.580598003598	0.617754764406	0.631048974747	0.632735430355	0.623348324927	0.582586413629	0.588343767522	0.567382175378	0.605600213306	0.534347284908	0.578591541338	0.536790074039	0.612577187382	0.589934760754	0.64280315834	0.506653209633	0.563115906541	0.601323200639	0.578185145775	0.625792626503	0.603830227935	0.671079577249	0.543194822952	0.530389217369	0.532802079836	0	0.574256401535	0.560562926655	0.560470515262	0.535668614079	0.535394776943	0.569056538753	0.58467676924	0.583192330046	0.569435641422	0.598623119435	0.53959537623	0.600944854735	0.613060635823	0.579424294261	0.58720888415	0.600835574464	0.624107396199	0.671229155246	0.594231038106	0.688740387921	0.582880837183	0.62240838211	0.635297370691	0.616456755059	0.575828367155	0.555460045646	0.573992205639	0.685554766901	0.595897717826	0.667755621732	0.62521121373	0.622554744648	0.637798434792	0.598938671797	0.64361805222	0.676612320665	0.660472858157	0.62362486188	0.670329763673	0.637548213209	0.621142561608	0.607262555728	0.618963328591	0.640173189499	0.623392305374	0.618925012726	0.663286903773	0.6576115145	0.681552095912	0.640272316373	0.662287420321	0.589161639162	0.600465545397	0.593248801158	0.572318994149	0.620624606307	0.641971349672	0.626484653667	0.593365093183	0.531035603907	0.606213534557	0.592480870778	0.679086086221	0.596745312676	0.575319009345	0.522207155313	0.538839135554	0.614599001392	0.582176259958	0.647216133751	0.561428031825	0.596038986375	0.649315341126	0.568047658786	0.563670891137	0.606025041017	0.509424192278	0.535589405594	0.567073675115	0.589416765886	0.598408263104	0.604902121065	0.64421104819	0.558793472228	0.629797672724	0.568145312025	0.545959097382	0.513103294413	0.562875086478	0.594771618846	0.613637582726	0.588975877879	0.554991238351	0.535580725061	0.54527890318	0.647484880053	0.645797108706	0.6450430131	0.619188434605	0.605154199497	0.653461635718	0.611764069652	0.625630599244	0.648855615316	0.571889395326	0.61726793605	0.633253820489	0.633753515654	0.647906649419	0.578383041491	0.664973790177	0.633937161048	0.612214062847	0.65172480256	0.682150603547	0.654537885504	0.603646491726	0.597041834836	0.641024518516
CS.369	0.727971421239	0.741235439601	0.78246085794	0.673147470738	0.718540965444	0.738382034251	0.730577168744	0.764207737108	0.743128702745	0.658978590085	0.700698312755	0.74459764694	0.669519061732	0.765897504552	0.666572080084	0.656190750973	0.613781221869	0.582004889982	0.554715876416	0.621903569577	0.642211533939	0.611988007192	0.607953696205	0.564829122721	0.671495986168	0.711733752225	0.605751535296	0.694851504934	0.608272038016	0.614139097962	0.59681921216	0.630097853748	0.679279627982	0.6088558002	0.638097019305	0.721063318991	0.593378764052	0.661026182424	0.650659132788	0.583191203692	0.656383692532	0.626278784381	0.605841429958	0.609330291392	0.643340187216	0.559447134903	0.577762851903	0.595568366411	0.574256401535	0	0.562648361493	0.575884106209	0.563594221137	0.588850775236	0.560089743196	0.605328962834	0.590029600213	0.520523466048	0.623626066649	0.573898814778	0.675200527428	0.71010962404	0.687992527607	0.674896953286	0.744583045688	0.714757404457	0.724689507472	0.672903297547	0.764287200666	0.680823872937	0.730993609337	0.727635346894	0.744321355947	0.663682061884	0.657542607962	0.725156042012	0.747682949815	0.664868454792	0.739119464356	0.718222296523	0.744061507884	0.720623160977	0.732242901425	0.763447139063	0.751332955369	0.740529325302	0.734825567902	0.75026675984	0.7290453493	0.688260485223	0.725814949462	0.712255289447	0.678289201289	0.700231972969	0.66159540126	0.753994072594	0.735277836749	0.776221584017	0.687982550193	0.768793951057	0.699408674984	0.666082546049	0.704657893614	0.58792330511	0.615978161296	0.61994921792	0.633605474738	0.621998389453	0.599992392413	0.717714675221	0.695262185899	0.691493770019	0.617379315414	0.626036418248	0.613072750772	0.625165684816	0.630568926038	0.566294150546	0.691300177579	0.580119254373	0.569175576774	0.652897077732	0.628329942315	0.679843656613	0.741076804526	0.555872123114	0.613091992725	0.687351435448	0.613779496597	0.641869395079	0.579149439339	0.619661288706	0.65229982255	0.626207418926	0.665536812033	0.656371528152	0.516691492543	0.584384029472	0.630352041252	0.577576525754	0.619425265067	0.589762532084	0.612995178475	0.613282784398	0.755994059843	0.74780874948	0.739750877484	0.725222163461	0.724854738975	0.622428476551	0.671075387242	0.726948126932	0.703618046909	0.683566629565	0.749679567255	0.754681043319	0.735312447895	0.74601462812	0.721889223262	0.774530357296	0.73579254385	0.74295016787	0.755841743175	0.764741489328	0.767625315392	0.727728318939	0.738414138849	0.760384429037
CS.166	0.651137000249	0.67993284431	0.715190320654	0.621384222216	0.699967761264	0.692100013622	0.702784163104	0.705941863782	0.670463599372	0.631565860364	0.732534269775	0.665184696727	0.66786986496	0.709112391928	0.633361408376	0.630459653262	0.530417460612	0.620978873867	0.509083437489	0.623206743142	0.571181840117	0.526535001955	0.579409084393	0.528386001435	0.644592262957	0.653489879441	0.646168659864	0.614588059843	0.641473842593	0.55626846902	0.584969019676	0.649055062402	0.594184299798	0.566938711309	0.566239238749	0.658533872987	0.59473476237	0.659127316305	0.613206436576	0.574632578737	0.608472178976	0.605172611144	0.611348030752	0.603702550131	0.671090560276	0.5535937385	0.494379372383	0.521188021696	0.560562926655	0.562648361493	0	0.446812259239	0.487411233827	0.546691522932	0.531715555994	0.552616082911	0.649060374141	0.544413524128	0.599929518381	0.493156337636	0.634713644559	0.636027274546	0.618713835036	0.619178013968	0.654440114126	0.65855207563	0.681043218585	0.607330350395	0.732518254731	0.614436932701	0.685899978719	0.659588274971	0.695031855848	0.596565149472	0.660859493177	0.63907013745	0.682476744519	0.585310628098	0.677617298647	0.668007423256	0.679488456872	0.684820093258	0.663440895204	0.696397892896	0.697995184917	0.683983748183	0.671799130649	0.683456030618	0.664835637317	0.682360549464	0.657045535672	0.691512244926	0.659899161077	0.649740361916	0.642532235157	0.701494711344	0.733640437671	0.73088318461	0.659908417471	0.718356900459	0.640544866472	0.71671248093	0.681501857173	0.621206382819	0.605281955064	0.685712927836	0.62951035229	0.643046514224	0.538745317013	0.654234144026	0.652094458455	0.66675367543	0.561480657573	0.66748923825	0.572271394369	0.578549873086	0.634870698375	0.599310636136	0.687761531114	0.506495040355	0.624458197751	0.690465822532	0.548239717003	0.665291486462	0.685508697002	0.5190476826	0.538810595249	0.608909515251	0.652778658026	0.621367373627	0.604450805568	0.622756593941	0.595085955567	0.637605325549	0.645173338367	0.564693146165	0.503320525275	0.495039186838	0.606937238439	0.620087428749	0.575393524827	0.482673391972	0.568247029743	0.558995745217	0.686029506051	0.681466694626	0.685684259796	0.645780739077	0.662376054352	0.629481817861	0.627609153964	0.676124640548	0.682202813514	0.624333441643	0.677617335377	0.695712681242	0.672566931398	0.68494115742	0.656090446741	0.724841533041	0.706681034766	0.67733478346	0.699996078441	0.709204314921	0.712993358477	0.681110751494	0.671722930058	0.684720655456
CS.349	0.617114720103	0.622830151047	0.668661341423	0.573350421018	0.6830024052	0.646738163349	0.653002263742	0.651876250789	0.601244157722	0.611390775018	0.722096965006	0.620563707102	0.638233978466	0.667428603494	0.594982373842	0.596483058095	0.515606917933	0.612013089594	0.520648520407	0.618201409764	0.521735045375	0.48587481987	0.538582372413	0.511802436377	0.610558892605	0.638175347672	0.641867214172	0.546592806022	0.639889528299	0.579411814636	0.564050367011	0.660601599926	0.527383212978	0.555876273075	0.521904131311	0.594951815008	0.600366563216	0.684892934282	0.576949281329	0.544363629892	0.561085319011	0.598581825474	0.603293235785	0.568774206525	0.666017701358	0.533288497343	0.457512272489	0.454152092503	0.560470515262	0.575884106209	0.446812259239	0	0.407877006861	0.515314352056	0.543171808225	0.490888678618	0.633533785551	0.591853823491	0.617405340822	0.475837075502	0.622625932999	0.557572349679	0.552233971482	0.546226988807	0.600243754902	0.586878066719	0.637631486199	0.58459881627	0.668970067734	0.552809801102	0.628832706584	0.606679028733	0.629140762199	0.533508255384	0.660966692425	0.567250837864	0.660662581733	0.529019476554	0.618356480662	0.601382527407	0.635947785207	0.650472727991	0.58709402089	0.632358675178	0.636782433299	0.636757653917	0.633803862689	0.618784696986	0.615192419671	0.640775272967	0.597270123632	0.671993830117	0.621137093855	0.612533308511	0.614842581734	0.664188636155	0.715883439471	0.699959033277	0.610266740254	0.686500844496	0.594994773666	0.695877067227	0.639744692092	0.601320073618	0.602267218363	0.699179672434	0.599957187193	0.638314502352	0.516336574197	0.596282206087	0.629193043634	0.677998520766	0.52080838193	0.62587035628	0.533323130663	0.574329951317	0.623794193485	0.6013603042	0.650952749061	0.501135127614	0.633965909301	0.700489664087	0.503967011196	0.659433818936	0.628818073644	0.496859728011	0.489014263044	0.528606388654	0.618901195218	0.571530635889	0.613795991525	0.642244432016	0.564063633054	0.620855757114	0.624165048638	0.48938233888	0.49744317128	0.462065228699	0.590358402437	0.653541813663	0.545079640115	0.471916737426	0.52869293421	0.489862803435	0.621781402892	0.606197031661	0.629209896771	0.570716132052	0.61894296031	0.635754196888	0.583831098247	0.625324480499	0.621808910997	0.583117682653	0.627486221081	0.647088039166	0.63933938517	0.625805491087	0.607314887068	0.685290887458	0.668241460377	0.610865038763	0.633971031646	0.665947954969	0.674105874307	0.62548336296	0.622237062479	0.649338771917
CS.323	0.60792283562	0.643768481077	0.667302810532	0.523780408522	0.693665510885	0.65992631497	0.676099969792	0.669787203695	0.599551028499	0.591796760315	0.7546039116	0.637075714638	0.652399435472	0.658331319988	0.58617873367	0.610085586799	0.503840919158	0.605860906731	0.467712239868	0.592888940365	0.513232101793	0.486450751842	0.542892216599	0.508252283122	0.618864447883	0.65845979437	0.635369478451	0.541101677914	0.611344473701	0.547714017632	0.546325581568	0.623644216146	0.520021364912	0.534544402675	0.481526501415	0.606102001107	0.544239766909	0.676101339965	0.545000596261	0.513982706488	0.550079904992	0.536318532739	0.608752806452	0.537793994684	0.645203113426	0.499126420735	0.429270003644	0.422433776752	0.535668614079	0.563594221137	0.487411233827	0.407877006861	0	0.493141283641	0.561963807027	0.483907546391	0.60791116768	0.583685120451	0.610990480616	0.44315447379	0.616894344504	0.574146519378	0.543541845599	0.558665451918	0.597152305005	0.593464327243	0.646075724786	0.59639700458	0.671605848873	0.530781228709	0.618547768175	0.606348250117	0.629686688699	0.536197664664	0.635377165398	0.532599440335	0.66741502414	0.51131006603	0.646727129973	0.590833129254	0.614009707294	0.651538580966	0.562683058589	0.612023039469	0.661109409517	0.643027646493	0.610256289767	0.620876602643	0.613123292471	0.639637695024	0.597047865132	0.671608697234	0.621542559864	0.614794843612	0.620769108958	0.658772828643	0.719418264525	0.713205582659	0.630841432915	0.689549343534	0.568762162683	0.679992111063	0.627724532416	0.586575632611	0.595824729886	0.667313551836	0.622874601341	0.642798181165	0.485318065782	0.612945744948	0.638556786275	0.692393160277	0.523952827565	0.617462494761	0.513549584173	0.538751291466	0.623450968946	0.576781596626	0.673560897463	0.496033496933	0.615729157491	0.680744741963	0.466175105027	0.653450791529	0.616996617433	0.467356280031	0.458512542355	0.50846958023	0.617996216531	0.583873445806	0.610531135056	0.617992528519	0.522684054679	0.614494959468	0.601163426993	0.473894699235	0.482655681273	0.455206122149	0.59416325946	0.647450541808	0.560841243221	0.483431428835	0.518722478041	0.465209545333	0.618244578785	0.610566244563	0.637729117662	0.588316748783	0.613590523136	0.629210410906	0.551386795329	0.618043342545	0.632706589365	0.568926874384	0.63093612478	0.649141590314	0.633282332932	0.622773425963	0.582895771358	0.686256772866	0.656835430223	0.597612262824	0.629444800511	0.667990771191	0.682339370494	0.610347842897	0.573797788047	0.643593569629
CS.389	0.616439585113	0.677836900152	0.68475543604	0.5888312158	0.665969866199	0.677762697136	0.6655109071	0.685229167628	0.644757943952	0.578189369999	0.718776334957	0.649682017536	0.635038691794	0.665108622272	0.583278020024	0.605459762587	0.556622646912	0.58879859773	0.529410142114	0.571627031408	0.518796890473	0.535170594046	0.546518997256	0.533163230686	0.622372595142	0.640756896335	0.580639545507	0.563476912643	0.571635065344	0.54639308682	0.560250558267	0.558518834466	0.543577613157	0.57056433975	0.57251179249	0.636840667907	0.545328685507	0.657880494591	0.555245527361	0.494583165903	0.608333551423	0.559620972746	0.610253955472	0.555785231034	0.65697860528	0.482800841268	0.501203901483	0.486753775543	0.535394776943	0.588850775236	0.546691522932	0.515314352056	0.493141283641	0	0.569830433497	0.534539372106	0.55016207043	0.546305010637	0.587593865991	0.489518608783	0.614365071396	0.578639036367	0.59008693043	0.602292860465	0.600422038907	0.616073365931	0.646405045154	0.615333591762	0.689730278714	0.573075929236	0.639194024934	0.626257367923	0.641636557327	0.55416748693	0.629920399321	0.607455874202	0.680819390556	0.559087119166	0.658790043926	0.646521310112	0.652955119801	0.639528924397	0.615308212241	0.649282987065	0.686997606764	0.681957826385	0.638439280637	0.661520656166	0.651402618261	0.631535359826	0.621701559883	0.63063419263	0.645345915235	0.635796254197	0.618364454478	0.670188556683	0.699608412557	0.702669869927	0.63320794841	0.664475364011	0.620209948001	0.633739530959	0.634182082649	0.578804861984	0.58906728224	0.610926862272	0.626981388242	0.628152519178	0.515593723847	0.616309314544	0.622012624378	0.655569752955	0.565532094803	0.571252472252	0.501939845153	0.505324699832	0.578677996688	0.571671002692	0.662485847221	0.510908218407	0.577167797969	0.648776219054	0.544319856219	0.621927844789	0.630260053534	0.495123984982	0.523978989084	0.59331330392	0.60396165764	0.585464095484	0.583490582497	0.614428005382	0.544239494025	0.606631869272	0.596993049552	0.547306699602	0.526114038089	0.531843922003	0.638966246268	0.581222305507	0.559272475109	0.516118760385	0.525907542085	0.513306965749	0.642022669224	0.657835986369	0.646210659465	0.631068710284	0.615993218	0.587406322585	0.576957842678	0.641454962145	0.634543087109	0.580769270863	0.644680632484	0.663785877177	0.634594295042	0.659944358457	0.590339447444	0.681426866568	0.663098826875	0.626204419623	0.666023061397	0.706777233314	0.666593940017	0.59347158441	0.612599291105	0.680093808352
CS.148	0.672312285008	0.68499099083	0.709334201393	0.658042634182	0.681129084946	0.689970591652	0.690338994949	0.703396571824	0.67130549369	0.653008086257	0.720188347202	0.682611312958	0.653304043009	0.727333291239	0.678975536651	0.656260835253	0.59276620229	0.630856782097	0.576389695298	0.60642418315	0.599036725542	0.59902896965	0.611661582489	0.557000636806	0.674045365634	0.660331355845	0.626261774272	0.641880598125	0.648019816957	0.539902415083	0.592085585589	0.658412389417	0.618085651977	0.617165324479	0.589749610294	0.668713160201	0.584689260228	0.606820246476	0.620883177242	0.571739003243	0.619892525385	0.589159732981	0.593718602722	0.589561521555	0.670038976209	0.559586918182	0.538188988436	0.567979325431	0.569056538753	0.560089743196	0.531715555994	0.543171808225	0.561963807027	0.569830433497	0	0.619067179691	0.627669590367	0.54103755722	0.565348699365	0.55020220141	0.636058077245	0.665571643777	0.647847137576	0.627992667916	0.673962661387	0.657266932837	0.704759258414	0.599953451301	0.719498085559	0.628201372487	0.691956108752	0.666772155999	0.68509638105	0.626700114032	0.651756204519	0.659492802694	0.699465244487	0.620970585927	0.679228572188	0.653193205075	0.667491332003	0.696581994406	0.679041884569	0.702862056925	0.695839391772	0.712601503344	0.674970599256	0.698734487975	0.691810351001	0.662908480029	0.660609200004	0.668916296876	0.631825537067	0.686746201144	0.653046730328	0.719060302101	0.69915209345	0.719717613439	0.657871486619	0.711825631663	0.652403963684	0.699552501493	0.675199618472	0.584190822838	0.584788903086	0.674915188189	0.623777655865	0.632760493864	0.565174895518	0.653943637695	0.651874755999	0.618254027784	0.59201540967	0.648224668609	0.551029778468	0.577851793462	0.62959578042	0.619952931219	0.682095673008	0.511706053035	0.614983316605	0.650303353638	0.611513187259	0.668942745088	0.684377045871	0.536327854099	0.575998943614	0.647134537528	0.637211105431	0.602991972145	0.582560436059	0.592181980468	0.559550571557	0.603853394435	0.657737083728	0.613846724917	0.489362909456	0.560477099752	0.614825467157	0.621631902038	0.5873290645	0.499924027704	0.561421973193	0.562462867158	0.695571744235	0.686650288213	0.663664272034	0.657745506629	0.662403028019	0.620587535438	0.607543841739	0.649520991457	0.684280198341	0.645171412471	0.66748587544	0.702673626913	0.677226540985	0.680193782199	0.646424448262	0.679351568816	0.678500469861	0.677349216424	0.698014487844	0.707415499069	0.687694807327	0.673151811994	0.668434440862	0.671372976879
