CS.260	CS.022	CS.354	L.002.M1	CS.199	L.001.M1	CS.037	L.006.M1	CS.043	CS.001	CS.101	CS.021	L.007.M1	L.011.M1	CS.011	CS.371.1	CS.065	CS.063	CS.186	CS.335	CS.073	CS.117	CS.305	CS.377	CS.248	CS.118	CS.153	CS.154	CS.137	CS.042	CS.375	CS.128	CS.282	CS.136	CS.378	CS.302	CS.374	CS.292	CS.205	CS.224	CS.232	CS.203	CS.041	CS.126	CS.213	CS.323	CS.178	CS.348	CS.268	CS.385	CS.129	CS.148	CS.177	CS.166	CS.256	CS.359	CS.389	CS.214	CS.349	CS.181	T.CS.071	T.CS.059	T.CS.022	T.CS.079	T.CS.023	T.CS.041	T.CS.048	T.CS.046	T.CS.052	T.CS.001	T.CS.082	T.CS.020	T.CS.025	T.CS.004	TFS.024	T.CS.153	T.CS.097	T.CS.122	T.CS.119	T.CS.124	T.CS.102	T.CS.129	T.CS.156	T.CS.100	T.CS.178	T.CS.132	T.CS.116	T.CS.105	T.CS.117	T.CS.134	CS.242	CS.088	L.024.M1	L.034.M1	CS.237	CS.110	CS.015	CS.246	CS.356	CS.082	CS.085	CS.087	CS.241	CS.103	CS.006	CS.234	CS.308.0	CS.363	CS.364	CS.330	CS.346	CS.347.0	CS.311	CS.044	CS.165	CS.304	CS.164	CS.336	CS.325	CS.345.0	CS.319	CS.318	CS.285	CS.080	CS.152	CS.163	CS.320	CS.322	CS.361	CS.321	CS.112	CS.227	CS.194	CS.343	CS.158	CS.393	CS.370	CS.390	CS.262	CS.326	CS.270	CS.253	CS.255	CS.145	T.CS.031	TFS.021	TFS.020	T.CS.064	T.CS.066	T.CS.049	T.CS.036	T.CS.055	T.CS.045	TFS.027	T.CS.026	T.CS.043	T.CS.008	T.CS.061	TFS.022	T.CS.095	T.CS.142	T.CS.158	T.CS.166	T.CS.141	T.CS.152	T.CS.151	T.CS.109	T.CS.157
CS.205	0.548901749385	0.628336306744	0.707602223812	0.667111228695	0.68486160329	0.727744139296	0.670679276752	0.707022680686	0.649485133895	0.720868313458	0.729099038913	0.587033114654	0.706082553422	0.661169181163	0.709301101682	0.610646423089	0.607317299707	0.668449995203	0.729064835414	0.565288646662	0.71018982329	0.691356359942	0.677659284649	0.599799352095	0.620863476293	0.707297830986	0.699745420289	0.665616068083	0.629868038818	0.661155987523	0.590948393799	0.600983627204	0.523298972232	0.610503083907	0.634356453207	0.584706201822	0.559066578851	0.630707274045	0	0.579395264151	0.674268245314	0.653127333818	0.665747177533	0.628550895092	0.543388014563	0.536318532739	0.66061599636	0.646658446815	0.65288474936	0.580831065539	0.630350209605	0.589159732981	0.580381452257	0.605172611144	0.546723656898	0.585566959666	0.559620972746	0.578185145775	0.598581825474	0.559411996193	0.661206638352	0.731442323696	0.641668540975	0.553817492074	0.71968605296	0.668019619528	0.636897322215	0.592474635956	0.590013915136	0.579845343049	0.678269174589	0.749345708808	0.654276957013	0.617919771124	0.663985210906	0.724748811809	0.727993730048	0.661323414167	0.743904563561	0.725225460818	0.718126214694	0.693919929405	0.681477650681	0.735362815251	0.696974254317	0.714645747565	0.684363404205	0.755356047253	0.677995292195	0.68267114549	0.685778643075	0.686882474082	0.714107515548	0.641731283791	0.617120467228	0.623370114274	0.739698130858	0.655324317956	0.622337549079	0.707365565279	0.701813797554	0.689572844122	0.712103837966	0.679975549346	0.668878410664	0.629922530722	0.665858790734	0.550205732556	0.554817972209	0.536639431001	0.626493604869	0.602953494692	0.665878997208	0.662616257236	0.638145944688	0.677739532908	0.72437404525	0.624582111947	0.598510671018	0.646940569152	0.532529397739	0.488963710088	0.570753021918	0.652316304351	0.646552285945	0.638072943171	0.573926626493	0.534328929119	0.596728556432	0.666798634374	0.630305417872	0.596728787082	0.507861384942	0.517393129484	0.631488596466	0.667782941991	0.598910777087	0.585367315984	0.604831565215	0.577714192053	0.573930889421	0.605419171078	0.583800090098	0.608411231535	0.663276839507	0.66810667145	0.702385164949	0.672956164083	0.717920826878	0.568698592535	0.715262898703	0.658106998764	0.675327529858	0.670768641962	0.622977392142	0.674539607268	0.616164894054	0.624474041156	0.711748798252	0.730440845146	0.683326874632	0.672268845771	0.67185356603	0.699527870899	0.664473484453	0.678068647796	0.711993039235	0.703473977394
CS.224	0.660942984601	0.670718688665	0.71441340937	0.681312303302	0.706760278706	0.775295119672	0.71284078844	0.753623898891	0.694162157051	0.781933689226	0.785651514839	0.672671517811	0.765149821763	0.743057912451	0.759118151709	0.67535922052	0.669811318435	0.6948106171	0.761633897933	0.613327469163	0.713147578538	0.723758407824	0.75329949838	0.663861100648	0.676784442916	0.712509904136	0.723944323117	0.627088434404	0.729177952384	0.68369189736	0.661303083911	0.685451178809	0.621174658827	0.689980687344	0.643010901638	0.60736028735	0.624012694137	0.690536607928	0.579395264151	0	0.72352069749	0.737466442463	0.706364224622	0.713095141561	0.618319945822	0.676101339965	0.722257285337	0.715155645704	0.690748197721	0.690920371217	0.682117592216	0.606820246476	0.595639021725	0.659127316305	0.619532150696	0.595986127376	0.657880494591	0.64280315834	0.684892934282	0.646441016666	0.74793140248	0.752865365514	0.731032595783	0.619439569194	0.723699998671	0.74224691047	0.706723786983	0.686318886311	0.69772935817	0.667335521972	0.744031591153	0.767822318949	0.710310975305	0.712959093211	0.725648676328	0.758517601	0.78885143587	0.751745691602	0.76632743559	0.76935562008	0.757429468741	0.763216065427	0.741349538126	0.780552892153	0.768433036537	0.779444084433	0.70660840918	0.786220316174	0.73062311565	0.747913096764	0.755119080333	0.735115573726	0.747854424525	0.726567744248	0.621272735249	0.650691098176	0.756621347958	0.732083897088	0.671113819034	0.758992614812	0.749412057838	0.710426757832	0.758455643178	0.729104958783	0.721713764458	0.639263816486	0.681250283053	0.641703011226	0.623672167093	0.62981924014	0.608022588225	0.649921140148	0.722548463518	0.728919779906	0.656922927491	0.6663969428	0.678502711974	0.693429485432	0.576143794819	0.636238614162	0.636700601089	0.620767676361	0.60979418928	0.666415230256	0.737415432909	0.666124364968	0.649397738489	0.606035645886	0.659432988997	0.733533236736	0.682527847485	0.576155658621	0.576944841641	0.555298489428	0.670966060946	0.693440955654	0.683566171127	0.623313359694	0.653320271412	0.648461528025	0.649328334164	0.648255909349	0.66270322833	0.701975262436	0.73296485776	0.710830730395	0.782569612627	0.757265160945	0.765511926228	0.640452258841	0.745385720093	0.735955329739	0.723628770729	0.755787045486	0.66233268889	0.740495440691	0.706861373072	0.709014639772	0.77415938034	0.776785138885	0.730353722531	0.74068392715	0.722184186904	0.735598810251	0.733945917797	0.742949155101	0.780047215074	0.736422090129
CS.232	0.590410870465	0.594864098165	0.631419655243	0.660060469605	0.584580695728	0.544775225116	0.648191639415	0.581900156508	0.537413975052	0.508482965645	0.543968919264	0.610797576035	0.581787033122	0.575735591339	0.512767536019	0.610621626019	0.580109283975	0.602832058494	0.555521989185	0.725178615099	0.622305722387	0.525490750825	0.537071418819	0.565452160077	0.540541220962	0.571425647678	0.487598359882	0.732551056197	0.558762561046	0.598473320863	0.601287663724	0.55665271544	0.632317360419	0.507194667933	0.649901265159	0.691525692572	0.618801210315	0.46353620181	0.674268245314	0.72352069749	0	0.590248898557	0.581881457388	0.518560978016	0.644660067352	0.550079904992	0.550788693783	0.56117935961	0.600699779359	0.56973227786	0.559150737885	0.619892525385	0.644376584511	0.608472178976	0.597439978301	0.684949538619	0.608333551423	0.601323200639	0.561085319011	0.571305940509	0.572137273184	0.580569944718	0.587007502911	0.657102144384	0.723931692034	0.56139659693	0.588321609582	0.609685887448	0.605993524947	0.685438753592	0.571186104028	0.562982053694	0.553740590742	0.580710409024	0.602447140568	0.49947391973	0.583565607705	0.544433734414	0.559025492128	0.511914559471	0.592650507487	0.543229492743	0.566818372976	0.581364516589	0.539885821399	0.559360343176	0.556747277949	0.567785608951	0.553411307652	0.570598230272	0.532360095045	0.678548504512	0.629063951179	0.603212624168	0.533609731545	0.576547549132	0.605971642246	0.521258210533	0.668336268861	0.470414494279	0.492216875338	0.597868191615	0.517100637959	0.497321363545	0.533356395516	0.611421230764	0.625013327415	0.590549153135	0.684199706537	0.612480636623	0.702281737647	0.651115953175	0.590214235864	0.555420445352	0.666420445631	0.627387624472	0.654979535138	0.562973560402	0.740640147362	0.709105009029	0.618520257819	0.601669380598	0.659671890571	0.549015359309	0.514871867178	0.547164237833	0.555067241711	0.632526443548	0.643003821219	0.569558084957	0.562722125921	0.746091958688	0.724333449168	0.626202825007	0.570960990965	0.605993989678	0.588393752175	0.574624149433	0.659888418954	0.58463791583	0.584449945761	0.675007964409	0.574606756187	0.56438302526	0.581461040516	0.618854371098	0.545784097942	0.560206804114	0.57055657336	0.63129272381	0.540741363303	0.588586762687	0.597746946741	0.590185869993	0.703623644252	0.575432190469	0.644261935255	0.601147101527	0.546441635433	0.570492314016	0.639953201613	0.53907845103	0.538875653697	0.631713222011	0.541267428649	0.582992606466	0.552961186384	0.587082113513
CS.203	0.611274157219	0.646848674873	0.607500225536	0.649426479408	0.604442640917	0.587038440064	0.65303853785	0.524283243517	0.611064425005	0.588698324667	0.554241327428	0.618335848782	0.553595181158	0.540297958463	0.609800747563	0.544670769516	0.583565035244	0.70014836168	0.624617332221	0.712911933893	0.662764203073	0.590173686076	0.493958964763	0.654659563281	0.613634439393	0.580765595544	0.580612144208	0.751121597918	0.514852776955	0.58733093153	0.57635404046	0.531090890876	0.628589054668	0.625762623595	0.6858486823	0.717841518434	0.622615939	0.602352593664	0.653127333818	0.737466442463	0.590248898557	0	0.640044360063	0.494174155348	0.643820129374	0.606102001107	0.597700976364	0.612779551241	0.666338394329	0.623487815807	0.615187925265	0.668713160201	0.669125188853	0.658533872987	0.633012846267	0.719171455256	0.636840667907	0.612577187382	0.594951815008	0.627329057247	0.506135681499	0.649405082494	0.547553452788	0.654493232261	0.753497414551	0.531484072955	0.562582780608	0.563146921588	0.623978852954	0.686949183515	0.511311431406	0.612375254563	0.51778487731	0.5321025139	0.515971375957	0.58735913795	0.542655982973	0.501208586677	0.631108081027	0.557493757978	0.543937831749	0.550635258556	0.503734238167	0.555535026797	0.545955776912	0.587287514191	0.605681867858	0.661316217193	0.528148108147	0.536485947945	0.525298235446	0.620113953478	0.590622800259	0.537681779282	0.656107750406	0.639605463634	0.586246069381	0.498285767323	0.690243237698	0.586067600197	0.604266209817	0.580036418081	0.545474378067	0.60045573192	0.552270072725	0.673714865353	0.6715194243	0.62132699163	0.688893501097	0.593222860585	0.746512569146	0.665157052076	0.568386017936	0.513005152396	0.650600000043	0.701489912285	0.736004695847	0.564516836599	0.725121392679	0.744375309378	0.593757383647	0.597573750913	0.70407065831	0.597430355328	0.483648868721	0.626909659225	0.573008167699	0.633008636918	0.621010579325	0.459157026584	0.639985081015	0.751595793352	0.70976567526	0.61437403687	0.639222467363	0.632000531467	0.599433745443	0.635673537529	0.642061675658	0.610862283881	0.635867422229	0.731569968358	0.594728005059	0.500501921695	0.531883609299	0.569814842061	0.527809134163	0.510195632578	0.544580747317	0.636169609181	0.599380701557	0.556806910013	0.552975149766	0.47393048381	0.723699474518	0.509069493887	0.519069414935	0.539975573735	0.518657551029	0.567180644096	0.545879098609	0.478214952559	0.532230780462	0.573711263319	0.543890762208	0.526399430299	0.531006166175	0.579413913645
CS.041	0.568762011586	0.568220709184	0.622548580848	0.677281846309	0.597177208217	0.60688189381	0.619985975007	0.644735391729	0.559246824153	0.648006178704	0.669028435861	0.577495815264	0.706629850308	0.637035745726	0.656082249126	0.605389521429	0.580110841162	0.584725746107	0.678705706299	0.672929956953	0.603085430092	0.587416665912	0.65929865178	0.603718943137	0.577229493872	0.555383648541	0.578270164491	0.660981883291	0.62324782182	0.584835367763	0.605359350596	0.603553875829	0.619172616312	0.521955719768	0.638220654991	0.648992369575	0.620893417434	0.561872597642	0.665747177533	0.706364224622	0.581881457388	0.640044360063	0	0.596199889422	0.619514429785	0.608752806452	0.615849662194	0.603044691221	0.605064450454	0.60900501775	0.613745431038	0.593718602722	0.66179328362	0.611348030752	0.618684957859	0.678355143092	0.610253955472	0.625792626503	0.603293235785	0.603990596792	0.638419033049	0.626508275694	0.629455945507	0.606365112184	0.687217213047	0.612884164536	0.619030731047	0.597411926599	0.587413935979	0.62966440009	0.652076292463	0.701348039261	0.622937504305	0.638448675458	0.617378098144	0.674585028941	0.686739719009	0.655409231843	0.686247609989	0.662148788613	0.715088646962	0.674942036059	0.674376072528	0.678218457972	0.670930811052	0.69472532864	0.631462079251	0.686983959113	0.67888989674	0.656923171807	0.63741111212	0.663473409257	0.702713766563	0.649599859789	0.562754570555	0.57455849971	0.66266264534	0.637106535563	0.672741354252	0.618838871234	0.593123932038	0.616999088479	0.67480094951	0.598428396377	0.61775155275	0.642693877027	0.581114289451	0.575672015857	0.634834554436	0.58897365736	0.670431324698	0.615530826895	0.593124453381	0.605888936804	0.598475578565	0.623766645324	0.614625591151	0.58101743804	0.687706335482	0.654919247015	0.607680920997	0.607394388372	0.609034790506	0.519354458071	0.616110214667	0.570525047478	0.570595446922	0.616793695597	0.604448835678	0.649466346531	0.522271536782	0.698180342819	0.662191380162	0.633129679963	0.546385288337	0.584933261826	0.583966888651	0.617618533822	0.613356499374	0.6077738079	0.578749034065	0.672798571039	0.621288844374	0.616708215117	0.630461820086	0.657365024192	0.67321024191	0.646518130396	0.692707680854	0.627620636318	0.639991681544	0.631431634839	0.627237881936	0.650405818827	0.632310207852	0.645576235397	0.621965249892	0.650166468377	0.681564772195	0.700621919729	0.685407479275	0.659847567304	0.654480825287	0.687582988523	0.637714140452	0.692639838279	0.706540521465	0.661510652036
CS.126	0.574418924756	0.632593215212	0.62123519222	0.624185181797	0.601961414352	0.58534919516	0.653132313713	0.581686930655	0.553991775959	0.587164375064	0.573459996245	0.571149258636	0.526303007971	0.552947392621	0.551796439241	0.529782732428	0.525766294368	0.655772417545	0.600659821491	0.691910766391	0.657367304979	0.585243594683	0.484046455758	0.573873582825	0.544022825912	0.589442696904	0.551327489386	0.726534240323	0.435596733403	0.588289869865	0.539055275194	0.496087078046	0.58981461193	0.57262501379	0.662741357554	0.650770726708	0.612111975816	0.55645259045	0.628550895092	0.713095141561	0.518560978016	0.494174155348	0.596199889422	0	0.616184067755	0.520021364912	0.519239036614	0.51850057953	0.623983178501	0.549090606434	0.560786466984	0.618085651977	0.590256859298	0.594184299798	0.56491629721	0.667617626856	0.543577613157	0.534347284908	0.527383212978	0.554247800749	0.463295700811	0.635327120547	0.544349034911	0.596670412062	0.677332547927	0.502594803182	0.51926381064	0.540144230515	0.545918133722	0.661083245947	0.512526065609	0.582789226021	0.481737418071	0.464682979035	0.51894241731	0.563619659713	0.558199978793	0.467074838112	0.615177226398	0.536847106627	0.561076596796	0.526634561666	0.520907049874	0.565633393362	0.533502105925	0.536291057611	0.587748137574	0.6349518106	0.516988089846	0.514018059889	0.480954954756	0.676424227253	0.593563572355	0.580134864072	0.615190787875	0.607719398354	0.624035865601	0.51169015511	0.640630256903	0.552050696708	0.551469531556	0.594501792626	0.559699088986	0.570833244366	0.543559822921	0.607973628814	0.646895017306	0.546677045296	0.653116803697	0.542229347467	0.716347257842	0.633177856427	0.582822049463	0.512564725431	0.621359793485	0.651568243604	0.726782088089	0.497874053429	0.706505804371	0.726293163117	0.556233224994	0.560276583102	0.680258606378	0.564286565927	0.429396577442	0.609283521587	0.493218106219	0.60335952873	0.591385691215	0.505710698232	0.613218184447	0.731034888173	0.671321621697	0.570490603616	0.625857575505	0.596498929366	0.556825053337	0.556424365574	0.589224053919	0.538313315108	0.560792903505	0.673851172643	0.515626644049	0.445022937173	0.524513726527	0.538269243182	0.497566094858	0.485245070097	0.533472640129	0.585985892422	0.579540252095	0.551704065838	0.528391171788	0.495308838313	0.650369835198	0.500815008865	0.502327013271	0.504417974845	0.497998883193	0.570927809947	0.563593872479	0.483904215352	0.494565530605	0.580515290104	0.459577333462	0.509144878701	0.532452418289	0.552943480427
CS.213	0.566759811386	0.616018801584	0.646175577875	0.624279493696	0.658283293695	0.693895290837	0.595857018938	0.675333799009	0.603663016392	0.698115576217	0.70443874085	0.586011405221	0.707530274403	0.652469410487	0.68709382968	0.600117609238	0.595723650913	0.630411783419	0.693904753538	0.570346214483	0.64005038426	0.639971243894	0.665664014253	0.581193506679	0.601594331298	0.661415877829	0.637032536322	0.611641408678	0.636343820829	0.59960202724	0.578695061451	0.571031985913	0.537330417283	0.572938520851	0.5914918817	0.580427020277	0.54124605561	0.588926118401	0.543388014563	0.618319945822	0.644660067352	0.643820129374	0.619514429785	0.616184067755	0	0.544239766909	0.630673489176	0.628656606352	0.612882172906	0.571417392074	0.60854307873	0.584689260228	0.562827136979	0.59473476237	0.536071597367	0.583665798247	0.545328685507	0.589934760754	0.600366563216	0.592779707635	0.66225225614	0.674634866441	0.636628039902	0.562761174982	0.712919077383	0.645444938864	0.630423506996	0.570519117825	0.611825743261	0.574797401154	0.659100930584	0.731459696529	0.613784579709	0.613972532164	0.646420530945	0.700474087845	0.717298826337	0.659358968267	0.707220673955	0.672618347118	0.700524498945	0.683217542053	0.666548620254	0.705585116903	0.676635902094	0.722853217515	0.622843265436	0.728174476862	0.670461464675	0.654991056832	0.665674242475	0.688973041059	0.711266086961	0.625210290831	0.593134191004	0.600558335626	0.714342681697	0.64111058785	0.636442598537	0.688490225891	0.678357937431	0.667762103952	0.685010158113	0.642051821393	0.661161928436	0.584286393707	0.575681376123	0.506609941511	0.58074198803	0.526566723096	0.622283382953	0.595639027667	0.631326500182	0.618974972936	0.619845992923	0.662798358051	0.679123283229	0.591537332357	0.640916250162	0.610232319237	0.498478468097	0.475984179887	0.58285275868	0.616542134244	0.650437532097	0.60649410174	0.544851230864	0.514616395468	0.568606326649	0.631256722556	0.554260882744	0.631227559769	0.547701740918	0.524332726757	0.578489912428	0.638815256296	0.553050894876	0.587766081763	0.557415791384	0.566911793833	0.54767136691	0.593927140635	0.56826503468	0.613368573361	0.654948581218	0.67209769417	0.70132164546	0.666169636617	0.705914356537	0.55057493289	0.6834204301	0.672085448651	0.652363083948	0.671665454895	0.641531200306	0.680486172011	0.616141728541	0.60361440634	0.70083438888	0.720651228138	0.681167188888	0.680920912899	0.657914962187	0.675685174346	0.651231470474	0.679222285189	0.69932918368	0.682942089355
CS.323	0.536736602979	0.632898974706	0.685100290484	0.640632675747	0.647795501586	0.657975131905	0.634716420851	0.645951672956	0.591796760315	0.608148162964	0.658331319988	0.571073621483	0.667302810532	0.598803870453	0.621514487474	0.574570547823	0.527725331823	0.610187398846	0.669243771531	0.63696000443	0.681779618529	0.65845979437	0.579870495677	0.467712239868	0.486450751842	0.670835656626	0.610085586799	0.706405542619	0.559667428858	0.625268114977	0.545000596261	0.481526501415	0.514641308279	0.546325581568	0.651638624631	0.623644216146	0.537793994684	0.534544402675	0.536318532739	0.676101339965	0.550079904992	0.606102001107	0.608752806452	0.520021364912	0.544239766909	0	0.545436191996	0.483907546391	0.538846520155	0.385125453301	0.555262221413	0.561963807027	0.543129046582	0.487411233827	0.480466985683	0.60791116768	0.493141283641	0.535668614079	0.407877006861	0.465055323569	0.577006831881	0.659775073629	0.558665451918	0.558160642534	0.722737561468	0.593701752377	0.611437006706	0.525851006404	0.551347853016	0.609403858647	0.629686688699	0.671605848873	0.562776771149	0.560792048861	0.606348250117	0.644348737566	0.661503366316	0.562683058589	0.637185473032	0.631065552919	0.671431083664	0.613123292471	0.619795370139	0.661109409517	0.600431511703	0.620876602643	0.639637695024	0.668145404385	0.614009707294	0.610256289767	0.597047865132	0.719418264525	0.689549343534	0.621542559864	0.586575632611	0.595824729886	0.713205582659	0.568762162683	0.679992111063	0.614794843612	0.630841432915	0.671608697234	0.658772828643	0.620769108958	0.627724532416	0.617462494761	0.646240691661	0.496033496933	0.576781596626	0.513549584173	0.670488429001	0.623450968946	0.638556786275	0.612945744948	0.672131211334	0.642798181165	0.712456001817	0.537403324941	0.692393160277	0.667313551836	0.458512542355	0.47376824118	0.615729157491	0.583873445806	0.50846958023	0.617996216531	0.488268199236	0.515996110931	0.582907763515	0.616996617433	0.610531135056	0.680744741963	0.617992528519	0.522684054679	0.614494959468	0.59416325946	0.455206122149	0.483431428835	0.560841243221	0.518722478041	0.482655681273	0.647450541808	0.465209545333	0.473894699235	0.608924501696	0.637729117662	0.618244578785	0.588316748783	0.649141590314	0.551386795329	0.632706589365	0.618043342545	0.633282332932	0.622773425963	0.629210410906	0.63093612478	0.613590523136	0.568926874384	0.610566244563	0.667990771191	0.682339370494	0.597612262824	0.573797788047	0.686256772866	0.610347842897	0.643593569629	0.629444800511	0.656835430223
CS.178	0.583755759492	0.639337676124	0.648855147057	0.650942795455	0.635939714192	0.590020555672	0.665498074191	0.596263760443	0.594623401902	0.628088440294	0.617541395681	0.614240372031	0.5989373127	0.607194354674	0.606796344443	0.564034211181	0.550378700287	0.667202656324	0.639592285956	0.681462497213	0.664995531023	0.615487615156	0.563968243403	0.578703940942	0.57481649834	0.630709233746	0.57786181773	0.717582139165	0.537020436251	0.615735672407	0.572830834834	0.537694807986	0.634257580558	0.597028158913	0.651433007911	0.68409677339	0.636567852215	0.570762707039	0.66061599636	0.722257285337	0.550788693783	0.597700976364	0.615849662194	0.519239036614	0.630673489176	0.545436191996	0	0.566464846508	0.594123040411	0.573812582405	0.582926479303	0.615567110684	0.59894560125	0.586083119371	0.586981581786	0.691360674793	0.568218551563	0.560063496078	0.559914759193	0.55023023754	0.571126204554	0.619459424461	0.57273958314	0.616625919041	0.680413609669	0.573045020656	0.558585136171	0.576361169861	0.572060019153	0.660078436025	0.590024181545	0.629988423444	0.542654415118	0.551142493056	0.58533206218	0.595786840938	0.596880226315	0.556126446042	0.638939473929	0.598354868697	0.63934651283	0.572519917611	0.576537371663	0.618192611847	0.579313699118	0.601792271751	0.633195589944	0.660271596994	0.597022155918	0.601936413833	0.55668892506	0.664583042989	0.624773978473	0.612185705129	0.627044449391	0.623136219053	0.661299957364	0.576825898438	0.660602501262	0.595198194447	0.603968532857	0.65412840304	0.624359700957	0.598245644537	0.592082001936	0.633241494552	0.655215838557	0.577139287272	0.662014896066	0.582509696451	0.721741056635	0.658371709809	0.595339311167	0.596013537353	0.662333311079	0.655448970719	0.70871735993	0.526613293283	0.706006761109	0.722187694354	0.613582778838	0.607802789819	0.671104583792	0.603835675232	0.524919691926	0.626419486413	0.567697885001	0.586283247779	0.612356560628	0.585834170226	0.603317341339	0.725119987793	0.70332192715	0.635985084335	0.644301086141	0.603208747792	0.559854253811	0.581621731429	0.61715827937	0.598255121358	0.555863202099	0.679420683777	0.587761537009	0.540625712951	0.583190168804	0.600757147389	0.577978282719	0.588060201685	0.594511221316	0.647037206293	0.604468514238	0.592816547322	0.606741756962	0.580842245171	0.637234851958	0.582778434137	0.591639241377	0.557705874071	0.553659639595	0.613252178301	0.615623318103	0.567379228267	0.560134820633	0.613463357612	0.54366864396	0.597048490941	0.598522601423	0.60615590421
CS.348	0.578573223997	0.608773552402	0.675404411864	0.653036746794	0.624872416681	0.61053251134	0.625684054675	0.613404042541	0.585425689758	0.563412322756	0.636670472026	0.573260596917	0.637548797705	0.614177459155	0.574562058113	0.610168349109	0.574821813918	0.62318066196	0.625070791695	0.677670377276	0.677719825537	0.648469994624	0.582776935554	0.530849681722	0.51863334715	0.647306322215	0.589550806477	0.741045102432	0.550529500476	0.637220203523	0.611770889177	0.554103426249	0.587984595732	0.580313141888	0.683072913975	0.66243410154	0.623122669166	0.559124208934	0.646658446815	0.715155645704	0.56117935961	0.612779551241	0.603044691221	0.51850057953	0.628656606352	0.483907546391	0.566464846508	0	0.574140768835	0.500765205238	0.589003985503	0.619067179691	0.643282809732	0.552616082911	0.563477414658	0.653730303789	0.534539372106	0.58467676924	0.490888678618	0.528930844935	0.590527252049	0.634259383204	0.5903712472	0.611538210516	0.71965285382	0.582103771199	0.587337483424	0.577281115214	0.546530455835	0.642722783693	0.640965920121	0.615764637435	0.589214815268	0.595132294061	0.629374073997	0.600784552466	0.623380622694	0.570402555725	0.588553161002	0.603545466018	0.673563210003	0.595698182602	0.633252831989	0.618832927686	0.570194863412	0.577327372718	0.62860410148	0.621111852251	0.629180036845	0.625379810193	0.591761546499	0.725450082757	0.686631349795	0.617453123746	0.602913623146	0.608331110182	0.66480691354	0.58960033373	0.706556446768	0.586056504836	0.578501842509	0.679567810426	0.623235917098	0.604293944958	0.620867466392	0.615535230703	0.657429705455	0.555616926759	0.637910734164	0.584624627765	0.679115742508	0.653853172124	0.641454159326	0.636071468649	0.702017551952	0.657594535469	0.714120258634	0.574006844184	0.7193521999	0.698518632484	0.548912244392	0.574228143864	0.653409858063	0.592931177155	0.527450617936	0.631311395788	0.552655784028	0.604174480422	0.64349711297	0.633713747981	0.610648919013	0.722920994617	0.68953781447	0.622788692082	0.617341388797	0.623780158185	0.505388450306	0.550841667576	0.595028562107	0.549428123055	0.549440726036	0.693342383409	0.51067671212	0.515354164266	0.622976820471	0.668515052003	0.591108156731	0.589441235189	0.618864686976	0.61858620813	0.593189163544	0.609814490652	0.646781364915	0.626411312271	0.662629687853	0.634553468068	0.626563127267	0.600040884286	0.61003353215	0.650773413927	0.689980226209	0.602774233074	0.605414430725	0.694834731935	0.620007420884	0.647033175043	0.630791318572	0.639737490046
CS.268	0.628698243067	0.61894292415	0.665886160356	0.642334312856	0.644155031069	0.644374323124	0.665365031239	0.664145190294	0.626815783534	0.65317907594	0.70976606474	0.636280192071	0.716186373389	0.638470373929	0.660099216216	0.64959648152	0.582289937114	0.574370544911	0.660624897371	0.681294020506	0.662628678406	0.648575144033	0.652726346407	0.540688561395	0.540564177268	0.637193436906	0.608178673557	0.698805335153	0.664213896539	0.64204920813	0.584721462171	0.584211921668	0.605175400455	0.569108695332	0.640698413223	0.686634643901	0.605067393673	0.562597236873	0.65288474936	0.690748197721	0.600699779359	0.666338394329	0.605064450454	0.623983178501	0.612882172906	0.538846520155	0.594123040411	0.574140768835	0	0.514268876833	0.556420811031	0.53826239539	0.581421915558	0.540270983943	0.532253370121	0.667344821757	0.591870507596	0.5712428579	0.537430677542	0.549163581459	0.670822326877	0.630518890692	0.620499344439	0.644579068884	0.718859196686	0.639648351525	0.661818829692	0.634332140281	0.643550806967	0.653671619644	0.654771397673	0.692660186796	0.634130921105	0.652613980687	0.653392482577	0.665959199641	0.695387205018	0.659705088255	0.66488715582	0.658464064818	0.702635789697	0.701258199333	0.664930032716	0.670943308785	0.659514209345	0.683577551371	0.641369162859	0.673173470344	0.673311930078	0.686587684892	0.650276809028	0.72123739121	0.701015641304	0.643421363362	0.570984206063	0.587187474925	0.725203793517	0.62062423742	0.719373293731	0.643956066115	0.622177503554	0.669078124424	0.717292207592	0.614048990819	0.657764459985	0.662390397411	0.663410292415	0.547939793522	0.640530729087	0.589061651835	0.669342539631	0.62619986711	0.65051052119	0.651488319905	0.668641363442	0.648517831817	0.654493659351	0.615917223252	0.692783841737	0.664613067063	0.601375608485	0.591997082262	0.621345441959	0.593642361431	0.609392887643	0.61521400144	0.560885254562	0.580350588417	0.635766086074	0.672311123766	0.589624910505	0.699495562951	0.680329761679	0.590307889386	0.607948343578	0.602714629878	0.543072070911	0.528166467934	0.628355202624	0.595643651086	0.531902404614	0.643208505064	0.556684633892	0.594600435529	0.656017790212	0.670096991273	0.691096289738	0.636645483577	0.6705432146	0.662823114674	0.639634406706	0.649340947735	0.686051902677	0.69780242655	0.665928323571	0.68512824296	0.703427143586	0.650368608901	0.690317970177	0.708223112912	0.731278299254	0.674153639716	0.66864803397	0.714857477688	0.679526922064	0.701130679036	0.682358064789	0.675800168772
