CS.263	CS.016	CS.217	L.002.M1	CS.176	CS.260	CS.280	CS.293	CS.039	L.036.M1	CS.038	CS.357	CS.259	CS.313	CS.002	CS.076	CS.153	CS.060	CS.366	CS.118	CS.064	CS.056	CS.335	CS.171	CS.155	CS.368	CS.073	CS.127	CS.365	CS.161	CS.374	CS.041	CS.126	CS.128	CS.376	CS.380	CS.224	CS.375	CS.236	CS.378	CS.302	CS.203	CS.205	CS.136	CS.232	CS.182	CS.389	CS.395	CS.214	CS.386	CS.147	CS.129	CS.268	CS.369	CS.349	CS.256	CS.254	CS.385	CS.323	CS.177	T.CS.062	T.CS.004	T.CS.048	T.CS.040	TFS.023	T.CS.076	T.CS.079	T.CS.007	T.CS.023	T.CS.014	T.CS.016	T.CS.058	TFS.024	T.CS.052	T.CS.019	T.CS.129	T.CS.126	T.CS.110	T.CS.115	T.CS.108	T.CS.106	T.CS.161	T.CS.116	T.CS.119	T.CS.091	T.CS.114	T.CS.160	T.CS.102	T.CS.167	T.CS.130	CS.242	CS.088	CS.087	CS.238	CS.006	CS.015	CS.110	L.024.M1	L.034.M1	CS.246	CS.085	CS.082	CS.237	CS.103	CS.356	CS.207	CS.191	CS.189	CS.338	CS.164	CS.113	CS.345.0	CS.336	CS.188	CS.044	CS.078	CS.347.0	CS.308.0	CS.151	CS.364	CS.319	CS.080	CS.361	CS.320	CS.163	CS.158	CS.343	CS.331	CS.202	CS.194	CS.152	CS.285	CS.318	CS.223	CS.322	CS.390	CS.262	CS.370	CS.253	CS.393	CS.270	CS.326	CS.255	CS.145	T.CS.049	T.CS.043	TFS.020	T.CS.036	TFS.025	T.CS.055	TFS.022	TFS.021	TFS.027	T.CS.008	T.CS.045	T.CS.066	T.CS.061	T.CS.026	T.CS.031	T.CS.158	T.CS.152	T.CS.157	T.CS.141	T.CS.095	T.CS.166	T.CS.142	T.CS.151	T.CS.109
CS.214	0.624815535798	0.616847506991	0.657769126386	0.641463448744	0.563848325139	0.605064471155	0.650775460045	0.65950388959	0.648537695595	0.634747537112	0.641379084465	0.637632552487	0.635472988688	0.667614848209	0.638666607789	0.591515503157	0.603711021221	0.575443329665	0.610788071247	0.643796946922	0.617754764406	0.586751320045	0.643511652339	0.654779196838	0.623348324927	0.559879665555	0.650440763118	0.51677384095	0.606795560388	0.573287272073	0.603830227935	0.625792626503	0.534347284908	0.536790074039	0.563115906541	0.605753690794	0.64280315834	0.506653209633	0.671079577249	0.611210651875	0.605600213306	0.612577187382	0.578185145775	0.567382175378	0.601323200639	0.532802079836	0.535394776943	0.558217422823	0	0.598623119435	0.543194822952	0.578597437648	0.5712428579	0.574256401535	0.560470515262	0.568025055059	0.53959537623	0.538650424367	0.535668614079	0.579131830813	0.622059790372	0.579484465163	0.60322021949	0.62240838211	0.590698395735	0.625559206846	0.5883550481	0.605250638552	0.64808793038	0.604859989533	0.575828367155	0.585586088687	0.635297370691	0.60369917995	0.581713600342	0.637548213209	0.573992205639	0.667755621732	0.67380605674	0.669353665578	0.675155993759	0.659181619244	0.621142561608	0.697518001458	0.65244747446	0.685554766901	0.657922575584	0.671529085825	0.632548210292	0.616169909781	0.607262555728	0.6576115145	0.618963328591	0.634639263552	0.593248801158	0.681552095912	0.620624606307	0.662287420321	0.640173189499	0.589161639162	0.640272316373	0.623392305374	0.572318994149	0.618925012726	0.600465545397	0.562245162766	0.625857924861	0.592652499449	0.596745312676	0.713969883656	0.625737901734	0.641971349672	0.537964464409	0.524478053433	0.606213534557	0.64345864262	0.614599001392	0.603055316665	0.575028835297	0.582176259958	0.535589405594	0.598408263104	0.522832010573	0.548947482293	0.589416765886	0.629797672724	0.558793472228	0.568047658786	0.563670891137	0.64421104819	0.567073675115	0.596038986375	0.547088382094	0.509424192278	0.573007425234	0.554991238351	0.588975877879	0.562875086478	0.613637582726	0.594771618846	0.513103294413	0.535580725061	0.54527890318	0.545959097382	0.611764069652	0.61726793605	0.647484880053	0.648855615316	0.578383041491	0.625630599244	0.645797108706	0.6450430131	0.647906649419	0.605154199497	0.633753515654	0.633253820489	0.571889395326	0.653461635718	0.599611245014	0.612214062847	0.603646491726	0.633937161048	0.664973790177	0.682150603547	0.597041834836	0.654537885504	0.641024518516	0.65172480256
CS.386	0.665053400095	0.676551413397	0.721049429527	0.56330761894	0.682685991432	0.647996377368	0.714025187124	0.714322769915	0.669129183683	0.716895847591	0.689683689632	0.715736094873	0.715820424235	0.72116040802	0.663280897818	0.64176090366	0.681271988418	0.627210596551	0.620436376607	0.688818709183	0.696495304511	0.631231146123	0.620230434441	0.690726213546	0.662047682883	0.668562559243	0.676793582821	0.645832217827	0.684632982547	0.634107810812	0.597054136789	0.677588102435	0.66651615454	0.648402509459	0.608893772806	0.690731148987	0.587195940878	0.626367339294	0.677243119256	0.615123864711	0.642888753144	0.702550309116	0.61442279234	0.6600464945	0.683334088373	0.625471001307	0.587593865991	0.613267384051	0.598623119435	0	0.56694934439	0.602361261912	0.583992627835	0.623626066649	0.617405340822	0.578650796305	0.598483206934	0.642978367607	0.610990480616	0.513624556036	0.675794032757	0.6684867289	0.660137798845	0.682740658528	0.673908213552	0.650472520368	0.590669405836	0.631238271743	0.712316248355	0.697311296713	0.657807123181	0.64206244141	0.685471909868	0.650292577412	0.652637253402	0.719920888014	0.68091621537	0.701167412855	0.718630429397	0.730800706767	0.738290894342	0.683265598099	0.65008816669	0.719653858024	0.724877842339	0.702283375486	0.723397704898	0.717849377182	0.697681479338	0.687353638714	0.682440547578	0.695223265525	0.684480208398	0.680207429731	0.694203702849	0.738060734526	0.614277622525	0.703819036298	0.666225959532	0.673327773324	0.686829558388	0.719282237996	0.620883618562	0.669883521379	0.658327928519	0.594825533666	0.699352124665	0.638914593117	0.638920068232	0.659262009895	0.678090608737	0.675762822238	0.667259823241	0.650547138807	0.664722221321	0.673407978558	0.640124793798	0.652047180986	0.678986451032	0.622071348964	0.604762268029	0.636901356075	0.635820656898	0.609301683158	0.652283985477	0.634058998716	0.567309055271	0.647989338826	0.649862394692	0.586770067515	0.692575636311	0.61223965331	0.604691729908	0.602717345716	0.606374745721	0.560387776971	0.580239494061	0.609374961235	0.587154953572	0.659386247596	0.593806806199	0.589024764891	0.594047451552	0.658435569875	0.628879847093	0.706129230722	0.72319263122	0.68416934252	0.654504591198	0.682752401541	0.714668244198	0.682626476499	0.702845109026	0.681121822273	0.697638385481	0.707343559427	0.651766664444	0.632903761322	0.661934864943	0.699183229136	0.68373968252	0.69169554834	0.688864268194	0.732915056744	0.679320659954	0.700527117326	0.709498623536	0.717780601851
CS.147	0.618624917544	0.634296081767	0.686398358235	0.625095818803	0.601183682989	0.532444453035	0.66990029022	0.688781028526	0.638657428699	0.650187835902	0.648355647868	0.661172718842	0.657005277021	0.67403022959	0.643536248104	0.589429585432	0.637262519608	0.58204764777	0.563328352866	0.670190920188	0.669044780418	0.570692672028	0.594119927913	0.678886394047	0.601780677076	0.58128051573	0.651009729519	0.547215999815	0.646654284273	0.548071658145	0.548799639965	0.598004296234	0.580386179182	0.543038749535	0.473771774746	0.632651911689	0.637367086596	0.559798016002	0.65332186354	0.607048047375	0.583494043193	0.647323029438	0.528469150911	0.563600094838	0.617103788518	0.505430285294	0.482800841268	0.545223786546	0.543194822952	0.56694934439	0	0.572373942419	0.584666822445	0.559447134903	0.533288497343	0.501800145764	0.487955571469	0.517274828275	0.499126420735	0.51465109525	0.63682193114	0.578329770192	0.622819852022	0.648294203458	0.606377675636	0.587677412587	0.544938295167	0.573890519672	0.690304834631	0.644193863588	0.564692484862	0.616567602882	0.609329139995	0.598051634972	0.611838571375	0.658941501708	0.622757524464	0.671171892511	0.681974802208	0.69806236579	0.693513072752	0.639557944873	0.623541648267	0.687231387045	0.681156747977	0.681098034681	0.671790145075	0.673036470107	0.651010928512	0.63412007271	0.641455948217	0.682122983643	0.643961460503	0.621796942873	0.616018630169	0.711998392985	0.587039855712	0.684310283641	0.62699417533	0.623127495627	0.644762405872	0.663308498599	0.586602788624	0.621009156561	0.632901701622	0.571681078319	0.654418359546	0.582030553106	0.580477964785	0.678922911603	0.654959176045	0.624543078677	0.567432127218	0.603542935017	0.618110217571	0.645041835283	0.581134158187	0.593971967035	0.607668244088	0.569469004009	0.504378723901	0.577667675045	0.540712302734	0.508268321765	0.592936268801	0.603612548331	0.513891172051	0.564199515591	0.625070373314	0.552774161102	0.614802883291	0.573622239636	0.493751645263	0.506508306733	0.496228949835	0.531410143949	0.529489176708	0.526378668899	0.572667181189	0.638590083775	0.513433041631	0.48010724909	0.509681908413	0.558182633471	0.55342687253	0.655447385521	0.661100795084	0.657241628873	0.597372959226	0.632883843538	0.664879671673	0.63804320367	0.641931234573	0.611061162198	0.642726328599	0.673463877077	0.603510135993	0.607627903188	0.625863009605	0.634872795163	0.63633443912	0.639320152769	0.684026037714	0.690998264036	0.62615798276	0.680410066725	0.654185198682	0.668229417845
CS.129	0.554901123592	0.594234955117	0.591195156831	0.594674643484	0.606336378299	0.605256689911	0.600981538607	0.613538956846	0.574808835396	0.6079734458	0.621706734676	0.622556332995	0.598696583839	0.59627028041	0.581788581239	0.584105443242	0.577169521496	0.564923451812	0.661803473988	0.595972255257	0.613707562147	0.620185407643	0.678443340059	0.617696584434	0.613670964071	0.573406003524	0.629784589826	0.564656228461	0.607781325901	0.620236830693	0.592107650892	0.613745431038	0.560786466984	0.562248678543	0.586733567552	0.595755747305	0.682117592216	0.576887938453	0.664610101541	0.642469314924	0.682610993412	0.615187925265	0.630350209605	0.585640880141	0.559150737885	0.538399109503	0.586999605077	0.565299715985	0.578597437648	0.602361261912	0.572373942419	0	0.556420811031	0.637505646212	0.552374079817	0.533309923036	0.531484614695	0.573715400965	0.555262221413	0.560642218464	0.583158357147	0.6007294995	0.613249831089	0.600147325988	0.604543152936	0.585444591446	0.612825354521	0.619822196404	0.700126527154	0.629492270016	0.60353297126	0.56545948083	0.60821385715	0.645497963566	0.564110354001	0.637885218748	0.567478846657	0.592403534695	0.606186633392	0.609047284284	0.61989997834	0.541164451262	0.57633437232	0.598372134124	0.608783424983	0.576481381635	0.605159033979	0.614768883831	0.607962327129	0.562081929861	0.566897975567	0.661396451102	0.587139400195	0.587235897614	0.566046980153	0.663977145921	0.558004728867	0.631104961579	0.578169536356	0.570662547212	0.552656058036	0.579841356432	0.582666313826	0.579567062544	0.680402121899	0.596272444026	0.617765559979	0.580245306164	0.528323668395	0.664940978019	0.612157863064	0.70691574416	0.596264066083	0.644706173092	0.596217597161	0.650160181399	0.62549822296	0.648198175416	0.624005979363	0.653997733222	0.600426553692	0.574131493621	0.620561978658	0.538402250294	0.606069803025	0.588810218779	0.589592740711	0.543815870711	0.640462471979	0.654044773223	0.571110846081	0.665263371145	0.591681047035	0.56084349541	0.582125726185	0.577351491587	0.577421908054	0.578287942615	0.645947991899	0.612526790626	0.572067232604	0.57859774893	0.538772709999	0.556528435199	0.618683635711	0.630217071127	0.623313961124	0.595261658176	0.626768893423	0.588827370231	0.623142704413	0.604840952745	0.612051880079	0.628791100215	0.609005267942	0.602152716757	0.603895478219	0.653755442023	0.584551584254	0.599825374479	0.594386008583	0.596265052085	0.610375993576	0.612253881704	0.608431098536	0.617785284488	0.586083342438	0.602997152332
CS.268	0.610484105809	0.651666289374	0.676349773363	0.642334312856	0.606030589114	0.628698243067	0.706978549682	0.718009291363	0.645727980622	0.670865763127	0.691776302697	0.706333363497	0.688265691436	0.683537881184	0.578060427261	0.600992206454	0.608178673557	0.619911099399	0.638752068275	0.637193436906	0.59029013682	0.567640828755	0.681294020506	0.645336938151	0.646688120101	0.619913057784	0.662628678406	0.573254912731	0.663036642139	0.620661006465	0.605067393673	0.605064450454	0.623983178501	0.584211921668	0.609888414848	0.656908137403	0.690748197721	0.584721462171	0.61539522933	0.640698413223	0.686634643901	0.666338394329	0.65288474936	0.569108695332	0.600699779359	0.546566888312	0.591870507596	0.542702070432	0.5712428579	0.583992627835	0.584666822445	0.556420811031	0	0.579157095608	0.537430677542	0.532253370121	0.53051952325	0.514268876833	0.538846520155	0.581421915558	0.641864192352	0.652613980687	0.661818829692	0.671089526221	0.659838992088	0.622233680686	0.644579068884	0.674345096641	0.718859196686	0.651369709959	0.633856101215	0.623000173974	0.653392482577	0.643550806967	0.610208897642	0.701258199333	0.637919639203	0.665539084253	0.693369599481	0.700155033689	0.703400388208	0.650011065376	0.641369162859	0.66488715582	0.703829443986	0.679621519093	0.675872703023	0.702635789697	0.66933554685	0.652525628639	0.650276809028	0.72123739121	0.669078124424	0.656041112225	0.657764459985	0.725203793517	0.587187474925	0.701015641304	0.643421363362	0.62062423742	0.622177503554	0.643956066115	0.570984206063	0.614048990819	0.719373293731	0.604984541456	0.676699581333	0.631377643635	0.548007099855	0.654493659351	0.692631401409	0.664613067063	0.615917223252	0.646730874531	0.651488319905	0.694338317393	0.62619986711	0.663410292415	0.628528621315	0.640530729087	0.601375608485	0.593642361431	0.635766086074	0.560885254562	0.61521400144	0.607948343578	0.590307889386	0.58025738361	0.670183948213	0.680329761679	0.609392887643	0.621345441959	0.591997082262	0.56838320734	0.580350588417	0.528166467934	0.628355202624	0.543072070911	0.643208505064	0.602714629878	0.531902404614	0.595643651086	0.556684633892	0.594600435529	0.662823114674	0.68512824296	0.691096289738	0.639634406706	0.675169000696	0.649340947735	0.690317970177	0.670096991273	0.69780242655	0.703427143586	0.686051902677	0.6705432146	0.650368608901	0.665928323571	0.656017790212	0.674153639716	0.679526922064	0.675800168772	0.714857477688	0.708223112912	0.66864803397	0.731278299254	0.701130679036	0.682358064789
CS.369	0.693797283305	0.697259561596	0.738382034251	0.689448663976	0.673147470738	0.60856775813	0.769965886015	0.773653437685	0.669519061732	0.709493831982	0.718540965444	0.76679167656	0.74459764694	0.753933956078	0.657017674837	0.582004889982	0.656190750973	0.628417592505	0.621903569577	0.703895193731	0.671495986168	0.610192381733	0.611739520499	0.698615328491	0.694851504934	0.670767021802	0.674291992569	0.642211533939	0.714505904957	0.592310945524	0.609330291392	0.605841429958	0.679279627982	0.638097019305	0.583191203692	0.732394708254	0.661026182424	0.650659132788	0.643340187216	0.618795490006	0.630097853748	0.721063318991	0.626278784381	0.59681921216	0.656383692532	0.595568366411	0.588850775236	0.574021469073	0.574256401535	0.623626066649	0.559447134903	0.637505646212	0.579157095608	0	0.575884106209	0.576477376661	0.573898814778	0.5776813438	0.563594221137	0.607102827481	0.726237232901	0.700175382642	0.718037131839	0.730993609337	0.72424358308	0.665039769291	0.610945204287	0.674913336259	0.682597990721	0.701005577382	0.663682061884	0.677708884512	0.727635346894	0.628523585811	0.648928292342	0.7290453493	0.725156042012	0.739119464356	0.766081319786	0.773588012022	0.775502208953	0.710450708727	0.688260485223	0.736006628276	0.772381964257	0.747682949815	0.757931802277	0.773398307417	0.751634601571	0.717876053846	0.725814949462	0.735277836749	0.712255289447	0.704440940648	0.704657893614	0.776221584017	0.615978161296	0.768793951057	0.678289201289	0.699408674984	0.687982550193	0.700231972969	0.58792330511	0.66159540126	0.666082546049	0.614379011349	0.741714816391	0.634420755565	0.617379315414	0.663824927512	0.724590928515	0.61994921792	0.622979049894	0.648901542801	0.717714675221	0.728806516339	0.630568926038	0.623864991516	0.635702102744	0.566294150546	0.613091992725	0.641869395079	0.609028116138	0.612377859161	0.613779496597	0.626207418926	0.65229982255	0.628329942315	0.679843656613	0.619661288706	0.687351435448	0.569175576774	0.578907300966	0.555872123114	0.552631301905	0.589762532084	0.619425265067	0.584384029472	0.577576525754	0.630352041252	0.516691492543	0.612995178475	0.613282784398	0.656371528152	0.671075387242	0.749679567255	0.755994059843	0.703618046909	0.721889223262	0.726948126932	0.74780874948	0.739750877484	0.74601462812	0.724854738975	0.735312447895	0.754681043319	0.683566629565	0.622428476551	0.717447352188	0.74295016787	0.727728318939	0.73579254385	0.774530357296	0.764741489328	0.738414138849	0.767625315392	0.760384429037	0.755841743175
CS.349	0.574479033504	0.622183483795	0.646738163349	0.627492753535	0.573350421018	0.551645824872	0.661795399528	0.673628871517	0.638233978466	0.608172623394	0.6830024052	0.654892624838	0.620563707102	0.643098722494	0.608468339246	0.612013089594	0.596483058095	0.613256149039	0.618201409764	0.650593387502	0.610558892605	0.568841850939	0.641986972762	0.663263897415	0.546592806022	0.552432197774	0.668720658825	0.521735045375	0.621469635853	0.614951033508	0.568774206525	0.603293235785	0.527383212978	0.521904131311	0.544363629892	0.54640552672	0.684892934282	0.576949281329	0.666017701358	0.657767967742	0.660601599926	0.594951815008	0.598581825474	0.564050367011	0.561085319011	0.454152092503	0.515314352056	0.481484235148	0.560470515262	0.617405340822	0.533288497343	0.552374079817	0.537430677542	0.575884106209	0	0.528828161146	0.475837075502	0.446706479079	0.407877006861	0.55803559528	0.60543111526	0.550560808172	0.614936930324	0.628832706584	0.599124696121	0.523748038121	0.579761512266	0.607662908593	0.715341705891	0.602468461059	0.533508255384	0.569909784449	0.606679028733	0.536749693471	0.607391211108	0.615192419671	0.567250837864	0.618356480662	0.648463116763	0.642435646723	0.64800901575	0.607167615157	0.640775272967	0.639601782124	0.643768273306	0.660662581733	0.618446817255	0.674805479385	0.633867281452	0.589867422569	0.597270123632	0.715883439471	0.671993830117	0.629825886301	0.639744692092	0.699959033277	0.602267218363	0.686500844496	0.621137093855	0.594994773666	0.610266740254	0.612533308511	0.601320073618	0.614842581734	0.695877067227	0.603308254028	0.618613750696	0.607624627735	0.52080838193	0.713803120369	0.650186667445	0.699179672434	0.541650060407	0.602798016056	0.596282206087	0.642184778247	0.623794193485	0.63767952416	0.561665549943	0.6013603042	0.489014263044	0.571530635889	0.616246886555	0.501095913675	0.618901195218	0.620855757114	0.564063633054	0.503967011196	0.659433818936	0.642244432016	0.528606388654	0.633965909301	0.510922458672	0.496859728011	0.542859707029	0.471916737426	0.545079640115	0.462065228699	0.653541813663	0.590358402437	0.49744317128	0.52869293421	0.489862803435	0.48938233888	0.583831098247	0.627486221081	0.621781402892	0.621808910997	0.607314887068	0.625324480499	0.606197031661	0.629209896771	0.625805491087	0.61894296031	0.63933938517	0.647088039166	0.583117682653	0.635754196888	0.610548892943	0.610865038763	0.62548336296	0.668241460377	0.685290887458	0.665947954969	0.622237062479	0.674105874307	0.649338771917	0.633971031646
CS.256	0.622929417514	0.661134024333	0.686794268237	0.603756399223	0.611275161402	0.569378131911	0.661719424046	0.682515451505	0.645972699052	0.658677161535	0.677616082149	0.667526566011	0.664769469104	0.673698137899	0.612335028066	0.609640658825	0.633432180886	0.604941359213	0.572199915936	0.6656930415	0.658711943148	0.5863709819	0.596230821638	0.672747875027	0.595445547843	0.578731536971	0.692756921282	0.526929528577	0.624807935949	0.582921150407	0.54631413856	0.618684957859	0.56491629721	0.504281452287	0.537631198048	0.623555280969	0.619532150696	0.588722371339	0.656246889406	0.624294471614	0.633387847725	0.633012846267	0.546723656898	0.572940959002	0.597439978301	0.492712809159	0.544004004676	0.548958826232	0.568025055059	0.578650796305	0.501800145764	0.533309923036	0.532253370121	0.576477376661	0.528828161146	0	0.4878907985	0.516367452567	0.480466985683	0.506403181559	0.644481537812	0.593791423657	0.614989037772	0.660192480697	0.642424957319	0.58611005054	0.566473957433	0.608224763345	0.72902715219	0.640740116466	0.591414965966	0.616595319418	0.629431765377	0.612792777351	0.629246083434	0.654811026679	0.612181962249	0.662313229752	0.664736317954	0.663718602262	0.671596787226	0.62568015496	0.637135764873	0.680092356511	0.663573545391	0.680125272484	0.659434931328	0.674837710213	0.662849844687	0.626365464585	0.641055556699	0.717674914849	0.676044545438	0.628519970833	0.639143118872	0.700840811511	0.560621828121	0.687032333876	0.624077035494	0.617508877496	0.635167175188	0.665207069435	0.570379649544	0.636211057967	0.674609981047	0.576457627311	0.669887129686	0.584849137189	0.553296269689	0.714675895408	0.665458481661	0.668934695659	0.574793419086	0.631010580475	0.635141098601	0.666219984327	0.597008128407	0.643344499315	0.614877482354	0.613607413962	0.50701495131	0.611688200109	0.60591594499	0.460873556658	0.630204285918	0.605960774678	0.520422889526	0.533441375096	0.651125265264	0.556146359455	0.582093323795	0.616092135689	0.492973570269	0.512317909698	0.460703540422	0.528125027212	0.551717882608	0.481626556839	0.619387853315	0.606388400648	0.487194664725	0.545218833357	0.499586824418	0.554888579114	0.55047699425	0.665304487273	0.677241951296	0.655451481125	0.624817603437	0.631531781029	0.657754624821	0.646896926423	0.63809994805	0.633149846571	0.665031946951	0.679731666656	0.613625705443	0.635339948386	0.639357241798	0.639673475539	0.65374406502	0.676616861884	0.67288801982	0.686680126073	0.624181145998	0.681035197519	0.643079055144	0.657639259291
CS.254	0.621559531315	0.645708503556	0.681149326521	0.620066901835	0.540245943934	0.535123902101	0.671656590594	0.679487215908	0.642941447647	0.652646005796	0.69045877889	0.659832294968	0.642491771328	0.66133099871	0.615882358761	0.598971976535	0.616626630719	0.615440384659	0.592710769105	0.671947651436	0.639977892728	0.55853523449	0.612025908405	0.677439728566	0.567248746933	0.543293703497	0.671760059553	0.530145457045	0.61845161006	0.568574565124	0.540963196312	0.591023174039	0.53228749643	0.511052630505	0.512665318812	0.600108389375	0.664688608091	0.564666180182	0.651295789287	0.638565050877	0.619699189448	0.626569420211	0.582192972507	0.569933587274	0.590784754742	0.478461918211	0.489518608783	0.469168967491	0.53959537623	0.598483206934	0.487955571469	0.531484614695	0.53051952325	0.573898814778	0.475837075502	0.4878907985	0	0.473548324751	0.44315447379	0.524959148271	0.632854007747	0.58828381629	0.635743529688	0.630764232451	0.61566617514	0.553134120308	0.55170213228	0.607219911396	0.682933711201	0.623503179976	0.559689333897	0.600776475023	0.606111050567	0.596829010464	0.598092541198	0.646524486928	0.575654465094	0.656974103308	0.660359312345	0.675755193599	0.688243661346	0.627034524916	0.665541133117	0.671056318664	0.667795777013	0.676973000659	0.656636757088	0.68517569183	0.659178108258	0.591511675711	0.609134752369	0.708066463909	0.666520739588	0.631842733164	0.639012116758	0.727764312317	0.577801125026	0.686220150958	0.6133474534	0.603994185352	0.628918280108	0.625384112282	0.583327803439	0.623665725939	0.65572157365	0.596588255397	0.642444952299	0.571393265331	0.527516423249	0.698313777581	0.66168316734	0.66288266991	0.567945067046	0.59598789981	0.634803098765	0.657131649972	0.592750221947	0.627714307926	0.570650365467	0.606459456024	0.512834481736	0.602678292159	0.584614868049	0.505988594788	0.624858894758	0.614747716765	0.537414136833	0.493632465879	0.668168078637	0.584609486984	0.540793666086	0.614881568138	0.499013299466	0.474907510038	0.498252180146	0.503816612274	0.528231306156	0.462152640021	0.622540610998	0.562772724129	0.481828575693	0.526706137363	0.503060266544	0.493763076709	0.579815680791	0.6598256459	0.653937261092	0.645179198521	0.607227999478	0.642048531493	0.640877773634	0.643193284871	0.644353209197	0.617809014315	0.660127659772	0.677266287438	0.591828304351	0.619203683594	0.617998376008	0.629669913078	0.608429664265	0.67085174825	0.678007641873	0.689816138755	0.606158172293	0.676190418016	0.662591822641	0.666293378394
CS.385	0.581643135433	0.637387693809	0.666224845784	0.665053998903	0.520005757187	0.548239945256	0.676175358319	0.695199702888	0.661695952784	0.654519561402	0.69073406795	0.661692639237	0.660916616498	0.661040140784	0.628321441104	0.602461637411	0.600059240655	0.619566464601	0.596136910849	0.667690649662	0.595492250248	0.561473169093	0.665343853063	0.658098185305	0.568286855094	0.554193553337	0.665742549011	0.519569300653	0.604153213443	0.586687511037	0.554429763801	0.60900501775	0.549090606434	0.504704617311	0.559992381416	0.593335542773	0.690920371217	0.572754158318	0.639656001078	0.661734183527	0.63721434104	0.623487815807	0.580831065539	0.535536646105	0.56973227786	0.472508747524	0.508401953947	0.467507750513	0.538650424367	0.642978367607	0.517274828275	0.573715400965	0.514268876833	0.5776813438	0.446706479079	0.516367452567	0.473548324751	0	0.385125453301	0.580528940837	0.626879421204	0.582165141913	0.634672569392	0.641748905968	0.618412285554	0.554151485775	0.599206826938	0.631367661558	0.718092261011	0.603027115521	0.561071487203	0.615079339344	0.631894581345	0.578166402807	0.601881479186	0.63823468604	0.582410697317	0.660888029305	0.657072334055	0.671641506021	0.670532724566	0.631309153709	0.645424352959	0.652123826574	0.663197806636	0.670275622633	0.637344266095	0.672214816488	0.653363835076	0.603473939559	0.620774969255	0.72247856248	0.669303166442	0.636406456081	0.642708925342	0.709287525016	0.60607554362	0.697603419	0.626412041289	0.589980277762	0.62777146602	0.615464960884	0.587829756	0.622194092548	0.6780944441	0.585874457345	0.645736833185	0.608116504761	0.519210797875	0.706276140253	0.66277539033	0.662696890185	0.552684465441	0.614831197123	0.633027488082	0.668104217512	0.611930163954	0.62324315048	0.551088187356	0.56437492933	0.487500252952	0.585931551837	0.589231225851	0.517530969357	0.60093981914	0.625231401596	0.564655885719	0.470134441557	0.661000583357	0.640803345225	0.522628136148	0.610003346956	0.504809819393	0.500395612468	0.53588714877	0.493858406596	0.584326476583	0.471719041576	0.654321541616	0.589533356503	0.50530254807	0.534810250252	0.510999399254	0.501059846312	0.595296915414	0.655964690521	0.646138223829	0.637613446695	0.614271084668	0.635998378147	0.636115533733	0.659272852987	0.653873071311	0.635897919645	0.660665430647	0.649458397297	0.598793353559	0.651903914551	0.638468857005	0.621848319753	0.63127148673	0.68404420977	0.713782905394	0.683551572102	0.61579713254	0.706918645207	0.677146127039	0.649359195165
CS.323	0.584132774777	0.627039409111	0.65992631497	0.640632675747	0.523780408522	0.536736602979	0.646941198934	0.668791677287	0.652399435472	0.635974230062	0.693665510885	0.642269973076	0.637075714638	0.654950268911	0.619650916204	0.605860906731	0.610085586799	0.614409744911	0.592888940365	0.670835656626	0.618864447883	0.547251860158	0.63696000443	0.665865524382	0.541101677914	0.524187601833	0.681779618529	0.513232101793	0.599105142457	0.581120980087	0.537793994684	0.608752806452	0.520021364912	0.481526501415	0.513982706488	0.571051144272	0.676101339965	0.545000596261	0.645203113426	0.651638624631	0.623644216146	0.606102001107	0.536318532739	0.546325581568	0.550079904992	0.422433776752	0.493141283641	0.459154304747	0.535668614079	0.610990480616	0.499126420735	0.555262221413	0.538846520155	0.563594221137	0.407877006861	0.480466985683	0.44315447379	0.385125453301	0	0.543129046582	0.608770806229	0.560792048861	0.611437006706	0.618547768175	0.590042991314	0.514560319823	0.558160642534	0.597992529528	0.722737561468	0.592665014777	0.536197664664	0.586424371026	0.606348250117	0.551347853016	0.614808345512	0.613123292471	0.532599440335	0.646727129973	0.634304760849	0.644616024425	0.656813218418	0.620904337816	0.639637695024	0.637185473032	0.647347388399	0.66741502414	0.618882578913	0.671431083664	0.631601130655	0.576706393104	0.597047865132	0.719418264525	0.671608697234	0.628384598131	0.627724532416	0.713205582659	0.595824729886	0.689549343534	0.621542559864	0.568762162683	0.630841432915	0.614794843612	0.586575632611	0.620769108958	0.679992111063	0.581174834976	0.630772833046	0.593623719963	0.523952827565	0.712456001817	0.648289878366	0.667313551836	0.537403324941	0.607360485284	0.612945744948	0.672521890929	0.623450968946	0.646240691661	0.544364864598	0.576781596626	0.458512542355	0.583873445806	0.582907763515	0.488268199236	0.617996216531	0.614494959468	0.522684054679	0.466175105027	0.653450791529	0.617992528519	0.50846958023	0.615729157491	0.47376824118	0.467356280031	0.515996110931	0.483431428835	0.560841243221	0.455206122149	0.647450541808	0.59416325946	0.482655681273	0.518722478041	0.465209545333	0.473894699235	0.551386795329	0.63093612478	0.618244578785	0.632706589365	0.582895771358	0.618043342545	0.610566244563	0.637729117662	0.622773425963	0.613590523136	0.633282332932	0.649141590314	0.568926874384	0.629210410906	0.608924501696	0.597612262824	0.610347842897	0.656835430223	0.686256772866	0.667990771191	0.573797788047	0.682339370494	0.643593569629	0.629444800511
