g__Methanobrevibacter	k__Bacteria	g__Actinomyces	g__Bifidobacterium	g__Olsenella	f__Coriobacteriaceae	g__Collinsella	g__Senegalimassilia	f__Eggerthellaceae	g__Eggerthella	g__Enterorhabdus	g__Gordonibacter	g__Raoultibacter	g__Slackia	o__Thermoleophilales	f__Bacteroidaceae	g__Bacteroides	f__Barnesiellaceae	g__Barnesiella	f__Muribaculaceae	g__Butyricimonas	g__Odoribacter	f__Prevotellaceae	g__Massiliprevotella	g__Paraprevotella	g__Prevotella	g__Prevotellamassilia	f__Rikenellaceae	g__Alistipes	g__Parabacteroides	f__Sphingobacteriaceae	g__Elusimicrobium	p__Firmicutes	f__Bacillaceae	f__Thermoactinomycetaceae	g__Granulicatella	g__Enterococcus	g__Lactobacillus	g__Weissella	g__Lactococcus	g__Streptococcus	o__Clostridiales	g__Colidextribacter	g__Flavonifractor	g__Flintibacter	g__Howardella	g__Intestinimonas	g__Pseudoflavonifractor	f__Christensenellaceae	f__Clostridiaceae	g__Butyricicoccus	g__Clostridium	g__Hungatella	f__Clostridiales.Family.XIII..Incertae.Sedis	g__Ihubacter	g__Mogibacterium	f__Defluviitaleaceae	f__Eubacteriaceae	g__Eubacterium	f__Gracilibacteraceae	f__Lachnospiraceae	g__Anaerosporobacter	g__Anaerostipes	g__Blautia	g__Butyrivibrio	g__Coprococcus	g__Cuneatibacter	g__Dorea	g__Eisenbergiella	g__Faecalicatena	g__Fusicatenibacter	g__Hespellia	g__Lachnobacterium	g__Lachnoclostridium	g__Lachnospira	g__Muricomes	g__Parasporobacterium	g__Pseudobutyrivibrio	g__Robinsoniella	g__Roseburia	g__Tyzzerella	f__Oscillospiraceae	g__Oscillibacter	f__Peptococcaceae	f__Peptostreptococcaceae	g__Intestinibacter	g__Paeniclostridium	g__Romboutsia	g__Terrisporobacter	f__Ruminococcaceae	g__Acutalibacter	g__Anaeromassilibacillus	g__Caproiciproducens	g__Drancourtella	g__Faecalibacterium	g__Gemmiger	g__Negativibacillus	g__Ruminiclostridium	g__Ruminococcus	g__Sporobacter	g__Subdoligranulum	f__Erysipelotrichaceae	g__Catenibacterium	g__Coprobacillus	g__Erysipelatoclostridium	g__Holdemanella	g__Holdemania	g__Turicibacter	g__Phascolarctobacterium	g__Megamonas	g__Mitsuokella	g__Propionispira	g__Allisonella	g__Dialister	g__Megasphaera	g__Veillonella	g__Fusobacterium	o__Victivallales	f__Victivallaceae	g__Victivallis	c__Alphaproteobacteria	f__Kiloniellaceae	g__Duodenibacillus	g__Parasutterella	g__Sutterella	f__Desulfovibrionaceae	g__Desulfovibrio	f__Succinivibrionaceae	g__Succinivibrio	o__Enterobacterales	f__Enterobacteriaceae	g__Haemophilus	f__Spiroplasmataceae	g__Akkermansia
CS.253	1.47564448773002e-05	1.47564448773002e-05	0.00157893960187112	0.0316230613720542	0	0	7.37822243865008e-05	0	0	0.00633051485236177	2.95128897546003e-05	0	0	0	0	0.000368911121932504	0.267918013192262	0	1.47564448773002e-05	4.42693346319005e-05	0	1.47564448773002e-05	0	0	0	0.000354154677055204	5.90257795092006e-05	1.47564448773002e-05	0.0487995632092316	1.47564448773002e-05	1.47564448773002e-05	0	1.47564448773002e-05	0	0	0.000295128897546003	0	0.000295128897546003	0	2.95128897546003e-05	0.00416131745539865	0.000221346673159502	0	0.00458925435684035	0.00122478492481591	0	1.47564448773002e-05	0	0	0	0.000162320893650302	2.95128897546003e-05	0.000339398232177904	0	1.47564448773002e-05	2.95128897546003e-05	0	1.47564448773002e-05	0.0607375271149675	0	0.0268272167869317	0.000162320893650302	0.0483126005282807	0.077235232487789	0	7.37822243865008e-05	0	2.95128897546003e-05	8.8538669263801e-05	0	0.014107161302699	0	0	0.0348399663553057	0	0	0	0	1.47564448773002e-05	0.00528280726607346	0	0	0.000988681806779111	0	0	0.000118051559018401	1.47564448773002e-05	5.90257795092006e-05	1.47564448773002e-05	0.00429412545929435	0.00272994230230053	0.000250859562914103	0.00110673336579751	0.00526805082119616	0.000250859562914103	0.000988681806779111	0	0.00593209084067466	0.00709784998598138	0	0.00194785072380362	0.00194785072380362	1.47564448773002e-05	2.95128897546003e-05	0.00351203388079744	0	0.000752578688742308	0	5.90257795092006e-05	0	0	0	0	1.47564448773002e-05	0.0889518497203654	0.000191833783404902	0	0	2.95128897546003e-05	0	0	0	1.47564448773002e-05	0	0.020157303702392	0	2.95128897546003e-05	0	4.42693346319005e-05	0	0.000531232015582806	0	0	0.147033216757419
CS.393	0	0	5.71755288736421e-05	0.00874785591766724	0	0	0.0503716409376787	0	0.000114351057747284	0	5.71755288736421e-05	0	0	5.71755288736421e-05	0	0.000114351057747284	0.114065180102916	0	0	0	5.71755288736421e-05	0.00251572327044025	0.000114351057747284	5.71755288736421e-05	0	0.1789594053745	0.000228702115494568	0	0.018696397941681	0.012464265294454	0	0	0.000171526586620926	0	0.00280160091480846	0	0	0.0102344196683819	0	0.000800457404230989	0.00297312750142939	0.00703259005145798	0.000457404230989137	0.000514579759862779	0.00148656375071469	0	0.000971983990851915	0.000228702115494568	0	0.00909090909090909	0.00257289879931389	0.000914808461978273	0.011663807890223	0.000171526586620926	0.00028587764436821	0	0	0.000343053173241852	0.0432818753573471	5.71755288736421e-05	0.0128073184676958	5.71755288736421e-05	0.000857632933104631	0.0467695826186392	0	0.010062893081761	0	0.00617495711835334	0	0	0.0109205260148656	5.71755288736421e-05	0.000228702115494568	0.00491709548313322	0	0.00028587764436821	0	0	0	0.0171526586620926	0.00114351057747284	0.00531732418524871	0.0260720411663808	0.00102915951972556	0	0.000857632933104631	5.71755288736421e-05	0.000171526586620926	0	0.0136077758719268	0.00811892510005718	0.000114351057747284	0.000228702115494568	0	0.0783304745568897	0.0105774728416238	0.00303030303030303	0.00205831903945111	0.102229845626072	0.00634648370497427	0.00028587764436821	0.00268724985706118	0	0	0.000686106346483705	0	0.000114351057747284	0.000800457404230989	0.011663807890223	5.71755288736421e-05	0	0	5.71755288736421e-05	0.0449971412235563	5.71755288736421e-05	0.00028587764436821	0	0	0.000114351057747284	0.000686106346483705	0	0	0	0	0.0155517438536306	0	0.00142938822184105	0	0.000228702115494568	0.000114351057747284	0.0542024013722127	0	0.0017724413950829	0.00623213264722699
CS.390	2.74213008665131e-05	2.74213008665131e-05	0.000205659756498848	4.11319512997697e-05	1.37106504332566e-05	0	0.0538554349018317	0	0.00482614895250631	0.00100087748162773	0	0.000370187561697927	0	0	0	0	0.292667544148294	0	0	0	0.00137106504332566	0.00848689261818581	1.37106504332566e-05	1.37106504332566e-05	0	0.000479872765163979	1.37106504332566e-05	0	0.0484397279806954	0.0145607107601185	0	0	5.48426017330262e-05	0	0	5.48426017330262e-05	0	2.74213008665131e-05	0	0.000164527805199079	0.000452451464297466	0.0030300537457497	5.48426017330262e-05	0.000534715366897006	0.00331797740484809	0	0.000644400570363058	0.000493583415597236	0	0.000548426017330262	0.0032494241526818	0.000246791707798618	0.00282439398925085	0.000466162114730723	0.000767796424262367	0	9.59745530327959e-05	0.000411319512997697	0.0278189097290775	0.000178238455632335	0.0485219918832949	0.000109685203466052	0.0232258418339366	0.0749149939673138	0	0.00134364374245914	5.48426017330262e-05	0.00311231764834924	0.00035647691126467	2.74213008665131e-05	0.0214023253263135	0.00075408577382911	5.48426017330262e-05	0.0181529011736317	0.000973456180761215	0	0.000603268619063288	0	0	0.0292585280245695	0.00224854667105407	0.00172754195459033	0.00361961171437973	0.00145332894592519	0	0	0	5.48426017330262e-05	0	0.0195239662169573	0.00113798398596029	0.000205659756498848	0.000370187561697927	0.00035647691126467	0.0984973127125151	0.03035538005923	0.00185093780848963	0.0049221235055391	0.0524295272567731	0.00193320171108917	0.000287923659098388	0.002618734232752	1.37106504332566e-05	0	0.00161785675112427	4.11319512997697e-05	0.000411319512997697	0.00216628276845454	0.0492897883075573	0	0	0	0	2.74213008665131e-05	0	2.74213008665131e-05	1.37106504332566e-05	0	0	0	0	0	0	0	4.11319512997697e-05	0	1.37106504332566e-05	0	2.74213008665131e-05	0	0.000164527805199079	1.37106504332566e-05	0	0.0264341340353186
CS.255	0.000355914106062404	2.96595088385336e-05	0.00183888954798909	0.0147704354015897	0	0	0.0568276189346304	5.93190176770673e-05	0.0111223158144501	8.89785265156009e-05	2.96595088385336e-05	0.00032625459722387	0	0	0	0.000355914106062404	0.184037252343101	0	0	5.93190176770673e-05	0	0	0	0.000118638035354135	0	0.000533871159093605	0	0.000177957053031202	0.00753351524498754	0.00958002135484636	2.96595088385336e-05	2.96595088385336e-05	0	0	0.00435994779926444	0.000355914106062404	0	0.0182405979356982	0	0.000800806738640408	0.0202277850278799	0.0245580733183059	0.000800806738640408	0.000148297544192668	0.000800806738640408	0	0.00151263495076522	0.000296595088385336	0	0.0157788587020999	0.00329220548107723	0.00032625459722387	0.0137323525922411	0.000860125756317475	0.000474552141416538	0	0.00097876379167161	0.00032625459722387	0.0349389014117926	2.96595088385336e-05	0.0449934749080555	0.000860125756317475	0.00785976984221141	0.052467671135366	0.000148297544192668	0.00513109502906632	0.000118638035354135	0.0131688219243089	8.89785265156009e-05	0	0.0180033218649899	0.00121603986237988	0.00160161347728082	0.0124866532210227	0.00246173923359829	0.000355914106062404	0.00545734962629019	0.000444892632578005	0	0.0680685727844347	0.00130501838889548	0.00157195396844228	0.00409301221971764	0	0	0.000148297544192668	0	0.0311128247716218	5.93190176770673e-05	0.0121010796061217	0.00183888954798909	0	0.000266935579546803	2.96595088385336e-05	0.112913750148298	0.00738521770079487	0.0031735674457231	0.00382607664017084	0.0652212599359355	0.00145331593308815	0.00275833432198363	0.00874955510736742	0.000118638035354135	0	0.000415233123739471	0.00409301221971764	8.89785265156009e-05	0.00106774231818721	0.000148297544192668	2.96595088385336e-05	0	0	2.96595088385336e-05	0.0272867481314509	2.96595088385336e-05	0.000919444773994543	5.93190176770673e-05	2.96595088385336e-05	0.000118638035354135	8.89785265156009e-05	0	0.000207616561869735	2.96595088385336e-05	0.0369854075216514	0.000148297544192668	0	0.000237276070708269	0	0.000237276070708269	2.96595088385336e-05	0.000177957053031202	0.00183888954798909	0	2.96595088385336e-05
CS.262	0.000158252888115208	0	0.00211003850820277	0.000211003850820277	0	0	0.00622461359919819	0	0.00458933375534103	0	0.00084401540328111	0	0	0	0	0.000738513477870971	0.158727646779554	0	0.000949517328691249	0.0449438202247191	0	0.000105501925410139	0	0.035712401751332	0.0109722002426544	0.00131877406762673	5.27509627050694e-05	0	0.00532784723321201	0.00321780872500923	5.27509627050694e-05	0	0	0	0.00084401540328111	5.27509627050694e-05	5.27509627050694e-05	0.0119217175713457	0	0	0.00559160204673735	0.0079126444057604	0	0.000158252888115208	0.000105501925410139	0	0.000105501925410139	5.27509627050694e-05	0	5.27509627050694e-05	0.00321780872500923	0.000263754813525347	0.00854565595822124	0	0.000211003850820277	0.000369256738935486	0	0	0.0172495648045577	0	0.0504299203460463	0.000211003850820277	0.009125916547977	0.0758558843698898	0	0.01904309753653	0.000105501925410139	0.0051695943450968	0.000422007701640555	0	0.0168275571029171	0.000422007701640555	0	0.014453763781189	0.00332331065041937	0.000527509627050694	0	0	0	0.044838318299309	0.00126602310492166	0.000949517328691249	0.000527509627050694	0	0	0	0	0.0339188690193596	0	0.00184628369467743	0.000105501925410139	0	0.000369256738935486	0	0.131982908688084	0.0139262541541383	0	0.00126602310492166	0.0812892335285119	5.27509627050694e-05	5.27509627050694e-05	0.00559160204673735	0.000105501925410139	0	0.000105501925410139	0.0169330590283273	0	0.000369256738935486	0.0525927098169542	5.27509627050694e-05	0.0591865801550878	5.27509627050694e-05	0	0.000211003850820277	0.000158252888115208	0.000211003850820277	0	0	0	0	0	0	0	0.0140845070422535	0	5.27509627050694e-05	0.00527509627050694	0	0.000316505776230416	5.27509627050694e-05	0.000474758664345624	0.00168803080656222	0	0.000105501925410139
TFS.021	0	0.000603500301750151	0.00020116676725005	0.0143498960638369	0.00154227854891705	0.0001341111781667	0.0142157848856702	0.00194461208341715	0.000335277945416751	0	0	0	0	0.000670555890833501	0	0.00154227854891705	0.00194461208341715	0	0	0.0012070006035003	0.000402333534500101	0	0.00496211359216791	0	0	0.142493126802119	0.0282974585931737	0	0.00181050090525045	0.0002682223563334	0	0	0	0	0.0012070006035003	0.000335277945416751	0.00221283443975055	0.00925367129350231	0.0519680815395963	0.027962180647757	0.0151545631328371	0.0127405619258365	0	6.70555890833501e-05	0.00409039093408436	0.00020116676725005	0.000335277945416751	0	0	0	0.00274927915241735	0.0139475625293368	0.00945483806075236	0	0.00020116676725005	0.00288339033058405	0	0.000603500301750151	0.0389592972574264	0.0001341111781667	0.00918661570441896	0.0001341111781667	0.00999128277341916	0.0298397371420908	0	0.0219942332193388	0.0002682223563334	0.0244082344263394	6.70555890833501e-05	0.00020116676725005	0.00925367129350231	0.000469389123583451	6.70555890833501e-05	0.0154227854891705	0.000670555890833501	0.00127405619258365	0	0	0	0.0181720646415879	0.00315161268691745	0.0024140012070006	0.00402333534500101	0	0.0001341111781667	0.000603500301750151	6.70555890833501e-05	0.00409039093408436	6.70555890833501e-05	0.01341111781667	0.00650439214108496	0	0	0	0.127539730436532	0.00388922416683431	0.000670555890833501	0	0.0609535304767652	0.000469389123583451	0.000603500301750151	0.00851605981358546	0.0295715147857574	0	0	0.00469389123583451	0	0.000737611479916851	0.0673908670287668	6.70555890833501e-05	0	0	0	6.70555890833501e-05	6.70555890833501e-05	0.0150204519546704	6.70555890833501e-05	0	0	0	0	0	0	6.70555890833501e-05	0.00831489304633541	0	6.70555890833501e-05	0	0	0.000670555890833501	0.00905250452625226	0.0137463957620868	0	0.00442566887950111
T.CS.064	0.000157016683022571	0.00545632973503435	0.000628066732090285	0.000196270853778214	0.00584887144259078	0.00070657507360157	0.0339941118743867	0.00427870461236506	0.000667320902845927	0	0.00357212953876349	0	0	0.000863591756624141	0	0.00510304219823356	0.00404317958783121	0.000824337585868499	7.85083415112856e-05	0.0141315014720314	0.000824337585868499	0.000196270853778214	0.0102845927379784	0.00435721295387635	0.000235525024533857	0.239685966633955	0	0	0.00145240431795878	0.00070657507360157	3.92541707556428e-05	0	0.000196270853778214	0	0.00290480863591757	0.000117762512266928	0	0.01099116781158	0	0	0.00471050049067713	0.0138567222767419	0	0	0.00070657507360157	3.92541707556428e-05	0.00102060843964671	3.92541707556428e-05	0	0.00160942100098135	0.00922473012757605	0.0283415112855741	0.00526005888125613	0.00102060843964671	0.0019234543670265	0.000902845927379784	0.0002747791952895	0.000863591756624141	0.0668498527968597	0.000117762512266928	0.0215505397448479	0.000353287536800785	0.00447497546614328	0.0259862610402355	0	0.0260255152109912	0.000117762512266928	0.0137782139352306	0.000117762512266928	3.92541707556428e-05	0.00376840039254171	0.000628066732090285	0	0.0102060843964671	0.00270853778213935	7.85083415112856e-05	3.92541707556428e-05	7.85083415112856e-05	7.85083415112856e-05	0.00667320902845927	0.000745829244357213	0.00176643768400393	0.00730127576054956	3.92541707556428e-05	0.0002747791952895	0.00298331697742885	0	0.014170755642787	3.92541707556428e-05	0.012639842983317	0.0002747791952895	0	0.000117762512266928	0	0.143473994111874	0.00655544651619235	0.000392541707556428	3.92541707556428e-05	0.0443179587831207	0.000785083415112856	0.000902845927379784	0.0125613346418057	0.0177036310107949	0	0.000314033366045142	0.032855740922473	0	0	0.0575466143277723	3.92541707556428e-05	0.0002747791952895	0.000157016683022571	0.000549558390578999	0.00439646712463199	0	0.000549558390578999	0	0	0	0	3.92541707556428e-05	0	0.0200981354268891	0.000235525024533857	0.000628066732090285	0.000628066732090285	0.00168792934249264	0	0.000196270853778214	0.00153091265947007	0.000392541707556428	0.000588812561334642	0.00188420019627085	0
TFS.022	0.00620441231139997	0.00561473676114295	0.000269199707726032	2.56380674024792e-05	0.00338422489712725	0.0025894448076504	0.0211385865733441	0.00960145624222846	0.00319193939160866	0	0.0125882910946173	0	0	0.00187157892038098	0	0.0126395672294222	0.00608904100808881	0.00975528464664334	5.12761348049584e-05	0.0238049455832019	0.000910151392788012	0.000256380674024792	0.0146777935879193	0.00839646707431194	0.00297401581868759	0.1861451883757	0.0639285210680819	0.00143573177453884	0.000705046853568178	0.00680690689535823	0	0	0.000192285505518594	3.84571011037188e-05	0.00328167262751734	0	0.000192285505518594	0.00242279736953428	0	0.000179466471817354	0.000269199707726032	0.0285992641874655	6.4095168506198e-05	0.000153828404414875	0.00323039649271238	0.000243561640323552	0.00389698624517684	0.000153828404414875	0	0.000910151392788012	0.00373033880706072	0.0101270366239793	0.005242984783807	0.00173056954966735	0.00164083631375867	0.00219205476291197	0.000346113909933469	0.00310220615569998	0.038841672114756	0.000205104539219834	0.0113833019267008	0.000846056224281814	0.00939635170300863	0.0260098193798151	0.0126395672294222	0.0094860849389173	0	0.0103321411631991	0.000102552269609917	7.69142022074376e-05	0.00315348229050494	0.000205104539219834	0.000615313617659501	0.00384571011037188	0.00115371303311156	0.000243561640323552	0.000435847145842146	0.00065377071876322	0.000410209078439667	0.0261508287505288	0.00032047584253099	0.00478149957056237	0.00875540001794665	0.000448666179543386	0	0.000807599123178095	0	0.00137163660603264	0.000230742606622313	0.0216898050224974	0.00152546501044751	0	0	0	0.0593264879693369	0.0195490263943904	0.00703764950198054	0.00144855080824007	0.0154725736773962	0.00205104539219834	0.00158956017895371	0.00499942314348344	0.0249971157174172	0	2.56380674024792e-05	0.0213821482136677	0.000166647438116115	6.4095168506198e-05	0.0208309297645144	0	0.00338422489712725	0.00146136984194131	0.000346113909933469	0.0118191490725429	0.00185875988667974	0.000102552269609917	0	1.28190337012396e-05	0.000820418156879334	0.000282018741427271	0	0	0.00117935110051404	0.000115371303311156	0.0166775628453127	0.000487123280647105	0.0189465318104321	8.97332359086772e-05	0.0236126600776833	0.0109602738145599	0.0162801728005743	0.000166647438116115	0.00033329487623223	0.000602494583958261
T.CS.066	0.00375348719249303	0.00388029419223941	0.000938371798123256	0.0170935835658128	0.0089018513821963	0.0017752979964494	0.0657113872685772	0.00420999239158002	0.000355059599289881	0	0.00220644179558712	0	0	0.0048947501902105	0	0.00109054019781892	0.000786203398427593	0.00484402739031194	0	0.0120213035759574	0.000101445599797109	0	0.0325640375348719	0.00626426578747147	0	0.208039563783921	0.0193000253614	5.07227998985544e-05	0.00017752979964494	0.000684757798630484	0.0109307633781385	0	0.000126806999746386	5.07227998985544e-05	0.00136951559726097	2.53613999492772e-05	0.00636571138726858	0.00631498858737002	7.60841998478316e-05	0.0034491503931017	0.0119959421760081	0.0116662439766675	0	0	0.00106517879786964	0.000355059599289881	0.000836926198326148	0.000202891199594218	0	0.00114126299771747	0.00329698199340604	0.00907938118184124	0.00306872939386254	0.00045650519908699	0.00197818919604362	0.00360131879279736	0.000710119198579762	0.00159776819680446	0.041719502916561	0.00017752979964494	0.00570631498858737	7.60841998478316e-05	0.00243469439513061	0.0377631245244738	0	0.0017752979964494	5.07227998985544e-05	0.017296474765407	0	5.07227998985544e-05	0.00339842759320314	0.000608673598782653	0	0.00418463099163074	0	0.000684757798630484	7.60841998478316e-05	2.53613999492772e-05	0.000304336799391326	0.00588384478823231	0.000862287598275425	0.00139487699721025	0.0043367993913264	0.000202891199594218	0.000278975399442049	0.00202891199594218	0.000735480598529039	0.00981486178037028	0.000583312198833376	0.0121734719756531	0.00172457519655085	2.53613999492772e-05	0.000329698199340604	0	0.0617803702764393	0.00732944458534111	0.000126806999746386	0.000152168399695663	0.0345422267309155	0.00172457519655085	0.00542733958914532	0.00319553639360893	0.0404260715191479	2.53613999492772e-05	5.07227998985544e-05	0.0330459041339082	0	0	0.0132893735734213	0	0.00119198579761603	0.025437484149125	0.000278975399442049	0.0211767689576465	0.00712655338574689	0.00497083439005833	0.00017752979964494	0.00017752979964494	2.53613999492772e-05	5.07227998985544e-05	0	0	0.00770986558458027	2.53613999492772e-05	2.53613999492772e-05	0.00142023839715952	0.00081156479837687	0.000253613999492772	0.0569870656860259	0.00230788739538423	0.00963733198072534	0.0155718995688562	0.000329698199340604	0
T.CS.031	0.000507506872488898	0.00160710509621484	0.000169168957496299	0.00414463945865934	0	0.00160710509621484	0.0155635440896595	0.00329879467117784	0.00351025586804821	0	0.000169168957496299	0	0	0.000888137026855572	0	0.0255022203425671	0.0236836540494819	0.00274899555931487	0	0.00283358003806302	8.45844787481497e-05	0.000845844787481497	0.0247409600338338	0.00177627405371114	0	0.235060266441108	0.0596743497568196	0.000422922393740749	0.0010150137449778	0.00105730598435187	0	0.00203002748995559	8.45844787481497e-05	8.45844787481497e-05	0.00177627405371114	4.22922393740749e-05	0	0.0137449777965743	0	8.45844787481497e-05	0.0013533516599704	0.0134066398815817	0.000253753436244449	0	0.0010150137449778	0.000422922393740749	0.000676675829985198	8.45844787481497e-05	0	0	0.00203002748995559	0.0247409600338338	0.0063861281454853	0.000126876718122225	0.000422922393740749	0	0	0.000126876718122225	0.0561218016493973	8.45844787481497e-05	0.0164939733558892	8.45844787481497e-05	0.00224148868682597	0.0192429689152041	0	0.0155212518502855	4.22922393740749e-05	0.0103193064072743	0	0	0.00456756185240008	0.00105730598435187	8.45844787481497e-05	0.0223303023895115	0.000211461196870374	0.000465214633114823	0.000169168957496299	0.000253753436244449	4.22922393740749e-05	0.0435610065552971	0.00224148868682597	0.00236836540494819	0.00562486783675196	0	0.000126876718122225	0.0010150137449778	0.000338337914992599	0.0218227955170226	0.000549799111862973	0.00892366250792979	0	0	0	0	0.0801860858532459	0.00545569887925566	0.000253753436244449	8.45844787481497e-05	0.0272784943962783	0.000592091351237048	0.0072319729329668	0.00283358003806302	0.0134489321209558	0	0	0.0223303023895115	8.45844787481497e-05	0.00346796362867414	0.0572213998731233	0.000253753436244449	0	0	0.00152252061746669	8.45844787481497e-05	0	0.000253753436244449	0.00401776274053711	8.45844787481497e-05	0	0.000380630154366674	0	0	0.0137449777965743	0	0.0194967223514485	0.000296045675618524	0.00241065764432227	4.22922393740749e-05	0.00663988158172975	8.45844787481497e-05	0.000972721505603722	0.00355254810742229	0	4.22922393740749e-05
TFS.025	0	0	0.000223199188366588	0.00154886709502875	0	3.38180588434224e-05	0.0810889414947582	0	1.3527223537369e-05	0.000459925600270544	0.002786608048698	0	2.02908353060534e-05	0	0	8.11633412242137e-05	0.0303618532296246	0	5.41088941494758e-05	0.00794048021643558	7.43997294555293e-05	0.000486980047345282	0.000270544470747379	0	0.00219817382482246	0.154839364220494	0.0963949949272912	0	0.00192762935407508	0.00443016570848833	0	0	0	0	0.000601961447412918	4.73452823807913e-05	4.73452823807913e-05	0.000527561717957389	0.0111126141359486	0.00106865065945215	0.0375109908691241	0.00312478863713223	0	8.11633412242137e-05	4.73452823807913e-05	0.00158944876564085	0.00019614474129185	1.3527223537369e-05	0	0.000155563070679743	0.00638484950963815	0.00907000338180588	0.00599932363882313	0.000263780858978695	0.000114981400067636	0.00338180588434224	2.02908353060534e-05	4.05816706121069e-05	0.0172607372336828	0	0.0295434562056138	0.000101454176530267	0.0255799797091647	0.0376192086574231	0	0.00560027054447075	1.3527223537369e-05	0.0233074061548867	7.43997294555293e-05	6.76361176868448e-06	0.00393642204937437	0.000358471423740277	0	0.0156780520798106	0	0	6.76361176868448e-05	0.000804869800473453	0	0.00591816029759892	0.000162326682448427	8.11633412242137e-05	0.000284071694284748	6.76361176868448e-06	6.76361176868448e-06	1.3527223537369e-05	0	0.00250929996618194	2.70544470747379e-05	0.00434223875549543	0.000656070341562394	0	0	0	0.0815150490361853	0.00420020290835306	0.000486980047345282	9.46905647615827e-05	0.0585931687521136	6.76361176868448e-06	0.0011768684477511	0.011403449442002	0.0590463307406155	0	0.000189381129523165	0.0173757186337504	2.70544470747379e-05	0	0.0348055461616503	0	0	0	0.00620899560365235	0.00317213391951302	0	0.0132093337842408	0.000872505918160298	0	0	6.76361176868448e-06	0	0	0	5.41088941494758e-05	0.00746702739262766	2.02908353060534e-05	0.000629015894487656	0	0	0.0209063239770037	0.00757524518092661	0.0223875549543456	3.38180588434224e-05	5.41088941494758e-05
T.CS.008	0	4.41559588466464e-05	7.35932647444106e-05	0.000544590159108638	0.000294373058977642	0.000294373058977642	0.016735108402879	0.00241385908361667	1.47186529488821e-05	0	0	0	0	0.000677058035648577	0	7.35932647444106e-05	0.0750209740804522	0	0.000147186529488821	1.47186529488821e-05	0.00144242798899045	0.00802166585714075	0.000500434200261992	0	0.00186926892450803	0.330698694455483	5.88746117955285e-05	0	0.00267879483669655	0.00877231715753374	0	0	1.47186529488821e-05	0	0.000294373058977642	7.35932647444106e-05	0	0.00298788654862307	0	1.47186529488821e-05	0.00239914043066779	0.0144537171958022	0	0.000117749223591057	0.000927275135779573	0.000353247670773171	0.000426840935517581	0	0	0	0.00232554716592337	0.000794807259239634	0.00629958346212155	0.00020606114128435	0.00020606114128435	0	0	0.00069177668859746	0.0569170309533272	0	0.0347654582652596	2.94373058977642e-05	0.00260520157195214	0.0199437747457353	0	0.0107887726115306	0.000161905182437703	0.00859569332214716	0	0	0.00663811247994584	0.00027965440602876	0	0.00359135131952724	0.0114952679530769	0	0	0	0	0.00176623835386585	0.00194286218925244	0.0030467611604186	0.00443031453761352	0	0	0.00154545855963262	2.94373058977642e-05	0.00300260520157195	0.00161905182437703	0.00693248553892348	2.94373058977642e-05	0	0	0	0.143992581798914	0.00122164819475722	0	0	0.0213862027347257	0.00145714664193933	0.0098762161286999	0.00663811247994584	0.0220043861585788	0	0.000161905182437703	0.0192078420982912	2.94373058977642e-05	0.00129524145950163	0.0596252630959215	1.47186529488821e-05	0	0	0.00108918031821728	1.47186529488821e-05	0	0.000588746117955285	1.47186529488821e-05	0	0	0	0	0	0	0.00170736374207033	0.0347654582652596	2.94373058977642e-05	0.00111861762411504	0	1.47186529488821e-05	0.000500434200261992	0.00363550727837388	0.00540174563223974	1.47186529488821e-05	0
T.CS.026	0	0.000124277636239359	0.000227842333105491	0.00613103005447503	0	0	6.21388181196794e-05	0	0	8.28517574929058e-05	0	0	0	0	0	0.000517823484330661	0.392158081153296	0	0	2.07129393732265e-05	0.0039147455415398	0	2.07129393732265e-05	2.07129393732265e-05	0	0.000455684666210982	4.14258787464529e-05	0	0.0144162058037656	0.01161995898838	2.07129393732265e-05	0	4.14258787464529e-05	0	0	4.14258787464529e-05	0.00285838563350525	0.000103564696866132	0	0	0.0373247167505541	0.000124277636239359	0	0.00115992460490068	2.07129393732265e-05	0	0	0	0	0	0.000869943453675511	0.0054060771764121	0.00470183723772241	0	0	0.000124277636239359	0	0	8.28517574929058e-05	0	0.00192630336171006	0	0.00167774808923134	0.046189854802295	2.07129393732265e-05	4.14258787464529e-05	0	0.00256840448228008	0	0.000124277636239359	0.000103564696866132	2.07129393732265e-05	0	0.00577891008513018	0	0	0	0	0	0.0189109136477558	0.000124277636239359	2.07129393732265e-05	2.07129393732265e-05	0	2.07129393732265e-05	0.0017191739679778	0	0.0395202883241161	0.000724952878062926	0.00142919281675263	0.00035211996934485	0	0	0	0.0971643985998053	0.00103564696866132	0	0.000724952878062926	0.0410530458377348	2.07129393732265e-05	0.00374904202655399	2.07129393732265e-05	0	0.000600675241823567	0.0111021355040494	0	0	0.000745665817436152	0.0431450527144307	0.0958180575405456	0	0	0	0.000186416454359038	0.00731166759874894	0.00637958532695375	0.0146440481368711	0	0	4.14258787464529e-05	0	0	0	0.000144990575612585	0.0610617452722716	0.00389403260216657	0.000807804635555832	0	4.14258787464529e-05	0.00099422108991487	0.000724952878062926	0.00294123739099816	0	0.000559249363077114
