CS.092	L.022.M1	CS.005	CS.099	L.011.M1	CS.007	CS.043	L.012.M1	CS.314	CS.105	CS.035	CS.038	CS.263	CS.354	CS.219	CS.042	CS.072	CS.382	CS.063	CS.377	CS.388	CS.287	CS.115	CS.153	CS.149	CS.230	CS.118	CS.334	CS.171	CS.161	CS.292	CS.232	CS.136	CS.125	CS.205	CS.126	CS.041	CS.376	CS.203	CS.282	CS.213	CS.302	CS.128	CS.236	CS.374	CS.254	CS.181	CS.148	CS.177	CS.323	CS.389	CS.349	CS.268	CS.147	CS.385	CS.386	CS.178	CS.183	CS.395	CS.129	T.CS.079	T.CS.069	T.CS.004	T.CS.056	T.CS.067	T.CS.003	T.CS.022	T.CS.012	T.CS.076	T.CS.035	T.CS.041	T.CS.028	T.CS.058	T.CS.046	T.CS.059	T.CS.144	T.CS.129	T.CS.098	T.CS.159	T.CS.130	T.CS.134	T.CS.110	T.CS.121	T.CS.100	T.CS.104	T.CS.156	T.CS.119	T.CS.122	T.CS.160	T.CS.117	CS.088	CS.087	CS.110	CS.015	CS.085	CS.103	CS.242	CS.006	L.034.M1	CS.238	CS.356	CS.082	CS.241	CS.246	CS.237	CS.228	CS.189	CS.311	CS.165	CS.078	CS.363	CS.387	CS.164	CS.233	CS.325	CS.364	CS.308.0	CS.207	CS.274	CS.304	CS.322	CS.158	CS.331	CS.321	CS.194	CS.202	CS.080	CS.343	CS.285	CS.318	CS.339	CS.163	CS.223	CS.319	CS.361	CS.270	CS.145	CS.326	CS.370	CS.253	CS.393	CS.390	CS.255	CS.262	TFS.021	T.CS.064	TFS.022	T.CS.066	T.CS.031	TFS.025	T.CS.008	T.CS.026	T.CS.061	T.CS.036	TFS.020	T.CS.055	TFS.027	T.CS.043	T.CS.049	T.CS.151	T.CS.152	T.CS.141	T.CS.095	T.CS.158	T.CS.157	T.CS.142	T.CS.166	T.CS.109
CS.153	0.527219563399	0.608700487295	0.525276893936	0.568163836632	0.598589539716	0.585650182629	0.561962425766	0.61921447597	0.565996455154	0.535379735617	0.543358070289	0.599147489855	0.558389847304	0.614301759171	0.52500913856	0.584132745815	0.500168043741	0.599592285767	0.594789395129	0.583009510131	0.671295501881	0.589551112203	0.577222284088	0	0.572277522248	0.63530954147	0.524307370385	0.654168813933	0.530612259681	0.607634690321	0.534478312811	0.487598359882	0.476951211098	0.634809642003	0.699745420289	0.551327489386	0.578270164491	0.619198298256	0.580612144208	0.629414497645	0.637032536322	0.663142669351	0.582359778856	0.630305082697	0.632108143393	0.616626630719	0.595590283139	0.656260835253	0.660514205525	0.610085586799	0.605459762587	0.596483058095	0.608178673557	0.637262519608	0.600059240655	0.681271988418	0.57786181773	0.669641213659	0.583690912531	0.577169521496	0.648892732997	0.586095744682	0.589274973016	0.60707400491	0.578686990139	0.605774774755	0.582500114694	0.675439440519	0.60196053839	0.593618463922	0.568674334743	0.591459036805	0.58197542233	0.606252857606	0.565253137192	0.605822542985	0.596238562935	0.593873782664	0.602768796748	0.573112807379	0.586434285673	0.602832304898	0.577638517811	0.581402181483	0.590281372979	0.609745621184	0.602357177643	0.575217250734	0.606310404115	0.605393948537	0.662204009746	0.567558599974	0.574468692055	0.636262895029	0.48028459293	0.524319860575	0.565463832061	0.54508308513	0.616614292545	0.571681596208	0.671203280486	0.490581583021	0.600860224187	0.558297686216	0.53747985	0.523629072211	0.608057697446	0.56682852869	0.642954646457	0.623062010788	0.609292948594	0.58329837598	0.616509789245	0.520225817158	0.745869214924	0.668075542344	0.589623579974	0.63216376687	0.650401997855	0.634992074787	0.654498297489	0.537637271962	0.555670170267	0.570303540651	0.726367466449	0.629724994364	0.533172979292	0.646902097527	0.664948434251	0.627740586268	0.633945673597	0.52943858281	0.596531729929	0.624267522119	0.628985627787	0.628666406712	0.593153463408	0.587078413243	0.608836008619	0.674086543167	0.601563918848	0.607697773186	0.609541917194	0.642247376096	0.637677286434	0.573034802831	0.587711433661	0.591280964321	0.598042812159	0.609334016221	0.634113817102	0.699896020295	0.58519475739	0.562687321644	0.591271062078	0.607347092146	0.602599015551	0.590465023516	0.665502840133	0.622881631778	0.570997243783	0.647631528973	0.623764900546	0.593433583244	0.614489614489	0.645982607753	0.586415017046	0.601953999797
CS.149	0.637188018093	0.673680834945	0.649532385559	0.671672705437	0.603826512611	0.593513488754	0.572355840728	0.662043578434	0.598456936723	0.610249755564	0.598613145711	0.654051633302	0.597458824781	0.63943564391	0.597137389291	0.595533654658	0.614632646507	0.557560960661	0.598294540195	0.525954090429	0.645885098904	0.518869598315	0.588470482839	0.572277522248	0	0.561787265217	0.629414833959	0.55016274027	0.644433435008	0.546500879042	0.532524561846	0.579509001182	0.526198479504	0.484441016595	0.583704322151	0.53687090538	0.582986838482	0.500356350626	0.610982473248	0.517091543636	0.562902021348	0.598377406787	0.529945868524	0.620333868091	0.550359145314	0.5165898651	0.510677615646	0.564109031855	0.568014505496	0.518297839088	0.507842629928	0.509123060536	0.574156675806	0.515559068752	0.52863083005	0.611194669051	0.589011712162	0.593218899564	0.542844545929	0.558845346053	0.560432927191	0.598531516027	0.564141177617	0.643567704074	0.613688029502	0.651130209032	0.582706553965	0.647526908441	0.581546426633	0.578154303249	0.579381739447	0.58840389476	0.597227619054	0.554909482068	0.633777125295	0.668237870628	0.645159475101	0.674014825178	0.678687470913	0.610528128441	0.629669156787	0.630832882209	0.624099259585	0.671005617224	0.660689670394	0.620361202514	0.654123773111	0.605510843649	0.658916745286	0.614150429475	0.689850646546	0.621435670681	0.581921565611	0.678852848767	0.595443978233	0.603603096194	0.610034286587	0.599521317026	0.601715186881	0.614460727847	0.642063178101	0.617963267228	0.656683162509	0.606373632684	0.553665702787	0.602264363905	0.599035582669	0.579959872378	0.61796683602	0.617974784458	0.488285377132	0.501194597235	0.661342915044	0.625752179137	0.669537310185	0.565951075761	0.561839561997	0.563657191223	0.562526574714	0.590052509929	0.563274089992	0.587444714079	0.551650716195	0.609972142999	0.649310907106	0.621128719255	0.550735531568	0.537422861428	0.568671771623	0.502600183349	0.579034070765	0.571687475955	0.486168768516	0.519910411496	0.565243988907	0.538900905771	0.52481194196	0.523344616792	0.515839654903	0.607677069741	0.566143551142	0.517152387213	0.534566816337	0.550899736978	0.630845677238	0.604423899161	0.652546878431	0.649474142698	0.606669475674	0.597205070459	0.618311176437	0.651456065771	0.578702701775	0.626643559862	0.635410821138	0.61835794251	0.628504812002	0.630196471337	0.596017636051	0.657800086352	0.597816864087	0.690882974009	0.683717692413	0.611468520389	0.644721487988	0.67257874819	0.605017430208	0.65293964062
CS.230	0.711453806598	0.742295545333	0.708958746836	0.72285554362	0.672897622203	0.702483449855	0.630900511082	0.705578360957	0.64076117975	0.678843279439	0.674952531155	0.654003572904	0.680901855251	0.675089784184	0.65838889185	0.631179353486	0.686923226412	0.61735765225	0.583961662031	0.590251968954	0.632926220017	0.624506636615	0.608166450705	0.63530954147	0.561787265217	0	0.655705952567	0.593586965861	0.647482387761	0.55753899814	0.620109655754	0.663847138238	0.582523764153	0.540868859867	0.615503325472	0.634474451487	0.594715793137	0.55366374254	0.659998958041	0.554951443533	0.550593699252	0.565426555817	0.622999562437	0.660855585718	0.619391226179	0.625758494543	0.628135011991	0.648019816957	0.65467201628	0.611344473701	0.571635065344	0.639889528299	0.64100259433	0.578013922475	0.620314329864	0.652869364565	0.664360220572	0.605241562847	0.633868242198	0.655085779383	0.56369520626	0.653530635269	0.607224072052	0.660454499541	0.658182030257	0.697696967557	0.670469975746	0.664253095358	0.668324796715	0.663510486698	0.669111648587	0.65378868249	0.677763352921	0.575540891179	0.690880279329	0.732550629989	0.711288266237	0.733365264251	0.757667581813	0.711275358454	0.695104676985	0.706056432047	0.696258465866	0.718807311531	0.731297722357	0.684296856065	0.729322440713	0.688800598093	0.737757494663	0.698347540985	0.661147523324	0.634445802816	0.622675878123	0.723139440324	0.672668635758	0.682258598466	0.687985554954	0.64176466652	0.677652517098	0.667434283283	0.624753771173	0.672257967161	0.724058430931	0.674112688612	0.580002720853	0.633690197885	0.603503996826	0.644179294467	0.603552816203	0.652999422274	0.563850738548	0.576543534406	0.643765572462	0.683722738691	0.669945953545	0.519048997952	0.55261208458	0.58840029874	0.569831733447	0.631598244914	0.587025219906	0.596822460267	0.647677371134	0.642231195951	0.651970641515	0.610988343497	0.603494490928	0.590617950666	0.531052488121	0.534205259098	0.583122993294	0.558735428622	0.563420739818	0.546061367253	0.557402921064	0.620380168804	0.631761150092	0.583472589237	0.619456115674	0.630869334569	0.637485394754	0.626634724326	0.633632103871	0.627942181228	0.680697419132	0.692421862327	0.718620384037	0.717464726462	0.69311852185	0.630256385062	0.613903865157	0.67383647171	0.62441246454	0.685363173126	0.713326095121	0.685125082235	0.689047935175	0.676321954602	0.594135683291	0.716838370524	0.647767433812	0.716667849328	0.747155265885	0.683889386817	0.689110471356	0.698793613538	0.671488228587	0.727502015919
CS.118	0.573011759792	0.614201820754	0.571771012324	0.557051273176	0.583633452127	0.582568487988	0.605530891862	0.599829684353	0.570658976403	0.534937377151	0.559559558066	0.547945011939	0.553849041825	0.557864494984	0.562420324746	0.579745633445	0.565204301906	0.615948063226	0.608074997778	0.662005575565	0.675230528565	0.651413262482	0.62133533646	0.524307370385	0.629414833959	0.655705952567	0	0.696952247804	0.493645136106	0.627603537416	0.595986672512	0.571425647678	0.571165158595	0.658979258739	0.707297830986	0.589442696904	0.555383648541	0.659043876022	0.580765595544	0.669853448816	0.661415877829	0.717930982631	0.623906203892	0.615017023141	0.655805448784	0.671947651436	0.655022884572	0.660248300378	0.678864645978	0.670835656626	0.661638389249	0.650593387502	0.637193436906	0.670190920188	0.667690649662	0.688818709183	0.630709233746	0.714795350136	0.637672085649	0.595972255257	0.659989786143	0.626816403473	0.626577393326	0.555270232663	0.583168749016	0.603119468025	0.626204236801	0.66567977099	0.63410156904	0.578166559672	0.575068251047	0.622030084361	0.58997647995	0.615057168604	0.537428721572	0.618240022741	0.645761775804	0.609493022449	0.624430180259	0.595224158524	0.596392715369	0.597222966756	0.628475466864	0.604621012318	0.611800373234	0.580003633034	0.608911498341	0.600799010119	0.62912207499	0.596747880876	0.623010517094	0.566041847842	0.602739383302	0.583649877195	0.493096991244	0.561922784927	0.573614720759	0.548453970069	0.588403063059	0.582434544397	0.654914455284	0.55961787846	0.580832188532	0.568140188856	0.580586472648	0.52603138831	0.630381633207	0.568800874264	0.629832712402	0.593802738298	0.662608671179	0.622688811991	0.618985671967	0.537232313932	0.719351437294	0.685249512643	0.599603549548	0.644424998369	0.667573575297	0.668136152347	0.681998615823	0.525250731808	0.621118624669	0.555597740686	0.725979229996	0.617348485264	0.513987760164	0.659456833568	0.680196855904	0.667930835405	0.644229498971	0.558300976578	0.656338072475	0.660101977952	0.62681384895	0.683185801982	0.641764319275	0.632139355973	0.659117561566	0.708097151659	0.620798995092	0.662800285241	0.635391804233	0.667168877711	0.616758263799	0.592745985503	0.625415697445	0.613555275409	0.570122726949	0.624198905744	0.626943493185	0.702947680605	0.599870337698	0.580794705233	0.622002949031	0.601156304315	0.610122444567	0.587748094592	0.660269258887	0.613007630894	0.593087428454	0.607204214944	0.621706135054	0.61069806175	0.580014191612	0.628617167854	0.612763065518	0.627758992391
CS.334	0.704829707217	0.748046907958	0.722723233031	0.734175336188	0.673746194264	0.679113343027	0.616491391292	0.70596556782	0.678535703061	0.678449966988	0.681266387447	0.681295436663	0.684016472956	0.698337591981	0.665187226963	0.644767840992	0.673965016349	0.601330345306	0.619085717153	0.564703483032	0.653949256981	0.512956863354	0.621261123575	0.654168813933	0.55016274027	0.593586965861	0.696952247804	0	0.701554455872	0.586849383451	0.566549396993	0.64322724276	0.574559366502	0.52113245619	0.574086944668	0.612669861115	0.617711158541	0.522519276711	0.664322688867	0.562091893031	0.539145361491	0.616859179813	0.578353306272	0.673772322799	0.550337311463	0.507364547575	0.557408474699	0.567773391168	0.555292611505	0.547674178766	0.55056123265	0.556807956028	0.585856483937	0.554581280788	0.556853466354	0.598457187165	0.623162487694	0.523447864375	0.586890818051	0.600331055727	0.563158410875	0.613853247681	0.641446852086	0.694283071839	0.685052540179	0.696149016869	0.637334344977	0.650613117395	0.62403060902	0.659661539998	0.665451562639	0.631515807726	0.644784151136	0.595699183455	0.703178524193	0.696768981164	0.702103550603	0.723233192755	0.741806870111	0.680710953764	0.693406184726	0.706886651539	0.665304854047	0.710065438979	0.727955855066	0.701346881314	0.730571285037	0.690578222807	0.726337219291	0.697845615797	0.696379186355	0.663728362466	0.599978782502	0.752269834582	0.675730453583	0.657170217949	0.688152864927	0.687610034155	0.65861858692	0.650093690791	0.657585249684	0.68378577127	0.704725834532	0.666830382514	0.597744180135	0.625274245122	0.63310838958	0.666829454247	0.615146967138	0.672665464119	0.516289084104	0.543429439426	0.6948700925	0.687343951408	0.656280161834	0.571550853221	0.63236535468	0.592143515935	0.563924667374	0.647237363711	0.502786009396	0.617215928533	0.582072085566	0.672046560605	0.584939677727	0.689074703083	0.632563292515	0.568168743222	0.559297884993	0.479923313302	0.654019061561	0.639519911238	0.527674309141	0.510133917142	0.604574192785	0.543672047872	0.598547020181	0.583470150146	0.516157323839	0.59845549627	0.643657748345	0.584519548498	0.564870444526	0.567740562232	0.667472367016	0.664705695452	0.700736246815	0.722357990004	0.688992112455	0.639948576755	0.649844867742	0.637712303443	0.612541968162	0.697158647789	0.720663079292	0.673617036589	0.669778330127	0.700323434512	0.577046123245	0.699559883423	0.678621009697	0.71244760549	0.724930426461	0.702613496819	0.72238451801	0.696955767133	0.681029588193	0.716673027115
CS.171	0.56644165498	0.612049517136	0.573783780932	0.546557357589	0.598823593453	0.588028920439	0.571820183221	0.606827090493	0.591560776131	0.570012057508	0.558802531106	0.582368666199	0.574077852394	0.5933577676	0.562802766245	0.607848660633	0.575826693573	0.608007288616	0.615218846345	0.657010888653	0.689830945652	0.658873684872	0.614247589025	0.530612259681	0.644433435008	0.647482387761	0.493645136106	0.701554455872	0	0.64395460822	0.598438455594	0.554568074945	0.572968416316	0.674187457836	0.706029742644	0.602581326655	0.58707508686	0.655943216744	0.596927922763	0.665543694434	0.64975587362	0.711390006576	0.632639650244	0.620287958736	0.645573627813	0.677439728566	0.659501300342	0.67263287716	0.709395735382	0.665865524382	0.654443452805	0.663263897415	0.645336938151	0.678886394047	0.658098185305	0.690726213546	0.633567675679	0.716437881357	0.654022805414	0.617696584434	0.660842419475	0.608760267957	0.635677323418	0.584722778607	0.597720622631	0.608851008724	0.632507357015	0.691335726384	0.644602700773	0.601994935435	0.582540005582	0.612579583148	0.598336470204	0.6258415158	0.568953750823	0.621269675315	0.62954012832	0.586556273527	0.624149992206	0.615831266235	0.584657451495	0.593481997537	0.626438991077	0.597094415895	0.60630660874	0.58289907514	0.62000374461	0.601585261843	0.628812591959	0.600251575048	0.653265263116	0.550108883373	0.603124847192	0.588934394916	0.53366010664	0.55921969452	0.573182555336	0.570504616754	0.606433918366	0.579233732722	0.668255458758	0.559280243361	0.591742870463	0.579233662514	0.577259893534	0.522561761905	0.649806232137	0.58732205996	0.642467131707	0.599250525373	0.657085837106	0.61847923774	0.616608966403	0.557724144164	0.732578547045	0.67800567098	0.614524149351	0.648486123353	0.682661613675	0.664930091307	0.696675154378	0.560721808171	0.610682808876	0.574334070192	0.753887177966	0.650582837725	0.5787598175	0.658820181232	0.689124055214	0.650613155991	0.66520578753	0.562818346006	0.663139834129	0.654130818309	0.654785746927	0.672894082599	0.635278466023	0.641906182971	0.664340076516	0.709934661198	0.624621744191	0.655075938549	0.633716436969	0.690132705657	0.64175026629	0.593179623805	0.628619706162	0.604025783316	0.599442870733	0.617557191188	0.627436702622	0.708988696466	0.613855390469	0.568342286064	0.612112281405	0.608289225458	0.601543080027	0.587948092653	0.66825295967	0.63377579871	0.593687358713	0.615365438147	0.633296632658	0.5956900057	0.603065523591	0.629361630884	0.603209512644	0.607808390575
CS.161	0.657322871292	0.70515121593	0.681440705166	0.682261831589	0.632792742122	0.664735733513	0.603718196606	0.691101434672	0.640545364121	0.656910828657	0.630013508223	0.645064528942	0.641413091843	0.647193276414	0.606823666438	0.576400943983	0.652870781843	0.624119053105	0.569052750917	0.577115966734	0.65709831105	0.587286118886	0.589078560867	0.607634690321	0.546500879042	0.55753899814	0.627603537416	0.586849383451	0.64395460822	0	0.580003635292	0.613123987482	0.516953955343	0.531019220614	0.577815403871	0.623067305483	0.58822832581	0.520531465483	0.658610244411	0.560645976568	0.569422443469	0.578726599809	0.596444476616	0.597924322948	0.527245667795	0.568574565124	0.588253770365	0.587449895908	0.594912210795	0.581120980087	0.544310410101	0.614951033508	0.620661006465	0.548071658145	0.586687511037	0.634107810812	0.64122844591	0.589375623471	0.60611449723	0.620236830693	0.555822911021	0.652772614359	0.641152715028	0.657474596922	0.648167248477	0.691359213501	0.649428321097	0.662446486211	0.623236997251	0.677485439322	0.651542597066	0.64881949973	0.666565626527	0.582786941562	0.66833076563	0.712607605484	0.703392433295	0.707036938793	0.727505837953	0.674110535134	0.681359024814	0.689501589852	0.669671047363	0.702335955842	0.714830088563	0.660762037296	0.702579139857	0.671350196574	0.713323114646	0.680018691496	0.650771920675	0.624995288829	0.580662149196	0.678990824266	0.631286720058	0.627686628107	0.655701875992	0.615560994281	0.631625165361	0.62454577868	0.638343948839	0.647500332013	0.696108171521	0.670370963477	0.533449602374	0.580706819523	0.620813934361	0.605462148372	0.607133402168	0.622527604149	0.55732730664	0.57727500245	0.615333911241	0.636587385442	0.664549375953	0.565542738405	0.567499188734	0.587170644715	0.586013172151	0.61405935952	0.56178177805	0.544513868587	0.591315364268	0.657360378088	0.623561965979	0.638072108736	0.575922713567	0.569335636889	0.550135459522	0.537526340703	0.594537433481	0.530422863571	0.551750254929	0.550651335307	0.564964743824	0.586449599411	0.597210579822	0.56684841204	0.594636832083	0.62567600862	0.601866758815	0.584574247099	0.583454610503	0.587764327489	0.65508820787	0.670713703732	0.69964761094	0.706952267335	0.656132657377	0.624968749282	0.641075115855	0.644510568845	0.648670564125	0.656342506171	0.693802905174	0.65990986131	0.66662085453	0.676739659507	0.586635317036	0.694714713968	0.651359797899	0.697501169694	0.725864931362	0.676755139666	0.683460244035	0.695379694363	0.653521511324	0.709106216818
CS.292	0.584947725009	0.618668667759	0.587546139732	0.615669406604	0.599678016148	0.571505744732	0.552590362402	0.629999375361	0.591654630023	0.596703614987	0.548314762985	0.647880252351	0.571918975596	0.629601118785	0.538166960613	0.600569389949	0.564403451052	0.601761873559	0.590757224488	0.541105694199	0.673526818597	0.533390529903	0.574199785055	0.534478312811	0.532524561846	0.620109655754	0.595986672512	0.566549396993	0.598438455594	0.580003635292	0	0.46353620181	0.501729828511	0.57421712527	0.630707274045	0.55645259045	0.561872597642	0.567310218989	0.602352593664	0.576911081107	0.588926118401	0.653123102105	0.544560693042	0.611278348595	0.573888754549	0.534843443638	0.537724431742	0.617165324479	0.599351178466	0.534544402675	0.57056433975	0.555876273075	0.562597236873	0.568380242013	0.540593748726	0.646100592838	0.570762707039	0.600979940479	0.545637900652	0.576651183771	0.602211901315	0.594879174964	0.605168189753	0.642475366543	0.623998210092	0.621381447229	0.607072409065	0.645868295271	0.586245206859	0.604672197365	0.606716032407	0.613337999927	0.601698872091	0.580961552991	0.605261008175	0.649509793762	0.605003760789	0.611797827018	0.633231850926	0.590335512149	0.638275597429	0.604064127355	0.619356006699	0.638526208786	0.635137874797	0.610700960234	0.627028202256	0.593332214054	0.622756125503	0.611867897682	0.69128547591	0.630259332074	0.540452519851	0.642204438533	0.557223544097	0.538965381906	0.587336247994	0.585512396762	0.608849792305	0.582714082372	0.649695889195	0.556790519357	0.561228879212	0.580669870239	0.525762021784	0.571677187007	0.568748039954	0.571143051772	0.640291054788	0.623577922118	0.547201276086	0.556842802969	0.64367506677	0.511301781892	0.689299807633	0.622996524221	0.568704560632	0.600978506984	0.612000106691	0.63932531157	0.56419129984	0.569900032079	0.494860640821	0.615867625792	0.645699243688	0.633114668279	0.542665935584	0.58966707686	0.575489890561	0.544100367129	0.636451429731	0.561792092003	0.559238026743	0.569934119689	0.601377705096	0.522327798823	0.553953850192	0.547706320025	0.546128983121	0.648592736037	0.590982669237	0.562766314111	0.544850763623	0.584746589647	0.622258125817	0.579026663304	0.609458904666	0.619448338933	0.616789291402	0.624370189504	0.639712222671	0.657414153685	0.630151044598	0.579614922297	0.615570581119	0.607240864108	0.621565663321	0.635842646045	0.614403438875	0.639619530884	0.602742200485	0.658190849865	0.635265937183	0.61183506128	0.636053140578	0.680196581984	0.598703293402	0.615819690121
CS.232	0.49515727799	0.554591784444	0.482129584987	0.551244960605	0.575735591339	0.542848365897	0.537413975052	0.604515817185	0.55514859549	0.50900916494	0.502843517644	0.627277032589	0.53444520069	0.631419655243	0.504795962751	0.598473320863	0.479872335203	0.599283971809	0.602832058494	0.565452160077	0.695398894961	0.567397502809	0.613038420048	0.487598359882	0.579509001182	0.663847138238	0.571425647678	0.64322724276	0.554568074945	0.613123987482	0.46353620181	0	0.507194667933	0.619193726865	0.674268245314	0.518560978016	0.581881457388	0.613648675992	0.590248898557	0.632317360419	0.644660067352	0.691525692572	0.55665271544	0.643015914916	0.618801210315	0.590784754742	0.571305940509	0.619892525385	0.644376584511	0.550079904992	0.608333551423	0.561085319011	0.600699779359	0.617103788518	0.56973227786	0.683334088373	0.550788693783	0.67868692002	0.570923874149	0.559150737885	0.657102144384	0.568311622519	0.580710409024	0.639840089232	0.576280162113	0.577674200556	0.587007502911	0.668270730323	0.555225801879	0.561044566589	0.56139659693	0.586343891261	0.571916895754	0.609685887448	0.580569944718	0.589354741657	0.543229492743	0.542536823112	0.552037430904	0.550922138754	0.570598230272	0.538985074013	0.568342575785	0.581364516589	0.545990497581	0.566818372976	0.559025492128	0.544433734414	0.554381557693	0.553411307652	0.678548504512	0.597868191615	0.576547549132	0.605971642246	0.492216875338	0.497321363545	0.532360095045	0.533356395516	0.603212624168	0.543392973099	0.668336268861	0.470414494279	0.517100637959	0.521258210533	0.533609731545	0.552886397744	0.595758764234	0.590214235864	0.666420445631	0.613293062065	0.590549153135	0.578091345306	0.654979535138	0.466943378104	0.740640147362	0.684199706537	0.625013327415	0.634502949283	0.653994169653	0.627387624472	0.632526443548	0.570960990965	0.530866423754	0.569558084957	0.724333449168	0.634657668838	0.549015359309	0.626202825007	0.659671890571	0.601669380598	0.641959304141	0.547164237833	0.584802239543	0.618520257819	0.643003821219	0.584449945761	0.56438302526	0.58463791583	0.588393752175	0.675007964409	0.605993989678	0.574624149433	0.574606756187	0.659888418954	0.618854371098	0.560206804114	0.546441635433	0.57055657336	0.581461040516	0.604484658005	0.644261935255	0.703623644252	0.601147101527	0.540741363303	0.545784097942	0.588586762687	0.590185869993	0.575432190469	0.63129272381	0.582992606466	0.541267428649	0.631713222011	0.570492314016	0.53907845103	0.587082113513	0.639953201613	0.538875653697	0.552961186384
CS.136	0.591113103636	0.648641747406	0.60928701007	0.629563827483	0.603243593865	0.60652465219	0.562038652241	0.647370139801	0.583686613651	0.575927281996	0.548350623564	0.635921181515	0.587872987424	0.628486586621	0.560109589017	0.578890207979	0.582603557139	0.605195616082	0.572866126734	0.548000518817	0.659186477961	0.550234778003	0.577355833479	0.476951211098	0.526198479504	0.582523764153	0.571165158595	0.574559366502	0.572968416316	0.516953955343	0.501729828511	0.507194667933	0	0.560640953503	0.610503083907	0.57262501379	0.521955719768	0.555571850293	0.625762623595	0.571965792018	0.572938520851	0.630298473582	0.557311963128	0.58708327939	0.573437206374	0.569933587274	0.552410901412	0.592085585589	0.623138958101	0.546325581568	0.560250558267	0.564050367011	0.569108695332	0.563600094838	0.535536646105	0.6600464945	0.597028158913	0.612961871298	0.558185043407	0.585640880141	0.598598485312	0.587627837368	0.585997802615	0.627437757342	0.603091400354	0.641238100397	0.593350058041	0.662331195151	0.601736196714	0.60171603746	0.60156140631	0.610943925327	0.614022180408	0.569592192048	0.614197607564	0.653691197402	0.64193837017	0.645797004465	0.673077267065	0.63491478068	0.631140597486	0.634098133773	0.643284461164	0.654146833415	0.661749538147	0.639953417342	0.659409050303	0.613927526377	0.662964138155	0.628012553482	0.653466017512	0.59537892913	0.552692623271	0.662766056719	0.548744127779	0.567237858169	0.607632868862	0.570763700771	0.617508006549	0.596155055685	0.663624897769	0.554307492627	0.657476488346	0.600626040197	0.521341002975	0.53206855853	0.588441415862	0.5679940898	0.599637891165	0.608907771152	0.525913351688	0.539183918998	0.598369166904	0.580926814717	0.700619605552	0.607327660512	0.551270382295	0.594199930161	0.601757588437	0.607258823807	0.579163358197	0.533538777731	0.549760057745	0.622672532184	0.651941644713	0.63522076944	0.5245003337	0.590549458364	0.578307623964	0.538739572018	0.606997584566	0.491538272483	0.537717782775	0.541853940003	0.576694640801	0.543567752205	0.569221803178	0.566630269217	0.575824701674	0.636080106271	0.589209244262	0.567639609512	0.566880008733	0.620695945012	0.628779967913	0.621150988828	0.642960925131	0.652144960285	0.615591315968	0.597726893226	0.638813943981	0.662219063443	0.606699391963	0.607232738005	0.630634935643	0.60961338009	0.628867813785	0.617721549504	0.608459710618	0.657972974293	0.609474144617	0.679238434093	0.665175484608	0.634689913165	0.642505302596	0.668564657823	0.606519449858	0.658514815083
CS.125	0.679071408911	0.690580701214	0.682192160574	0.71067518382	0.608048133486	0.625691803084	0.604635058214	0.672771753537	0.613337360599	0.636985678069	0.660620534074	0.664624441451	0.624679585992	0.664188001184	0.629300096612	0.613063794953	0.636875069852	0.53366096451	0.618334543664	0.517196139338	0.626791291162	0.553927785118	0.608206028406	0.634809642003	0.484441016595	0.540868859867	0.658979258739	0.52113245619	0.674187457836	0.531019220614	0.57421712527	0.619193726865	0.560640953503	0	0.512243308606	0.545790698674	0.58001110795	0.481226515523	0.619286834698	0.480710552285	0.535376679329	0.56225060856	0.514613082084	0.647980104185	0.537983379342	0.482853098764	0.514223849193	0.562932869782	0.559106297063	0.50040051622	0.469515069868	0.541710097131	0.586723976197	0.480804526923	0.51995755405	0.582539859757	0.589095630821	0.566036622524	0.582942890373	0.58837707282	0.530828514095	0.578452421335	0.570589862074	0.67207378552	0.620841444169	0.666985381404	0.601035269264	0.637386611617	0.599829552834	0.628657766127	0.604338015047	0.568176419413	0.605589397778	0.506180500684	0.678809560132	0.664194086682	0.648715344594	0.684050848296	0.69353218238	0.614315558583	0.632258078015	0.65560803527	0.623111795808	0.69236688865	0.673372501003	0.619497661529	0.684210830964	0.618633582687	0.65866620059	0.62052846534	0.686756594805	0.637977589019	0.605529145214	0.706726057736	0.645624403038	0.645579229177	0.620265452101	0.626284627999	0.605611658364	0.647272918358	0.619183804733	0.651133370675	0.686050848466	0.595776240129	0.590004212973	0.638545288126	0.578905720644	0.623979869504	0.586286357844	0.619885624128	0.507100792131	0.499413364189	0.69827820425	0.68103745541	0.639360118396	0.557541417542	0.604561607703	0.554671895459	0.525465466997	0.645224365713	0.514226924329	0.594521078065	0.551245534235	0.626694323907	0.5570387202	0.629955988092	0.59674567588	0.507250710087	0.567358022807	0.484210757331	0.579454384232	0.592245890882	0.466959863723	0.480528869595	0.554211557342	0.511365003599	0.534400521629	0.479541553959	0.524145759981	0.591854153281	0.607107783433	0.528384055961	0.530768442891	0.556041014662	0.652947276198	0.633147525914	0.662031324512	0.669888857093	0.630021379171	0.561347149103	0.590255116188	0.590018516385	0.595647678093	0.649350008573	0.651239325303	0.622652508218	0.629659584155	0.644043084877	0.563548741085	0.645534377275	0.615399426534	0.662745226126	0.696327388725	0.623048811231	0.66437528335	0.651722558928	0.596173311138	0.660105778302
