CS.174	CS.084	CS.295	CS.039	CS.093	CS.314	CS.037	CS.003	CS.036	CS.035	L.006.M1	L.008.M1	CS.313	L.012.M1	CS.009	CS.305	CS.042	CS.371.1	CS.154	CS.287	CS.137	CS.058	CS.066	CS.269	CS.161	CS.229	CS.373	CS.377	CS.115	CS.327	CS.205	CS.378	CS.126	CS.374	CS.125	CS.041	CS.213	CS.380	CS.292	CS.224	CS.376	CS.136	CS.375	CS.236	CS.203	CS.166	CS.129	CS.183	CS.359	CS.256	CS.268	CS.372	CS.147	CS.348	CS.395	CS.386	CS.349	CS.182	CS.385	CS.389	T.CS.048	T.CS.082	T.CS.089	T.CS.062	T.CS.059	T.CS.041	T.CS.001	T.CS.072	T.CS.035	T.CS.085	T.CS.058	T.CS.007	T.CS.079	T.CS.014	T.CS.046	T.CS.139	T.CS.123	T.CS.121	T.CS.105	T.CS.177	T.CS.124	T.CS.147	T.CS.115	T.CS.110	T.CS.104	T.CS.106	T.CS.156	T.CS.180	T.CS.120	T.CS.161	CS.088	L.024.M1	CS.006	CS.242	CS.238	CS.110	CS.015	CS.246	CS.356	CS.237	CS.087	CS.241	L.034.M1	CS.085	CS.082	CS.364	CS.233	CS.336	CS.345.0	CS.078	CS.304	CS.212	CS.308.0	CS.358	CS.338	CS.164	CS.188	CS.113	CS.311	CS.187	CS.318	CS.227	CS.202	CS.163	CS.339	CS.321	CS.331	CS.322	CS.361	CS.285	CS.343	CS.112	CS.223	CS.320	CS.194	CS.326	CS.393	CS.370	CS.253	CS.270	CS.390	CS.255	CS.262	CS.145	T.CS.045	T.CS.031	T.CS.055	T.CS.064	TFS.022	T.CS.043	TFS.025	TFS.020	T.CS.049	T.CS.026	T.CS.061	T.CS.066	TFS.027	T.CS.036	T.CS.008	T.CS.142	T.CS.152	T.CS.095	T.CS.151	T.CS.141	T.CS.158	T.CS.166	T.CS.157	T.CS.109
CS.161	0.702034855925	0.634756824735	0.606880287169	0.612522411956	0.678728926677	0.640545364121	0.598913505693	0.659130350265	0.593451529911	0.630013508223	0.670333805595	0.596471571127	0.682191563258	0.691101434672	0.532651613718	0.671920767949	0.576400943983	0.630589525419	0.630513933209	0.587286118886	0.646221328954	0.567860403124	0.662919224105	0.620557774897	0	0.548617447102	0.565298308728	0.577115966734	0.589078560867	0.635073070475	0.577815403871	0.621050399251	0.623067305483	0.527245667795	0.531019220614	0.58822832581	0.569422443469	0.66569228528	0.580003635292	0.635973163467	0.520531465483	0.516953955343	0.574411826705	0.597924322948	0.658610244411	0.620655516661	0.620236830693	0.589375623471	0.602381741437	0.582921150407	0.620661006465	0.578582019587	0.548071658145	0.599445877445	0.60611449723	0.634107810812	0.614951033508	0.588084224416	0.586687511037	0.544310410101	0.638068997631	0.666241172539	0.639235417389	0.667428713122	0.66833076563	0.651542597066	0.608128278379	0.657601514553	0.677485439322	0.651426195633	0.666565626527	0.612937878438	0.555822911021	0.624165663905	0.582786941562	0.723663359176	0.669933231564	0.669671047363	0.701231091855	0.708736114642	0.681263082197	0.734824649885	0.714748076486	0.689501589852	0.714830088563	0.73728119081	0.660762037296	0.658816473316	0.656407317687	0.67055593822	0.650771920675	0.691864214784	0.615560994281	0.655701875992	0.62454577868	0.580662149196	0.678990824266	0.670370963477	0.638343948839	0.533449602374	0.624995288829	0.696108171521	0.631625165361	0.631286720058	0.647500332013	0.565542738405	0.636587385442	0.615558524456	0.574907369951	0.622527604149	0.61405935952	0.610391528055	0.567499188734	0.612494905653	0.579317846531	0.615333911241	0.626389423521	0.637959749374	0.605462148372	0.546209868817	0.537526340703	0.618638131421	0.638072108736	0.530422863571	0.594537433481	0.657360378088	0.591315364268	0.56178177805	0.564964743824	0.550135459522	0.569335636889	0.497349767336	0.551750254929	0.589311109927	0.623561965979	0.56684841204	0.601866758815	0.594636832083	0.62567600862	0.586449599411	0.584574247099	0.583454610503	0.587764327489	0.597210579822	0.66602484956	0.656132657377	0.65990986131	0.670713703732	0.69964761094	0.676739659507	0.624968749282	0.693802905174	0.586635317036	0.644510568845	0.648670564125	0.706952267335	0.66662085453	0.656342506171	0.641075115855	0.695379694363	0.651359797899	0.725864931362	0.694714713968	0.697501169694	0.676755139666	0.653521511324	0.683460244035	0.709106216818
CS.229	0.677955757961	0.64835289112	0.582702620025	0.631810224548	0.674132803211	0.630008449803	0.574986703909	0.678950441462	0.573511077607	0.611693290647	0.665331755826	0.612270484436	0.663555582928	0.6543825711	0.57079005029	0.634582818027	0.590023589327	0.576097922386	0.645236143517	0.554345121373	0.586230959219	0.549164240789	0.661217007072	0.656315829586	0.548617447102	0	0.535989956474	0.579241426529	0.602977473794	0.639948341527	0.602268636534	0.668920631184	0.558414879062	0.583983685143	0.548011003198	0.569167592642	0.576754293222	0.604502102641	0.558246543062	0.676746815329	0.513568134137	0.525403283988	0.547011845152	0.633749077905	0.615412319854	0.579409084393	0.60697084198	0.596413374108	0.665817525031	0.577444935115	0.605134994872	0.544022420548	0.572518912057	0.574391201309	0.574884993575	0.643699751195	0.538582372413	0.546499497613	0.559898066959	0.546518997256	0.59914354097	0.628946653058	0.588492876468	0.62691106463	0.64820937475	0.594348066245	0.618504366986	0.620826916328	0.590533969322	0.61195427649	0.608507778823	0.60385993602	0.550550644265	0.613449394542	0.551285647235	0.691180258528	0.602776326765	0.64398337771	0.703890948144	0.667450968324	0.673996847603	0.699270123332	0.690340312479	0.65452066659	0.670771403032	0.706378396107	0.638721396671	0.65645618125	0.6147774675	0.660874873931	0.655422486951	0.697311846753	0.611950861092	0.617947993822	0.606110747736	0.5899421099	0.676985712734	0.633208032831	0.640236732604	0.572352424369	0.612067799076	0.659045143528	0.624391529982	0.622960894396	0.642099009861	0.574566168732	0.660866874888	0.541249976858	0.621719974431	0.583458013103	0.610783641463	0.612362490416	0.571175033019	0.624859281652	0.585826740442	0.675623952289	0.601489272405	0.621536305318	0.574480812053	0.528329706419	0.525718133875	0.649810844268	0.617784225213	0.56857390516	0.591267523188	0.626610562133	0.575848177569	0.565607439645	0.560073238	0.58637447876	0.580688336181	0.555451141045	0.527605202875	0.535413235521	0.627232609867	0.581671170548	0.597893836993	0.537794838495	0.665105352025	0.54956911872	0.573207582134	0.568038163271	0.583820300931	0.545425218823	0.605870606047	0.624577926322	0.620315354938	0.613327131621	0.650944609096	0.629156471201	0.579312763363	0.654159600148	0.597516107932	0.638146358983	0.562271531149	0.683107806312	0.606542654606	0.653178319499	0.577155931414	0.669853778128	0.599811169607	0.69488491234	0.666129908653	0.677692331371	0.63377855345	0.616587285388	0.65479514909	0.683193695242
CS.373	0.614115924889	0.594196617241	0.553695999588	0.616737788345	0.628577483874	0.589211356045	0.620367056021	0.617567269465	0.567549496896	0.610637286175	0.610736439521	0.559577212024	0.598983639998	0.616868938208	0.540512996769	0.605804826992	0.610060634379	0.583289977636	0.67947313996	0.519202958162	0.541011766104	0.544175680802	0.63831987909	0.642107449342	0.565298308728	0.535989956474	0	0.536434141787	0.621943490348	0.639989338482	0.560312592306	0.631181176993	0.541698643028	0.570941576896	0.496970475596	0.577679549805	0.558771938812	0.574964475379	0.535881480431	0.687667083607	0.534818098148	0.54241001328	0.566689402682	0.645038529659	0.596039654249	0.593551191943	0.583659691536	0.615582264271	0.630630227489	0.531025946562	0.589281853797	0.528806978685	0.500548385173	0.515095524592	0.561093557079	0.629353939796	0.540497371763	0.447264122493	0.520305276729	0.506011450615	0.570669760521	0.581924402604	0.551833170091	0.572382657966	0.627549096781	0.57670645657	0.589377503961	0.572786747575	0.535773221792	0.586675706019	0.57719407888	0.56635534819	0.555927784042	0.576401175649	0.522149172911	0.636004622178	0.555875374636	0.591964182817	0.643223645053	0.614576959947	0.597421204392	0.63090916957	0.616142137281	0.601252566204	0.62790984573	0.644138157804	0.594489628889	0.612663912169	0.58948861803	0.582476416376	0.669488421561	0.644914646503	0.564310713603	0.576286269026	0.59323393741	0.567904776643	0.6620565782	0.561563295459	0.618681536355	0.553836734678	0.6337558674	0.623579195307	0.590553049362	0.569010575585	0.57475785554	0.579770183447	0.618495197099	0.517041435892	0.651298636229	0.637575060487	0.648301328264	0.601108105627	0.603636214589	0.652921767598	0.547525091753	0.666220543337	0.603387612559	0.621425295236	0.612783490287	0.505881582186	0.498661890096	0.670413044414	0.626435805891	0.575507208053	0.586092966453	0.595729101633	0.520125511837	0.544420163973	0.578978694824	0.604590048136	0.552384628476	0.568141516804	0.502769144072	0.511996244215	0.610215200399	0.51871211496	0.626816240986	0.545832233906	0.643313473504	0.550826682552	0.571853814698	0.529107395408	0.566928523676	0.552861708972	0.576477417795	0.587349311729	0.568455026366	0.568679531815	0.609793962303	0.595550800374	0.55491575962	0.596518059821	0.530514774249	0.597807405076	0.585196706612	0.607081549591	0.586954551731	0.603439128033	0.580302987288	0.643060293976	0.562242002919	0.641139146819	0.634100394218	0.644305538287	0.581554060988	0.556293951729	0.599004333089	0.616963530205
CS.377	0.687655715997	0.644782589735	0.588003179256	0.670536651451	0.670029109896	0.643098339521	0.65710194137	0.652707085177	0.586468864014	0.640958282292	0.686293438329	0.632029432575	0.682330468638	0.70145794264	0.606428113755	0.623436073603	0.628188868592	0.634050150597	0.687539358	0.541148908961	0.60222029893	0.546414476168	0.687867008959	0.657296105314	0.577115966734	0.579241426529	0.536434141787	0	0.599279061805	0.696187791506	0.599799352095	0.652606864758	0.573873582825	0.578643875337	0.517196139338	0.603718943137	0.581193506679	0.626069695165	0.541105694199	0.663861100648	0.544429335685	0.548000518817	0.585818762364	0.631868599253	0.654659563281	0.509083437489	0.585122843792	0.575929108278	0.614688669015	0.526096049503	0.540688561395	0.497107799613	0.539200805758	0.530849681722	0.514470716716	0.63949584718	0.520648520407	0.502467493519	0.481464513315	0.529410142114	0.649984985169	0.6624048408	0.604030312087	0.645044820982	0.641699985609	0.623815606275	0.616953308101	0.609026912327	0.619388769344	0.636631501845	0.618712916595	0.611153557847	0.575626176908	0.60310044824	0.588306083692	0.68522871947	0.630493790087	0.625369448411	0.660998951704	0.676206102318	0.659918040349	0.696341332494	0.68081721428	0.657885872862	0.675412487106	0.70891766977	0.67185634932	0.645788998934	0.657423459916	0.630698759943	0.735417538207	0.722386584873	0.643804522592	0.641965090431	0.652845723008	0.625017276977	0.738218842525	0.61443080809	0.671729455244	0.572694412901	0.675595681286	0.700132309901	0.651836714969	0.640561860222	0.613349670293	0.588156454509	0.649415808789	0.565520524992	0.652683190845	0.690443113047	0.620851741961	0.629131199867	0.614844368383	0.638119755118	0.543355640113	0.693420776703	0.620055941648	0.682802433094	0.659917717481	0.523413684992	0.523607561838	0.675095465146	0.667209002822	0.581320177674	0.637883325508	0.66516554537	0.530283532376	0.570085118995	0.599503797623	0.582365882678	0.575798394671	0.603532020646	0.505869136403	0.534118549456	0.656723886543	0.538923259336	0.585760756164	0.528240419074	0.620459734975	0.532914489534	0.513241985148	0.532542752501	0.609051693971	0.560684292193	0.662256811033	0.665744400256	0.647217035638	0.65025876151	0.650043305591	0.664028535632	0.642081861583	0.656861851507	0.624990972901	0.642582468511	0.634654221751	0.680356097368	0.690874466037	0.641550143998	0.668382186281	0.727102469365	0.629245259924	0.702517152429	0.700122697591	0.735987673843	0.647866523434	0.630516761162	0.69222009688	0.675020936801
CS.115	0.711307791467	0.610684639184	0.666821779789	0.597382107506	0.622581535729	0.644783691695	0.624800647792	0.639831851941	0.61278134779	0.617025019348	0.653880382989	0.670669956119	0.680488946313	0.693992311935	0.59578216406	0.682938962826	0.654751705585	0.66387748052	0.617323136556	0.60102244088	0.679094132589	0.561488379877	0.635796784316	0.663369514492	0.589078560867	0.602977473794	0.621943490348	0.599279061805	0	0.662663332275	0.677243208082	0.613638980297	0.645044549224	0.609359985093	0.608206028406	0.579824048455	0.618545282036	0.67238095084	0.574199785055	0.690109891534	0.602429334204	0.577355833479	0.647417553636	0.615024304418	0.677375977182	0.656573539446	0.631649329603	0.619393871735	0.638045202412	0.631752677482	0.631714094561	0.645739799961	0.62734952079	0.633938653738	0.613750667857	0.649244974985	0.629615960947	0.632316223208	0.629455023874	0.623219705938	0.639903040968	0.681264102311	0.680950470367	0.679966134096	0.618994071344	0.646598470202	0.612110400076	0.660837799591	0.655785138328	0.669213025625	0.650547766223	0.649608809004	0.602651789894	0.651814865877	0.593501056072	0.718558283041	0.689597688408	0.679550125384	0.647549518214	0.704755791878	0.667579941121	0.721818510051	0.69647344351	0.677478734034	0.705263916283	0.733699033083	0.676476960707	0.654038317839	0.663030562125	0.635651499487	0.691958812023	0.714191729179	0.6273409241	0.662703168654	0.633332782357	0.561740113562	0.685599234804	0.661605955916	0.643336513439	0.550123220518	0.63128872166	0.685003782223	0.634730237807	0.605063898089	0.609275702737	0.591792018142	0.594874249129	0.637195683082	0.615196912685	0.667388855572	0.655981857279	0.644344545781	0.549578117472	0.63276007634	0.601472959268	0.579566167637	0.676992342859	0.648476177994	0.63754057123	0.610610684206	0.62310871969	0.674138895745	0.652085200723	0.548630094397	0.663235623909	0.678302325325	0.623578904887	0.634192187427	0.616329453375	0.593791729912	0.652914074386	0.554495595307	0.622102467245	0.629192660224	0.665633817004	0.600455704994	0.63283197978	0.601438980952	0.619341453584	0.634097045345	0.634746794905	0.638843307836	0.637724717439	0.657855364936	0.6788458133	0.674163869891	0.664135016037	0.676575811102	0.694391679498	0.678583958024	0.674371880008	0.68862370895	0.650091877671	0.619415803003	0.678610284509	0.70013691584	0.690891303214	0.63373751502	0.685692343893	0.718862773336	0.660298533534	0.710872484786	0.699961818449	0.697791449903	0.693317271025	0.675338975224	0.694742769008	0.706349813095
CS.327	0.575440969245	0.634150745311	0.647108725956	0.605724868538	0.592037163045	0.590471161523	0.650611944267	0.61682749863	0.660405423213	0.573959469693	0.591345755418	0.644846820808	0.565673292186	0.588280478109	0.613292553613	0.602906518631	0.608192644075	0.585988896504	0.726077755256	0.666778375925	0.599086897419	0.617065225206	0.557064164229	0.729521284369	0.635073070475	0.639948341527	0.639989338482	0.696187791506	0.662663332275	0	0.695483055178	0.652300597181	0.595718548627	0.646633819218	0.648757825876	0.644002357503	0.655906740264	0.600919224601	0.618725604731	0.726665673955	0.645193334702	0.630958380693	0.619457435201	0.680971773962	0.598417736736	0.697028112363	0.623903456192	0.732718104167	0.72877711963	0.672296539189	0.688242035363	0.666262662814	0.668620224608	0.675178015194	0.67605422096	0.696440368372	0.669496373576	0.646653404359	0.69357251042	0.653813061156	0.558508374531	0.575202296945	0.645784929629	0.56080894265	0.620148018085	0.582031790071	0.667535441039	0.624687199127	0.61522481361	0.575187416617	0.607207292296	0.62653637907	0.655151535297	0.587680712001	0.626877746795	0.621211975258	0.570533385348	0.647923445113	0.650142241315	0.619841117462	0.569204075847	0.583325727738	0.618618021826	0.589022816035	0.60198541608	0.606650876578	0.539206255091	0.609237938998	0.600505531458	0.598857011055	0.606794057815	0.565398921345	0.555109299093	0.567762830169	0.587424788176	0.64126713069	0.55025431339	0.606658625463	0.677353694575	0.632602524501	0.581874434504	0.575179121823	0.582024455142	0.607909846953	0.643399662197	0.697418634025	0.621576794461	0.607677453134	0.720966103414	0.549498181342	0.677147628142	0.669894456115	0.658346653166	0.752154184436	0.670699277671	0.684784306833	0.64330059694	0.542309316812	0.586179345872	0.636036897719	0.645655317605	0.740520957292	0.613531468992	0.621519612511	0.616197342551	0.553388675023	0.626039776262	0.696944809269	0.670330199212	0.686152889395	0.644873311961	0.593502606121	0.656984540216	0.611292345047	0.731769735053	0.639945961881	0.641612956879	0.677024079261	0.720873266716	0.659705564199	0.659984403509	0.643762841251	0.669105315435	0.641530389985	0.58085615823	0.551605778068	0.552483904736	0.564272054449	0.606356622714	0.576828296589	0.581670884041	0.575881002657	0.648310310037	0.703327306355	0.618012002629	0.582956092012	0.575285251021	0.580642072915	0.611577381655	0.580594177301	0.575414908566	0.580168439611	0.560731984389	0.527053266374	0.589692200674	0.589803640664	0.556375130655	0.605645311712
CS.205	0.688377068182	0.724500135555	0.581786742645	0.682372128268	0.740610436104	0.665795432557	0.670679276752	0.729588334138	0.659595168266	0.713736626953	0.707022680686	0.570435984341	0.71358531448	0.715071532924	0.58475121132	0.677659284649	0.661155987523	0.610646423089	0.665616068083	0.59845373714	0.629868038818	0.624193267917	0.713872672795	0.629018819967	0.577815403871	0.602268636534	0.560312592306	0.599799352095	0.677243208082	0.695483055178	0	0.634356453207	0.628550895092	0.559066578851	0.512243308606	0.665747177533	0.543388014563	0.642859469101	0.630707274045	0.579395264151	0.543462679948	0.610503083907	0.590948393799	0.699705501156	0.653127333818	0.605172611144	0.630350209605	0.591258773491	0.585566959666	0.546723656898	0.65288474936	0.583188711583	0.528469150911	0.646658446815	0.638565133657	0.61442279234	0.598581825474	0.581237845562	0.580831065539	0.559620972746	0.636897322215	0.678269174589	0.63298673204	0.684790293959	0.731442323696	0.668019619528	0.579845343049	0.669989036981	0.649630460867	0.658761401006	0.664944642541	0.584433150637	0.553817492074	0.679073845915	0.592474635956	0.724920564007	0.634325000082	0.680693806343	0.755356047253	0.713243215092	0.725225460818	0.726210207023	0.724247881257	0.713999476962	0.735342997659	0.72507924539	0.681477650681	0.722722470321	0.650149154887	0.687601116023	0.686882474082	0.714107515548	0.668878410664	0.685778643075	0.681128908936	0.623370114274	0.739698130858	0.655324317956	0.622337549079	0.617120467228	0.689572844122	0.712103837966	0.641731283791	0.701813797554	0.707365565279	0.554817972209	0.72903886606	0.624582111947	0.646940569152	0.677057459427	0.677739532908	0.59595770113	0.665858790734	0.548590145619	0.637424503819	0.72437404525	0.596346379052	0.660536109816	0.665878997208	0.536967700344	0.488963710088	0.596728787082	0.664727299884	0.638072943171	0.611747500548	0.666798634374	0.600003882605	0.534328929119	0.596728556432	0.570753021918	0.517393129484	0.630305417872	0.551733487482	0.573926626493	0.507861384942	0.577714192053	0.667782941991	0.598910777087	0.605419171078	0.573930889421	0.585367315984	0.583800090098	0.604831565215	0.608411231535	0.675327529858	0.663276839507	0.658106998764	0.672956164083	0.711748798252	0.674539607268	0.59678274544	0.702385164949	0.568698592535	0.622977392142	0.624474041156	0.717920826878	0.670768641962	0.715262898703	0.616164894054	0.683326874632	0.664473484453	0.730440845146	0.678068647796	0.699527870899	0.672268845771	0.67185356603	0.703473977394	0.711993039235
CS.378	0.700516648932	0.672961459278	0.684516399067	0.626306254851	0.695866983798	0.626201996876	0.669173180076	0.695550293509	0.66614635508	0.658141725416	0.682550175276	0.652918958652	0.701442878598	0.708666244291	0.613109928489	0.691659127691	0.624916757028	0.627649879644	0.645379495836	0.663088874889	0.696209529153	0.617830208154	0.64192829797	0.65631475406	0.621050399251	0.668920631184	0.631181176993	0.652606864758	0.613638980297	0.652300597181	0.634356453207	0	0.662741357554	0.610232820205	0.614279151326	0.638220654991	0.5914918817	0.68864177977	0.629828534639	0.643010901638	0.604797653711	0.626516132753	0.611350610664	0.656506725747	0.6858486823	0.661415747549	0.642469314924	0.611905245732	0.608404301006	0.624294471614	0.640698413223	0.642111696549	0.607048047375	0.683072913975	0.642763117029	0.615123864711	0.657767967742	0.659789183647	0.661734183527	0.604371564004	0.658667163647	0.666599103996	0.683887536649	0.682039260286	0.660283897183	0.675619352838	0.636205491658	0.681825058803	0.677147013543	0.6749595864	0.655384108188	0.65687793964	0.631428884225	0.67544983739	0.643958264397	0.733512472526	0.675221949306	0.708051393461	0.707344692574	0.699592033084	0.658978795714	0.718853436933	0.717912670471	0.707047133256	0.719926459177	0.734700584967	0.663439497039	0.660688960469	0.685209834863	0.670706055598	0.659267759821	0.681847729119	0.651962485447	0.667418755751	0.670714537062	0.635822751993	0.69912312318	0.662219992538	0.646561001727	0.60265345383	0.64785790325	0.705114222158	0.663078617522	0.667474627777	0.670803511121	0.612167196431	0.655686452975	0.643633602454	0.623047324067	0.670438231979	0.659978924838	0.644030261612	0.619153679176	0.664323220112	0.636275670558	0.65795951347	0.655704521882	0.66563875273	0.656535345822	0.61826109278	0.616230008739	0.645587286975	0.631785460831	0.589537489956	0.618560314429	0.643486654301	0.650475135353	0.622961469496	0.613331990916	0.616866170739	0.611660340002	0.583448174296	0.629549520518	0.620949225525	0.656431325666	0.609051332234	0.643984076462	0.650667515088	0.511180193812	0.621300259198	0.636840500413	0.628781090926	0.619752591543	0.67103232461	0.675698106272	0.655883364406	0.694981154016	0.684054719092	0.707741106323	0.683325401867	0.667279417054	0.710897239102	0.661108002457	0.660847537252	0.688061389291	0.699367540171	0.702671971568	0.64504869069	0.673698410203	0.694991866464	0.664948491803	0.725185964899	0.694781824144	0.675027226461	0.695801311311	0.685539564965	0.666034351298	0.711517231602
CS.126	0.502940990295	0.595129125479	0.53101001999	0.615131780952	0.573819721176	0.554591531005	0.653132313713	0.583071653433	0.615997640292	0.556682074529	0.581686930655	0.616701998963	0.544803411308	0.567923830373	0.616946677379	0.484046455758	0.588289869865	0.529782732428	0.726534240323	0.541744191226	0.435596733403	0.538841107201	0.601871581483	0.715399399155	0.623067305483	0.558414879062	0.541698643028	0.573873582825	0.645044549224	0.595718548627	0.628550895092	0.662741357554	0	0.612111975816	0.545790698674	0.596199889422	0.616184067755	0.458232284469	0.55645259045	0.713095141561	0.553441590319	0.57262501379	0.539055275194	0.695612850944	0.494174155348	0.594184299798	0.560786466984	0.660727288477	0.667617626856	0.56491629721	0.623983178501	0.538477690209	0.580386179182	0.51850057953	0.551852840886	0.66651615454	0.527383212978	0.47176658191	0.549090606434	0.543577613157	0.51926381064	0.512526065609	0.523369487581	0.496097599132	0.635327120547	0.502594803182	0.661083245947	0.504001074381	0.482726753938	0.488532540099	0.528644794978	0.575998154076	0.596670412062	0.523764867324	0.540144230515	0.540253854429	0.497677439109	0.524718421619	0.6349518106	0.531469057882	0.536847106627	0.559331150482	0.532489329462	0.543586990576	0.530756803306	0.53562965925	0.520907049874	0.578943936258	0.501654370382	0.568098240917	0.676424227253	0.593563572355	0.543559822921	0.480954954756	0.575365034883	0.607719398354	0.624035865601	0.51169015511	0.640630256903	0.615190787875	0.594501792626	0.559699088986	0.580134864072	0.551469531556	0.552050696708	0.653116803697	0.597237178565	0.497874053429	0.726293163117	0.571370490195	0.651568243604	0.567688684961	0.646895017306	0.695416959321	0.56484781846	0.726782088089	0.516892436368	0.543328295999	0.582822049463	0.525908593652	0.560276583102	0.731034888173	0.583140845341	0.609283521587	0.584557029029	0.505710698232	0.499813478737	0.60335952873	0.591385691215	0.680258606378	0.570490603616	0.613218184447	0.536617707392	0.493218106219	0.671321621697	0.538313315108	0.596498929366	0.556825053337	0.673851172643	0.560792903505	0.556424365574	0.515626644049	0.589224053919	0.445022937173	0.528391171788	0.524513726527	0.551704065838	0.485245070097	0.497998883193	0.500815008865	0.491136714605	0.497566094858	0.585985892422	0.650369835198	0.504417974845	0.533472640129	0.495308838313	0.579540252095	0.502327013271	0.563593872479	0.459577333462	0.570927809947	0.509144878701	0.580515290104	0.483904215352	0.494565530605	0.552943480427	0.532452418289
CS.374	0.669115601263	0.659568335551	0.610209560479	0.629844703051	0.684294348461	0.630817977321	0.644844505024	0.672526981856	0.637911534202	0.632917191837	0.657484039625	0.602446646202	0.670260835993	0.68712316321	0.56145435054	0.654784088672	0.587974975568	0.622908734305	0.645518656861	0.556920043629	0.63344945187	0.59277525266	0.674146511434	0.655188426592	0.527245667795	0.583983685143	0.570941576896	0.578643875337	0.609359985093	0.646633819218	0.559066578851	0.610232820205	0.612111975816	0	0.537983379342	0.620893417434	0.54124605561	0.654523208906	0.573888754549	0.624012694137	0.518802998396	0.573437206374	0.553424926435	0.629039892232	0.622615939	0.603702550131	0.592107650892	0.579335016591	0.616323269965	0.54631413856	0.605067393673	0.556102924514	0.548799639965	0.623122669166	0.576316693716	0.597054136789	0.568774206525	0.576709983524	0.554429763801	0.555785231034	0.617161266837	0.64319596225	0.625637106693	0.654840412069	0.677978071255	0.634100020704	0.574141155608	0.642480310232	0.644855335522	0.621916750802	0.633051975327	0.613488127091	0.56103499417	0.64250645812	0.581277552058	0.692150938962	0.632750677321	0.671615287245	0.699952110976	0.68985602765	0.655155359838	0.69488763144	0.677776911167	0.659941569101	0.694019835978	0.713363431462	0.645743093941	0.669588567505	0.641563575475	0.649040872204	0.696605233474	0.668226650756	0.648716889893	0.635308887769	0.650899631363	0.586603191766	0.699406971199	0.642074689029	0.658601987328	0.581999097278	0.650249046262	0.678434053414	0.624184791281	0.644630813152	0.656926382701	0.576001147655	0.645923689083	0.613610052719	0.640452654469	0.635963597212	0.653420037258	0.616283513775	0.610707277	0.601266903891	0.559316070979	0.661305263508	0.629857426148	0.656486527629	0.630097657898	0.551162367545	0.517881888762	0.630768362427	0.641061772404	0.605204452473	0.616797209377	0.638919692215	0.565130131674	0.543494405572	0.596910062016	0.576604315411	0.545321760268	0.575283462832	0.564628756424	0.550675970199	0.605476935323	0.549970112145	0.600852116359	0.571147483263	0.608035662525	0.567088970053	0.584119813534	0.541737842007	0.577648468128	0.571923866224	0.658964308933	0.631565752637	0.651380562117	0.65050833589	0.677997853247	0.666364997592	0.619007387332	0.674922919026	0.572004532834	0.646444186776	0.62943118816	0.685724567718	0.661080419796	0.64068919635	0.633315165068	0.678973496801	0.646469085614	0.693205079182	0.680498360125	0.6691847178	0.647163788363	0.623820486434	0.674644701724	0.68799866434
CS.125	0.65909608374	0.683980655451	0.553982220059	0.664345325942	0.704236536191	0.613337360599	0.643943756719	0.687922129063	0.62248574505	0.660620534074	0.667537762002	0.551915954246	0.658722126859	0.672771753537	0.531801221913	0.61085409469	0.613063794953	0.587043167725	0.667332717949	0.553927785118	0.581842276683	0.578539509975	0.685388265519	0.60410482251	0.531019220614	0.548011003198	0.496970475596	0.517196139338	0.608206028406	0.648757825876	0.512243308606	0.614279151326	0.545790698674	0.537983379342	0	0.58001110795	0.535376679329	0.60470766082	0.57421712527	0.625553837121	0.481226515523	0.560640953503	0.553239488034	0.647980104185	0.619286834698	0.559767759655	0.58837707282	0.566036622524	0.545144058493	0.501264324366	0.586723976197	0.49709921419	0.480804526923	0.557840130136	0.582942890373	0.582539859757	0.541710097131	0.490262326011	0.51995755405	0.469515069868	0.609540786297	0.6416070012	0.595499023605	0.638175710635	0.678809560132	0.604338015047	0.551322640328	0.622608568276	0.628657766127	0.593987048248	0.605589397778	0.539787562103	0.530828514095	0.624357130082	0.506180500684	0.683749613958	0.608720135908	0.623111795808	0.709860610274	0.665527981233	0.66495117297	0.686508937982	0.672976243588	0.65560803527	0.673372501003	0.6786296667	0.619497661529	0.651251552107	0.607162624407	0.619707439242	0.686756594805	0.666811211022	0.626284627999	0.620265452101	0.647272918358	0.605529145214	0.706726057736	0.595776240129	0.619183804733	0.590004212973	0.637977589019	0.686050848466	0.605611658364	0.645624403038	0.651133370675	0.557541417542	0.68103745541	0.550501029882	0.625794530285	0.619885624128	0.645224365713	0.568346604187	0.604561607703	0.569320415499	0.574054379842	0.69827820425	0.564799378529	0.651769325944	0.623979869504	0.470528456343	0.484210757331	0.656287035296	0.629955988092	0.592245890882	0.579454384232	0.626694323907	0.551245534235	0.514226924329	0.554211557342	0.567358022807	0.507250710087	0.589463221021	0.466959863723	0.483239488178	0.5570387202	0.479541553959	0.607107783433	0.524145759981	0.591854153281	0.511365003599	0.528384055961	0.530768442891	0.556041014662	0.534400521629	0.639382617196	0.630021379171	0.622652508218	0.633147525914	0.662031324512	0.644043084877	0.561347149103	0.651239325303	0.563548741085	0.590018516385	0.595647678093	0.669888857093	0.629659584155	0.649350008573	0.590255116188	0.651722558928	0.615399426534	0.696327388725	0.645534377275	0.662745226126	0.623048811231	0.596173311138	0.66437528335	0.660105778302
