g__Methanobrevibacter	k__Bacteria	g__Actinomyces	g__Bifidobacterium	g__Corynebacterium	g__Olsenella	f__Coriobacteriaceae	g__Collinsella	g__Senegalimassilia	f__Eggerthellaceae	g__Eggerthella	g__Enterorhabdus	g__Gordonibacter	g__Slackia	f__Bacteroidaceae	g__Bacteroides	f__Barnesiellaceae	g__Barnesiella	f__Muribaculaceae	g__Butyricimonas	g__Odoribacter	f__Prevotellaceae	g__Massiliprevotella	g__Paraprevotella	g__Prevotella	g__Prevotellamassilia	f__Rikenellaceae	g__Alistipes	g__Parabacteroides	f__Sphingobacteriaceae	g__Elusimicrobium	p__Firmicutes	f__Bacillaceae	f__Thermoactinomycetaceae	g__Granulicatella	g__Enterococcus	g__Lactobacillus	g__Weissella	g__Lactococcus	g__Streptococcus	o__Clostridiales	g__Colidextribacter	g__Flavonifractor	g__Flintibacter	g__Howardella	g__Intestinimonas	g__Pseudoflavonifractor	f__Christensenellaceae	f__Clostridiaceae	g__Butyricicoccus	g__Clostridium	g__Hungatella	f__Clostridiales.Family.XIII..Incertae.Sedis	g__Ihubacter	g__Mogibacterium	f__Defluviitaleaceae	f__Eubacteriaceae	g__Eubacterium	f__Gracilibacteraceae	f__Lachnospiraceae	g__Anaerosporobacter	g__Anaerostipes	g__Blautia	g__Butyrivibrio	g__Coprococcus	g__Cuneatibacter	g__Dorea	g__Eisenbergiella	g__Faecalicatena	g__Fusicatenibacter	g__Hespellia	g__Lachnobacterium	g__Lachnoclostridium	g__Lachnospira	g__Muricomes	g__Parasporobacterium	g__Pseudobutyrivibrio	g__Robinsoniella	g__Roseburia	g__Tyzzerella	f__Oscillospiraceae	g__Oscillibacter	f__Peptococcaceae	f__Peptostreptococcaceae	g__Intestinibacter	g__Paeniclostridium	g__Romboutsia	g__Terrisporobacter	f__Ruminococcaceae	g__Acutalibacter	g__Anaeromassilibacillus	g__Caproiciproducens	g__Drancourtella	g__Faecalibacterium	g__Gemmiger	g__Negativibacillus	g__Ruminiclostridium	g__Ruminococcus	g__Sporobacter	g__Subdoligranulum	f__Erysipelotrichaceae	g__Catenibacterium	g__Erysipelatoclostridium	g__Holdemanella	g__Holdemania	g__Turicibacter	g__Phascolarctobacterium	g__Megamonas	g__Mitsuokella	g__Propionispira	g__Allisonella	g__Dialister	g__Megasphaera	g__Veillonella	g__Fusobacterium	o__Victivallales	f__Victivallaceae	g__Victivallis	f__Kiloniellaceae	g__Oxalobacter	g__Duodenibacillus	g__Parasutterella	g__Sutterella	f__Desulfovibrionaceae	g__Desulfovibrio	f__Succinivibrionaceae	g__Succinivibrio	o__Enterobacterales	f__Enterobacteriaceae	g__Haemophilus	f__Spiroplasmataceae	g__Akkermansia
T.CS.121	0	0.000352750653390415	0.000304648291564449	1.60341206086552e-05	4.81023618259657e-05	0	0	0.0409832122757227	0.0214696874949893	0.00036878477399907	3.20682412173104e-05	3.20682412173104e-05	0.000593262462520243	0	8.01706030432761e-05	0.0557346032356855	0	0.0015392755784309	0.0355636795099973	0.000481023618259657	0.00650985296711402	0.0365417608671252	1.60341206086552e-05	0	0.170923725688265	3.20682412173104e-05	0	0.0298074302114901	0.00756810492728526	0	0	0.00338319944842625	0.000994115477736624	0.00254942517677618	0	3.20682412173104e-05	0.00152324145782225	0.000176375326695207	0	0.00109032020138855	0.0328539131271345	0.00333509708660029	1.60341206086552e-05	0.00274183462408004	0.000112238844260587	0.000432921256433691	0.000513091859476967	0.00109032020138855	0.0131960812609232	0.00452162201164077	0.0461461991117097	0.00641364824346209	0.00150720733721359	0.00638158000224478	0	0.00694277422354771	0.0059807269870284	0.0198823095547325	6.41364824346209e-05	0.0209084932736864	0.000128272964869242	0.00262959577981946	0.0058364199015505	0	0.00285407346834063	0.000112238844260587	0.000929978995302003	3.20682412173104e-05	0.000112238844260587	0.00335113120720894	0.000673433065563519	4.81023618259657e-05	0.00546763512755143	0.000304648291564449	0.00304648291564449	0.000352750653390415	4.81023618259657e-05	4.81023618259657e-05	0.00557987397181202	6.41364824346209e-05	0.00405663251398977	0.0102618371895393	0.000288614170955794	0.00033671653278176	0.0220629499575096	8.01706030432761e-05	0.0420895665977199	0.00856222040502189	0.0273702438789745	0.000304648291564449	0	0.00033671653278176	0	0.0306732727243574	0.00949219940032389	0.00149117321660494	0.00323889236294835	0.049994388057787	0.00827360623406609	0.0021485721615598	0.00965254060641044	4.81023618259657e-05	0.000448955377042346	0.00747190020363333	0.000416887135825036	0.00912341462632482	0.00112238844260587	0	0	0	0	0.0435647056937162	0	0.00242115221190694	0	6.41364824346209e-05	0.026135616592108	0.00394439366972918	0	0.000176375326695207	0.0141260602562252	0	0	0	0.000112238844260587	0	4.81023618259657e-05	0.00357560889573011	0.0109032020138855	0.00185995799060401	0.000962047236519313	0.00978081357127968
T.CS.105	0.0381161007667032	0.0174516246805403	0	0.00912741876597298	0.000912741876597298	0.0119021540708288	0.00233661920408908	0.0692953632712669	0.00591456736035049	0.00397955458196422	0	0.00416210295728368	0	0.000693683826213947	0.000438116100766703	0.0764147499087258	0.000511135450894487	0	0.000109529025191676	0.00116830960204454	0.000255567725447244	0.0143117926250456	0.00175246440306681	7.30193501277839e-05	0.00620664476086163	0.000511135450894487	0.00219058050383352	0.000620664476086163	0.000401606425702811	0.000292077400511135	0.000803212851405623	0.000401606425702811	0.00153340635268346	0.00211756115370573	0	0.000438116100766703	0.000657174151150055	0	0	0.000438116100766703	0.0370208105147864	0.00146038700255568	7.30193501277839e-05	0.0022635998539613	0.000547645125958379	0.00558598028477547	0.000146038700255568	0.00299379335523914	0.0255567725447244	0.0217962760131435	0.031069733479372	0.0031763417305586	0.00131434830230011	0.0094925155166119	0	0.0636363636363636	0.0190580503833516	0.0153340635268346	0.000839722526469514	0.015553121577218	0.000146038700255568	0.00412559328221979	0.0146768893756846	0	0.00744797371303395	0	0.00923694779116466	0	0.00018254837531946	0.00094925155166119	0.000328587075575027	0.000219058050383352	0.00193501277838627	0.000328587075575027	0.00018254837531946	0.000547645125958379	0	0.000766703176341731	0.00288426433004746	3.65096750638919e-05	0.00244614822928076	0.0252281854691493	0.000657174151150055	0	0.0152610441767068	0	0.0312157721796276	0.00522088353413655	0.040197152245345	0.00153340635268346	0	0	0	0.0345746622855057	0.00222709017889741	0	0.00109529025191676	0.00887185104052574	0.0202993793355239	0.00595107703541438	0.0128148959474261	0.0190945600584155	3.65096750638919e-05	0.0278568820737495	0	0.00474625775830595	0.00193501277838627	0	0.000547645125958379	0.000146038700255568	0.000109529025191676	0.00441767068273092	0.00018254837531946	0.000328587075575027	0.00387002555677254	0.00171595472800292	0.00215407082876962	0.00284775465498357	0.00127783862723622	0.00197152245345016	0.00230010952902519	0.000693683826213947	0.000985761226725082	3.65096750638919e-05	0.00456370938298649	7.30193501277839e-05	0.0248265790434465	0.000876232201533406	0.02701715954728	0	0.00105878057685287	0.0340635268346112
T.CS.177	0.0051870110384739	0.0306933876326224	6.43017897331476e-05	0.0052727467581181	0.000107169649555246	0.000878791126353017	2.14339299110492e-05	0.010459757796592	0.00237916622012646	0.0012646018647519	0	0.00225056264066016	0	0.0013932054442182	0.000278641088843639	0.00576572714607223	0.0115528882220555	6.43017897331476e-05	0.00171471439288394	6.43017897331476e-05	0.000707319687064623	0.010459757796592	0.00199335548172757	0.00165041260315079	0.119622762833566	0.000471546458043082	0.00501553959918551	0.000321508948665738	0.00113599828528561	0	0.0891437145000536	0.00769478083806666	0.000278641088843639	0.00306505197728003	0	2.14339299110492e-05	0.00565855749651699	4.28678598220984e-05	0.000364376808487836	4.28678598220984e-05	0.0188404243918122	0.0013503375843961	0	0.00992390954881578	0	0.000342942878576787	0.000171471439288394	0	0.0040510127531883	0.00450112528132033	0.00222912871074912	0.00443682349158718	0.000171471439288394	0.000750187546886722	0	0.0230200407244668	0.0110384739041903	0.0199764226770978	0.000492980387954131	0.0860143607330404	0.000214339299110492	0.000750187546886722	0.0128389240167185	0	0.00778051655771086	2.14339299110492e-05	0.00988104168899368	0	0.000192905369199443	0.00295788232772479	0.000214339299110492	0	0.00887364698317437	0.000171471439288394	0.000107169649555246	0.00102882863573036	4.28678598220984e-05	0.000814489336619869	0.00979530596934948	0.000771621476797771	0.00248633586968171	0.0122602079091201	0.00263637337905905	0	0.000342942878576787	0	0.00297931625763584	0	0.0363090772693173	0.000150037509377344	0	0.000214339299110492	0	0.135719644196763	0.00525131282820705	0.000278641088843639	4.28678598220984e-05	0.0491908691458579	0.00428678598220984	0.00162897867323974	0.00981673989926053	0.0120887364698317	2.14339299110492e-05	0.0190547636909227	6.43017897331476e-05	0	0.015260958096667	0.0123245096988533	0	0	0.000107169649555246	0.0222698531775801	0	8.57357196441968e-05	0	0	0.000814489336619869	0.000278641088843639	0	0	0.00357946629514522	0	0.0137605830028936	0.000428678598220984	0.00203622334154967	0	0.00137177151430715	0.00583002893580538	0.0269638838280999	0.000150037509377344	0.0080591576465545	0.000278641088843639
T.CS.124	0.00075857299033935	0.0371923874969322	0.000379286495169675	0.00870127841859842	0	0.000111554851520493	0.00044621940608197	0.016978648401419	0.0111108632114411	0.00568929742754512	0	0.00109323754490083	0	0.00517614511055086	0.000535463287298365	0.00667098012092546	0	0.000200798732736887	2.23109703040985e-05	0.000490841346690168	8.92438812163941e-05	0.00365899912987216	0.000669329109122956	0.000334664554561478	0.144262733986301	0.00510921219963856	2.23109703040985e-05	0.00861203453738203	0.00107092657459673	0.000803194930947547	4.4621940608197e-05	0.00100399366368443	0.000267731643649182	0.00169563374311149	0.00015617679212869	0.00075857299033935	0.00734030923004841	4.4621940608197e-05	0.000401597465473773	0.00352513330804757	0.039401173557038	0.000423908435777872	4.4621940608197e-05	0.00205260926797706	8.92438812163941e-05	0.0014948350103746	0.000535463287298365	0	0.00207492023828116	0.00513152316994266	0.0116686374690435	0.0045737489123402	0.00176256665402378	0.00104861560429263	0.000379286495169675	0.000379286495169675	0.00582316324936972	0.0319493094754691	2.23109703040985e-05	0.0446888735191093	0.00165101180250329	0.00945985140893777	0.0545503223935209	0.00542156578389594	0.0269070301867428	0	0.0241627808393387	0	0.00015617679212869	0.00890207715133531	0.00104861560429263	0.00015617679212869	0.00725106534883202	0.00486379152629348	0.000379286495169675	2.23109703040985e-05	0.00127172530733362	0	0.014502130697664	0.00122710336672542	0.00383748689230495	0.0120479239642132	6.69329109122956e-05	0	0.00015617679212869	0	0.00267731643649182	0	0.121996385622811	0.00129403627763771	0	0.000691640079427054	0	0.0879052229981482	0.0191205015506124	0.000803194930947547	0.00060239619821066	0.0261484571964035	0.00524307802146315	0.0045514379420361	0.00702795564579104	0.00680484594275005	0	0.0279556457910355	0	0.0030342919613574	0.0121371678454296	0	0.00274424934740412	0	0.00102630463398853	0.00562236451663283	0.000825505901251645	0.000111554851520493	0	0	0.00015617679212869	0.0030342919613574	2.23109703040985e-05	0.000111554851520493	0.00934829655741728	0.000356975524865576	0.000557774257602463	0	0.00428370629838692	0	0.00176256665402378	0.00401597465473773	0.00176256665402378	0.000401597465473773	0.000847816871555744	2.23109703040985e-05
T.CS.147	0.00733966467346699	0.00117247039512252	2.34494079024505e-05	0.00225114315863524	4.68988158049009e-05	0.0024621878297573	0.0026966819087818	0.0336733497479189	0.00375190526439207	0.00218079493492789	0	0.00314222065892836	0	0.000445538750146559	0.00222769375073279	0.0189705709930824	0.00609684605463712	2.34494079024505e-05	0.000984875131902919	0.00051588697385391	0	0.023683901981475	0.00133661625043968	0	0.234798921327236	0.0283503341540626	0.000164145855317153	9.37976316098019e-05	0	0.00726931644975964	0.00947356079258999	0.00281392894829406	7.03482237073514e-05	0.00199319967170829	0	0	0.00166490796107398	0.000140696447414703	2.34494079024505e-05	0.000820729276585766	0.0215031070465471	0.000844178684488217	0	0.00281392894829406	7.03482237073514e-05	0.000961425724000469	0.000375190526439207	0.000656583421268613	0.00185250322429359	0.00834798921327237	0.0468284675811936	0.00372845585648962	0.000750381052878415	0.00140696447414703	0.00168835736897643	0.00126626802673232	0.000586235197561262	0.0273654590221597	2.34494079024505e-05	0.024363934810646	0.000187595263219604	0.00436158986985579	0.0154531598077149	0.00731621526556454	0.0110446711220542	0	0.0149607222417634	0	9.37976316098019e-05	0.00192285144800094	0.000164145855317153	0	0.00642513776527143	0	0.000562785789658811	0.000656583421268613	7.03482237073514e-05	0.00114902098722007	0.01655528197913	0.00168835736897643	0.00281392894829406	0.011138468753664	0.000211044671122054	4.68988158049009e-05	0.000257943486926955	7.03482237073514e-05	0.00534646500175871	0.000164145855317153	0.0183139875718138	9.37976316098019e-05	0	0.000117247039512252	0	0.0655176456794466	0.00628444131785672	0.000234494079024505	0.00218079493492789	0.0304607808652832	0.0025090866455622	0.000633134013366162	0.00293117598780631	0.0190409192167898	0	0.0159924961894712	0	0	0.0223707351389377	0	0	0.0179622464532771	0.00051588697385391	0.0292414116543557	2.34494079024505e-05	0.000187595263219604	0	7.03482237073514e-05	0.00436158986985579	2.34494079024505e-05	0.00196975026380584	0.000117247039512252	0.00804314691054051	0	0.00297807480361121	7.03482237073514e-05	0.00225114315863524	0.000140696447414703	0.0238245984288897	0.000750381052878415	0.00424434283034353	0.000187595263219604	0.00159455973736663	0
T.CS.115	0.0675910568566311	0.00431234657997744	0.000265375174152458	0.000225568898029589	0	0.00894314336893784	0.00260067670669409	0.030611026338486	0.00725801101306973	0.00147283221654614	2.65375174152458e-05	0.0023751078086645	0	0.003131427054999	0.000942081868241226	0.023751078086645	0.00735089232402309	0	0.005559609898494	0.000331718967690573	0.000809394281164997	0.0134810588469449	0.00124726331851655	0.000119418828368606	0.0839647051018377	0.00624958535129039	0.00693956080408678	0.000968619385656472	0.000703244211504014	0.048417700524116	0	0.00116765076627082	0.00072978172891926	0.00137995090559278	2.65375174152458e-05	0.000132687587076229	0.00187089497777483	1.32687587076229e-05	0	0.000517481589597293	0.0426723280037153	0.00100842566177934	0	0.0020831951170968	0.000490944072182047	0.00167186359716049	0.000291912691567704	0.000212300139321966	0.00857161812512439	0.00938101240628939	0.0180985868771976	0.000743050487626883	0.00100842566177934	0.00366217740330392	0.0019107012538977	0.000291912691567704	0.0142771843694022	0.023432627877662	0.00107476945531746	0.00780203012008227	0.000384794002521064	0.000663437935381145	0.00951369999336562	0.00551980362237113	0.00691302328667153	1.32687587076229e-05	0.00699263583891727	5.30750348304916e-05	6.63437935381145e-05	0.000716512970211637	0.000371525243813441	2.65375174152458e-05	0.00157898228620713	1.32687587076229e-05	0.000145956345783852	0.00041133151993631	0.000172493863199098	0.00159225104491475	0.00488290320440523	0.0045777217541299	0.00626285410999801	0.0145425595435547	0.000689975452796391	0.000132687587076229	0.008691036953493	0	0.033463809460625	0.00274663305247794	0.0399920387447754	0.000636900417965899	0	0.000477675313474424	0	0.059218470112121	0.00260067670669409	0.00132687587076229	0.00599747893584555	0.0158296291381941	0.00798779274198899	0.00120745704239368	0.00355602733364294	0.0143302594042327	0.000185762621906721	0.00754992370463743	0	0.00632919790353612	0.0117561202149539	0	0	1.32687587076229e-05	0.000119418828368606	0.0287534001194188	1.32687587076229e-05	0.00031845020898295	1.32687587076229e-05	5.30750348304916e-05	0.0159623167252704	0.00581171631393883	0	0.000955350626948849	0.00399389637099449	0	0.0015657135274995	0.000238837656737212	0.00460425927154515	9.28813109533603e-05	0.0340476348437604	0.00041133151993631	0.00591786638359981	0.000398062761228687	0.000371525243813441	0
T.CS.110	0	0.0050993117712085	0.000142638091502336	0.000213957137253504	0	0.000570552366009343	0.00470705701957708	0.0481760154049139	0.0117319830260671	0.00285276183004671	0	0.0139428734443533	0	0.00235352850978854	0.00320935705880255	0.0665763292087152	0.00752415932674821	0.000106978568626752	0.00231786898691296	0.000213957137253504	0.000142638091502336	0.00713190457511678	0.00431480226794565	0	0.0707841529080341	0.00755981884962379	0	0.000962807117640766	0.00167599757515244	0.00977070926791	0.00770245694112613	3.56595228755839e-05	0.000213957137253504	0.00702492600649003	0	0.00295974039867347	0.000534892843133759	3.56595228755839e-05	0.00017829761437792	0.00438612131369682	0.0317726348821453	0.00552722604571551	0	0.00253182612416646	0.000499233320258175	0.00146204043789894	0.000356595228755839	0	0.00335199515030489	0.00303105944442463	0.000392254751631423	0.00128374282352102	0.00114110473201869	0.00349463324180722	0	0.000106978568626752	0.000927147594765182	0.033341653888671	0.000285276183004671	0.022108904182862	0.000142638091502336	0.00228220946403737	0.116677958848911	0.0183646542809257	0.013800235352851	7.13190457511679e-05	0.0079877331241308	0	0.000106978568626752	0.00231786898691296	0.000213957137253504	0.000463573797382591	0.00581250222872018	0.000106978568626752	0.000570552366009343	0.000356595228755839	0	0	0.0413650465356774	0.00121242377776985	0.00217523089541062	0.0172948685946582	0.000427914274507007	0	0.00135506186927219	0	0.000285276183004671	0.000748849980387262	0.0274934921370752	0.000249616660129087	0	0.000213957137253504	0	0.0768819313197589	0.00927147594765182	0.00017829761437792	0.000570552366009343	0.0338765467318047	0.00873658310451806	0.00181863566665478	0.00905751881039832	0.000927147594765182	0.0099846664051635	0.0174731662090361	0	7.13190457511679e-05	0.0126234710979567	0	3.56595228755839e-05	0	0	0.00410084513069215	0	0.000499233320258175	0	0	0	0.000142638091502336	0	0	0.00427914274507007	0	0.00360161181043398	7.13190457511679e-05	0.00206825232678387	0.0138358948757266	0.0278144278429555	0.00117676425489427	0.0326284634311593	0.00099846664051635	0.00099846664051635	7.13190457511679e-05
T.CS.104	0.0307240909567222	0.0040867651681861	0.000209577700932621	0.000335324321492193	0.00113171958503615	0.0044220894896783	0.000251493241119145	0.0679450906423557	0.00591009116629991	0.00152991721680813	0	0.00274546788221733	2.09577700932621e-05	0.00136225505606203	0.00148800167662161	0.0018233259981138	0	0	0.00264067903175102	0.0006077753327046	0.0013832128261553	0.00368856753641413	6.28733102797862e-05	0	0.121303573299801	0.00561668238499424	0.00748192392329456	0.000628733102797862	0.000565859792518076	0.0264067903175102	4.19155401865242e-05	0.00113171958503615	0	0.00205386146913968	0	0.00127842397568899	0.000523944252331552	0.000230535471025883	0.0250864508016347	0.00113171958503615	0.0198889238185057	0.000817353033637221	2.09577700932621e-05	0.00865555904851724	0	0.00127842397568899	0.000188619930839359	0.00190715707848685	0.00710468406161584	0.0010478885046631	0.00324845436445562	0.00632924656816515	0.00115267735512941	0.00322749659436236	0.0111495336896154	0.000293408781305669	0.0252750707324741	0.0150476789269622	0	0.0208948967829823	0.000230535471025883	0.00230535471025883	0.0134548883998743	0.0016556638373677	0.0185895420727235	2.09577700932621e-05	0.00519752698312899	4.19155401865242e-05	0.00010478885046631	0.0006077753327046	0.000775437493450697	0	0.0022634391700723	0.000880226343917007	0.000230535471025883	0.000146704390652835	0	0.0013832128261553	0.00366760976632086	0.000356282091585455	0.00234727025044535	0.0256103950539663	2.09577700932621e-05	0	0.00102693073456984	0	0.000754479723357435	0.000985015194383318	0.0195955150372	0.000985015194383318	0	0.00150895944671487	0	0.049104055328513	0.0103740961961647	0.000167662160746097	0.00343707429529498	0.0247511264801425	0.0038143141569737	0.00444304725977156	0.0111076181494289	0.0340982919417374	0	0.00880226343917007	0	0.000838310803730483	0.00402389185790632	4.19155401865242e-05	0.000188619930839359	0.00148800167662161	0.000209577700932621	0.032065388242691	0	0.000125746620559572	0	0	0.0149638478465891	0	0	0.000586817562611338	0.00498794928219637	0	0.000293408781305669	6.28733102797862e-05	0.00050298648223829	0.00720947291208215	0.101079325159803	0.00159279052708792	0.000754479723357435	0.000125746620559572	0.006077753327046	0
T.CS.106	0.0052144387404503	0.00498201220744573	0.000101055014349812	0.000525486074619023	0	0.00558834229354461	0.00298112292331946	0.054296859210154	0.00653825942843284	0.00786208011641538	0	0.00579045232224423	0	0.00123287117506771	0.000576013581793929	0.00516391123327539	0.00697279599013703	1.01055014349812e-05	0.000798334613363515	5.0527507174906e-05	1.01055014349812e-05	0.0109341525526497	0.00157645822385707	0	0.189639839928857	0.0251626985731032	0.000293059541614455	0	3.03165043049436e-05	0.00718501152027164	0.0103076114636808	0.00122276567363273	6.06330086098872e-05	0.00110149965641295	0	0	0.000454747564574154	1.01055014349812e-05	0	0.000424431060269211	0.0185435951331905	0.00112171065928291	0	0.00135413719228748	0.000151582521524718	0.000444642063139173	9.09495129148308e-05	0.00133392618941752	0.00240510934152553	0.00209183879704111	0.0116011156473584	0.00421399409838716	0.00091960063058329	0.000616435587533853	0.00140466469946239	0.00103076114636808	0.00127329318080763	0.030084077771939	0.00017179352439468	0.0264562027567808	0.000212215530134605	0.004840535187356	0.0148045596022475	6.06330086098872e-05	0.0163810178261045	5.0527507174906e-05	0.00468895266583128	1.01055014349812e-05	0.000131371518654756	0.0013440316908525	0.000242532034439549	0	0.0017179352439468	0.00119244916932778	0.000384009054529286	0.000384009054529286	1.01055014349812e-05	2.02110028699624e-05	0.0024758478515704	0.000131371518654756	0.000889284126278346	0.00581066332511419	0.000373903553094305	3.03165043049436e-05	0.00568939730789442	0	0.00986296940054165	0.00173814624681677	0.0108937305469097	0.000101055014349812	0	0.000384009054529286	0	0.0476474392659364	0.0176644165083471	0.000161688022959699	0.000121266017219774	0.0761146368082784	0.00297101742188447	0.000909495129148308	0.0109341525526497	0.0188063381705	3.03165043049436e-05	0.0132584178826953	0	0.00224342131856583	0.00893326326852338	0	0	0.00427462710699705	0.000131371518654756	0.0304781923279033	5.0527507174906e-05	0.00017179352439468	0	0	1.01055014349812e-05	0	0.00142487570233235	0	0.00718501152027164	0	0.000222321031569586	0	0.00100044464206314	0.00761954808197583	0.0275779134160637	0.00485064068879098	0.00253648086018028	1.01055014349812e-05	0.00201099478556126	5.0527507174906e-05
T.CS.156	1.75076158128786e-05	0.000105045694877272	3.50152316257572e-05	0.0256311495500543	1.75076158128786e-05	0.00201337581848104	0.00012255331069015	0.046290136209251	0.00292377184075073	0.000840365559018173	0	0	5.25228474386358e-05	0.00246857382961588	0.00124304072271438	0.0103995237928499	0	5.25228474386358e-05	0.00386918309464617	0.000140060926503029	0.000350152316257572	0.00933155922826429	0	1.75076158128786e-05	0.249571063412584	0.0363633180433489	1.75076158128786e-05	0.00117301025946287	0.00063027416926363	0	0.0063027416926363	1.75076158128786e-05	5.25228474386358e-05	0.00197836058685528	0	1.75076158128786e-05	0.0130256661647817	0.000227599005567422	1.75076158128786e-05	0.0132007423229105	0.00737070625722189	1.75076158128786e-05	0	0.00168073111803635	0.000210091389754543	0.000577751321824994	0.000192583773941665	0	0.000297629468818936	0.00710809202002871	0.0200637277215589	0.00442942680065829	0.000507720858573479	0.000805350327392416	0	0	0.000840365559018173	0.0218144893028467	8.7538079064393e-05	0.0214293217549634	7.00304632515144e-05	0.00113799502783711	0.0258762561714346	1.75076158128786e-05	0.0252809972337967	0	0.0110122903463006	0	8.7538079064393e-05	0.000700304632515144	0.000770335095766659	0	0.00435939633740677	0	0.000192583773941665	0	8.7538079064393e-05	0	0.0134983717917294	0.000385167547883329	0.000472705626947722	0.00642529500332645	0	1.75076158128786e-05	0.00241605098217725	0	0.00337896985188557	0.000542736090199237	0.00567246752337267	0.000105045694877272	0	0.0002451066213803	0	0.0812353373717567	0.00721313771490598	0.000175076158128786	0.000367659932070451	0.0256311495500543	0.00108547218039847	0.00103294933295984	0.00448194964809692	0.033597114744914	3.50152316257572e-05	0.00880633075387794	1.75076158128786e-05	0.000350152316257572	0.000507720858573479	0.00012255331069015	0	0	0.000455198011134844	0.0623971427570993	0	0.00134808641759165	0.0002451066213803	0	0.00553240659686964	5.25228474386358e-05	0	1.75076158128786e-05	0.00318638607794391	5.25228474386358e-05	0.00870128505900067	0.00227599005567422	0.000507720858573479	0.000892888406456809	0.112871599145628	0.00215343674498407	0.00369410693651738	0.000297629468818936	0.000315137084631815	0
T.CS.180	6.09180347841979e-05	0.000517803295665682	0	0.195821022813804	0	0.00533032804361731	0.00112698364350766	0.0991136425938899	0.0057872133044988	0.00551308214796991	0	0	0.000152295086960495	0.0028326886174652	0	0.00916816423502178	0	0	0.00746245926106424	0.00027413115652889	0.00027413115652889	0.00773659041759313	0.00027413115652889	0.000121836069568396	0.0992963966982425	0.000243672139136791	0	0.00210167220005483	0.00237580335658372	0	0	0	0.00115744266089976	0.002771770582681	0	0	0.0273521976181048	0	0.000182754104352594	0.000761475434802473	0.0221132466266638	0.000913770521762968	0.000335049191313088	0.00179708202613384	0	0.00225396728701532	0.000152295086960495	0.00057872133044988	0.0120313118698791	0.00426426243489385	0.00691419694800646	0.00258901647832841	0.000670098382626176	0.00551308214796991	0	0.000335049191313088	0.00517803295665682	0.0531814443666047	0	0.0133410496177393	0.00210167220005483	0.00536078706100941	0.0317687551399592	0	0.0129146233742499	0	0.00980780360025586	3.04590173920989e-05	0.000335049191313088	0.00207121318266273	0.000609180347841979	0	0.00554354116536201	6.09180347841979e-05	0.000426426243489385	0	0.000548262313057781	6.09180347841979e-05	0.012610033200329	0.00057872133044988	0.00179708202613384	0.0162651152873808	0.0103256068959215	0	0.00636593463494868	0	0.0202552465657458	0.00137065578264445	0.00977734458286376	0.00124881971307606	0	0.000426426243489385	0	0.0303371813225305	0.00968596753068746	0.000426426243489385	0.00164478693917334	0.0159300660960677	0.00986872163504005	0.000944229539155067	0.000456885260881484	0.0159300660960677	9.13770521762968e-05	0.0178794432091621	9.13770521762968e-05	0.00167524595656544	0.00085285248697877	0	0	0	0.000791934452194572	0.0219304925223112	3.04590173920989e-05	0.000121836069568396	0	0	0.00481252474795163	0.00103560659133136	0	0	0.000791934452194572	6.09180347841979e-05	0.00213213121744693	6.09180347841979e-05	0.00258901647832841	0	0.000182754104352594	0.002771770582681	0.00645731168712497	0.000121836069568396	0.0307636075660199	0.013249672565563
T.CS.120	0	0.00653559900765599	0.000266759143169632	0.0144049937311601	5.33518286339264e-05	0.00248086003147758	0	0.0150185397604503	0.010136847440446	0.00120041614426334	0	0.000346786886120522	0	0.00453490543388375	8.00277429508896e-05	0.0233681009416598	2.66759143169632e-05	0.000453490543388375	0	0.000640221943607117	0.00157387894470083	0.0236081841705124	0	0.00168058260196868	0.235761730733321	0	0	0.000906981086776749	0.00298770240349988	2.66759143169632e-05	0	0	2.66759143169632e-05	0.0018139621735535	0.000133379571584816	2.66759143169632e-05	0.00586870114973191	0	0	0.00104036065836157	0.00971003281137461	0.000586870114973191	0	0.00256088777442847	0	0.000613546029290154	0.000133379571584816	0	0.00309440606076773	0.00216074905967402	0.0176327793635127	0.00424147037639715	0.000240083228852669	0.00160055485901779	0.000373462800437485	0.000373462800437485	0.000106703657267853	0.0351055032411236	0.000240083228852669	0.0229146103982714	0.000266759143169632	0.000213407314535706	0.0208338890815483	0.0344119294688825	0.031904393523088	2.66759143169632e-05	0.00613546029290154	2.66759143169632e-05	8.00277429508896e-05	0.00317443380371862	0.000320110971803559	0	0.00650892309333902	0.00248086003147758	5.33518286339264e-05	0.000213407314535706	2.66759143169632e-05	0	0.0227545549123696	0.000426814629071411	0.00184063808787046	0.00866967215301304	0	0.000106703657267853	0.00640221943607117	5.33518286339264e-05	0.0241417024568517	0.00256088777442847	0.0267292661455971	0.00125376797289727	0	0.000106703657267853	0	0.120441753141089	0.00496172006295516	0.000160055485901779	0.000106703657267853	0.0595939925840958	0.0020273694880892	0.00320110971803559	0.000426814629071411	0.00557526609224531	5.33518286339264e-05	0.0134713367300664	2.66759143169632e-05	0.0112305599274415	8.00277429508896e-05	5.33518286339264e-05	0	2.66759143169632e-05	5.33518286339264e-05	0.0444687491663777	0	0.000506842372022301	0.00285432283191506	0	2.66759143169632e-05	0	2.66759143169632e-05	0	0.0186731400218743	2.66759143169632e-05	2.66759143169632e-05	8.00277429508896e-05	0.000373462800437485	0	5.33518286339264e-05	0.0336916797823245	0.00688238589377651	0.000266759143169632	0.00224077680262491	0
