CS.277	CS.021	L.033.M1	CS.022	CS.259	CS.281	CS.264	CS.043	CS.354	L.022.M1	L.025.M1	CS.099	CS.104	L.007.M1	CS.357	CS.161	CS.381	CS.073	CS.077	CS.115	CS.062	CS.171	CS.063	CS.040	CS.060	CS.127	CS.064	CS.065	CS.371.1	CS.067	CS.302	CS.125	CS.380	CS.224	CS.378	CS.205	CS.126	CS.375	CS.041	CS.236	CS.203	CS.232	CS.136	CS.376	CS.292	CS.385	CS.372	CS.183	CS.148	CS.349	CS.182	CS.389	CS.181	CS.359	CS.177	CS.268	CS.178	CS.256	CS.214	CS.369	TFS.024	T.CS.058	T.CS.042	T.CS.028	T.CS.057	T.CS.052	T.CS.022	T.CS.016	T.CS.004	T.CS.040	T.CS.079	T.CS.029	T.CS.050	T.CS.035	T.CS.085	T.CS.106	T.CS.161	T.CS.128	T.CS.116	T.CS.147	T.CS.104	T.CS.098	T.CS.102	T.CS.100	T.CS.108	T.CS.123	T.CS.112	T.CS.122	T.CS.153	T.CS.092	L.034.M1	CS.082	CS.006	CS.246	CS.103	CS.085	CS.356	CS.242	CS.241	CS.088	CS.237	CS.238	CS.110	CS.015	CS.087	CS.345.0	CS.338	CS.233	CS.308.0	CS.164	CS.044	CS.336	CS.191	CS.228	CS.364	CS.274	CS.151	CS.325	CS.207	CS.234	CS.163	CS.152	CS.112	CS.318	CS.285	CS.158	CS.319	CS.322	CS.223	CS.320	CS.202	CS.080	CS.339	CS.194	CS.343	CS.253	CS.370	CS.326	CS.255	CS.270	CS.145	CS.390	CS.393	CS.262	T.CS.045	T.CS.055	T.CS.026	T.CS.049	TFS.022	TFS.027	TFS.025	TFS.020	T.CS.064	T.CS.008	T.CS.031	T.CS.061	TFS.021	T.CS.036	T.CS.043	T.CS.152	T.CS.141	T.CS.158	T.CS.157	T.CS.151	T.CS.142	T.CS.109	T.CS.095	T.CS.166
CS.183	0.670859047153	0.637184569475	0.695945559898	0.645308023248	0.730516164689	0.685616805334	0.691712788412	0.658377859417	0.700134616835	0.771811777655	0.734640152357	0.752511289894	0.690233997907	0.772432776294	0.762719119872	0.589375623471	0.656991382574	0.692599488219	0.699257115362	0.619393871735	0.705359273349	0.716437881357	0.635779111727	0.726193005176	0.637428361577	0.628320878402	0.701045435163	0.618016498138	0.64670703043	0.593443646471	0.630080825607	0.566036622524	0.703215204467	0.618758549649	0.611905245732	0.591258773491	0.660727288477	0.612578362002	0.628044505139	0.667640299913	0.705048992714	0.67868692002	0.612961871298	0.548175079804	0.600979940479	0.593259782298	0.570125610092	0	0.54103755722	0.591853823491	0.619944494796	0.546305010637	0.58003460881	0.615928187566	0.549074154508	0.580572479267	0.61868299801	0.563277787937	0.569435641422	0.520523466048	0.703356472467	0.671187473974	0.741331528418	0.681769268687	0.63325274979	0.636572206145	0.678224977036	0.663970534624	0.682084745571	0.732142467049	0.576347769672	0.639791126504	0.689664644057	0.702623649024	0.706304286748	0.779026360263	0.714174858873	0.700660233991	0.712132172863	0.784559244196	0.762929199598	0.761830636355	0.772347093201	0.754263349789	0.771768768585	0.709903060296	0.697333566765	0.727438616697	0.753393401142	0.737507364212	0.685426892674	0.706559254392	0.709675634634	0.682373057046	0.677945643681	0.705958829858	0.689305861277	0.709965056868	0.758470836284	0.717333760771	0.572321787377	0.701909866746	0.613017464457	0.768738122096	0.698258931188	0.62281739994	0.611859006052	0.711721371417	0.617244534893	0.686145407592	0.704168410192	0.642252208717	0.729467153899	0.642471982611	0.568090164978	0.580340341788	0.637238375719	0.643537625254	0.583652330662	0.627829402315	0.637174370625	0.673387486327	0.589453655615	0.546844060706	0.539765612627	0.62426827052	0.572910996171	0.508273359135	0.541073809012	0.582575425757	0.674663151866	0.63737684609	0.677269223189	0.600507522217	0.582381565239	0.577001367933	0.55134318734	0.607485272742	0.561585737174	0.560974164664	0.645193205634	0.573072906784	0.630856458135	0.602697243166	0.72884181732	0.72058519023	0.635614537929	0.633284029545	0.734730607931	0.721715427775	0.679701515668	0.750746378109	0.712128218034	0.682380641943	0.700013671418	0.67953443513	0.71404396268	0.705405738207	0.709702206891	0.721768853308	0.739026423726	0.731526270762	0.735704357451	0.756658020101	0.752905049991	0.763421609475	0.781420574871	0.7189869363
CS.148	0.641680623278	0.630088339871	0.684927872572	0.628780023721	0.682611312958	0.629573287324	0.654545081737	0.653008086257	0.657563115435	0.703396571824	0.671458164944	0.712573461842	0.646039279783	0.709334201393	0.709344884479	0.587449895908	0.611747563772	0.68892601642	0.675820923034	0.633970126894	0.664175133132	0.67263287716	0.657474011433	0.696388929712	0.631647824072	0.599036725542	0.674045365634	0.617408272962	0.614080673038	0.615706010636	0.658412389417	0.562932869782	0.65470159722	0.606820246476	0.634111470816	0.589159732981	0.618085651977	0.620883177242	0.593718602722	0.670038976209	0.668713160201	0.619892525385	0.592085585589	0.571739003243	0.617165324479	0.59771962413	0.538188988436	0.54103755722	0	0.543171808225	0.567979325431	0.569830433497	0.549051174917	0.627669590367	0.548442519518	0.53826239539	0.615567110684	0.509916447606	0.569056538753	0.560089743196	0.666772155999	0.638872530667	0.695930989435	0.647847137576	0.611104336936	0.596962117032	0.627992667916	0.626700114032	0.638192298732	0.691956108752	0.583180658307	0.599561291959	0.636058077245	0.675281409132	0.657266932837	0.721468278888	0.654312313938	0.670647743886	0.662908480029	0.71899388148	0.700594437771	0.711634195453	0.715440207934	0.695839391772	0.71190693439	0.641968407223	0.646057840494	0.679041884569	0.693091857587	0.712601503344	0.631825537067	0.686746201144	0.675199618472	0.652403963684	0.653046730328	0.657871486619	0.699552501493	0.660609200004	0.719060302101	0.69915209345	0.584190822838	0.671789215073	0.584788903086	0.719717613439	0.668916296876	0.674915188189	0.59201540967	0.682095673008	0.655346620002	0.663746841932	0.653943637695	0.609006646151	0.687434927191	0.623777655865	0.619952931219	0.577851793462	0.661136333612	0.618254027784	0.604544566733	0.648224668609	0.637211105431	0.647134537528	0.582560436059	0.551299793096	0.614983316605	0.603853394435	0.575998943614	0.511074782824	0.536327854099	0.546146331298	0.668942745088	0.602991972145	0.657737083728	0.592181980468	0.559550571557	0.621631902038	0.560477099752	0.561421973193	0.562462867158	0.489362909456	0.613846724917	0.499924027704	0.614825467157	0.5873290645	0.677226540985	0.649520991457	0.620587535438	0.607543841739	0.686650288213	0.680193782199	0.646424448262	0.695571744235	0.657745506629	0.662403028019	0.656433876791	0.645171412471	0.663664272034	0.684280198341	0.66748587544	0.673151811994	0.679351568816	0.677349216424	0.678500469861	0.671372976879	0.687694807327	0.698014487844	0.707415499069	0.668434440862
CS.349	0.559475619519	0.581546382353	0.665632839199	0.624116834871	0.620563707102	0.588600549428	0.636097041311	0.611390775018	0.679260123098	0.651876250789	0.705578112434	0.669834755977	0.602797307168	0.668661341423	0.654892624838	0.614951033508	0.511675242313	0.668720658825	0.600187444815	0.629615960947	0.624451038198	0.663263897415	0.636737817178	0.650620571318	0.613256149039	0.521735045375	0.610558892605	0.553543660705	0.571302828056	0.683442809818	0.660601599926	0.541710097131	0.54640552672	0.684892934282	0.657767967742	0.598581825474	0.527383212978	0.576949281329	0.603293235785	0.666017701358	0.594951815008	0.561085319011	0.564050367011	0.544363629892	0.555876273075	0.446706479079	0.457512272489	0.591853823491	0.543171808225	0	0.454152092503	0.515314352056	0.465733216242	0.633533785551	0.55803559528	0.537430677542	0.559914759193	0.528828161146	0.560470515262	0.575884106209	0.606679028733	0.569909784449	0.588526435232	0.552233971482	0.633506426082	0.536749693471	0.546226988807	0.533508255384	0.550560808172	0.628832706584	0.579761512266	0.567956642172	0.622625932999	0.587510870664	0.586878066719	0.64800901575	0.607167615157	0.587799302937	0.640775272967	0.658605258525	0.640645918243	0.662544069996	0.674805479385	0.636782433299	0.642435646723	0.606504646351	0.591782520569	0.58709402089	0.640195172206	0.636757653917	0.621137093855	0.612533308511	0.639744692092	0.594994773666	0.614842581734	0.610266740254	0.695877067227	0.597270123632	0.664188636155	0.715883439471	0.601320073618	0.629825886301	0.602267218363	0.699959033277	0.671993830117	0.699179672434	0.52080838193	0.650952749061	0.63767952416	0.713803120369	0.596282206087	0.541650060407	0.618613750696	0.599957187193	0.6013603042	0.574329951317	0.561665549943	0.677998520766	0.603308254028	0.62587035628	0.618901195218	0.528606388654	0.613795991525	0.510922458672	0.633965909301	0.620855757114	0.489014263044	0.542859707029	0.496859728011	0.501095913675	0.659433818936	0.571530635889	0.624165048638	0.642244432016	0.564063633054	0.653541813663	0.462065228699	0.52869293421	0.489862803435	0.49744317128	0.48938233888	0.471916737426	0.590358402437	0.545079640115	0.63933938517	0.625324480499	0.635754196888	0.583831098247	0.606197031661	0.625805491087	0.607314887068	0.621781402892	0.570716132052	0.61894296031	0.610548892943	0.583117682653	0.629209896771	0.621808910997	0.627486221081	0.62548336296	0.685290887458	0.610865038763	0.668241460377	0.649338771917	0.674105874307	0.633971031646	0.665947954969	0.622237062479
CS.182	0.546562678686	0.54540483404	0.653453970284	0.606566289372	0.589094822333	0.557543479366	0.614904395897	0.563538026936	0.653053773984	0.63024437966	0.666695501127	0.644927917677	0.591763468241	0.619972490419	0.598171844669	0.588084224416	0.499357998065	0.664262720673	0.582770324211	0.632316223208	0.59236406174	0.623417409623	0.603842579771	0.628523895305	0.607726947279	0.48152109801	0.586357117275	0.53187504161	0.583077119561	0.684469786089	0.632223022704	0.490262326011	0.542743767256	0.678217905404	0.659789183647	0.581237845562	0.47176658191	0.56822215083	0.601314267677	0.649329958272	0.610886345803	0.518044528195	0.545912854191	0.537857100053	0.53167679057	0.472508747524	0.450068026346	0.619944494796	0.567979325431	0.454152092503	0	0.486753775543	0.477199449058	0.605818780436	0.56075553385	0.546566888312	0.529089627077	0.492712809159	0.532802079836	0.595568366411	0.583066208064	0.568027895538	0.570698764202	0.512213694728	0.616795036813	0.531323175422	0.561456107076	0.518431216994	0.53471936072	0.576349693398	0.582105396857	0.541807720627	0.5881355434	0.543406159484	0.567006061577	0.609312873443	0.566019024341	0.519237802417	0.605958596562	0.623714082785	0.596303141657	0.632813558472	0.629381731929	0.62098234792	0.595508207214	0.56008679022	0.576597536548	0.533725212076	0.595390316815	0.619226144357	0.612005775442	0.567964279675	0.600340713359	0.546470165252	0.599129970373	0.577539277151	0.664093510399	0.558559283244	0.617623643221	0.706710387461	0.573533517306	0.590930783352	0.593703624139	0.675649610617	0.652314146881	0.700088817556	0.532306532768	0.627737847386	0.624330882288	0.717592913598	0.591877968973	0.522288634938	0.590572180482	0.620603782812	0.618510096818	0.563533922907	0.533767376402	0.694966115195	0.603718120711	0.61073443547	0.608093214058	0.488537428718	0.598013943022	0.502840449056	0.628924832419	0.603041500824	0.49902937907	0.545694755159	0.472929495732	0.464852144859	0.620971826045	0.576183324903	0.623248874457	0.656484715534	0.552343889806	0.664345000576	0.494701424197	0.486753281391	0.495087556571	0.501994129154	0.476348358042	0.491042028508	0.611972662166	0.56107538419	0.602331792136	0.586350414981	0.622184384256	0.579206688983	0.590320942768	0.596452161087	0.55539073572	0.585499046059	0.541089280975	0.584518356949	0.592563665464	0.540722781662	0.616827932463	0.586190592917	0.605825545649	0.548079399393	0.649562880249	0.553509620577	0.613320819998	0.604357077227	0.629734837333	0.58648652143	0.628010461394	0.541689205299
CS.389	0.598220062507	0.540717622962	0.675246085569	0.61083889927	0.649682017536	0.620268022236	0.633865993875	0.578189369999	0.679006331474	0.685229167628	0.698023354322	0.689425005634	0.608055447628	0.68475543604	0.656846341179	0.544310410101	0.573175235476	0.664991035522	0.605821590761	0.623219705938	0.626267889289	0.654443452805	0.600293602736	0.663423362545	0.611338829807	0.518796890473	0.622372595142	0.546057437451	0.598160261411	0.624636763014	0.558518834466	0.469515069868	0.598933124081	0.657880494591	0.604371564004	0.559620972746	0.543577613157	0.555245527361	0.610253955472	0.65697860528	0.636840667907	0.608333551423	0.560250558267	0.494583165903	0.57056433975	0.508401953947	0.501203901483	0.546305010637	0.569830433497	0.515314352056	0.486753775543	0	0.520219322183	0.55016207043	0.544526696574	0.591870507596	0.568218551563	0.544004004676	0.535394776943	0.588850775236	0.626257367923	0.623579124595	0.644571561242	0.59008693043	0.596280970363	0.572383050126	0.602292860465	0.55416748693	0.590311827822	0.639194024934	0.529567182438	0.594763545417	0.614365071396	0.602623494794	0.616073365931	0.690121432743	0.640853755016	0.599109273683	0.631535359826	0.69210426577	0.668321468292	0.69562567314	0.678365311922	0.686997606764	0.688240702167	0.599363678029	0.614718220525	0.615308212241	0.670498886544	0.681957826385	0.645345915235	0.635796254197	0.634182082649	0.620209948001	0.618364454478	0.63320794841	0.633739530959	0.621701559883	0.670188556683	0.699608412557	0.578804861984	0.617237790649	0.58906728224	0.702669869927	0.63063419263	0.610926862272	0.565532094803	0.662485847221	0.585274362771	0.701355019109	0.616309314544	0.562663150905	0.636381137758	0.626981388242	0.571671002692	0.505324699832	0.579473265174	0.655569752955	0.559613929395	0.571252472252	0.60396165764	0.59331330392	0.583490582497	0.508706422064	0.577167797969	0.606631869272	0.523978989084	0.539952603272	0.495123984982	0.522832273026	0.621927844789	0.585464095484	0.596993049552	0.614428005382	0.544239494025	0.581222305507	0.531843922003	0.525907542085	0.513306965749	0.526114038089	0.547306699602	0.516118760385	0.638966246268	0.559272475109	0.634594295042	0.641454962145	0.587406322585	0.576957842678	0.657835986369	0.659944358457	0.590339447444	0.642022669224	0.631068710284	0.615993218	0.623020819627	0.580769270863	0.646210659465	0.634543087109	0.644680632484	0.59347158441	0.681426866568	0.626204419623	0.663098826875	0.680093808352	0.666593940017	0.666023061397	0.706777233314	0.612599291105
CS.181	0.578035281378	0.585540510191	0.652334820371	0.594914465917	0.631133769864	0.578459489922	0.644720258728	0.59168055629	0.649691031141	0.664021036002	0.67695916697	0.674331396128	0.602492942391	0.649374391457	0.650601217526	0.588253770365	0.529414255242	0.671115268523	0.624650749028	0.631203036434	0.618997956216	0.659501300342	0.623545557211	0.673089168912	0.60216049676	0.536104226468	0.614315662505	0.569820529615	0.546531773288	0.667499428825	0.636218016544	0.514223849193	0.58301376751	0.646441016666	0.635134960915	0.559411996193	0.554247800749	0.5776475367	0.603990596792	0.654724620059	0.627329057247	0.571305940509	0.552410901412	0.534425271689	0.537724431742	0.49213280632	0.470801383221	0.58003460881	0.549051174917	0.465733216242	0.477199449058	0.520219322183	0	0.616253231128	0.538908166086	0.549163581459	0.55023023754	0.500925314374	0.549772263423	0.566826862797	0.615950109432	0.595574626427	0.619039544429	0.580985605339	0.64105736039	0.571243086777	0.590639485661	0.583912888609	0.591344535579	0.62399114664	0.575955620866	0.568900478458	0.613030717106	0.595624221042	0.61234367421	0.648215053612	0.619033329229	0.600437023623	0.632981593832	0.653422562492	0.665733861367	0.666756398286	0.67163683417	0.673380954489	0.640504371514	0.585422119746	0.594396567453	0.609265839902	0.648226110495	0.664090318861	0.633952176208	0.599574231859	0.62157459477	0.603911072572	0.600103359872	0.608664266669	0.675345161657	0.616935127028	0.653463463508	0.699227839152	0.579683125058	0.614468039013	0.581047360745	0.686828793857	0.648229051703	0.681376464089	0.545538827235	0.646864836561	0.63332703532	0.702226766051	0.643555000407	0.547794584398	0.614693838158	0.613890262426	0.61790894333	0.566962267811	0.56568972317	0.652846857454	0.604881073434	0.630387338725	0.593108891978	0.555232946103	0.584056059237	0.514205490984	0.608306596432	0.606001291567	0.516156343001	0.52793599338	0.494638339656	0.500878028876	0.681169318872	0.573823195481	0.639570929532	0.617682854665	0.561413932053	0.644884281628	0.511390288569	0.5396925943	0.521636610817	0.505277095534	0.521634321104	0.483986518414	0.593418712635	0.574790836638	0.62920382979	0.597371305818	0.64024133935	0.603497465653	0.634614346638	0.639717717028	0.617287708626	0.629592903697	0.604091374301	0.624634697919	0.614663123843	0.594989559273	0.646677755827	0.611901418657	0.638062460292	0.620884958704	0.678210182492	0.609830054332	0.648503601553	0.63895637594	0.663422824912	0.627086390727	0.670233869924	0.602047301129
CS.359	0.685138153761	0.631083565988	0.726085077036	0.646189622881	0.718882293262	0.722814564498	0.690339002316	0.655626031386	0.707350221522	0.750431867268	0.719781038641	0.736644613537	0.685199623362	0.748581178042	0.716832103199	0.602381741437	0.675500150702	0.711063915398	0.687077602096	0.638045202412	0.702210405555	0.703174406554	0.643425685596	0.701478428976	0.632899134575	0.645920943723	0.705195937991	0.654606465015	0.667952744659	0.634018390519	0.590842142808	0.545144058493	0.718452936834	0.595986127376	0.608404301006	0.585566959666	0.667617626856	0.648291927414	0.678355143092	0.690745458632	0.719171455256	0.684949538619	0.655794664639	0.585235149916	0.643169188257	0.618469486509	0.621624384711	0.615928187566	0.627669590367	0.633533785551	0.605818780436	0.55016207043	0.616253231128	0	0.591544605754	0.667344821757	0.691360674793	0.6080061751	0.583192330046	0.590029600213	0.716344354164	0.700124232112	0.724335048926	0.672149321568	0.647822481225	0.658869761618	0.71553044419	0.651375232076	0.678344292187	0.723051651295	0.620885134441	0.670905437336	0.669043029821	0.697010924826	0.709296775507	0.754010755644	0.69122010941	0.691901334277	0.670396831527	0.75165803222	0.741833382471	0.749595846059	0.722557323795	0.751706896156	0.752305101026	0.683127890511	0.706095342295	0.709104821316	0.727998314519	0.751873649418	0.716562350564	0.723172734093	0.680561864455	0.671604538546	0.693432673242	0.70291112798	0.648251852844	0.719969932103	0.732936637364	0.708328894844	0.624678554169	0.664310579136	0.662885424893	0.760426662596	0.683405704127	0.608842706059	0.653307902022	0.704674754477	0.625286847386	0.690967218381	0.693819012314	0.66017018533	0.730175579438	0.674784298616	0.594908518723	0.57623270474	0.669147083879	0.667249285798	0.591294799239	0.597021186006	0.615249091757	0.696148241857	0.656728265714	0.593850805702	0.602973903939	0.651075234053	0.584761875524	0.609358332331	0.572638672514	0.599975734482	0.657895008819	0.648853025252	0.63352645553	0.61729896801	0.604620966066	0.567936156412	0.649866197059	0.573624785381	0.616379609626	0.613555999765	0.645779927277	0.60379332986	0.718272900734	0.622523563623	0.703498672923	0.710540112392	0.639382821259	0.629973702372	0.74091560637	0.734732114594	0.677348341226	0.739816347179	0.705617493358	0.699937463981	0.726382911055	0.68847569578	0.731367106538	0.704304469015	0.726302281938	0.693291157777	0.749821624599	0.724800982651	0.708835581795	0.711849351063	0.724052400227	0.732748033794	0.750644227189	0.709451466676
CS.177	0.630072909511	0.623849873602	0.64961672195	0.635787611748	0.6879333355	0.650003967038	0.642700807793	0.638559454043	0.66471286166	0.721093439868	0.682851926875	0.708954902525	0.656798362649	0.702814232151	0.678770142841	0.594912210795	0.627225795074	0.67560888146	0.654810923428	0.649037739618	0.663936594655	0.709395735382	0.664469635664	0.698822878557	0.615215931599	0.600020811411	0.70392833213	0.599817313977	0.611762029144	0.615428888485	0.637443693282	0.559106297063	0.654252412521	0.595639021725	0.601026893063	0.580381452257	0.590256859298	0.564928476358	0.66179328362	0.679777298141	0.669125188853	0.644376584511	0.623138958101	0.553778038941	0.599351178466	0.580528940837	0.547913353803	0.549074154508	0.548442519518	0.55803559528	0.56075553385	0.544526696574	0.538908166086	0.591544605754	0	0.581421915558	0.59894560125	0.506403181559	0.579131830813	0.607102827481	0.647827625285	0.63640399406	0.682484870329	0.638435181651	0.579108262324	0.635672241817	0.638244405305	0.625177775075	0.627158049709	0.660914896254	0.535861379355	0.642939487257	0.651803061565	0.648672949069	0.652539598947	0.712514932459	0.667946944146	0.653175344721	0.67522390186	0.712962596528	0.700282723112	0.715390305858	0.687344947357	0.700084270177	0.69959335891	0.633407405872	0.643839210167	0.660839739599	0.690175798582	0.707131759277	0.6589614003	0.689312962018	0.662868476298	0.641227529992	0.653781703862	0.678899280616	0.641322347666	0.65336497326	0.699492061821	0.688391248391	0.604293371901	0.644153459254	0.605129498307	0.71865193205	0.673650329334	0.671285221123	0.606807575492	0.683322895192	0.640119538324	0.701290073176	0.653865809668	0.615387959515	0.690899924708	0.632551677486	0.609691083754	0.553511543042	0.654555623094	0.610298937782	0.595109892894	0.633097606536	0.639854543668	0.634789381051	0.630620411545	0.553226906232	0.630123681768	0.646934570786	0.574188444395	0.511472121713	0.538813723194	0.533688770799	0.645292066606	0.616917906119	0.613938891063	0.586834669443	0.526856002195	0.578778643093	0.56092351759	0.57344039907	0.536521705478	0.55011875957	0.59831029963	0.553057404656	0.634145907832	0.541882208481	0.66002674299	0.656973713465	0.646310694586	0.60529699958	0.67599148453	0.670612141599	0.618708757914	0.693980787372	0.64740533283	0.641682690538	0.653433076428	0.632676897778	0.640530591739	0.684428238091	0.670562209735	0.655477688148	0.684705601143	0.668559392051	0.671250060342	0.672583918838	0.683203641088	0.705391638248	0.713869477581	0.645242596956
CS.268	0.640756017852	0.636280192071	0.666111138645	0.61894292415	0.688265691436	0.629181951473	0.62213585396	0.626815783534	0.665886160356	0.690232546568	0.697934593045	0.676716606242	0.619770942561	0.716186373389	0.706333363497	0.620661006465	0.58428101777	0.662628678406	0.633531149285	0.631714094561	0.642461206201	0.645336938151	0.574370544911	0.661007167809	0.619911099399	0.573254912731	0.59029013682	0.582289937114	0.64959648152	0.671806029173	0.686634643901	0.586723976197	0.656908137403	0.690748197721	0.640698413223	0.65288474936	0.623983178501	0.584721462171	0.605064450454	0.61539522933	0.666338394329	0.600699779359	0.569108695332	0.609888414848	0.562597236873	0.514268876833	0.518550526358	0.580572479267	0.53826239539	0.537430677542	0.546566888312	0.591870507596	0.549163581459	0.667344821757	0.581421915558	0	0.594123040411	0.532253370121	0.5712428579	0.579157095608	0.653392482577	0.623000173974	0.652932834764	0.656730482628	0.666379338994	0.643550806967	0.620499344439	0.633856101215	0.652613980687	0.671089526221	0.644579068884	0.559654831615	0.616328508322	0.651749503393	0.670290369677	0.703400388208	0.650011065376	0.636864652275	0.641369162859	0.709837480914	0.688089590929	0.708923236778	0.702635789697	0.670943308785	0.700155033689	0.641409938519	0.64596990027	0.659705088255	0.665959199641	0.679305950155	0.643421363362	0.643956066115	0.657764459985	0.62062423742	0.614048990819	0.622177503554	0.719373293731	0.650276809028	0.717292207592	0.72123739121	0.570984206063	0.656041112225	0.587187474925	0.725203793517	0.669078124424	0.664613067063	0.548007099855	0.644829395588	0.663410292415	0.654493659351	0.651488319905	0.615917223252	0.676699581333	0.589735544199	0.640530729087	0.616348264366	0.628528621315	0.692783841737	0.604984541456	0.662390397411	0.61521400144	0.609392887643	0.589624910505	0.591997082262	0.621345441959	0.607948343578	0.601375608485	0.580350588417	0.56838320734	0.560885254562	0.670183948213	0.593642361431	0.675760296512	0.680329761679	0.590307889386	0.643208505064	0.543072070911	0.595643651086	0.556684633892	0.531902404614	0.594600435529	0.528166467934	0.602714629878	0.628355202624	0.686051902677	0.649340947735	0.665928323571	0.662823114674	0.690317970177	0.69780242655	0.675169000696	0.691096289738	0.636645483577	0.703427143586	0.656017790212	0.650368608901	0.670096991273	0.639634406706	0.68512824296	0.679526922064	0.714857477688	0.674153639716	0.675800168772	0.701130679036	0.731278299254	0.682358064789	0.708223112912	0.66864803397
CS.178	0.552574152741	0.614240372031	0.619565449095	0.639337676124	0.569829563382	0.535659454777	0.62526603578	0.594623401902	0.648855147057	0.626547133371	0.66875355382	0.640340622355	0.577282873479	0.5989373127	0.603521524985	0.64122844591	0.525202190222	0.664995531023	0.611923914571	0.630440272056	0.593036059107	0.633567675679	0.667202656324	0.633700248493	0.60424232827	0.514780583427	0.605506507401	0.550378700287	0.564034211181	0.693261043798	0.68409677339	0.589095630821	0.553773105495	0.722257285337	0.651433007911	0.66061599636	0.519239036614	0.572830834834	0.615849662194	0.680177088844	0.597700976364	0.550788693783	0.597028158913	0.606650125312	0.570762707039	0.573812582405	0.562449307443	0.61868299801	0.615567110684	0.559914759193	0.529089627077	0.568218551563	0.55023023754	0.691360674793	0.59894560125	0.594123040411	0	0.586981581786	0.560063496078	0.630238051502	0.58533206218	0.546642748875	0.578271247452	0.559754942597	0.612777455212	0.572060019153	0.57273958314	0.527041633688	0.551142493056	0.587993445291	0.616625919041	0.57082960855	0.607609999993	0.554592100087	0.58140843596	0.601118007153	0.609972485803	0.589040760746	0.633195589944	0.620535582807	0.586526377004	0.640326394804	0.63934651283	0.618192611847	0.604349715307	0.580146627553	0.576253017901	0.556126446042	0.595786840938	0.608577803756	0.612185705129	0.595198194447	0.592082001936	0.576825898438	0.598245644537	0.603968532857	0.660602501262	0.55668892506	0.624359700957	0.664583042989	0.627044449391	0.614838798668	0.623136219053	0.661299957364	0.65412840304	0.722187694354	0.595246824377	0.625633070643	0.655215838557	0.70871735993	0.596013537353	0.526613293283	0.560990474403	0.630455362478	0.662014896066	0.613505208277	0.56369755131	0.706006761109	0.64801497681	0.633241494552	0.626419486413	0.524919691926	0.603317341339	0.607802789819	0.671104583792	0.644301086141	0.613582778838	0.586283247779	0.569138773424	0.567697885001	0.624025318666	0.603835675232	0.634400462887	0.70332192715	0.635985084335	0.679420683777	0.559854253811	0.598255121358	0.587761537009	0.555863202099	0.540625712951	0.581621731429	0.603208747792	0.61715827937	0.606741756962	0.592816547322	0.637234851958	0.647037206293	0.553659639595	0.580842245171	0.576882249167	0.577978282719	0.588060201685	0.591639241377	0.583190168804	0.557705874071	0.600757147389	0.604468514238	0.582778434137	0.54366864396	0.613463357612	0.567379228267	0.60615590421	0.597048490941	0.615623318103	0.598522601423	0.613252178301	0.560134820633
CS.256	0.593016911055	0.589083439413	0.671116166293	0.624886412284	0.664769469104	0.612336284681	0.653565477402	0.605057286058	0.662934318616	0.67913656023	0.668799671609	0.697967297007	0.625712606154	0.682134682509	0.667526566011	0.582921150407	0.583874059097	0.692756921282	0.652309199501	0.631752677482	0.64848894477	0.672747875027	0.639398962189	0.690406155184	0.604941359213	0.526929528577	0.658711943148	0.592664679966	0.590308022119	0.610475830094	0.633387847725	0.501264324366	0.623555280969	0.619532150696	0.624294471614	0.546723656898	0.56491629721	0.588722371339	0.618684957859	0.656246889406	0.633012846267	0.597439978301	0.572940959002	0.537631198048	0.539093745794	0.516367452567	0.489638988277	0.563277787937	0.509916447606	0.528828161146	0.492712809159	0.544004004676	0.500925314374	0.6080061751	0.506403181559	0.532253370121	0.586981581786	0	0.568025055059	0.576477376661	0.629431765377	0.616595319418	0.656297230423	0.590878740541	0.626049896332	0.612792777351	0.58434957469	0.591414965966	0.593791423657	0.660192480697	0.566473957433	0.614959324219	0.622629675355	0.640087546727	0.63043555815	0.671596787226	0.62568015496	0.615374829014	0.637135764873	0.682486929736	0.679802223072	0.674645371628	0.674837710213	0.66987354621	0.663718602262	0.614942150904	0.615425587001	0.639407578384	0.657691994216	0.695029323468	0.624077035494	0.665207069435	0.639143118872	0.617508877496	0.636211057967	0.635167175188	0.674609981047	0.641055556699	0.674305606931	0.717674914849	0.570379649544	0.628519970833	0.560621828121	0.700840811511	0.676044545438	0.668934695659	0.553296269689	0.663884132228	0.643344499315	0.714675895408	0.635141098601	0.574793419086	0.669887129686	0.620889457641	0.613607413962	0.563967523572	0.614877482354	0.637038500177	0.576457627311	0.652171320156	0.630204285918	0.582093323795	0.587736730593	0.492973570269	0.616092135689	0.605960774678	0.50701495131	0.460703540422	0.512317909698	0.460873556658	0.651125265264	0.611688200109	0.636757561399	0.556146359455	0.520422889526	0.619387853315	0.481626556839	0.545218833357	0.499586824418	0.487194664725	0.554888579114	0.528125027212	0.606388400648	0.551717882608	0.665031946951	0.631531781029	0.635339948386	0.55047699425	0.657754624821	0.63809994805	0.624817603437	0.677241951296	0.617945564273	0.633149846571	0.639357241798	0.613625705443	0.646896926423	0.655451481125	0.665304487273	0.65374406502	0.67288801982	0.639673475539	0.676616861884	0.643079055144	0.681035197519	0.657639259291	0.686680126073	0.624181145998
