CS.108	CS.001	L.007.M1	CS.263	CS.007	CS.002	CS.086	CS.059	CS.036	CS.099	CS.098	CS.104	CS.265	CS.016	CS.091	CS.230	CS.155	CS.067	CS.373	CS.382	CS.341	CS.040	CS.118	CS.066	CS.229	CS.127	CS.269	CS.050	CS.367	CS.064	CS.224	CS.203	CS.128	CS.302	CS.125	CS.041	CS.232	CS.380	CS.126	CS.213	CS.292	CS.376	CS.236	CS.375	CS.136	CS.148	CS.386	CS.369	CS.348	CS.389	CS.385	CS.256	CS.395	CS.177	CS.129	CS.349	CS.181	CS.214	CS.182	CS.183	T.CS.003	T.CS.052	T.CS.014	T.CS.001	T.CS.042	T.CS.079	T.CS.020	T.CS.067	T.CS.004	T.CS.019	T.CS.040	T.CS.058	T.CS.007	T.CS.029	T.CS.089	T.CS.153	T.CS.102	T.CS.161	T.CS.105	T.CS.100	T.CS.129	T.CS.144	T.CS.116	T.CS.177	T.CS.111	T.CS.121	T.CS.125	T.CS.124	T.CS.118	T.CS.123	CS.103	CS.356	CS.088	L.024.M1	CS.242	CS.082	CS.237	CS.110	CS.238	CS.085	CS.246	L.034.M1	CS.087	CS.006	CS.015	CS.330	CS.363	CS.304	CS.358	CS.364	CS.345.0	CS.347.0	CS.274	CS.150	CS.346	CS.187	CS.188	CS.151	CS.325	CS.165	CS.285	CS.158	CS.361	CS.163	CS.319	CS.331	CS.112	CS.223	CS.318	CS.320	CS.343	CS.152	CS.321	CS.194	CS.227	CS.370	CS.326	CS.253	CS.145	CS.262	CS.270	CS.255	CS.393	CS.390	T.CS.045	TFS.025	T.CS.026	T.CS.064	TFS.022	TFS.021	T.CS.061	TFS.020	T.CS.031	TFS.027	T.CS.036	T.CS.066	T.CS.043	T.CS.008	T.CS.055	T.CS.095	T.CS.109	T.CS.151	T.CS.158	T.CS.157	T.CS.166	T.CS.142	T.CS.152	T.CS.141
CS.118	0.596384153532	0.604554584427	0.629183566315	0.553849041825	0.582568487988	0.524238958013	0.534133564501	0.591630002114	0.594086646679	0.557051273176	0.59120024403	0.523915452696	0.634919314434	0.535375861269	0.647089752952	0.655705952567	0.63971792538	0.675634553736	0.624294174074	0.615948063226	0.656054897383	0.538146212279	0	0.52296136937	0.619953204151	0.598172686426	0.701967824238	0.573866239065	0.700843154739	0.536615833433	0.712509904136	0.580765595544	0.623906203892	0.717930982631	0.658979258739	0.555383648541	0.571425647678	0.626739830212	0.589442696904	0.661415877829	0.595986672512	0.659043876022	0.615017023141	0.59437476243	0.571165158595	0.660248300378	0.688818709183	0.703895193731	0.647306322215	0.661638389249	0.667690649662	0.6656930415	0.637672085649	0.678864645978	0.595972255257	0.650593387502	0.655022884572	0.643796946922	0.646976873859	0.714795350136	0.603119468025	0.643499203433	0.616068995581	0.682142812864	0.594605312655	0.659989786143	0.619816711594	0.583168749016	0.626577393326	0.592157411716	0.558050185244	0.58997647995	0.672798492001	0.568306090241	0.609576103841	0.590803438524	0.630090950133	0.603088706941	0.617003887309	0.604621012318	0.645761775804	0.618240022741	0.529450828475	0.594317030452	0.596007482782	0.628475466864	0.610344535706	0.555729358963	0.631610147676	0.589045738612	0.561922784927	0.654914455284	0.623010517094	0.619039543054	0.573614720759	0.55961787846	0.580586472648	0.602739383302	0.582434544397	0.493096991244	0.568140188856	0.588403063059	0.566041847842	0.548453970069	0.583649877195	0.626599538286	0.662608671179	0.668136152347	0.723274615339	0.685249512643	0.674132605368	0.636027619648	0.667573575297	0.593064631153	0.683613405956	0.635569889018	0.665034991414	0.631572728639	0.719351437294	0.629832712402	0.680196855904	0.525250731808	0.62681384895	0.558300976578	0.660101977952	0.621118624669	0.556604978303	0.656338072475	0.667930835405	0.622875845544	0.659456833568	0.595035197945	0.555597740686	0.725979229996	0.744133886733	0.659117561566	0.632139355973	0.708097151659	0.641764319275	0.667168877711	0.683185801982	0.635391804233	0.620798995092	0.662800285241	0.594486729957	0.624198905744	0.702947680605	0.592745985503	0.625415697445	0.616758263799	0.599870337698	0.622002949031	0.570122726949	0.610122444567	0.580794705233	0.613555275409	0.587748094592	0.626943493185	0.601156304315	0.621706135054	0.627758992391	0.613007630894	0.61069806175	0.580014191612	0.612763065518	0.628617167854	0.593087428454	0.607204214944
CS.066	0.602611736653	0.614083384647	0.587060818022	0.566190226646	0.580093075487	0.564799592979	0.548584445706	0.599574110825	0.64380475882	0.545412544987	0.592800725429	0.554282036027	0.648437023303	0.567780720783	0.664692136991	0.682589192563	0.664890176837	0.686061096372	0.63831987909	0.605173654883	0.6804907128	0.539355293443	0.52296136937	0	0.661217007072	0.620865017907	0.719375717179	0.565801968788	0.708826491581	0.585915803051	0.723656844748	0.586671855902	0.6334518853	0.7268486535	0.685388265519	0.634658206279	0.584197349016	0.613642876748	0.601871581483	0.667659315568	0.59516618724	0.679421622167	0.660430382811	0.603802107769	0.618977337124	0.68371225058	0.691516630283	0.709682459922	0.676514949539	0.673766058111	0.692184112219	0.672804059034	0.668132433761	0.68140747982	0.611233463928	0.66435187443	0.666596916753	0.65578394896	0.659368625561	0.725595326098	0.572970563454	0.679211245914	0.632831802214	0.696928237337	0.612865327665	0.679679798766	0.607845865976	0.596928954907	0.623080015378	0.612278741201	0.558216302745	0.584185677434	0.675510500886	0.614636780145	0.647903644994	0.600918962419	0.592324418239	0.608314999065	0.651985598562	0.60840210624	0.623371900934	0.601835801958	0.554126300588	0.610819005058	0.57267775804	0.657204598195	0.606206859546	0.558884231025	0.639098006342	0.585428991087	0.556944695147	0.690422320731	0.598282578187	0.578835636334	0.582023496836	0.597828477747	0.60674725607	0.621740439585	0.549266296021	0.564708846455	0.591297069644	0.580877602931	0.542725029905	0.536345656277	0.55312467867	0.671893936194	0.674600519919	0.684215179738	0.744050682354	0.699296488751	0.713683404707	0.663269982994	0.684729924409	0.610166106583	0.704227666404	0.648448694151	0.657219927485	0.652776430753	0.731882256075	0.657798467325	0.702989465631	0.588517881478	0.658307701776	0.60676689714	0.680552532285	0.635534964379	0.579058341201	0.684583941528	0.680050519004	0.651729516213	0.678463462726	0.628831034919	0.54851769664	0.731443600398	0.740423587173	0.670405739083	0.648109979744	0.698300292207	0.632787156762	0.64317253134	0.686396989137	0.668039443022	0.656769087254	0.677730025784	0.592171610885	0.615652116524	0.708791612111	0.568699087995	0.629436742447	0.571245727028	0.618963208	0.617824097776	0.589980387598	0.567506125957	0.600715764668	0.578236256676	0.585659058174	0.622146271695	0.60459169868	0.604246102651	0.611534309841	0.577240228656	0.617402888366	0.57283793638	0.621684708567	0.585710454657	0.602798460433	0.560687759839
CS.229	0.676408297827	0.671408484998	0.689765813651	0.622685828735	0.608974661385	0.615364798466	0.665640746658	0.619303040352	0.573511077607	0.674034471962	0.660964417777	0.576903474962	0.703933355198	0.592573502945	0.595503287254	0.568072354879	0.591022779992	0.629057052784	0.535989956474	0.584579401921	0.567979627447	0.646580601711	0.619953204151	0.661217007072	0	0.55987924526	0.656315829586	0.661318907781	0.623698288732	0.606062748812	0.676746815329	0.615412319854	0.557265249773	0.621297908783	0.548011003198	0.569167592642	0.608945198505	0.604502102641	0.558414879062	0.576754293222	0.558246543062	0.513568134137	0.633749077905	0.547011845152	0.525403283988	0.611661582489	0.643699751195	0.607953696205	0.574391201309	0.546518997256	0.559898066959	0.577444935115	0.574884993575	0.591106968658	0.60697084198	0.538582372413	0.547808990415	0.572920268024	0.546499497613	0.596413374108	0.648207917211	0.543435824059	0.613449394542	0.618504366986	0.652496056062	0.550550644265	0.708021849408	0.607263012759	0.582635997818	0.624976210816	0.631227285602	0.608507778823	0.60385993602	0.597361888793	0.588492876468	0.686732824818	0.69200027949	0.660874873931	0.703890948144	0.679800354521	0.669370208342	0.669040598612	0.649588022654	0.667450968324	0.620826512091	0.64398337771	0.606592529288	0.673996847603	0.568413644865	0.602776326765	0.638407360779	0.640236732604	0.655422486951	0.697311846753	0.617947993822	0.642099009861	0.572352424369	0.5899421099	0.606110747736	0.622960894396	0.633208032831	0.624391529982	0.612067799076	0.611950861092	0.676985712734	0.561174006328	0.515852997114	0.610783641463	0.624859281652	0.574566168732	0.621719974431	0.558894014266	0.567155136427	0.584053492072	0.625998719693	0.528329706419	0.601489272405	0.594259536263	0.682543478166	0.58600787059	0.58637447876	0.573925028606	0.560073238	0.56857390516	0.540432567287	0.575848177569	0.555451141045	0.527605202875	0.525718133875	0.535413235521	0.580688336181	0.590244209504	0.626610562133	0.627232609867	0.649810844268	0.537794838495	0.581671170548	0.665105352025	0.545425218823	0.583820300931	0.54956911872	0.568038163271	0.597893836993	0.573207582134	0.605870606047	0.579312763363	0.638146358983	0.613327131621	0.650944609096	0.59274367139	0.562271531149	0.654159600148	0.624577926322	0.606542654606	0.653178319499	0.683107806312	0.629156471201	0.577155931414	0.620315354938	0.69488491234	0.683193695242	0.666129908653	0.63377855345	0.65479514909	0.616587285388	0.669853778128	0.599811169607	0.677692331371
CS.127	0.638352542887	0.588435570711	0.591456349328	0.535904474989	0.513819496994	0.59159840858	0.606493015986	0.533835959187	0.568917434726	0.628229145906	0.577411863998	0.535678723883	0.599106576379	0.582017422099	0.586071663144	0.622347163699	0.509591172299	0.671123082302	0.505446214191	0.469308389969	0.535242551688	0.600609982657	0.598172686426	0.620865017907	0.55987924526	0	0.687853636875	0.656219579393	0.667903919979	0.551521959229	0.699785338887	0.514023925439	0.471555801542	0.637314668209	0.515786502522	0.579237885779	0.540169407356	0.504389667609	0.42363138952	0.589100319574	0.530375120559	0.536283581152	0.656428630015	0.507860168618	0.541795768267	0.599036725542	0.645832217827	0.642211533939	0.50657179702	0.518796890473	0.519569300653	0.526929528577	0.566271504326	0.600020811411	0.564656228461	0.521735045375	0.536104226468	0.51677384095	0.48152109801	0.628320878402	0.540718818159	0.531881007662	0.519844802832	0.622840154887	0.542816851277	0.583935619824	0.607651700367	0.513757256445	0.483881864098	0.533521252694	0.543781382503	0.560419671497	0.587235418666	0.571456802208	0.533667956905	0.596235200208	0.600614048747	0.589634550936	0.648526367183	0.610707966023	0.562510513274	0.556776499435	0.603165484973	0.579840535969	0.55220513899	0.551078613714	0.523277350997	0.580291853683	0.509764755997	0.509234300055	0.581446404141	0.611134569859	0.670845725428	0.615267754573	0.533410190678	0.581868519928	0.590709278657	0.599914303447	0.596910887647	0.578150784326	0.530132302763	0.568169859588	0.617464140626	0.549724029503	0.618640326134	0.549428089514	0.52730440104	0.624540248986	0.662851874338	0.611415970312	0.687212168686	0.612608513909	0.548479254525	0.523218323393	0.69055623237	0.494387196825	0.521069630856	0.509920926576	0.670787841315	0.599965015988	0.613474571417	0.596996423579	0.580747679006	0.590380015515	0.530037484796	0.497551986801	0.578667928985	0.518846180021	0.521713054443	0.479861091173	0.565474016862	0.454468806708	0.522840356693	0.653230967642	0.704765138814	0.553134661154	0.536409548286	0.670903943194	0.490734927532	0.586014890259	0.536018678619	0.527490819682	0.603613107946	0.531143589277	0.568693802198	0.523866019324	0.640728432414	0.534683902912	0.557952506794	0.564016507088	0.530780493551	0.542871283288	0.541720084954	0.536345029789	0.585144868751	0.564805718101	0.522530178872	0.535322273716	0.555140604905	0.596527351358	0.563638985585	0.583834371691	0.533538836893	0.597196315568	0.522747896643	0.607957674357	0.513855149512	0.60808750549
CS.269	0.736986950667	0.769155219342	0.765914536482	0.727925414965	0.750441071711	0.717865894023	0.733490847521	0.761993646321	0.665183896578	0.762310358085	0.78838680003	0.697730158079	0.794144063097	0.733067990421	0.677278132101	0.570114593088	0.693236375719	0.642373752625	0.642107449342	0.699507836379	0.650300984205	0.735932547309	0.701967824238	0.719375717179	0.656315829586	0.687853636875	0	0.69453608886	0.579111185168	0.715851028043	0.618909490567	0.736454261191	0.710384861249	0.587816531173	0.60410482251	0.689238234938	0.729749342173	0.751048268741	0.715399399155	0.608786531359	0.708533226248	0.603778080035	0.693219329883	0.65451757326	0.658735904936	0.677949856561	0.649215568507	0.648958537141	0.695053613731	0.594678225324	0.673058473595	0.697999159199	0.68748050733	0.64797776865	0.700251014263	0.686509359433	0.657840424348	0.648101133099	0.680298411073	0.663501575152	0.74593349196	0.647737451411	0.717492907524	0.646230851364	0.754842217197	0.621968177596	0.763091484424	0.718325103193	0.690408269166	0.685991771827	0.738876234187	0.739091692445	0.638894464371	0.697108795992	0.699804983297	0.762986550693	0.780147079565	0.738161825283	0.770859064222	0.778908640794	0.774474005408	0.777240231495	0.691961506393	0.789373713581	0.745309961515	0.739934495299	0.717407046235	0.750474651267	0.699559769434	0.727605940554	0.731171151773	0.622867002446	0.678470785643	0.737243729586	0.745673651724	0.745623266582	0.667533213688	0.695766148092	0.729487534763	0.729666873827	0.73815557695	0.717922997865	0.676667226172	0.70039498185	0.751805226104	0.640918613921	0.649835791008	0.668772654757	0.626353780702	0.582906503252	0.587533686383	0.668148684694	0.607731411085	0.688270518938	0.573575339986	0.642225569469	0.630763073157	0.689234258579	0.639384820405	0.654143263163	0.589846226222	0.659227604107	0.647618477034	0.630293654275	0.615584864229	0.723130375955	0.66772277381	0.616919572978	0.630299401115	0.68540062006	0.603287334209	0.741267722784	0.721202830282	0.678041686071	0.654834791889	0.678472549439	0.639264440974	0.624587140151	0.716187644822	0.649965237334	0.686076737792	0.681025899207	0.703220469701	0.670843128835	0.712739363184	0.689920933261	0.682624272824	0.748864926617	0.772282711925	0.723364760494	0.685091507322	0.765312052564	0.734882778615	0.752137079068	0.73668130944	0.75556906395	0.721187549506	0.701784407692	0.719827516184	0.79665228326	0.781213361145	0.764507488876	0.763638643967	0.730601777521	0.738767736462	0.730659372375	0.715986500544	0.749730646091
CS.050	0.6391306895	0.64339426343	0.686957715379	0.61871726562	0.676748196493	0.597087623626	0.621348171969	0.656434897397	0.6519256674	0.613412008743	0.672337452782	0.631737347299	0.686990778564	0.61776385401	0.647294622526	0.632961801272	0.690202092782	0.644694918567	0.639111719006	0.673955694152	0.662114068128	0.640865752337	0.573866239065	0.565801968788	0.661318907781	0.656219579393	0.69453608886	0	0.67476492717	0.606350322878	0.695304986834	0.687076096293	0.678483713259	0.680637712311	0.681457652211	0.608444310221	0.61424135592	0.685229476708	0.659188306966	0.627900854624	0.597006756733	0.678580775223	0.643446933763	0.632984691276	0.605179284414	0.655903033591	0.656313357214	0.659256331444	0.69154427128	0.666611386337	0.672748272891	0.662248213891	0.635715911742	0.641085710476	0.611417682125	0.668600700609	0.668102233665	0.655856326824	0.670172464551	0.685170275324	0.685983930736	0.686825920014	0.661095649699	0.663557480676	0.6921272787	0.649158156074	0.687899760496	0.64403848618	0.654146666066	0.607923692258	0.643105298935	0.641772803921	0.675316643325	0.604127587711	0.679682521619	0.657028013419	0.710379359573	0.635061158032	0.64701124596	0.670903934562	0.702081559841	0.690484421583	0.600426363522	0.665319294205	0.655272822371	0.705405268409	0.666898884365	0.618880935709	0.661571274201	0.650404415205	0.612525178884	0.675124206372	0.664311924951	0.668272036639	0.639062595266	0.610316825325	0.560866768016	0.594032889065	0.634248890413	0.598708237734	0.63943527396	0.654303730146	0.619564733397	0.586573154981	0.661883777859	0.640055101776	0.651207582622	0.654912326386	0.684045531355	0.636382057043	0.647973484657	0.635798130106	0.663524308976	0.611778335058	0.684002985566	0.648060596106	0.690463832819	0.677279140526	0.69382996431	0.667698179496	0.644637050316	0.565821679688	0.64727789699	0.589195365445	0.676259962551	0.636759656209	0.552583235955	0.658549070632	0.667650425555	0.648018417853	0.644087639112	0.675931669217	0.655498916883	0.698337197879	0.699693252821	0.674217976485	0.632590366536	0.653729245422	0.681676021712	0.63783994874	0.648617337565	0.64934824229	0.642398616777	0.660263426438	0.653438091456	0.666425968604	0.675422552098	0.663362957418	0.698725542032	0.652693199563	0.686219154521	0.692488542909	0.660041852823	0.685400317454	0.633028857805	0.677475238787	0.678261209988	0.684138484164	0.662040680618	0.696429592188	0.684921081328	0.677043067858	0.677553617968	0.627679618521	0.681969594904	0.691703546175	0.668811991582	0.673238596272
CS.367	0.751160025686	0.763447242571	0.763819935828	0.70746587848	0.741899009227	0.71073820709	0.734893710168	0.727959223474	0.685699229652	0.739700494553	0.767585644738	0.702079429582	0.773420678678	0.701638735146	0.628851643452	0.594224161278	0.688293002698	0.584081678567	0.622850435379	0.667184909641	0.616203071984	0.727116806962	0.700843154739	0.708826491581	0.623698288732	0.667903919979	0.579111185168	0.67476492717	0	0.722924992129	0.58747558569	0.72076244357	0.682026412576	0.578242179785	0.573159301455	0.657671159802	0.702721737015	0.725361353888	0.67462350171	0.558304034498	0.622811184764	0.566323118835	0.695157518947	0.624136420468	0.636082409248	0.626261774272	0.604901486691	0.605751535296	0.686040928422	0.580639545507	0.647960140241	0.62604998593	0.638616311727	0.575858508697	0.664584052474	0.641867214172	0.628392200954	0.632735430355	0.652288225342	0.562515288504	0.742990896787	0.643792013434	0.70961013638	0.578106450061	0.757400955633	0.57850116402	0.775727284587	0.709053939141	0.689369876168	0.670123949543	0.723575263121	0.717941877269	0.633007172984	0.683427816829	0.698231625892	0.75556646795	0.746511090925	0.713152805154	0.754863048526	0.752771533131	0.744115832549	0.762607103194	0.707652162024	0.765414715199	0.723021485813	0.72319943596	0.683389864059	0.737307760314	0.661731084762	0.700509355986	0.705976039332	0.603009522893	0.708837471237	0.715951270169	0.725987333942	0.731665884749	0.612583443189	0.636712152739	0.705299139676	0.717072489043	0.694552051274	0.689116244586	0.685891847697	0.704781894666	0.759899524619	0.589862850635	0.58691289197	0.675256453497	0.573354139524	0.552267872715	0.551009011963	0.597199089816	0.571244977528	0.653380834105	0.584509522179	0.603627209624	0.617064835543	0.673318253566	0.609701011831	0.614309337238	0.551007510156	0.632271502039	0.608097161178	0.612262092052	0.59091405695	0.669128074707	0.609269337374	0.595648656654	0.593306494666	0.638155761372	0.590469358942	0.723103576914	0.723056349816	0.582217316438	0.558788566525	0.633086115103	0.612324152867	0.562612193975	0.674060929813	0.590332230301	0.60102771885	0.618753150884	0.666774866076	0.672506417943	0.712804303823	0.685676939092	0.604241889791	0.711465984485	0.759267087585	0.716331587382	0.691057530021	0.760134952186	0.722104017494	0.736191610226	0.722450129922	0.734184798157	0.723833076493	0.687990400791	0.726402080623	0.775701517923	0.769370482774	0.738376049034	0.738549782397	0.714263622837	0.720756427531	0.724103245736	0.709418361217	0.725781458576
CS.064	0.566606949398	0.560523708453	0.642685754562	0.552981706494	0.584774580926	0.552006438352	0.555579833929	0.555093167452	0.557097230259	0.594789663883	0.578140897408	0.537445494589	0.606190006882	0.59145049721	0.623769544503	0.646061842954	0.583165634281	0.709679523235	0.596687240606	0.605851309743	0.655393505011	0.560878946559	0.536615833433	0.585915803051	0.606062748812	0.551521959229	0.715851028043	0.606350322878	0.722924992129	0	0.739132142234	0.589026010882	0.600416822091	0.679533156879	0.645927467912	0.577965045553	0.542456183957	0.579863521994	0.575367435172	0.667795488839	0.56515956221	0.652455815007	0.603663514579	0.610017125036	0.53677597954	0.674045365634	0.696495304511	0.671495986168	0.564784943886	0.622372595142	0.595492250248	0.658711943148	0.596993746517	0.70392833213	0.613707562147	0.610558892605	0.614315662505	0.617754764406	0.586357117275	0.701045435163	0.608254268534	0.599313530534	0.561995616754	0.693464035778	0.584259969216	0.673283055755	0.598561555257	0.596034276337	0.618025397107	0.603283021888	0.586262526505	0.619856820225	0.66308756543	0.552182822214	0.615688412588	0.58119999552	0.643363241757	0.600512445538	0.596613046795	0.595842697229	0.61002251342	0.616507533445	0.564123012917	0.610149045429	0.603618522169	0.596842431001	0.594823913833	0.580335103007	0.612706492845	0.607049299178	0.571603293821	0.685334495677	0.660393217657	0.655430817016	0.57963571849	0.509535733892	0.581680206371	0.607679726977	0.605884819808	0.538483494913	0.590602431085	0.617226004459	0.603617706025	0.586524644104	0.628909440068	0.640591540241	0.616056381833	0.636395958326	0.744722128705	0.667080706641	0.704473274305	0.65578757825	0.671494688733	0.591406386954	0.695106114075	0.605349562291	0.646345334038	0.570076856866	0.747171221047	0.663281897095	0.652137182513	0.572575883663	0.65745743846	0.565554226451	0.635838005878	0.571749795595	0.588532991176	0.623686252549	0.634048119374	0.594393882846	0.653600037459	0.570595235812	0.575704720687	0.752853780199	0.751072752689	0.637413522619	0.636374005768	0.721881421172	0.601221991657	0.67448263991	0.648718246777	0.608010861873	0.626837620264	0.606372989171	0.589511944348	0.631035874277	0.716000547749	0.595203022186	0.601857972023	0.636975516498	0.613944459901	0.606502233862	0.598654077168	0.626621951337	0.574258109547	0.61004581416	0.593907476188	0.632819882349	0.605192556712	0.621434036228	0.632911477592	0.642072879622	0.587027368684	0.608403176354	0.584545170341	0.678151683899	0.58179972127	0.659716838167
CS.224	0.780521028466	0.781933689226	0.765149821763	0.745907321067	0.741322953341	0.727870456301	0.76369204768	0.762361002302	0.717081899592	0.77702877056	0.782481103133	0.729451726192	0.782217770551	0.733857599994	0.657047273827	0.638647187781	0.712898408816	0.590521842899	0.687667083607	0.701379273178	0.628062608858	0.756508863586	0.712509904136	0.723656844748	0.676746815329	0.699785338887	0.618909490567	0.695304986834	0.58747558569	0.739132142234	0	0.737466442463	0.685451178809	0.60736028735	0.625553837121	0.706364224622	0.72352069749	0.735368172264	0.713095141561	0.618319945822	0.690536607928	0.623918310103	0.720606416614	0.661303083911	0.689980687344	0.606820246476	0.587195940878	0.661026182424	0.715155645704	0.657880494591	0.690920371217	0.619532150696	0.691279776903	0.595639021725	0.682117592216	0.684892934282	0.646441016666	0.64280315834	0.678217905404	0.618758549649	0.756221915208	0.69772935817	0.729429057664	0.667335521972	0.767584599161	0.619439569194	0.767822318949	0.733753857512	0.712959093211	0.691275525732	0.744695713465	0.731200604393	0.658905718657	0.714937433976	0.713803852962	0.758517601	0.757429468741	0.747149306159	0.786220316174	0.780552892153	0.763216065427	0.765479048186	0.70660840918	0.781289162209	0.751338910195	0.74977780786	0.705452804649	0.76935562008	0.703006233952	0.725613400344	0.729104958783	0.671113819034	0.735115573726	0.747854424525	0.755119080333	0.758992614812	0.621272735249	0.650691098176	0.707397314565	0.749412057838	0.732083897088	0.726567744248	0.710426757832	0.721713764458	0.756621347958	0.62981924014	0.641703011226	0.6663969428	0.591716010408	0.623672167093	0.636238614162	0.649921140148	0.605109875032	0.66082938566	0.608022588225	0.641433573876	0.685638315425	0.70900926691	0.576143794819	0.656922927491	0.60979418928	0.670966060946	0.659432988997	0.666124364968	0.636700601089	0.710292089637	0.682527847485	0.609967713298	0.620767676361	0.649397738489	0.555298489428	0.737415432909	0.733533236736	0.576944841641	0.576155658621	0.683566171127	0.648461528025	0.648255909349	0.701975262436	0.653320271412	0.649328334164	0.66270322833	0.693440955654	0.623313359694	0.723628770729	0.693021069317	0.66233268889	0.757265160945	0.77415938034	0.710830730395	0.709014639772	0.782569612627	0.73296485776	0.755787045486	0.745385720093	0.765511926228	0.740495440691	0.706861373072	0.735955329739	0.776785138885	0.780047215074	0.742949155101	0.74068392715	0.736422090129	0.722184186904	0.730353722531	0.733945917797	0.735598810251
CS.203	0.650741300102	0.588698324667	0.553595181158	0.534186019973	0.505717753422	0.621352394916	0.569358819858	0.561697409661	0.630659168994	0.587319217154	0.571418340397	0.533854423721	0.590726276457	0.565320826132	0.65398002027	0.659998958041	0.578921142302	0.738469689781	0.596039654249	0.46676813679	0.639255276458	0.585543445748	0.580765595544	0.586671855902	0.615412319854	0.514023925439	0.736454261191	0.687076096293	0.72076244357	0.589026010882	0.737466442463	0	0.531090890876	0.717841518434	0.619286834698	0.640044360063	0.590248898557	0.490043743676	0.494174155348	0.643820129374	0.602352593664	0.621151562607	0.68576473775	0.57635404046	0.625762623595	0.668713160201	0.702550309116	0.721063318991	0.612779551241	0.636840667907	0.623487815807	0.633012846267	0.642977017328	0.669125188853	0.615187925265	0.594951815008	0.627329057247	0.612577187382	0.610886345803	0.705048992714	0.518914637518	0.623978852954	0.595176564967	0.686949183515	0.474362808896	0.654493232261	0.612375254563	0.498746334412	0.5321025139	0.602335714702	0.540051950663	0.504127303727	0.650908559803	0.624568442473	0.56500079126	0.58735913795	0.543937831749	0.610775686839	0.661316217193	0.555535026797	0.550635258556	0.538652715767	0.605681867858	0.545891146874	0.530436709971	0.553121656928	0.556744671093	0.557493757978	0.594437221586	0.526759397502	0.60045573192	0.690243237698	0.620113953478	0.590622800259	0.525298235446	0.586067600197	0.656107750406	0.639605463634	0.560712535835	0.604266209817	0.498285767323	0.537681779282	0.580036418081	0.552270072725	0.586246069381	0.593222860585	0.62132699163	0.701489912285	0.725755072116	0.688893501097	0.744375309378	0.665157052076	0.641158072344	0.601388810337	0.746512569146	0.608031509147	0.586447007947	0.555391328641	0.725121392679	0.650600000043	0.70407065831	0.639222467363	0.621010579325	0.626909659225	0.593757383647	0.560149151991	0.639985081015	0.627361426905	0.597573750913	0.573008167699	0.61437403687	0.483648868721	0.459157026584	0.70976567526	0.751595793352	0.599433745443	0.610862283881	0.731569968358	0.500501921695	0.642061675658	0.635867422229	0.594728005059	0.632000531467	0.635673537529	0.552975149766	0.516866928229	0.723699474518	0.510195632578	0.518657551029	0.569814842061	0.539975573735	0.527809134163	0.531883609299	0.47393048381	0.599380701557	0.544580747317	0.509069493887	0.519069414935	0.556806910013	0.567180644096	0.531006166175	0.526399430299	0.478214952559	0.579413913645	0.532230780462	0.545879098609	0.543890762208	0.573711263319
CS.128	0.636381270632	0.603789707674	0.607480373744	0.560078467947	0.55587296215	0.587967992893	0.612451370461	0.572651544857	0.594675481344	0.640879887104	0.612406692772	0.536969229524	0.602932965594	0.578482592248	0.60204215205	0.622999562437	0.563349692722	0.70889526474	0.549743466766	0.498392917003	0.601733824745	0.622440139881	0.623906203892	0.6334518853	0.557265249773	0.471555801542	0.710384861249	0.678483713259	0.682026412576	0.600416822091	0.685451178809	0.531090890876	0	0.665886393882	0.514613082084	0.603553875829	0.55665271544	0.528954784129	0.496087078046	0.571031985913	0.544560693042	0.546117187558	0.631278775808	0.543704505615	0.557311963128	0.589749610294	0.648402509459	0.638097019305	0.554103426249	0.57251179249	0.504704617311	0.504281452287	0.538458231544	0.572454696387	0.562248678543	0.521904131311	0.520335181702	0.536790074039	0.495975608191	0.61709477676	0.581941245353	0.58569677704	0.585655366359	0.644232518014	0.547426373779	0.605726780511	0.645117750254	0.586877974081	0.55524870347	0.575660636549	0.565386242714	0.527896185949	0.622783617507	0.58114025649	0.546737743028	0.621668079992	0.601555406823	0.606101144591	0.666983854368	0.616988278788	0.583928110511	0.577287623742	0.597582631706	0.585452145564	0.563462242293	0.52545868444	0.539010494208	0.598841780678	0.541315675587	0.54320993797	0.59615355505	0.681761128946	0.645946203088	0.634243966115	0.554542104043	0.603329774379	0.595004371882	0.601465402133	0.576879932509	0.608528214246	0.530306888816	0.564360710327	0.623386345117	0.581846257293	0.631235962446	0.531760897426	0.534373432744	0.646181633275	0.673996556695	0.643803775568	0.716215831736	0.63906513715	0.594412261476	0.538704418211	0.707956473318	0.507706441609	0.599421625419	0.529475095879	0.718555049921	0.661333444909	0.647432890988	0.600594569429	0.573334762342	0.621515016322	0.503227974299	0.493776909133	0.5966408501	0.510716140163	0.531414230607	0.483041203	0.562995487235	0.474914961047	0.542467190135	0.67424967731	0.715143575141	0.511870138529	0.556120031797	0.690567547829	0.4956959608	0.577270264598	0.547295261466	0.534977764558	0.576362961832	0.543501973896	0.611165067621	0.564270509341	0.693964761265	0.54740850556	0.582610666787	0.597493942136	0.548994696545	0.594296082461	0.583621726925	0.573561161107	0.596122397035	0.606301091884	0.590296169524	0.581576016325	0.575300975819	0.61895866944	0.582361556301	0.578532102686	0.548142935025	0.632741223678	0.544143731217	0.626119622196	0.584677902759	0.62151397826
