g__Methanobrevibacter	k__Bacteria	g__Actinomyces	g__Bifidobacterium	g__Corynebacterium	g__Olsenella	f__Coriobacteriaceae	g__Collinsella	g__Senegalimassilia	f__Eggerthellaceae	g__Eggerthella	g__Enterorhabdus	g__Gordonibacter	g__Slackia	o__Thermoleophilales	f__Bacteroidaceae	g__Bacteroides	f__Barnesiellaceae	g__Barnesiella	f__Muribaculaceae	g__Butyricimonas	g__Odoribacter	f__Prevotellaceae	g__Massiliprevotella	g__Paraprevotella	g__Prevotella	g__Prevotellamassilia	f__Rikenellaceae	g__Alistipes	f__Tannerellaceae	g__Parabacteroides	f__Sphingobacteriaceae	g__Elusimicrobium	p__Firmicutes	f__Bacillaceae	f__Thermoactinomycetaceae	g__Granulicatella	g__Enterococcus	g__Lactobacillus	g__Weissella	g__Lactococcus	g__Streptococcus	o__Clostridiales	g__Colidextribacter	g__Flavonifractor	g__Flintibacter	g__Howardella	g__Intestinimonas	g__Pseudoflavonifractor	f__Christensenellaceae	f__Clostridiaceae	g__Butyricicoccus	g__Clostridium	g__Hungatella	f__Clostridiales.Family.XIII..Incertae.Sedis	g__Ihubacter	g__Mogibacterium	f__Defluviitaleaceae	f__Eubacteriaceae	g__Eubacterium	f__Gracilibacteraceae	f__Lachnospiraceae	g__Anaerosporobacter	g__Anaerostipes	g__Blautia	g__Butyrivibrio	g__Coprococcus	g__Cuneatibacter	g__Dorea	g__Eisenbergiella	g__Faecalicatena	g__Fusicatenibacter	g__Hespellia	g__Lachnobacterium	g__Lachnoclostridium	g__Lachnospira	g__Muricomes	g__Parasporobacterium	g__Pseudobutyrivibrio	g__Robinsoniella	g__Roseburia	g__Tyzzerella	f__Oscillospiraceae	g__Oscillibacter	f__Peptococcaceae	f__Peptostreptococcaceae	g__Intestinibacter	g__Paeniclostridium	g__Romboutsia	g__Terrisporobacter	f__Ruminococcaceae	g__Acutalibacter	g__Anaeromassilibacillus	g__Caproiciproducens	g__Drancourtella	g__Faecalibacterium	g__Gemmiger	g__Negativibacillus	g__Ruminiclostridium	g__Ruminococcus	g__Sporobacter	g__Subdoligranulum	f__Erysipelotrichaceae	g__Catenibacterium	g__Erysipelatoclostridium	g__Holdemanella	g__Holdemania	g__Longibaculum	g__Turicibacter	g__Phascolarctobacterium	g__Megamonas	g__Mitsuokella	g__Propionispira	g__Allisonella	g__Dialister	g__Megasphaera	g__Veillonella	g__Fusobacterium	o__Victivallales	f__Victivallaceae	g__Victivallis	c__Alphaproteobacteria	f__Kiloniellaceae	g__Delftia	g__Duodenibacillus	g__Parasutterella	g__Sutterella	f__Desulfovibrionaceae	g__Desulfovibrio	g__Succinivibrio	o__Enterobacterales	f__Enterobacteriaceae	g__Haemophilus	f__Spiroplasmataceae	g__Akkermansia
T.CS.156	1.75076158128786e-05	0.000105045694877272	3.50152316257572e-05	0.0256311495500543	1.75076158128786e-05	0.00201337581848104	0.00012255331069015	0.046290136209251	0.00292377184075073	0.000840365559018173	0	0	5.25228474386358e-05	0.00246857382961588	0.00983928008683777	0.00124304072271438	0.0103995237928499	0	5.25228474386358e-05	0.00386918309464617	0.000140060926503029	0.000350152316257572	0.00933155922826429	0	1.75076158128786e-05	0.249571063412584	0.0363633180433489	1.75076158128786e-05	0.00117301025946287	0	0.00063027416926363	0	0.0063027416926363	1.75076158128786e-05	5.25228474386358e-05	0.00197836058685528	0	1.75076158128786e-05	0.0130256661647817	0.000227599005567422	1.75076158128786e-05	0.0132007423229105	0.00737070625722189	1.75076158128786e-05	0	0.00168073111803635	0.000210091389754543	0.000577751321824994	0.000192583773941665	0	0.000297629468818936	0.00710809202002871	0.0200637277215589	0.00442942680065829	0.000507720858573479	0.000805350327392416	0	0	0.000840365559018173	0.0218144893028467	8.7538079064393e-05	0.0214293217549634	7.00304632515144e-05	0.00113799502783711	0.0258762561714346	1.75076158128786e-05	0.0252809972337967	0	0.0110122903463006	0	8.7538079064393e-05	0.000700304632515144	0.000770335095766659	0	0.00435939633740677	0	0.000192583773941665	0	8.7538079064393e-05	0	0.0134983717917294	0.000385167547883329	0.000472705626947722	0.00642529500332645	0	1.75076158128786e-05	0.00241605098217725	0	0.00337896985188557	0.000542736090199237	0.00567246752337267	0.000105045694877272	0	0.0002451066213803	0	0.0812353373717567	0.00721313771490598	0.000175076158128786	0.000367659932070451	0.0256311495500543	0.00108547218039847	0.00103294933295984	0.00448194964809692	0.033597114744914	3.50152316257572e-05	0.00880633075387794	1.75076158128786e-05	0	0.000350152316257572	0.000507720858573479	0.00012255331069015	0	0	0.000455198011134844	0.0623971427570993	0	0.00134808641759165	0.0002451066213803	0	0.00553240659686964	5.25228474386358e-05	0	0	1.75076158128786e-05	0.00318638607794391	5.25228474386358e-05	0.00870128505900067	0.00227599005567422	0.000507720858573479	0.112871599145628	0.00215343674498407	0.00369410693651738	0.000297629468818936	0.000315137084631815	0
T.CS.117	0.000167739500555637	0.000503218501666911	0.000146772062986182	0.0500912083534271	2.09674375694546e-05	0.000922567253056004	2.09674375694546e-05	0.0984840542637284	0.0167949174931332	0.000398381313819638	2.09674375694546e-05	0.00385800851277965	4.19348751389093e-05	0.00142578575472292	0.0165852431174386	0.000796762627639276	0.00614345920785021	4.19348751389093e-05	2.09674375694546e-05	0.0011112741911811	0	8.38697502778185e-05	0.0106304908477135	0	2.09674375694546e-05	0.217327490407397	0.0296479567232089	2.09674375694546e-05	0.000293544125972365	0	4.19348751389093e-05	0	0.000209674375694546	0.00031451156354182	2.09674375694546e-05	0.00400478057576584	2.09674375694546e-05	0.000482251064097457	0.00121611137902837	0	0.000985469565764368	0.00136288344201455	0.00530476170507202	0.000104837187847273	0	0.00138385087958401	0.000104837187847273	0.000293544125972365	0.000146772062986182	0	0.000251609250833456	0.00285157150944583	0.00599668714486403	0.00169836244312583	0.000125804625416728	0.00104837187847273	0	4.19348751389093e-05	0.000461283626528002	0.0205480888180655	0	0.0430671167676598	0.000188706938125092	0.00121611137902837	0.0276979850292496	0	0.0227077348877194	0	0.00524185939236366	2.09674375694546e-05	4.19348751389093e-05	0.00385800851277965	0.000377413876250183	0	0.00396284570062693	0.000670958002222548	0.000104837187847273	2.09674375694546e-05	6.29023127083639e-05	2.09674375694546e-05	0.00844987734049022	0.000230641813264001	0.000503218501666911	0.00199190656909819	8.38697502778185e-05	2.09674375694546e-05	0.000943534690625459	0	0.00371123644979347	0.000482251064097457	0.00509508732937748	0.000251609250833456	0	0	0	0.108590359172206	0.0114691883504917	2.09674375694546e-05	4.19348751389093e-05	0.0676619210366301	0.00115320906632001	0.000880632377917095	0.00348059463652947	0.0165433082422997	0	0.00855471452833749	0	0	0.000503218501666911	0.000335479001111274	0	0	0.0206529260059128	0.000146772062986182	0.0892583817331684	4.19348751389093e-05	2.09674375694546e-05	4.19348751389093e-05	0	0.000629023127083639	4.19348751389093e-05	0.000146772062986182	2.09674375694546e-05	0	0.00239028788291783	0	0.014572369110771	0	0.000293544125972365	8.38697502778185e-05	0.00167739500555637	0.00689828696035058	0.000167739500555637	0	0
T.CS.118	1.53865091088134e-05	0.0190638847858198	0.000369276218611521	0.00076932545544067	6.15460364352536e-05	0	7.6932545544067e-05	0.0272495076317085	0.00556991629739045	0.00327732644017725	0.000123092072870507	0.0019540866568193	0	0	0	0.000246184145741014	0.181806991629739	0.0311269079271295	0.000969350073855244	0.0177560315115707	0.00121553421959626	0.00316962087641556	3.07730182176268e-05	0	0.00224643032988676	0.0803021910388971	3.07730182176268e-05	0	0.00913958641063515	1.53865091088134e-05	0.00544682422451994	0.0128323485967504	0	3.07730182176268e-05	0	0.00175406203840473	4.61595273264402e-05	0.000153865091088134	0.00767786804529788	0.000107705563761694	0	0.000969350073855244	0.0123092072870507	0	1.53865091088134e-05	0.00166174298375185	0.000338503200393895	0.000246184145741014	6.15460364352536e-05	0	9.23190546528804e-05	0.00196947316592811	0.00810869030034466	0.00230797636632201	0.000523141309699655	0.00101550960118168	0.000415435745937962	0.000646233382570162	0.000476981782373215	0.0165097242737568	0.000184638109305761	0.0332964057114722	0.000492368291482029	0.00181560807483998	0.0256800837026096	0.00578532742491384	0.0205409896602659	0.000415435745937962	0.0046005662235352	6.15460364352536e-05	0	0.00316962087641556	0.000153865091088134	0	0.0194639340226489	0.00567762186115214	0.000123092072870507	0.00132323978335795	0	0	0.0208025603151157	0.0017232890201871	0.00158481043820778	0.00475443131462334	1.53865091088134e-05	1.53865091088134e-05	0.00407742491383555	0	0.0218642294436238	7.6932545544067e-05	0.00496984244214673	0.000646233382570162	0	0	0	0.112259970457903	0.00830871491875923	9.23190546528804e-05	0.000677006400787789	0.0793790004923683	0.0021848842934515	0.000800098473658296	0.0249415312653865	0.0166635893648449	0.000215411127523387	0.0254338995568685	1.53865091088134e-05	7.6932545544067e-05	0.00136939931068439	0.0228951255539143	0	0	0	0	0.000123092072870507	0	0.000184638109305761	0.00750861644510094	0	0	0.00124630723781388	1.53865091088134e-05	0	3.07730182176268e-05	0.00489290989660266	0	0.0121553421959626	0.000384662727720335	0.000446208764155588	0.001153988183161	0.00706240768094535	0.0115244953225012	0.00335425898572132	0.00127708025603151	0.00164635647464303
T.CS.108	0.0127886067755161	0.0261813996979069	2.87707688987988e-05	0.000100697691145796	2.87707688987988e-05	0.0024886715097461	0.00109328921815436	0.0299503704236496	0.00535136301517658	0.00874631374523484	0	0.0049917284039416	0	0.00158239228943394	0.00461770840825721	0.00300654534992448	0.00263252535424009	0.0155362152053514	1.43853844493994e-05	0.00112205998705315	5.75415377975976e-05	0	0.0148888729051284	0.00169747536502913	0	0.105013306480616	0.0134503344601884	0.00327986765446307	2.87707688987988e-05	0.000100697691145796	0.000100697691145796	0.00562468531971517	0.0470545925339855	0.000172624613392793	0.00123714306264835	0.00309285765662087	2.87707688987988e-05	5.75415377975976e-05	0.00129468460044595	0	2.87707688987988e-05	0.000345249226785586	0.0280802704452276	0.00120837229374955	0	0.00566784147306337	2.87707688987988e-05	0.000661727684672373	0.000172624613392793	0.000316478457886787	0.00368265841904625	0.00178378767172553	0.0105588721858592	0.00128029921599655	0.000517873840178379	0.00313601380996907	0.00172624613392793	0.0024167445874991	0.00456016687045961	0.0127022944688197	0.000201395382291592	0.0223405020499173	0.000201395382291592	0.000920664604761562	0.0155649859742502	0	0.0156800690498454	2.87707688987988e-05	0.0071926922246997	1.43853844493994e-05	0.000172624613392793	0.00151046536718694	0.000316478457886787	0	0.00290584765877868	0.000647342300222974	0.000201395382291592	0.000230166151190391	2.87707688987988e-05	2.87707688987988e-05	0.00571099762641157	0.000172624613392793	0.0024311299719485	0.0130043875422571	0.000819966913615766	4.31561533481982e-05	0.00514996763288499	0	0.0130763144645041	0.000992591527008559	0.0345249226785586	0.000172624613392793	0	0.000158239228943394	0	0.0526792778537006	0.00191325613177012	0.000172624613392793	0.000604186146874775	0.0433863194993886	0.0048334891749982	0.00135222613824354	0.00874631374523484	0.0097101345033446	2.87707688987988e-05	0.0112781414083291	0	2.87707688987988e-05	0.00138099690714234	0.0239660504926994	1.43853844493994e-05	0	0.00602747608429835	5.75415377975976e-05	0.0246133927929224	0	0.000517873840178379	2.87707688987988e-05	1.43853844493994e-05	0.00815651298280947	0.000273322304538589	0.038970006473423	0.00411421995252823	0	0.0196504351578796	0	0.000891893835862763	2.87707688987988e-05	0.00153923613608574	0.0339495073005826	7.1926922246997e-05	0.000302093073437388	0.00140976767604114	0.000374019995684385	7.1926922246997e-05
T.CS.119	0.0103812759531899	0.00713476783691959	3.77500943752359e-05	0.000113250283125708	0	0.00166100415251038	0.00207625519063798	0.0639109097772744	0.00838052095130238	0.00366175915439789	0	0.00324650811627029	0	0	0.00558701396753492	3.77500943752359e-05	0.00921102302755757	0	0.000604001510003775	0.000566251415628539	0.000377500943752359	0.000792751981879955	0.00687051717629294	0	0	0.0138165345413364	3.77500943752359e-05	0.00486976217440544	0.00252925632314081	3.77500943752359e-05	0.00184975462438656	3.77500943752359e-05	0.000113250283125708	0.00249150622876557	0.000113250283125708	0.00377500943752359	0	0.00109475273688184	0.00230275575688939	7.55001887504719e-05	3.77500943752359e-05	0.00879577198942997	0.0506228765571914	0.00139675349188373	0	0.010079275198188	0.000377500943752359	0.000377500943752359	0.000755001887504719	0	0.00705926764816912	0.00105700264250661	0.0975839939599849	0.00736126840317101	0.000453001132502831	0.00184975462438656	0	0.003359758399396	0.0210645526613817	0.0246885617214043	0.000528501321253303	0.0184597961494904	3.77500943752359e-05	0.00256700641751604	0.0186485466213666	0.0261985654964137	0.0118535296338241	7.55001887504719e-05	0.00252925632314081	0	3.77500943752359e-05	0.0024160060400151	0.000302000755001888	0.000264250660626652	0.00411476028690072	0.000528501321253303	0.000566251415628539	0.00101925254813137	0.00109475273688184	0.00381275953189883	0.00860702151755379	0.000528501321253303	0.00917327293318233	0.0326160815402039	0.000943752359380898	0	0.00120800302000755	0	0.0397130992827482	0.000566251415628539	0.0717629294073235	0.00113250283125708	0	0	0	0.0556058890147225	0.00977727444318611	0.0028312570781427	0.00490751226878067	0.0414118535296338	0.0189127972819932	0.00124575311438279	0.0044167610419026	0.000830502076255191	0.000377500943752359	0.0216685541713854	0	0	0.000755001887504719	0.00943752359380898	3.77500943752359e-05	0	0	0.000151000377500944	0.0325028312570781	0	0	0.000377500943752359	0.000528501321253303	0.0145715364288411	0.00162325405813515	0	0.000604001510003775	0.000113250283125708	0.00377500943752359	0.000339750849377123	7.55001887504719e-05	0.000490751226878067	0.00173650434126085	0.0309550773876935	0.000226500566251416	0.00490751226878067	0	0.0115892789731974	0.000604001510003775
T.CS.131	0.0175021335534508	0.00435104998810806	0.000195867202037019	0.0514850931068735	0.000195867202037019	1.39905144312156e-05	2.79810288624313e-05	0.03256991759587	0.00188871944821411	0.0024203589966003	0	0.00507855673853128	0	0	6.99525721560782e-05	1.39905144312156e-05	0.0226226618352757	0	0.000601592120542272	0.00730304853309456	8.39430865872938e-05	0.00159491864515858	0.00022384823089945	0	5.59620577248625e-05	0.254333561845069	2.79810288624313e-05	0	0.00258824516977489	1.39905144312156e-05	0.00265819774193097	0	0	0.000405724918505253	8.39430865872938e-05	0.00104928858234117	0	5.59620577248625e-05	0.0254907172936749	8.39430865872938e-05	1.39905144312156e-05	0.00488268953649426	0.0127453586468374	0.000741497264854429	0	0.00249031156875638	0.000517649033954978	0.000615582634973488	0.000237838745330666	0	0.00979336010185095	0.00506456622410006	0.0110385158862291	0.00328777089133567	0.000811449837010507	0.0017907858471956	0	0.00100731703904753	0.0084082991731606	0.0250010492885823	0.000405724918505253	0.0498342124039901	0.0004476964617989	0.00524644291170586	0.0229164626383312	0.00398729661289646	0.0110664969150916	0.000531639548386194	0.0065335702393777	1.39905144312156e-05	8.39430865872938e-05	0.00409922072834618	0.000405724918505253	0	0.00513451879625614	0.0041132112427774	9.79336010185095e-05	1.39905144312156e-05	0.00032178183191796	0	0.0251969164906194	0.00145501350084643	0.00167886173174588	0.0108006771408985	0.000307791317486744	6.99525721560782e-05	0.00243434951103152	0	0.0126474250458189	0.000125914629880941	0.00931768261118961	0.000517649033954978	0	0.00022384823089945	0	0.0762483036501252	0.00275613134294948	0.000433705947367685	0.000195867202037019	0.0332414622885683	0.00370748632427214	0.00422513535822712	0.00770877345159982	0.00461686976230116	5.59620577248625e-05	0.024133637393847	2.79810288624313e-05	2.79810288624313e-05	0.000349762860780391	0.000307791317486744	6.99525721560782e-05	1.39905144312156e-05	0	0.000573611091679841	0.040614463393819	0	0.000111924115449725	0	0.000125914629880941	0	0.00118919372665333	0	0	1.39905144312156e-05	0.0100172083327504	1.39905144312156e-05	0.000503658519523763	0.000293800803055528	0.00244834002546274	0.0595016578759601	0.0031338752325923	0.0108566391986233	0.00135707989982792	0.00309190368929866	5.59620577248625e-05
CS.082	0.00127863612147043	0.00436867341502397	0.00066595631326585	0.0328716036228023	2.6638252530634e-05	0.00111880660628663	0.0027437400106553	0.0645178476291955	0.0255194459243474	0.00684603090037294	0.000879062333510922	0.0119072988811934	2.6638252530634e-05	0.00753862546616942	0	0.00106553010122536	0.0689397975492808	0.00255727224294086	0.000239744272775706	0.00636654235482152	0.000825785828449654	0.00194459243473628	0.00442194992008524	5.3276505061268e-05	0.000346297282898242	0.150958977091103	0.00591369206180075	0.00026638252530634	0.00484816196057539	0	0.00612679808204582	0	0	0.000319659030367608	0.000239744272775706	0.00151838039424614	0.000213106020245072	0.000506126798082046	0.00380927011188066	0.000159829515183804	0.00039957378795951	0.00687266915290357	0.0214437932871604	0.000346297282898242	0.000586041555673948	0.00205114544485882	0.000213106020245072	0.000825785828449654	0.000506126798082046	2.6638252530634e-05	0.00170484816196058	0.00471497069792222	0.00700586041555674	0.00492807671816729	0.000772509323388386	0.00199786893979755	5.3276505061268e-05	0.0028236547682472	0.00578050079914758	0.0354821523708045	2.6638252530634e-05	0.00852424080980288	5.3276505061268e-05	0.00506126798082046	0.0347629195524774	0.00138518913159297	0.00974960042621204	5.3276505061268e-05	0.00916355887053809	0	0.00013319126265317	0.00839104954714971	0.000213106020245072	0.000106553010122536	0.00663292488012786	0.0014118273841236	5.3276505061268e-05	0.00093233883857219	2.6638252530634e-05	0.000106553010122536	0.0251198721363879	0.000958977091102824	0.0028236547682472	0.0100958977091103	0.000239744272775706	2.6638252530634e-05	0.00263718700053276	0	0.0151838039424614	0.000319659030367608	0.0151571656899307	0.000852424080980288	7.9914757591902e-05	0.000452850293020778	0.000159829515183804	0.0826318593500266	0.00942994139584443	0.0028236547682472	0.00455514118273841	0.0427277570591369	0.00309003729355354	0.00322322855620671	0.00809802876931273	0.00106553010122536	0.000293020777836974	0.0116941928609483	7.9914757591902e-05	7.9914757591902e-05	0.00151838039424614	0.0190463505594033	0.0232019179541822	2.6638252530634e-05	0.00026638252530634	0.000506126798082046	0.0314064997336175	2.6638252530634e-05	0.000772509323388386	0.0232818327117741	0.000213106020245072	0	0.000692594565796484	0	5.3276505061268e-05	0	0.00205114544485882	0.000692594565796484	0.0205380927011188	0.00039957378795951	0.00157165689930741	0.000426212040490144	0.00242408098028769	0.00189131592967501	0.000879062333510922	0.000879062333510922	0.000159829515183804
CS.356	1.30485274736746e-05	1.30485274736746e-05	0.000717669011052103	0.0039537038245234	0.000208776439578794	1.30485274736746e-05	0	0.0426817333663896	0.000156582329684095	0	5.21941098946984e-05	0	0	0.000300116131894516	2.60970549473492e-05	0.000117436747263071	0.139906311572739	1.30485274736746e-05	2.60970549473492e-05	1.30485274736746e-05	0	6.5242637368373e-05	5.21941098946984e-05	1.30485274736746e-05	0.000234873494526143	0.0621892819395331	2.60970549473492e-05	0	6.5242637368373e-05	1.30485274736746e-05	0.00660255490167935	0	0	0	0	0	0.000247922021999817	1.30485274736746e-05	1.30485274736746e-05	0.00197032764852486	5.21941098946984e-05	0.0063154872972585	5.21941098946984e-05	0	7.82911648420476e-05	5.21941098946984e-05	0	0	1.30485274736746e-05	0	0	0.00262275402220859	0.030755379255451	0.00536294479168026	0	0	0	0	0	0.0025183658024192	0	0.00189203648368282	0	0.0261883946396649	0.109594582251393	0	0.000717669011052103	0	0.00260970549473492	0	0	2.60970549473492e-05	0	0	0.00927750303378264	0.000404504351683912	0	0	0	0	0.0123700040450435	0.0234482038701932	0	6.5242637368373e-05	0	0.0334564244425017	0.000182679384631444	0	0.016963085715777	7.82911648420476e-05	6.5242637368373e-05	7.82911648420476e-05	0	1.30485274736746e-05	0	0.0461395931469134	0.00212690997820896	0	1.30485274736746e-05	0.000782911648420476	0	2.60970549473492e-05	1.30485274736746e-05	0	0.0309250101126088	5.21941098946984e-05	1.30485274736746e-05	0	0.018124404660934	0.00173545415399872	0	0	1.30485274736746e-05	0	0	0	0.000678523428631079	0.256155642835706	0	0	0	0	0	0	7.82911648420476e-05	0	0.0380886516956561	0	1.30485274736746e-05	5.21941098946984e-05	0.00927750303378264	0.0225087098920887	0.00776387384683638	0	0
CS.088	0	0.00296426185704743	0.000167000668002672	0.000542752171008684	4.1750167000668e-05	0.00555277221108884	0.00563627254509018	0.0477621910487642	0.00642952571810287	0	0	4.1750167000668e-05	0	0.00271376085504342	0	0	0.0125250501002004	0	0	0.00212925851703407	0	4.1750167000668e-05	0.00171175684702739	0	0	0.277930861723447	0.0450484301937208	0	0.000459251837007348	0	0.0010437541750167	0	0	0	0	0.000334001336005344	0.00020875083500334	0	4.1750167000668e-05	0.00425851703406814	0	0.00254676018704075	0.00901803607214429	0	0.000459251837007348	0.00083500334001336	0	0.000250501002004008	4.1750167000668e-05	0	0	0.00989478957915832	0.000584502338009352	0.00513527054108216	8.3500334001336e-05	0	0	0	0	0.0356128924515698	0	0.00647127588510354	4.1750167000668e-05	0.00288076152304609	0.0410821643286573	0	0.0050935203740815	0	0.0261773547094188	0	0	0.0176185704742819	0.0011690046760187	0	0.00964428857715431	0.0251753507014028	0.000375751503006012	0	0	0	0.0250083500334001	0.00237975951903808	0.000709752839011356	0.00020875083500334	0	8.3500334001336e-05	0	0	0.157189378757515	0	0.000125250501002004	0.000167000668002672	0	0	0	0.0344438877755511	0.000709752839011356	0	8.3500334001336e-05	0.0240063460253841	0	0.000876753507014028	0.000334001336005344	4.1750167000668e-05	0.000501002004008016	0.0555277221108884	0	0	0	4.1750167000668e-05	0	4.1750167000668e-05	0	0	0.0290163660654643	4.1750167000668e-05	0.00384101536406146	0	0	0	0	0	0	0	0.00150300601202405	0	0.0165330661322645	0	0.00020875083500334	0.0274298597194389	0.00020875083500334	0.000459251837007348	0.000375751503006012	0	0
CS.085	9.9724096665891e-05	0.0011634477944354	0.00265930924442376	0.00169530964332015	0.000166206827776485	0.00129641325665658	0.00159558554665426	0.0603330784828641	0.0188478542698534	0.000565103214440049	9.9724096665891e-05	0.025629092843134	0	0.0141940630921118	0.000132965462221188	0.00126317189110129	0.0463052222185287	0.000232689558887079	0.000797792773327128	0.00688096266994648	0.00149586144998837	0.000797792773327128	0.0261277133264635	6.6482731110594e-05	0.000299172289997673	0.0853305853804474	0.00146262008443307	0.000531861848884752	0.00352358474886148	0.00249310241664728	0.00352358474886148	6.6482731110594e-05	0	0	0	0.00485323937107336	0.000199448193331782	0.000265930924442376	0.00359006747997208	6.6482731110594e-05	0.00099724096665891	0.00701392813216767	0.0235681281787056	0.00033241365555297	0.000232689558887079	0.00239337831998138	0	0.00149586144998837	0.000365655021108267	0	0.00322441245886381	0.00289199880331084	0.00917461689326197	0.00495296346773925	0.00033241365555297	0.00242661968553668	0.00398896386663564	0.000199448193331782	0.00365655021108267	0.0308479872353156	3.3241365555297e-05	0.0077452381743842	0.000132965462221188	0.00651530764883821	0.04085363826746	0.0055180666821793	0.0120998570621281	3.3241365555297e-05	0.0105707542465844	3.3241365555297e-05	0.000199448193331782	0.00967323737659143	0.000265930924442376	0.000398896386663564	0.00744606588438653	0.000565103214440049	0.000897516869993019	0.000199448193331782	0.000498620483329455	3.3241365555297e-05	0.0249975068975834	0.00378951567330386	0.00245986105109198	0.0162882691220955	6.6482731110594e-05	0.00146262008443307	0.00309144699664262	0.000598344579995346	0.0422830169863378	0.000498620483329455	0.0146262008443307	0.0010637236977695	0	0	0	0.0847987235315627	0.00821061729215836	0.00196124056776252	0.000764551407771831	0.0588372170328757	0.00761227271216302	0.00309144699664262	0.00678123857328059	0.0032908951899744	9.9724096665891e-05	0.0230030249642655	6.6482731110594e-05	0.000365655021108267	0.00305820563108733	0.0154904763487684	3.3241365555297e-05	0	0	6.6482731110594e-05	0.0142937871887777	0	0.000398896386663564	0.000265930924442376	0.00066482731110594	0	0.000199448193331782	9.9724096665891e-05	0	0	0.00691420403550178	0.000265930924442376	0.0131303393943423	0.00066482731110594	0.00305820563108733	0.00345710201775089	0.0384935013130339	0.0543163913173553	0.00166206827776485	0.00033241365555297	0.000199448193331782
CS.103	7.82105427811669e-05	3.91052713905835e-05	3.91052713905835e-05	0.022720162677929	0.000156421085562334	0.00144689504145159	0.00132957922727984	0.0496245893946504	0.00829031753480369	0.000664789613639919	0.000273736899734084	0.00320663225402784	3.91052713905835e-05	0.00551384326607227	0	0.00758642264977319	0.0414515876740185	0	0	0.000391052713905834	0.000430157985296418	3.91052713905835e-05	0.00531831690911935	0.000469263256687001	0	0.165923666510246	0.0376192710777413	0.000156421085562334	0.00312842171124668	0.000625684342249335	0.00265915845455967	0.00250273736899734	0	0.00011731581417175	7.82105427811669e-05	0.00156421085562334	3.91052713905835e-05	0.000273736899734084	0.018966056624433	0.0134913186297513	0	0.0901376505552949	0.00872047552010011	0.000156421085562334	0.000156421085562334	0.00218989519787267	0.000156421085562334	0.00109494759893634	0.000351947442515251	3.91052713905835e-05	0.000938526513374003	0.00965900203347411	0.011927107774128	0.00527921163772877	3.91052713905835e-05	0.000625684342249335	0.00125136868449867	0	0.000664789613639919	0.0403175348036915	0	0.015681213827624	0.000156421085562334	0.00183794775535742	0.0508759580791491	0.00215078992648209	0.00965900203347411	0.00011731581417175	0.00731268575003911	0.000156421085562334	0	0.0154074769278899	0.000273736899734084	0	0.0275301110589707	0.00324573752541843	0.000351947442515251	0.00136868449867042	0.00109494759893634	0.000195526356952917	0.0280775848584389	0.00218989519787267	0.000547473799468168	0.00832942280619428	0.000156421085562334	0	0.00265915845455967	0	0.00977631784764586	0.000234631628343501	0.0111841076177069	0.00136868449867042	0.00011731581417175	0.000625684342249335	0.000195526356952917	0.0685515407476928	0.0106366338182387	0.0011731581417175	0.00254184264038792	0.0459877991553261	0.00332394806819959	0.00203347411231034	0.00195526356952917	0.0063741592366651	7.82105427811669e-05	0.00340215861098076	0.000156421085562334	3.91052713905835e-05	0.000351947442515251	0.00480994838104176	0	0	3.91052713905835e-05	0.000469263256687001	0.0320663225402784	0.000351947442515251	0.00539652745190052	0	0.00011731581417175	0.000195526356952917	0	0	0	3.91052713905835e-05	0.00774284373533552	0.000273736899734084	0.00699984357891444	7.82105427811669e-05	0.00132957922727984	0.000625684342249335	0.0016424213984045	0.00156421085562334	0.000351947442515251	3.91052713905835e-05	0.0044971062099171
