g__Methanobrevibacter	k__Bacteria	g__Actinomyces	g__Bifidobacterium	g__Corynebacterium	g__Olsenella	f__Coriobacteriaceae	g__Collinsella	g__Senegalimassilia	f__Eggerthellaceae	g__Eggerthella	g__Enterorhabdus	g__Gordonibacter	g__Slackia	o__Thermoleophilales	f__Bacteroidaceae	g__Bacteroides	f__Barnesiellaceae	g__Barnesiella	f__Muribaculaceae	g__Butyricimonas	g__Odoribacter	f__Prevotellaceae	g__Massiliprevotella	g__Paraprevotella	g__Prevotella	g__Prevotellamassilia	f__Rikenellaceae	g__Alistipes	f__Tannerellaceae	g__Parabacteroides	f__Sphingobacteriaceae	g__Elusimicrobium	p__Firmicutes	f__Bacillaceae	f__Thermoactinomycetaceae	g__Granulicatella	g__Enterococcus	g__Lactobacillus	g__Weissella	g__Lactococcus	g__Streptococcus	o__Clostridiales	g__Colidextribacter	g__Flavonifractor	g__Flintibacter	g__Howardella	g__Intestinimonas	g__Pseudoflavonifractor	f__Christensenellaceae	f__Clostridiaceae	g__Butyricicoccus	g__Clostridium	g__Hungatella	f__Clostridiales.Family.XIII..Incertae.Sedis	g__Ihubacter	g__Mogibacterium	f__Defluviitaleaceae	f__Eubacteriaceae	g__Eubacterium	f__Gracilibacteraceae	f__Lachnospiraceae	g__Anaerosporobacter	g__Anaerostipes	g__Blautia	g__Butyrivibrio	g__Coprococcus	g__Cuneatibacter	g__Dorea	g__Eisenbergiella	g__Faecalicatena	g__Fusicatenibacter	g__Hespellia	g__Lachnobacterium	g__Lachnoclostridium	g__Lachnospira	g__Muricomes	g__Parasporobacterium	g__Pseudobutyrivibrio	g__Robinsoniella	g__Roseburia	g__Tyzzerella	f__Oscillospiraceae	g__Oscillibacter	f__Peptococcaceae	f__Peptostreptococcaceae	g__Intestinibacter	g__Paeniclostridium	g__Romboutsia	g__Terrisporobacter	f__Ruminococcaceae	g__Acutalibacter	g__Anaeromassilibacillus	g__Caproiciproducens	g__Drancourtella	g__Faecalibacterium	g__Gemmiger	g__Negativibacillus	g__Ruminiclostridium	g__Ruminococcus	g__Sporobacter	g__Subdoligranulum	f__Erysipelotrichaceae	g__Catenibacterium	g__Erysipelatoclostridium	g__Holdemanella	g__Holdemania	g__Longibaculum	g__Turicibacter	g__Phascolarctobacterium	g__Megamonas	g__Mitsuokella	g__Propionispira	g__Allisonella	g__Dialister	g__Megasphaera	g__Veillonella	g__Fusobacterium	o__Victivallales	f__Victivallaceae	g__Victivallis	c__Alphaproteobacteria	f__Kiloniellaceae	g__Delftia	g__Duodenibacillus	g__Parasutterella	g__Sutterella	f__Desulfovibrionaceae	g__Desulfovibrio	g__Succinivibrio	o__Enterobacterales	f__Enterobacteriaceae	g__Haemophilus	f__Spiroplasmataceae	g__Akkermansia
CS.302	0	3.63191728913694e-05	0.000205808646384426	0.0693575138315517	0.000205808646384426	0	0	0.0468275202479389	0	0	0.000278446992167165	0	0.000193702255420637	0	0	4.84255638551591e-05	0.145276691565477	0	4.84255638551591e-05	0	0	1.21063909637898e-05	0	0	0	0.135785281049866	6.05319548189489e-05	0	0.000738489848791177	0	0.00716698345056355	1.21063909637898e-05	0	2.42127819275796e-05	0	0	0.000181595864456847	1.21063909637898e-05	0	0	7.26383457827387e-05	0.00847447367465285	0.008062856381884	0	0.00136802217890825	0.000169489473493057	0	1.21063909637898e-05	0.000133170300601688	0	7.26383457827387e-05	0.000205808646384426	0.000835340976501495	0.000290553383130955	0	0	0	0	0	0.000435830074696432	0	0.0558104623430709	0	0.031960872144405	0.0654834687231389	0	0.00157383082529267	0	0.0193581191510999	0.000230021428312006	2.42127819275796e-05	0	0.000290553383130955	0	0.0190917785498965	0.0111499860776504	0	0	0	0	0.0147940097577511	0.00437040713792811	0	0.000956404886139393	0	1.21063909637898e-05	0.0252902507233569	0	0.0252539315504655	0	0.000205808646384426	0.00197334172709773	0	0.000399510901805063	0	0.0325661916925945	0.00353506616142662	0	9.68511277103183e-05	3.63191728913694e-05	2.42127819275796e-05	0.000242127819275796	2.42127819275796e-05	0	0.00341400225178872	1.21063909637898e-05	0.000205808646384426	0	1.21063909637898e-05	0.0368034285299209	0.126075955496907	0	0	0	3.63191728913694e-05	0.000133170300601688	0.00858343119332696	4.84255638551591e-05	0	0	0	0	0	0	0	1.21063909637898e-05	0.038583068001598	0.000217915037348216	0.00191280977227879	4.84255638551591e-05	0.022747908620961	0.00164646917107541	0.0161014999818404	0	0
CS.213	0	8.92976737955976e-05	0.000312541858284592	0.123744251462249	4.46488368977988e-05	0	0.000156270929142296	0.00796981738625709	0.00160735812832076	0	0.000111622092244497	0	0	0	0	0.000111622092244497	0.2981649328035	0	0	2.23244184488994e-05	0	0.000826003482609278	0	0	0	0.000267893021386793	0	0	0.0075679778541769	0	0.0185292673125865	0	0	0	0	0.000602759298120284	0	0	0.00828235924454168	2.23244184488994e-05	0	0.00395142206545519	0.00721078715899451	0	0.000535786042773586	0.000156270929142296	0.000535786042773586	0	4.46488368977988e-05	0	0	0.00283520114301022	4.46488368977988e-05	0.00609456623654954	0	0.000424163950529089	0	0.00290217439835692	0	0.0248024288967272	0	0.0513908112693664	0.000133946510693396	0.0151806045452516	0.0903469214626959	0	0.00323704067509041	2.23244184488994e-05	0.0171898022056525	0.000446488368977988	0.000178595347591195	0.0279055230611243	0	4.46488368977988e-05	0.0130821092110551	0.000647408135018083	0.000915301156404876	0.000357190695182391	0	0	0.0431754252801715	0.000848327901058177	0.00037951511363129	0.000513461624324686	0	0	2.23244184488994e-05	0	0	0	0.00205384649729875	0.00252265928472563	2.23244184488994e-05	0	4.46488368977988e-05	0.0416796892440952	0.0317676474527839	0	0.000267893021386793	0.0809929901326071	0.000357190695182391	0.000156270929142296	0.00625083716569183	2.23244184488994e-05	0.000312541858284592	0.0145778452471313	2.23244184488994e-05	4.46488368977988e-05	0	0.0103362057418404	0	0	0	0	0.0115863731749788	0	0.000133946510693396	0	0	2.23244184488994e-05	0	0	0	0	0	0	0.0073893825065857	2.23244184488994e-05	0.000401839532080189	8.92976737955976e-05	2.23244184488994e-05	0.00189757556815645	2.23244184488994e-05	0	0.000468812787426888
CS.205	0	2.12368331634387e-05	0.000361026163778457	0.0404986408426775	0.000573394495412844	0	0	0.0550246347264696	0	0	0.000530920829085967	0	0.000127420998980632	0	0	0.000828236493374108	0.321461943594971	0	0.0111068637444784	0	0.00734794427454978	0.00473581379544682	6.3710499490316e-05	0	0	0.000169894665307509	0	0	0	0	0.0272043832823649	0	0	0	0	0	0.000212368331634387	0	0	4.24736663268773e-05	2.12368331634387e-05	0.0111918110771322	0.00112555215766225	0	0.00133792048929664	0.000106184165817193	0	0.000552157662249405	0	0	0	0.00199626231736323	0.0013166836561332	0.00405623513421679	2.12368331634387e-05	0	0	0	0	0.0234029901461094	0	0.0533893985728848	0.000169894665307509	0.00590383961943595	0.0535380564050289	0	0.00229357798165138	0	0.00465086646279307	0.000233605164797825	0.000212368331634387	0.0240400951410126	0.00116802582398913	0	0.0146958885490996	0.0051605504587156	0	0.00180513081889229	0	0	0.00365273530411145	0.00148657832144071	0.00178389398572885	0.000530920829085967	0	2.12368331634387e-05	0.00161399932042134	2.12368331634387e-05	0.0183698606863744	0.000148657832144071	0.00350407747196738	0	0	0.000339789330615019	0.00167770981991165	0.147383622154264	0	2.12368331634387e-05	0.000169894665307509	0.0712495752633367	0	0.000127420998980632	0.000106184165817193	0.0126146788990826	0.00305810397553517	0	0.000212368331634387	0	0.00193255181787292	0	0	0	0	0	0.00624362895005097	0	0.00488447162759089	0	0	0	2.12368331634387e-05	2.12368331634387e-05	0	0	0	0	0.018008834522596	2.12368331634387e-05	0.00142286782195039	6.3710499490316e-05	0	0.00214492014950731	0.00949286442405708	4.24736663268773e-05	0.00420489296636086
CS.292	0.000836986847349542	0.000358708648864089	0.000438421681944998	0.0386608210442407	0	0.000318852132323635	0.000278995615783181	0.00876843363889996	0.000239139099242726	0.00462335591869271	0.00103626943005181	0.000199282582702272	3.98565165404544e-05	0.000239139099242726	0	0.000199282582702272	0.206058190514149	0.00119569549621363	7.97130330809087e-05	3.98565165404544e-05	0.00115583897967318	0	0.00235153447588681	0.000199282582702272	0	0.0333599043443603	0.00394579513750498	0.000119569549621363	0.0135910721402949	0.000119569549621363	0.0137903547229972	0	7.97130330809087e-05	0.000119569549621363	3.98565165404544e-05	0.00131526504583499	3.98565165404544e-05	0	0.00912714228776405	0	0.000199282582702272	0.00310880829015544	0.00825029892387405	0	0.000438421681944998	0.0022718214428059	0	0.000278995615783181	0.000358708648864089	0	0.000398565165404544	0.00394579513750498	0.00263053009166999	0.00701474691111997	0.000318852132323635	0.00131526504583499	0	0	0.00286966919091271	0.0309286568353926	3.98565165404544e-05	0.00840972499003587	0	0.00741331207652451	0.127381426863292	0	0.00705460342766042	0.000199282582702272	0.0041052212036668	0.000438421681944998	7.97130330809087e-05	0.0172180151454763	3.98565165404544e-05	0.000199282582702272	0.0207253886010363	0.000119569549621363	0.00143483459545636	0	0.000478278198485452	0	0.0355918692706257	0.00318852132323635	0.00159426066161817	0.00530091669988043	0.000398565165404544	3.98565165404544e-05	0.000159426066161817	7.97130330809087e-05	0.00275009964129135	0	0.00474292546831407	0.000398565165404544	7.97130330809087e-05	7.97130330809087e-05	0.000199282582702272	0.110920685532084	0.0214826624153049	0.000597847748106815	0.00159426066161817	0.123236349143085	0.00179354324432045	0.000478278198485452	0.0331207652451176	0.00251096054204862	0.000717417297728179	0.000956556396970905	0.000159426066161817	0.000239139099242726	0.000757273814268633	0.00107612594659227	0	0	0.000677560781187724	0	0.0248704663212435	0	0.000119569549621363	3.98565165404544e-05	0	0	0	0	7.97130330809087e-05	0	0.000239139099242726	0.00091669988043045	0.00745316859306497	0	0.00175368672777999	0	0.000119569549621363	0.00338780390593862	0.00063770426464727	0	0
CS.374	0	6.83480281593876e-05	0.000546784225275101	0.0716970815391976	6.83480281593876e-05	0	0	0.0231699815460324	0	6.83480281593876e-05	0.00170870070398469	0.0010935684505502	0	0	0	0.000341740140796938	0.140523545895701	0.000341740140796938	0.00744993506937325	0	0	0.00191374478846285	0.000205044084478163	0	0	0.0027339211263755	0.000205044084478163	0.000136696056318775	0.00519445014011346	0.0348574943612877	0.000205044084478163	0	0	0	0	0.000136696056318775	0.000341740140796938	6.83480281593876e-05	0.000478436197115713	6.83480281593876e-05	6.83480281593876e-05	0.015515002392181	0.0157883945048185	6.83480281593876e-05	0.000205044084478163	0.00027339211263755	6.83480281593876e-05	0.000888524366072039	0.000205044084478163	6.83480281593876e-05	0.000136696056318775	0.0010935684505502	0.00300731323901305	0.00929533182967671	6.83480281593876e-05	0.000136696056318775	0.0010935684505502	0.00027339211263755	6.83480281593876e-05	0.0402569885858793	0	0.0615815733716082	0.000683480281593876	0.0166085708427312	0.126922288291983	0	0.000888524366072039	0	0.0177704873214408	0.000341740140796938	0	0.0336955778825781	0.000410088168956326	0	0.0117558608434147	0.00915863577335794	0	0.000136696056318775	0	0	0.0632219260474335	6.83480281593876e-05	0.00150365661950653	0.00423757774588203	0	0	0.00492105802747591	0	6.83480281593876e-05	6.83480281593876e-05	0.00266557309821612	0.00799671929464835	0.000205044084478163	0	0.000820176337912651	0.133688743079762	0.0162668307019342	0.00239218098557857	0.00136696056318775	0.027680951404552	0.00116191647870959	0.000615132253434488	0.00027339211263755	0	0.00287061718269428	0	0.000136696056318775	0	0.000888524366072039	0	0	0	0	0	0.0119609049278928	0.0114824687307771	0.000478436197115713	0	0	0	6.83480281593876e-05	6.83480281593876e-05	0	0	0	0	0.000136696056318775	0	0.000205044084478163	0.000205044084478163	0.000820176337912651	0.000136696056318775	0.000136696056318775	0	0
CS.282	0	0	0.000303485750621423	0.015434418174461	0	0.00076594022775883	0.000563616394011215	0.053268975085265	0.00274582345800335	0.000289034048210879	0.00014451702410544	0	2.89034048210879e-05	0.000780391930169374	0	5.78068096421758e-05	0.32890629516157	1.4451702410544e-05	0.00841089080293659	0	1.4451702410544e-05	0.00404647667495231	1.4451702410544e-05	0	0	0.000115613619284352	0	0	0.0200300595410139	0	0.0074281750390196	0	0	8.67102144632638e-05	0	0	8.67102144632638e-05	0	0.000722585120527198	0	0.000158968726515984	0.0301317995259842	0.00242788600497139	2.89034048210879e-05	0.0014451702410544	0.00258685473148737	0	0.000809295334990462	0.000317937453031967	8.67102144632638e-05	0.000158968726515984	0.00271692005318226	0.000780391930169374	0.00346840857853055	0.000708133418116654	0.000462454477137407	0	0	0.000404647667495231	0.0176021735360425	0	0.137580206948379	0.000115613619284352	0.00351176368576218	0.0394965026880166	0	0.00689346204982947	0	0.0114891034163824	0.000130065321694896	0.000130065321694896	0.00615642522689173	0.000346840857853055	0.000158968726515984	0.0080206948378519	0	0	0	0	0	0.0167928782010521	0.00731256141973525	0.00069368171570611	0.0114168449043297	0	0	0.000158968726515984	2.89034048210879e-05	0.00062142320365339	0	0.00114168449043297	0.00195097982542343	0.000115613619284352	0.000115613619284352	5.78068096421758e-05	0.0831406439678594	0.00716804439562981	0.000809295334990462	0.00380079773397306	0.0327475576622926	0.000953812359095902	0.000433551072316319	0.0187149546216544	0	0.000635874906063934	0	0.000101161916873808	0.000202323833747615	0.000216775536158159	0	0.0108532285103185	0	0	0	0.0160558413781143	0	7.22585120527198e-05	0.0102173536042546	0	0	0	0	0	0	0.00823747037401006	0.000101161916873808	1.4451702410544e-05	0.000664778310885022	0.00171975258685473	1.4451702410544e-05	4.33551072316319e-05	0.0194230880397711	0	0	0.0198277357072663
CS.224	0	0	0.000207225253850936	0.00973958693099399	0	0	0	0.0322120144597177	0	0	0.0018189772282471	0	0	0	0	0.000322350394879234	0.424489419999539	0	0	0	0	0	2.30250282056596e-05	0	0	0.000161175197439617	2.30250282056596e-05	0	0	0	2.30250282056596e-05	0	0	0	0	0	0.000161175197439617	0	0.00115125141028298	2.30250282056596e-05	0	0.0139531670926297	0.0116046142156524	0	0.00575625705141489	4.60500564113191e-05	0	0	0	0	0	0.00234855287697727	0.000184200225645276	0.00246367801800557	4.60500564113191e-05	0.000621675761552808	2.30250282056596e-05	0	0	0.00845018535147705	0	0.0461421565241417	0	0.0335244410674403	0.0370242453547006	0	0.000115125141028298	0	6.90750846169787e-05	0	2.30250282056596e-05	0.0461191314959361	0	0	0.0222421772466671	0.053832515944832	0.00050655062052451	2.30250282056596e-05	0	0	0.00983168704381663	0.0165780203080749	0	2.30250282056596e-05	0	0	0.00884161083097327	0	0.00138150169233957	4.60500564113191e-05	0.00536483157191868	4.60500564113191e-05	4.60500564113191e-05	0.000230250282056596	0.00223342773594898	0.0940802652483249	2.30250282056596e-05	0	0.000276300338467915	0.0306002624853215	2.30250282056596e-05	0.000230250282056596	0	6.90750846169787e-05	0.00923303631046948	0	0	0	0.000184200225645276	2.30250282056596e-05	2.30250282056596e-05	0	0	0	0.0365407197623817	0	0.00720683382837144	2.30250282056596e-05	0	0	0	0	0	0	0	0	2.30250282056596e-05	0	0	0	9.21001128226382e-05	0.00879556077456195	0.00326955400520366	0	0
CS.128	0	0	0.000117730162467624	0.0153049211207911	0	7.84867749784161e-05	0	0.0338278000156974	0.00121654501216545	0.000470920649870497	0	7.84867749784161e-05	3.92433874892081e-05	0	0.000117730162467624	0.000431677262381289	0.0951652146613296	0	0.00886900557256102	3.92433874892081e-05	0	0.00569029118593517	0.000313947099913665	0	0.00945765638489914	0.113256416293854	0.000313947099913665	0	0.0253512283180284	0	0.0182089317949925	0	0	0.000235460324935248	0.00019621693744604	0.00447374617376972	0	0	0.00470920649870497	0	0	0.00141276194961149	0.0232713287811004	0.00102032807471941	7.84867749784161e-05	0.000941841299740994	0	0.000706380974805745	0.000353190487402873	0.000117730162467624	0.0158935719331293	0.000902597912251786	0.00223687308688486	0.00427752923632368	0.000588650812338121	0.00125578839965466	3.92433874892081e-05	0.000117730162467624	0.00121654501216545	0.0327289851659995	0.000235460324935248	0.0651047798445962	0.000274703712424456	0.00867278863511498	0.0522721921356251	0	0.0176595243701436	0	0.00733851346048191	0.000117730162467624	0.000235460324935248	0.0158543285456401	0.000313947099913665	0	0.00412055568636685	0.00109881484969783	0.000745624362294953	0.00239384663684169	0	0	0.00659288909818696	0.00121654501216545	0.00211914292441724	0.0164429793579782	0.000431677262381289	3.92433874892081e-05	0	0	0.0127933443214818	0	0.0248018208931795	0.00149124872458991	0.000117730162467624	0.000235460324935248	0	0.109881484969783	0.0261360960678126	0.000235460324935248	0.00109881484969783	0.108115532532768	0.00447374617376972	0.00223687308688486	0.00596499489835963	0.000235460324935248	0.000627894199827329	0.0248018208931795	0.000117730162467624	7.84867749784161e-05	0.00113805823718703	0.000470920649870497	7.84867749784161e-05	0	0.00019621693744604	0	0.0221725139314026	3.92433874892081e-05	0	0	0	0	0.000313947099913665	0	7.84867749784161e-05	0	0.0101247939722157	0	0.00600423828584883	0.000392433874892081	0.000313947099913665	0.000274703712424456	7.84867749784161e-05	0.000706380974805745	0.000117730162467624	0.000745624362294953	0.00357114826151793
CS.232	0.00204841077464067	0.00204841077464067	0.000238981257041412	0.00631593322180875	6.82803591546891e-05	0.000682803591546891	0.00112662592605237	0.0610767812638695	0.00331159741900242	0.000204841077464067	0	0.000512102693660169	0.000204841077464067	0.00228739203168209	0.000170700897886723	0.000273121436618757	0.0932709706053054	0.0110614181830596	0.00184356969717661	0.000614523232392202	0.00081936430985627	0.00256051346830084	0.00624765286265406	0.00805708238025332	0.00105834556689768	0.116247311460858	0.0136902120105152	0.000341401795773446	0.0179918746372606	0.000682803591546891	0.0118125021337612	0.000170700897886723	0.000307261616196101	0.000238981257041412	6.82803591546891e-05	0.00310675634153836	0.000102420538732034	0.000238981257041412	0.00242395274999146	0.000102420538732034	0.000204841077464067	0.0101396333344713	0.0241029667816053	0	0.00109248574647503	0.00242395274999146	0.000341401795773446	0.00157044826055785	0.000443822334505479	3.41401795773446e-05	0.00208255095421802	0.00259465364787819	0.00884230651053225	0.00433580280632276	0.00146802772182582	0.00215083131337271	6.82803591546891e-05	0.0131098289577003	0.00355057867604384	0.0318527875456625	0.000170700897886723	0.0517565122392544	6.82803591546891e-05	0.00843262435560411	0.0498788023625004	0.000512102693660169	0.0201427059506333	6.82803591546891e-05	0.00983237171827524	6.82803591546891e-05	0.00037554197535079	0.0145095763203714	0.00143388754224847	0.000136560718309378	0.00952511010207914	0.00225325185210474	0.000102420538732034	0.00249223310914615	0.000170700897886723	6.82803591546891e-05	0.0242395274999146	0.00276535454576491	0.00208255095421802	0.016045884401352	0.00198013041548599	0	0.000887644669010959	0	0.00358471885562118	0.000136560718309378	0.0153289406302277	0.00177528933802192	0.000102420538732034	0.000102420538732034	0	0.0730258441159401	0.0199720050527466	0.00109248574647503	0.00081936430985627	0.0758594790208597	0.0056672698098392	0.00187770987675395	0.0019118500563313	0.0187088184083848	0.000102420538732034	0.00419924208801338	0.000170700897886723	6.82803591546891e-05	0.000204841077464067	0.0145437164999488	0	0	0.00368713939435321	0	0.0107882967464409	0.000136560718309378	0.000307261616196101	0.00300433580280632	0	6.82803591546891e-05	0.000136560718309378	0.00508688675702434	0.00215083131337271	0	0.00450650370420948	0.00119490628520706	0.00184356969717661	0.000102420538732034	0.00501860639786965	0.00146802772182582	0.00102420538732034	0.0047454849612509	0.000136560718309378	0.00180942951759926	0.00290191526407429
CS.236	0	0.00259327864514422	0.000529240539825351	0.113892564170415	0	0	0.000158772161947605	0.0312251918496957	0.00751521566551998	0.00365175972479492	0.000899708917703096	0.00312251918496957	0	0.00185234188938873	0	0.000846784863720561	0.0187351151098174	0	0.00031754432389521	5.29240539825351e-05	0.000635088647790421	0.0010584810796507	0.00010584810796507	0	0	0.00042339243186028	0	0	0.0127017729558084	0	0.00312251918496957	0	0	0.000740936755755491	0.00010584810796507	0.0100555702566817	0.000158772161947605	0.000529240539825351	0.00021169621593014	5.29240539825351e-05	0	0.00529240539825351	0.00164064567345859	0	0.00010584810796507	5.29240539825351e-05	0	0.000476316485842816	0	0.000264620269912675	0.00375760783275999	5.29240539825351e-05	0.00127017729558084	0.000264620269912675	5.29240539825351e-05	0.013548557819529	5.29240539825351e-05	0	0.00148187351151098	0.0531357501984652	0.00259327864514422	0.00127017729558084	0	0.0040751521566552	0.271024080444562	0	0.0125430007938608	0	0.0302196348240275	0.00010584810796507	0.00153479756549352	0.00931463350092617	0.00312251918496957	0.000476316485842816	0.00127017729558084	0	0	0	0	0.000370468377877745	0.00127017729558084	0	0.00010584810796507	0.019687748081503	0	0	0.00185234188938873	0	0.0112198994442974	0	0.00285789891505689	0.00338713945488224	0.00010584810796507	0.0010584810796507	0	0.135750198465202	0.0385816353532681	0.00322836729293464	0.00275205080709182	0.105742259857105	0.0090500132310135	0.00174649378142366	0.00455146864249802	0	5.29240539825351e-05	5.29240539825351e-05	0.00010584810796507	5.29240539825351e-05	0.00714474728764223	0	0	0	0	0	0.000158772161947605	0	0	0	0	0	0	0	0	0	0	5.29240539825351e-05	5.29240539825351e-05	0.000476316485842816	0.00682720296374702	0.000370468377877745	0.0019581899973538	0.00275205080709182	0	0	5.29240539825351e-05
CS.376	0	0	0.00160744703821885	0.000191933974712699	0.000215925721551786	0	0	0.0536935294258775	0.00518221731724287	0.000239917468390874	0.000407859696264485	0.00081571939252897	2.39917468390874e-05	2.39917468390874e-05	0	0.00035987620258631	0.325831913821645	0	0	0	0	0.00203929848132243	0	0	0	0.00100765336724167	4.79834936781747e-05	0	0.00578201098822005	0	0.014011180154027	0	0	0	0	0.00244715817758691	4.79834936781747e-05	2.39917468390874e-05	0.0221683740793167	0.000551810177299009	4.79834936781747e-05	0.00535015954511648	0.00947674000143951	0.000191933974712699	0.00256711691178235	0.000863702886207145	0.000215925721551786	0.00143950481034524	0.000263909215229961	0	0.000191933974712699	0.00187135625344881	0.000647777164655359	0.0047503658741393	0.000431851443103572	0.00122357908879346	0.000431851443103572	0	0	0.0303975432451237	0	0.0623065665411099	9.59669873563494e-05	0.00611789544396728	0.100117559559512	0	0.00304695184856409	0	0.0128355845589117	0.000119958734195437	0.000119958734195437	0.00981262445718673	0.00129555432931072	0	0.00741344977327799	0	0.000167942227873611	4.79834936781747e-05	0	0	0.0398502914997241	0.00602192845661093	0.00153547179770159	0.00319090232959862	0	0	0	0	0.0041745639500012	0	0.00496629159569108	0.0103644346344857	0.000431851443103572	0	0	0.0456083107411051	0.010988220052302	9.59669873563494e-05	0.00350279503850675	0.0635781291235815	0	0.00839711139368057	0.00978863271034764	7.19752405172621e-05	0.00163143878505794	0.0380029269931144	0.000239917468390874	9.59669873563494e-05	0.000263909215229961	0.0303495597514455	7.19752405172621e-05	0	0	0	0.000191933974712699	0	2.39917468390874e-05	4.79834936781747e-05	0	0	0	0	0	0	0	0	0.00671768911494446	0.000383867949425398	0.0068376478491399	9.59669873563494e-05	0.000143950481034524	0.000215925721551786	2.39917468390874e-05	0	0.000215925721551786
CS.378	4.52304491383599e-05	4.52304491383599e-05	0.00031661314396852	0.0172780315708535	0	0	0	0.0371341987425935	0	0	0.00208060066036456	4.52304491383599e-05	0	4.52304491383599e-05	0	0.00660364557420055	0.163055769143788	0	0	4.52304491383599e-05	0	0	4.52304491383599e-05	0	4.52304491383599e-05	0.084445248541318	0.00018092179655344	4.52304491383599e-05	0.0172328011217151	0	0	0	0	0	0	0.000678456737075399	0.000407074042245239	0	0.00194490931294948	0	4.52304491383599e-05	0.00488488850694287	0.00149260482156588	4.52304491383599e-05	0.00284951829571668	0.0029399791939934	0	0	0	0	0	0.000542765389660319	0.00122122212673572	0.00502057985435795	4.52304491383599e-05	0	0	4.52304491383599e-05	0.00221629200777964	0.0603374191505722	0	0.0501153376453028	0.00013569134741508	0.0310280881089149	0.0949839431905559	0.00493011895608123	0.00805101994662807	0.00013569134741508	0.01985616717174	0.00018092179655344	0	0.01985616717174	9.04608982767199e-05	0	0.0309828576597766	0.00538242344746483	0	0	0	0	0.0426523135374734	0.00162829616898096	0	0.00221629200777964	0	4.52304491383599e-05	4.52304491383599e-05	0	0.00379935772762224	0	0.00438735356642091	0.00140214392328916	4.52304491383599e-05	0.000768917635352119	0.00429689266814419	0.0341489890994618	0.00429689266814419	0	0.00438735356642091	0.0170066488760233	4.52304491383599e-05	0.000723687186213759	0.00212583110950292	0.0109005382423447	0.00140214392328916	4.52304491383599e-05	9.04608982767199e-05	0	0	0.00515627120177303	0	0	0	0	0.00212583110950292	0.0544574607625854	0.00013569134741508	0	0	0	0	0	0	0.0031661314396852	0.000814148084490479	0	0.00827717219231987	0	0	9.04608982767199e-05	4.52304491383599e-05	0.0002261522456918	4.52304491383599e-05	0	0.0731828667058664
CS.166	0.00529018605971459	0.0290831204356017	0.000129028928285722	0.000154834713942866	0	0	0	5.16115713142887e-05	0.00596113648680034	0.000438698356171454	0.000387086784857165	0	0.000799979355371474	0	0	0.000645144641428608	0.226678021212356	0	0.0188640293153725	0.0255219220149157	0.00144512399680008	0.00624500012902893	0	2.58057856571443e-05	0	0.00129028928285722	2.58057856571443e-05	0	0.0310443601455446	0	0.0309927485742303	2.58057856571443e-05	0	0.000799979355371474	0	2.58057856571443e-05	0	0	0.000541921498800031	0	0	0.00544502077365745	0.00753528941188614	7.7417356971433e-05	0.00397409099120023	0.00255477278005729	0	0.000541921498800031	0.00105803721194292	0.0031999174214859	0.00059353307011432	0.00374183892028593	7.7417356971433e-05	0.00376764470594307	0.00611597120074321	5.16115713142887e-05	0	0.00387086784857165	0.000516115713142887	0.0473278108952027	0.000438698356171454	0.0557404970194318	0	0.00436117777605739	0.0467600836107455	0	2.58057856571443e-05	0.000412892570514309	0.00100642564062863	5.16115713142887e-05	0.000154834713942866	0.0140641531831437	0.000206446285257155	0.00381925627725736	0.0141931821114294	0.00479987613222885	0	0.00394828520554308	0.00059353307011432	0.000309669427885732	0.0110448762612578	0.00554824391628603	0.00735464891228613	0.00410311991948595	0.000258057856571443	0	0.000154834713942866	0	0.00165157028205724	0	0.0104771489768006	0.000825785141028619	0.000232252070914299	0.000438698356171454	2.58057856571443e-05	0.0914557043689195	0.0144254341823437	0.000361280999200021	0.0506825630306315	0.0598436169389177	0.000851590926685763	0.000412892570514309	0.0070449794844004	2.58057856571443e-05	0.00291605377925731	0	0.0018064049960001	5.16115713142887e-05	0	0.029134732006916	0.0113029341178292	0	0	0	0	0	0.000645144641428608	0	0	0	0	0	0.0036644215633145	0	0	0.00193543392428582	0.0339862197104591	0.00345797527805734	0.00149673556811437	0	2.58057856571443e-05	0.000541921498800031	0.000283863642228588	0	0.00962555805011484
