CS.257	CS.007	CS.280	L.005.M1	CS.277	CS.094	CS.037	CS.108	CS.016	CS.010	CS.295	L.033.M1	CS.011	L.022.M1	CS.105	CS.115	CS.229	CS.117	CS.064	CS.062	CS.161	CS.371.1	CS.040	CS.076	CS.388	CS.127	CS.066	CS.366	CS.382	CS.171	CS.126	CS.380	CS.125	CS.302	CS.213	CS.205	CS.292	CS.374	CS.282	CS.224	CS.128	CS.232	CS.236	CS.376	CS.378	CS.166	CS.147	CS.369	CS.214	CS.385	CS.389	CS.268	CS.183	CS.349	CS.372	CS.323	CS.348	CS.177	CS.148	CS.256	T.CS.014	T.CS.019	T.CS.046	T.CS.024	T.CS.023	T.CS.067	T.CS.012	T.CS.080	T.CS.038	T.CS.004	T.CS.069	T.CS.058	T.CS.007	T.CS.016	T.CS.020	T.CS.147	T.CS.144	T.CS.160	T.CS.139	T.CS.120	T.CS.123	T.CS.110	T.CS.106	T.CS.134	T.CS.156	T.CS.117	T.CS.118	T.CS.108	T.CS.119	T.CS.131	CS.082	CS.356	CS.088	CS.085	CS.103	L.024.M1	CS.006	CS.241	CS.238	CS.087	CS.242	CS.246	CS.237	CS.015	CS.110	CS.364	CS.165	CS.188	CS.164	CS.150	CS.347.0	CS.308.0	CS.228	CS.387	CS.304	CS.274	CS.336	CS.311	CS.363	CS.358	CS.223	CS.322	CS.112	CS.080	CS.361	CS.285	CS.319	CS.320	CS.227	CS.339	CS.152	CS.343	CS.321	CS.163	CS.194	CS.270	CS.255	CS.145	CS.326	CS.253	CS.262	CS.370	CS.390	CS.393	T.CS.031	T.CS.066	TFS.027	T.CS.026	T.CS.036	TFS.025	TFS.021	T.CS.045	T.CS.049	T.CS.008	T.CS.055	T.CS.064	TFS.020	TFS.022	T.CS.061	T.CS.109	T.CS.095	T.CS.141	T.CS.166	T.CS.142	T.CS.158	T.CS.151	T.CS.152	T.CS.157
CS.389	0.660976255966	0.616439585113	0.686220476512	0.704104460495	0.598220062507	0.674622301236	0.63593515032	0.664662186136	0.642763537698	0.718776334957	0.577785857767	0.675246085569	0.617634447155	0.685229167628	0.616161706884	0.623219705938	0.546518997256	0.640756896335	0.622372595142	0.626267889289	0.544310410101	0.598160261411	0.663423362545	0.58879859773	0.658287983947	0.518796890473	0.673766058111	0.571627031408	0.581414394371	0.654443452805	0.543577613157	0.598933124081	0.469515069868	0.558518834466	0.545328685507	0.559620972746	0.57056433975	0.555785231034	0.523762015913	0.657880494591	0.57251179249	0.608333551423	0.65697860528	0.494583165903	0.604371564004	0.546691522932	0.482800841268	0.588850775236	0.535394776943	0.508401953947	0	0.591870507596	0.546305010637	0.515314352056	0.501203901483	0.493141283641	0.534539372106	0.544526696574	0.569830433497	0.544004004676	0.609336613627	0.606905278489	0.517451016642	0.605525230353	0.692300304633	0.606541167549	0.629920399321	0.615333591762	0.646405045154	0.590311827822	0.573075929236	0.623579124595	0.550440605492	0.55416748693	0.689730278714	0.69210426577	0.670500030149	0.673098009076	0.675962895158	0.646521310112	0.599363678029	0.658790043926	0.690121432743	0.638439280637	0.639529233832	0.652955119801	0.559087119166	0.688240702167	0.664582387043	0.636084504856	0.635796254197	0.633739530959	0.699608412557	0.63320794841	0.618364454478	0.664475364011	0.634182082649	0.670188556683	0.617237790649	0.63063419263	0.621701559883	0.620209948001	0.578804861984	0.702669869927	0.58906728224	0.571671002692	0.61076451749	0.575847064353	0.701355019109	0.565096207015	0.578677996688	0.585274362771	0.626981388242	0.52946351481	0.628152519178	0.505324699832	0.562663150905	0.622012624378	0.510908218407	0.627689508835	0.495123984982	0.539952603272	0.583490582497	0.585464095484	0.582973615046	0.577167797969	0.523978989084	0.522832273026	0.648776219054	0.596993049552	0.59331330392	0.544239494025	0.630260053534	0.60396165764	0.614428005382	0.526114038089	0.513306965749	0.547306699602	0.525907542085	0.581222305507	0.559272475109	0.531843922003	0.516118760385	0.638966246268	0.623020819627	0.663785877177	0.659944358457	0.587406322585	0.634543087109	0.590339447444	0.646210659465	0.634594295042	0.576957842678	0.615993218	0.641454962145	0.631068710284	0.642022669224	0.657835986369	0.580769270863	0.666023061397	0.706777233314	0.681426866568	0.612599291105	0.666593940017	0.626204419623	0.680093808352	0.59347158441	0.663098826875
CS.268	0.64679410016	0.649469552683	0.706978549682	0.722754640557	0.640756017852	0.71641370938	0.665365031239	0.661103653651	0.651666289374	0.66253997807	0.640391984882	0.666111138645	0.660099216216	0.690232546568	0.651441931233	0.631714094561	0.605134994872	0.648575144033	0.59029013682	0.642461206201	0.620661006465	0.64959648152	0.661007167809	0.600992206454	0.721169184011	0.573254912731	0.672404345482	0.638752068275	0.655931965723	0.645336938151	0.623983178501	0.656908137403	0.586723976197	0.686634643901	0.612882172906	0.65288474936	0.562597236873	0.605067393673	0.605175400455	0.690748197721	0.584211921668	0.600699779359	0.61539522933	0.609888414848	0.640698413223	0.540270983943	0.584666822445	0.579157095608	0.5712428579	0.514268876833	0.591870507596	0	0.580572479267	0.537430677542	0.518550526358	0.538846520155	0.574140768835	0.581421915558	0.53826239539	0.532253370121	0.651369709959	0.610208897642	0.634332140281	0.633388203169	0.718859196686	0.651687117597	0.669882699558	0.630497127836	0.669395016509	0.652613980687	0.656458971674	0.623000173974	0.674345096641	0.633856101215	0.692660186796	0.709837480914	0.689912818529	0.675872703023	0.69355082739	0.658394060738	0.641409938519	0.665539084253	0.703400388208	0.686587684892	0.664930032716	0.673311930078	0.631552770121	0.700155033689	0.66488715582	0.661225269763	0.643956066115	0.719373293731	0.72123739121	0.622177503554	0.614048990819	0.701015641304	0.657764459985	0.717292207592	0.656041112225	0.669078124424	0.650276809028	0.62062423742	0.570984206063	0.725203793517	0.587187474925	0.640530729087	0.668641363442	0.646730874531	0.654493659351	0.574474236859	0.62619986711	0.663410292415	0.589735544199	0.606060525165	0.648517831817	0.616348264366	0.615917223252	0.65051052119	0.547939793522	0.67109507317	0.56838320734	0.580350588417	0.589624910505	0.593642361431	0.635766086074	0.621345441959	0.601375608485	0.560885254562	0.699495562951	0.675760296512	0.609392887643	0.590307889386	0.672311123766	0.61521400144	0.680329761679	0.531902404614	0.556684633892	0.594600435529	0.595643651086	0.643208505064	0.628355202624	0.543072070911	0.528166467934	0.602714629878	0.656017790212	0.6705432146	0.69780242655	0.665928323571	0.639634406706	0.675169000696	0.670096991273	0.686051902677	0.662823114674	0.703427143586	0.649340947735	0.636645483577	0.691096289738	0.690317970177	0.650368608901	0.682358064789	0.708223112912	0.714857477688	0.66864803397	0.731278299254	0.674153639716	0.701130679036	0.679526922064	0.675800168772
CS.183	0.712715445918	0.728862346169	0.762900913484	0.766436870091	0.670859047153	0.715709210008	0.660072678838	0.745671603289	0.681871742023	0.735871994772	0.670301356221	0.695945559898	0.729391799538	0.771811777655	0.723707845734	0.619393871735	0.596413374108	0.711404734858	0.701045435163	0.705359273349	0.589375623471	0.64670703043	0.726193005176	0.621445084561	0.656082234812	0.628320878402	0.725595326098	0.566498042756	0.679075907076	0.716437881357	0.660727288477	0.703215204467	0.566036622524	0.630080825607	0.59381656703	0.591258773491	0.600979940479	0.579335016591	0.55149993204	0.618758549649	0.61709477676	0.67868692002	0.667640299913	0.548175079804	0.611905245732	0.544413524128	0.567204582222	0.520523466048	0.569435641422	0.593259782298	0.546305010637	0.580572479267	0	0.591853823491	0.570125610092	0.583685120451	0.6400865525	0.549074154508	0.54103755722	0.563277787937	0.681973667627	0.650318400893	0.629036997617	0.663926201888	0.697544486256	0.711880595103	0.660197569279	0.641292112721	0.739503062091	0.682084745571	0.680350912753	0.671187473974	0.657360585174	0.663970534624	0.769764013678	0.784559244196	0.749377025633	0.756789948419	0.7665317824	0.70686201744	0.709903060296	0.738447047233	0.779026360263	0.734906189444	0.728163227369	0.736772886102	0.672528981895	0.771768768585	0.756521740746	0.733362604548	0.706559254392	0.689305861277	0.717333760771	0.705958829858	0.677945643681	0.749716628547	0.709675634634	0.758470836284	0.701909866746	0.698258931188	0.709965056868	0.682373057046	0.572321787377	0.768738122096	0.613017464457	0.568090164978	0.642512279933	0.623928014789	0.686145407592	0.625996714897	0.602683893278	0.617244534893	0.642471982611	0.597907781116	0.652924795175	0.580340341788	0.642252208717	0.684201097327	0.539978396432	0.602009746858	0.541073809012	0.508273359135	0.589453655615	0.63737684609	0.596564574642	0.539765612627	0.572910996171	0.582575425757	0.563378279114	0.677269223189	0.673387486327	0.582381565239	0.719547285301	0.637174370625	0.600507522217	0.560974164664	0.561585737174	0.645193205634	0.607485272742	0.577001367933	0.602697243166	0.55134318734	0.573072906784	0.630856458135	0.700013671418	0.750632153822	0.721715427775	0.635614537929	0.705405738207	0.679701515668	0.71404396268	0.72884181732	0.633284029545	0.682380641943	0.72058519023	0.712128218034	0.750746378109	0.734730607931	0.67953443513	0.763421609475	0.781420574871	0.739026423726	0.7189869363	0.752905049991	0.731526270762	0.756658020101	0.721768853308	0.735704357451
CS.349	0.67746793757	0.617114720103	0.661795399528	0.673476808581	0.559475619519	0.694756250742	0.597935201422	0.653229826896	0.622183483795	0.722096965006	0.570615203993	0.665632839199	0.631403430626	0.651876250789	0.586749475471	0.629615960947	0.538582372413	0.638175347672	0.610558892605	0.624451038198	0.614951033508	0.571302828056	0.650620571318	0.612013089594	0.706702994433	0.521735045375	0.66435187443	0.618201409764	0.573399040995	0.663263897415	0.527383212978	0.54640552672	0.541710097131	0.660601599926	0.600366563216	0.598581825474	0.555876273075	0.568774206525	0.555229118132	0.684892934282	0.521904131311	0.561085319011	0.666017701358	0.544363629892	0.657767967742	0.446812259239	0.533288497343	0.575884106209	0.560470515262	0.446706479079	0.515314352056	0.537430677542	0.591853823491	0	0.457512272489	0.407877006861	0.490888678618	0.55803559528	0.543171808225	0.528828161146	0.602468461059	0.607391211108	0.545559801429	0.548897237829	0.715341705891	0.603963493412	0.660966692425	0.58459881627	0.637631486199	0.550560808172	0.552809801102	0.569909784449	0.607662908593	0.533508255384	0.668970067734	0.658605258525	0.641156935332	0.618446817255	0.637933655368	0.601382527407	0.606504646351	0.618356480662	0.64800901575	0.633803862689	0.636405246484	0.635947785207	0.529019476554	0.642435646723	0.639601782124	0.591591022662	0.612533308511	0.695877067227	0.715883439471	0.610266740254	0.614842581734	0.686500844496	0.639744692092	0.664188636155	0.629825886301	0.671993830117	0.597270123632	0.594994773666	0.601320073618	0.699959033277	0.602267218363	0.6013603042	0.674640834022	0.602798016056	0.713803120369	0.562753365007	0.623794193485	0.63767952416	0.599957187193	0.504050429508	0.638314502352	0.574329951317	0.541650060407	0.629193043634	0.501135127614	0.656978178665	0.496859728011	0.542859707029	0.613795991525	0.571530635889	0.616246886555	0.633965909301	0.489014263044	0.501095913675	0.700489664087	0.624165048638	0.528606388654	0.564063633054	0.628818073644	0.618901195218	0.642244432016	0.49744317128	0.489862803435	0.48938233888	0.52869293421	0.653541813663	0.545079640115	0.462065228699	0.471916737426	0.590358402437	0.610548892943	0.647088039166	0.625805491087	0.635754196888	0.621808910997	0.607314887068	0.629209896771	0.63933938517	0.583831098247	0.61894296031	0.625324480499	0.570716132052	0.621781402892	0.606197031661	0.583117682653	0.633971031646	0.665947954969	0.685290887458	0.622237062479	0.674105874307	0.610865038763	0.649338771917	0.62548336296	0.668241460377
CS.372	0.66732338331	0.607717177821	0.655362750828	0.682837467657	0.587438667243	0.688541846359	0.62272724815	0.657242393122	0.645542449714	0.727837120321	0.552720753817	0.67479643343	0.623477852145	0.676445651943	0.617045353459	0.645739799961	0.544022420548	0.641072466944	0.618335155789	0.618359969605	0.578582019587	0.566980005819	0.66199544811	0.604572046571	0.690769620632	0.523401630572	0.690344473147	0.587104855443	0.548581193874	0.64375803084	0.538477690209	0.567074447401	0.49709921419	0.620900344835	0.527116968101	0.583188711583	0.567810699943	0.556102924514	0.53338972458	0.661462696934	0.484023929146	0.583664019298	0.629298614597	0.499226032499	0.642111696549	0.494379372383	0.510892384458	0.577762851903	0.530389217369	0.440364194985	0.501203901483	0.518550526358	0.570125610092	0.457512272489	0	0.429270003644	0.490099279497	0.547913353803	0.538188988436	0.489638988277	0.611740386689	0.636106941643	0.586475719742	0.554392596992	0.728421118161	0.628945290563	0.662255424271	0.6014469856	0.633838895105	0.597456769329	0.560265646183	0.602464251204	0.598500666757	0.566953123375	0.677154920654	0.6690556165	0.638783315323	0.643584759052	0.652465039303	0.608726114776	0.595449342156	0.646720958798	0.668788015718	0.628378250535	0.636232484251	0.621826771392	0.543384764256	0.669262257301	0.653942702396	0.610296779454	0.63268770288	0.696527735957	0.717093175144	0.633141961481	0.618271557872	0.690323932197	0.650841558098	0.656278051574	0.626210056593	0.666297039455	0.598267709104	0.605675837031	0.591950864904	0.681248941876	0.591910983334	0.59882666316	0.652554248529	0.599985841374	0.732648621383	0.57006733374	0.619388139272	0.630341418441	0.620430065287	0.522807864158	0.626879639113	0.581775179959	0.562258809319	0.636921274103	0.47834554075	0.641592422456	0.476599524337	0.524564921218	0.585340822557	0.591937423024	0.60689669303	0.610961025179	0.486716450708	0.487700566294	0.673440063072	0.634737484518	0.536786461778	0.532358061111	0.634146343788	0.631208542831	0.638146594418	0.46856897816	0.479032194551	0.516577611455	0.530436678053	0.640802779645	0.546074047157	0.444749209866	0.484251901936	0.590869672415	0.620512378296	0.644419379215	0.643355422572	0.646246518832	0.651525730165	0.602902883296	0.656349673312	0.657464583074	0.586827087519	0.62546251145	0.611489048495	0.59789650604	0.639740761316	0.636683479865	0.578141547982	0.65479648907	0.679180638299	0.678499074336	0.608283710876	0.6725491951	0.622762669578	0.642597175341	0.629624874306	0.670283806344
CS.323	0.681686086323	0.60792283562	0.646941198934	0.67689599835	0.584541687076	0.697057002491	0.634716420851	0.656151172534	0.627039409111	0.7546039116	0.551165907413	0.673493074591	0.621514487474	0.669787203695	0.595808181784	0.644269688442	0.542892216599	0.65845979437	0.618864447883	0.628030321654	0.581120980087	0.574570547823	0.666163485001	0.605860906731	0.687527096291	0.513232101793	0.696542707231	0.592888940365	0.533311863227	0.665865524382	0.520021364912	0.571051144272	0.50040051622	0.623644216146	0.544239766909	0.536318532739	0.534544402675	0.537793994684	0.514641308279	0.676101339965	0.481526501415	0.550079904992	0.645203113426	0.513982706488	0.651638624631	0.487411233827	0.499126420735	0.563594221137	0.535668614079	0.385125453301	0.493141283641	0.538846520155	0.583685120451	0.407877006861	0.429270003644	0	0.483907546391	0.543129046582	0.561963807027	0.480466985683	0.592665014777	0.614808345512	0.525851006404	0.543911412978	0.722737561468	0.601631776892	0.635377165398	0.59639700458	0.646075724786	0.560792048861	0.530781228709	0.586424371026	0.597992529528	0.536197664664	0.671605848873	0.653081126904	0.649690220589	0.618882578913	0.639300664351	0.590833129254	0.594594936645	0.646727129973	0.656813218418	0.610256289767	0.619795370139	0.614009707294	0.51131006603	0.644616024425	0.637185473032	0.579301919379	0.614794843612	0.679992111063	0.719418264525	0.630841432915	0.620769108958	0.689549343534	0.627724532416	0.658772828643	0.628384598131	0.671608697234	0.597047865132	0.568762162683	0.586575632611	0.713205582659	0.595824729886	0.576781596626	0.672131211334	0.607360485284	0.712456001817	0.57126846486	0.623450968946	0.646240691661	0.622874601341	0.496543694954	0.642798181165	0.538751291466	0.537403324941	0.638556786275	0.496033496933	0.632878114183	0.467356280031	0.515996110931	0.610531135056	0.583873445806	0.582907763515	0.615729157491	0.458512542355	0.488268199236	0.680744741963	0.601163426993	0.50846958023	0.522684054679	0.616996617433	0.617996216531	0.617992528519	0.482655681273	0.465209545333	0.473894699235	0.518722478041	0.647450541808	0.560841243221	0.455206122149	0.483431428835	0.59416325946	0.608924501696	0.649141590314	0.622773425963	0.629210410906	0.632706589365	0.582895771358	0.637729117662	0.633282332932	0.551386795329	0.613590523136	0.618043342545	0.588316748783	0.618244578785	0.610566244563	0.568926874384	0.629444800511	0.667990771191	0.686256772866	0.573797788047	0.682339370494	0.597612262824	0.643593569629	0.610347842897	0.656835430223
CS.348	0.671327606894	0.604309544858	0.621268593738	0.662770196832	0.565239566507	0.701689954593	0.625684054675	0.590171914128	0.625327046494	0.705901598761	0.599644328873	0.65742082698	0.574562058113	0.614746956294	0.571678411473	0.633938653738	0.574391201309	0.648469994624	0.564784943886	0.610376617318	0.599445877445	0.610168349109	0.6245222107	0.619236146315	0.711379781187	0.50657179702	0.676514949539	0.619912452602	0.595694503486	0.647374582155	0.51850057953	0.55953704083	0.557840130136	0.66243410154	0.628656606352	0.646658446815	0.559124208934	0.623122669166	0.587984595732	0.715155645704	0.554103426249	0.56117935961	0.655553885137	0.569916846269	0.683072913975	0.552616082911	0.55952056759	0.605328962834	0.58467676924	0.500765205238	0.534539372106	0.574140768835	0.6400865525	0.490888678618	0.490099279497	0.483907546391	0	0.643282809732	0.619067179691	0.563477414658	0.585687130334	0.630464666062	0.577281115214	0.565348643588	0.71965285382	0.623994632008	0.703335663188	0.643742863097	0.561084083898	0.595132294061	0.570814555621	0.618436214514	0.632388129551	0.520379967706	0.615764637435	0.633789129943	0.625870367021	0.598116131361	0.609987798088	0.602956737433	0.620687810477	0.592419293748	0.625367801141	0.625379810193	0.633252831989	0.629180036845	0.534192247114	0.624607291217	0.588553161002	0.596614534192	0.586056504836	0.706556446768	0.725450082757	0.578501842509	0.604293944958	0.686631349795	0.620867466392	0.623235917098	0.624129043147	0.679567810426	0.591761546499	0.58960033373	0.602913623146	0.66480691354	0.608331110182	0.637910734164	0.702017551952	0.638070430235	0.714120258634	0.563332701158	0.653853172124	0.657429705455	0.615559182796	0.559408262977	0.657594535469	0.621377799108	0.574006844184	0.641454159326	0.555616926759	0.708437155294	0.553789510139	0.604174480422	0.610648919013	0.592931177155	0.64349711297	0.653409858063	0.548912244392	0.552655784028	0.722920994617	0.658994901184	0.527450617936	0.622788692082	0.633713747981	0.631311395788	0.68953781447	0.549440726036	0.51067671212	0.515354164266	0.549428123055	0.693342383409	0.595028562107	0.505388450306	0.550841667576	0.623780158185	0.622976820471	0.618864686976	0.626411312271	0.662629687853	0.593189163544	0.629254526841	0.668515052003	0.646781364915	0.61858620813	0.626563127267	0.609814490652	0.589441235189	0.591108156731	0.61003353215	0.600040884286	0.630791318572	0.650773413927	0.694834731935	0.605414430725	0.689980226209	0.602774233074	0.647033175043	0.620007420884	0.639737490046
CS.177	0.675242613766	0.653545177325	0.689051650517	0.713724501397	0.630072909511	0.686435250392	0.65424558697	0.713517870944	0.657099908939	0.72062626453	0.618791176935	0.64961672195	0.676150245318	0.721093439868	0.682129503878	0.649037739618	0.591106968658	0.685802768812	0.70392833213	0.663936594655	0.594912210795	0.611762029144	0.698822878557	0.625474491859	0.701304241161	0.600020811411	0.68140747982	0.57761007242	0.605292442671	0.709395735382	0.590256859298	0.654252412521	0.559106297063	0.637443693282	0.562827136979	0.580381452257	0.599351178466	0.570015683022	0.59432252775	0.595639021725	0.572454696387	0.644376584511	0.679777298141	0.553778038941	0.601026893063	0.578934080075	0.51465109525	0.607102827481	0.579131830813	0.580528940837	0.544526696574	0.581421915558	0.549074154508	0.55803559528	0.547913353803	0.543129046582	0.643282809732	0	0.548442519518	0.506403181559	0.670529392545	0.62941088208	0.60096698902	0.634134110736	0.684184878834	0.646911415087	0.607102428698	0.596445590244	0.690716223138	0.627158049709	0.628445978717	0.63640399406	0.611741976132	0.625177775075	0.732056143673	0.712962596528	0.692711918367	0.700127264746	0.696232183604	0.643797245522	0.633407405872	0.698968266619	0.712514932459	0.676061654308	0.660471358898	0.653922944231	0.614359579924	0.69959335891	0.711073672006	0.639010186542	0.689312962018	0.641322347666	0.688391248391	0.678899280616	0.653781703862	0.688275233489	0.662868476298	0.699492061821	0.644153459254	0.673650329334	0.65336497326	0.641227529992	0.604293371901	0.71865193205	0.605129498307	0.609691083754	0.63894766867	0.598371410351	0.701290073176	0.594861011409	0.606057239306	0.640119538324	0.632551677486	0.563101097217	0.661795525097	0.553511543042	0.615387959515	0.64298885315	0.545462730077	0.596981880018	0.538813723194	0.511472121713	0.630620411545	0.616917906119	0.604661190074	0.630123681768	0.574188444395	0.533688770799	0.636332244751	0.613938891063	0.634789381051	0.526856002195	0.652935854986	0.639854543668	0.586834669443	0.55011875957	0.536521705478	0.59831029963	0.57344039907	0.578778643093	0.541882208481	0.56092351759	0.553057404656	0.634145907832	0.653433076428	0.690214456635	0.670612141599	0.646310694586	0.684428238091	0.618708757914	0.640530591739	0.66002674299	0.60529699958	0.641682690538	0.656973713465	0.64740533283	0.693980787372	0.67599148453	0.632676897778	0.705391638248	0.713869477581	0.684705601143	0.645242596956	0.683203641088	0.668559392051	0.672583918838	0.655477688148	0.671250060342
CS.148	0.663106942051	0.672312285008	0.710514499742	0.70452241836	0.641680623278	0.702379009569	0.636254447384	0.721245348025	0.679243907277	0.720188347202	0.629231346891	0.684927872572	0.698810181438	0.703396571824	0.676496471105	0.633970126894	0.611661582489	0.660331355845	0.674045365634	0.664175133132	0.587449895908	0.614080673038	0.696388929712	0.630856782097	0.677344120899	0.599036725542	0.68371225058	0.60642418315	0.628438278689	0.67263287716	0.618085651977	0.65470159722	0.562932869782	0.658412389417	0.584689260228	0.589159732981	0.617165324479	0.589561521555	0.56412892861	0.606820246476	0.589749610294	0.619892525385	0.670038976209	0.571739003243	0.634111470816	0.531715555994	0.559586918182	0.560089743196	0.569056538753	0.59771962413	0.569830433497	0.53826239539	0.54103755722	0.543171808225	0.538188988436	0.561963807027	0.619067179691	0.548442519518	0	0.509916447606	0.659826644494	0.621093211128	0.619847175542	0.637652878627	0.736201050241	0.663850254539	0.651756204519	0.599953451301	0.704759258414	0.638192298732	0.628201372487	0.638872530667	0.615750286411	0.626700114032	0.719498085559	0.71899388148	0.682451612694	0.702266013305	0.7065525833	0.653193205075	0.641968407223	0.679228572188	0.721468278888	0.674970599256	0.675030197507	0.667491332003	0.620970585927	0.71190693439	0.714635028417	0.682026526901	0.686746201144	0.699552501493	0.69915209345	0.657871486619	0.653046730328	0.711825631663	0.675199618472	0.719060302101	0.671789215073	0.668916296876	0.660609200004	0.652403963684	0.584190822838	0.719717613439	0.584788903086	0.619952931219	0.644861195437	0.633129023541	0.663746841932	0.582188938318	0.62959578042	0.655346620002	0.623777655865	0.577031640325	0.632760493864	0.577851793462	0.609006646151	0.651874755999	0.511706053035	0.642198796431	0.536327854099	0.511074782824	0.582560436059	0.602991972145	0.615287887603	0.614983316605	0.575998943614	0.546146331298	0.650303353638	0.657737083728	0.647134537528	0.559550571557	0.684377045871	0.637211105431	0.592181980468	0.489362909456	0.562462867158	0.613846724917	0.561421973193	0.621631902038	0.5873290645	0.560477099752	0.499924027704	0.614825467157	0.656433876791	0.702673626913	0.680193782199	0.620587535438	0.684280198341	0.646424448262	0.663664272034	0.677226540985	0.607543841739	0.662403028019	0.649520991457	0.657745506629	0.695571744235	0.686650288213	0.645171412471	0.698014487844	0.707415499069	0.679351568816	0.668434440862	0.687694807327	0.677349216424	0.671372976879	0.673151811994	0.678500469861
CS.256	0.668875486062	0.623020847051	0.661719424046	0.685941102076	0.593016911055	0.699665339932	0.655626671446	0.711775704714	0.661134024333	0.735538454313	0.602161084736	0.671116166293	0.659763714033	0.67913656023	0.653240683498	0.631752677482	0.577444935115	0.648231235605	0.658711943148	0.64848894477	0.582921150407	0.590308022119	0.690406155184	0.609640658825	0.698811730978	0.526929528577	0.672804059034	0.572199915936	0.579793390401	0.672747875027	0.56491629721	0.623555280969	0.501264324366	0.633387847725	0.536071597367	0.546723656898	0.539093745794	0.54631413856	0.531858564394	0.619532150696	0.504281452287	0.597439978301	0.656246889406	0.537631198048	0.624294471614	0.531115737678	0.501800145764	0.576477376661	0.568025055059	0.516367452567	0.544004004676	0.532253370121	0.563277787937	0.528828161146	0.489638988277	0.480466985683	0.563477414658	0.506403181559	0.509916447606	0	0.640740116466	0.629246083434	0.569385737614	0.580331880345	0.72902715219	0.64820619101	0.643475296281	0.603271502284	0.669711429241	0.593791423657	0.573853134192	0.616595319418	0.608224763345	0.591414965966	0.695595874755	0.682486929736	0.651498288513	0.659434931328	0.672403355409	0.617453038602	0.614942150904	0.662313229752	0.671596787226	0.664992020491	0.657913623054	0.622206130367	0.559424159048	0.663718602262	0.680092356511	0.629215760507	0.665207069435	0.674609981047	0.717674914849	0.635167175188	0.636211057967	0.687032333876	0.639143118872	0.674305606931	0.628519970833	0.676044545438	0.641055556699	0.617508877496	0.570379649544	0.700840811511	0.560621828121	0.613607413962	0.647717934827	0.631010580475	0.714675895408	0.538469406109	0.597008128407	0.643344499315	0.620889457641	0.539036256247	0.677595220666	0.563967523572	0.574793419086	0.641703003598	0.497268159759	0.598673790624	0.512317909698	0.460703540422	0.587736730593	0.611688200109	0.60591594499	0.616092135689	0.50701495131	0.460873556658	0.650323386338	0.636757561399	0.582093323795	0.520422889526	0.668376148306	0.630204285918	0.556146359455	0.487194664725	0.499586824418	0.554888579114	0.545218833357	0.619387853315	0.551717882608	0.481626556839	0.528125027212	0.606388400648	0.639357241798	0.679731666656	0.63809994805	0.635339948386	0.655451481125	0.624817603437	0.646896926423	0.665031946951	0.55047699425	0.633149846571	0.631531781029	0.617945564273	0.677241951296	0.657754624821	0.613625705443	0.657639259291	0.686680126073	0.67288801982	0.624181145998	0.681035197519	0.639673475539	0.643079055144	0.65374406502	0.676616861884
T.CS.014	0.624276922967	0.598189149192	0.578885343142	0.568684878586	0.546276077097	0.639381085153	0.670434963244	0.608684167898	0.611279525759	0.706981465183	0.601630513327	0.621891295432	0.565412622899	0.590706405711	0.563483521944	0.651814865877	0.613449394542	0.57570776784	0.561995616754	0.582483589748	0.624165663905	0.614533062359	0.614287244857	0.614294032129	0.656773679694	0.519844802832	0.632831802214	0.663099236237	0.571072862129	0.586678233234	0.523764867324	0.530264563234	0.624357130082	0.686769680357	0.659537240926	0.679073845915	0.593510805152	0.64250645812	0.626329043217	0.729429057664	0.585655366359	0.548652686546	0.67145561144	0.615468124612	0.67544983739	0.658406629711	0.644193863588	0.701005577382	0.604859989533	0.603027115521	0.609336613627	0.651369709959	0.681973667627	0.602468461059	0.611740386689	0.592665014777	0.585687130334	0.670529392545	0.659826644494	0.640740116466	0	0.606594345291	0.604549421921	0.571320999436	0.69983124727	0.531968709452	0.676950493194	0.617558226032	0.560747576273	0.551446374187	0.512866747318	0.58057804455	0.614133172329	0.542672625508	0.562366489002	0.572166269665	0.571494647146	0.58576017634	0.569957174414	0.603646807367	0.565193962681	0.552360660038	0.592763257031	0.544209863469	0.552550277314	0.598993702733	0.576988550144	0.581956927693	0.606801815821	0.573883359883	0.589612168353	0.662590132435	0.662610409804	0.578932615286	0.572876680244	0.601248530071	0.558364039653	0.58889686469	0.612672704327	0.599531617474	0.550931321423	0.586180453117	0.611275818858	0.616172036958	0.627550736885	0.673419433508	0.669013669773	0.596693723435	0.716222788538	0.570608073199	0.667290618725	0.66283000199	0.631106778924	0.572303194862	0.642923817988	0.64140921837	0.557639068036	0.622553915912	0.604366727112	0.741130273865	0.595737533106	0.657743859037	0.607086504514	0.596164175649	0.636255949834	0.676387491982	0.617580852018	0.576861660842	0.749520263521	0.634162386508	0.518897745896	0.639476551635	0.547697951316	0.611880887859	0.740505548605	0.621937791833	0.593197946788	0.586107706113	0.607472878498	0.708056238168	0.662639976637	0.621786060606	0.600529102472	0.63434158238	0.583236111923	0.550158598215	0.572344119347	0.70708207391	0.560945999743	0.574836271267	0.586651678064	0.556538837718	0.620788979135	0.585171491567	0.544038848451	0.551250374493	0.514270566761	0.539143730826	0.571422771331	0.55656590611	0.576843418015	0.591979443958	0.534568712621	0.594678638087	0.54422487296	0.579421784356	0.525803829477	0.593306365471
