CS.098	L.035.M1	CS.357	CS.261	CS.091	CS.265	CS.084	CS.003	L.031.M1	CS.217	CS.143	L.011.M1	L.005.M1	CS.296	CS.019	CS.381	CS.161	CS.229	CS.155	CS.171	CS.115	CS.050	CS.056	CS.154	CS.063	CS.137	CS.367	CS.062	CS.073	CS.366	CS.041	CS.232	CS.292	CS.213	CS.378	CS.203	CS.128	CS.224	CS.282	CS.125	CS.136	CS.374	CS.205	CS.380	CS.302	CS.268	CS.148	CS.349	CS.166	CS.395	CS.386	CS.178	CS.214	CS.385	CS.369	CS.181	CS.359	CS.254	CS.177	CS.323	T.CS.004	T.CS.089	T.CS.038	T.CS.014	T.CS.025	T.CS.023	T.CS.029	T.CS.085	T.CS.079	T.CS.040	T.CS.062	T.CS.067	T.CS.046	T.CS.050	T.CS.057	T.CS.128	T.CS.104	T.CS.132	T.CS.131	T.CS.115	T.CS.112	T.CS.139	T.CS.110	T.CS.106	T.CS.126	T.CS.118	T.CS.156	T.CS.147	T.CS.108	T.CS.122	CS.015	CS.356	CS.082	CS.246	CS.241	L.024.M1	CS.088	CS.237	CS.006	CS.085	CS.238	L.034.M1	CS.103	CS.242	CS.110	CS.150	CS.188	CS.358	CS.387	CS.308.0	CS.151	CS.338	CS.191	CS.311	CS.233	CS.189	CS.165	CS.212	CS.164	CS.330	CS.320	CS.318	CS.322	CS.112	CS.331	CS.285	CS.339	CS.361	CS.202	CS.152	CS.158	CS.321	CS.223	CS.163	CS.343	CS.253	CS.370	CS.326	CS.145	CS.255	CS.390	CS.270	CS.393	CS.262	T.CS.043	TFS.022	T.CS.055	T.CS.066	T.CS.008	T.CS.049	TFS.025	T.CS.026	TFS.021	T.CS.031	T.CS.045	TFS.027	T.CS.036	T.CS.061	TFS.020	T.CS.151	T.CS.157	T.CS.142	T.CS.109	T.CS.141	T.CS.166	T.CS.158	T.CS.152	T.CS.095
CS.367	0.767585644738	0.644500781336	0.724851914834	0.752069688268	0.628851643452	0.773420678678	0.732633031378	0.744798607407	0.716233164084	0.724108695217	0.685582437149	0.720350128826	0.753695194655	0.742697170516	0.704612179752	0.701356905558	0.592531275147	0.623698288732	0.688293002698	0.710308686473	0.613181237084	0.67476492717	0.643444409387	0.583589663118	0.667945774241	0.703583245453	0	0.708383350897	0.682829181327	0.553557568564	0.657671159802	0.702721737015	0.622811184764	0.558304034498	0.611054121591	0.72076244357	0.682026412576	0.58747558569	0.615359714945	0.573159301455	0.636082409248	0.587488891894	0.598890842999	0.725361353888	0.578242179785	0.663719420402	0.626261774272	0.641867214172	0.646168659864	0.638616311727	0.604901486691	0.691261915422	0.632735430355	0.647960140241	0.605751535296	0.628392200954	0.564971581214	0.612904755551	0.575858508697	0.635369478451	0.689369876168	0.698231625892	0.759322025887	0.70961013638	0.704471537229	0.659121378299	0.683427816829	0.716051824677	0.57850116402	0.723575263121	0.719954660737	0.709053939141	0.628902459565	0.69468814965	0.608828154031	0.727929999644	0.775391985702	0.774225641851	0.75017188443	0.761455917088	0.714767064647	0.780024545565	0.740139281819	0.791085625909	0.722723616317	0.661731084762	0.724461871869	0.777977470449	0.783993044022	0.727607842234	0.759899524619	0.603009522893	0.731665884749	0.694552051274	0.761020933507	0.715951270169	0.708837471237	0.612583443189	0.704781894666	0.717072489043	0.705299139676	0.689116244586	0.705976039332	0.725987333942	0.636712152739	0.653380834105	0.617064835543	0.573354139524	0.59424904972	0.585992625426	0.673318253566	0.652267357277	0.729881838043	0.687136920204	0.706116088741	0.605361625746	0.614309337238	0.610378379529	0.649042029049	0.589862850635	0.638155761372	0.593306494666	0.595198937527	0.609269337374	0.669128074707	0.551007510156	0.641154435238	0.608097161178	0.669835080408	0.723103576914	0.632271502039	0.723056349816	0.595648656654	0.612262092052	0.590469358942	0.562612193975	0.633086115103	0.612324152867	0.674060929813	0.618753150884	0.672506417943	0.60102771885	0.666774866076	0.590332230301	0.723833076493	0.759267087585	0.726402080623	0.734184798157	0.687990400791	0.602335542527	0.685676939092	0.604241889791	0.716331587382	0.722104017494	0.712804303823	0.736191610226	0.722450129922	0.691057530021	0.760134952186	0.738376049034	0.714263622837	0.724103245736	0.769370482774	0.725781458576	0.720756427531	0.738549782397	0.709418361217	0.775701517923
CS.062	0.540597530216	0.602429546309	0.516811222709	0.520832199168	0.627223345647	0.592093899351	0.553284175063	0.525190405902	0.576534639225	0.50388607552	0.574817723753	0.523784084735	0.548070652902	0.508578702078	0.505776406804	0.545024126571	0.628762354552	0.613322717946	0.59200803835	0.542205604994	0.638355551078	0.591402595694	0.639936013749	0.739759288738	0.63692097611	0.564651806309	0.708383350897	0	0.580300773286	0.706444965413	0.59361934676	0.523233930186	0.56320031161	0.656592591231	0.64759393356	0.524055704088	0.560011043077	0.724917524687	0.647484663193	0.641389374022	0.566726926467	0.638269118635	0.674619543727	0.53967933782	0.692212550996	0.642461206201	0.664175133132	0.624451038198	0.653363676482	0.617848872337	0.686182890782	0.593036059107	0.58796740263	0.632025577293	0.692343642179	0.618997956216	0.702210405555	0.640240365028	0.663936594655	0.628030321654	0.571439185745	0.576291156371	0.582036382021	0.582483589748	0.541607735798	0.719189771037	0.580989321598	0.535870183631	0.650607502743	0.494936179347	0.523405478105	0.533150180398	0.594666337657	0.568022493801	0.667647522765	0.568693012523	0.5290554702	0.586708980801	0.531897538529	0.560007424008	0.535245055698	0.546871166496	0.540213902905	0.552827661585	0.508287815981	0.582082887975	0.514803352538	0.548690505827	0.563817694651	0.522666627709	0.546854764438	0.667177278506	0.505953229474	0.506366448104	0.514733141087	0.573536061298	0.612381560736	0.598040276041	0.489599683639	0.52969746212	0.544798690713	0.579681422443	0.522760147988	0.506351541781	0.605176310926	0.560823830181	0.616487145166	0.725928481284	0.581957809776	0.625208093169	0.581586589678	0.580205024385	0.511325688413	0.529467060615	0.542116103638	0.613742343717	0.631403760758	0.625278682041	0.689732468498	0.631063753742	0.601245623191	0.639243389123	0.664662538512	0.582762710272	0.566820078822	0.674121454994	0.600214335854	0.61674861498	0.594075318185	0.517262712279	0.58340842899	0.521163923043	0.63418654013	0.577636808449	0.646693669821	0.705865108601	0.647285936091	0.603879240226	0.567898368681	0.59415771082	0.623326935001	0.62938529363	0.639809843782	0.62489207099	0.548557470696	0.542805352968	0.558893839483	0.54831894542	0.611707404893	0.649309871713	0.562487469046	0.694373776586	0.570971877277	0.538263267517	0.564288732592	0.536018158519	0.561042664644	0.578069862886	0.532026798217	0.542260335951	0.534330105207	0.589701858666	0.533491729129	0.569584933637	0.536124694647	0.523601548891	0.529172579038	0.557498641003
CS.073	0.651338893221	0.647608651727	0.648315034317	0.649745622498	0.633442055633	0.682082907472	0.59677007148	0.616402013224	0.653863078946	0.606210499099	0.604152516484	0.620461485746	0.675895389471	0.646038694191	0.606666240414	0.649907864558	0.613023305721	0.636389861755	0.667985467223	0.574781748901	0.607127142809	0.566155681235	0.629832031623	0.678489363286	0.594826147156	0.685342064386	0.682829181327	0.580300773286	0	0.685594291256	0.603085430092	0.622305722387	0.631358112029	0.64005038426	0.614394057039	0.662764203073	0.643913183682	0.713147578538	0.689223181195	0.683977809211	0.606402625761	0.658316040173	0.71018982329	0.664308621651	0.685431495501	0.662628678406	0.68892601642	0.668720658825	0.689100891522	0.658423543131	0.676793582821	0.664995531023	0.650440763118	0.665742549011	0.674291992569	0.671115268523	0.711063915398	0.671760059553	0.67560888146	0.681779618529	0.657409621308	0.665105325628	0.661611989587	0.633336975047	0.631646926202	0.696907952367	0.604633994561	0.633512543567	0.658867076359	0.606163285038	0.645614685407	0.631281314581	0.64846943019	0.586674276193	0.689239750319	0.649477320048	0.668667431862	0.69942005213	0.672180655532	0.685067883686	0.629884278069	0.692499216227	0.656953088301	0.698875532328	0.663470895227	0.664939134285	0.63439911835	0.678153804195	0.689125184898	0.664921469127	0.620262672158	0.667711647267	0.623086122957	0.635513675193	0.61384812436	0.646695303507	0.56948900753	0.599799051716	0.57502478332	0.591948581229	0.597568230072	0.622599029133	0.601159562952	0.623449637651	0.611167246987	0.631510755554	0.706131540375	0.731045762085	0.644545614635	0.599306947071	0.639718870056	0.642883717531	0.648753009537	0.591517375953	0.590128863866	0.654074098239	0.664742055073	0.704982102199	0.608301911056	0.675380682949	0.667241671555	0.664122231271	0.69837806357	0.567921857311	0.637670169068	0.673023952329	0.624209022992	0.630415161954	0.658065667841	0.646546300609	0.563254951222	0.598488399245	0.679018865269	0.595648209941	0.665846728388	0.677475414215	0.679326725133	0.667607019905	0.665383074195	0.667941487387	0.667483486141	0.680530120726	0.658864516585	0.647603388493	0.65002171051	0.681308195322	0.644311530747	0.661049457264	0.654186800772	0.669829100093	0.668574754662	0.705546082176	0.629046300688	0.626683918233	0.637730659829	0.669453494999	0.602414744194	0.661318801602	0.671859296158	0.669267121411	0.607790284703	0.675435309798	0.67548315697	0.649078316748	0.663082847709	0.654892774094	0.631218222577	0.677235365541
CS.366	0.739038899252	0.608674060895	0.72176426159	0.725530799689	0.609434753131	0.745203573034	0.740818319349	0.739493159002	0.695076648183	0.740498999575	0.683304722444	0.685224818629	0.731348268448	0.719111225551	0.688963451222	0.666802447047	0.580699951167	0.587282651335	0.646300515576	0.705845620786	0.635481369677	0.677582998025	0.59539710564	0.611738102981	0.634685233717	0.652744567231	0.553557568564	0.706444965413	0.685594291256	0	0.638196498928	0.703353923425	0.618362989469	0.544601868254	0.629231269895	0.68370273463	0.624857864643	0.578012187692	0.535215222518	0.529476739541	0.627701272867	0.590263649865	0.527027755876	0.685126436225	0.587387981798	0.638752068275	0.60642418315	0.618201409764	0.623206743142	0.64375057385	0.620436376607	0.670690775417	0.610788071247	0.596136910849	0.621903569577	0.594358455278	0.590858875683	0.592710769105	0.57761007242	0.592888940365	0.625359352977	0.653167110072	0.728951451032	0.663099236237	0.659413845453	0.675333747755	0.678069934801	0.68772789792	0.516824908364	0.720014895535	0.710381084071	0.676061166506	0.594449839451	0.669036162383	0.632262008743	0.691276300071	0.744242397582	0.736568464235	0.716218287071	0.752387078646	0.6664693002	0.751711976636	0.72386850657	0.759962606716	0.70292924305	0.628185742737	0.702788894069	0.752490125145	0.753297405439	0.704861770196	0.721946075451	0.622726526967	0.727342754171	0.693049289592	0.735569548764	0.735879131134	0.696944575421	0.616153525627	0.684558631395	0.717870626539	0.695467535479	0.67939188185	0.699069416018	0.697646239463	0.627750387803	0.642017670405	0.595803621608	0.563403311201	0.587502413269	0.622558828498	0.606203939056	0.643811701869	0.717074761464	0.687786064008	0.731802582202	0.636475239493	0.616327353835	0.621694385616	0.693110052833	0.548886558696	0.5688458142	0.519400906495	0.54975828655	0.62775193361	0.627973153323	0.534527740216	0.617558882482	0.59445662326	0.656980077942	0.666422579678	0.625308109811	0.688456945632	0.554854046177	0.632082647337	0.534309256999	0.624021659986	0.599275881537	0.589361733191	0.653121370594	0.588781572618	0.582131282863	0.588593667944	0.667502071262	0.60775626765	0.677483489042	0.737006615054	0.67464664771	0.729020465663	0.639374811553	0.585630500392	0.655408872395	0.616427612199	0.683054352525	0.696527478817	0.689528573889	0.70173966607	0.708353779326	0.654106470791	0.73189295614	0.707203086392	0.701720076539	0.70472087812	0.741854562021	0.717456189395	0.698732053577	0.721171768863	0.695776781032	0.754156676911
CS.041	0.642084985517	0.643512469659	0.669822349915	0.671419355701	0.635168402225	0.688949008475	0.589116664715	0.647059012151	0.645668080201	0.64348543488	0.619968087739	0.637035745726	0.692308028819	0.676382344598	0.606276820194	0.609045754332	0.58822832581	0.569167592642	0.625268438465	0.58707508686	0.579824048455	0.608444310221	0.579121073558	0.660981883291	0.584725746107	0.62324782182	0.657671159802	0.59361934676	0.603085430092	0.638196498928	0	0.581881457388	0.561872597642	0.619514429785	0.638220654991	0.640044360063	0.603553875829	0.706364224622	0.619172616312	0.58001110795	0.521955719768	0.620893417434	0.665747177533	0.645338186319	0.648992369575	0.605064450454	0.593718602722	0.603293235785	0.611348030752	0.601133643426	0.677588102435	0.615849662194	0.625792626503	0.60900501775	0.605841429958	0.603990596792	0.678355143092	0.591023174039	0.66179328362	0.608752806452	0.638448675458	0.624260401577	0.658106048944	0.621794232292	0.622937504305	0.687217213047	0.582808150832	0.631246416293	0.606365112184	0.646494131133	0.639210306729	0.627560843759	0.597411926599	0.595933287705	0.627163930806	0.655448617689	0.692575767885	0.69472532864	0.674140689781	0.692827651578	0.624915150916	0.713914969802	0.665618161108	0.727241561786	0.654028342006	0.627717209893	0.674376072528	0.714372536552	0.722289687309	0.655409231843	0.66266264534	0.672741354252	0.618838871234	0.637106535563	0.67480094951	0.702713766563	0.663473409257	0.562754570555	0.61775155275	0.593123932038	0.642824442452	0.649599859789	0.598428396377	0.63741111212	0.57455849971	0.586761290325	0.657194061466	0.678836244842	0.597124220458	0.581114289451	0.593858302031	0.600840488243	0.644080648742	0.593124453381	0.611119048575	0.635465195265	0.598475578565	0.636604914865	0.614625591151	0.58897365736	0.570595446922	0.607394388372	0.616793695597	0.522271536782	0.609000337228	0.609034790506	0.645553880494	0.604448835678	0.651187026157	0.616110214667	0.546385288337	0.649466346531	0.585399340128	0.570525047478	0.633129679963	0.672798571039	0.583966888651	0.6077738079	0.616708215117	0.621288844374	0.617618533822	0.578749034065	0.584933261826	0.613356499374	0.645576235397	0.681564772195	0.631431634839	0.692707680854	0.621965249892	0.627620636318	0.637743221315	0.632310207852	0.657365024192	0.630461820086	0.627237881936	0.650405818827	0.639991681544	0.650166468377	0.67321024191	0.692639838279	0.661510652036	0.685407479275	0.706540521465	0.687582988523	0.654480825287	0.659847567304	0.637714140452	0.700621919729
CS.232	0.535049733571	0.600063632215	0.562411440525	0.535440492768	0.615556587281	0.552531139558	0.506160480301	0.518075282784	0.541004993304	0.506249135085	0.554899981273	0.575735591339	0.59519432061	0.551060992625	0.560698537932	0.521235241195	0.613123987482	0.608945198505	0.554068477451	0.554568074945	0.613038420048	0.61424135592	0.611418639619	0.732551056197	0.602832058494	0.558762561046	0.702721737015	0.523233930186	0.622305722387	0.703353923425	0.581881457388	0	0.46353620181	0.644660067352	0.649901265159	0.590248898557	0.55665271544	0.72352069749	0.632317360419	0.619193726865	0.507194667933	0.618801210315	0.674268245314	0.574680653591	0.691525692572	0.600699779359	0.619892525385	0.561085319011	0.608472178976	0.570923874149	0.683334088373	0.550788693783	0.601323200639	0.56973227786	0.656383692532	0.571305940509	0.684949538619	0.590784754742	0.644376584511	0.550079904992	0.580710409024	0.584306835842	0.544009980194	0.548652686546	0.553740590742	0.723931692034	0.525112656077	0.565927524706	0.657102144384	0.541261134074	0.537015860593	0.576280162113	0.609685887448	0.583157051508	0.685043985987	0.545134847097	0.545990497581	0.559360343176	0.55688427336	0.542928217369	0.597878366142	0.562864070531	0.538985074013	0.567272514124	0.520259618085	0.577269655217	0.566818372976	0.567881963433	0.56564582261	0.544433734414	0.605971642246	0.668336268861	0.470414494279	0.521258210533	0.517100637959	0.629063951179	0.678548504512	0.533609731545	0.533356395516	0.492216875338	0.543392973099	0.603212624168	0.497321363545	0.532360095045	0.576547549132	0.505244315414	0.652680295099	0.743638245547	0.578091345306	0.625013327415	0.54860980843	0.562433871778	0.545913440368	0.590214235864	0.466943378104	0.595758764234	0.666420445631	0.649716338821	0.654979535138	0.612480636623	0.555067241711	0.601669380598	0.632526443548	0.562722125921	0.530866423754	0.659671890571	0.641959304141	0.643003821219	0.634657668838	0.514871867178	0.570960990965	0.569558084957	0.584802239543	0.547164237833	0.626202825007	0.675007964409	0.588393752175	0.58463791583	0.56438302526	0.574606756187	0.574624149433	0.584449945761	0.605993989678	0.659888418954	0.575432190469	0.546441635433	0.588586762687	0.57055657336	0.644261935255	0.63129272381	0.604484658005	0.703623644252	0.618854371098	0.581461040516	0.597746946741	0.590185869993	0.540741363303	0.601147101527	0.545784097942	0.582992606466	0.587082113513	0.639953201613	0.552961186384	0.631713222011	0.538875653697	0.53907845103	0.541267428649	0.570492314016
CS.292	0.582706999288	0.60300470821	0.617908544388	0.594010887952	0.573454641443	0.623203923948	0.569490160431	0.610552632096	0.575577031336	0.598256097982	0.562790278278	0.599678016148	0.651307222477	0.628021018702	0.577216785506	0.540967553834	0.580003635292	0.558246543062	0.570700588748	0.598438455594	0.574199785055	0.597006756733	0.569621023777	0.672403042415	0.590757224488	0.577652997938	0.622811184764	0.56320031161	0.631358112029	0.618362989469	0.561872597642	0.46353620181	0	0.588926118401	0.629828534639	0.602352593664	0.544560693042	0.690536607928	0.576911081107	0.57421712527	0.501729828511	0.573888754549	0.630707274045	0.600672118167	0.653123102105	0.562597236873	0.617165324479	0.555876273075	0.566938711309	0.545637900652	0.646100592838	0.570762707039	0.578591541338	0.540593748726	0.6088558002	0.537724431742	0.643169188257	0.534843443638	0.599351178466	0.534544402675	0.605168189753	0.602984244115	0.614713326424	0.593510805152	0.607135452765	0.715104592193	0.555545591024	0.618436420147	0.602211901315	0.58781738702	0.586604412262	0.623998210092	0.580961552991	0.626126637851	0.658623817056	0.582963600332	0.635137874797	0.619666581153	0.624601100699	0.62488808876	0.624261036218	0.639827163543	0.604064127355	0.648372590523	0.591345514261	0.579640098277	0.610700960234	0.624626869916	0.630001207106	0.593332214054	0.642204438533	0.649695889195	0.556790519357	0.580669870239	0.561228879212	0.660700199518	0.69128547591	0.525762021784	0.585512396762	0.557223544097	0.582714082372	0.608849792305	0.538965381906	0.587336247994	0.540452519851	0.526553971971	0.632831656679	0.667152428834	0.556842802969	0.568704560632	0.555085160723	0.545033242504	0.59509537551	0.571143051772	0.511301781892	0.568748039954	0.640291054788	0.643702342996	0.64367506677	0.560790765252	0.508432781901	0.544100367129	0.56419129984	0.515246683125	0.494860640821	0.575489890561	0.636451429731	0.601377705096	0.633114668279	0.558114992486	0.569900032079	0.615867625792	0.559238026743	0.561792092003	0.58966707686	0.648592736037	0.546128983121	0.547706320025	0.553953850192	0.544850763623	0.562766314111	0.522327798823	0.590982669237	0.584746589647	0.635842646045	0.609458904666	0.607240864108	0.619448338933	0.639712222671	0.614403438875	0.624370189504	0.657414153685	0.622258125817	0.616789291402	0.622213421468	0.621565663321	0.579614922297	0.630151044598	0.615570581119	0.639619530884	0.636053140578	0.680196581984	0.615819690121	0.658190849865	0.598703293402	0.61183506128	0.602742200485	0.635265937183
CS.213	0.713373783195	0.571131686727	0.667491730369	0.686882116975	0.592164775654	0.712957457918	0.67952526059	0.685118265743	0.663859799681	0.707980770977	0.643759330851	0.652469410487	0.702125453944	0.693319628628	0.648284775743	0.625485616231	0.569422443469	0.576754293222	0.605451448109	0.64975587362	0.618545282036	0.627900854624	0.587483885863	0.611641408678	0.630411783419	0.636343820829	0.558304034498	0.656592591231	0.64005038426	0.544601868254	0.619514429785	0.644660067352	0.588926118401	0	0.5914918817	0.643820129374	0.571031985913	0.618319945822	0.537330417283	0.535376679329	0.572938520851	0.54124605561	0.543388014563	0.657939848759	0.580427020277	0.612882172906	0.584689260228	0.600366563216	0.59473476237	0.572443672045	0.584045002813	0.630673489176	0.589934760754	0.571417392074	0.593378764052	0.592779707635	0.583665798247	0.556005613868	0.562827136979	0.544239766909	0.613972532164	0.626245116794	0.692240074702	0.659537240926	0.613784579709	0.712919077383	0.625303370091	0.647685487346	0.562761174982	0.679967701391	0.668573732418	0.655112409547	0.570519117825	0.625927567372	0.617625833848	0.638517199876	0.720192367389	0.722853217515	0.675449524944	0.720285783204	0.657338340649	0.712268025652	0.695439010419	0.734049210429	0.658681112187	0.587729553913	0.666548620254	0.720718128556	0.729164212524	0.659358968267	0.714342681697	0.636442598537	0.688490225891	0.64111058785	0.685010158113	0.711266086961	0.688973041059	0.593134191004	0.661161928436	0.678357937431	0.665224858994	0.625210290831	0.642051821393	0.665674242475	0.600558335626	0.589644274018	0.611048092145	0.552149620225	0.558419036179	0.575681376123	0.613307543461	0.579686004606	0.681135460457	0.631326500182	0.679860125953	0.605187329813	0.619845992923	0.622476227476	0.679123283229	0.526566723096	0.544851230864	0.475984179887	0.514616395468	0.554260882744	0.570259689367	0.58285275868	0.580989627766	0.568606326649	0.624748835641	0.650437532097	0.578489912428	0.631256722556	0.554936619685	0.60649410174	0.524332726757	0.593927140635	0.553050894876	0.566911793833	0.613368573361	0.56826503468	0.587766081763	0.54767136691	0.638815256296	0.557415791384	0.680486172011	0.70083438888	0.672085448651	0.705914356537	0.616141728541	0.55057493289	0.610384029333	0.641531200306	0.67209769417	0.654948581218	0.652363083948	0.671665454895	0.6834204301	0.60361440634	0.70132164546	0.679222285189	0.682942089355	0.681167188888	0.69932918368	0.675685174346	0.657914962187	0.680920912899	0.651231470474	0.720651228138
CS.378	0.729605400163	0.633154145091	0.69242509816	0.701281427711	0.633935496544	0.724382770384	0.672961459278	0.695550293509	0.688207217129	0.696663314325	0.676179837869	0.663222928449	0.708192684742	0.697974136534	0.671629680456	0.645006041839	0.621050399251	0.668920631184	0.685493216822	0.660843329627	0.613638980297	0.611943487384	0.67296319904	0.645379495836	0.6227083978	0.696209529153	0.611054121591	0.64759393356	0.614394057039	0.629231269895	0.638220654991	0.649901265159	0.629828534639	0.5914918817	0	0.6858486823	0.645114199821	0.643010901638	0.648580839035	0.614279151326	0.626516132753	0.610232820205	0.634356453207	0.68864177977	0.63344394177	0.640698413223	0.634111470816	0.657767967742	0.661415747549	0.642763117029	0.615123864711	0.651433007911	0.611210651875	0.661734183527	0.618795490006	0.635134960915	0.608404301006	0.638565050877	0.601026893063	0.651638624631	0.665546839046	0.683887536649	0.70873846599	0.67544983739	0.65646207554	0.715678613957	0.623545710761	0.6749595864	0.631428884225	0.675596812502	0.682039260286	0.677935696228	0.643958264397	0.621055406146	0.643490630281	0.690988243084	0.719926459177	0.739222612	0.696349998719	0.717912670471	0.679064586742	0.733512472526	0.707047133256	0.734700584967	0.698270284235	0.672217456323	0.663439497039	0.718853436933	0.731780241785	0.695609366934	0.69912312318	0.646561001727	0.670803511121	0.662219992538	0.705114222158	0.681847729119	0.659267759821	0.60265345383	0.651962485447	0.667474627777	0.670714537062	0.663078617522	0.644850302759	0.667418755751	0.635822751993	0.618320342007	0.655704521882	0.664323220112	0.620137650066	0.619153679176	0.659455855984	0.636275670558	0.68718342876	0.656535345822	0.655686452975	0.634723962825	0.635193456962	0.644030261612	0.65795951347	0.619807361783	0.620949225525	0.616230008739	0.622961469496	0.583448174296	0.650475135353	0.616866170739	0.618560314429	0.613331990916	0.631785460831	0.678896000163	0.603111810097	0.643486654301	0.629549520518	0.589537489956	0.611660340002	0.511180193812	0.650667515088	0.609051332234	0.67103232461	0.628781090926	0.636840500413	0.621300259198	0.643984076462	0.619752591543	0.683325401867	0.707741106323	0.694981154016	0.699367540171	0.673698410203	0.661108002457	0.667279417054	0.660847537252	0.674798769864	0.655883364406	0.675698106272	0.702671971568	0.64504869069	0.688061389291	0.710897239102	0.694781824144	0.666034351298	0.694991866464	0.711517231602	0.675027226461	0.685539564965	0.695801311311	0.664948491803	0.725185964899
CS.203	0.571418340397	0.572457475105	0.478438606729	0.524849026376	0.65398002027	0.590726276457	0.622969362187	0.59045157219	0.598919146166	0.574045429475	0.600707330073	0.540297958463	0.526836728016	0.490109531602	0.508095834608	0.4937169537	0.658610244411	0.615412319854	0.578921142302	0.596927922763	0.677375977182	0.687076096293	0.660264712324	0.751121597918	0.70014836168	0.514852776955	0.72076244357	0.524055704088	0.662764203073	0.68370273463	0.640044360063	0.590248898557	0.602352593664	0.643820129374	0.6858486823	0	0.531090890876	0.737466442463	0.628589054668	0.619286834698	0.625762623595	0.622615939	0.653127333818	0.490043743676	0.717841518434	0.666338394329	0.668713160201	0.594951815008	0.658533872987	0.642977017328	0.702550309116	0.597700976364	0.612577187382	0.623487815807	0.721063318991	0.627329057247	0.719171455256	0.626569420211	0.669125188853	0.606102001107	0.5321025139	0.56500079126	0.621981969578	0.595176564967	0.51778487731	0.753497414551	0.624568442473	0.489226054937	0.654493232261	0.540051950663	0.49098432187	0.498746334412	0.563146921588	0.594753286604	0.681500173191	0.604707210418	0.545950146318	0.587287514191	0.521514993531	0.562243559184	0.536982594677	0.543303706087	0.56467131243	0.561554860358	0.503349455288	0.594437221586	0.503734238167	0.556297421217	0.582152540593	0.501208586677	0.586246069381	0.690243237698	0.586067600197	0.498285767323	0.545474378067	0.590622800259	0.620113953478	0.656107750406	0.552270072725	0.604266209817	0.560712535835	0.537681779282	0.60045573192	0.525298235446	0.639605463634	0.601388810337	0.586447007947	0.725755072116	0.548163780185	0.6715194243	0.555391328641	0.60344346777	0.49048960525	0.568386017936	0.64028298314	0.674499070139	0.650600000043	0.636920735304	0.736004695847	0.593222860585	0.573008167699	0.597573750913	0.633008636918	0.639985081015	0.560149151991	0.70407065831	0.590743343481	0.621010579325	0.622554810142	0.483648868721	0.639222467363	0.459157026584	0.627361426905	0.626909659225	0.61437403687	0.731569968358	0.599433745443	0.610862283881	0.500501921695	0.594728005059	0.635673537529	0.635867422229	0.632000531467	0.642061675658	0.509069493887	0.518657551029	0.556806910013	0.544580747317	0.519069414935	0.636169609181	0.516866928229	0.723699474518	0.569814842061	0.531883609299	0.552975149766	0.47393048381	0.599380701557	0.539975573735	0.527809134163	0.526399430299	0.579413913645	0.545879098609	0.531006166175	0.573711263319	0.532230780462	0.478214952559	0.543890762208	0.567180644096
CS.128	0.612406692772	0.587932013467	0.586720838443	0.567020928698	0.60204215205	0.602932965594	0.637486230106	0.63081414018	0.58799290494	0.618315974346	0.578152075919	0.545348714909	0.625487975842	0.571669052826	0.558340495228	0.517334889036	0.596444476616	0.557265249773	0.563349692722	0.632639650244	0.637956741842	0.678483713259	0.562247353867	0.71177995807	0.653230657871	0.549898598801	0.682026412576	0.560011043077	0.643913183682	0.624857864643	0.603553875829	0.55665271544	0.544560693042	0.571031985913	0.645114199821	0.531090890876	0	0.685451178809	0.557665046343	0.514613082084	0.557311963128	0.594397084023	0.600983627204	0.528954784129	0.665886393882	0.584211921668	0.589749610294	0.521904131311	0.566239238749	0.538458231544	0.648402509459	0.537694807986	0.536790074039	0.504704617311	0.638097019305	0.520335181702	0.66078764075	0.511052630505	0.572454696387	0.481526501415	0.55524870347	0.546737743028	0.622912136572	0.585655366359	0.550133666266	0.744288332733	0.58114025649	0.550752948256	0.605726780511	0.565386242714	0.567787132933	0.586877974081	0.563662035071	0.595652931001	0.640234953944	0.571021504376	0.595067812534	0.590558891268	0.534694489075	0.607624598584	0.532334344178	0.613654295151	0.606819214999	0.596820387924	0.512940941383	0.541315675587	0.562483850513	0.601585357098	0.606187739096	0.547515417246	0.631235962446	0.681761128946	0.603329774379	0.530306888816	0.586886350464	0.634243966115	0.645946203088	0.595004371882	0.581846257293	0.608528214246	0.576879932509	0.564360710327	0.59615355505	0.554542104043	0.601465402133	0.538704418211	0.599421625419	0.673996556695	0.515337241969	0.634627214107	0.529475095879	0.541817103028	0.593973392311	0.576452102649	0.631181518484	0.612514964376	0.661333444909	0.625995765763	0.72950350745	0.531760897426	0.483041203	0.531414230607	0.550594415454	0.5966408501	0.493776909133	0.647432890988	0.595484269387	0.573334762342	0.62108448035	0.474914961047	0.600594569429	0.542467190135	0.510716140163	0.621515016322	0.562995487235	0.690567547829	0.511870138529	0.556120031797	0.4956959608	0.534977764558	0.543501973896	0.547295261466	0.576362961832	0.577270264598	0.590296169524	0.582610666787	0.575300975819	0.606301091884	0.581576016325	0.616036890474	0.564270509341	0.693964761265	0.597493942136	0.583621726925	0.611165067621	0.573561161107	0.596122397035	0.548994696545	0.594296082461	0.578532102686	0.632741223678	0.626119622196	0.582361556301	0.62151397826	0.544143731217	0.548142935025	0.584677902759	0.61895866944
