L.006.M1	CS.297	CS.313	L.033.M1	CS.039	CS.019	CS.003	CS.091	L.035.M1	CS.094	CS.035	CS.257	CS.001	CS.021	CS.016	CS.066	CS.186	CS.367	CS.335	CS.122	CS.149	CS.064	CS.137	CS.301	CS.153	CS.327	CS.341	CS.073	CS.305	CS.382	CS.374	CS.205	CS.378	CS.282	CS.136	CS.375	CS.125	CS.302	CS.232	CS.236	CS.128	CS.126	CS.224	CS.041	CS.213	CS.323	CS.183	CS.254	CS.369	CS.349	CS.177	CS.395	CS.256	CS.166	CS.182	CS.129	CS.214	CS.386	CS.389	CS.178	T.CS.007	T.CS.071	T.CS.067	T.CS.042	TFS.023	T.CS.082	T.CS.056	T.CS.069	T.CS.050	T.CS.020	T.CS.058	T.CS.048	T.CS.025	T.CS.012	T.CS.052	T.CS.126	T.CS.125	T.CS.178	T.CS.123	T.CS.159	T.CS.129	T.CS.128	T.CS.120	T.CS.110	T.CS.167	T.CS.106	T.CS.122	T.CS.116	T.CS.153	T.CS.144	CS.087	CS.082	CS.085	CS.088	CS.006	CS.238	CS.356	CS.246	CS.015	CS.237	CS.241	L.034.M1	CS.103	L.024.M1	CS.110	CS.165	CS.325	CS.233	CS.113	CS.150	CS.358	CS.234	CS.336	CS.212	CS.363	CS.191	CS.187	CS.188	CS.078	CS.364	CS.223	CS.112	CS.202	CS.152	CS.194	CS.320	CS.285	CS.227	CS.080	CS.343	CS.361	CS.321	CS.318	CS.322	CS.339	CS.370	CS.326	CS.393	CS.253	CS.255	CS.270	CS.145	CS.390	CS.262	T.CS.066	TFS.025	T.CS.055	TFS.020	T.CS.061	TFS.027	TFS.022	T.CS.031	T.CS.049	T.CS.036	TFS.021	T.CS.064	T.CS.045	T.CS.026	T.CS.008	T.CS.151	T.CS.109	T.CS.158	T.CS.157	T.CS.095	T.CS.152	T.CS.166	T.CS.142	T.CS.141
CS.232	0.581900156508	0.562559175912	0.533426395635	0.632688183318	0.567852318584	0.560698537932	0.518075282784	0.615556587281	0.600063632215	0.689577563285	0.502843517644	0.597625536921	0.508482965645	0.610797576035	0.577683630944	0.584197349016	0.555521989185	0.702721737015	0.725178615099	0.521035028836	0.579509001182	0.542456183957	0.558762561046	0.557998905664	0.487598359882	0.607025697629	0.626918950583	0.622305722387	0.537071418819	0.599283971809	0.618801210315	0.674268245314	0.649901265159	0.632317360419	0.507194667933	0.601287663724	0.619193726865	0.691525692572	0	0.643015914916	0.55665271544	0.518560978016	0.72352069749	0.581881457388	0.644660067352	0.550079904992	0.67868692002	0.590784754742	0.656383692532	0.561085319011	0.644376584511	0.570923874149	0.597439978301	0.608472178976	0.518044528195	0.559150737885	0.601323200639	0.683334088373	0.608333551423	0.550788693783	0.631058091276	0.572137273184	0.576280162113	0.544484979164	0.617432774736	0.571186104028	0.639840089232	0.568311622519	0.583157051508	0.562982053694	0.571916895754	0.588321609582	0.553740590742	0.668270730323	0.605993524947	0.520259618085	0.558908963306	0.539885821399	0.562083545656	0.552037430904	0.543229492743	0.545134847097	0.579273691497	0.538985074013	0.57088125064	0.567272514124	0.544433734414	0.556747277949	0.49947391973	0.589354741657	0.597868191615	0.470414494279	0.492216875338	0.678548504512	0.533356395516	0.543392973099	0.668336268861	0.521258210533	0.605971642246	0.533609731545	0.517100637959	0.603212624168	0.497321363545	0.629063951179	0.576547549132	0.666420445631	0.740640147362	0.466943378104	0.591435111875	0.505244315414	0.743638245547	0.611421230764	0.562973560402	0.649716338821	0.590549153135	0.545913440368	0.567123142497	0.652680295099	0.613293062065	0.684199706537	0.584802239543	0.562722125921	0.634657668838	0.514871867178	0.724333449168	0.555067241711	0.659671890571	0.746091958688	0.549015359309	0.626202825007	0.643003821219	0.569558084957	0.601669380598	0.632526443548	0.641959304141	0.588393752175	0.58463791583	0.605993989678	0.675007964409	0.574606756187	0.584449945761	0.56438302526	0.574624149433	0.659888418954	0.57055657336	0.604484658005	0.588586762687	0.545784097942	0.601147101527	0.590185869993	0.546441635433	0.581461040516	0.63129272381	0.540741363303	0.618854371098	0.560206804114	0.597746946741	0.703623644252	0.644261935255	0.582992606466	0.552961186384	0.53907845103	0.587082113513	0.570492314016	0.541267428649	0.538875653697	0.639953201613	0.631713222011
CS.236	0.669384259223	0.706219436147	0.700617456038	0.677925971436	0.637429939829	0.655627878915	0.670408575607	0.653057113892	0.673899166384	0.709050529908	0.653546985017	0.667032001088	0.65908129977	0.642304140867	0.654540626713	0.660430382811	0.70396489381	0.695157518947	0.736532214045	0.66050672726	0.620333868091	0.603663514579	0.675716980648	0.680108751697	0.630305082697	0.680971773962	0.661404342043	0.609576186191	0.687164145162	0.687885100643	0.629039892232	0.699705501156	0.656506725747	0.630821767852	0.58708327939	0.645277265612	0.647980104185	0.69780087107	0.643015914916	0	0.631278775808	0.695612850944	0.720606416614	0.608768780582	0.623607453373	0.645203113426	0.667640299913	0.651295789287	0.643340187216	0.666017701358	0.679777298141	0.640491492647	0.656246889406	0.671090560276	0.649329958272	0.664610101541	0.671079577249	0.677243119256	0.65697860528	0.680177088844	0.711942053602	0.719197430773	0.711298908549	0.707784137228	0.708832678809	0.675437608702	0.671737246163	0.714059641858	0.653580756399	0.719278344549	0.682262873426	0.668387606465	0.692230801648	0.743918581615	0.663222026153	0.706684656641	0.719454526982	0.686121402202	0.691264016914	0.722424708766	0.718978771981	0.677767558216	0.703329393088	0.704508683153	0.713839820222	0.759684031996	0.704159737486	0.653292955289	0.704388746068	0.718882441013	0.681069383459	0.664042864909	0.641704017695	0.703834570222	0.6874318974	0.673680805373	0.721134265581	0.677324515182	0.685270186063	0.58950580228	0.689210778227	0.635627658566	0.634207785925	0.738452174346	0.639893617205	0.689424046652	0.738197307306	0.658685538645	0.665998952364	0.651943197265	0.70271873383	0.698929439064	0.682962244041	0.735605559466	0.651141996743	0.706086244032	0.643964644425	0.709098999259	0.683616234622	0.660174682268	0.659884034791	0.593547016318	0.67547206228	0.674006925198	0.734205337118	0.645014939249	0.648818366769	0.719061696391	0.627507558801	0.644404105624	0.671175554193	0.679890010623	0.638715037717	0.668661411259	0.681561047746	0.640230550474	0.652217949218	0.637071305668	0.684389533247	0.679376773704	0.662389345033	0.684031876375	0.650920489478	0.6799206684	0.720344089142	0.703745382089	0.688118988138	0.721002066575	0.698922273935	0.718751677433	0.719379199355	0.709307369169	0.714886546872	0.670238774415	0.702478474116	0.699792704779	0.7013286885	0.718247892002	0.717149569777	0.742491668344	0.73208911258	0.712755492725	0.722522532001	0.747544540665	0.689636422588	0.691060377963	0.75572108026	0.739990690001
CS.128	0.601187966795	0.556055804079	0.592316118378	0.611394005727	0.622162500569	0.558340495228	0.63081414018	0.60204215205	0.587932013467	0.633698024605	0.596294021449	0.618077797979	0.603789707674	0.586573116714	0.578482592248	0.6334518853	0.625659786073	0.682026412576	0.700625259274	0.619755153223	0.529945868524	0.600416822091	0.549898598801	0.546461505228	0.582359778856	0.611033814591	0.601733824745	0.643913183682	0.5452060418	0.498392917003	0.594397084023	0.600983627204	0.645114199821	0.557665046343	0.557311963128	0.543704505615	0.514613082084	0.665886393882	0.55665271544	0.631278775808	0	0.496087078046	0.685451178809	0.603553875829	0.571031985913	0.481526501415	0.61709477676	0.511052630505	0.638097019305	0.521904131311	0.572454696387	0.538458231544	0.504281452287	0.566239238749	0.495975608191	0.562248678543	0.536790074039	0.648402509459	0.57251179249	0.537694807986	0.622783617507	0.550633640928	0.586877974081	0.547426373779	0.587818541171	0.576027142725	0.638216031758	0.547752181719	0.595652931001	0.645117750254	0.527896185949	0.577417140606	0.550133666266	0.634178776143	0.58569677704	0.512940941383	0.539010494208	0.568318984914	0.54320993797	0.625134542617	0.583928110511	0.571021504376	0.539314537712	0.606819214999	0.593836742905	0.596820387924	0.547515417246	0.597582631706	0.621668079992	0.577287623742	0.623386345117	0.603329774379	0.608528214246	0.645946203088	0.581846257293	0.576879932509	0.681761128946	0.530306888816	0.631235962446	0.595004371882	0.586886350464	0.564360710327	0.59615355505	0.634243966115	0.601465402133	0.661333444909	0.718555049921	0.631181518484	0.59828594637	0.538704418211	0.673996556695	0.635500760833	0.518288651691	0.625995765763	0.534373432744	0.593973392311	0.507706441609	0.599421625419	0.607286596563	0.643803775568	0.510716140163	0.5966408501	0.62108448035	0.474914961047	0.67424967731	0.483041203	0.647432890988	0.715143575141	0.582581636193	0.562995487235	0.573334762342	0.542467190135	0.531414230607	0.550594415454	0.595484269387	0.511870138529	0.556120031797	0.576362961832	0.690567547829	0.534977764558	0.547295261466	0.4956959608	0.543501973896	0.577270264598	0.606301091884	0.564270509341	0.575300975819	0.594296082461	0.548994696545	0.573561161107	0.582610666787	0.583621726925	0.616036890474	0.596122397035	0.597493942136	0.54740850556	0.611165067621	0.693964761265	0.581576016325	0.578532102686	0.582361556301	0.548142935025	0.632741223678	0.61895866944	0.584677902759	0.544143731217	0.626119622196	0.62151397826
CS.126	0.581686930655	0.474225906441	0.544803411308	0.59137361446	0.615131780952	0.538408620813	0.583071653433	0.60254005793	0.510404723745	0.624827092384	0.556682074529	0.622596766941	0.587164375064	0.571149258636	0.586985625194	0.601871581483	0.600659821491	0.67462350171	0.691910766391	0.593405623307	0.53687090538	0.575367435172	0.435596733403	0.502150138655	0.551327489386	0.595718548627	0.574935053016	0.657367304979	0.484046455758	0.461425012325	0.612111975816	0.628550895092	0.662741357554	0.58981461193	0.57262501379	0.539055275194	0.545790698674	0.650770726708	0.518560978016	0.695612850944	0.496087078046	0	0.713095141561	0.596199889422	0.616184067755	0.520021364912	0.660727288477	0.53228749643	0.679279627982	0.527383212978	0.590256859298	0.551852840886	0.56491629721	0.594184299798	0.47176658191	0.560786466984	0.534347284908	0.66651615454	0.543577613157	0.519239036614	0.575998154076	0.463295700811	0.477196444766	0.501689806046	0.507539962271	0.512526065609	0.632867021886	0.451578826683	0.574037884238	0.582789226021	0.528644794978	0.51926381064	0.481737418071	0.60875231582	0.545918133722	0.448730900135	0.482206901911	0.533502105925	0.497677439109	0.59710262618	0.526634561666	0.551104107574	0.501654370382	0.543586990576	0.519999156312	0.53562965925	0.467074838112	0.587748137574	0.563619659713	0.537143081562	0.594501792626	0.552050696708	0.551469531556	0.676424227253	0.543559822921	0.575365034883	0.640630256903	0.51169015511	0.624035865601	0.615190787875	0.559699088986	0.580134864072	0.570833244366	0.593563572355	0.607719398354	0.621359793485	0.706505804371	0.597237178565	0.543328295999	0.537158032934	0.695416959321	0.607973628814	0.497874053429	0.567688684961	0.546677045296	0.475290633742	0.525908593652	0.516892436368	0.571370490195	0.653116803697	0.536617707392	0.613218184447	0.583140845341	0.429396577442	0.671321621697	0.493218106219	0.680258606378	0.731034888173	0.564286565927	0.570490603616	0.591385691215	0.505710698232	0.560276583102	0.60335952873	0.584557029029	0.556825053337	0.538313315108	0.596498929366	0.673851172643	0.515626644049	0.560792903505	0.445022937173	0.556424365574	0.589224053919	0.533472640129	0.491136714605	0.551704065838	0.497566094858	0.504417974845	0.495308838313	0.497998883193	0.524513726527	0.585985892422	0.579540252095	0.538269243182	0.485245070097	0.528391171788	0.650369835198	0.502327013271	0.509144878701	0.532452418289	0.483904215352	0.552943480427	0.570927809947	0.459577333462	0.494565530605	0.563593872479	0.580515290104
CS.224	0.753623898891	0.748484020419	0.76374399537	0.725434829208	0.729092615695	0.73758629409	0.767998083607	0.657047273827	0.662773056602	0.73637959405	0.747877366478	0.724118154691	0.781933689226	0.672671517811	0.733857599994	0.723656844748	0.761633897933	0.58747558569	0.613327469163	0.758725139084	0.631215798428	0.739132142234	0.729177952384	0.707219219386	0.723944323117	0.726665673955	0.628062608858	0.713147578538	0.75329949838	0.701379273178	0.624012694137	0.579395264151	0.643010901638	0.621174658827	0.689980687344	0.661303083911	0.625553837121	0.60736028735	0.72352069749	0.720606416614	0.685451178809	0.713095141561	0	0.706364224622	0.618319945822	0.676101339965	0.618758549649	0.664688608091	0.661026182424	0.684892934282	0.595639021725	0.691279776903	0.619532150696	0.659127316305	0.678217905404	0.682117592216	0.64280315834	0.587195940878	0.657880494591	0.722257285337	0.658905718657	0.74793140248	0.733753857512	0.767584599161	0.725691937126	0.744031591153	0.726309385425	0.713603567275	0.712656963576	0.767822318949	0.731200604393	0.706723786983	0.710310975305	0.662933359291	0.69772935817	0.737462648518	0.705452804649	0.768433036537	0.725613400344	0.791130521547	0.763216065427	0.739888993504	0.732002068475	0.758253036279	0.754713907108	0.78514558245	0.751745691602	0.70660840918	0.758517601	0.765479048186	0.710426757832	0.758992614812	0.749412057838	0.735115573726	0.721713764458	0.707397314565	0.671113819034	0.732083897088	0.756621347958	0.621272735249	0.758455643178	0.726567744248	0.729104958783	0.747854424525	0.650691098176	0.656922927491	0.576143794819	0.735864833397	0.739457204627	0.66082938566	0.591716010408	0.639263816486	0.693429485432	0.642862879742	0.641703011226	0.766027488832	0.641433573876	0.685638315425	0.714414279093	0.623672167093	0.609967713298	0.682527847485	0.692734048434	0.737415432909	0.576944841641	0.649397738489	0.60979418928	0.576155658621	0.666415230256	0.555298489428	0.659432988997	0.733533236736	0.620767676361	0.606035645886	0.68136143269	0.683566171127	0.648461528025	0.693440955654	0.648255909349	0.66270322833	0.649328334164	0.701975262436	0.623313359694	0.653320271412	0.765511926228	0.693021069317	0.735955329739	0.782569612627	0.709014639772	0.755787045486	0.77415938034	0.73296485776	0.640452258841	0.745385720093	0.710830730395	0.757265160945	0.723628770729	0.66233268889	0.706861373072	0.742949155101	0.780047215074	0.74068392715	0.736422090129	0.776785138885	0.733945917797	0.722184186904	0.730353722531	0.735598810251
CS.041	0.644735391729	0.643421220126	0.6674995311	0.648548149516	0.609054806358	0.606276820194	0.647059012151	0.635168402225	0.643512469659	0.638433081308	0.590388477158	0.635337991789	0.648006178704	0.577495815264	0.61207063463	0.634658206279	0.678705706299	0.657671159802	0.672929956953	0.628503071174	0.582986838482	0.577965045553	0.62324782182	0.61808175745	0.578270164491	0.644002357503	0.59588877994	0.603085430092	0.65929865178	0.626732632927	0.620893417434	0.665747177533	0.638220654991	0.619172616312	0.521955719768	0.605359350596	0.58001110795	0.648992369575	0.581881457388	0.608768780582	0.603553875829	0.596199889422	0.706364224622	0	0.619514429785	0.608752806452	0.628044505139	0.591023174039	0.605841429958	0.603293235785	0.66179328362	0.601133643426	0.618684957859	0.611348030752	0.601314267677	0.613745431038	0.625792626503	0.677588102435	0.610253955472	0.615849662194	0.6356219955	0.638419033049	0.627560843759	0.666378104285	0.6536159318	0.652076292463	0.639070345643	0.619161245563	0.595933287705	0.701348039261	0.640563143423	0.619030731047	0.622937504305	0.676986223337	0.587413935979	0.654028342006	0.631285270943	0.670930811052	0.654665037789	0.690710556541	0.674942036059	0.655448617689	0.641285742046	0.665618161108	0.685156247412	0.727241561786	0.655409231843	0.631462079251	0.674585028941	0.690187024388	0.616999088479	0.618838871234	0.593123932038	0.663473409257	0.61775155275	0.642824442452	0.672741354252	0.637106535563	0.66266264534	0.562754570555	0.67480094951	0.649599859789	0.598428396377	0.702713766563	0.57455849971	0.598475578565	0.687706335482	0.611119048575	0.623056024561	0.586761290325	0.678836244842	0.642693877027	0.58101743804	0.636604914865	0.575672015857	0.644080648742	0.604005547741	0.657194061466	0.640097229244	0.634834554436	0.585399340128	0.522271536782	0.651187026157	0.616110214667	0.662191380162	0.570595446922	0.609034790506	0.698180342819	0.519354458071	0.633129679963	0.604448835678	0.649466346531	0.607394388372	0.616793695597	0.645553880494	0.583966888651	0.6077738079	0.584933261826	0.672798571039	0.621288844374	0.578749034065	0.616708215117	0.617618533822	0.613356499374	0.692707680854	0.637743221315	0.631431634839	0.67321024191	0.650166468377	0.650405818827	0.681564772195	0.630461820086	0.627620636318	0.639991681544	0.657365024192	0.646518130396	0.627237881936	0.632310207852	0.621965249892	0.692639838279	0.706540521465	0.659847567304	0.661510652036	0.700621919729	0.637714140452	0.654480825287	0.685407479275	0.687582988523
CS.213	0.675333799009	0.658513010114	0.687466091374	0.65548503029	0.631309818651	0.648284775743	0.685118265743	0.592164775654	0.571131686727	0.66750181967	0.670800575675	0.653234439105	0.698115576217	0.586011405221	0.652221308205	0.667659315568	0.693904753538	0.558304034498	0.570346214483	0.675795508177	0.562902021348	0.667795488839	0.636343820829	0.595223382417	0.637032536322	0.655906740264	0.51951402741	0.64005038426	0.665664014253	0.566705304693	0.54124605561	0.543388014563	0.5914918817	0.537330417283	0.572938520851	0.578695061451	0.535376679329	0.580427020277	0.644660067352	0.623607453373	0.571031985913	0.616184067755	0.618319945822	0.619514429785	0	0.544239766909	0.59381656703	0.556005613868	0.593378764052	0.600366563216	0.562827136979	0.572443672045	0.536071597367	0.59473476237	0.570059882042	0.60854307873	0.589934760754	0.584045002813	0.545328685507	0.630673489176	0.615711877328	0.66225225614	0.655112409547	0.677956158886	0.652428857329	0.659100930584	0.68249991472	0.623543818457	0.625927567372	0.731459696529	0.640198114255	0.630423506996	0.613784579709	0.647426971056	0.611825743261	0.658681112187	0.649861184621	0.676635902094	0.633301408894	0.724276269319	0.683217542053	0.638517199876	0.657911168688	0.695439010419	0.693349885053	0.734049210429	0.659358968267	0.622843265436	0.700474087845	0.692354130458	0.667762103952	0.688490225891	0.678357937431	0.688973041059	0.661161928436	0.665224858994	0.636442598537	0.64111058785	0.714342681697	0.593134191004	0.685010158113	0.625210290831	0.642051821393	0.711266086961	0.600558335626	0.619845992923	0.640916250162	0.679860125953	0.661619148941	0.589644274018	0.552149620225	0.584286393707	0.591537332357	0.622476227476	0.506609941511	0.681135460457	0.549785705716	0.611048092145	0.657492497842	0.58074198803	0.554936619685	0.554260882744	0.624748835641	0.650437532097	0.547701740918	0.544851230864	0.58285275868	0.631227559769	0.616542134244	0.524332726757	0.568606326649	0.631256722556	0.475984179887	0.514616395468	0.580989627766	0.553050894876	0.566911793833	0.638815256296	0.593927140635	0.56826503468	0.54767136691	0.613368573361	0.587766081763	0.557415791384	0.705914356537	0.610384029333	0.672085448651	0.70132164546	0.60361440634	0.671665454895	0.70083438888	0.654948581218	0.55057493289	0.6834204301	0.67209769417	0.666169636617	0.652363083948	0.641531200306	0.616141728541	0.679222285189	0.69932918368	0.680920912899	0.682942089355	0.720651228138	0.651231470474	0.657914962187	0.681167188888	0.675685174346
CS.323	0.645951672956	0.624108407223	0.654950268911	0.673493074591	0.652399435472	0.625662808847	0.662203629369	0.566864684007	0.55654488458	0.697057002491	0.6522940409	0.681686086323	0.608148162964	0.571073621483	0.627039409111	0.696542707231	0.669243771531	0.635369478451	0.63696000443	0.669229760575	0.518297839088	0.618864447883	0.559667428858	0.51093258292	0.610085586799	0.683960133182	0.547714017632	0.681779618529	0.579870495677	0.533311863227	0.537793994684	0.536318532739	0.651638624631	0.514641308279	0.546325581568	0.545000596261	0.50040051622	0.623644216146	0.550079904992	0.645203113426	0.481526501415	0.520021364912	0.676101339965	0.608752806452	0.544239766909	0	0.583685120451	0.44315447379	0.563594221137	0.407877006861	0.543129046582	0.459154304747	0.480466985683	0.487411233827	0.422433776752	0.555262221413	0.535668614079	0.610990480616	0.493141283641	0.545436191996	0.597992529528	0.577006831881	0.601631776892	0.598686412533	0.590042991314	0.629686688699	0.681373603862	0.530781228709	0.616894344504	0.671605848873	0.586424371026	0.611437006706	0.562776771149	0.635377165398	0.551347853016	0.532599440335	0.580223755913	0.600431511703	0.594594936645	0.664629515325	0.613123292471	0.557032967447	0.590833129254	0.646727129973	0.631601130655	0.656813218418	0.562683058589	0.639637695024	0.644348737566	0.649690220589	0.671608697234	0.614794843612	0.630841432915	0.719418264525	0.627724532416	0.628384598131	0.679992111063	0.568762162683	0.713205582659	0.586575632611	0.658772828643	0.621542559864	0.620769108958	0.689549343534	0.595824729886	0.672131211334	0.692393160277	0.673560897463	0.648289878366	0.57126846486	0.632878114183	0.617462494761	0.537403324941	0.625557205222	0.496033496933	0.630772833046	0.485318065782	0.607360485284	0.672521890929	0.576781596626	0.467356280031	0.610531135056	0.653450791529	0.50846958023	0.617992528519	0.488268199236	0.615729157491	0.680744741963	0.583873445806	0.522684054679	0.582907763515	0.616996617433	0.47376824118	0.515996110931	0.601163426993	0.455206122149	0.518722478041	0.59416325946	0.647450541808	0.465209545333	0.482655681273	0.473894699235	0.483431428835	0.560841243221	0.649141590314	0.582895771358	0.618043342545	0.618244578785	0.568926874384	0.622773425963	0.610566244563	0.608924501696	0.551386795329	0.632706589365	0.637729117662	0.588316748783	0.633282332932	0.629210410906	0.613590523136	0.643593569629	0.629444800511	0.597612262824	0.656835430223	0.667990771191	0.610347842897	0.573797788047	0.682339370494	0.686256772866
CS.183	0.71140913004	0.730328110709	0.7599803275	0.695945559898	0.68285612965	0.697482935671	0.738279503747	0.642720142074	0.662331494579	0.715709210008	0.709142104297	0.712715445918	0.726649646696	0.637184569475	0.681871742023	0.725595326098	0.741893641382	0.562515288504	0.580122872564	0.737095186534	0.593218899564	0.701045435163	0.673926253212	0.640105782808	0.669641213659	0.732718104167	0.588340965504	0.692599488219	0.715235431879	0.679075907076	0.579335016591	0.591258773491	0.611905245732	0.55149993204	0.612961871298	0.612578362002	0.566036622524	0.630080825607	0.67868692002	0.667640299913	0.61709477676	0.660727288477	0.618758549649	0.628044505139	0.59381656703	0.583685120451	0	0.525404579031	0.520523466048	0.591853823491	0.549074154508	0.574332652262	0.563277787937	0.544413524128	0.619944494796	0.635881359639	0.569435641422	0.5731275802	0.546305010637	0.61868299801	0.657360585174	0.715008489681	0.711880595103	0.741331528418	0.70312943194	0.71671431595	0.697462747998	0.680350912753	0.689664644057	0.769764013678	0.671187473974	0.677125012416	0.694491495113	0.660197569279	0.636572206145	0.718990979979	0.690118381196	0.743628244035	0.709903060296	0.77094290517	0.744289971525	0.700660233991	0.70686201744	0.738447047233	0.740061809267	0.779026360263	0.727438616697	0.712132172863	0.753393401142	0.749377025633	0.698258931188	0.706559254392	0.705958829858	0.717333760771	0.709675634634	0.701909866746	0.689305861277	0.682373057046	0.768738122096	0.572321787377	0.758470836284	0.685426892674	0.677945643681	0.749716628547	0.613017464457	0.642512279933	0.643537625254	0.711721371417	0.722169017318	0.625996714897	0.602009746858	0.627829402315	0.642252208717	0.657311170602	0.539978396432	0.729467153899	0.568100083684	0.623928014789	0.70961550848	0.568090164978	0.541073809012	0.589453655615	0.674663151866	0.673387486327	0.600507522217	0.582575425757	0.539765612627	0.563378279114	0.63737684609	0.582381565239	0.596564574642	0.719547285301	0.546844060706	0.508273359135	0.677269223189	0.55134318734	0.607485272742	0.630856458135	0.577001367933	0.561585737174	0.560974164664	0.645193205634	0.573072906784	0.602697243166	0.750632153822	0.679701515668	0.72058519023	0.750746378109	0.67953443513	0.721715427775	0.734730607931	0.700013671418	0.633284029545	0.705405738207	0.71404396268	0.712128218034	0.72884181732	0.635614537929	0.682380641943	0.756658020101	0.763421609475	0.731526270762	0.735704357451	0.781420574871	0.721768853308	0.7189869363	0.752905049991	0.739026423726
CS.254	0.668598170634	0.646650388618	0.66133099871	0.651818876546	0.642941447647	0.63453710431	0.69265149239	0.600084945964	0.567029257795	0.686141530124	0.647966089055	0.667803169244	0.657908238177	0.575114166813	0.645708503556	0.689815300756	0.673874772802	0.612904755551	0.612025908405	0.674459686959	0.5165898651	0.639977892728	0.583632223664	0.528203502067	0.616626630719	0.687957796566	0.546463700222	0.671760059553	0.593234378539	0.571382332665	0.540963196312	0.582192972507	0.638565050877	0.524299280625	0.569933587274	0.564666180182	0.482853098764	0.619699189448	0.590784754742	0.651295789287	0.511052630505	0.53228749643	0.664688608091	0.591023174039	0.556005613868	0.44315447379	0.525404579031	0	0.573898814778	0.475837075502	0.524959148271	0.469168967491	0.4878907985	0.493156337636	0.478461918211	0.531484614695	0.53959537623	0.598483206934	0.489518608783	0.543470174608	0.607219911396	0.614686986881	0.625185529773	0.629675759816	0.61566617514	0.653867518497	0.685490072111	0.583979201497	0.649680156913	0.711328394821	0.600776475023	0.635743529688	0.615326404095	0.617672392946	0.596829010464	0.575654465094	0.584652509779	0.651562074913	0.607845952162	0.68963594881	0.646524486928	0.611483129993	0.612437748623	0.656974103308	0.659178108258	0.688243661346	0.602908536487	0.665541133117	0.673285228167	0.679075894288	0.666520739588	0.625384112282	0.628918280108	0.708066463909	0.639012116758	0.631842733164	0.65572157365	0.603994185352	0.727764312317	0.583327803439	0.686856313931	0.6133474534	0.623665725939	0.686220150958	0.577801125026	0.635588954464	0.674096470732	0.655915858148	0.66168316734	0.56305353352	0.608724661985	0.607189209394	0.567945067046	0.602477197395	0.49889148231	0.642444952299	0.497944284057	0.59598789981	0.657131649972	0.606459456024	0.474907510038	0.584395408073	0.668168078637	0.540793666086	0.584609486984	0.505988594788	0.614881568138	0.659765245672	0.602678292159	0.537414136833	0.584614868049	0.647965653628	0.499013299466	0.498252180146	0.621238756343	0.462152640021	0.526706137363	0.562772724129	0.622540610998	0.503060266544	0.481828575693	0.493763076709	0.503816612274	0.528231306156	0.677266287438	0.607227999478	0.642048531493	0.653937261092	0.591828304351	0.644353209197	0.640877773634	0.617998376008	0.579815680791	0.645179198521	0.643193284871	0.612294356781	0.660127659772	0.619203683594	0.617809014315	0.662591822641	0.666293378394	0.629669913078	0.67085174825	0.689816138755	0.608429664265	0.606158172293	0.676190418016	0.678007641873
CS.369	0.723038236337	0.756136329912	0.753933956078	0.716108063274	0.669519061732	0.714343191545	0.723269167946	0.622624559083	0.681239483291	0.731101878123	0.70783091667	0.705579161521	0.722290235907	0.65460099371	0.697259561596	0.709682459922	0.721466200037	0.605751535296	0.611739520499	0.729725284104	0.581299152738	0.671495986168	0.694068885198	0.688268233761	0.656190750973	0.741104515059	0.614139097962	0.674291992569	0.736295197185	0.691602137293	0.609330291392	0.626278784381	0.618795490006	0.593833055882	0.59681921216	0.650659132788	0.595887364137	0.630097853748	0.656383692532	0.643340187216	0.638097019305	0.679279627982	0.661026182424	0.605841429958	0.593378764052	0.563594221137	0.520523466048	0.573898814778	0	0.575884106209	0.607102827481	0.574021469073	0.576477376661	0.562648361493	0.595568366411	0.637505646212	0.574256401535	0.623626066649	0.588850775236	0.630238051502	0.674913336259	0.733029512229	0.717349799574	0.731224690386	0.72424358308	0.744321355947	0.684099481812	0.680823872937	0.675200527428	0.764287200666	0.677708884512	0.718037131839	0.708003936195	0.657542607962	0.628523585811	0.725156042012	0.698327129598	0.739856547769	0.711892524644	0.757770538876	0.7290453493	0.686623816319	0.718222296523	0.739119464356	0.751634601571	0.775502208953	0.732242901425	0.688260485223	0.73684924403	0.759232181763	0.712255289447	0.700231972969	0.687982550193	0.735277836749	0.704657893614	0.704440940648	0.666082546049	0.699408674984	0.776221584017	0.58792330511	0.753994072594	0.678289201289	0.66159540126	0.768793951057	0.615978161296	0.674219553559	0.691493770019	0.691300177579	0.724590928515	0.624018983183	0.612154421285	0.626036418248	0.622979049894	0.657448805333	0.580119254373	0.741714816391	0.599992392413	0.648901542801	0.728806516339	0.566294150546	0.555872123114	0.579149439339	0.679843656613	0.687351435448	0.619661288706	0.612377859161	0.569175576774	0.652897077732	0.641869395079	0.65229982255	0.609028116138	0.741076804526	0.578907300966	0.552631301905	0.665536812033	0.584384029472	0.612995178475	0.630352041252	0.577576525754	0.613282784398	0.516691492543	0.656371528152	0.589762532084	0.619425265067	0.754681043319	0.721889223262	0.726948126932	0.755994059843	0.683566629565	0.74601462812	0.74780874948	0.717447352188	0.671075387242	0.703618046909	0.739750877484	0.725222163461	0.735312447895	0.622428476551	0.724854738975	0.760384429037	0.755841743175	0.74295016787	0.73579254385	0.764741489328	0.727728318939	0.738414138849	0.767625315392	0.774530357296
