CS.093	CS.009	CS.243	L.011.M1	CS.172	CS.263	CS.016	CS.293	CS.106	CS.297	CS.010	CS.259	CS.108	L.004.M1	CS.261	CS.367	CS.076	CS.229	CS.066	CS.230	CS.377	CS.115	CS.269	CS.382	CS.073	CS.064	CS.060	CS.161	CS.153	CS.365	CS.136	CS.376	CS.125	CS.292	CS.203	CS.205	CS.380	CS.374	CS.378	CS.128	CS.302	CS.375	CS.213	CS.126	CS.224	CS.389	CS.166	CS.348	CS.254	CS.359	CS.349	CS.268	CS.386	CS.369	CS.148	CS.182	CS.181	CS.178	CS.177	CS.323	T.CS.022	T.CS.080	T.CS.019	T.CS.071	T.CS.029	T.CS.069	T.CS.012	T.CS.041	T.CS.020	T.CS.025	T.CS.042	T.CS.038	T.CS.035	T.CS.072	T.CS.016	T.CS.117	T.CS.147	T.CS.126	T.CS.132	T.CS.153	T.CS.107	T.CS.098	T.CS.100	T.CS.128	T.CS.178	T.CS.159	T.CS.119	T.CS.123	T.CS.122	T.CS.112	CS.082	CS.103	CS.015	CS.110	CS.087	CS.238	CS.088	CS.356	L.034.M1	CS.241	L.024.M1	CS.006	CS.085	CS.237	CS.246	CS.364	CS.338	CS.207	CS.311	CS.113	CS.330	CS.347.0	CS.387	CS.078	CS.336	CS.233	CS.234	CS.187	CS.346	CS.189	CS.202	CS.080	CS.320	CS.361	CS.321	CS.227	CS.322	CS.163	CS.158	CS.339	CS.112	CS.285	CS.319	CS.343	CS.331	CS.393	CS.270	CS.390	CS.326	CS.253	CS.262	CS.370	CS.255	CS.145	T.CS.066	T.CS.036	T.CS.008	T.CS.031	T.CS.043	T.CS.045	T.CS.061	TFS.025	TFS.021	T.CS.064	TFS.027	T.CS.049	TFS.022	T.CS.055	T.CS.026	T.CS.166	T.CS.095	T.CS.157	T.CS.109	T.CS.158	T.CS.141	T.CS.152	T.CS.151	T.CS.142
CS.365	0.56904927629	0.613320047441	0.529201286673	0.522910166412	0.5696004811	0.543296708445	0.565385003471	0.5115108481	0.581916978592	0.454462954129	0.71353540723	0.487575938693	0.624784724268	0.510401575466	0.508595274295	0.708209639009	0.624007647347	0.615492946443	0.567075754743	0.653195991865	0.644383390161	0.66428788105	0.720788921493	0.485393353905	0.629339292524	0.58309547516	0.613577120789	0.637746862076	0.563766774932	0	0.590616796909	0.64061489568	0.613629164812	0.587970212286	0.471972113297	0.645036900279	0.50408605644	0.636958342993	0.665964006251	0.548906362748	0.677098046351	0.569764310464	0.636220544094	0.512545303631	0.721121212034	0.625670711361	0.661018782091	0.600873877704	0.61845161006	0.70269132071	0.621469635853	0.663036642139	0.684632982547	0.714505904957	0.672744490008	0.582937152503	0.611795319642	0.571137459371	0.654398270644	0.599105142457	0.555662586304	0.602324839896	0.579391964388	0.495873306944	0.609020867982	0.535274807768	0.64373329598	0.538616523264	0.595881160197	0.520989288327	0.481989926426	0.584250801463	0.533102327042	0.535357076478	0.547390591838	0.52630407941	0.527106772465	0.466002247627	0.581057925566	0.560722732838	0.484549706547	0.525887500596	0.547348821737	0.581324906833	0.528762133302	0.603497011101	0.615979365705	0.505749357435	0.481900524239	0.514309277501	0.55379768051	0.577186516187	0.588902044028	0.616089997289	0.564481726707	0.53775163207	0.611246015047	0.658056321765	0.545797530328	0.541361122263	0.562606146392	0.531689146331	0.564270394276	0.617884918207	0.480784703279	0.68091326699	0.611179968518	0.653132741281	0.556744476121	0.530156176539	0.596306549308	0.658996275721	0.566283905795	0.56147659906	0.576705553453	0.612705603674	0.660971393092	0.579189411179	0.720234216421	0.641629980503	0.635666433149	0.584695410617	0.58113512436	0.630872506396	0.466223894346	0.740281003582	0.636627015743	0.610023787569	0.621729654572	0.583335876934	0.600260546985	0.697141970355	0.593515482833	0.627664011969	0.551213667052	0.648448416011	0.642335814464	0.628182888899	0.610972301172	0.72901545927	0.646890744634	0.624026776303	0.595726158178	0.535679514072	0.527051528802	0.56675153472	0.539726270014	0.548269816588	0.511144721805	0.556929353578	0.522800205619	0.530722058755	0.568393158053	0.505784347442	0.496676465541	0.614324898991	0.5176056473	0.539163267345	0.704824251719	0.507802997606	0.553734081076	0.556167499599	0.519185994347	0.481930820199	0.556011547982	0.53732500279	0.514983069369	0.529558922681
CS.136	0.614503560526	0.560559363159	0.623401262137	0.603243593865	0.574044507665	0.587872987424	0.601637426861	0.671477744636	0.505392357602	0.619520296508	0.644656162047	0.627198358804	0.61955417632	0.670903107513	0.626186940475	0.636082409248	0.536500245289	0.525403283988	0.618977337124	0.582523764153	0.548000518817	0.577355833479	0.658735904936	0.605195616082	0.606402625761	0.53677597954	0.558403951608	0.516953955343	0.476951211098	0.590616796909	0	0.555571850293	0.560640953503	0.501729828511	0.625762623595	0.610503083907	0.628661421361	0.573437206374	0.626516132753	0.557311963128	0.630298473582	0.565400595896	0.572938520851	0.57262501379	0.689980687344	0.560250558267	0.584969019676	0.580313141888	0.569933587274	0.655794664639	0.564050367011	0.569108695332	0.6600464945	0.59681921216	0.592085585589	0.545912854191	0.552410901412	0.597028158913	0.623138958101	0.546325581568	0.593350058041	0.61848533194	0.596032970972	0.611332932756	0.542855702577	0.587627837368	0.662331195151	0.60156140631	0.663794170762	0.596842751445	0.633395322809	0.64334129562	0.60171603746	0.598659622147	0.593344226645	0.628012553482	0.672635940595	0.611973683143	0.659062878238	0.634429758118	0.655722287172	0.645797004465	0.654146833415	0.61662659933	0.633643525253	0.673077267065	0.659409050303	0.617317354609	0.613927526377	0.611821899203	0.554307492627	0.567237858169	0.662766056719	0.552692623271	0.59537892913	0.596155055685	0.653466017512	0.663624897769	0.617508006549	0.657476488346	0.666964326214	0.570763700771	0.548744127779	0.521341002975	0.600626040197	0.607327660512	0.559865504183	0.594199930161	0.5679940898	0.587031032209	0.571931759583	0.587618665632	0.539183918998	0.608907771152	0.55329261667	0.580926814717	0.617634010591	0.550077987223	0.624964287366	0.588441415862	0.63522076944	0.5245003337	0.531461808393	0.576694640801	0.622672532184	0.685345321599	0.579163358197	0.491538272483	0.533538777731	0.606997584566	0.479463896812	0.578307623964	0.541853940003	0.590549458364	0.549760057745	0.589209244262	0.543567752205	0.567639609512	0.566630269217	0.636080106271	0.620695945012	0.575824701674	0.566880008733	0.569221803178	0.652144960285	0.607232738005	0.638813943981	0.615591315968	0.617721549504	0.617517460764	0.606699391963	0.597726893226	0.628779967913	0.621150988828	0.628867813785	0.608459710618	0.642960925131	0.60961338009	0.662219063443	0.606519449858	0.665175484608	0.642505302596	0.658514815083	0.634689913165	0.679238434093	0.609474144617	0.657972974293	0.668564657823
CS.376	0.689218273257	0.541918766906	0.640106784552	0.632732732812	0.624908303212	0.653532894964	0.615957443602	0.694797301816	0.629988470765	0.638206780558	0.715322726509	0.646007030729	0.689459800679	0.689321270151	0.641578027766	0.566323118835	0.595661004714	0.513568134137	0.679421622167	0.55366374254	0.544429335685	0.602429334204	0.603778080035	0.562980367331	0.654826474834	0.652455815007	0.596249466487	0.520531465483	0.619198298256	0.64061489568	0.555571850293	0	0.481226515523	0.567310218989	0.621151562607	0.543462679948	0.61313647718	0.518802998396	0.604797653711	0.546117187558	0.582128866663	0.542375451794	0.50392704903	0.553441590319	0.623918310103	0.494583165903	0.574632578737	0.569916846269	0.512665318812	0.585235149916	0.544363629892	0.609888414848	0.608893772806	0.583191203692	0.571739003243	0.537857100053	0.534425271689	0.606650125312	0.553778038941	0.513982706488	0.611024399139	0.578413078619	0.623484584622	0.638373817906	0.610644687109	0.583569096289	0.659907964434	0.604512381298	0.699296710771	0.616458496636	0.659478210011	0.685637220892	0.630934748934	0.633807970257	0.566038795781	0.647692602658	0.699938790183	0.625927601837	0.683454996665	0.682268396531	0.659999666306	0.700290708767	0.697783100457	0.624089542556	0.67917016208	0.705103886247	0.688065197862	0.594332032855	0.626560750363	0.609956168771	0.662275420941	0.632231703167	0.697109494702	0.603185399006	0.621439091513	0.633541336762	0.67073585828	0.620667069642	0.624467535754	0.679263436708	0.683449572889	0.629743842688	0.647831730152	0.592645973556	0.632717093659	0.573466363973	0.586097094775	0.580930444411	0.632569334778	0.643290320937	0.531521113682	0.57507384018	0.512483333257	0.599205773819	0.547991588063	0.679714650563	0.588040998948	0.513370296682	0.584483086488	0.592951095734	0.619736600328	0.585989583956	0.504555068911	0.575210392154	0.635791527404	0.63039015962	0.505884470171	0.580676253435	0.571022453657	0.573214717324	0.56858087459	0.55620877554	0.473592180107	0.502693152609	0.56878009585	0.597870307891	0.515464649221	0.537593227679	0.52270433209	0.606527081536	0.53222310164	0.529042644829	0.508852315564	0.563996941432	0.681337483771	0.641295332598	0.586382744478	0.623544438063	0.637029129015	0.622699913812	0.586483997055	0.577024847723	0.639571602516	0.626604949418	0.627991737251	0.536855338111	0.656256360482	0.633767823919	0.633141673591	0.618677193342	0.705642378323	0.654894508668	0.687659031599	0.641497783378	0.662645899991	0.624732749806	0.659824632285	0.653000293029
CS.125	0.704236536191	0.531801221913	0.638273508263	0.608048133486	0.65004367078	0.624679585992	0.642208843528	0.681994156767	0.652975428516	0.629382453734	0.722539153965	0.652660558006	0.700308803771	0.685730206942	0.650026751358	0.573159301455	0.593394434518	0.548011003198	0.685388265519	0.540868859867	0.517196139338	0.608206028406	0.60410482251	0.53366096451	0.683977809211	0.645927467912	0.611755962463	0.531019220614	0.634809642003	0.613629164812	0.560640953503	0.481226515523	0	0.57421712527	0.619286834698	0.512243308606	0.60470766082	0.537983379342	0.614279151326	0.514613082084	0.56225060856	0.553239488034	0.535376679329	0.545790698674	0.625553837121	0.469515069868	0.559767759655	0.557840130136	0.482853098764	0.545144058493	0.541710097131	0.586723976197	0.582539859757	0.595887364137	0.562932869782	0.490262326011	0.514223849193	0.589095630821	0.559106297063	0.50040051622	0.601035269264	0.586783959082	0.6175376305	0.617489140114	0.6091223119	0.578452421335	0.637386611617	0.604338015047	0.700983848144	0.594257027129	0.629353965149	0.676687745084	0.628657766127	0.622608568276	0.565753820029	0.62052846534	0.686508937982	0.589072390674	0.660918127915	0.669916497697	0.624555077257	0.684050848296	0.69236688865	0.616899897793	0.649913735953	0.69353218238	0.684210830964	0.608720135908	0.618633582687	0.588822133921	0.651133370675	0.645579229177	0.706726057736	0.605529145214	0.637977589019	0.647272918358	0.686756594805	0.619183804733	0.605611658364	0.686050848466	0.666811211022	0.626284627999	0.645624403038	0.590004212973	0.595776240129	0.557541417542	0.574054379842	0.554671895459	0.623979869504	0.651769325944	0.491788355463	0.581992607958	0.499413364189	0.619885624128	0.550501029882	0.68103745541	0.58666375872	0.470528456343	0.613682072664	0.578905720644	0.629955988092	0.59674567588	0.483239488178	0.554211557342	0.626694323907	0.656287035296	0.514226924329	0.592245890882	0.594521078065	0.579454384232	0.589463221021	0.567358022807	0.480528869595	0.507250710087	0.551245534235	0.607107783433	0.511365003599	0.528384055961	0.479541553959	0.591854153281	0.556041014662	0.524145759981	0.530768442891	0.534400521629	0.669888857093	0.649350008573	0.590255116188	0.630021379171	0.644043084877	0.639382617196	0.595647678093	0.561347149103	0.652947276198	0.633147525914	0.629659584155	0.563548741085	0.662031324512	0.622652508218	0.590018516385	0.596173311138	0.696327388725	0.66437528335	0.660105778302	0.623048811231	0.662745226126	0.615399426534	0.645534377275	0.651722558928
CS.292	0.600523112729	0.578433419139	0.589538635647	0.599678016148	0.589162328956	0.571918975596	0.600109296004	0.627946491226	0.542051934943	0.621687327516	0.672898946199	0.626083822604	0.601060523443	0.626478149444	0.594010887952	0.622811184764	0.555893452765	0.558246543062	0.59516618724	0.620109655754	0.541105694199	0.574199785055	0.708533226248	0.601761873559	0.631358112029	0.56515956221	0.526411394407	0.580003635292	0.534478312811	0.587970212286	0.501729828511	0.567310218989	0.57421712527	0	0.602352593664	0.630707274045	0.600672118167	0.573888754549	0.629828534639	0.544560693042	0.653123102105	0.590023300148	0.588926118401	0.55645259045	0.690536607928	0.57056433975	0.566938711309	0.559124208934	0.534843443638	0.643169188257	0.555876273075	0.562597236873	0.646100592838	0.6088558002	0.617165324479	0.53167679057	0.537724431742	0.570762707039	0.599351178466	0.534544402675	0.607072409065	0.62304036698	0.599153258916	0.618337443629	0.555545591024	0.594879174964	0.645868295271	0.606716032407	0.631415555785	0.607135452765	0.625631637475	0.614713326424	0.604672197365	0.603142326745	0.56573350912	0.611867897682	0.624626869916	0.591345514261	0.619666581153	0.606803601341	0.634384456129	0.611797827018	0.638526208786	0.582963600332	0.605562019588	0.633231850926	0.627028202256	0.600936745463	0.593332214054	0.624261036218	0.556790519357	0.538965381906	0.642204438533	0.540452519851	0.630259332074	0.582714082372	0.69128547591	0.649695889195	0.608849792305	0.561228879212	0.660700199518	0.585512396762	0.557223544097	0.525762021784	0.580669870239	0.622996524221	0.545033242504	0.600978506984	0.571143051772	0.616071958585	0.560790765252	0.571012350328	0.556842802969	0.623577922118	0.570720112794	0.511301781892	0.606215603989	0.528770474821	0.674150885756	0.568748039954	0.633114668279	0.542665935584	0.508432781901	0.601377705096	0.615867625792	0.67178138156	0.56419129984	0.561792092003	0.569900032079	0.636451429731	0.515246683125	0.575489890561	0.569934119689	0.58966707686	0.494860640821	0.590982669237	0.522327798823	0.562766314111	0.547706320025	0.648592736037	0.584746589647	0.546128983121	0.544850763623	0.553953850192	0.619448338933	0.579614922297	0.639712222671	0.616789291402	0.635842646045	0.622213421468	0.630151044598	0.624370189504	0.622258125817	0.579026663304	0.621565663321	0.614403438875	0.609458904666	0.607240864108	0.657414153685	0.598703293402	0.635265937183	0.636053140578	0.615819690121	0.61183506128	0.658190849865	0.602742200485	0.639619530884	0.680196581984
CS.203	0.580154498079	0.639078787786	0.542912905348	0.540297958463	0.578339723152	0.534186019973	0.565320826132	0.536220793655	0.615022776278	0.465647337836	0.738782518573	0.534160375004	0.650741300102	0.546436810454	0.524849026376	0.72076244357	0.64621169291	0.615412319854	0.586671855902	0.659998958041	0.654659563281	0.677375977182	0.736454261191	0.46676813679	0.662764203073	0.589026010882	0.634257977862	0.658610244411	0.580612144208	0.471972113297	0.625762623595	0.621151562607	0.619286834698	0.602352593664	0	0.653127333818	0.490043743676	0.622615939	0.6858486823	0.531090890876	0.717841518434	0.57635404046	0.643820129374	0.494174155348	0.737466442463	0.636840667907	0.658533872987	0.612779551241	0.626569420211	0.719171455256	0.594951815008	0.666338394329	0.702550309116	0.721063318991	0.668713160201	0.610886345803	0.627329057247	0.597700976364	0.669125188853	0.606102001107	0.547553452788	0.577875970322	0.602335714702	0.506135681499	0.624568442473	0.546841037473	0.657611946585	0.531484072955	0.612375254563	0.51778487731	0.474362808896	0.621981969578	0.522259208512	0.527234418091	0.541593000771	0.528148108147	0.556297421217	0.503349455288	0.587287514191	0.58735913795	0.489096285421	0.553478267825	0.555535026797	0.604707210418	0.545955776912	0.610836411054	0.631108081027	0.526759397502	0.501208586677	0.536982594677	0.586067600197	0.60045573192	0.586246069381	0.639605463634	0.580036418081	0.560712535835	0.620113953478	0.690243237698	0.537681779282	0.545474378067	0.590622800259	0.552270072725	0.604266209817	0.656107750406	0.498285767323	0.688893501097	0.60344346777	0.676486480634	0.568386017936	0.549000654425	0.593222860585	0.665157052076	0.548163780185	0.553632099985	0.564516836599	0.64028298314	0.673714865353	0.608031509147	0.746512569146	0.674499070139	0.622554810142	0.597430355328	0.573008167699	0.621010579325	0.459157026584	0.751595793352	0.633008636918	0.626909659225	0.639222467363	0.590743343481	0.639985081015	0.70407065831	0.593757383647	0.61437403687	0.560149151991	0.632000531467	0.635867422229	0.635673537529	0.610862283881	0.731569968358	0.642061675658	0.599433745443	0.594728005059	0.500501921695	0.544580747317	0.599380701557	0.519069414935	0.531883609299	0.509069493887	0.552975149766	0.539975573735	0.516866928229	0.569814842061	0.510195632578	0.47393048381	0.636169609181	0.518657551029	0.556806910013	0.723699474518	0.532230780462	0.567180644096	0.579413913645	0.531006166175	0.478214952559	0.573711263319	0.543890762208	0.526399430299	0.545879098609
CS.205	0.740610436104	0.58475121132	0.684600143918	0.661169181163	0.68016731229	0.67091315383	0.664083259894	0.721169646766	0.704226967594	0.667130920372	0.774254989731	0.678307828306	0.754435078122	0.703017860617	0.681142434172	0.598890842999	0.637714484645	0.602268636534	0.713872672795	0.615503325472	0.599799352095	0.677243208082	0.629018819967	0.579626383793	0.71018982329	0.70715250778	0.658971842097	0.577815403871	0.699745420289	0.645036900279	0.610503083907	0.543462679948	0.512243308606	0.630707274045	0.653127333818	0	0.642859469101	0.559066578851	0.634356453207	0.600983627204	0.584706201822	0.590948393799	0.543388014563	0.628550895092	0.579395264151	0.559620972746	0.605172611144	0.646658446815	0.582192972507	0.585566959666	0.598581825474	0.65288474936	0.61442279234	0.626278784381	0.589159732981	0.581237845562	0.559411996193	0.66061599636	0.580381452257	0.536318532739	0.641668540975	0.626122543426	0.647413331542	0.661206638352	0.686903493166	0.61009129469	0.633967798749	0.668019619528	0.749345708808	0.654276957013	0.683218736695	0.740267937573	0.649630460867	0.669989036981	0.623692319758	0.677995292195	0.726210207023	0.65476577512	0.714645747565	0.724748811809	0.684014385797	0.722312534387	0.735362815251	0.663506255813	0.696974254317	0.748569110998	0.743904563561	0.634325000082	0.661323414167	0.644340249566	0.707365565279	0.679975549346	0.739698130858	0.623370114274	0.689572844122	0.681128908936	0.686882474082	0.622337549079	0.641731283791	0.712103837966	0.714107515548	0.668878410664	0.701813797554	0.617120467228	0.655324317956	0.554817972209	0.637424503819	0.58416691761	0.665878997208	0.660536109816	0.536639431001	0.602953494692	0.566297758411	0.677057459427	0.624582111947	0.72903886606	0.629922530722	0.536967700344	0.626493604869	0.619279282829	0.664727299884	0.652316304351	0.573926626493	0.596728556432	0.666798634374	0.596728787082	0.534328929119	0.638072943171	0.631488596466	0.611747500548	0.630305417872	0.570753021918	0.532529397739	0.517393129484	0.600003882605	0.667782941991	0.573930889421	0.585367315984	0.577714192053	0.605419171078	0.604831565215	0.598910777087	0.583800090098	0.608411231535	0.717920826878	0.715262898703	0.616164894054	0.663276839507	0.674539607268	0.675327529858	0.624474041156	0.59678274544	0.66810667145	0.672956164083	0.670768641962	0.568698592535	0.711748798252	0.658106998764	0.622977392142	0.67185356603	0.730440845146	0.703473977394	0.711993039235	0.672268845771	0.699527870899	0.664473484453	0.678068647796	0.683326874632
CS.380	0.572061102222	0.652639667241	0.593753715784	0.538804515019	0.610496698577	0.539378136231	0.568766112655	0.51053235831	0.59543393293	0.468301628924	0.740528345123	0.469753210673	0.635784201329	0.51532176234	0.487904683179	0.725361353888	0.654288000976	0.604502102641	0.613642876748	0.682814778134	0.626069695165	0.67238095084	0.751048268741	0.477708667245	0.664308621651	0.579863521994	0.627147327351	0.66569228528	0.580466087704	0.50408605644	0.628661421361	0.61313647718	0.60470766082	0.600672118167	0.490043743676	0.642859469101	0	0.654523208906	0.68864177977	0.528954784129	0.68650756263	0.585484510056	0.657939848759	0.458232284469	0.735368172264	0.598933124081	0.628816867673	0.55953704083	0.600108389375	0.718452936834	0.54640552672	0.656908137403	0.690731148987	0.732394708254	0.65470159722	0.542743767256	0.58301376751	0.553773105495	0.654252412521	0.571051144272	0.539084576774	0.543129119927	0.614875100352	0.461311040843	0.623618463813	0.487495463657	0.668704431723	0.507229840497	0.572111041736	0.50490993588	0.459145018075	0.572005400721	0.504392565138	0.484969889856	0.512347414508	0.532676105516	0.505230629965	0.46481734303	0.538931373717	0.564779396822	0.474126733073	0.561397994115	0.547227525205	0.544849971715	0.523695913284	0.575916889861	0.596399209403	0.522631257972	0.487114979676	0.525243713151	0.557018130811	0.591458316626	0.617798014299	0.656541238971	0.629940823967	0.58056782995	0.664723493312	0.689749233768	0.582090372337	0.544644489164	0.58346321789	0.563598625217	0.564858684549	0.65140750255	0.51134595102	0.683665876504	0.602155135224	0.671190184873	0.602071558459	0.558420511003	0.594369070344	0.682385882429	0.524837561009	0.578893924532	0.531972764494	0.638910898138	0.656993776544	0.587692453879	0.739264464807	0.638365506521	0.627341296056	0.586765633552	0.541575620912	0.649779695906	0.523026884411	0.76276167436	0.648819477104	0.658308705623	0.65655871785	0.596395517932	0.642188461049	0.71920597428	0.587438195641	0.619218365474	0.547168111547	0.653692030119	0.619631955826	0.585795870227	0.589187695188	0.734456038434	0.604927633085	0.573639616994	0.553093760689	0.508882390126	0.528769181033	0.586104465599	0.520021987083	0.540242043721	0.51358514462	0.527805159494	0.522956576619	0.5034390939	0.525814281081	0.474730195394	0.499738741928	0.608321463851	0.483751958994	0.555505904587	0.665888448033	0.514654577232	0.551208341397	0.571381979737	0.521427369934	0.478601043642	0.556264430069	0.495496488331	0.51793518909	0.557847896683
CS.374	0.684294348461	0.56145435054	0.615618631258	0.630053133342	0.639101897075	0.613523596452	0.66210547502	0.695408294733	0.630716649207	0.653187831722	0.704026580518	0.680394144006	0.688588316297	0.684482048936	0.666914643421	0.587488891894	0.612896741677	0.583983685143	0.674146511434	0.619391226179	0.578643875337	0.609359985093	0.655188426592	0.608683781426	0.658316040173	0.648526595678	0.610295235101	0.527245667795	0.632108143393	0.636958342993	0.573437206374	0.518802998396	0.537983379342	0.573888754549	0.622615939	0.559066578851	0.654523208906	0	0.610232820205	0.594397084023	0.599297026999	0.553424926435	0.54124605561	0.612111975816	0.624012694137	0.555785231034	0.603702550131	0.623122669166	0.540963196312	0.616323269965	0.568774206525	0.605067393673	0.597054136789	0.609330291392	0.589561521555	0.576709983524	0.565688938563	0.636567852215	0.570015683022	0.537793994684	0.627171602664	0.616611546786	0.617290308094	0.657952954927	0.614693362517	0.627474193714	0.645513347119	0.634100020704	0.708342607624	0.628889212961	0.660949295253	0.68340185599	0.644855335522	0.642480310232	0.60750420784	0.651167063493	0.69488763144	0.656974367071	0.68484386406	0.683057356607	0.676581300956	0.689793773781	0.695233826937	0.644268282876	0.663961838608	0.696763800642	0.691741051198	0.632750677321	0.625358778664	0.651088018727	0.656926382701	0.630715759843	0.699406971199	0.586603191766	0.650249046262	0.650899631363	0.696605233474	0.658601987328	0.624184791281	0.678434053414	0.668226650756	0.648716889893	0.644630813152	0.581999097278	0.642074689029	0.576001147655	0.559316070979	0.571899347875	0.630097657898	0.656486527629	0.545409482597	0.602264853436	0.553499084398	0.635963597212	0.613610052719	0.645923689083	0.627573534289	0.551162367545	0.664943944118	0.601008981211	0.641061772404	0.607189833184	0.550675970199	0.596910062016	0.638919692215	0.630768362427	0.543494405572	0.605204452473	0.587635618477	0.616797209377	0.575283462832	0.576604315411	0.542498044322	0.545321760268	0.565130131674	0.600852116359	0.567088970053	0.584119813534	0.549970112145	0.608035662525	0.577648468128	0.571147483263	0.541737842007	0.571923866224	0.685724567718	0.64068919635	0.633315165068	0.631565752637	0.666364997592	0.658964308933	0.62943118816	0.619007387332	0.647068128834	0.65050833589	0.661080419796	0.572004532834	0.677997853247	0.651380562117	0.646444186776	0.623820486434	0.693205079182	0.674644701724	0.68799866434	0.647163788363	0.6691847178	0.646469085614	0.680498360125	0.678973496801
CS.378	0.695866983798	0.613109928489	0.639396512931	0.663222928449	0.617991478876	0.656811269964	0.6516505002	0.712689115433	0.646528834044	0.696518735258	0.656238504388	0.689656095462	0.69643164077	0.715705065848	0.701281427711	0.611054121591	0.603759974047	0.668920631184	0.64192829797	0.60335819608	0.652606864758	0.613638980297	0.65631475406	0.654357925082	0.614394057039	0.663001182079	0.596189796187	0.621050399251	0.646147334843	0.665964006251	0.626516132753	0.604797653711	0.614279151326	0.629828534639	0.6858486823	0.634356453207	0.68864177977	0.610232820205	0	0.645114199821	0.63344394177	0.611350610664	0.5914918817	0.662741357554	0.643010901638	0.604371564004	0.661415747549	0.683072913975	0.638565050877	0.608404301006	0.657767967742	0.640698413223	0.615123864711	0.618795490006	0.634111470816	0.659789183647	0.635134960915	0.651433007911	0.601026893063	0.651638624631	0.662081014234	0.642131649065	0.63337147981	0.718206018173	0.623545710761	0.690306868227	0.652788804919	0.675619352838	0.724471235204	0.65646207554	0.691028944671	0.70873846599	0.677147013543	0.681825058803	0.65075131651	0.679702165218	0.718853436933	0.698270284235	0.739222612	0.696672999507	0.711993659081	0.71189961773	0.714517802293	0.690988243084	0.698268512055	0.72743137956	0.725814479291	0.675221949306	0.695609366934	0.679064586742	0.670803511121	0.644850302759	0.69912312318	0.635822751993	0.64785790325	0.670714537062	0.659267759821	0.646561001727	0.663078617522	0.705114222158	0.681847729119	0.651962485447	0.667474627777	0.60265345383	0.662219992538	0.612167196431	0.636275670558	0.593823913224	0.656535345822	0.66563875273	0.619807361783	0.621471945307	0.620137650066	0.670438231979	0.643633602454	0.655686452975	0.629097873444	0.61826109278	0.641379649906	0.634723962825	0.631785460831	0.61091863452	0.620949225525	0.613331990916	0.643486654301	0.645587286975	0.622961469496	0.589537489956	0.603111810097	0.618560314429	0.583448174296	0.616866170739	0.63878953225	0.611660340002	0.650475135353	0.643984076462	0.621300259198	0.636840500413	0.609051332234	0.511180193812	0.619752591543	0.650667515088	0.628781090926	0.67103232461	0.699367540171	0.64504869069	0.673698410203	0.655883364406	0.683325401867	0.675698106272	0.688061389291	0.667279417054	0.674798769864	0.684054719092	0.702671971568	0.661108002457	0.707741106323	0.694981154016	0.660847537252	0.685539564965	0.725185964899	0.666034351298	0.711517231602	0.695801311311	0.675027226461	0.664948491803	0.694781824144	0.694991866464
CS.128	0.6427383109	0.614979641279	0.571135968786	0.545348714909	0.632935224972	0.560078467947	0.578482592248	0.607452496855	0.624496350537	0.556055804079	0.713894447847	0.584768262467	0.636381270632	0.611436691604	0.567020928698	0.682026412576	0.621439737497	0.557265249773	0.6334518853	0.622999562437	0.541496919678	0.637956741842	0.710384861249	0.498392917003	0.643913183682	0.600416822091	0.608877493042	0.596444476616	0.582359778856	0.548906362748	0.557311963128	0.546117187558	0.514613082084	0.544560693042	0.531090890876	0.600983627204	0.528954784129	0.594397084023	0.645114199821	0	0.665886393882	0.543704505615	0.571031985913	0.496087078046	0.685451178809	0.57251179249	0.566239238749	0.554103426249	0.511052630505	0.66078764075	0.521904131311	0.584211921668	0.648402509459	0.638097019305	0.589749610294	0.495975608191	0.520335181702	0.537694807986	0.572454696387	0.481526501415	0.518645059871	0.570846864553	0.575660636549	0.550633640928	0.58114025649	0.547752181719	0.634178776143	0.555201024893	0.645117750254	0.550133666266	0.547426373779	0.622912136572	0.541388853104	0.5564543706	0.540435421802	0.53705601731	0.601585357098	0.512940941383	0.590558891268	0.621668079992	0.550367707611	0.618743599985	0.616988278788	0.571021504376	0.568318984914	0.625134542617	0.62514255185	0.54320993797	0.547515417246	0.532334344178	0.603329774379	0.59615355505	0.631235962446	0.601465402133	0.623386345117	0.576879932509	0.645946203088	0.681761128946	0.564360710327	0.586886350464	0.634243966115	0.581846257293	0.608528214246	0.595004371882	0.530306888816	0.643803775568	0.541817103028	0.630450441823	0.576452102649	0.59828594637	0.531760897426	0.63906513715	0.515337241969	0.607286596563	0.518288651691	0.631181518484	0.635500760833	0.507706441609	0.707956473318	0.612514964376	0.62108448035	0.582581636193	0.483041203	0.573334762342	0.542467190135	0.715143575141	0.550594415454	0.621515016322	0.600594569429	0.595484269387	0.5966408501	0.647432890988	0.503227974299	0.562995487235	0.493776909133	0.576362961832	0.547295261466	0.543501973896	0.556120031797	0.690567547829	0.577270264598	0.511870138529	0.534977764558	0.4956959608	0.606301091884	0.596122397035	0.581576016325	0.583621726925	0.590296169524	0.611165067621	0.548994696545	0.564270509341	0.597493942136	0.54740850556	0.573561161107	0.616036890474	0.582610666787	0.575300975819	0.693964761265	0.544143731217	0.61895866944	0.632741223678	0.582361556301	0.548142935025	0.62151397826	0.584677902759	0.578532102686	0.626119622196
