L.007.M1	CS.019	CS.295	CS.354	CS.007	CS.219	CS.098	CS.092	L.012.M1	CS.016	CS.038	L.011.M1	CS.260	CS.265	CS.084	CS.065	CS.066	CS.327	CS.076	CS.334	CS.056	CS.149	CS.073	CS.381	CS.368	CS.115	CS.040	CS.062	CS.229	CS.290	CS.236	CS.203	CS.374	CS.128	CS.232	CS.224	CS.292	CS.302	CS.126	CS.282	CS.136	CS.041	CS.380	CS.378	CS.376	CS.166	CS.177	CS.129	CS.386	CS.254	CS.178	CS.182	CS.183	CS.369	CS.348	CS.323	CS.389	CS.349	CS.256	CS.181	T.CS.034	T.CS.067	T.CS.025	T.CS.072	T.CS.022	T.CS.003	T.CS.085	T.CS.041	T.CS.071	T.CS.057	T.CS.042	T.CS.007	T.CS.019	T.CS.056	T.CS.048	T.CS.134	T.CS.178	T.CS.110	T.CS.120	T.CS.116	T.CS.107	T.CS.122	T.CS.118	T.CS.104	T.CS.144	T.CS.105	T.CS.160	T.CS.108	T.CS.123	T.CS.102	CS.356	CS.237	L.034.M1	CS.110	CS.015	CS.087	CS.006	CS.085	CS.241	CS.082	CS.103	CS.242	CS.238	CS.246	CS.088	CS.164	CS.346	CS.347.0	CS.113	CS.189	CS.304	CS.308.0	CS.387	CS.358	CS.207	CS.212	CS.338	CS.044	CS.228	CS.330	CS.321	CS.361	CS.318	CS.163	CS.343	CS.285	CS.080	CS.322	CS.152	CS.223	CS.202	CS.227	CS.331	CS.112	CS.339	CS.253	CS.370	CS.326	CS.270	CS.145	CS.262	CS.390	CS.255	CS.393	T.CS.055	T.CS.026	T.CS.066	T.CS.049	T.CS.064	TFS.021	TFS.022	T.CS.045	T.CS.031	T.CS.043	T.CS.061	TFS.027	TFS.025	TFS.020	T.CS.008	T.CS.166	T.CS.141	T.CS.142	T.CS.158	T.CS.152	T.CS.095	T.CS.151	T.CS.109	T.CS.157
CS.203	0.553595181158	0.508095834608	0.526765827256	0.607500225536	0.505717753422	0.627201229133	0.571418340397	0.606322550755	0.552428890958	0.565320826132	0.559526837153	0.540297958463	0.611274157219	0.590726276457	0.622969362187	0.583565035244	0.586671855902	0.598417736736	0.64621169291	0.664322688867	0.660264712324	0.610982473248	0.662764203073	0.4937169537	0.499834060479	0.677375977182	0.585543445748	0.524055704088	0.615412319854	0.627880256186	0.68576473775	0	0.622615939	0.531090890876	0.590248898557	0.737466442463	0.602352593664	0.717841518434	0.494174155348	0.628589054668	0.625762623595	0.640044360063	0.490043743676	0.6858486823	0.621151562607	0.658533872987	0.669125188853	0.615187925265	0.702550309116	0.626569420211	0.597700976364	0.610886345803	0.705048992714	0.721063318991	0.612779551241	0.606102001107	0.636840667907	0.594951815008	0.633012846267	0.627329057247	0.524255740413	0.498746334412	0.51778487731	0.527234418091	0.547553452788	0.518914637518	0.489226054937	0.531484072955	0.506135681499	0.681500173191	0.474362808896	0.650908559803	0.602335714702	0.624918288469	0.562582780608	0.536485947945	0.545955776912	0.56467131243	0.512505325726	0.605681867858	0.489096285421	0.501208586677	0.594437221586	0.545950146318	0.538652715767	0.661316217193	0.55186897766	0.582152540593	0.526759397502	0.543937831749	0.690243237698	0.656107750406	0.537681779282	0.639605463634	0.586246069381	0.580036418081	0.552270072725	0.604266209817	0.545474378067	0.586067600197	0.60045573192	0.525298235446	0.560712535835	0.498285767323	0.620113953478	0.736004695847	0.746512569146	0.665157052076	0.549000654425	0.674499070139	0.701489912285	0.6715194243	0.548163780185	0.725755072116	0.676486480634	0.636920735304	0.60344346777	0.513005152396	0.606182187705	0.593222860585	0.459157026584	0.621010579325	0.597573750913	0.626909659225	0.61437403687	0.70407065831	0.597430355328	0.633008636918	0.483648868721	0.627361426905	0.622554810142	0.751595793352	0.560149151991	0.639985081015	0.590743343481	0.731569968358	0.599433745443	0.610862283881	0.635867422229	0.500501921695	0.642061675658	0.635673537529	0.594728005059	0.632000531467	0.556806910013	0.723699474518	0.544580747317	0.636169609181	0.510195632578	0.569814842061	0.518657551029	0.552975149766	0.531883609299	0.509069493887	0.539975573735	0.47393048381	0.516866928229	0.527809134163	0.519069414935	0.532230780462	0.573711263319	0.545879098609	0.478214952559	0.543890762208	0.567180644096	0.526399430299	0.531006166175	0.579413913645
CS.374	0.693614053037	0.6311921865	0.610209560479	0.647077131395	0.657946337735	0.621002816262	0.684875737711	0.659196060166	0.68712316321	0.66210547502	0.667886428206	0.630053133342	0.563997530404	0.685554477987	0.659568335551	0.586626488268	0.674146511434	0.646633819218	0.612896741677	0.550337311463	0.617129925921	0.550359145314	0.658316040173	0.605058121766	0.612802658696	0.609359985093	0.692635509609	0.638269118635	0.583983685143	0.545378439306	0.629039892232	0.622615939	0	0.594397084023	0.618801210315	0.624012694137	0.573888754549	0.599297026999	0.612111975816	0.550817982949	0.573437206374	0.620893417434	0.654523208906	0.610232820205	0.518802998396	0.603702550131	0.570015683022	0.592107650892	0.597054136789	0.540963196312	0.636567852215	0.576709983524	0.579335016591	0.609330291392	0.623122669166	0.537793994684	0.555785231034	0.568774206525	0.54631413856	0.565688938563	0.654217744026	0.629888339584	0.628889212961	0.642480310232	0.627171602664	0.672526243927	0.621916750802	0.634100020704	0.657952954927	0.613043646373	0.660949295253	0.613488127091	0.617290308094	0.659022693761	0.617161266837	0.656615700444	0.663961838608	0.659941569101	0.641563575475	0.649358060389	0.676581300956	0.625358778664	0.587110326355	0.694019835978	0.677983202867	0.699952110976	0.680169797954	0.697379032681	0.632750677321	0.680656337171	0.658601987328	0.581999097278	0.624184791281	0.586603191766	0.699406971199	0.650249046262	0.648716889893	0.644630813152	0.678434053414	0.656926382701	0.630715759843	0.635308887769	0.650899631363	0.642074689029	0.696605233474	0.661305263508	0.664943944118	0.602264853436	0.656486527629	0.601008981211	0.653420037258	0.610707277	0.553499084398	0.601266903891	0.571899347875	0.616283513775	0.559316070979	0.628855461238	0.603214065405	0.545409482597	0.638919692215	0.596910062016	0.517881888762	0.605204452473	0.545321760268	0.576604315411	0.607189833184	0.543494405572	0.611281329928	0.564628756424	0.641061772404	0.630768362427	0.565130131674	0.575283462832	0.616797209377	0.608035662525	0.571147483263	0.549970112145	0.567088970053	0.571923866224	0.577648468128	0.584119813534	0.541737842007	0.600852116359	0.651380562117	0.646444186776	0.685724567718	0.572004532834	0.65050833589	0.647068128834	0.677997853247	0.658964308933	0.631565752637	0.666364997592	0.62943118816	0.661080419796	0.619007387332	0.674922919026	0.633315165068	0.623820486434	0.6691847178	0.678973496801	0.647163788363	0.646469085614	0.693205079182	0.680498360125	0.68799866434	0.674644701724
CS.128	0.607480373744	0.558340495228	0.485336692635	0.613314520906	0.55587296215	0.580040693217	0.612406692772	0.623567617984	0.630736770805	0.578482592248	0.623604274623	0.545348714909	0.580398814682	0.602932965594	0.637486230106	0.524273801955	0.6334518853	0.611033814591	0.621439737497	0.578353306272	0.562247353867	0.529945868524	0.643913183682	0.517334889036	0.504406167461	0.637956741842	0.622440139881	0.560011043077	0.557265249773	0.55879757639	0.631278775808	0.531090890876	0.594397084023	0	0.55665271544	0.685451178809	0.544560693042	0.665886393882	0.496087078046	0.557665046343	0.557311963128	0.603553875829	0.528954784129	0.645114199821	0.546117187558	0.566239238749	0.572454696387	0.562248678543	0.648402509459	0.511052630505	0.537694807986	0.495975608191	0.61709477676	0.638097019305	0.554103426249	0.481526501415	0.57251179249	0.521904131311	0.504281452287	0.520335181702	0.566909804977	0.586877974081	0.550133666266	0.5564543706	0.518645059871	0.581941245353	0.550752948256	0.555201024893	0.550633640928	0.640234953944	0.547426373779	0.622783617507	0.575660636549	0.638216031758	0.577417140606	0.590454480229	0.568318984914	0.606819214999	0.539314537712	0.597582631706	0.550367707611	0.547515417246	0.541315675587	0.595067812534	0.577287623742	0.666983854368	0.586299469667	0.606187739096	0.54320993797	0.601555406823	0.681761128946	0.595004371882	0.564360710327	0.601465402133	0.631235962446	0.623386345117	0.581846257293	0.608528214246	0.586886350464	0.603329774379	0.59615355505	0.554542104043	0.576879932509	0.530306888816	0.645946203088	0.72950350745	0.707956473318	0.63906513715	0.59828594637	0.612514964376	0.646181633275	0.634627214107	0.515337241969	0.673996556695	0.630450441823	0.625995765763	0.541817103028	0.583900029359	0.6169308579	0.531760897426	0.542467190135	0.573334762342	0.531414230607	0.621515016322	0.562995487235	0.647432890988	0.582581636193	0.550594415454	0.474914961047	0.510716140163	0.62108448035	0.715143575141	0.493776909133	0.5966408501	0.595484269387	0.690567547829	0.511870138529	0.556120031797	0.547295261466	0.4956959608	0.577270264598	0.543501973896	0.534977764558	0.576362961832	0.575300975819	0.693964761265	0.606301091884	0.616036890474	0.54740850556	0.597493942136	0.582610666787	0.611165067621	0.583621726925	0.590296169524	0.548994696545	0.573561161107	0.564270509341	0.594296082461	0.581576016325	0.544143731217	0.62151397826	0.626119622196	0.548142935025	0.584677902759	0.61895866944	0.578532102686	0.582361556301	0.632741223678
CS.232	0.581787033122	0.560698537932	0.587828368386	0.631419655243	0.542848365897	0.504795962751	0.535049733571	0.49515727799	0.604515817185	0.577683630944	0.627277032589	0.575735591339	0.590410870465	0.552531139558	0.506160480301	0.580109283975	0.584197349016	0.607025697629	0.568703316905	0.64322724276	0.611418639619	0.579509001182	0.622305722387	0.521235241195	0.507094972997	0.613038420048	0.564367049302	0.523233930186	0.608945198505	0.61395867453	0.643015914916	0.590248898557	0.618801210315	0.55665271544	0	0.72352069749	0.46353620181	0.691525692572	0.518560978016	0.632317360419	0.507194667933	0.581881457388	0.574680653591	0.649901265159	0.613648675992	0.608472178976	0.644376584511	0.559150737885	0.683334088373	0.590784754742	0.550788693783	0.518044528195	0.67868692002	0.656383692532	0.56117935961	0.550079904992	0.608333551423	0.561085319011	0.597439978301	0.571305940509	0.575553241908	0.576280162113	0.553740590742	0.544036712787	0.587007502911	0.577674200556	0.565927524706	0.56139659693	0.572137273184	0.685043985987	0.544484979164	0.631058091276	0.59273246832	0.639840089232	0.588321609582	0.570598230272	0.539885821399	0.538985074013	0.579273691497	0.556747277949	0.571339412144	0.544433734414	0.577269655217	0.545990497581	0.589354741657	0.567785608951	0.554381557693	0.56564582261	0.562083545656	0.592650507487	0.668336268861	0.533609731545	0.603212624168	0.576547549132	0.605971642246	0.597868191615	0.533356395516	0.492216875338	0.517100637959	0.470414494279	0.497321363545	0.532360095045	0.543392973099	0.521258210533	0.678548504512	0.654979535138	0.702281737647	0.651115953175	0.591435111875	0.595758764234	0.627387624472	0.625013327415	0.578091345306	0.743638245547	0.634502949283	0.649716338821	0.562433871778	0.555420445352	0.552886397744	0.612480636623	0.569558084957	0.643003821219	0.601669380598	0.547164237833	0.626202825007	0.659671890571	0.549015359309	0.632526443548	0.514871867178	0.584802239543	0.634657668838	0.746091958688	0.530866423754	0.562722125921	0.641959304141	0.675007964409	0.588393752175	0.58463791583	0.584449945761	0.56438302526	0.659888418954	0.574624149433	0.574606756187	0.605993989678	0.588586762687	0.703623644252	0.57055657336	0.63129272381	0.560206804114	0.618854371098	0.546441635433	0.597746946741	0.581461040516	0.575432190469	0.601147101527	0.590185869993	0.604484658005	0.545784097942	0.644261935255	0.538875653697	0.631713222011	0.639953201613	0.53907845103	0.541267428649	0.570492314016	0.582992606466	0.552961186384	0.587082113513
CS.224	0.765149821763	0.73758629409	0.702596463453	0.71441340937	0.741322953341	0.729581726163	0.782481103133	0.770399667719	0.756203149985	0.733857599994	0.727361790971	0.743057912451	0.660942984601	0.782217770551	0.763697357741	0.669811318435	0.723656844748	0.726665673955	0.647016666367	0.62126324691	0.683459947759	0.631215798428	0.713147578538	0.724121855022	0.71791296223	0.690109891534	0.756508863586	0.724917524687	0.676746815329	0.603700602592	0.720606416614	0.737466442463	0.624012694137	0.685451178809	0.72352069749	0	0.690536607928	0.60736028735	0.713095141561	0.621174658827	0.689980687344	0.706364224622	0.735368172264	0.643010901638	0.623918310103	0.659127316305	0.595639021725	0.682117592216	0.587195940878	0.664688608091	0.722257285337	0.678217905404	0.618758549649	0.661026182424	0.715155645704	0.676101339965	0.657880494591	0.684892934282	0.619532150696	0.646441016666	0.773273193773	0.733753857512	0.710310975305	0.755654700988	0.731032595783	0.756221915208	0.745751260841	0.74224691047	0.74793140248	0.629125635432	0.767584599161	0.658905718657	0.691275525732	0.726309385425	0.706723786983	0.747913096764	0.768433036537	0.758253036279	0.732002068475	0.70660840918	0.768160488116	0.751745691602	0.703006233952	0.77321246398	0.765479048186	0.786220316174	0.783020173614	0.780729407788	0.725613400344	0.757429468741	0.671113819034	0.621272735249	0.726567744248	0.650691098176	0.756621347958	0.710426757832	0.721713764458	0.749412057838	0.758455643178	0.758992614812	0.729104958783	0.755119080333	0.707397314565	0.732083897088	0.735115573726	0.678502711974	0.608022588225	0.649921140148	0.739457204627	0.671131294282	0.6663969428	0.681250283053	0.66334847547	0.591716010408	0.618465760103	0.642862879742	0.694331902842	0.728919779906	0.688631405484	0.62981924014	0.733533236736	0.659432988997	0.620767676361	0.666124364968	0.555298489428	0.60979418928	0.666415230256	0.606035645886	0.737415432909	0.609967713298	0.692734048434	0.576155658621	0.710292089637	0.682527847485	0.68136143269	0.648255909349	0.683566171127	0.648461528025	0.649328334164	0.701975262436	0.653320271412	0.623313359694	0.66270322833	0.693440955654	0.735955329739	0.66233268889	0.765511926228	0.640452258841	0.757265160945	0.710830730395	0.77415938034	0.723628770729	0.73296485776	0.740495440691	0.709014639772	0.755787045486	0.693021069317	0.782569612627	0.706861373072	0.722184186904	0.735598810251	0.730353722531	0.74068392715	0.733945917797	0.776785138885	0.742949155101	0.780047215074	0.736422090129
CS.292	0.647782059548	0.577216785506	0.603941553121	0.629601118785	0.571505744732	0.538166960613	0.582706999288	0.584947725009	0.629999375361	0.600109296004	0.647880252351	0.599678016148	0.568868383081	0.623203923948	0.569490160431	0.560507992956	0.59516618724	0.618725604731	0.555893452765	0.566549396993	0.569621023777	0.532524561846	0.631358112029	0.540967553834	0.540325675014	0.574199785055	0.603699318201	0.56320031161	0.558246543062	0.583978054916	0.611278348595	0.602352593664	0.573888754549	0.544560693042	0.46353620181	0.690536607928	0	0.653123102105	0.55645259045	0.576911081107	0.501729828511	0.561872597642	0.600672118167	0.629828534639	0.567310218989	0.566938711309	0.599351178466	0.576651183771	0.646100592838	0.534843443638	0.570762707039	0.53167679057	0.600979940479	0.6088558002	0.559124208934	0.534544402675	0.57056433975	0.555876273075	0.539093745794	0.537724431742	0.610040241607	0.623998210092	0.607135452765	0.603142326745	0.607072409065	0.621381447229	0.618436420147	0.606716032407	0.618337443629	0.658623817056	0.625631637475	0.636223144375	0.599153258916	0.642475366543	0.59802971049	0.638275597429	0.605562019588	0.604064127355	0.61130604508	0.619941983301	0.634384456129	0.593332214054	0.579640098277	0.635137874797	0.649509793762	0.6267436654	0.622756125503	0.630001207106	0.600936745463	0.626716895313	0.649695889195	0.525762021784	0.608849792305	0.540452519851	0.642204438533	0.630259332074	0.585512396762	0.557223544097	0.561228879212	0.556790519357	0.538965381906	0.587336247994	0.582714082372	0.580669870239	0.69128547591	0.64367506677	0.674150885756	0.571012350328	0.616071958585	0.568748039954	0.63932531157	0.568704560632	0.556842802969	0.667152428834	0.600978506984	0.643702342996	0.545033242504	0.599209197538	0.571677187007	0.560790765252	0.615867625792	0.601377705096	0.544100367129	0.561792092003	0.58966707686	0.575489890561	0.542665935584	0.56419129984	0.558114992486	0.559238026743	0.633114668279	0.67178138156	0.494860640821	0.515246683125	0.636451429731	0.648592736037	0.546128983121	0.547706320025	0.522327798823	0.553953850192	0.584746589647	0.562766314111	0.544850763623	0.590982669237	0.607240864108	0.657414153685	0.619448338933	0.614403438875	0.579026663304	0.622258125817	0.609458904666	0.622213421468	0.616789291402	0.635842646045	0.630151044598	0.621565663321	0.624370189504	0.615570581119	0.639712222671	0.598703293402	0.658190849865	0.680196581984	0.61183506128	0.602742200485	0.635265937183	0.639619530884	0.615819690121	0.636053140578
CS.302	0.7339052004	0.694883075206	0.645882705834	0.700476670249	0.721672300385	0.669255979053	0.760588688774	0.741403456914	0.730883906043	0.700451761572	0.699804608311	0.706200452729	0.619158937072	0.768225495058	0.731043991296	0.614312779087	0.7268486535	0.709936474841	0.61358586393	0.616859179813	0.636337809887	0.598377406787	0.685431495501	0.673643912582	0.663898256216	0.622933559487	0.724163005362	0.692212550996	0.621297908783	0.581151804625	0.69780087107	0.717841518434	0.599297026999	0.665886393882	0.691525692572	0.60736028735	0.653123102105	0	0.650770726708	0.594194008325	0.630298473582	0.648992369575	0.68650756263	0.63344394177	0.582128866663	0.649055062402	0.637443693282	0.682610993412	0.642888753144	0.619699189448	0.68409677339	0.632223022704	0.630080825607	0.630097853748	0.66243410154	0.623644216146	0.558518834466	0.660601599926	0.633387847725	0.636218016544	0.693183125935	0.667883036748	0.67651484377	0.6955550661	0.683392833214	0.702574889394	0.698787552021	0.678921565059	0.698409439296	0.585861895529	0.736166223857	0.566362290871	0.648145462246	0.700505235321	0.673704952779	0.689360725811	0.741037072461	0.735772733109	0.691619604783	0.708148820272	0.734816154343	0.689968240506	0.635833032453	0.752604221078	0.731344640055	0.762101350742	0.762360407768	0.762771136166	0.682955531384	0.746190464362	0.593518290961	0.613614255574	0.715150469358	0.638148875452	0.755930016965	0.666883248589	0.678270762194	0.715327021046	0.747129954757	0.729666286707	0.693951024126	0.697152709101	0.70478737705	0.69432900757	0.704471703115	0.678924047862	0.639328026501	0.645162075028	0.674846471085	0.60528818782	0.624410874703	0.604131784036	0.597809567374	0.556108684445	0.60666291383	0.562687625067	0.661029098017	0.679201058875	0.668208205001	0.595429101978	0.704763016223	0.598815499028	0.582544067095	0.627054541431	0.589905751887	0.57782264925	0.650894127814	0.626042393746	0.696092250407	0.604838287235	0.623571219617	0.621165757808	0.666272941963	0.62868295802	0.596329134478	0.615200676259	0.659840410044	0.624573274502	0.617984222298	0.671897441319	0.594616940778	0.635983287617	0.648381073294	0.683245408337	0.707423099434	0.574252020008	0.735669114305	0.598800910907	0.710780234667	0.692870740742	0.737674874869	0.66393059478	0.69423634677	0.681495417226	0.652813342283	0.702215949542	0.611965814648	0.733435376521	0.629721980459	0.703121228516	0.724232510874	0.70387647265	0.715248805754	0.670474985291	0.758695164856	0.728269275205	0.75862070849	0.698235226129
CS.126	0.526303007971	0.538408620813	0.53101001999	0.62123519222	0.501016001939	0.576580410319	0.55428340257	0.589857323688	0.567923830373	0.586985625194	0.604022038325	0.552947392621	0.574418924756	0.577610978374	0.595129125479	0.525766294368	0.601871581483	0.595718548627	0.622936176741	0.612669861115	0.620272079224	0.53687090538	0.657367304979	0.460709891499	0.456080181187	0.645044549224	0.580966101017	0.530055444907	0.558414879062	0.571679640353	0.695612850944	0.494174155348	0.612111975816	0.496087078046	0.518560978016	0.713095141561	0.55645259045	0.650770726708	0	0.58981461193	0.57262501379	0.596199889422	0.458232284469	0.662741357554	0.553441590319	0.594184299798	0.590256859298	0.560786466984	0.66651615454	0.53228749643	0.519239036614	0.47176658191	0.660727288477	0.679279627982	0.51850057953	0.520021364912	0.543577613157	0.527383212978	0.56491629721	0.554247800749	0.482320446236	0.477196444766	0.481737418071	0.504001074381	0.544349034911	0.494900702891	0.488532540099	0.502594803182	0.463295700811	0.635147739081	0.501689806046	0.575998154076	0.565278746618	0.632867021886	0.51926381064	0.514018059889	0.533502105925	0.543586990576	0.501654370382	0.587748137574	0.488849028109	0.467074838112	0.48644020765	0.530756803306	0.537143081562	0.6349518106	0.5382275023	0.541381271047	0.497677439109	0.561076596796	0.640630256903	0.615190787875	0.580134864072	0.607719398354	0.624035865601	0.594501792626	0.543559822921	0.551469531556	0.559699088986	0.552050696708	0.570833244366	0.480954954756	0.575365034883	0.51169015511	0.676424227253	0.726782088089	0.716347257842	0.633177856427	0.543328295999	0.59762934111	0.651568243604	0.646895017306	0.47236106826	0.695416959321	0.604324676052	0.567688684961	0.56484781846	0.512564725431	0.615886697678	0.542229347467	0.505710698232	0.591385691215	0.560276583102	0.609283521587	0.570490603616	0.680258606378	0.564286565927	0.60335952873	0.429396577442	0.536617707392	0.583140845341	0.731034888173	0.499813478737	0.613218184447	0.584557029029	0.673851172643	0.556825053337	0.538313315108	0.560792903505	0.445022937173	0.589224053919	0.556424365574	0.515626644049	0.596498929366	0.551704065838	0.650369835198	0.533472640129	0.585985892422	0.485245070097	0.538269243182	0.497998883193	0.528391171788	0.524513726527	0.500815008865	0.504417974845	0.495308838313	0.491136714605	0.497566094858	0.502327013271	0.494565530605	0.580515290104	0.563593872479	0.483904215352	0.459577333462	0.570927809947	0.509144878701	0.532452418289	0.552943480427
CS.282	0.706105937859	0.659407357316	0.594314322536	0.689055024178	0.655647334921	0.639777386895	0.713393169076	0.697221577942	0.680431249574	0.649316419356	0.709110439488	0.644474272758	0.54621365826	0.702566775255	0.6902974964	0.578397422176	0.702628405563	0.69464345578	0.610038841454	0.562091893031	0.592580383477	0.517091543636	0.689223181195	0.594249645097	0.587784566369	0.643977820596	0.696018188445	0.647484663193	0.567140144104	0.501712916693	0.630821767852	0.628589054668	0.550817982949	0.557665046343	0.632317360419	0.621174658827	0.576911081107	0.594194008325	0.58981461193	0	0.571965792018	0.619172616312	0.638486202017	0.648580839035	0.519002151678	0.542786184878	0.59432252775	0.623947337214	0.616242354413	0.524299280625	0.634257580558	0.536379851773	0.55149993204	0.593833055882	0.587984595732	0.514641308279	0.523762015913	0.555229118132	0.531858564394	0.531011030339	0.667676575389	0.635450908609	0.624987092684	0.664661394626	0.629750689972	0.684973015756	0.634960526698	0.643448807136	0.640861455445	0.630977543433	0.676091634775	0.587510659439	0.626072415992	0.713083937265	0.648181009346	0.663751751083	0.670901655589	0.67675950648	0.648665994503	0.670078019541	0.677367716917	0.654629054136	0.593651677225	0.704535627895	0.695821005917	0.722310391537	0.689586643561	0.716899549047	0.628614800221	0.711572622826	0.668354664946	0.573929006044	0.641279994235	0.612554061255	0.712032124175	0.672186963613	0.649635314488	0.67583855954	0.709418809854	0.65570333583	0.654156436549	0.663703871175	0.670059421554	0.626927644945	0.716795282139	0.709964413153	0.617398399483	0.58549711848	0.668802450201	0.584895183541	0.623329454208	0.604265627051	0.554805440657	0.580863027014	0.596855454461	0.618390719376	0.57749390911	0.62757651043	0.63985208919	0.541469347354	0.650991959602	0.560362887215	0.443730217451	0.606385493289	0.495633828635	0.579959932729	0.612756478426	0.504767368351	0.621731221584	0.498626489992	0.64833750998	0.64548075673	0.561097830486	0.587402726693	0.593900450856	0.642595171729	0.560833385565	0.521720031764	0.536506763429	0.583254806946	0.601867235635	0.51836550048	0.537766360658	0.605864058451	0.66733922471	0.660732081784	0.698982421727	0.546912200467	0.6745029621	0.664764188388	0.684721397444	0.659324965824	0.66883205128	0.649929099991	0.60374488639	0.662307415887	0.599138523088	0.682695512526	0.618494833656	0.634728331064	0.700809553911	0.670315075129	0.652437603456	0.653175014114	0.725741216468	0.679102251474	0.688527179229	0.686146790911
CS.136	0.676522108846	0.593889143253	0.583047526976	0.628486586621	0.60652465219	0.560109589017	0.632040770438	0.591113103636	0.647370139801	0.601637426861	0.635921181515	0.603243593865	0.548223909469	0.656820731655	0.567376407168	0.571288610454	0.618977337124	0.630958380693	0.536500245289	0.574559366502	0.563441458125	0.526198479504	0.606402625761	0.559042890291	0.567508348479	0.577355833479	0.61266252069	0.566726926467	0.525403283988	0.560493054527	0.58708327939	0.625762623595	0.573437206374	0.557311963128	0.507194667933	0.689980687344	0.501729828511	0.630298473582	0.57262501379	0.571965792018	0	0.521955719768	0.628661421361	0.626516132753	0.555571850293	0.584969019676	0.623138958101	0.585640880141	0.6600464945	0.569933587274	0.597028158913	0.545912854191	0.612961871298	0.59681921216	0.580313141888	0.546325581568	0.560250558267	0.564050367011	0.572940959002	0.552410901412	0.622525443938	0.603091400354	0.596842751445	0.598659622147	0.593350058041	0.641238100397	0.60618798591	0.60156140631	0.611332932756	0.648638359816	0.633395322809	0.591470564422	0.596032970972	0.627437757342	0.607067542037	0.631140597486	0.633643525253	0.634098133773	0.623538981036	0.587222730322	0.655722287172	0.613927526377	0.589947696256	0.661749538147	0.653691197402	0.653920477836	0.662964138155	0.675717055054	0.617317354609	0.687600231817	0.663624897769	0.521341002975	0.617508006549	0.552692623271	0.662766056719	0.59537892913	0.570763700771	0.548744127779	0.657476488346	0.554307492627	0.567237858169	0.607632868862	0.596155055685	0.600626040197	0.653466017512	0.598369166904	0.624964287366	0.587618665632	0.587031032209	0.588441415862	0.607258823807	0.551270382295	0.539183918998	0.670080247678	0.594199930161	0.609513672581	0.559865504183	0.573767880192	0.53206855853	0.571931759583	0.622672532184	0.576694640801	0.538739572018	0.491538272483	0.590549458364	0.578307623964	0.5245003337	0.579163358197	0.566950364357	0.537717782775	0.63522076944	0.685345321599	0.549760057745	0.479463896812	0.606997584566	0.636080106271	0.575824701674	0.566630269217	0.543567752205	0.569221803178	0.620695945012	0.567639609512	0.566880008733	0.589209244262	0.60961338009	0.662219063443	0.652144960285	0.608459710618	0.621150988828	0.628779967913	0.642960925131	0.617517460764	0.615591315968	0.617721549504	0.606699391963	0.628867813785	0.597726893226	0.630634935643	0.638813943981	0.606519449858	0.679238434093	0.668564657823	0.634689913165	0.609474144617	0.665175484608	0.657972974293	0.658514815083	0.642505302596
CS.041	0.706629850308	0.606276820194	0.631179978609	0.622548580848	0.648220091819	0.585756591755	0.642084985517	0.64321252036	0.669456719364	0.61207063463	0.621293085833	0.637035745726	0.568762011586	0.688949008475	0.589116664715	0.580110841162	0.634658206279	0.644002357503	0.574128773898	0.617711158541	0.579121073558	0.582986838482	0.603085430092	0.609045754332	0.61565896097	0.579824048455	0.624143923554	0.59361934676	0.569167592642	0.611365080852	0.608768780582	0.640044360063	0.620893417434	0.603553875829	0.581881457388	0.706364224622	0.561872597642	0.648992369575	0.596199889422	0.619172616312	0.521955719768	0	0.645338186319	0.638220654991	0.599226164422	0.611348030752	0.66179328362	0.613745431038	0.677588102435	0.591023174039	0.615849662194	0.601314267677	0.628044505139	0.605841429958	0.603044691221	0.608752806452	0.610253955472	0.603293235785	0.618684957859	0.603990596792	0.64087588504	0.627560843759	0.622937504305	0.621045187102	0.629455945507	0.681550521388	0.631246416293	0.612884164536	0.638419033049	0.627163930806	0.666378104285	0.6356219955	0.58461539311	0.639070345643	0.619030731047	0.656923171807	0.670930811052	0.665618161108	0.641285742046	0.631462079251	0.688720612816	0.655409231843	0.627717209893	0.692575767885	0.690187024388	0.686983959113	0.701816992981	0.722289687309	0.654665037789	0.715088646962	0.672741354252	0.562754570555	0.649599859789	0.57455849971	0.66266264534	0.616999088479	0.61775155275	0.593123932038	0.67480094951	0.618838871234	0.598428396377	0.63741111212	0.642824442452	0.637106535563	0.663473409257	0.614625591151	0.670431324698	0.615530826895	0.623056024561	0.635465195265	0.623766645324	0.581114289451	0.597124220458	0.678836244842	0.631516827299	0.636604914865	0.600840488243	0.605888936804	0.572119608545	0.58897365736	0.649466346531	0.604448835678	0.607394388372	0.570525047478	0.633129679963	0.609034790506	0.519354458071	0.616793695597	0.616110214667	0.585399340128	0.651187026157	0.698180342819	0.609000337228	0.522271536782	0.645553880494	0.672798571039	0.583966888651	0.6077738079	0.578749034065	0.616708215117	0.613356499374	0.617618533822	0.621288844374	0.584933261826	0.631431634839	0.632310207852	0.692707680854	0.627620636318	0.646518130396	0.657365024192	0.681564772195	0.627237881936	0.630461820086	0.645576235397	0.650166468377	0.650405818827	0.637743221315	0.67321024191	0.621965249892	0.654480825287	0.687582988523	0.685407479275	0.659847567304	0.637714140452	0.700621919729	0.692639838279	0.706540521465	0.661510652036
