g__Methanobrevibacter	k__Bacteria	g__Actinomyces	g__Bifidobacterium	g__Corynebacterium	g__Olsenella	f__Coriobacteriaceae	g__Collinsella	g__Senegalimassilia	f__Eggerthellaceae	g__Eggerthella	g__Enterorhabdus	g__Gordonibacter	g__Slackia	o__Thermoleophilales	f__Bacteroidaceae	g__Bacteroides	f__Barnesiellaceae	g__Barnesiella	f__Muribaculaceae	g__Butyricimonas	g__Odoribacter	f__Prevotellaceae	g__Massiliprevotella	g__Paraprevotella	g__Prevotella	g__Prevotellamassilia	f__Rikenellaceae	g__Alistipes	f__Tannerellaceae	g__Parabacteroides	f__Sphingobacteriaceae	g__Elusimicrobium	p__Firmicutes	f__Thermoactinomycetaceae	g__Granulicatella	g__Enterococcus	g__Lactobacillus	g__Weissella	g__Lactococcus	g__Streptococcus	o__Clostridiales	g__Colidextribacter	g__Flavonifractor	g__Flintibacter	g__Howardella	g__Intestinimonas	g__Pseudoflavonifractor	f__Christensenellaceae	f__Clostridiaceae	g__Butyricicoccus	g__Clostridium	g__Hungatella	f__Clostridiales.Family.XIII..Incertae.Sedis	g__Ihubacter	g__Mogibacterium	f__Defluviitaleaceae	f__Eubacteriaceae	g__Eubacterium	f__Gracilibacteraceae	f__Lachnospiraceae	g__Anaerosporobacter	g__Anaerostipes	g__Blautia	g__Butyrivibrio	g__Coprococcus	g__Cuneatibacter	g__Dorea	g__Eisenbergiella	g__Faecalicatena	g__Fusicatenibacter	g__Hespellia	g__Lachnobacterium	g__Lachnoclostridium	g__Lachnospira	g__Muricomes	g__Parasporobacterium	g__Pseudobutyrivibrio	g__Robinsoniella	g__Roseburia	g__Tyzzerella	f__Oscillospiraceae	g__Oscillibacter	f__Peptococcaceae	f__Peptostreptococcaceae	g__Intestinibacter	g__Paeniclostridium	g__Romboutsia	g__Terrisporobacter	f__Ruminococcaceae	g__Acutalibacter	g__Caproiciproducens	g__Drancourtella	g__Faecalibacterium	g__Gemmiger	g__Negativibacillus	g__Ruminiclostridium	g__Ruminococcus	g__Sporobacter	g__Subdoligranulum	f__Erysipelotrichaceae	g__Catenibacterium	g__Coprobacillus	g__Erysipelatoclostridium	g__Holdemanella	g__Holdemania	g__Longibaculum	g__Turicibacter	g__Phascolarctobacterium	g__Megamonas	g__Mitsuokella	g__Propionispira	g__Allisonella	g__Dialister	g__Megasphaera	g__Veillonella	g__Fusobacterium	o__Victivallales	f__Victivallaceae	g__Victivallis	f__Kiloniellaceae	g__Oxalobacter	g__Duodenibacillus	g__Parasutterella	g__Sutterella	f__Desulfovibrionaceae	g__Desulfovibrio	f__Succinivibrionaceae	g__Succinivibrio	o__Enterobacterales	f__Enterobacteriaceae	g__Haemophilus	f__Spiroplasmataceae	g__Akkermansia
T.CS.056	0	0.0177255526787493	0.000597490539733121	0.000746863174666401	0	9.95817566221868e-05	0.000946026687910775	0.00985859390559649	0.00273849830711014	4.97908783110934e-05	0.000995817566221868	0.00204142601075483	0	0	0	0	0.00931089424417447	0	0.000746863174666401	0	0.000248954391555467	9.95817566221868e-05	0.00204142601075483	0	0.000796654052977495	0.327723561043617	0.0197669786895041	0.000199163513244374	0.000348536148177654	0	0.00109539932284406	0	4.97908783110934e-05	0	0.00219079864568811	0.000448117904799841	0	0.00458076080462059	0	0.000199163513244374	0.0146385182234615	0.0119498107946624	0	0	0.000547699661422028	0	0.000547699661422028	0	0	0.000199163513244374	0.00652260505875324	0.0651762597092213	0.0115514837681737	0.00164309898426608	0.00119498107946624	0.00333598884684326	0.000497908783110934	0.000448117904799841	0.0370444134634535	9.95817566221868e-05	0.0121489743079068	0.00014937263493328	0.00368452499502091	0.0754331806413065	0	0.0785700059749054	4.97908783110934e-05	0.0125473013343955	0	9.95817566221868e-05	0.0014937263493328	0.000248954391555467	0	0.00941047600079665	0.000497908783110934	0.000697072296355308	0.000946026687910775	0	0.000348536148177654	0.0238000398327026	0.00164309898426608	0.00109539932284406	0.00164309898426608	0	9.95817566221868e-05	0	0	0.0567616012746465	0	0.011202947619996	0.000597490539733121	0.00014937263493328	0.000199163513244374	0.0673172674765983	0.00547699661422027	0	0.000896235809599681	0.0264389563831906	0.00234017128062139	0.000896235809599681	0.00288787094204342	4.97908783110934e-05	0	0.0022405895239992	0.000398327026488747	0	0	0	0.0202150965943039	0.00014937263493328	0	0.00368452499502091	0.00014937263493328	0	0	0.000597490539733121	0.000597490539733121	0	0	0.00029874526986656	0	0	0.000398327026488747	0.000398327026488747	0.00492929695279825	4.97908783110934e-05	0.000746863174666401	0	0.000248954391555467	0	0.000398327026488747	0.00104560844453296	0	0
T.CS.048	0	0.000253408342202625	0.00030409001064315	0.00316760427753282	2.53408342202625e-05	0	0	0.0408240839288429	0.000354771679083675	0.00139374588211444	0	0.00625918605240485	0	0.000582839187066038	0	0.00293953676955045	0.0931782474279053	0	0	0.0215397090872232	0.0002027266737621	0.000937610866149714	0.0164208605747301	0	0	0.118138969134864	0.000481475850184988	0	0.0182707414728093	0	0.017763924788404	2.53408342202625e-05	0	0.000228067507982363	0.00136840504789418	7.60225026607876e-05	0.000380112513303938	0.00169783589275759	2.53408342202625e-05	0	0.00258476509046678	0.0223759566164918	0	2.53408342202625e-05	0.000988292534590239	0	0.00286351426688967	0.000278749176422888	0	0.014672343013532	0.000760225026607876	0.00233135674826415	0.0547615427499873	0.00154579088743601	0.00783031777406112	2.53408342202625e-05	0	0.000988292534590239	0.0496426942374943	0.000481475850184988	0.00397851097258122	5.06816684405251e-05	0.00486544017029041	0.0301809335563327	0	0.045562819928032	0.0002027266737621	0.00846383862956769	0	7.60225026607876e-05	0.00359839845927728	0.00494146267295119	0.00030409001064315	0.00402919264102174	0.000126704171101313	0	0	0.00177385839541838	0.00157113172165628	0.0146216613450915	0.000962951700369976	0.00993360701434291	0.035325122903046	7.60225026607876e-05	2.53408342202625e-05	0.0204753940499721	0	0.00876792864021084	0.00770361360295981	0.0223759566164918	0.00876792864021084	0.0002027266737621	0	0.0996401601540723	0.0016218133900968	0.0016218133900968	0.0016218133900968	0.00605645937864274	0.0301049110536719	0.00169783589275759	0.00197658506918048	0.0094014494957174	0	5.06816684405251e-05	0.0207794840606153	0	2.53408342202625e-05	0.00337033095129492	0.0250114033753991	0	0	0	0.000329430844863413	2.53408342202625e-05	2.53408342202625e-05	0.000253408342202625	0.00010136333688105	0	0	5.06816684405251e-05	0	0	0.00187522173229943	0	0.00516953018093356	0.000278749176422888	0.00362373929349754	0	2.53408342202625e-05	0.000253408342202625	0.0174091531093204	0.00157113172165628	0.000608180021286301	0
T.CS.134	0.00177835394229491	3.32402606036431e-05	0.000116340912112751	0.00927403270841643	0.000764525993883792	0.000797766254487435	0.000448743518149182	0.0155232017019013	0.00199441563621859	0.000265922084829145	0	0	1.66201303018216e-05	0.00021606169392368	0	0.00447081505119	0.0114845100385587	0	6.64805212072863e-05	0.00405531179364446	0.00021606169392368	0.00132961042414573	0.00624916899348491	0	0.000947347427203829	0.28503523467624	0.0548464299960112	0	0.00239329876346231	0	0.00224371759074591	0	0.0839150378938971	6.64805212072863e-05	0.00177835394229491	8.31006515091078e-05	0.000465363648451004	0.012298896423348	0.000149581172716394	0.000199441563621859	0.00540154234809201	0.014808536098923	0.000648185081771041	0	0.00118002925142933	4.98603909054647e-05	0.000332402606036431	0.000149581172716394	0	0.000731285733280149	0.00402207153304082	0.0020775162877277	0.00337388645126978	0.000814386384789257	0.000481983778752825	0	4.98603909054647e-05	0.00104706820901476	0.0174511368169126	9.97207818109294e-05	0.0338884456854142	0.000299162345432788	0.000398883127243718	0.0196782342773567	0	0.0221213934317245	3.32402606036431e-05	0.00899149049328547	0	0.000199441563621859	0.0010803084696184	0.000182821433320037	0.000116340912112751	0.00676439303284138	0.0019279351150113	0.000382262996941896	0	0	0	0.0367803483579311	0.000880866905996543	0.00259274032708416	0.0087089482781545	0.00053184416965829	1.66201303018216e-05	0.000265922084829145	0	0.000897487036298365	1.66201303018216e-05	0.00877542879936179	8.31006515091078e-05	1.66201303018216e-05	0	0.0550791118202367	0.00390573062092807	0.000448743518149182	0.000116340912112751	0.0239828480255285	0.00659819172982316	0.0020775162877277	0.00144595133625848	0.0100385587023002	0	3.32402606036431e-05	0.00629902938439037	0.000116340912112751	1.66201303018216e-05	9.97207818109294e-05	0.0491291051721846	0	0	0	0	8.31006515091078e-05	0.00540154234809201	0.00197779550591677	0.000265922084829145	1.66201303018216e-05	0.0057007046935248	0.00294176306342242	0	0.000182821433320037	0.00244315915436777	4.98603909054647e-05	0.0139941497141338	0.00262598058768781	0.000581704560563755	0.000249301954527324	0.0752227097460444	0.00307472410583699	0.00601648716925941	0.00204427602712405	0	0
T.CS.178	0.0265094202748357	0.00889174456442888	6.2180031919083e-05	0.0641490662631874	2.0726677306361e-05	0.00934773146516882	8.29067092254441e-05	0.0379919995025597	0.00806267747217444	0.00445623562086762	0	0.00236284121292516	0	0.00360644185130682	0.0332041370447903	0.00661181006072916	0.0107985988766141	2.0726677306361e-05	0.0012228739610753	0.0220117312993554	0.000746160383028997	0.0023421145356188	0.0206023172425229	0	6.2180031919083e-05	0.0553195017306776	0.0108607789085332	0.0135345202810537	0.000725433705722636	0	0.00304682156403507	0.00176176757104069	0.0170580554231351	0.0104047920077932	0.0078139573444981	2.0726677306361e-05	0	0.000145086741144527	4.1453354612722e-05	0	0.000227993450369971	0.0220739113312745	0.00215557443986155	4.1453354612722e-05	0.0162289883308807	0.000352353514208137	0.000642526996497192	0.00041453354612722	0.000870520446867163	0.0121251062242212	0.00192758098949157	0.00140941405683255	0.00420751549319129	0.00192758098949157	0.00172031421642796	0	0.000435260223433581	0.0202706904056211	0.012746906543412	0.000559620287271747	0.0270690405621075	0.000248720127676332	0.000746160383028997	0.0194208966360603	0	0.00358571517400046	0	0.012974899993782	2.0726677306361e-05	8.29067092254441e-05	0.000891247124173524	0.000704707028416275	2.0726677306361e-05	0.0062180031919083	8.29067092254441e-05	0.000746160383028997	0.000165813418450888	0	8.29067092254441e-05	0.00802122411756171	0.000974153833398968	0.00918191804671793	0.032665243434825	0	2.0726677306361e-05	0.00188612763487885	0	0.0060107364188447	0.00147159408875163	0.0332041370447903	0.00060107364188447	0.000331626836901776	0	0.0984102638506021	0.0115447592596431	0.000103633386531805	0.00080834041494808	0.0360436918357618	0.0060107364188447	0.000829067092254441	0.00727506373453272	0.00339917507824321	0	0	0.0153170145294008	0	0	0.00308827491864779	6.2180031919083e-05	0	0	0	6.2180031919083e-05	0.0328725102078886	2.0726677306361e-05	0	0.000145086741144527	0.00663253673803553	0.0117520260327067	0.00408315542935312	0.0647294132277655	0.00113996725184986	0.0113996725184986	0	0.00507803594005845	0.000683980351109914	0.00727506373453272	0	0.000393806868820859	0.000497440255352664	0.00124360063838166	0.000290173482289054	0.00140941405683255	4.1453354612722e-05
T.CS.110	0	0.0050993117712085	0.000142638091502336	0.000213957137253504	0	0.000570552366009343	0.00470705701957708	0.0481760154049139	0.0117319830260671	0.00285276183004671	0	0.0139428734443533	0	0.00235352850978854	3.56595228755839e-05	0.00320935705880255	0.0665763292087152	0.00752415932674821	0.000106978568626752	0.00231786898691296	0.000213957137253504	0.000142638091502336	0.00713190457511678	0.00431480226794565	0	0.0707841529080341	0.00755981884962379	0	0.000962807117640766	0	0.00167599757515244	0.00977070926791	0.00770245694112613	3.56595228755839e-05	0.00702492600649003	0	0.00295974039867347	0.000534892843133759	3.56595228755839e-05	0.00017829761437792	0.00438612131369682	0.0317726348821453	0.00552722604571551	0	0.00253182612416646	0.000499233320258175	0.00146204043789894	0.000356595228755839	0	0.00335199515030489	0.00303105944442463	0.000392254751631423	0.00128374282352102	0.00114110473201869	0.00349463324180722	0	0.000106978568626752	0.000927147594765182	0.033341653888671	0.000285276183004671	0.022108904182862	0.000142638091502336	0.00228220946403737	0.116677958848911	0.0183646542809257	0.013800235352851	7.13190457511679e-05	0.0079877331241308	0	0.000106978568626752	0.00231786898691296	0.000213957137253504	0.000463573797382591	0.00581250222872018	0.000106978568626752	0.000570552366009343	0.000356595228755839	0	0	0.0413650465356774	0.00121242377776985	0.00217523089541062	0.0172948685946582	0.000427914274507007	0	0.00135506186927219	0	0.000285276183004671	0.000748849980387262	0.0274934921370752	0.000249616660129087	0.000213957137253504	0	0.0768819313197589	0.00927147594765182	0.00017829761437792	0.000570552366009343	0.0338765467318047	0.00873658310451806	0.00181863566665478	0.00905751881039832	0.000927147594765182	0	0.0099846664051635	0.0174731662090361	0	3.56595228755839e-05	7.13190457511679e-05	0.0126234710979567	0	3.56595228755839e-05	0	0	0.00410084513069215	0	0.000499233320258175	0	0	0	0.000142638091502336	0	0	0.00427914274507007	0	0.00360161181043398	7.13190457511679e-05	0.00206825232678387	0.0138358948757266	0.0278144278429555	0.00117676425489427	0.0326284634311593	0.00099846664051635	0.00099846664051635	7.13190457511679e-05
T.CS.120	0	0.00653559900765599	0.000266759143169632	0.0144049937311601	5.33518286339264e-05	0.00248086003147758	0	0.0150185397604503	0.010136847440446	0.00120041614426334	0	0.000346786886120522	0	0.00453490543388375	0.007976098380772	8.00277429508896e-05	0.0233681009416598	2.66759143169632e-05	0.000453490543388375	0	0.000640221943607117	0.00157387894470083	0.0236081841705124	0	0.00168058260196868	0.235761730733321	0	0	0.000906981086776749	0	0.00298770240349988	2.66759143169632e-05	0	0	0.0018139621735535	0.000133379571584816	2.66759143169632e-05	0.00586870114973191	0	0	0.00104036065836157	0.00971003281137461	0.000586870114973191	0	0.00256088777442847	0	0.000613546029290154	0.000133379571584816	0	0.00309440606076773	0.00216074905967402	0.0176327793635127	0.00424147037639715	0.000240083228852669	0.00160055485901779	0.000373462800437485	0.000373462800437485	0.000106703657267853	0.0351055032411236	0.000240083228852669	0.0229146103982714	0.000266759143169632	0.000213407314535706	0.0208338890815483	0.0344119294688825	0.031904393523088	2.66759143169632e-05	0.00613546029290154	2.66759143169632e-05	8.00277429508896e-05	0.00317443380371862	0.000320110971803559	0	0.00650892309333902	0.00248086003147758	5.33518286339264e-05	0.000213407314535706	2.66759143169632e-05	0	0.0227545549123696	0.000426814629071411	0.00184063808787046	0.00866967215301304	0	0.000106703657267853	0.00640221943607117	5.33518286339264e-05	0.0241417024568517	0.00256088777442847	0.0267292661455971	0.00125376797289727	0.000106703657267853	0	0.120441753141089	0.00496172006295516	0.000160055485901779	0.000106703657267853	0.0595939925840958	0.0020273694880892	0.00320110971803559	0.000426814629071411	0.00557526609224531	0	5.33518286339264e-05	0.0134713367300664	2.66759143169632e-05	0	0.0112305599274415	8.00277429508896e-05	5.33518286339264e-05	0	2.66759143169632e-05	5.33518286339264e-05	0.0444687491663777	0	0.000506842372022301	0.00285432283191506	0	2.66759143169632e-05	0	2.66759143169632e-05	0	0.0186731400218743	2.66759143169632e-05	2.66759143169632e-05	8.00277429508896e-05	0.000373462800437485	0	5.33518286339264e-05	0.0336916797823245	0.00688238589377651	0.000266759143169632	0.00224077680262491	0
T.CS.116	6.66148551126901e-05	0.0395914288886422	0.00997002331519929	0.0694126790274231	0.00219829021871877	0.00344176751415566	8.88198068169202e-05	0.0786055290329744	0.0214055734428778	8.88198068169202e-05	0	0	0.00142111690907072	0.000355279227267681	0.114266681469968	6.66148551126901e-05	0.0123903630509604	0	6.66148551126901e-05	0.000377484178971911	0	0.000754968357943821	0.00170978128122571	0	2.220495170423e-05	0.0868213611635395	0.000621738647718441	0	0.00275341401132453	0	0.0011102475852115	2.220495170423e-05	4.44099034084601e-05	0.00679471522149439	0.00426335072721217	0	0.00139891195736649	0.00524036860219829	0.000488508937493061	4.44099034084601e-05	0.0062840013322971	0.0384589763517264	0	0	0.00783834795159321	0	0.00115465748861996	6.66148551126901e-05	0	0.000421894082380371	0.0125013878094815	0.010525147107805	0.00344176751415566	0.000466303985788831	0.00746086377262129	0	0	0.00679471522149439	0.0444099034084601	0	0.0544021316753636	0.00115465748861996	0.00464083490618408	0.0185189297213279	0	0.00912623515043855	0.00226490507383146	0.0123237481958477	0	0	0.010902631286777	0.00122127234373265	0	0.0132119462640169	0.00306428333518375	0	0.000288664372154991	0	2.220495170423e-05	0.0128566670367492	0.00766070833795936	0.000310869323859221	0.0113467303208616	0	0	0.00286443876984568	4.44099034084601e-05	0.0017763961363384	4.44099034084601e-05	0.0141001443321861	2.220495170423e-05	2.220495170423e-05	0	0.0488508937493061	0.000599533696014211	0.00011102475852115	0.00011102475852115	0.0195847674031309	0.00597313200843788	0.00233151992894415	0.00346397246585989	0.00424114577550794	0	2.220495170423e-05	0.0385033862551349	0	0	0.00024425446874653	0.0117242144998335	8.88198068169202e-05	0	8.88198068169202e-05	0.000532918840901521	0.0129454868435661	0	0.000599533696014211	0	0	0	4.44099034084601e-05	2.220495170423e-05	6.66148551126901e-05	0.000399689130676141	0	0.00792716775841013	0.00013322971022538	0	0	0.00017763961363384	0.0019984456533807	0.0132119462640169	0.00019984456533807	0.00128788719884534	4.44099034084601e-05
T.CS.107	0.0116639010994343	0.00154289540333615	0.000174667404151262	0.0240264718154736	0	0.005812543060367	0.000640447148554627	0.0772612151029082	0.00623950782607008	0.00201837889241458	0	0.00290141965784596	0	0.00140704297788517	0	0	0.00785032944213172	0	0.000320223574277314	0	0.000106741191425771	0.000116444936100841	0.0131679815240701	0	9.70374467507011e-06	0.253452107168156	0.0466264931637119	0	0.00175637778618769	0	0.000756892084655469	0	9.70374467507011e-06	0.0010383006802325	0.00222215753059106	0	9.70374467507011e-06	0.0166516258624203	0	0	0.000417261021028015	0.0107808603340029	0.000659854637904768	0	0.000543409701803926	0.000194074893501402	0.000426964765703085	6.79262127254908e-05	0	0.000688965871929978	0.00154289540333615	0.00550202323076475	0.00228037999864148	0.000397853531677875	0.000824818297380959	0	0.00199897140306444	0.00087333702075631	0.0120229396524119	4.85187233753505e-05	0.0761549882099502	0.000126148680775911	0.000475483489078435	0.0137599099492494	0	0.00960670722831941	0	0.00857811029276198	1.94074893501402e-05	4.85187233753505e-05	0.000359038552977594	0.000203778638176472	0	0.00287230842382075	3.88149787002804e-05	0.000184371148826332	0	0	0	0.0085392953140617	0.000155259914801122	0.000786003318680679	0.00447342629520732	0.000116444936100841	0.000262001106226893	0.0151766566718097	0.000106741191425771	0.0211347559023027	0.00419201769963029	0.0122558295246135	0.000203778638176472	0.000232889872201683	0	0.0827826458230231	0.00866544399483761	4.85187233753505e-05	0.000203778638176472	0.0320999873851319	0.0043181663804062	0.00163993285008685	0.0051623921671373	0.0262001106226893	0	8.7333702075631e-05	0.0294993838122131	0	2.91112340252103e-05	0.000388149787002804	0	0	9.70374467507011e-06	0	0	0.0477909425247203	0	9.70374467507011e-06	0	0	8.7333702075631e-05	8.7333702075631e-05	9.70374467507011e-06	7.76299574005609e-05	0.0133329451835463	1.94074893501402e-05	0.00570580186894122	0.000232889872201683	0.00122267182905883	0.000310519829602243	0.0310325754708742	0.000213482382851542	0.00267823353031935	0.000271704850901963	0.000417261021028015	2.91112340252103e-05
T.CS.122	0.0110520341716948	0.000881175697472967	0.000298703626262023	0.01993846705299	5.97407252524046e-05	0.00112013859848259	0.000119481450504809	0.0704940557978374	0.00109026823585638	0.000328573988888225	0	0.000328573988888225	0	0	0	1.49351813131011e-05	0.0361282035963917	0	0.000209092538383416	0.00507796164645439	0.000866240516159866	0.0039727582292849	0.048584144811518	1.49351813131011e-05	0.000851305334846765	0.197039847063743	5.97407252524046e-05	0.00318119361969054	0.000687018340402653	1.49351813131011e-05	0.00312145289443814	0	0.0323794730868033	0.000179222175757214	0.00122468486767429	7.46759065655057e-05	1.49351813131011e-05	0.00870721070553796	1.49351813131011e-05	0	0.000403249895453731	0.0145468665989605	0.00013441663181791	1.49351813131011e-05	0.000552601708584742	0	0.00207599020252106	0.000149351813131011	2.98703626262023e-05	0.00100065714797778	0.00231495310353068	0.00361431387777048	0.00350976760857877	0.000836370153533664	0.00101559232929088	1.49351813131011e-05	0.00079156460959436	0.00183702730151144	0.0151741442141108	0.000179222175757214	0.0310651771312504	0.000149351813131011	0.000298703626262023	0.0136358205388613	4.48055439393034e-05	0.0268534560009559	0	0.00961825676563714	0	5.97407252524046e-05	0.00504809128382819	0.00013441663181791	7.46759065655057e-05	0.00458510066312205	0.00052273134595854	0.000403249895453731	0	5.97407252524046e-05	1.49351813131011e-05	0.0114552840671486	0.000477925802019237	0.00313638807575124	0.00621303542625007	1.49351813131011e-05	0.000253898082322719	0.00482406356413167	1.49351813131011e-05	0.0103799510126053	0.000149351813131011	0.00597407252524046	0.000164286994444113	8.96110878786069e-05	0	0.0939572256407193	0.00380847123484079	0.00116494414242189	0.000328573988888225	0.0216261425413705	0.00192663838939005	0.000179222175757214	0.00104546269191708	0.0114851544297748	0	2.98703626262023e-05	0.0396529063862835	0	1.49351813131011e-05	0.000821434972220563	0.0514516996236334	0	0.000701953521715754	0	0.00117987932373499	0	0	8.96110878786069e-05	1.49351813131011e-05	0	0.000433120258079933	0.000164286994444113	4.48055439393034e-05	0.000104546269191708	0.0115000896110879	1.49351813131011e-05	0.0131280243742159	4.48055439393034e-05	0.00436107294342553	0.000672083159089551	0.0702102873528885	0.028645677758528	0.002658462273732	0.00109026823585638	0.000224027719696517	0
T.CS.118	1.53865091088134e-05	0.0190638847858198	0.000369276218611521	0.00076932545544067	6.15460364352536e-05	0	7.6932545544067e-05	0.0272495076317085	0.00556991629739045	0.00327732644017725	0.000123092072870507	0.0019540866568193	0	0	0	0.000246184145741014	0.181806991629739	0.0311269079271295	0.000969350073855244	0.0177560315115707	0.00121553421959626	0.00316962087641556	3.07730182176268e-05	0	0.00224643032988676	0.0803021910388971	3.07730182176268e-05	0	0.00913958641063515	1.53865091088134e-05	0.00544682422451994	0.0128323485967504	0	3.07730182176268e-05	0.00175406203840473	4.61595273264402e-05	0.000153865091088134	0.00767786804529788	0.000107705563761694	0	0.000969350073855244	0.0123092072870507	0	1.53865091088134e-05	0.00166174298375185	0.000338503200393895	0.000246184145741014	6.15460364352536e-05	0	9.23190546528804e-05	0.00196947316592811	0.00810869030034466	0.00230797636632201	0.000523141309699655	0.00101550960118168	0.000415435745937962	0.000646233382570162	0.000476981782373215	0.0165097242737568	0.000184638109305761	0.0332964057114722	0.000492368291482029	0.00181560807483998	0.0256800837026096	0.00578532742491384	0.0205409896602659	0.000415435745937962	0.0046005662235352	6.15460364352536e-05	0	0.00316962087641556	0.000153865091088134	0	0.0194639340226489	0.00567762186115214	0.000123092072870507	0.00132323978335795	0	0	0.0208025603151157	0.0017232890201871	0.00158481043820778	0.00475443131462334	1.53865091088134e-05	1.53865091088134e-05	0.00407742491383555	0	0.0218642294436238	7.6932545544067e-05	0.00496984244214673	0.000646233382570162	0	0	0.112259970457903	0.00830871491875923	9.23190546528804e-05	0.000677006400787789	0.0793790004923683	0.0021848842934515	0.000800098473658296	0.0249415312653865	0.0166635893648449	0	0.000215411127523387	0.0254338995568685	1.53865091088134e-05	7.6932545544067e-05	0.00136939931068439	0.0228951255539143	0	0	0	0	0.000123092072870507	0	0.000184638109305761	0.00750861644510094	0	0	0.00124630723781388	0	0.000123092072870507	0.00489290989660266	0	0.0121553421959626	0.000384662727720335	0.000446208764155588	0	0.001153988183161	0.00706240768094535	0.0115244953225012	0.00335425898572132	0.00127708025603151	0.00164635647464303
T.CS.104	0.0307240909567222	0.0040867651681861	0.000209577700932621	0.000335324321492193	0.00113171958503615	0.0044220894896783	0.000251493241119145	0.0679450906423557	0.00591009116629991	0.00152991721680813	0	0.00274546788221733	2.09577700932621e-05	0.00136225505606203	0.0110237870690559	0.00148800167662161	0.0018233259981138	0	0	0.00264067903175102	0.0006077753327046	0.0013832128261553	0.00368856753641413	6.28733102797862e-05	0	0.121303573299801	0.00561668238499424	0.00748192392329456	0.000628733102797862	0.000356282091585455	0.000565859792518076	0.0264067903175102	4.19155401865242e-05	0.00113171958503615	0.00205386146913968	0	0.00127842397568899	0.000523944252331552	0.000230535471025883	0.0250864508016347	0.00113171958503615	0.0198889238185057	0.000817353033637221	2.09577700932621e-05	0.00865555904851724	0	0.00127842397568899	0.000188619930839359	0.00190715707848685	0.00710468406161584	0.0010478885046631	0.00324845436445562	0.00632924656816515	0.00115267735512941	0.00322749659436236	0.0111495336896154	0.000293408781305669	0.0252750707324741	0.0150476789269622	0	0.0208948967829823	0.000230535471025883	0.00230535471025883	0.0134548883998743	0.0016556638373677	0.0185895420727235	2.09577700932621e-05	0.00519752698312899	4.19155401865242e-05	0.00010478885046631	0.0006077753327046	0.000775437493450697	0	0.0022634391700723	0.000880226343917007	0.000230535471025883	0.000146704390652835	0	0.0013832128261553	0.00366760976632086	0.000356282091585455	0.00234727025044535	0.0256103950539663	2.09577700932621e-05	0	0.00102693073456984	0	0.000754479723357435	0.000985015194383318	0.0195955150372	0.000985015194383318	0.00150895944671487	0	0.049104055328513	0.0103740961961647	0.000167662160746097	0.00343707429529498	0.0247511264801425	0.0038143141569737	0.00444304725977156	0.0111076181494289	0.0340982919417374	0	0	0.00880226343917007	0	0	0.000838310803730483	0.00402389185790632	4.19155401865242e-05	0.000188619930839359	0.00148800167662161	0.000209577700932621	0.032065388242691	0	0.000125746620559572	0	0	0.0149638478465891	0	0	0.000586817562611338	0.00498794928219637	0	0.000293408781305669	6.28733102797862e-05	0.00050298648223829	0.00720947291208215	0.101079325159803	0.00159279052708792	0.000754479723357435	0.000125746620559572	0.006077753327046	0
T.CS.144	0	0.0222791480641148	1.46380736295104e-05	2.92761472590207e-05	4.39142208885311e-05	0.00172729268828222	0.00159555002561663	0.0197467613262095	0.00207860645539047	0.00345458537656444	0	0.000775817902364049	4.39142208885311e-05	0.00080509404962307	1.46380736295104e-05	0.00125887433213789	0.0424650515992095	0.0149015589548415	0	0.00505013540218107	0	0.000687989460586987	0.0196296567371734	0.00444997438337115	0	0.171821708263193	0.013393837371002	0	0.00431823172070555	0	0.00600161018809925	0.0160286906243138	0	0.000644075239698456	0.00178584498280026	0	8.78284417770621e-05	0.000380589914367269	4.39142208885311e-05	2.92761472590207e-05	0.000629437166068945	0.0281929298104369	0.000117104589036083	0	0.00338139500841689	0	0.00137597892117397	0.000102466515406573	0.000775817902364049	0.00159555002561663	0.00363024226011857	0.00525506843299422	0.0039522798799678	0.00153699773109859	0.00234209178072166	0	0.000468418356144331	0.00185903535094782	0.0333601698016541	0.000131742662665593	0.0172436507355632	0.000102466515406573	0.00638220010246652	0.0152089585010613	0	0.00903169142940789	0.000190294957183635	0.00556246797921394	0	0.000292761472590207	0.00139061699480348	0.000936836712288663	0	0.00585522945180414	0.000248847251701676	5.85522945180414e-05	0.00266412940057088	0.0014198931420625	0	0.0143599502305497	0.000439142208885311	0.00260557710605284	0.0293786137744273	0.000453780282514821	0.000102466515406573	0.0106272414550245	0	0.00351313767108249	0.00370343262826612	0.0329649418136573	0.000248847251701676	0.00206396838176096	0	0.0753568030447193	0.00796311205445363	0.000790455975993559	0.00222498719168557	0.0606748151943204	0.00421576520529898	0.000878284417770621	0.00251774866427578	0.00414257483715143	0	0	0.00743614140379126	1.46380736295104e-05	0	0.00106857937495426	0.019790675547098	0	0	0	0.000307399546219717	0.0323501427212179	0	0.000322037619849228	0	0	0	0.000190294957183635	0	1.46380736295104e-05	0.0287638146819879	0	7.31903681475518e-05	1.46380736295104e-05	0.000497694503403352	0.0004245041352558	0.132181804874479	0.000644075239698456	0.000629437166068945	0.000204933030813145	0.000761179828734539	0
