CS.104	CS.059	CS.143	CS.036	CS.259	CS.021	L.008.M1	CS.296	CS.101	CS.017	CS.022	CS.314	L.036.M1	CS.093	CS.099	CS.058	CS.388	CS.334	CS.335	CS.229	CS.290	CS.381	CS.077	CS.062	CS.327	CS.230	CS.186	CS.367	CS.382	CS.155	CS.205	CS.292	CS.375	CS.126	CS.236	CS.282	CS.224	CS.125	CS.128	CS.302	CS.380	CS.136	CS.232	CS.378	CS.213	CS.254	CS.395	CS.386	CS.369	CS.177	CS.214	CS.148	CS.389	CS.359	CS.256	CS.178	CS.181	CS.182	CS.323	CS.349	T.CS.029	T.CS.056	T.CS.085	T.CS.072	T.CS.038	T.CS.052	T.CS.076	T.CS.035	TFS.024	T.CS.050	T.CS.019	T.CS.080	T.CS.016	T.CS.067	T.CS.040	T.CS.139	T.CS.126	T.CS.111	T.CS.125	T.CS.118	T.CS.160	T.CS.128	T.CS.119	T.CS.114	T.CS.092	T.CS.129	T.CS.144	T.CS.100	T.CS.167	T.CS.115	L.034.M1	CS.015	CS.085	CS.082	CS.110	CS.241	CS.087	CS.237	CS.246	CS.242	CS.006	CS.238	L.024.M1	CS.088	CS.356	CS.150	CS.188	CS.113	CS.363	CS.165	CS.336	CS.346	CS.345.0	CS.311	CS.212	CS.308.0	CS.078	CS.044	CS.191	CS.387	CS.223	CS.322	CS.163	CS.319	CS.194	CS.318	CS.343	CS.320	CS.361	CS.080	CS.339	CS.158	CS.321	CS.285	CS.112	CS.326	CS.390	CS.262	CS.253	CS.393	CS.370	CS.255	CS.145	CS.270	T.CS.064	TFS.025	T.CS.061	T.CS.066	T.CS.036	TFS.022	T.CS.045	T.CS.055	T.CS.026	T.CS.031	T.CS.049	TFS.027	TFS.020	T.CS.008	T.CS.043	T.CS.158	T.CS.109	T.CS.166	T.CS.151	T.CS.141	T.CS.095	T.CS.142	T.CS.152	T.CS.157
CS.395	0.628152761991	0.609119911478	0.635709812932	0.630366422775	0.640587610573	0.617552705526	0.649827562998	0.635115993103	0.660887044736	0.666953199544	0.627090506348	0.619846227271	0.624507443707	0.654910748377	0.663010394213	0.537553426263	0.709306813446	0.586890818051	0.665480123601	0.574884993575	0.546497904138	0.547994800745	0.630467449788	0.617848872337	0.67605422096	0.633868242198	0.652653535385	0.638616311727	0.614516544199	0.591191235904	0.638565133657	0.545637900652	0.580881595719	0.551852840886	0.640491492647	0.589911004514	0.691279776903	0.582942890373	0.538458231544	0.668443193061	0.594544013193	0.558185043407	0.570923874149	0.642763117029	0.572443672045	0.469168967491	0	0.613267384051	0.574021469073	0.556979570765	0.558217422823	0.584492383255	0.539239744297	0.645520728794	0.548958826232	0.561939581343	0.522393191527	0.493239296226	0.459154304747	0.481484235148	0.545466994987	0.672193613556	0.637657290373	0.610958951894	0.62127915868	0.606920115709	0.566835242781	0.592763267145	0.642977735933	0.626008098376	0.614908591164	0.617323334656	0.580484100489	0.632797262511	0.626907897615	0.663735283759	0.597723188205	0.65821565758	0.609147472227	0.575509853397	0.651448096038	0.582418127349	0.639200623535	0.65947790903	0.644493136373	0.631779213066	0.667120841716	0.667669525627	0.656462778156	0.651523537169	0.639193640335	0.700717804991	0.608684945513	0.608027956731	0.613871335183	0.658933797992	0.684166906891	0.587143058393	0.598564541417	0.603556101904	0.642831643993	0.64678639951	0.711818482634	0.72209360855	0.688356563904	0.563214981886	0.61090668214	0.661570476975	0.549653161414	0.691376395498	0.578067675796	0.684066038143	0.692988624578	0.627815129947	0.659172331601	0.60775249815	0.689926032195	0.634689753619	0.646786990653	0.576946322599	0.512002225836	0.553376112034	0.614585024132	0.539006652597	0.658826023758	0.555953481677	0.575457274977	0.537235813435	0.605868953348	0.593618585237	0.644444846133	0.617335405702	0.651451180268	0.654744353207	0.580761872955	0.55142258372	0.531098443486	0.578589561595	0.644548091794	0.574730713229	0.495582747062	0.520106574349	0.538535670263	0.530598628826	0.620958244843	0.643162702455	0.614896824934	0.66365957439	0.63701256944	0.627373931964	0.656161105064	0.649328288984	0.650240597961	0.630228522802	0.616498188215	0.661067521667	0.645803656992	0.654761319813	0.642419059215	0.639109799103	0.655139588394	0.614366575927	0.665797002835	0.698926569169	0.683398673359	0.709636789197	0.623600466438	0.669051868924
CS.386	0.682645818609	0.692267726204	0.680212952431	0.678998141673	0.715820424235	0.666066641105	0.616783456589	0.709236626876	0.727828324483	0.711584821749	0.652178583577	0.648238221193	0.716895847591	0.730774493255	0.727121189185	0.630077778183	0.705327925037	0.598457187165	0.620230434441	0.643699751195	0.585776348449	0.668559342469	0.689905867313	0.686182890782	0.696440368372	0.652869364565	0.705749658834	0.604901486691	0.67233511742	0.662047682883	0.61442279234	0.646100592838	0.626367339294	0.66651615454	0.677243119256	0.616242354413	0.587195940878	0.582539859757	0.648402509459	0.642888753144	0.690731148987	0.6600464945	0.683334088373	0.615123864711	0.584045002813	0.598483206934	0.613267384051	0	0.623626066649	0.513624556036	0.598623119435	0.565348699365	0.587593865991	0.598336907202	0.578650796305	0.657666545269	0.615546457028	0.625471001307	0.610990480616	0.617405340822	0.649171643349	0.679942022057	0.679467819045	0.703536930454	0.696348288153	0.650292577412	0.650472520368	0.700062808138	0.685471909868	0.653354472449	0.652637253402	0.616256503938	0.657807123181	0.684735416313	0.682740658528	0.72545564016	0.68091621537	0.681469511424	0.665480747043	0.649500635555	0.723397704898	0.667202310927	0.719653858024	0.702283375486	0.741933941663	0.719920888014	0.705442787343	0.727344194381	0.697681479338	0.718630429397	0.666225959532	0.738060734526	0.686829558388	0.719282237996	0.614277622525	0.715837000216	0.684480208398	0.620883618562	0.673327773324	0.682440547578	0.694203702849	0.680207429731	0.703819036298	0.695223265525	0.658327928519	0.589838539978	0.650547138807	0.678090608737	0.594381448434	0.675093657655	0.667259823241	0.643980328155	0.675762822238	0.686285638286	0.679053546801	0.652047180986	0.673407978558	0.664722221321	0.699352124665	0.62322498122	0.602717345716	0.606374745721	0.652283985477	0.604762268029	0.586770067515	0.604691729908	0.567309055271	0.609301683158	0.635820656898	0.636901356075	0.641546396582	0.634058998716	0.701656054403	0.61223965331	0.634627468564	0.589024764891	0.560387776971	0.580239494061	0.587154953572	0.659386247596	0.609374961235	0.594047451552	0.658435569875	0.593806806199	0.679024578074	0.654504591198	0.651766664444	0.707343559427	0.68416934252	0.714668244198	0.697638385481	0.682752401541	0.632903761322	0.661934864943	0.628879847093	0.702845109026	0.72319263122	0.681121822273	0.706129230722	0.699183229136	0.717780601851	0.679320659954	0.709498623536	0.688864268194	0.732915056744	0.700527117326	0.68373968252	0.69169554834
CS.369	0.704303854667	0.711289355814	0.684439933499	0.647724530175	0.74459764694	0.65460099371	0.666565747061	0.745557608691	0.765897504552	0.730640882304	0.638540376299	0.690361953636	0.709493831982	0.731970680842	0.744142086301	0.604036998423	0.676290586207	0.56644092493	0.611739520499	0.607953696205	0.606732423197	0.654785305184	0.691039706993	0.692343642179	0.741104515059	0.608272038016	0.721466200037	0.605751535296	0.691602137293	0.694851504934	0.626278784381	0.6088558002	0.650659132788	0.679279627982	0.643340187216	0.593833055882	0.661026182424	0.595887364137	0.638097019305	0.630097853748	0.732394708254	0.59681921216	0.656383692532	0.618795490006	0.593378764052	0.573898814778	0.574021469073	0.623626066649	0	0.607102827481	0.574256401535	0.560089743196	0.588850775236	0.590029600213	0.576477376661	0.630238051502	0.566826862797	0.595568366411	0.563594221137	0.575884106209	0.609028366337	0.684099481812	0.714757404457	0.71010962404	0.724689507472	0.628523585811	0.665039769291	0.705738348185	0.727635346894	0.675200527428	0.648928292342	0.672903297547	0.663682061884	0.717349799574	0.730993609337	0.762548354466	0.725156042012	0.76026486207	0.698327129598	0.664868454792	0.757931802277	0.686623816319	0.736006628276	0.747682949815	0.740529325302	0.7290453493	0.759232181763	0.751332955369	0.751634601571	0.766081319786	0.678289201289	0.776221584017	0.687982550193	0.700231972969	0.615978161296	0.753994072594	0.712255289447	0.58792330511	0.699408674984	0.725814949462	0.704657893614	0.704440940648	0.768793951057	0.735277836749	0.666082546049	0.624018983183	0.648901542801	0.724590928515	0.580119254373	0.674219553559	0.622979049894	0.643961900725	0.61994921792	0.695262185899	0.657448805333	0.623864991516	0.728806516339	0.717714675221	0.741714816391	0.619260166644	0.555872123114	0.552631301905	0.613779496597	0.613091992725	0.619661288706	0.578907300966	0.65229982255	0.612377859161	0.609028116138	0.641869395079	0.665536812033	0.626207418926	0.741076804526	0.569175576774	0.579149439339	0.612995178475	0.589762532084	0.619425265067	0.577576525754	0.630352041252	0.584384029472	0.613282784398	0.656371528152	0.516691492543	0.725222163461	0.721889223262	0.683566629565	0.754681043319	0.703618046909	0.74780874948	0.735312447895	0.726948126932	0.622428476551	0.717447352188	0.671075387242	0.74601462812	0.755994059843	0.724854738975	0.749679567255	0.74295016787	0.755841743175	0.738414138849	0.760384429037	0.774530357296	0.764741489328	0.767625315392	0.727728318939	0.73579254385
CS.177	0.656798362649	0.661872707331	0.638739508423	0.684114111759	0.6879333355	0.623849873602	0.601066107341	0.682351011111	0.70323142394	0.701796249829	0.635787611748	0.636605459717	0.683468579879	0.713817832874	0.708954902525	0.590578580184	0.701304241161	0.555292611505	0.622180298893	0.591106968658	0.554826873891	0.627225795074	0.654810923428	0.663936594655	0.680907140875	0.65467201628	0.694657784238	0.575858508697	0.605292442671	0.629447696951	0.580381452257	0.599351178466	0.564928476358	0.590256859298	0.679777298141	0.59432252775	0.595639021725	0.559106297063	0.572454696387	0.637443693282	0.654252412521	0.623138958101	0.644376584511	0.601026893063	0.562827136979	0.524959148271	0.556979570765	0.513624556036	0.607102827481	0	0.579131830813	0.548442519518	0.544526696574	0.591544605754	0.506403181559	0.59894560125	0.538908166086	0.56075553385	0.543129046582	0.55803559528	0.642939487257	0.673659269616	0.652539598947	0.653477442983	0.690716223138	0.635672241817	0.615390914729	0.648672949069	0.647827625285	0.651803061565	0.62941088208	0.596445590244	0.625177775075	0.646911415087	0.660914896254	0.696232183604	0.640891089322	0.652599132494	0.627165643629	0.614359579924	0.700127264746	0.653175344721	0.711073672006	0.697814151732	0.707131759277	0.686358992214	0.692711918367	0.700084270177	0.676119724596	0.698623829549	0.6589614003	0.71865193205	0.678899280616	0.689312962018	0.605129498307	0.699492061821	0.673650329334	0.604293371901	0.641227529992	0.65336497326	0.662868476298	0.644153459254	0.688275233489	0.688391248391	0.641322347666	0.594861011409	0.598371410351	0.671898797397	0.545462730077	0.63894766867	0.615387959515	0.657640060856	0.671285221123	0.64298885315	0.628218837877	0.640119538324	0.665045705301	0.653865809668	0.690899924708	0.563101097217	0.538813723194	0.511472121713	0.639854543668	0.574188444395	0.586834669443	0.553226906232	0.526856002195	0.533688770799	0.604661190074	0.616917906119	0.613938891063	0.646934570786	0.652935854986	0.630123681768	0.630620411545	0.57344039907	0.553057404656	0.541882208481	0.578778643093	0.634145907832	0.56092351759	0.536521705478	0.59831029963	0.55011875957	0.64740533283	0.618708757914	0.632676897778	0.690214456635	0.684428238091	0.67599148453	0.66002674299	0.656973713465	0.646310694586	0.653433076428	0.60529699958	0.670612141599	0.693980787372	0.641682690538	0.670562209735	0.668559392051	0.705391638248	0.645242596956	0.672583918838	0.684705601143	0.713869477581	0.683203641088	0.655477688148	0.671250060342
CS.214	0.606117758215	0.630209420931	0.628664607557	0.628077908846	0.635472988688	0.590004309718	0.64014779235	0.625953205621	0.677523127744	0.666766157525	0.619732740272	0.597346975169	0.634747537112	0.668551179526	0.670786719856	0.569727740163	0.577398790203	0.591686725529	0.643511652339	0.572920268024	0.562645089739	0.575155933791	0.598755051635	0.58796740263	0.653295761854	0.582586413629	0.667643903054	0.632735430355	0.560716577685	0.623348324927	0.578185145775	0.578591541338	0.506653209633	0.534347284908	0.671079577249	0.550643154067	0.64280315834	0.551430151619	0.536790074039	0.605600213306	0.605753690794	0.567382175378	0.601323200639	0.611210651875	0.589934760754	0.53959537623	0.558217422823	0.598623119435	0.574256401535	0.579131830813	0	0.569056538753	0.535394776943	0.583192330046	0.568025055059	0.560063496078	0.549772263423	0.532802079836	0.535668614079	0.560470515262	0.57384847667	0.646005414168	0.624107396199	0.613060635823	0.671229155246	0.60369917995	0.625559206846	0.583506504621	0.635297370691	0.600944854735	0.581713600342	0.594231038106	0.575828367155	0.590010711583	0.62240838211	0.664699369532	0.573992205639	0.631437782736	0.589247425898	0.595897717826	0.657922575584	0.639329657697	0.697518001458	0.685554766901	0.660472858157	0.637548213209	0.654273068267	0.676612320665	0.632548210292	0.67380605674	0.640173189499	0.681552095912	0.640272316373	0.623392305374	0.620624606307	0.663286903773	0.618963328591	0.572318994149	0.589161639162	0.607262555728	0.593248801158	0.634639263552	0.662287420321	0.6576115145	0.600465545397	0.58024629668	0.524478053433	0.625737901734	0.561428031825	0.602961098963	0.537964464409	0.634537957756	0.641971349672	0.592480870778	0.549544476617	0.603055316665	0.64345864262	0.606213534557	0.625857924861	0.504926253292	0.509424192278	0.573007425234	0.589416765886	0.535589405594	0.64421104819	0.547088382094	0.558793472228	0.548947482293	0.522832010573	0.598408263104	0.568145312025	0.629797672724	0.606025041017	0.596038986375	0.604902121065	0.535580725061	0.554991238351	0.588975877879	0.613637582726	0.594771618846	0.562875086478	0.54527890318	0.545959097382	0.513103294413	0.619188434605	0.578383041491	0.571889395326	0.633253820489	0.648855615316	0.645797108706	0.633753515654	0.625630599244	0.653461635718	0.599611245014	0.611764069652	0.647906649419	0.647484880053	0.605154199497	0.61726793605	0.612214062847	0.65172480256	0.597041834836	0.641024518516	0.664973790177	0.682150603547	0.654537885504	0.603646491726	0.633937161048
CS.148	0.646039279783	0.665822154865	0.675940942575	0.6631213016	0.682611312958	0.630088339871	0.599907759035	0.696192870551	0.727333291239	0.695893617351	0.628780023721	0.653356853698	0.671562910401	0.699188852017	0.712573461842	0.600456611039	0.677344120899	0.567773391168	0.609317955406	0.611661582489	0.545550668686	0.611747563772	0.675820923034	0.664175133132	0.675915243671	0.648019816957	0.697673427585	0.626261774272	0.628438278689	0.641880598125	0.589159732981	0.617165324479	0.620883177242	0.618085651977	0.670038976209	0.56412892861	0.606820246476	0.562932869782	0.589749610294	0.658412389417	0.65470159722	0.592085585589	0.619892525385	0.634111470816	0.584689260228	0.55020220141	0.584492383255	0.565348699365	0.560089743196	0.548442519518	0.569056538753	0	0.569830433497	0.627669590367	0.509916447606	0.615567110684	0.549051174917	0.567979325431	0.561963807027	0.543171808225	0.599561291959	0.67621431664	0.657266932837	0.665571643777	0.704759258414	0.596962117032	0.625992515211	0.675281409132	0.666772155999	0.636058077245	0.621093211128	0.599953451301	0.626700114032	0.663850254539	0.691956108752	0.7065525833	0.659492802694	0.686872106398	0.636859053234	0.620970585927	0.702266013305	0.670647743886	0.714635028417	0.699465244487	0.712601503344	0.691810351001	0.682451612694	0.695839391772	0.68295267022	0.714201266989	0.631825537067	0.719717613439	0.657871486619	0.686746201144	0.584788903086	0.719060302101	0.668916296876	0.584190822838	0.652403963684	0.660609200004	0.675199618472	0.671789215073	0.711825631663	0.69915209345	0.699552501493	0.582188938318	0.633129023541	0.672051014407	0.511706053035	0.644861195437	0.609006646151	0.66845085912	0.674915188189	0.651874755999	0.639715028685	0.655346620002	0.666525190722	0.653943637695	0.687434927191	0.577031640325	0.536327854099	0.511074782824	0.637211105431	0.575998943614	0.592181980468	0.551299793096	0.559550571557	0.546146331298	0.615287887603	0.602991972145	0.657737083728	0.603853394435	0.684377045871	0.614983316605	0.582560436059	0.561421973193	0.499924027704	0.5873290645	0.621631902038	0.614825467157	0.560477099752	0.562462867158	0.613846724917	0.489362909456	0.657745506629	0.646424448262	0.645171412471	0.702673626913	0.684280198341	0.686650288213	0.677226540985	0.649520991457	0.620587535438	0.656433876791	0.607543841739	0.680193782199	0.695571744235	0.662403028019	0.66748587544	0.677349216424	0.698014487844	0.668434440862	0.671372976879	0.679351568816	0.707415499069	0.687694807327	0.673151811994	0.678500469861
CS.389	0.608055447628	0.619871269081	0.607315976456	0.608936787157	0.649682017536	0.540717622962	0.571492100217	0.647574739311	0.665108622272	0.678874460107	0.61083889927	0.610583756793	0.661709771025	0.67816004378	0.689425005634	0.554009283002	0.658287983947	0.55056123265	0.612456847062	0.546518997256	0.505509063668	0.573175235476	0.605821590761	0.626267889289	0.653813061156	0.571635065344	0.676813076137	0.580639545507	0.581414394371	0.563476912643	0.559620972746	0.57056433975	0.555245527361	0.543577613157	0.65697860528	0.523762015913	0.657880494591	0.469515069868	0.57251179249	0.558518834466	0.598933124081	0.560250558267	0.608333551423	0.604371564004	0.545328685507	0.489518608783	0.539239744297	0.587593865991	0.588850775236	0.544526696574	0.535394776943	0.569830433497	0	0.55016207043	0.544004004676	0.568218551563	0.520219322183	0.486753775543	0.493141283641	0.515314352056	0.594763545417	0.673963921922	0.616073365931	0.578639036367	0.646405045154	0.572383050126	0.569234889713	0.602623494794	0.626257367923	0.614365071396	0.606905278489	0.615333591762	0.55416748693	0.606541167549	0.639194024934	0.675962895158	0.607455874202	0.640170670348	0.593430377307	0.559087119166	0.673098009076	0.599109273683	0.664582387043	0.680819390556	0.681957826385	0.651402618261	0.670500030149	0.686997606764	0.64745105934	0.655021650273	0.645345915235	0.702669869927	0.63320794841	0.635796254197	0.58906728224	0.670188556683	0.63063419263	0.578804861984	0.620209948001	0.621701559883	0.634182082649	0.617237790649	0.664475364011	0.699608412557	0.633739530959	0.565096207015	0.575847064353	0.635002302037	0.510908218407	0.61076451749	0.562663150905	0.60892349612	0.610926862272	0.622012624378	0.582934952285	0.585274362771	0.639521361826	0.616309314544	0.636381137758	0.52946351481	0.495123984982	0.539952603272	0.60396165764	0.523978989084	0.614428005382	0.508706422064	0.544239494025	0.522832273026	0.582973615046	0.585464095484	0.596993049552	0.606631869272	0.630260053534	0.577167797969	0.583490582497	0.525907542085	0.516118760385	0.559272475109	0.581222305507	0.638966246268	0.531843922003	0.513306965749	0.547306699602	0.526114038089	0.631068710284	0.590339447444	0.580769270863	0.663785877177	0.634543087109	0.657835986369	0.634594295042	0.641454962145	0.587406322585	0.623020819627	0.576957842678	0.659944358457	0.642022669224	0.615993218	0.644680632484	0.626204419623	0.666023061397	0.612599291105	0.680093808352	0.681426866568	0.706777233314	0.666593940017	0.59347158441	0.663098826875
CS.359	0.685199623362	0.724027699755	0.68487298148	0.656843729932	0.718882293262	0.631083565988	0.618810269056	0.724814683381	0.739516144242	0.75004574791	0.646189622881	0.682571831281	0.74517673575	0.751521001785	0.736644613537	0.632454858132	0.649732138305	0.608504538964	0.637767321684	0.665817525031	0.622547219405	0.675500150702	0.687077602096	0.702210405555	0.72877711963	0.59854423786	0.721551269068	0.564971581214	0.646102800222	0.675997791758	0.585566959666	0.643169188257	0.648291927414	0.667617626856	0.690745458632	0.597616099466	0.595986127376	0.545144058493	0.66078764075	0.590842142808	0.718452936834	0.655794664639	0.684949538619	0.608404301006	0.583665798247	0.620375864154	0.645520728794	0.598336907202	0.590029600213	0.591544605754	0.583192330046	0.627669590367	0.55016207043	0	0.6080061751	0.691360674793	0.616253231128	0.605818780436	0.60791116768	0.633533785551	0.670905437336	0.71245210619	0.709296775507	0.699825344487	0.74073162998	0.658869761618	0.672694369086	0.697010924826	0.716344354164	0.669043029821	0.659424535808	0.69455027358	0.651375232076	0.700706015945	0.723051651295	0.754299867687	0.688656877681	0.723204902499	0.672334687295	0.646870392332	0.747429693649	0.691901334277	0.7351148916	0.741731881601	0.751873649418	0.722760195586	0.761491903769	0.751706896156	0.734152799267	0.745524294287	0.716562350564	0.760426662596	0.70291112798	0.723172734093	0.662885424893	0.732936637364	0.683405704127	0.624678554169	0.671604538546	0.719969932103	0.680561864455	0.664310579136	0.713072255453	0.708328894844	0.648251852844	0.646991123114	0.649348184061	0.710188676139	0.623279466064	0.652526888853	0.66017018533	0.599954907934	0.608842706059	0.700963577494	0.615652975081	0.625286847386	0.711010619027	0.693819012314	0.730175579438	0.607908002365	0.572638672514	0.609358332331	0.615249091757	0.584761875524	0.61729896801	0.593850805702	0.604620966066	0.599975734482	0.649448075357	0.648853025252	0.63352645553	0.651075234053	0.694832057692	0.602973903939	0.656728265714	0.573624785381	0.60379332986	0.622523563623	0.567936156412	0.718272900734	0.649866197059	0.616379609626	0.645779927277	0.613555999765	0.705617493358	0.677348341226	0.68847569578	0.719835873418	0.704304469015	0.74091560637	0.703498672923	0.710540112392	0.639382821259	0.726382911055	0.629973702372	0.734732114594	0.739816347179	0.699937463981	0.726302281938	0.724800982651	0.732748033794	0.709451466676	0.711849351063	0.749821624599	0.750644227189	0.724052400227	0.693291157777	0.708835581795
CS.256	0.625712606154	0.636536019337	0.631573443297	0.636268631109	0.664769469104	0.589083439413	0.570520298129	0.679528116837	0.705883421278	0.672887166235	0.624886412284	0.629434785727	0.658677161535	0.692719441078	0.697967297007	0.577732391046	0.698811730978	0.506719146806	0.596230821638	0.577444935115	0.525860052644	0.583874059097	0.652309199501	0.64848894477	0.672296539189	0.624412876971	0.658599729925	0.62604998593	0.579793390401	0.595445547843	0.546723656898	0.539093745794	0.588722371339	0.56491629721	0.656246889406	0.531858564394	0.619532150696	0.501264324366	0.504281452287	0.633387847725	0.623555280969	0.572940959002	0.597439978301	0.624294471614	0.536071597367	0.4878907985	0.548958826232	0.578650796305	0.576477376661	0.506403181559	0.568025055059	0.509916447606	0.544004004676	0.6080061751	0	0.586981581786	0.500925314374	0.492712809159	0.480466985683	0.528828161146	0.614959324219	0.663203668127	0.63043555815	0.645292690144	0.669711429241	0.612792777351	0.58611005054	0.640087546727	0.629431765377	0.622629675355	0.629246083434	0.603271502284	0.591414965966	0.64820619101	0.660192480697	0.672403355409	0.612181962249	0.659272647886	0.605769365026	0.559424159048	0.659434931328	0.615374829014	0.680092356511	0.680125272484	0.695029323468	0.654811026679	0.651498288513	0.66987354621	0.662849844687	0.664736317954	0.624077035494	0.700840811511	0.635167175188	0.665207069435	0.560621828121	0.674305606931	0.676044545438	0.570379649544	0.617508877496	0.641055556699	0.639143118872	0.628519970833	0.687032333876	0.717674914849	0.674609981047	0.538469406109	0.631010580475	0.665458481661	0.497268159759	0.647717934827	0.574793419086	0.661231127623	0.668934695659	0.641703003598	0.625776147243	0.643344499315	0.666219984327	0.635141098601	0.669887129686	0.539036256247	0.512317909698	0.460703540422	0.630204285918	0.50701495131	0.556146359455	0.492973570269	0.520422889526	0.460873556658	0.60591594499	0.611688200109	0.636757561399	0.605960774678	0.668376148306	0.616092135689	0.587736730593	0.545218833357	0.528125027212	0.551717882608	0.619387853315	0.606388400648	0.481626556839	0.499586824418	0.554888579114	0.487194664725	0.617945564273	0.624817603437	0.613625705443	0.679731666656	0.655451481125	0.657754624821	0.665031946951	0.631531781029	0.635339948386	0.639357241798	0.55047699425	0.63809994805	0.677241951296	0.633149846571	0.665304487273	0.639673475539	0.657639259291	0.624181145998	0.643079055144	0.67288801982	0.686680126073	0.681035197519	0.65374406502	0.676616861884
CS.178	0.577282873479	0.576885990475	0.59934528554	0.625654982553	0.569829563382	0.614240372031	0.665741369557	0.590014667499	0.617541395681	0.657107098251	0.639337676124	0.57454829993	0.560034780815	0.615658049486	0.640340622355	0.577955291563	0.659581785855	0.623162487694	0.681462497213	0.585373954275	0.603662702179	0.525202190222	0.611923914571	0.593036059107	0.628287234054	0.664360220572	0.639592285956	0.691261915422	0.538728832531	0.565740064759	0.66061599636	0.570762707039	0.572830834834	0.519239036614	0.680177088844	0.634257580558	0.722257285337	0.589095630821	0.537694807986	0.68409677339	0.553773105495	0.597028158913	0.550788693783	0.651433007911	0.630673489176	0.543470174608	0.561939581343	0.657666545269	0.630238051502	0.59894560125	0.560063496078	0.615567110684	0.568218551563	0.691360674793	0.586981581786	0	0.55023023754	0.529089627077	0.545436191996	0.559914759193	0.57082960855	0.634450808983	0.58140843596	0.564082157961	0.617029466369	0.572060019153	0.57922782338	0.554592100087	0.58533206218	0.607609999993	0.575738976481	0.564957899167	0.527041633688	0.560940388685	0.587993445291	0.618687110178	0.557294599532	0.573695371049	0.561586528544	0.579948614876	0.598927900429	0.589040760746	0.638939473929	0.626521393384	0.608577803756	0.572519917611	0.596336803852	0.618192611847	0.576696142417	0.581133000831	0.612185705129	0.661299957364	0.603968532857	0.595198194447	0.623136219053	0.624359700957	0.65412840304	0.627044449391	0.576825898438	0.55668892506	0.592082001936	0.614838798668	0.624773978473	0.664583042989	0.660602501262	0.539108089094	0.57875648702	0.602613981301	0.577139287272	0.662333311079	0.526613293283	0.721741056635	0.722187694354	0.595339311167	0.627438337222	0.655215838557	0.619119134119	0.596013537353	0.560990474403	0.537800384268	0.569138773424	0.586283247779	0.626419486413	0.613582778838	0.70332192715	0.607802789819	0.635985084335	0.567697885001	0.612356560628	0.603835675232	0.634400462887	0.644301086141	0.585834170226	0.671104583792	0.603317341339	0.598255121358	0.581621731429	0.61715827937	0.679420683777	0.603208747792	0.559854253811	0.587761537009	0.540625712951	0.555863202099	0.588060201685	0.576882249167	0.557705874071	0.594511221316	0.604468514238	0.553659639595	0.606741756962	0.592816547322	0.637234851958	0.583190168804	0.647037206293	0.580842245171	0.577978282719	0.591639241377	0.582778434137	0.567379228267	0.598522601423	0.560134820633	0.597048490941	0.613463357612	0.613252178301	0.615623318103	0.54366864396	0.60615590421
CS.181	0.602492942391	0.627266434298	0.63257282964	0.621404491151	0.631133769864	0.585540510191	0.592438685239	0.633090277232	0.663431543493	0.666733727468	0.594914465917	0.612065678124	0.636153404088	0.662520082547	0.674331396128	0.558371629073	0.688173822439	0.557408474699	0.646853866613	0.547808990415	0.519771818125	0.529414255242	0.624650749028	0.618997956216	0.669382263984	0.628135011991	0.641629595362	0.628392200954	0.576071240362	0.571273960567	0.559411996193	0.537724431742	0.5776475367	0.554247800749	0.654724620059	0.531011030339	0.646441016666	0.514223849193	0.520335181702	0.636218016544	0.58301376751	0.552410901412	0.571305940509	0.635134960915	0.592779707635	0.475511763276	0.522393191527	0.615546457028	0.566826862797	0.538908166086	0.549772263423	0.549051174917	0.520219322183	0.616253231128	0.500925314374	0.55023023754	0	0.477199449058	0.465055323569	0.465733216242	0.568900478458	0.662295529607	0.61234367421	0.60399823033	0.644636941243	0.571243086777	0.570028156353	0.595624221042	0.615950109432	0.613030717106	0.600796898574	0.611771591916	0.583912888609	0.60627973024	0.62399114664	0.649528080747	0.585796909534	0.632467212236	0.591853138266	0.547071020783	0.619845388741	0.600437023623	0.659023073889	0.653148844122	0.664090318861	0.638002374839	0.656819550844	0.673380954489	0.63649658619	0.652822172242	0.633952176208	0.686828793857	0.608664266669	0.599574231859	0.581047360745	0.653463463508	0.648229051703	0.579683125058	0.603911072572	0.616935127028	0.62157459477	0.614468039013	0.656128817872	0.699227839152	0.675345161657	0.570385408666	0.610494193058	0.651760712086	0.52814922624	0.650374219144	0.547794584398	0.672459202542	0.681376464089	0.6082294965	0.629744787204	0.63332703532	0.644976941057	0.643555000407	0.614693838158	0.533578039545	0.494638339656	0.52793599338	0.593108891978	0.516156343001	0.617682854665	0.514205490984	0.561413932053	0.500878028876	0.592274580056	0.573823195481	0.639570929532	0.606001291567	0.624640110435	0.608306596432	0.584056059237	0.5396925943	0.483986518414	0.574790836638	0.644884281628	0.593418712635	0.511390288569	0.521636610817	0.521634321104	0.505277095534	0.604091374301	0.617287708626	0.594989559273	0.648757012336	0.611901418657	0.634614346638	0.62920382979	0.597371305818	0.64024133935	0.614663123843	0.603497465653	0.639717717028	0.629592903697	0.624634697919	0.638062460292	0.609830054332	0.627086390727	0.602047301129	0.63895637594	0.678210182492	0.670233869924	0.663422824912	0.620884958704	0.648503601553
