CS.094	CS.092	CS.264	CS.313	L.025.M1	CS.261	CS.243	CS.017	L.022.M1	CS.099	CS.003	CS.172	CS.037	CS.091	CS.296	CS.066	CS.076	CS.115	CS.366	CS.377	CS.127	CS.229	CS.065	CS.381	CS.305	CS.334	CS.186	CS.040	CS.382	CS.367	CS.224	CS.136	CS.232	CS.378	CS.282	CS.126	CS.236	CS.041	CS.375	CS.125	CS.380	CS.292	CS.376	CS.205	CS.213	CS.182	CS.359	CS.148	CS.129	CS.181	CS.385	CS.386	CS.214	CS.183	CS.323	CS.177	CS.395	CS.349	CS.178	CS.348	T.CS.025	T.CS.062	T.CS.040	T.CS.020	T.CS.082	T.CS.019	T.CS.046	T.CS.024	T.CS.080	T.CS.067	T.CS.038	T.CS.050	T.CS.042	T.CS.014	T.CS.058	T.CS.117	T.CS.112	T.CS.091	T.CS.114	T.CS.111	T.CS.097	T.CS.156	T.CS.147	T.CS.123	T.CS.102	T.CS.167	T.CS.178	T.CS.177	T.CS.180	T.CS.160	CS.088	CS.237	CS.015	CS.246	L.024.M1	CS.006	CS.356	CS.087	CS.085	CS.082	CS.241	CS.242	CS.103	L.034.M1	CS.110	CS.345.0	CS.151	CS.346	CS.364	CS.113	CS.188	CS.164	CS.044	CS.347.0	CS.336	CS.358	CS.338	CS.189	CS.363	CS.233	CS.318	CS.202	CS.227	CS.361	CS.320	CS.158	CS.163	CS.321	CS.080	CS.331	CS.223	CS.112	CS.322	CS.285	CS.343	CS.253	CS.393	CS.390	CS.270	CS.262	CS.370	CS.326	CS.145	CS.255	T.CS.045	TFS.022	TFS.027	TFS.021	T.CS.049	T.CS.066	TFS.020	T.CS.031	T.CS.061	T.CS.064	T.CS.008	T.CS.043	T.CS.036	T.CS.055	TFS.025	T.CS.142	T.CS.151	T.CS.095	T.CS.109	T.CS.141	T.CS.166	T.CS.157	T.CS.152	T.CS.158
CS.040	0.65266131177	0.572090985393	0.58744107571	0.605395689474	0.630259385218	0.561525138103	0.591613162741	0.568322302189	0.613833280802	0.574959027329	0.54248501396	0.557718309993	0.661673858188	0.663885490476	0.586485101336	0.539355293443	0.619907681093	0.669553530224	0.736627662993	0.663674203174	0.600609982657	0.646580601711	0.596195019101	0.563665688048	0.569037518801	0.693597166683	0.627583862947	0	0.600449351753	0.727116806962	0.756508863586	0.61266252069	0.564367049302	0.677652712571	0.696018188445	0.580966101017	0.649575747277	0.624143923554	0.61779012388	0.691017654151	0.602933281729	0.603699318201	0.676422383978	0.729409757084	0.682071885322	0.628523895305	0.701478428976	0.696388929712	0.636903156734	0.673089168912	0.657153166694	0.709016918126	0.636437348267	0.726193005176	0.666163485001	0.698822878557	0.656014642175	0.650620571318	0.633700248493	0.6245222107	0.605322340818	0.554988422837	0.571036358788	0.582456357843	0.584606993413	0.612104877753	0.656544701228	0.602890829277	0.639216909027	0.583266550792	0.582908500858	0.591163347734	0.570061143582	0.614287244857	0.586294248102	0.583395213951	0.600126164961	0.581676738497	0.598391565426	0.597676762602	0.566892149161	0.592967537423	0.60691962023	0.601270772577	0.613965491968	0.595672684992	0.590713807774	0.605175912401	0.574578853805	0.618704239128	0.617188799308	0.648179666094	0.588233026277	0.567664390865	0.623825124674	0.560013953013	0.686326239255	0.570383673186	0.574698848657	0.56625936549	0.530278641734	0.555725189289	0.559736547948	0.604278477089	0.647680272615	0.735179371886	0.605415386373	0.717529718192	0.718598934899	0.534681142989	0.679479192526	0.675545955671	0.538883263661	0.668549871225	0.639858931837	0.769405994653	0.63970978899	0.682479989862	0.687095584611	0.567758577901	0.690128889754	0.648896609047	0.773365905435	0.679128710401	0.643982702358	0.619193775435	0.617061643193	0.574803208591	0.578785195998	0.618895361224	0.669103208884	0.617189058531	0.712442717885	0.712872320127	0.699181853071	0.726770807954	0.67087758512	0.667330400362	0.669137922055	0.680785110439	0.660273476769	0.654566486039	0.627121689663	0.659663335743	0.600981683501	0.593293439851	0.602407608937	0.625628831911	0.685056580116	0.597358695981	0.586151875327	0.586039744882	0.609905487484	0.571659749917	0.633388696321	0.607170948394	0.587339859375	0.620861137356	0.626229709213	0.643723612868	0.614555619477	0.613765479881	0.598461153575	0.615313623737	0.620655190456	0.57494385	0.580057461811	0.59778754012
CS.382	0.595048209096	0.655001249073	0.648781283225	0.569788771296	0.630595528455	0.530871275056	0.550504082747	0.601405771371	0.637587108301	0.632414166654	0.641931939988	0.589461640779	0.644214247572	0.609874947715	0.519387079784	0.605173654883	0.634964936375	0.670511208234	0.627861133272	0.62624966818	0.469308389969	0.584579401921	0.543862150315	0.501247071011	0.515293241495	0.601330345306	0.638426436438	0.600449351753	0	0.667184909641	0.701379273178	0.605195616082	0.599283971809	0.654357925082	0.578875166054	0.461425012325	0.687885100643	0.626732632927	0.5256247465	0.53366096451	0.477708667245	0.601761873559	0.562980367331	0.579626383793	0.566705304693	0.52417557742	0.646102800222	0.628438278689	0.56372883831	0.576071240362	0.580735773478	0.67233511742	0.560716577685	0.679075907076	0.533311863227	0.605292442671	0.614516544199	0.573399040995	0.538728832531	0.595694503486	0.511419902243	0.515996169332	0.555096826979	0.624976989265	0.533731123838	0.578118207575	0.541175763731	0.509635517476	0.50990932832	0.470281374315	0.646486048783	0.566648648556	0.53122894752	0.571072862129	0.53713993124	0.523278615458	0.506098825474	0.539969703986	0.622571073248	0.485706133432	0.551259666118	0.513450941227	0.562119375394	0.476457270135	0.565482373162	0.525652507004	0.562616694548	0.569944228779	0.604479426155	0.570247453021	0.621198970252	0.637283035403	0.626991959087	0.513507061725	0.571324874775	0.545685061765	0.636746898916	0.585528067003	0.615938329681	0.622455306564	0.568207254918	0.517780910099	0.617293050339	0.546065328948	0.630098742185	0.715741803377	0.555900099577	0.702858364455	0.643772335299	0.528641505176	0.515948462756	0.737623247157	0.532926524018	0.649774653444	0.514665099803	0.667812233501	0.609618935843	0.633018603154	0.554915471467	0.656884281052	0.536816676468	0.602548636723	0.714797164477	0.593448023562	0.509707619831	0.636896381348	0.630872944201	0.470289385313	0.588259394339	0.553072812932	0.545013917481	0.622767085622	0.57691494062	0.665797509317	0.546089658561	0.686515888861	0.6330331118	0.585852602961	0.595788857199	0.581657884898	0.562847676877	0.571630535053	0.483971043134	0.568926748607	0.522350461268	0.533721589844	0.473026910062	0.543554803216	0.568260389484	0.555423594633	0.546451180398	0.523221303985	0.460440853695	0.494117908203	0.457394974048	0.499706651611	0.626336098845	0.540482539853	0.460753407996	0.526148795532	0.4767730681	0.566784445668	0.553619901904	0.529950218328	0.510423528746	0.559318343282	0.520056338863	0.498212884785
CS.367	0.712748617956	0.739161660009	0.664560660629	0.746037654194	0.72562092471	0.752069688268	0.690857762052	0.740258655223	0.766885419433	0.739700494553	0.744798607407	0.676035171242	0.640520332177	0.628851643452	0.742697170516	0.708826491581	0.624303278308	0.613181237084	0.553557568564	0.638972068299	0.667903919979	0.623698288732	0.653071669934	0.701356905558	0.749977774299	0.593833387676	0.742923509378	0.727116806962	0.667184909641	0	0.58747558569	0.636082409248	0.702721737015	0.611054121591	0.615359714945	0.67462350171	0.695157518947	0.657671159802	0.624136420468	0.573159301455	0.725361353888	0.622811184764	0.566323118835	0.598890842999	0.558304034498	0.652288225342	0.564971581214	0.626261774272	0.664584052474	0.628392200954	0.647960140241	0.604901486691	0.632735430355	0.562515288504	0.635369478451	0.575858508697	0.638616311727	0.641867214172	0.691261915422	0.686040928422	0.704471537229	0.719954660737	0.723575263121	0.775727284587	0.712578917682	0.670123949543	0.628902459565	0.68088233716	0.689122825273	0.709053939141	0.759322025887	0.69468814965	0.757400955633	0.70961013638	0.717941877269	0.728308395784	0.714767064647	0.766177928324	0.744746355735	0.723021485813	0.780104617317	0.724461871869	0.777977470449	0.700509355986	0.746511090925	0.750948692846	0.759974040233	0.765414715199	0.729454968806	0.76763348017	0.708837471237	0.612583443189	0.759899524619	0.694552051274	0.715951270169	0.704781894666	0.603009522893	0.685891847697	0.717072489043	0.731665884749	0.761020933507	0.725987333942	0.705976039332	0.689116244586	0.636712152739	0.551009011963	0.673318253566	0.584509522179	0.552267872715	0.702110279484	0.617064835543	0.649042029049	0.686227700017	0.597199089816	0.650308766369	0.573354139524	0.652267357277	0.605361625746	0.58691289197	0.706116088741	0.593306494666	0.669835080408	0.558788566525	0.608097161178	0.638155761372	0.632271502039	0.612262092052	0.723056349816	0.656236691288	0.669128074707	0.595648656654	0.609269337374	0.595198937527	0.551007510156	0.590469358942	0.562612193975	0.666774866076	0.672506417943	0.60102771885	0.590332230301	0.633086115103	0.612324152867	0.674060929813	0.618753150884	0.712804303823	0.759267087585	0.736191610226	0.716331587382	0.602335542527	0.734184798157	0.760134952186	0.722104017494	0.691057530021	0.711465984485	0.687990400791	0.723833076493	0.722450129922	0.726402080623	0.685676939092	0.724103245736	0.738376049034	0.775701517923	0.769370482774	0.725781458576	0.720756427531	0.714263622837	0.709418361217	0.738549782397
CS.224	0.73637959405	0.770399667719	0.730727045512	0.76374399537	0.711613821306	0.75095069792	0.734580363869	0.747324431172	0.78102147042	0.77702877056	0.767998083607	0.723646079202	0.71284078844	0.657047273827	0.765736604442	0.723656844748	0.647016666367	0.690109891534	0.578012187692	0.663861100648	0.699785338887	0.676746815329	0.669811318435	0.724121855022	0.75329949838	0.62126324691	0.761633897933	0.756508863586	0.701379273178	0.58747558569	0	0.689980687344	0.72352069749	0.643010901638	0.621174658827	0.713095141561	0.720606416614	0.706364224622	0.661303083911	0.625553837121	0.735368172264	0.690536607928	0.623918310103	0.579395264151	0.618319945822	0.678217905404	0.595986127376	0.606820246476	0.682117592216	0.646441016666	0.690920371217	0.587195940878	0.64280315834	0.618758549649	0.676101339965	0.595639021725	0.691279776903	0.684892934282	0.722257285337	0.715155645704	0.710310975305	0.753850160814	0.744695713465	0.767822318949	0.744031591153	0.691275525732	0.686318886311	0.725460840992	0.684212492526	0.733753857512	0.762643603253	0.712656963576	0.767584599161	0.729429057664	0.731200604393	0.73062311565	0.713703835548	0.776335012062	0.772994758269	0.751338910195	0.78885143587	0.741349538126	0.794907538927	0.725613400344	0.757429468741	0.754713907108	0.768433036537	0.781289162209	0.760499964055	0.783020173614	0.735115573726	0.621272735249	0.756621347958	0.732083897088	0.747854424525	0.721713764458	0.671113819034	0.710426757832	0.749412057838	0.758992614812	0.758455643178	0.755119080333	0.729104958783	0.726567744248	0.650691098176	0.636238614162	0.70900926691	0.608022588225	0.623672167093	0.739457204627	0.685638315425	0.678502711974	0.728919779906	0.649921140148	0.693429485432	0.591716010408	0.694331902842	0.671131294282	0.641703011226	0.735864833397	0.620767676361	0.692734048434	0.576155658621	0.659432988997	0.649397738489	0.670966060946	0.666124364968	0.733533236736	0.666415230256	0.710292089637	0.609967713298	0.682527847485	0.606035645886	0.60979418928	0.555298489428	0.648255909349	0.693440955654	0.623313359694	0.649328334164	0.653320271412	0.683566171127	0.648461528025	0.701975262436	0.66270322833	0.723628770729	0.77415938034	0.755787045486	0.710830730395	0.640452258841	0.765511926228	0.782569612627	0.73296485776	0.709014639772	0.757265160945	0.706861373072	0.740495440691	0.745385720093	0.735955329739	0.693021069317	0.730353722531	0.742949155101	0.776785138885	0.780047215074	0.735598810251	0.722184186904	0.736422090129	0.733945917797	0.74068392715
CS.136	0.65153170828	0.591113103636	0.601444024053	0.634855015627	0.655755727572	0.626186940475	0.623401262137	0.626154189295	0.648641747406	0.629563827483	0.604585725591	0.574044507665	0.616369035924	0.574826880994	0.63308309065	0.618977337124	0.536500245289	0.577355833479	0.627701272867	0.548000518817	0.541795768267	0.525403283988	0.571288610454	0.559042890291	0.621967572881	0.574559366502	0.643778768202	0.61266252069	0.605195616082	0.636082409248	0.689980687344	0	0.507194667933	0.626516132753	0.571965792018	0.57262501379	0.58708327939	0.521955719768	0.565400595896	0.560640953503	0.628661421361	0.501729828511	0.555571850293	0.610503083907	0.572938520851	0.545912854191	0.655794664639	0.592085585589	0.585640880141	0.552410901412	0.535536646105	0.6600464945	0.567382175378	0.612961871298	0.546325581568	0.623138958101	0.558185043407	0.564050367011	0.597028158913	0.580313141888	0.596842751445	0.619266868737	0.614236621254	0.663794170762	0.628273254209	0.596032970972	0.569592192048	0.570813734377	0.61848533194	0.603091400354	0.64334129562	0.609920987311	0.633395322809	0.594426879987	0.614022180408	0.628012553482	0.611821899203	0.671858897394	0.63950146647	0.644182305908	0.659640322552	0.639953417342	0.672635940595	0.617317354609	0.687600231817	0.644823935396	0.633643525253	0.666512008927	0.626932988553	0.662964138155	0.653466017512	0.521341002975	0.662766056719	0.600626040197	0.666964326214	0.570763700771	0.663624897769	0.59537892913	0.548744127779	0.554307492627	0.657476488346	0.607632868862	0.567237858169	0.617508006549	0.552692623271	0.635308548989	0.5724083603	0.624964287366	0.607327660512	0.587031032209	0.621044723425	0.598369166904	0.573767880192	0.587618665632	0.55329261667	0.670080247678	0.559865504183	0.588441415862	0.525913351688	0.580926814717	0.538739572018	0.63522076944	0.685345321599	0.576694640801	0.531461808393	0.533538777731	0.491538272483	0.622672532184	0.5245003337	0.549760057745	0.537717782775	0.479463896812	0.579163358197	0.578307623964	0.590549458364	0.636080106271	0.589209244262	0.567639609512	0.543567752205	0.620695945012	0.575824701674	0.566630269217	0.569221803178	0.566880008733	0.617517460764	0.642960925131	0.628867813785	0.628779967913	0.608459710618	0.652144960285	0.630634935643	0.615591315968	0.606699391963	0.621150988828	0.638813943981	0.617721549504	0.607232738005	0.60961338009	0.597726893226	0.668564657823	0.657972974293	0.665175484608	0.658514815083	0.679238434093	0.606519449858	0.642505302596	0.609474144617	0.634689913165
CS.232	0.689577563285	0.49515727799	0.563393546149	0.533426395635	0.644645692565	0.535440492768	0.575352334073	0.601261327705	0.554591784444	0.551244960605	0.518075282784	0.541456334083	0.648191639415	0.615556587281	0.551060992625	0.584197349016	0.568703316905	0.613038420048	0.703353923425	0.565452160077	0.540169407356	0.608945198505	0.580109283975	0.521235241195	0.537071418819	0.64322724276	0.555521989185	0.564367049302	0.599283971809	0.702721737015	0.72352069749	0.507194667933	0	0.649901265159	0.632317360419	0.518560978016	0.643015914916	0.581881457388	0.601287663724	0.619193726865	0.574680653591	0.46353620181	0.613648675992	0.674268245314	0.644660067352	0.518044528195	0.684949538619	0.619892525385	0.559150737885	0.571305940509	0.56973227786	0.683334088373	0.601323200639	0.67868692002	0.550079904992	0.644376584511	0.570923874149	0.561085319011	0.550788693783	0.56117935961	0.553740590742	0.537015860593	0.541261134074	0.562982053694	0.571186104028	0.59273246832	0.609685887448	0.554201121021	0.626741984901	0.576280162113	0.544009980194	0.583157051508	0.544484979164	0.548652686546	0.571916895754	0.553411307652	0.597878366142	0.560401842302	0.565043887132	0.581636080684	0.583565607705	0.566818372976	0.567881963433	0.562083545656	0.592650507487	0.57088125064	0.539885821399	0.567595872062	0.564736163702	0.554381557693	0.678548504512	0.533609731545	0.605971642246	0.521258210533	0.629063951179	0.533356395516	0.668336268861	0.597868191615	0.492216875338	0.470414494279	0.517100637959	0.532360095045	0.497321363545	0.603212624168	0.576547549132	0.709105009029	0.54860980843	0.702281737647	0.684199706537	0.591435111875	0.652680295099	0.654979535138	0.555420445352	0.651115953175	0.562973560402	0.743638245547	0.562433871778	0.595758764234	0.590549153135	0.466943378104	0.601669380598	0.634657668838	0.746091958688	0.643003821219	0.555067241711	0.570960990965	0.547164237833	0.569558084957	0.549015359309	0.530866423754	0.584802239543	0.562722125921	0.632526443548	0.659671890571	0.626202825007	0.675007964409	0.605993989678	0.574624149433	0.584449945761	0.659888418954	0.588393752175	0.58463791583	0.56438302526	0.574606756187	0.597746946741	0.546441635433	0.590185869993	0.618854371098	0.63129272381	0.57055657336	0.545784097942	0.581461040516	0.601147101527	0.560206804114	0.644261935255	0.575432190469	0.540741363303	0.588586762687	0.604484658005	0.639953201613	0.582992606466	0.570492314016	0.552961186384	0.631713222011	0.538875653697	0.587082113513	0.541267428649	0.53907845103
CS.378	0.69208915245	0.676799218342	0.643687364684	0.701442878598	0.65863660477	0.701281427711	0.639396512931	0.679278419909	0.713735304579	0.678788547863	0.695550293509	0.617991478876	0.669173180076	0.633935496544	0.697974136534	0.64192829797	0.603759974047	0.613638980297	0.629231269895	0.652606864758	0.642625760426	0.668920631184	0.648705734763	0.645006041839	0.691659127691	0.630443911774	0.675393194017	0.677652712571	0.654357925082	0.611054121591	0.643010901638	0.626516132753	0.649901265159	0	0.648580839035	0.662741357554	0.656506725747	0.638220654991	0.611350610664	0.614279151326	0.68864177977	0.629828534639	0.604797653711	0.634356453207	0.5914918817	0.659789183647	0.608404301006	0.634111470816	0.642469314924	0.635134960915	0.661734183527	0.615123864711	0.611210651875	0.611905245732	0.651638624631	0.601026893063	0.642763117029	0.657767967742	0.651433007911	0.683072913975	0.65646207554	0.682039260286	0.675596812502	0.724471235204	0.666599103996	0.63337147981	0.643958264397	0.676108339939	0.642131649065	0.677935696228	0.70873846599	0.621055406146	0.691028944671	0.67544983739	0.655384108188	0.679702165218	0.679064586742	0.72734086283	0.682631579913	0.682295551307	0.709422013139	0.663439497039	0.718853436933	0.675221949306	0.707918506617	0.686827328364	0.698268512055	0.699592033084	0.660688960469	0.725553840392	0.659267759821	0.60265345383	0.69912312318	0.662219992538	0.681847729119	0.651962485447	0.646561001727	0.64785790325	0.667474627777	0.670803511121	0.705114222158	0.667418755751	0.644850302759	0.663078617522	0.635822751993	0.623047324067	0.659455855984	0.641379649906	0.612167196431	0.66563875273	0.655704521882	0.65795951347	0.659397259889	0.621471945307	0.643633602454	0.664323220112	0.636275670558	0.634723962825	0.604279307388	0.655686452975	0.616230008739	0.631785460831	0.645587286975	0.613331990916	0.620949225525	0.603111810097	0.589537489956	0.643486654301	0.61091863452	0.650475135353	0.629549520518	0.583448174296	0.622961469496	0.616866170739	0.611660340002	0.511180193812	0.643984076462	0.636840500413	0.621300259198	0.619752591543	0.650667515088	0.609051332234	0.67103232461	0.628781090926	0.675698106272	0.707741106323	0.702671971568	0.674798769864	0.661108002457	0.699367540171	0.710897239102	0.655883364406	0.688061389291	0.684054719092	0.673698410203	0.683325401867	0.64504869069	0.694981154016	0.667279417054	0.694991866464	0.694781824144	0.725185964899	0.711517231602	0.675027226461	0.685539564965	0.666034351298	0.664948491803	0.695801311311
CS.282	0.663474742632	0.697221577942	0.669192016515	0.691718754956	0.695150186062	0.681815818634	0.654454650526	0.698515197329	0.7154756578	0.72308628535	0.705566331492	0.656421076861	0.651809627143	0.602440802764	0.671792501355	0.702628405563	0.610038841454	0.643977820596	0.535215222518	0.53960428185	0.545424959013	0.567140144104	0.578397422176	0.594249645097	0.628641643738	0.562091893031	0.696678339644	0.696018188445	0.578875166054	0.615359714945	0.621174658827	0.571965792018	0.632317360419	0.648580839035	0	0.58981461193	0.630821767852	0.619172616312	0.575724851908	0.480710552285	0.638486202017	0.576911081107	0.519002151678	0.523298972232	0.537330417283	0.536379851773	0.597616099466	0.56412892861	0.623947337214	0.531011030339	0.537679167174	0.616242354413	0.550643154067	0.55149993204	0.514641308279	0.59432252775	0.589911004514	0.555229118132	0.634257580558	0.587984595732	0.624987092684	0.675230462941	0.67843858551	0.740361125532	0.665127447402	0.626072415992	0.588825752416	0.625232917656	0.626540800732	0.635450908609	0.688315572884	0.647981692898	0.676091634775	0.626329043217	0.650759633631	0.662523453554	0.640309948988	0.722730686464	0.713139580313	0.687416662333	0.714239615732	0.664242825299	0.718342512023	0.628614800221	0.711572622826	0.683062159636	0.670901655589	0.69473287809	0.681932731604	0.689586643561	0.716795282139	0.573929006044	0.712032124175	0.626927644945	0.712425527257	0.649635314488	0.668354664946	0.672186963613	0.67583855954	0.65570333583	0.709418809854	0.663703871175	0.654156436549	0.641279994235	0.612554061255	0.620818465965	0.580870997733	0.617398399483	0.570597272058	0.668802450201	0.589796982939	0.709964413153	0.62757651043	0.58549711848	0.5693906188	0.580863027014	0.57749390911	0.584895183541	0.512780033099	0.693625384923	0.443730217451	0.64833750998	0.64548075673	0.560362887215	0.521097714822	0.605764582329	0.606385493289	0.650991959602	0.612756478426	0.561097830486	0.498626489992	0.587402726693	0.504767368351	0.579959932729	0.495633828635	0.642595171729	0.605864058451	0.51836550048	0.536506763429	0.601867235635	0.560833385565	0.521720031764	0.583254806946	0.537766360658	0.659324965824	0.684721397444	0.662307415887	0.664764188388	0.546912200467	0.698982421727	0.682695512526	0.66883205128	0.60374488639	0.6745029621	0.618494833656	0.649929099991	0.679738613948	0.66733922471	0.599138523088	0.670315075129	0.679102251474	0.725741216468	0.688527179229	0.700809553911	0.634728331064	0.686146790911	0.653175014114	0.652437603456
CS.126	0.624827092384	0.589857323688	0.602906285471	0.544803411308	0.649892388305	0.497575250761	0.559629640345	0.616688159801	0.587939422871	0.615095492067	0.583071653433	0.581237651854	0.653132313713	0.60254005793	0.51342417439	0.601871581483	0.622936176741	0.645044549224	0.645932144789	0.573873582825	0.42363138952	0.558414879062	0.525766294368	0.460709891499	0.484046455758	0.612669861115	0.600659821491	0.580966101017	0.461425012325	0.67462350171	0.713095141561	0.57262501379	0.518560978016	0.662741357554	0.58981461193	0	0.695612850944	0.596199889422	0.539055275194	0.545790698674	0.458232284469	0.55645259045	0.553441590319	0.628550895092	0.616184067755	0.47176658191	0.667617626856	0.618085651977	0.560786466984	0.554247800749	0.549090606434	0.66651615454	0.534347284908	0.660727288477	0.520021364912	0.590256859298	0.551852840886	0.527383212978	0.519239036614	0.51850057953	0.481737418071	0.496097599132	0.516274723156	0.582789226021	0.512526065609	0.565278746618	0.540144230515	0.472262712023	0.551425133929	0.477196444766	0.582689289531	0.574037884238	0.501689806046	0.523764867324	0.528644794978	0.516988089846	0.52029233803	0.520319182154	0.601893766491	0.492796862201	0.558199978793	0.520907049874	0.559331150482	0.497677439109	0.561076596796	0.519999156312	0.533502105925	0.531469057882	0.578943936258	0.5382275023	0.676424227253	0.615190787875	0.624035865601	0.51169015511	0.593563572355	0.543559822921	0.640630256903	0.594501792626	0.551469531556	0.552050696708	0.559699088986	0.480954954756	0.570833244366	0.580134864072	0.607719398354	0.726293163117	0.537952507638	0.716347257842	0.653116803697	0.543328295999	0.516892436368	0.726782088089	0.512564725431	0.633177856427	0.497874053429	0.695416959321	0.56484781846	0.59762934111	0.546677045296	0.597237178565	0.560276583102	0.583140845341	0.731034888173	0.591385691215	0.493218106219	0.625857575505	0.609283521587	0.505710698232	0.564286565927	0.499813478737	0.536617707392	0.613218184447	0.60335952873	0.680258606378	0.570490603616	0.673851172643	0.596498929366	0.556424365574	0.560792903505	0.589224053919	0.556825053337	0.538313315108	0.445022937173	0.515626644049	0.528391171788	0.497998883193	0.495308838313	0.538269243182	0.585985892422	0.533472640129	0.497566094858	0.524513726527	0.504417974845	0.485245070097	0.502327013271	0.500815008865	0.579540252095	0.551704065838	0.491136714605	0.563593872479	0.509144878701	0.570927809947	0.532452418289	0.580515290104	0.494565530605	0.552943480427	0.459577333462	0.483904215352
CS.236	0.709050529908	0.663355643246	0.658149700027	0.700617456038	0.720213638588	0.692364716699	0.657047131932	0.658846170682	0.71885599733	0.687734524285	0.670408575607	0.642707711224	0.644270507782	0.653057113892	0.711227821402	0.660430382811	0.618165280388	0.615024304418	0.686459047938	0.631868599253	0.656428630015	0.633749077905	0.643624826534	0.656346428217	0.687164145162	0.673772322799	0.70396489381	0.649575747277	0.687885100643	0.695157518947	0.720606416614	0.58708327939	0.643015914916	0.656506725747	0.630821767852	0.695612850944	0	0.608768780582	0.645277265612	0.647980104185	0.697833156602	0.611278348595	0.639025250538	0.699705501156	0.623607453373	0.649329958272	0.690745458632	0.670038976209	0.664610101541	0.654724620059	0.639656001078	0.677243119256	0.671079577249	0.667640299913	0.645203113426	0.679777298141	0.640491492647	0.666017701358	0.680177088844	0.655553885137	0.692230801648	0.69617018976	0.687154654721	0.719278344549	0.675437608702	0.669607118101	0.677878781425	0.684025555934	0.689969745845	0.711298908549	0.69387116816	0.653580756399	0.707784137228	0.67145561144	0.682262873426	0.708785302567	0.694177697925	0.750593499653	0.701215477929	0.726108168853	0.724608971183	0.695649784228	0.744026116307	0.691264016914	0.743098557676	0.713839820222	0.686121402202	0.718639177434	0.658597693949	0.734688351722	0.703834570222	0.58950580228	0.685270186063	0.677324515182	0.738452174346	0.6874318974	0.721134265581	0.681069383459	0.641704017695	0.664042864909	0.689210778227	0.698415473817	0.634207785925	0.635627658566	0.639893617205	0.671962052406	0.666924975014	0.685419261651	0.660174682268	0.665998952364	0.709098999259	0.655974894728	0.648704892997	0.662312901441	0.682962244041	0.70271873383	0.625834536189	0.682452029449	0.651141996743	0.658685538645	0.638715037717	0.67547206228	0.719061696391	0.671175554193	0.645014939249	0.581866874234	0.585121529404	0.679890010623	0.627507558801	0.637622231109	0.659884034791	0.593547016318	0.668661411259	0.648818366769	0.644404105624	0.684389533247	0.637071305668	0.650920489478	0.662389345033	0.6799206684	0.640230550474	0.652217949218	0.684031876375	0.679376773704	0.7013286885	0.719379199355	0.718751677433	0.702478474116	0.714886546872	0.720344089142	0.721002066575	0.709307369169	0.698922273935	0.699792704779	0.717149569777	0.699093928922	0.670238774415	0.688118988138	0.703745382089	0.75572108026	0.742491668344	0.747544540665	0.73208911258	0.739990690001	0.691060377963	0.722522532001	0.689636422588	0.712755492725
CS.041	0.638433081308	0.64321252036	0.612992922025	0.6674995311	0.688003574134	0.671419355701	0.646952916119	0.638533562216	0.684532123568	0.666792671398	0.647059012151	0.594283866927	0.619985975007	0.635168402225	0.676382344598	0.634658206279	0.574128773898	0.579824048455	0.638196498928	0.603718943137	0.579237885779	0.569167592642	0.580110841162	0.609045754332	0.65929865178	0.617711158541	0.678705706299	0.624143923554	0.626732632927	0.657671159802	0.706364224622	0.521955719768	0.581881457388	0.638220654991	0.619172616312	0.596199889422	0.608768780582	0	0.605359350596	0.58001110795	0.645338186319	0.561872597642	0.599226164422	0.665747177533	0.619514429785	0.601314267677	0.678355143092	0.593718602722	0.613745431038	0.603990596792	0.60900501775	0.677588102435	0.625792626503	0.628044505139	0.608752806452	0.66179328362	0.601133643426	0.603293235785	0.615849662194	0.603044691221	0.622937504305	0.639210306729	0.646494131133	0.701348039261	0.652076292463	0.58461539311	0.597411926599	0.602246155445	0.641851008643	0.627560843759	0.658106048944	0.595933287705	0.666378104285	0.621794232292	0.640563143423	0.67888989674	0.624915150916	0.709892852785	0.668780913245	0.662231312345	0.686739719009	0.674376072528	0.714372536552	0.654665037789	0.715088646962	0.685156247412	0.670930811052	0.678629039463	0.654248021998	0.701816992981	0.663473409257	0.562754570555	0.66266264534	0.637106535563	0.702713766563	0.61775155275	0.672741354252	0.616999088479	0.593123932038	0.618838871234	0.67480094951	0.63741111212	0.598428396377	0.649599859789	0.57455849971	0.654919247015	0.593858302031	0.670431324698	0.634834554436	0.623056024561	0.657194061466	0.614625591151	0.605888936804	0.615530826895	0.58101743804	0.678836244842	0.600840488243	0.635465195265	0.575672015857	0.611119048575	0.607394388372	0.651187026157	0.698180342819	0.604448835678	0.570595446922	0.546385288337	0.570525047478	0.649466346531	0.519354458071	0.609000337228	0.585399340128	0.522271536782	0.616793695597	0.609034790506	0.633129679963	0.672798571039	0.584933261826	0.617618533822	0.578749034065	0.613356499374	0.583966888651	0.6077738079	0.616708215117	0.621288844374	0.627237881936	0.681564772195	0.650405818827	0.657365024192	0.627620636318	0.692707680854	0.67321024191	0.630461820086	0.650166468377	0.646518130396	0.621965249892	0.645576235397	0.639991681544	0.631431634839	0.637743221315	0.685407479275	0.692639838279	0.700621919729	0.706540521465	0.687582988523	0.654480825287	0.661510652036	0.637714140452	0.659847567304
