CS.357	CS.172	CS.007	CS.084	CS.244	L.005.M1	CS.043	CS.092	L.002.M1	CS.260	CS.021	CS.219	CS.037	CS.009	CS.086	CS.367	CS.117	CS.062	CS.171	CS.122	CS.076	CS.058	CS.077	CS.366	CS.155	CS.065	CS.301	CS.154	CS.073	CS.040	CS.224	CS.380	CS.041	CS.378	CS.232	CS.126	CS.236	CS.136	CS.125	CS.213	CS.205	CS.282	CS.302	CS.292	CS.375	CS.148	CS.181	CS.183	CS.129	CS.166	CS.256	CS.386	CS.147	CS.268	CS.254	CS.369	CS.323	CS.349	CS.385	CS.214	T.CS.072	T.CS.028	TFS.023	T.CS.004	T.CS.014	T.CS.085	T.CS.034	T.CS.029	T.CS.016	T.CS.058	T.CS.001	T.CS.076	T.CS.071	T.CS.089	T.CS.080	T.CS.125	T.CS.144	T.CS.132	T.CS.121	T.CS.097	T.CS.119	T.CS.118	T.CS.131	T.CS.180	T.CS.092	T.CS.129	T.CS.100	T.CS.110	T.CS.123	T.CS.153	CS.006	CS.103	CS.238	CS.242	CS.246	CS.082	CS.015	CS.356	CS.085	L.024.M1	CS.237	L.034.M1	CS.087	CS.241	CS.110	CS.191	CS.364	CS.308.0	CS.113	CS.338	CS.189	CS.151	CS.044	CS.330	CS.078	CS.212	CS.304	CS.228	CS.233	CS.187	CS.163	CS.331	CS.194	CS.152	CS.318	CS.223	CS.321	CS.320	CS.202	CS.361	CS.080	CS.339	CS.112	CS.319	CS.322	CS.326	CS.370	CS.253	CS.255	CS.390	CS.262	CS.270	CS.393	CS.145	TFS.020	T.CS.026	T.CS.055	T.CS.061	TFS.021	T.CS.008	TFS.025	TFS.027	T.CS.031	T.CS.043	TFS.022	T.CS.045	T.CS.036	T.CS.064	T.CS.066	T.CS.152	T.CS.158	T.CS.142	T.CS.109	T.CS.157	T.CS.095	T.CS.166	T.CS.151	T.CS.141
CS.301	0.586157631979	0.627952126383	0.576214612261	0.595314580587	0.712036086419	0.608924561251	0.573959620421	0.61371402321	0.626277223934	0.530641656249	0.535190153846	0.552901694282	0.631315950738	0.601952673615	0.633339480586	0.667069331711	0.633266624409	0.594861041071	0.628162724512	0.630920491266	0.621040491836	0.561525931326	0.583196753726	0.62058995922	0.4646106327	0.545479409943	0	0.736191641714	0.663743630795	0.646184499943	0.707219219386	0.501731413718	0.61808175745	0.699756235743	0.557998905664	0.502150138655	0.680108751697	0.58290018057	0.556660643877	0.595223382417	0.594443963602	0.566145276791	0.62557297045	0.560833462841	0.605096075051	0.644188126296	0.571344138455	0.640105782808	0.60377491155	0.579732484547	0.583393481467	0.687820902378	0.586613014816	0.623516022361	0.528203502067	0.688268233761	0.51093258292	0.538190868576	0.526674580743	0.60439138971	0.542384509756	0.535408175494	0.581503192757	0.524299015327	0.545057046995	0.570000123539	0.5654915943	0.594951390796	0.535834309487	0.606994098955	0.645811128884	0.484326810051	0.540595873582	0.522436877456	0.599880837993	0.5599243107	0.600814596234	0.586731868129	0.581860966752	0.581508244008	0.617731355496	0.477371078528	0.554503014826	0.597815106328	0.600883229805	0.584813337192	0.595849638191	0.597132097198	0.555484180271	0.594019361714	0.606663218359	0.607512122513	0.594645814197	0.547120878807	0.567190457233	0.58261197066	0.680718089792	0.682903116836	0.575618259495	0.659202706929	0.618224682974	0.616080329668	0.660918190094	0.619324276426	0.623505719988	0.567948315559	0.644804710103	0.639262831134	0.630944332156	0.540212274704	0.614966577898	0.523236703131	0.590200578887	0.570410392026	0.647742091555	0.637771642511	0.679930817877	0.620652249132	0.647031847481	0.533739900092	0.623291299641	0.491303333099	0.664791372623	0.504041078326	0.520456931775	0.561193536612	0.575526295719	0.517344975399	0.679928520316	0.6472422668	0.597084191168	0.628224589735	0.612927723032	0.51545521367	0.58452798939	0.556638041065	0.540330815867	0.709346631479	0.513491305122	0.56367834601	0.589695902504	0.583953888648	0.644409276581	0.519012618095	0.573223578768	0.658404599522	0.616545148376	0.557587826971	0.610653252852	0.570367422077	0.55945900938	0.559245753954	0.586485083879	0.577901909131	0.558151452219	0.577715162111	0.5993439319	0.562944544927	0.605868365677	0.558429835762	0.551536158913	0.659230724499	0.596674267372	0.639613492441	0.607376597318	0.544538476248	0.619959364685	0.666872406169
CS.154	0.761909136903	0.706164220759	0.755505003651	0.754981467959	0.743607189449	0.799315225555	0.690258570449	0.766495402295	0.684254889278	0.66787594738	0.665260682278	0.716036414067	0.666840388928	0.625857927573	0.767493666333	0.583589663118	0.696053777238	0.739759288738	0.703582413287	0.734231645647	0.640572729285	0.671938933703	0.733864558271	0.611738102981	0.745003727493	0.670179359693	0.736191641714	0	0.678489363286	0.728954067585	0.627088434404	0.771869414436	0.660981883291	0.645379495836	0.732551056197	0.726534240323	0.68538824336	0.656996091765	0.667332717949	0.611641408678	0.665616068083	0.673583763981	0.612643334094	0.672403042415	0.664981955982	0.654320005681	0.69740234103	0.620297101787	0.7204180314	0.70434818931	0.683232655893	0.649678089825	0.649739816121	0.698805335153	0.674841371203	0.645403042077	0.706405542619	0.71315402802	0.70452665	0.671959717131	0.757191604085	0.744310889806	0.752930682408	0.7152554143	0.736567739942	0.764273652711	0.759094368773	0.704626014717	0.700709072516	0.74990593314	0.633566841083	0.74607478682	0.771559936667	0.747982416712	0.667839286595	0.733716606295	0.781562104558	0.799693676551	0.775355198015	0.800441649856	0.788507415883	0.714611352057	0.787062338489	0.748018304052	0.785496018297	0.776731425897	0.781113405597	0.77131828213	0.741728600906	0.786489732487	0.736359631415	0.730854330184	0.744896386506	0.756653944193	0.745814145938	0.765155187021	0.757597749971	0.635912164054	0.741707246216	0.778766201505	0.656396419959	0.700751337807	0.705478776551	0.765650509795	0.656007940302	0.759130789924	0.603224736735	0.592438632602	0.725289310966	0.703149075356	0.654569975398	0.724573639723	0.710931856266	0.65932172701	0.712476417065	0.635846357155	0.686620205254	0.670093287297	0.732069560574	0.670456060279	0.652499583988	0.720877516144	0.640996618848	0.750296397571	0.652424175588	0.665041488131	0.747240320691	0.676528659566	0.714561485672	0.669103803784	0.666267053902	0.688581004855	0.602763348083	0.651900413171	0.641784681072	0.669520009591	0.678259326591	0.615933690032	0.709913715447	0.682582192564	0.651802170395	0.656147242509	0.706791065593	0.742186089646	0.791467617004	0.653361562508	0.737523586773	0.735839576376	0.73669325493	0.716164860568	0.708010075258	0.764196281772	0.746564515007	0.745692499276	0.793388928127	0.732156986357	0.753553530757	0.764052877897	0.784820912169	0.746365933399	0.776353570316	0.761676726006	0.80516935794	0.742024956857	0.80381468842	0.766656067464	0.776042262853	0.745853489836
CS.073	0.648315034317	0.557431790863	0.655085722067	0.59677007148	0.614588161757	0.675895389471	0.605621307005	0.61428925207	0.624199703776	0.642037130457	0.613607039996	0.58788328088	0.605451573623	0.624178078781	0.620794443815	0.682829181327	0.593690385901	0.580300773286	0.574781748901	0.549686519798	0.59491846854	0.58765592139	0.605506366672	0.685594291256	0.667985467223	0.633619708408	0.663743630795	0.678489363286	0	0.579426739969	0.713147578538	0.664308621651	0.603085430092	0.614394057039	0.622305722387	0.657367304979	0.609576186191	0.606402625761	0.683977809211	0.64005038426	0.71018982329	0.689223181195	0.685431495501	0.631358112029	0.631245949463	0.68892601642	0.671115268523	0.692599488219	0.629784589826	0.689100891522	0.692756921282	0.676793582821	0.651009729519	0.662628678406	0.671760059553	0.674291992569	0.681779618529	0.668720658825	0.665742549011	0.650440763118	0.66674596611	0.675574854376	0.665027325135	0.657409621308	0.633336975047	0.633512543567	0.641857736958	0.604633994561	0.647917813969	0.655135419088	0.677511779706	0.656690951271	0.686374849988	0.665105325628	0.641538362636	0.629316436474	0.67246225778	0.69942005213	0.680085292477	0.657010810175	0.660031034311	0.664939134285	0.672180655532	0.597915581366	0.66999642787	0.669847670657	0.6557599284	0.656953088301	0.63855932256	0.652150423957	0.57502478332	0.601159562952	0.597568230072	0.623449637651	0.635513675193	0.623086122957	0.620262672158	0.667711647267	0.591948581229	0.646695303507	0.599799051716	0.622599029133	0.581984522896	0.61384812436	0.611167246987	0.648753009537	0.654735770939	0.599306947071	0.592530026055	0.642883717531	0.654074098239	0.639718870056	0.591987645752	0.675380682949	0.62554657865	0.704982102199	0.6494472891	0.574647593634	0.590128863866	0.64856519744	0.595648209941	0.637670169068	0.745212646708	0.646546300609	0.664122231271	0.679018865269	0.598488399245	0.667241671555	0.658065667841	0.630415161954	0.561716424271	0.624209022992	0.567921857311	0.66823436773	0.69837806357	0.667607019905	0.679326725133	0.677475414215	0.667941487387	0.667483486141	0.647603388493	0.680530120726	0.658864516585	0.665383074195	0.671859296158	0.705546082176	0.644311530747	0.661318801602	0.629046300688	0.654186800772	0.668574754662	0.669453494999	0.626683918233	0.65002171051	0.681308195322	0.637730659829	0.602414744194	0.624503284702	0.661049457264	0.631218222577	0.654892774094	0.675435309798	0.67548315697	0.607790284703	0.677235365541	0.663082847709	0.669267121411	0.649078316748
CS.040	0.584089437899	0.557718309993	0.541861068312	0.57141463395	0.635888495599	0.617766318791	0.575623790459	0.572090985393	0.672731926759	0.649834337467	0.627391748006	0.558521796164	0.661673858188	0.656556655654	0.565415832432	0.727116806962	0.551106441181	0.527617589813	0.54580351999	0.513457249563	0.619907681093	0.592772529351	0.52420248135	0.736627662993	0.624654412436	0.596195019101	0.646184499943	0.728954067585	0.579426739969	0	0.756508863586	0.602933281729	0.624143923554	0.677652712571	0.564367049302	0.580966101017	0.649575747277	0.61266252069	0.691017654151	0.682071885322	0.729409757084	0.696018188445	0.724163005362	0.603699318201	0.61779012388	0.696388929712	0.673089168912	0.726193005176	0.636903156734	0.683494828284	0.690406155184	0.709016918126	0.662244623089	0.661007167809	0.668238023497	0.708573156847	0.666163485001	0.650620571318	0.657153166694	0.636437348267	0.56702224338	0.605667604234	0.63418450509	0.63721765655	0.614287244857	0.588102094467	0.598161777744	0.594807551128	0.596328869273	0.586294248102	0.722032120442	0.630447117722	0.599495976717	0.612043227888	0.639216909027	0.601916722475	0.57315981463	0.628062667144	0.584158471407	0.566892149161	0.600237372835	0.63244055563	0.588524575292	0.574578853805	0.615612237553	0.592210394876	0.600869736116	0.587844347903	0.601270772577	0.587507496638	0.560013953013	0.559736547948	0.55503676062	0.555725189289	0.567664390865	0.56625936549	0.588233026277	0.686326239255	0.574698848657	0.623825124674	0.648179666094	0.604278477089	0.570383673186	0.530278641734	0.647680272615	0.56263320743	0.718598934899	0.660651159325	0.534681142989	0.63970978899	0.682479989862	0.605415386373	0.538883263661	0.671497206279	0.612387639846	0.681546298895	0.678752366496	0.583232222402	0.567758577901	0.652040193338	0.617061643193	0.618895361224	0.76279202434	0.598311649186	0.690128889754	0.669103208884	0.574803208591	0.643982702358	0.648896609047	0.679128710401	0.578785195998	0.655429903996	0.617189058531	0.676075287194	0.712442717885	0.654566486039	0.660273476769	0.726770807954	0.659663335743	0.667330400362	0.680785110439	0.669137922055	0.67087758512	0.627121689663	0.586151875327	0.736387537947	0.620861137356	0.609905487484	0.625628831911	0.633388696321	0.626229709213	0.602407608937	0.586039744882	0.607170948394	0.593293439851	0.600981683501	0.587339859375	0.571659749917	0.597358695981	0.580057461811	0.59778754012	0.643723612868	0.598461153575	0.57494385	0.613765479881	0.620655190456	0.614555619477	0.615313623737
CS.224	0.73526244565	0.723646079202	0.741322953341	0.763697357741	0.772240088393	0.763750922127	0.694162157051	0.770399667719	0.681312303302	0.660942984601	0.672671517811	0.729581726163	0.71284078844	0.642796401354	0.76369204768	0.58747558569	0.723758407824	0.724917524687	0.721990742639	0.758725139084	0.647016666367	0.696473276015	0.73495583899	0.578012187692	0.712898408816	0.669811318435	0.707219219386	0.627088434404	0.713147578538	0.756508863586	0	0.735368172264	0.706364224622	0.643010901638	0.72352069749	0.713095141561	0.720606416614	0.689980687344	0.625553837121	0.618319945822	0.579395264151	0.621174658827	0.60736028735	0.690536607928	0.661303083911	0.606820246476	0.646441016666	0.618758549649	0.682117592216	0.659127316305	0.619532150696	0.587195940878	0.637367086596	0.690748197721	0.664688608091	0.661026182424	0.676101339965	0.684892934282	0.690920371217	0.64280315834	0.755654700988	0.720015346524	0.725691937126	0.712959093211	0.729429057664	0.745751260841	0.773273193773	0.714937433976	0.712200654898	0.731200604393	0.667335521972	0.727382509212	0.74793140248	0.713803852962	0.684212492526	0.705452804649	0.765479048186	0.779444084433	0.74977780786	0.78885143587	0.76632743559	0.703006233952	0.740567080829	0.760499964055	0.779178497278	0.763216065427	0.780552892153	0.758253036279	0.725613400344	0.758517601	0.721713764458	0.729104958783	0.707397314565	0.755119080333	0.732083897088	0.758992614812	0.756621347958	0.671113819034	0.749412057838	0.747854424525	0.621272735249	0.726567744248	0.710426757832	0.758455643178	0.650691098176	0.766027488832	0.623672167093	0.681250283053	0.739457204627	0.694331902842	0.671131294282	0.70900926691	0.728919779906	0.62981924014	0.714414279093	0.642862879742	0.6663969428	0.688631405484	0.735864833397	0.641433573876	0.666124364968	0.710292089637	0.576944841641	0.737415432909	0.620767676361	0.609967713298	0.733533236736	0.649397738489	0.692734048434	0.659432988997	0.666415230256	0.68136143269	0.682527847485	0.636700601089	0.606035645886	0.648461528025	0.683566171127	0.648255909349	0.66270322833	0.623313359694	0.653320271412	0.649328334164	0.693440955654	0.701975262436	0.782569612627	0.66233268889	0.735955329739	0.709014639772	0.710830730395	0.706861373072	0.693021069317	0.755787045486	0.73296485776	0.740495440691	0.77415938034	0.723628770729	0.745385720093	0.757265160945	0.765511926228	0.733945917797	0.74068392715	0.730353722531	0.780047215074	0.736422090129	0.776785138885	0.722184186904	0.742949155101	0.735598810251
CS.380	0.521280414668	0.610496698577	0.514745281083	0.572055118949	0.69780066151	0.535622026526	0.59134288251	0.578036983713	0.632347201719	0.59841714433	0.608564359007	0.588531080315	0.661246333348	0.652639667241	0.576354573881	0.725361353888	0.586630506447	0.53967933782	0.629814871408	0.591618746084	0.654288000976	0.589651648971	0.542710573146	0.685126436225	0.473677689423	0.563860873604	0.501731413718	0.771869414436	0.664308621651	0.602933281729	0.735368172264	0	0.645338186319	0.68864177977	0.574680653591	0.458232284469	0.697833156602	0.628661421361	0.60470766082	0.657939848759	0.642859469101	0.638486202017	0.68650756263	0.600672118167	0.585484510056	0.65470159722	0.58301376751	0.703215204467	0.595755747305	0.628816867673	0.623555280969	0.690731148987	0.632651911689	0.656908137403	0.600108389375	0.732394708254	0.571051144272	0.54640552672	0.593335542773	0.605753690794	0.484969889856	0.482645007266	0.529412861389	0.500026460669	0.530264563234	0.499738410688	0.489801719195	0.623618463813	0.512347414508	0.520407200624	0.694074699503	0.527832633336	0.461311040843	0.524887598467	0.543129119927	0.511247611187	0.52111911938	0.538931373717	0.521699383798	0.500905537574	0.596399209403	0.504501833034	0.484383127768	0.588296358491	0.558983358639	0.539185192206	0.547227525205	0.523355612714	0.522631257972	0.564779396822	0.563598625217	0.591458316626	0.58056782995	0.512135095227	0.51134595102	0.557018130811	0.617798014299	0.689749233768	0.564858684549	0.58346321789	0.65140750255	0.582090372337	0.629940823967	0.544644489164	0.656541238971	0.478366825159	0.683665876504	0.687401312348	0.558420511003	0.602155135224	0.638365506521	0.545281206232	0.522285794519	0.594369070344	0.578893924532	0.642723400379	0.68780734088	0.641005589996	0.638910898138	0.587692453879	0.658308705623	0.547168111547	0.726303939213	0.463253023987	0.603159342984	0.610889084433	0.523026884411	0.541575620912	0.627341296056	0.649779695906	0.586765633552	0.596395517932	0.642188461049	0.587438195641	0.648819477104	0.589187695188	0.573639616994	0.734456038434	0.553093760689	0.585795870227	0.604927633085	0.619631955826	0.653692030119	0.508882390126	0.470749128977	0.665888448033	0.555505904587	0.522956576619	0.525814281081	0.520021987083	0.5034390939	0.499738741928	0.540242043721	0.51358514462	0.483751958994	0.527805159494	0.586104465599	0.474730195394	0.528769181033	0.495496488331	0.478601043642	0.557847896683	0.521427369934	0.571381979737	0.551208341397	0.514654577232	0.51793518909	0.556264430069
CS.041	0.669822349915	0.594283866927	0.648220091819	0.589116664715	0.676026025416	0.692308028819	0.559246824153	0.64321252036	0.677281846309	0.568762011586	0.577495815264	0.585756591755	0.619985975007	0.595514291737	0.638026144543	0.657671159802	0.587416665912	0.59361934676	0.58707508686	0.628503071174	0.574128773898	0.548406630579	0.625284353695	0.638196498928	0.625268438465	0.580110841162	0.61808175745	0.660981883291	0.603085430092	0.624143923554	0.706364224622	0.645338186319	0	0.638220654991	0.581881457388	0.596199889422	0.608768780582	0.521955719768	0.58001110795	0.619514429785	0.665747177533	0.619172616312	0.648992369575	0.561872597642	0.605359350596	0.593718602722	0.603990596792	0.628044505139	0.613745431038	0.611348030752	0.618684957859	0.677588102435	0.598004296234	0.605064450454	0.591023174039	0.605841429958	0.608752806452	0.603293235785	0.60900501775	0.625792626503	0.621045187102	0.628576627918	0.6536159318	0.638448675458	0.621794232292	0.631246416293	0.64087588504	0.582808150832	0.620186691195	0.640563143423	0.62966440009	0.611946560812	0.638419033049	0.624260401577	0.641851008643	0.631285270943	0.690187024388	0.69472532864	0.65715456958	0.686739719009	0.686247609989	0.627717209893	0.674140689781	0.654248021998	0.683594233523	0.674942036059	0.678218457972	0.665618161108	0.654665037789	0.674585028941	0.61775155275	0.598428396377	0.642824442452	0.63741111212	0.637106535563	0.618838871234	0.66266264534	0.672741354252	0.593123932038	0.702713766563	0.562754570555	0.649599859789	0.616999088479	0.67480094951	0.57455849971	0.644080648742	0.634834554436	0.581114289451	0.623056024561	0.600840488243	0.635465195265	0.593858302031	0.605888936804	0.58897365736	0.640097229244	0.636604914865	0.623766645324	0.572119608545	0.611119048575	0.604005547741	0.570525047478	0.609000337228	0.662191380162	0.616110214667	0.607394388372	0.585399340128	0.649466346531	0.570595446922	0.651187026157	0.604448835678	0.519354458071	0.645553880494	0.522271536782	0.607680920997	0.616793695597	0.6077738079	0.583966888651	0.672798571039	0.621288844374	0.617618533822	0.613356499374	0.578749034065	0.584933261826	0.616708215117	0.67321024191	0.632310207852	0.631431634839	0.650166468377	0.657365024192	0.621965249892	0.637743221315	0.650405818827	0.630461820086	0.645576235397	0.681564772195	0.627237881936	0.639991681544	0.646518130396	0.692707680854	0.637714140452	0.659847567304	0.685407479275	0.706540521465	0.661510652036	0.700621919729	0.654480825287	0.692639838279	0.687582988523
CS.378	0.69242509816	0.617991478876	0.690087169011	0.672961459278	0.648783586055	0.708192684742	0.626122699477	0.676799218342	0.668649384503	0.632727743391	0.647843704744	0.642110034375	0.669173180076	0.613109928489	0.681239134827	0.611054121591	0.644938244284	0.64759393356	0.660843329627	0.639612181045	0.603759974047	0.617830208154	0.653245002782	0.629231269895	0.685493216822	0.648705734763	0.699756235743	0.645379495836	0.614394057039	0.677652712571	0.643010901638	0.68864177977	0.638220654991	0	0.649901265159	0.662741357554	0.656506725747	0.626516132753	0.614279151326	0.5914918817	0.634356453207	0.648580839035	0.63344394177	0.629828534639	0.611350610664	0.634111470816	0.635134960915	0.611905245732	0.642469314924	0.661415747549	0.624294471614	0.615123864711	0.607048047375	0.640698413223	0.638565050877	0.618795490006	0.651638624631	0.657767967742	0.661734183527	0.611210651875	0.681825058803	0.680402735273	0.670837662283	0.665546839046	0.67544983739	0.6749595864	0.683464975997	0.623545710761	0.65075131651	0.655384108188	0.636205491658	0.680786245708	0.718206018173	0.683887536649	0.642131649065	0.656278047775	0.710659356592	0.739222612	0.708051393461	0.709422013139	0.725814479291	0.672217456323	0.696349998719	0.660688960469	0.723307360285	0.711221768722	0.714517802293	0.707047133256	0.675221949306	0.696672999507	0.651962485447	0.644850302759	0.670714537062	0.667418755751	0.662219992538	0.670803511121	0.69912312318	0.646561001727	0.667474627777	0.681847729119	0.60265345383	0.663078617522	0.64785790325	0.705114222158	0.635822751993	0.68718342876	0.612167196431	0.619153679176	0.66563875273	0.636275670558	0.634723962825	0.659455855984	0.659397259889	0.619807361783	0.670438231979	0.644030261612	0.659978924838	0.622749439721	0.655686452975	0.61826109278	0.589537489956	0.650475135353	0.656431325666	0.678896000163	0.616230008739	0.629549520518	0.643486654301	0.620949225525	0.631785460831	0.613331990916	0.61091863452	0.618560314429	0.583448174296	0.63878953225	0.622961469496	0.609051332234	0.650667515088	0.511180193812	0.628781090926	0.636840500413	0.619752591543	0.621300259198	0.643984076462	0.67103232461	0.710897239102	0.660847537252	0.694981154016	0.688061389291	0.674798769864	0.673698410203	0.667279417054	0.702671971568	0.655883364406	0.683325401867	0.707741106323	0.675698106272	0.64504869069	0.684054719092	0.699367540171	0.664948491803	0.695801311311	0.694991866464	0.711517231602	0.666034351298	0.725185964899	0.685539564965	0.694781824144	0.675027226461
CS.232	0.562411440525	0.541456334083	0.542848365897	0.506160480301	0.635186776856	0.59519432061	0.537413975052	0.49515727799	0.660060469605	0.590410870465	0.610797576035	0.504795962751	0.648191639415	0.634918161888	0.526232234492	0.702721737015	0.525490750825	0.523233930186	0.554568074945	0.521035028836	0.568703316905	0.509656489087	0.56161011554	0.703353923425	0.554068477451	0.580109283975	0.557998905664	0.732551056197	0.622305722387	0.564367049302	0.72352069749	0.574680653591	0.581881457388	0.649901265159	0	0.518560978016	0.643015914916	0.507194667933	0.619193726865	0.644660067352	0.674268245314	0.632317360419	0.691525692572	0.46353620181	0.601287663724	0.619892525385	0.571305940509	0.67868692002	0.559150737885	0.608472178976	0.597439978301	0.683334088373	0.617103788518	0.600699779359	0.590784754742	0.656383692532	0.550079904992	0.561085319011	0.56973227786	0.601323200639	0.544036712787	0.586343891261	0.617432774736	0.580710409024	0.548652686546	0.565927524706	0.575553241908	0.525112656077	0.557266453087	0.571916895754	0.685438753592	0.555225801879	0.572137273184	0.584306835842	0.626741984901	0.558908963306	0.589354741657	0.559360343176	0.568342575785	0.583565607705	0.559025492128	0.577269655217	0.55688427336	0.564736163702	0.584327365591	0.543229492743	0.581364516589	0.538985074013	0.562083545656	0.49947391973	0.533356395516	0.497321363545	0.543392973099	0.532360095045	0.521258210533	0.470414494279	0.605971642246	0.668336268861	0.492216875338	0.629063951179	0.533609731545	0.603212624168	0.597868191615	0.517100637959	0.576547549132	0.545913440368	0.684199706537	0.625013327415	0.591435111875	0.562433871778	0.595758764234	0.54860980843	0.555420445352	0.612480636623	0.613293062065	0.649716338821	0.627387624472	0.552886397744	0.466943378104	0.567123142497	0.547164237833	0.530866423754	0.724333449168	0.514871867178	0.601669380598	0.584802239543	0.569558084957	0.555067241711	0.634657668838	0.643003821219	0.549015359309	0.641959304141	0.562722125921	0.618520257819	0.632526443548	0.58463791583	0.588393752175	0.675007964409	0.574606756187	0.574624149433	0.659888418954	0.584449945761	0.605993989678	0.56438302526	0.545784097942	0.703623644252	0.588586762687	0.601147101527	0.618854371098	0.644261935255	0.604484658005	0.590185869993	0.581461040516	0.575432190469	0.546441635433	0.597746946741	0.540741363303	0.560206804114	0.57055657336	0.541267428649	0.53907845103	0.639953201613	0.552961186384	0.587082113513	0.570492314016	0.538875653697	0.582992606466	0.631713222011
CS.126	0.500182727453	0.581237651854	0.501016001939	0.595129125479	0.69899188571	0.557980950747	0.553991775959	0.589857323688	0.624185181797	0.574418924756	0.571149258636	0.576580410319	0.653132313713	0.616946677379	0.583906224696	0.67462350171	0.585243594683	0.530055444907	0.602581326655	0.593405623307	0.622936176741	0.538841107201	0.537432424973	0.645932144789	0.49453401939	0.525766294368	0.502150138655	0.726534240323	0.657367304979	0.580966101017	0.713095141561	0.458232284469	0.596199889422	0.662741357554	0.518560978016	0	0.695612850944	0.57262501379	0.545790698674	0.616184067755	0.628550895092	0.58981461193	0.650770726708	0.55645259045	0.539055275194	0.618085651977	0.554247800749	0.660727288477	0.560786466984	0.594184299798	0.56491629721	0.66651615454	0.580386179182	0.623983178501	0.53228749643	0.679279627982	0.520021364912	0.527383212978	0.549090606434	0.534347284908	0.504001074381	0.483307131013	0.507539962271	0.464682979035	0.523764867324	0.488532540099	0.482320446236	0.576611609415	0.470142026501	0.528644794978	0.661083245947	0.520103627056	0.463295700811	0.523369487581	0.551425133929	0.482206901911	0.537143081562	0.536291057611	0.524718421619	0.558199978793	0.615177226398	0.48644020765	0.494633245388	0.578943936258	0.581982770988	0.526634561666	0.565633393362	0.543586990576	0.497677439109	0.563619659713	0.543559822921	0.570833244366	0.575365034883	0.480954954756	0.51169015511	0.552050696708	0.624035865601	0.640630256903	0.551469531556	0.593563572355	0.615190787875	0.580134864072	0.594501792626	0.559699088986	0.607719398354	0.475290633742	0.653116803697	0.646895017306	0.543328295999	0.56484781846	0.59762934111	0.537952507638	0.512564725431	0.542229347467	0.571370490195	0.567688684961	0.651568243604	0.615886697678	0.597237178565	0.525908593652	0.609283521587	0.499813478737	0.671321621697	0.429396577442	0.560276583102	0.536617707392	0.505710698232	0.493218106219	0.583140845341	0.591385691215	0.564286565927	0.584557029029	0.613218184447	0.556233224994	0.60335952873	0.538313315108	0.556825053337	0.673851172643	0.515626644049	0.556424365574	0.589224053919	0.560792903505	0.596498929366	0.445022937173	0.497566094858	0.650369835198	0.551704065838	0.504417974845	0.538269243182	0.502327013271	0.491136714605	0.495308838313	0.524513726527	0.500815008865	0.497998883193	0.528391171788	0.579540252095	0.485245070097	0.533472640129	0.459577333462	0.483904215352	0.563593872479	0.532452418289	0.552943480427	0.570927809947	0.494565530605	0.509144878701	0.580515290104
CS.236	0.709467358915	0.642707711224	0.695452690664	0.647880881614	0.715727968228	0.744792293265	0.642120672698	0.663355643246	0.663653035767	0.642787042628	0.642304140867	0.599137235861	0.644270507782	0.630286340639	0.664294053687	0.695157518947	0.652178831008	0.656597451848	0.620287958736	0.66050672726	0.618165280388	0.61440555696	0.654914756478	0.686459047938	0.664609553771	0.643624826534	0.680108751697	0.68538824336	0.609576186191	0.649575747277	0.720606416614	0.697833156602	0.608768780582	0.656506725747	0.643015914916	0.695612850944	0	0.58708327939	0.647980104185	0.623607453373	0.699705501156	0.630821767852	0.69780087107	0.611278348595	0.645277265612	0.670038976209	0.654724620059	0.667640299913	0.664610101541	0.671090560276	0.656246889406	0.677243119256	0.65332186354	0.61539522933	0.651295789287	0.643340187216	0.645203113426	0.666017701358	0.639656001078	0.671079577249	0.681754126928	0.709231114578	0.708832678809	0.705843006872	0.67145561144	0.678625276797	0.687538243648	0.613710085826	0.686636767822	0.682262873426	0.674891829634	0.675235563502	0.719197430773	0.683813919517	0.689969745845	0.719454526982	0.718882441013	0.739987082298	0.709888019955	0.724608971183	0.694941360275	0.696252575668	0.717965399716	0.658597693949	0.731089138294	0.718978771981	0.706040095585	0.704508683153	0.691264016914	0.704388746068	0.6874318974	0.634207785925	0.673680805373	0.698415473817	0.677324515182	0.664042864909	0.685270186063	0.721134265581	0.641704017695	0.738452174346	0.58950580228	0.635627658566	0.681069383459	0.689210778227	0.639893617205	0.706086244032	0.660174682268	0.635768994825	0.665998952364	0.625834536189	0.682452029449	0.666924975014	0.648704892997	0.669324022557	0.683616234622	0.735605559466	0.670044237586	0.594190525472	0.658685538645	0.643964644425	0.585121529404	0.637622231109	0.734205337118	0.674006925198	0.638715037717	0.659884034791	0.679890010623	0.645014939249	0.67547206228	0.671175554193	0.627507558801	0.681561047746	0.593547016318	0.646009901315	0.668661411259	0.652217949218	0.640230550474	0.684389533247	0.679376773704	0.650920489478	0.6799206684	0.662389345033	0.637071305668	0.684031876375	0.721002066575	0.718247892002	0.688118988138	0.698922273935	0.702478474116	0.717149569777	0.703745382089	0.718751677433	0.709307369169	0.699093928922	0.719379199355	0.7013286885	0.670238774415	0.699792704779	0.720344089142	0.689636422588	0.712755492725	0.75572108026	0.73208911258	0.722522532001	0.747544540665	0.691060377963	0.742491668344	0.739990690001
