CS.263	CS.043	CS.101	CS.017	CS.357	CS.244	CS.007	CS.199	L.012.M1	CS.104	CS.001	CS.257	L.022.M1	L.004.M1	L.001.M1	CS.060	CS.050	CS.161	CS.042	CS.373	CS.171	CS.056	CS.382	CS.230	CS.287	CS.065	CS.073	CS.301	CS.335	CS.365	CS.282	CS.213	CS.374	CS.128	CS.041	CS.205	CS.125	CS.224	CS.136	CS.375	CS.236	CS.302	CS.232	CS.376	CS.380	CS.166	CS.372	CS.147	CS.395	CS.256	CS.359	CS.386	CS.254	CS.369	CS.348	CS.129	CS.214	CS.148	CS.183	CS.349	T.CS.003	T.CS.007	T.CS.020	T.CS.022	T.CS.001	T.CS.058	TFS.023	T.CS.080	T.CS.023	T.CS.012	T.CS.059	T.CS.040	T.CS.034	T.CS.082	T.CS.057	T.CS.131	T.CS.114	T.CS.147	T.CS.180	T.CS.098	T.CS.130	T.CS.102	T.CS.123	T.CS.167	T.CS.134	T.CS.100	T.CS.129	T.CS.119	T.CS.118	T.CS.091	CS.110	CS.088	CS.085	CS.087	CS.237	L.034.M1	CS.103	CS.006	CS.356	CS.241	CS.242	CS.246	CS.015	CS.238	L.024.M1	CS.228	CS.164	CS.336	CS.165	CS.212	CS.308.0	CS.363	CS.330	CS.150	CS.274	CS.189	CS.311	CS.187	CS.325	CS.364	CS.158	CS.343	CS.163	CS.202	CS.112	CS.321	CS.227	CS.318	CS.319	CS.152	CS.339	CS.320	CS.080	CS.285	CS.223	CS.255	CS.326	CS.270	CS.390	CS.393	CS.262	CS.370	CS.253	CS.145	TFS.021	T.CS.066	T.CS.064	T.CS.045	TFS.027	T.CS.061	T.CS.036	T.CS.031	TFS.022	T.CS.008	T.CS.026	TFS.025	TFS.020	T.CS.043	T.CS.049	T.CS.166	T.CS.157	T.CS.152	T.CS.142	T.CS.095	T.CS.109	T.CS.141	T.CS.158	T.CS.151
CS.041	0.638526783832	0.559246824153	0.669028435861	0.638533562216	0.669822349915	0.676026025416	0.648220091819	0.597177208217	0.669456719364	0.607712261333	0.648006178704	0.635337991789	0.684532123568	0.703971019308	0.60688189381	0.593910836617	0.608444310221	0.58822832581	0.584835367763	0.577679549805	0.58707508686	0.579121073558	0.626732632927	0.594715793137	0.61294236171	0.580110841162	0.603085430092	0.61808175745	0.672929956953	0.631159216721	0.619172616312	0.619514429785	0.620893417434	0.603553875829	0	0.665747177533	0.58001110795	0.706364224622	0.521955719768	0.605359350596	0.608768780582	0.648992369575	0.581881457388	0.599226164422	0.645338186319	0.611348030752	0.589116644994	0.598004296234	0.601133643426	0.618684957859	0.678355143092	0.677588102435	0.591023174039	0.605841429958	0.603044691221	0.613745431038	0.625792626503	0.593718602722	0.628044505139	0.603293235785	0.681550521388	0.6356219955	0.701348039261	0.629455945507	0.62966440009	0.640563143423	0.6536159318	0.641851008643	0.687217213047	0.676986223337	0.626508275694	0.646494131133	0.64087588504	0.652076292463	0.627163930806	0.674140689781	0.668780913245	0.714372536552	0.654248021998	0.672460779023	0.67041072724	0.715088646962	0.654665037789	0.685156247412	0.656923171807	0.678218457972	0.674942036059	0.686247609989	0.627717209893	0.709892852785	0.57455849971	0.663473409257	0.593123932038	0.616999088479	0.562754570555	0.649599859789	0.598428396377	0.61775155275	0.672741354252	0.67480094951	0.63741111212	0.637106535563	0.66266264534	0.642824442452	0.702713766563	0.572119608545	0.614625591151	0.58101743804	0.598475578565	0.636604914865	0.581114289451	0.575672015857	0.58897365736	0.586761290325	0.637060127556	0.635465195265	0.593124453381	0.604005547741	0.687706335482	0.634834554436	0.546385288337	0.633129679963	0.570525047478	0.651187026157	0.522271536782	0.649466346531	0.698180342819	0.607394388372	0.607680920997	0.616110214667	0.645553880494	0.570595446922	0.519354458071	0.609034790506	0.585399340128	0.621288844374	0.6077738079	0.578749034065	0.617618533822	0.584933261826	0.613356499374	0.583966888651	0.672798571039	0.616708215117	0.657365024192	0.692707680854	0.646518130396	0.627237881936	0.650405818827	0.650166468377	0.639991681544	0.630461820086	0.681564772195	0.621965249892	0.632310207852	0.637743221315	0.67321024191	0.645576235397	0.627620636318	0.654480825287	0.661510652036	0.637714140452	0.685407479275	0.700621919729	0.706540521465	0.687582988523	0.659847567304	0.692639838279
CS.205	0.67091315383	0.649485133895	0.729099038913	0.706554622154	0.671592306435	0.781858657961	0.684155510239	0.68486160329	0.715071532924	0.662737856514	0.720868313458	0.706015462615	0.748240360492	0.703017860617	0.727744139296	0.658971842097	0.709691466233	0.577815403871	0.661155987523	0.560312592306	0.706029742644	0.617730060889	0.579626383793	0.615503325472	0.59845373714	0.607317299707	0.71018982329	0.594443963602	0.565288646662	0.645036900279	0.523298972232	0.543388014563	0.559066578851	0.600983627204	0.665747177533	0	0.512243308606	0.579395264151	0.610503083907	0.590948393799	0.699705501156	0.584706201822	0.674268245314	0.543462679948	0.642859469101	0.605172611144	0.583188711583	0.528469150911	0.638565133657	0.546723656898	0.585566959666	0.61442279234	0.582192972507	0.626278784381	0.646658446815	0.630350209605	0.578185145775	0.589159732981	0.591258773491	0.598581825474	0.688211849954	0.584433150637	0.749345708808	0.641668540975	0.579845343049	0.664944642541	0.648785547939	0.626122543426	0.71968605296	0.633967798749	0.731442323696	0.687566464066	0.696862060115	0.678269174589	0.626551324701	0.67424056044	0.736007044345	0.726210207023	0.722722470321	0.722312534387	0.671959817964	0.718126214694	0.634325000082	0.695481340326	0.68267114549	0.735362815251	0.693919929405	0.743904563561	0.591051852355	0.723705641127	0.623370114274	0.686882474082	0.701813797554	0.689572844122	0.617120467228	0.641731283791	0.679975549346	0.668878410664	0.622337549079	0.712103837966	0.685778643075	0.655324317956	0.739698130858	0.681128908936	0.714107515548	0.668393950832	0.72437404525	0.624582111947	0.638145944688	0.59595770113	0.665858790734	0.550205732556	0.536639431001	0.635822384446	0.518836801424	0.619279282829	0.665878997208	0.536967700344	0.598510671018	0.554817972209	0.631488596466	0.517393129484	0.638072943171	0.664727299884	0.630305417872	0.666798634374	0.596728787082	0.488963710088	0.532529397739	0.646552285945	0.611747500548	0.573926626493	0.652316304351	0.570753021918	0.551733487482	0.583800090098	0.577714192053	0.573930889421	0.585367315984	0.667782941991	0.604831565215	0.598910777087	0.605419171078	0.608411231535	0.66810667145	0.717920826878	0.672956164083	0.675327529858	0.670768641962	0.624474041156	0.715262898703	0.663276839507	0.711748798252	0.616164894054	0.622977392142	0.59678274544	0.702385164949	0.674539607268	0.568698592535	0.67185356603	0.703473977394	0.664473484453	0.683326874632	0.730440845146	0.711993039235	0.699527870899	0.672268845771	0.678068647796
CS.125	0.624679585992	0.604635058214	0.714385370652	0.697719758912	0.634496135053	0.738808595499	0.625691803084	0.639988632638	0.672771753537	0.614296060449	0.674030764903	0.66597921277	0.690580701214	0.685730206942	0.674023452252	0.611755962463	0.681457652211	0.531019220614	0.613063794953	0.496970475596	0.674187457836	0.585349124471	0.53366096451	0.540868859867	0.553927785118	0.541926152755	0.683977809211	0.556660643877	0.598099481637	0.613629164812	0.480710552285	0.535376679329	0.537983379342	0.514613082084	0.58001110795	0.512243308606	0	0.625553837121	0.560640953503	0.553239488034	0.647980104185	0.56225060856	0.619193726865	0.481226515523	0.60470766082	0.559767759655	0.49709921419	0.480804526923	0.582942890373	0.501264324366	0.545144058493	0.582539859757	0.482853098764	0.595887364137	0.557840130136	0.58837707282	0.551430151619	0.562932869782	0.566036622524	0.541710097131	0.666985381404	0.539787562103	0.700983848144	0.601035269264	0.551322640328	0.605589397778	0.599429032733	0.586783959082	0.690462760927	0.637386611617	0.678809560132	0.655152730492	0.620571171539	0.6416070012	0.585868360777	0.618813357661	0.681752537781	0.686508937982	0.651251552107	0.684050848296	0.614315558583	0.669286774112	0.608720135908	0.642796661662	0.632258078015	0.69236688865	0.648715344594	0.684210830964	0.527050653253	0.680630206366	0.605529145214	0.686756594805	0.645624403038	0.637977589019	0.590004212973	0.605611658364	0.645579229177	0.626284627999	0.619183804733	0.686050848466	0.620265452101	0.595776240129	0.706726057736	0.647272918358	0.666811211022	0.638545288126	0.69827820425	0.550501029882	0.586286357844	0.568346604187	0.604561607703	0.507100792131	0.491788355463	0.575889436324	0.525465466997	0.578905720644	0.623979869504	0.470528456343	0.639360118396	0.557541417542	0.594521078065	0.507250710087	0.592245890882	0.629955988092	0.589463221021	0.626694323907	0.656287035296	0.484210757331	0.480528869595	0.573301710483	0.579454384232	0.483239488178	0.59674567588	0.567358022807	0.466959863723	0.530768442891	0.479541553959	0.511365003599	0.528384055961	0.607107783433	0.556041014662	0.524145759981	0.591854153281	0.534400521629	0.652947276198	0.669888857093	0.633147525914	0.639382617196	0.629659584155	0.595647678093	0.649350008573	0.630021379171	0.662031324512	0.590255116188	0.590018516385	0.561347149103	0.651239325303	0.644043084877	0.563548741085	0.596173311138	0.66437528335	0.615399426534	0.651722558928	0.696327388725	0.660105778302	0.662745226126	0.623048811231	0.645534377275
CS.224	0.745907321067	0.694162157051	0.785651514839	0.747324431172	0.73526244565	0.772240088393	0.741322953341	0.706760278706	0.756203149985	0.729451726192	0.781933689226	0.724118154691	0.78102147042	0.758063232117	0.775295119672	0.686624282033	0.695304986834	0.635973163467	0.68369189736	0.687667083607	0.721990742639	0.683459947759	0.701379273178	0.638647187781	0.662054283607	0.669811318435	0.713147578538	0.707219219386	0.613327469163	0.721121212034	0.621174658827	0.618319945822	0.624012694137	0.685451178809	0.706364224622	0.579395264151	0.625553837121	0	0.689980687344	0.661303083911	0.720606416614	0.60736028735	0.72352069749	0.623918310103	0.735368172264	0.659127316305	0.661462696934	0.637367086596	0.691279776903	0.619532150696	0.595986127376	0.587195940878	0.664688608091	0.661026182424	0.715155645704	0.682117592216	0.64280315834	0.606820246476	0.618758549649	0.684892934282	0.756221915208	0.658905718657	0.767822318949	0.731032595783	0.667335521972	0.731200604393	0.725691937126	0.684212492526	0.723699998671	0.662933359291	0.752865365514	0.744695713465	0.773273193773	0.744031591153	0.629125635432	0.740567080829	0.772994758269	0.794907538927	0.760499964055	0.7739015687	0.747578544288	0.757429468741	0.725613400344	0.754713907108	0.747913096764	0.780552892153	0.763216065427	0.76632743559	0.703006233952	0.776335012062	0.650691098176	0.735115573726	0.749412057838	0.710426757832	0.621272735249	0.726567744248	0.729104958783	0.721713764458	0.671113819034	0.758455643178	0.755119080333	0.732083897088	0.756621347958	0.707397314565	0.747854424525	0.688631405484	0.678502711974	0.693429485432	0.656922927491	0.642862879742	0.681250283053	0.641703011226	0.62981924014	0.66082938566	0.605109875032	0.671131294282	0.722548463518	0.641433573876	0.576143794819	0.623672167093	0.670966060946	0.555298489428	0.666124364968	0.692734048434	0.682527847485	0.733533236736	0.576155658621	0.620767676361	0.636700601089	0.737415432909	0.68136143269	0.649397738489	0.666415230256	0.60979418928	0.609967713298	0.66270322833	0.648461528025	0.649328334164	0.623313359694	0.693440955654	0.653320271412	0.683566171127	0.648255909349	0.701975262436	0.710830730395	0.765511926228	0.757265160945	0.723628770729	0.755787045486	0.709014639772	0.745385720093	0.73296485776	0.77415938034	0.706861373072	0.66233268889	0.693021069317	0.782569612627	0.740495440691	0.640452258841	0.722184186904	0.736422090129	0.733945917797	0.730353722531	0.776785138885	0.780047215074	0.735598810251	0.74068392715	0.742949155101
CS.136	0.587872987424	0.562038652241	0.638520945649	0.626154189295	0.63181466994	0.663828655128	0.60652465219	0.548026383757	0.647370139801	0.546277378539	0.60570911331	0.609989367879	0.648641747406	0.670903107513	0.60560327603	0.558403951608	0.605179284414	0.516953955343	0.578890207979	0.54241001328	0.572968416316	0.563441458125	0.605195616082	0.582523764153	0.550234778003	0.571288610454	0.606402625761	0.58290018057	0.660405328063	0.590616796909	0.571965792018	0.572938520851	0.573437206374	0.557311963128	0.521955719768	0.610503083907	0.560640953503	0.689980687344	0	0.565400595896	0.58708327939	0.630298473582	0.507194667933	0.555571850293	0.628661421361	0.584969019676	0.570089403649	0.563600094838	0.558185043407	0.572940959002	0.655794664639	0.6600464945	0.569933587274	0.59681921216	0.580313141888	0.585640880141	0.567382175378	0.592085585589	0.612961871298	0.564050367011	0.641238100397	0.591470564422	0.663794170762	0.593350058041	0.616222957785	0.614022180408	0.620216536019	0.61848533194	0.705730590691	0.662331195151	0.614197607564	0.614236621254	0.622525443938	0.628273254209	0.648638359816	0.648805566366	0.63950146647	0.672635940595	0.626932988553	0.645797004465	0.63491478068	0.687600231817	0.617317354609	0.644823935396	0.631140597486	0.654146833415	0.64193837017	0.659409050303	0.589947696256	0.671858897394	0.552692623271	0.653466017512	0.548744127779	0.59537892913	0.521341002975	0.617508006549	0.567237858169	0.570763700771	0.663624897769	0.657476488346	0.607632868862	0.600626040197	0.662766056719	0.596155055685	0.666964326214	0.53206855853	0.598369166904	0.55329261667	0.599637891165	0.609513672581	0.551270382295	0.525913351688	0.571931759583	0.53659282847	0.601757588437	0.588441415862	0.5679940898	0.550077987223	0.700619605552	0.607327660512	0.533538777731	0.590549458364	0.491538272483	0.63522076944	0.479463896812	0.622672532184	0.685345321599	0.538739572018	0.541853940003	0.566950364357	0.606997584566	0.531461808393	0.5245003337	0.578307623964	0.537717782775	0.566880008733	0.566630269217	0.543567752205	0.567639609512	0.589209244262	0.620695945012	0.575824701674	0.636080106271	0.569221803178	0.628779967913	0.652144960285	0.621150988828	0.617517460764	0.628867813785	0.606699391963	0.607232738005	0.615591315968	0.642960925131	0.638813943981	0.662219063443	0.597726893226	0.630634935643	0.617721549504	0.608459710618	0.606519449858	0.642505302596	0.609474144617	0.668564657823	0.665175484608	0.658514815083	0.679238434093	0.634689913165	0.657972974293
CS.375	0.563438372903	0.587734119702	0.652486169432	0.629816947481	0.591302416901	0.694202310372	0.588339421429	0.58593048548	0.647230063727	0.565062115136	0.677881237474	0.629748446717	0.688172906775	0.638507791875	0.639977047506	0.581630319649	0.632984691276	0.574411826705	0.543017379146	0.566689402682	0.627540934888	0.600218582033	0.5256247465	0.60145248238	0.592598899708	0.546825701825	0.631245949463	0.605096075051	0.632483828009	0.569764310464	0.575724851908	0.578695061451	0.553424926435	0.543704505615	0.605359350596	0.590948393799	0.553239488034	0.661303083911	0.565400595896	0	0.645277265612	0.609879796036	0.601287663724	0.542375451794	0.585484510056	0.613206436576	0.580148427837	0.559798016002	0.580881595719	0.588722371339	0.648291927414	0.626367339294	0.564666180182	0.650659132788	0.611770889177	0.576887938453	0.506653209633	0.620883177242	0.612578362002	0.576949281329	0.597164947693	0.582798437448	0.671419706262	0.548563552503	0.628373164501	0.572535902239	0.522411212059	0.555390815458	0.65148143775	0.5670656085	0.642237769717	0.597707172215	0.559172471368	0.576473225749	0.60506941907	0.606622849873	0.66852273134	0.675563387218	0.621969579325	0.654064492365	0.59651577177	0.651750005601	0.554647058891	0.614433150802	0.608934528772	0.673457852618	0.64921774535	0.689681074632	0.599786775056	0.658549769595	0.604818232659	0.631769319607	0.622706199944	0.594249217049	0.577805187579	0.608003040055	0.617498907712	0.58521731296	0.58932123333	0.650305449928	0.558019005349	0.578646997414	0.661787013019	0.62025015189	0.628475841521	0.597043721875	0.679785119334	0.544802360076	0.565282605777	0.565845536269	0.60352918281	0.572072614706	0.542337318958	0.582205642085	0.516263908336	0.603154365178	0.575840537226	0.550992544885	0.669021280162	0.607283158611	0.58930392303	0.538961593012	0.58861685022	0.546807631242	0.583203573717	0.568276590564	0.654566758408	0.574777686571	0.558872824952	0.556646683438	0.542272474317	0.555585527619	0.586209600685	0.624526930683	0.555169446541	0.567773467392	0.563484075258	0.576474639288	0.575827344923	0.584231391469	0.578950686924	0.581225320959	0.638312183684	0.535919778381	0.586613239642	0.631990888267	0.586632471504	0.579586365911	0.598147892099	0.542086088196	0.636698765993	0.557053612067	0.628097131269	0.555931211427	0.641095529343	0.540867179242	0.632105757091	0.572378356867	0.591745972304	0.573853682771	0.607280744048	0.590669338846	0.621957587728	0.664691178432	0.649789604126	0.613556642915	0.594850832552	0.629820646246
CS.236	0.661609748401	0.642120672698	0.697160563556	0.658846170682	0.709467358915	0.715727968228	0.695452690664	0.62449768669	0.71642804466	0.619315323724	0.65908129977	0.667032001088	0.71885599733	0.745364008902	0.648849286425	0.65060601746	0.643446933763	0.597924322948	0.642630166411	0.645038529659	0.620287958736	0.627892342935	0.687885100643	0.660855585718	0.652147755782	0.643624826534	0.609576186191	0.680108751697	0.736532214045	0.66510506015	0.630821767852	0.623607453373	0.629039892232	0.631278775808	0.608768780582	0.699705501156	0.647980104185	0.720606416614	0.58708327939	0.645277265612	0	0.69780087107	0.643015914916	0.639025250538	0.697833156602	0.671090560276	0.629298614597	0.65332186354	0.640491492647	0.656246889406	0.690745458632	0.677243119256	0.651295789287	0.643340187216	0.655553885137	0.664610101541	0.671079577249	0.670038976209	0.667640299913	0.666017701358	0.727564426231	0.711942053602	0.719278344549	0.678546199633	0.674891829634	0.682262873426	0.708832678809	0.689969745845	0.759088519973	0.743918581615	0.647841938049	0.687154654721	0.687538243648	0.675437608702	0.688918585559	0.717965399716	0.701215477929	0.744026116307	0.658597693949	0.728184096583	0.702728554759	0.743098557676	0.691264016914	0.713839820222	0.699174648612	0.706040095585	0.718978771981	0.694941360275	0.696252575668	0.750593499653	0.639893617205	0.703834570222	0.641704017695	0.681069383459	0.58950580228	0.635627658566	0.634207785925	0.6874318974	0.721134265581	0.689210778227	0.698415473817	0.677324515182	0.685270186063	0.673680805373	0.738452174346	0.594190525472	0.655974894728	0.682962244041	0.689424046652	0.735605559466	0.635768994825	0.651141996743	0.669324022557	0.651943197265	0.717967123295	0.682452029449	0.661258864402	0.643964644425	0.738197307306	0.660174682268	0.581866874234	0.644404105624	0.585121529404	0.67547206228	0.593547016318	0.679890010623	0.719061696391	0.638715037717	0.646009901315	0.674006925198	0.681561047746	0.645014939249	0.627507558801	0.648818366769	0.659884034791	0.679376773704	0.652217949218	0.662389345033	0.650920489478	0.637071305668	0.6799206684	0.640230550474	0.684389533247	0.684031876375	0.702478474116	0.720344089142	0.699792704779	0.7013286885	0.718751677433	0.698922273935	0.670238774415	0.709307369169	0.719379199355	0.717149569777	0.718247892002	0.703745382089	0.721002066575	0.699093928922	0.714886546872	0.691060377963	0.722522532001	0.689636422588	0.75572108026	0.747544540665	0.73208911258	0.739990690001	0.712755492725	0.742491668344
CS.302	0.723217358117	0.661008719449	0.762619452482	0.722477341979	0.686802468271	0.769219025338	0.721672300385	0.684579308071	0.730883906043	0.690383114291	0.751380382352	0.721614533808	0.760291198629	0.743324787793	0.740557986723	0.65318671595	0.680637712311	0.578726599809	0.627533805549	0.610417324258	0.711390006576	0.636337809887	0.635885016112	0.565426555817	0.642550927406	0.614312779087	0.685431495501	0.62557297045	0.60451172402	0.677098046351	0.594194008325	0.580427020277	0.599297026999	0.665886393882	0.648992369575	0.584706201822	0.56225060856	0.60736028735	0.630298473582	0.609879796036	0.69780087107	0	0.691525692572	0.582128866663	0.68650756263	0.649055062402	0.620900344835	0.583494043193	0.668443193061	0.633387847725	0.590842142808	0.642888753144	0.619699189448	0.630097853748	0.66243410154	0.682610993412	0.605600213306	0.658412389417	0.630080825607	0.660601599926	0.702574889394	0.566362290871	0.742689018911	0.683392833214	0.646495503928	0.721843982317	0.655143067163	0.642158300932	0.617784082399	0.648029625325	0.740434865253	0.705433378242	0.693183125935	0.713332174795	0.585861895529	0.722953417284	0.75116310027	0.760822002568	0.723245950758	0.743114847261	0.722159821464	0.746190464362	0.682955531384	0.713482389961	0.689360725811	0.74623266286	0.731062886899	0.758437880847	0.635833032453	0.753799492961	0.638148875452	0.704471703115	0.715327021046	0.666883248589	0.613614255574	0.715150469358	0.693951024126	0.678270762194	0.593518290961	0.747129954757	0.697152709101	0.69432900757	0.755930016965	0.70478737705	0.727419756573	0.668208205001	0.678924047862	0.633652053237	0.590875180421	0.562687625067	0.604131784036	0.600428176006	0.595429101978	0.655373541558	0.550120361773	0.60528818782	0.702368263986	0.616617258273	0.665192112074	0.567775229317	0.641738688481	0.589905751887	0.627054541431	0.623571219617	0.62868295802	0.704763016223	0.621165757808	0.582544067095	0.57536322616	0.696092250407	0.596329134478	0.609845481331	0.650894127814	0.57782264925	0.604838287235	0.648381073294	0.624573274502	0.617984222298	0.635983287617	0.683245408337	0.594616940778	0.659840410044	0.615200676259	0.671897441319	0.692870740742	0.735669114305	0.710780234667	0.66393059478	0.702215949542	0.652813342283	0.71609836957	0.69423634677	0.737674874869	0.629721980459	0.574252020008	0.611965814648	0.733435376521	0.681495417226	0.598800910907	0.703121228516	0.698235226129	0.670474985291	0.70387647265	0.758695164856	0.75862070849	0.724232510874	0.715248805754	0.728269275205
CS.232	0.53444520069	0.537413975052	0.543968919264	0.601261327705	0.562411440525	0.635186776856	0.542848365897	0.584580695728	0.604515817185	0.540166800314	0.508482965645	0.597625536921	0.554591784444	0.564201773036	0.544775225116	0.545910495744	0.61424135592	0.613123987482	0.598473320863	0.559560650909	0.554568074945	0.611418639619	0.599283971809	0.663847138238	0.567397502809	0.580109283975	0.622305722387	0.557998905664	0.725178615099	0.553442611655	0.632317360419	0.644660067352	0.618801210315	0.55665271544	0.581881457388	0.674268245314	0.619193726865	0.72352069749	0.507194667933	0.601287663724	0.643015914916	0.691525692572	0	0.613648675992	0.574680653591	0.608472178976	0.583664019298	0.617103788518	0.570923874149	0.597439978301	0.684949538619	0.683334088373	0.590784754742	0.656383692532	0.56117935961	0.559150737885	0.601323200639	0.619892525385	0.67868692002	0.561085319011	0.577674200556	0.631058091276	0.562982053694	0.587007502911	0.685438753592	0.571916895754	0.617432774736	0.626741984901	0.723931692034	0.668270730323	0.580569944718	0.541261134074	0.575553241908	0.571186104028	0.685043985987	0.55688427336	0.565043887132	0.567881963433	0.564736163702	0.542536823112	0.550922138754	0.592650507487	0.562083545656	0.57088125064	0.570598230272	0.581364516589	0.543229492743	0.559025492128	0.577269655217	0.560401842302	0.576547549132	0.678548504512	0.492216875338	0.597868191615	0.533609731545	0.603212624168	0.497321363545	0.533356395516	0.668336268861	0.517100637959	0.532360095045	0.521258210533	0.605971642246	0.543392973099	0.629063951179	0.552886397744	0.654979535138	0.562973560402	0.666420445631	0.649716338821	0.625013327415	0.590549153135	0.612480636623	0.505244315414	0.653994169653	0.595758764234	0.590214235864	0.567123142497	0.740640147362	0.684199706537	0.570960990965	0.626202825007	0.547164237833	0.634657668838	0.562722125921	0.569558084957	0.746091958688	0.601669380598	0.618520257819	0.514871867178	0.641959304141	0.555067241711	0.549015359309	0.659671890571	0.584802239543	0.574606756187	0.58463791583	0.584449945761	0.574624149433	0.605993989678	0.659888418954	0.588393752175	0.675007964409	0.56438302526	0.618854371098	0.57055657336	0.560206804114	0.597746946741	0.590185869993	0.601147101527	0.540741363303	0.581461040516	0.546441635433	0.644261935255	0.703623644252	0.604484658005	0.545784097942	0.575432190469	0.63129272381	0.538875653697	0.587082113513	0.541267428649	0.639953201613	0.570492314016	0.552961186384	0.631713222011	0.53907845103	0.582992606466
CS.376	0.653532894964	0.583858847292	0.697425432545	0.678211234635	0.641273442965	0.730426513043	0.640608598568	0.603099621673	0.657953432205	0.604793507429	0.681829427634	0.661523354279	0.700829529742	0.689321270151	0.670727978769	0.596249466487	0.678580775223	0.520531465483	0.579514996647	0.534818098148	0.655943216744	0.557017688514	0.562980367331	0.55366374254	0.533217257688	0.566670877446	0.654826474834	0.561900819041	0.600392235151	0.64061489568	0.519002151678	0.50392704903	0.518802998396	0.546117187558	0.599226164422	0.543462679948	0.481226515523	0.623918310103	0.555571850293	0.542375451794	0.639025250538	0.582128866663	0.613648675992	0	0.61313647718	0.574632578737	0.499226032499	0.473771774746	0.585255203686	0.537631198048	0.585235149916	0.608893772806	0.512665318812	0.583191203692	0.569916846269	0.586733567552	0.563115906541	0.571739003243	0.548175079804	0.544363629892	0.655396639036	0.577249298091	0.699296710771	0.611024399139	0.576291688048	0.61936582078	0.603910731606	0.578413078619	0.688537696208	0.659907964434	0.681536462176	0.641141021668	0.650795179968	0.640426174589	0.581307926112	0.647443687943	0.68584091394	0.699938790183	0.674455132722	0.700290708767	0.637917941666	0.687053509342	0.594332032855	0.65018173423	0.653761865639	0.697783100457	0.657379146532	0.688065197862	0.53560738665	0.686613760755	0.603185399006	0.67073585828	0.647831730152	0.621439091513	0.592645973556	0.624467535754	0.632231703167	0.629743842688	0.620667069642	0.679263436708	0.630290771033	0.632717093659	0.697109494702	0.633541336762	0.683449572889	0.630549401057	0.684359718375	0.547991588063	0.575434445897	0.5685434233	0.577613485607	0.477571767701	0.531521113682	0.574330237014	0.545939880214	0.592951095734	0.632569334778	0.513370296682	0.662613567945	0.573466363973	0.571022453657	0.502693152609	0.580676253435	0.619736600328	0.56858087459	0.635791527404	0.63039015962	0.487000541547	0.473592180107	0.596128255034	0.573214717324	0.504555068911	0.585989583956	0.55620877554	0.502468855322	0.508852315564	0.52270433209	0.515464649221	0.537593227679	0.597870307891	0.53222310164	0.529042644829	0.606527081536	0.563996941432	0.639571602516	0.681337483771	0.626604949418	0.622699913812	0.627991737251	0.586483997055	0.641295332598	0.623544438063	0.656256360482	0.586382744478	0.633141673591	0.577024847723	0.656359874919	0.637029129015	0.536855338111	0.618677193342	0.654894508668	0.624732749806	0.653000293029	0.705642378323	0.687659031599	0.662645899991	0.641497783378	0.659824632285
CS.380	0.539378136231	0.59134288251	0.554366974215	0.60753043162	0.521280414668	0.69780066151	0.514745281083	0.625631375424	0.54181943658	0.53733755415	0.57414757783	0.62933262169	0.553601719171	0.51532176234	0.568072988554	0.627147327351	0.685229476708	0.66569228528	0.63708413853	0.574964475379	0.629814871408	0.648303356617	0.477708667245	0.682814778134	0.599657450392	0.563860873604	0.664308621651	0.501731413718	0.723291283537	0.50408605644	0.638486202017	0.657939848759	0.654523208906	0.528954784129	0.645338186319	0.642859469101	0.60470766082	0.735368172264	0.628661421361	0.585484510056	0.697833156602	0.68650756263	0.574680653591	0.61313647718	0	0.628816867673	0.567074447401	0.632651911689	0.594544013193	0.623555280969	0.718452936834	0.690731148987	0.600108389375	0.732394708254	0.55953704083	0.595755747305	0.605753690794	0.65470159722	0.703215204467	0.54640552672	0.494944617543	0.579515898322	0.572111041736	0.539084576774	0.694074699503	0.520407200624	0.529412861389	0.543129119927	0.749429737276	0.668704431723	0.617626938526	0.528011543474	0.489801719195	0.536276971012	0.658267707596	0.484383127768	0.591512776527	0.505230629965	0.588296358491	0.561397994115	0.485371314263	0.572037102205	0.522631257972	0.50761840867	0.517606129386	0.547227525205	0.539185192206	0.596399209403	0.504501833034	0.508370051313	0.656541238971	0.664723493312	0.564858684549	0.629940823967	0.65140750255	0.582090372337	0.591458316626	0.563598625217	0.689749233768	0.544644489164	0.512135095227	0.51134595102	0.617798014299	0.58056782995	0.58346321789	0.641005589996	0.764366209496	0.531972764494	0.68514950516	0.642723400379	0.687401312348	0.601945321148	0.594369070344	0.57464640368	0.620919356911	0.638365506521	0.602071558459	0.587692453879	0.739905229403	0.683665876504	0.65655871785	0.619218365474	0.658308705623	0.627341296056	0.642188461049	0.523026884411	0.76276167436	0.603159342984	0.587438195641	0.463253023987	0.596395517932	0.541575620912	0.586765633552	0.71920597428	0.610889084433	0.553093760689	0.589187695188	0.619631955826	0.585795870227	0.653692030119	0.604927633085	0.573639616994	0.734456038434	0.508882390126	0.525814281081	0.528769181033	0.474730195394	0.527805159494	0.499738741928	0.522956576619	0.586104465599	0.540242043721	0.483751958994	0.520021987083	0.665888448033	0.5034390939	0.470749128977	0.51358514462	0.608321463851	0.514654577232	0.571381979737	0.495496488331	0.557847896683	0.551208341397	0.521427369934	0.556264430069	0.478601043642	0.51793518909
