CS.243	CS.036	CS.263	CS.019	CS.021	CS.245	CS.005	CS.264	CS.010	L.007.M1	L.035.M1	CS.037	CS.105	CS.217	L.036.M1	CS.064	CS.072	CS.066	CS.154	CS.287	CS.077	CS.073	CS.327	CS.334	CS.058	CS.118	CS.301	CS.056	CS.149	CS.373	CS.376	CS.232	CS.205	CS.375	CS.136	CS.378	CS.128	CS.126	CS.236	CS.380	CS.041	CS.125	CS.203	CS.224	CS.374	CS.323	CS.178	CS.256	CS.214	CS.359	CS.389	CS.177	CS.129	CS.147	CS.348	CS.181	CS.386	CS.395	CS.148	CS.183	T.CS.079	T.CS.041	T.CS.042	T.CS.035	T.CS.023	T.CS.076	T.CS.067	T.CS.062	T.CS.089	T.CS.058	T.CS.046	T.CS.028	T.CS.040	T.CS.059	T.CS.056	T.CS.126	T.CS.160	T.CS.117	T.CS.130	T.CS.147	T.CS.156	T.CS.153	T.CS.180	T.CS.178	T.CS.098	T.CS.092	T.CS.124	T.CS.108	T.CS.161	T.CS.118	CS.110	CS.246	CS.015	CS.356	CS.237	CS.103	CS.085	CS.088	CS.238	CS.082	CS.006	L.034.M1	CS.087	L.024.M1	CS.241	CS.338	CS.358	CS.165	CS.150	CS.044	CS.228	CS.364	CS.113	CS.234	CS.387	CS.191	CS.078	CS.164	CS.233	CS.304	CS.319	CS.152	CS.194	CS.285	CS.322	CS.318	CS.112	CS.320	CS.158	CS.343	CS.163	CS.227	CS.080	CS.331	CS.223	CS.145	CS.270	CS.390	CS.255	CS.370	CS.262	CS.393	CS.253	CS.326	T.CS.036	T.CS.049	TFS.027	T.CS.008	T.CS.026	T.CS.064	T.CS.061	T.CS.043	TFS.022	T.CS.055	TFS.025	T.CS.031	TFS.021	T.CS.045	TFS.020	T.CS.141	T.CS.095	T.CS.151	T.CS.166	T.CS.142	T.CS.158	T.CS.152	T.CS.157	T.CS.109
CS.389	0.656541669856	0.608936787157	0.605329786387	0.634979612204	0.540717622962	0.639907119815	0.654562436581	0.633865993875	0.718776334957	0.68475543604	0.532698244769	0.63593515032	0.616161706884	0.677762697136	0.661709771025	0.622372595142	0.601589639744	0.673766058111	0.655536404695	0.533163230686	0.605821590761	0.664991035522	0.653813061156	0.55056123265	0.554009283002	0.661638389249	0.566082557296	0.588595926188	0.507842629928	0.506011450615	0.494583165903	0.608333551423	0.559620972746	0.555245527361	0.560250558267	0.604371564004	0.57251179249	0.543577613157	0.65697860528	0.598933124081	0.610253955472	0.469515069868	0.636840667907	0.657880494591	0.555785231034	0.493141283641	0.568218551563	0.544004004676	0.535394776943	0.55016207043	0	0.544526696574	0.586999605077	0.482800841268	0.534539372106	0.520219322183	0.587593865991	0.539239744297	0.569830433497	0.546305010637	0.529567182438	0.622662051839	0.644571561242	0.602623494794	0.692300304633	0.569234889713	0.606541167549	0.615809018325	0.591807011912	0.623579124595	0.517451016642	0.59008693043	0.639194024934	0.657615973114	0.673963921922	0.607455874202	0.673098009076	0.652955119801	0.620466217946	0.69210426577	0.639529233832	0.670498886544	0.639528924397	0.636120572771	0.69562567314	0.681957826385	0.661235580055	0.688240702167	0.640853755016	0.559087119166	0.58906728224	0.620209948001	0.702669869927	0.633739530959	0.578804861984	0.618364454478	0.63320794841	0.699608412557	0.617237790649	0.635796254197	0.634182082649	0.645345915235	0.63063419263	0.664475364011	0.670188556683	0.565532094803	0.627689508835	0.61076451749	0.565096207015	0.616309314544	0.626981388242	0.571671002692	0.635002302037	0.571252472252	0.52946351481	0.636381137758	0.639521361826	0.701355019109	0.662485847221	0.628152519178	0.523978989084	0.59331330392	0.614428005382	0.577167797969	0.539952603272	0.508706422064	0.583490582497	0.522832273026	0.606631869272	0.544239494025	0.60396165764	0.648776219054	0.585464095484	0.544319856219	0.495123984982	0.547306699602	0.526114038089	0.516118760385	0.513306965749	0.531843922003	0.559272475109	0.638966246268	0.581222305507	0.525907542085	0.634543087109	0.576957842678	0.659944358457	0.615993218	0.587406322585	0.631068710284	0.580769270863	0.644680632484	0.657835986369	0.641454962145	0.590339447444	0.623020819627	0.646210659465	0.634594295042	0.642022669224	0.681426866568	0.706777233314	0.680093808352	0.612599291105	0.666593940017	0.626204419623	0.59347158441	0.663098826875	0.666023061397
CS.177	0.637525537954	0.684114111759	0.639510163049	0.653075747613	0.623849873602	0.662755413699	0.698028597651	0.642700807793	0.72062626453	0.702814232151	0.574336299694	0.65424558697	0.682129503878	0.703283320648	0.683468579879	0.70392833213	0.654192762913	0.68140747982	0.651672703469	0.561146405523	0.654810923428	0.67560888146	0.680907140875	0.555292611505	0.590578580184	0.678864645978	0.639845029611	0.627963852896	0.568014505496	0.57935440711	0.553778038941	0.644376584511	0.580381452257	0.564928476358	0.623138958101	0.601026893063	0.572454696387	0.590256859298	0.679777298141	0.654252412521	0.66179328362	0.559106297063	0.669125188853	0.595639021725	0.570015683022	0.543129046582	0.59894560125	0.506403181559	0.579131830813	0.591544605754	0.544526696574	0	0.560642218464	0.51465109525	0.643282809732	0.538908166086	0.513624556036	0.556979570765	0.548442519518	0.549074154508	0.535861379355	0.667729530915	0.682484870329	0.648672949069	0.684184878834	0.615390914729	0.646911415087	0.663594387784	0.612348330617	0.63640399406	0.60096698902	0.638435181651	0.660914896254	0.680805102825	0.673659269616	0.640891089322	0.700127264746	0.653922944231	0.641295352202	0.712962596528	0.660471358898	0.690175798582	0.686465319546	0.67739182115	0.715390305858	0.707131759277	0.691705577585	0.69959335891	0.667946944146	0.614359579924	0.605129498307	0.641227529992	0.71865193205	0.641322347666	0.604293371901	0.653781703862	0.678899280616	0.688391248391	0.644153459254	0.689312962018	0.662868476298	0.6589614003	0.673650329334	0.688275233489	0.699492061821	0.606807575492	0.596981880018	0.63894766867	0.594861011409	0.653865809668	0.632551677486	0.609691083754	0.671898797397	0.633097606536	0.563101097217	0.690899924708	0.665045705301	0.701290073176	0.683322895192	0.661795525097	0.574188444395	0.634789381051	0.586834669443	0.630123681768	0.511472121713	0.553226906232	0.630620411545	0.533688770799	0.646934570786	0.526856002195	0.639854543668	0.636332244751	0.616917906119	0.59144043228	0.538813723194	0.59831029963	0.55011875957	0.553057404656	0.536521705478	0.56092351759	0.541882208481	0.634145907832	0.578778643093	0.57344039907	0.684428238091	0.60529699958	0.670612141599	0.641682690538	0.646310694586	0.64740533283	0.632676897778	0.670562209735	0.67599148453	0.656973713465	0.618708757914	0.653433076428	0.640530591739	0.66002674299	0.693980787372	0.684705601143	0.713869477581	0.672583918838	0.645242596956	0.683203641088	0.668559392051	0.655477688148	0.671250060342	0.705391638248
CS.129	0.582579365888	0.627636566035	0.554901123592	0.594786419393	0.624661583611	0.603021431048	0.590098344385	0.585149585674	0.662997581418	0.616119744053	0.524037767155	0.644195330111	0.61371469936	0.591195156831	0.6079734458	0.613707562147	0.575330065927	0.611233463928	0.7204180314	0.557752538235	0.596208978309	0.629784589826	0.623903456192	0.600331055727	0.548105443817	0.595972255257	0.60377491155	0.620185407643	0.558845346053	0.583659691536	0.586733567552	0.559150737885	0.630350209605	0.576887938453	0.585640880141	0.642469314924	0.562248678543	0.560786466984	0.664610101541	0.595755747305	0.613745431038	0.58837707282	0.615187925265	0.682117592216	0.592107650892	0.555262221413	0.582926479303	0.533309923036	0.578597437648	0.624371114082	0.586999605077	0.560642218464	0	0.572373942419	0.589003985503	0.553016706158	0.602361261912	0.565299715985	0.561797320764	0.635881359639	0.612825354521	0.5786896864	0.603893608893	0.591587700972	0.700126527154	0.585444591446	0.593936631487	0.583158357147	0.582051368742	0.56545948083	0.593972109057	0.58856458359	0.600147325988	0.597058068818	0.615007812445	0.567478846657	0.605159033979	0.584061278632	0.562081929861	0.622665125961	0.591545778724	0.58949526695	0.599692922402	0.594689120374	0.629627651125	0.633170195968	0.580936334795	0.609047284284	0.541164451262	0.565369278259	0.558004728867	0.570662547212	0.663977145921	0.680402121899	0.582666313826	0.579567062544	0.552656058036	0.661396451102	0.587235897614	0.579841356432	0.566046980153	0.578169536356	0.587139400195	0.631104961579	0.635032846655	0.528323668395	0.662186236238	0.661746703297	0.519131343271	0.596217597161	0.562174641078	0.653997733222	0.612157863064	0.647435036253	0.539304894993	0.617765559979	0.650160181399	0.664940978019	0.572194378127	0.643283963225	0.600426553692	0.571110846081	0.654044773223	0.665263371145	0.582125726185	0.591681047035	0.590667891314	0.538402250294	0.588810218779	0.589592740711	0.606069803025	0.722363045174	0.574131493621	0.543815870711	0.56084349541	0.556528435199	0.572067232604	0.577351491587	0.538772709999	0.578287942615	0.577421908054	0.612526790626	0.645947991899	0.57859774893	0.595261658176	0.618683635711	0.612051880079	0.628791100215	0.653755442023	0.559493267795	0.603895478219	0.630217071127	0.623142704413	0.588827370231	0.626768893423	0.584551584254	0.604840952745	0.609005267942	0.623313961124	0.610375993576	0.612253881704	0.586083342438	0.608431098536	0.617785284488	0.599825374479	0.594386008583	0.596265052085	0.602997152332
CS.147	0.623884766507	0.633989118478	0.618624917544	0.635693635669	0.55770158467	0.640925224004	0.673768849526	0.639918825161	0.721932519848	0.683251690489	0.549221613689	0.65915554456	0.635293174066	0.686398358235	0.650187835902	0.669044780418	0.626208692778	0.675829247534	0.649739816121	0.540085925012	0.639593693846	0.651009729519	0.668620224608	0.554581280788	0.555736156909	0.670190920188	0.586613014816	0.570692672028	0.515559068752	0.500548385173	0.473771774746	0.617103788518	0.528469150911	0.559798016002	0.563600094838	0.607048047375	0.543038749535	0.580386179182	0.65332186354	0.632651911689	0.598004296234	0.480804526923	0.647323029438	0.637367086596	0.548799639965	0.499126420735	0.620418617401	0.501800145764	0.543194822952	0.55671423917	0.482800841268	0.51465109525	0.572373942419	0	0.55952056759	0.520863577653	0.56694934439	0.545223786546	0.559586918182	0.567204582222	0.544938295167	0.620418057158	0.652528268627	0.606803935843	0.690304834631	0.587677412587	0.618873599525	0.63682193114	0.583990370634	0.616567602882	0.540432142213	0.588460744288	0.648294203458	0.66673707219	0.68431826383	0.622757524464	0.671790145075	0.629138576286	0.63412007271	0.688091407787	0.648989144097	0.679578387438	0.667211981816	0.649634130316	0.686575154131	0.690982965932	0.677084927913	0.69806236579	0.639557944873	0.545349779157	0.587039855712	0.623127495627	0.711998392985	0.632901701622	0.586602788624	0.621009156561	0.644762405872	0.682122983643	0.621796942873	0.663308498599	0.616018630169	0.62699417533	0.643961460503	0.684310283641	0.66872262707	0.580477964785	0.589072944317	0.602924646184	0.568160285187	0.618110217571	0.614190210768	0.569469004009	0.654959176045	0.592840811971	0.526268137587	0.654418359546	0.645041835283	0.678922911603	0.662443692383	0.657320739191	0.504378723901	0.614802883291	0.552774161102	0.573622239636	0.496228949835	0.493751645263	0.583211319913	0.508268321765	0.603612548331	0.513891172051	0.592936268801	0.636738056466	0.577667675045	0.564199515591	0.506508306733	0.558182633471	0.513433041631	0.531410143949	0.509681908413	0.526378668899	0.529489176708	0.638590083775	0.572667181189	0.48010724909	0.657241628873	0.55342687253	0.641931234573	0.611061162198	0.607627903188	0.624333817932	0.603510135993	0.655447385521	0.664879671673	0.632883843538	0.597372959226	0.625863009605	0.63804320367	0.642726328599	0.661100795084	0.684026037714	0.690998264036	0.654185198682	0.62615798276	0.680410066725	0.634872795163	0.63633443912	0.639320152769	0.668229417845
CS.348	0.642391016926	0.581267772383	0.579211069991	0.627606690368	0.573260596917	0.629379092473	0.604827915448	0.624918003153	0.705901598761	0.637548797705	0.593973063542	0.625684054675	0.571678411473	0.637218659092	0.596925738003	0.564784943886	0.589476134049	0.676514949539	0.741045102432	0.528615182425	0.608532878169	0.677719825537	0.675178015194	0.600510001642	0.563637503698	0.647306322215	0.523384926819	0.580896688246	0.543256781886	0.515095524592	0.569916846269	0.56117935961	0.646658446815	0.611770889177	0.580313141888	0.683072913975	0.554103426249	0.51850057953	0.655553885137	0.55953704083	0.603044691221	0.557840130136	0.612779551241	0.715155645704	0.623122669166	0.483907546391	0.566464846508	0.563477414658	0.58467676924	0.653730303789	0.534539372106	0.643282809732	0.589003985503	0.55952056759	0	0.528930844935	0.683121081242	0.532394976746	0.619067179691	0.6400865525	0.611538210516	0.582103771199	0.577211417262	0.591448434817	0.71965285382	0.542144587111	0.623994632008	0.592227371238	0.572704079991	0.618436214514	0.577281115214	0.549875354965	0.593877191467	0.634259383204	0.660429319411	0.568463497162	0.598116131361	0.629180036845	0.563133988651	0.633789129943	0.633252831989	0.600784552466	0.612200615212	0.570194863412	0.633743686417	0.625679667689	0.603545466018	0.624607291217	0.59648796281	0.534192247114	0.608331110182	0.58960033373	0.66480691354	0.706556446768	0.602913623146	0.604293944958	0.578501842509	0.725450082757	0.624129043147	0.586056504836	0.620867466392	0.617453123746	0.679567810426	0.686631349795	0.623235917098	0.54241149201	0.708437155294	0.702017551952	0.563332701158	0.636071468649	0.615559182796	0.637910734164	0.658287539309	0.615535230703	0.559408262977	0.612583758546	0.655614367675	0.714120258634	0.636995473039	0.657594535469	0.548912244392	0.527450617936	0.68953781447	0.653409858063	0.604174480422	0.574228143864	0.610648919013	0.552655784028	0.617341388797	0.622788692082	0.631311395788	0.722920994617	0.592931177155	0.505682543755	0.553789510139	0.515354164266	0.549440726036	0.550841667576	0.51067671212	0.505388450306	0.595028562107	0.623780158185	0.693342383409	0.549428123055	0.593189163544	0.61858620813	0.626411312271	0.626563127267	0.662629687853	0.589441235189	0.600040884286	0.634553468068	0.61003353215	0.609814490652	0.629254526841	0.622976820471	0.668515052003	0.646781364915	0.591108156731	0.694834731935	0.650773413927	0.647033175043	0.605414430725	0.689980226209	0.602774233074	0.620007420884	0.639737490046	0.630791318572
CS.181	0.626283670897	0.621404491151	0.61236598997	0.624051116915	0.585540510191	0.647972268561	0.636674977814	0.644720258728	0.719256652158	0.649374391457	0.558441285176	0.645512648651	0.619187578188	0.653620727223	0.636153404088	0.614315662505	0.598381068739	0.666596916753	0.69740234103	0.518344322344	0.624650749028	0.671115268523	0.669382263984	0.557408474699	0.558371629073	0.655022884572	0.571344138455	0.570679162065	0.510677615646	0.53192733533	0.534425271689	0.571305940509	0.559411996193	0.5776475367	0.552410901412	0.635134960915	0.520335181702	0.554247800749	0.654724620059	0.58301376751	0.603990596792	0.514223849193	0.627329057247	0.646441016666	0.565688938563	0.465055323569	0.55023023754	0.500925314374	0.549772263423	0.616253231128	0.520219322183	0.538908166086	0.553016706158	0.520863577653	0.528930844935	0	0.615546457028	0.522393191527	0.549051174917	0.58003460881	0.575955620866	0.615111892917	0.619039544429	0.595624221042	0.723529655271	0.570028156353	0.60627973024	0.6236737038	0.569240861486	0.595574626427	0.579009523907	0.580985605339	0.62399114664	0.643329001429	0.662295529607	0.585796909534	0.619845388741	0.609453079064	0.594166452481	0.653422562492	0.631157750101	0.648226110495	0.654859637879	0.618729131605	0.666756398286	0.664090318861	0.642514403077	0.640504371514	0.619033329229	0.547071020783	0.581047360745	0.603911072572	0.686828793857	0.675345161657	0.579683125058	0.600103359872	0.608664266669	0.699227839152	0.614468039013	0.599574231859	0.62157459477	0.633952176208	0.648229051703	0.656128817872	0.653463463508	0.545538827235	0.629925001931	0.650374219144	0.570385408666	0.643555000407	0.613890262426	0.61790894333	0.651760712086	0.630387338725	0.533578039545	0.614693838158	0.644976941057	0.702226766051	0.646864836561	0.629095351396	0.516156343001	0.555232946103	0.617682854665	0.608306596432	0.52793599338	0.514205490984	0.584056059237	0.500878028876	0.606001291567	0.561413932053	0.593108891978	0.68003224931	0.573823195481	0.52020280033	0.494638339656	0.521634321104	0.505277095534	0.483986518414	0.521636610817	0.511390288569	0.574790836638	0.593418712635	0.644884281628	0.5396925943	0.611901418657	0.603497465653	0.639717717028	0.624634697919	0.64024133935	0.604091374301	0.594989559273	0.638062460292	0.634614346638	0.597371305818	0.617287708626	0.614663123843	0.646677755827	0.62920382979	0.629592903697	0.678210182492	0.670233869924	0.63895637594	0.602047301129	0.663422824912	0.609830054332	0.620884958704	0.648503601553	0.627086390727
CS.386	0.679266983973	0.678998141673	0.665053400095	0.682898422096	0.666066641105	0.684159932555	0.72182838909	0.656884077679	0.69203183873	0.728517309175	0.577787024799	0.660087780377	0.704923492992	0.721049429527	0.716895847591	0.696495304511	0.693122432715	0.691516630283	0.649678089825	0.5983459976	0.689905867313	0.676793582821	0.696440368372	0.598457187165	0.630077778183	0.688818709183	0.687820902378	0.631231146123	0.611194669051	0.629353939796	0.608893772806	0.683334088373	0.61442279234	0.626367339294	0.6600464945	0.615123864711	0.648402509459	0.66651615454	0.677243119256	0.690731148987	0.677588102435	0.582539859757	0.702550309116	0.587195940878	0.597054136789	0.610990480616	0.657666545269	0.578650796305	0.598623119435	0.598336907202	0.587593865991	0.513624556036	0.602361261912	0.56694934439	0.683121081242	0.615546457028	0	0.613267384051	0.565348699365	0.5731275802	0.590669405836	0.696879475334	0.71411242312	0.700062808138	0.712316248355	0.650472520368	0.684735416313	0.675794032757	0.671320529024	0.64206244141	0.649888738079	0.663482511195	0.682740658528	0.672527522499	0.679942022057	0.68091621537	0.723397704898	0.684270381875	0.687353638714	0.744330670081	0.68138570047	0.70969790589	0.693981375985	0.703511236194	0.736305756758	0.741933941663	0.702474150166	0.730800706767	0.683265598099	0.649500635555	0.614277622525	0.673327773324	0.738060734526	0.658327928519	0.620883618562	0.669883521379	0.686829558388	0.695223265525	0.680207429731	0.719282237996	0.694203702849	0.666225959532	0.684480208398	0.703819036298	0.715837000216	0.638920068232	0.613097481632	0.675093657655	0.589838539978	0.664722221321	0.637586456785	0.622071348964	0.678090608737	0.611915452554	0.62322498122	0.699352124665	0.673407978558	0.659262009895	0.691766072173	0.65121709534	0.604762268029	0.692575636311	0.586770067515	0.61223965331	0.606374745721	0.604691729908	0.634627468564	0.609301683158	0.634058998716	0.567309055271	0.652283985477	0.641041402303	0.636901356075	0.647989338826	0.602717345716	0.658435569875	0.593806806199	0.560387776971	0.594047451552	0.609374961235	0.580239494061	0.659386247596	0.587154953572	0.589024764891	0.68416934252	0.628879847093	0.702845109026	0.681121822273	0.632903761322	0.679024578074	0.651766664444	0.706129230722	0.714668244198	0.682752401541	0.654504591198	0.661934864943	0.682626476499	0.697638385481	0.72319263122	0.688864268194	0.732915056744	0.709498623536	0.679320659954	0.700527117326	0.699183229136	0.68373968252	0.69169554834	0.717780601851
CS.395	0.637269434615	0.630366422775	0.583308627615	0.617049616236	0.617552705526	0.669890040906	0.651058558233	0.623372428348	0.716687102438	0.684878234455	0.60017539342	0.631771689446	0.626672445265	0.662080873263	0.624507443707	0.596993746517	0.595020201644	0.668132433761	0.689704103798	0.523000493559	0.630467449788	0.658423543131	0.67605422096	0.586890818051	0.537553426263	0.637672085649	0.556413447861	0.559192167986	0.542844545929	0.561093557079	0.585255203686	0.570923874149	0.638565133657	0.580881595719	0.558185043407	0.642763117029	0.538458231544	0.551852840886	0.640491492647	0.594544013193	0.601133643426	0.582942890373	0.642977017328	0.691279776903	0.576316693716	0.459154304747	0.561939581343	0.548958826232	0.558217422823	0.645520728794	0.539239744297	0.556979570765	0.565299715985	0.545223786546	0.532394976746	0.522393191527	0.613267384051	0	0.584492383255	0.574332652262	0.592891473713	0.626239341347	0.630078810099	0.592763267145	0.713052886508	0.566835242781	0.632797262511	0.628906989119	0.597119096225	0.610859230832	0.591795586709	0.599259056887	0.626907897615	0.62655536954	0.672193613556	0.597723188205	0.651448096038	0.653193558298	0.619410552843	0.677418983	0.649269617546	0.648008876551	0.617065137119	0.625932616424	0.666613969938	0.644493136373	0.638055118675	0.670835465957	0.621964194652	0.575509853397	0.613871335183	0.598564541417	0.700717804991	0.688356563904	0.587143058393	0.599287310641	0.608684945513	0.72209360855	0.64678639951	0.608027956731	0.642831643993	0.639193640335	0.684166906891	0.711818482634	0.658933797992	0.51895610307	0.66574529432	0.691376395498	0.563214981886	0.634689753619	0.59831033629	0.601726784689	0.661570476975	0.616209265469	0.576946322599	0.646786990653	0.689926032195	0.684926403517	0.647658569649	0.631030588517	0.539006652597	0.557604034206	0.658826023758	0.654744353207	0.553376112034	0.555953481677	0.580761872955	0.537235813435	0.617335405702	0.575457274977	0.614585024132	0.704730926395	0.593618585237	0.502517213267	0.512002225836	0.538535670263	0.530598628826	0.531098443486	0.520106574349	0.495582747062	0.578589561595	0.574730713229	0.644548091794	0.55142258372	0.63701256944	0.616498188215	0.661067521667	0.654761319813	0.650240597961	0.620958244843	0.614896824934	0.642419059215	0.627373931964	0.649328288984	0.643162702455	0.630228522802	0.656894197356	0.656161105064	0.645803656992	0.698926569169	0.683398673359	0.665797002835	0.614366575927	0.709636789197	0.639109799103	0.623600466438	0.669051868924	0.655139588394
CS.148	0.675194154338	0.6631213016	0.647899627516	0.675402041392	0.630088339871	0.664751597092	0.6952763602	0.654545081737	0.720188347202	0.709334201393	0.569468066911	0.636254447384	0.676496471105	0.689970591652	0.671562910401	0.674045365634	0.673766855526	0.68371225058	0.654320005681	0.557000636806	0.675820923034	0.68892601642	0.675915243671	0.567773391168	0.600456611039	0.660248300378	0.644188126296	0.620428945932	0.564109031855	0.600849741621	0.571739003243	0.619892525385	0.589159732981	0.620883177242	0.592085585589	0.634111470816	0.589749610294	0.618085651977	0.670038976209	0.65470159722	0.593718602722	0.562932869782	0.668713160201	0.606820246476	0.589561521555	0.561963807027	0.615567110684	0.509916447606	0.569056538753	0.627669590367	0.569830433497	0.548442519518	0.561797320764	0.559586918182	0.619067179691	0.549051174917	0.565348699365	0.584492383255	0	0.54103755722	0.583180658307	0.660916060122	0.695930989435	0.675281409132	0.736201050241	0.625992515211	0.663850254539	0.67121788727	0.627883978274	0.638872530667	0.619847175542	0.647847137576	0.691956108752	0.676979486318	0.67621431664	0.659492802694	0.702266013305	0.667491332003	0.681881821667	0.71899388148	0.675030197507	0.693091857587	0.696581994406	0.680816647956	0.711634195453	0.712601503344	0.682445041646	0.71190693439	0.654312313938	0.620970585927	0.584788903086	0.652403963684	0.719717613439	0.699552501493	0.584190822838	0.653046730328	0.657871486619	0.69915209345	0.671789215073	0.686746201144	0.675199618472	0.631825537067	0.668916296876	0.711825631663	0.719060302101	0.59201540967	0.642198796431	0.644861195437	0.582188938318	0.653943637695	0.623777655865	0.619952931219	0.672051014407	0.648224668609	0.577031640325	0.687434927191	0.666525190722	0.663746841932	0.682095673008	0.632760493864	0.575998943614	0.647134537528	0.592181980468	0.614983316605	0.511074782824	0.551299793096	0.582560436059	0.546146331298	0.603853394435	0.559550571557	0.637211105431	0.650303353638	0.602991972145	0.611513187259	0.536327854099	0.613846724917	0.489362909456	0.499924027704	0.562462867158	0.560477099752	0.5873290645	0.614825467157	0.621631902038	0.561421973193	0.684280198341	0.607543841739	0.680193782199	0.662403028019	0.620587535438	0.657745506629	0.645171412471	0.66748587544	0.686650288213	0.649520991457	0.646424448262	0.656433876791	0.663664272034	0.677226540985	0.695571744235	0.679351568816	0.707415499069	0.671372976879	0.668434440862	0.687694807327	0.677349216424	0.673151811994	0.678500469861	0.698014487844
CS.183	0.708805514963	0.653034880008	0.712057698756	0.697482935671	0.637184569475	0.705906323709	0.745878871215	0.691712788412	0.735871994772	0.772432776294	0.662331494579	0.660072678838	0.723707845734	0.74157681316	0.713434337234	0.701045435163	0.721069207153	0.725595326098	0.620297101787	0.569657327204	0.699257115362	0.692599488219	0.732718104167	0.523447864375	0.60991718063	0.714795350136	0.640105782808	0.58083191581	0.593218899564	0.615582264271	0.548175079804	0.67868692002	0.591258773491	0.612578362002	0.612961871298	0.611905245732	0.61709477676	0.660727288477	0.667640299913	0.703215204467	0.628044505139	0.566036622524	0.705048992714	0.618758549649	0.579335016591	0.583685120451	0.61868299801	0.563277787937	0.569435641422	0.615928187566	0.546305010637	0.549074154508	0.635881359639	0.567204582222	0.6400865525	0.58003460881	0.5731275802	0.574332652262	0.54103755722	0	0.576347769672	0.697283292123	0.741331528418	0.702623649024	0.697544486256	0.659017155532	0.711880595103	0.716638881447	0.670581100209	0.671187473974	0.629036997617	0.681769268687	0.732142467049	0.708901892929	0.697462747998	0.718990979979	0.756789948419	0.736772886102	0.736874551617	0.784559244196	0.728163227369	0.753393401142	0.724093306444	0.743628244035	0.761830636355	0.737507364212	0.72577891715	0.771768768585	0.714174858873	0.672528981895	0.613017464457	0.682373057046	0.768738122096	0.689305861277	0.572321787377	0.677945643681	0.705958829858	0.717333760771	0.701909866746	0.706559254392	0.709675634634	0.685426892674	0.698258931188	0.749716628547	0.758470836284	0.611859006052	0.602009746858	0.642512279933	0.625996714897	0.704168410192	0.642471982611	0.568090164978	0.722169017318	0.627829402315	0.597907781116	0.729467153899	0.70961550848	0.686145407592	0.711721371417	0.652924795175	0.572910996171	0.673387486327	0.600507522217	0.539765612627	0.508273359135	0.546844060706	0.589453655615	0.582575425757	0.62426827052	0.582381565239	0.637174370625	0.563378279114	0.63737684609	0.613030780276	0.541073809012	0.645193205634	0.560974164664	0.573072906784	0.561585737174	0.55134318734	0.602697243166	0.630856458135	0.577001367933	0.607485272742	0.705405738207	0.633284029545	0.721715427775	0.682380641943	0.635614537929	0.712128218034	0.67953443513	0.709702206891	0.734730607931	0.72058519023	0.679701515668	0.700013671418	0.71404396268	0.72884181732	0.750746378109	0.739026423726	0.781420574871	0.756658020101	0.7189869363	0.752905049991	0.731526270762	0.721768853308	0.735704357451	0.763421609475
T.CS.079	0.650737508844	0.645352258329	0.64932157468	0.644807848582	0.56751094323	0.637006675845	0.699644741892	0.645772330588	0.717160708826	0.696967014048	0.546010959235	0.604537550347	0.655026621147	0.697050612797	0.653671322864	0.673283055755	0.651129698269	0.679679798766	0.613302539841	0.561936853701	0.65440059775	0.658867076359	0.655151535297	0.563158410875	0.600599969526	0.659989786143	0.606397839222	0.614936500474	0.560432927191	0.555927784042	0.519158183089	0.657102144384	0.553817492074	0.562966568478	0.598598485312	0.631428884225	0.605726780511	0.596670412062	0.684029650744	0.656826554912	0.606365112184	0.530828514095	0.654493232261	0.619439569194	0.56103499417	0.558160642534	0.616625919041	0.566473957433	0.5883550481	0.620885134441	0.529567182438	0.535861379355	0.612825354521	0.544938295167	0.611538210516	0.575955620866	0.590669405836	0.592891473713	0.583180658307	0.576347769672	0	0.623478269835	0.687254866661	0.632294280334	0.655072837721	0.601729746008	0.624111325596	0.655829041722	0.613852586958	0.650930330383	0.525121323556	0.606268261529	0.662535277062	0.674080444769	0.642315295866	0.645463094731	0.714707371109	0.671449165714	0.668025502167	0.725175658901	0.644978677372	0.702986467468	0.693276186564	0.692615042893	0.709700720314	0.705912300997	0.695224889403	0.728068221867	0.662004395147	0.577038124183	0.607607340608	0.659266723853	0.709449743551	0.603768100225	0.608718006264	0.676757717167	0.685278180789	0.656702319424	0.64783873248	0.693748638	0.654362883973	0.64268370402	0.64274932663	0.696151836063	0.70191717027	0.607615373711	0.563684893785	0.579576812129	0.58599005295	0.628243498639	0.623320370338	0.550432080881	0.652835470757	0.588227116875	0.551690239035	0.678721174916	0.644301630928	0.669371271753	0.69880612245	0.646444388462	0.556659347168	0.628298320448	0.547859513099	0.567842145923	0.54190710199	0.526118008797	0.59788849579	0.557916197139	0.614466086151	0.547344506361	0.614470050996	0.60378450444	0.595003620578	0.611882087843	0.529245023933	0.60074223781	0.572762079609	0.580848249189	0.58089999491	0.563174241913	0.559540559557	0.638500302306	0.641902770162	0.565963863253	0.676221549476	0.524596366491	0.648964836533	0.584447366507	0.558161580277	0.644927199837	0.597206417754	0.614293907933	0.692430660534	0.634289196624	0.584386040186	0.623944714198	0.626924680443	0.630708483235	0.68500543845	0.674971976498	0.724605221663	0.664887795507	0.643971322869	0.647809572207	0.67246400121	0.636075638168	0.655106196919	0.713693503691
