CS.259	CS.260	CS.091	L.011.M1	CS.043	L.007.M1	CS.219	L.033.M1	CS.357	CS.002	CS.313	CS.017	CS.019	CS.106	CS.354	CS.153	CS.382	CS.367	CS.065	CS.050	CS.371.1	CS.058	CS.154	CS.301	CS.066	CS.118	CS.360	CS.287	CS.334	CS.327	CS.282	CS.302	CS.041	CS.213	CS.203	CS.128	CS.378	CS.125	CS.380	CS.292	CS.205	CS.136	CS.232	CS.376	CS.374	CS.323	CS.256	CS.254	CS.372	CS.166	CS.182	CS.359	CS.386	CS.177	CS.214	CS.129	CS.348	CS.385	CS.147	CS.183	T.CS.057	T.CS.052	T.CS.072	T.CS.080	T.CS.028	T.CS.014	T.CS.025	T.CS.019	T.CS.085	TFS.023	T.CS.023	T.CS.046	T.CS.056	T.CS.076	T.CS.089	T.CS.147	T.CS.178	T.CS.126	T.CS.132	T.CS.128	T.CS.107	T.CS.117	T.CS.119	T.CS.110	T.CS.097	T.CS.100	T.CS.091	T.CS.177	T.CS.167	T.CS.125	CS.242	CS.088	CS.103	L.034.M1	CS.085	CS.356	CS.241	CS.015	CS.246	L.024.M1	CS.082	CS.237	CS.006	CS.238	CS.110	CS.150	CS.274	CS.325	CS.387	CS.187	CS.189	CS.233	CS.207	CS.164	CS.330	CS.113	CS.078	CS.228	CS.363	CS.311	CS.343	CS.163	CS.223	CS.080	CS.202	CS.322	CS.285	CS.112	CS.158	CS.331	CS.319	CS.339	CS.227	CS.320	CS.361	CS.253	CS.262	CS.390	CS.393	CS.370	CS.145	CS.326	CS.255	CS.270	T.CS.064	T.CS.008	TFS.025	T.CS.055	T.CS.031	TFS.022	TFS.020	T.CS.036	T.CS.026	T.CS.049	TFS.027	TFS.021	T.CS.061	T.CS.066	T.CS.043	T.CS.095	T.CS.157	T.CS.158	T.CS.166	T.CS.151	T.CS.142	T.CS.141	T.CS.109	T.CS.152
CS.118	0.604182088326	0.63743293352	0.647089752952	0.583633452127	0.605530891862	0.629183566315	0.562420324746	0.621458661934	0.587098082542	0.524238958013	0.59208425213	0.566719798311	0.550753905688	0.48786590513	0.557864494984	0.524307370385	0.615948063226	0.700843154739	0.608676713065	0.573866239065	0.600685042678	0.56532993355	0.696585800876	0.65473796695	0.52296136937	0	0.642516150577	0.651413262482	0.696952247804	0.594094034191	0.669853448816	0.717930982631	0.555383648541	0.661415877829	0.580765595544	0.623906203892	0.644812719205	0.658979258739	0.626739830212	0.595986672512	0.707297830986	0.571165158595	0.571425647678	0.659043876022	0.655805448784	0.670835656626	0.6656930415	0.671947651436	0.668956775065	0.685878508936	0.646976873859	0.710774180536	0.688818709183	0.678864645978	0.643796946922	0.595972255257	0.647306322215	0.667690649662	0.670190920188	0.714795350136	0.68273045653	0.643499203433	0.59580011687	0.648548959359	0.622030084361	0.616068995581	0.573273340687	0.592157411716	0.59423713615	0.620210865861	0.697134034687	0.615057168604	0.555270232663	0.63410156904	0.609576103841	0.638555788681	0.599717479922	0.599886413427	0.647450608805	0.624152689924	0.617385398324	0.596747880876	0.608911498341	0.597222966756	0.611592968503	0.604621012318	0.639167241117	0.594317030452	0.614254461948	0.610344535706	0.573614720759	0.623010517094	0.561922784927	0.588403063059	0.493096991244	0.654914455284	0.580832188532	0.583649877195	0.568140188856	0.619039543054	0.55961787846	0.580586472648	0.548453970069	0.582434544397	0.602739383302	0.593064631153	0.667573575297	0.719351437294	0.622688811991	0.635569889018	0.630381633207	0.537232313932	0.644424998369	0.618985671967	0.626599538286	0.546080260608	0.593802738298	0.52603138831	0.662608671179	0.568800874264	0.659456833568	0.558300976578	0.656338072475	0.513987760164	0.617348485264	0.681998615823	0.680196855904	0.556604978303	0.525250731808	0.621118624669	0.660101977952	0.644229498971	0.744133886733	0.622875845544	0.62681384895	0.708097151659	0.667168877711	0.662800285241	0.620798995092	0.659117561566	0.641764319275	0.632139355973	0.635391804233	0.683185801982	0.592745985503	0.626943493185	0.624198905744	0.601156304315	0.570122726949	0.625415697445	0.622002949031	0.580794705233	0.702947680605	0.660269258887	0.610122444567	0.616758263799	0.599870337698	0.613555275409	0.587748094592	0.621706135054	0.580014191612	0.61069806175	0.612763065518	0.613007630894	0.628617167854	0.607204214944	0.627758992391	0.593087428454
CS.360	0.590478134385	0.544311644401	0.612125756055	0.604762932495	0.58693200314	0.650077744742	0.592864505709	0.643983826402	0.632066888015	0.599666859089	0.647239474077	0.640847647537	0.582461983246	0.610424548138	0.654289721622	0.605541611897	0.525774285755	0.629891600336	0.557357229927	0.661716331922	0.592994263471	0.551582836079	0.701336304575	0.500043531345	0.648936744719	0.642516150577	0	0.516228063916	0.509433917212	0.654636710855	0.549022154747	0.600900618827	0.606775416596	0.538457238992	0.594103378007	0.529616588614	0.6388909487	0.547412861647	0.567596936111	0.558480193285	0.56303770169	0.557759282211	0.586812505074	0.50819209394	0.546512794697	0.503840919158	0.52696146144	0.542779621121	0.534105586086	0.530417460612	0.518411460794	0.658097375399	0.644661967258	0.596284053935	0.613793630526	0.589766249668	0.553197462554	0.544066405327	0.527359504037	0.596490216805	0.623094786689	0.546987633765	0.594721976222	0.576635412325	0.544255617634	0.583771288502	0.584952498854	0.630091901073	0.582341208685	0.603110632053	0.711444108136	0.553304825965	0.648117709576	0.536329146757	0.534531040401	0.645541315815	0.634009676584	0.613088628134	0.646236166394	0.592182485316	0.631125386861	0.626960624384	0.657996809726	0.622029561721	0.64090108134	0.652502923659	0.655841891269	0.641272331977	0.630074981736	0.584707416057	0.613194079795	0.677130257884	0.611894823697	0.606110595199	0.611695791436	0.675301896272	0.645552224484	0.695843101935	0.602270877407	0.684322541502	0.634026866817	0.59630131139	0.624524653106	0.625249561648	0.592961767324	0.583966981731	0.55856997875	0.690767975709	0.512932024703	0.523189667668	0.616064874443	0.665885333592	0.634964887392	0.703976908458	0.560979619115	0.624320431951	0.633993650947	0.593006312255	0.492828926572	0.604997364309	0.573060353275	0.608711504116	0.53848584296	0.598002303222	0.653196010556	0.53373113513	0.59111356923	0.573572167972	0.599808629432	0.535215621065	0.505161047447	0.608120315388	0.698859658214	0.500400695577	0.60617757651	0.642222172921	0.551791702988	0.569163751206	0.612016196268	0.503356439585	0.548318028873	0.566122498485	0.52040139545	0.566625638002	0.587027063267	0.571870553168	0.581334681934	0.606478700008	0.609940115572	0.625409995855	0.625405467647	0.616351955606	0.630628733016	0.540233111119	0.596120915693	0.605784134259	0.571475987467	0.659675576575	0.609552351686	0.655919408298	0.65642521304	0.624961346881	0.617316057448	0.613791050993	0.658222489477	0.669755647762	0.641120432113	0.602965754064
CS.287	0.624671228653	0.53288735932	0.581615068436	0.60806018519	0.586445500283	0.655941072209	0.593820593179	0.664414563893	0.659250711979	0.587349269427	0.61927074808	0.660485230065	0.629586145268	0.600798241747	0.658239894245	0.589551112203	0.599276063552	0.627344275332	0.575607885195	0.653044860417	0.605340442548	0.53837600606	0.669777008686	0.558005365852	0.670647852405	0.651413262482	0.516228063916	0	0.512956863354	0.666778375925	0.571461863508	0.642550927406	0.61294236171	0.56772675961	0.628880418768	0.556070113703	0.663088874889	0.553927785118	0.599657450392	0.533390529903	0.59845373714	0.550234778003	0.567397502809	0.533217257688	0.556920043629	0.508252283122	0.509966368394	0.493631685923	0.530974415244	0.528386001435	0.506855336625	0.647010505568	0.5983459976	0.561146405523	0.580598003598	0.557752538235	0.528615182425	0.530753685658	0.540085925012	0.569657327204	0.629688989934	0.570072551986	0.591435494522	0.588155612767	0.584685085962	0.578129554476	0.590099163003	0.595481900851	0.60172820261	0.616150372421	0.684071273361	0.554586456646	0.645574413147	0.548163698978	0.574855627383	0.653640438918	0.618761242749	0.600824972127	0.61590384324	0.580068848026	0.649210114854	0.6190418782	0.637250462749	0.60602290271	0.658754818674	0.650651281655	0.653799957653	0.624975793256	0.632849218688	0.589927401664	0.603167159207	0.714564678208	0.586249674663	0.617327924229	0.599998667054	0.648924717058	0.650789103459	0.703523300461	0.602788399202	0.679356515555	0.607824261028	0.589199188499	0.626383022605	0.631861731338	0.573502514725	0.513164483467	0.570166671994	0.657270592733	0.548351672027	0.494944816347	0.588441835922	0.642798499251	0.570911536843	0.679175481029	0.535661566868	0.65865310122	0.651842768814	0.587068497297	0.52212894474	0.641747080517	0.567832514382	0.612073065106	0.51479819505	0.590227205594	0.646777793856	0.518715552752	0.626266367037	0.565283804061	0.59236704225	0.503585309936	0.542754134661	0.631872906312	0.692474651605	0.519055968245	0.607650676561	0.623385502006	0.550281885774	0.531098437602	0.613954036058	0.503742917486	0.555058098912	0.53907573131	0.510803111008	0.501055298089	0.608256684119	0.624255490034	0.617199691459	0.625926548877	0.626769797928	0.619461375973	0.62744860783	0.615144260611	0.619290425447	0.565911733234	0.627378822119	0.634317602656	0.596185530397	0.650087789587	0.63102968857	0.650710194047	0.645212533182	0.612713222245	0.601244965587	0.648635283809	0.671144839042	0.675149507207	0.63735917376	0.601970131457
CS.334	0.689403077017	0.572438200492	0.596936436447	0.673746194264	0.616491391292	0.726956347628	0.665187226963	0.699487140444	0.706181579284	0.638969426162	0.711109775994	0.687137645118	0.666958710392	0.664434962046	0.698337591981	0.654168813933	0.601330345306	0.593833387676	0.598592982739	0.681124508097	0.624087177637	0.581829160225	0.642229730238	0.581915832074	0.680034266904	0.696952247804	0.509433917212	0.512956863354	0	0.706108447933	0.562091893031	0.616859179813	0.617711158541	0.539145361491	0.664322688867	0.578353306272	0.630443911774	0.52113245619	0.660057037516	0.566549396993	0.574086944668	0.574559366502	0.64322724276	0.522519276711	0.550337311463	0.547674178766	0.506719146806	0.507364547575	0.520136350223	0.553051608397	0.570395977807	0.608504538964	0.598457187165	0.555292611505	0.591686725529	0.600331055727	0.600510001642	0.556853466354	0.554581280788	0.523447864375	0.640586251689	0.60241112095	0.669115049958	0.621448579454	0.631515807726	0.655022959567	0.644694283014	0.635956051785	0.659880849376	0.679777664353	0.675556150703	0.595699183455	0.694283071839	0.62403060902	0.617876659116	0.726562740964	0.714765363891	0.675717025925	0.722353216536	0.671720296482	0.718928977176	0.697845615797	0.730571285037	0.706886651539	0.737863242014	0.710065438979	0.721546758186	0.722675514161	0.708115099184	0.63968890801	0.688152864927	0.696379186355	0.657170217949	0.65861858692	0.675730453583	0.657585249684	0.704725834532	0.752269834582	0.666830382514	0.730915652369	0.68378577127	0.597744180135	0.687610034155	0.650093690791	0.599978782502	0.590326187195	0.563924667374	0.656280161834	0.543429439426	0.528367930249	0.63310838958	0.687343951408	0.592143515935	0.6948700925	0.544588875162	0.688407346857	0.672665464119	0.625274245122	0.516289084104	0.666829454247	0.568168743222	0.639519911238	0.527674309141	0.632563292515	0.689074703083	0.502786009396	0.559297884993	0.577770904102	0.617215928533	0.582072085566	0.510133917142	0.654019061561	0.630610739773	0.542451441196	0.604574192785	0.59845549627	0.567740562232	0.584519548498	0.643657748345	0.516157323839	0.598547020181	0.583470150146	0.564870444526	0.543672047872	0.664705695452	0.649844867742	0.639948576755	0.673617036589	0.688992112455	0.700736246815	0.720663079292	0.697158647789	0.637712303443	0.577046123245	0.669778330127	0.667472367016	0.612541968162	0.722357990004	0.700323434512	0.724930426461	0.72238451801	0.702613496819	0.681029588193	0.699559883423	0.696955767133	0.71244760549	0.716673027115	0.678621009697
CS.327	0.582723463892	0.637943724038	0.683835289017	0.597747437167	0.615244139377	0.575757314909	0.627878953196	0.592672992289	0.539799595341	0.624672563973	0.565673292186	0.60143834945	0.583913002448	0.619834145985	0.578280033572	0.621222767673	0.57520875938	0.696595013468	0.632017371652	0.629721772888	0.585988896504	0.617065225206	0.726077755256	0.655668836877	0.557064164229	0.594094034191	0.654636710855	0.666778375925	0.706108447933	0	0.69464345578	0.709936474841	0.644002357503	0.655906740264	0.598417736736	0.611033814591	0.652300597181	0.648757825876	0.600919224601	0.618725604731	0.695483055178	0.630958380693	0.607025697629	0.645193334702	0.646633819218	0.683960133182	0.672296539189	0.687957796566	0.666262662814	0.697028112363	0.646653404359	0.72877711963	0.696440368372	0.680907140875	0.653295761854	0.623903456192	0.675178015194	0.69357251042	0.668620224608	0.732718104167	0.691224858573	0.639195340265	0.624687199127	0.61737896925	0.61501342265	0.587680712001	0.593634439707	0.63119000748	0.575187416617	0.598474389058	0.766820927524	0.626877746795	0.601947268322	0.645709478225	0.645784929629	0.583325727738	0.61126842429	0.607617998752	0.640611153664	0.654800753973	0.59990574035	0.577690470781	0.651002886517	0.589022816035	0.594198992404	0.6247005828	0.597799284293	0.619841117462	0.562074492882	0.570441604526	0.567762830169	0.606794057815	0.605509105911	0.582024455142	0.607909846953	0.677353694575	0.575179121823	0.55025431339	0.606658625463	0.565398921345	0.643399662197	0.632602524501	0.555109299093	0.587424788176	0.64126713069	0.608605618199	0.684168643777	0.709102122893	0.604322553246	0.636036897719	0.648260604997	0.621576794461	0.641813385181	0.684784306833	0.647346841842	0.542309316812	0.549498181342	0.625206983731	0.652188203001	0.586179345872	0.644873311961	0.621519612511	0.656984540216	0.58539865534	0.613531468992	0.696944809269	0.686152889395	0.593502606121	0.61341648071	0.626039776262	0.67489767239	0.616197342551	0.740520957292	0.611292345047	0.670330199212	0.720873266716	0.669105315435	0.659984403509	0.641612956879	0.677024079261	0.641530389985	0.639945961881	0.643762841251	0.659705564199	0.564272054449	0.611577381655	0.581670884041	0.552483904736	0.551605778068	0.606356622714	0.575881002657	0.580642072915	0.703327306355	0.648310310037	0.575285251021	0.559949230571	0.618012002629	0.582956092012	0.576828296589	0.580168439611	0.556375130655	0.589692200674	0.589803640664	0.560731984389	0.580594177301	0.527053266374	0.605645311712	0.575414908566
CS.282	0.671507234407	0.54621365826	0.602440802764	0.644474272758	0.625010414174	0.706105937859	0.639777386895	0.6694046672	0.662647240439	0.648965770303	0.691718754956	0.698515197329	0.659407357316	0.646956862494	0.689055024178	0.629414497645	0.578875166054	0.615359714945	0.578397422176	0.683777311671	0.605722599521	0.60335031563	0.673583763981	0.566145276791	0.702628405563	0.669853448816	0.549022154747	0.571461863508	0.562091893031	0.69464345578	0	0.594194008325	0.619172616312	0.537330417283	0.628589054668	0.557665046343	0.648580839035	0.480710552285	0.638486202017	0.576911081107	0.523298972232	0.571965792018	0.632317360419	0.519002151678	0.550817982949	0.514641308279	0.531858564394	0.524299280625	0.53338972458	0.542786184878	0.536379851773	0.597616099466	0.616242354413	0.59432252775	0.550643154067	0.623947337214	0.587984595732	0.537679167174	0.509210889594	0.55149993204	0.630977543433	0.580238852903	0.664661394626	0.626540800732	0.608696613833	0.626329043217	0.624987092684	0.626072415992	0.634960526698	0.612321486454	0.72586369921	0.588825752416	0.713083937265	0.623734627036	0.601303168751	0.718342512023	0.670901655589	0.627177300082	0.692778137611	0.639057271653	0.677367716917	0.662523453554	0.699706696899	0.67675950648	0.714239615732	0.716050114796	0.722730686464	0.69473287809	0.683062159636	0.623051535179	0.663703871175	0.716795282139	0.654156436549	0.641279994235	0.67583855954	0.668354664946	0.709418809854	0.712032124175	0.626927644945	0.712425527257	0.65570333583	0.573929006044	0.649635314488	0.670059421554	0.612554061255	0.599223336242	0.535246184828	0.646881727563	0.554805440657	0.497531537942	0.584895183541	0.693625384923	0.596855454461	0.709964413153	0.541469347354	0.668802450201	0.648968529078	0.63985208919	0.512780033099	0.639406111349	0.495633828635	0.606385493289	0.498626489992	0.612756478426	0.64833750998	0.504767368351	0.579959932729	0.587402726693	0.605764582329	0.561097830486	0.482596634283	0.593900450856	0.64548075673	0.521097714822	0.560362887215	0.642595171729	0.601867235635	0.51836550048	0.605864058451	0.560833385565	0.583254806946	0.521720031764	0.537766360658	0.536506763429	0.6745029621	0.618494833656	0.599138523088	0.66733922471	0.66883205128	0.684721397444	0.682695512526	0.679738613948	0.660732081784	0.546912200467	0.662307415887	0.664764188388	0.60374488639	0.698982421727	0.649929099991	0.725741216468	0.686146790911	0.652437603456	0.634728331064	0.679102251474	0.670315075129	0.700809553911	0.688527179229	0.653175014114
CS.302	0.708260659977	0.619158937072	0.624189956138	0.706200452729	0.661008719449	0.7339052004	0.669255979053	0.669290652885	0.686802468271	0.722092693838	0.739901133994	0.722477341979	0.694883075206	0.703367975203	0.700476670249	0.663142669351	0.635885016112	0.578242179785	0.614312779087	0.680637712311	0.663673388418	0.650962761179	0.612643334094	0.62557297045	0.7268486535	0.717930982631	0.600900618827	0.642550927406	0.616859179813	0.709936474841	0.594194008325	0	0.648992369575	0.580427020277	0.717841518434	0.665886393882	0.63344394177	0.56225060856	0.68650756263	0.653123102105	0.584706201822	0.630298473582	0.691525692572	0.582128866663	0.599297026999	0.623644216146	0.633387847725	0.619699189448	0.620900344835	0.649055062402	0.632223022704	0.590842142808	0.642888753144	0.637443693282	0.605600213306	0.682610993412	0.66243410154	0.63721434104	0.583494043193	0.630080825607	0.585861895529	0.642786660365	0.6955550661	0.642158300932	0.664066016743	0.686769680357	0.67651484377	0.648145462246	0.698787552021	0.655143067163	0.617784082399	0.611044136833	0.700505235321	0.655115798084	0.681291394853	0.760822002568	0.741037072461	0.695172997091	0.754656469419	0.699034034349	0.734816154343	0.713171796838	0.758437880847	0.735772733109	0.737515435153	0.74623266286	0.753799492961	0.745781721824	0.713482389961	0.65232724008	0.697152709101	0.704471703115	0.693951024126	0.715150469358	0.715327021046	0.593518290961	0.747129954757	0.755930016965	0.69432900757	0.727419756573	0.729666286707	0.613614255574	0.678270762194	0.70478737705	0.638148875452	0.655373541558	0.550120361773	0.665192112074	0.597809567374	0.616617258273	0.60528818782	0.708209864065	0.60666291383	0.678924047862	0.595429101978	0.674846471085	0.697708560883	0.668208205001	0.600428176006	0.702368263986	0.589905751887	0.627054541431	0.604838287235	0.650894127814	0.623571219617	0.626042393746	0.57782264925	0.62868295802	0.641738688481	0.666272941963	0.57536322616	0.596329134478	0.621165757808	0.609845481331	0.598815499028	0.615200676259	0.594616940778	0.635983287617	0.683245408337	0.659840410044	0.671897441319	0.624573274502	0.648381073294	0.617984222298	0.710780234667	0.629721980459	0.611965814648	0.707423099434	0.69423634677	0.737674874869	0.733435376521	0.71609836957	0.574252020008	0.598800910907	0.702215949542	0.692870740742	0.652813342283	0.735669114305	0.681495417226	0.758695164856	0.698235226129	0.715248805754	0.703121228516	0.728269275205	0.70387647265	0.724232510874	0.75862070849	0.670474985291
CS.041	0.663641789472	0.568762011586	0.635168402225	0.637035745726	0.559246824153	0.706629850308	0.585756591755	0.648548149516	0.669822349915	0.550624870786	0.6674995311	0.638533562216	0.606276820194	0.573420283191	0.622548580848	0.578270164491	0.626732632927	0.657671159802	0.580110841162	0.608444310221	0.605389521429	0.548406630579	0.660981883291	0.61808175745	0.634658206279	0.555383648541	0.606775416596	0.61294236171	0.617711158541	0.644002357503	0.619172616312	0.648992369575	0	0.619514429785	0.640044360063	0.603553875829	0.638220654991	0.58001110795	0.645338186319	0.561872597642	0.665747177533	0.521955719768	0.581881457388	0.599226164422	0.620893417434	0.608752806452	0.618684957859	0.591023174039	0.589116644994	0.611348030752	0.601314267677	0.678355143092	0.677588102435	0.66179328362	0.625792626503	0.613745431038	0.603044691221	0.60900501775	0.598004296234	0.628044505139	0.627163930806	0.587413935979	0.621045187102	0.641851008643	0.628576627918	0.621794232292	0.622937504305	0.58461539311	0.631246416293	0.6536159318	0.687217213047	0.597411926599	0.639070345643	0.611946560812	0.624260401577	0.714372536552	0.670930811052	0.654028342006	0.69472532864	0.655448617689	0.688720612816	0.67888989674	0.686247609989	0.665618161108	0.686739719009	0.678218457972	0.709892852785	0.678629039463	0.685156247412	0.631285270943	0.63741111212	0.663473409257	0.598428396377	0.649599859789	0.593123932038	0.672741354252	0.67480094951	0.66266264534	0.637106535563	0.702713766563	0.618838871234	0.562754570555	0.61775155275	0.642824442452	0.57455849971	0.586761290325	0.637060127556	0.687706335482	0.597124220458	0.604005547741	0.635465195265	0.611119048575	0.631516827299	0.614625591151	0.58897365736	0.623056024561	0.640097229244	0.572119608545	0.575672015857	0.593124453381	0.633129679963	0.570525047478	0.585399340128	0.519354458071	0.651187026157	0.616793695597	0.609034790506	0.522271536782	0.546385288337	0.609000337228	0.607680920997	0.645553880494	0.698180342819	0.570595446922	0.604448835678	0.672798571039	0.613356499374	0.617618533822	0.584933261826	0.583966888651	0.616708215117	0.6077738079	0.621288844374	0.578749034065	0.646518130396	0.621965249892	0.637743221315	0.631431634839	0.630461820086	0.681564772195	0.67321024191	0.639991681544	0.632310207852	0.627620636318	0.650405818827	0.657365024192	0.650166468377	0.692707680854	0.645576235397	0.700621919729	0.661510652036	0.659847567304	0.654480825287	0.692639838279	0.685407479275	0.687582988523	0.706540521465	0.637714140452
CS.213	0.670624302113	0.566759811386	0.592164775654	0.652469410487	0.603663016392	0.707530274403	0.637210329833	0.65548503029	0.667491730369	0.623215631076	0.687466091374	0.667324729668	0.648284775743	0.657794170564	0.646175577875	0.637032536322	0.566705304693	0.558304034498	0.595723650913	0.627900854624	0.600117609238	0.592922348278	0.611641408678	0.595223382417	0.667659315568	0.661415877829	0.538457238992	0.56772675961	0.539145361491	0.655906740264	0.537330417283	0.580427020277	0.619514429785	0	0.643820129374	0.571031985913	0.5914918817	0.535376679329	0.657939848759	0.588926118401	0.543388014563	0.572938520851	0.644660067352	0.50392704903	0.54124605561	0.544239766909	0.536071597367	0.556005613868	0.527116968101	0.59473476237	0.570059882042	0.583665798247	0.584045002813	0.562827136979	0.589934760754	0.60854307873	0.628656606352	0.571417392074	0.5008025496	0.59381656703	0.617625833848	0.611825743261	0.682077285344	0.609233198385	0.616249546609	0.659537240926	0.613784579709	0.628844801751	0.647685487346	0.652428857329	0.712919077383	0.570519117825	0.68249991472	0.629640257284	0.626245116794	0.720718128556	0.676635902094	0.658681112187	0.722853217515	0.638517199876	0.694611929007	0.670461464675	0.707220673955	0.695439010419	0.717298826337	0.705585116903	0.722946979121	0.697668583372	0.693349885053	0.649861184621	0.665674242475	0.688973041059	0.642051821393	0.625210290831	0.678357937431	0.636442598537	0.685010158113	0.714342681697	0.64111058785	0.711266086961	0.688490225891	0.593134191004	0.661161928436	0.665224858994	0.600558335626	0.589644274018	0.557147227302	0.640916250162	0.558419036179	0.549785705716	0.605187329813	0.679860125953	0.578628277092	0.679123283229	0.526566723096	0.661619148941	0.657492497842	0.620544753831	0.506609941511	0.631326500182	0.524332726757	0.60649410174	0.554936619685	0.616542134244	0.624748835641	0.514616395468	0.58285275868	0.554260882744	0.578489912428	0.570259689367	0.498478468097	0.580989627766	0.631227559769	0.544851230864	0.568606326649	0.593927140635	0.557415791384	0.587766081763	0.638815256296	0.553050894876	0.613368573361	0.566911793833	0.56826503468	0.54767136691	0.666169636617	0.616141728541	0.610384029333	0.672085448651	0.654948581218	0.70083438888	0.70132164546	0.6834204301	0.641531200306	0.55057493289	0.671665454895	0.67209769417	0.60361440634	0.705914356537	0.680486172011	0.720651228138	0.682942089355	0.680920912899	0.657914962187	0.679222285189	0.681167188888	0.675685174346	0.69932918368	0.651231470474
CS.203	0.534160375004	0.611274157219	0.65398002027	0.540297958463	0.611064425005	0.553595181158	0.627201229133	0.589596588117	0.478438606729	0.621352394916	0.564630661321	0.556617545876	0.508095834608	0.615022776278	0.607500225536	0.580612144208	0.46676813679	0.72076244357	0.583565035244	0.687076096293	0.544670769516	0.611615735109	0.751121597918	0.564201807327	0.586671855902	0.580765595544	0.594103378007	0.628880418768	0.664322688867	0.598417736736	0.628589054668	0.717841518434	0.640044360063	0.643820129374	0	0.531090890876	0.6858486823	0.619286834698	0.490043743676	0.602352593664	0.653127333818	0.625762623595	0.590248898557	0.621151562607	0.622615939	0.606102001107	0.633012846267	0.626569420211	0.629636514073	0.658533872987	0.610886345803	0.719171455256	0.702550309116	0.669125188853	0.612577187382	0.615187925265	0.612779551241	0.623487815807	0.647323029438	0.705048992714	0.681500173191	0.623978852954	0.527234418091	0.577875970322	0.54272769624	0.595176564967	0.51778487731	0.602335714702	0.489226054937	0.52991465985	0.753497414551	0.563146921588	0.624918288469	0.58670075533	0.56500079126	0.556297421217	0.545955776912	0.503349455288	0.587287514191	0.604707210418	0.489096285421	0.528148108147	0.631108081027	0.56467131243	0.542655982973	0.555535026797	0.551475544984	0.545891146874	0.537752101419	0.556744671093	0.525298235446	0.620113953478	0.60045573192	0.537681779282	0.604266209817	0.690243237698	0.545474378067	0.586246069381	0.498285767323	0.590622800259	0.586067600197	0.656107750406	0.552270072725	0.560712535835	0.639605463634	0.601388810337	0.641158072344	0.725121392679	0.548163780185	0.608031509147	0.674499070139	0.64028298314	0.676486480634	0.736004695847	0.593222860585	0.549000654425	0.553632099985	0.606182187705	0.62132699163	0.568386017936	0.61437403687	0.626909659225	0.627361426905	0.597430355328	0.622554810142	0.633008636918	0.70407065831	0.639985081015	0.639222467363	0.560149151991	0.593757383647	0.590743343481	0.751595793352	0.573008167699	0.621010579325	0.731569968358	0.642061675658	0.635673537529	0.632000531467	0.599433745443	0.500501921695	0.610862283881	0.594728005059	0.635867422229	0.510195632578	0.519069414935	0.516866928229	0.556806910013	0.531883609299	0.518657551029	0.527809134163	0.599380701557	0.723699474518	0.636169609181	0.47393048381	0.569814842061	0.539975573735	0.544580747317	0.509069493887	0.567180644096	0.579413913645	0.478214952559	0.532230780462	0.526399430299	0.545879098609	0.573711263319	0.531006166175	0.543890762208
CS.128	0.584768262467	0.580398814682	0.60204215205	0.545348714909	0.580309996593	0.607480373744	0.580040693217	0.611394005727	0.586720838443	0.587967992893	0.592316118378	0.621781504558	0.558340495228	0.624496350537	0.613314520906	0.582359778856	0.498392917003	0.682026412576	0.524273801955	0.678483713259	0.548931204357	0.564587215239	0.71177995807	0.546461505228	0.6334518853	0.623906203892	0.529616588614	0.556070113703	0.578353306272	0.611033814591	0.557665046343	0.665886393882	0.603553875829	0.571031985913	0.531090890876	0	0.645114199821	0.514613082084	0.528954784129	0.544560693042	0.600983627204	0.557311963128	0.55665271544	0.546117187558	0.594397084023	0.481526501415	0.504281452287	0.511052630505	0.484023929146	0.566239238749	0.495975608191	0.66078764075	0.648402509459	0.572454696387	0.536790074039	0.562248678543	0.554103426249	0.504704617311	0.543038749535	0.61709477676	0.640234953944	0.58569677704	0.5564543706	0.570846864553	0.537170665829	0.585655366359	0.550133666266	0.575660636549	0.550752948256	0.587818541171	0.744288332733	0.563662035071	0.638216031758	0.54944315047	0.546737743028	0.601585357098	0.568318984914	0.512940941383	0.590558891268	0.571021504376	0.550367707611	0.53705601731	0.62514255185	0.606819214999	0.601141433462	0.616988278788	0.598000223736	0.585452145564	0.593836742905	0.539010494208	0.554542104043	0.645946203088	0.59615355505	0.564360710327	0.608528214246	0.681761128946	0.586886350464	0.631235962446	0.530306888816	0.634243966115	0.603329774379	0.595004371882	0.581846257293	0.576879932509	0.601465402133	0.538704418211	0.594412261476	0.718555049921	0.515337241969	0.507706441609	0.612514964376	0.631181518484	0.630450441823	0.72950350745	0.531760897426	0.59828594637	0.607286596563	0.6169308579	0.534373432744	0.576452102649	0.562995487235	0.621515016322	0.510716140163	0.582581636193	0.62108448035	0.550594415454	0.647432890988	0.5966408501	0.600594569429	0.493776909133	0.503227974299	0.595484269387	0.715143575141	0.483041203	0.573334762342	0.690567547829	0.577270264598	0.543501973896	0.576362961832	0.511870138529	0.4956959608	0.556120031797	0.534977764558	0.547295261466	0.54740850556	0.581576016325	0.564270509341	0.575300975819	0.583621726925	0.582610666787	0.594296082461	0.596122397035	0.693964761265	0.616036890474	0.573561161107	0.597493942136	0.548994696545	0.606301091884	0.590296169524	0.61895866944	0.632741223678	0.548142935025	0.544143731217	0.578532102686	0.626119622196	0.62151397826	0.582361556301	0.584677902759
