CS.357	L.008.M1	CS.281	CS.313	CS.005	CS.104	CS.003	CS.017	L.022.M1	CS.172	CS.263	CS.280	CS.259	L.006.M1	CS.314	CS.371.1	CS.334	CS.368	CS.153	CS.077	CS.287	CS.064	CS.161	CS.377	CS.072	CS.065	CS.127	CS.230	CS.115	CS.062	CS.125	CS.374	CS.380	CS.236	CS.378	CS.292	CS.376	CS.375	CS.232	CS.136	CS.213	CS.203	CS.224	CS.282	CS.041	CS.386	CS.349	CS.178	CS.369	CS.359	CS.148	CS.166	CS.385	CS.214	CS.395	CS.372	CS.129	CS.147	CS.268	CS.182	T.CS.059	T.CS.022	T.CS.048	T.CS.072	T.CS.069	T.CS.004	T.CS.040	T.CS.034	T.CS.058	T.CS.041	T.CS.016	T.CS.024	T.CS.028	T.CS.050	T.CS.042	T.CS.130	T.CS.131	T.CS.114	T.CS.124	T.CS.178	T.CS.180	T.CS.134	T.CS.132	T.CS.139	T.CS.167	T.CS.159	T.CS.125	T.CS.177	T.CS.115	T.CS.153	CS.015	CS.082	CS.087	CS.103	CS.246	L.034.M1	CS.356	CS.085	CS.238	CS.088	CS.006	CS.241	CS.110	L.024.M1	CS.237	CS.212	CS.165	CS.311	CS.228	CS.345.0	CS.387	CS.207	CS.336	CS.189	CS.346	CS.164	CS.347.0	CS.363	CS.330	CS.325	CS.318	CS.158	CS.202	CS.361	CS.194	CS.320	CS.285	CS.343	CS.152	CS.321	CS.080	CS.112	CS.163	CS.322	CS.227	CS.255	CS.390	CS.393	CS.326	CS.253	CS.270	CS.262	CS.370	CS.145	T.CS.043	TFS.022	T.CS.064	T.CS.061	T.CS.008	TFS.021	T.CS.026	TFS.025	T.CS.045	T.CS.049	TFS.020	T.CS.031	T.CS.066	TFS.027	T.CS.036	T.CS.152	T.CS.109	T.CS.142	T.CS.141	T.CS.158	T.CS.166	T.CS.157	T.CS.095	T.CS.151
CS.292	0.617908544388	0.644542283772	0.559597073809	0.591694676492	0.587546139732	0.542254403395	0.610552632096	0.616265031303	0.618668667759	0.589162328956	0.571918975596	0.629496186629	0.626083822604	0.618075297364	0.591654630023	0.603339922953	0.566549396993	0.540325675014	0.534478312811	0.590719917302	0.533390529903	0.56515956221	0.580003635292	0.541105694199	0.564403451052	0.560507992956	0.530375120559	0.620109655754	0.574199785055	0.56320031161	0.57421712527	0.573888754549	0.600672118167	0.611278348595	0.629828534639	0	0.567310218989	0.590023300148	0.46353620181	0.501729828511	0.588926118401	0.602352593664	0.690536607928	0.576911081107	0.561872597642	0.646100592838	0.555876273075	0.570762707039	0.6088558002	0.643169188257	0.617165324479	0.566938711309	0.540593748726	0.578591541338	0.545637900652	0.567810699943	0.576651183771	0.568380242013	0.562597236873	0.53167679057	0.605261008175	0.607072409065	0.59802971049	0.603142326745	0.594879174964	0.605168189753	0.58781738702	0.610040241607	0.601698872091	0.606716032407	0.56573350912	0.577104174845	0.613337999927	0.626126637851	0.625631637475	0.590335512149	0.624601100699	0.616538782136	0.602182309832	0.605562019588	0.615694827823	0.638275597429	0.619666581153	0.639827163543	0.619865587789	0.633231850926	0.589937910753	0.620022908674	0.62488808876	0.606803601341	0.642204438533	0.556790519357	0.630259332074	0.538965381906	0.580669870239	0.608849792305	0.649695889195	0.557223544097	0.582714082372	0.69128547591	0.585512396762	0.561228879212	0.540452519851	0.660700199518	0.525762021784	0.643702342996	0.640291054788	0.571143051772	0.571677187007	0.649566340642	0.556842802969	0.600978506984	0.570720112794	0.568748039954	0.674150885756	0.64367506677	0.571012350328	0.547201276086	0.560790765252	0.689299807633	0.544100367129	0.569900032079	0.633114668279	0.601377705096	0.645699243688	0.508432781901	0.575489890561	0.58966707686	0.558114992486	0.615867625792	0.542665935584	0.515246683125	0.561792092003	0.56419129984	0.67178138156	0.544850763623	0.562766314111	0.590982669237	0.547706320025	0.648592736037	0.522327798823	0.584746589647	0.546128983121	0.553953850192	0.635842646045	0.609458904666	0.579026663304	0.630151044598	0.639712222671	0.622258125817	0.657414153685	0.624370189504	0.622213421468	0.614403438875	0.615570581119	0.616789291402	0.619448338933	0.621565663321	0.579614922297	0.602742200485	0.615819690121	0.680196581984	0.658190849865	0.61183506128	0.598703293402	0.636053140578	0.635265937183	0.639619530884
CS.376	0.641273442965	0.569605284867	0.62917641436	0.681835677209	0.687984403573	0.604793507429	0.691124247433	0.678211234635	0.700829529742	0.624908303212	0.653532894964	0.686518119572	0.646007030729	0.66034033129	0.633718042181	0.600081097945	0.522519276711	0.58885591084	0.619198298256	0.619752876011	0.533217257688	0.652455815007	0.520531465483	0.544429335685	0.636533346428	0.566670877446	0.536283581152	0.55366374254	0.602429334204	0.64248030119	0.481226515523	0.518802998396	0.61313647718	0.639025250538	0.604797653711	0.567310218989	0	0.542375451794	0.613648675992	0.555571850293	0.50392704903	0.621151562607	0.623918310103	0.519002151678	0.599226164422	0.608893772806	0.544363629892	0.606650125312	0.583191203692	0.585235149916	0.571739003243	0.574632578737	0.559992381416	0.563115906541	0.585255203686	0.499226032499	0.586733567552	0.473771774746	0.609888414848	0.537857100053	0.681536462176	0.611024399139	0.601786901474	0.633807970257	0.583569096289	0.569211688091	0.641141021668	0.650795179968	0.61936582078	0.604512381298	0.566038795781	0.580075406197	0.584371995461	0.620891240063	0.659478210011	0.637917941666	0.647443687943	0.68584091394	0.672987522155	0.67917016208	0.674455132722	0.653761865639	0.683454996665	0.687951246229	0.65018173423	0.705103886247	0.59426176736	0.681159110049	0.685829612399	0.682268396531	0.697109494702	0.662275420941	0.621439091513	0.632231703167	0.632717093659	0.624467535754	0.620667069642	0.647831730152	0.633541336762	0.67073585828	0.629743842688	0.679263436708	0.603185399006	0.683449572889	0.592645973556	0.5685434233	0.575434445897	0.632569334778	0.630549401057	0.601429022025	0.512483333257	0.580930444411	0.547991588063	0.592951095734	0.584483086488	0.684359718375	0.57507384018	0.477571767701	0.531521113682	0.662613567945	0.487000541547	0.571022453657	0.619736600328	0.575210392154	0.601312390504	0.504555068911	0.55620877554	0.502693152609	0.596128255034	0.635791527404	0.585989583956	0.56858087459	0.580676253435	0.505884470171	0.63039015962	0.508852315564	0.537593227679	0.597870307891	0.52270433209	0.606527081536	0.515464649221	0.53222310164	0.529042644829	0.563996941432	0.637029129015	0.656256360482	0.626604949418	0.586483997055	0.586382744478	0.639571602516	0.633141673591	0.577024847723	0.622699913812	0.536855338111	0.656359874919	0.623544438063	0.681337483771	0.627991737251	0.641295332598	0.624732749806	0.687659031599	0.653000293029	0.662645899991	0.641497783378	0.618677193342	0.654894508668	0.705642378323	0.659824632285
CS.375	0.591302416901	0.60350184504	0.5793117453	0.64597125113	0.651724747734	0.565062115136	0.650135534011	0.629816947481	0.688172906775	0.579211249222	0.563438372903	0.647176941288	0.607795585281	0.6369345802	0.568050308397	0.541034475607	0.59528039339	0.561426163899	0.594680816587	0.571118937592	0.592598899708	0.610017125036	0.574411826705	0.585818762364	0.593723223267	0.546825701825	0.507860168618	0.60145248238	0.647417553636	0.569549327066	0.553239488034	0.553424926435	0.585484510056	0.645277265612	0.611350610664	0.590023300148	0.542375451794	0	0.601287663724	0.565400595896	0.578695061451	0.57635404046	0.661303083911	0.575724851908	0.605359350596	0.626367339294	0.576949281329	0.572830834834	0.650659132788	0.648291927414	0.620883177242	0.613206436576	0.572754158318	0.506653209633	0.580881595719	0.580148427837	0.576887938453	0.559798016002	0.584721462171	0.56822215083	0.642237769717	0.548563552503	0.56686790208	0.591796583967	0.585106494699	0.541193208394	0.597707172215	0.559172471368	0.572535902239	0.557951885774	0.567155297589	0.558036410848	0.579736361292	0.568833193516	0.606809390227	0.59651577177	0.606622849873	0.66852273134	0.629420797449	0.623985466978	0.621969579325	0.608934528772	0.67092844511	0.654827377525	0.614433150802	0.689046165967	0.564890368462	0.644417705899	0.651304618187	0.662116657273	0.661787013019	0.629812649509	0.594249217049	0.617498907712	0.578646997414	0.608003040055	0.58932123333	0.622706199944	0.62025015189	0.631769319607	0.58521731296	0.650305449928	0.604818232659	0.628475841521	0.577805187579	0.565845536269	0.565282605777	0.575840537226	0.597043721875	0.637121300356	0.502247341005	0.579311993937	0.544802360076	0.603154365178	0.633871937341	0.679785119334	0.597386026257	0.572072614706	0.542337318958	0.669021280162	0.574777686571	0.58930392303	0.546807631242	0.522847654842	0.642576494741	0.555585527619	0.624526930683	0.538961593012	0.556646683438	0.568276590564	0.586209600685	0.583203573717	0.58861685022	0.581582010259	0.654566758408	0.567773467392	0.575827344923	0.584231391469	0.563484075258	0.638312183684	0.576474639288	0.578950686924	0.581225320959	0.535919778381	0.572378356867	0.628097131269	0.586632471504	0.542086088196	0.555931211427	0.586613239642	0.641095529343	0.540867179242	0.579586365911	0.591745972304	0.632105757091	0.557053612067	0.631990888267	0.598147892099	0.636698765993	0.590669338846	0.649789604126	0.621957587728	0.613556642915	0.594850832552	0.573853682771	0.607280744048	0.664691178432	0.629820646246
CS.232	0.562411440525	0.645000802593	0.488704147231	0.533426395635	0.482129584987	0.540166800314	0.518075282784	0.601261327705	0.554591784444	0.541456334083	0.53444520069	0.554528129687	0.562125351538	0.581900156508	0.55514859549	0.610621626019	0.64322724276	0.507094972997	0.487598359882	0.56161011554	0.567397502809	0.542456183957	0.613123987482	0.565452160077	0.479872335203	0.580109283975	0.540169407356	0.663847138238	0.613038420048	0.523233930186	0.619193726865	0.618801210315	0.574680653591	0.643015914916	0.649901265159	0.46353620181	0.613648675992	0.601287663724	0	0.507194667933	0.644660067352	0.590248898557	0.72352069749	0.632317360419	0.581881457388	0.683334088373	0.561085319011	0.550788693783	0.656383692532	0.684949538619	0.619892525385	0.608472178976	0.56973227786	0.601323200639	0.570923874149	0.583664019298	0.559150737885	0.617103788518	0.600699779359	0.518044528195	0.580569944718	0.587007502911	0.588321609582	0.544036712787	0.568311622519	0.580710409024	0.541261134074	0.575553241908	0.571916895754	0.56139659693	0.557266453087	0.554201121021	0.586343891261	0.583157051508	0.544484979164	0.550922138754	0.55688427336	0.565043887132	0.511914559471	0.539885821399	0.564736163702	0.570598230272	0.559360343176	0.562864070531	0.57088125064	0.552037430904	0.558908963306	0.567595872062	0.542928217369	0.49947391973	0.605971642246	0.470414494279	0.597868191615	0.497321363545	0.521258210533	0.603212624168	0.668336268861	0.492216875338	0.543392973099	0.678548504512	0.533356395516	0.517100637959	0.576547549132	0.629063951179	0.533609731545	0.649716338821	0.666420445631	0.590214235864	0.552886397744	0.709105009029	0.578091345306	0.634502949283	0.562973560402	0.595758764234	0.702281737647	0.654979535138	0.651115953175	0.590549153135	0.612480636623	0.740640147362	0.601669380598	0.570960990965	0.634657668838	0.643003821219	0.724333449168	0.555067241711	0.659671890571	0.626202825007	0.514871867178	0.569558084957	0.549015359309	0.562722125921	0.547164237833	0.632526443548	0.746091958688	0.574606756187	0.574624149433	0.605993989678	0.58463791583	0.675007964409	0.584449945761	0.659888418954	0.588393752175	0.56438302526	0.575432190469	0.546441635433	0.560206804114	0.601147101527	0.644261935255	0.618854371098	0.703623644252	0.604484658005	0.597746946741	0.63129272381	0.545784097942	0.581461040516	0.57055657336	0.590185869993	0.540741363303	0.541267428649	0.552961186384	0.639953201613	0.631713222011	0.53907845103	0.538875653697	0.587082113513	0.570492314016	0.582992606466
CS.136	0.63181466994	0.604283617383	0.590983259179	0.634855015627	0.60928701007	0.546277378539	0.604585725591	0.626154189295	0.648641747406	0.574044507665	0.587872987424	0.670300121084	0.627198358804	0.644963014206	0.583686613651	0.602679985824	0.574559366502	0.567508348479	0.476951211098	0.583377437468	0.550234778003	0.53677597954	0.516953955343	0.548000518817	0.582603557139	0.571288610454	0.541795768267	0.582523764153	0.577355833479	0.566726926467	0.560640953503	0.573437206374	0.628661421361	0.58708327939	0.626516132753	0.501729828511	0.555571850293	0.565400595896	0.507194667933	0	0.572938520851	0.625762623595	0.689980687344	0.571965792018	0.521955719768	0.6600464945	0.564050367011	0.597028158913	0.59681921216	0.655794664639	0.592085585589	0.584969019676	0.535536646105	0.567382175378	0.558185043407	0.570089403649	0.585640880141	0.563600094838	0.569108695332	0.545912854191	0.614197607564	0.593350058041	0.607067542037	0.598659622147	0.587627837368	0.585997802615	0.614236621254	0.622525443938	0.614022180408	0.60156140631	0.593344226645	0.570813734377	0.610943925327	0.609920987311	0.633395322809	0.63491478068	0.648805566366	0.63950146647	0.612911340419	0.633643525253	0.626932988553	0.631140597486	0.659062878238	0.676623600406	0.644823935396	0.673077267065	0.610094764421	0.666512008927	0.661220302627	0.634429758118	0.662766056719	0.554307492627	0.59537892913	0.567237858169	0.600626040197	0.617508006549	0.663624897769	0.548744127779	0.596155055685	0.653466017512	0.570763700771	0.657476488346	0.552692623271	0.666964326214	0.521341002975	0.609513672581	0.599637891165	0.5679940898	0.53206855853	0.635308548989	0.539183918998	0.594199930161	0.55329261667	0.588441415862	0.624964287366	0.598369166904	0.587618665632	0.525913351688	0.571931759583	0.700619605552	0.538739572018	0.533538777731	0.63522076944	0.576694640801	0.651941644713	0.531461808393	0.578307623964	0.590549458364	0.566950364357	0.622672532184	0.5245003337	0.479463896812	0.491538272483	0.579163358197	0.685345321599	0.566880008733	0.567639609512	0.589209244262	0.566630269217	0.636080106271	0.543567752205	0.620695945012	0.575824701674	0.569221803178	0.617721549504	0.642960925131	0.621150988828	0.606699391963	0.638813943981	0.628779967913	0.662219063443	0.597726893226	0.617517460764	0.608459710618	0.630634935643	0.615591315968	0.652144960285	0.628867813785	0.607232738005	0.609474144617	0.658514815083	0.668564657823	0.679238434093	0.634689913165	0.606519449858	0.642505302596	0.665175484608	0.657972974293
CS.213	0.667491730369	0.55984756321	0.672728066674	0.687466091374	0.690160639771	0.651198266375	0.685118265743	0.667324729668	0.73237852854	0.643934073198	0.634916072077	0.704310659898	0.670624302113	0.675333799009	0.642032807159	0.600117609238	0.539145361491	0.621978321547	0.637032536322	0.650347161568	0.56772675961	0.667795488839	0.569422443469	0.581193506679	0.663284330937	0.595723650913	0.589100319574	0.550593699252	0.618545282036	0.656592591231	0.535376679329	0.54124605561	0.657939848759	0.623607453373	0.5914918817	0.588926118401	0.50392704903	0.578695061451	0.644660067352	0.572938520851	0	0.643820129374	0.618319945822	0.537330417283	0.619514429785	0.584045002813	0.600366563216	0.630673489176	0.593378764052	0.583665798247	0.584689260228	0.59473476237	0.571417392074	0.589934760754	0.572443672045	0.527116968101	0.60854307873	0.5008025496	0.612882172906	0.570059882042	0.674634866441	0.636628039902	0.630423506996	0.682077285344	0.623543818457	0.613972532164	0.679967701391	0.67328160345	0.640198114255	0.645444938864	0.615268396486	0.629814424322	0.616249546609	0.625927567372	0.677956158886	0.665884516152	0.675449524944	0.697419876545	0.672618347118	0.676635902094	0.665832747281	0.654991056832	0.722853217515	0.712268025652	0.693349885053	0.724276269319	0.649861184621	0.697668583372	0.720285783204	0.700474087845	0.714342681697	0.688490225891	0.667762103952	0.642051821393	0.64111058785	0.625210290831	0.636442598537	0.678357937431	0.665224858994	0.688973041059	0.661161928436	0.685010158113	0.600558335626	0.711266086961	0.593134191004	0.622476227476	0.619845992923	0.631326500182	0.620544753831	0.610232319237	0.558419036179	0.578628277092	0.591537332357	0.605187329813	0.622283382953	0.679123283229	0.595639027667	0.506609941511	0.526566723096	0.640916250162	0.475984179887	0.578489912428	0.624748835641	0.568606326649	0.547701740918	0.544851230864	0.58285275868	0.524332726757	0.650437532097	0.631256722556	0.616542134244	0.554260882744	0.60649410174	0.514616395468	0.631227559769	0.56826503468	0.587766081763	0.638815256296	0.566911793833	0.593927140635	0.54767136691	0.557415791384	0.553050894876	0.613368573361	0.680486172011	0.70083438888	0.666169636617	0.60361440634	0.616141728541	0.67209769417	0.641531200306	0.610384029333	0.652363083948	0.55057493289	0.70132164546	0.654948581218	0.705914356537	0.671665454895	0.6834204301	0.651231470474	0.69932918368	0.681167188888	0.675685174346	0.680920912899	0.657914962187	0.682942089355	0.720651228138	0.679222285189
CS.203	0.478438606729	0.650113486891	0.518311342749	0.564630661321	0.583422313539	0.533854423721	0.59045157219	0.556617545876	0.604826102011	0.578339723152	0.534186019973	0.547864394752	0.534160375004	0.524283243517	0.595210819023	0.544670769516	0.664322688867	0.499834060479	0.580612144208	0.537154089117	0.628880418768	0.589026010882	0.658610244411	0.654659563281	0.543835363031	0.583565035244	0.514023925439	0.659998958041	0.677375977182	0.524055704088	0.619286834698	0.622615939	0.490043743676	0.68576473775	0.6858486823	0.602352593664	0.621151562607	0.57635404046	0.590248898557	0.625762623595	0.643820129374	0	0.737466442463	0.628589054668	0.640044360063	0.702550309116	0.594951815008	0.597700976364	0.721063318991	0.719171455256	0.668713160201	0.658533872987	0.623487815807	0.612577187382	0.642977017328	0.629636514073	0.615187925265	0.647323029438	0.666338394329	0.610886345803	0.649405082494	0.547553452788	0.562582780608	0.527234418091	0.546841037473	0.5321025139	0.540051950663	0.524255740413	0.504127303727	0.531484072955	0.541593000771	0.548260568811	0.54272769624	0.594753286604	0.474362808896	0.498023343055	0.521514993531	0.602649423221	0.557493757978	0.545955776912	0.582122606622	0.536485947945	0.587287514191	0.543303706087	0.537752101419	0.610836411054	0.556744671093	0.545891146874	0.562243559184	0.58735913795	0.586246069381	0.586067600197	0.580036418081	0.60045573192	0.498285767323	0.537681779282	0.690243237698	0.604266209817	0.560712535835	0.620113953478	0.552270072725	0.545474378067	0.639605463634	0.590622800259	0.656107750406	0.636920735304	0.650600000043	0.568386017936	0.606182187705	0.744375309378	0.548163780185	0.676486480634	0.564516836599	0.674499070139	0.746512569146	0.736004695847	0.665157052076	0.62132699163	0.593222860585	0.725121392679	0.597573750913	0.639222467363	0.622554810142	0.621010579325	0.70976567526	0.573008167699	0.70407065831	0.61437403687	0.483648868721	0.459157026584	0.597430355328	0.639985081015	0.626909659225	0.633008636918	0.751595793352	0.594728005059	0.635673537529	0.632000531467	0.610862283881	0.731569968358	0.635867422229	0.642061675658	0.599433745443	0.500501921695	0.509069493887	0.518657551029	0.510195632578	0.539975573735	0.519069414935	0.569814842061	0.723699474518	0.516866928229	0.552975149766	0.636169609181	0.527809134163	0.531883609299	0.544580747317	0.47393048381	0.599380701557	0.543890762208	0.531006166175	0.545879098609	0.573711263319	0.478214952559	0.532230780462	0.579413913645	0.567180644096	0.526399430299
CS.224	0.73526244565	0.620704510759	0.736381478482	0.76374399537	0.764691881125	0.729451726192	0.767998083607	0.747324431172	0.78102147042	0.723646079202	0.745907321067	0.755003291566	0.753951960916	0.753623898891	0.720701382528	0.67535922052	0.62126324691	0.71791296223	0.723944323117	0.73495583899	0.662054283607	0.739132142234	0.635973163467	0.663861100648	0.746871531621	0.669811318435	0.699785338887	0.638647187781	0.690109891534	0.724917524687	0.625553837121	0.624012694137	0.735368172264	0.720606416614	0.643010901638	0.690536607928	0.623918310103	0.661303083911	0.72352069749	0.689980687344	0.618319945822	0.737466442463	0	0.621174658827	0.706364224622	0.587195940878	0.684892934282	0.722257285337	0.661026182424	0.595986127376	0.606820246476	0.659127316305	0.690920371217	0.64280315834	0.691279776903	0.661462696934	0.682117592216	0.637367086596	0.690748197721	0.678217905404	0.752865365514	0.731032595783	0.706723786983	0.755654700988	0.713603567275	0.712959093211	0.744695713465	0.773273193773	0.731200604393	0.74224691047	0.712200654898	0.725460840992	0.720015346524	0.712656963576	0.767584599161	0.747578544288	0.740567080829	0.772994758269	0.76935562008	0.768433036537	0.760499964055	0.747913096764	0.779444084433	0.785425509936	0.754713907108	0.791130521547	0.705452804649	0.781289162209	0.771366287941	0.758517601	0.756621347958	0.758992614812	0.710426757832	0.729104958783	0.732083897088	0.726567744248	0.671113819034	0.749412057838	0.707397314565	0.735115573726	0.721713764458	0.758455643178	0.650691098176	0.747854424525	0.621272735249	0.642862879742	0.656922927491	0.722548463518	0.688631405484	0.636238614162	0.66334847547	0.618465760103	0.693429485432	0.671131294282	0.608022588225	0.678502711974	0.649921140148	0.641703011226	0.62981924014	0.576143794819	0.620767676361	0.670966060946	0.692734048434	0.659432988997	0.576944841641	0.649397738489	0.60979418928	0.555298489428	0.737415432909	0.733533236736	0.666415230256	0.682527847485	0.666124364968	0.606035645886	0.576155658621	0.66270322833	0.623313359694	0.693440955654	0.648461528025	0.648255909349	0.649328334164	0.653320271412	0.683566171127	0.701975262436	0.740495440691	0.77415938034	0.757265160945	0.709014639772	0.706861373072	0.710830730395	0.66233268889	0.693021069317	0.723628770729	0.640452258841	0.782569612627	0.73296485776	0.765511926228	0.755787045486	0.745385720093	0.733945917797	0.780047215074	0.730353722531	0.735598810251	0.74068392715	0.722184186904	0.736422090129	0.776785138885	0.742949155101
CS.282	0.662647240439	0.569179921925	0.635356799366	0.691718754956	0.695782217174	0.640699516128	0.705566331492	0.698515197329	0.7154756578	0.656421076861	0.653831279922	0.702110579932	0.671507234407	0.687391473023	0.645107078805	0.605722599521	0.562091893031	0.587784566369	0.629414497645	0.655426285317	0.571461863508	0.650005750901	0.560645976568	0.53960428185	0.657800400507	0.578397422176	0.545424959013	0.554951443533	0.643977820596	0.647484663193	0.480710552285	0.550817982949	0.638486202017	0.630821767852	0.648580839035	0.576911081107	0.519002151678	0.575724851908	0.632317360419	0.571965792018	0.537330417283	0.628589054668	0.621174658827	0	0.619172616312	0.616242354413	0.555229118132	0.634257580558	0.593833055882	0.597616099466	0.56412892861	0.542786184878	0.537679167174	0.550643154067	0.589911004514	0.53338972458	0.623947337214	0.509210889594	0.605175400455	0.536379851773	0.694620077437	0.629750689972	0.648181009346	0.664661394626	0.581950630483	0.58438098802	0.67843858551	0.667676575389	0.650759633631	0.643448807136	0.599157674844	0.625232917656	0.608696613833	0.647981692898	0.676091634775	0.661066673041	0.659820865982	0.713139580313	0.69088488009	0.670901655589	0.681932731604	0.663751751083	0.692778137611	0.69941831832	0.683062159636	0.705027991669	0.623051535179	0.69473287809	0.711803128406	0.702588178809	0.712032124175	0.65570333583	0.672186963613	0.654156436549	0.626927644945	0.641279994235	0.668354664946	0.67583855954	0.670059421554	0.716795282139	0.649635314488	0.709418809854	0.612554061255	0.712425527257	0.573929006044	0.618390719376	0.622640810974	0.639406111349	0.63985208919	0.620818465965	0.554805440657	0.596855454461	0.5693906188	0.584895183541	0.617398399483	0.709964413153	0.58549711848	0.512780033099	0.541469347354	0.646881727563	0.443730217451	0.605764582329	0.64833750998	0.560362887215	0.567595599204	0.521097714822	0.579959932729	0.495633828635	0.621731221584	0.650991959602	0.612756478426	0.587402726693	0.606385493289	0.504767368351	0.64548075673	0.537766360658	0.51836550048	0.605864058451	0.521720031764	0.642595171729	0.536506763429	0.601867235635	0.560833385565	0.583254806946	0.649929099991	0.684721397444	0.6745029621	0.60374488639	0.618494833656	0.664764188388	0.660732081784	0.599138523088	0.659324965824	0.546912200467	0.682695512526	0.66883205128	0.698982421727	0.662307415887	0.679738613948	0.653175014114	0.688527179229	0.670315075129	0.700809553911	0.652437603456	0.634728331064	0.686146790911	0.725741216468	0.679102251474
CS.041	0.669822349915	0.638854507251	0.607197101563	0.6674995311	0.653921671385	0.607712261333	0.647059012151	0.638533562216	0.684532123568	0.594283866927	0.638526783832	0.688477680879	0.663641789472	0.644735391729	0.641494597214	0.605389521429	0.617711158541	0.61565896097	0.578270164491	0.625284353695	0.61294236171	0.577965045553	0.58822832581	0.603718943137	0.634616415817	0.580110841162	0.579237885779	0.594715793137	0.579824048455	0.59361934676	0.58001110795	0.620893417434	0.645338186319	0.608768780582	0.638220654991	0.561872597642	0.599226164422	0.605359350596	0.581881457388	0.521955719768	0.619514429785	0.640044360063	0.706364224622	0.619172616312	0	0.677588102435	0.603293235785	0.615849662194	0.605841429958	0.678355143092	0.593718602722	0.611348030752	0.60900501775	0.625792626503	0.601133643426	0.589116644994	0.613745431038	0.598004296234	0.605064450454	0.601314267677	0.626508275694	0.629455945507	0.619030731047	0.621045187102	0.619161245563	0.638448675458	0.646494131133	0.64087588504	0.640563143423	0.612884164536	0.620186691195	0.602246155445	0.628576627918	0.595933287705	0.666378104285	0.67041072724	0.674140689781	0.668780913245	0.662148788613	0.670930811052	0.654248021998	0.656923171807	0.69472532864	0.713914969802	0.685156247412	0.690710556541	0.631285270943	0.678629039463	0.692827651578	0.674585028941	0.66266264534	0.618838871234	0.616999088479	0.598428396377	0.637106535563	0.649599859789	0.672741354252	0.593123932038	0.642824442452	0.663473409257	0.61775155275	0.67480094951	0.57455849971	0.702713766563	0.562754570555	0.636604914865	0.598475578565	0.593124453381	0.572119608545	0.654919247015	0.597124220458	0.631516827299	0.58101743804	0.635465195265	0.670431324698	0.614625591151	0.615530826895	0.575672015857	0.58897365736	0.687706335482	0.607394388372	0.546385288337	0.651187026157	0.604448835678	0.662191380162	0.570595446922	0.609034790506	0.633129679963	0.616110214667	0.649466346531	0.519354458071	0.522271536782	0.570525047478	0.616793695597	0.698180342819	0.621288844374	0.617618533822	0.584933261826	0.6077738079	0.672798571039	0.578749034065	0.613356499374	0.583966888651	0.616708215117	0.645576235397	0.681564772195	0.646518130396	0.650166468377	0.621965249892	0.657365024192	0.632310207852	0.637743221315	0.627237881936	0.627620636318	0.67321024191	0.630461820086	0.692707680854	0.650405818827	0.639991681544	0.637714140452	0.706540521465	0.685407479275	0.687582988523	0.659847567304	0.654480825287	0.661510652036	0.700621919729	0.692639838279
CS.386	0.715736094873	0.616783456589	0.666903050124	0.72116040802	0.72182838909	0.682645818609	0.709246843381	0.711584821749	0.723148177573	0.689077820687	0.665053400095	0.714025187124	0.715820424235	0.697189586538	0.648238221193	0.632096958467	0.598457187165	0.668562559243	0.681271988418	0.689905867313	0.5983459976	0.696495304511	0.634107810812	0.63949584718	0.693122432715	0.635050527033	0.645832217827	0.652869364565	0.649244974985	0.686182890782	0.582539859757	0.597054136789	0.690731148987	0.677243119256	0.615123864711	0.646100592838	0.608893772806	0.626367339294	0.683334088373	0.6600464945	0.584045002813	0.702550309116	0.587195940878	0.616242354413	0.677588102435	0	0.617405340822	0.657666545269	0.623626066649	0.598336907202	0.565348699365	0.599929518381	0.642978367607	0.598623119435	0.613267384051	0.598761767475	0.602361261912	0.56694934439	0.583992627835	0.625471001307	0.672527522499	0.678958781164	0.660137798845	0.703536930454	0.679758841106	0.6684867289	0.682740658528	0.704011454998	0.64206244141	0.696879475334	0.657807123181	0.675059096044	0.663482511195	0.653354472449	0.71411242312	0.687353638714	0.677965465691	0.702283375486	0.702474150166	0.703511236194	0.693981375985	0.688832695731	0.731475653299	0.72545564016	0.697681479338	0.730153226028	0.665480747043	0.697046203241	0.718630429397	0.70969790589	0.738060734526	0.719282237996	0.684480208398	0.669883521379	0.673327773324	0.666225959532	0.658327928519	0.686829558388	0.680207429731	0.695223265525	0.694203702849	0.715837000216	0.614277622525	0.703819036298	0.620883618562	0.679053546801	0.675093657655	0.686285638286	0.637586456785	0.675762822238	0.62322498122	0.594825533666	0.667259823241	0.638914593117	0.643980328155	0.659262009895	0.640124793798	0.594381448434	0.5771134339	0.592047701981	0.604691729908	0.634058998716	0.649862394692	0.635820656898	0.586770067515	0.609301683158	0.61223965331	0.567309055271	0.692575636311	0.701656054403	0.636901356075	0.634627468564	0.652283985477	0.606374745721	0.641041402303	0.594047451552	0.560387776971	0.659386247596	0.589024764891	0.587154953572	0.593806806199	0.580239494061	0.609374961235	0.658435569875	0.706129230722	0.714668244198	0.679024578074	0.651766664444	0.681121822273	0.682626476499	0.632903761322	0.654504591198	0.697638385481	0.628879847093	0.72319263122	0.661934864943	0.707343559427	0.702845109026	0.68416934252	0.68373968252	0.717780601851	0.700527117326	0.688864268194	0.699183229136	0.679320659954	0.69169554834	0.732915056744	0.709498623536
