CS.094	CS.005	CS.354	CS.243	CS.217	CS.296	L.022.M1	CS.297	CS.093	CS.104	CS.001	CS.257	CS.019	L.005.M1	CS.092	CS.360	CS.373	CS.335	CS.269	CS.050	CS.155	CS.161	CS.230	CS.301	CS.067	CS.066	CS.122	CS.229	CS.149	CS.287	CS.282	CS.375	CS.224	CS.203	CS.376	CS.378	CS.374	CS.136	CS.236	CS.232	CS.205	CS.380	CS.302	CS.125	CS.126	CS.181	CS.359	CS.166	CS.129	CS.323	CS.369	CS.386	CS.148	CS.372	CS.147	CS.183	CS.182	CS.385	CS.349	CS.389	T.CS.024	T.CS.025	T.CS.041	T.CS.082	T.CS.004	T.CS.067	T.CS.058	T.CS.003	T.CS.062	T.CS.007	T.CS.016	T.CS.069	T.CS.001	T.CS.034	T.CS.071	T.CS.178	T.CS.118	T.CS.129	T.CS.130	T.CS.139	T.CS.132	T.CS.131	T.CS.097	T.CS.122	T.CS.102	T.CS.112	T.CS.107	T.CS.167	T.CS.177	T.CS.098	CS.110	CS.082	CS.241	CS.356	CS.238	CS.237	CS.103	CS.085	CS.088	CS.242	L.024.M1	CS.015	CS.246	L.034.M1	CS.006	CS.113	CS.347.0	CS.304	CS.164	CS.330	CS.151	CS.150	CS.274	CS.346	CS.311	CS.228	CS.044	CS.207	CS.188	CS.078	CS.158	CS.112	CS.318	CS.285	CS.331	CS.343	CS.319	CS.322	CS.080	CS.227	CS.320	CS.223	CS.194	CS.163	CS.339	CS.145	CS.253	CS.390	CS.393	CS.326	CS.262	CS.270	CS.370	CS.255	T.CS.061	T.CS.049	T.CS.036	T.CS.026	T.CS.031	T.CS.055	TFS.021	T.CS.043	T.CS.008	TFS.020	T.CS.066	TFS.025	T.CS.064	TFS.027	TFS.022	T.CS.157	T.CS.158	T.CS.095	T.CS.109	T.CS.166	T.CS.151	T.CS.152	T.CS.141	T.CS.142
CS.236	0.709050529908	0.696682025911	0.683876270398	0.657047131932	0.691478160348	0.711227821402	0.71885599733	0.706219436147	0.701612388524	0.619315323724	0.65908129977	0.667032001088	0.655627878915	0.744792293265	0.663355643246	0.623484458986	0.645038529659	0.736532214045	0.693219329883	0.643446933763	0.664609553771	0.597924322948	0.660855585718	0.680108751697	0.667518452703	0.660430382811	0.66050672726	0.633749077905	0.620333868091	0.652147755782	0.630821767852	0.645277265612	0.720606416614	0.68576473775	0.639025250538	0.656506725747	0.629039892232	0.58708327939	0	0.643015914916	0.699705501156	0.697833156602	0.69780087107	0.647980104185	0.695612850944	0.654724620059	0.690745458632	0.671090560276	0.664610101541	0.645203113426	0.643340187216	0.677243119256	0.670038976209	0.629298614597	0.65332186354	0.667640299913	0.649329958272	0.639656001078	0.666017701358	0.65697860528	0.684025555934	0.692230801648	0.681422808934	0.675437608702	0.705843006872	0.711298908549	0.682262873426	0.727564426231	0.69617018976	0.711942053602	0.686636767822	0.714059641858	0.674891829634	0.687538243648	0.719197430773	0.686121402202	0.696252575668	0.718978771981	0.702728554759	0.749232082107	0.739987082298	0.717965399716	0.724608971183	0.704159737486	0.743098557676	0.694177697925	0.7250777396	0.713839820222	0.718639177434	0.728184096583	0.639893617205	0.664042864909	0.689210778227	0.721134265581	0.673680805373	0.58950580228	0.634207785925	0.641704017695	0.703834570222	0.698415473817	0.738452174346	0.685270186063	0.677324515182	0.635627658566	0.6874318974	0.665998952364	0.662312901441	0.670044237586	0.655974894728	0.669324022557	0.666924975014	0.651943197265	0.717967123295	0.685419261651	0.661258864402	0.594190525472	0.648704892997	0.670650749937	0.709098999259	0.683616234622	0.581866874234	0.593547016318	0.638715037717	0.648818366769	0.637622231109	0.644404105624	0.646009901315	0.668661411259	0.627507558801	0.719061696391	0.645014939249	0.659884034791	0.734205337118	0.585121529404	0.681561047746	0.684031876375	0.684389533247	0.650920489478	0.637071305668	0.652217949218	0.6799206684	0.662389345033	0.640230550474	0.679376773704	0.698922273935	0.714886546872	0.670238774415	0.718247892002	0.709307369169	0.688118988138	0.702478474116	0.699093928922	0.717149569777	0.721002066575	0.720344089142	0.703745382089	0.699792704779	0.718751677433	0.719379199355	0.722522532001	0.712755492725	0.747544540665	0.73208911258	0.691060377963	0.742491668344	0.689636422588	0.739990690001	0.75572108026
CS.232	0.689577563285	0.482129584987	0.631419655243	0.575352334073	0.506249135085	0.551060992625	0.554591784444	0.562559175912	0.529728813711	0.540166800314	0.508482965645	0.597625536921	0.560698537932	0.59519432061	0.49515727799	0.586812505074	0.559560650909	0.725178615099	0.729749342173	0.61424135592	0.554068477451	0.613123987482	0.663847138238	0.557998905664	0.698600933711	0.584197349016	0.521035028836	0.608945198505	0.579509001182	0.567397502809	0.632317360419	0.601287663724	0.72352069749	0.590248898557	0.613648675992	0.649901265159	0.618801210315	0.507194667933	0.643015914916	0	0.674268245314	0.574680653591	0.691525692572	0.619193726865	0.518560978016	0.571305940509	0.684949538619	0.608472178976	0.559150737885	0.550079904992	0.656383692532	0.683334088373	0.619892525385	0.583664019298	0.617103788518	0.67868692002	0.518044528195	0.56973227786	0.561085319011	0.608333551423	0.554201121021	0.553740590742	0.56139659693	0.571186104028	0.580710409024	0.576280162113	0.571916895754	0.577674200556	0.537015860593	0.631058091276	0.557266453087	0.568311622519	0.685438753592	0.575553241908	0.572137273184	0.539885821399	0.577269655217	0.543229492743	0.550922138754	0.562864070531	0.559360343176	0.55688427336	0.583565607705	0.544433734414	0.592650507487	0.597878366142	0.571339412144	0.57088125064	0.567595872062	0.542536823112	0.576547549132	0.470414494279	0.517100637959	0.668336268861	0.543392973099	0.533609731545	0.497321363545	0.492216875338	0.678548504512	0.532360095045	0.629063951179	0.605971642246	0.521258210533	0.603212624168	0.533356395516	0.591435111875	0.651115953175	0.627387624472	0.654979535138	0.612480636623	0.54860980843	0.505244315414	0.653994169653	0.702281737647	0.590214235864	0.552886397744	0.555420445352	0.634502949283	0.652680295099	0.613293062065	0.570960990965	0.562722125921	0.601669380598	0.659671890571	0.530866423754	0.626202825007	0.618520257819	0.632526443548	0.549015359309	0.746091958688	0.555067241711	0.584802239543	0.724333449168	0.547164237833	0.641959304141	0.56438302526	0.675007964409	0.574624149433	0.605993989678	0.58463791583	0.659888418954	0.584449945761	0.588393752175	0.574606756187	0.601147101527	0.63129272381	0.540741363303	0.703623644252	0.581461040516	0.588586762687	0.618854371098	0.575432190469	0.644261935255	0.545784097942	0.57055657336	0.604484658005	0.560206804114	0.590185869993	0.546441635433	0.587082113513	0.53907845103	0.570492314016	0.552961186384	0.538875653697	0.582992606466	0.541267428649	0.631713222011	0.639953201613
CS.205	0.669008277823	0.729427919259	0.707602223812	0.684600143918	0.726369093964	0.673695745352	0.748240360492	0.667130920372	0.740610436104	0.662737856514	0.720868313458	0.706015462615	0.681576136246	0.702912691442	0.736464834272	0.56303770169	0.560312592306	0.565288646662	0.629018819967	0.709691466233	0.624803625679	0.577815403871	0.615503325472	0.594443963602	0.634210577967	0.713872672795	0.725234382082	0.602268636534	0.583704322151	0.59845373714	0.523298972232	0.590948393799	0.579395264151	0.653127333818	0.543462679948	0.634356453207	0.559066578851	0.610503083907	0.699705501156	0.674268245314	0	0.642859469101	0.584706201822	0.512243308606	0.628550895092	0.559411996193	0.585566959666	0.605172611144	0.630350209605	0.536318532739	0.626278784381	0.61442279234	0.589159732981	0.583188711583	0.528469150911	0.591258773491	0.581237845562	0.580831065539	0.598581825474	0.559620972746	0.639323237354	0.654276957013	0.668019619528	0.678269174589	0.617919771124	0.654034230973	0.664944642541	0.688211849954	0.684790293959	0.584433150637	0.623692319758	0.61009129469	0.579845343049	0.696862060115	0.661206638352	0.696974254317	0.591051852355	0.693919929405	0.671959817964	0.724920564007	0.714645747565	0.67424056044	0.727993730048	0.661323414167	0.718126214694	0.644340249566	0.684014385797	0.695481340326	0.713243215092	0.722312534387	0.623370114274	0.707365565279	0.712103837966	0.622337549079	0.681128908936	0.617120467228	0.679975549346	0.701813797554	0.686882474082	0.685778643075	0.714107515548	0.739698130858	0.655324317956	0.641731283791	0.668878410664	0.660536109816	0.602953494692	0.677739532908	0.72437404525	0.536639431001	0.6410058035	0.635822384446	0.518836801424	0.626493604869	0.665878997208	0.668393950832	0.662616257236	0.58416691761	0.596346379052	0.677057459427	0.631488596466	0.630305417872	0.488963710088	0.570753021918	0.600003882605	0.517393129484	0.532529397739	0.534328929119	0.652316304351	0.596728787082	0.573926626493	0.551733487482	0.507861384942	0.638072943171	0.611747500548	0.608411231535	0.605419171078	0.585367315984	0.667782941991	0.577714192053	0.604831565215	0.573930889421	0.598910777087	0.583800090098	0.624474041156	0.568698592535	0.715262898703	0.622977392142	0.663276839507	0.658106998764	0.66810667145	0.674539607268	0.616164894054	0.702385164949	0.717920826878	0.59678274544	0.672956164083	0.670768641962	0.711748798252	0.703473977394	0.672268845771	0.730440845146	0.711993039235	0.67185356603	0.678068647796	0.664473484453	0.699527870899	0.683326874632
CS.380	0.66126224301	0.555968001893	0.645404485702	0.593753715784	0.573661134545	0.509238528948	0.553601719171	0.468301628924	0.572061102222	0.53733755415	0.57414757783	0.62933262169	0.527708415614	0.535622026526	0.578036983713	0.567596936111	0.574964475379	0.723291283537	0.751048268741	0.685229476708	0.473677689423	0.66569228528	0.682814778134	0.501731413718	0.735981052143	0.613642876748	0.591618746084	0.604502102641	0.595063732258	0.599657450392	0.638486202017	0.585484510056	0.735368172264	0.490043743676	0.61313647718	0.68864177977	0.654523208906	0.628661421361	0.697833156602	0.574680653591	0.642859469101	0	0.68650756263	0.60470766082	0.458232284469	0.58301376751	0.718452936834	0.628816867673	0.595755747305	0.571051144272	0.732394708254	0.690731148987	0.65470159722	0.567074447401	0.632651911689	0.703215204467	0.542743767256	0.593335542773	0.54640552672	0.598933124081	0.513353577061	0.50490993588	0.507229840497	0.536276971012	0.500026460669	0.49189466528	0.520407200624	0.494944617543	0.476190727453	0.579515898322	0.512347414508	0.487495463657	0.694074699503	0.489801719195	0.461311040843	0.523695913284	0.504501833034	0.539185192206	0.485371314263	0.522733403439	0.538931373717	0.484383127768	0.500905537574	0.487114979676	0.572037102205	0.525243713151	0.474126733073	0.50761840867	0.516609608866	0.561397994115	0.656541238971	0.557018130811	0.544644489164	0.689749233768	0.58056782995	0.65140750255	0.591458316626	0.564858684549	0.664723493312	0.512135095227	0.58346321789	0.617798014299	0.51134595102	0.582090372337	0.563598625217	0.558420511003	0.682385882429	0.68780734088	0.764366209496	0.594369070344	0.545281206232	0.57464640368	0.620919356911	0.739264464807	0.602071558459	0.641005589996	0.522285794519	0.671190184873	0.574600464528	0.578893924532	0.65655871785	0.642188461049	0.603159342984	0.71920597428	0.547168111547	0.619218365474	0.587438195641	0.648819477104	0.586765633552	0.76276167436	0.541575620912	0.610889084433	0.726303939213	0.658308705623	0.596395517932	0.508882390126	0.734456038434	0.585795870227	0.653692030119	0.589187695188	0.604927633085	0.619631955826	0.573639616994	0.553093760689	0.522956576619	0.608321463851	0.586104465599	0.665888448033	0.540242043721	0.555505904587	0.525814281081	0.51358514462	0.520021987083	0.470749128977	0.528769181033	0.5034390939	0.474730195394	0.499738741928	0.483751958994	0.571381979737	0.478601043642	0.551208341397	0.521427369934	0.514654577232	0.51793518909	0.495496488331	0.556264430069	0.557847896683
CS.302	0.699710243012	0.737061096974	0.700476670249	0.694500864304	0.724282935123	0.736378614684	0.760291198629	0.691328776735	0.75042288077	0.690383114291	0.751380382352	0.721614533808	0.694883075206	0.74041744101	0.741403456914	0.600900618827	0.610417324258	0.60451172402	0.587816531173	0.680637712311	0.656080367085	0.578726599809	0.565426555817	0.62557297045	0.615875228499	0.7268486535	0.729181581316	0.621297908783	0.598377406787	0.642550927406	0.594194008325	0.609879796036	0.60736028735	0.717841518434	0.582128866663	0.63344394177	0.599297026999	0.630298473582	0.69780087107	0.691525692572	0.584706201822	0.68650756263	0	0.56225060856	0.650770726708	0.636218016544	0.590842142808	0.649055062402	0.682610993412	0.623644216146	0.630097853748	0.642888753144	0.658412389417	0.620900344835	0.583494043193	0.630080825607	0.632223022704	0.63721434104	0.660601599926	0.558518834466	0.654555841971	0.67651484377	0.678921565059	0.713332174795	0.632899684432	0.667883036748	0.721843982317	0.702574889394	0.702262129495	0.566362290871	0.647986301891	0.653674318183	0.646495503928	0.693183125935	0.698409439296	0.741037072461	0.635833032453	0.731062886899	0.722159821464	0.75113024791	0.754656469419	0.722953417284	0.737515435153	0.689968240506	0.746190464362	0.687309933057	0.734816154343	0.713482389961	0.745781721824	0.743114847261	0.638148875452	0.729666286707	0.747129954757	0.593518290961	0.70478737705	0.613614255574	0.693951024126	0.715327021046	0.704471703115	0.697152709101	0.727419756573	0.755930016965	0.69432900757	0.715150469358	0.678270762194	0.674846471085	0.645162075028	0.624410874703	0.678924047862	0.595429101978	0.659403412826	0.655373541558	0.550120361773	0.639328026501	0.702368263986	0.668208205001	0.679201058875	0.60666291383	0.587112492516	0.697708560883	0.641738688481	0.62868295802	0.582544067095	0.57782264925	0.666272941963	0.589905751887	0.57536322616	0.626042393746	0.650894127814	0.621165757808	0.609845481331	0.604838287235	0.608149620478	0.627054541431	0.596329134478	0.671897441319	0.615200676259	0.635983287617	0.683245408337	0.624573274502	0.594616940778	0.617984222298	0.659840410044	0.648381073294	0.652813342283	0.598800910907	0.71609836957	0.574252020008	0.69423634677	0.707423099434	0.692870740742	0.681495417226	0.629721980459	0.733435376521	0.735669114305	0.611965814648	0.710780234667	0.702215949542	0.737674874869	0.698235226129	0.715248805754	0.758695164856	0.75862070849	0.703121228516	0.728269275205	0.670474985291	0.724232510874	0.70387647265
CS.125	0.648964509812	0.682192160574	0.664188001184	0.638273508263	0.686763767164	0.649749492039	0.690580701214	0.629382453734	0.704236536191	0.614296060449	0.674030764903	0.66597921277	0.624229417227	0.686516945681	0.679071408911	0.547412861647	0.496970475596	0.598099481637	0.60410482251	0.681457652211	0.577129705412	0.531019220614	0.540868859867	0.556660643877	0.644701193798	0.685388265519	0.683993451536	0.548011003198	0.484441016595	0.553927785118	0.480710552285	0.553239488034	0.625553837121	0.619286834698	0.481226515523	0.614279151326	0.537983379342	0.560640953503	0.647980104185	0.619193726865	0.512243308606	0.60470766082	0.56225060856	0	0.545790698674	0.514223849193	0.545144058493	0.559767759655	0.58837707282	0.50040051622	0.595887364137	0.582539859757	0.562932869782	0.49709921419	0.480804526923	0.566036622524	0.490262326011	0.51995755405	0.541710097131	0.469515069868	0.595701004276	0.594257027129	0.604338015047	0.6416070012	0.570589862074	0.620841444169	0.605589397778	0.666985381404	0.638175710635	0.539787562103	0.565753820029	0.578452421335	0.551322640328	0.620571171539	0.617489140114	0.649913735953	0.527050653253	0.648715344594	0.614315558583	0.683749613958	0.660918127915	0.618813357661	0.6887801966	0.618633582687	0.669286774112	0.588822133921	0.624555077257	0.642796661662	0.665527981233	0.684050848296	0.605529145214	0.651133370675	0.686050848466	0.619183804733	0.647272918358	0.590004212973	0.645579229177	0.645624403038	0.686756594805	0.620265452101	0.666811211022	0.706726057736	0.595776240129	0.605611658364	0.626284627999	0.651769325944	0.581992607958	0.645224365713	0.69827820425	0.491788355463	0.583081210066	0.575889436324	0.525465466997	0.613682072664	0.623979869504	0.638545288126	0.631216155617	0.554671895459	0.564799378529	0.619885624128	0.594521078065	0.589463221021	0.484210757331	0.567358022807	0.551245534235	0.507250710087	0.480528869595	0.514226924329	0.59674567588	0.656287035296	0.483239488178	0.466959863723	0.5570387202	0.592245890882	0.579454384232	0.534400521629	0.591854153281	0.528384055961	0.607107783433	0.479541553959	0.556041014662	0.511365003599	0.524145759981	0.530768442891	0.595647678093	0.563548741085	0.649350008573	0.590018516385	0.630021379171	0.622652508218	0.652947276198	0.644043084877	0.590255116188	0.651239325303	0.669888857093	0.561347149103	0.633147525914	0.629659584155	0.662031324512	0.66437528335	0.623048811231	0.696327388725	0.660105778302	0.596173311138	0.645534377275	0.615399426534	0.662745226126	0.651722558928
CS.126	0.624827092384	0.552895552678	0.62123519222	0.559629640345	0.57363188255	0.51342417439	0.587939422871	0.474225906441	0.573819721176	0.534794219745	0.587164375064	0.622596766941	0.538408620813	0.557980950747	0.589857323688	0.559258595565	0.541698643028	0.691910766391	0.715399399155	0.659188306966	0.49453401939	0.623067305483	0.634474451487	0.502150138655	0.707439444621	0.601871581483	0.593405623307	0.558414879062	0.53687090538	0.541744191226	0.58981461193	0.539055275194	0.713095141561	0.494174155348	0.553441590319	0.662741357554	0.612111975816	0.57262501379	0.695612850944	0.518560978016	0.628550895092	0.458232284469	0.650770726708	0.545790698674	0	0.554247800749	0.667617626856	0.594184299798	0.560786466984	0.520021364912	0.679279627982	0.66651615454	0.618085651977	0.538477690209	0.580386179182	0.660727288477	0.47176658191	0.549090606434	0.527383212978	0.543577613157	0.472262712023	0.481737418071	0.502594803182	0.512526065609	0.464682979035	0.477196444766	0.528644794978	0.494900702891	0.496097599132	0.575998154076	0.470142026501	0.451578826683	0.661083245947	0.482320446236	0.463295700811	0.533502105925	0.48644020765	0.526634561666	0.487709355652	0.540253854429	0.536291057611	0.494633245388	0.558199978793	0.467074838112	0.561076596796	0.52029233803	0.488849028109	0.519999156312	0.531469057882	0.569853525297	0.607719398354	0.552050696708	0.559699088986	0.640630256903	0.575365034883	0.615190787875	0.570833244366	0.551469531556	0.676424227253	0.480954954756	0.593563572355	0.624035865601	0.51169015511	0.580134864072	0.543559822921	0.543328295999	0.633177856427	0.651568243604	0.726782088089	0.542229347467	0.537952507638	0.537158032934	0.580435122274	0.716347257842	0.582822049463	0.615886697678	0.512564725431	0.604324676052	0.516892436368	0.571370490195	0.625857575505	0.613218184447	0.560276583102	0.680258606378	0.499813478737	0.570490603616	0.556233224994	0.60335952873	0.564286565927	0.731034888173	0.493218106219	0.536617707392	0.671321621697	0.609283521587	0.584557029029	0.445022937173	0.673851172643	0.556424365574	0.596498929366	0.538313315108	0.589224053919	0.560792903505	0.556825053337	0.515626644049	0.504417974845	0.585985892422	0.579540252095	0.650369835198	0.524513726527	0.551704065838	0.538269243182	0.500815008865	0.502327013271	0.497566094858	0.533472640129	0.491136714605	0.485245070097	0.495308838313	0.497998883193	0.552943480427	0.483904215352	0.570927809947	0.532452418289	0.494565530605	0.509144878701	0.459577333462	0.580515290104	0.563593872479
CS.181	0.681304633077	0.636674977814	0.649691031141	0.626283670897	0.653620727223	0.633090277232	0.664021036002	0.62522144178	0.662520082547	0.602492942391	0.618612741016	0.674182741062	0.624051116915	0.680689374552	0.623345242799	0.542022973744	0.53192733533	0.646853866613	0.657840424348	0.668102233665	0.571273960567	0.588253770365	0.628135011991	0.571344138455	0.667499428825	0.666596916753	0.661519829164	0.547808990415	0.510677615646	0.518344322344	0.531011030339	0.5776475367	0.646441016666	0.627329057247	0.534425271689	0.635134960915	0.565688938563	0.552410901412	0.654724620059	0.571305940509	0.559411996193	0.58301376751	0.636218016544	0.514223849193	0.554247800749	0	0.616253231128	0.49912136736	0.553016706158	0.465055323569	0.566826862797	0.615546457028	0.549051174917	0.470801383221	0.520863577653	0.58003460881	0.477199449058	0.49213280632	0.465733216242	0.520219322183	0.56678217865	0.608415444893	0.615111892917	0.630846065076	0.591344535579	0.60627973024	0.595574626427	0.634424513163	0.6236737038	0.592976347073	0.583912888609	0.571338140136	0.626628086605	0.613688182414	0.606474953841	0.618729131605	0.547071020783	0.638002374839	0.594166452481	0.649528080747	0.635280891893	0.61505449134	0.66842782986	0.609265839902	0.67163683417	0.594396567453	0.628731285537	0.63649658619	0.638076532881	0.666756398286	0.581047360745	0.599574231859	0.653463463508	0.675345161657	0.614468039013	0.579683125058	0.600103359872	0.608664266669	0.699227839152	0.616935127028	0.656128817872	0.686828793857	0.603911072572	0.633952176208	0.62157459477	0.651760712086	0.618563991187	0.629095351396	0.702226766051	0.546381125882	0.56568972317	0.570385408666	0.566962267811	0.672459202542	0.6082294965	0.613890262426	0.643555000407	0.604881073434	0.610494193058	0.644976941057	0.606001291567	0.584056059237	0.514205490984	0.608306596432	0.52020280033	0.561413932053	0.516156343001	0.52793599338	0.573823195481	0.68003224931	0.500878028876	0.494638339656	0.617682854665	0.593108891978	0.639570929532	0.521634321104	0.644884281628	0.483986518414	0.593418712635	0.5396925943	0.574790836638	0.505277095534	0.511390288569	0.521636610817	0.594989559273	0.603497465653	0.611901418657	0.64024133935	0.614663123843	0.597371305818	0.646677755827	0.638062460292	0.624634697919	0.629592903697	0.648757012336	0.617287708626	0.604091374301	0.639717717028	0.634614346638	0.648503601553	0.609830054332	0.670233869924	0.627086390727	0.602047301129	0.63895637594	0.620884958704	0.678210182492	0.663422824912
CS.359	0.728574839404	0.729568170471	0.707350221522	0.703548339388	0.723623882142	0.724814683381	0.750431867268	0.71983861198	0.751521001785	0.685199623362	0.737607201679	0.726438231947	0.707890881947	0.755347404345	0.716917786465	0.658097375399	0.630630227489	0.637767321684	0.578748695546	0.707684095418	0.675997791758	0.602381741437	0.59854423786	0.656340028902	0.634018390519	0.709000290243	0.722965733558	0.665817525031	0.599273235029	0.647010505568	0.597616099466	0.648291927414	0.595986127376	0.719171455256	0.585235149916	0.608404301006	0.616323269965	0.655794664639	0.690745458632	0.684949538619	0.585566959666	0.718452936834	0.590842142808	0.545144058493	0.667617626856	0.616253231128	0	0.649060374141	0.624371114082	0.60791116768	0.590029600213	0.598336907202	0.627669590367	0.621624384711	0.55671423917	0.615928187566	0.605818780436	0.618469486509	0.633533785551	0.55016207043	0.689071676977	0.686561033289	0.71931083279	0.724324010711	0.678344292187	0.700706015945	0.700124232112	0.733718227618	0.722273541754	0.625488442957	0.651375232076	0.681374443452	0.641205523313	0.728822951858	0.723779981691	0.723890859759	0.646870392332	0.722760195586	0.70450159565	0.754299867687	0.743017745716	0.716402858718	0.753447269079	0.709104821316	0.722557323795	0.706095342295	0.727212891697	0.734152799267	0.758051261952	0.749595846059	0.662885424893	0.723172734093	0.732936637364	0.648251852844	0.664310579136	0.624678554169	0.693432673242	0.70291112798	0.708328894844	0.719969932103	0.713072255453	0.760426662596	0.671604538546	0.716562350564	0.680561864455	0.710188676139	0.614375939987	0.669405735173	0.690967218381	0.590549263471	0.669147083879	0.646991123114	0.57623270474	0.599954907934	0.700963577494	0.674784298616	0.693819012314	0.591294799239	0.649348184061	0.711010619027	0.651075234053	0.656728265714	0.593850805702	0.602973903939	0.656434465938	0.604620966066	0.584761875524	0.609358332331	0.648853025252	0.628222264953	0.599975734482	0.572638672514	0.61729896801	0.615249091757	0.63352645553	0.645779927277	0.567936156412	0.60379332986	0.718272900734	0.573624785381	0.622523563623	0.613555999765	0.649866197059	0.616379609626	0.68847569578	0.629973702372	0.704304469015	0.639382821259	0.726382911055	0.710540112392	0.731367106538	0.726302281938	0.699937463981	0.739816347179	0.719835873418	0.677348341226	0.705617493358	0.734732114594	0.74091560637	0.708835581795	0.724800982651	0.750644227189	0.732748033794	0.709451466676	0.711849351063	0.693291157777	0.749821624599	0.724052400227
CS.166	0.731190675862	0.696405418836	0.693077332071	0.675811866732	0.692100013622	0.693561176088	0.705941863782	0.676125901031	0.698792613298	0.659665713556	0.673811957398	0.696879937898	0.663900503698	0.735598026088	0.677152690038	0.530417460612	0.593551191943	0.632695505162	0.682987391665	0.671431439501	0.614588059843	0.620655516661	0.641473842593	0.579732484547	0.667755743896	0.688360726391	0.688881937962	0.579409084393	0.538431112838	0.528386001435	0.542786184878	0.613206436576	0.659127316305	0.658533872987	0.574632578737	0.661415747549	0.603702550131	0.584969019676	0.671090560276	0.608472178976	0.605172611144	0.628816867673	0.649055062402	0.559767759655	0.594184299798	0.49912136736	0.649060374141	0	0.56927849945	0.487411233827	0.562648361493	0.599929518381	0.531715555994	0.494379372383	0.5535937385	0.544413524128	0.521188021696	0.504584653374	0.446812259239	0.546691522932	0.612777945804	0.613968917662	0.63215851696	0.695031855848	0.61445292506	0.669514572454	0.620881169198	0.699296140765	0.672294864419	0.632759193806	0.596565149472	0.614436932701	0.624022954982	0.654440114126	0.656303212179	0.659145973553	0.585310628098	0.664835637317	0.650874389531	0.69551952873	0.683456030618	0.668583540645	0.708668496117	0.663440895204	0.727362628279	0.648984351746	0.696397892896	0.69662662879	0.677682366471	0.71753065827	0.605281955064	0.649740361916	0.701494711344	0.71671248093	0.67542873369	0.621206382819	0.642532235157	0.659908417471	0.733640437671	0.657045535672	0.718356900459	0.73088318461	0.640544866472	0.659899161077	0.681501857173	0.687620087083	0.634870698375	0.643046514224	0.70666610992	0.572271394369	0.604379260076	0.589420745199	0.578549873086	0.690448726316	0.652094458455	0.62951035229	0.654234144026	0.609802187764	0.633789204177	0.689193142565	0.637605325549	0.604450805568	0.540577861267	0.624458197751	0.548239717003	0.595085955567	0.538810595249	0.537927203324	0.621367373627	0.690465822532	0.544984211365	0.5190476826	0.622756593941	0.652778658026	0.645173338367	0.564693146165	0.620087428749	0.482673391972	0.606937238439	0.568247029743	0.575393524827	0.503320525275	0.495039186838	0.558995745217	0.624333441643	0.627609153964	0.682202813514	0.629481817861	0.665653668136	0.676124640548	0.685684259796	0.677617335377	0.662376054352	0.686029506051	0.695712681242	0.656090446741	0.645780739077	0.68494115742	0.681466694626	0.706681034766	0.67733478346	0.709204314921	0.699996078441	0.671722930058	0.684720655456	0.681110751494	0.724841533041	0.712993358477
CS.129	0.685528505866	0.590098344385	0.596876547525	0.582579365888	0.591195156831	0.60693829903	0.619543992139	0.591095744111	0.601125002863	0.588491391829	0.615491669562	0.579842546963	0.594786419393	0.638789429835	0.587057602609	0.589766249668	0.583659691536	0.678443340059	0.700251014263	0.611417682125	0.613670964071	0.620236830693	0.655085779383	0.60377491155	0.67964896626	0.611233463928	0.600614541557	0.60697084198	0.558845346053	0.557752538235	0.623947337214	0.576887938453	0.682117592216	0.615187925265	0.586733567552	0.642469314924	0.592107650892	0.585640880141	0.664610101541	0.559150737885	0.630350209605	0.595755747305	0.682610993412	0.58837707282	0.560786466984	0.553016706158	0.624371114082	0.56927849945	0	0.555262221413	0.637505646212	0.602361261912	0.561797320764	0.566031808121	0.572373942419	0.635881359639	0.538399109503	0.573715400965	0.552374079817	0.586999605077	0.577593062181	0.573056821138	0.5786896864	0.62000487807	0.6007294995	0.593936631487	0.56545948083	0.619244913766	0.583158357147	0.619822196404	0.60353297126	0.616043930868	0.637633014429	0.601756356796	0.603453878033	0.594689120374	0.565369278259	0.637885218748	0.562081929861	0.610684741507	0.615069825152	0.589980198771	0.615075452524	0.597596940879	0.614768883831	0.585641179485	0.608278469635	0.607962327129	0.608229393069	0.629627651125	0.558004728867	0.579841356432	0.635032846655	0.680402121899	0.587235897614	0.582666313826	0.579567062544	0.552656058036	0.661396451102	0.566897975567	0.631104961579	0.663977145921	0.570662547212	0.578169536356	0.566046980153	0.612157863064	0.62549822296	0.643283963225	0.664940978019	0.574040822761	0.624005979363	0.519131343271	0.605078903794	0.68372484952	0.603426809332	0.562174641078	0.596217597161	0.596272444026	0.644706173092	0.650160181399	0.588810218779	0.590667891314	0.591681047035	0.665263371145	0.543815870711	0.589592740711	0.600426553692	0.582125726185	0.574131493621	0.722363045174	0.538402250294	0.56084349541	0.654044773223	0.606069803025	0.633804182661	0.556528435199	0.645947991899	0.577351491587	0.612526790626	0.57859774893	0.577421908054	0.572067232604	0.578287942615	0.538772709999	0.603895478219	0.618683635711	0.595261658176	0.653755442023	0.584551584254	0.588827370231	0.604840952745	0.630217071127	0.628791100215	0.623313961124	0.602152716757	0.626768893423	0.559493267795	0.612051880079	0.623142704413	0.596265052085	0.599825374479	0.612253881704	0.602997152332	0.608431098536	0.586083342438	0.594386008583	0.610375993576	0.617785284488
