CS.199	L.012.M1	CS.091	CS.295	L.004.M1	CS.243	CS.263	CS.106	CS.007	CS.174	CS.314	CS.280	CS.084	CS.260	CS.143	CS.117	CS.122	CS.050	CS.382	CS.137	CS.327	CS.153	CS.377	CS.171	CS.360	CS.040	CS.127	CS.149	CS.186	CS.287	CS.203	CS.224	CS.375	CS.374	CS.380	CS.376	CS.041	CS.213	CS.292	CS.378	CS.282	CS.136	CS.302	CS.126	CS.205	CS.256	CS.147	CS.166	CS.389	CS.148	CS.181	CS.177	CS.385	CS.386	CS.268	CS.183	CS.214	CS.348	CS.349	CS.129	T.CS.042	TFS.023	TFS.024	T.CS.016	T.CS.059	T.CS.023	T.CS.079	T.CS.029	T.CS.022	T.CS.014	T.CS.004	T.CS.028	T.CS.071	T.CS.034	T.CS.082	T.CS.121	T.CS.111	T.CS.105	T.CS.134	T.CS.097	T.CS.167	T.CS.118	T.CS.131	T.CS.119	T.CS.092	T.CS.177	T.CS.107	T.CS.147	T.CS.117	T.CS.120	CS.087	CS.088	L.034.M1	CS.110	L.024.M1	CS.103	CS.082	CS.242	CS.356	CS.238	CS.085	CS.237	CS.246	CS.241	CS.015	CS.164	CS.151	CS.311	CS.188	CS.387	CS.338	CS.165	CS.233	CS.187	CS.150	CS.330	CS.345.0	CS.207	CS.113	CS.078	CS.361	CS.152	CS.080	CS.321	CS.194	CS.319	CS.331	CS.227	CS.322	CS.318	CS.320	CS.223	CS.285	CS.158	CS.339	CS.270	CS.253	CS.255	CS.393	CS.390	CS.370	CS.326	CS.262	CS.145	T.CS.061	T.CS.026	T.CS.008	TFS.020	TFS.021	T.CS.045	TFS.025	T.CS.064	T.CS.036	T.CS.049	T.CS.066	T.CS.031	T.CS.043	T.CS.055	TFS.027	T.CS.095	T.CS.157	T.CS.109	T.CS.158	T.CS.152	T.CS.151	T.CS.142	T.CS.141	T.CS.166
CS.327	0.581629972425	0.588280478109	0.683835289017	0.647108725956	0.579381392328	0.567340592238	0.571942655217	0.619834145985	0.590257031334	0.575440969245	0.590471161523	0.598410144367	0.634150745311	0.637943724038	0.611885346186	0.572256648053	0.551825558879	0.629721772888	0.57520875938	0.599086897419	0	0.621222767673	0.696187791506	0.582648511179	0.654636710855	0.606173542415	0.588820028156	0.632218577184	0.590082028309	0.666778375925	0.598417736736	0.726665673955	0.619457435201	0.646633819218	0.600919224601	0.645193334702	0.644002357503	0.655906740264	0.618725604731	0.652300597181	0.69464345578	0.630958380693	0.709936474841	0.595718548627	0.695483055178	0.672296539189	0.668620224608	0.697028112363	0.653813061156	0.675915243671	0.669382263984	0.680907140875	0.69357251042	0.696440368372	0.688242035363	0.732718104167	0.653295761854	0.675178015194	0.669496373576	0.623903456192	0.605152894166	0.598474389058	0.594890039843	0.613412684112	0.620148018085	0.766820927524	0.655151535297	0.640550251655	0.604751224252	0.587680712001	0.597421064591	0.61501342265	0.608969151014	0.600958721344	0.575202296945	0.647923445113	0.550510318067	0.650142241315	0.606274565091	0.594198992404	0.562074492882	0.631805135777	0.640651374757	0.651002886517	0.663327215387	0.619841117462	0.59990574035	0.583325727738	0.577690470781	0.600505531458	0.581874434504	0.606794057815	0.582024455142	0.64126713069	0.565398921345	0.605509105911	0.643399662197	0.567762830169	0.677353694575	0.587424788176	0.607909846953	0.632602524501	0.606658625463	0.575179121823	0.55025431339	0.684784306833	0.639460585251	0.586179345872	0.64330059694	0.604322553246	0.670699277671	0.65860818542	0.621576794461	0.636036897719	0.608605618199	0.647346841842	0.720966103414	0.641813385181	0.542309316812	0.549498181342	0.670330199212	0.606528211237	0.58539865534	0.553388675023	0.731769735053	0.67489767239	0.626039776262	0.740520957292	0.696944809269	0.645655317605	0.611292345047	0.656984540216	0.686152889395	0.61341648071	0.616197342551	0.659705564199	0.720873266716	0.643762841251	0.641612956879	0.659984403509	0.677024079261	0.639945961881	0.669105315435	0.641530389985	0.618012002629	0.703327306355	0.611577381655	0.575881002657	0.559949230571	0.58085615823	0.581670884041	0.564272054449	0.580642072915	0.648310310037	0.582956092012	0.551605778068	0.576828296589	0.552483904736	0.575285251021	0.580168439611	0.556375130655	0.605645311712	0.589692200674	0.575414908566	0.560731984389	0.580594177301	0.527053266374	0.589803640664
CS.153	0.568680128705	0.61921447597	0.617860921368	0.595861264556	0.618798259798	0.587568553563	0.558389847304	0.478053284299	0.585650182629	0.61593989038	0.565996455154	0.592919050064	0.506401210238	0.608719837665	0.5836322787	0.478874896788	0.534034729651	0.586051531946	0.599592285767	0.57198729013	0.621222767673	0	0.583009510131	0.530612259681	0.605541611897	0.541849708535	0.558296463846	0.572277522248	0.606273474516	0.589551112203	0.580612144208	0.723944323117	0.594680816587	0.632108143393	0.580466087704	0.619198298256	0.578270164491	0.637032536322	0.534478312811	0.646147334843	0.629414497645	0.476951211098	0.663142669351	0.551327489386	0.699745420289	0.633432180886	0.637262519608	0.630459653262	0.605459762587	0.656260835253	0.595590283139	0.660514205525	0.600059240655	0.681271988418	0.608178673557	0.669641213659	0.603711021221	0.589550806477	0.596483058095	0.577169521496	0.569626627979	0.624566604229	0.590549746672	0.58237247315	0.565253137192	0.704472587854	0.648892732997	0.535364318783	0.582500114694	0.564956806061	0.589274973016	0.591459036805	0.584708434713	0.591401779661	0.597113085165	0.577638517811	0.607796949609	0.595328535439	0.586434285673	0.599410317234	0.600671454099	0.593360071765	0.603449360998	0.602357177643	0.600738901138	0.602235047159	0.61905130841	0.627948833075	0.605393948537	0.600409327915	0.567558599974	0.662204009746	0.616614292545	0.574468692055	0.646016621086	0.524319860575	0.490581583021	0.565463832061	0.671203280486	0.571681596208	0.48028459293	0.53747985	0.558297686216	0.600860224187	0.636262895029	0.616509789245	0.564575604168	0.56682852869	0.639748424331	0.58329837598	0.57998967271	0.642954646457	0.520225817158	0.605090373915	0.542975217751	0.620388822257	0.67727472325	0.63216376687	0.582014448941	0.623062010788	0.628985627787	0.550874233503	0.533172979292	0.570303540651	0.726367466449	0.624267522119	0.555670170267	0.730534340096	0.654498297489	0.627740586268	0.582782524403	0.596531729929	0.664948434251	0.537637271962	0.633945673597	0.628666406712	0.674086543167	0.609541917194	0.601563918848	0.607697773186	0.608836008619	0.587078413243	0.642247376096	0.593153463408	0.58519475739	0.699896020295	0.634113817102	0.591271062078	0.637677286434	0.601972865968	0.609334016221	0.573034802831	0.562687321644	0.665502840133	0.591280964321	0.598042812159	0.590465023516	0.607347092146	0.602599015551	0.623764900546	0.614489614489	0.601953999797	0.593433583244	0.570997243783	0.622881631778	0.645982607753	0.647631528973	0.586415017046
CS.377	0.655239220565	0.70145794264	0.590378615173	0.588003179256	0.709353441808	0.669377125482	0.618104620163	0.619575909021	0.666049219358	0.687655715997	0.643098339521	0.696124992628	0.644782589735	0.570519360253	0.645088118575	0.653315473693	0.672888156073	0.668161085455	0.62624966818	0.60222029893	0.696187791506	0.583009510131	0	0.657010888653	0.542438455516	0.663674203174	0.547596743966	0.525954090429	0.680671647804	0.541148908961	0.654659563281	0.663861100648	0.585818762364	0.578643875337	0.626069695165	0.544429335685	0.603718943137	0.581193506679	0.541105694199	0.652606864758	0.53960428185	0.548000518817	0.626699854244	0.573873582825	0.599799352095	0.526096049503	0.539200805758	0.509083437489	0.529410142114	0.576389695298	0.517502305798	0.592985912814	0.481464513315	0.63949584718	0.540688561395	0.575929108278	0.550745142191	0.530849681722	0.520648520407	0.585122843792	0.648317252051	0.643528083113	0.652562390671	0.602654481268	0.641699985609	0.707064190922	0.575626176908	0.568282088174	0.609896578794	0.60310044824	0.61618477687	0.598902484482	0.635977031915	0.660388678596	0.6624048408	0.625369448411	0.674376472992	0.660998951704	0.662251165451	0.698762689335	0.685562942012	0.570639015232	0.641890467447	0.653689435193	0.654492080189	0.676206102318	0.668791640299	0.696341332494	0.655266542302	0.657423459916	0.675595681286	0.735417538207	0.651836714969	0.625017276977	0.722386584873	0.627748609126	0.613349670293	0.641965090431	0.671729455244	0.652845723008	0.640561860222	0.572694412901	0.61443080809	0.700132309901	0.738218842525	0.693420776703	0.563665902765	0.659917717481	0.620055941648	0.564085396607	0.543355640113	0.663155470305	0.649415808789	0.523413684992	0.572365566169	0.559147557204	0.652683190845	0.572183614882	0.682802433094	0.690443113047	0.599503797623	0.572505268959	0.594889391699	0.66516554537	0.656723886543	0.551514350639	0.530283532376	0.675095465146	0.570085118995	0.523607561838	0.534118549456	0.505869136403	0.582365882678	0.604762415302	0.637883325508	0.532914489534	0.620459734975	0.532542752501	0.585760756164	0.513241985148	0.528240419074	0.538923259336	0.609051693971	0.560684292193	0.634654221751	0.642582468511	0.668382186281	0.656861851507	0.683583584075	0.662256811033	0.642081861583	0.65025876151	0.641550143998	0.624990972901	0.680356097368	0.665744400256	0.664028535632	0.647217035638	0.690874466037	0.702517152429	0.69222009688	0.675020936801	0.647866523434	0.629245259924	0.700122697591	0.727102469365	0.735987673843	0.630516761162
CS.171	0.553129857044	0.606827090493	0.64593929156	0.647017979881	0.612517777634	0.599719125418	0.574077852394	0.529945317792	0.588028920439	0.625136020705	0.591560776131	0.60535487331	0.534773278675	0.630204438952	0.609404627289	0.522884432188	0.506508931038	0.585441582661	0.608007288616	0.603541096831	0.582648511179	0.530612259681	0.657010888653	0	0.640390303177	0.54580351999	0.603520018455	0.644433435008	0.581273436932	0.658873684872	0.596927922763	0.721990742639	0.627540934888	0.645573627813	0.629814871408	0.655943216744	0.58707508686	0.64975587362	0.598438455594	0.660843329627	0.665543694434	0.572968416316	0.711390006576	0.602581326655	0.706029742644	0.672747875027	0.678886394047	0.68218184485	0.654443452805	0.67263287716	0.659501300342	0.709395735382	0.658098185305	0.690726213546	0.645336938151	0.716437881357	0.654779196838	0.647374582155	0.663263897415	0.617696584434	0.602917402707	0.633061190545	0.593353839379	0.606754400657	0.568953750823	0.71729775967	0.660842419475	0.573802946116	0.632507357015	0.586678233234	0.635677323418	0.612579583148	0.601969638921	0.59750337387	0.577748356878	0.626438991077	0.613189882237	0.612964803279	0.584657451495	0.630602977733	0.612466232257	0.6267430477	0.616420052186	0.62000374461	0.647562073359	0.618922391829	0.621375934128	0.626514184523	0.600251575048	0.61334533181	0.550108883373	0.653265263116	0.606433918366	0.603124847192	0.62390748613	0.55921969452	0.559280243361	0.573182555336	0.668255458758	0.579233732722	0.53366010664	0.577259893534	0.579233662514	0.591742870463	0.588934394916	0.616608966403	0.609899785037	0.58732205996	0.682197449464	0.61847923774	0.618491212719	0.642467131707	0.557724144164	0.647623225661	0.597950727113	0.651029056483	0.690222457437	0.648486123353	0.563526778186	0.599250525373	0.654785746927	0.596919391899	0.5787598175	0.574334070192	0.753887177966	0.654130818309	0.610682808876	0.736533037698	0.696675154378	0.650613155991	0.631886215194	0.663139834129	0.689124055214	0.560721808171	0.66520578753	0.672894082599	0.709934661198	0.633716436969	0.624621744191	0.655075938549	0.664340076516	0.641906182971	0.690132705657	0.635278466023	0.613855390469	0.708988696466	0.627436702622	0.612112281405	0.64175026629	0.578542730041	0.617557191188	0.593179623805	0.568342286064	0.66825295967	0.604025783316	0.599442870733	0.587948092653	0.608289225458	0.601543080027	0.633296632658	0.603065523591	0.607808390575	0.5956900057	0.593687358713	0.63377579871	0.629361630884	0.615365438147	0.603209512644
CS.360	0.626367654049	0.623080333362	0.612125756055	0.562080227368	0.641664841519	0.615104671089	0.593130365225	0.610424548138	0.611454323103	0.622061667306	0.614352444797	0.658207138582	0.627192188489	0.544311644401	0.602180326858	0.618810984525	0.660844562453	0.661716331922	0.525774285755	0.568174539338	0.654636710855	0.605541611897	0.542438455516	0.640390303177	0	0.642553139991	0.542631243628	0.543354157148	0.665086163844	0.516228063916	0.594103378007	0.682550688922	0.585257269777	0.546512794697	0.567596936111	0.50819209394	0.606775416596	0.538457238992	0.558480193285	0.6388909487	0.549022154747	0.557759282211	0.600900618827	0.559258595565	0.56303770169	0.52696146144	0.527359504037	0.530417460612	0.556622646912	0.59276620229	0.542022973744	0.596284053935	0.544066405327	0.644661967258	0.598313401456	0.596490216805	0.613793630526	0.553197462554	0.515606917933	0.589766249668	0.612504754811	0.603110632053	0.58482351276	0.545176445322	0.651909500694	0.711444108136	0.590006963605	0.583706319935	0.562478953018	0.583771288502	0.542635604375	0.544255617634	0.595835370303	0.603081747303	0.626354378346	0.595546873864	0.611908808617	0.685521056769	0.597887239785	0.64090108134	0.630074981736	0.512306023199	0.617488133546	0.657996809726	0.670534035988	0.641272331977	0.631125386861	0.645541315815	0.626960624384	0.597493865998	0.650209923431	0.677130257884	0.606110595199	0.592961767324	0.684322541502	0.611894823697	0.634026866817	0.613194079795	0.675301896272	0.625249561648	0.611695791436	0.59630131139	0.602270877407	0.645552224484	0.695843101935	0.703976908458	0.581889462444	0.604997364309	0.597039694807	0.512932024703	0.545385485011	0.645469858243	0.665885333592	0.523189667668	0.583966981731	0.560979619115	0.669859326921	0.634964887392	0.624320431951	0.633993650947	0.60617757651	0.582856587594	0.598002303222	0.596747814439	0.627864722259	0.505161047447	0.535215621065	0.698859658214	0.53373113513	0.464486620745	0.500400695577	0.53848584296	0.59111356923	0.599808629432	0.608120315388	0.566625638002	0.642222172921	0.52040139545	0.612016196268	0.569163751206	0.503356439585	0.566122498485	0.551791702988	0.548318028873	0.571475987467	0.630628733016	0.571870553168	0.625405467647	0.605784134259	0.588776717635	0.581334681934	0.587027063267	0.616351955606	0.540233111119	0.659675576575	0.609940115572	0.609552351686	0.606478700008	0.596120915693	0.655919408298	0.65642521304	0.641120432113	0.624961346881	0.602965754064	0.613791050993	0.658222489477	0.669755647762	0.617316057448
CS.040	0.598560417816	0.589748430156	0.663885490476	0.638538292121	0.608376676286	0.591613162741	0.576054384557	0.569332964664	0.541861068312	0.589992131872	0.60605424408	0.578393000681	0.57141463395	0.649834337467	0.590775449114	0.551106441181	0.513457249563	0.640865752337	0.600449351753	0.583916997196	0.606173542415	0.541849708535	0.663674203174	0.54580351999	0.642553139991	0	0.600609982657	0.647674766329	0.627583862947	0.641808199819	0.585543445748	0.756508863586	0.61779012388	0.692635509609	0.602933281729	0.676422383978	0.624143923554	0.682071885322	0.603699318201	0.677652712571	0.696018188445	0.61266252069	0.724163005362	0.580966101017	0.729409757084	0.690406155184	0.662244623089	0.683494828284	0.663423362545	0.696388929712	0.673089168912	0.698822878557	0.657153166694	0.709016918126	0.661007167809	0.726193005176	0.636437348267	0.6245222107	0.650620571318	0.636903156734	0.570061143582	0.63418450509	0.60815156058	0.596328869273	0.605856474911	0.715843999984	0.70606476886	0.594807551128	0.61318572766	0.614287244857	0.63721765655	0.605667604234	0.599495976717	0.598161777744	0.584606993413	0.584158471407	0.597676762602	0.623077084695	0.572476476383	0.566892149161	0.595672684992	0.63244055563	0.588524575292	0.600237372835	0.615612237553	0.605175912401	0.587983067478	0.60691962023	0.583395213951	0.601980903649	0.570383673186	0.617188799308	0.604278477089	0.647680272615	0.623825124674	0.559736547948	0.56625936549	0.555725189289	0.686326239255	0.55503676062	0.574698848657	0.648179666094	0.567664390865	0.530278641734	0.588233026277	0.675545955671	0.605415386373	0.594525990256	0.679479192526	0.622077784663	0.63970978899	0.671612466689	0.567758577901	0.652040193338	0.630898932789	0.671497206279	0.735179371886	0.689551993986	0.534681142989	0.612387639846	0.679128710401	0.598311649186	0.578785195998	0.574803208591	0.76279202434	0.676075287194	0.618895361224	0.773365905435	0.712442717885	0.690128889754	0.643982702358	0.669103208884	0.712872320127	0.619193775435	0.655429903996	0.669137922055	0.726770807954	0.659663335743	0.67087758512	0.667330400362	0.660273476769	0.654566486039	0.680785110439	0.627121689663	0.609905487484	0.736387537947	0.633388696321	0.586151875327	0.625628831911	0.600981683501	0.626229709213	0.571659749917	0.587339859375	0.685056580116	0.597358695981	0.586039744882	0.607170948394	0.620861137356	0.602407608937	0.613765479881	0.57494385	0.598461153575	0.59778754012	0.580057461811	0.614555619477	0.643723612868	0.615313623737	0.620655190456
CS.127	0.596506336516	0.584680151205	0.586071663144	0.527472768618	0.591662763499	0.555697055555	0.535904474989	0.595212218166	0.513819496994	0.540659475953	0.568516541571	0.596999642727	0.611103784034	0.537946022001	0.581767131453	0.572934675302	0.607498334598	0.656219579393	0.469308389969	0.448072801726	0.588820028156	0.558296463846	0.547596743966	0.603520018455	0.542631243628	0.600609982657	0	0.507090744944	0.609337468428	0.520935753116	0.514023925439	0.699785338887	0.507860168618	0.569575215396	0.504389667609	0.536283581152	0.579237885779	0.589100319574	0.530375120559	0.642625760426	0.545424959013	0.541795768267	0.637314668209	0.42363138952	0.592904752641	0.526929528577	0.547215999815	0.571181840117	0.518796890473	0.599036725542	0.536104226468	0.600020811411	0.519569300653	0.645832217827	0.573254912731	0.628320878402	0.51677384095	0.50657179702	0.521735045375	0.564656228461	0.542816851277	0.533315186284	0.527292042246	0.488718470273	0.649841781419	0.696923980575	0.583935619824	0.571456802208	0.531734181414	0.519844802832	0.483881864098	0.506188682613	0.517833996854	0.513102993243	0.543581951801	0.551078613714	0.55220513899	0.648526367183	0.551281119113	0.580445920081	0.565782125259	0.509764755997	0.55482058807	0.625861500081	0.600639662075	0.579840535969	0.549948512197	0.590874335035	0.554782648282	0.535697639982	0.617464140626	0.670845725428	0.568169859588	0.599914303447	0.615267754573	0.581446404141	0.581868519928	0.533410190678	0.611134569859	0.596910887647	0.578150784326	0.590709278657	0.530132302763	0.578624555543	0.618640326134	0.716959159712	0.509920926576	0.58919127344	0.521069630856	0.466684514016	0.558820768162	0.599965015988	0.62239373829	0.494387196825	0.523218323393	0.549428089514	0.687212168686	0.581065586559	0.568393407417	0.562539854555	0.580747679006	0.454468806708	0.545400123237	0.522840356693	0.653230967642	0.530037484796	0.497551986801	0.704765138814	0.560839040258	0.521713054443	0.479861091173	0.518846180021	0.613474571417	0.596996423579	0.583773684605	0.536018678619	0.670903943194	0.527490819682	0.603613107946	0.531143589277	0.553134661154	0.536409548286	0.586014890259	0.490734927532	0.530780493551	0.640728432414	0.535322273716	0.542871283288	0.564016507088	0.568693802198	0.523866019324	0.534683902912	0.585144868751	0.593821915633	0.564805718101	0.541720084954	0.522530178872	0.555140604905	0.536345029789	0.596527351358	0.597196315568	0.563638985585	0.533538836893	0.513855149512	0.583834371691	0.607957674357	0.60808750549	0.522747896643
CS.149	0.600007155074	0.662043578434	0.586943876141	0.562496556066	0.676415608663	0.624426134804	0.597458824781	0.599870563658	0.593513488754	0.653838535322	0.598456936723	0.676078484165	0.643190356863	0.5386073791	0.589411543962	0.610307399749	0.636675676017	0.635475083248	0.557560960661	0.587370346065	0.632218577184	0.572277522248	0.525954090429	0.644433435008	0.543354157148	0.647674766329	0.507090744944	0	0.647752411273	0.518869598315	0.610982473248	0.631215798428	0.534877589847	0.550359145314	0.595063732258	0.500356350626	0.582986838482	0.562902021348	0.532524561846	0.611629782693	0.517091543636	0.526198479504	0.598377406787	0.53687090538	0.583704322151	0.562177092745	0.515559068752	0.538431112838	0.507842629928	0.564109031855	0.510677615646	0.568014505496	0.52863083005	0.611194669051	0.574156675806	0.593218899564	0.545847165205	0.543256781886	0.509123060536	0.558845346053	0.626729175494	0.609033338038	0.599846703811	0.562416388845	0.633777125295	0.693734329512	0.560432927191	0.559799585126	0.582706553965	0.599197018871	0.564141177617	0.58840389476	0.613178960962	0.608663618812	0.616535036704	0.624099259585	0.622130398697	0.673918599321	0.629669156787	0.68112728328	0.650933140824	0.54730526458	0.627364368183	0.654123773111	0.669068843035	0.671903971206	0.633810474987	0.684630695916	0.614150429475	0.608812732762	0.621435670681	0.689850646546	0.601715186881	0.581921565611	0.676484416326	0.603603096194	0.617963267228	0.610034286587	0.642063178101	0.614460727847	0.595443978233	0.553665702787	0.606373632684	0.656683162509	0.678852848767	0.661342915044	0.543198813317	0.579959872378	0.580812140545	0.501194597235	0.546115300085	0.61796683602	0.625752179137	0.489638498701	0.540875045339	0.548172328121	0.61686008151	0.563657191223	0.622165399405	0.617974784458	0.565243988907	0.564932826281	0.550735531568	0.609972142999	0.649310907106	0.519910411496	0.551650716195	0.670434392912	0.563274089992	0.502600183349	0.519817979916	0.486168768516	0.568671771623	0.587444714079	0.579034070765	0.538900905771	0.607677069741	0.534566816337	0.566143551142	0.517152387213	0.515839654903	0.523344616792	0.550899736978	0.52481194196	0.578702701775	0.651456065771	0.618311176437	0.635410821138	0.630845677238	0.620934770758	0.597205070459	0.604423899161	0.626643559862	0.596017636051	0.649474142698	0.606669475674	0.630196471337	0.61835794251	0.628504812002	0.683717692413	0.644721487988	0.65293964062	0.611468520389	0.597816864087	0.657800086352	0.67257874819	0.690882974009	0.605017430208
CS.186	0.626508278035	0.56211412955	0.692827556428	0.668224734956	0.523449710102	0.55433688871	0.561102006975	0.5828823772	0.593895056419	0.550938700661	0.569946796846	0.549391049535	0.560791245262	0.654331195583	0.600983981676	0.586547041394	0.560289688532	0.636593969652	0.638426436438	0.644186372508	0.590082028309	0.606273474516	0.680671647804	0.581273436932	0.665086163844	0.627583862947	0.609337468428	0.647752411273	0	0.642263237314	0.624617332221	0.761633897933	0.676915244599	0.680557877271	0.620070029582	0.693169992664	0.678705706299	0.693904753538	0.612345661765	0.675393194017	0.696678339644	0.643778768202	0.748512822421	0.600659821491	0.729064835414	0.658599729925	0.680292800856	0.69002321001	0.676813076137	0.697673427585	0.641629595362	0.694657784238	0.66205563043	0.705749658834	0.660624897371	0.741893641382	0.667643903054	0.625070791695	0.652588198782	0.585122327106	0.562447149593	0.665789188342	0.637221416236	0.630026331862	0.590567599239	0.77044519316	0.69694549774	0.606384550294	0.63729165753	0.61992968492	0.635286103639	0.610045659437	0.623003842392	0.620028898321	0.614460162062	0.585135375461	0.56925374786	0.531971809158	0.588937334707	0.54687346916	0.537335909103	0.598220971136	0.559128014109	0.523887658078	0.580755969835	0.548890218422	0.552030785947	0.501889851558	0.536585762771	0.577881402186	0.639050193214	0.69877543203	0.607757173556	0.632810020299	0.563585351358	0.559931296995	0.559383877146	0.54198059551	0.708490235715	0.582390272392	0.535668258488	0.634079471932	0.539257171735	0.567070963956	0.593943990538	0.706979477823	0.62267013102	0.654286481711	0.716285548814	0.648002126281	0.610222118592	0.730168287375	0.577419338379	0.640720238646	0.562018869424	0.672870294869	0.763574033744	0.668234832799	0.629205272299	0.650728092894	0.697832101391	0.586906229792	0.626167098238	0.609533586844	0.752039760551	0.683569869266	0.574012426582	0.78885602795	0.702505180235	0.67500995699	0.604218410217	0.664589812165	0.738121039702	0.644473605956	0.671589118633	0.654469230987	0.7303018322	0.618043094874	0.679159291417	0.673598754615	0.681188611484	0.617956416457	0.68358802509	0.636049901335	0.665620858148	0.715233645346	0.684348207127	0.555830311151	0.638646632202	0.639663834866	0.660561763749	0.565682261184	0.528434907151	0.672401900613	0.522150883366	0.590897098645	0.617105300188	0.588627631841	0.624172032673	0.52764905764	0.57501327392	0.517681572188	0.552961159712	0.585895175349	0.573639694794	0.626937978259	0.60836039355	0.576500939561
CS.287	0.631152029576	0.635408984039	0.581615068436	0.592282264285	0.643975330987	0.620199475615	0.60629456917	0.600798241747	0.621421275346	0.643552744051	0.604058142988	0.662460417018	0.631747123086	0.53288735932	0.592830208137	0.639597610055	0.657442460121	0.653044860417	0.599276063552	0.573687165641	0.666778375925	0.589551112203	0.541148908961	0.658873684872	0.516228063916	0.641808199819	0.520935753116	0.518869598315	0.642263237314	0	0.628880418768	0.662054283607	0.592598899708	0.556920043629	0.599657450392	0.533217257688	0.61294236171	0.56772675961	0.533390529903	0.663088874889	0.571461863508	0.550234778003	0.642550927406	0.541744191226	0.59845373714	0.509966368394	0.540085925012	0.528386001435	0.533163230686	0.557000636806	0.518344322344	0.561146405523	0.530753685658	0.5983459976	0.586016852517	0.569657327204	0.580598003598	0.528615182425	0.511802436377	0.557752538235	0.61730090847	0.616150372421	0.614283998525	0.557766573514	0.632550604401	0.684071273361	0.561936853701	0.590869476158	0.588426975826	0.578129554476	0.570232397523	0.584685085962	0.60779719391	0.627537378011	0.627692565281	0.605949407305	0.638256721583	0.659250067334	0.629775617558	0.658754818674	0.632849218688	0.543564469588	0.597678462179	0.637250462749	0.649720375687	0.624975793256	0.649210114854	0.653640438918	0.6190418782	0.609302721073	0.666391924255	0.714564678208	0.617327924229	0.573502514725	0.679356515555	0.586249674663	0.607824261028	0.603167159207	0.648924717058	0.631861731338	0.599998667054	0.589199188499	0.602788399202	0.650789103459	0.703523300461	0.679175481029	0.55852450856	0.641747080517	0.613733035758	0.548351672027	0.531809867046	0.64988170402	0.642798499251	0.494944816347	0.513164483467	0.535661566868	0.677788689325	0.570911536843	0.65865310122	0.651842768814	0.607650676561	0.561994611866	0.590227205594	0.64138512848	0.615083941546	0.542754134661	0.503585309936	0.692474651605	0.518715552752	0.51944082657	0.519055968245	0.51479819505	0.626266367037	0.59236704225	0.631872906312	0.501055298089	0.623385502006	0.510803111008	0.613954036058	0.531098437602	0.503742917486	0.53907573131	0.550281885774	0.555058098912	0.596185530397	0.619290425447	0.624255490034	0.62744860783	0.634317602656	0.64007057745	0.617199691459	0.608256684119	0.615144260611	0.565911733234	0.650087789587	0.626769797928	0.63102968857	0.625926548877	0.627378822119	0.650710194047	0.645212533182	0.63735917376	0.612713222245	0.601970131457	0.648635283809	0.671144839042	0.675149507207	0.601244965587
CS.203	0.604442640917	0.552428890958	0.65398002027	0.526765827256	0.546436810454	0.542912905348	0.534186019973	0.615022776278	0.505717753422	0.50685441976	0.595210819023	0.547864394752	0.622969362187	0.611274157219	0.600707330073	0.590173686076	0.554854924262	0.687076096293	0.46676813679	0.514852776955	0.598417736736	0.580612144208	0.654659563281	0.596927922763	0.594103378007	0.585543445748	0.514023925439	0.610982473248	0.624617332221	0.628880418768	0	0.737466442463	0.57635404046	0.622615939	0.490043743676	0.621151562607	0.640044360063	0.643820129374	0.602352593664	0.6858486823	0.628589054668	0.625762623595	0.717841518434	0.494174155348	0.653127333818	0.633012846267	0.647323029438	0.658533872987	0.636840667907	0.668713160201	0.627329057247	0.669125188853	0.623487815807	0.702550309116	0.666338394329	0.705048992714	0.612577187382	0.612779551241	0.594951815008	0.615187925265	0.474362808896	0.52991465985	0.515971375957	0.541593000771	0.649405082494	0.753497414551	0.654493232261	0.624568442473	0.547553452788	0.595176564967	0.5321025139	0.54272769624	0.506135681499	0.524255740413	0.511311431406	0.553121656928	0.530436709971	0.661316217193	0.536485947945	0.542655982973	0.537752101419	0.594437221586	0.521514993531	0.631108081027	0.573336800522	0.545891146874	0.489096285421	0.556297421217	0.528148108147	0.512505325726	0.580036418081	0.620113953478	0.537681779282	0.639605463634	0.590622800259	0.60045573192	0.586067600197	0.525298235446	0.690243237698	0.560712535835	0.604266209817	0.656107750406	0.498285767323	0.545474378067	0.586246069381	0.736004695847	0.555391328641	0.568386017936	0.586447007947	0.548163780185	0.60344346777	0.650600000043	0.64028298314	0.608031509147	0.601388810337	0.593222860585	0.744375309378	0.676486480634	0.549000654425	0.553632099985	0.621010579325	0.483648868721	0.597430355328	0.459157026584	0.70976567526	0.593757383647	0.560149151991	0.751595793352	0.633008636918	0.597573750913	0.573008167699	0.627361426905	0.70407065831	0.639222467363	0.590743343481	0.635867422229	0.731569968358	0.594728005059	0.632000531467	0.635673537529	0.599433745443	0.610862283881	0.642061675658	0.500501921695	0.539975573735	0.723699474518	0.519069414935	0.527809134163	0.569814842061	0.552975149766	0.516866928229	0.510195632578	0.599380701557	0.636169609181	0.544580747317	0.531883609299	0.509069493887	0.556806910013	0.47393048381	0.567180644096	0.579413913645	0.531006166175	0.478214952559	0.543890762208	0.526399430299	0.545879098609	0.573711263319	0.532230780462
