g__Methanobrevibacter	k__Bacteria	g__Actinomyces	g__Bifidobacterium	g__Corynebacterium	g__Olsenella	f__Coriobacteriaceae	g__Collinsella	g__Senegalimassilia	f__Eggerthellaceae	g__Eggerthella	g__Enterorhabdus	g__Gordonibacter	g__Slackia	f__Bacteroidaceae	g__Bacteroides	f__Barnesiellaceae	g__Barnesiella	f__Muribaculaceae	g__Butyricimonas	g__Odoribacter	f__Prevotellaceae	g__Massiliprevotella	g__Paraprevotella	g__Prevotella	g__Prevotellamassilia	f__Rikenellaceae	g__Alistipes	f__Tannerellaceae	g__Parabacteroides	f__Sphingobacteriaceae	g__Elusimicrobium	p__Firmicutes	f__Bacillaceae	f__Thermoactinomycetaceae	g__Granulicatella	g__Enterococcus	g__Lactobacillus	g__Weissella	g__Lactococcus	g__Streptococcus	o__Clostridiales	g__Colidextribacter	g__Flavonifractor	g__Flintibacter	g__Howardella	g__Intestinimonas	g__Pseudoflavonifractor	f__Christensenellaceae	f__Clostridiaceae	g__Butyricicoccus	g__Clostridium	g__Hungatella	f__Clostridiales.Family.XIII..Incertae.Sedis	g__Ihubacter	g__Mogibacterium	f__Defluviitaleaceae	f__Eubacteriaceae	g__Eubacterium	f__Gracilibacteraceae	f__Lachnospiraceae	g__Anaerosporobacter	g__Anaerostipes	g__Blautia	g__Butyrivibrio	g__Coprococcus	g__Cuneatibacter	g__Dorea	g__Eisenbergiella	g__Fusicatenibacter	g__Hespellia	g__Lachnobacterium	g__Lachnoclostridium	g__Lachnospira	g__Muricomes	g__Parasporobacterium	g__Pseudobutyrivibrio	g__Robinsoniella	g__Roseburia	g__Tyzzerella	f__Oscillospiraceae	g__Oscillibacter	f__Peptococcaceae	f__Peptostreptococcaceae	g__Intestinibacter	g__Paeniclostridium	g__Romboutsia	g__Terrisporobacter	f__Ruminococcaceae	g__Acutalibacter	g__Anaeromassilibacillus	g__Caproiciproducens	g__Drancourtella	g__Faecalibacterium	g__Gemmiger	g__Negativibacillus	g__Ruminiclostridium	g__Ruminococcus	g__Sporobacter	g__Subdoligranulum	f__Erysipelotrichaceae	g__Catenibacterium	g__Erysipelatoclostridium	g__Faecalicoccus	g__Holdemanella	g__Holdemania	g__Turicibacter	g__Phascolarctobacterium	g__Megamonas	g__Mitsuokella	g__Propionispira	g__Allisonella	g__Dialister	g__Megasphaera	g__Veillonella	g__Fusobacterium	o__Victivallales	f__Victivallaceae	g__Victivallis	f__Kiloniellaceae	g__Oxalobacter	g__Duodenibacillus	g__Parasutterella	g__Sutterella	f__Desulfovibrionaceae	g__Desulfovibrio	f__Succinivibrionaceae	g__Succinivibrio	o__Enterobacterales	f__Enterobacteriaceae	g__Haemophilus	f__Spiroplasmataceae	g__Akkermansia
CS.171	0	0.000290877358833582	0.000181798349270989	0.00556302948769225	0.000727193397083954	7.27193397083955e-05	3.63596698541977e-05	0.054794022470276	0.000618114387521361	0.0032360106170236	0.00109079009562593	0.000836272406646548	0	0.00047267570810457	0	0.047631167508999	7.27193397083955e-05	0.000872632076500745	0.00658110024360979	0.000399956368396175	0.000654474057375559	0.00079991273679235	0.000254517688979384	0	0.328545976802531	0.00254517688979384	0	0.00269061556921063	0	0.00429044104279533	7.27193397083955e-05	0	7.27193397083955e-05	7.27193397083955e-05	0.00614478420535942	0.000509035377958768	0.00298149292804421	0.0015271061338763	0.000181798349270989	0.000727193397083954	0.0113805766643639	0.0227611533287278	0	0.000109079009562593	0.0031632912773152	0	0.000254517688979384	0.000399956368396175	0	0.000218158019125186	0.0015998254735847	0.000290877358833582	0.00494491510017089	0.000690833727229757	0.00149074646402211	0.00498127477002509	3.63596698541977e-05	0.00141802712431371	0.0451587099589136	3.63596698541977e-05	0.0429044104279533	0	0.00294513325819002	0.050576300767189	0	0.0225066356397484	0.000145438679416791	0.00912627713340363	0	0.018397992946224	3.63596698541977e-05	0	0.0063265825546304	0	7.27193397083955e-05	0.000945351416209141	0.000363596698541977	0.00047267570810457	0.00734465331054794	0.00254517688979384	0.00203614151183507	0.00988983020034178	0	0	0.000327237028687779	0.000218158019125186	0.000581754717667164	3.63596698541977e-05	0.0124713667599898	0.000327237028687779	0	0.00079991273679235	0	0.06141148238374	0.0122895684107188	0.000618114387521361	0.00265425589935643	0.0369777842417191	0.00447223939206632	0.00138166745445951	0.00698105661200596	0.00447223939206632	0.000145438679416791	0	0.0236337854052285	0.000145438679416791	0	0.00199978184198087	0	0.000618114387521361	0	0.000727193397083954	0.0357415554666764	0	0.000290877358833582	0.000109079009562593	0	0.000290877358833582	0.00047267570810457	0	7.27193397083955e-05	0.000654474057375559	0.000181798349270989	0.0218521615823728	0.00127258844489692	0	0	0	0.00301785259789841	0.00330872995673199	0.000254517688979384	0.000181798349270989	0
CS.360	0	0.0155053183241852	0.000341117003132074	0.0052407975935746	9.30319099451112e-05	0	0.000217074456538593	0.0143579247681955	0.00409340403758489	0.000589202096319037	0.000124042546593482	0.00124042546593482	0	0	9.30319099451112e-05	0.109963717555121	0	0.000124042546593482	0.0126523397525351	0.000682234006264149	0.00369026576115608	3.10106366483704e-05	0	0	0.0889695165441746	0	0	0.0091171271746209	0	0.0038763295810463	0	0	3.10106366483704e-05	0	0.00130244673923156	6.20212732967408e-05	0.000186063819890222	0.0129314354823705	3.10106366483704e-05	0	0.00700840388253171	0.0207461159177598	0	0.000217074456538593	0.00161255310571526	0.000248085093186963	0.000465159549725556	0.000217074456538593	0	9.30319099451112e-05	0.00375228703445282	0.001674574379012	0.00983037181753341	0.000899308462802741	0.000961329736099482	0	0.000589202096319037	0.000186063819890222	0.089000527180823	3.10106366483704e-05	0.0564393587000341	0.00161255310571526	0.00930319099451112	0.0691847303625143	0	0.00629515923961919	0.000217074456538593	0.0101404781840171	0.000155053183241852	0.0140478184017118	0.000403138276428815	0.00176760628895711	0.0091171271746209	0.00505473377368437	0.000341117003132074	0.00424845722082674	0.00127143610258319	0.000186063819890222	0.0723168046639998	0.00313207430148541	0.00192265947219896	0.00545787205011319	0.000589202096319037	0	0.000217074456538593	0	0.0123422333860514	3.10106366483704e-05	0.0119390951096226	0.00347319130461748	3.10106366483704e-05	0	0	0.0624244115731696	0.0154432970508885	0.00164356374236363	0.00579898905324526	0.0879771761714268	0.00158154246906689	0.000465159549725556	0.0140478184017118	0	0.000434148913077185	0	0	3.10106366483704e-05	0.00133345737587993	0.0363754767885385	3.10106366483704e-05	0	0	0	0	9.30319099451112e-05	0.000217074456538593	0	0	0	0.000279095729835334	0.000620212732967408	9.30319099451112e-05	0	0.0108537228269296	0.00756659534220238	0.000310106366483704	0.000558191459670667	0	0	0.00455856358731045	0.001674574379012	0.000155053183241852	3.10106366483704e-05	0.00210872329208919
CS.040	0.000431649898728293	0.000664076767274297	0.000863299797456586	0.000730484444001727	0	3.32038383637148e-05	6.64076767274297e-05	0.0430653783577382	0.00494737191619351	0.000365242222000863	3.32038383637148e-05	0	0.000431649898728293	3.32038383637148e-05	0	0.0193910416044095	0	0	0.0040176644420095	0	0.000398446060364578	3.32038383637148e-05	0	0	0.302619782846897	0.0509678918883023	0	0.000996115150911445	0	0.00730484444001727	0	0	3.32038383637148e-05	0.000199223030182289	0.00328717999800777	0.000132815353454859	0	0.00212504565527775	0	0.00139456121127602	0.00229106484709632	0.0196566723113192	0	3.32038383637148e-05	0.00391805292691835	0.000232426868546004	0.000265630706909719	6.64076767274297e-05	0	0.00209184181691404	0.00215824949364147	0.0186937609987715	0.00767008666201813	0.000298834545273434	0.000597669090546867	6.64076767274297e-05	0.000232426868546004	0.00411727595710064	0.0288209316997045	3.32038383637148e-05	0.0155726001925823	9.96115150911445e-05	0.000597669090546867	0.0394461599760932	0	0.0392469369459109	0	0.00637513696583325	0	0.00667397151110668	0.00142776504963974	6.64076767274297e-05	0.0107580436298436	3.32038383637148e-05	0.000332038383637148	0.000664076767274297	0	0.00222465717036889	0.00647474848092439	0.000763688282365441	0.00232426868546004	0.00627552545074211	0.0011289305043663	6.64076767274297e-05	0.000365242222000863	0	0.0289537470531593	0.00252349171564233	0.0361257761397218	0.000929707474184016	0	0	0	0.0258657900853339	0.00962911312547731	0.0011289305043663	0.00185941494836803	0.110369558720988	0.00524620646146695	0.000962911312547731	0.00152737656473088	0.00614271009728725	3.32038383637148e-05	0	0.0053790218149218	6.64076767274297e-05	0.000431649898728293	0.0656107846067005	0	0	0	0	3.32038383637148e-05	0	3.32038383637148e-05	0	0	0	0	0	0	9.96115150911445e-05	0.0110900820134808	3.32038383637148e-05	0.00142776504963974	0.000531261413819437	0	0	0.00159378424145831	0.000332038383637148	0.000166019191818574	0.00132815353454859	0
CS.127	0.000153932000538762	0	0.00188566700659983	0.0372900271305151	0.00119297300417541	3.84830001346905e-05	0	0.0591483712070193	1.92415000673453e-05	9.62075003367263e-05	0.00827384502895846	7.6966000269381e-05	0.000654211002289739	1.92415000673453e-05	0.000288622501010179	0.146081468511285	5.77245002020357e-05	1.92415000673453e-05	0	0.00359816051259356	0.0224548305785919	0.000288622501010179	1.92415000673453e-05	0	0.0726366627542283	0.000153932000538762	0	0.0330376556156318	1.92415000673453e-05	0.00848550152969926	3.84830001346905e-05	0	0	0.000384830001346905	0.00327105501144869	0.000134690500471417	0	7.6966000269381e-05	0	0.000192415000673453	0.00554155201939543	0.023070558580747	5.77245002020357e-05	0.000846626002963191	0.00113524850397337	0	0.00157780300552231	0.000327105501144869	1.92415000673453e-05	0.00109676550383868	0.0020395990071386	0.00117373150410806	0.00413692251447923	0.000827384502895846	0.00230898000808143	9.62075003367263e-05	5.77245002020357e-05	0.0228011775798041	0.0769275172692463	0.000538762001885667	0.00808143002828501	0.000288622501010179	0.0104288930365011	0.0500856246752997	0	0.00875488253064209	0	0.0136422235477478	3.84830001346905e-05	0.00361740201266091	0.000250139500875488	1.92415000673453e-05	0.00561851801966481	0	0	0	0	0.000192415000673453	0.021511997075292	0.00384830001346905	0.00342498701198745	0.0314021281099074	0.000346347001212215	0	0	0	0.000423313001481596	0	0.00825460352889111	0.00100055800350195	0.000153932000538762	0.000538762001885667	0	0.0932827923264898	0.0613996267148987	0.000481037501683631	0.00107752400377133	0.0427546131496411	0.0060803140212811	0.0014046295049162	0.0252256065882896	7.6966000269381e-05	0.00230898000808143	0.000153932000538762	0.000153932000538762	0.000250139500875488	0	0.0240518750841816	0	0	0	0	9.62075003367263e-05	0	3.84830001346905e-05	0.000269381000942833	0	0	1.92415000673453e-05	9.62075003367263e-05	0.000346347001212215	0.00584941602047296	0	0.00540686151892402	0.000115449000404071	0.0100633045352216	0	0	9.62075003367263e-05	0.000192415000673453	1.92415000673453e-05	0	0.000442554501548941
CS.149	3.29804425975397e-05	0	0.000593647966755714	0.052801688598661	0	0	0	0.0678077899805415	3.29804425975397e-05	0	0.00131921770390159	0.00135219814649913	6.59608851950793e-05	3.29804425975397e-05	9.8941327792619e-05	0.187065070413245	0	0.0206457570660598	0	0.0039906335543023	0.00204478744104746	0	0	0	0.00699185383067841	3.29804425975397e-05	0	0.0414893967877049	0	0.0114112331387487	0	0	0	0	0.00234161142442532	0.000131921770390159	0	3.29804425975397e-05	0	6.59608851950793e-05	0.00352890735793674	0.0164902212987698	0	0.00102239372052373	0.00178094390026714	0	0.0017479634576696	0.000758550179743412	6.59608851950793e-05	0.000131921770390159	0.00131921770390159	0.00181392434286468	0.00656310807691039	3.29804425975397e-05	0.00336400514494905	0	0	0.000131921770390159	0.0104218198608225	6.59608851950793e-05	0.0204478744104746	0.000197882655585238	0.00310016160416873	0.0645757066059826	0	0.000890471950133571	0.00098941327792619	0.0092345239273111	0.000164902212987698	0.00359486824313182	0.000230863098182778	0	0.00867385640315293	0.00784934533821444	0.000197882655585238	0.00181392434286468	0	0	0.00728867781405626	0.00507898816002111	0.00217670921143762	0.0168859866099403	0.000263843540780317	0	0.000263843540780317	3.29804425975397e-05	0.000461726196365555	0	0.0325187164011741	0.00385871178391214	0.00098941327792619	0.000362784868572936	0	0.0412255532469246	0.00369380957092444	0.00290227894858349	0.00626628409353254	0.0938953200751954	0.00303420071897365	0.0017479634576696	0.0165561821839649	3.29804425975397e-05	0.00128623726130405	0.000197882655585238	0.000197882655585238	0.000461726196365555	9.8941327792619e-05	0.037828567659378	0	0	0	3.29804425975397e-05	0	0	0	0.0599914250849246	0	0	0	0	0	0.0137198641205765	0.00702483427327595	9.8941327792619e-05	0.00184690478546222	0.0138188054483691	0	9.8941327792619e-05	6.59608851950793e-05	0.000527687081560635	0	0	0.0492068203555292
CS.186	0.000789577575996842	0.00204572371962818	0.000430678677816459	0.078778308150594	0.00154326526217565	0.00154326526217565	0.000861357355632918	0.0388328607831174	0.00165093493162976	0.00272763162617091	0	0.00172271471126584	0	0.000358898898180383	0.000107669669454115	0.0361411190467645	0.0021533933890823	0	0.00165093493162976	0.000861357355632918	0	0.0357463302587661	0.000681907906542727	0	0.100778810609051	0.0114847647417722	0.000107669669454115	0.00190216416035603	0.000323009008362344	0.00297886085489718	0.00218928327890033	0.00362487887162186	0.000358898898180383	7.17797796360765e-05	0.00179449449090191	0	0	0.00312242041416933	0	0	0.00642429027742885	0.0106234073861393	0.000933137135268995	0	0.000753687686178803	3.58898898180383e-05	0.000466568567634497	0.000681907906542727	0.00061012812690665	0.00129203603344938	0.00445034633743674	0.00710619818397158	0.006567849836701	0.000394788787998421	0.00190216416035603	0.000538348347270574	0.000717797796360765	0.000466568567634497	0.0297527186591537	0.000179449449090191	0.0239026666188135	7.17797796360765e-05	0.00933137135268995	0.034741413343861	3.58898898180383e-05	0.0162222301977533	0	0.0175142662312027	0	0.0247640239744464	0.00021533933890823	3.58898898180383e-05	0.00735742741269784	0.000753687686178803	0.000323009008362344	0.000107669669454115	0	0	0.00983382981014248	0.00147148548253957	0.000394788787998421	0.00405555754943832	0.000107669669454115	0	0.00506047446434339	0	0.0335929368696838	0.000789577575996842	0.00882891289523741	0	0	0.00021533933890823	0	0.0826903061407601	0.00943904102214406	0.00441445644761871	0.000179449449090191	0.101604278074866	0.00240462261780856	0.000430678677816459	0.0219287226788214	0.00943904102214406	0.000107669669454115	0.00165093493162976	0.00538348347270574	0	0.00082546746581488	0.0175501561210207	0	0	0.00183038438071995	0.000107669669454115	0.0147866346050318	3.58898898180383e-05	7.17797796360765e-05	0.00556293292179593	0	0	0	0.000358898898180383	3.58898898180383e-05	0.00355309909198579	0	0.0058141621505222	0	0.00082546746581488	0.00462979578652694	0.0105516276065032	0.00236873272799053	0.00208161360944622	0.00021533933890823	0.00118436636399526	3.58898898180383e-05
CS.287	0.000583197253974073	0.00511547305628687	0.000483220581864232	0.000149965008164762	3.3325557369947e-05	4.99883360549205e-05	0	0.000216616122904656	0	0.00574865864631586	0.002516079581431	4.99883360549205e-05	0.00108308061452328	0	0.000149965008164762	0.194937847835505	3.3325557369947e-05	0.0120638517679208	1.66627786849735e-05	0.0049655080481221	0.00268270736828073	0	0	0	0.000266604458959576	4.99883360549205e-05	0	0.013213583497184	0	0.0285600026660446	0	9.9976672109841e-05	0	0.000749825040823808	0.00434898523677809	6.6651114739894e-05	1.66627786849735e-05	0.000599860032659046	0.000183290565534709	0.000433232245809311	0.00428233412203819	0.00903122604725564	0.000216616122904656	0.000499883360549205	0.0064151697937148	0	0.000416569467124338	0.000233278901589629	1.66627786849735e-05	0.00104975505715333	0.00826473822774686	0.00834805212117173	0.0106475155796981	0.000933115606358516	0.00158296397507248	0.00393241576965375	0.000133302229479788	0.000916452827673543	0.050338254407305	0	0.00323257906488486	0.00028326723764455	0.00614856533475522	0.0882960642516746	1.66627786849735e-05	0.00646515812976972	1.66627786849735e-05	0.00563201919552104	0.000183290565534709	0.00661512313793448	1.66627786849735e-05	4.99883360549205e-05	0.0105642016862732	0.0164128370046989	0	0.00214949845036158	6.6651114739894e-05	0	0.0185123471190056	0.00484886859732729	0.00213283567167661	0.0141800246609125	0.000249941680274603	0	0.000416569467124338	1.66627786849735e-05	0.00533208917919152	0	0.00536541473656147	0.000449895024494285	0.000366581131069417	0.000266604458959576	0.000299930016329523	0.104675575699004	0.0338087779518112	0.00539874029393142	0.00541540307261639	0.0940447228979905	0.00556536808078115	0.00291598626987036	4.99883360549205e-05	4.99883360549205e-05	0.00459892691705269	0	0.0136301529643083	0.000166627786849735	0.00183290565534709	0.031442663378545	4.99883360549205e-05	0	0	0	4.99883360549205e-05	0	0.000733162262138834	1.66627786849735e-05	0	0	0	0.00956443496517479	8.33138934248675e-05	4.99883360549205e-05	0.0379244842869997	0	0.00198287066351185	0.00408238077781851	0	8.33138934248675e-05	0.000383243909754391	0.010064318325724	0.00513213583497184	0	0.0230446229213184
CS.203	0	0.000780704959968107	0.000265771901265739	0.0110461446463573	3.32214876582173e-05	0.00146174545696156	3.32214876582173e-05	0.0181223215175576	0.00187701405268928	0.000431879339556825	0	0.000697651240822564	0	0.00137869173781602	0	0.0306634331085346	0	0.000730872728480781	0	0.000415268595727717	0.00159463140759443	0.0386532008903359	0	0	0.25605461612571	0.0804126108767151	0.000132885950632869	0.000681040496993455	0	0.00798976778180127	0	0	0.000265771901265739	6.64429753164347e-05	0.00285704793860669	0.000116275206803761	0	0.000348825620411282	0	0.000564765290189695	0.00355469917942926	0.0129231586990465	9.9664462974652e-05	4.9832231487326e-05	0.000614597521677021	0	0.000182718182120195	0.000166107438291087	0	0.000531543802531477	0.00139530248164513	3.32214876582173e-05	0.00588020331550447	0.000448490083385934	0.000830537191455433	0	0.00181057107737284	0.000265771901265739	0.0271917876482509	8.30537191455433e-05	0.0130062124181921	0.000265771901265739	0.015896481844457	0.0511610909936547	0	0.00553137769509319	4.9832231487326e-05	0.0111458091093319	6.64429753164347e-05	0.0196671206936647	0.000315604132753065	6.64429753164347e-05	0.00858775455964918	0	0.00107969834889206	0.000382047108069499	0	0.00196006777183482	0.010398325637022	0.000813926447626325	0.000780704959968107	0.00207634297863858	0.000182718182120195	0	0	0	4.9832231487326e-05	0	0.0174578917643932	0.000880369422942759	0	0.000332214876582173	0	0.0755456629347862	0.017424670276735	4.9832231487326e-05	0.00926879505664264	0.0565761934819441	0.00049832231487326	0.00151157768844889	0.00390352479984054	0.0558619314972924	6.64429753164347e-05	0	0.00933523803195907	0	1.66107438291087e-05	1.66107438291087e-05	0	0.00627886116740308	0	0.000581376034018803	0.062373343078303	0	0.00024916115743663	0	0	0	0	0	0	1.66107438291087e-05	0.000298993388923956	0.0190691339158168	3.32214876582173e-05	0.00174412810205641	0	0	0.000116275206803761	6.64429753164347e-05	0.00124580578718315	0.000166107438291087	0
CS.224	0	0	0.000207225253850936	0.00973958693099399	0	0	0	0.0322120144597177	0	0	0.0018189772282471	0	0	0	0.000322350394879234	0.424489419999539	0	0	0	0	0	2.30250282056596e-05	0	0	0.000161175197439617	2.30250282056596e-05	0	0	0	2.30250282056596e-05	0	0	0	0	0	0.000161175197439617	0	0.00115125141028298	2.30250282056596e-05	0	0.0139531670926297	0.0116046142156524	0	0.00575625705141489	4.60500564113191e-05	0	0	0	0	0	0.00234855287697727	0.000184200225645276	0.00246367801800557	4.60500564113191e-05	0.000621675761552808	2.30250282056596e-05	0	0	0.00845018535147705	0	0.0461421565241417	0	0.0335244410674403	0.0370242453547006	0	0.000115125141028298	0	6.90750846169787e-05	0	0.0461191314959361	0	0	0.0222421772466671	0.053832515944832	0.00050655062052451	2.30250282056596e-05	0	0	0.00983168704381663	0.0165780203080749	0	2.30250282056596e-05	0	0	0.00884161083097327	0	0.00138150169233957	4.60500564113191e-05	0.00536483157191868	4.60500564113191e-05	4.60500564113191e-05	0.000230250282056596	0.00223342773594898	0.0940802652483249	2.30250282056596e-05	0	0.000276300338467915	0.0306002624853215	2.30250282056596e-05	0.000230250282056596	0	6.90750846169787e-05	0.00923303631046948	0	0	0	0.000184200225645276	2.30250282056596e-05	2.30250282056596e-05	0	0	0	0.0365407197623817	0	0.00720683382837144	2.30250282056596e-05	0	0	0	0	0	0	0	2.30250282056596e-05	0	0	0	0	9.21001128226382e-05	0.00879556077456195	0.00326955400520366	0	0
CS.375	3.8768705900597e-05	3.8768705900597e-05	0.000814142823912538	0.166046367372257	0	0	0	0.035977359075754	0.00240365976583702	0	3.8768705900597e-05	0.000232612235403582	3.8768705900597e-05	0.000891680235713732	0.000116306117701791	0.0622237729704582	0	0.00348918353105373	0	0	0.000930448941614329	0.000116306117701791	0	0	0.157013258897418	0	0	0.017988679537877	0	0.0065131425913003	3.8768705900597e-05	0	0	0	0.00379933317825851	0.000232612235403582	0	0.00248119717763821	3.8768705900597e-05	0	0.00337287741335194	0.0134915096534078	0	0	0.000426455764906567	0	0.000348918353105373	0.000116306117701791	0	0.000116306117701791	0.00302395906024657	0.00635806776769791	0.00286888423664418	0.000116306117701791	0.00038768705900597	0.000116306117701791	0	0.000271380941304179	0.0445064743738854	0	0.0155074823602388	0.000232612235403582	0.0152748701248352	0.0635806776769791	0	0.00643560517949911	0.000426455764906567	0.00767620376831821	0	0.0126385981235946	0.00038768705900597	0	0.00538885012018299	0.00736605412111344	0	0	0	0	0.0158951694192448	0.000193843529502985	0.000426455764906567	0.00682329223850508	0	0	3.8768705900597e-05	0.000193843529502985	0.0266728696596108	3.8768705900597e-05	0.00306272776614717	0.000775374118011941	0.000116306117701791	0.000542761882608359	7.75374118011941e-05	0.0873458943940451	0.0463286035512135	0.000116306117701791	0.00038768705900597	0.00973094518104986	0.00147321082422269	0.00507870047297821	0.0038768705900597	0	0.000271380941304179	0.000232612235403582	0.00337287741335194	3.8768705900597e-05	0.00217104753043343	0.0146545708304257	0.0746685275645499	0	0	0	0.00461347600217105	0	0.000271380941304179	3.8768705900597e-05	0	0	0.000155074823602388	0	0	0	0	0.00752112894471583	3.8768705900597e-05	0.00205474141273164	0	7.75374118011941e-05	0.000271380941304179	0.00166705435372567	0.00364425835465612	0	0.000116306117701791
CS.374	0	6.83480281593876e-05	0.000546784225275101	0.0716970815391976	6.83480281593876e-05	0	0	0.0231699815460324	0	6.83480281593876e-05	0.00170870070398469	0.0010935684505502	0	0	0.000341740140796938	0.140523545895701	0.000341740140796938	0.00744993506937325	0	0	0.00191374478846285	0.000205044084478163	0	0	0.0027339211263755	0.000205044084478163	0.000136696056318775	0.00519445014011346	0.0348574943612877	0.000205044084478163	0	0	0	0	0.000136696056318775	0.000341740140796938	6.83480281593876e-05	0.000478436197115713	6.83480281593876e-05	6.83480281593876e-05	0.015515002392181	0.0157883945048185	6.83480281593876e-05	0.000205044084478163	0.00027339211263755	6.83480281593876e-05	0.000888524366072039	0.000205044084478163	6.83480281593876e-05	0.000136696056318775	0.0010935684505502	0.00300731323901305	0.00929533182967671	6.83480281593876e-05	0.000136696056318775	0.0010935684505502	0.00027339211263755	6.83480281593876e-05	0.0402569885858793	0	0.0615815733716082	0.000683480281593876	0.0166085708427312	0.126922288291983	0	0.000888524366072039	0	0.0177704873214408	0.000341740140796938	0.0336955778825781	0.000410088168956326	0	0.0117558608434147	0.00915863577335794	0	0.000136696056318775	0	0	0.0632219260474335	6.83480281593876e-05	0.00150365661950653	0.00423757774588203	0	0	0.00492105802747591	0	6.83480281593876e-05	6.83480281593876e-05	0.00266557309821612	0.00799671929464835	0.000205044084478163	0	0.000820176337912651	0.133688743079762	0.0162668307019342	0.00239218098557857	0.00136696056318775	0.027680951404552	0.00116191647870959	0.000615132253434488	0.00027339211263755	0	0.00287061718269428	0.000615132253434488	0	0.000136696056318775	0.000888524366072039	0	0	0	0	0	0.0119609049278928	0.0114824687307771	0.000478436197115713	0	0	0	6.83480281593876e-05	0	0	0	0	0.000136696056318775	0	0.000205044084478163	0	0.000205044084478163	0.000820176337912651	0.000136696056318775	0.000136696056318775	0	0
CS.380	0	0.000287538098798091	9.2012191615389e-05	4.60060958076945e-05	8.05106676634654e-05	0	0.00025303352694232	0.0323997929725689	0.00631433664960607	0.00172522859278854	0	0.000782103628730807	1.15015239519236e-05	0.00312841451492323	2.30030479038473e-05	0.00978779688308701	0	0.0022888032664328	0	0.00131117373051929	0.000977629535913508	0.0102133532693082	0	0.000552073149692334	0.219863131864972	1.15015239519236e-05	0	0.00698142503881764	1.15015239519236e-05	0.000989131059865432	0	0	2.30030479038473e-05	0	0.00530220254183679	5.75076197596181e-05	0	0.0118235666225775	0	0	0.0010236356317212	0.0521364080740698	0	1.15015239519236e-05	0.00271435965265398	0	0.000368048766461556	0.000103513715567313	0	0.00943124964057738	0.00277186727241359	0.0122721260567025	0.00411754557478866	0.000862614296394272	0.0006325838173558	0.00079360515268273	0.000218528955086549	0.00279487032031744	0.0383000747599057	0.00012651676347116	0.0178618666973374	0.000391051814365403	0.00463511415262522	0.0363563172120306	0.0421760883317039	0.00898269020645235	0.000437057910173098	0.00557823911668296	0.000161021335326931	0.00230030479038473	0.000333544194605785	0.00194375754787509	0.0149634826614526	0.00531370406578872	0.000241532002990396	0.000839611248490425	0.000184024383230778	0.000195525907182702	0.0245902582092127	0.00079360515268273	0.00190925297601932	0.00943124964057738	0.000149519811375007	2.30030479038473e-05	2.30030479038473e-05	0	0.00725746161366381	0	0.0376329863706941	0.000678589913163494	0	0.000851112772442349	0	0.0872965667951004	0.00707343723043303	3.45045718557709e-05	0.00277186727241359	0.0377365000862614	0.010397377652539	0.00215078497900972	0.0134797860716545	0.0196561044338375	0.000172522859278854	0	0.0198976364368279	0	5.75076197596181e-05	0.0707113692564265	0	0	0	0	0	0	0.000230030479038473	0	0.000287538098798091	0	0.000517568577836563	0	0.000747599056875036	0	0.00075910058082696	0.0211743055954914	0.000586577721548105	0.0103743746046351	0	1.15015239519236e-05	1.15015239519236e-05	0.000425556386221174	0.000989131059865432	0.0056932543562022	0.00955776640404854
CS.376	0	0	0.00160744703821885	0.000191933974712699	0.000215925721551786	0	0	0.0536935294258775	0.00518221731724287	0.000239917468390874	0.000407859696264485	0.00081571939252897	2.39917468390874e-05	2.39917468390874e-05	0.00035987620258631	0.325831913821645	0	0	0	0	0.00203929848132243	0	0	0	0.00100765336724167	4.79834936781747e-05	0	0.00578201098822005	0	0.014011180154027	0	0	0	0	0.00244715817758691	4.79834936781747e-05	2.39917468390874e-05	0.0221683740793167	0.000551810177299009	4.79834936781747e-05	0.00535015954511648	0.00947674000143951	0.000191933974712699	0.00256711691178235	0.000863702886207145	0.000215925721551786	0.00143950481034524	0.000263909215229961	0	0.000191933974712699	0.00187135625344881	0.000647777164655359	0.0047503658741393	0.000431851443103572	0.00122357908879346	0.000431851443103572	0	0	0.0303975432451237	0	0.0623065665411099	9.59669873563494e-05	0.00611789544396728	0.100117559559512	0	0.00304695184856409	0	0.0128355845589117	0.000119958734195437	0.00981262445718673	0.00129555432931072	0	0.00741344977327799	0	0.000167942227873611	4.79834936781747e-05	0	0	0.0398502914997241	0.00602192845661093	0.00153547179770159	0.00319090232959862	0	0	0	0	0.0041745639500012	0	0.00496629159569108	0.0103644346344857	0.000431851443103572	0	0	0.0456083107411051	0.010988220052302	9.59669873563494e-05	0.00350279503850675	0.0635781291235815	0	0.00839711139368057	0.00978863271034764	7.19752405172621e-05	0.00163143878505794	0	0.0380029269931144	0.000239917468390874	0.000263909215229961	0.0303495597514455	7.19752405172621e-05	0	0	0	0.000191933974712699	0	2.39917468390874e-05	4.79834936781747e-05	0	0	0	0	0	0	0	0.00671768911494446	0.000383867949425398	0.0068376478491399	2.39917468390874e-05	9.59669873563494e-05	0.000143950481034524	0.000215925721551786	2.39917468390874e-05	0	0.000215925721551786
