CS.037	L.002.M1	CS.021	CS.101	CS.099	CS.257	CS.260	CS.297	L.031.M1	CS.277	L.035.M1	CS.019	CS.084	CS.199	CS.357	CS.058	CS.305	CS.248	CS.062	CS.301	CS.382	CS.341	CS.040	CS.368	CS.381	CS.388	CS.115	CS.154	CS.367	CS.063	CS.205	CS.378	CS.236	CS.125	CS.374	CS.282	CS.376	CS.302	CS.380	CS.041	CS.224	CS.128	CS.232	CS.136	CS.203	CS.369	CS.372	CS.181	CS.254	CS.148	CS.166	CS.349	CS.178	CS.385	CS.147	CS.359	CS.129	CS.177	CS.395	CS.183	T.CS.058	TFS.024	T.CS.023	T.CS.057	T.CS.069	T.CS.012	T.CS.040	T.CS.050	T.CS.029	T.CS.082	T.CS.085	T.CS.001	T.CS.080	T.CS.067	T.CS.024	T.CS.159	T.CS.139	T.CS.112	T.CS.144	T.CS.161	T.CS.122	T.CS.153	T.CS.167	T.CS.105	T.CS.108	T.CS.131	T.CS.130	T.CS.098	T.CS.110	T.CS.180	L.034.M1	CS.246	CS.087	CS.241	CS.015	CS.082	CS.110	CS.085	L.024.M1	CS.238	CS.237	CS.356	CS.088	CS.103	CS.242	CS.338	CS.113	CS.364	CS.308.0	CS.044	CS.188	CS.336	CS.189	CS.387	CS.274	CS.346	CS.311	CS.304	CS.234	CS.151	CS.343	CS.322	CS.112	CS.158	CS.080	CS.321	CS.318	CS.320	CS.227	CS.223	CS.202	CS.194	CS.339	CS.361	CS.163	CS.370	CS.262	CS.390	CS.393	CS.145	CS.255	CS.270	CS.253	CS.326	T.CS.026	T.CS.036	T.CS.064	TFS.020	T.CS.049	T.CS.055	TFS.027	T.CS.008	TFS.025	T.CS.031	T.CS.066	TFS.021	T.CS.045	T.CS.043	T.CS.061	T.CS.158	T.CS.166	T.CS.152	T.CS.141	T.CS.095	T.CS.109	T.CS.142	T.CS.151	T.CS.157
CS.302	0.686083084576	0.692543865418	0.582362653268	0.762619452482	0.759870738748	0.721614533808	0.619158937072	0.691328776735	0.695477706579	0.645876981014	0.636383020495	0.694883075206	0.731043991296	0.684579308071	0.686802468271	0.650962761179	0.714047930206	0.639173458588	0.692212550996	0.62557297045	0.635885016112	0.562823999262	0.724163005362	0.663898256216	0.673643912582	0.59474857486	0.622933559487	0.612643334094	0.578242179785	0.639061916466	0.584706201822	0.63344394177	0.69780087107	0.56225060856	0.599297026999	0.594194008325	0.582128866663	0	0.68650756263	0.648992369575	0.60736028735	0.665886393882	0.691525692572	0.630298473582	0.717841518434	0.630097853748	0.620900344835	0.636218016544	0.619699189448	0.658412389417	0.649055062402	0.660601599926	0.68409677339	0.63721434104	0.583494043193	0.590842142808	0.682610993412	0.637443693282	0.668443193061	0.630080825607	0.721843982317	0.685246348429	0.617784082399	0.585861895529	0.653674318183	0.648029625325	0.705433378242	0.673572368054	0.667890228752	0.713332174795	0.698787552021	0.646495503928	0.642158300932	0.667883036748	0.654555841971	0.764588918604	0.75113024791	0.687309933057	0.731344640055	0.71149027361	0.689968240506	0.749162310725	0.713482389961	0.762101350742	0.762771136166	0.722953417284	0.722159821464	0.743114847261	0.735772733109	0.723245950758	0.715150469358	0.69432900757	0.666883248589	0.747129954757	0.755930016965	0.729666286707	0.638148875452	0.715327021046	0.727419756573	0.70478737705	0.613614255574	0.593518290961	0.704471703115	0.693951024126	0.697152709101	0.661029098017	0.674846471085	0.567775229317	0.604131784036	0.679201058875	0.587112492516	0.633652053237	0.60528818782	0.597809567374	0.550120361773	0.639328026501	0.702368263986	0.624410874703	0.617147176725	0.659403412826	0.589905751887	0.626042393746	0.62868295802	0.641738688481	0.650894127814	0.704763016223	0.582544067095	0.609845481331	0.621165757808	0.604838287235	0.623571219617	0.608149620478	0.596329134478	0.598815499028	0.627054541431	0.659840410044	0.594616940778	0.635983287617	0.683245408337	0.671897441319	0.648381073294	0.617984222298	0.615200676259	0.624573274502	0.574252020008	0.71609836957	0.710780234667	0.733435376521	0.598800910907	0.707423099434	0.702215949542	0.629721980459	0.611965814648	0.69423634677	0.735669114305	0.692870740742	0.66393059478	0.681495417226	0.652813342283	0.715248805754	0.703121228516	0.670474985291	0.724232510874	0.758695164856	0.75862070849	0.70387647265	0.728269275205	0.698235226129
CS.380	0.661246333348	0.632347201719	0.608564359007	0.554366974215	0.604077217103	0.62933262169	0.59841714433	0.468301628924	0.574044049544	0.514135323666	0.546531355146	0.527708415614	0.572055118949	0.625631375424	0.521280414668	0.589651648971	0.462858374461	0.600301834312	0.53967933782	0.501731413718	0.477708667245	0.613378344648	0.602933281729	0.503495274526	0.463847759088	0.672566833159	0.67238095084	0.771869414436	0.725361353888	0.698935249061	0.642859469101	0.68864177977	0.697833156602	0.60470766082	0.654523208906	0.638486202017	0.61313647718	0.68650756263	0	0.645338186319	0.735368172264	0.528954784129	0.574680653591	0.628661421361	0.490043743676	0.732394708254	0.567074447401	0.58301376751	0.600108389375	0.65470159722	0.628816867673	0.54640552672	0.553773105495	0.593335542773	0.632651911689	0.718452936834	0.595755747305	0.654252412521	0.594544013193	0.703215204467	0.520407200624	0.504323594461	0.749429737276	0.658267707596	0.487495463657	0.668704431723	0.528011543474	0.606331254209	0.623618463813	0.536276971012	0.499738410688	0.694074699503	0.543129119927	0.49189466528	0.513353577061	0.575916889861	0.522733403439	0.525243713151	0.52111911938	0.567346430004	0.487114979676	0.564779396822	0.50761840867	0.630798671619	0.524369293851	0.484383127768	0.485371314263	0.561397994115	0.523355612714	0.588296358491	0.582090372337	0.51134595102	0.629940823967	0.544644489164	0.617798014299	0.557018130811	0.656541238971	0.564858684549	0.58346321789	0.58056782995	0.65140750255	0.689749233768	0.664723493312	0.591458316626	0.512135095227	0.602155135224	0.558420511003	0.683665876504	0.687401312348	0.522285794519	0.574600464528	0.531972764494	0.638365506521	0.524837561009	0.620919356911	0.739264464807	0.602071558459	0.68780734088	0.656993776544	0.545281206232	0.619218365474	0.648819477104	0.642188461049	0.65655871785	0.586765633552	0.523026884411	0.603159342984	0.541575620912	0.76276167436	0.610889084433	0.627341296056	0.726303939213	0.596395517932	0.649779695906	0.658308705623	0.573639616994	0.604927633085	0.585795870227	0.653692030119	0.508882390126	0.553093760689	0.619631955826	0.734456038434	0.589187695188	0.665888448033	0.586104465599	0.474730195394	0.470749128977	0.608321463851	0.555505904587	0.499738741928	0.520021987083	0.5034390939	0.540242043721	0.528769181033	0.525814281081	0.527805159494	0.51358514462	0.522956576619	0.478601043642	0.514654577232	0.495496488331	0.556264430069	0.551208341397	0.521427369934	0.557847896683	0.51793518909	0.571381979737
CS.041	0.619985975007	0.677281846309	0.577495815264	0.669028435861	0.666792671398	0.635337991789	0.568762011586	0.643421220126	0.645668080201	0.630658886471	0.643512469659	0.606276820194	0.589116664715	0.597177208217	0.669822349915	0.548406630579	0.65929865178	0.577229493872	0.59361934676	0.61808175745	0.626732632927	0.59588877994	0.624143923554	0.61565896097	0.609045754332	0.671140702275	0.579824048455	0.660981883291	0.657671159802	0.584725746107	0.665747177533	0.638220654991	0.608768780582	0.58001110795	0.620893417434	0.619172616312	0.599226164422	0.648992369575	0.645338186319	0	0.706364224622	0.603553875829	0.581881457388	0.521955719768	0.640044360063	0.605841429958	0.589116644994	0.603990596792	0.591023174039	0.593718602722	0.611348030752	0.603293235785	0.615849662194	0.60900501775	0.598004296234	0.678355143092	0.613745431038	0.66179328362	0.601133643426	0.628044505139	0.640563143423	0.617378098144	0.687217213047	0.627163930806	0.619161245563	0.676986223337	0.646494131133	0.595933287705	0.582808150832	0.652076292463	0.631246416293	0.62966440009	0.641851008643	0.627560843759	0.602246155445	0.690710556541	0.713914969802	0.624915150916	0.690187024388	0.654812636709	0.655409231843	0.674585028941	0.685156247412	0.686983959113	0.722289687309	0.674140689781	0.67041072724	0.672460779023	0.665618161108	0.654248021998	0.649599859789	0.637106535563	0.616999088479	0.67480094951	0.66266264534	0.618838871234	0.57455849971	0.593123932038	0.702713766563	0.642824442452	0.562754570555	0.672741354252	0.663473409257	0.598428396377	0.63741111212	0.600840488243	0.623056024561	0.634834554436	0.581114289451	0.605888936804	0.657194061466	0.58101743804	0.635465195265	0.597124220458	0.637060127556	0.670431324698	0.593124453381	0.623766645324	0.642693877027	0.593858302031	0.633129679963	0.616793695597	0.522271536782	0.546385288337	0.519354458071	0.649466346531	0.607394388372	0.570595446922	0.698180342819	0.585399340128	0.651187026157	0.662191380162	0.645553880494	0.604448835678	0.570525047478	0.583966888651	0.613356499374	0.617618533822	0.584933261826	0.616708215117	0.621288844374	0.578749034065	0.672798571039	0.6077738079	0.632310207852	0.639991681544	0.646518130396	0.67321024191	0.627620636318	0.631431634839	0.650405818827	0.621965249892	0.637743221315	0.630461820086	0.692707680854	0.657365024192	0.627237881936	0.645576235397	0.650166468377	0.659847567304	0.654480825287	0.637714140452	0.687582988523	0.700621919729	0.706540521465	0.685407479275	0.692639838279	0.661510652036
CS.224	0.71284078844	0.681312303302	0.672671517811	0.785651514839	0.77702877056	0.724118154691	0.660942984601	0.748484020419	0.7340797471	0.70661730477	0.662773056602	0.73758629409	0.763697357741	0.706760278706	0.73526244565	0.696473276015	0.75329949838	0.676784442916	0.724917524687	0.707219219386	0.701379273178	0.628062608858	0.756508863586	0.71791296223	0.724121855022	0.646472318136	0.690109891534	0.627088434404	0.58747558569	0.6948106171	0.579395264151	0.643010901638	0.720606416614	0.625553837121	0.624012694137	0.621174658827	0.623918310103	0.60736028735	0.735368172264	0.706364224622	0	0.685451178809	0.72352069749	0.689980687344	0.737466442463	0.661026182424	0.661462696934	0.646441016666	0.664688608091	0.606820246476	0.659127316305	0.684892934282	0.722257285337	0.690920371217	0.637367086596	0.595986127376	0.682117592216	0.595639021725	0.691279776903	0.618758549649	0.731200604393	0.725648676328	0.723699998671	0.629125635432	0.713603567275	0.662933359291	0.744695713465	0.712656963576	0.714937433976	0.744031591153	0.745751260841	0.667335521972	0.684212492526	0.733753857512	0.725460840992	0.791130521547	0.785425509936	0.713703835548	0.765479048186	0.747149306159	0.751745691602	0.758517601	0.754713907108	0.786220316174	0.780729407788	0.740567080829	0.747578544288	0.7739015687	0.758253036279	0.760499964055	0.726567744248	0.732083897088	0.710426757832	0.758455643178	0.756621347958	0.758992614812	0.650691098176	0.749412057838	0.747854424525	0.707397314565	0.621272735249	0.671113819034	0.735115573726	0.729104958783	0.755119080333	0.694331902842	0.739457204627	0.623672167093	0.681250283053	0.728919779906	0.685638315425	0.693429485432	0.671131294282	0.66334847547	0.605109875032	0.608022588225	0.722548463518	0.6663969428	0.639263816486	0.70900926691	0.555298489428	0.606035645886	0.682527847485	0.670966060946	0.666415230256	0.733533236736	0.620767676361	0.649397738489	0.576155658621	0.609967713298	0.692734048434	0.576944841641	0.68136143269	0.659432988997	0.666124364968	0.683566171127	0.653320271412	0.623313359694	0.693440955654	0.701975262436	0.66270322833	0.649328334164	0.648255909349	0.648461528025	0.66233268889	0.745385720093	0.757265160945	0.782569612627	0.640452258841	0.735955329739	0.755787045486	0.706861373072	0.693021069317	0.73296485776	0.765511926228	0.710830730395	0.723628770729	0.740495440691	0.709014639772	0.74068392715	0.722184186904	0.733945917797	0.735598810251	0.776785138885	0.780047215074	0.730353722531	0.742949155101	0.736422090129
CS.128	0.638965258772	0.627460468284	0.586573116714	0.626433665755	0.640879887104	0.618077797979	0.580398814682	0.556055804079	0.58799290494	0.532268509225	0.587932013467	0.558340495228	0.637486230106	0.612157095118	0.586720838443	0.564587215239	0.5452060418	0.528341232936	0.560011043077	0.546461505228	0.498392917003	0.601733824745	0.622440139881	0.504406167461	0.517334889036	0.686724053646	0.637956741842	0.71177995807	0.682026412576	0.653230657871	0.600983627204	0.645114199821	0.631278775808	0.514613082084	0.594397084023	0.557665046343	0.546117187558	0.665886393882	0.528954784129	0.603553875829	0.685451178809	0	0.55665271544	0.557311963128	0.531090890876	0.638097019305	0.484023929146	0.520335181702	0.511052630505	0.589749610294	0.566239238749	0.521904131311	0.537694807986	0.504704617311	0.543038749535	0.66078764075	0.562248678543	0.572454696387	0.538458231544	0.61709477676	0.527896185949	0.561629178666	0.744288332733	0.640234953944	0.547752181719	0.634178776143	0.565386242714	0.595652931001	0.58114025649	0.576027142725	0.550752948256	0.644232518014	0.570846864553	0.586877974081	0.553902892796	0.625134542617	0.613654295151	0.532334344178	0.577287623742	0.606101144591	0.547515417246	0.621668079992	0.593836742905	0.666983854368	0.606187739096	0.534694489075	0.535103823867	0.618743599985	0.606819214999	0.602205284066	0.564360710327	0.530306888816	0.623386345117	0.586886350464	0.631235962446	0.603329774379	0.601465402133	0.608528214246	0.634243966115	0.576879932509	0.595004371882	0.681761128946	0.645946203088	0.59615355505	0.554542104043	0.541817103028	0.59828594637	0.643803775568	0.634627214107	0.583900029359	0.599421625419	0.518288651691	0.612514964376	0.515337241969	0.594412261476	0.707956473318	0.576452102649	0.646181633275	0.635500760833	0.529475095879	0.562995487235	0.550594415454	0.5966408501	0.600594569429	0.582581636193	0.542467190135	0.531414230607	0.483041203	0.715143575141	0.510716140163	0.62108448035	0.67424967731	0.595484269387	0.573334762342	0.621515016322	0.511870138529	0.577270264598	0.543501973896	0.576362961832	0.4956959608	0.534977764558	0.547295261466	0.690567547829	0.556120031797	0.693964761265	0.596122397035	0.54740850556	0.594296082461	0.616036890474	0.575300975819	0.573561161107	0.581576016325	0.564270509341	0.583621726925	0.606301091884	0.597493942136	0.611165067621	0.590296169524	0.548994696545	0.548142935025	0.544143731217	0.584677902759	0.62151397826	0.61895866944	0.582361556301	0.626119622196	0.578532102686	0.632741223678
CS.232	0.648191639415	0.660060469605	0.610797576035	0.543968919264	0.551244960605	0.597625536921	0.590410870465	0.562559175912	0.541004993304	0.559586474176	0.600063632215	0.560698537932	0.506160480301	0.584580695728	0.562411440525	0.509656489087	0.537071418819	0.540541220962	0.523233930186	0.557998905664	0.599283971809	0.626918950583	0.564367049302	0.507094972997	0.521235241195	0.695398894961	0.613038420048	0.732551056197	0.702721737015	0.602832058494	0.674268245314	0.649901265159	0.643015914916	0.619193726865	0.618801210315	0.632317360419	0.613648675992	0.691525692572	0.574680653591	0.581881457388	0.72352069749	0.55665271544	0	0.507194667933	0.590248898557	0.656383692532	0.583664019298	0.571305940509	0.590784754742	0.619892525385	0.608472178976	0.561085319011	0.550788693783	0.56973227786	0.617103788518	0.684949538619	0.559150737885	0.644376584511	0.570923874149	0.67868692002	0.571916895754	0.602447140568	0.723931692034	0.685043985987	0.568311622519	0.668270730323	0.541261134074	0.583157051508	0.525112656077	0.571186104028	0.565927524706	0.685438753592	0.626741984901	0.576280162113	0.554201121021	0.552037430904	0.562864070531	0.597878366142	0.589354741657	0.529242365919	0.544433734414	0.49947391973	0.57088125064	0.567785608951	0.56564582261	0.55688427336	0.550922138754	0.542536823112	0.538985074013	0.564736163702	0.603212624168	0.521258210533	0.597868191615	0.517100637959	0.605971642246	0.470414494279	0.576547549132	0.492216875338	0.629063951179	0.543392973099	0.533609731545	0.668336268861	0.678548504512	0.497321363545	0.532360095045	0.562433871778	0.591435111875	0.684199706537	0.625013327415	0.555420445352	0.652680295099	0.562973560402	0.595758764234	0.578091345306	0.653994169653	0.702281737647	0.590214235864	0.627387624472	0.611421230764	0.54860980843	0.626202825007	0.632526443548	0.562722125921	0.570960990965	0.549015359309	0.569558084957	0.601669380598	0.555067241711	0.746091958688	0.584802239543	0.634657668838	0.724333449168	0.641959304141	0.643003821219	0.547164237833	0.588393752175	0.659888418954	0.574624149433	0.605993989678	0.56438302526	0.574606756187	0.584449945761	0.675007964409	0.58463791583	0.703623644252	0.540741363303	0.560206804114	0.545784097942	0.63129272381	0.588586762687	0.590185869993	0.644261935255	0.604484658005	0.581461040516	0.57055657336	0.618854371098	0.597746946741	0.575432190469	0.601147101527	0.53907845103	0.538875653697	0.541267428649	0.631713222011	0.570492314016	0.552961186384	0.639953201613	0.582992606466	0.587082113513
CS.136	0.616369035924	0.656829641241	0.556096056637	0.638520945649	0.629563827483	0.609989367879	0.548223909469	0.619520296508	0.598119056498	0.584919355006	0.600963934988	0.593889143253	0.567376407168	0.548026383757	0.63181466994	0.501320882001	0.621967572881	0.52914599501	0.566726926467	0.58290018057	0.605195616082	0.598856179973	0.61266252069	0.567508348479	0.559042890291	0.659186477961	0.577355833479	0.656996091765	0.636082409248	0.572866126734	0.610503083907	0.626516132753	0.58708327939	0.560640953503	0.573437206374	0.571965792018	0.555571850293	0.630298473582	0.628661421361	0.521955719768	0.689980687344	0.557311963128	0.507194667933	0	0.625762623595	0.59681921216	0.570089403649	0.552410901412	0.569933587274	0.592085585589	0.584969019676	0.564050367011	0.597028158913	0.535536646105	0.563600094838	0.655794664639	0.585640880141	0.623138958101	0.558185043407	0.612961871298	0.614022180408	0.597964566027	0.705730590691	0.648638359816	0.587627837368	0.662331195151	0.614236621254	0.609920987311	0.542855702577	0.628273254209	0.60618798591	0.616222957785	0.61848533194	0.603091400354	0.570813734377	0.673077267065	0.676623600406	0.611821899203	0.653691197402	0.615643371349	0.613927526377	0.634429758118	0.644823935396	0.653920477836	0.675717055054	0.648805566366	0.63491478068	0.645797004465	0.634098133773	0.626932988553	0.617508006549	0.600626040197	0.59537892913	0.657476488346	0.662766056719	0.554307492627	0.552692623271	0.548744127779	0.666964326214	0.596155055685	0.521341002975	0.663624897769	0.653466017512	0.567237858169	0.607632868862	0.559865504183	0.587031032209	0.607327660512	0.551270382295	0.573767880192	0.621044723425	0.55329261667	0.588441415862	0.539183918998	0.601757588437	0.624964287366	0.5679940898	0.607258823807	0.617634010591	0.5724083603	0.590549458364	0.579163358197	0.479463896812	0.533538777731	0.5245003337	0.622672532184	0.538739572018	0.531461808393	0.685345321599	0.537717782775	0.63522076944	0.651941644713	0.606997584566	0.576694640801	0.491538272483	0.575824701674	0.620695945012	0.567639609512	0.589209244262	0.569221803178	0.566880008733	0.543567752205	0.636080106271	0.566630269217	0.662219063443	0.607232738005	0.621150988828	0.630634935643	0.608459710618	0.60961338009	0.628867813785	0.638813943981	0.597726893226	0.615591315968	0.652144960285	0.628779967913	0.617517460764	0.617721549504	0.606699391963	0.634689913165	0.606519449858	0.609474144617	0.679238434093	0.665175484608	0.658514815083	0.668564657823	0.657972974293	0.642505302596
CS.203	0.65303853785	0.649426479408	0.618335848782	0.554241327428	0.587319217154	0.603010392888	0.611274157219	0.465647337836	0.598919146166	0.558074300614	0.572457475105	0.508095834608	0.622969362187	0.604442640917	0.478438606729	0.611615735109	0.493958964763	0.613634439393	0.524055704088	0.564201807327	0.46676813679	0.639255276458	0.585543445748	0.499834060479	0.4937169537	0.66723237938	0.677375977182	0.751121597918	0.72076244357	0.70014836168	0.653127333818	0.6858486823	0.68576473775	0.619286834698	0.622615939	0.628589054668	0.621151562607	0.717841518434	0.490043743676	0.640044360063	0.737466442463	0.531090890876	0.590248898557	0.625762623595	0	0.721063318991	0.629636514073	0.627329057247	0.626569420211	0.668713160201	0.658533872987	0.594951815008	0.597700976364	0.623487815807	0.647323029438	0.719171455256	0.615187925265	0.669125188853	0.642977017328	0.705048992714	0.504127303727	0.515971375957	0.753497414551	0.681500173191	0.546841037473	0.657611946585	0.540051950663	0.594753286604	0.624568442473	0.511311431406	0.489226054937	0.686949183515	0.577875970322	0.498746334412	0.548260568811	0.610836411054	0.543303706087	0.536982594677	0.538652715767	0.610775686839	0.501208586677	0.58735913795	0.537752101419	0.661316217193	0.582152540593	0.521514993531	0.498023343055	0.553478267825	0.56467131243	0.582122606622	0.537681779282	0.498285767323	0.580036418081	0.545474378067	0.586246069381	0.586067600197	0.639605463634	0.604266209817	0.590622800259	0.560712535835	0.656107750406	0.690243237698	0.620113953478	0.60045573192	0.525298235446	0.60344346777	0.549000654425	0.688893501097	0.6715194243	0.513005152396	0.586447007947	0.564516836599	0.674499070139	0.548163780185	0.641158072344	0.746512569146	0.568386017936	0.701489912285	0.673714865353	0.555391328641	0.61437403687	0.633008636918	0.639985081015	0.639222467363	0.597430355328	0.459157026584	0.597573750913	0.573008167699	0.751595793352	0.627361426905	0.622554810142	0.70976567526	0.590743343481	0.621010579325	0.626909659225	0.599433745443	0.642061675658	0.635673537529	0.632000531467	0.500501921695	0.594728005059	0.635867422229	0.731569968358	0.610862283881	0.723699474518	0.599380701557	0.510195632578	0.527809134163	0.636169609181	0.556806910013	0.47393048381	0.519069414935	0.516866928229	0.531883609299	0.544580747317	0.569814842061	0.552975149766	0.509069493887	0.539975573735	0.478214952559	0.532230780462	0.543890762208	0.573711263319	0.567180644096	0.531006166175	0.545879098609	0.526399430299	0.579413913645
CS.369	0.674115135316	0.689448663976	0.65460099371	0.765897504552	0.744142086301	0.705579161521	0.60856775813	0.756136329912	0.700718599015	0.677792776556	0.681239483291	0.714343191545	0.701184253991	0.696026936732	0.76679167656	0.604036998423	0.736295197185	0.611988007192	0.692343642179	0.688268233761	0.691602137293	0.614139097962	0.708573156847	0.670767021802	0.654785305184	0.676290586207	0.599718589122	0.645403042077	0.605751535296	0.60594739735	0.626278784381	0.618795490006	0.643340187216	0.595887364137	0.609330291392	0.593833055882	0.583191203692	0.630097853748	0.732394708254	0.605841429958	0.661026182424	0.638097019305	0.656383692532	0.59681921216	0.721063318991	0	0.577762851903	0.566826862797	0.573898814778	0.560089743196	0.562648361493	0.575884106209	0.630238051502	0.5776813438	0.559447134903	0.590029600213	0.637505646212	0.607102827481	0.574021469073	0.520523466048	0.677708884512	0.727635346894	0.682597990721	0.638310692144	0.680823872937	0.657542607962	0.730993609337	0.675200527428	0.609028366337	0.744321355947	0.714757404457	0.611982577611	0.672903297547	0.717349799574	0.677924145092	0.757770538876	0.762548354466	0.708523870799	0.759232181763	0.710450708727	0.732242901425	0.73684924403	0.751634601571	0.753423727992	0.773588012022	0.726394365897	0.717876053846	0.77010731967	0.739119464356	0.720623160977	0.678289201289	0.699408674984	0.712255289447	0.753994072594	0.776221584017	0.700231972969	0.615978161296	0.687982550193	0.768793951057	0.704440940648	0.58792330511	0.666082546049	0.735277836749	0.66159540126	0.725814949462	0.617379315414	0.724590928515	0.566294150546	0.623864991516	0.717714675221	0.648901542801	0.622979049894	0.634420755565	0.619260166644	0.625165684816	0.643961900725	0.695262185899	0.621998389453	0.626036418248	0.635702102744	0.65229982255	0.552631301905	0.579149439339	0.626207418926	0.641869395079	0.741076804526	0.578907300966	0.612377859161	0.652897077732	0.555872123114	0.679843656613	0.619661288706	0.665536812033	0.609028116138	0.613779496597	0.584384029472	0.619425265067	0.589762532084	0.630352041252	0.656371528152	0.613282784398	0.516691492543	0.577576525754	0.612995178475	0.622428476551	0.703618046909	0.725222163461	0.755994059843	0.671075387242	0.726948126932	0.74601462812	0.724854738975	0.721889223262	0.717447352188	0.754681043319	0.739750877484	0.735312447895	0.749679567255	0.683566629565	0.74295016787	0.738414138849	0.727728318939	0.774530357296	0.764741489328	0.755841743175	0.767625315392	0.760384429037	0.73579254385
CS.372	0.62272724815	0.600187268633	0.577687597864	0.675221876152	0.691862272234	0.66732338331	0.554434292844	0.63589330088	0.606951183011	0.587438667243	0.56269209447	0.627664414334	0.652795367795	0.63952679003	0.656272202911	0.550050702447	0.604756629959	0.490804290052	0.618359969605	0.534936013122	0.548581193874	0.554382643139	0.66199544811	0.549134223171	0.534420667508	0.690769620632	0.645739799961	0.677663605529	0.636236384108	0.633746774064	0.583188711583	0.642111696549	0.629298614597	0.49709921419	0.556102924514	0.53338972458	0.499226032499	0.620900344835	0.567074447401	0.589116644994	0.661462696934	0.484023929146	0.583664019298	0.570089403649	0.629636514073	0.577762851903	0	0.470801383221	0.456566323725	0.538188988436	0.494379372383	0.457512272489	0.562449307443	0.440364194985	0.510892384458	0.621624384711	0.566031808121	0.547913353803	0.482664966445	0.570125610092	0.602464251204	0.610648042348	0.728421118161	0.631527428499	0.560265646183	0.662255424271	0.635134706477	0.632895614254	0.565026902763	0.650204176453	0.60859024171	0.608012776796	0.6014469856	0.628945290563	0.554392596992	0.665557711011	0.652465039303	0.583025801775	0.638783315323	0.624696409194	0.59502718115	0.661800893755	0.650456546209	0.678624867871	0.669262257301	0.610296779454	0.59771007045	0.679897341657	0.646720958798	0.648630174834	0.61921417593	0.605675837031	0.666297039455	0.656278051574	0.681248941876	0.63268770288	0.591910983334	0.633141961481	0.690323932197	0.626210056593	0.591950864904	0.696527735957	0.717093175144	0.618271557872	0.598267709104	0.539223608622	0.64037826615	0.59882666316	0.630341418441	0.621594110019	0.599985841374	0.562258809319	0.627586142458	0.522807864158	0.581775179959	0.66706308158	0.636921274103	0.626879639113	0.618044158908	0.543071008354	0.532358061111	0.524564921218	0.585340822557	0.603613104229	0.591937423024	0.634146343788	0.509211126583	0.487700566294	0.673440063072	0.476599524337	0.654861232569	0.638146594418	0.634737484518	0.60689669303	0.631208542831	0.444749209866	0.546074047157	0.484251901936	0.590869672415	0.516577611455	0.479032194551	0.46856897816	0.640802779645	0.530436678053	0.646246518832	0.651525730165	0.59789650604	0.639740761316	0.586827087519	0.611489048495	0.643355422572	0.62546251145	0.602902883296	0.620512378296	0.644419379215	0.656349673312	0.657464583074	0.628626687768	0.578141547982	0.622762669578	0.608283710876	0.629624874306	0.678499074336	0.679180638299	0.65479648907	0.6725491951	0.642597175341	0.670283806344
CS.181	0.645512648651	0.6411865235	0.585540510191	0.663431543493	0.674331396128	0.674182741062	0.542942465755	0.62522144178	0.599497505674	0.578035281378	0.558441285176	0.624051116915	0.633573691732	0.643746228279	0.650601217526	0.558371629073	0.606618357633	0.520713421301	0.618997956216	0.571344138455	0.576071240362	0.571415831963	0.673089168912	0.551739580761	0.529414255242	0.688173822439	0.631203036434	0.69740234103	0.628392200954	0.623545557211	0.559411996193	0.635134960915	0.654724620059	0.514223849193	0.565688938563	0.531011030339	0.534425271689	0.636218016544	0.58301376751	0.603990596792	0.646441016666	0.520335181702	0.571305940509	0.552410901412	0.627329057247	0.566826862797	0.470801383221	0	0.475511763276	0.549051174917	0.49912136736	0.465733216242	0.55023023754	0.49213280632	0.520863577653	0.616253231128	0.553016706158	0.538908166086	0.522393191527	0.58003460881	0.595574626427	0.615950109432	0.723529655271	0.64105736039	0.571338140136	0.656489568003	0.62399114664	0.613030717106	0.568900478458	0.630846065076	0.61234367421	0.626628086605	0.611771591916	0.60627973024	0.56678217865	0.659149807026	0.649528080747	0.594396567453	0.656819550844	0.619033329229	0.609265839902	0.648226110495	0.63649658619	0.664846545709	0.640504371514	0.61505449134	0.594166452481	0.666756398286	0.635263182562	0.654859637879	0.633952176208	0.603911072572	0.648229051703	0.653463463508	0.686828793857	0.599574231859	0.581047360745	0.608664266669	0.656128817872	0.614468039013	0.579683125058	0.675345161657	0.699227839152	0.600103359872	0.616935127028	0.545538827235	0.651760712086	0.61790894333	0.63332703532	0.643555000407	0.610494193058	0.547794584398	0.583614965776	0.533578039545	0.566962267811	0.672459202542	0.6082294965	0.629095351396	0.630387338725	0.56568972317	0.561413932053	0.52793599338	0.584056059237	0.606001291567	0.573823195481	0.624640110435	0.514205490984	0.500878028876	0.68003224931	0.494638339656	0.681169318872	0.617682854665	0.639570929532	0.592274580056	0.593108891978	0.511390288569	0.574790836638	0.483986518414	0.593418712635	0.521634321104	0.521636610817	0.505277095534	0.644884281628	0.5396925943	0.64024133935	0.611901418657	0.604091374301	0.629592903697	0.603497465653	0.597371305818	0.639717717028	0.624634697919	0.617287708626	0.614663123843	0.648757012336	0.646677755827	0.62920382979	0.638062460292	0.594989559273	0.609830054332	0.602047301129	0.620884958704	0.678210182492	0.670233869924	0.627086390727	0.663422824912	0.63895637594	0.648503601553
