CS.022	CS.036	CS.005	CS.017	L.036.M1	CS.174	CS.265	CS.098	L.002.M1	CS.016	CS.093	L.031.M1	CS.176	CS.172	CS.264	CS.373	CS.076	CS.064	CS.118	CS.127	CS.149	CS.137	CS.062	CS.154	CS.153	CS.065	CS.366	CS.230	CS.073	CS.269	CS.380	CS.213	CS.282	CS.374	CS.375	CS.232	CS.205	CS.125	CS.376	CS.203	CS.302	CS.224	CS.236	CS.136	CS.041	CS.256	CS.254	CS.181	CS.166	CS.178	CS.182	CS.183	CS.395	CS.268	CS.214	CS.147	CS.323	CS.177	CS.372	CS.386	T.CS.050	T.CS.024	T.CS.012	TFS.024	T.CS.029	T.CS.035	T.CS.034	T.CS.056	T.CS.020	T.CS.057	T.CS.048	T.CS.046	T.CS.019	T.CS.003	T.CS.038	T.CS.131	T.CS.156	T.CS.126	T.CS.128	T.CS.129	T.CS.159	T.CS.107	T.CS.180	T.CS.111	T.CS.139	T.CS.118	T.CS.108	T.CS.121	T.CS.161	T.CS.116	CS.085	L.024.M1	L.034.M1	CS.006	CS.242	CS.015	CS.246	CS.082	CS.087	CS.241	CS.238	CS.088	CS.103	CS.237	CS.356	CS.207	CS.164	CS.311	CS.188	CS.347.0	CS.233	CS.304	CS.363	CS.234	CS.308.0	CS.151	CS.044	CS.191	CS.364	CS.113	CS.343	CS.202	CS.339	CS.322	CS.319	CS.227	CS.331	CS.163	CS.223	CS.318	CS.285	CS.152	CS.320	CS.321	CS.194	CS.393	CS.145	CS.326	CS.262	CS.390	CS.370	CS.253	CS.270	CS.255	T.CS.043	T.CS.055	T.CS.036	T.CS.064	TFS.022	T.CS.049	T.CS.031	TFS.020	T.CS.008	T.CS.045	T.CS.026	TFS.027	T.CS.066	TFS.025	TFS.021	T.CS.152	T.CS.142	T.CS.109	T.CS.141	T.CS.157	T.CS.166	T.CS.158	T.CS.095	T.CS.151
CS.153	0.590191558529	0.558709450687	0.525276893936	0.589610218181	0.594801441423	0.61593989038	0.604731373851	0.589737485845	0.676412372978	0.578446320929	0.542204567082	0.570518788531	0.576036252278	0.548857057135	0.561099485744	0.581607478034	0.532111677798	0.527961371628	0.524307370385	0.558296463846	0.572277522248	0.57198729013	0.530182313921	0.682564324164	0	0.569890902103	0.695297835086	0.63530954147	0.5989418225	0.693399134062	0.580466087704	0.637032536322	0.629414497645	0.632108143393	0.594680816587	0.487598359882	0.699745420289	0.634809642003	0.619198298256	0.580612144208	0.663142669351	0.723944323117	0.630305082697	0.476951211098	0.578270164491	0.633432180886	0.616626630719	0.595590283139	0.630459653262	0.57786181773	0.56533790786	0.669641213659	0.583690912531	0.608178673557	0.603711021221	0.637262519608	0.610085586799	0.660514205525	0.607284705011	0.681271988418	0.596173335165	0.56293570684	0.675439440519	0.590549746672	0.535364318783	0.593618463922	0.591401779661	0.60707400491	0.600906493538	0.683807340481	0.602896085517	0.606252857606	0.598215519051	0.605774774755	0.576667547726	0.603449360998	0.609745621184	0.554746893447	0.574682772694	0.596238562935	0.602768796748	0.61905130841	0.561785154418	0.607796949609	0.60067602578	0.593360071765	0.626922180017	0.577638517811	0.564871212157	0.564953341642	0.48028459293	0.646016621086	0.616614292545	0.54508308513	0.565463832061	0.636262895029	0.558297686216	0.490581583021	0.567558599974	0.600860224187	0.571681596208	0.662204009746	0.524319860575	0.53747985	0.671203280486	0.63216376687	0.616509789245	0.56682852869	0.639748424331	0.650035658094	0.520225817158	0.634992074787	0.609292948594	0.606825319164	0.589623579974	0.564575604168	0.538632771389	0.555337791422	0.668075542344	0.582014448941	0.646902097527	0.629724994364	0.633945673597	0.654498297489	0.624267522119	0.730534340096	0.555670170267	0.52943858281	0.596531729929	0.627740586268	0.664948434251	0.550874233503	0.582782524403	0.570303540651	0.726367466449	0.601563918848	0.593153463408	0.587078413243	0.642247376096	0.607697773186	0.608836008619	0.674086543167	0.628666406712	0.609541917194	0.590465023516	0.607347092146	0.562687321644	0.573034802831	0.587711433661	0.665502840133	0.598042812159	0.591271062078	0.634113817102	0.601972865968	0.699896020295	0.602599015551	0.591280964321	0.609334016221	0.637677286434	0.570997243783	0.645982607753	0.601953999797	0.647631528973	0.614489614489	0.586415017046	0.593433583244	0.623764900546	0.622881631778
CS.065	0.592347175794	0.561238669265	0.61743386101	0.613376845257	0.59671186463	0.61440696761	0.667980953441	0.627050591142	0.649553647074	0.573580558938	0.646951928973	0.606774850359	0.501907146541	0.614794464174	0.609104175043	0.572640179818	0.601182089845	0.588715591858	0.608676713065	0.492132295622	0.528385473363	0.52228681936	0.573707535608	0.670179359693	0.569890902103	0	0.610467972874	0.596353708456	0.633619708408	0.657491990448	0.563860873604	0.595723650913	0.578397422176	0.586626488268	0.546825701825	0.580109283975	0.607317299707	0.541926152755	0.566670877446	0.583565035244	0.614312779087	0.669811318435	0.643624826534	0.571288610454	0.580110841162	0.592664679966	0.55523842636	0.569820529615	0.587847423022	0.550378700287	0.53187504161	0.618016498138	0.573796615667	0.582289937114	0.512429195134	0.590162518877	0.527725331823	0.599817313977	0.541839002188	0.635050527033	0.591726938865	0.560289459906	0.612776337869	0.579320245061	0.588675873361	0.542989486807	0.575207209527	0.64799143217	0.669870859318	0.622728460691	0.556100064357	0.55309285087	0.58761698452	0.612611577278	0.631433488547	0.578274861746	0.593405171216	0.55023472228	0.616218343373	0.60631882325	0.672199887447	0.599335464936	0.618320541776	0.580501548425	0.64926816138	0.546217712939	0.643492307298	0.576129277356	0.644157315418	0.623384167351	0.621398789077	0.671679745699	0.606788572397	0.574501453609	0.573942769904	0.643167033504	0.583968193604	0.603610133835	0.615722832826	0.615070952041	0.608380301857	0.643689607363	0.608219588452	0.582536933373	0.641078244848	0.597473861257	0.689861169382	0.563520804984	0.541965664046	0.654596213623	0.658084954525	0.609999483438	0.554531276723	0.631793120437	0.59460950625	0.573716200784	0.549580515344	0.604306043413	0.584375480322	0.56867993058	0.580969245186	0.618522550475	0.603103481362	0.58671061911	0.545382489834	0.682170014212	0.571023593981	0.582553115494	0.533614430504	0.559994816745	0.586991012135	0.54125923322	0.531702807303	0.569760516351	0.685296361199	0.586949034115	0.524030241375	0.587662188282	0.603274351184	0.558874118992	0.536352734557	0.678729276626	0.578017052367	0.564824226695	0.608602604401	0.596887085855	0.628210217889	0.576022129679	0.601220430983	0.618452013743	0.593641802404	0.602311785319	0.579415704696	0.575117690225	0.668940895112	0.590731100287	0.632724818993	0.552616411688	0.61620219024	0.56363830222	0.630796952035	0.627660716065	0.646369296187	0.639192107367	0.58269678063	0.601211914818	0.664067675713	0.623068805321
CS.366	0.623764551062	0.672965016446	0.748001844578	0.720480257764	0.695678125122	0.735507858261	0.745203573034	0.739038899252	0.647893241864	0.677731921163	0.744881521192	0.695076648183	0.644696489084	0.691183795491	0.69675731919	0.588059318136	0.641434285949	0.683535301724	0.695077119649	0.597096843545	0.578330686805	0.652744567231	0.706444965413	0.611738102981	0.695297835086	0.610467972874	0	0.583645825973	0.685594291256	0.582902185892	0.685126436225	0.544601868254	0.535215222518	0.590263649865	0.591367449858	0.703353923425	0.527027755876	0.529476739541	0.539726686215	0.68370273463	0.587387981798	0.578012187692	0.686459047938	0.627701272867	0.638196498928	0.572199915936	0.592710769105	0.594358455278	0.623206743142	0.670690775417	0.62440782181	0.566498042756	0.64375057385	0.638752068275	0.610788071247	0.563328352866	0.592888940365	0.57761007242	0.587104855443	0.620436376607	0.669036162383	0.68053206516	0.64948387703	0.677798600367	0.678069934801	0.667379884316	0.713837270071	0.695337267548	0.747493946318	0.632262008743	0.631411487473	0.594449839451	0.665090406093	0.714381077523	0.728951451032	0.716218287071	0.702788894069	0.70292924305	0.691276300071	0.734054463043	0.757625695675	0.733934176224	0.723370585085	0.704486664915	0.751711976636	0.628185742737	0.753297405439	0.691756160515	0.704613896234	0.69478963225	0.717870626539	0.735879131134	0.67939188185	0.684558631395	0.697646239463	0.721946075451	0.693049289592	0.727342754171	0.674782343917	0.735569548764	0.695467535479	0.696944575421	0.699069416018	0.616153525627	0.622726526967	0.57234847523	0.693110052833	0.687786064008	0.595803621608	0.58481581528	0.731802582202	0.651480856633	0.539270448588	0.617950241322	0.622558828498	0.606203939056	0.691609994753	0.717074761464	0.530900169815	0.712997152158	0.534309256999	0.656980077942	0.617558882482	0.54975828655	0.537755834715	0.585476074205	0.627973153323	0.632082647337	0.554854046177	0.519400906495	0.534527740216	0.666422579678	0.5688458142	0.688456945632	0.540398964661	0.667502071262	0.653121370594	0.589361733191	0.60775626765	0.582131282863	0.599275881537	0.624021659986	0.588593667944	0.588781572618	0.677483489042	0.67464664771	0.708353779326	0.686991843715	0.737006615054	0.585630500392	0.696527478817	0.73189295614	0.639374811553	0.689528573889	0.616427612199	0.70173966607	0.729020465663	0.655408872395	0.683054352525	0.695776781032	0.70472087812	0.741854562021	0.717456189395	0.701720076539	0.698732053577	0.721171768863	0.754156676911	0.707203086392
CS.230	0.608726742535	0.603136682757	0.708958746836	0.716384534523	0.691546601421	0.734548796092	0.736645026625	0.739196336806	0.667982325606	0.662497520148	0.70684106151	0.671640420015	0.628965016411	0.652211109774	0.643274878374	0.585328469133	0.5970172399	0.646061842954	0.655705952567	0.622347163699	0.561787265217	0.665541418748	0.66310542783	0.627420886806	0.63530954147	0.596353708456	0.583645825973	0	0.643050502994	0.570114593088	0.682814778134	0.550593699252	0.554951443533	0.619391226179	0.60145248238	0.663847138238	0.615503325472	0.540868859867	0.55366374254	0.659998958041	0.565426555817	0.638647187781	0.660855585718	0.582523764153	0.594715793137	0.624412876971	0.625758494543	0.628135011991	0.641473842593	0.664360220572	0.609220930065	0.605241562847	0.633868242198	0.64100259433	0.582586413629	0.578013922475	0.611344473701	0.65467201628	0.634934373846	0.652869364565	0.637346467219	0.638807367078	0.664253095358	0.668586660101	0.625718383535	0.663510486698	0.67605686481	0.660454499541	0.741007472	0.646566292886	0.638246403405	0.575540891179	0.644183691401	0.697696967557	0.716262674591	0.704289107804	0.684296856065	0.681283986318	0.673695552887	0.711288266237	0.757667581813	0.714952356061	0.681546241293	0.697352385091	0.758454282365	0.640148182068	0.759759701375	0.696258465866	0.692230368548	0.64003469861	0.672668635758	0.727000881372	0.677652517098	0.64176466652	0.687985554954	0.723139440324	0.674112688612	0.672257967161	0.634445802816	0.724058430931	0.667434283283	0.661147523324	0.682258598466	0.580002720853	0.624753771173	0.58840029874	0.643765572462	0.644179294467	0.602666116374	0.598099933449	0.683722738691	0.631598244914	0.563850738548	0.584412413233	0.55261208458	0.613985687296	0.657512558563	0.703597463156	0.519048997952	0.682159876052	0.590617950666	0.610988343497	0.583122993294	0.587025219906	0.546061367253	0.625711324143	0.647677371134	0.558735428622	0.563420739818	0.534205259098	0.531052488121	0.663170647696	0.604469100525	0.642231195951	0.651970641515	0.637485394754	0.631761150092	0.583472589237	0.627942181228	0.626634724326	0.619456115674	0.630869334569	0.620380168804	0.633632103871	0.676321954602	0.685125082235	0.685363173126	0.692421862327	0.718620384037	0.594135683291	0.69311852185	0.713326095121	0.613903865157	0.65021955803	0.67383647171	0.689047935175	0.717464726462	0.630256385062	0.680697419132	0.647767433812	0.698793613538	0.727502015919	0.716667849328	0.689110471356	0.671488228587	0.683889386817	0.747155265885	0.716838370524
CS.073	0.591873413231	0.618821072932	0.637117826733	0.603530915493	0.640339965539	0.676023235409	0.682082907472	0.651338893221	0.624199703776	0.576462350503	0.620029454092	0.653863078946	0.652152120976	0.557431790863	0.619381390109	0.645651685785	0.59491846854	0.581088846774	0.552513176492	0.650402274953	0.637049008715	0.685342064386	0.580300773286	0.678489363286	0.5989418225	0.633619708408	0.685594291256	0.643050502994	0	0.690432643113	0.664308621651	0.64005038426	0.689223181195	0.658316040173	0.631245949463	0.622305722387	0.71018982329	0.683977809211	0.654826474834	0.662764203073	0.685431495501	0.713147578538	0.609576186191	0.606402625761	0.603085430092	0.692756921282	0.671760059553	0.671115268523	0.689100891522	0.664995531023	0.664262720673	0.692599488219	0.658423543131	0.662628678406	0.650440763118	0.651009729519	0.681779618529	0.67560888146	0.667915553574	0.676793582821	0.586674276193	0.643415342136	0.682902569114	0.636319583845	0.604633994561	0.638502728017	0.641857736958	0.578910634301	0.681902460954	0.689239750319	0.63883167694	0.64846943019	0.609984791512	0.659643321716	0.661611989587	0.672180655532	0.63439911835	0.663470895227	0.649477320048	0.669847670657	0.674448390191	0.673142264517	0.597915581366	0.632993442787	0.692499216227	0.664939134285	0.689125184898	0.680085292477	0.649996692439	0.562691022531	0.591948581229	0.646695303507	0.622599029133	0.57502478332	0.623449637651	0.620262672158	0.635513675193	0.623086122957	0.581984522896	0.61384812436	0.597568230072	0.56948900753	0.601159562952	0.599799051716	0.667711647267	0.652494353801	0.608301911056	0.591517375953	0.706131540375	0.656900397371	0.590128863866	0.6494472891	0.644378513252	0.648415025703	0.599306947071	0.639718870056	0.591987645752	0.648753009537	0.654735770939	0.592530026055	0.665846728388	0.658065667841	0.624209022992	0.69837806357	0.66823436773	0.72130037166	0.637670169068	0.595648209941	0.679018865269	0.664122231271	0.673023952329	0.646546300609	0.667241671555	0.598488399245	0.745212646708	0.658864516585	0.665383074195	0.667607019905	0.647603388493	0.667483486141	0.679326725133	0.677475414215	0.680530120726	0.667941487387	0.65002171051	0.644311530747	0.602414744194	0.624503284702	0.681308195322	0.669829100093	0.626683918233	0.671859296158	0.654186800772	0.637730659829	0.705546082176	0.669453494999	0.661049457264	0.668574754662	0.629046300688	0.631218222577	0.675435309798	0.67548315697	0.649078316748	0.607790284703	0.663082847709	0.654892774094	0.677235365541	0.669267121411
CS.269	0.642368742862	0.665183896578	0.764140511848	0.750826783137	0.75511860322	0.771122665972	0.794144063097	0.78838680003	0.717288294514	0.733067990421	0.76519539718	0.719743583383	0.700349315485	0.697279256246	0.70551780386	0.642107449342	0.66258467388	0.715851028043	0.701967824238	0.687853636875	0.593555067054	0.725041756781	0.734366558882	0.601567087355	0.693399134062	0.657491990448	0.582902185892	0.570114593088	0.690432643113	0	0.751048268741	0.608786531359	0.611363529619	0.655188426592	0.65451757326	0.729749342173	0.629018819967	0.60410482251	0.603778080035	0.736454261191	0.587816531173	0.618909490567	0.693219329883	0.658735904936	0.689238234938	0.697999159199	0.671569565075	0.657840424348	0.682987391665	0.71891049932	0.680298411073	0.663501575152	0.68748050733	0.700356821669	0.648101133099	0.616177287768	0.676566932887	0.64797776865	0.67892989635	0.649215568507	0.688844363323	0.7139555916	0.686364419049	0.7262348648	0.697108795992	0.72154909229	0.735178881406	0.712922057348	0.763091484424	0.626499002977	0.710535767112	0.665931366932	0.685991771827	0.74593349196	0.772190554381	0.75978616659	0.738886638656	0.732169044057	0.726200247094	0.774474005408	0.791555254303	0.771664954854	0.715630491189	0.745309961515	0.781613343191	0.699559769434	0.796473207349	0.739934495299	0.738161825283	0.691961506393	0.729666873827	0.737243729586	0.717922997865	0.70039498185	0.745673651724	0.751805226104	0.73815557695	0.745623266582	0.676667226172	0.779135819225	0.729487534763	0.678470785643	0.731171151773	0.667533213688	0.622867002446	0.602589052632	0.672790982319	0.701661794479	0.630763073157	0.668148684694	0.725954333738	0.668772654757	0.649835791008	0.606925123811	0.605490259066	0.689234258579	0.710444966691	0.756393192619	0.582906503252	0.717637668339	0.603287334209	0.673101476176	0.624515500655	0.643095732971	0.615584864229	0.654834791889	0.723130375955	0.630293654275	0.616919572978	0.630299401115	0.589846226222	0.741267722784	0.68540062006	0.721202830282	0.678041686071	0.703220469701	0.716187644822	0.639264440974	0.649965237334	0.670843128835	0.678472549439	0.624587140151	0.686076737792	0.681025899207	0.721187549506	0.719827516184	0.73668130944	0.748864926617	0.772282711925	0.644534754849	0.734882778615	0.765312052564	0.701784407692	0.712739363184	0.682624272824	0.752137079068	0.75556906395	0.689920933261	0.723364760494	0.715986500544	0.730659372375	0.781213361145	0.749730646091	0.730601777521	0.738767736462	0.763638643967	0.79665228326	0.764507488876
CS.380	0.648821049531	0.610765517917	0.555968001893	0.60753043162	0.542272417082	0.474622455322	0.571146621457	0.528149337649	0.632347201719	0.568766112655	0.572061102222	0.574044049544	0.580833019238	0.610496698577	0.639497792752	0.574964475379	0.654288000976	0.579863521994	0.626739830212	0.504389667609	0.595063732258	0.452449614289	0.53967933782	0.771869414436	0.580466087704	0.563860873604	0.685126436225	0.682814778134	0.664308621651	0.751048268741	0	0.657939848759	0.638486202017	0.654523208906	0.585484510056	0.574680653591	0.642859469101	0.60470766082	0.61313647718	0.490043743676	0.68650756263	0.735368172264	0.697833156602	0.628661421361	0.645338186319	0.623555280969	0.600108389375	0.58301376751	0.628816867673	0.553773105495	0.542743767256	0.703215204467	0.594544013193	0.656908137403	0.605753690794	0.632651911689	0.571051144272	0.654252412521	0.567074447401	0.690731148987	0.606331254209	0.513353577061	0.668704431723	0.504323594461	0.623618463813	0.504392565138	0.489801719195	0.642503187915	0.572111041736	0.658267707596	0.512291556621	0.573637265419	0.614875100352	0.494944617543	0.572005400721	0.484383127768	0.526904492607	0.46481734303	0.544849971715	0.539185192206	0.575916889861	0.474126733073	0.588296358491	0.510789029654	0.522733403439	0.504501833034	0.524369293851	0.521699383798	0.567346430004	0.619473092272	0.564858684549	0.58346321789	0.582090372337	0.563598625217	0.512135095227	0.617798014299	0.51134595102	0.557018130811	0.629940823967	0.544644489164	0.58056782995	0.664723493312	0.591458316626	0.65140750255	0.689749233768	0.671190184873	0.764366209496	0.602071558459	0.574600464528	0.682385882429	0.638910898138	0.68780734088	0.601945321148	0.656993776544	0.687401312348	0.545281206232	0.522285794519	0.478366825159	0.683665876504	0.558420511003	0.619218365474	0.627341296056	0.596395517932	0.648819477104	0.587438195641	0.76276167436	0.547168111547	0.658308705623	0.610889084433	0.603159342984	0.71920597428	0.463253023987	0.541575620912	0.523026884411	0.726303939213	0.653692030119	0.508882390126	0.589187695188	0.604927633085	0.585795870227	0.573639616994	0.734456038434	0.619631955826	0.553093760689	0.51358514462	0.555505904587	0.586104465599	0.474730195394	0.483751958994	0.608321463851	0.540242043721	0.470749128977	0.520021987083	0.527805159494	0.665888448033	0.499738741928	0.528769181033	0.5034390939	0.525814281081	0.495496488331	0.557847896683	0.521427369934	0.556264430069	0.571381979737	0.514654577232	0.478601043642	0.551208341397	0.51793518909
CS.213	0.616018801584	0.629041691519	0.690160639771	0.667324729668	0.674439475343	0.686828375183	0.712957457918	0.713373783195	0.624279493696	0.652221308205	0.701923083898	0.663859799681	0.626805424677	0.643934073198	0.652483074253	0.558771938812	0.595643443875	0.667795488839	0.661415877829	0.589100319574	0.562902021348	0.636343820829	0.656592591231	0.611641408678	0.637032536322	0.595723650913	0.544601868254	0.550593699252	0.64005038426	0.608786531359	0.657939848759	0	0.537330417283	0.54124605561	0.578695061451	0.644660067352	0.543388014563	0.535376679329	0.50392704903	0.643820129374	0.580427020277	0.618319945822	0.623607453373	0.572938520851	0.619514429785	0.536071597367	0.556005613868	0.592779707635	0.59473476237	0.630673489176	0.570059882042	0.59381656703	0.572443672045	0.612882172906	0.589934760754	0.5008025496	0.544239766909	0.562827136979	0.527116968101	0.584045002813	0.625927567372	0.629814424322	0.647426971056	0.646420530945	0.625303370091	0.644992091872	0.67328160345	0.68249991472	0.731459696529	0.617625833848	0.630423506996	0.570519117825	0.628844801751	0.687650126605	0.692240074702	0.675449524944	0.666548620254	0.658681112187	0.638517199876	0.683217542053	0.724276269319	0.694611929007	0.665832747281	0.670631052838	0.712268025652	0.587729553913	0.729164212524	0.673604232137	0.672062657545	0.622843265436	0.678357937431	0.711266086961	0.625210290831	0.661161928436	0.665674242475	0.714342681697	0.64111058785	0.688490225891	0.667762103952	0.685010158113	0.665224858994	0.688973041059	0.642051821393	0.593134191004	0.636442598537	0.578628277092	0.679123283229	0.631326500182	0.611048092145	0.595639027667	0.679860125953	0.662798358051	0.506609941511	0.584286393707	0.575681376123	0.613307543461	0.618974972936	0.681135460457	0.58074198803	0.661619148941	0.524332726757	0.624748835641	0.580989627766	0.514616395468	0.498478468097	0.631227559769	0.570259689367	0.60649410174	0.554936619685	0.475984179887	0.58285275868	0.650437532097	0.544851230864	0.631256722556	0.547701740918	0.638815256296	0.613368573361	0.566911793833	0.557415791384	0.587766081763	0.553050894876	0.593927140635	0.54767136691	0.56826503468	0.680486172011	0.672085448651	0.6834204301	0.666169636617	0.70083438888	0.55057493289	0.654948581218	0.70132164546	0.616141728541	0.652363083948	0.641531200306	0.671665454895	0.705914356537	0.610384029333	0.67209769417	0.651231470474	0.681167188888	0.69932918368	0.675685174346	0.682942089355	0.657914962187	0.680920912899	0.720651228138	0.679222285189
CS.282	0.61239570935	0.631929924261	0.695782217174	0.698515197329	0.67817595589	0.683614176905	0.702566775255	0.713393169076	0.645048195323	0.649316419356	0.707297243978	0.634178709882	0.593846086623	0.656421076861	0.669192016515	0.549062181267	0.610038841454	0.650005750901	0.669853448816	0.545424959013	0.517091543636	0.601366727335	0.647484663193	0.673583763981	0.629414497645	0.578397422176	0.535215222518	0.554951443533	0.689223181195	0.611363529619	0.638486202017	0.537330417283	0	0.550817982949	0.575724851908	0.632317360419	0.523298972232	0.480710552285	0.519002151678	0.628589054668	0.594194008325	0.621174658827	0.630821767852	0.571965792018	0.619172616312	0.531858564394	0.524299280625	0.531011030339	0.542786184878	0.634257580558	0.536379851773	0.55149993204	0.589911004514	0.605175400455	0.550643154067	0.509210889594	0.514641308279	0.59432252775	0.53338972458	0.616242354413	0.647981692898	0.625232917656	0.679572673274	0.633952554335	0.61689056181	0.647913624252	0.667676575389	0.713083937265	0.740361125532	0.630977543433	0.648181009346	0.588825752416	0.626072415992	0.684973015756	0.688315572884	0.659820865982	0.664242825299	0.627177300082	0.639057271653	0.681150426023	0.705027991669	0.677367716917	0.681932731604	0.687416662333	0.69941831832	0.593651677225	0.716899549047	0.660128867968	0.670063442138	0.670078019541	0.67583855954	0.712425527257	0.641279994235	0.649635314488	0.663703871175	0.712032124175	0.626927644945	0.65570333583	0.672186963613	0.709418809854	0.670059421554	0.716795282139	0.654156436549	0.573929006044	0.668354664946	0.596855454461	0.709964413153	0.639406111349	0.589796982939	0.58549711848	0.693625384923	0.623329454208	0.512780033099	0.614180502706	0.604265627051	0.580870997733	0.62757651043	0.66673928314	0.570597272058	0.668802450201	0.495633828635	0.64833750998	0.593900450856	0.504767368351	0.482596634283	0.64548075673	0.561097830486	0.606385493289	0.498626489992	0.443730217451	0.579959932729	0.621731221584	0.521097714822	0.650991959602	0.567595599204	0.605864058451	0.583254806946	0.521720031764	0.601867235635	0.51836550048	0.560833385565	0.642595171729	0.536506763429	0.537766360658	0.649929099991	0.66733922471	0.679738613948	0.6745029621	0.684721397444	0.546912200467	0.66883205128	0.682695512526	0.618494833656	0.659324965824	0.660732081784	0.662307415887	0.698982421727	0.599138523088	0.664764188388	0.653175014114	0.670315075129	0.688527179229	0.700809553911	0.686146790911	0.634728331064	0.652437603456	0.725741216468	0.679102251474
CS.374	0.613983948731	0.637911534202	0.682768859504	0.664223398401	0.670336764816	0.669115601263	0.685554477987	0.684875737711	0.61263531232	0.66210547502	0.684294348461	0.62429646539	0.591092001491	0.639101897075	0.629635677974	0.570941576896	0.612896741677	0.648526595678	0.655805448784	0.569575215396	0.550359145314	0.63344945187	0.638269118635	0.645518656861	0.632108143393	0.586626488268	0.590263649865	0.619391226179	0.658316040173	0.655188426592	0.654523208906	0.54124605561	0.550817982949	0	0.553424926435	0.618801210315	0.559066578851	0.537983379342	0.518802998396	0.622615939	0.599297026999	0.624012694137	0.629039892232	0.573437206374	0.620893417434	0.54631413856	0.540963196312	0.565688938563	0.603702550131	0.636567852215	0.576709983524	0.579335016591	0.576316693716	0.605067393673	0.603830227935	0.548799639965	0.537793994684	0.570015683022	0.556102924514	0.597054136789	0.626337878984	0.59938350261	0.645513347119	0.639098504015	0.614693362517	0.644855335522	0.654217744026	0.659022693761	0.708342607624	0.613043646373	0.617161266837	0.581277552058	0.617290308094	0.672526243927	0.68340185599	0.653371141383	0.645743093941	0.656974367071	0.644268282876	0.664190259245	0.696763800642	0.676581300956	0.669588567505	0.665909141666	0.692150938962	0.587110326355	0.697379032681	0.671615287245	0.649040872204	0.649358060389	0.644630813152	0.668226650756	0.624184791281	0.648716889893	0.635308887769	0.699406971199	0.642074689029	0.656926382701	0.650249046262	0.678434053414	0.650899631363	0.696605233474	0.630715759843	0.581999097278	0.658601987328	0.571899347875	0.661305263508	0.630097657898	0.629857426148	0.602264853436	0.645923689083	0.653420037258	0.551074008072	0.627573534289	0.610707277	0.604909968437	0.628855461238	0.660418113593	0.576001147655	0.656486527629	0.545321760268	0.641061772404	0.616797209377	0.543494405572	0.542498044322	0.630768362427	0.565130131674	0.605204452473	0.564628756424	0.517881888762	0.576604315411	0.611281329928	0.550675970199	0.638919692215	0.605476935323	0.600852116359	0.571923866224	0.549970112145	0.577648468128	0.584119813534	0.571147483263	0.608035662525	0.567088970053	0.541737842007	0.666364997592	0.651380562117	0.64068919635	0.65050833589	0.677997853247	0.572004532834	0.631565752637	0.674922919026	0.633315165068	0.658964308933	0.646444186776	0.661080419796	0.685724567718	0.619007387332	0.647068128834	0.646469085614	0.678973496801	0.68799866434	0.6691847178	0.674644701724	0.623820486434	0.647163788363	0.693205079182	0.680498360125
CS.375	0.609839890046	0.625844939116	0.651724747734	0.629816947481	0.610392893632	0.621255789944	0.684532601052	0.654281375279	0.605227990404	0.568667405311	0.654534461801	0.627759379439	0.541682909639	0.579211249222	0.608672978971	0.566689402682	0.599379239975	0.610017125036	0.59437476243	0.507860168618	0.534877589847	0.57902296398	0.569549327066	0.664981955982	0.594680816587	0.546825701825	0.591367449858	0.60145248238	0.631245949463	0.65451757326	0.585484510056	0.578695061451	0.575724851908	0.553424926435	0	0.601287663724	0.590948393799	0.553239488034	0.542375451794	0.57635404046	0.609879796036	0.661303083911	0.645277265612	0.565400595896	0.605359350596	0.588722371339	0.564666180182	0.5776475367	0.613206436576	0.572830834834	0.56822215083	0.612578362002	0.580881595719	0.584721462171	0.506653209633	0.559798016002	0.545000596261	0.564928476358	0.580148427837	0.626367339294	0.568833193516	0.558036410848	0.5670656085	0.57167029038	0.581160676953	0.562261451932	0.559172471368	0.599950082488	0.671419706262	0.60506941907	0.56686790208	0.558510774297	0.553978400262	0.597164947693	0.669122727999	0.606622849873	0.583877560641	0.571226203585	0.640411191911	0.64921774535	0.689046165967	0.615826406458	0.621969579325	0.587926652622	0.654827377525	0.599786775056	0.665248377255	0.610739358966	0.640407019001	0.599417417435	0.622706199944	0.628475841521	0.608003040055	0.58521731296	0.558019005349	0.661787013019	0.578646997414	0.629812649509	0.594249217049	0.650305449928	0.62025015189	0.631769319607	0.617498907712	0.577805187579	0.58932123333	0.579311993937	0.679785119334	0.575840537226	0.5399136397	0.597386026257	0.631300389614	0.620608873113	0.572072614706	0.621281665874	0.60352918281	0.566421220738	0.562703128968	0.603445385717	0.607283158611	0.580439110726	0.538961593012	0.546807631242	0.542272474317	0.581582010259	0.558872824952	0.654566758408	0.582416160091	0.58861685022	0.555169446541	0.574777686571	0.624526930683	0.556646683438	0.555585527619	0.568276590564	0.642576494741	0.584231391469	0.535919778381	0.563484075258	0.578950686924	0.575827344923	0.581225320959	0.638312183684	0.576474639288	0.567773467392	0.572378356867	0.608407455792	0.636698765993	0.586632471504	0.628097131269	0.591745972304	0.557053612067	0.632105757091	0.555931211427	0.579586365911	0.641095529343	0.598147892099	0.631990888267	0.540867179242	0.586613239642	0.590669338846	0.621957587728	0.649789604126	0.613556642915	0.607280744048	0.573853682771	0.594850832552	0.664691178432	0.629820646246
