CS.021	CS.293	CS.172	CS.297	L.001.M1	CS.091	CS.244	CS.354	L.006.M1	CS.245	CS.105	CS.019	CS.038	CS.007	CS.039	CS.127	CS.269	CS.062	CS.334	CS.122	CS.287	CS.073	CS.186	CS.154	CS.149	CS.230	CS.171	CS.229	CS.072	CS.341	CS.380	CS.378	CS.041	CS.374	CS.213	CS.136	CS.376	CS.302	CS.205	CS.282	CS.224	CS.236	CS.232	CS.203	CS.128	CS.359	CS.349	CS.268	CS.369	CS.254	CS.385	CS.183	CS.395	CS.386	CS.129	CS.323	CS.182	CS.177	CS.214	CS.372	T.CS.025	T.CS.057	T.CS.038	T.CS.079	T.CS.004	T.CS.016	T.CS.085	T.CS.056	T.CS.062	T.CS.042	T.CS.001	T.CS.080	T.CS.050	T.CS.048	T.CS.012	T.CS.159	T.CS.098	T.CS.180	T.CS.130	T.CS.115	T.CS.153	T.CS.097	T.CS.161	T.CS.120	T.CS.110	T.CS.108	T.CS.091	T.CS.156	T.CS.107	T.CS.128	CS.082	CS.237	CS.242	CS.085	CS.103	L.024.M1	CS.015	CS.006	CS.087	CS.238	CS.246	L.034.M1	CS.110	CS.241	CS.356	CS.345.0	CS.150	CS.187	CS.338	CS.189	CS.164	CS.304	CS.387	CS.165	CS.234	CS.113	CS.364	CS.188	CS.311	CS.346	CS.318	CS.319	CS.320	CS.152	CS.194	CS.331	CS.321	CS.361	CS.080	CS.158	CS.322	CS.227	CS.163	CS.112	CS.223	CS.255	CS.270	CS.326	CS.370	CS.262	CS.253	CS.390	CS.145	CS.393	TFS.021	TFS.025	T.CS.066	TFS.022	T.CS.031	T.CS.036	T.CS.064	T.CS.045	T.CS.061	TFS.027	T.CS.055	TFS.020	T.CS.043	T.CS.008	T.CS.026	T.CS.095	T.CS.157	T.CS.109	T.CS.152	T.CS.141	T.CS.166	T.CS.158	T.CS.142	T.CS.151
CS.359	0.631083565988	0.741972200377	0.685982030547	0.71983861198	0.732784993023	0.6263235182	0.742606319994	0.707350221522	0.737522806072	0.70469353603	0.697717907411	0.707890881947	0.709503628504	0.718356702364	0.711034194348	0.645920943723	0.578748695546	0.702210405555	0.608504538964	0.722965733558	0.647010505568	0.711063915398	0.721551269068	0.659426738071	0.599273235029	0.59854423786	0.703174406554	0.665817525031	0.691845413099	0.616156126511	0.718452936834	0.608404301006	0.678355143092	0.616323269965	0.583665798247	0.655794664639	0.585235149916	0.590842142808	0.585566959666	0.597616099466	0.595986127376	0.690745458632	0.684949538619	0.719171455256	0.66078764075	0	0.633533785551	0.667344821757	0.590029600213	0.620375864154	0.618469486509	0.615928187566	0.645520728794	0.598336907202	0.624371114082	0.60791116768	0.605818780436	0.591544605754	0.583192330046	0.621624384711	0.686561033289	0.647822481225	0.74073162998	0.620885134441	0.678344292187	0.651375232076	0.709296775507	0.71245210619	0.722273541754	0.724335048926	0.641205523313	0.69455027358	0.669043029821	0.689753859352	0.682155867137	0.763123679489	0.749595846059	0.698247843222	0.70450159565	0.745524294287	0.727998314519	0.753447269079	0.69122010941	0.705209091449	0.737404892236	0.752305101026	0.734199413792	0.702599109837	0.727212891697	0.691901334277	0.723172734093	0.624678554169	0.719969932103	0.70291112798	0.693432673242	0.713072255453	0.760426662596	0.680561864455	0.683405704127	0.664310579136	0.671604538546	0.716562350564	0.662885424893	0.732936637364	0.648251852844	0.608842706059	0.646991123114	0.583741823145	0.653307902022	0.615774069235	0.690967218381	0.669405735173	0.607908002365	0.652526888853	0.597021186006	0.710188676139	0.594908518723	0.649348184061	0.700963577494	0.599954907934	0.593850805702	0.584761875524	0.599975734482	0.696148241857	0.61729896801	0.656434465938	0.694832057692	0.649448075357	0.648853025252	0.651075234053	0.609358332331	0.628222264953	0.615249091757	0.656728265714	0.572638672514	0.616379609626	0.613555999765	0.573624785381	0.649866197059	0.622523563623	0.567936156412	0.60379332986	0.645779927277	0.718272900734	0.731367106538	0.677348341226	0.719835873418	0.74091560637	0.726382911055	0.704304469015	0.705617493358	0.703498672923	0.68847569578	0.734732114594	0.710540112392	0.739816347179	0.726302281938	0.699937463981	0.639382821259	0.750644227189	0.708835581795	0.732748033794	0.693291157777	0.749821624599	0.709451466676	0.724800982651	0.724052400227	0.711849351063
CS.349	0.581546382353	0.673628871517	0.654676975275	0.628250178467	0.629254031008	0.577915825452	0.712982009257	0.679260123098	0.62739406792	0.643495800261	0.586749475471	0.621254737354	0.6830024052	0.617114720103	0.638233978466	0.521735045375	0.686509359433	0.624451038198	0.556807956028	0.667255368789	0.511802436377	0.668720658825	0.652588198782	0.71315402802	0.509123060536	0.639889528299	0.663263897415	0.538582372413	0.590953511463	0.579411814636	0.54640552672	0.657767967742	0.603293235785	0.568774206525	0.600366563216	0.564050367011	0.544363629892	0.660601599926	0.598581825474	0.555229118132	0.684892934282	0.666017701358	0.561085319011	0.594951815008	0.521904131311	0.633533785551	0	0.537430677542	0.575884106209	0.475837075502	0.446706479079	0.591853823491	0.481484235148	0.617405340822	0.552374079817	0.407877006861	0.454152092503	0.55803559528	0.560470515262	0.457512272489	0.554368115189	0.633506426082	0.637631486199	0.579761512266	0.550560808172	0.533508255384	0.586878066719	0.660301761669	0.60543111526	0.588526435232	0.620180758011	0.58459881627	0.622625932999	0.614936930324	0.660966692425	0.647408956605	0.662544069996	0.650472727991	0.589867422569	0.648463116763	0.640195172206	0.643920060661	0.607167615157	0.601382527407	0.618356480662	0.642435646723	0.643768273306	0.636405246484	0.632358675178	0.587799302937	0.612533308511	0.601320073618	0.597270123632	0.610266740254	0.614842581734	0.686500844496	0.699959033277	0.639744692092	0.671993830117	0.629825886301	0.594994773666	0.621137093855	0.602267218363	0.664188636155	0.695877067227	0.699179672434	0.562753365007	0.516336574197	0.52080838193	0.607624627735	0.713803120369	0.638314502352	0.504050429508	0.674640834022	0.62587035628	0.650186667445	0.6013603042	0.602798016056	0.629193043634	0.700875814195	0.510922458672	0.489014263044	0.501095913675	0.528606388654	0.642244432016	0.503967011196	0.628818073644	0.616246886555	0.571530635889	0.620855757114	0.542859707029	0.700489664087	0.618901195218	0.613795991525	0.496859728011	0.489862803435	0.49744317128	0.52869293421	0.462065228699	0.545079640115	0.653541813663	0.471916737426	0.48938233888	0.590358402437	0.629209896771	0.607314887068	0.647088039166	0.606197031661	0.610548892943	0.621808910997	0.570716132052	0.63933938517	0.583117682653	0.625805491087	0.625324480499	0.621781402892	0.627486221081	0.61894296031	0.635754196888	0.665947954969	0.668241460377	0.633971031646	0.62548336296	0.685290887458	0.622237062479	0.610865038763	0.674105874307	0.649338771917
CS.268	0.636280192071	0.718009291363	0.64985509166	0.695241598701	0.644374323124	0.602979199517	0.683021974465	0.665886160356	0.664145190294	0.683236541813	0.651441931233	0.642516200606	0.691776302697	0.649469552683	0.645727980622	0.573254912731	0.700356821669	0.642461206201	0.585856483937	0.656860358405	0.586016852517	0.662628678406	0.660624897371	0.698805335153	0.574156675806	0.64100259433	0.645336938151	0.605134994872	0.651037012312	0.626852783426	0.656908137403	0.640698413223	0.605064450454	0.605067393673	0.612882172906	0.569108695332	0.609888414848	0.686634643901	0.65288474936	0.605175400455	0.690748197721	0.61539522933	0.600699779359	0.666338394329	0.584211921668	0.667344821757	0.537430677542	0	0.579157095608	0.53051952325	0.514268876833	0.580572479267	0.542702070432	0.583992627835	0.556420811031	0.538846520155	0.546566888312	0.581421915558	0.5712428579	0.518550526358	0.634130921105	0.666379338994	0.669395016509	0.644579068884	0.652613980687	0.633856101215	0.670290369677	0.672811546277	0.641864192352	0.652932834764	0.653671619644	0.630497127836	0.616328508322	0.661818829692	0.669882699558	0.693493974434	0.708923236778	0.643774396325	0.652525628639	0.693369599481	0.665959199641	0.695387205018	0.650011065376	0.658394060738	0.665539084253	0.700155033689	0.703829443986	0.664930032716	0.684835080547	0.636864652275	0.643956066115	0.570984206063	0.650276809028	0.622177503554	0.614048990819	0.701015641304	0.725203793517	0.657764459985	0.669078124424	0.656041112225	0.62062423742	0.643421363362	0.587187474925	0.717292207592	0.719373293731	0.664613067063	0.574474236859	0.575176721886	0.548007099855	0.631377643635	0.654493659351	0.648517831817	0.606060525165	0.668641363442	0.662390397411	0.692631401409	0.640530729087	0.646730874531	0.65051052119	0.669342539631	0.591997082262	0.601375608485	0.560885254562	0.609392887643	0.680329761679	0.58025738361	0.672311123766	0.635766086074	0.593642361431	0.607948343578	0.580350588417	0.699495562951	0.61521400144	0.589624910505	0.56838320734	0.556684633892	0.531902404614	0.595643651086	0.543072070911	0.628355202624	0.643208505064	0.528166467934	0.594600435529	0.602714629878	0.670096991273	0.675169000696	0.6705432146	0.690317970177	0.656017790212	0.639634406706	0.636645483577	0.686051902677	0.650368608901	0.69780242655	0.649340947735	0.691096289738	0.68512824296	0.703427143586	0.665928323571	0.708223112912	0.675800168772	0.682358064789	0.679526922064	0.714857477688	0.66864803397	0.674153639716	0.731278299254	0.701130679036
CS.369	0.65460099371	0.773653437685	0.687923532862	0.756136329912	0.711287149179	0.622624559083	0.73956133813	0.693456193813	0.723038236337	0.717791189455	0.719397390628	0.714343191545	0.718540965444	0.727971421239	0.669519061732	0.642211533939	0.648958537141	0.692343642179	0.56644092493	0.729725284104	0.564829122721	0.674291992569	0.721466200037	0.645403042077	0.581299152738	0.608272038016	0.698615328491	0.607953696205	0.721360572208	0.614139097962	0.732394708254	0.618795490006	0.605841429958	0.609330291392	0.593378764052	0.59681921216	0.583191203692	0.630097853748	0.626278784381	0.593833055882	0.661026182424	0.643340187216	0.656383692532	0.721063318991	0.638097019305	0.590029600213	0.575884106209	0.579157095608	0	0.573898814778	0.5776813438	0.520523466048	0.574021469073	0.623626066649	0.637505646212	0.563594221137	0.595568366411	0.607102827481	0.574256401535	0.577762851903	0.708003936195	0.638310692144	0.724689507472	0.610945204287	0.700175382642	0.663682061884	0.714757404457	0.684099481812	0.726237232901	0.731224690386	0.611982577611	0.672903297547	0.675200527428	0.718037131839	0.657542607962	0.757770538876	0.77010731967	0.720623160977	0.717876053846	0.766081319786	0.73684924403	0.768830254807	0.710450708727	0.718222296523	0.739119464356	0.773588012022	0.772381964257	0.744372559059	0.763447139063	0.686623816319	0.700231972969	0.58792330511	0.725814949462	0.687982550193	0.66159540126	0.768793951057	0.776221584017	0.704657893614	0.712255289447	0.704440940648	0.699408674984	0.678289201289	0.615978161296	0.753994072594	0.666082546049	0.61994921792	0.624018983183	0.599992392413	0.617379315414	0.634420755565	0.663824927512	0.621998389453	0.619260166644	0.674219553559	0.626036418248	0.724590928515	0.566294150546	0.648901542801	0.695262185899	0.643961900725	0.578907300966	0.613091992725	0.612377859161	0.687351435448	0.619661288706	0.628329942315	0.741076804526	0.609028116138	0.641869395079	0.626207418926	0.552631301905	0.652897077732	0.613779496597	0.579149439339	0.555872123114	0.613282784398	0.516691492543	0.612995178475	0.584384029472	0.619425265067	0.577576525754	0.589762532084	0.656371528152	0.630352041252	0.739750877484	0.721889223262	0.754681043319	0.74780874948	0.717447352188	0.703618046909	0.725222163461	0.735312447895	0.683566629565	0.74601462812	0.726948126932	0.755994059843	0.749679567255	0.724854738975	0.622428476551	0.764741489328	0.73579254385	0.755841743175	0.727728318939	0.774530357296	0.738414138849	0.74295016787	0.767625315392	0.760384429037
CS.254	0.575114166813	0.679487215908	0.658736921109	0.646650388618	0.665222855706	0.600084945964	0.723772798833	0.669869109428	0.668598170634	0.64828097387	0.630670605182	0.63453710431	0.69045877889	0.626027096836	0.642941447647	0.530145457045	0.671569565075	0.640240365028	0.507364547575	0.674459686959	0.493631685923	0.671760059553	0.673874772802	0.674841371203	0.5165898651	0.625758494543	0.677439728566	0.54261964908	0.608378141258	0.546463700222	0.600108389375	0.638565050877	0.591023174039	0.540963196312	0.556005613868	0.569933587274	0.512665318812	0.619699189448	0.582192972507	0.524299280625	0.664688608091	0.651295789287	0.590784754742	0.626569420211	0.511052630505	0.620375864154	0.475837075502	0.53051952325	0.573898814778	0	0.473548324751	0.525404579031	0.469168967491	0.598483206934	0.531484614695	0.44315447379	0.478461918211	0.524959148271	0.53959537623	0.456566323725	0.615326404095	0.623317289019	0.668974732704	0.55170213228	0.58828381629	0.559689333897	0.611844803493	0.685490072111	0.632854007747	0.629675759816	0.61155727775	0.581902332705	0.649680156913	0.635743529688	0.617672392946	0.68963594881	0.678078875271	0.659104331008	0.591511675711	0.660359312345	0.673285228167	0.687426416841	0.627034524916	0.612437748623	0.656974103308	0.675755193599	0.667795777013	0.631776312222	0.635717378151	0.611483129993	0.625384112282	0.583327803439	0.609134752369	0.628918280108	0.623665725939	0.686220150958	0.727764312317	0.639012116758	0.666520739588	0.631842733164	0.603994185352	0.6133474534	0.577801125026	0.686856313931	0.65572157365	0.66288266991	0.56305353352	0.497944284057	0.527516423249	0.571393265331	0.698313777581	0.632868797379	0.529456252212	0.635588954464	0.607189209394	0.66168316734	0.606459456024	0.59598789981	0.617796852946	0.661322208275	0.499013299466	0.512834481736	0.505988594788	0.540793666086	0.584609486984	0.493632465879	0.647965653628	0.584614868049	0.602678292159	0.614747716765	0.498252180146	0.659765245672	0.624858894758	0.584395408073	0.474907510038	0.503060266544	0.481828575693	0.526706137363	0.462152640021	0.528231306156	0.622540610998	0.503816612274	0.493763076709	0.562772724129	0.643193284871	0.607227999478	0.677266287438	0.640877773634	0.617998376008	0.645179198521	0.612294356781	0.660127659772	0.591828304351	0.644353209197	0.642048531493	0.653937261092	0.6598256459	0.617809014315	0.619203683594	0.689816138755	0.67085174825	0.666293378394	0.608429664265	0.678007641873	0.606158172293	0.629669913078	0.676190418016	0.662591822641
CS.385	0.566002368602	0.695199702888	0.654398048907	0.65675932153	0.651190721145	0.562890893694	0.721829827605	0.695961784704	0.666346717418	0.665198634368	0.613102536457	0.626410265064	0.69073406795	0.636710964559	0.661695952784	0.519569300653	0.673058473595	0.632025577293	0.556853466354	0.669803454327	0.530753685658	0.665742549011	0.66205563043	0.70452665	0.52863083005	0.620314329864	0.658098185305	0.559898066959	0.610766608559	0.589225635115	0.593335542773	0.661734183527	0.60900501775	0.554429763801	0.571417392074	0.535536646105	0.559992381416	0.63721434104	0.580831065539	0.537679167174	0.690920371217	0.639656001078	0.56973227786	0.623487815807	0.504704617311	0.618469486509	0.446706479079	0.514268876833	0.5776813438	0.473548324751	0	0.593259782298	0.467507750513	0.642978367607	0.573715400965	0.385125453301	0.472508747524	0.580528940837	0.538650424367	0.440364194985	0.564326989985	0.638625434164	0.642834677866	0.599206826938	0.582165141913	0.561071487203	0.603509925165	0.689007049614	0.626879421204	0.618833846166	0.628579630596	0.629118337683	0.634117253536	0.634672569392	0.655510712444	0.666476342638	0.678922068285	0.619177670396	0.603473939559	0.657072334055	0.660857323517	0.675345359384	0.631309153709	0.6193941926	0.660888029305	0.671641506021	0.663197806636	0.642007238696	0.636542297496	0.588072165046	0.615464960884	0.587829756	0.620774969255	0.62777146602	0.622194092548	0.697603419	0.709287525016	0.642708925342	0.669303166442	0.636406456081	0.589980277762	0.626412041289	0.60607554362	0.671986334738	0.6780944441	0.662696890185	0.579417383586	0.487699568699	0.519210797875	0.608116504761	0.706276140253	0.632265325975	0.524629157283	0.6643049069	0.634891616134	0.66277539033	0.56437492933	0.614831197123	0.643858756532	0.685142625894	0.504809819393	0.487500252952	0.517530969357	0.522628136148	0.640803345225	0.470134441557	0.624064451012	0.589231225851	0.585931551837	0.625231401596	0.53588714877	0.686264256152	0.60093981914	0.602130647501	0.500395612468	0.510999399254	0.50530254807	0.534810250252	0.471719041576	0.584326476583	0.654321541616	0.493858406596	0.501059846312	0.589533356503	0.659272852987	0.614271084668	0.649458397297	0.636115533733	0.638468857005	0.637613446695	0.621284545961	0.660665430647	0.598793353559	0.653873071311	0.635998378147	0.646138223829	0.655964690521	0.635897919645	0.651903914551	0.683551572102	0.68404420977	0.649359195165	0.63127148673	0.713782905394	0.61579713254	0.621848319753	0.706918645207	0.677146127039
CS.183	0.637184569475	0.766702101871	0.698246590131	0.730328110709	0.718877020999	0.642720142074	0.740894557574	0.700134616835	0.71140913004	0.705906323709	0.723707845734	0.697482935671	0.716447156377	0.728862346169	0.68285612965	0.628320878402	0.663501575152	0.705359273349	0.523447864375	0.737095186534	0.569657327204	0.692599488219	0.741893641382	0.620297101787	0.593218899564	0.605241562847	0.716437881357	0.596413374108	0.721069207153	0.588340965504	0.703215204467	0.611905245732	0.628044505139	0.579335016591	0.59381656703	0.612961871298	0.548175079804	0.630080825607	0.591258773491	0.55149993204	0.618758549649	0.667640299913	0.67868692002	0.705048992714	0.61709477676	0.615928187566	0.591853823491	0.580572479267	0.520523466048	0.525404579031	0.593259782298	0	0.574332652262	0.5731275802	0.635881359639	0.583685120451	0.619944494796	0.549074154508	0.569435641422	0.570125610092	0.694491495113	0.63325274979	0.739503062091	0.576347769672	0.682084745571	0.663970534624	0.706304286748	0.697462747998	0.716638881447	0.741331528418	0.617426758329	0.641292112721	0.689664644057	0.677125012416	0.660197569279	0.77094290517	0.761830636355	0.724093306444	0.736874551617	0.760642160909	0.753393401142	0.772301653482	0.714174858873	0.70686201744	0.738447047233	0.771768768585	0.76766384153	0.728163227369	0.762465033705	0.700660233991	0.706559254392	0.572321787377	0.709965056868	0.705958829858	0.677945643681	0.749716628547	0.768738122096	0.709675634634	0.698258931188	0.701909866746	0.682373057046	0.685426892674	0.613017464457	0.758470836284	0.689305861277	0.62281739994	0.625996714897	0.568100083684	0.611859006052	0.632518511148	0.686145407592	0.652924795175	0.597907781116	0.642512279933	0.627829402315	0.722169017318	0.568090164978	0.623928014789	0.684201097327	0.627473930671	0.546844060706	0.572910996171	0.582575425757	0.673387486327	0.600507522217	0.613030780276	0.719547285301	0.596564574642	0.63737684609	0.62426827052	0.508273359135	0.563378279114	0.637174370625	0.589453655615	0.541073809012	0.561585737174	0.560974164664	0.607485272742	0.55134318734	0.602697243166	0.577001367933	0.573072906784	0.645193205634	0.630856458135	0.71404396268	0.679701515668	0.750632153822	0.734730607931	0.700013671418	0.705405738207	0.712128218034	0.72884181732	0.67953443513	0.721715427775	0.72058519023	0.750746378109	0.709702206891	0.682380641943	0.635614537929	0.781420574871	0.735704357451	0.763421609475	0.721768853308	0.739026423726	0.7189869363	0.731526270762	0.752905049991	0.756658020101
CS.395	0.617552705526	0.676662297419	0.654624396648	0.647474767446	0.632518760094	0.608489038794	0.700022428467	0.669736590255	0.660076927683	0.669890040906	0.626672445265	0.617049616236	0.673175157662	0.629420350086	0.637743037642	0.566271504326	0.68748050733	0.617848872337	0.586890818051	0.654522179972	0.523000493559	0.658423543131	0.652653535385	0.689704103798	0.542844545929	0.633868242198	0.654022805414	0.574884993575	0.595020201644	0.591992255168	0.594544013193	0.642763117029	0.601133643426	0.576316693716	0.572443672045	0.558185043407	0.585255203686	0.668443193061	0.638565133657	0.589911004514	0.691279776903	0.640491492647	0.570923874149	0.642977017328	0.538458231544	0.645520728794	0.481484235148	0.542702070432	0.574021469073	0.469168967491	0.467507750513	0.574332652262	0	0.613267384051	0.565299715985	0.459154304747	0.493239296226	0.556979570765	0.558217422823	0.482664966445	0.599072707527	0.647505822071	0.62127915868	0.592891473713	0.608935845694	0.580484100489	0.637657290373	0.672193613556	0.628906989119	0.630078810099	0.643673755463	0.617323334656	0.626008098376	0.608509266288	0.646807901386	0.66436523675	0.666613969938	0.617065137119	0.619410552843	0.651523537169	0.648008876551	0.671637880899	0.621964194652	0.62811694449	0.647718617235	0.670835465957	0.671626418877	0.649269617546	0.65413283034	0.582418127349	0.608027956731	0.587143058393	0.603556101904	0.608684945513	0.599287310641	0.711818482634	0.700717804991	0.642831643993	0.684166906891	0.64678639951	0.598564541417	0.639193640335	0.613871335183	0.658933797992	0.688356563904	0.692988624578	0.563214981886	0.533581290895	0.51895610307	0.594284000185	0.684926403517	0.631030588517	0.576946322599	0.691376395498	0.616209265469	0.661570476975	0.601726784689	0.61090668214	0.627815129947	0.684066038143	0.555953481677	0.539006652597	0.537235813435	0.557604034206	0.658826023758	0.502517213267	0.651451180268	0.605868953348	0.593618585237	0.617335405702	0.553376112034	0.704730926395	0.614585024132	0.580761872955	0.512002225836	0.520106574349	0.530598628826	0.55142258372	0.495582747062	0.578589561595	0.644548091794	0.531098443486	0.538535670263	0.574730713229	0.656894197356	0.643162702455	0.66365957439	0.627373931964	0.630228522802	0.63701256944	0.620958244843	0.656161105064	0.614896824934	0.661067521667	0.649328288984	0.645803656992	0.642419059215	0.654761319813	0.650240597961	0.683398673359	0.669051868924	0.655139588394	0.623600466438	0.698926569169	0.614366575927	0.639109799103	0.709636789197	0.665797002835
CS.386	0.666066641105	0.714322769915	0.689077820687	0.703311778795	0.692876118701	0.633642899238	0.707281266066	0.666030752446	0.697189586538	0.684159932555	0.704923492992	0.682898422096	0.689683689632	0.680693140355	0.669129183683	0.645832217827	0.649215568507	0.686182890782	0.598457187165	0.701461073313	0.5983459976	0.676793582821	0.705749658834	0.649678089825	0.611194669051	0.652869364565	0.690726213546	0.643699751195	0.693122432715	0.57236925924	0.690731148987	0.615123864711	0.677588102435	0.597054136789	0.584045002813	0.6600464945	0.608893772806	0.642888753144	0.61442279234	0.616242354413	0.587195940878	0.677243119256	0.683334088373	0.702550309116	0.648402509459	0.598336907202	0.617405340822	0.583992627835	0.623626066649	0.598483206934	0.642978367607	0.5731275802	0.613267384051	0	0.602361261912	0.610990480616	0.625471001307	0.513624556036	0.598623119435	0.598761767475	0.654060272955	0.630474978809	0.696348288153	0.590669405836	0.6684867289	0.657807123181	0.679467819045	0.679942022057	0.675794032757	0.71411242312	0.623630870748	0.616256503938	0.653354472449	0.660137798845	0.642599685531	0.730153226028	0.736305756758	0.693981375985	0.687353638714	0.718630429397	0.70969790589	0.731754454327	0.683265598099	0.702220334993	0.701167412855	0.730800706767	0.724877842339	0.68138570047	0.713682372415	0.667202310927	0.719282237996	0.620883618562	0.682440547578	0.686829558388	0.669883521379	0.703819036298	0.738060734526	0.694203702849	0.684480208398	0.680207429731	0.673327773324	0.666225959532	0.614277622525	0.715837000216	0.658327928519	0.675762822238	0.589838539978	0.592608086219	0.638920068232	0.638914593117	0.659262009895	0.65121709534	0.62322498122	0.675093657655	0.611915452554	0.678090608737	0.622071348964	0.650547138807	0.686285638286	0.643980328155	0.604691729908	0.604762268029	0.609301683158	0.692575636311	0.586770067515	0.647989338826	0.701656054403	0.635820656898	0.636901356075	0.634058998716	0.606374745721	0.641041402303	0.652283985477	0.634627468564	0.602717345716	0.594047451552	0.593806806199	0.589024764891	0.609374961235	0.580239494061	0.587154953572	0.560387776971	0.658435569875	0.659386247596	0.682626476499	0.654504591198	0.707343559427	0.714668244198	0.661934864943	0.68416934252	0.679024578074	0.697638385481	0.651766664444	0.702845109026	0.682752401541	0.72319263122	0.706129230722	0.681121822273	0.632903761322	0.732915056744	0.69169554834	0.717780601851	0.68373968252	0.688864268194	0.679320659954	0.699183229136	0.700527117326	0.709498623536
CS.129	0.624661583611	0.613538956846	0.590176008943	0.591095744111	0.603158351577	0.621799753081	0.621132156758	0.596876547525	0.602366658293	0.603021431048	0.61371469936	0.594786419393	0.621706734676	0.605629544268	0.574808835396	0.564656228461	0.700251014263	0.577952940353	0.600331055727	0.600614541557	0.557752538235	0.629784589826	0.585122327106	0.7204180314	0.558845346053	0.655085779383	0.617696584434	0.60697084198	0.575330065927	0.607876113428	0.595755747305	0.642469314924	0.613745431038	0.592107650892	0.60854307873	0.585640880141	0.586733567552	0.682610993412	0.630350209605	0.623947337214	0.682117592216	0.664610101541	0.559150737885	0.615187925265	0.562248678543	0.624371114082	0.552374079817	0.556420811031	0.637505646212	0.531484614695	0.573715400965	0.635881359639	0.565299715985	0.602361261912	0	0.555262221413	0.538399109503	0.560642218464	0.578597437648	0.566031808121	0.573056821138	0.662627536914	0.619551675635	0.612825354521	0.6007294995	0.60353297126	0.617167302095	0.615007812445	0.583158357147	0.603893608893	0.637633014429	0.594342894478	0.581381893117	0.613249831089	0.646270654327	0.62628639848	0.629627651125	0.599692922402	0.562081929861	0.606186633392	0.58949526695	0.615075452524	0.541164451262	0.577584478805	0.592403534695	0.609047284284	0.608783424983	0.591545778724	0.608278469635	0.597049237835	0.579841356432	0.582666313826	0.566897975567	0.552656058036	0.579567062544	0.631104961579	0.663977145921	0.566046980153	0.587139400195	0.587235897614	0.570662547212	0.578169536356	0.558004728867	0.635032846655	0.680402121899	0.70691574416	0.519131343271	0.559459326412	0.528323668395	0.580245306164	0.664940978019	0.643283963225	0.539304894993	0.661746703297	0.647435036253	0.612157863064	0.653997733222	0.644706173092	0.603426809332	0.68372484952	0.591681047035	0.600426553692	0.538402250294	0.571110846081	0.654044773223	0.543815870711	0.60896012544	0.620561978658	0.574131493621	0.588810218779	0.582125726185	0.722363045174	0.606069803025	0.590667891314	0.56084349541	0.538772709999	0.572067232604	0.57859774893	0.578287942615	0.577421908054	0.645947991899	0.577351491587	0.556528435199	0.612526790626	0.604840952745	0.626768893423	0.602152716757	0.623142704413	0.584551584254	0.595261658176	0.559493267795	0.609005267942	0.603895478219	0.612051880079	0.588827370231	0.623313961124	0.630217071127	0.628791100215	0.653755442023	0.612253881704	0.596265052085	0.602997152332	0.594386008583	0.610375993576	0.608431098536	0.599825374479	0.617785284488	0.586083342438
CS.323	0.571073621483	0.668791677287	0.661528944187	0.624108407223	0.657975131905	0.566864684007	0.749643312717	0.685100290484	0.645951672956	0.658953847016	0.595808181784	0.625662808847	0.693665510885	0.60792283562	0.652399435472	0.513232101793	0.676566932887	0.628030321654	0.547674178766	0.669229760575	0.508252283122	0.681779618529	0.669243771531	0.706405542619	0.518297839088	0.611344473701	0.665865524382	0.542892216599	0.578797711503	0.547714017632	0.571051144272	0.651638624631	0.608752806452	0.537793994684	0.544239766909	0.546325581568	0.513982706488	0.623644216146	0.536318532739	0.514641308279	0.676101339965	0.645203113426	0.550079904992	0.606102001107	0.481526501415	0.60791116768	0.407877006861	0.538846520155	0.563594221137	0.44315447379	0.385125453301	0.583685120451	0.459154304747	0.610990480616	0.555262221413	0	0.422433776752	0.543129046582	0.535668614079	0.429270003644	0.562776771149	0.627533754381	0.646075724786	0.558160642534	0.560792048861	0.536197664664	0.593464327243	0.681373603862	0.608770806229	0.598686412533	0.609403858647	0.59639700458	0.616894344504	0.611437006706	0.635377165398	0.664629515325	0.660320694056	0.651538580966	0.576706393104	0.634304760849	0.644348737566	0.661503366316	0.620904337816	0.590833129254	0.646727129973	0.644616024425	0.647347388399	0.619795370139	0.612023039469	0.557032967447	0.614794843612	0.586575632611	0.597047865132	0.630841432915	0.620769108958	0.689549343534	0.713205582659	0.627724532416	0.671608697234	0.628384598131	0.568762162683	0.621542559864	0.595824729886	0.658772828643	0.679992111063	0.667313551836	0.57126846486	0.485318065782	0.523952827565	0.593623719963	0.712456001817	0.642798181165	0.496543694954	0.672131211334	0.617462494761	0.648289878366	0.576781596626	0.607360485284	0.638556786275	0.670488429001	0.47376824118	0.458512542355	0.488268199236	0.50846958023	0.617992528519	0.466175105027	0.616996617433	0.582907763515	0.583873445806	0.614494959468	0.515996110931	0.680744741963	0.617996216531	0.610531135056	0.467356280031	0.465209545333	0.482655681273	0.518722478041	0.455206122149	0.560841243221	0.647450541808	0.483431428835	0.473894699235	0.59416325946	0.637729117662	0.582895771358	0.649141590314	0.610566244563	0.608924501696	0.632706589365	0.588316748783	0.633282332932	0.568926874384	0.622773425963	0.618043342545	0.618244578785	0.63093612478	0.613590523136	0.629210410906	0.667990771191	0.656835430223	0.629444800511	0.610347842897	0.686256772866	0.573797788047	0.597612262824	0.682339370494	0.643593569629
