CS.002	CS.261	CS.314	L.002.M1	CS.357	L.005.M1	CS.094	CS.263	CS.010	CS.017	L.035.M1	CS.084	CS.035	CS.280	CS.039	CS.062	CS.186	CS.072	CS.058	CS.335	CS.161	CS.388	CS.366	CS.063	CS.050	CS.341	CS.118	CS.154	CS.367	CS.064	CS.125	CS.375	CS.203	CS.376	CS.232	CS.136	CS.041	CS.282	CS.378	CS.374	CS.126	CS.205	CS.236	CS.302	CS.292	CS.178	CS.348	CS.147	CS.256	CS.386	CS.369	CS.323	CS.385	CS.183	CS.181	CS.214	CS.395	CS.177	CS.389	CS.349	T.CS.034	T.CS.023	T.CS.059	T.CS.076	T.CS.042	T.CS.040	T.CS.089	TFS.024	T.CS.062	T.CS.071	T.CS.069	T.CS.057	T.CS.035	T.CS.038	T.CS.029	T.CS.104	T.CS.100	T.CS.092	T.CS.107	T.CS.178	T.CS.147	T.CS.134	T.CS.108	T.CS.130	T.CS.161	T.CS.117	T.CS.120	T.CS.119	T.CS.128	T.CS.106	CS.246	CS.087	CS.241	CS.103	CS.085	CS.082	CS.356	CS.110	L.034.M1	CS.006	CS.242	L.024.M1	CS.015	CS.238	CS.088	CS.304	CS.151	CS.330	CS.274	CS.207	CS.165	CS.347.0	CS.150	CS.228	CS.325	CS.191	CS.189	CS.187	CS.336	CS.387	CS.331	CS.285	CS.158	CS.318	CS.320	CS.361	CS.339	CS.194	CS.343	CS.227	CS.163	CS.112	CS.202	CS.319	CS.223	CS.326	CS.255	CS.253	CS.262	CS.390	CS.145	CS.393	CS.370	CS.270	TFS.022	T.CS.066	TFS.020	T.CS.064	T.CS.026	TFS.021	T.CS.036	T.CS.031	T.CS.043	TFS.027	T.CS.049	TFS.025	T.CS.045	T.CS.061	T.CS.008	T.CS.158	T.CS.152	T.CS.109	T.CS.157	T.CS.141	T.CS.151	T.CS.166	T.CS.095	T.CS.142
CS.292	0.537537188135	0.594010887952	0.591654630023	0.631015426765	0.617908544388	0.651307222477	0.673059660911	0.571918975596	0.672898946199	0.616265031303	0.60300470821	0.569490160431	0.548314762985	0.629496186629	0.583116799241	0.56320031161	0.612345661765	0.564403451052	0.511169375414	0.657871323564	0.580003635292	0.673526818597	0.618362989469	0.590757224488	0.597006756733	0.587077689892	0.595986672512	0.672403042415	0.622811184764	0.56515956221	0.57421712527	0.590023300148	0.602352593664	0.567310218989	0.46353620181	0.501729828511	0.561872597642	0.576911081107	0.629828534639	0.573888754549	0.55645259045	0.630707274045	0.611278348595	0.653123102105	0	0.570762707039	0.559124208934	0.568380242013	0.539093745794	0.646100592838	0.6088558002	0.534544402675	0.540593748726	0.600979940479	0.537724431742	0.578591541338	0.545637900652	0.599351178466	0.57056433975	0.555876273075	0.610040241607	0.715104592193	0.605261008175	0.586245206859	0.625631637475	0.58781738702	0.602984244115	0.606242450865	0.586604412262	0.618337443629	0.594879174964	0.658623817056	0.604672197365	0.614713326424	0.555545591024	0.635137874797	0.638526208786	0.647021630548	0.634384456129	0.605562019588	0.624626869916	0.638275597429	0.630001207106	0.590335512149	0.57698107316	0.611867897682	0.61130604508	0.627028202256	0.582963600332	0.648372590523	0.580669870239	0.630259332074	0.561228879212	0.538965381906	0.557223544097	0.556790519357	0.649695889195	0.540452519851	0.608849792305	0.585512396762	0.587336247994	0.660700199518	0.642204438533	0.582714082372	0.69128547591	0.63932531157	0.555085160723	0.560790765252	0.612000106691	0.600978506984	0.640291054788	0.571012350328	0.526553971971	0.571677187007	0.689299807633	0.59509537551	0.568748039954	0.528770474821	0.570720112794	0.556842802969	0.494860640821	0.575489890561	0.569900032079	0.544100367129	0.508432781901	0.601377705096	0.636451429731	0.645699243688	0.58966707686	0.67178138156	0.561792092003	0.515246683125	0.633114668279	0.569934119689	0.559238026743	0.547706320025	0.544850763623	0.648592736037	0.584746589647	0.562766314111	0.553953850192	0.590982669237	0.546128983121	0.522327798823	0.609458904666	0.619448338933	0.615570581119	0.579026663304	0.657414153685	0.622258125817	0.579614922297	0.616789291402	0.635842646045	0.621565663321	0.614403438875	0.624370189504	0.622213421468	0.630151044598	0.639712222671	0.61183506128	0.602742200485	0.615819690121	0.636053140578	0.658190849865	0.639619530884	0.598703293402	0.635265937183	0.680196581984
CS.178	0.614545221616	0.562694379427	0.57454829993	0.650942795455	0.603521524985	0.622157450099	0.664086434671	0.577974872943	0.720892957108	0.657107098251	0.590928139018	0.621420840868	0.60101961533	0.605482957557	0.640711301753	0.593036059107	0.639592285956	0.557206807453	0.577955291563	0.681462497213	0.64122844591	0.659581785855	0.670690775417	0.667202656324	0.662510130642	0.593261798708	0.630709233746	0.717582139165	0.691261915422	0.605506507401	0.589095630821	0.572830834834	0.597700976364	0.606650125312	0.550788693783	0.597028158913	0.615849662194	0.634257580558	0.651433007911	0.636567852215	0.519239036614	0.66061599636	0.680177088844	0.68409677339	0.570762707039	0	0.566464846508	0.620418617401	0.586981581786	0.657666545269	0.630238051502	0.545436191996	0.573812582405	0.61868299801	0.55023023754	0.560063496078	0.561939581343	0.59894560125	0.568218551563	0.559914759193	0.553913353655	0.680413609669	0.619459424461	0.57922782338	0.578271247452	0.587993445291	0.565452602294	0.58533206218	0.557754705515	0.571126204554	0.545054751696	0.612777455212	0.554592100087	0.617029466369	0.57082960855	0.586526377004	0.618192611847	0.608577803756	0.581846074287	0.579313699118	0.620535582807	0.601936413833	0.604349715307	0.564181793648	0.609972485803	0.597022155918	0.570422697736	0.638939473929	0.589040760746	0.601118007153	0.576825898438	0.65412840304	0.624359700957	0.598245644537	0.603968532857	0.595198194447	0.660602501262	0.623136219053	0.612185705129	0.592082001936	0.55668892506	0.624773978473	0.661299957364	0.614838798668	0.664583042989	0.655448970719	0.56369755131	0.582509696451	0.613505208277	0.64801497681	0.662333311079	0.658371709809	0.539108089094	0.630455362478	0.706006761109	0.560990474403	0.61736349293	0.562590380461	0.526613293283	0.537800384268	0.555653214322	0.671104583792	0.644301086141	0.607802789819	0.567697885001	0.612356560628	0.634400462887	0.70332192715	0.635985084335	0.725119987793	0.626419486413	0.603317341339	0.624025318666	0.613582778838	0.569138773424	0.598255121358	0.587761537009	0.679420683777	0.61715827937	0.581621731429	0.540625712951	0.603208747792	0.559854253811	0.555863202099	0.553659639595	0.594511221316	0.577978282719	0.588060201685	0.637234851958	0.600757147389	0.604468514238	0.583190168804	0.582778434137	0.580842245171	0.647037206293	0.576882249167	0.606741756962	0.557705874071	0.591639241377	0.567379228267	0.54366864396	0.598522601423	0.60615590421	0.613463357612	0.597048490941	0.560134820633	0.613252178301	0.615623318103
CS.348	0.603822274213	0.565064555089	0.610878557907	0.653036746794	0.637522466341	0.662770196832	0.701689954593	0.579211069991	0.705901598761	0.644520790178	0.593973063542	0.600800318121	0.608271919801	0.621268593738	0.646849690559	0.610376617318	0.625070791695	0.589476134049	0.563637503698	0.677670377276	0.599445877445	0.711379781187	0.619912452602	0.62318066196	0.69154427128	0.592153645781	0.647306322215	0.741045102432	0.686040928422	0.564784943886	0.557840130136	0.611770889177	0.612779551241	0.569916846269	0.56117935961	0.580313141888	0.603044691221	0.587984595732	0.683072913975	0.623122669166	0.51850057953	0.646658446815	0.655553885137	0.66243410154	0.559124208934	0.566464846508	0	0.55952056759	0.563477414658	0.683121081242	0.605328962834	0.483907546391	0.500765205238	0.6400865525	0.528930844935	0.58467676924	0.532394976746	0.643282809732	0.534539372106	0.490888678618	0.605519288451	0.71965285382	0.634259383204	0.542144587111	0.577211417262	0.593877191467	0.572704079991	0.629374073997	0.592227371238	0.590527252049	0.570814555621	0.671946544736	0.591448434817	0.561084083898	0.599834484526	0.59001203455	0.618832927686	0.625679667689	0.607847178428	0.570194863412	0.633789129943	0.625379810193	0.624607291217	0.563133988651	0.59648796281	0.629180036845	0.602956737433	0.588553161002	0.537401048917	0.625367801141	0.58960033373	0.679567810426	0.623235917098	0.604293944958	0.578501842509	0.586056504836	0.706556446768	0.608331110182	0.617453123746	0.620867466392	0.591761546499	0.686631349795	0.66480691354	0.624129043147	0.725450082757	0.657594535469	0.524824471492	0.584624627765	0.621377799108	0.621033943615	0.702017551952	0.653853172124	0.563332701158	0.615559182796	0.7193521999	0.612583758546	0.617965473549	0.551920692322	0.574006844184	0.559408262977	0.505682543755	0.653409858063	0.617341388797	0.574228143864	0.552655784028	0.64349711297	0.658994901184	0.68953781447	0.622788692082	0.722920994617	0.631311395788	0.610648919013	0.653770926421	0.548912244392	0.553789510139	0.549428123055	0.51067671212	0.693342383409	0.595028562107	0.550841667576	0.515354164266	0.623780158185	0.505388450306	0.549440726036	0.61003353215	0.618864686976	0.591108156731	0.589441235189	0.662629687853	0.668515052003	0.593189163544	0.622976820471	0.634553468068	0.626411312271	0.61858620813	0.629254526841	0.646781364915	0.600040884286	0.626563127267	0.602774233074	0.620007420884	0.630791318572	0.639737490046	0.694834731935	0.647033175043	0.605414430725	0.650773413927	0.689980226209
CS.147	0.643536248104	0.643900155678	0.616939527822	0.625095818803	0.661172718842	0.690471711933	0.673774444846	0.618624917544	0.721932519848	0.684138392878	0.549221613689	0.676552600617	0.662580882956	0.66990029022	0.638657428699	0.639085703807	0.680292800856	0.626208692778	0.555736156909	0.594119927913	0.548071658145	0.668983254762	0.563328352866	0.627793964761	0.656579910898	0.529694918796	0.670190920188	0.649739816121	0.594207393738	0.669044780418	0.480804526923	0.559798016002	0.647323029438	0.473771774746	0.617103788518	0.563600094838	0.598004296234	0.509210889594	0.607048047375	0.548799639965	0.580386179182	0.528469150911	0.65332186354	0.583494043193	0.568380242013	0.620418617401	0.55952056759	0	0.501800145764	0.56694934439	0.559447134903	0.499126420735	0.517274828275	0.567204582222	0.520863577653	0.543194822952	0.545223786546	0.51465109525	0.482800841268	0.533288497343	0.653861447243	0.690304834631	0.66673707219	0.587677412587	0.652528268627	0.648294203458	0.583990370634	0.609329139995	0.63682193114	0.641520559728	0.59146630611	0.578541287905	0.606803935843	0.681539163081	0.607804844868	0.694817906016	0.704219586883	0.690982965932	0.660249760713	0.649634130316	0.688091407787	0.652887227646	0.69806236579	0.63412007271	0.639557944873	0.629138576286	0.628975995474	0.687231387045	0.594862783652	0.693513072752	0.623127495627	0.643961460503	0.66872262707	0.621009156561	0.644762405872	0.663308498599	0.632901701622	0.587039855712	0.62699417533	0.616018630169	0.641455948217	0.684310283641	0.711998392985	0.621796942873	0.682122983643	0.657320739191	0.607668244088	0.50629572087	0.508499954732	0.571681078319	0.602924646184	0.581134158187	0.568160285187	0.614190210768	0.653541674604	0.654418359546	0.582030553106	0.513810262703	0.567432127218	0.526268137587	0.564199515591	0.573622239636	0.603612548331	0.493751645263	0.508268321765	0.540712302734	0.574235411692	0.552774161102	0.513891172051	0.636738056466	0.592936268801	0.583211319913	0.625070373314	0.504378723901	0.506508306733	0.48010724909	0.509681908413	0.572667181189	0.529489176708	0.531410143949	0.558182633471	0.638590083775	0.526378668899	0.513433041631	0.664879671673	0.673463877077	0.661100795084	0.624333817932	0.607627903188	0.63804320367	0.657241628873	0.625863009605	0.655447385521	0.641931234573	0.55342687253	0.597372959226	0.642726328599	0.603510135993	0.611061162198	0.634872795163	0.63633443912	0.668229417845	0.639320152769	0.684026037714	0.654185198682	0.62615798276	0.690998264036	0.680410066725
CS.256	0.612335028066	0.637339265557	0.629434785727	0.603756399223	0.667526566011	0.685941102076	0.699665339932	0.622929417514	0.735538454313	0.672887166235	0.566503467455	0.669136255634	0.669685900364	0.661719424046	0.645972699052	0.64848894477	0.658599729925	0.623629309724	0.577732391046	0.596230821638	0.582921150407	0.698811730978	0.572199915936	0.639398962189	0.662248213891	0.504735701075	0.6656930415	0.683232655893	0.62604998593	0.658711943148	0.501264324366	0.588722371339	0.633012846267	0.537631198048	0.597439978301	0.572940959002	0.618684957859	0.531858564394	0.624294471614	0.54631413856	0.56491629721	0.546723656898	0.656246889406	0.633387847725	0.539093745794	0.586981581786	0.563477414658	0.501800145764	0	0.578650796305	0.576477376661	0.480466985683	0.516367452567	0.563277787937	0.500925314374	0.568025055059	0.548958826232	0.506403181559	0.544004004676	0.528828161146	0.654667618833	0.72902715219	0.668187556445	0.58611005054	0.656297230423	0.660192480697	0.597571757867	0.629431765377	0.644481537812	0.61406846559	0.573853134192	0.626049896332	0.640087546727	0.669711429241	0.614959324219	0.679802223072	0.66987354621	0.695029323468	0.662358799209	0.646073379072	0.682486929736	0.664992020491	0.663718602262	0.626365464585	0.62568015496	0.622206130367	0.617453038602	0.680092356511	0.615374829014	0.671596787226	0.617508877496	0.676044545438	0.674305606931	0.636211057967	0.635167175188	0.665207069435	0.674609981047	0.560621828121	0.624077035494	0.639143118872	0.641055556699	0.687032333876	0.700840811511	0.628519970833	0.717674914849	0.677595220666	0.614877482354	0.514521481768	0.563967523572	0.576457627311	0.647717934827	0.597008128407	0.538469406109	0.620889457641	0.637038500177	0.669887129686	0.584849137189	0.509062251729	0.574793419086	0.539036256247	0.533441375096	0.616092135689	0.605960774678	0.492973570269	0.460873556658	0.60591594499	0.636757561399	0.556146359455	0.520422889526	0.650323386338	0.630204285918	0.587736730593	0.651125265264	0.50701495131	0.512317909698	0.545218833357	0.499586824418	0.619387853315	0.551717882608	0.528125027212	0.554888579114	0.606388400648	0.481626556839	0.487194664725	0.657754624821	0.679731666656	0.677241951296	0.617945564273	0.635339948386	0.646896926423	0.655451481125	0.639357241798	0.665304487273	0.63809994805	0.55047699425	0.624817603437	0.665031946951	0.613625705443	0.633149846571	0.639673475539	0.65374406502	0.657639259291	0.676616861884	0.67288801982	0.643079055144	0.624181145998	0.686680126073	0.681035197519
CS.386	0.663280897818	0.688117584807	0.648238221193	0.56330761894	0.715736094873	0.735711963407	0.726171971366	0.665053400095	0.69203183873	0.711584821749	0.577787024799	0.698330395713	0.691879223145	0.714025187124	0.669129183683	0.686182890782	0.705749658834	0.693122432715	0.630077778183	0.620230434441	0.634107810812	0.705327925037	0.620436376607	0.663212414251	0.656313357214	0.57236925924	0.688818709183	0.649678089825	0.604901486691	0.696495304511	0.582539859757	0.626367339294	0.702550309116	0.608893772806	0.683334088373	0.6600464945	0.677588102435	0.616242354413	0.615123864711	0.597054136789	0.66651615454	0.61442279234	0.677243119256	0.642888753144	0.646100592838	0.657666545269	0.683121081242	0.56694934439	0.578650796305	0	0.623626066649	0.610990480616	0.642978367607	0.5731275802	0.615546457028	0.598623119435	0.613267384051	0.513624556036	0.587593865991	0.617405340822	0.704011454998	0.712316248355	0.672527522499	0.650472520368	0.71411242312	0.682740658528	0.671320529024	0.685471909868	0.675794032757	0.706104768015	0.679758841106	0.630474978809	0.700062808138	0.696348288153	0.649171643349	0.735966279457	0.727344194381	0.741933941663	0.713682372415	0.703511236194	0.744330670081	0.688832695731	0.730800706767	0.687353638714	0.683265598099	0.684270381875	0.702220334993	0.719653858024	0.667202310927	0.738290894342	0.673327773324	0.684480208398	0.715837000216	0.669883521379	0.686829558388	0.719282237996	0.658327928519	0.614277622525	0.666225959532	0.694203702849	0.682440547578	0.703819036298	0.738060734526	0.680207429731	0.695223265525	0.65121709534	0.678986451032	0.5771134339	0.576157522309	0.594825533666	0.675093657655	0.640124793798	0.589838539978	0.637586456785	0.592047701981	0.699352124665	0.638914593117	0.592608086219	0.667259823241	0.62322498122	0.647989338826	0.61223965331	0.634058998716	0.604691729908	0.609301683158	0.635820656898	0.641546396582	0.586770067515	0.567309055271	0.641041402303	0.652283985477	0.634627468564	0.649862394692	0.604762268029	0.602717345716	0.589024764891	0.594047451552	0.587154953572	0.580239494061	0.560387776971	0.658435569875	0.659386247596	0.609374961235	0.593806806199	0.714668244198	0.707343559427	0.72319263122	0.679024578074	0.632903761322	0.682626476499	0.68416934252	0.661934864943	0.706129230722	0.702845109026	0.628879847093	0.654504591198	0.697638385481	0.651766664444	0.681121822273	0.699183229136	0.68373968252	0.717780601851	0.69169554834	0.688864268194	0.709498623536	0.679320659954	0.732915056744	0.700527117326
CS.369	0.657017674837	0.743128702745	0.690361953636	0.689448663976	0.76679167656	0.785473788529	0.731101878123	0.693797283305	0.700698312755	0.730640882304	0.681239483291	0.701184253991	0.70783091667	0.769965886015	0.669519061732	0.692343642179	0.721466200037	0.721360572208	0.604036998423	0.611739520499	0.592310945524	0.676290586207	0.621903569577	0.60594739735	0.659256331444	0.614139097962	0.703895193731	0.645403042077	0.605751535296	0.671495986168	0.595887364137	0.650659132788	0.721063318991	0.583191203692	0.656383692532	0.59681921216	0.605841429958	0.593833055882	0.618795490006	0.609330291392	0.679279627982	0.626278784381	0.643340187216	0.630097853748	0.6088558002	0.630238051502	0.605328962834	0.559447134903	0.576477376661	0.623626066649	0	0.563594221137	0.5776813438	0.520523466048	0.566826862797	0.574256401535	0.574021469073	0.607102827481	0.588850775236	0.575884106209	0.744583045688	0.682597990721	0.696443421435	0.665039769291	0.731224690386	0.730993609337	0.679265422388	0.727635346894	0.726237232901	0.733029512229	0.680823872937	0.638310692144	0.705738348185	0.724689507472	0.609028366337	0.752792988145	0.751332955369	0.740529325302	0.763447139063	0.739856547769	0.774816279612	0.734825567902	0.773588012022	0.717876053846	0.710450708727	0.744061507884	0.718222296523	0.736006628276	0.686623816319	0.775502208953	0.699408674984	0.712255289447	0.753994072594	0.66159540126	0.687982550193	0.700231972969	0.666082546049	0.615978161296	0.678289201289	0.704657893614	0.725814949462	0.768793951057	0.776221584017	0.704440940648	0.735277836749	0.621998389453	0.635702102744	0.613072750772	0.625165684816	0.614379011349	0.674219553559	0.630568926038	0.624018983183	0.633605474738	0.691493770019	0.741714816391	0.634420755565	0.599992392413	0.622979049894	0.619260166644	0.628329942315	0.569175576774	0.626207418926	0.578907300966	0.612377859161	0.609028116138	0.665536812033	0.619661288706	0.65229982255	0.652897077732	0.613779496597	0.579149439339	0.679843656613	0.613091992725	0.555872123114	0.612995178475	0.613282784398	0.577576525754	0.619425265067	0.589762532084	0.656371528152	0.630352041252	0.584384029472	0.516691492543	0.74780874948	0.754681043319	0.755994059843	0.725222163461	0.622428476551	0.739750877484	0.703618046909	0.717447352188	0.749679567255	0.74601462812	0.671075387242	0.721889223262	0.735312447895	0.683566629565	0.724854738975	0.74295016787	0.727728318939	0.755841743175	0.73579254385	0.774530357296	0.760384429037	0.738414138849	0.764741489328	0.767625315392
CS.323	0.619650916204	0.599551028499	0.615667082771	0.640632675747	0.642269973076	0.67689599835	0.697057002491	0.584132774777	0.7546039116	0.669255165928	0.55654488458	0.634459123043	0.6522940409	0.646941198934	0.652399435472	0.628030321654	0.669243771531	0.578797711503	0.529392472329	0.63696000443	0.581120980087	0.687527096291	0.592888940365	0.610187398846	0.679794395686	0.547714017632	0.670835656626	0.706405542619	0.635369478451	0.618864447883	0.50040051622	0.545000596261	0.606102001107	0.513982706488	0.550079904992	0.546325581568	0.608752806452	0.514641308279	0.651638624631	0.537793994684	0.520021364912	0.536318532739	0.645203113426	0.623644216146	0.534544402675	0.545436191996	0.483907546391	0.499126420735	0.480466985683	0.610990480616	0.563594221137	0	0.385125453301	0.583685120451	0.465055323569	0.535668614079	0.459154304747	0.543129046582	0.493141283641	0.407877006861	0.597152305005	0.722737561468	0.659775073629	0.514560319823	0.598686412533	0.618547768175	0.531110539498	0.606348250117	0.608770806229	0.577006831881	0.530781228709	0.627533754381	0.556499552589	0.646075724786	0.571342151379	0.643576600784	0.661109409517	0.643027646493	0.612023039469	0.600431511703	0.653081126904	0.610256289767	0.644616024425	0.576706393104	0.620904337816	0.614009707294	0.590833129254	0.637185473032	0.557032967447	0.656813218418	0.568762162683	0.671608697234	0.658772828643	0.620769108958	0.630841432915	0.614794843612	0.679992111063	0.595824729886	0.621542559864	0.627724532416	0.597047865132	0.689549343534	0.713205582659	0.628384598131	0.719418264525	0.642798181165	0.544364864598	0.513549584173	0.538751291466	0.581174834976	0.672131211334	0.623450968946	0.57126846486	0.622874601341	0.692393160277	0.630772833046	0.593623719963	0.485318065782	0.537403324941	0.496543694954	0.466175105027	0.615729157491	0.614494959468	0.47376824118	0.488268199236	0.582907763515	0.601163426993	0.617992528519	0.522684054679	0.680744741963	0.617996216531	0.610531135056	0.653450791529	0.458512542355	0.467356280031	0.518722478041	0.465209545333	0.647450541808	0.560841243221	0.483431428835	0.473894699235	0.59416325946	0.455206122149	0.482655681273	0.610566244563	0.649141590314	0.618244578785	0.588316748783	0.629210410906	0.637729117662	0.632706589365	0.608924501696	0.63093612478	0.622773425963	0.551386795329	0.582895771358	0.633282332932	0.568926874384	0.613590523136	0.597612262824	0.610347842897	0.629444800511	0.656835430223	0.686256772866	0.643593569629	0.573797788047	0.667990771191	0.682339370494
CS.385	0.628321441104	0.642754857581	0.630291931837	0.665053998903	0.661692639237	0.704842100459	0.697260427558	0.581643135433	0.739988401873	0.683758924307	0.585213986376	0.631723906979	0.640403213388	0.676175358319	0.661695952784	0.632025577293	0.66205563043	0.610766608559	0.539880557125	0.665343853063	0.586687511037	0.683344083408	0.596136910849	0.622332966833	0.672748272891	0.589225635115	0.667690649662	0.70452665	0.647960140241	0.595492250248	0.51995755405	0.572754158318	0.623487815807	0.559992381416	0.56973227786	0.535536646105	0.60900501775	0.537679167174	0.661734183527	0.554429763801	0.549090606434	0.580831065539	0.639656001078	0.63721434104	0.540593748726	0.573812582405	0.500765205238	0.517274828275	0.516367452567	0.642978367607	0.5776813438	0.385125453301	0	0.593259782298	0.49213280632	0.538650424367	0.467507750513	0.580528940837	0.508401953947	0.446706479079	0.618491494239	0.718092261011	0.64167919106	0.554151485775	0.618833846166	0.641748905968	0.560837201037	0.631894581345	0.626879421204	0.610513702886	0.573652230716	0.638625434164	0.569539060541	0.642834677866	0.560158480673	0.658499916787	0.667667421371	0.639330210672	0.636542297496	0.612224068543	0.667605825346	0.649257729515	0.671641506021	0.603473939559	0.631309153709	0.629428744022	0.6193941926	0.652123826574	0.588072165046	0.670532724566	0.589980277762	0.669303166442	0.671986334738	0.622194092548	0.62777146602	0.615464960884	0.6780944441	0.60607554362	0.626412041289	0.642708925342	0.620774969255	0.697603419	0.709287525016	0.636406456081	0.72247856248	0.632265325975	0.551088187356	0.526858819307	0.570621578199	0.585874457345	0.6643049069	0.611930163954	0.579417383586	0.619783823177	0.694384888577	0.645736833185	0.608116504761	0.487699568699	0.552684465441	0.524629157283	0.470134441557	0.610003346956	0.625231401596	0.504809819393	0.517530969357	0.589231225851	0.628379792188	0.640803345225	0.564655885719	0.686264256152	0.60093981914	0.602130647501	0.661000583357	0.487500252952	0.500395612468	0.534810250252	0.510999399254	0.654321541616	0.584326476583	0.493858406596	0.501059846312	0.589533356503	0.471719041576	0.50530254807	0.636115533733	0.649458397297	0.646138223829	0.621284545961	0.651903914551	0.659272852987	0.637613446695	0.638468857005	0.655964690521	0.653873071311	0.595296915414	0.614271084668	0.660665430647	0.598793353559	0.635897919645	0.621848319753	0.63127148673	0.649359195165	0.68404420977	0.713782905394	0.677146127039	0.61579713254	0.683551572102	0.706918645207
CS.183	0.653436634021	0.737150772867	0.68939438457	0.642472842789	0.762719119872	0.766436870091	0.715709210008	0.712057698756	0.735871994772	0.73670031594	0.662331494579	0.719482745668	0.709142104297	0.762900913484	0.68285612965	0.705359273349	0.741893641382	0.721069207153	0.60991718063	0.580122872564	0.589375623471	0.656082234812	0.566498042756	0.635779111727	0.685170275324	0.588340965504	0.714795350136	0.620297101787	0.562515288504	0.701045435163	0.566036622524	0.612578362002	0.705048992714	0.548175079804	0.67868692002	0.612961871298	0.628044505139	0.55149993204	0.611905245732	0.579335016591	0.660727288477	0.591258773491	0.667640299913	0.630080825607	0.600979940479	0.61868299801	0.6400865525	0.567204582222	0.563277787937	0.5731275802	0.520523466048	0.583685120451	0.593259782298	0	0.58003460881	0.569435641422	0.574332652262	0.549074154508	0.546305010637	0.591853823491	0.713704375409	0.697544486256	0.708901892929	0.659017155532	0.741331528418	0.732142467049	0.670581100209	0.703356472467	0.716638881447	0.715008489681	0.680350912753	0.63325274979	0.702623649024	0.739503062091	0.639791126504	0.762929199598	0.754263349789	0.737507364212	0.762465033705	0.743628244035	0.784559244196	0.734906189444	0.771768768585	0.736874551617	0.714174858873	0.736772886102	0.70686201744	0.756521740746	0.700660233991	0.779026360263	0.682373057046	0.698258931188	0.758470836284	0.677945643681	0.705958829858	0.706559254392	0.689305861277	0.613017464457	0.685426892674	0.709675634634	0.709965056868	0.749716628547	0.768738122096	0.701909866746	0.717333760771	0.652924795175	0.637238375719	0.55648835263	0.580340341788	0.583652330662	0.642512279933	0.602683893278	0.625996714897	0.642471982611	0.643537625254	0.729467153899	0.632518511148	0.568100083684	0.642252208717	0.597907781116	0.613030780276	0.539765612627	0.62426827052	0.546844060706	0.582575425757	0.596564574642	0.677269223189	0.600507522217	0.582381565239	0.563378279114	0.637174370625	0.589453655615	0.674663151866	0.572910996171	0.541073809012	0.607485272742	0.561585737174	0.577001367933	0.602697243166	0.573072906784	0.645193205634	0.630856458135	0.55134318734	0.560974164664	0.734730607931	0.750632153822	0.750746378109	0.712128218034	0.635614537929	0.71404396268	0.705405738207	0.700013671418	0.709702206891	0.721715427775	0.633284029545	0.679701515668	0.72884181732	0.67953443513	0.682380641943	0.731526270762	0.721768853308	0.763421609475	0.735704357451	0.739026423726	0.756658020101	0.7189869363	0.781420574871	0.752905049991
CS.181	0.599912939757	0.615404201146	0.612065678124	0.6411865235	0.650601217526	0.680689374552	0.681304633077	0.61236598997	0.719256652158	0.666733727468	0.558441285176	0.633573691732	0.630530480126	0.643882235798	0.634320092019	0.618997956216	0.641629595362	0.598381068739	0.558371629073	0.646853866613	0.588253770365	0.688173822439	0.594358455278	0.623545557211	0.668102233665	0.571415831963	0.655022884572	0.69740234103	0.628392200954	0.614315662505	0.514223849193	0.5776475367	0.627329057247	0.534425271689	0.571305940509	0.552410901412	0.603990596792	0.531011030339	0.635134960915	0.565688938563	0.554247800749	0.559411996193	0.654724620059	0.636218016544	0.537724431742	0.55023023754	0.528930844935	0.520863577653	0.500925314374	0.615546457028	0.566826862797	0.465055323569	0.49213280632	0.58003460881	0	0.549772263423	0.522393191527	0.538908166086	0.520219322183	0.465733216242	0.613688182414	0.723529655271	0.643329001429	0.570028156353	0.619039544429	0.62399114664	0.569240861486	0.615950109432	0.6236737038	0.606474953841	0.571338140136	0.64105736039	0.595624221042	0.644636941243	0.568900478458	0.665733861367	0.673380954489	0.664090318861	0.628731285537	0.618729131605	0.653422562492	0.642333267239	0.640504371514	0.594166452481	0.619033329229	0.609453079064	0.615784874798	0.659023073889	0.600437023623	0.648215053612	0.603911072572	0.648229051703	0.653463463508	0.600103359872	0.608664266669	0.599574231859	0.675345161657	0.581047360745	0.633952176208	0.62157459477	0.616935127028	0.656128817872	0.686828793857	0.614468039013	0.699227839152	0.629095351396	0.56568972317	0.546381125882	0.566962267811	0.604881073434	0.650374219144	0.618563991187	0.570385408666	0.613890262426	0.652846857454	0.614693838158	0.583614965776	0.502300487134	0.547794584398	0.533578039545	0.52020280033	0.608306596432	0.606001291567	0.514205490984	0.500878028876	0.592274580056	0.639570929532	0.617682854665	0.561413932053	0.68003224931	0.593108891978	0.584056059237	0.681169318872	0.516156343001	0.494638339656	0.5396925943	0.521636610817	0.644884281628	0.574790836638	0.483986518414	0.521634321104	0.593418712635	0.511390288569	0.505277095534	0.634614346638	0.648757012336	0.629592903697	0.604091374301	0.64024133935	0.646677755827	0.611901418657	0.614663123843	0.638062460292	0.639717717028	0.603497465653	0.617287708626	0.62920382979	0.594989559273	0.624634697919	0.609830054332	0.620884958704	0.627086390727	0.648503601553	0.678210182492	0.63895637594	0.602047301129	0.670233869924	0.663422824912
