L.005.M1	CS.280	CS.263	CS.005	L.035.M1	CS.017	CS.293	L.025.M1	CS.259	CS.092	CS.086	CS.059	CS.098	CS.022	L.008.M1	CS.058	CS.050	CS.229	CS.388	CS.154	CS.042	CS.117	CS.382	CS.066	CS.287	CS.155	CS.149	CS.381	CS.360	CS.371.1	CS.302	CS.203	CS.232	CS.205	CS.213	CS.128	CS.125	CS.292	CS.376	CS.041	CS.236	CS.375	CS.374	CS.282	CS.378	CS.148	CS.359	CS.147	CS.214	CS.372	CS.129	CS.268	CS.385	CS.254	CS.166	CS.389	CS.369	CS.183	CS.349	CS.395	T.CS.082	T.CS.079	T.CS.085	T.CS.056	T.CS.016	T.CS.004	T.CS.071	T.CS.028	T.CS.001	T.CS.019	T.CS.067	T.CS.029	T.CS.052	T.CS.007	T.CS.025	T.CS.105	T.CS.134	T.CS.100	T.CS.092	T.CS.106	T.CS.144	T.CS.104	T.CS.153	T.CS.102	T.CS.112	T.CS.108	T.CS.116	T.CS.128	T.CS.147	T.CS.117	CS.246	CS.238	CS.241	CS.088	CS.356	CS.242	CS.103	CS.015	CS.237	CS.087	L.024.M1	L.034.M1	CS.082	CS.085	CS.006	CS.304	CS.191	CS.347.0	CS.336	CS.308.0	CS.228	CS.274	CS.338	CS.330	CS.165	CS.387	CS.187	CS.212	CS.233	CS.188	CS.361	CS.343	CS.285	CS.158	CS.320	CS.223	CS.319	CS.339	CS.322	CS.331	CS.112	CS.227	CS.163	CS.202	CS.080	CS.390	CS.262	CS.370	CS.145	CS.326	CS.255	CS.270	CS.253	CS.393	T.CS.061	TFS.020	T.CS.026	TFS.022	T.CS.064	TFS.025	T.CS.031	T.CS.066	T.CS.045	TFS.021	T.CS.008	TFS.027	T.CS.036	T.CS.049	T.CS.055	T.CS.157	T.CS.141	T.CS.152	T.CS.095	T.CS.158	T.CS.142	T.CS.151	T.CS.109	T.CS.166
CS.372	0.682837467657	0.655362750828	0.611208985765	0.67070362158	0.56269209447	0.663404901101	0.669756511644	0.705609808856	0.63963334045	0.649225190029	0.670021003699	0.614034609298	0.656219396809	0.602758052962	0.586014842902	0.550050702447	0.683593667461	0.544022420548	0.690769620632	0.677663605529	0.615804223891	0.641072466944	0.548581193874	0.690344473147	0.530974415244	0.54683390114	0.512098206205	0.534420667508	0.534105586086	0.566980005819	0.620900344835	0.629636514073	0.583664019298	0.583188711583	0.527116968101	0.484023929146	0.49709921419	0.567810699943	0.499226032499	0.589116644994	0.629298614597	0.580148427837	0.556102924514	0.53338972458	0.642111696549	0.538188988436	0.621624384711	0.510892384458	0.530389217369	0	0.566031808121	0.518550526358	0.440364194985	0.456566323725	0.494379372383	0.501203901483	0.577762851903	0.570125610092	0.457512272489	0.482664966445	0.650204176453	0.567056919923	0.60859024171	0.670832469607	0.566953123375	0.597456769329	0.603622388575	0.549104049843	0.608012776796	0.636106941643	0.628945290563	0.565026902763	0.582850963642	0.598500666757	0.587681431082	0.678624867871	0.628378250535	0.655146773144	0.655114941848	0.668788015718	0.638783315323	0.655754133249	0.661800893755	0.681908894559	0.583025801775	0.669262257301	0.64641823019	0.574218349592	0.6690556165	0.621826771392	0.605675837031	0.626210056593	0.656278051574	0.717093175144	0.696527735957	0.598267709104	0.618271557872	0.681248941876	0.591950864904	0.666297039455	0.690323932197	0.61921417593	0.63268770288	0.633141961481	0.650841558098	0.626879639113	0.627031311879	0.619388139272	0.562258809319	0.630341418441	0.620430065287	0.581775179959	0.539223608622	0.522409691804	0.652554248529	0.522807864158	0.51878044386	0.633602924352	0.666965045691	0.599985841374	0.60689669303	0.532358061111	0.610961025179	0.603613104229	0.487700566294	0.476599524337	0.486716450708	0.634737484518	0.524564921218	0.513484225204	0.585340822557	0.673440063072	0.631208542831	0.654861232569	0.591937423024	0.484251901936	0.546074047157	0.444749209866	0.516577611455	0.530436678053	0.479032194551	0.46856897816	0.640802779645	0.590869672415	0.578141547982	0.639740761316	0.646246518832	0.636683479865	0.59789650604	0.602902883296	0.620512378296	0.644419379215	0.657464583074	0.656349673312	0.62546251145	0.643355422572	0.651525730165	0.586827087519	0.611489048495	0.670283806344	0.678499074336	0.629624874306	0.679180638299	0.622762669578	0.6725491951	0.642597175341	0.65479648907	0.608283710876
CS.129	0.638789429835	0.600981538607	0.554901123592	0.590098344385	0.524037767155	0.618640819644	0.613538956846	0.635859639263	0.598696583839	0.587057602609	0.602492048767	0.599875445983	0.6090026056	0.611096617092	0.604424211844	0.548105443817	0.611417682125	0.60697084198	0.694152730475	0.7204180314	0.62607273728	0.56960054679	0.56372883831	0.611233463928	0.557752538235	0.613670964071	0.558845346053	0.567914180709	0.589766249668	0.578083241809	0.682610993412	0.615187925265	0.559150737885	0.630350209605	0.60854307873	0.562248678543	0.58837707282	0.576651183771	0.586733567552	0.613745431038	0.664610101541	0.576887938453	0.592107650892	0.623947337214	0.642469314924	0.561797320764	0.624371114082	0.572373942419	0.578597437648	0.566031808121	0	0.556420811031	0.573715400965	0.531484614695	0.56927849945	0.586999605077	0.637505646212	0.635881359639	0.552374079817	0.565299715985	0.62000487807	0.612825354521	0.617167302095	0.615007812445	0.60353297126	0.6007294995	0.603453878033	0.58856458359	0.637633014429	0.564110354001	0.593936631487	0.574061565912	0.645497963566	0.619822196404	0.573056821138	0.633124066314	0.595534690853	0.600598537032	0.633170195968	0.61989997834	0.613416321164	0.603498047707	0.58949526695	0.614768883831	0.585641179485	0.609047284284	0.57633437232	0.597049237835	0.622665125961	0.584061278632	0.570662547212	0.587235897614	0.635032846655	0.661396451102	0.680402121899	0.566897975567	0.579567062544	0.663977145921	0.582666313826	0.587139400195	0.631104961579	0.578169536356	0.579841356432	0.552656058036	0.566046980153	0.643283963225	0.617765559979	0.62549822296	0.596264066083	0.648198175416	0.562174641078	0.605078903794	0.528323668395	0.574040822761	0.661746703297	0.539304894993	0.559459326412	0.63353772931	0.572194378127	0.644706173092	0.620561978658	0.589592740711	0.665263371145	0.588810218779	0.538402250294	0.56084349541	0.600426553692	0.633804182661	0.582125726185	0.543815870711	0.590667891314	0.722363045174	0.606069803025	0.640462471979	0.574131493621	0.577351491587	0.577421908054	0.578287942615	0.556528435199	0.57859774893	0.538772709999	0.572067232604	0.645947991899	0.612526790626	0.603895478219	0.623313961124	0.653755442023	0.623142704413	0.559493267795	0.626768893423	0.584551584254	0.602152716757	0.609005267942	0.604840952745	0.628791100215	0.612051880079	0.595261658176	0.618683635711	0.588827370231	0.596265052085	0.610375993576	0.594386008583	0.612253881704	0.599825374479	0.617785284488	0.586083342438	0.602997152332	0.608431098536
CS.268	0.722754640557	0.706978549682	0.610484105809	0.665860806574	0.612691259242	0.688385507463	0.718009291363	0.697934593045	0.688265691436	0.650789053279	0.665578584082	0.661242580445	0.699111730981	0.61894292415	0.639320428904	0.56907039035	0.618071956522	0.605134994872	0.721169184011	0.698805335153	0.64204920813	0.648575144033	0.655931965723	0.672404345482	0.586016852517	0.646688120101	0.574156675806	0.58428101777	0.598313401456	0.64959648152	0.686634643901	0.666338394329	0.600699779359	0.65288474936	0.612882172906	0.584211921668	0.586723976197	0.562597236873	0.609888414848	0.605064450454	0.61539522933	0.584721462171	0.605067393673	0.605175400455	0.640698413223	0.53826239539	0.667344821757	0.584666822445	0.5712428579	0.518550526358	0.556420811031	0	0.514268876833	0.53051952325	0.540270983943	0.591870507596	0.579157095608	0.580572479267	0.537430677542	0.542702070432	0.654771397673	0.644579068884	0.670290369677	0.672811546277	0.633856101215	0.652613980687	0.670822326877	0.656730482628	0.653671619644	0.610208897642	0.651687117597	0.559654831615	0.643550806967	0.674345096641	0.634130921105	0.673173470344	0.686587684892	0.670943308785	0.679305950155	0.703400388208	0.689912818529	0.688089590929	0.665959199641	0.702635789697	0.64596990027	0.700155033689	0.641369162859	0.636864652275	0.709837480914	0.673311930078	0.62062423742	0.656041112225	0.717292207592	0.72123739121	0.719373293731	0.650276809028	0.614048990819	0.725203793517	0.570984206063	0.669078124424	0.701015641304	0.643421363362	0.643956066115	0.622177503554	0.657764459985	0.648517831817	0.676699581333	0.62619986711	0.615917223252	0.663410292415	0.589735544199	0.616348264366	0.548007099855	0.589061651835	0.668641363442	0.606060525165	0.575176721886	0.692118863457	0.644829395588	0.646730874531	0.635766086074	0.590307889386	0.621345441959	0.607948343578	0.560885254562	0.56838320734	0.601375608485	0.675760296512	0.580350588417	0.58025738361	0.589624910505	0.699495562951	0.61521400144	0.670183948213	0.593642361431	0.528166467934	0.628355202624	0.543072070911	0.594600435529	0.595643651086	0.556684633892	0.531902404614	0.643208505064	0.602714629878	0.650368608901	0.691096289738	0.665928323571	0.690317970177	0.636645483577	0.675169000696	0.656017790212	0.6705432146	0.686051902677	0.670096991273	0.703427143586	0.69780242655	0.639634406706	0.662823114674	0.649340947735	0.675800168772	0.714857477688	0.679526922064	0.708223112912	0.674153639716	0.731278299254	0.701130679036	0.682358064789	0.66864803397
CS.385	0.704842100459	0.676175358319	0.581643135433	0.657496716398	0.585213986376	0.683758924307	0.695199702888	0.714714073853	0.660916616498	0.639650532032	0.667501983125	0.622994555675	0.656857172632	0.612116136341	0.611240634702	0.539880557125	0.672748272891	0.559898066959	0.683344083408	0.70452665	0.626210965374	0.663027870043	0.580735773478	0.692184112219	0.530753685658	0.568286855094	0.52863083005	0.527859297113	0.544066405327	0.608103510646	0.63721434104	0.623487815807	0.56973227786	0.580831065539	0.571417392074	0.504704617311	0.51995755405	0.540593748726	0.559992381416	0.60900501775	0.639656001078	0.572754158318	0.554429763801	0.537679167174	0.661734183527	0.59771962413	0.618469486509	0.517274828275	0.538650424367	0.440364194985	0.573715400965	0.514268876833	0	0.473548324751	0.504584653374	0.508401953947	0.5776813438	0.593259782298	0.446706479079	0.467507750513	0.64047155	0.599206826938	0.603509925165	0.689007049614	0.561071487203	0.582165141913	0.610513702886	0.582822570682	0.628579630596	0.601881479186	0.61584588674	0.560158480673	0.578166402807	0.631367661558	0.564326989985	0.654731107912	0.649257729515	0.667667421371	0.639330210672	0.670532724566	0.664539456719	0.658499916787	0.660857323517	0.672214816488	0.618573197637	0.671641506021	0.645424352959	0.588072165046	0.667605825346	0.629428744022	0.589980277762	0.636406456081	0.671986334738	0.72247856248	0.6780944441	0.620774969255	0.622194092548	0.709287525016	0.587829756	0.669303166442	0.697603419	0.626412041289	0.615464960884	0.62777146602	0.642708925342	0.632265325975	0.645736833185	0.611930163954	0.552684465441	0.62324315048	0.619783823177	0.570621578199	0.519210797875	0.526858819307	0.6643049069	0.524629157283	0.487699568699	0.63782790122	0.665045664646	0.614831197123	0.589231225851	0.564655885719	0.610003346956	0.625231401596	0.517530969357	0.500395612468	0.487500252952	0.628379792188	0.53588714877	0.470134441557	0.602130647501	0.686264256152	0.60093981914	0.661000583357	0.585931551837	0.493858406596	0.584326476583	0.471719041576	0.501059846312	0.534810250252	0.510999399254	0.50530254807	0.654321541616	0.589533356503	0.598793353559	0.646138223829	0.651903914551	0.636115533733	0.621284545961	0.614271084668	0.638468857005	0.649458397297	0.660665430647	0.659272852987	0.635897919645	0.653873071311	0.637613446695	0.595296915414	0.635998378147	0.68404420977	0.713782905394	0.63127148673	0.683551572102	0.621848319753	0.706918645207	0.677146127039	0.649359195165	0.61579713254
CS.254	0.701113207025	0.671656590594	0.621559531315	0.665122506984	0.567029257795	0.681957413265	0.679487215908	0.710570729006	0.642491771328	0.668657771033	0.670567084692	0.62828319214	0.672919000575	0.604253019289	0.605361189111	0.553711489417	0.676607872986	0.54261964908	0.67635944602	0.674841371203	0.638166476438	0.65521215517	0.571382332665	0.689815300756	0.493631685923	0.567248746933	0.5165898651	0.543025295524	0.542779621121	0.58466864476	0.619699189448	0.626569420211	0.590784754742	0.582192972507	0.556005613868	0.511052630505	0.482853098764	0.534843443638	0.512665318812	0.591023174039	0.651295789287	0.564666180182	0.540963196312	0.524299280625	0.638565050877	0.55020220141	0.620375864154	0.487955571469	0.53959537623	0.456566323725	0.531484614695	0.53051952325	0.473548324751	0	0.493156337636	0.489518608783	0.573898814778	0.525404579031	0.475837075502	0.469168967491	0.653867518497	0.55170213228	0.611844803493	0.685490072111	0.559689333897	0.58828381629	0.614686986881	0.593880159962	0.61155727775	0.598092541198	0.625185529773	0.568255166524	0.596829010464	0.607219911396	0.615326404095	0.693328681498	0.647297211349	0.665780661495	0.662789571949	0.688243661346	0.679075894288	0.666415930415	0.673285228167	0.68517569183	0.612946390355	0.675755193599	0.665541133117	0.611483129993	0.693099268144	0.643768201952	0.603994185352	0.631842733164	0.686856313931	0.708066463909	0.65572157365	0.609134752369	0.623665725939	0.727764312317	0.583327803439	0.666520739588	0.686220150958	0.6133474534	0.625384112282	0.628918280108	0.639012116758	0.632868797379	0.642444952299	0.592750221947	0.567945067046	0.627714307926	0.613611172246	0.547326845213	0.527516423249	0.512468933123	0.635588954464	0.529456252212	0.497944284057	0.602477197395	0.655915858148	0.59598789981	0.584614868049	0.537414136833	0.614881568138	0.614747716765	0.505988594788	0.474907510038	0.512834481736	0.621238756343	0.498252180146	0.493632465879	0.584395408073	0.659765245672	0.624858894758	0.668168078637	0.602678292159	0.503816612274	0.528231306156	0.462152640021	0.493763076709	0.526706137363	0.503060266544	0.481828575693	0.622540610998	0.562772724129	0.591828304351	0.653937261092	0.619203683594	0.640877773634	0.612294356781	0.607227999478	0.617998376008	0.677266287438	0.660127659772	0.643193284871	0.617809014315	0.644353209197	0.645179198521	0.579815680791	0.642048531493	0.67085174825	0.678007641873	0.608429664265	0.689816138755	0.629669913078	0.676190418016	0.662591822641	0.666293378394	0.606158172293
CS.166	0.735598026088	0.706826340424	0.641916174827	0.696405418836	0.588391387789	0.695507232658	0.711846386881	0.731534244706	0.665184696727	0.677152690038	0.702784163104	0.65535170189	0.692169160514	0.642166226961	0.633432704616	0.556133594764	0.671431439501	0.579409084393	0.687796736914	0.70434818931	0.675327314228	0.653489879441	0.621778629201	0.688360726391	0.528386001435	0.614588059843	0.538431112838	0.573219225511	0.530417460612	0.596422596464	0.649055062402	0.658533872987	0.608472178976	0.605172611144	0.59473476237	0.566239238749	0.559767759655	0.566938711309	0.574632578737	0.611348030752	0.671090560276	0.613206436576	0.603702550131	0.542786184878	0.661415747549	0.531715555994	0.649060374141	0.5535937385	0.560562926655	0.494379372383	0.56927849945	0.540270983943	0.504584653374	0.493156337636	0	0.546691522932	0.562648361493	0.544413524128	0.446812259239	0.500099467383	0.695031855848	0.587958779883	0.65855207563	0.698675666083	0.596565149472	0.61445292506	0.656303212179	0.618713835036	0.624022954982	0.626987624325	0.669514572454	0.592312525334	0.583939917164	0.632759193806	0.613968917662	0.704010671334	0.671799130649	0.697995184917	0.683983748183	0.715444685971	0.692887341528	0.701793286647	0.694602962246	0.727362628279	0.648984351746	0.707466616123	0.682360549464	0.644212145967	0.710790714499	0.679488456872	0.640544866472	0.67542873369	0.701494711344	0.733640437671	0.71671248093	0.657045535672	0.642532235157	0.73088318461	0.621206382819	0.691512244926	0.718356900459	0.659899161077	0.649740361916	0.659908417471	0.681501857173	0.643046514224	0.669062875787	0.634870698375	0.588922699462	0.651554293749	0.62951035229	0.578549873086	0.561480657573	0.572271394369	0.66815847594	0.578726580439	0.538745317013	0.6618462897	0.687761531114	0.633789204177	0.625245080341	0.595085955567	0.624458197751	0.637605325549	0.544984211365	0.5190476826	0.538810595249	0.645173338367	0.537927203324	0.548239717003	0.604450805568	0.690465822532	0.652778658026	0.665291486462	0.621367373627	0.482673391972	0.575393524827	0.495039186838	0.564693146165	0.568247029743	0.558995745217	0.503320525275	0.620087428749	0.606937238439	0.624333441643	0.686029506051	0.629481817861	0.681466694626	0.645780739077	0.656090446741	0.665653668136	0.695712681242	0.672566931398	0.685684259796	0.662376054352	0.68494115742	0.682202813514	0.627609153964	0.676124640548	0.706681034766	0.724841533041	0.681110751494	0.709204314921	0.67733478346	0.712993358477	0.684720655456	0.699996078441	0.671722930058
CS.389	0.704104460495	0.686220476512	0.605329786387	0.654562436581	0.532698244769	0.678874460107	0.68093108186	0.698023354322	0.649682017536	0.654730354141	0.6655109071	0.619871269081	0.665461920099	0.61083889927	0.571492100217	0.554009283002	0.666611386337	0.546518997256	0.658287983947	0.655536404695	0.611859123149	0.640756896335	0.581414394371	0.673766058111	0.533163230686	0.563476912643	0.507842629928	0.573175235476	0.556622646912	0.598160261411	0.558518834466	0.636840667907	0.608333551423	0.559620972746	0.545328685507	0.57251179249	0.469515069868	0.57056433975	0.494583165903	0.610253955472	0.65697860528	0.555245527361	0.555785231034	0.523762015913	0.604371564004	0.569830433497	0.55016207043	0.482800841268	0.535394776943	0.501203901483	0.586999605077	0.591870507596	0.508401953947	0.489518608783	0.546691522932	0	0.588850775236	0.546305010637	0.515314352056	0.539239744297	0.641636557327	0.529567182438	0.616073365931	0.673963921922	0.55416748693	0.590311827822	0.63223420053	0.59008693043	0.594279176368	0.606905278489	0.606541167549	0.594763545417	0.572383050126	0.550440605492	0.594635150698	0.685606421802	0.638439280637	0.686997606764	0.681957826385	0.690121432743	0.670500030149	0.668321468292	0.670498886544	0.678365311922	0.614718220525	0.688240702167	0.631535359826	0.599109273683	0.69210426577	0.652955119801	0.620209948001	0.617237790649	0.670188556683	0.699608412557	0.633739530959	0.621701559883	0.618364454478	0.702669869927	0.578804861984	0.63063419263	0.664475364011	0.645345915235	0.635796254197	0.63320794841	0.634182082649	0.628152519178	0.636381137758	0.578677996688	0.562663150905	0.585274362771	0.626981388242	0.505324699832	0.565532094803	0.501939845153	0.61076451749	0.52946351481	0.515593723847	0.582934952285	0.662485847221	0.575847064353	0.582973615046	0.544239494025	0.577167797969	0.606631869272	0.522832273026	0.495123984982	0.523978989084	0.596993049552	0.539952603272	0.544319856219	0.583490582497	0.648776219054	0.60396165764	0.621927844789	0.585464095484	0.516118760385	0.559272475109	0.531843922003	0.547306699602	0.525907542085	0.513306965749	0.526114038089	0.581222305507	0.638966246268	0.580769270863	0.642022669224	0.587406322585	0.657835986369	0.631068710284	0.590339447444	0.623020819627	0.663785877177	0.634594295042	0.646210659465	0.615993218	0.659944358457	0.634543087109	0.576957842678	0.641454962145	0.663098826875	0.681426866568	0.59347158441	0.706777233314	0.626204419623	0.666593940017	0.680093808352	0.666023061397	0.612599291105
CS.369	0.785473788529	0.769965886015	0.693797283305	0.736426032152	0.681239483291	0.730640882304	0.773653437685	0.737100210593	0.74459764694	0.707620483077	0.730577168744	0.711289355814	0.763173594251	0.638540376299	0.666565747061	0.604036998423	0.659256331444	0.607953696205	0.676290586207	0.645403042077	0.673492685764	0.711733752225	0.691602137293	0.709682459922	0.564829122721	0.694851504934	0.581299152738	0.654785305184	0.613781221869	0.653409997959	0.630097853748	0.721063318991	0.656383692532	0.626278784381	0.593378764052	0.638097019305	0.595887364137	0.6088558002	0.583191203692	0.605841429958	0.643340187216	0.650659132788	0.609330291392	0.593833055882	0.618795490006	0.560089743196	0.590029600213	0.559447134903	0.574256401535	0.577762851903	0.637505646212	0.579157095608	0.5776813438	0.573898814778	0.562648361493	0.588850775236	0	0.520523466048	0.575884106209	0.574021469073	0.744321355947	0.610945204287	0.714757404457	0.684099481812	0.663682061884	0.700175382642	0.733029512229	0.687992527607	0.611982577611	0.648928292342	0.717349799574	0.609028366337	0.628523585811	0.674913336259	0.708003936195	0.753423727992	0.734825567902	0.751332955369	0.740529325302	0.775502208953	0.759232181763	0.752792988145	0.73684924403	0.773398307417	0.708523870799	0.773588012022	0.688260485223	0.686623816319	0.774816279612	0.744061507884	0.699408674984	0.704440940648	0.753994072594	0.735277836749	0.666082546049	0.725814949462	0.66159540126	0.776221584017	0.58792330511	0.712255289447	0.768793951057	0.678289201289	0.700231972969	0.687982550193	0.704657893614	0.621998389453	0.741714816391	0.630568926038	0.622979049894	0.623864991516	0.633605474738	0.625165684816	0.617379315414	0.613072750772	0.674219553559	0.619260166644	0.599992392413	0.657448805333	0.691300177579	0.648901542801	0.609028116138	0.65229982255	0.569175576774	0.626207418926	0.612377859161	0.555872123114	0.613091992725	0.665536812033	0.552631301905	0.628329942315	0.579149439339	0.652897077732	0.613779496597	0.679843656613	0.641869395079	0.589762532084	0.619425265067	0.584384029472	0.656371528152	0.612995178475	0.613282784398	0.516691492543	0.577576525754	0.630352041252	0.683566629565	0.755994059843	0.622428476551	0.74780874948	0.725222163461	0.721889223262	0.717447352188	0.754681043319	0.735312447895	0.739750877484	0.724854738975	0.74601462812	0.703618046909	0.671075387242	0.726948126932	0.73579254385	0.774530357296	0.727728318939	0.764741489328	0.74295016787	0.767625315392	0.760384429037	0.755841743175	0.738414138849
CS.183	0.766436870091	0.762900913484	0.712057698756	0.745878871215	0.662331494579	0.73670031594	0.766702101871	0.734640152357	0.730516164689	0.735375067333	0.740566528964	0.727110530148	0.757410251188	0.645308023248	0.650804785279	0.60991718063	0.685170275324	0.596413374108	0.656082234812	0.620297101787	0.667539861401	0.711404734858	0.679075907076	0.725595326098	0.569657327204	0.68076371044	0.593218899564	0.656991382574	0.596490216805	0.64670703043	0.630080825607	0.705048992714	0.67868692002	0.591258773491	0.59381656703	0.61709477676	0.566036622524	0.600979940479	0.548175079804	0.628044505139	0.667640299913	0.612578362002	0.579335016591	0.55149993204	0.611905245732	0.54103755722	0.615928187566	0.567204582222	0.569435641422	0.570125610092	0.635881359639	0.580572479267	0.593259782298	0.525404579031	0.544413524128	0.546305010637	0.520523466048	0	0.591853823491	0.574332652262	0.71671431595	0.576347769672	0.706304286748	0.697462747998	0.663970534624	0.682084745571	0.715008489681	0.681769268687	0.617426758329	0.650318400893	0.711880595103	0.639791126504	0.636572206145	0.657360585174	0.694491495113	0.75745525859	0.734906189444	0.754263349789	0.737507364212	0.779026360263	0.749377025633	0.762929199598	0.753393401142	0.772347093201	0.697333566765	0.771768768585	0.712132172863	0.700660233991	0.784559244196	0.736772886102	0.682373057046	0.701909866746	0.758470836284	0.717333760771	0.689305861277	0.709965056868	0.677945643681	0.768738122096	0.572321787377	0.698258931188	0.749716628547	0.685426892674	0.706559254392	0.705958829858	0.709675634634	0.652924795175	0.729467153899	0.602683893278	0.642252208717	0.617244534893	0.642471982611	0.580340341788	0.611859006052	0.55648835263	0.642512279933	0.597907781116	0.568100083684	0.657311170602	0.711721371417	0.623928014789	0.596564574642	0.582381565239	0.539765612627	0.62426827052	0.582575425757	0.541073809012	0.572910996171	0.677269223189	0.508273359135	0.613030780276	0.589453655615	0.563378279114	0.637174370625	0.674663151866	0.63737684609	0.573072906784	0.602697243166	0.55134318734	0.645193205634	0.607485272742	0.561585737174	0.560974164664	0.577001367933	0.630856458135	0.67953443513	0.750746378109	0.635614537929	0.734730607931	0.712128218034	0.679701515668	0.700013671418	0.750632153822	0.72884181732	0.71404396268	0.682380641943	0.721715427775	0.705405738207	0.633284029545	0.72058519023	0.735704357451	0.739026423726	0.721768853308	0.781420574871	0.731526270762	0.752905049991	0.756658020101	0.763421609475	0.7189869363
CS.349	0.673476808581	0.661795399528	0.574479033504	0.643773346338	0.541462048113	0.66574605727	0.673628871517	0.705578112434	0.620563707102	0.626331686427	0.653002263742	0.608603159493	0.633741244986	0.624116834871	0.595297912668	0.534261088222	0.668600700609	0.538582372413	0.706702994433	0.71315402802	0.656467568245	0.638175347672	0.573399040995	0.66435187443	0.511802436377	0.546592806022	0.509123060536	0.511675242313	0.515606917933	0.571302828056	0.660601599926	0.594951815008	0.561085319011	0.598581825474	0.600366563216	0.521904131311	0.541710097131	0.555876273075	0.544363629892	0.603293235785	0.666017701358	0.576949281329	0.568774206525	0.555229118132	0.657767967742	0.543171808225	0.633533785551	0.533288497343	0.560470515262	0.457512272489	0.552374079817	0.537430677542	0.446706479079	0.475837075502	0.446812259239	0.515314352056	0.575884106209	0.591853823491	0	0.481484235148	0.629140762199	0.579761512266	0.586878066719	0.660301761669	0.533508255384	0.550560808172	0.579460037966	0.552233971482	0.620180758011	0.607391211108	0.603963493412	0.567956642172	0.536749693471	0.607662908593	0.554368115189	0.664600553913	0.633803862689	0.636782433299	0.636757653917	0.64800901575	0.641156935332	0.640645918243	0.640195172206	0.674805479385	0.591782520569	0.642435646723	0.640775272967	0.587799302937	0.658605258525	0.635947785207	0.594994773666	0.629825886301	0.664188636155	0.715883439471	0.695877067227	0.597270123632	0.614842581734	0.699959033277	0.601320073618	0.671993830117	0.686500844496	0.621137093855	0.612533308511	0.610266740254	0.639744692092	0.638314502352	0.618613750696	0.623794193485	0.541650060407	0.63767952416	0.599957187193	0.574329951317	0.52080838193	0.533323130663	0.674640834022	0.504050429508	0.516336574197	0.651883049835	0.650952749061	0.602798016056	0.616246886555	0.564063633054	0.633965909301	0.620855757114	0.501095913675	0.496859728011	0.489014263044	0.624165048638	0.542859707029	0.503967011196	0.613795991525	0.700489664087	0.618901195218	0.659433818936	0.571530635889	0.471916737426	0.545079640115	0.462065228699	0.48938233888	0.52869293421	0.489862803435	0.49744317128	0.653541813663	0.590358402437	0.583117682653	0.621781402892	0.635754196888	0.606197031661	0.570716132052	0.607314887068	0.610548892943	0.647088039166	0.63933938517	0.629209896771	0.61894296031	0.625805491087	0.621808910997	0.583831098247	0.625324480499	0.668241460377	0.685290887458	0.62548336296	0.665947954969	0.610865038763	0.674105874307	0.649338771917	0.633971031646	0.622237062479
CS.395	0.6989052353	0.661849988245	0.583308627615	0.651058558233	0.60017539342	0.666953199544	0.676662297419	0.711761457097	0.640587610573	0.627876388492	0.656357623891	0.609119911478	0.647579101368	0.627090506348	0.649827562998	0.537553426263	0.635715911742	0.574884993575	0.709306813446	0.689704103798	0.647143411628	0.641416481789	0.614516544199	0.668132433761	0.523000493559	0.591191235904	0.542844545929	0.547994800745	0.557146782388	0.600720486016	0.668443193061	0.642977017328	0.570923874149	0.638565133657	0.572443672045	0.538458231544	0.582942890373	0.545637900652	0.585255203686	0.601133643426	0.640491492647	0.580881595719	0.576316693716	0.589911004514	0.642763117029	0.584492383255	0.645520728794	0.545223786546	0.558217422823	0.482664966445	0.565299715985	0.542702070432	0.467507750513	0.469168967491	0.500099467383	0.539239744297	0.574021469073	0.574332652262	0.481484235148	0	0.65120633381	0.592891473713	0.637657290373	0.672193613556	0.580484100489	0.608935845694	0.625106892423	0.599259056887	0.643673755463	0.614908591164	0.632797262511	0.545466994987	0.606920115709	0.649977401409	0.599072707527	0.642102177707	0.6465685293	0.667669525627	0.644493136373	0.686439704887	0.667120841716	0.657593346275	0.648008876551	0.692093885777	0.631584033355	0.670835465957	0.628285990495	0.582418127349	0.677418983	0.653193558298	0.598564541417	0.64678639951	0.658933797992	0.72209360855	0.688356563904	0.603556101904	0.599287310641	0.700717804991	0.587143058393	0.684166906891	0.711818482634	0.639193640335	0.608027956731	0.608684945513	0.642831643993	0.631030588517	0.646786990653	0.636840864018	0.578067675796	0.60775249815	0.59831033629	0.591876759881	0.51895610307	0.549353887946	0.691376395498	0.576946322599	0.533581290895	0.659172331601	0.647658569649	0.61090668214	0.605868953348	0.575457274977	0.654744353207	0.617335405702	0.537235813435	0.512002225836	0.539006652597	0.644444846133	0.553376112034	0.502517213267	0.580761872955	0.704730926395	0.614585024132	0.663210199527	0.593618585237	0.531098443486	0.578589561595	0.495582747062	0.538535670263	0.55142258372	0.520106574349	0.530598628826	0.644548091794	0.574730713229	0.614896824934	0.645803656992	0.650240597961	0.627373931964	0.620958244843	0.643162702455	0.630228522802	0.66365957439	0.656161105064	0.656894197356	0.654761319813	0.661067521667	0.63701256944	0.616498188215	0.649328288984	0.669051868924	0.698926569169	0.623600466438	0.683398673359	0.639109799103	0.709636789197	0.665797002835	0.655139588394	0.614366575927
