CS.007	CS.104	L.005.M1	CS.028	L.002.M1	CS.001	CS.021	CS.295	CS.098	CS.199	L.031.M1	CS.257	CS.101	L.022.M1	CS.017	CS.230	CS.335	CS.269	CS.377	CS.360	CS.137	CS.381	CS.040	CS.153	CS.290	CS.064	CS.122	CS.117	CS.371.1	CS.063	CS.232	CS.136	CS.224	CS.302	CS.292	CS.203	CS.378	CS.125	CS.375	CS.128	CS.205	CS.282	CS.041	CS.213	CS.126	CS.214	CS.369	CS.386	CS.177	CS.372	CS.182	CS.323	CS.268	CS.348	CS.147	CS.385	CS.254	CS.148	CS.183	CS.129	T.CS.048	TFS.023	T.CS.076	T.CS.007	T.CS.072	T.CS.019	T.CS.016	T.CS.034	T.CS.062	T.CS.020	T.CS.059	TFS.024	T.CS.003	T.CS.024	T.CS.025	T.CS.108	T.CS.130	T.CS.125	T.CS.134	T.CS.117	T.CS.147	T.CS.110	T.CS.100	T.CS.129	T.CS.102	T.CS.106	T.CS.111	T.CS.132	T.CS.144	T.CS.161	CS.088	CS.006	CS.087	L.024.M1	CS.356	CS.238	L.034.M1	CS.246	CS.082	CS.237	CS.085	CS.015	CS.110	CS.241	CS.242	CS.364	CS.113	CS.233	CS.187	CS.189	CS.212	CS.150	CS.191	CS.207	CS.336	CS.044	CS.330	CS.325	CS.308.0	CS.164	CS.319	CS.339	CS.331	CS.112	CS.080	CS.285	CS.158	CS.223	CS.321	CS.318	CS.343	CS.320	CS.361	CS.163	CS.202	CS.145	CS.370	CS.253	CS.326	CS.262	CS.270	CS.390	CS.255	CS.393	TFS.021	T.CS.031	T.CS.061	T.CS.036	TFS.027	T.CS.008	T.CS.049	TFS.020	TFS.025	T.CS.045	T.CS.064	T.CS.043	TFS.022	T.CS.026	T.CS.055	T.CS.109	T.CS.166	T.CS.152	T.CS.142	T.CS.158	T.CS.141	T.CS.151	T.CS.095	T.CS.157
CS.369	0.727971421239	0.704303854667	0.785473788529	0.70046337447	0.689448663976	0.722290235907	0.65460099371	0.669678400533	0.763173594251	0.696026936732	0.700718599015	0.705579161521	0.765897504552	0.764207737108	0.730640882304	0.608272038016	0.611739520499	0.648958537141	0.554715876416	0.613781221869	0.694068885198	0.654785305184	0.708573156847	0.656190750973	0.606732423197	0.671495986168	0.729725284104	0.711733752225	0.653409997959	0.60594739735	0.656383692532	0.59681921216	0.661026182424	0.630097853748	0.6088558002	0.721063318991	0.618795490006	0.595887364137	0.650659132788	0.638097019305	0.626278784381	0.593833055882	0.605841429958	0.593378764052	0.679279627982	0.574256401535	0	0.623626066649	0.607102827481	0.577762851903	0.595568366411	0.563594221137	0.579157095608	0.605328962834	0.559447134903	0.5776813438	0.573898814778	0.560089743196	0.520523466048	0.637505646212	0.718037131839	0.72424358308	0.665039769291	0.674913336259	0.71010962404	0.648928292342	0.663682061884	0.744583045688	0.726237232901	0.764287200666	0.696443421435	0.727635346894	0.765419275599	0.677924145092	0.708003936195	0.773588012022	0.717876053846	0.698327129598	0.734825567902	0.744061507884	0.774816279612	0.739119464356	0.751332955369	0.7290453493	0.773398307417	0.775502208953	0.76026486207	0.75026675984	0.759232181763	0.710450708727	0.735277836749	0.704657893614	0.712255289447	0.768793951057	0.666082546049	0.704440940648	0.678289201289	0.699408674984	0.700231972969	0.58792330511	0.687982550193	0.776221584017	0.615978161296	0.753994072594	0.725814949462	0.566294150546	0.724590928515	0.691300177579	0.599992392413	0.634420755565	0.657448805333	0.624018983183	0.741714816391	0.614379011349	0.622979049894	0.717714675221	0.613072750772	0.691493770019	0.623864991516	0.663824927512	0.613091992725	0.665536812033	0.628329942315	0.579149439339	0.641869395079	0.569175576774	0.626207418926	0.555872123114	0.741076804526	0.578907300966	0.65229982255	0.612377859161	0.609028116138	0.613779496597	0.679843656613	0.656371528152	0.584384029472	0.577576525754	0.612995178475	0.619425265067	0.516691492543	0.589762532084	0.613282784398	0.630352041252	0.739750877484	0.717447352188	0.683566629565	0.703618046909	0.74601462812	0.724854738975	0.671075387242	0.755994059843	0.721889223262	0.735312447895	0.725222163461	0.749679567255	0.74780874948	0.622428476551	0.726948126932	0.755841743175	0.738414138849	0.727728318939	0.767625315392	0.74295016787	0.774530357296	0.760384429037	0.764741489328	0.73579254385
CS.386	0.680693140355	0.682645818609	0.735711963407	0.700870477755	0.56330761894	0.724581191937	0.666066641105	0.683313446549	0.731274548492	0.690894071041	0.700742306593	0.682017432252	0.727828324483	0.723148177573	0.711584821749	0.652869364565	0.620230434441	0.649215568507	0.63949584718	0.644661967258	0.685556956224	0.668559342469	0.709016918126	0.681271988418	0.585776348449	0.696495304511	0.701461073313	0.678179680578	0.632096958467	0.663212414251	0.683334088373	0.6600464945	0.587195940878	0.642888753144	0.646100592838	0.702550309116	0.615123864711	0.582539859757	0.626367339294	0.648402509459	0.61442279234	0.616242354413	0.677588102435	0.584045002813	0.66651615454	0.598623119435	0.623626066649	0	0.513624556036	0.598761767475	0.625471001307	0.610990480616	0.583992627835	0.683121081242	0.56694934439	0.642978367607	0.598483206934	0.565348699365	0.5731275802	0.602361261912	0.660137798845	0.673908213552	0.650472520368	0.631238271743	0.703536930454	0.652637253402	0.657807123181	0.704011454998	0.675794032757	0.733131490643	0.672527522499	0.685471909868	0.711156661834	0.675059096044	0.654060272955	0.730800706767	0.687353638714	0.665480747043	0.688832695731	0.684270381875	0.744330670081	0.701167412855	0.727344194381	0.719920888014	0.717849377182	0.738290894342	0.681469511424	0.731475653299	0.705442787343	0.683265598099	0.695223265525	0.694203702849	0.684480208398	0.703819036298	0.658327928519	0.680207429731	0.666225959532	0.673327773324	0.719282237996	0.620883618562	0.686829558388	0.738060734526	0.614277622525	0.715837000216	0.682440547578	0.622071348964	0.678090608737	0.691766072173	0.592608086219	0.638914593117	0.679053546801	0.589838539978	0.699352124665	0.594825533666	0.667259823241	0.664722221321	0.5771134339	0.592047701981	0.652047180986	0.659262009895	0.604762268029	0.641546396582	0.647989338826	0.634627468564	0.636901356075	0.61223965331	0.634058998716	0.602717345716	0.701656054403	0.604691729908	0.567309055271	0.609301683158	0.635820656898	0.652283985477	0.649862394692	0.658435569875	0.609374961235	0.587154953572	0.589024764891	0.580239494061	0.593806806199	0.560387776971	0.594047451552	0.659386247596	0.682626476499	0.661934864943	0.651766664444	0.68416934252	0.702845109026	0.681121822273	0.628879847093	0.72319263122	0.654504591198	0.697638385481	0.679024578074	0.706129230722	0.714668244198	0.632903761322	0.682752401541	0.717780601851	0.679320659954	0.68373968252	0.700527117326	0.699183229136	0.688864268194	0.709498623536	0.732915056744	0.69169554834
CS.177	0.653545177325	0.656798362649	0.713724501397	0.692349204658	0.592205369794	0.714100426761	0.623849873602	0.618791176935	0.701027179807	0.654857803094	0.67165619102	0.675242613766	0.70323142394	0.721093439868	0.701796249829	0.65467201628	0.622180298893	0.64797776865	0.592985912814	0.596284053935	0.663201040876	0.627225795074	0.698822878557	0.660514205525	0.554826873891	0.70392833213	0.703935322714	0.685802768812	0.611762029144	0.664469635664	0.644376584511	0.623138958101	0.595639021725	0.637443693282	0.599351178466	0.669125188853	0.601026893063	0.559106297063	0.564928476358	0.572454696387	0.580381452257	0.59432252775	0.66179328362	0.562827136979	0.590256859298	0.579131830813	0.607102827481	0.513624556036	0	0.547913353803	0.56075553385	0.543129046582	0.581421915558	0.643282809732	0.51465109525	0.580528940837	0.524959148271	0.548442519518	0.549074154508	0.560642218464	0.633319930913	0.621888953597	0.615390914729	0.611741976132	0.653477442983	0.62941088208	0.625177775075	0.668473672539	0.663594387784	0.732056143673	0.680805102825	0.647827625285	0.664674803657	0.634134110736	0.621507155087	0.69959335891	0.641295352202	0.627165643629	0.676061654308	0.653922944231	0.712962596528	0.698968266619	0.700084270177	0.686358992214	0.687344947357	0.712514932459	0.652599132494	0.691197775873	0.692711918367	0.667946944146	0.688391248391	0.662868476298	0.673650329334	0.688275233489	0.641322347666	0.644153459254	0.6589614003	0.641227529992	0.689312962018	0.604293371901	0.678899280616	0.71865193205	0.605129498307	0.699492061821	0.65336497326	0.609691083754	0.671898797397	0.683322895192	0.531659748943	0.617260598171	0.628218837877	0.594861011409	0.690899924708	0.595109892894	0.615387959515	0.653865809668	0.527684280409	0.610298937782	0.640119538324	0.701290073176	0.574188444395	0.613938891063	0.59144043228	0.630620411545	0.616917906119	0.630123681768	0.646934570786	0.538813723194	0.652935854986	0.553226906232	0.526856002195	0.533688770799	0.604661190074	0.639854543668	0.645292066606	0.59831029963	0.56092351759	0.578778643093	0.57344039907	0.541882208481	0.55011875957	0.553057404656	0.536521705478	0.634145907832	0.640530591739	0.653433076428	0.632676897778	0.684428238091	0.670612141599	0.641682690538	0.60529699958	0.693980787372	0.618708757914	0.66002674299	0.64740533283	0.670562209735	0.67599148453	0.646310694586	0.656973713465	0.705391638248	0.645242596956	0.655477688148	0.683203641088	0.668559392051	0.684705601143	0.672583918838	0.713869477581	0.671250060342
CS.372	0.607717177821	0.607561542662	0.682837467657	0.629001881737	0.600187268633	0.63132312904	0.577687597864	0.552720753817	0.656219396809	0.63952679003	0.606951183011	0.66732338331	0.675221876152	0.676445651943	0.663404901101	0.634934373846	0.646117257197	0.67892989635	0.497107799613	0.534105586086	0.553668948377	0.534420667508	0.66199544811	0.607284705011	0.520259271249	0.618335155789	0.687135321316	0.641072466944	0.566980005819	0.633746774064	0.583664019298	0.570089403649	0.661462696934	0.620900344835	0.567810699943	0.629636514073	0.642111696549	0.49709921419	0.580148427837	0.484023929146	0.583188711583	0.53338972458	0.589116644994	0.527116968101	0.538477690209	0.530389217369	0.577762851903	0.598761767475	0.547913353803	0	0.450068026346	0.429270003644	0.518550526358	0.490099279497	0.510892384458	0.440364194985	0.456566323725	0.538188988436	0.570125610092	0.566031808121	0.609427906246	0.630103968352	0.559275254239	0.598500666757	0.600352462675	0.636106941643	0.566953123375	0.621741120779	0.614558460326	0.677154920654	0.656721736133	0.610648042348	0.658537909299	0.554392596992	0.587681431082	0.669262257301	0.59771007045	0.602856438671	0.628378250535	0.621826771392	0.6690556165	0.646720958798	0.655146773144	0.636072075141	0.681908894559	0.668788015718	0.628412033331	0.645523087806	0.638783315323	0.624696409194	0.717093175144	0.650841558098	0.666297039455	0.690323932197	0.696527735957	0.626210056593	0.61921417593	0.605675837031	0.63268770288	0.591950864904	0.633141961481	0.681248941876	0.591910983334	0.656278051574	0.598267709104	0.59882666316	0.64037826615	0.666965045691	0.51878044386	0.627586142458	0.633602924352	0.57006733374	0.627031311879	0.603321628706	0.562258809319	0.621594110019	0.522409691804	0.69861238154	0.630341418441	0.732648621383	0.486716450708	0.634737484518	0.513484225204	0.585340822557	0.591937423024	0.610961025179	0.603613104229	0.476599524337	0.634146343788	0.509211126583	0.532358061111	0.487700566294	0.60689669303	0.631208542831	0.654861232569	0.516577611455	0.444749209866	0.640802779645	0.530436678053	0.546074047157	0.46856897816	0.484251901936	0.479032194551	0.590869672415	0.656349673312	0.620512378296	0.578141547982	0.651525730165	0.643355422572	0.62546251145	0.586827087519	0.639740761316	0.602902883296	0.657464583074	0.59789650604	0.628626687768	0.636683479865	0.646246518832	0.611489048495	0.65479648907	0.608283710876	0.629624874306	0.6725491951	0.622762669578	0.678499074336	0.642597175341	0.679180638299	0.670283806344
CS.182	0.573350389788	0.591763468241	0.641920162799	0.595042279625	0.626083861953	0.592396185804	0.54540483404	0.535641243652	0.60339492013	0.631566675001	0.539240374613	0.646066424678	0.64738175218	0.63024437966	0.646849261636	0.609220930065	0.66686978894	0.680298411073	0.502467493519	0.518411460794	0.520440121001	0.499357998065	0.628523895305	0.56533790786	0.532719992056	0.586357117275	0.621759714694	0.606350831452	0.583077119561	0.603842579771	0.518044528195	0.545912854191	0.678217905404	0.632223022704	0.53167679057	0.610886345803	0.659789183647	0.490262326011	0.56822215083	0.495975608191	0.581237845562	0.536379851773	0.601314267677	0.570059882042	0.47176658191	0.532802079836	0.595568366411	0.625471001307	0.56075553385	0.450068026346	0	0.422433776752	0.546566888312	0.463012859883	0.505430285294	0.472508747524	0.478461918211	0.567979325431	0.619944494796	0.538399109503	0.578141257092	0.58141774001	0.500619057633	0.561599485972	0.537654540834	0.588583389034	0.518431216994	0.582029102896	0.572257628583	0.634766121424	0.636879133024	0.583066208064	0.59648012024	0.527405789565	0.546345932669	0.595508207214	0.546213889873	0.542407047196	0.574847063378	0.577804406844	0.623714082785	0.590881227545	0.62098234792	0.58178847087	0.629381731929	0.609312873443	0.590580392977	0.578023736672	0.60911536464	0.566019024341	0.706710387461	0.600340713359	0.652314146881	0.654604875475	0.664093510399	0.590930783352	0.612005775442	0.546470165252	0.567964279675	0.573533517306	0.577539277151	0.675649610617	0.593703624139	0.617623643221	0.558559283244	0.618510096818	0.616940157018	0.627737847386	0.479561807897	0.578536604534	0.616446972365	0.531295429135	0.590572180482	0.603718120711	0.522288634938	0.591877968973	0.530598411647	0.694966115195	0.624330882288	0.717592913598	0.49902937907	0.623248874457	0.490512011009	0.598013943022	0.576183324903	0.628924832419	0.603041500824	0.472929495732	0.603369191038	0.502840449056	0.552343889806	0.464852144859	0.599260945459	0.608093214058	0.620971826045	0.476348358042	0.494701424197	0.664345000576	0.486753281391	0.56107538419	0.501994129154	0.491042028508	0.495087556571	0.611972662166	0.616827932463	0.592563665464	0.540722781662	0.586190592917	0.596452161087	0.584518356949	0.579206688983	0.585499046059	0.55539073572	0.602331792136	0.541089280975	0.605825545649	0.590320942768	0.622184384256	0.586350414981	0.58648652143	0.541689205299	0.548079399393	0.629734837333	0.553509620577	0.649562880249	0.604357077227	0.628010461394	0.613320819998
CS.323	0.60792283562	0.601399267084	0.67689599835	0.626963047778	0.640632675747	0.608148162964	0.571073621483	0.551165907413	0.656699719792	0.647795501586	0.569604842858	0.681686086323	0.658331319988	0.669787203695	0.669255165928	0.611344473701	0.63696000443	0.676566932887	0.467712239868	0.503840919158	0.559667428858	0.515483739959	0.666163485001	0.610085586799	0.512629569754	0.618864447883	0.669229760575	0.65845979437	0.574570547823	0.610187398846	0.550079904992	0.546325581568	0.676101339965	0.623644216146	0.534544402675	0.606102001107	0.651638624631	0.50040051622	0.545000596261	0.481526501415	0.536318532739	0.514641308279	0.608752806452	0.544239766909	0.520021364912	0.535668614079	0.563594221137	0.610990480616	0.543129046582	0.429270003644	0.422433776752	0	0.538846520155	0.483907546391	0.499126420735	0.385125453301	0.44315447379	0.561963807027	0.583685120451	0.555262221413	0.611437006706	0.590042991314	0.514560319823	0.597992529528	0.574146519378	0.614808345512	0.536197664664	0.597152305005	0.608770806229	0.671605848873	0.659775073629	0.606348250117	0.636895405296	0.543911412978	0.562776771149	0.644616024425	0.576706393104	0.580223755913	0.610256289767	0.614009707294	0.653081126904	0.646727129973	0.661109409517	0.613123292471	0.671431083664	0.656813218418	0.622153351216	0.620876602643	0.649690220589	0.620904337816	0.719418264525	0.627724532416	0.671608697234	0.689549343534	0.679992111063	0.628384598131	0.621542559864	0.568762162683	0.614794843612	0.586575632611	0.630841432915	0.713205582659	0.595824729886	0.658772828643	0.597047865132	0.576781596626	0.648289878366	0.673560897463	0.485318065782	0.593623719963	0.625557205222	0.57126846486	0.630772833046	0.581174834976	0.537403324941	0.612945744948	0.513549584173	0.692393160277	0.646240691661	0.712456001817	0.458512542355	0.601163426993	0.466175105027	0.610531135056	0.583873445806	0.615729157491	0.614494959468	0.467356280031	0.616996617433	0.47376824118	0.522684054679	0.488268199236	0.582907763515	0.617996216531	0.653450791529	0.473894699235	0.455206122149	0.647450541808	0.518722478041	0.560841243221	0.482655681273	0.483431428835	0.465209545333	0.59416325946	0.637729117662	0.608924501696	0.568926874384	0.632706589365	0.622773425963	0.613590523136	0.551386795329	0.618244578785	0.582895771358	0.633282332932	0.588316748783	0.63093612478	0.610566244563	0.629210410906	0.618043342545	0.629444800511	0.573797788047	0.610347842897	0.682339370494	0.597612262824	0.686256772866	0.643593569629	0.667990771191	0.656835430223
CS.268	0.649469552683	0.619770942561	0.722754640557	0.636903419521	0.642334312856	0.65317907594	0.636280192071	0.640391984882	0.699111730981	0.644155031069	0.624266926623	0.64679410016	0.70976606474	0.690232546568	0.688385507463	0.64100259433	0.681294020506	0.700356821669	0.540688561395	0.598313401456	0.664213896539	0.58428101777	0.661007167809	0.608178673557	0.592294358897	0.59029013682	0.656860358405	0.648575144033	0.64959648152	0.574370544911	0.600699779359	0.569108695332	0.690748197721	0.686634643901	0.562597236873	0.666338394329	0.640698413223	0.586723976197	0.584721462171	0.584211921668	0.65288474936	0.605175400455	0.605064450454	0.612882172906	0.623983178501	0.5712428579	0.579157095608	0.583992627835	0.581421915558	0.518550526358	0.546566888312	0.538846520155	0	0.574140768835	0.584666822445	0.514268876833	0.53051952325	0.53826239539	0.580572479267	0.556420811031	0.661818829692	0.659838992088	0.622233680686	0.674345096641	0.633993539468	0.610208897642	0.633856101215	0.664069016754	0.641864192352	0.692660186796	0.630518890692	0.653392482577	0.697190343586	0.633388203169	0.634130921105	0.700155033689	0.652525628639	0.662469276726	0.686587684892	0.673311930078	0.709837480914	0.665539084253	0.670943308785	0.701258199333	0.702635789697	0.703400388208	0.673580583305	0.683577551371	0.689912818529	0.650011065376	0.72123739121	0.657764459985	0.669078124424	0.701015641304	0.719373293731	0.656041112225	0.643421363362	0.62062423742	0.643956066115	0.570984206063	0.622177503554	0.725203793517	0.587187474925	0.717292207592	0.650276809028	0.640530729087	0.692631401409	0.644829395588	0.575176721886	0.631377643635	0.692118863457	0.574474236859	0.676699581333	0.604984541456	0.615917223252	0.651488319905	0.589061651835	0.692783841737	0.663410292415	0.654493659351	0.601375608485	0.675760296512	0.58025738361	0.589624910505	0.593642361431	0.621345441959	0.607948343578	0.56838320734	0.672311123766	0.591997082262	0.590307889386	0.560885254562	0.635766086074	0.61521400144	0.670183948213	0.594600435529	0.543072070911	0.643208505064	0.595643651086	0.628355202624	0.531902404614	0.528166467934	0.556684633892	0.602714629878	0.670096991273	0.656017790212	0.650368608901	0.639634406706	0.69780242655	0.703427143586	0.662823114674	0.691096289738	0.675169000696	0.686051902677	0.636645483577	0.68512824296	0.690317970177	0.665928323571	0.649340947735	0.682358064789	0.66864803397	0.679526922064	0.731278299254	0.674153639716	0.714857477688	0.701130679036	0.708223112912	0.675800168772
CS.348	0.604309544858	0.591308122865	0.662770196832	0.592296506424	0.653036746794	0.563412322756	0.573260596917	0.599644328873	0.594419956199	0.624872416681	0.528207584291	0.671327606894	0.636670472026	0.614746956294	0.644520790178	0.648032084699	0.677670377276	0.695053613731	0.530849681722	0.553197462554	0.550529500476	0.508319100539	0.6245222107	0.589550806477	0.571828542445	0.564784943886	0.646442641491	0.648469994624	0.610168349109	0.62318066196	0.56117935961	0.580313141888	0.715155645704	0.66243410154	0.559124208934	0.612779551241	0.683072913975	0.557840130136	0.611770889177	0.554103426249	0.646658446815	0.587984595732	0.603044691221	0.628656606352	0.51850057953	0.58467676924	0.605328962834	0.683121081242	0.643282809732	0.490099279497	0.463012859883	0.483907546391	0.574140768835	0	0.55952056759	0.500765205238	0.52714165684	0.619067179691	0.6400865525	0.589003985503	0.587337483424	0.643222379801	0.542144587111	0.632388129551	0.558883207292	0.630464666062	0.520379967706	0.605519288451	0.592227371238	0.615764637435	0.634259383204	0.629374073997	0.629569374881	0.565348643588	0.589214815268	0.624607291217	0.563133988651	0.614256707707	0.625379810193	0.629180036845	0.633789129943	0.592419293748	0.618832927686	0.595698182602	0.673563210003	0.625367801141	0.629009170929	0.577327372718	0.625870367021	0.59648796281	0.725450082757	0.620867466392	0.679567810426	0.686631349795	0.706556446768	0.624129043147	0.617453123746	0.58960033373	0.586056504836	0.602913623146	0.578501842509	0.66480691354	0.608331110182	0.623235917098	0.591761546499	0.637910734164	0.658287539309	0.636995473039	0.551920692322	0.617965473549	0.65841460535	0.563332701158	0.612583758546	0.621033943615	0.574006844184	0.636071468649	0.584624627765	0.7193521999	0.657429705455	0.714120258634	0.548912244392	0.658994901184	0.505682543755	0.610648919013	0.592931177155	0.653409858063	0.617341388797	0.553789510139	0.633713747981	0.574228143864	0.622788692082	0.552655784028	0.64349711297	0.631311395788	0.653770926421	0.515354164266	0.505388450306	0.693342383409	0.549428123055	0.595028562107	0.549440726036	0.550841667576	0.51067671212	0.623780158185	0.668515052003	0.622976820471	0.600040884286	0.593189163544	0.626411312271	0.626563127267	0.61858620813	0.591108156731	0.629254526841	0.646781364915	0.589441235189	0.634553468068	0.61003353215	0.662629687853	0.609814490652	0.630791318572	0.605414430725	0.620007420884	0.689980226209	0.602774233074	0.694834731935	0.647033175043	0.650773413927	0.639737490046
CS.147	0.626326783596	0.626867390732	0.690471711933	0.648668196591	0.625095818803	0.665007533604	0.55770158467	0.604779341388	0.687775605937	0.63536701579	0.637054233001	0.677120753673	0.696471874484	0.696976847786	0.684138392878	0.578013922475	0.594119927913	0.616177287768	0.539200805758	0.527359504037	0.607804533407	0.584782552529	0.662244623089	0.637262519608	0.504695286308	0.669044780418	0.673447563983	0.65482115591	0.598744384827	0.627793964761	0.617103788518	0.563600094838	0.637367086596	0.583494043193	0.568380242013	0.647323029438	0.607048047375	0.480804526923	0.559798016002	0.543038749535	0.528469150911	0.509210889594	0.598004296234	0.5008025496	0.580386179182	0.543194822952	0.559447134903	0.56694934439	0.51465109525	0.510892384458	0.505430285294	0.499126420735	0.584666822445	0.55952056759	0	0.517274828275	0.487955571469	0.559586918182	0.567204582222	0.572373942419	0.622819852022	0.606377675636	0.587677412587	0.573890519672	0.633937685376	0.611838571375	0.564692484862	0.653861447243	0.63682193114	0.7080412966	0.66673707219	0.609329139995	0.660914932257	0.595697772666	0.610729266909	0.69806236579	0.63412007271	0.596726702625	0.652887227646	0.629138576286	0.688091407787	0.671171892511	0.704219586883	0.658941501708	0.673036470107	0.693513072752	0.652362220881	0.673134135537	0.66773736887	0.639557944873	0.682122983643	0.616018630169	0.643961460503	0.684310283641	0.632901701622	0.621796942873	0.62699417533	0.623127495627	0.663308498599	0.586602788624	0.644762405872	0.711998392985	0.587039855712	0.66872262707	0.641455948217	0.569469004009	0.654959176045	0.662443692383	0.513810262703	0.582030553106	0.567157944203	0.568160285187	0.654418359546	0.571681078319	0.567432127218	0.618110217571	0.50629572087	0.653541674604	0.593971967035	0.678922911603	0.504378723901	0.574235411692	0.564199515591	0.583211319913	0.577667675045	0.573622239636	0.603612548331	0.506508306733	0.642782123558	0.493751645263	0.513891172051	0.508268321765	0.540712302734	0.592936268801	0.625070373314	0.558182633471	0.526378668899	0.572667181189	0.48010724909	0.529489176708	0.513433041631	0.531410143949	0.509681908413	0.638590083775	0.63804320367	0.625863009605	0.603510135993	0.657241628873	0.641931234573	0.611061162198	0.55342687253	0.661100795084	0.597372959226	0.642726328599	0.624333817932	0.655447385521	0.664879671673	0.607627903188	0.632883843538	0.668229417845	0.62615798276	0.63633443912	0.680410066725	0.634872795163	0.684026037714	0.654185198682	0.690998264036	0.639320152769
CS.385	0.636710964559	0.611095504164	0.704842100459	0.623910233016	0.665053998903	0.614929477718	0.566002368602	0.572953159342	0.656857172632	0.647924099401	0.580967101991	0.675779308509	0.686313771305	0.678645479325	0.683758924307	0.620314329864	0.665343853063	0.673058473595	0.481464513315	0.544066405327	0.588430716838	0.527859297113	0.657153166694	0.600059240655	0.544695029504	0.595492250248	0.669803454327	0.663027870043	0.608103510646	0.622332966833	0.56973227786	0.535536646105	0.690920371217	0.63721434104	0.540593748726	0.623487815807	0.661734183527	0.51995755405	0.572754158318	0.504704617311	0.580831065539	0.537679167174	0.60900501775	0.571417392074	0.549090606434	0.538650424367	0.5776813438	0.642978367607	0.580528940837	0.440364194985	0.472508747524	0.385125453301	0.514268876833	0.500765205238	0.517274828275	0	0.473548324751	0.59771962413	0.593259782298	0.573715400965	0.634672569392	0.618412285554	0.554151485775	0.631367661558	0.587803516962	0.601881479186	0.561071487203	0.618491494239	0.626879421204	0.689741987131	0.64167919106	0.631894581345	0.667010075915	0.579003733827	0.564326989985	0.671641506021	0.603473939559	0.621561636054	0.649257729515	0.629428744022	0.667605825346	0.660888029305	0.667667421371	0.63823468604	0.672214816488	0.670532724566	0.652495340637	0.634879510909	0.664539456719	0.631309153709	0.72247856248	0.642708925342	0.669303166442	0.697603419	0.6780944441	0.636406456081	0.626412041289	0.589980277762	0.615464960884	0.587829756	0.62777146602	0.709287525016	0.60607554362	0.671986334738	0.620774969255	0.56437492933	0.66277539033	0.665045664646	0.487699568699	0.608116504761	0.63782790122	0.579417383586	0.645736833185	0.585874457345	0.552684465441	0.633027488082	0.526858819307	0.694384888577	0.62324315048	0.706276140253	0.487500252952	0.628379792188	0.470134441557	0.602130647501	0.585931551837	0.610003346956	0.625231401596	0.500395612468	0.624064451012	0.504809819393	0.564655885719	0.517530969357	0.589231225851	0.60093981914	0.661000583357	0.501059846312	0.471719041576	0.654321541616	0.534810250252	0.584326476583	0.50530254807	0.493858406596	0.510999399254	0.589533356503	0.659272852987	0.638468857005	0.598793353559	0.637613446695	0.653873071311	0.635897919645	0.595296915414	0.646138223829	0.614271084668	0.660665430647	0.621284545961	0.655964690521	0.636115533733	0.651903914551	0.635998378147	0.649359195165	0.61579713254	0.63127148673	0.706918645207	0.621848319753	0.713782905394	0.677146127039	0.683551572102	0.68404420977
CS.254	0.626027096836	0.623402333309	0.701113207025	0.640704209906	0.620066901835	0.657908238177	0.575114166813	0.578079917546	0.672919000575	0.637623173818	0.605283001455	0.667803169244	0.694591050041	0.690353049928	0.681957413265	0.625758494543	0.612025908405	0.671569565075	0.513907070777	0.542779621121	0.583632223664	0.543025295524	0.668238023497	0.616626630719	0.520632635769	0.639977892728	0.674459686959	0.65521215517	0.58466864476	0.631465465549	0.590784754742	0.569933587274	0.664688608091	0.619699189448	0.534843443638	0.626569420211	0.638565050877	0.482853098764	0.564666180182	0.511052630505	0.582192972507	0.524299280625	0.591023174039	0.556005613868	0.53228749643	0.53959537623	0.573898814778	0.598483206934	0.524959148271	0.456566323725	0.478461918211	0.44315447379	0.53051952325	0.52714165684	0.487955571469	0.473548324751	0	0.55020220141	0.525404579031	0.531484614695	0.635743529688	0.61566617514	0.553134120308	0.607219911396	0.624298926404	0.598092541198	0.559689333897	0.619818593275	0.632854007747	0.711328394821	0.659347848477	0.606111050567	0.656727360408	0.565064190181	0.615326404095	0.675755193599	0.591511675711	0.584652509779	0.647297211349	0.643768201952	0.693099268144	0.656974103308	0.665780661495	0.646524486928	0.68517569183	0.688243661346	0.636250450757	0.646904903658	0.679075894288	0.627034524916	0.708066463909	0.639012116758	0.666520739588	0.686220150958	0.65572157365	0.631842733164	0.6133474534	0.603994185352	0.625384112282	0.583327803439	0.628918280108	0.727764312317	0.577801125026	0.686856313931	0.609134752369	0.606459456024	0.66168316734	0.655915858148	0.497944284057	0.571393265331	0.602477197395	0.56305353352	0.642444952299	0.596588255397	0.567945067046	0.634803098765	0.512468933123	0.674096470732	0.627714307926	0.698313777581	0.512834481736	0.621238756343	0.493632465879	0.584395408073	0.602678292159	0.614881568138	0.614747716765	0.474907510038	0.647965653628	0.499013299466	0.537414136833	0.505988594788	0.584614868049	0.624858894758	0.668168078637	0.493763076709	0.462152640021	0.622540610998	0.526706137363	0.528231306156	0.481828575693	0.503816612274	0.503060266544	0.562772724129	0.643193284871	0.617998376008	0.591828304351	0.645179198521	0.644353209197	0.617809014315	0.579815680791	0.653937261092	0.607227999478	0.660127659772	0.612294356781	0.6598256459	0.640877773634	0.619203683594	0.642048531493	0.666293378394	0.606158172293	0.608429664265	0.676190418016	0.629669913078	0.678007641873	0.662591822641	0.689816138755	0.67085174825
