CS.143	CS.036	CS.005	CS.021	L.004.M1	CS.016	CS.265	L.031.M1	L.005.M1	CS.003	CS.028	CS.098	CS.314	CS.217	CS.281	CS.077	CS.341	CS.115	CS.127	CS.301	CS.117	CS.063	CS.365	CS.373	CS.161	CS.072	CS.367	CS.368	CS.377	CS.381	CS.125	CS.203	CS.224	CS.136	CS.292	CS.374	CS.236	CS.380	CS.128	CS.378	CS.376	CS.302	CS.213	CS.282	CS.205	CS.385	CS.359	CS.166	CS.147	CS.148	CS.183	CS.349	CS.389	CS.372	CS.214	CS.323	CS.182	CS.129	CS.386	CS.395	T.CS.042	T.CS.056	T.CS.012	T.CS.052	T.CS.014	T.CS.024	T.CS.034	T.CS.004	T.CS.048	T.CS.038	T.CS.023	T.CS.041	TFS.023	T.CS.035	TFS.024	T.CS.120	T.CS.139	T.CS.123	T.CS.153	T.CS.160	T.CS.161	T.CS.147	T.CS.117	T.CS.167	T.CS.111	T.CS.180	T.CS.107	T.CS.177	T.CS.098	T.CS.116	CS.085	CS.356	CS.015	CS.237	CS.242	CS.082	CS.103	L.024.M1	CS.088	CS.246	CS.087	CS.238	CS.241	CS.006	CS.110	CS.338	CS.234	CS.078	CS.363	CS.308.0	CS.387	CS.345.0	CS.164	CS.358	CS.189	CS.151	CS.346	CS.325	CS.228	CS.304	CS.320	CS.158	CS.318	CS.321	CS.194	CS.227	CS.361	CS.331	CS.202	CS.112	CS.285	CS.339	CS.152	CS.223	CS.163	CS.270	CS.255	CS.262	CS.390	CS.145	CS.326	CS.253	CS.393	CS.370	TFS.021	T.CS.045	T.CS.064	T.CS.043	T.CS.049	T.CS.026	TFS.022	TFS.027	TFS.025	T.CS.066	T.CS.055	T.CS.036	T.CS.031	TFS.020	T.CS.008	T.CS.109	T.CS.158	T.CS.157	T.CS.152	T.CS.142	T.CS.095	T.CS.166	T.CS.151	T.CS.141
CS.378	0.676179837869	0.66614635508	0.702298640674	0.647843704744	0.715705065848	0.6516505002	0.724382770384	0.688207217129	0.708192684742	0.695550293509	0.663006186937	0.729605400163	0.626201996876	0.696663314325	0.647887617619	0.653245002782	0.631939932139	0.613638980297	0.642625760426	0.699756235743	0.644938244284	0.6227083978	0.665964006251	0.631181176993	0.621050399251	0.699513410817	0.611054121591	0.654247454916	0.652606864758	0.645006041839	0.614279151326	0.6858486823	0.643010901638	0.626516132753	0.629828534639	0.610232820205	0.656506725747	0.68864177977	0.645114199821	0	0.604797653711	0.63344394177	0.5914918817	0.648580839035	0.634356453207	0.661734183527	0.608404301006	0.661415747549	0.607048047375	0.634111470816	0.611905245732	0.657767967742	0.604371564004	0.642111696549	0.611210651875	0.651638624631	0.659789183647	0.642469314924	0.615123864711	0.642763117029	0.691028944671	0.642111048155	0.652788804919	0.673037703262	0.67544983739	0.676108339939	0.683464975997	0.665546839046	0.658667163647	0.70873846599	0.715678613957	0.675619352838	0.670837662283	0.677147013543	0.672211214426	0.685209834863	0.733512472526	0.675221949306	0.696672999507	0.725553840392	0.670706055598	0.718853436933	0.679702165218	0.686827328364	0.682295551307	0.660688960469	0.711993659081	0.699592033084	0.71189961773	0.625035049658	0.667474627777	0.646561001727	0.69912312318	0.60265345383	0.667418755751	0.670803511121	0.644850302759	0.681847729119	0.659267759821	0.662219992538	0.64785790325	0.670714537062	0.705114222158	0.651962485447	0.635822751993	0.636275670558	0.629097873444	0.670438231979	0.604279307388	0.619153679176	0.620137650066	0.623047324067	0.65795951347	0.664323220112	0.634723962825	0.659455855984	0.641379649906	0.670301669259	0.622749439721	0.659978924838	0.620949225525	0.603111810097	0.616230008739	0.643486654301	0.656431325666	0.645587286975	0.613331990916	0.650475135353	0.631785460831	0.583448174296	0.616866170739	0.618560314429	0.678896000163	0.629549520518	0.589537489956	0.621300259198	0.628781090926	0.619752591543	0.636840500413	0.67103232461	0.609051332234	0.511180193812	0.643984076462	0.650667515088	0.674798769864	0.675698106272	0.684054719092	0.683325401867	0.661108002457	0.660847537252	0.707741106323	0.702671971568	0.667279417054	0.699367540171	0.694981154016	0.64504869069	0.655883364406	0.710897239102	0.673698410203	0.711517231602	0.695801311311	0.666034351298	0.664948491803	0.694991866464	0.725185964899	0.685539564965	0.694781824144	0.675027226461
CS.376	0.609236318858	0.583726390107	0.687984403573	0.525609261062	0.689321270151	0.615957443602	0.696822014035	0.612397676664	0.685877483267	0.691124247433	0.655877670264	0.68774603669	0.633718042181	0.677614598685	0.62917641436	0.619752876011	0.53702144693	0.602429334204	0.536283581152	0.561900819041	0.64860925697	0.599725006695	0.64061489568	0.534818098148	0.520531465483	0.636533346428	0.566323118835	0.58885591084	0.544429335685	0.580311703718	0.481226515523	0.621151562607	0.623918310103	0.555571850293	0.567310218989	0.518802998396	0.639025250538	0.61313647718	0.546117187558	0.604797653711	0	0.582128866663	0.50392704903	0.519002151678	0.543462679948	0.559992381416	0.585235149916	0.574632578737	0.473771774746	0.571739003243	0.548175079804	0.544363629892	0.494583165903	0.499226032499	0.563115906541	0.513982706488	0.537857100053	0.586733567552	0.608893772806	0.585255203686	0.659478210011	0.66030541946	0.659907964434	0.551662090019	0.615468124612	0.580075406197	0.650795179968	0.569211688091	0.601786901474	0.685637220892	0.688537696208	0.604512381298	0.603910731606	0.630934748934	0.591260882702	0.62274305427	0.687951246229	0.594332032855	0.682268396531	0.681682182856	0.625810669839	0.699938790183	0.647692602658	0.65018173423	0.641202209687	0.674455132722	0.659999666306	0.681159110049	0.700290708767	0.654124747377	0.647831730152	0.620667069642	0.697109494702	0.592645973556	0.630290771033	0.662275420941	0.632231703167	0.683449572889	0.67073585828	0.632717093659	0.621439091513	0.633541336762	0.679263436708	0.629743842688	0.603185399006	0.586097094775	0.588040998948	0.599205773819	0.477571767701	0.577613485607	0.512483333257	0.601429022025	0.684359718375	0.602645750957	0.592951095734	0.59095853377	0.584483086488	0.662613567945	0.630549401057	0.623783547401	0.504555068911	0.571022453657	0.487000541547	0.635791527404	0.601312390504	0.63039015962	0.575210392154	0.56878009585	0.619736600328	0.56858087459	0.55620877554	0.573214717324	0.596128255034	0.502468855322	0.580676253435	0.515464649221	0.508852315564	0.53222310164	0.537593227679	0.563996941432	0.52270433209	0.606527081536	0.597870307891	0.529042644829	0.639571602516	0.622699913812	0.626604949418	0.637029129015	0.536855338111	0.633141673591	0.656256360482	0.627991737251	0.577024847723	0.681337483771	0.633767823919	0.641295332598	0.623544438063	0.656359874919	0.586382744478	0.687659031599	0.641497783378	0.654894508668	0.624732749806	0.653000293029	0.705642378323	0.618677193342	0.659824632285	0.662645899991
CS.302	0.685035377224	0.677441127908	0.737061096974	0.582362653268	0.743324787793	0.700451761572	0.768225495058	0.695477706579	0.74041744101	0.73057940855	0.709135206552	0.760588688774	0.662873105514	0.724282935123	0.696388154408	0.682573074526	0.562823999262	0.622933559487	0.637314668209	0.62557297045	0.691859802339	0.639061916466	0.677098046351	0.610417324258	0.578726599809	0.694958558639	0.578242179785	0.663898256216	0.626699854244	0.673643912582	0.56225060856	0.717841518434	0.60736028735	0.630298473582	0.653123102105	0.599297026999	0.69780087107	0.68650756263	0.665886393882	0.63344394177	0.582128866663	0	0.580427020277	0.594194008325	0.584706201822	0.63721434104	0.590842142808	0.649055062402	0.583494043193	0.658412389417	0.630080825607	0.660601599926	0.558518834466	0.620900344835	0.605600213306	0.623644216146	0.632223022704	0.682610993412	0.642888753144	0.668443193061	0.736166223857	0.700505235321	0.648029625325	0.642786660365	0.686769680357	0.654555841971	0.693183125935	0.632899684432	0.673704952779	0.738195056249	0.617784082399	0.678921565059	0.655143067163	0.686076200877	0.685246348429	0.691619604783	0.75113024791	0.682955531384	0.749162310725	0.762360407768	0.71149027361	0.760822002568	0.713171796838	0.713482389961	0.697852889165	0.723245950758	0.734816154343	0.745781721824	0.743114847261	0.708148820272	0.715327021046	0.593518290961	0.755930016965	0.613614255574	0.697152709101	0.729666286707	0.693951024126	0.727419756573	0.704471703115	0.69432900757	0.666883248589	0.70478737705	0.747129954757	0.678270762194	0.638148875452	0.661029098017	0.617147176725	0.697708560883	0.600428176006	0.604131784036	0.597809567374	0.593459186652	0.678924047862	0.556108684445	0.60528818782	0.659403412826	0.639328026501	0.665192112074	0.668208205001	0.624410874703	0.609845481331	0.641738688481	0.582544067095	0.704763016223	0.608149620478	0.621165757808	0.598815499028	0.666272941963	0.623571219617	0.62868295802	0.57782264925	0.596329134478	0.696092250407	0.604838287235	0.627054541431	0.617984222298	0.648381073294	0.594616940778	0.635983287617	0.671897441319	0.624573274502	0.615200676259	0.683245408337	0.659840410044	0.692870740742	0.66393059478	0.710780234667	0.681495417226	0.598800910907	0.574252020008	0.737674874869	0.702215949542	0.611965814648	0.735669114305	0.707423099434	0.71609836957	0.69423634677	0.733435376521	0.629721980459	0.75862070849	0.715248805754	0.698235226129	0.670474985291	0.70387647265	0.758695164856	0.703121228516	0.728269275205	0.724232510874
CS.213	0.643759330851	0.629041691519	0.690160639771	0.586011405221	0.705640737992	0.652221308205	0.712957457918	0.663859799681	0.702125453944	0.685118265743	0.657539720186	0.713373783195	0.642032807159	0.707980770977	0.672728066674	0.650347161568	0.51951402741	0.618545282036	0.589100319574	0.595223382417	0.639971243894	0.630411783419	0.636220544094	0.558771938812	0.569422443469	0.663284330937	0.558304034498	0.621978321547	0.581193506679	0.625485616231	0.535376679329	0.643820129374	0.618319945822	0.572938520851	0.588926118401	0.54124605561	0.623607453373	0.657939848759	0.571031985913	0.5914918817	0.50392704903	0.580427020277	0	0.537330417283	0.543388014563	0.571417392074	0.583665798247	0.59473476237	0.5008025496	0.584689260228	0.59381656703	0.600366563216	0.545328685507	0.527116968101	0.589934760754	0.544239766909	0.570059882042	0.60854307873	0.584045002813	0.572443672045	0.677956158886	0.68249991472	0.647426971056	0.611825743261	0.659537240926	0.629814424322	0.67328160345	0.613972532164	0.630423506996	0.692240074702	0.712919077383	0.645444938864	0.652428857329	0.644992091872	0.646420530945	0.657911168688	0.712268025652	0.633301408894	0.700474087845	0.707912675449	0.672062657545	0.720718128556	0.670461464675	0.693349885053	0.670631052838	0.665832747281	0.694611929007	0.697668583372	0.703728759841	0.622843265436	0.678357937431	0.636442598537	0.714342681697	0.593134191004	0.665674242475	0.688490225891	0.642051821393	0.711266086961	0.688973041059	0.64111058785	0.667762103952	0.665224858994	0.685010158113	0.661161928436	0.600558335626	0.579686004606	0.584286393707	0.657492497842	0.506609941511	0.575681376123	0.558419036179	0.610232319237	0.679123283229	0.552149620225	0.605187329813	0.613307543461	0.622283382953	0.640916250162	0.620544753831	0.662798358051	0.544851230864	0.578489912428	0.475984179887	0.631256722556	0.547701740918	0.631227559769	0.568606326649	0.570259689367	0.624748835641	0.554260882744	0.58285275868	0.580989627766	0.650437532097	0.554936619685	0.60649410174	0.54767136691	0.56826503468	0.557415791384	0.587766081763	0.613368573361	0.566911793833	0.593927140635	0.638815256296	0.553050894876	0.67209769417	0.652363083948	0.666169636617	0.680486172011	0.55057493289	0.641531200306	0.70083438888	0.671665454895	0.610384029333	0.705914356537	0.672085448651	0.6834204301	0.654948581218	0.70132164546	0.616141728541	0.69932918368	0.680920912899	0.682942089355	0.651231470474	0.681167188888	0.720651228138	0.657914962187	0.679222285189	0.675685174346
CS.282	0.647320485904	0.631929924261	0.695782217174	0.581361826243	0.698656828873	0.649316419356	0.702566775255	0.634178709882	0.712623033209	0.705566331492	0.671024243559	0.713393169076	0.645107078805	0.714869415948	0.635356799366	0.655426285317	0.523022369857	0.643977820596	0.545424959013	0.566145276791	0.655164253653	0.603270944158	0.626081368285	0.549062181267	0.560645976568	0.657800400507	0.615359714945	0.587784566369	0.53960428185	0.594249645097	0.480710552285	0.628589054668	0.621174658827	0.571965792018	0.576911081107	0.550817982949	0.630821767852	0.638486202017	0.557665046343	0.648580839035	0.519002151678	0.594194008325	0.537330417283	0	0.523298972232	0.537679167174	0.597616099466	0.542786184878	0.509210889594	0.56412892861	0.55149993204	0.555229118132	0.523762015913	0.53338972458	0.550643154067	0.514641308279	0.536379851773	0.623947337214	0.616242354413	0.589911004514	0.676091634775	0.713083937265	0.679572673274	0.580238852903	0.626329043217	0.625232917656	0.667676575389	0.58438098802	0.648181009346	0.688315572884	0.72586369921	0.643448807136	0.612321486454	0.647913624252	0.633952554335	0.648665994503	0.69941831832	0.628614800221	0.702588178809	0.689586643561	0.670063442138	0.718342512023	0.662523453554	0.683062159636	0.687416662333	0.681932731604	0.677367716917	0.69473287809	0.694755789189	0.670078019541	0.67583855954	0.668354664946	0.712032124175	0.573929006044	0.663703871175	0.65570333583	0.654156436549	0.712425527257	0.716795282139	0.626927644945	0.672186963613	0.670059421554	0.709418809854	0.649635314488	0.612554061255	0.57749390911	0.614180502706	0.648968529078	0.512780033099	0.604265627051	0.554805440657	0.620818465965	0.709964413153	0.580863027014	0.584895183541	0.580870997733	0.617398399483	0.646881727563	0.63985208919	0.623329454208	0.521097714822	0.605764582329	0.443730217451	0.650991959602	0.567595599204	0.64548075673	0.560362887215	0.561097830486	0.64833750998	0.587402726693	0.579959932729	0.593900450856	0.621731221584	0.498626489992	0.606385493289	0.536506763429	0.537766360658	0.601867235635	0.51836550048	0.583254806946	0.521720031764	0.642595171729	0.605864058451	0.560833385565	0.664764188388	0.659324965824	0.6745029621	0.649929099991	0.546912200467	0.660732081784	0.684721397444	0.662307415887	0.599138523088	0.698982421727	0.66733922471	0.679738613948	0.66883205128	0.682695512526	0.618494833656	0.688527179229	0.652437603456	0.686146790911	0.653175014114	0.670315075129	0.725741216468	0.634728331064	0.679102251474	0.700809553911
CS.205	0.670342992597	0.659595168266	0.729427919259	0.587033114654	0.703017860617	0.664083259894	0.730830094843	0.669743250299	0.702912691442	0.729588334138	0.694094389771	0.734275780706	0.665795432557	0.726369093964	0.670071021415	0.671025894968	0.509170678306	0.677243208082	0.592904752641	0.594443963602	0.691356359942	0.668449995203	0.645036900279	0.560312592306	0.577815403871	0.689664102256	0.598890842999	0.630883343448	0.599799352095	0.645561910333	0.512243308606	0.653127333818	0.579395264151	0.610503083907	0.630707274045	0.559066578851	0.699705501156	0.642859469101	0.600983627204	0.634356453207	0.543462679948	0.584706201822	0.543388014563	0.523298972232	0	0.580831065539	0.585566959666	0.605172611144	0.528469150911	0.589159732981	0.591258773491	0.598581825474	0.559620972746	0.583188711583	0.578185145775	0.536318532739	0.581237845562	0.630350209605	0.61442279234	0.638565133657	0.683218736695	0.694370424065	0.633967798749	0.590013915136	0.679073845915	0.639323237354	0.696862060115	0.617919771124	0.636897322215	0.740267937573	0.71968605296	0.668019619528	0.648785547939	0.649630460867	0.663985210906	0.650149154887	0.724920564007	0.634325000082	0.724748811809	0.713521310127	0.687601116023	0.726210207023	0.677995292195	0.695481340326	0.682449204717	0.722722470321	0.684014385797	0.713243215092	0.722312534387	0.684363404205	0.701813797554	0.622337549079	0.739698130858	0.617120467228	0.685778643075	0.707365565279	0.679975549346	0.714107515548	0.686882474082	0.655324317956	0.689572844122	0.681128908936	0.712103837966	0.668878410664	0.623370114274	0.637424503819	0.629922530722	0.677057459427	0.550205732556	0.665858790734	0.566297758411	0.646940569152	0.72437404525	0.548590145619	0.619279282829	0.6410058035	0.626493604869	0.598510671018	0.668393950832	0.677739532908	0.573926626493	0.631488596466	0.488963710088	0.666798634374	0.507861384942	0.596728787082	0.596728556432	0.600003882605	0.664727299884	0.630305417872	0.570753021918	0.611747500548	0.646552285945	0.551733487482	0.638072943171	0.573930889421	0.583800090098	0.604831565215	0.585367315984	0.608411231535	0.577714192053	0.605419171078	0.667782941991	0.598910777087	0.66810667145	0.675327529858	0.672956164083	0.674539607268	0.568698592535	0.622977392142	0.711748798252	0.670768641962	0.59678274544	0.717920826878	0.658106998764	0.715262898703	0.663276839507	0.702385164949	0.616164894054	0.711993039235	0.672268845771	0.703473977394	0.664473484453	0.683326874632	0.730440845146	0.67185356603	0.678068647796	0.699527870899
CS.385	0.621861062415	0.605790525044	0.657496716398	0.566002368602	0.681599440148	0.637387693809	0.642104824938	0.580967101991	0.704842100459	0.657984699186	0.623910233016	0.656857172632	0.630291931837	0.666224845784	0.605235430478	0.61322368588	0.589225635115	0.629455023874	0.519569300653	0.526674580743	0.663027870043	0.622332966833	0.604153213443	0.520305276729	0.586687511037	0.610766608559	0.647960140241	0.554193553337	0.481464513315	0.527859297113	0.51995755405	0.623487815807	0.690920371217	0.535536646105	0.540593748726	0.554429763801	0.639656001078	0.593335542773	0.504704617311	0.661734183527	0.559992381416	0.63721434104	0.571417392074	0.537679167174	0.580831065539	0	0.618469486509	0.504584653374	0.517274828275	0.59771962413	0.593259782298	0.446706479079	0.508401953947	0.440364194985	0.538650424367	0.385125453301	0.472508747524	0.573715400965	0.642978367607	0.467507750513	0.618833846166	0.689007049614	0.655510712444	0.578166402807	0.603027115521	0.579003733827	0.618491494239	0.582165141913	0.634672569392	0.642834677866	0.718092261011	0.605696839383	0.618412285554	0.569539060541	0.631894581345	0.6193941926	0.662441105825	0.597694608919	0.660857323517	0.637344266095	0.631309153709	0.667605825346	0.629428744022	0.653363835076	0.652495340637	0.619177670396	0.636542297496	0.654620227357	0.678922068285	0.645424352959	0.62777146602	0.6780944441	0.709287525016	0.587829756	0.620774969255	0.615464960884	0.622194092548	0.697603419	0.72247856248	0.589980277762	0.669303166442	0.636406456081	0.671986334738	0.642708925342	0.60607554362	0.519210797875	0.634891616134	0.668104217512	0.507262951351	0.62324315048	0.524629157283	0.662696890185	0.706276140253	0.647828609669	0.608116504761	0.551088187356	0.685142625894	0.694384888577	0.619783823177	0.632265325975	0.517530969357	0.625231401596	0.504809819393	0.624064451012	0.640803345225	0.686264256152	0.589231225851	0.470134441557	0.661000583357	0.602130647501	0.610003346956	0.628379792188	0.522628136148	0.500395612468	0.60093981914	0.50530254807	0.510999399254	0.584326476583	0.493858406596	0.501059846312	0.534810250252	0.654321541616	0.589533356503	0.471719041576	0.659272852987	0.660665430647	0.621284545961	0.655964690521	0.595296915414	0.651903914551	0.636115533733	0.653873071311	0.614271084668	0.649458397297	0.635998378147	0.637613446695	0.638468857005	0.646138223829	0.635897919645	0.649359195165	0.621848319753	0.68404420977	0.63127148673	0.706918645207	0.683551572102	0.61579713254	0.677146127039	0.713782905394
CS.359	0.68487298148	0.656843729932	0.729568170471	0.631083565988	0.735869442366	0.695823947557	0.753218472844	0.684820924247	0.755347404345	0.718726404235	0.711969740445	0.766046729035	0.682571831281	0.723623882142	0.722814564498	0.687077602096	0.616156126511	0.638045202412	0.645920943723	0.656340028902	0.713710369395	0.643425685596	0.70269132071	0.630630227489	0.602381741437	0.691845413099	0.564971581214	0.666457824864	0.614688669015	0.675500150702	0.545144058493	0.719171455256	0.595986127376	0.655794664639	0.643169188257	0.616323269965	0.690745458632	0.718452936834	0.66078764075	0.608404301006	0.585235149916	0.590842142808	0.583665798247	0.597616099466	0.585566959666	0.618469486509	0	0.649060374141	0.55671423917	0.627669590367	0.615928187566	0.633533785551	0.55016207043	0.621624384711	0.583192330046	0.60791116768	0.605818780436	0.624371114082	0.598336907202	0.645520728794	0.724335048926	0.71245210619	0.682155867137	0.658869761618	0.694067182647	0.689071676977	0.728822951858	0.678344292187	0.689753859352	0.74073162998	0.695103484432	0.71931083279	0.689471370063	0.697010924826	0.716344354164	0.705209091449	0.754299867687	0.683127890511	0.727998314519	0.747429693649	0.69122010941	0.75165803222	0.697392791616	0.734152799267	0.723204902499	0.698247843222	0.727212891697	0.758051261952	0.749595846059	0.670396831527	0.70291112798	0.648251852844	0.760426662596	0.624678554169	0.719969932103	0.723172734093	0.693432673242	0.713072255453	0.708328894844	0.671604538546	0.683405704127	0.664310579136	0.732936637364	0.680561864455	0.662885424893	0.653307902022	0.597021186006	0.711010619027	0.623279466064	0.625286847386	0.607908002365	0.608842706059	0.690967218381	0.597262720574	0.615774069235	0.669147083879	0.599954907934	0.667249285798	0.674784298616	0.669405735173	0.599975734482	0.651075234053	0.593850805702	0.694832057692	0.61729896801	0.628222264953	0.649448075357	0.656434465938	0.657895008819	0.656728265714	0.602973903939	0.63352645553	0.696148241857	0.572638672514	0.615249091757	0.613555999765	0.616379609626	0.622523563623	0.60379332986	0.645779927277	0.573624785381	0.567936156412	0.718272900734	0.649866197059	0.731367106538	0.703498672923	0.705617493358	0.726302281938	0.629973702372	0.639382821259	0.74091560637	0.734732114594	0.677348341226	0.719835873418	0.710540112392	0.704304469015	0.726382911055	0.739816347179	0.699937463981	0.732748033794	0.724800982651	0.708835581795	0.693291157777	0.724052400227	0.750644227189	0.709451466676	0.711849351063	0.749821624599
CS.166	0.676382016283	0.641438642448	0.696405418836	0.629425717061	0.707394256701	0.662751349075	0.67993284431	0.643397718737	0.735598026088	0.692529764123	0.653316768471	0.692169160514	0.656317935652	0.692100013622	0.625348782784	0.645783511597	0.55626846902	0.656573539446	0.571181840117	0.579732484547	0.653489879441	0.650531832795	0.661018782091	0.593551191943	0.620655516661	0.643285100082	0.646168659864	0.593775073949	0.509083437489	0.573219225511	0.559767759655	0.658533872987	0.659127316305	0.584969019676	0.566938711309	0.603702550131	0.671090560276	0.628816867673	0.566239238749	0.661415747549	0.574632578737	0.649055062402	0.59473476237	0.542786184878	0.605172611144	0.504584653374	0.649060374141	0	0.5535937385	0.531715555994	0.544413524128	0.446812259239	0.546691522932	0.494379372383	0.560562926655	0.487411233827	0.521188021696	0.56927849945	0.599929518381	0.500099467383	0.656232163077	0.698675666083	0.660859493177	0.583939917164	0.658406629711	0.612777945804	0.654440114126	0.61445292506	0.67088124987	0.681043218585	0.709745700017	0.63215851696	0.654047894153	0.65328973396	0.659588274971	0.668007423256	0.69551952873	0.636963061143	0.694602962246	0.67955475084	0.64907771439	0.710790714499	0.679488456872	0.69662662879	0.678333929626	0.684820093258	0.696397892896	0.677682366471	0.71753065827	0.682360549464	0.659908417471	0.71671248093	0.73088318461	0.621206382819	0.657045535672	0.649740361916	0.642532235157	0.718356900459	0.733640437671	0.640544866472	0.691512244926	0.67542873369	0.701494711344	0.681501857173	0.605281955064	0.561480657573	0.66748923825	0.689193142565	0.506495040355	0.651554293749	0.578726580439	0.685712927836	0.70666610992	0.627835780511	0.635380499873	0.604379260076	0.690448726316	0.66675367543	0.62951035229	0.643046514224	0.544984211365	0.637605325549	0.540577861267	0.685508697002	0.622756593941	0.690465822532	0.625245080341	0.548239717003	0.665291486462	0.604450805568	0.624458197751	0.645173338367	0.608909515251	0.5190476826	0.652778658026	0.503320525275	0.558995745217	0.575393524827	0.482673391972	0.564693146165	0.568247029743	0.620087428749	0.606937238439	0.495039186838	0.685684259796	0.672566931398	0.645780739077	0.677617335377	0.627609153964	0.629481817861	0.681466694626	0.68494115742	0.656090446741	0.695712681242	0.676124640548	0.682202813514	0.665653668136	0.686029506051	0.662376054352	0.699996078441	0.67733478346	0.706681034766	0.681110751494	0.712993358477	0.709204314921	0.671722930058	0.684720655456	0.724841533041
CS.147	0.625086494529	0.633989118478	0.673768849526	0.55770158467	0.676516988169	0.634296081767	0.696249868933	0.637054233001	0.690471711933	0.681415738195	0.648668196591	0.687775605937	0.616939527822	0.686398358235	0.63778875974	0.639593693846	0.529694918796	0.62734952079	0.547215999815	0.586613014816	0.65482115591	0.627793964761	0.646654284273	0.500548385173	0.548071658145	0.626208692778	0.594207393738	0.58128051573	0.539200805758	0.584782552529	0.480804526923	0.647323029438	0.637367086596	0.563600094838	0.568380242013	0.548799639965	0.65332186354	0.632651911689	0.543038749535	0.607048047375	0.473771774746	0.583494043193	0.5008025496	0.509210889594	0.528469150911	0.517274828275	0.55671423917	0.5535937385	0	0.559586918182	0.567204582222	0.533288497343	0.482800841268	0.510892384458	0.543194822952	0.499126420735	0.505430285294	0.572373942419	0.56694934439	0.545223786546	0.652528268627	0.68431826383	0.648543796135	0.598051634972	0.644193863588	0.595697772666	0.653861447243	0.578329770192	0.622819852022	0.681539163081	0.690304834631	0.620418057158	0.606377675636	0.606803935843	0.609329139995	0.628975995474	0.686329404278	0.59349294489	0.679578387438	0.671790145075	0.639557944873	0.688091407787	0.629138576286	0.651010928512	0.652362220881	0.667211981816	0.660249760713	0.667965930417	0.686575154131	0.623541648267	0.644762405872	0.632901701622	0.711998392985	0.586602788624	0.641455948217	0.663308498599	0.621009156561	0.684310283641	0.682122983643	0.623127495627	0.643961460503	0.621796942873	0.66872262707	0.616018630169	0.587039855712	0.580477964785	0.592840811971	0.645041835283	0.505719552259	0.593971967035	0.526268137587	0.624543078677	0.678922911603	0.589072944317	0.582030553106	0.607668244088	0.614822540472	0.653541674604	0.614190210768	0.657320739191	0.508268321765	0.603612548331	0.493751645263	0.642782123558	0.552774161102	0.636738056466	0.540712302734	0.564199515591	0.625070373314	0.583211319913	0.573622239636	0.574235411692	0.614802883291	0.506508306733	0.592936268801	0.513433041631	0.509681908413	0.529489176708	0.531410143949	0.558182633471	0.48010724909	0.572667181189	0.638590083775	0.526378668899	0.63804320367	0.642726328599	0.624333817932	0.655447385521	0.55342687253	0.607627903188	0.664879671673	0.641931234573	0.597372959226	0.673463877077	0.632883843538	0.657241628873	0.625863009605	0.661100795084	0.611061162198	0.668229417845	0.634872795163	0.639320152769	0.63633443912	0.680410066725	0.690998264036	0.62615798276	0.654185198682	0.684026037714
CS.148	0.675940942575	0.6631213016	0.6952763602	0.630088339871	0.69825748898	0.679243907277	0.68499099083	0.693009489853	0.70452241836	0.704831862764	0.67036672393	0.707824898587	0.653356853698	0.689970591652	0.629573287324	0.675820923034	0.539902415083	0.633970126894	0.599036725542	0.644188126296	0.660331355845	0.657474011433	0.672744490008	0.600849741621	0.587449895908	0.673766855526	0.626261774272	0.64164106783	0.576389695298	0.611747563772	0.562932869782	0.668713160201	0.606820246476	0.592085585589	0.617165324479	0.589561521555	0.670038976209	0.65470159722	0.589749610294	0.634111470816	0.571739003243	0.658412389417	0.584689260228	0.56412892861	0.589159732981	0.59771962413	0.627669590367	0.531715555994	0.559586918182	0	0.54103755722	0.543171808225	0.569830433497	0.538188988436	0.569056538753	0.561963807027	0.567979325431	0.561797320764	0.565348699365	0.584492383255	0.695930989435	0.67621431664	0.651756204519	0.596962117032	0.659826644494	0.637652878627	0.673962661387	0.638192298732	0.652162723554	0.704759258414	0.736201050241	0.660916060122	0.639612761195	0.675281409132	0.666772155999	0.653193205075	0.7065525833	0.641968407223	0.693091857587	0.702266013305	0.654312313938	0.71899388148	0.667491332003	0.68295267022	0.686872106398	0.696581994406	0.702862056925	0.690150039584	0.711634195453	0.662908480029	0.657871486619	0.699552501493	0.719717613439	0.584190822838	0.660609200004	0.686746201144	0.653046730328	0.711825631663	0.69915209345	0.652403963684	0.668916296876	0.671789215073	0.719060302101	0.675199618472	0.584788903086	0.59201540967	0.648224668609	0.666525190722	0.511706053035	0.655346620002	0.577031640325	0.674915188189	0.663746841932	0.642198796431	0.651892393636	0.661136333612	0.66845085912	0.618254027784	0.623777655865	0.632760493864	0.546146331298	0.603853394435	0.551299793096	0.684377045871	0.592181980468	0.650303353638	0.615287887603	0.611513187259	0.668942745088	0.582560436059	0.614983316605	0.657737083728	0.647134537528	0.536327854099	0.637211105431	0.489362909456	0.562462867158	0.5873290645	0.499924027704	0.613846724917	0.561421973193	0.621631902038	0.614825467157	0.560477099752	0.663664272034	0.677226540985	0.657745506629	0.66748587544	0.607543841739	0.620587535438	0.686650288213	0.680193782199	0.646424448262	0.702673626913	0.649520991457	0.684280198341	0.656433876791	0.695571744235	0.662403028019	0.698014487844	0.677349216424	0.678500469861	0.673151811994	0.687694807327	0.707415499069	0.668434440862	0.671372976879	0.679351568816
