CS.092	L.004.M1	CS.257	CS.028	CS.265	CS.280	L.011.M1	CS.260	CS.357	CS.009	CS.313	L.002.M1	CS.104	CS.106	CS.005	CS.056	CS.062	CS.067	CS.161	CS.301	CS.122	CS.367	CS.382	CS.366	CS.073	CS.287	CS.373	CS.381	CS.063	CS.327	CS.236	CS.378	CS.125	CS.213	CS.380	CS.041	CS.376	CS.205	CS.375	CS.136	CS.302	CS.374	CS.292	CS.224	CS.232	CS.369	CS.183	CS.148	CS.178	CS.349	CS.323	CS.182	CS.254	CS.177	CS.386	CS.372	CS.395	CS.166	CS.385	CS.348	T.CS.042	T.CS.003	T.CS.076	T.CS.059	T.CS.007	T.CS.019	T.CS.023	T.CS.034	T.CS.052	T.CS.014	T.CS.020	TFS.024	T.CS.050	T.CS.041	T.CS.012	T.CS.123	T.CS.107	T.CS.115	T.CS.112	T.CS.110	T.CS.167	T.CS.131	T.CS.180	T.CS.161	T.CS.105	T.CS.100	T.CS.144	T.CS.120	T.CS.097	T.CS.098	CS.103	CS.237	CS.088	CS.241	CS.087	CS.242	CS.238	CS.356	CS.085	CS.246	L.024.M1	CS.082	CS.015	CS.110	L.034.M1	CS.311	CS.308.0	CS.325	CS.078	CS.358	CS.228	CS.330	CS.187	CS.387	CS.336	CS.189	CS.191	CS.234	CS.165	CS.274	CS.080	CS.320	CS.158	CS.318	CS.322	CS.194	CS.112	CS.343	CS.223	CS.339	CS.152	CS.319	CS.331	CS.202	CS.361	CS.326	CS.255	CS.270	CS.253	CS.145	CS.393	CS.390	CS.262	CS.370	TFS.022	T.CS.031	T.CS.008	TFS.020	T.CS.043	TFS.027	T.CS.064	T.CS.061	T.CS.055	T.CS.036	T.CS.045	T.CS.066	T.CS.049	T.CS.026	TFS.021	T.CS.151	T.CS.157	T.CS.152	T.CS.095	T.CS.158	T.CS.109	T.CS.142	T.CS.141	T.CS.166
CS.224	0.770399667719	0.758063232117	0.724118154691	0.7406917472	0.782217770551	0.755003291566	0.743057912451	0.660942984601	0.73526244565	0.642796401354	0.76374399537	0.681312303302	0.729451726192	0.738411882398	0.764691881125	0.683459947759	0.724917524687	0.590521842899	0.635973163467	0.707219219386	0.758725139084	0.58747558569	0.701379273178	0.578012187692	0.713147578538	0.662054283607	0.687667083607	0.724121855022	0.6948106171	0.726665673955	0.720606416614	0.643010901638	0.625553837121	0.618319945822	0.735368172264	0.706364224622	0.623918310103	0.579395264151	0.661303083911	0.689980687344	0.60736028735	0.624012694137	0.690536607928	0	0.72352069749	0.661026182424	0.618758549649	0.606820246476	0.722257285337	0.684892934282	0.676101339965	0.678217905404	0.664688608091	0.595639021725	0.587195940878	0.661462696934	0.691279776903	0.659127316305	0.690920371217	0.715155645704	0.767584599161	0.756221915208	0.727382509212	0.752865365514	0.658905718657	0.691275525732	0.723699998671	0.773273193773	0.69772935817	0.729429057664	0.767822318949	0.725648676328	0.712656963576	0.74224691047	0.662933359291	0.725613400344	0.768160488116	0.771366287941	0.713703835548	0.758253036279	0.754713907108	0.740567080829	0.760499964055	0.747149306159	0.786220316174	0.780552892153	0.765479048186	0.732002068475	0.78885143587	0.7739015687	0.729104958783	0.621272735249	0.735115573726	0.758455643178	0.710426757832	0.755119080333	0.707397314565	0.671113819034	0.749412057838	0.732083897088	0.747854424525	0.758992614812	0.756621347958	0.650691098176	0.726567744248	0.722548463518	0.681250283053	0.576143794819	0.714414279093	0.591716010408	0.688631405484	0.62981924014	0.641433573876	0.66334847547	0.693429485432	0.671131294282	0.766027488832	0.639263816486	0.656922927491	0.605109875032	0.666415230256	0.649397738489	0.670966060946	0.620767676361	0.606035645886	0.576944841641	0.682527847485	0.555298489428	0.609967713298	0.68136143269	0.737415432909	0.636700601089	0.710292089637	0.692734048434	0.659432988997	0.648461528025	0.66270322833	0.649328334164	0.648255909349	0.701975262436	0.693440955654	0.623313359694	0.653320271412	0.683566171127	0.77415938034	0.73296485776	0.706861373072	0.782569612627	0.740495440691	0.755787045486	0.757265160945	0.709014639772	0.735955329739	0.745385720093	0.723628770729	0.765511926228	0.640452258841	0.66233268889	0.710830730395	0.742949155101	0.736422090129	0.733945917797	0.776785138885	0.74068392715	0.780047215074	0.730353722531	0.735598810251	0.722184186904
CS.232	0.49515727799	0.564201773036	0.597625536921	0.493182710793	0.552531139558	0.554528129687	0.575735591339	0.590410870465	0.562411440525	0.634918161888	0.533426395635	0.660060469605	0.540166800314	0.501202436125	0.482129584987	0.611418639619	0.523233930186	0.698600933711	0.613123987482	0.557998905664	0.521035028836	0.702721737015	0.599283971809	0.703353923425	0.622305722387	0.567397502809	0.559560650909	0.521235241195	0.602832058494	0.607025697629	0.643015914916	0.649901265159	0.619193726865	0.644660067352	0.574680653591	0.581881457388	0.613648675992	0.674268245314	0.601287663724	0.507194667933	0.691525692572	0.618801210315	0.46353620181	0.72352069749	0	0.656383692532	0.67868692002	0.619892525385	0.550788693783	0.561085319011	0.550079904992	0.518044528195	0.590784754742	0.644376584511	0.683334088373	0.583664019298	0.570923874149	0.608472178976	0.56973227786	0.56117935961	0.544484979164	0.577674200556	0.555225801879	0.580569944718	0.631058091276	0.59273246832	0.723931692034	0.575553241908	0.605993524947	0.548652686546	0.562982053694	0.602447140568	0.583157051508	0.56139659693	0.668270730323	0.562083545656	0.571339412144	0.542928217369	0.597878366142	0.538985074013	0.57088125064	0.55688427336	0.564736163702	0.529242365919	0.567785608951	0.581364516589	0.589354741657	0.579273691497	0.583565607705	0.542536823112	0.497321363545	0.533609731545	0.678548504512	0.517100637959	0.597868191615	0.532360095045	0.543392973099	0.668336268861	0.492216875338	0.521258210533	0.629063951179	0.470414494279	0.605971642246	0.576547549132	0.603212624168	0.590214235864	0.625013327415	0.740640147362	0.613293062065	0.743638245547	0.552886397744	0.612480636623	0.567123142497	0.578091345306	0.562973560402	0.595758764234	0.545913440368	0.611421230764	0.666420445631	0.653994169653	0.549015359309	0.555067241711	0.570960990965	0.601669380598	0.632526443548	0.724333449168	0.562722125921	0.626202825007	0.584802239543	0.641959304141	0.514871867178	0.618520257819	0.530866423754	0.634657668838	0.643003821219	0.58463791583	0.574606756187	0.584449945761	0.675007964409	0.56438302526	0.605993989678	0.574624149433	0.659888418954	0.588393752175	0.546441635433	0.581461040516	0.644261935255	0.545784097942	0.575432190469	0.590185869993	0.560206804114	0.601147101527	0.588586762687	0.540741363303	0.597746946741	0.57055657336	0.63129272381	0.703623644252	0.618854371098	0.582992606466	0.587082113513	0.541267428649	0.570492314016	0.53907845103	0.552961186384	0.639953201613	0.631713222011	0.538875653697
CS.369	0.707620483077	0.766475383477	0.705579161521	0.70046337447	0.741235439601	0.769965886015	0.724543786295	0.60856775813	0.76679167656	0.627277305063	0.753933956078	0.689448663976	0.704303854667	0.673044718811	0.736426032152	0.610192381733	0.692343642179	0.617323555826	0.592310945524	0.688268233761	0.729725284104	0.605751535296	0.691602137293	0.621903569577	0.674291992569	0.564829122721	0.611522136226	0.654785305184	0.60594739735	0.741104515059	0.643340187216	0.618795490006	0.595887364137	0.593378764052	0.732394708254	0.605841429958	0.583191203692	0.626278784381	0.650659132788	0.59681921216	0.630097853748	0.609330291392	0.6088558002	0.661026182424	0.656383692532	0	0.520523466048	0.560089743196	0.630238051502	0.575884106209	0.563594221137	0.595568366411	0.573898814778	0.607102827481	0.623626066649	0.577762851903	0.574021469073	0.562648361493	0.5776813438	0.605328962834	0.731224690386	0.765419275599	0.665039769291	0.696443421435	0.674913336259	0.648928292342	0.682597990721	0.744583045688	0.628523585811	0.701005577382	0.764287200666	0.727635346894	0.675200527428	0.698883513903	0.657542607962	0.711892524644	0.763447139063	0.766081319786	0.708523870799	0.739119464356	0.751634601571	0.726394365897	0.720623160977	0.710450708727	0.753423727992	0.751332955369	0.759232181763	0.718222296523	0.768830254807	0.77010731967	0.66159540126	0.58792330511	0.735277836749	0.753994072594	0.712255289447	0.725814949462	0.704440940648	0.666082546049	0.687982550193	0.699408674984	0.768793951057	0.700231972969	0.776221584017	0.615978161296	0.678289201289	0.695262185899	0.623864991516	0.691493770019	0.728806516339	0.612154421285	0.633605474738	0.613072750772	0.599992392413	0.619260166644	0.622979049894	0.634420755565	0.741714816391	0.626036418248	0.674219553559	0.625165684816	0.641869395079	0.612377859161	0.626207418926	0.578907300966	0.552631301905	0.619661288706	0.579149439339	0.65229982255	0.555872123114	0.665536812033	0.687351435448	0.613091992725	0.628329942315	0.679843656613	0.609028116138	0.612995178475	0.613282784398	0.516691492543	0.577576525754	0.656371528152	0.630352041252	0.589762532084	0.619425265067	0.584384029472	0.74780874948	0.717447352188	0.724854738975	0.755994059843	0.749679567255	0.74601462812	0.725222163461	0.683566629565	0.726948126932	0.703618046909	0.735312447895	0.754681043319	0.671075387242	0.622428476551	0.739750877484	0.760384429037	0.73579254385	0.727728318939	0.764741489328	0.74295016787	0.755841743175	0.767625315392	0.774530357296	0.738414138849
CS.183	0.735375067333	0.759169381374	0.712715445918	0.714638709261	0.746438636878	0.762900913484	0.722526637025	0.621241107301	0.762719119872	0.609839805315	0.7599803275	0.642472842789	0.690233997907	0.688436639849	0.745878871215	0.58083191581	0.705359273349	0.593443646471	0.589375623471	0.640105782808	0.737095186534	0.562515288504	0.679075907076	0.566498042756	0.692599488219	0.569657327204	0.615582264271	0.656991382574	0.635779111727	0.732718104167	0.667640299913	0.611905245732	0.566036622524	0.59381656703	0.703215204467	0.628044505139	0.548175079804	0.591258773491	0.612578362002	0.612961871298	0.630080825607	0.579335016591	0.600979940479	0.618758549649	0.67868692002	0.520523466048	0	0.54103755722	0.61868299801	0.591853823491	0.583685120451	0.619944494796	0.525404579031	0.549074154508	0.5731275802	0.570125610092	0.574332652262	0.544413524128	0.593259782298	0.6400865525	0.741331528418	0.74695503407	0.659017155532	0.708901892929	0.657360585174	0.650318400893	0.697544486256	0.713704375409	0.636572206145	0.681973667627	0.769764013678	0.703356472467	0.689664644057	0.697283292123	0.660197569279	0.709903060296	0.762465033705	0.760642160909	0.697333566765	0.738447047233	0.740061809267	0.733362604548	0.724093306444	0.714174858873	0.75745525859	0.754263349789	0.749377025633	0.70686201744	0.772301653482	0.761830636355	0.677945643681	0.572321787377	0.717333760771	0.758470836284	0.698258931188	0.709965056868	0.701909866746	0.689305861277	0.705958829858	0.682373057046	0.749716628547	0.706559254392	0.768738122096	0.613017464457	0.685426892674	0.684201097327	0.617244534893	0.643537625254	0.70961550848	0.602009746858	0.642471982611	0.55648835263	0.568100083684	0.597907781116	0.642252208717	0.632518511148	0.729467153899	0.627829402315	0.642512279933	0.580340341788	0.63737684609	0.582575425757	0.62426827052	0.546844060706	0.508273359135	0.600507522217	0.589453655615	0.582381565239	0.541073809012	0.677269223189	0.673387486327	0.572910996171	0.613030780276	0.674663151866	0.596564574642	0.607485272742	0.561585737174	0.560974164664	0.577001367933	0.645193205634	0.630856458135	0.573072906784	0.602697243166	0.55134318734	0.734730607931	0.700013671418	0.682380641943	0.750746378109	0.709702206891	0.721715427775	0.712128218034	0.67953443513	0.72058519023	0.705405738207	0.72884181732	0.750632153822	0.633284029545	0.635614537929	0.71404396268	0.756658020101	0.735704357451	0.721768853308	0.781420574871	0.731526270762	0.763421609475	0.752905049991	0.739026423726	0.7189869363
CS.148	0.685192383867	0.69825748898	0.663106942051	0.67036672393	0.68499099083	0.710514499742	0.671120911291	0.587369997801	0.709344884479	0.611224237913	0.697910802931	0.617879589789	0.646039279783	0.663305064591	0.6952763602	0.620428945932	0.664175133132	0.615706010636	0.587449895908	0.644188126296	0.698559175422	0.626261774272	0.628438278689	0.60642418315	0.68892601642	0.557000636806	0.600849741621	0.611747563772	0.657474011433	0.675915243671	0.670038976209	0.634111470816	0.562932869782	0.584689260228	0.65470159722	0.593718602722	0.571739003243	0.589159732981	0.620883177242	0.592085585589	0.658412389417	0.589561521555	0.617165324479	0.606820246476	0.619892525385	0.560089743196	0.54103755722	0	0.615567110684	0.543171808225	0.561963807027	0.567979325431	0.55020220141	0.548442519518	0.565348699365	0.538188988436	0.584492383255	0.531715555994	0.59771962413	0.619067179691	0.695930989435	0.698494648208	0.625992515211	0.676979486318	0.615750286411	0.621093211128	0.736201050241	0.673962661387	0.596962117032	0.659826644494	0.719498085559	0.666772155999	0.636058077245	0.660916060122	0.651756204519	0.641968407223	0.702862056925	0.714201266989	0.646057840494	0.679228572188	0.68295267022	0.682026526901	0.696581994406	0.654312313938	0.732673586845	0.695839391772	0.682451612694	0.653193205075	0.730609713228	0.711634195453	0.653046730328	0.584190822838	0.69915209345	0.719060302101	0.668916296876	0.660609200004	0.671789215073	0.699552501493	0.657871486619	0.652403963684	0.711825631663	0.686746201144	0.719717613439	0.584788903086	0.631825537067	0.651874755999	0.655346620002	0.618254027784	0.666525190722	0.642198796431	0.623777655865	0.551029778468	0.565174895518	0.577031640325	0.609006646151	0.651892393636	0.687434927191	0.648224668609	0.644861195437	0.577851793462	0.602991972145	0.546146331298	0.603853394435	0.551299793096	0.511074782824	0.592181980468	0.582560436059	0.559550571557	0.536327854099	0.657737083728	0.647134537528	0.575998943614	0.611513187259	0.668942745088	0.615287887603	0.561421973193	0.562462867158	0.489362909456	0.621631902038	0.613846724917	0.614825467157	0.499924027704	0.5873290645	0.560477099752	0.686650288213	0.656433876791	0.662403028019	0.695571744235	0.66748587544	0.680193782199	0.657745506629	0.645171412471	0.649520991457	0.684280198341	0.677226540985	0.702673626913	0.607543841739	0.620587535438	0.663664272034	0.671372976879	0.678500469861	0.673151811994	0.707415499069	0.677349216424	0.698014487844	0.687694807327	0.679351568816	0.668434440862
CS.178	0.620158860801	0.597865006893	0.64246961159	0.608621418545	0.614564203431	0.605482957557	0.607194354674	0.583755759492	0.603521524985	0.632850117688	0.605056525768	0.650942795455	0.577282873479	0.61672107788	0.612543719661	0.6222309642	0.593036059107	0.693261043798	0.64122844591	0.586403529799	0.623305536783	0.691261915422	0.538728832531	0.670690775417	0.664995531023	0.552483838223	0.566360833955	0.525202190222	0.667202656324	0.628287234054	0.680177088844	0.651433007911	0.589095630821	0.630673489176	0.553773105495	0.615849662194	0.606650125312	0.66061599636	0.572830834834	0.597028158913	0.68409677339	0.636567852215	0.570762707039	0.722257285337	0.550788693783	0.630238051502	0.61868299801	0.615567110684	0	0.559914759193	0.545436191996	0.529089627077	0.543470174608	0.59894560125	0.657666545269	0.562449307443	0.561939581343	0.586083119371	0.573812582405	0.566464846508	0.578271247452	0.589888190586	0.57922782338	0.619459424461	0.617452022961	0.575738976481	0.680413609669	0.553913353655	0.572060019153	0.555380520767	0.629988423444	0.58533206218	0.607609999993	0.573045020656	0.600426839168	0.580146627553	0.581846074287	0.581133000831	0.576253017901	0.605886546553	0.576696142417	0.579845851404	0.619016739212	0.609972485803	0.660271596994	0.618192611847	0.596336803852	0.570422697736	0.596880226315	0.640326394804	0.598245644537	0.627044449391	0.664583042989	0.624359700957	0.65412840304	0.55668892506	0.614838798668	0.660602501262	0.603968532857	0.576825898438	0.624773978473	0.595198194447	0.661299957364	0.623136219053	0.612185705129	0.595339311167	0.655215838557	0.706006761109	0.619119134119	0.704642965496	0.630455362478	0.582509696451	0.562590380461	0.537800384268	0.526613293283	0.61736349293	0.560990474403	0.633241494552	0.662333311079	0.613505208277	0.603835675232	0.567697885001	0.644301086141	0.607802789819	0.586283247779	0.70332192715	0.603317341339	0.635985084335	0.569138773424	0.634400462887	0.524919691926	0.613582778838	0.555653214322	0.624025318666	0.612356560628	0.598255121358	0.587761537009	0.555863202099	0.679420683777	0.540625712951	0.603208747792	0.581621731429	0.61715827937	0.559854253811	0.553659639595	0.583190168804	0.591639241377	0.577978282719	0.582778434137	0.580842245171	0.588060201685	0.557705874071	0.592816547322	0.604468514238	0.606741756962	0.594511221316	0.647037206293	0.637234851958	0.600757147389	0.597048490941	0.60615590421	0.54366864396	0.613252178301	0.567379228267	0.598522601423	0.615623318103	0.613463357612	0.560134820633
CS.349	0.626331686427	0.650564390116	0.67746793757	0.614544521822	0.622830151047	0.661795399528	0.601335445098	0.551645824872	0.654892624838	0.60544370226	0.643098722494	0.627492753535	0.602797307168	0.609737621379	0.643773346338	0.568841850939	0.624451038198	0.683442809818	0.614951033508	0.538190868576	0.667255368789	0.641867214172	0.573399040995	0.618201409764	0.668720658825	0.511802436377	0.540497371763	0.511675242313	0.636737817178	0.669496373576	0.666017701358	0.657767967742	0.541710097131	0.600366563216	0.54640552672	0.603293235785	0.544363629892	0.598581825474	0.576949281329	0.564050367011	0.660601599926	0.568774206525	0.555876273075	0.684892934282	0.561085319011	0.575884106209	0.591853823491	0.543171808225	0.559914759193	0	0.407877006861	0.454152092503	0.475837075502	0.55803559528	0.617405340822	0.457512272489	0.481484235148	0.446812259239	0.446706479079	0.490888678618	0.588526435232	0.635579662023	0.523748038121	0.636221574128	0.607662908593	0.607391211108	0.715341705891	0.600243754902	0.536749693471	0.602468461059	0.668970067734	0.606679028733	0.622625932999	0.576808227518	0.660966692425	0.606504646351	0.632358675178	0.648463116763	0.591782520569	0.618356480662	0.633867281452	0.591591022662	0.650472727991	0.607167615157	0.664600553913	0.636782433299	0.641156935332	0.601382527407	0.643920060661	0.662544069996	0.614842581734	0.601320073618	0.715883439471	0.664188636155	0.671993830117	0.597270123632	0.629825886301	0.695877067227	0.610266740254	0.594994773666	0.686500844496	0.612533308511	0.699959033277	0.602267218363	0.621137093855	0.629193043634	0.63767952416	0.677998520766	0.642184778247	0.656978178665	0.599957187193	0.533323130663	0.516336574197	0.504050429508	0.541650060407	0.607624627735	0.618613750696	0.62587035628	0.674640834022	0.574329951317	0.571530635889	0.501095913675	0.620855757114	0.510922458672	0.542859707029	0.642244432016	0.613795991525	0.564063633054	0.496859728011	0.624165048638	0.528606388654	0.489014263044	0.503967011196	0.659433818936	0.616246886555	0.52869293421	0.489862803435	0.49744317128	0.653541813663	0.48938233888	0.590358402437	0.471916737426	0.545079640115	0.462065228699	0.606197031661	0.610548892943	0.61894296031	0.621781402892	0.627486221081	0.625805491087	0.570716132052	0.583117682653	0.625324480499	0.621808910997	0.63933938517	0.647088039166	0.583831098247	0.635754196888	0.629209896771	0.649338771917	0.668241460377	0.62548336296	0.665947954969	0.610865038763	0.633971031646	0.674105874307	0.685290887458	0.622237062479
CS.323	0.646964646825	0.644319999792	0.681686086323	0.626963047778	0.643768481077	0.646941198934	0.598803870453	0.536736602979	0.642269973076	0.609215514712	0.654950268911	0.640632675747	0.601399267084	0.626082841553	0.6490876971	0.547251860158	0.628030321654	0.684929864273	0.581120980087	0.51093258292	0.669229760575	0.635369478451	0.533311863227	0.592888940365	0.681779618529	0.508252283122	0.496037008738	0.515483739959	0.610187398846	0.683960133182	0.645203113426	0.651638624631	0.50040051622	0.544239766909	0.571051144272	0.608752806452	0.513982706488	0.536318532739	0.545000596261	0.546325581568	0.623644216146	0.537793994684	0.534544402675	0.676101339965	0.550079904992	0.563594221137	0.583685120451	0.561963807027	0.545436191996	0.407877006861	0	0.422433776752	0.44315447379	0.543129046582	0.610990480616	0.429270003644	0.459154304747	0.487411233827	0.385125453301	0.483907546391	0.598686412533	0.636895405296	0.514560319823	0.659775073629	0.597992529528	0.614808345512	0.722737561468	0.597152305005	0.551347853016	0.592665014777	0.671605848873	0.606348250117	0.616894344504	0.593701752377	0.635377165398	0.594594936645	0.612023039469	0.634304760849	0.59713932404	0.646727129973	0.631601130655	0.579301919379	0.651538580966	0.620904337816	0.668145404385	0.661109409517	0.649690220589	0.590833129254	0.661503366316	0.660320694056	0.620769108958	0.586575632611	0.719418264525	0.658772828643	0.671608697234	0.597047865132	0.628384598131	0.679992111063	0.630841432915	0.568762162683	0.689549343534	0.614794843612	0.713205582659	0.595824729886	0.621542559864	0.638556786275	0.646240691661	0.692393160277	0.672521890929	0.632878114183	0.622874601341	0.513549584173	0.485318065782	0.496543694954	0.537403324941	0.593623719963	0.630772833046	0.617462494761	0.672131211334	0.538751291466	0.583873445806	0.488268199236	0.614494959468	0.47376824118	0.515996110931	0.617992528519	0.610531135056	0.522684054679	0.467356280031	0.601163426993	0.50846958023	0.458512542355	0.466175105027	0.653450791529	0.582907763515	0.518722478041	0.465209545333	0.482655681273	0.647450541808	0.473894699235	0.59416325946	0.483431428835	0.560841243221	0.455206122149	0.610566244563	0.608924501696	0.613590523136	0.618244578785	0.63093612478	0.622773425963	0.588316748783	0.568926874384	0.618043342545	0.632706589365	0.633282332932	0.649141590314	0.551386795329	0.629210410906	0.637729117662	0.643593569629	0.656835430223	0.610347842897	0.667990771191	0.597612262824	0.629444800511	0.682339370494	0.686256772866	0.573797788047
CS.182	0.593766486815	0.605116233693	0.646066424678	0.595042279625	0.601330962779	0.610717754627	0.57604000829	0.521065852647	0.598171844669	0.595569404944	0.582671170378	0.626083861953	0.591763468241	0.594057387406	0.603862358106	0.577041456713	0.59236406174	0.684469786089	0.588084224416	0.505787990997	0.621759714694	0.652288225342	0.52417557742	0.62440782181	0.664262720673	0.506855336625	0.447264122493	0.499357998065	0.603842579771	0.646653404359	0.649329958272	0.659789183647	0.490262326011	0.570059882042	0.542743767256	0.601314267677	0.537857100053	0.581237845562	0.56822215083	0.545912854191	0.632223022704	0.576709983524	0.53167679057	0.678217905404	0.518044528195	0.595568366411	0.619944494796	0.567979325431	0.529089627077	0.454152092503	0.422433776752	0	0.478461918211	0.56075553385	0.625471001307	0.450068026346	0.493239296226	0.521188021696	0.472508747524	0.463012859883	0.570698764202	0.59648012024	0.500619057633	0.636879133024	0.561599485972	0.588583389034	0.702187970461	0.582029102896	0.531323175422	0.558590753126	0.634766121424	0.583066208064	0.5881355434	0.570243907803	0.650794431165	0.56008679022	0.576231068055	0.583910334947	0.576597536548	0.590881227545	0.595683904496	0.566582885311	0.607753568522	0.566019024341	0.629940215729	0.62098234792	0.60911536464	0.58182673121	0.610750797527	0.632813558472	0.599129970373	0.573533517306	0.706710387461	0.617623643221	0.652314146881	0.558559283244	0.590930783352	0.664093510399	0.577539277151	0.546470165252	0.654604875475	0.567964279675	0.675649610617	0.593703624139	0.612005775442	0.618628791592	0.624330882288	0.694966115195	0.638934560014	0.675546886428	0.620603782812	0.530598411647	0.479561807897	0.482405295217	0.522288634938	0.578536604534	0.590572180482	0.61073443547	0.662810158535	0.563533922907	0.576183324903	0.464852144859	0.603041500824	0.502840449056	0.545694755159	0.656484715534	0.598013943022	0.552343889806	0.472929495732	0.623248874457	0.488537428718	0.49902937907	0.490512011009	0.620971826045	0.599260945459	0.486753281391	0.495087556571	0.501994129154	0.664345000576	0.476348358042	0.611972662166	0.491042028508	0.56107538419	0.494701424197	0.590320942768	0.592563665464	0.584518356949	0.585499046059	0.605825545649	0.596452161087	0.541089280975	0.540722781662	0.586350414981	0.586190592917	0.602331792136	0.608299248651	0.579206688983	0.622184384256	0.616827932463	0.604357077227	0.613320819998	0.548079399393	0.628010461394	0.553509620577	0.58648652143	0.629734837333	0.649562880249	0.541689205299
CS.254	0.668657771033	0.670481991802	0.667803169244	0.640704209906	0.655680617617	0.671656590594	0.612791627984	0.535123902101	0.659832294968	0.592226084426	0.66133099871	0.620066901835	0.623402333309	0.640536269683	0.665122506984	0.55853523449	0.640240365028	0.65431327858	0.568574565124	0.528203502067	0.674459686959	0.612904755551	0.571382332665	0.592710769105	0.671760059553	0.493631685923	0.530577916195	0.543025295524	0.631465465549	0.687957796566	0.651295789287	0.638565050877	0.482853098764	0.556005613868	0.600108389375	0.591023174039	0.512665318812	0.582192972507	0.564666180182	0.569933587274	0.619699189448	0.540963196312	0.534843443638	0.664688608091	0.590784754742	0.573898814778	0.525404579031	0.55020220141	0.543470174608	0.475837075502	0.44315447379	0.478461918211	0	0.524959148271	0.598483206934	0.456566323725	0.469168967491	0.493156337636	0.473548324751	0.52714165684	0.629675759816	0.656727360408	0.553134120308	0.659347848477	0.607219911396	0.598092541198	0.682933711201	0.619818593275	0.596829010464	0.623503179976	0.711328394821	0.606111050567	0.649680156913	0.616871471287	0.617672392946	0.607845952162	0.635717378151	0.660359312345	0.612946390355	0.656974103308	0.659178108258	0.601903490145	0.659104331008	0.627034524916	0.693328681498	0.665780661495	0.679075894288	0.612437748623	0.687426416841	0.678078875271	0.623665725939	0.583327803439	0.708066463909	0.686856313931	0.666520739588	0.609134752369	0.631842733164	0.65572157365	0.628918280108	0.603994185352	0.686220150958	0.625384112282	0.727764312317	0.577801125026	0.6133474534	0.617796852946	0.627714307926	0.674096470732	0.657131649972	0.608724661985	0.613611172246	0.512468933123	0.497944284057	0.529456252212	0.567945067046	0.571393265331	0.642444952299	0.607189209394	0.635588954464	0.547326845213	0.602678292159	0.505988594788	0.614747716765	0.499013299466	0.498252180146	0.584609486984	0.584395408073	0.537414136833	0.474907510038	0.621238756343	0.540793666086	0.512834481736	0.493632465879	0.668168078637	0.584614868049	0.526706137363	0.503060266544	0.481828575693	0.622540610998	0.493763076709	0.562772724129	0.503816612274	0.528231306156	0.462152640021	0.640877773634	0.617998376008	0.617809014315	0.653937261092	0.6598256459	0.644353209197	0.612294356781	0.591828304351	0.642048531493	0.645179198521	0.660127659772	0.677266287438	0.579815680791	0.619203683594	0.643193284871	0.662591822641	0.67085174825	0.608429664265	0.689816138755	0.629669913078	0.666293378394	0.676190418016	0.678007641873	0.606158172293
CS.177	0.695415654199	0.67118432778	0.675242613766	0.692349204658	0.700166737802	0.689051650517	0.644660705363	0.591001557847	0.678770142841	0.60418926753	0.698594557715	0.592205369794	0.656798362649	0.676250904834	0.698028597651	0.627963852896	0.663936594655	0.615428888485	0.594912210795	0.639845029611	0.703935322714	0.575858508697	0.605292442671	0.57761007242	0.67560888146	0.561146405523	0.57935440711	0.627225795074	0.664469635664	0.680907140875	0.679777298141	0.601026893063	0.559106297063	0.562827136979	0.654252412521	0.66179328362	0.553778038941	0.580381452257	0.564928476358	0.623138958101	0.637443693282	0.570015683022	0.599351178466	0.595639021725	0.644376584511	0.607102827481	0.549074154508	0.548442519518	0.59894560125	0.55803559528	0.543129046582	0.56075553385	0.524959148271	0	0.513624556036	0.547913353803	0.556979570765	0.578934080075	0.580528940837	0.643282809732	0.682484870329	0.664674803657	0.615390914729	0.680805102825	0.611741976132	0.62941088208	0.684184878834	0.668473672539	0.635672241817	0.670529392545	0.732056143673	0.647827625285	0.651803061565	0.667729530915	0.607102428698	0.633407405872	0.681379724877	0.698623829549	0.643839210167	0.698968266619	0.676119724596	0.639010186542	0.686465319546	0.667946944146	0.723185090795	0.700084270177	0.692711918367	0.643797245522	0.711202700043	0.715390305858	0.653781703862	0.604293371901	0.688391248391	0.699492061821	0.673650329334	0.65336497326	0.644153459254	0.641322347666	0.678899280616	0.641227529992	0.688275233489	0.689312962018	0.71865193205	0.605129498307	0.6589614003	0.64298885315	0.640119538324	0.610298937782	0.665045705301	0.596981880018	0.632551677486	0.527684280409	0.531659748943	0.563101097217	0.615387959515	0.617260598171	0.690899924708	0.633097606536	0.63894766867	0.553511543042	0.616917906119	0.533688770799	0.646934570786	0.553226906232	0.511472121713	0.586834669443	0.630620411545	0.526856002195	0.538813723194	0.613938891063	0.634789381051	0.574188444395	0.59144043228	0.645292066606	0.604661190074	0.57344039907	0.536521705478	0.55011875957	0.578778643093	0.59831029963	0.634145907832	0.553057404656	0.541882208481	0.56092351759	0.67599148453	0.653433076428	0.641682690538	0.693980787372	0.670562209735	0.670612141599	0.64740533283	0.632676897778	0.656973713465	0.684428238091	0.66002674299	0.690214456635	0.60529699958	0.646310694586	0.640530591739	0.672583918838	0.671250060342	0.655477688148	0.713869477581	0.668559392051	0.705391638248	0.683203641088	0.684705601143	0.645242596956
