CS.010	L.005.M1	CS.174	CS.043	CS.086	CS.106	CS.260	L.001.M1	CS.245	CS.101	CS.098	CS.003	CS.264	L.011.M1	CS.108	CS.122	CS.060	CS.117	CS.155	CS.382	CS.365	CS.290	CS.073	CS.334	CS.067	CS.040	CS.371.1	CS.058	CS.186	CS.062	CS.125	CS.282	CS.213	CS.203	CS.236	CS.232	CS.126	CS.136	CS.375	CS.128	CS.041	CS.292	CS.205	CS.374	CS.224	CS.166	CS.323	CS.214	CS.254	CS.349	CS.129	CS.183	CS.181	CS.395	CS.385	CS.348	CS.147	CS.372	CS.182	CS.359	T.CS.025	T.CS.042	T.CS.007	T.CS.016	T.CS.014	TFS.023	T.CS.057	T.CS.003	T.CS.001	T.CS.058	T.CS.052	T.CS.035	T.CS.050	T.CS.079	T.CS.056	T.CS.117	T.CS.106	T.CS.177	T.CS.118	T.CS.110	T.CS.097	T.CS.128	T.CS.126	T.CS.147	T.CS.098	T.CS.123	T.CS.091	T.CS.092	T.CS.180	T.CS.144	CS.085	CS.087	CS.237	CS.238	CS.356	L.024.M1	CS.088	L.034.M1	CS.082	CS.015	CS.242	CS.103	CS.241	CS.110	CS.246	CS.325	CS.336	CS.164	CS.363	CS.228	CS.207	CS.304	CS.347.0	CS.191	CS.165	CS.044	CS.308.0	CS.189	CS.212	CS.151	CS.343	CS.320	CS.322	CS.202	CS.158	CS.152	CS.318	CS.223	CS.194	CS.227	CS.163	CS.321	CS.339	CS.285	CS.361	CS.262	CS.393	CS.370	CS.390	CS.253	CS.270	CS.145	CS.255	CS.326	T.CS.049	T.CS.045	T.CS.036	T.CS.031	T.CS.008	TFS.022	T.CS.066	T.CS.064	T.CS.043	T.CS.026	TFS.025	TFS.021	TFS.020	TFS.027	T.CS.055	T.CS.158	T.CS.095	T.CS.142	T.CS.152	T.CS.109	T.CS.157	T.CS.166	T.CS.151	T.CS.141
CS.058	0.656007396994	0.654685784665	0.638837715316	0.548667460838	0.599480312781	0.519517564595	0.560055449851	0.585410337213	0.622619683069	0.620586236908	0.626620701362	0.595100782068	0.584945356449	0.614154276712	0.609826128174	0.56170994764	0.503869099263	0.538917088802	0.58696019947	0.576308934454	0.584692233862	0.579261453893	0.58765592139	0.581829160225	0.631175953224	0.592772529351	0.585741166164	0	0.626057535768	0.551852520573	0.578539509975	0.60335031563	0.592922348278	0.611615735109	0.61440555696	0.509656489087	0.538841107201	0.501320882001	0.562156901208	0.564587215239	0.548406630579	0.511169375414	0.624193267917	0.59277525266	0.696473276015	0.556133594764	0.529392472329	0.569727740163	0.553711489417	0.534261088222	0.548105443817	0.60991718063	0.558371629073	0.537553426263	0.539880557125	0.563637503698	0.555736156909	0.550050702447	0.523083562433	0.632454858132	0.570617041053	0.606874027197	0.597676744607	0.566003123754	0.569995589586	0.613492002232	0.647649249678	0.624827150878	0.637784149722	0.588247383279	0.577590256471	0.57287121363	0.588090951559	0.600599969526	0.618102351251	0.615708219349	0.66706034683	0.621166222224	0.553541287128	0.618454926908	0.645268260531	0.587708300292	0.585387380994	0.660872204271	0.623643033418	0.609964179275	0.643643408753	0.651837553864	0.59177317944	0.643306487681	0.515774283249	0.586986728483	0.525450750324	0.550255991645	0.650382077364	0.647273243417	0.659105341492	0.594207061309	0.545046337458	0.665354458744	0.584410386369	0.553145880333	0.622378588082	0.555429027342	0.578304549616	0.693132628247	0.55290858004	0.618015101243	0.547034631288	0.520265435318	0.564955117682	0.633164908173	0.584620258007	0.586293132958	0.627137922876	0.548608714299	0.563674168749	0.566231823787	0.639962027366	0.595363681812	0.597285916914	0.547215965597	0.583331655052	0.624399934069	0.536570589782	0.553239958702	0.57241397988	0.562994490946	0.661358215222	0.682367729972	0.543343144318	0.602202505607	0.620143855727	0.622334263547	0.598332582278	0.571059371084	0.604012947736	0.549402558198	0.576311820543	0.6079920194	0.556404623111	0.560679669827	0.543559242824	0.547116442047	0.605606635499	0.599060042685	0.568312789377	0.583715568666	0.635262991977	0.625163473205	0.626154852961	0.564175342941	0.617193725795	0.626087734626	0.603053273783	0.615733158124	0.617330896404	0.619281153872	0.61116715453	0.617377635757	0.641848246516	0.655031494702	0.608835813625	0.627518252587	0.613205596581	0.619614276929	0.636160497266	0.653030638722
CS.186	0.678108365705	0.564913264677	0.550938700661	0.627281891005	0.530713837766	0.5828823772	0.654331195583	0.547114712485	0.612576343296	0.563236980607	0.562953901797	0.564853586282	0.593446030601	0.597777319598	0.552437061234	0.560289688532	0.619536326111	0.586547041394	0.611649340876	0.638426436438	0.58542624609	0.704732776259	0.654072071835	0.722068525819	0.750475234228	0.627583862947	0.664338863794	0.626057535768	0	0.57695577737	0.672121944786	0.696678339644	0.693904753538	0.624617332221	0.70396489381	0.555521989185	0.600659821491	0.643778768202	0.676915244599	0.625659786073	0.678705706299	0.612345661765	0.729064835414	0.680557877271	0.761633897933	0.69002321001	0.669243771531	0.667643903054	0.673874772802	0.652588198782	0.585122327106	0.741893641382	0.641629595362	0.652653535385	0.66205563043	0.625070791695	0.680292800856	0.668224789222	0.626588937477	0.721551269068	0.622659767	0.562447149593	0.689055276527	0.630026331862	0.61992968492	0.665789188342	0.754473685385	0.587181073482	0.712332662838	0.594141664059	0.674051941977	0.612782538202	0.606102948656	0.69694549774	0.636520979843	0.536585762771	0.429639056636	0.548890218422	0.598220971136	0.511759910516	0.54687346916	0.566309273895	0.573264042645	0.501889851558	0.537100339334	0.575924256159	0.515200182348	0.580755969835	0.536311891069	0.569124783044	0.535668258488	0.639050193214	0.634079471932	0.582390272392	0.708490235715	0.563585351358	0.69877543203	0.607757173556	0.559383877146	0.593943990538	0.54198059551	0.559931296995	0.567070963956	0.632810020299	0.539257171735	0.760103509798	0.640203105018	0.706979477823	0.676418220055	0.612442785363	0.668234832799	0.702961054087	0.697085118365	0.584114608496	0.730168287375	0.613770982173	0.688427520531	0.595535615256	0.705786080822	0.62267013102	0.676268835593	0.604218410217	0.702505180235	0.673888088775	0.644473605956	0.586906229792	0.67500995699	0.664589812165	0.752039760551	0.78885602795	0.653636152176	0.609533586844	0.671589118633	0.738121039702	0.697832101391	0.68358802509	0.679159291417	0.681188611484	0.673598754615	0.7303018322	0.654469230987	0.636049901335	0.618043094874	0.617956416457	0.672401900613	0.639663834866	0.528434907151	0.590897098645	0.684348207127	0.571025028528	0.522150883366	0.565682261184	0.617105300188	0.715233645346	0.660561763749	0.638646632202	0.555830311151	0.624172032673	0.588627631841	0.552961159712	0.52764905764	0.626937978259	0.585895175349	0.517681572188	0.57501327392	0.576500939561	0.573639694794	0.60836039355
CS.062	0.681384211543	0.548070652902	0.5268507816	0.562688246611	0.514369910548	0.554687762937	0.616199901071	0.560491373617	0.545397248647	0.501805887108	0.540597530216	0.525190405902	0.587490829072	0.523784084735	0.578134446965	0.497467838272	0.526944065109	0.519671620196	0.59200803835	0.558600120815	0.51966940779	0.639723049166	0.580300773286	0.679849308865	0.690487377784	0.527617589813	0.553293018515	0.551852520573	0.57695577737	0	0.641389374022	0.647484663193	0.656592591231	0.524055704088	0.656597451848	0.523233930186	0.530055444907	0.566726926467	0.569549327066	0.560011043077	0.59361934676	0.56320031161	0.674619543727	0.638269118635	0.724917524687	0.653363676482	0.628030321654	0.58796740263	0.640240365028	0.624451038198	0.577952940353	0.705359273349	0.618997956216	0.617848872337	0.632025577293	0.610376617318	0.639085703807	0.618359969605	0.59236406174	0.702210405555	0.541607735798	0.52265649406	0.632865365273	0.561619203405	0.582483589748	0.562295493072	0.667647522765	0.535207031087	0.686383166312	0.548996825746	0.640857418902	0.539037055473	0.568022493801	0.650607502743	0.586983989418	0.528498447055	0.552827661585	0.533433603489	0.582082887975	0.540213902905	0.544201190572	0.568693012523	0.508287815981	0.548690505827	0.566795703862	0.553548049264	0.552619166262	0.597008720784	0.551843446843	0.551684119606	0.52969746212	0.549133839418	0.598040276041	0.544798690713	0.667177278506	0.573536061298	0.612381560736	0.579681422443	0.505953229474	0.546854764438	0.506351541781	0.522760147988	0.514733141087	0.605176310926	0.506366448104	0.730915253213	0.555597146589	0.689732468498	0.630476907963	0.556223112004	0.644883912157	0.628942350923	0.624121996481	0.511325688413	0.631403760758	0.495353893816	0.625208093169	0.613742343717	0.625278682041	0.581586589678	0.646693669821	0.601245623191	0.664662538512	0.594075318185	0.58340842899	0.517262712279	0.639243389123	0.63418654013	0.7306264774	0.748793402535	0.577636808449	0.521163923043	0.600214335854	0.674121454994	0.61674861498	0.62489207099	0.639809843782	0.647285936091	0.623326935001	0.705865108601	0.62938529363	0.567898368681	0.59415771082	0.603879240226	0.649309871713	0.564288732592	0.561042664644	0.538263267517	0.611707404893	0.542805352968	0.54831894542	0.53359070331	0.548557470696	0.694373776586	0.562487469046	0.570971877277	0.532026798217	0.536018158519	0.558893839483	0.523601548891	0.557498641003	0.589701858666	0.529172579038	0.533491729129	0.534330105207	0.536124694647	0.542260335951	0.569584933637
CS.125	0.722539153965	0.686516945681	0.65909608374	0.604635058214	0.666894454359	0.652975428516	0.510997819574	0.674023452252	0.628261297061	0.714385370652	0.697754328397	0.687922129063	0.639306627776	0.608048133486	0.700308803771	0.683993451536	0.611755962463	0.642256953017	0.577129705412	0.53366096451	0.613629164812	0.503292262744	0.683977809211	0.52113245619	0.644701193798	0.691017654151	0.587043167725	0.578539509975	0.672121944786	0.641389374022	0	0.480710552285	0.535376679329	0.619286834698	0.647980104185	0.619193726865	0.545790698674	0.560640953503	0.553239488034	0.514613082084	0.58001110795	0.57421712527	0.512243308606	0.537983379342	0.625553837121	0.559767759655	0.50040051622	0.551430151619	0.482853098764	0.541710097131	0.58837707282	0.566036622524	0.514223849193	0.582942890373	0.51995755405	0.557840130136	0.480804526923	0.49709921419	0.490262326011	0.545144058493	0.594257027129	0.629353965149	0.539787562103	0.565753820029	0.624357130082	0.599429032733	0.585868360777	0.666985381404	0.551322640328	0.605589397778	0.551062202779	0.628657766127	0.605784984814	0.530828514095	0.67207378552	0.62052846534	0.6786296667	0.665527981233	0.527050653253	0.65560803527	0.6887801966	0.616899897793	0.589072390674	0.686508937982	0.684050848296	0.608720135908	0.680630206366	0.681398165416	0.651251552107	0.664194086682	0.645624403038	0.637977589019	0.590004212973	0.647272918358	0.619183804733	0.666811211022	0.686756594805	0.605611658364	0.651133370675	0.706726057736	0.620265452101	0.645579229177	0.686050848466	0.605529145214	0.595776240129	0.639360118396	0.550501029882	0.69827820425	0.507100792131	0.638545288126	0.554671895459	0.645224365713	0.581992607958	0.653087778886	0.586286357844	0.631216155617	0.604561607703	0.578905720644	0.568346604187	0.583081210066	0.507250710087	0.483239488178	0.514226924329	0.629955988092	0.594521078065	0.573301710483	0.484210757331	0.466959863723	0.5570387202	0.656287035296	0.592245890882	0.626694323907	0.579454384232	0.567358022807	0.554211557342	0.556041014662	0.607107783433	0.524145759981	0.528384055961	0.591854153281	0.511365003599	0.534400521629	0.530768442891	0.479541553959	0.563548741085	0.639382617196	0.649350008573	0.630021379171	0.590255116188	0.662031324512	0.669888857093	0.633147525914	0.644043084877	0.590018516385	0.561347149103	0.652947276198	0.651239325303	0.629659584155	0.622652508218	0.623048811231	0.696327388725	0.651722558928	0.615399426534	0.660105778302	0.66437528335	0.596173311138	0.645534377275	0.662745226126
CS.282	0.760004287707	0.712623033209	0.683614176905	0.625010414174	0.692420589965	0.646956862494	0.54621365826	0.692350143051	0.661754938583	0.73336312711	0.713393169076	0.705566331492	0.669192016515	0.644474272758	0.706344858219	0.698012805739	0.633330328725	0.655164253653	0.602692479682	0.578875166054	0.626081368285	0.501712916693	0.689223181195	0.562091893031	0.64797941603	0.696018188445	0.605722599521	0.60335031563	0.696678339644	0.647484663193	0.480710552285	0	0.537330417283	0.628589054668	0.630821767852	0.632317360419	0.58981461193	0.571965792018	0.575724851908	0.557665046343	0.619172616312	0.576911081107	0.523298972232	0.550817982949	0.621174658827	0.542786184878	0.514641308279	0.550643154067	0.524299280625	0.555229118132	0.623947337214	0.55149993204	0.531011030339	0.589911004514	0.537679167174	0.587984595732	0.509210889594	0.53338972458	0.536379851773	0.597616099466	0.624987092684	0.676091634775	0.587510659439	0.599157674844	0.626329043217	0.612321486454	0.630977543433	0.684973015756	0.620007724827	0.650759633631	0.580238852903	0.647913624252	0.647981692898	0.556724204093	0.713083937265	0.662523453554	0.716752445154	0.69473287809	0.593651677225	0.67675950648	0.714239615732	0.639057271653	0.627177300082	0.718342512023	0.694755789189	0.628614800221	0.722730686464	0.702491518287	0.681932731604	0.695821005917	0.67583855954	0.672186963613	0.573929006044	0.670059421554	0.668354664946	0.712425527257	0.716795282139	0.641279994235	0.65570333583	0.712032124175	0.663703871175	0.654156436549	0.709418809854	0.612554061255	0.626927644945	0.646881727563	0.5693906188	0.709964413153	0.512780033099	0.63985208919	0.596855454461	0.623329454208	0.58549711848	0.66673928314	0.622640810974	0.62757651043	0.604265627051	0.584895183541	0.618390719376	0.580870997733	0.495633828635	0.521097714822	0.504767368351	0.64833750998	0.605764582329	0.621731221584	0.443730217451	0.498626489992	0.567595599204	0.64548075673	0.606385493289	0.650991959602	0.593900450856	0.579959932729	0.560362887215	0.601867235635	0.605864058451	0.560833385565	0.51836550048	0.642595171729	0.536506763429	0.583254806946	0.537766360658	0.521720031764	0.546912200467	0.659324965824	0.679738613948	0.66883205128	0.618494833656	0.684721397444	0.698982421727	0.6745029621	0.649929099991	0.660732081784	0.599138523088	0.664764188388	0.682695512526	0.662307415887	0.66733922471	0.652437603456	0.725741216468	0.670315075129	0.653175014114	0.688527179229	0.686146790911	0.634728331064	0.679102251474	0.700809553911
CS.213	0.709781505253	0.702125453944	0.686828375183	0.603663016392	0.69236314118	0.657794170564	0.566759811386	0.693895290837	0.660241379628	0.70443874085	0.713373783195	0.685118265743	0.652483074253	0.652469410487	0.7034105504	0.675795508177	0.595813536135	0.639971243894	0.605451448109	0.566705304693	0.636220544094	0.51678909838	0.64005038426	0.539145361491	0.586687560541	0.682071885322	0.600117609238	0.592922348278	0.693904753538	0.656592591231	0.535376679329	0.537330417283	0	0.643820129374	0.623607453373	0.644660067352	0.616184067755	0.572938520851	0.578695061451	0.571031985913	0.619514429785	0.588926118401	0.543388014563	0.54124605561	0.618319945822	0.59473476237	0.544239766909	0.589934760754	0.556005613868	0.600366563216	0.60854307873	0.59381656703	0.592779707635	0.572443672045	0.571417392074	0.628656606352	0.5008025496	0.527116968101	0.570059882042	0.583665798247	0.613784579709	0.677956158886	0.615711877328	0.615268396486	0.659537240926	0.652428857329	0.617625833848	0.687650126605	0.574797401154	0.640198114255	0.611825743261	0.644992091872	0.625927567372	0.562761174982	0.68249991472	0.670461464675	0.734049210429	0.697668583372	0.587729553913	0.695439010419	0.717298826337	0.638517199876	0.658681112187	0.720718128556	0.703728759841	0.633301408894	0.722946979121	0.708218005244	0.665832747281	0.692354130458	0.678357937431	0.667762103952	0.593134191004	0.665224858994	0.636442598537	0.711266086961	0.688973041059	0.625210290831	0.688490225891	0.714342681697	0.665674242475	0.642051821393	0.685010158113	0.600558335626	0.64111058785	0.640916250162	0.591537332357	0.679123283229	0.506609941511	0.620544753831	0.578628277092	0.662798358051	0.595639027667	0.681135460457	0.619845992923	0.618974972936	0.575681376123	0.605187329813	0.622476227476	0.613307543461	0.524332726757	0.544851230864	0.514616395468	0.624748835641	0.578489912428	0.650437532097	0.475984179887	0.554936619685	0.547701740918	0.631227559769	0.60649410174	0.631256722556	0.580989627766	0.58285275868	0.568606326649	0.557415791384	0.638815256296	0.553050894876	0.587766081763	0.593927140635	0.54767136691	0.613368573361	0.56826503468	0.566911793833	0.55057493289	0.652363083948	0.6834204301	0.654948581218	0.616141728541	0.70083438888	0.705914356537	0.666169636617	0.680486172011	0.641531200306	0.610384029333	0.67209769417	0.70132164546	0.671665454895	0.672085448651	0.680920912899	0.720651228138	0.681167188888	0.651231470474	0.69932918368	0.682942089355	0.657914962187	0.679222285189	0.675685174346
CS.203	0.738782518573	0.526836728016	0.50685441976	0.611064425005	0.569358819858	0.615022776278	0.611274157219	0.587038440064	0.57649850057	0.554241327428	0.571418340397	0.59045157219	0.631911497406	0.540297958463	0.650741300102	0.554854924262	0.634257977862	0.590173686076	0.578921142302	0.46676813679	0.471972113297	0.627880256186	0.662764203073	0.664322688867	0.738469689781	0.585543445748	0.544670769516	0.611615735109	0.624617332221	0.524055704088	0.619286834698	0.628589054668	0.643820129374	0	0.68576473775	0.590248898557	0.494174155348	0.625762623595	0.57635404046	0.531090890876	0.640044360063	0.602352593664	0.653127333818	0.622615939	0.737466442463	0.658533872987	0.606102001107	0.612577187382	0.626569420211	0.594951815008	0.615187925265	0.705048992714	0.627329057247	0.642977017328	0.623487815807	0.612779551241	0.647323029438	0.629636514073	0.610886345803	0.719171455256	0.51778487731	0.474362808896	0.650908559803	0.541593000771	0.595176564967	0.52991465985	0.681500173191	0.518914637518	0.686949183515	0.504127303727	0.623978852954	0.522259208512	0.594753286604	0.654493232261	0.624918288469	0.528148108147	0.561554860358	0.545891146874	0.594437221586	0.56467131243	0.542655982973	0.604707210418	0.503349455288	0.556297421217	0.553478267825	0.526759397502	0.551475544984	0.573336800522	0.582122606622	0.538652715767	0.604266209817	0.580036418081	0.656107750406	0.560712535835	0.690243237698	0.590622800259	0.620113953478	0.537681779282	0.586067600197	0.586246069381	0.525298235446	0.60045573192	0.545474378067	0.639605463634	0.498285767323	0.725121392679	0.564516836599	0.736004695847	0.62132699163	0.606182187705	0.676486480634	0.701489912285	0.665157052076	0.49048960525	0.650600000043	0.513005152396	0.6715194243	0.674499070139	0.636920735304	0.555391328641	0.61437403687	0.573008167699	0.633008636918	0.622554810142	0.639222467363	0.483648868721	0.597573750913	0.627361426905	0.70976567526	0.751595793352	0.626909659225	0.459157026584	0.590743343481	0.70407065831	0.621010579325	0.642061675658	0.632000531467	0.599433745443	0.635673537529	0.731569968358	0.635867422229	0.500501921695	0.594728005059	0.610862283881	0.636169609181	0.552975149766	0.599380701557	0.531883609299	0.519069414935	0.518657551029	0.544580747317	0.510195632578	0.509069493887	0.723699474518	0.516866928229	0.569814842061	0.527809134163	0.47393048381	0.556806910013	0.478214952559	0.567180644096	0.545879098609	0.543890762208	0.531006166175	0.579413913645	0.532230780462	0.526399430299	0.573711263319
CS.236	0.650635568788	0.744792293265	0.731071357909	0.642120672698	0.664294053687	0.617961158334	0.642787042628	0.648849286425	0.694730253024	0.697160563556	0.698631898389	0.670408575607	0.658149700027	0.662444703589	0.615258462161	0.66050672726	0.65060601746	0.652178831008	0.664609553771	0.687885100643	0.66510506015	0.66293271717	0.609576186191	0.673772322799	0.667518452703	0.649575747277	0.698642847749	0.61440555696	0.70396489381	0.656597451848	0.647980104185	0.630821767852	0.623607453373	0.68576473775	0	0.643015914916	0.695612850944	0.58708327939	0.645277265612	0.631278775808	0.608768780582	0.611278348595	0.699705501156	0.629039892232	0.720606416614	0.671090560276	0.645203113426	0.671079577249	0.651295789287	0.666017701358	0.664610101541	0.667640299913	0.654724620059	0.640491492647	0.639656001078	0.655553885137	0.65332186354	0.629298614597	0.649329958272	0.690745458632	0.692230801648	0.707784137228	0.711942053602	0.686636767822	0.67145561144	0.708832678809	0.688918585559	0.727564426231	0.674891829634	0.682262873426	0.663222026153	0.69217684385	0.653580756399	0.684029650744	0.671737246163	0.708785302567	0.759684031996	0.718639177434	0.696252575668	0.704508683153	0.724608971183	0.677767558216	0.706684656641	0.744026116307	0.728184096583	0.691264016914	0.750593499653	0.731089138294	0.658597693949	0.718882441013	0.641704017695	0.681069383459	0.58950580228	0.673680805373	0.721134265581	0.738452174346	0.703834570222	0.635627658566	0.664042864909	0.685270186063	0.698415473817	0.634207785925	0.689210778227	0.639893617205	0.677324515182	0.738197307306	0.682962244041	0.655974894728	0.651141996743	0.594190525472	0.670650749937	0.670044237586	0.662312901441	0.706086244032	0.689424046652	0.648704892997	0.635768994825	0.682452029449	0.735605559466	0.666924975014	0.644404105624	0.645014939249	0.668661411259	0.67547206228	0.581866874234	0.674006925198	0.638715037717	0.659884034791	0.734205337118	0.719061696391	0.585121529404	0.679890010623	0.681561047746	0.648818366769	0.671175554193	0.6799206684	0.637071305668	0.640230550474	0.650920489478	0.684389533247	0.662389345033	0.684031876375	0.679376773704	0.652217949218	0.714886546872	0.7013286885	0.670238774415	0.709307369169	0.717149569777	0.719379199355	0.720344089142	0.699792704779	0.699093928922	0.718247892002	0.703745382089	0.702478474116	0.721002066575	0.718751677433	0.688118988138	0.712755492725	0.747544540665	0.75572108026	0.689636422588	0.73208911258	0.722522532001	0.691060377963	0.742491668344	0.739990690001
CS.232	0.681319612392	0.59519432061	0.559756856733	0.537413975052	0.526232234492	0.501202436125	0.590410870465	0.544775225116	0.600315040808	0.543968919264	0.535049733571	0.518075282784	0.563393546149	0.575735591339	0.563858788711	0.521035028836	0.545910495744	0.525490750825	0.554068477451	0.599283971809	0.553442611655	0.61395867453	0.622305722387	0.64322724276	0.698600933711	0.564367049302	0.610621626019	0.509656489087	0.555521989185	0.523233930186	0.619193726865	0.632317360419	0.644660067352	0.590248898557	0.643015914916	0	0.518560978016	0.507194667933	0.601287663724	0.55665271544	0.581881457388	0.46353620181	0.674268245314	0.618801210315	0.72352069749	0.608472178976	0.550079904992	0.601323200639	0.590784754742	0.561085319011	0.559150737885	0.67868692002	0.571305940509	0.570923874149	0.56973227786	0.56117935961	0.617103788518	0.583664019298	0.518044528195	0.684949538619	0.553740590742	0.544484979164	0.631058091276	0.557266453087	0.548652686546	0.617432774736	0.685043985987	0.577674200556	0.685438753592	0.571916895754	0.605993524947	0.561044566589	0.583157051508	0.657102144384	0.639840089232	0.553411307652	0.567272514124	0.567595872062	0.577269655217	0.538985074013	0.583565607705	0.545134847097	0.520259618085	0.567881963433	0.542536823112	0.562083545656	0.560401842302	0.584327365591	0.564736163702	0.589354741657	0.492216875338	0.597868191615	0.533609731545	0.543392973099	0.668336268861	0.629063951179	0.678548504512	0.603212624168	0.470414494279	0.605971642246	0.532360095045	0.497321363545	0.517100637959	0.576547549132	0.521258210533	0.740640147362	0.562973560402	0.654979535138	0.590549153135	0.552886397744	0.634502949283	0.627387624472	0.651115953175	0.545913440368	0.666420445631	0.555420445352	0.625013327415	0.595758764234	0.649716338821	0.54860980843	0.626202825007	0.555067241711	0.632526443548	0.634657668838	0.570960990965	0.514871867178	0.601669380598	0.584802239543	0.724333449168	0.746091958688	0.547164237833	0.569558084957	0.641959304141	0.659671890571	0.643003821219	0.659888418954	0.605993989678	0.588393752175	0.574624149433	0.675007964409	0.584449945761	0.56438302526	0.574606756187	0.58463791583	0.63129272381	0.597746946741	0.540741363303	0.581461040516	0.644261935255	0.546441635433	0.57055657336	0.560206804114	0.575432190469	0.703623644252	0.604484658005	0.618854371098	0.545784097942	0.590185869993	0.588586762687	0.53907845103	0.570492314016	0.639953201613	0.541267428649	0.552961186384	0.587082113513	0.538875653697	0.582992606466	0.631713222011
CS.126	0.729489364671	0.557980950747	0.502940990295	0.553991775959	0.583906224696	0.589881933367	0.574418924756	0.58534919516	0.5483570838	0.573459996245	0.55428340257	0.583071653433	0.602906285471	0.552947392621	0.621742091082	0.593405623307	0.594701823172	0.585243594683	0.49453401939	0.461425012325	0.512545303631	0.571679640353	0.657367304979	0.612669861115	0.707439444621	0.580966101017	0.529782732428	0.538841107201	0.600659821491	0.530055444907	0.545790698674	0.58981461193	0.616184067755	0.494174155348	0.695612850944	0.518560978016	0	0.57262501379	0.539055275194	0.496087078046	0.596199889422	0.55645259045	0.628550895092	0.612111975816	0.713095141561	0.594184299798	0.520021364912	0.534347284908	0.53228749643	0.527383212978	0.560786466984	0.660727288477	0.554247800749	0.551852840886	0.549090606434	0.51850057953	0.580386179182	0.538477690209	0.47176658191	0.667617626856	0.481737418071	0.501689806046	0.575998154076	0.470142026501	0.523764867324	0.507539962271	0.635147739081	0.494900702891	0.661083245947	0.528644794978	0.545918133722	0.482726753938	0.574037884238	0.596670412062	0.632867021886	0.516988089846	0.53562965925	0.531469057882	0.48644020765	0.543586990576	0.558199978793	0.551104107574	0.448730900135	0.559331150482	0.569853525297	0.497677439109	0.520319182154	0.581982770988	0.578943936258	0.537143081562	0.551469531556	0.594501792626	0.615190787875	0.575365034883	0.640630256903	0.593563572355	0.676424227253	0.580134864072	0.552050696708	0.624035865601	0.480954954756	0.570833244366	0.559699088986	0.607719398354	0.51169015511	0.706505804371	0.497874053429	0.726782088089	0.546677045296	0.615886697678	0.604324676052	0.651568243604	0.633177856427	0.475290633742	0.621359793485	0.512564725431	0.646895017306	0.59762934111	0.567688684961	0.537952507638	0.570490603616	0.493218106219	0.60335952873	0.583140845341	0.625857575505	0.429396577442	0.560276583102	0.536617707392	0.671321621697	0.731034888173	0.609283521587	0.505710698232	0.584557029029	0.680258606378	0.591385691215	0.589224053919	0.596498929366	0.556825053337	0.556424365574	0.673851172643	0.560792903505	0.445022937173	0.515626644049	0.538313315108	0.585985892422	0.528391171788	0.579540252095	0.524513726527	0.502327013271	0.497998883193	0.533472640129	0.485245070097	0.500815008865	0.650369835198	0.491136714605	0.538269243182	0.497566094858	0.495308838313	0.551704065838	0.483904215352	0.570927809947	0.563593872479	0.459577333462	0.532452418289	0.552943480427	0.494565530605	0.509144878701	0.580515290104
CS.136	0.644656162047	0.675692280642	0.649746921392	0.562038652241	0.604184764086	0.505392357602	0.548223909469	0.60560327603	0.627187731737	0.638520945649	0.632040770438	0.604585725591	0.601444024053	0.603243593865	0.61955417632	0.598381072372	0.558403951608	0.553704966528	0.604904810682	0.605195616082	0.590616796909	0.560493054527	0.606402625761	0.574559366502	0.632463205683	0.61266252069	0.602679985824	0.501320882001	0.643778768202	0.566726926467	0.560640953503	0.571965792018	0.572938520851	0.625762623595	0.58708327939	0.507194667933	0.57262501379	0	0.565400595896	0.557311963128	0.521955719768	0.501729828511	0.610503083907	0.573437206374	0.689980687344	0.584969019676	0.546325581568	0.567382175378	0.569933587274	0.564050367011	0.585640880141	0.612961871298	0.552410901412	0.558185043407	0.535536646105	0.580313141888	0.563600094838	0.570089403649	0.545912854191	0.655794664639	0.596842751445	0.633395322809	0.591470564422	0.593344226645	0.594426879987	0.620216536019	0.648638359816	0.641238100397	0.616222957785	0.614022180408	0.57821204992	0.60171603746	0.609920987311	0.598598485312	0.627437757342	0.628012553482	0.693539854488	0.666512008927	0.589947696256	0.634098133773	0.659640322552	0.61662659933	0.611973683143	0.672635940595	0.645797004465	0.617317354609	0.671858897394	0.666459007703	0.626932988553	0.653691197402	0.548744127779	0.59537892913	0.521341002975	0.596155055685	0.663624897769	0.666964326214	0.653466017512	0.617508006549	0.554307492627	0.662766056719	0.607632868862	0.567237858169	0.657476488346	0.552692623271	0.600626040197	0.700619605552	0.55329261667	0.598369166904	0.525913351688	0.53206855853	0.594199930161	0.607258823807	0.587618665632	0.614566463732	0.599637891165	0.573767880192	0.551270382295	0.588441415862	0.609513672581	0.5724083603	0.590549458364	0.531461808393	0.579163358197	0.63522076944	0.533538777731	0.566950364357	0.538739572018	0.537717782775	0.651941644713	0.685345321599	0.491538272483	0.622672532184	0.606997584566	0.578307623964	0.576694640801	0.620695945012	0.589209244262	0.575824701674	0.567639609512	0.636080106271	0.543567752205	0.569221803178	0.566880008733	0.566630269217	0.608459710618	0.617517460764	0.607232738005	0.615591315968	0.638813943981	0.642960925131	0.652144960285	0.621150988828	0.617721549504	0.662219063443	0.597726893226	0.628779967913	0.630634935643	0.628867813785	0.60961338009	0.634689913165	0.665175484608	0.668564657823	0.609474144617	0.658514815083	0.642505302596	0.606519449858	0.657972974293	0.679238434093
