CS.219	CS.007	CS.011	CS.314	CS.019	CS.094	CS.098	CS.244	CS.084	CS.245	CS.105	CS.260	CS.043	CS.039	L.011.M1	CS.040	CS.327	CS.073	CS.368	CS.366	CS.290	CS.066	CS.186	CS.371.1	CS.137	CS.171	CS.122	CS.050	CS.365	CS.072	CS.126	CS.376	CS.378	CS.232	CS.224	CS.041	CS.205	CS.282	CS.128	CS.375	CS.292	CS.136	CS.302	CS.380	CS.125	CS.148	CS.254	CS.268	CS.182	CS.129	CS.389	CS.348	CS.181	CS.323	CS.166	CS.395	CS.178	CS.386	CS.177	CS.385	T.CS.071	T.CS.072	T.CS.048	T.CS.022	TFS.024	T.CS.067	T.CS.057	T.CS.014	T.CS.076	T.CS.001	T.CS.028	T.CS.052	T.CS.041	T.CS.019	T.CS.082	T.CS.108	T.CS.110	T.CS.129	T.CS.167	T.CS.178	T.CS.126	T.CS.124	T.CS.125	T.CS.180	T.CS.139	T.CS.177	T.CS.107	T.CS.106	T.CS.104	T.CS.160	CS.015	CS.246	L.024.M1	CS.085	CS.103	CS.087	CS.241	L.034.M1	CS.082	CS.088	CS.110	CS.242	CS.237	CS.356	CS.006	CS.228	CS.189	CS.325	CS.304	CS.358	CS.164	CS.364	CS.165	CS.233	CS.212	CS.150	CS.187	CS.330	CS.387	CS.347.0	CS.202	CS.223	CS.321	CS.343	CS.339	CS.319	CS.152	CS.194	CS.361	CS.163	CS.158	CS.331	CS.320	CS.080	CS.318	CS.270	CS.262	CS.145	CS.326	CS.370	CS.390	CS.255	CS.393	CS.253	T.CS.043	T.CS.008	T.CS.045	TFS.022	T.CS.066	T.CS.026	T.CS.055	TFS.020	TFS.027	T.CS.049	TFS.025	T.CS.031	T.CS.061	TFS.021	T.CS.036	T.CS.166	T.CS.095	T.CS.151	T.CS.142	T.CS.109	T.CS.158	T.CS.141	T.CS.152	T.CS.157
CS.365	0.581981827132	0.534626228561	0.581274788747	0.554327281164	0.496371435279	0.594952983723	0.575216556397	0.661756478343	0.580169054561	0.552390183409	0.524454792494	0.589342618775	0.573341747688	0.591485173884	0.522910166412	0.565274592175	0.576100180111	0.629339292524	0.490215999412	0.671934978694	0.617797168773	0.567075754743	0.58542624609	0.554536279095	0.498753144403	0.573097301762	0.533232047757	0.662527847951	0	0.530254470453	0.512545303631	0.64061489568	0.665964006251	0.553442611655	0.721121212034	0.631159216721	0.645036900279	0.626081368285	0.548906362748	0.569764310464	0.587970212286	0.590616796909	0.677098046351	0.50408605644	0.613629164812	0.672744490008	0.61845161006	0.663036642139	0.582937152503	0.607781325901	0.625670711361	0.600873877704	0.611795319642	0.599105142457	0.661018782091	0.622513886361	0.571137459371	0.684632982547	0.654398270644	0.604153213443	0.495873306944	0.535357076478	0.504940514087	0.555662586304	0.52719600596	0.515200545618	0.663903807545	0.560759538409	0.578263870839	0.682187740626	0.523297670885	0.629465762395	0.538616523264	0.579391964388	0.506056137321	0.568444014813	0.550094019997	0.547301878025	0.509908096986	0.528762133302	0.466002247627	0.534164224529	0.548781769307	0.543590215637	0.516708491812	0.537459578127	0.484549706547	0.539333673314	0.532702923518	0.550216190911	0.588902044028	0.480784703279	0.562606146392	0.564270394276	0.577186516187	0.564481726707	0.541361122263	0.545797530328	0.55379768051	0.611246015047	0.616089997289	0.497435387834	0.617884918207	0.658056321765	0.531689146331	0.592029879385	0.641629980503	0.730510580915	0.679186194974	0.73263592391	0.70904250234	0.68091326699	0.647635293787	0.612705603674	0.632805525592	0.587885690213	0.579189411179	0.596306549308	0.566283905795	0.658996275721	0.635666433149	0.61194706198	0.466223894346	0.627664011969	0.583335876934	0.593515482833	0.520866051233	0.708650820151	0.630872506396	0.610023787569	0.621729654572	0.551213667052	0.58113512436	0.584695410617	0.590639425408	0.642335814464	0.646890744634	0.535679514072	0.610972301172	0.624026776303	0.628182888899	0.595726158178	0.648448416011	0.72901545927	0.511144721805	0.539726270014	0.556929353578	0.5176056473	0.527051528802	0.704824251719	0.539163267345	0.517922724077	0.496676465541	0.614324898991	0.530722058755	0.548269816588	0.522800205619	0.568393158053	0.56675153472	0.507802997606	0.553734081076	0.514983069369	0.529558922681	0.519185994347	0.481930820199	0.556011547982	0.53732500279	0.556167499599
CS.072	0.541700059543	0.500320648175	0.47938888061	0.541915434784	0.521385396412	0.654763249183	0.516151634968	0.666721233507	0.517139635591	0.579277895041	0.465647050075	0.611541290245	0.555901496779	0.594558398974	0.527679587095	0.552201066315	0.60655555978	0.625213116976	0.476046393761	0.717842834958	0.639710064642	0.581764619135	0.577411572391	0.574327560925	0.49404412995	0.575826693573	0.531308074286	0.643667938185	0.530254470453	0	0.476585201656	0.636533346428	0.699513410817	0.479872335203	0.746871531621	0.634616415817	0.689664102256	0.657800400507	0.562993444329	0.593723223267	0.564403451052	0.582603557139	0.694958558639	0.49528960438	0.636875069852	0.673766855526	0.608378141258	0.651037012312	0.519384429766	0.575330065927	0.601589639744	0.589476134049	0.598381068739	0.578797711503	0.643285100082	0.595020201644	0.557206807453	0.693122432715	0.654192762913	0.610766608559	0.516281442525	0.499629967134	0.545829169753	0.566944960834	0.548768312589	0.513844687184	0.67304343535	0.54341347711	0.540186441052	0.702371105216	0.52089170818	0.616963060867	0.53057877348	0.618529774406	0.542105663003	0.497331773824	0.529048370711	0.499465434279	0.499685456909	0.498958447696	0.458145622907	0.507105006233	0.495394738492	0.568936271645	0.47601231536	0.513585862673	0.485961052812	0.498035432465	0.49631549805	0.507537550864	0.598161022585	0.509166603045	0.561627179187	0.498814636065	0.535229761167	0.552084251978	0.514581999628	0.591664895903	0.47302679045	0.660831734979	0.606051177883	0.478243815532	0.609206781019	0.68677135078	0.505552050154	0.587115526468	0.620181086515	0.760514422176	0.679480282627	0.746974650268	0.716291288158	0.70250306476	0.673188414923	0.553684402188	0.633598694241	0.538218846444	0.595855014315	0.603461594479	0.556647787201	0.664743425853	0.615100905568	0.610383352765	0.540474489059	0.641256849996	0.632135167627	0.634943765426	0.464193174245	0.728942544175	0.64850752113	0.618094924691	0.618701090978	0.556553804257	0.564525147458	0.582544603767	0.633377191536	0.63433119737	0.639270870426	0.54400561161	0.581193731727	0.611737820122	0.626348458504	0.583803649222	0.656612951583	0.715790764506	0.526306424899	0.585177707269	0.553564834972	0.474941035211	0.497328715822	0.691113910403	0.541880763911	0.476109308752	0.516738222056	0.628326772958	0.538349762539	0.522747021304	0.540479022088	0.558898237352	0.543090132196	0.482185293206	0.512821547978	0.510394568382	0.569752613613	0.469402914169	0.462247265587	0.580850756465	0.482379602726	0.547081244945
CS.126	0.576580410319	0.501016001939	0.551796439241	0.554591531005	0.538408620813	0.624827092384	0.55428340257	0.69899188571	0.595129125479	0.5483570838	0.490116273839	0.574418924756	0.553991775959	0.615131780952	0.552947392621	0.580966101017	0.595718548627	0.657367304979	0.456080181187	0.645932144789	0.571679640353	0.601871581483	0.600659821491	0.529782732428	0.435596733403	0.602581326655	0.593405623307	0.659188306966	0.512545303631	0.476585201656	0	0.553441590319	0.662741357554	0.518560978016	0.713095141561	0.596199889422	0.628550895092	0.58981461193	0.496087078046	0.539055275194	0.55645259045	0.57262501379	0.650770726708	0.458232284469	0.545790698674	0.618085651977	0.53228749643	0.623983178501	0.47176658191	0.560786466984	0.543577613157	0.51850057953	0.554247800749	0.520021364912	0.594184299798	0.551852840886	0.519239036614	0.66651615454	0.590256859298	0.549090606434	0.463295700811	0.504001074381	0.51926381064	0.544349034911	0.51894241731	0.477196444766	0.635147739081	0.523764867324	0.520103627056	0.661083245947	0.483307131013	0.545918133722	0.502594803182	0.565278746618	0.512526065609	0.541381271047	0.543586990576	0.526634561666	0.519999156312	0.533502105925	0.448730900135	0.536847106627	0.482206901911	0.578943936258	0.540253854429	0.531469057882	0.488849028109	0.53562965925	0.530756803306	0.5382275023	0.624035865601	0.51169015511	0.593563572355	0.551469531556	0.570833244366	0.594501792626	0.559699088986	0.580134864072	0.552050696708	0.676424227253	0.607719398354	0.480954954756	0.615190787875	0.640630256903	0.543559822921	0.615886697678	0.59762934111	0.706505804371	0.651568243604	0.695416959321	0.726782088089	0.653116803697	0.621359793485	0.597237178565	0.567688684961	0.537158032934	0.525908593652	0.542229347467	0.47236106826	0.633177856427	0.583140845341	0.536617707392	0.505710698232	0.570490603616	0.584557029029	0.556233224994	0.429396577442	0.671321621697	0.591385691215	0.609283521587	0.625857575505	0.499813478737	0.493218106219	0.564286565927	0.560276583102	0.560792903505	0.589224053919	0.445022937173	0.538313315108	0.556825053337	0.556424365574	0.515626644049	0.596498929366	0.673851172643	0.500815008865	0.502327013271	0.528391171788	0.497998883193	0.533472640129	0.650369835198	0.551704065838	0.497566094858	0.495308838313	0.585985892422	0.491136714605	0.524513726527	0.504417974845	0.538269243182	0.579540252095	0.494565530605	0.570927809947	0.509144878701	0.563593872479	0.532452418289	0.483904215352	0.580515290104	0.459577333462	0.552943480427
CS.376	0.61118113097	0.640608598568	0.664330776277	0.633718042181	0.622621867051	0.647691686767	0.68774603669	0.730426513043	0.669425020405	0.608776393383	0.624025718539	0.506692760779	0.583858847292	0.627333912961	0.632732732812	0.676422383978	0.645193334702	0.654826474834	0.58885591084	0.539726686215	0.500174038407	0.679421622167	0.693169992664	0.600081097945	0.580751868039	0.655943216744	0.684844538379	0.678580775223	0.64061489568	0.636533346428	0.553441590319	0	0.604797653711	0.613648675992	0.623918310103	0.599226164422	0.543462679948	0.519002151678	0.546117187558	0.542375451794	0.567310218989	0.555571850293	0.582128866663	0.61313647718	0.481226515523	0.571739003243	0.512665318812	0.609888414848	0.537857100053	0.586733567552	0.494583165903	0.569916846269	0.534425271689	0.513982706488	0.574632578737	0.585255203686	0.606650125312	0.608893772806	0.553778038941	0.559992381416	0.638373817906	0.633807970257	0.601786901474	0.611024399139	0.591260882702	0.619456836248	0.581307926112	0.615468124612	0.582028272156	0.576291688048	0.584371995461	0.551662090019	0.604512381298	0.623484584622	0.640426174589	0.693969075166	0.655453858017	0.657379146532	0.65018173423	0.67917016208	0.625927601837	0.672987522155	0.59426176736	0.674455132722	0.687951246229	0.681159110049	0.659999666306	0.70801401951	0.681764408867	0.681682182856	0.697109494702	0.632717093659	0.683449572889	0.647831730152	0.632231703167	0.621439091513	0.679263436708	0.624467535754	0.662275420941	0.67073585828	0.603185399006	0.630290771033	0.592645973556	0.620667069642	0.629743842688	0.630549401057	0.592951095734	0.662613567945	0.623783547401	0.602645750957	0.684359718375	0.573466363973	0.575434445897	0.679714650563	0.5685434233	0.574330237014	0.513370296682	0.531521113682	0.512483333257	0.57507384018	0.619736600328	0.502468855322	0.635791527404	0.502693152609	0.573214717324	0.473592180107	0.596128255034	0.601312390504	0.575210392154	0.580676253435	0.571022453657	0.56878009585	0.504555068911	0.585989583956	0.487000541547	0.515464649221	0.53222310164	0.563996941432	0.52270433209	0.529042644829	0.537593227679	0.508852315564	0.597870307891	0.606527081536	0.637029129015	0.586382744478	0.622699913812	0.656256360482	0.681337483771	0.633141673591	0.633767823919	0.656359874919	0.627991737251	0.536855338111	0.577024847723	0.623544438063	0.586483997055	0.639571602516	0.641295332598	0.618677193342	0.705642378323	0.659824632285	0.653000293029	0.687659031599	0.641497783378	0.662645899991	0.624732749806	0.654894508668
CS.378	0.642110034375	0.690087169011	0.691640443316	0.626201996876	0.671629680456	0.69208915245	0.729605400163	0.648783586055	0.672961459278	0.651906385477	0.685306476767	0.632727743391	0.626122699477	0.626306254851	0.663222928449	0.677652712571	0.652300597181	0.614394057039	0.654247454916	0.629231269895	0.635645164263	0.64192829797	0.675393194017	0.627649879644	0.696209529153	0.660843329627	0.639612181045	0.611943487384	0.665964006251	0.699513410817	0.662741357554	0.604797653711	0	0.649901265159	0.643010901638	0.638220654991	0.634356453207	0.648580839035	0.645114199821	0.611350610664	0.629828534639	0.626516132753	0.63344394177	0.68864177977	0.614279151326	0.634111470816	0.638565050877	0.640698413223	0.659789183647	0.642469314924	0.604371564004	0.683072913975	0.635134960915	0.651638624631	0.661415747549	0.642763117029	0.651433007911	0.615123864711	0.601026893063	0.661734183527	0.718206018173	0.681825058803	0.658667163647	0.662081014234	0.672211214426	0.677935696228	0.643490630281	0.67544983739	0.680786245708	0.636205491658	0.680402735273	0.673037703262	0.675619352838	0.63337147981	0.666599103996	0.731780241785	0.707047133256	0.711221768722	0.686827328364	0.698268512055	0.698270284235	0.658978795714	0.656278047775	0.660688960469	0.733512472526	0.699592033084	0.711993659081	0.734700584967	0.719926459177	0.725553840392	0.69912312318	0.662219992538	0.681847729119	0.667474627777	0.644850302759	0.64785790325	0.705114222158	0.663078617522	0.670803511121	0.659267759821	0.635822751993	0.667418755751	0.60265345383	0.646561001727	0.651962485447	0.622749439721	0.634723962825	0.670301669259	0.659978924838	0.664323220112	0.65795951347	0.612167196431	0.635193456962	0.655686452975	0.644030261612	0.618320342007	0.61826109278	0.619807361783	0.620137650066	0.621471945307	0.631785460831	0.629549520518	0.643486654301	0.611660340002	0.618560314429	0.63878953225	0.678896000163	0.656431325666	0.613331990916	0.589537489956	0.603111810097	0.650475135353	0.620949225525	0.61091863452	0.616230008739	0.621300259198	0.619752591543	0.67103232461	0.609051332234	0.650667515088	0.636840500413	0.628781090926	0.643984076462	0.511180193812	0.683325401867	0.673698410203	0.675698106272	0.707741106323	0.699367540171	0.660847537252	0.694981154016	0.710897239102	0.702671971568	0.661108002457	0.667279417054	0.655883364406	0.688061389291	0.674798769864	0.64504869069	0.685539564965	0.725185964899	0.694781824144	0.694991866464	0.711517231602	0.695801311311	0.675027226461	0.664948491803	0.666034351298
CS.232	0.504795962751	0.542848365897	0.512767536019	0.55514859549	0.560698537932	0.689577563285	0.535049733571	0.635186776856	0.506160480301	0.600315040808	0.50900916494	0.590410870465	0.537413975052	0.567852318584	0.575735591339	0.564367049302	0.607025697629	0.622305722387	0.507094972997	0.703353923425	0.61395867453	0.584197349016	0.555521989185	0.610621626019	0.558762561046	0.554568074945	0.521035028836	0.61424135592	0.553442611655	0.479872335203	0.518560978016	0.613648675992	0.649901265159	0	0.72352069749	0.581881457388	0.674268245314	0.632317360419	0.55665271544	0.601287663724	0.46353620181	0.507194667933	0.691525692572	0.574680653591	0.619193726865	0.619892525385	0.590784754742	0.600699779359	0.518044528195	0.559150737885	0.608333551423	0.56117935961	0.571305940509	0.550079904992	0.608472178976	0.570923874149	0.550788693783	0.683334088373	0.644376584511	0.56973227786	0.572137273184	0.544036712787	0.588321609582	0.587007502911	0.602447140568	0.576280162113	0.685043985987	0.548652686546	0.555225801879	0.685438753592	0.586343891261	0.605993524947	0.56139659693	0.59273246832	0.571186104028	0.56564582261	0.538985074013	0.543229492743	0.57088125064	0.539885821399	0.520259618085	0.511914559471	0.558908963306	0.564736163702	0.562864070531	0.567595872062	0.571339412144	0.567272514124	0.545990497581	0.554381557693	0.605971642246	0.521258210533	0.629063951179	0.492216875338	0.497321363545	0.597868191615	0.517100637959	0.603212624168	0.470414494279	0.678548504512	0.576547549132	0.532360095045	0.533609731545	0.668336268861	0.533356395516	0.552886397744	0.595758764234	0.740640147362	0.627387624472	0.743638245547	0.654979535138	0.684199706537	0.666420445631	0.466943378104	0.649716338821	0.505244315414	0.567123142497	0.612480636623	0.578091345306	0.651115953175	0.634657668838	0.584802239543	0.569558084957	0.626202825007	0.641959304141	0.618520257819	0.514871867178	0.724333449168	0.643003821219	0.547164237833	0.570960990965	0.530866423754	0.555067241711	0.549015359309	0.601669380598	0.584449945761	0.659888418954	0.56438302526	0.58463791583	0.588393752175	0.574624149433	0.574606756187	0.605993989678	0.675007964409	0.575432190469	0.644261935255	0.597746946741	0.546441635433	0.57055657336	0.703623644252	0.588586762687	0.545784097942	0.590185869993	0.63129272381	0.604484658005	0.581461040516	0.601147101527	0.618854371098	0.540741363303	0.538875653697	0.570492314016	0.582992606466	0.639953201613	0.552961186384	0.53907845103	0.631713222011	0.541267428649	0.587082113513
CS.224	0.729581726163	0.741322953341	0.759118151709	0.720701382528	0.73758629409	0.73637959405	0.782481103133	0.772240088393	0.763697357741	0.694076220416	0.743887713028	0.660942984601	0.694162157051	0.729092615695	0.743057912451	0.756508863586	0.726665673955	0.713147578538	0.71791296223	0.578012187692	0.603700602592	0.723656844748	0.761633897933	0.67535922052	0.729177952384	0.721990742639	0.758725139084	0.695304986834	0.721121212034	0.746871531621	0.713095141561	0.623918310103	0.643010901638	0.72352069749	0	0.706364224622	0.579395264151	0.621174658827	0.685451178809	0.661303083911	0.690536607928	0.689980687344	0.60736028735	0.735368172264	0.625553837121	0.606820246476	0.664688608091	0.690748197721	0.678217905404	0.682117592216	0.657880494591	0.715155645704	0.646441016666	0.676101339965	0.659127316305	0.691279776903	0.722257285337	0.587195940878	0.595639021725	0.690920371217	0.74793140248	0.755654700988	0.706723786983	0.731032595783	0.725648676328	0.733753857512	0.629125635432	0.729429057664	0.727382509212	0.667335521972	0.720015346524	0.69772935817	0.74224691047	0.691275525732	0.744031591153	0.780729407788	0.758253036279	0.763216065427	0.754713907108	0.768433036537	0.737462648518	0.76935562008	0.705452804649	0.760499964055	0.785425509936	0.781289162209	0.768160488116	0.78514558245	0.77321246398	0.783020173614	0.756621347958	0.732083897088	0.747854424525	0.749412057838	0.729104958783	0.710426757832	0.758455643178	0.726567744248	0.758992614812	0.735115573726	0.650691098176	0.755119080333	0.621272735249	0.671113819034	0.721713764458	0.688631405484	0.671131294282	0.576143794819	0.6663969428	0.591716010408	0.678502711974	0.623672167093	0.656922927491	0.735864833397	0.642862879742	0.66082938566	0.641433573876	0.62981924014	0.66334847547	0.649921140148	0.692734048434	0.609967713298	0.733533236736	0.555298489428	0.68136143269	0.636700601089	0.737415432909	0.576944841641	0.659432988997	0.666124364968	0.670966060946	0.710292089637	0.649397738489	0.666415230256	0.620767676361	0.649328334164	0.653320271412	0.701975262436	0.648461528025	0.683566171127	0.623313359694	0.66270322833	0.693440955654	0.648255909349	0.740495440691	0.706861373072	0.723628770729	0.77415938034	0.765511926228	0.66233268889	0.735955329739	0.782569612627	0.755787045486	0.640452258841	0.693021069317	0.73296485776	0.709014639772	0.710830730395	0.745385720093	0.722184186904	0.776785138885	0.742949155101	0.730353722531	0.780047215074	0.74068392715	0.735598810251	0.733945917797	0.736422090129
CS.041	0.585756591755	0.648220091819	0.656082249126	0.641494597214	0.606276820194	0.638433081308	0.642084985517	0.676026025416	0.589116664715	0.619370614737	0.577182816994	0.568762011586	0.559246824153	0.609054806358	0.637035745726	0.624143923554	0.644002357503	0.603085430092	0.61565896097	0.638196498928	0.611365080852	0.634658206279	0.678705706299	0.605389521429	0.62324782182	0.58707508686	0.628503071174	0.608444310221	0.631159216721	0.634616415817	0.596199889422	0.599226164422	0.638220654991	0.581881457388	0.706364224622	0	0.665747177533	0.619172616312	0.603553875829	0.605359350596	0.561872597642	0.521955719768	0.648992369575	0.645338186319	0.58001110795	0.593718602722	0.591023174039	0.605064450454	0.601314267677	0.613745431038	0.610253955472	0.603044691221	0.603990596792	0.608752806452	0.611348030752	0.601133643426	0.615849662194	0.677588102435	0.66179328362	0.60900501775	0.638419033049	0.621045187102	0.619030731047	0.629455945507	0.617378098144	0.627560843759	0.627163930806	0.621794232292	0.611946560812	0.62966440009	0.628576627918	0.587413935979	0.612884164536	0.58461539311	0.652076292463	0.722289687309	0.665618161108	0.674942036059	0.685156247412	0.670930811052	0.654028342006	0.662148788613	0.631285270943	0.654248021998	0.713914969802	0.678629039463	0.688720612816	0.727241561786	0.692575767885	0.701816992981	0.66266264534	0.637106535563	0.702713766563	0.593123932038	0.598428396377	0.616999088479	0.67480094951	0.649599859789	0.618838871234	0.663473409257	0.57455849971	0.63741111212	0.562754570555	0.672741354252	0.61775155275	0.572119608545	0.635465195265	0.687706335482	0.623766645324	0.678836244842	0.614625591151	0.634834554436	0.598475578565	0.611119048575	0.636604914865	0.586761290325	0.604005547741	0.58897365736	0.597124220458	0.615530826895	0.651187026157	0.585399340128	0.649466346531	0.633129679963	0.645553880494	0.607680920997	0.616110214667	0.662191380162	0.604448835678	0.570525047478	0.546385288337	0.609000337228	0.570595446922	0.519354458071	0.607394388372	0.578749034065	0.613356499374	0.616708215117	0.6077738079	0.583966888651	0.617618533822	0.621288844374	0.584933261826	0.672798571039	0.645576235397	0.621965249892	0.627237881936	0.681564772195	0.692707680854	0.632310207852	0.631431634839	0.67321024191	0.650405818827	0.627620636318	0.637743221315	0.630461820086	0.650166468377	0.657365024192	0.639991681544	0.654480825287	0.700621919729	0.692639838279	0.685407479275	0.706540521465	0.659847567304	0.687582988523	0.637714140452	0.661510652036
CS.205	0.671184056966	0.684155510239	0.709301101682	0.665795432557	0.681576136246	0.669008277823	0.734275780706	0.781858657961	0.724500135555	0.666950968129	0.691451383575	0.548901749385	0.649485133895	0.682372128268	0.661169181163	0.729409757084	0.695483055178	0.71018982329	0.630883343448	0.527027755876	0.510342224811	0.713872672795	0.729064835414	0.610646423089	0.629868038818	0.706029742644	0.725234382082	0.709691466233	0.645036900279	0.689664102256	0.628550895092	0.543462679948	0.634356453207	0.674268245314	0.579395264151	0.665747177533	0	0.523298972232	0.600983627204	0.590948393799	0.630707274045	0.610503083907	0.584706201822	0.642859469101	0.512243308606	0.589159732981	0.582192972507	0.65288474936	0.581237845562	0.630350209605	0.559620972746	0.646658446815	0.559411996193	0.536318532739	0.605172611144	0.638565133657	0.66061599636	0.61442279234	0.580381452257	0.580831065539	0.661206638352	0.669989036981	0.636897322215	0.641668540975	0.663985210906	0.654034230973	0.626551324701	0.679073845915	0.626951799	0.579845343049	0.632522322783	0.590013915136	0.668019619528	0.647413331542	0.678269174589	0.73325369424	0.713999476962	0.693919929405	0.695481340326	0.696974254317	0.65476577512	0.725225460818	0.640090505898	0.722722470321	0.724920564007	0.713243215092	0.684014385797	0.72507924539	0.735342997659	0.713521310127	0.739698130858	0.655324317956	0.714107515548	0.701813797554	0.679975549346	0.689572844122	0.712103837966	0.641731283791	0.707365565279	0.686882474082	0.623370114274	0.685778643075	0.617120467228	0.622337549079	0.668878410664	0.668393950832	0.619279282829	0.598510671018	0.677739532908	0.548590145619	0.72437404525	0.554817972209	0.638145944688	0.72903886606	0.59595770113	0.635822384446	0.536967700344	0.536639431001	0.566297758411	0.602953494692	0.664727299884	0.551733487482	0.666798634374	0.517393129484	0.611747500548	0.532529397739	0.646552285945	0.507861384942	0.596728556432	0.638072943171	0.631488596466	0.600003882605	0.573926626493	0.652316304351	0.488963710088	0.573930889421	0.604831565215	0.608411231535	0.577714192053	0.598910777087	0.585367315984	0.583800090098	0.667782941991	0.605419171078	0.674539607268	0.616164894054	0.675327529858	0.711748798252	0.717920826878	0.622977392142	0.658106998764	0.702385164949	0.670768641962	0.568698592535	0.59678274544	0.663276839507	0.624474041156	0.66810667145	0.715262898703	0.67185356603	0.730440845146	0.678068647796	0.683326874632	0.711993039235	0.672268845771	0.699527870899	0.664473484453	0.703473977394
CS.282	0.639777386895	0.655647334921	0.683194899289	0.645107078805	0.659407357316	0.663474742632	0.713393169076	0.759624060601	0.6902974964	0.661754938583	0.665825426797	0.54621365826	0.625010414174	0.676308127227	0.644474272758	0.696018188445	0.69464345578	0.689223181195	0.587784566369	0.535215222518	0.501712916693	0.702628405563	0.696678339644	0.605722599521	0.601366727335	0.665543694434	0.698012805739	0.683777311671	0.626081368285	0.657800400507	0.58981461193	0.519002151678	0.648580839035	0.632317360419	0.621174658827	0.619172616312	0.523298972232	0	0.557665046343	0.575724851908	0.576911081107	0.571965792018	0.594194008325	0.638486202017	0.480710552285	0.56412892861	0.524299280625	0.605175400455	0.536379851773	0.623947337214	0.523762015913	0.587984595732	0.531011030339	0.514641308279	0.542786184878	0.589911004514	0.634257580558	0.616242354413	0.59432252775	0.537679167174	0.640861455445	0.664661394626	0.648181009346	0.629750689972	0.633952554335	0.635450908609	0.630977543433	0.626329043217	0.623734627036	0.620007724827	0.608696613833	0.580238852903	0.643448807136	0.626072415992	0.665127447402	0.716899549047	0.67675950648	0.681150426023	0.683062159636	0.670901655589	0.627177300082	0.69088488009	0.623051535179	0.681932731604	0.69941831832	0.69473287809	0.677367716917	0.716752445154	0.704535627895	0.689586643561	0.712032124175	0.626927644945	0.712425527257	0.67583855954	0.654156436549	0.672186963613	0.709418809854	0.641279994235	0.65570333583	0.716795282139	0.612554061255	0.663703871175	0.573929006044	0.668354664946	0.649635314488	0.63985208919	0.584895183541	0.646881727563	0.623329454208	0.580863027014	0.709964413153	0.570597272058	0.622640810974	0.693625384923	0.618390719376	0.599223336242	0.497531537942	0.541469347354	0.554805440657	0.58549711848	0.64833750998	0.498626489992	0.650991959602	0.495633828635	0.593900450856	0.482596634283	0.621731221584	0.567595599204	0.560362887215	0.606385493289	0.605764582329	0.561097830486	0.521097714822	0.612756478426	0.443730217451	0.536506763429	0.601867235635	0.583254806946	0.521720031764	0.560833385565	0.51836550048	0.537766360658	0.605864058451	0.642595171729	0.649929099991	0.618494833656	0.659324965824	0.684721397444	0.698982421727	0.660732081784	0.66733922471	0.682695512526	0.662307415887	0.546912200467	0.599138523088	0.66883205128	0.60374488639	0.664764188388	0.679738613948	0.634728331064	0.725741216468	0.679102251474	0.670315075129	0.688527179229	0.652437603456	0.700809553911	0.653175014114	0.686146790911
CS.128	0.580040693217	0.55587296215	0.599719775847	0.588792790253	0.558340495228	0.633698024605	0.612406692772	0.697668670977	0.637486230106	0.613068254643	0.570732601164	0.580398814682	0.580309996593	0.622162500569	0.545348714909	0.622440139881	0.611033814591	0.643913183682	0.504406167461	0.624857864643	0.55879757639	0.6334518853	0.625659786073	0.548931204357	0.549898598801	0.632639650244	0.619755153223	0.678483713259	0.548906362748	0.562993444329	0.496087078046	0.546117187558	0.645114199821	0.55665271544	0.685451178809	0.603553875829	0.600983627204	0.557665046343	0	0.543704505615	0.544560693042	0.557311963128	0.665886393882	0.528954784129	0.514613082084	0.589749610294	0.511052630505	0.584211921668	0.495975608191	0.562248678543	0.57251179249	0.554103426249	0.520335181702	0.481526501415	0.566239238749	0.538458231544	0.537694807986	0.648402509459	0.572454696387	0.504704617311	0.550633640928	0.5564543706	0.577417140606	0.518645059871	0.561629178666	0.586877974081	0.640234953944	0.585655366359	0.54944315047	0.644232518014	0.537170665829	0.58569677704	0.555201024893	0.575660636549	0.576027142725	0.606187739096	0.606819214999	0.583928110511	0.593836742905	0.568318984914	0.512940941383	0.598841780678	0.539010494208	0.602205284066	0.613654295151	0.585452145564	0.550367707611	0.596820387924	0.595067812534	0.586299469667	0.631235962446	0.530306888816	0.634243966115	0.608528214246	0.59615355505	0.623386345117	0.586886350464	0.564360710327	0.603329774379	0.645946203088	0.601465402133	0.554542104043	0.595004371882	0.681761128946	0.581846257293	0.6169308579	0.612514964376	0.718555049921	0.646181633275	0.673996556695	0.72950350745	0.643803775568	0.661333444909	0.631181518484	0.625995765763	0.538704418211	0.507706441609	0.531760897426	0.515337241969	0.63906513715	0.62108448035	0.510716140163	0.542467190135	0.562995487235	0.595484269387	0.503227974299	0.474914961047	0.67424967731	0.573334762342	0.621515016322	0.600594569429	0.493776909133	0.483041203	0.582581636193	0.531414230607	0.547295261466	0.577270264598	0.4956959608	0.556120031797	0.511870138529	0.543501973896	0.534977764558	0.576362961832	0.690567547829	0.590296169524	0.581576016325	0.611165067621	0.582610666787	0.606301091884	0.693964761265	0.575300975819	0.594296082461	0.573561161107	0.616036890474	0.564270509341	0.583621726925	0.548994696545	0.597493942136	0.596122397035	0.544143731217	0.61895866944	0.578532102686	0.626119622196	0.582361556301	0.548142935025	0.62151397826	0.584677902759	0.632741223678
